http://movie.douban.com/subject/4917905/	宫
(3星)	 看到最后，喜欢的两个演员既不是冯绍峰也不是杨幂。而是四阿哥和素言。不管是不是跟其他某些剧情相似，不要带挑刺的的想法去看还是不错的            
(2星)	 于妈抄袭大荟萃，毁了我的清穿情节。四四像极了黑板尔康，太可怕了！前后看了几集，弃看了。            
(2星)	 前半部分打发时间正好，后半部分就直接跳过吧，看最后一集            
(3星)	 演员们都不错，就是编剧太没创意了！喜欢那精致的场景和纯正的国语^_^            
(1星)	 如果他说他是架空我也就认了，非得要厚着脸皮说自己翻了20多遍清史稿才写出来的~你说侮辱你的眼睛吗？黑白颠倒不说还故意混淆历史事件和时间。            
(NA)	 哎 我竟然把它看完了......            
(3星)	 有点乱七八糟的关系！            
(3星)	 很喜欢八阿哥这个角色，有点不喜欢晴川。先开始喜欢四阿哥就好了，觉得四阿哥坏，就不喜欢了，真够肤浅的。喜欢金枝，喜欢的彻底。不过很希望“峰幂”恋是真的。他俩很配~            
(3星)	 虽然剧情狗血，但是可爱玩笑之后还煽了点情，给平日严肃的生活带来一丝愉悦，当然这么狗血剧情我一般很少选择，这真算例外了。            
(2星)	 马桶台的马桶剧            
(1星)	 宫就是步步惊心加流星花园的怪胎，两部好剧造就一场天雷。演员演技神马的真的不错，哎，问题抄袭真的不是好孩子啊~            
(5星)	 最后集才泪奔,我想说我的哭点是有提高?            
(2星)	 没啥好评的            
(4星)	 有的地方虎感动，好吧，我承认我哭点er低。。。。            
(5星)	 八爷萌。。。            
(4星)	 古代版的流星花园啊。。。八阿哥不错～～            
(4星)	 一起去逛御花园。。。            
(5星)	 好看            
(5星)	 挺迷的，迷八阿哥的痴情，晴川的俏皮还有四阿哥的声音。            
(5星)	 狗血的剧情，但很有意思            
(3星)	 帅哥，美女；煽情的地方可能博得入戏MM们的热泪，感觉像当年追还珠格格。不烂，也不算好看。            
(NA)	 剧情不是一般的老套 不是一般的不靠谱 但是青春逼人啊            
(NA)	 穿越部分太少，差点当成一部全古装戏            
(3星)	 其实忽略那些各种矛盾后我觉得挺欢乐的啊~~~~            
(3星)	 怎么还是觉得四爷比较真实~            
(2星)	 女主要是和四爷在一起我还多给一颗星……            
(4星)	 无聊的时候看一部历史言情剧，也蛮好看的，冲着老八跟晴川在一块儿了比较合我意，给四星，算是湖南卫视言情剧里的上乘了。            
(NA)	 寄希望于穿越，来逃避眼前的一切！            
(1星)	 没看《宫》之前，我以为自己的避雷能力经过这么多年的穿越雷书之后，已经无所畏惧。没想到。。。还是《宫》强，把我打趴了，顺便还糟蹋了我心爱的阿哥们啊啊啊            
(3星)	 说实在 这剧没啥逻辑性             
(2星)	 不敢相信这片子我居然还看下来了。            
(2星)	 一起来逛御花园            
(2星)	 终于看清了于大妈的嘴脸，这部剧成绩不错是因为第一部清穿的原因，什么人都会有兴趣看一眼。演员都很弱啊，手段也很弱啊，剧情更弱，除去抄袭流星花园的桥段几乎没什么支点。            
(NA)	 我的神啦，居然这么火了            
(3星)	 吐吐槽，很欢乐~            
(2星)	 虽然很雷，但是我还是坚持看完了。            
(1星)	 于抄抄你抄够了没有？            
(3星)	 有一点点古装流星花园的嫌疑……但是，里头的人物纠葛还是有点看头的……            
(1星)	 怎么这么残的。孙子演过了再去演爷爷，素言一直一副怨妇脸，那样跳下去也没死。晴川也就是个傻，说什么都信，康熙也就是个信，人家说什么他做什么，还是个康熙大帝么！！！。老四变心也太容易了吧，我艹！所有的所有，都一副SB样！老娘心心念念的老十三呢！！！我看了二十集了，老十四都没出来！！！            
(3星)	 脑残 但美女            
(1星)	 这电视剧太搞笑了，我说的不是剧里人演的搞笑，我说的剧情，还有剧里那些神迹，太神奇了。那根本不是清朝，是异时空~！！            
(3星)	 奉命观此剧...            
(4星)	 晴川还是和四阿哥在一起比较好            
(1星)	 看了一集 就足以给个一星，太好看了，如果可以评0星，那么就更好了。怎么可以让这评星制度去评价她呢!!!            
(3星)	 避过历史不谈，其实还好啦。            
(3星)	 剧情有那么点雷，但也挡不住收视率高的事实。就当成是穿着古装的偶像剧好了。            
(3星)	 很欢乐的古装言情，各种穿越            
(4星)	 时间有点混乱，关系也有点乱。。。。            
(1星)	 。。。。。。。。            
(1星)	 做人别太天真，也别太世故            
(3星)	 八阿哥啊            
(3星)	 好多情节~似曾相识~~~于妈才尽了            
(3星)	 支持一下何晟铭，觉得老四演的不错的。            
(1星)	 剧情接受无能。。。冯绍峰其实不那么丑，但是为毛要演我的八爷呀混蛋！！            
(4星)	 权当娱乐吧~            
(5星)	 喜欢~            
(NA)	 我是剧透，直奔大结局            
(3星)	 这个情节有点太不合了。咋14年过去了。人一丁点都没老呢~~~而且这老八穿越回去咋没在火场啊。。好仓促。。。好郁~~~            
(4星)	 不管抄不抄 拍出来好看了 感人了             
(1星)	 这个无比烂的大烂片再次证明了国产电视剧没有最烂只有更烂的这一客观规律            
(3星)	 确实是古代版的《流星花园》，但是看个乐呵挺好的            
(3星)	 哎呀，边看边吐，边吐边看，娱乐至死，好奇，打发时间，一直没怎么进入剧情，老是在琢磨 怎么会这么火呢             
(2星)	 你看或者不看宫，于妈就在那里，不离不弃。你批或者不批宫，情节就在那里，不删不改。领略宫的俏皮，或者让宫欢乐你。夜深 雷鸣 面色 不改 2星献给此片，感谢于妈带给我的3天嗨皮时光并且让我对自己的智商有了重新的认识。如果雷，请深雷。            
(4星)	 偶尔看一次穿越的挺有意思            
(4星)	 我承认我娘们了~~~            
(1星)	 九星连珠出现次数敢再频繁一点么            
(1星)	 寒假无聊的消遣而已，烂            
(3星)	 说实话，这部剧里有很多我喜欢的电视剧的桥段，但是拼在一起觉得好奇怪~~再加上是和美剧生活大爆炸一起看的，所以更觉得雷的不能再雷！与其把清朝写的这么有现代感，还不如架空个朝代比较好~~也就八阿哥的角色还可以~漏洞过多也是一大特色！            
(2星)	 ...槽点满满            
(2星)	 断断续续看了几集和结尾，虽然被莫名其妙的台词和狗血的剧情雷了又雷，好歹也算知道了结局。这就是一发生在臆想的清宫中的天雷滚滚、狗血爱情剧，宫女不像宫女，阿哥不像阿哥，皇上妃子也不像皇上妃子，总之不用认真。认真了，你就纠结了···郁闷了···            
(4星)	 谁说泡沫啦！！好吧那是相当泡沫！！但是片头很赞啊~~主题曲很赞啊~~演员&amp;服装都很赞啊~~            
(1星)	 因为没有零颗星，我只好打了一颗星            
(4星)	 看评论看的很是欢乐呀~~一起去逛御花园？哈哈哈~虽然吧，诸多硬伤不合理各种雷神马神马的，看到晴川和老八这对欢喜冤家修成正果很是高兴啊~老八真帅~好吧，我就是这么浅薄~~哈哈，看个电视剧，何必那么认真呢~是吧~//终于是看完啦，就是喜欢晴川跟老八在一起！！            
(3星)	 本来有很多话想叨叨的，关于这部剧，关于编剧。看完了之后，反而只剩下了八个字：何必穿越，骚扰旁人。            
(NA)	 我竟然最后还是不免俗地看了它，可是服装剧情演员场面，没有一方面是我能想象到它之所以红的原因的。清穿？哈哈~ 算了算了，大俗的总会让最多人喜欢。            
(1星)	 这就属于内种无论爆多少粗口都无法浇熄一腔怒火的剧！！！！！            
(1星)	 因为笑点太多 增加一星。这货不是清穿剧 这货是穿越架空剧            
(NA)	 还是喜欢八阿哥            
(4星)	 拖沓了很久才将最后三集看完。很山寨，但是有些情节还是不错的。双鱼要花痴到35岁呢~~            
(3星)	 催眠好剧！            
(3星)	 呵呵其实有些地方很感动的...            
(5星)	 虽然很脑残，但毕竟是多年来看过的第一部脑残剧，果断给五颗星            
(3星)	 我也喜欢佟丽娅超过杨幂            
(1星)	 由于不慎观看此剧，面壁中~            
(4星)	 结尾我不满意！！！！！！！！！！！！！！！            
(3星)	 传说中的坑爹偶像剧~~            
(3星)	 看在这么2x的剧我都煲完了的份上.            
(1星)	 编剧太差，演员还好......前半段简直狗血至极            
(4星)	 脑残了我！！我是四爷党！！！            
(4星)	 虽然剧情有点老套，但是人物之间的情感还是比较真实的~            
(4星)	 虽然编剧是各种抄，结尾马虎的不得了，但是还是挺好看的，            
(4星)	 我覺得還可以 電視劇本來就是娛樂的~            
(1星)	 这是一部只要抬头看天，眼泪就流回去的偶像剧，，这是一部只要你抬头望，就能在紫禁城发现高山的风景剧，这是一部九子夺“幂”的清宫剧，这是一部来秀下限的智商剧，看了此剧，不得不感慨：天下脑残出我辈，一看芒果智商催！            
(4星)	 中学时候也做过改写课文的这件事，撇开流星花园一事，造型、演员、节奏都不错啊~            
(4星)	 剧情很牵强啦~不过每次看到晴川和老八都觉得很轻松很舒服~            
(3星)	 看了一部分，典型古装偶像剧，剧情没太大惊喜            
(1星)	 四爷说。【小时候我想哭的时候。都会抬头望望天。看看眼泪能不能回到眼眶里。】雍正被演的这么恶俗。这都是咋回事。            
(5星)	 五星只为冯绍峰            
(1星)	 一颗给sg@@跳着看的算不算看完阿...            
(3星)	 一颗给导演，一颗给演员，一颗给摄影，只是这个编剧……太TM雷了！太TM颠覆了！            
(2星)	 实在是很雷人啊……            
(1星)	 雷到死= =饶了我吧芒果台            
(NA)	 型男多过美女            
(1星)	 nv            
(3星)	 BUG超级多~于妈在玩清穿过家家？念在偶尔被雷得很开心的份儿上，给三星！            
(3星)	 还是有些亮点的            
(5星)	 有点雷~但是结局俺感动了。。。            
(1星)	 一星，给杨幂和冯绍峰，再无其它~            
(NA)	 我无聊到居然断断续续 看了这么 一个山寨剧。            
(5星)	 虽然觉得八阿哥和晴川的爱情让人很感动，但同时又觉得四阿哥好可怜，自己喜欢的那个永远也得不到。。。            
(3星)	 本来没想看，但是发现老八帅完了，就把它看完了            
(1星)	 其实我只看过5分钟T T然后就折翼了            
(2星)	 扯            
(5星)	 在看过那么多穿越小说之后，真人版的穿越剧出现了……果断被八爷秒杀……叹，真有这么傻这么痴的男生就好了            
(3星)	 真的很狗血~~            
(3星)	 素言太漂亮了！！            
(5星)	 笑~觉得没那么差。其实还想看看最后一集后面的故事，应该和锦户那个武士异曲同工吧~            
(3星)	 大爱金枝和十四阿哥。            
(NA)	 冲着八爷才看的。            
(3星)	 我也非主流了一把。。。            
(2星)	 老辈演员给力，剧本太不给力            
(5星)	 很喜欢~杨幂和冯绍峰的新鲜搭档~看起来既有感动又有幽默！            
(4星)	 剧情实在很狗血，要不就5星了。八爷在心里永远是云淡风轻的样子谁也拍不出来谁也演不出来演出来的永远没有自己心里想象的好，所以只有剧里面八爷的霸气阳光痴情，才能颠覆了八爷党们的定位，并且俘获八爷党们的心。我已经入戏太深啦TOT            
(1星)	 哈哈哈哈哈哈哈哈被迫看完AGAIN…最后二十岁的小姑娘和四十多岁的老男人在一起啦-_-#            
(3星)	 啧啧 情景喜剧 看了说不出味道的一种搞笑            
(5星)	 好喜欢他们有续集            
(2星)	 作为一个非资深清穿读者，表示此剧雷压过高无福消受。。。相比之下佳期如梦是多么靠谱的剧啊！冯少演的和平也比这个nc八爷好太多了。。。            
(2星)	 古装版流星花园啊             
(NA)	 此般神剧没法给分……            
(5星)	 让我认识了痴情的八阿哥 聪明的善良的晴川  很多人说这部剧很多瑕疵 不过本人觉得比起那些狗血的偶像剧 这部剧不知道要强多少 真的很值得一看 里面的衣服也很精致 主角们的演技也是没的说  总言之一句话 好看！！              
(2星)	 在各种人的怂恿下我看完了，只能说是漏洞百出，吐槽良品。            
(2星)	 这片简直就是把所有观众都当白痴，还有那什么回家的诱惑，预告一直激情戏，惨不忍睹。            
(3星)	 于妈~你还我的十三来~！            
(3星)	 为了冯绍峰……            
(NA)	 自还珠之后多少年没怀着激动看如此脑残的电视剧了~~居然还能一集不落看完。。。            
(2星)	 清穿剧最后来个反穿越，我被雷到了的说。。。。不是紫曦，我最后集肯定不会去看的            
(NA)	 我是有多忠实啊。            
(3星)	 其实它真的娱乐了我的闲暇生活，已经不是美剧可以比拟的了。            
(3星)	 你见，或者不见我，我就在那里，不悲不喜；            
(NA)	 脑残到狗血的剧情啊啊啊啊啊啊啊啊啊～～～我居然看完了啊啊啊啊啊啊啊～～～没法评分啊啊啊啊啊啊啊啊～～～            
(2星)	 这不是大陆最烂的电视剧，我看了，我不自卑，我要说，我看了。            
(3星)	 可以喃，            
(5星)	 终于看完了。。。。香菇八宝粥最有爱了~     不过我就不明白了。。。。哪儿锁心玉了。。。。宫锁心玉那个锁心玉什么意思啊。。            
(3星)	 结局也太鬼扯了            
(3星)	 帅哥，美女。冲着这个来。            
(4星)	 还是喜欢四阿哥！            
(5星)	 为神马评分这么低= =我的冯少~！            
(2星)	 因为充满期待所以非常失望。一颗星给片头曲片尾曲的歌词，还有一颗星给冯绍峰！            
(4星)	 乐一乐挺好的            
(2星)	 纵使千雷万劈，脑残得很无辜，我还是爱死八爷了！！完全是为了看他啊~            
(5星)	 很好看            
(1星)	 里面的逻辑更本不是我能理解的，就算我已经把智商降到0了，还是觉得天雷滚滚啊~~~~从那个可爱的九星连线可以看出，他们不是银河系上的，所以千万不能用银河系的思维去理解！！！！            
(2星)	 于妈写的剧情太无力了吧，彻底毁了我心中的44和13，实在看不下去！！            
(NA)	 晴川和八阿哥的爱 真幸福。            
(5星)	 喜欢雍正这个历史人物，虽然不是很喜欢这个结局，剧情和历史有好多出入，还不错，创意蛮多！            
(NA)	 二月二日星期二，终于看到这个很二的剧的结局了            
(NA)	 估计唯一我能忍受的 非主流 也只有她了= =            
(2星)	 我果然是长大到看到帅哥美女的同时也看到漏洞百出。。。。偶像剧这种东西。。。谁认真谁就输了。。。            
(1星)	 这部古装流星花园太山寨了也！怎么可以拍的这么假！看到女主就想爆粗。问题是我还一直看。。。唯一看点就是好美的佟丽娅了~ 不过全部快进式看完后，觉得最后一集还不错。这部至少八爷是幸福的。强期待步步惊心             
(3星)	 为啥导演那么喜欢何晟铭咧~            
(3星)	 这剧情忒能扯了，真是把各种情节都放进来了啊。。            
(4星)	 总的来说，还不错。将带动一股清穿剧之风。            
(4星)	 本片从多角度来说，是很粗糙，但是又有着许多人的追捧，这其中是为何呢？我觉得在于其爱情观，“认定一个后，不舍不弃，从始而终”，这也反映了人们对于爱情的美好愿望，而最后，其也迎合了人们对于爱情的那一份憧憬，大完美结局，这或许就是本片的主要买点，而至于其它的，也就显得无关紧要了。            
(NA)	 因为有宫，无聊的人都有事干了，演的演，导的导，看的看，感恩啊！            
(1星)	 我擦。。。20多遍的《清史稿》啊！！就这货？？康熙原来是一情种啊~~~那我也要报名进入穿越大军。。。其实我是想给负的，奈何没有啊。。。            
(3星)	 终于盼到最后一集，消遣的电视剧，不需要什么营养，流泪，流泪就好。            
(5星)	 不管怎么说 八哥值满分=3=            
(1星)	 差劲了，完全抄袭《流星花园》的，而且，拍得很假，看到第六集，都看不下去了            
(2星)	 编剧没创意！为啥好好的港台演员都拍内地剧？？            
(3星)	 不用让人动脑子的片子，现实中像这样的偶像剧中一样又深情又帅气的男主角已经非常稀有了，只能在白日梦和小说里面去找找了，嘿嘿，偶尔做下梦也是未尝不可的。            
(3星)	 越狗血还看的越起劲，没心没肺的日子是最开心的，那时候八爷笑的都比较灿烂            
(3星)	 为YY....感觉于妈在学三立啊.烂剧尾...反正也就是看衣服看颜.不过杨幂的中分真丑~!!            
(3星)	 玛丽苏+女性向后宫（伪），以上            
(2星)	 哈哈哈~太狗血了~~不过很欢乐啊！            
(1星)	 老四都当了皇帝了，最后还八阿哥的叫着，不是该叫王爷嘛？再叫阿哥不就错辈儿了，太白痴了，太吐血了，看到最后弟弟都成儿子了。            
(3星)	 不做评价            
(1星)	 话说这剧中的衣服还是不错的。。给戏服一星吧            
(1星)	 太烂，没有一处剧情是合理的，严重抄袭            
(3星)	 最后一集真的很脑残。            
(3星)	 好歹看完了，可把我累死了            
(2星)	 1星给男主的颜，1星给德妃的演技。总之是一部不停刷下限的片...            
(1星)	 那一颗星为了帅哥美女，吐槽点太多了，看到最后已经无力吐槽了！不过最后还想再吐个，八八你是怎么穿过来的？难道被四四扔进了井里=口=？            
(3星)	 我承认我NC了一把            
(2星)	 这也叫穿越？            
(4星)	 刚刚看完大结局。不错看呀。。。            
(2星)	 开头可以，越看越狗血。佩服自己竟然还把它看完了。            
(4星)	 虽然剧情很扯很扯，但是最后一集还是看哭了。            
(1星)	  恶心死人不偿命，请继续            
(2星)	 我只能说，编剧真的看过很多电视剧~！中国人就是有自虐，越烂的戏越想看它烂成什么样···            
(NA)	 感覺最後除了當皇帝的其他阿哥都被打入宗人府了好鬧忙啊            
(1星)	 哎哟我。。。。。。曾哥哇。。。。。            
(3星)	 冲着峰幂恋去的，嘿嘿，这对还是很赏心悦目的            
(3星)	 歌好听的。。其他么            
(1星)	 又傻又雷            
(1星)	 噗哈哈哈……好狗血好白目好噁心啊啊啊啊啊            
(2星)	 号            
(3星)	 竟然看完了这部乱炖剧，而且看得好欢喜。。            
(2星)	 哈哈哈哈哈`  搞笑来的吧。            
(4星)	 好喜欢八阿哥。。。冯绍峰太帅了。。。            
(NA)	 大家的状态都有这个什么八阿哥~ 哎 感脚有点跟不上芒果时代了~ 杨幂那个脸啊 有没有变形有没有啊~  佟丽娅不错额。            
(4星)	 不管说它抄袭的也好，模仿的也罢，看到最后还是把我感动得稀里哗啦的，也算是一部成功的爱情片吧            
(3星)	 剧情好幼稚好傻B，可我还是看的很欢乐吖··皇上您怎嚒可以抄袭别人的词当情书嘞·····            
(3星)	 超時空要愛...            
(NA)	 如果这都不算二，请看《宫2》            
(4星)	 喜欢杨幂的表演~ ~       没有谁会对一个梦眷念不忘的~            
(3星)	 晴川有点太聪明了吧            
(3星)	 雍正写的那首诗，让我突然想，他是不是也是穿越过去的，还看过非2            
(4星)	 还是吸引我的。。。            
(1星)	 看了一集，够sb的            
(2星)	 有些电视剧，即使再差，也使人有看下去的欲望。            
(4星)	 我不管什么抄袭，我也不在乎你不尊重历史，反正就是给我消遣用的，帅哥美女，外加配角给力，，还是让我有了一个个晚睡之夜，，，还是可以的吧。。            
(4星)	 我要穿越！！！！！！！！！！！！！！            
(1星)	 你是抄步步惊心的吧。。却抢在它之前出了。。原来时空是可以如此轻易穿梭的啊，你到是给我穿个看看啊。            
(3星)	 三星全为八阿哥            
(1星)	 演员长的还是可以的  一起去逛御花园这个名字比较适合             
(3星)	 断断续续配着分集介绍看完了，我是来花痴老八的。            
(NA)	 雷得我很happy。。。            
(3星)	 我无聊，跳着看的。有点雷，杨幂古装没现代版好看……怎么把一匹马装进轿子里去，我倒。            
(1星)	 太太太太扯淡了！            
(1星)	 我要。。好好吃饭，好好睡觉。。哽咽            
(4星)	 于正很会讲故事。http://blog.sina.com.cn/s/blog_678e21390100phuz.html            
(2星)	 看在吐槽点密集 让我笑抽了好几次的份上 给个两星吧 XD            
(3星)	 老八党，也爱老四。            
(3星)	 演员长得好看，又年轻，谈不上演技，服装画面都好，看着挺快乐的，而且不时被雷一雷，也挺开心的。比起湖南台的其他自制剧，这部绝对算是好的了。小何唱的主题歌也好听的。            
(3星)	 结局把我妈和我妹都看得热泪盈眶。。。无动于衷的我表示很羞愧。。。            
(4星)	 喜欢香菇八宝粥~            
(3星)	 古代版流星花园             
(4星)	 迷恋中,还买了书哟            
(NA)	 自作孽不可活。            
(1星)	 看了第一集和最后两集。果然是天雷滚滚，不过短短三集，没把我雷死！？            
(3星)	 幸亏结局是美好的，就一打发时间的电视剧，杨幂的歌声太奇怪了，她还是别唱歌了            
(2星)	 如果我没有浸淫过太多网络小说的话，可能对它的容忍度会高一点。            
(4星)	 客观的讲，其实还不错啦，最后一集拍得很不错啦。            
(3星)	 我就是无聊...爱看古装剧...爱看杨幂...            
(NA)	 不给星是可以的吧？可以的吧？            
(3星)	 编的实在太雷人了……            
(4星)	 好吧，看这个绝对不能想《步步惊心》这本书，完全不同。《宫》的演员比《步步惊心》看起来好很多阿，除了14阿哥。            
(NA)	 我也不知道为咩会看这样滴烂片。烂片心理学，俺还木有研究过。            
(3星)	 还是厚道点，给个三星吧，毕竟那么多人在关注。。。看过几集，不多评价，只是这个结局太仓促，太雷人了～～            
(1星)	 没有伦理，没有宫规，雷人的台词            
(3星)	 看着部分情节比较雷，最近比较爱看穿越类型的。            
(4星)	 还挺乐呵的啊            
(1星)	 瞎了老子狗眼 以前就对辫子戏并不是很大好感 以后更不待见了 尤其是清穿！！卧槽！！            
(3星)	 穿越是假 古装是真            
(5星)	 分怎么这么低！！力荐！必须            
(3星)	 无聊看看            
(2星)	 真的好雷，主演都是道明寺花泽类杉菜上身。不过冯绍峰总算是熬出头了            
(3星)	 何必太认真？！            
(1星)	 哈哈哈哈哈哈哈哈哈真的很搞笑啊哈哈哈哈            
(3星)	 是鸡肋，但是和网友们边评论边看下去 挺有意思的~而且八哥在里面好帅哦~~            
(1星)	 很弱智的一部剧。            
(4星)	 也算陪我度过了2011年初的一段时间，看电视剧除了能打发时间，也是宅男们感受人世间爱恨情仇的好方法            
(NA)	 我一集不落啊 ！            
(NA)	 用力一抓穿越的小尾巴。            
(2星)	 不管怎么说我都看下来了，所以不能只给一颗星对吧            
(4星)	 金枝好可怜~·            
(3星)	 男女主角还是很养眼的，剧情越到后来越残了，结局草草收场。。。            
(2星)	 额。。。说实话那对儿小情侣挺顺眼的。其他神马的都是浮云，根本不过脑子。。。所谓娱乐至死的年代，这种还算顺眼的人演得烂片已经司空见惯了。所以它一定不算是最烂的，一定还有更烂的。            
(NA)	 我承认我也偶尔脑残，我申明我只断断续续看了几集，然后看了个HAPPY ENDING的结尾。            
(1星)	 用快进看到11集看不下去了。。。终于有第一部让我看到中途想立刻放弃的电视剧，我会永远记得这部电视剧的，开创了我看电视剧的第一次            
(4星)	 噢是我看的电视剧太少么…为什么我不觉得有很狗血诶…看完一遍网上的再用电脑追芒果台  - - 我真有毅力…            
(1星)	 对于芒果台，认真你就输了。山寨顶峰，垃圾中的垃圾            
(4星)	 无论怎么说，相爱的人还是在一起了，少女情怀满足了，暂时成为了八爷党，佟丽娅有点点像泽尻女王有么有            
(3星)	 管你怎么山寨，总归还看得津津有味，是吧。            
(3星)	 雷。            
(1星)	 二零一一開春狗血大戲            
(2星)	 就当看着玩吧，情节上的或者其他方面的漏洞也就能忽略了，至于结局果然是最和谐的那个            
(4星)	 太狗血咯。。。仅仅看杨幂就好了            
(3星)	 很久没有在电视上这样认真的看一个电视剧了，还和妹妹一起            
(4星)	 我看的第一部穿越剧。很简单的感情。来我怀里或者让我住进你的心里。            
(2星)	 无力吐槽了···            
(4星)	 至少能看下去            
(1星)	 我是被逼的！！！！！！！！            
(3星)	 三星全给后半部~以及88= =            
(3星)	 除了女主角，其他什么姑姑，格格都很美呢！太意外了！还有，作为流星花园的忠实粉丝，完全认同其为《流星御花园》之说！            
(3星)	 嘖嘖 這劇在豆瓣上註定分數很慘 四爺党飄過~~            
(2星)	 如果说这是翻拍韩剧“宫”的话，我能不能说是翻老剧《穿越时空的爱恋》。            
(2星)	 我是八阿哥党。可惜了题材，拍出了这种烂片。            
(2星)	 不做评价。            
(NA)	 有人恶心这部片子抄袭流星花园，可是正是因为这个我才开始关注它的，喜欢四阿哥的眼神~喜欢那个范儿            
(1星)	 太煞笔了！！            
(3星)	 看看热闹吧！            
(2星)	 哈哈哈哈            
(4星)	 这么大把年龄还看清穿好羞射！            
(5星)	 其实我是很喜欢的。            
(1星)	 这玩意就是一坨屎为什么还有人看            
(2星)	 这个剧情让我吃不消……            
(3星)	 一向讨厌湖南台的奶奶，一项不看谈情说爱电视剧的奶奶，竟然每晚跟我们一起守着看。。。。            
(1星)	 名字都不会改一下，这么大的人了也不知羞。            
(3星)	 雷死我吧            
(1星)	 我勒个去的~雷死我了！不是一般雷，是天打五雷轰。。。。            
(3星)	 穿越版的流星花园            
(3星)	 三颗星给男女主角，剧情那叫一个水。            
(4星)	 挺好玩的~~！嘿嘿            
(2星)	 竟然义无反顾地追完了这样一部雷剧 雷点提高鸟不少。。。=v=            
(2星)	 找虐的，各种雷            
(2星)	 太傻了，但是还是忍不住跳着看，这叫求虐的欲望            
(4星)	 好喜欢八阿哥            
(NA)	 失望            
(2星)	 干扯，完全经不起推敲            
(NA)	 看过前几集和最后一集。 狗血但美好着～            
(3星)	 晴川名字的缘由……清穿跟晴川是谐音……            
(2星)	 和春晚pk还是可以的。如果再找不着地儿上网，我要么选择天天陪小朋友们看喜羊羊、xx战士、xx宝贝变成弱智，要么选择天天看雷剧变成脑残。            
(3星)	 流星花园+金枝欲孽+穿越时空的爱恋 就是这么简单            
(NA)	 对于消耗时间的人来说还是不错的            
(1星)	 芒果台拍的，不解释            
(4星)	 好可爱            
(1星)	 典型的粗制滥造的垃圾！你粗制滥造也就罢了，还播出来丢人现眼污染空气，忍不住在豆瓣骂人了。            
(3星)	 要求不能太高。            
(1星)	 好吧，本来抱着热烈的态度要看的，结果，第一集，就这么小白。话说现在流行女猪脚越白痴男猪脚越热烈的求交往。我不明白现代那男的怎么看上她的？最最不满意的，大太子多好一人呀，怎么到这剧里就成白痴了呢？他要是白痴那太子他怎么当的那么多年？早被人害死了。这剧，甚雷呀！            
(1星)	 不是烂剧还不爱看呢            
(5星)	 这么好看的剧！给我带来了这么多欢乐的剧！必须力荐！！            
(1星)	 台词实在太可怕了，里面的人到底懂不懂什么叫权谋啊，都是小孩儿过家家。            
(2星)	 这两天快播穿越看了一下，鉴定又一脑残片！            
(3星)	 步步惊心应该会比这个好看            
(4星)	 看了最后几集。只能说当消遣看挺不错。那不是八爷那不是八爷啊。。            
(NA)	 无法抗拒旗头、辫子的勾引。只是，为毛穿越了，过了几十年的日子，年纪和外貌却没有丝毫改变捏？            
(5星)	 虽然漏洞很多，但我还是看剧情            
(4星)	 为什么结局看得很伤感。。。。            
(5星)	 不管外界有怎样的争议和负面的评价，改变不了我对这部戏和八阿哥非凡的喜爱            
(NA)	 好爱八阿哥~            
(4星)	 穿越剧这样看看倒是还蛮好看的            
(3星)	 酷似八阿哥的某人..            
(4星)	 虽然剧情很鸡血 也山寨了好多片似的感觉 但我还是看完了，哈哈            
(3星)	 只为了八爷！！            
(3星)	 额，我好无聊……居然看完了……            
(3星)	 我觉得也没有那么糟，不要太苛刻了。            
(4星)	 越看越觉得像流星花园清朝版。。不过撇开这些的话，这句其实还不错            
(4星)	 严重偏离史实。。但是对于芒果台来说~算是拍的不错的了            
(2星)	 流星花园大穿越啊..            
(4星)	 看到结局我认为也许会有连载……为了不剧透我只能说：太扯了。            
(4星)	 扮相不错            
(4星)	 男人需要的是感觉，而女人需要的是感动。男人一旦动了心，他会因她的优点而自豪，因她的缺点而慈悲；甚至会为她舍生赴死。而女人，她更需要的是感动，是温暖。守着感觉，没有温暖，她会清苦一生。             
(1星)	 什么嘛            
(1星)	 毒害少年儿童的又一神作            
(3星)	 相当的雷 融合了太多“穿越时空的爱恋”和“流星花园”的情节 但是 本人很喜欢 杨幂和冯绍峰 因为他们2个人 我才看的整部剧            
(5星)	 与桐华的《步步惊心》剧情接近，但把重心从四阿哥放到了八阿哥身上            
(3星)	 25集mark一下，于是不等我亲爱的十四出现我就要弃了，要不要这么烂俗啊！！！！服装和老八还勉强。            
(1星)	 漏洞百出 只能当穿越偶像剧来看 边吐槽边看 太多地方不能自圆其说 TMD还把老娘的四爷塑造成这样 什么烂编剧~            
(5星)	 生活中就缺少这么坚定不移的爱啊            
(3星)	 还好吧，比想象中好很多。            
(2星)	 不管多雷。。终于看完鸟 = =            
(5星)	 八阿哥 晴川，你们的感情令人羡慕            
(NA)	 感觉就是古代版流星花园            
(3星)	 冯少和佟丽娅太养眼了~~~            
(NA)	 不想评分艹            
(5星)	 2011年到目前为止,我只看好两部电视剧,一部是爱情公寓,一部就是这了.我觉得剧情蛮好看的,不知道为何评分才5.9分.            
(2星)	 天雷滚滚啊，为何我还是看完了捏~~~            
(NA)	 粗制滥造，天雷滚滚啊~佩服死芒果台了            
(1星)	 我对这部篡改历史抄袭的狗屁不通的破剧无语             
