http://movie.douban.com/subject/1786735/	倚天屠龙记 倚天屠龍記
(4星)	 叶童演许仙毁了一辈子【本身不漂亮演不了赵敏也是一个原因            
(4星)	 对周海媚演的周芷若印象颇深~            
(4星)	 不错，喜欢孙兴和海味            
(5星)	 我心目中倚天最好的版本。            
(4星)	 完全因为孙兴            
(5星)	 超爱这版的周芷若、杨逍啊、纪晓芙啊~~！            
(5星)	 鹰一样半空而降，席卷全场，飞扬跋扈的张真人！            
(NA)	   恩 那个快意恩仇的杨逍 这个电视里的歌曲 我基本都会唱            
(5星)	 经典，冲着孙兴和里面的歌曲            
(NA)	 周华健刀剑如梦～～～那个小昭貌似还长得不错的？～～很多人待见杨逍啊，我怎么不记得孙兴这个杨逍有多帅的了？            
(4星)	 这一版我喜欢周芷若 因为她好看            
(5星)	 挺经典 不过小时候看时 确实被周海媚吓到了。。。。            
(5星)	 杨逍！！！！！！杨逍杨逍杨逍！！！！！！杨逍我爱你啊杨逍！！！！！！！！！！！！！！！！！！！！！！！            
(5星)	 倚天我最喜欢这部            
(5星)	 上初中时看过            
(4星)	 还是喜欢这版的倚天最初和最珍贵的记忆            
(4星)	 最爱杨逍            
(5星)	 能有小昭相伴 人生夫复何求！            
(4星)	 有些东西吧，就是要有比较，涛哥这版算不错了。            
(3星)	 叶童有赵敏的刚 但没郡主的贵气和面对张无忌的柔媚            
(4星)	 喜欢这个版本的张无忌            
(3星)	 额，我印象最深刻的就是张无忌被朱九真打到山谷里之后重获新生，腿摔瘸了，但是路见不平，用九阳神功的时候，双腿冒出像火焰燃料一般的烟雾，让我以为这是铁臂阿童木的真人版一样。            
(5星)	 或许不是现实中最好的，但是记忆里最好的，没办法，唯一喜欢的马景涛主演的电视剧            
(5星)	 哈哈哈哈哈哈哈            
(4星)	 赵敏被周芷若残害受屈时，泪流满面，哭的哗哗的，吓坏了父母。。。哈哈            
(5星)	 小时候很喜欢！看过很多遍！歌曲也好听！我很喜欢叶童，哈哈哈。不喜欢周海媚。            
(4星)	 只喜欢这个版本。后期的任何版本都是见鬼。            
(3星)	 我讨厌叶童，我喜欢周海媚。            
(4星)	 我觉得我快要窒息了            
(NA)	 以前芜湖台经常放            
(5星)	 对原著改编得非常彻底，表现了赵敏和朱元璋的斗争，有趣。            
(4星)	 这版的两首主题曲实在太给力了            
(4星)	 只记得配乐了            
(5星)	 这么多年了，印象最深的一版倚天竟还是他。题外话，再论小说射雕三部曲在这一部完美收官，看后很多年才被人告知金庸小说中用情最深的人不是一般意义上的杨过，而是一派宗师仙风道骨的张三丰，细想之下恍然叹服...            
(5星)	 知道现在偶都认为这部是最经典的！            
(4星)	 眉间放一字宽。。。            
(3星)	 喜欢周海媚和孙兴，讨厌叶童，尤其讨厌咆哮马。            
(4星)	 木头说周海媚漂亮，我嫉妒死了            
(3星)	 小时候的回忆            
(4星)	 当然是孙兴咯            
(NA)	 个人觉得是最经典的倚天屠龙记了，后面翻拍的都不咋地，虽然当时的技术没有现在的好。咆哮马大叔多么经典啊~当年的孙兴版杨逍绝对是风流倜傥的大帅哥，现在改成谐星真是感慨啊~周海媚版周芷若非常漂亮~            
(5星)	 杨逍啊杨逍            
(4星)	 杨逍一出，谁与争锋！！            
(4星)	 杨逍是亮点！            
(NA)	 老马都是老牌情哥哥了，还出来。形象就和张无忌的不吻合。            
(3星)	 唉，只有杨逍是亮点一见杨逍误终身            
(NA)	 剧。马景涛的确“咆哮一族”，但，目前为止，他仍然是最合适的张无忌；而且，他和叶童、周海媚，的确绝配。            
(4星)	 逍遥二仙            
(4星)	 杨逍。。。            
(5星)	 我的童年，那些经典啊！            
(4星)	 小时候的经典。虽然现在看起来有点别扭。杨逍最帅。            
(5星)	 咆哮教主            
(3星)	 咆哮马出品 必属……            
(3星)	 剧情不如插曲好            
(3星)	 教主居然不喜欢周海媚而喜欢叶童~            
(4星)	 那时候觉得周海媚好漂亮啊。咆哮哥也没有现在那么刺眼。            
(4星)	 周海媚就是周芷若么！            
(4星)	 又是心中的经典 杨逍啊~            
(5星)	 之所以五颗星是因为有无法超越的杨逍、纪晓芙、周芷若，还有我很喜欢的叶童            
(3星)	 这对的张无忌和赵敏不知道为什么到现在看来还是觉得怪异无比。此片唯一留下深刻印象的就是周海媚版本的周芷若，堪称经典了            
(5星)	 光是配乐和选角色就比近几年的翻拍要好很多，而且痴情的杨左使是绝对的经典啊            
(4星)	 这回感觉咆哮帝没有咆哮            
(3星)	 三颗星全部是给杨逍的，无忌赵敏芷若没分。            
(4星)	 最稀饭版本。            
(4星)	 马景涛才是我心中唯一的张无忌！！！！！！！！！！！！！！            
(4星)	 台湾腔的话特让人别扭，当时香港播的是粤语，当时的月亮值4星吧~            
(4星)	 嘛，最近看了09版的。实在抑郁于是来温故孙版杨逍。            
(3星)	 只记得主题曲《刀剑如梦》            
(4星)	 爹和儿子集数对半开，叶童怎么看都是一男的            
(3星)	 音乐很好听,造型很好看,喜欢周芷若,蛛儿~            
(NA)	 一点点，错过经典的逍芙恋，觉得叶童很丑（她是男人啊！！），海媚造型很奇怪            
(5星)	 左使  芷若              
(5星)	 三星给杨逍，两星给周芷若！            
(4星)	 我崇拜马教主发自内心            
(NA)	 儿时的最爱，看了好几遍都还是觉得好看~叶童的赵敏是我的爱~            
(5星)	 怎么说，这真的是看过的最好的版本。每个人表演都很到位，配乐尤为好听。            
(5星)	 忽略涛哥和男人婆，要看杨逍啊啊~~~~            
(4星)	 当时特希望马景涛和周海媚在一起 ... 当时觉得周海媚比叶童美多多了 ...             
(4星)	 前无古人，后无来者的杨逍！            
(4星)	 这四颗星完全是送给孙兴的杨逍和潘怡君的纪晓芙的   只是我的最爱，不解释            
(4星)	 为了周海媚。            
(NA)	 喜欢叶童            
(5星)	 孙兴版逍芙恋，我心中的经典            
(4星)	 咆哮马在这时候我还觉得蛮帅            
(3星)	 马咆哮..小时候很喜欢主题歌来着！            
(5星)	 谁家孙姓少年郎,白玉堂前逍遥游.. 只因杨逍,所以不悔,这样的男人,真真是女人一生中最绮丽的梦啊~            
(4星)	 也许因为与记忆相关，所以才会执迷吧。            
(NA)	 小时候我记得我家那电视台翻来覆去播两个电视剧，白娘子和倚天，我就翻来覆去的看            
(5星)	 如杨逍那般的男子。            
(5星)	 忘不了周海媚版的周芷若            
(4星)	 九阴白骨爪 我同学就此成为杀人犯            
(5星)	 这是我！！！！！看过的最好的版本！！！！！！！！！实力派云集的版本！！！！！！！！！！！ 叶童虽不美艳动人，但能把那份赵敏的那份英姿演绎的十足……            
(5星)	 虽然不太喜欢马景涛，但这部挺经典。            
(3星)	 虽然不喜欢叶童版的。。也是回忆啊。            
(4星)	 看的第一部倚天屠龙就是小马哥版本的            
(3星)	 叶童不够美艳，而且还加了一些莫名其妙的苦情戏            
(3星)	 咆哮马的这个版本其实还是很好看的            
(5星)	 我祖先光明右使啊光明右使            
(5星)	 一见杨逍误终身            
(5星)	 原声音乐太赞了。。。大爱！            
(5星)	 五颗星，送给杨逍。            
(4星)	 大爱此版的主题曲，插曲和服装。当然还有左使大人杨逍。锋芒盖过了男主角。也许是一种怀旧，觉得这一版中的江湖恩怨，侠骨柔肠都演的感人肺腑！            
(NA)	 二十多年过去再看，我还是只看第九第十集……            
(2星)	 经典杨逍，经典芷若            
(4星)	 最爱孙兴的杨逍。            
(NA)	 大爱周海媚演的周芷若            
(5星)	 小时候特别想看而看不全的电视剧。            
(4星)	 儿时回忆            
(NA)	 。。。在我是个正宗的萝莉的时候看的            
(4星)	 叶童 周海媚            
(5星)	 杨逍。。。            
(5星)	 依然是儿时经典，于是心里感觉这版本就要比苏有朋贾静雯版好多了。第一印象太重要了，谁让他们生的晚~_~            
(5星)	 这五颗星全给孙逍。只看孙兴，只看杨逍            
(5星)	 我又看了一遍，我觉得比原著好看一万倍            
(5星)	 我想再看一遍T.T杨左使啊……            
(4星)	 马咆哮的张无忌成了个经典            
(3星)	 现在依然觉得叶童是男的，那么漂亮的周芷若，风华绝代的杨逍            
(NA)	 这版的周芷若……            
(5星)	 大愛葉童. 楊逍很酷. 貓吼濤很可愛. 周芷若戴隱形眼鏡. 素素和翠山. 成昆演得不錯. 朱九真演出了書裡的模樣. 金花婆演出了書裡的模樣. 陽頂天演出了書裡的模樣. 謝遜演出了書裡的模樣. 送情書演出了書裡的模樣. 滅絕師太演出了書裡的模樣. 峨嵋大師姐最後走火樣子很雷.            
(5星)	 不得不说这是我看过的改编最完美的金庸武侠剧了            
(5星)	 仙女周海媚            
(4星)	 初一看过一点，很惊艳~            
(5星)	 太经典了，太好看了。。决战光明顶真的太好看了。。            
(4星)	 周海媚怎么这么美！潘仪君这么这么有味道！歌怎么一首比一首好听！            
(NA)	 童年的回忆啊……            
(4星)	 记得当年咋看叶童咋是许仙……冲着歌曲们和孙兴大叔给到四星吧，小马哥的狂吼啊            
(4星)	 一直记得周芷若白衣飘飘媚眼如丝的样子，以至于很长一段时间里周海媚一直是我的理想型。马景涛在里面很帅，那时还没有广为流传的咆哮马。赵敏在里面被冤枉时，我看得很揪心。这个版本是最初的，也是最好的。其实最初的永远都是最好的。            
(3星)	 不怎么喜欢这个版本的倚天。            
(4星)	 周海媚。。            
(4星)	 咆哮马。。。叶童不错            
(5星)	 咆哮教主,叶童,主题曲插曲            
(5星)	 经典            
(NA)	 儿时记忆。            
(3星)	 最帅的杨逍。            
(5星)	 重温            
(5星)	 属于自己心目中的经典，甚至想不出来它有改编的情节。只是觉得很好，尤其是里面的歌曲            
(3星)	 马教主的嘶吼功力啊~~~~~周海媚的眼神啊，果然够狠            
(5星)	 咆哮哥，芷若很美很经典            
(5星)	 完全是为了杨逍和纪晓芙打得这个分~~杨逍~杨逍~~谓孙逍称霸~            
(5星)	 少时回忆，现在重温~            
(5星)	 大爱            
(NA)	 咆哮天王最帅的时刻。。            
(3星)	 童年的记忆            
(5星)	 我的最爱！经典就是经典            
(5星)	 最喜欢的周芷若...唯一一部看的时候希望张无忌和周芷若在一起的剧...叶童真是天怒人怨的丑...            
(3星)	 除了马景涛，都不错。            
(5星)	 五星为杨逍            
(5星)	 最爱这里的杨逍啊~~相比书有较大改动，但是可以看得出那个年代的人都在用心去演，承载着小时候的记忆，哈哈            
(4星)	 对盘的版本            
(4星)	 除了杨逍，这版的赵敏我也很爱            
(5星)	 杨逍。            
(4星)	 最好的周姑娘和左使            
(3星)	 童年那会多美好            
(4星)	 孙兴的杨逍、陈孝萱的小昭深入我心。            
(4星)	 还蛮喜欢这版的赵敏的，音乐也很不错~            
(4星)	 杨逍啊            
(4星)	 当时因为有演过许仙的叶童扮演赵敏，因此觉得眉间一点朱砂的周海媚真是美到不行，真不知道张无忌为什么要逃婚，演员的选择让剧本一点儿说服力都没有呀~这一部不算经典，但是插曲很好听，叶童的赵敏是个彻彻底底的悲剧，而这一版最大的贡献，就是那个美目流盼的周芷若吧，眉间朱砂痣折杀世人啊~            
(5星)	 敏敏，杨逍……经典中的经典，儿时假期的必看剧目，至今难以忘怀            
(5星)	 我的眉毛太淡，你给我画一画。这可不违反武林侠义之道罢？            
(4星)	 为了这版的周芷若和杨逍            
(5星)	 杨逍！！！！            
(4星)	 周芷若女侠一直是我的偶像            
(5星)	 93版最经典, 也难逃雷人台词的电视剧终极定律, 好在, 感动还在那里, 难忘逍芙恋, 难忘杨不悔, 殷梨亭... PS: 没想到年轻时的孙兴如此有戏, 怎么后期就突然转走搞笑路线了呢? 独独留下个杨逍, 任君遐想~不过, 足矣            
(5星)	 最爱这版的倚天！            
(4星)	 好看            
(4星)	 音乐真经典啊            
(4星)	 当年看得如痴如醉.....            
(NA)	 马大嘴~            
(3星)	 其实这个版本还是有可取之处的，那就是主题歌            
(3星)	 哈！            
(NA)	 仅看7-11集加剪辑。想起小时候透过门缝看过孙兴版的杨逍。唯有这样的男子，唯有这样的女子，才可以一起看星星。金风玉露一相逢，便胜却人间无数。            
(3星)	 咆哮马            
(3星)	 叶童把这戏毁了，但是周芷若很经典。小马哥还是一样的咆哮~~            
(4星)	 超傻的马景涛 ~            
(5星)	 永爱            
(3星)	 因为杨逍和纪晓芙的那段才看这部电视剧            
(4星)	 那年被叶童忽悠了，怎么男扮女装啊~            
(5星)	 我心中的经典            
(4星)	 我好喜欢马景涛            
(5星)	 最爱杨逍和芷若            
(4星)	 说真的当年很喜欢的。            
(5星)	 仍然觉得这版最经典            
(5星)	 那时候的马哥~~哈哈哈哈。            
(5星)	 我的最最最最最最最最爱！！！！！            
(5星)	 教主威武!!!!!!!            
(4星)	 很喜欢这个版本，里面的插曲都很好听            
(NA)	 叶童也不漂亮，马景涛又那么歇斯底里，怎么当年就那么爱看呢            
(4星)	 终于看完了。。。演员和歌曲是本剧亮点，刀剑如梦            
(NA)	 叶童你演赵敏真不合适。。周海媚很漂亮            
(4星)	 当年教主经典嘶吼之作，大爱爱爱孙兴版杨逍（教主你死一边去吧！）            
(1星)	 叶童你雷死我了            
(4星)	 那时候只是很疑惑为什么许仙变成了女的……PS:一见杨逍误终身啊误终身!!!            
(3星)	 惨惨惨            
(3星)	 要是没有孙兴的杨逍，这电视剧就毁了            
(4星)	 在当初那个连续剧贫乏的年代，还是很吸引人地            
(4星)	 从小就怕龙...对有龙的字的电影好感缺缺...但却一直记得...周海媚爆漂亮！！~            
(3星)	 马景涛成就了我金庸小说中最讨厌的男主角，还好还有《俩俩相望》和杨逍……            
(4星)	 还不错的一个版本，除了咆哮哥喊的有些过。            
(3星)	 一个经常要尖叫的张无忌，一个把倚天挖了再挖的戏，扩了再扩的戏。又是一代人眼中的经典，我只觉得一般般，还60多集那么长。叶童一人分饰两角，各有各风采。            
(4星)	 那时候死讨厌赵敏，还有史上最帅的杨逍            
(5星)	 最最喜欢的一版，从演员演技到服装音乐，刻在心里！            
(3星)	 小时候看的，周很美~            
(4星)	 大家认为比较经典的一版，除了不太喜欢马景涛大吼大叫之外，真的每个角色都很经典，尤其喜欢周海媚……            
(4星)	 除了天杀的马景涛。。。            
(4星)	 我喜欢的倚天版本，虽然有涛哥            
(5星)	 还是觉得这部倚天最好看            
(NA)	 早期接触的金庸剧了            
(4星)	 我就喜欢这版的倚天。。。            
(NA)	 没完整的看过，但印象却非常深刻！很喜欢里面的不悔！            
(5星)	 不老的神话啊迄今为止还是我最喜欢的一部电视剧            
(4星)	 喜欢周海媚在里面的名字“周芷若”，好美的名字。喜欢杨不悔她妈妈和她夫妻，当然母女是一个演员演的，这个女生不错，当时觉得很好看。            
(4星)	 忘不了   這部戲的周海媚            
(NA)	 周海媚当年太漂亮了T-T            
(4星)	 最棒的倚天屠龙记            
(4星)	 版本还是老的好            
(2星)	 一颗星给周华健的主题曲，另一颗给孙兴版的杨逍            
(5星)	 力荐 所有版本中 人物都演的最传神的 我最爱的电视剧 不可动摇~            
(3星)	 叶童好丑……直接导致对周芷若的偏爱            
(4星)	 小时候跟朋友吵架，还互骂你是丁敏君            
(5星)	 无论多少次的翻拍，这个版本是刻在心里的！            
(3星)	 怒吼天尊为什么放着美美的周姐姐不要非要把许仙娶回家让我困惑了好久。。。            
(3星)	 记得的是孙兴的杨逍啊            
(4星)	 虽然景涛很咆哮 但无忌我只承认他            
(5星)	 这版算不错了            
(4星)	 马景涛饰演的张无忌吼功是在了得，而且拍出了琼瑶剧的风格            
(4星)	 最早期看过的倚天屠龙记，喜欢叶童，也对赵敏这个角色有了很深的印象            
(3星)	 马大叔。。。            
(5星)	 周海媚!!            
(3星)	 青葱年代，我竟然喜欢杨逍----            
(5星)	 这一版的多好看～            
(5星)	 周海媚的周芷若，经典            
(2星)	 难受            
(4星)	 我恨杨佩佩，找了这么2个莫名男女主角；我爱杨佩佩，找了小白鼠演杨逍&gt;_&lt;            
(4星)	 周海媚也是我唯一认可的芷若……            
(3星)	 叶童版赵敏~仿佛是在看男人版赵敏~            
(5星)	 很多人有争议，不过我认为这是最好的一部倚天屠龙版本，虽然赵敏不漂亮。。            
(2星)	 叶童雷死我了            
(1星)	 看到老马就像是琼瑶版            
(4星)	 小时候觉得里面有好多美女姐姐            
(5星)	 64            
(5星)	 童年的记忆、相爱之情、配乐、人性            
(4星)	 这是我看倚天屠龙记的第一个版本，当时只有那么喜欢芷若妹妹了哈……            
(4星)	 杨逍！！！            
(4星)	 第一部武侠             
(5星)	 无忌不悔            
(5星)	 我真心无愧地觉得这一款的张无忌是最帅的　赵敏是最精灵的            
(3星)	 小时候老迷的了            
(2星)	 歌好听            
(3星)	 台剧的痕迹太多。不像武侠更像言情。            
(4星)	 台湾的剧难得有部我能接受的            
(4星)	 为什么要用叶童呢？            
(4星)	 如果没有杨逍            
(5星)	 只为杨逍            
(5星)	 原来看这片子的人都是冲着杨逍去的啊……            
(4星)	 周海媚是最好的周芷若！！！            
(4星)	 叶童演的不错            
(4星)	 咆哮教主的风格由琼瑶剧带到了金庸剧。周海媚的周芷若，一直是大家心中最合适的周芷若。            
(NA)	 我居然看完了……内牛满面……            
(5星)	 最好的一版。只有看过，比较过，才会知道，原来武侠可以这样深沉，大气。原来没有配角，只有不出彩的演员。这版，每个演员，都是戏。            
(3星)	 当年的涛哥和叶童多配啊！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！←咆哮。。            
(3星)	 小学看的了，当时还觉得不错            
(4星)	 蛮不错的版本，有武侠的味道，比现在的大陆版好看。            
(5星)	 印象还是很深，里面的女演员都很漂亮，唯独不喜欢马景涛。            
(4星)	 儿时经典             
(3星)	 当时觉得还蛮经典的            
(3星)	 小马哥的狮吼功哇            
(NA)	 葉童我討厭你毀掉了我本該很喜歡的趙敏這個形象= =（先看電視劇再看原著的杯具）            
(5星)	 当年觉得很经典...            
(3星)	 从这版开始就不喜欢赵敏            
(5星)	 孙兴版杨逍实在太帅了！            
(4星)	 记住了叶童的赵敏            
(4星)	 蛮喜欢这部剧的。尤其是结尾他们以为要分离赵敏做菜的一段令我印象深刻。            
(4星)	 马景涛演的好用力哦~            
(2星)	 主角不好...配角还可以。            
(1星)	 马景涛入错行了，毁了叶童，毁了张翠山和张无忌            
(5星)	 经典的配乐            
(5星)	 超喜欢里面的杨逍            
(5星)	 言情金庸剧， 为 剧集配的歌曲至今都轻车熟路的哼唱着。。。OST，一大亮点啊。            
(4星)	 哎哟小的时候第一次接触的倚天和马咆哮！            
(5星)	 最爱此版~            
(5星)	 只认真看过这一版            
(5星)	 没想到重看这版倚天，才发现，这最不漂亮的赵敏，才是刻画得最深刻的。            
(5星)	 要为咆哮马正名了,其实人家演这戏的时候,只是有点用力过度.穷摇剧那个样是被逼的......            
(5星)	 超爱叶童~孙兴好帅            
(5星)	 最喜欢的版本，小马哥还是很演技+偶像的，虽然有时OVER了点。周海媚简直是周芷若再世。话说最津津乐道的还是杨逍和纪晓芙那段            
(5星)	 永远的经典！            
(3星)	 这个张无忌深情得过了头 这个赵敏像许仙            
(4星)	 童年时超想看又被妈不给看的回忆            
(4星)	 我记得里面几乎所有的主题曲片尾曲插曲什么的都好听！            
(NA)	 洞庭青草            
(4星)	 好喜欢周海媚版的周芷若            
(4星)	 最好的周芷若            
(3星)	 不喜欢叶童            
(3星)	 看了这部，有阴影啊，周MM是在太凶狠了……但这部里的歌都很经典啊！！！            
(5星)	 是为了杨逍~~~不干教主的事~~~            
(NA)	 教主！！！            
(5星)	 赖水清            
(5星)	 只看这一版，其它的神马都是浮云            
(3星)	 关键是杨逍！            
(5星)	 那时候觉得周海媚扮演的美死了。。还记得那个吃蛇。。还有黄金白银两怪物。。-0-            
(3星)	 周海媚的周芷若堪称经典～当时就想不通，张无机怎么不喜欢芷若妹妹，而对一个男的感兴趣？            
(5星)	 HC杨逍啊 等考完试好好写篇评~            
(4星)	 最初金庸的记忆,            
(3星)	 小时候觉得周海媚真是漂亮            
(5星)	 我更喜欢这个版本。其实。我剑何去何从/爱与恨情难独钟/我刀划破长空/是与非懂也不懂/我醉一片朦胧/恩和怨是幻是空/我醒一场春梦/生与死一切成空/来也匆匆去也匆匆恨不能相逢/爱也匆匆恨也匆匆一切都随风/狂笑一声长叹一声/快活一生悲哀一生/谁与我生死与共。。。很有武侠情节的歌曲            
(2星)	 不喜欢马景涛……            
(4星)	 那个扮相，那种味道，让后面的芷若们纷纷失色。            
(4星)	 不喜欢马景涛            
(3星)	 太爱喊了            
(3星)	 小时候看的一版倚天。印象很深刻！            
(5星)	 有没有人发现他的配音和青蛇一样啊~~~~~~            
(NA)	 周            
(3星)	 如果张无忌会喜欢这样的赵敏，我坚定的认为他瞎了            
(5星)	 最爱的那部            
(5星)	 不知道用什么词来形容，恐怕我中毒太深，无法评判了            
(4星)	 这版《倚天》有我喜欢的主题曲《两两相望》等，张无忌虽然经常怒吼，但是演得不错。我也爱孙兴版的杨逍，只不过他过于喜感，还是没有TVB版的深沉。            
(5星)	 最喜欢这一版的杨逍            
(4星)	 这版的纪晓芙是大爱。            
(5星)	 目前為止最愛的倚天版本。            
(5星)	 是谁说过的，一见杨逍误终身。。            
(4星)	 这才是童年美好的回忆            
(4星)	 刀剑如梦            
(4星)	 算是蛮好的版本            
(4星)	 最好看的一个版本。。            
(5星)	 看的第一部金庸剧            
(5星)	 赵敏和周芷若都好经典！海味好漂亮：）            
(5星)	 几乎是一集不落的看完            
(4星)	 觉得马景涛演的张无忌最想了，就是这个版本的赵敏丑了点            
(NA)	 一直没弄明白为什么殷素素和赵敏是一个人演的，难道就因为她们都是张无忌最爱的女人？            
(3星)	 赵敏太*&amp;（*&amp;……（ 三星给周mm            
(3星)	 这版。。当时只感叹许仙怎么变女的了。。- -+            
(4星)	 张无忌这样的男人就是用来炖粉条的            
(4星)	 马教主武侠代表作=v=            
(4星)	 那时候，其实不喜欢叶童演赵敏的            
(3星)	 选角存在重大问题            
(2星)	 好好一部金庸剧就被马景涛和叶童糟蹋成了琼瑶剧.....            
(5星)	 最美的周芷若            
(3星)	 小时候看了管我阿娘叫灭绝师太            
(5星)	 当年的经典。            
(4星)	 四颗星全部给我家孙G～～左使大人啊！！！            
(5星)	 我太爱了            
(4星)	 众多版本里的最爱。            
(4星)	 好小的时候看的，印象是相当的模糊。            
(4星)	 很小的时候晚上和妈妈一起看 有了武侠的概念            
(3星)	 马景涛把张无忌演得太琼瑶言情了。。非常看不惯。。。孙兴在里面的杨逍，真是邪气帅气逼人呀，演得很经典。            
(5星)	 这部片子最成功的就是拓展了杨逍的戏，单单为一个杨逍这部片子就值得一看            
(4星)	 星期六放学，一碗排骨面，两集《倚天屠龙记》，生活很逍遥，快活似神仙。            
(3星)	 其实只看了网上的逍芙恋片段，不过已经过瘾了            
(5星)	 喜欢            
(4星)	 杨逍，只为杨逍。。。            
(4星)	 史上最好的杨逍。            
(4星)	 难忘的音乐，史上最帅的杨逍，加上最美的芷若~还有叶童最到位的赵敏~            
(4星)	 除了男女主角不满意，其他的其实还是不错的.....            
(NA)	 我也喜欢杨逍——孙兴，帅极了            
(4星)	 虽然大哭大叫 但是很动人            
(5星)	 最爱杨逍～            
(2星)	 叶童的许仙形象太根深蒂固了，以至于她演女人会让人奇怪            
(5星)	 最喜欢的版本            
(NA)	 杨逍~~            
(4星)	 杨逍啊。。。            
(4星)	 偶看过的版本中最喜欢这版的周芷若            
(3星)	 好早好早了。            
(4星)	 让我眷恋的是杨逍和纪晓芙的恋情……            
(3星)	 那些演员啊，好多真不敢恭维            
(5星)	 杨逍赵敏周芷若3个经典            
(4星)	 这一部是我的武侠启蒙之作，所以就不计较太多了……            
(NA)	 赵敏啊            
(5星)	 影响最深刻的金庸剧            
(5星)	 俩俩相依            
(5星)	 《倚天屠龙记》最好的版本            
(5星)	 有人非说我喜欢马景涛，其实我是喜欢孙兴！！            
(3星)	 依然芷若美 为何老张不选芷若呢~算了~琼瑶派的男主角不要也罢            
(4星)	 来也匆匆去也匆匆恨不能相逢            
(4星)	 周海媚太美了！            
(NA)	 很小的时候看的~就记得金毛狮王试探殷素素那段~            
(3星)	 周芷若、杨逍很出色。            
(4星)	 喜欢里面的小昭            
(NA)	 一直覺得周芷若是海綿同學。。。            
(3星)	 只喜欢邪教中人            
(4星)	 看的最多的一个版本            
(4星)	 殷素素 赵敏            
(5星)	 “我的眉毛太淡，你帮我画一画。”“从今天开始，我天天给你画眉。好不好？”            
(4星)	 孙兴版杨逍太经典了~            
(NA)	 永远不喜欢周芷若。。            
(NA)	 喜欢周海媚。            
(3星)	 配角很喜欢.主角嘛....            
(4星)	 唯一认可的金庸系列之倚天            
(4星)	 逍芙恋 经典不知当时遇见晓芙，杨逍轻吟“金风玉露一相逢，便胜却人间无数......此情若是久长时，又岂在朝朝暮暮”时可曾想到，这话竟是一语成谶。            
(5星)	 最好的楊逍，最好的周芷若，最好的趙敏，其他選角都不錯            
(4星)	 这部好经典。            
(5星)	 让你爱上杨逍的《倚》            
(3星)	 童年的梦啊            
(NA)	 杨逍 纪晓芙 周芷若 张翠山             
(4星)	 超喜欢里面的杨逍            
(4星)	 只为那个变坏的周芷若            
(3星)	 如果没有周海媚。就一个琼瑶男，外加一个假男人，还是算了吧            
(NA)	 小时候迷死了，音乐很棒            
(5星)	 因为一个孙兴的杨逍，爱死这部戏了            
(4星)	 杨逍一样的男子            
(4星)	 这版杨逍最帅            
(NA)	 有看过            
(NA)	 嘿嘿，孙兴版杨逍            
(NA)	 恩 觉得不错呢            
(NA)	 当年很吸引我            
(4星)	 看倚天,只看叶童版～～            
(NA)	 当年也比较经典了。            
(NA)	 金庸             
(4星)	 凑合吧。            
(4星)	 这个是相当经典的，不过马同学演戏实在是有点夸张。            
(4星)	 值得回顾的好连续剧。            
(4星)	 唯独喜欢这部            
(NA)	 喜欢的武侠剧            
(2星)	 讨厌这个“赵敏”，总是一副背负国仇家恨多么伟大的爱情模样，只有心机城府的火候，却没有精灵聪明的灵气。有人非要说什么叶童样子不漂亮却演技好？唉，偏偏就是觉得她演戏演的做作，特别是这个所谓“赵敏”。1分给杨逍晓芙，1分给周海媚            
(NA)	 杨逍迷倒一票人啊。。            
(NA)	 孙兴版的杨逍大爱            
(5星)	 当年可是痴迷~主题曲更是绝美~            
(4星)	 也是经典的作品了            
(5星)	 经典的电视剧            
(5星)	 这一版很经典 突然觉得叶童很漂亮            
(3星)	 最老的一个版本好像            
(5星)	 最喜欢里面张无忌和周芷若说，两次喂饭之恩磨齿难忘的眼神；还有超喜欢杨逍！            
(NA)	 一般            
(5星)	 料得年年肠断处 明月夜 短松岗            
(NA)	 还是这个版本的经典些            
(4星)	 支持            
(4星)	 咆哮教主。。但是这个版本演绎的还是比较真实的。            
(1星)	 这一版的倚天拍的最差了            
(4星)	 一见杨逍误终生            
(NA)	 里面有太多的张姓名人了！            
(4星)	 敏敏特穆尔～            
(5星)	 只为看逍芙恋            
(5星)	 除了杨逍其他都是路人甲、乙、丙、丁······            
(4星)	 少年时的经典记忆。当时还觉得叶童挺漂亮的。印象最深场面就是无忌和芷若成婚时，无忌追赵敏弃芷若而去。当时周海媚睁大着眼睛，眼泪一颗颗就这么掉下来，演的真好！孙兴也难得在此剧腔调了一把            
(3星)	 前面好看，后面过于冗长            
(3星)	 更喜欢新版的 哈哈            
(4星)	 喜欢小妖女            
(3星)	 喜欢里面的歌，片子一般            
(4星)	 总认为叶童应该扮小生，而且特喜欢里面的杨逍和周芷若            
(3星)	 主题曲《刀剑若梦》是经典！            
(4星)	 杨逍～～～            
(5星)	 我喜欢这一版的倚天屠龙记            
(5星)	 一见倚天误终身,不看倚天枉此生.独为马版守一生!            
(2星)	 这个版本很恐怖～            
