http://movie.douban.com/subject/2154859/	大明宫词
(5星)	 当年的大明宫词因为周迅而美好单纯            
(NA)	 年少时觉得很经典…            
(5星)	 对 还有这个 我被那个苍老的声音迷倒了             
(3星)	 造化弄人，慧极必伤            
(3星)	 里边的配乐都很好            
(5星)	 那台词，那剧情，那演员，没话说了，绝对是经典之作~哦对了 还有张易之 太有魅惑了~            
(4星)	 周迅惊艳了~            
(5星)	 相当漂亮的一部            
(4星)	 薛绍啊薛绍，什么时候看也还是帅。还有，里面的配乐太有感觉了。            
(5星)	 台词美的和诗一样……            
(5星)	 今天看到虾米上的十周年纪念原声带，才发现已经那么久了，但我仍然可以听到热泪盈眶，不能自已            
(5星)	 以女性的视角解读权力欲望爱情            
(5星)	 喜欢李少红导演的唯美感觉~~~            
(5星)	 那一段故事，无关历史，步步情深            
(NA)	 昆仑奴            
(5星)	 这部戏里面陈红真的是很出彩的演技啊！            
(5星)	 有味道            
(5星)	 其实有点压抑的电视剧 却是每年都要看 反复看              
(5星)	 惊艳的独白。。            
(5星)	 虽然台词现在再看觉得雷点密集，但还是爱这画面，还有怪蜀黍            
(4星)	 和太平一起被薛邵秒杀            
(5星)	 什么都不说了，永远的最爱            
(4星)	 台词好文艺，喜欢归亚蕾~~            
(5星)	 依稀记得小时候很喜欢里面的台词，都那么曼妙而幽怨，仿佛说着什么，有欲言又止            
(5星)	 被妈妈带着看的~慢慢地就喜欢上了~陈红最经典的一次演出~歌剧般的意境~            
(3星)	 现在看  真是苦逼文艺范儿            
(5星)	 少年时代的梦            
(5星)	 充满基情            
(5星)	 原谅我词语匮乏。就是……忒好看了。            
(NA)	 那个时候的李少红还是李少红            
(NA)	 虽然我好像没看全...好像是中央一播的呢~            
(4星)	 纯文艺电视剧~            
(5星)	 长安细雨，沐浴着太平虽然剧中的太平很历史的真实有很大出入文学作品，不用太较真            
(5星)	 喔，昆仑奴面具那段啊，绝杀。            
(5星)	 唯美至极。多评价一句都怕惊扰了它。            
(4星)	 衣服和台词美，这是让我接触到同性相爱的第一个渠道。。。            
(5星)	 之后的所有电视剧都看之无味            
(5星)	 在我心目中和康熙王朝并列的历史剧神作，那首笛曲“死亡”很好听             
(3星)	 隐约记得那么一点~小时候看的吧~？            
(2星)	 周迅。。。那小身板。            
(NA)	 陈红很美~            
(NA)	 经典的长句。沧桑的旁白。            
(5星)	 最喜欢的电视剧之一             
(NA)	 我的爱~            
(4星)	 。            
(5星)	 薛绍。薛绍。            
(4星)	 红雷之前李导的代表作。俊男美女，精美的道具，服装，细腻唯美的风格，虽然台词有点那个啥。再次感慨下，这剧中优质的俊男美女，他告诉我，李导的审美应该是没有问题的。            
(5星)	 所有我对唐朝的幻想            
(4星)	 在我心里荣登榜首了            
(5星)	 太平很美，少女时她想要一个爱她的男人，但她爱的男人不爱她，老年是她想成为她的母亲，但她终究只是太平            
(5星)	 人生若只如初见            
(NA)	 还是折磨人的论文            
(NA)	 那是很久以前了，那时我还看电视剧······            
(NA)	 配乐和整体色调很出色 就是看的时候年纪太小 很多内容不能理解 还总觉得有恐怖片的氛围            
(4星)	 其实高一时的我看的不知所谓。            
(5星)	 还是很不错的            
(4星)	 台词太美了            
(3星)	 好吧虽然我也爱看野史...但是这编的也太离奇了OTZ 接受不能....是说薛绍也没有我想象中那么帅啊...相较起来我觉得李弘长得蛮不错的...我感觉的盛唐要更大气一些...这部戏或者是因为文艺腔太重了还是怎样，总觉得有点束手束脚。            
(NA)	 陈红当年真美 归亚蕾女王范            
(4星)	 感觉很不一样            
(4星)	 小时候看，觉得好慢好压抑，其实就要这样才能真的把人拖进去。。。            
(3星)	 小学的时候在朋友家蹭着看过= =            
(5星)	 哪一方面都堪称经典            
(4星)	 喜欢台词            
(5星)	 赵蜀黍~\(≧▽≦)/~            
(5星)	 野花迎风飘摆 好像是在倾诉衷肠 绿草凄凄抖动 无尽的缠绵依恋 初衰的柳枝 坠入悠悠碧水 搅乱了芳心柔情荡漾 为什么春天每年都如期而至 而我远行的丈夫却年年不见音讯 离家去国整整三年 为了梦想中金碧辉煌的长安 为了都市里充满了神奇的历险 为了满足一个男儿宏伟的心            
(2星)	 莫名奇妙的文艺腔台词，有些不能接受。            
(NA)	 史诗巨作~~~            
(5星)	 对白非常喜欢.            
(4星)	 节奏那叫一个纠结啊            
(5星)	 最经典的中国古装电视剧，没有之一            
(4星)	 喜欢那个神秘幽暗的调调···            
(5星)	 再也没有这么棒的电视剧了            
(4星)	 除了服饰,不知有神马好看的,就是圣母玛丽苏万人迷呗,唐玄宗爱上太平公主,五雷轰顶啊            
(4星)	 陈红演的真好            
(NA)	 从十三岁那年开始    一直深爱的书薛绍   当时小太平在长安大街上将他的面具取下  震撼的不仅仅是小太平的心     当时的我 也是为之一愣啊            
(3星)	 无所不用            
(4星)	 这部剧的台词。。。。知音体？or？很喜欢美大叔和小loli的哇            
(5星)	 我最爱的导演。我最爱的电视剧。薛绍是我的初恋。无可抵挡它的魅力。            
(3星)	 一般般嘛            
(5星)	 小太平掀起薛绍的昆仑奴面具完美诠释了什么叫最美的邂逅。            
(5星)	 一梦多少年。梦回大唐呢。音乐演员都给力。唯一不让我看着陈红讨厌的片。            
(3星)	 俺觉得还可以，但是却总想看~~            
(4星)	 啊啊啊赵文瑄~5年的暗恋源自于此。。。。。唐朝的华美范儿制作的不错~~            
(5星)	 迷梦一样的大唐            
(5星)	 看完我就恍惚了，这真是李少红拍的吗？那个红雷算怎么回事？            
(NA)	 据我所知，太平公主的第一个丈夫娶她之前没有老婆，后来薛绍被赐死后武则天把她嫁给了自己的侄儿，这个丈夫才有家室，武则天把他老婆杀了才把太平嫁给他，这部片子移花接木了。。。            
(4星)	 当时看起来蛮吓人的            
(NA)	 当时还无比灵气的周迅同学，一脸帅气无害的赵文瑄，气质的陈虹，是我对这部戏的印象            
(5星)	 精工细作，由内而外            
(5星)	 这位姑娘，请你停下你美丽的脚步，你可知你犯了什么样的错误？            
(NA)	
(5星)	 喜欢~            
(5星)	 看的时候是小学，很多人都说气氛阴森什么的，可是从那会就特别喜欢，华丽长句等等            
(5星)	 小小的太平，成为我最喜欢的女演员。            
(4星)	 关于女人，非常深刻！            
(4星)	 凄美            
(5星)	 這個每個假期都播一遍看一遍啊            
(3星)	 作为连续剧很成功,作为历史剧很失败!编辑导演没有历史常识,硬伤不断!            
(4星)	 权力！            
(5星)	 另一部恐怖片。            
(5星)	 幽幽的，很有意思。            
(NA)	 cute。            
(4星)	 编剧这个郑重是不是就是那个《气喘吁吁》的郑重？？？            
(4星)	 与红楼一样的节奏。            
(5星)	 超级迷恋赵文瑄            
(4星)	 李少红的红楼梦实在让我无法理解            
(4星)	 一个凄美的爱情故事            
(4星)	 李少红模式样本            
(5星)	 陈红饰演的太平好美~~            
(3星)	 太过了一点            
(4星)	 虽然有点文艺过头了，倒是很适合            
(4星)	 很美            
(5星)	 画面感 太唯美了 不愧是李少红            
(5星)	 长安月下，一壶清酒，一束桃花。            
(2星)	 唧唧歪歪            
(5星)	 这么多年以来，最爱的电视剧            
(4星)	 李少红最好的作品。            
(5星)	 难忘薛绍的痴情，还有张易之那像妖一般的男子。            
(5星)	 台词赞            
(5星)	 有点忘了..  只记得薛绍超级帅...            
(5星)	 长相守            
(5星)	 编剧太厉害了，里面的台词就像在读莎士比亚的诗。实在喜欢            
(5星)	 美！            
(4星)	 陈红当年的力作吧            
(5星)	 每看一遍都有不同的收获 最美的只有那一瞬 长相守亦是一句落灰的誓言 身不由己 情非得已 已太多……            
(NA)	 只要转到某个台在播，我就会停下一直看。太美好的一部剧，以致我对李少红和叶锦添有了某种崇拜的心情，但是，终止于新红楼……            
(5星)	 薛邵薛邵薛邵。。。。            
(4星)	 基调太暗            
(5星)	 怎一个美字了得            
(4星)	 就是喜欢就是喜欢            
(5星)	 最爱            
(5星)	 各代重量级女星，尽管夸张，华丽时尚古装剧终于让电视剧制作能堪比电影的视觉艺术水准，还有那些耐人寻味的台词。很多电视剧就应该这样，不要自甘卑微，以为白水台词和柴米油盐就有市场            
(5星)	 李少红V5            
(4星)	 当年播的时候，同学讨论的尽是极有舞台感的台词            
(NA)	 &#34;太平遇见薛绍那一瞬间的感动..&#34;            
(3星)	 整体还是挺好的，但是当陈红在皮影后面说出那句“你这可恶（e 四声）的人”，这部戏在我心中就以笑场落幕了！~            
(4星)	 唉…………难忘的所谓欧式长句旁白            
(4星)	 少红导演这之后就不行了。            
(NA)	 现在想想当年是文艺启····蒙····啊····我不文艺·······            
(5星)	 美好的电视剧            
(5星)	 盛唐            
(5星)	 就记得解开昆仑奴面具的那一刹那啊~~~~            
(5星)	 旁白啊旁白啊。读得太好了。。。。            
(5星)	 重温ing~             
(5星)	 最近听大明宫词都快听疯呢~~            
(5星)	 我永久的爱            
(4星)	 太美了 美得无与伦比···            
(5星)	 儿时的，回想起来凄美至窒息的，却又忍不住回想的文艺伪历史片            
(4星)	 周迅那时候真灵啊  另外就是赵文瑄实在是帅！            
(5星)	 太美太艳丽。            
(5星)	 赵蜀黍真是太帅了啊！！！！！决定重新看一遍，小时候看的谁记得那么多啊！！！！！！！！！            
(4星)	 风雨中的鬼气森森            
(5星)	 忘不了薛绍……忘不了张易之……            
(5星)	 李少红后来就晚节不保了~~~~~~~~~~~~·但是，辩证地看，她也曾经很带劲过~~~            
(5星)	 小时候看周迅吃手指那一段就觉得很诡异，音乐更诡异            
(NA)	 太平非太平            
(5星)	 李少红 这个拍的其实真不错            
(5星)	 居然之前一直没收藏这个，我滴人生不可磨灭之影像印记，全面影响价值观人参观。主题是亲情与爱，且是最美满的。唯一的遗憾是上官婉儿这么重要的角色被彻底淡化成路人，因为她的优点已经都给了太平公主了。            
(5星)	 只是特别的时候，总会哼 长安月下。一壶清酒一束桃花            
(3星)	 有很多的台词还记得的,,,虽然没有完整看            
(4星)	 其实呢这部电视剧我没有看懂，但是就是感觉唯美，凄凉。            
(5星)	 大爱 小学时候不睡觉都要看的            
(5星)	 我为数不多喜欢的一部电视剧···拍的很漂亮··里面台词很对我胃口··            
(4星)	 那一段多次出现过的皮影戏，“人面不知何处去，桃花依旧笑春风”，高宗演过，玄宗也演过，太平演过，张懿之也演过，做工考究精细的彩绘人偶，尽述物是人非…            
(NA)	 序曲美            
(4星)	 梦中的长安城。            
(3星)	 太平公主的华丽自述            
(3星)	 一半时觉得画面很唯美，台词很讲究，就电视剧本身而言，的确值5星，但翻查历史后，原来如此血淋淋，佩服编剧，竟然能把太平描写成这样善良的人            
(4星)	 我还读过剧本。。某猪还买了剧本。。= =            
(5星)	 真正的经典            
(3星)	 不知道该怎么说，场面很好看！但是说的台词就让人有点郁闷。            
(4星)	 那个感觉不好说            
(5星)	 遥想当年啊             
(4星)	 喜欢里面的小周迅            
(4星)	 李少红你后来怎么了            
(5星)	 这样大陆剧的永恒经典就没有清晰的版本嘛            
(4星)	 老实说，这部片子确实不错，尤其是在服装、美术甚至历史方面都有很强的专业性，尤其是服装、美术在后来的《神探狄仁杰》中可以看出，大唐的盛世和文明是那些不懂历史的人想象不出来的，尤其是思想穷惯了的人。            
(2星)	 李少红的剧接受不了。。            
(5星)	 突然发现这部是2000年首播，那我居然小学五年级就追这片子，至今的最爱，果断品位高雅【大雾】            
(4星)	 美男们            
(5星)	 很难表达我有多么喜欢这部古典爱情电视剧            
(5星)	 你看这一江春水，看这满溪桃花，看这如黛青山，都没有丝毫改变……            
(NA)	 很唯美            
(5星)	 儿时大爱。            
(5星)	 张易之比薛绍更迷人啊            
(5星)	 为什么要有韩文？？            
(5星)	 始终忘不掉小太平，更加忘不掉那年那一场为他们而存在的上元灯节……小太平的小任性，以为为爱情的不顾一切。薛绍……            
(3星)	 周迅演的部分比陈红演的部分强。            
(5星)	 长相思，在长安。            
(NA)	 我来配合一下 上元灯节             
(5星)	 每次元宵节的G点都是 太平和薛绍是在那天遇见的            
(4星)	 阴冷和华丽。宫廷深处的无望爱情。看得人鼻尖儿发酸，却掉不下眼泪。            
(5星)	 超级喜欢            
(5星)	 春情荡漾，春光潋滟            
(5星)	 上元节，那张面具后的是谁的脸，什么样的表情，会说什么样的话            
(4星)	 暑假有空想重看这部，youtube上看到片段，觉得真的是唯美的典范啊……            
(4星)	 长安细雨，沐浴着太平            
(4星)	 历史一定不是这样，但又觉得情理合乎。最终怎么也受不了里面的言辞做作！赵文瑄真是适合古装，帅！            
(NA)	 记得傅彪的样子            
(4星)	 情侣都爱皮影戏            
(5星)	 剧本好            
(5星)	 最爱的剧了吧。演员。台词。服装。画面。音乐。都美的不可思议。。非常文艺。非常经典。            
(5星)	 好片子，有心人能找到正版DVD或VCD吗？            
(5星)	 我的爱情启蒙剧，懂得唯美，也懂得抓住自己的幸福            
(4星)	 喜欢            
(5星)	 很文艺很精致            
(5星)	 其实陈红演的也不错            
(NA)	 最爱            
(5星)	 美人、台词、逻辑、都他妈太绝了。            
(5星)	 我觉得挺好的            
(5星)	 很美，特别是那一段那么别扭的爱情            
(5星)	 看这一江春水，看这清溪桃花，看这如黛青山，都没有丝毫改变，也不知我新婚一夜就别离的妻子是否依旧红颜？对面来的是谁家女子，生得满面春光，美丽非凡！这位姑娘，请你停下美丽的脚步，你可知自己犯下什么样的错误？            
(5星)	 在WB上看到说太平和薛绍的初遇就是在元宵佳节 我才突然想起这部美的不像话的剧集 我喜欢周迅和陈红 大概都是因为这部剧吧            
(5星)	 一顆星給周迅 一顆星給歸亞雷 一顆心給&#34;長相守&#34; 一顆星給李少洪  一顆星給那華美卻又動人的台詞 所以 力荐!            
(4星)	 剧中的旁白，始终很有感觉。            
(4星)	 氛围诡异，但让人难忘            
(NA)	 拿腔作调。。。            
(5星)	 蛮好的 小时候的回忆             
(3星)	 配乐不错            
(5星)	 好睇好睇            
(5星)	 台词啊台词            
(NA)	 少有让我心醉又心痛的电视剧            
(5星)	 这种叙事旁白模式不错            
(NA)	 极喜欢的一部电视剧，算起来应该是１１岁的时候看的，(但感觉应该是初中一年级看的才对).....极有味！            
(4星)	 因为太平和薛绍的相遇 爱上了长安城 爱上了面具            
(5星)	 可喜欢看了。其实我还是很爱李少华的。            
(4星)	 唐朝的故事....            
(5星)	 最好看的古装剧            
(NA)	 唯美经典，百看不厌            
(5星)	 很美            
(NA)	 至今心目中历史古装剧的No.1            
(4星)	 玄乎玄乎的            
(5星)	 台词出彩，画面唯美，史诗般的感叹......            
(5星)	 “你知道什么是长相守么？”“公子，那恰恰是我对你的感情！！！”            
(5星)	 你听那达达的马蹄声。。。            
(5星)	 怀念那些看大明宫词的日子，喜欢最美的盛唐。            
(5星)	 至今唯一看过两遍的电视剧……            
(NA)	 赵叔叔            
(4星)	 第一部认真看的史材剧            
(2星)	 李少红的装b片            
(5星)	 看了好多遍，还是喜欢，小时候以为挺恐怖，现在只感觉唯美。            
(5星)	 我在14岁的时候看的这部电视剧，改变了我的一生。            
(5星)	 曾几何时，认为故事是发生在明朝……            
(5星)	 这个必须是古装片连续剧最爱            
(5星)	 还是老的电视剧好啊            
(NA)	 越看越不想看了 可它老在电视里播            
(5星)	 戏剧舞台剧电影的结合            
(4星)	 经典之作！各方面都不错！尤其是台词，虽然充满感伤，但扣人心弦！            
(5星)	 喜欢啊            
(4星)	 一见薛绍误终身。有点莎士比亚式的自白，是我的菜。            
(4星)	 最喜欢太平和薛少在夜市因昆仑奴而结缘那夜~~            
(5星)	 记得刚刚放映的时候，那些莎士比亚般的台词倍受诟病。现在回头看来，却是美不胜收。而且里面的各种禁断对我后来的龌龊和BT起到了极其强烈的促進作用!            
(5星)	 用李少红的眼睛去看太宗之后阴郁缭乱的唐宫，唯美忧伤...            
(5星)	 莎士比亚国产剧            
(5星)	 莎士比亚戏剧启蒙……            
(5星)	 记得小学的时候就喜欢上了这部电视剧,喜欢一切优美的东西            
(5星)	 美            
(5星)	 重温中，那音乐一想起就软了。。。            
(NA)	 小时候看的。            
(4星)	 长安月下，一壶清酒，一束桃花。  我像闻到蜜香的蜂儿，爱哎上昂你。。。            
(5星)	 美得像画像诗            
(5星)	 那面具下的明媚，和明媚后隐秘的诗。唯美的镜头，唯美的对白。            
(4星)	 如果配音的声音没有这么恶心该有多好。            
(5星)	 华丽            
(5星)	 如果我是太平，我也会先爱上薛绍再爱上张易之的。问题是太平第二次爱上的到底是一个独立的张易之还是另一个薛绍。            
(5星)	 古装美男美女刺瞎你的狗眼，最主要是的故事真的很棒            
(5星)	 想想胖玩还叫我少红啊            
(5星)	 优秀的电视剧啊            
(5星)	 李少红的作品，剧本很喜欢，那时候的陈红很漂亮，小周迅很适合这个角色            
(4星)	 好美呀            
(4星)	 虽然台词写的很现代的说            
(5星)	 理想化的李唐王朝            
(4星)	 台词            
(5星)	 现在还是记着那些莎士比亚风格的台词。真好看，女人拍给女人看的女人的故事            
(5星)	 我最最最最喜欢的中国电视剧！！！！太唯美！！            
(4星)	 当时周迅多美啊。            
(4星)	 特喜欢里面的陈红和归亚蕾            
(5星)	 你相信长相守吗...            
(4星)	 周迅  简直就是一百变精灵            
(5星)	 我是有多爱这个剧啊！！！！！！！！！            
(5星)	 欧式长句太带劲了！~ 以及说这是一部女人的戏一点没错~就是场景色彩略微吊诡了些，我胆小……            
(4星)	 我好像挺喜欢一些华丽繁冗的场面？            
(5星)	 喜欢这个调调~~~            
(5星)	 剧情\爱情动人,音乐动听.画面美艳,对白精彩            
(4星)	 台词好文艺            
(3星)	 爱那时的周迅。。            
(4星)	 现在看觉得台词过了 但是画面美啊            
(5星)	 特别喜欢里面的台词            
(4星)	 其实我更喜欢前半部分的。。。            
(4星)	 终于看完了，笼罩一个女人一生的忧伤和爱情。            
(5星)	  “我从未见过如此明亮的面孔，以及在他刚毅面颊上徐徐绽放的柔和笑容。”莎士比亚一般华丽的词藻和长句，华贵无比的服饰和场景，使得剧中人物都有了贵族般的优雅和端庄。梦回长安，绝代风华。            
(4星)	 薛绍真是完美            
(5星)	 曾几何时，中国有这么好看的古装片            
(4星)	 小学那会儿看的            
(5星)	 住院的时候看的，如诗如画            
(NA)	 很喜欢，很喜欢！            
(2星)	 太平公主            
(5星)	 台词很赞            
(5星)	 当年我也被薛绍昆仑奴面具下的脸迷住了混蛋！！            
(5星)	 如史般悲怆与浪漫            
(5星)	 周迅归亚蕾陈红咦 也是三个女人一台戏吗 薛绍真好看呀！！！            
(5星)	 那些唯美的语言和画面            
(4星)	 爱情和权利。            
(NA)	 喜欢那里的台词。。            
(5星)	 喜欢这里面的周迅，陈红也蛮好的            
(5星)	 那些台词隔了这么多年都记得            
(4星)	 剧情停在14集或者更前面就好了。唉。我喜欢小太平。            
(5星)	 确实经典 诗意一般~            
(5星)	 能打10颗星么            
(5星)	 喜欢周迅的太平，喜欢陈红的太平，喜欢里面唯美的台词            
(5星)	 台词很艳丽很美            
(4星)	 现在看觉得调调还是一样滴            
(5星)	 靠。。赵文瑄。。我的梦中情人。。            
(3星)	  我就记得那个男宠 ..            
(5星)	 一定要买来收藏。实在太爱。            
(3星)	 刚播的时候看觉得很啥x的台词~今年旅游卫视重播看了两眼觉得还不错啊            
(NA)	 前十几集真是经典            
(5星)	 爱死了爱死了。。。            
(4星)	 诗一样的~            
(4星)	 爱            
(5星)	 你看你看，岁月的脸。            
(4星)	 这才叫艺术~台词~画面·~            
(5星)	 超级喜欢，但总觉得不忍心再完整看一遍&gt;3&lt;            
(5星)	 台词太美，人也太美            
(3星)	 尽管有着众多光鲜耀眼的主角，我却独独倾心于旦，他的淡薄，他的明了，他的无奈，他的苦痛，是大明宫里的一抹奇葩            
(3星)	 很是经典。就是有的词太过了，要不可以四星的。            
(4星)	 书更好看            
(5星)	 经典。百看不厌～我爱那个苍老讲述的声音～            
(2星)	 鬼片            
(5星)	 台词 欲罢不能            
(5星)	 演员真的好喜欢~~            
(5星)	 爱和权力的较量，若生逢彼时大明宫，我定是另一个太平，定成不了武则天。在权力的纠葛中因爱断送他人性命，因爱埋葬自己的幸福，悲惨且壮烈，又真诚而美丽。            
(5星)	 很喜欢              
(NA)	 周迅当年真的把我惊艳了一把，跑过长长的回廊，寂静的深宫            
(5星)	 無比的華麗~            
(5星)	 喜欢~ 哈哈哈哈哈 这里面还有有段同性恋 但是当时没看懂不知道            
(NA)	 莎士比亚在中国~~华丽丽的浪漫            
(5星)	 很经典…            
(5星)	 永远克服不了它的吸引力            
(4星)	 精灵古怪的周迅，这个女人真是个精灵，不同年龄有不同年龄的美；青涩的胡静和李冰冰，岁月真是厉害；剧情让人唏嘘哦~            
(4星)	 色彩的营造很精妙            
(4星)	 台词写得很好。            
(5星)	 长大了重看的时候才体会到它台词的美丽            
(5星)	 喜欢里面的服饰和音乐            
(1星)	 不喜陈红            
(4星)	 虽然与历史不符，但是现在看来仍然为片中的太平感动。台词不错，是种突破。画面很唯美。            
(5星)	 我太喜欢了，这是情节！！！！！！！！！！！！！            
(4星)	 那时候我就喜欢周迅了啊哈哈啊好            
(5星)	 ~            
(5星)	 华丽的剧情，华丽的对白            
(4星)	 很唯美的            
(5星)	 台词太美了            
(NA)	 超爱！            
(5星)	 在这片又美丽又荒芜的景色里我只看到了爱情我只想看到爱情            
(5星)	 背景音乐和自诉很好听。            
(4星)	 美            
(5星)	 终于把它看完，不记得四十集下来是不是有掉眼泪。十年前和妈一起看的一些记忆还存在着，当时没感觉，现在却是彻骨的寒。要的不过是一位爱人与其组建一个普通健康和睦家庭。在至高无上人人为之疯狂的权利下最可怕的人性。            
(4星)	 长相守，如此迷人的字眼。当时年幼，对剧中的三个字却记忆深刻，也希望自己亦能与所爱的人如此。            
(5星)	 莎士比亚剧的美感            
(5星)	 重看一遍，台词依旧经典            
(5星)	 长相守。            
(NA)	 拍的不错。不过过于美化历史了。            
(5星)	 百看不厭的經典啊！話劇版精緻的臺詞，電影級的鏡頭            
(5星)	 每次看到皮影戏的时候都觉得很难受……            
(5星)	 莲心如泣            
(4星)	 想买一个太平和薛绍的那种面具~~~            
(4星)	 很好看的            
(5星)	 不错的舞台剧，永远的周迅。            
(5星)	 台词很文艺，不过太平公主并不是这个样子的            
(5星)	 莎士比亚台词。            
(NA)	 精致的电视剧            
(5星)	 陈红的气场呵~            
(4星)	 感觉是心灵的对话，很安静，很空灵！            
(5星)	 心水！电视剧里排第一！            
(NA)	 “我从未见过如此明亮的面孔，以及在他刚毅面颊上徐徐绽放的柔和笑容。我十四年的生命所孕育的全部朦胧的向往终于第一次拥有了一个清晰可见的形象……”            
(4星)	 小太平  是谁配的音呢？周迅的脸蛋加上你的声音，是我少年时代的小清新。悲从中来，女人的悲哀，女人的柔弱，好心痛，好伤心，好想去呵护她 保护她 不让她受到伤害，做她停留的港湾，看她再次展颜微笑。            
(5星)	 我记得年少的太平赌气，在水里游来游去不肯出来与母亲说话。那画面多美。            
(5星)	 經典不多談            
(4星)	 陈红好美～～～～～～            
(5星)	 看了很多唐朝剧，还是这部最爱了。            
(4星)	 当时觉得周迅美赞了，演薛绍的很有味道。当初甚至一度模仿周迅刚出场事用手捻着小碗底吃饭的样子，想想还真是。。。哈哈，不过剧情什么的现在几乎全忘了。。。            
(5星)	 李少红最好的片子。。看过很多遍，依旧喜欢，华丽的台词、大气恢弘的场景、悲凉的氛围、到位的演员，都是我喜欢的。。。美。。            
(NA)	 国内好看的片不多，它算一个            
(5星)	 唯美，大气            
(5星)	 膜拜少红姐，这场景，这台词，这意境，叫韵味啊            
(5星)	 披着大唐外衣的莎士比亚剧，爱它的人爱得要死，讨厌它的人讨厌它到死。。。忘不掉剧中的踏瑶娘，忘不掉小太平揭下薛绍面具的瞬间。。林海的曲，大明宫词式的台词…            
(4星)	 台词绝对文艺。            
(4星)	 从配乐到台词，都是经典。            
(5星)	     完全符合女人的审美情味：莎士比亚剧的长句式唱词，唯美的服装场景和道具，靓丽的演员阵容，暧昧的剧情~~~~~            
(4星)	 宿命            
(5星)	 长相守，长相守            
(4星)	 台词大爱啊~            
(5星)	 这是我初中高中看过遍数最多的电视剧。            
(4星)	 其实挺有感觉的。            
(4星)	 李少红还是不错的…            
(5星)	 永久珍藏的电视剧            
(4星)	 够气场。            
(4星)	 爱！            
(4星)	 算是当年古装剧的经典正剧了 初出茅庐的周迅很清新 陈红也很有气质！            
(5星)	 里面的衣服和台词都太美了            
(5星)	 电影似的，绝对的艺术水准！            
(2星)	 我最早看过的文艺片            
(5星)	 这是李少红的巅峰之作            
(2星)	 虚幻            
(4星)	 李少红就擅长这凄凉诡异的气氛            
(5星)	 这个真的是李少红很棒的电视剧。陈红演的很好。不明白为什么却红了周迅。也许是她的脸太天真无暇吧男人的爱，坚贞。女人的爱，强迫。一声叹息。            
(4星)	 画面很美啊            
(3星)	 看周迅~            
(5星)	 看着一江春水，看着满溪桃花，看着如黛青山……            
(4星)	 今儿老师课上还讲到了李少红。可我真不喜欢她莎士比亚式的手法。神神叨叨的，橘子红了就没那么好看了，新版红楼梦更是。。。baibi            
(5星)	 李少红的巅峰            
(5星)	 美啊            
(3星)	 看大明宫词的时候觉得小太平很丑~~~吼吼            
(5星)	 用女人的角度讲述武则天和太平这两个真实的女性,李少红更适合拍这样的电视剧，太平的独白用到《红楼梦》里简直是一点也不合适，多余！            
(5星)	 至今最喜欢的国产连续剧            
(5星)	 有种厚重感在里面这位姑娘，请你停下美丽的脚步，你可知自己犯下什么样的错误？ 这位官人，明明是你的马蹄踢翻了我的竹篮，你看这宽阔的道路直通蓝天，你却非让这可恶的畜生溅起我满身泥点，怎么反倒怪罪是我的错误            
(5星)	 最美最美的电视剧啦~~            
(5星)	 盛大而凄美的大明宫中，盛大而凄美的爱情……            
(5星)	 最爱···            
(5星)	 小太平，太美了            
(5星)	 今天见到了山寨的十周年纪念大碟……林海老师……你坑人么……            
(NA)	 反正就是各种纠缠。。。            
(5星)	 李少红至今只有两部片子让我大为赞叹，一部是橘子红了，还是一部就是大明宫词。并不是片子本身多引人，而是演员的演技对角色刻画实在太到位了。太平，薛邵，武则天，还有后来的张易之。你可以说是一部宫廷戏，也可是说是一部传记片。            
(4星)	 当年觉得真美好。。            
(NA)	 我深深感动着她们母女之间的情感。特别是武则天在洛阳宫殿前面对太平说的话。            
(NA)	 还想再看一遍            
(5星)	 權力。愛情。女人。            
(4星)	 国产电视剧里面比较经典的作品。当年看的时候有惊艳的感觉。台词、场景、服装都有唯美的感觉。如果仔细咀嚼有些台词还是有矫情的成分，不过单就忘记历史政治现实因素的话，还是相当完美的。            
(5星)	 过了这么多年还是很独特...            
(5星)	 依然记得小太平拿下薛绍昆仑奴面具那一刻。。。            
(3星)	 楞是没看懂  不过那时候还小            
(5星)	 整部剧充满了文艺气息            
(4星)	 梦幻，回忆起小时候看的感觉就像是自己做了一个关于别人的梦，昏黄的感觉            
(3星)	 赵文瑄帅的啊……            
(5星)	 年少时命定的邂逅误了终身            
(4星)	 姐喜欢这种范儿            
(4星)	 古典的 超现实的 唯美的 丑陋的             
(4星)	 纯为薛邵            
(5星)	 她最爱的导演呀            
(5星)	 喜欢那似梦境的画面，喜欢人物话剧般的对白，喜欢重新审视女人在历史中和现实中的地位和感情，喜欢陈红那不紧不慢，不温不火的旁白，喜欢周迅天真纯洁的表演，喜欢归亚蕾所诠释的富有大智慧和责任感的武则天，喜欢里面近似苛刻的追求完美的爱情。。。。            
(5星)	 感觉很赞的一部~虽然速度很慢但不觉得拖沓~            
(5星)	 很诗!            
(5星)	 唯美深邃。            
(NA)	 揭开面具的一刹那，已注定悲剧            
(5星)	 重看            
(3星)	 服装和场景都很美丽的 就是台词有时候过于书面绕口 让人觉得有搬弄之嫌            
(5星)	 长安月下，一壶清酒，一束桃花            
(3星)	 我家电视一放这个就只有黄色和紫色。。。            
(3星)	 周迅演的太平不错很可爱的小公主,长大换成陈红,我就没看了~~哈哈            
(5星)	 不解释            
