http://movie.douban.com/subject/1418660/	大长今 대장금
(5星)	 很配            
(5星)	 我滴第一部韩剧 好喜欢的。 初中那会每晚必看，放到很晚结束还很舍不得，哈哈。            
(5星)	 美食是一大看点,令路和阿烈很漂亮(虽然都很坏)~当年引发韩流之一的主力。            
(NA)	 當年看的也很糾結。            
(4星)	 李英愛很漂亮啊~~            
(4星)	 初中的时候和父母一起看的，是我唯一看过的一部韩剧            
(5星)	 感动过,哭过!最爱的一部韩剧.还记得那时候全家人一起追看它            
(4星)	 我还看完的，不容易啊，害我喜欢了连生和闵大人            
(4星)	 是外婆外公也喜欢看的.            
(3星)	 妈妈很喜欢，我觉得有点长            
(4星)	 还行吧···但是剧情太拖沓···而且算是野史，更喜欢日本大河剧            
(2星)	 这……            
(4星)	 哈哈哈说到棒子剧怎么可以忘了我小时候看的这个！            
(3星)	 当年和妈妈一起看过N次，因为太小，看的时候没有什么想法。            
(3星)	 这部真的挺认真看完的。            
(NA)	 好长。陪我妈看了好几遍。            
(3星)	 那个时候，打开电视哪个台都在放，不看都不行！！            
(3星)	 其实看来看去都没有完完整整的看完。            
(3星)	 菜真的很好吃吗？            
(5星)	 当时真是好想看，但为了中招，抑制住了。考完的那一天，便再也抑制不住了，连续看了两三天吧，把它看完了。应该说是看得最淋漓尽致的电视剧吧，因为有碟子，没人管，考完的好心情，不管现在对它的看法变了没，最起码曾经我很喜欢过，也影响过我。            
(5星)	 有些东西真的很励志，多看几次也是应该的！            
(5星)	 老妈总是把我骗去睡觉然后自己通宵看－ －！！！            
(5星)	 我是真的很喜欢这部剧 长今的我的偶像。            
(4星)	 就是长了点。拖沓了些            
(4星)	 无奈的跟着我妈看了好多遍~~            
(1星)	 恶心            
(5星)	 偶们家英爱的传世大作！~            
(4星)	 跳着跳着看 还是不错的剧 不过对女主无爱            
(4星)	 不看剧情的话，看人物塑造，真的韩剧虽然烂俗，演员都一顶一的敬业【虽然有的时候演得过度了= =】，徐长今和闵政浩令人唏嘘的般配啊…里面的张德太赞了，申主簿郑云白那一票人完全是我的菜啊我的菜啊…更不要说姜久德夫妇了…于是现在的重播我又沦陷了= =            
(5星)	 我想我没这个毅力一集集地把它看完了……            
(4星)	 最好的韩剧            
(4星)	 作为电视剧还是挺励志的不是吗？            
(4星)	 五十集里有四十五集都是长今在受苦。。。玛丽苏什么的是浮云。。这部剧的人物形象塑造的很好，连生可爱，今英可怜，崔尚宫可悲；韩尚宫、郑尚宫、皇后都是聪慧的好女人。闵政浩从头到尾一直在守护她、支持她，实在是好男人的典范，嫁人当嫁闵政浩！            
(4星)	 第一反應是那首主題曲            
(5星)	 苦历。            
(NA)	 拖沓呀拖沓，没看完            
(4星)	 看了一半，应该不会看下去了吧，好啰嗦，不过很励志……            
(3星)	 只喜欢做菜的片段            
(5星)	 如果没有闵大人，估计也成就不了长今了。这世间真的会有闵大人这样的男人吗，宽容有智慧。            
(3星)	 真tm拖沓            
(3星)	 OMG这冗长            
(3星)	 我为何脑海中总浮现年轻时候看过的这些片子~            
(NA)	 老豆为了看这个可以不睡觉            
(5星)	 韩剧里少有的高水准剧集            
(2星)	 实在是受不了那磨叽的速度和磨叽的女主，每次说话都要先低头再抬头然后永远一副受惊过度的样子，您能换个表情不？            
(4星)	 确实励志            
(5星)	 收视率高是必然的，的确很好看。不过长今的人生是不是有些夸张了，她从医的经历好多都和华佗那么相似= =+            
(5星)	 最爱。引用潘向黎的话：终于可以看到，才能不用来换取富贵，权力不用来伤人，美貌不用来邀宠，友情不用来出卖。终于可以看到，所有的成绩、成就都是漫长的过程慢慢积累出来的结果，犹如水一滴一滴地形成钟乳石，那不是激素催生、一夜成名、横空出世的，而是自然而然、水到渠成、实至名归的。            
(4星)	 刚看到友邻在标记这个，其实我也看过。            
(4星)	 当时那个火啊~~~看完学做饭            
(5星)	 和妈妈一起看的 很好看            
(5星)	 我和爸爸的最爱，里面的美食太诱惑了，韩国等着我            
(3星)	 励志励志篇。            
(5星)	 美人+美食            
(3星)	 当时我可是得回学校向住校的同学汇报剧情啊……            
(5星)	 就是剧情有点太拖沓了            
(5星)	 喜欢闵大人。不追求现实当中的闵政浩。            
(3星)	 我怎么记得是70多集？            
(4星)	 陪妈咪看滴＝3＝            
(3星)	 我爱崔尚宫            
(NA)	 高中的时候很喜欢，虽然韩国神马的。。。            
(5星)	 啥也不说了，陪了我多少年了            
(4星)	 害我看完老学大长今挽裙子跑            
(4星)	 吃的            
(5星)	 想当年那个火啊~~~！！            
(4星)	 印象最深刻的还是那一堆堆吃的            
(3星)	 还是看过韩剧的···            
(4星)	 韩国人就是会拍，汗            
(5星)	 细节和剧情都没话说。            
(4星)	 似乎是当初唯一喜欢的韩剧            
(3星)	 看完这部，总有韩国饭很好吃的错觉            
(4星)	 第一次对长长的韩剧感兴趣            
(3星)	 对于韩国菜过分夸大了，有种虚张声势的感觉~比起满汉全席，这些只能算是平民小菜吧~            
(4星)	 成了經典的電視劇~~            
(4星)	 韩国人总可以通过泡菜剧把输出泡菜文化 宣传泡菜传统 大长今是个典范            
(3星)	 跟老妈一起看的            
(3星)	 其实还好啦，就是太长太长了……            
(3星)	 吃的~~~当年的下载试刀…………            
(3星)	 和老妈一起看电视的记忆            
(5星)	 i like cooking！            
(5星)	 这大概是我到目前为止，在电视上看的最后一部电视剧了……想要成为大长今，嘿嘿            
(3星)	 我真的没有迷上- -            
(NA)	 不错            
(4星)	 整整70集，我容易嘛            
(3星)	 实在无聊的人.....可以考虑            
(3星)	 这样的片子实在不喜欢            
(5星)	 我在芒果台看的。。。。我觉得很好看也            
(4星)	 呼啦啦~呼啦啦~            
(4星)	 还可以吧，他们做菜好小气            
(4星)	 那年发烧快死掉            
(3星)	 看完累死了简直            
(3星)	 我特爱看那些菜~还有：娘娘娘娘~娘娘娘娘~            
(5星)	 男女主的爱情是我认为真正的爱情。            
(5星)	 最愛的韓劇            
(3星)	 励志。没了。抢不过在大陆同期播的三顺啊~！            
(NA)	 那鼓鼓的衣服里会不会也藏着吃的？            
(5星)	 至少看了两遍            
(4星)	 乌拉拉……阿杜瓦！            
(4星)	 看了n遍都没看完整            
(5星)	 前面不错，后面有的拖沓啊，是快进的看完的            
(5星)	 故事编得严谨，演得生动，就是男女主角太完美化，心理活动闪回太多……            
(4星)	 吃得都很好看，就是太长了。            
(NA)	 谁人不知大长今？            
(4星)	 体验韩式长篇            
(4星)	 高三的回忆            
(4星)	 史上大长今绝对是奇女子，懂心懂道懂爱懂王的男人。            
(4星)	 当年风弥全国的电视剧了吧？没看全，有悲有喜，有得有失，算历尽磨难终修成正果吧。            
(3星)	 初步领略了韩国古代文化！想看完没这个耐性！            
(NA)	 原来有53集啊，，，            
(5星)	 好多好吃的···好多好吃的            
(3星)	 美食还比较能吸引我，演员和剧情就...            
(5星)	 喜欢这个女人，记得插曲很煽情 ~            
(3星)	 这部片子对我唯一的贡献是激起我做饭的热情直到现在。            
(4星)	 确实励志...不过有点拖沓连我都不知道自己怎么就撑了80集。            
(4星)	 立志啊~~~妈妈辈的~~~            
(4星)	 人真的不能太优秀，不然枪打出头鸟，有你罪受的~            
(5星)	 重温。这次是看国语版，可能语速太快，之前看的很多地方都不明白，这次终于比较了解剧情了，汗～我还是喜欢长今。             
(5星)	 这个厉害了。。            
(5星)	 难忘            
(NA)	 不发表意见            
(NA)	 还不错，80分            
(5星)	 最喜欢郑尚宫            
(5星)	 大三时候看第一次，还是蛮喜欢的。            
(3星)	 那时候可喜欢长今……            
(4星)	 主角就是主角，虽然命途多舛，却也出奇幸运            
(4星)	 刚出的时候在翡翠台追的那个辛苦啊~~            
(5星)	 韩剧中的经典。那个默默的支持，在背后的爱情，回味得来隽永，是温馨的感动。            
(4星)	 唯一一部看完的韩剧。 仍然有韩剧拖沓的通病，看完有点累，实在想不通《看了又看》几百集如何能看完。            
(3星)	 晕死个人的拖沓            
(4星)	 后面的宫廷很丑陋，还好长今被剧情安排出来了            
(4星)	 真长……            
(5星)	 比较喜欢看这一类的韩剧            
(4星)	 没吹的那么好 没踩的那么烂            
(4星)	 闵大人才是亮点            
(3星)	 前半段御膳房噶宫女仲可以睇，后半段就……而且，讲宫斗噶话，韩国太小儿科            
(4星)	 更长…            
(4星)	 没有对错，只是每个人的身份、信仰致使命运如此轨迹。            
(5星)	 05年引起的轰动记忆犹新啊            
(5星)	 我都佩服我自己，70集啊，我看了3遍！~            
(5星)	 真是好看啊！长今在御膳厨房竞赛的时候，在开始学医和考医女的时候，让我印象尤其深刻！！！            
(NA)	 励志剧情片            
(NA)	 鸡肋中的鸡肋啊。。。            
(3星)	 凑合            
(3星)	 我的亲娘耶 顽强万能女主 这个红啊            
(3星)	  想当年高中的时候每晚奔回来看~~真是够疯狂啊~            
(5星)	 竟然没选这个？看过N遍。。看一次鼓舞一次。。            
(3星)	 前半段好看 韩剧都这样            
(4星)	 很干净很励志。            
(4星)	 善良如斯，美丽如斯……            
(5星)	 唯一看完的一部韩剧            
(4星)	 后面不如前面            
(NA)	 长今啊..            
(5星)	 ·················            
(5星)	 当年还是在湖南卫视上每天追着看的呢！            
(NA)	 喜欢长今永远打不倒的精神和气度，这才是生命应该拥有的颜色            
(3星)	 小时候就看的我累死- -            
(3星)	 当初暑假里躲着爸妈在电视上看的，发现缺个几集剧情还都能接上……            
(5星)	 盗版盘看得灰常爽            
(5星)	 好几年前看的剧了，但是非常非常喜欢，李英爱清清爽爽的笑容，百看不厌~~            
(5星)	 “来，和奶奶一起看励志片···”            
(5星)	 百看不厌~            
(4星)	 茶余饭后的消遣，美食美女都有了，但片子太长，太拖泥带水，看过一遍以后一般不会再想看第二遍。因为一是，剧情太纠结；二是，片子太长。            
(3星)	 可以说看完了~~            
(5星)	 居然看全了。            
(3星)	 那剧情真辗转。            
(5星)	 爱就应该是这样的。。除了爱，还有很多责任。。为了爱，可以任何牺牲。。还有很多做人的道理，世间万物运转的法则，都可以学到。初看很漂亮的长今，越看越散发出圣母的魅力，反而不觉得漂亮了，而是“神圣”。            
(3星)	 极少看过的韩剧之一。真的太长了。没看完。不过确实励志。            
(4星)	 后半段太神化了，有点希望故事在崔尚宫坠崖之后戛然而止。还有，惦念韩尚宫。            
(3星)	 着实火了很久呢。。。但我不喜欢。。。看不下去            
(4星)	 看了快3遍~ 可以说是韩剧经典了。。            
(4星)	 还行，但是闹心            
(1星)	 不明白为啥那么多人喜欢看，反正我很讨厌这部连续剧。            
(4星)	 这片整一个纠结            
(3星)	 超长            
(5星)	 真的是记忆深处啊~~~            
(NA)	 好看            
(5星)	 每当走入困境时，想想这部电视剧，还有什么可担心的！没有过不去的坎儿！            
(3星)	 又臭又长 = =~            
(4星)	 看过的唯二部韩剧之一            
(5星)	 喜欢长今温暖的笑容，她聪明而又善良，温柔而又坚强，从她的身上让我找到了久违的宁静...            
(5星)	 谁说女子不如男            
(4星)	 每次看都会让我安静下来            
(3星)	 真长            
(NA)	 窈窕淑女，君子好逑。之子于归，宜室宜家            
(NA)	 04年春节?还是05年春节看的.当时很喜欢,现在估计看不下去了.这剧保持了韩剧一贯磨磨唧唧的特点            
(5星)	 永恒的感动励志和爱！            
(5星)	 早就看过了，现在又看。            
(4星)	 乌拉拉 乌拉拉            
(4星)	 以前我妈在看，然后我只能偷偷过去瞄两眼= =            
(3星)	 爸妈重温大长今，每晚都伴着呜啦啦入睡            
(NA)	 big long today……            
(3星)	 太长            
(5星)	 喜欢的韩剧            
(3星)	 记得当时默默唧唧总算看完了 太立志了            
(3星)	 几年前很火，但现在看画面质感，确实还是有待提高，而且李英爱现在的模样使我很难再看一遍大长今了，当然，对这部电视剧的励志作用还是表示感谢的。            
(3星)	 食物不错            
(NA)	 好多人都可迷这部剧了 ，估计是个人兴趣爱好不同...感觉除了激励之类的...也就一般了            
(4星)	 72集！我怎么可能看完！但是再怎么说也看过前十几集的，所以我还是要把它弄上来~李英爱看上去很美，准确地说是很完美，但是会有距离感~            
(4星)	 要好有耐性先T得完            
(NA)	 湖南台撒。抱着电视看到12点多            
(4星)	 因为是李英爱 我才看的            
(3星)	 好长好长好长@A@            
(5星)	 气势恢宏的古装戏，没有哪部韩剧能超过它了。            
(4星)	 竟然那时都看完了。。。            
(5星)	 长今除了有所有女主角都有的爱管闲事，好奇心旺盛的毛病，其他真的无可指摘。闵政浩完全就是史上以来最好的男人。OVER            
(4星)	 食物都很好吃的样子            
(4星)	 当初看的大长今是国语,还没看过韩语的.我萌的是梁美京的韩尚宫,还有后面温情的闵大人..而且里面的好多配角都很不错,HLL的励志大剧.我一定要重看一遍韩语的            
(NA)	 什么都是泡菜的思密达！！~什么病扎一针就好了思密达！！~            
(5星)	 伴我走过中考的片子，很长一段时间我都崇拜长今，rz小朋友可以作证！            
(4星)	 里面的食物和衣服是支持我看完整部剧的动力。            
(4星)	 爱情加励志，简单的拼凑，重点不在此，而是韩国宫廷戏的补足，正好满足当时中国观众对于宫廷戏的欲望。            
(5星)	 唯一能看的韩剧            
(3星)	 乌拉拉乌拉拉……            
(3星)	 看的为数不多的泡菜剧之一。。。绝对不再看了。。。OTL            
(NA)	 陪妈妈看。。。。。            
(NA)	 无所不能……            
(4星)	 一个女人做到这样极致了            
(3星)	 每次看到PC国引以为豪地美食时，俺就觉得俺的肚子很饱。。。            
(4星)	 李英爱不是我喜欢类型- -            
(5星)	 先看的书，后看的电视剧~~            
(4星)	 也算励志~            
(5星)	 奋斗史，值得一看            
(4星)	 闵大人^0^            
(5星)	 超爱长今！            
(3星)	 70集，陪着我妈跳着看，才知道棒子也写正规汉字            
(3星)	 哎，俗，又看了            
(3星)	 没看全            
(5星)	 不给5星不应该，还是很不错的，特别是学料理。难得妈妈也喜欢看的韩剧。            
(3星)	 前面还蛮好看的，后来就觉得有点拖沓了~~~            
(NA)	 给到中国人,也许就拍不出这么长又这么经典的片子来.这里面多是中国传统的东西,他人却能做得这么好,中国人,反思一下            
(4星)	 就是剧情太长，跟得有点累            
(4星)	 不错~            
(NA)	 其实没怎么认真看完            
(4星)	 简单而热情，做食物的人            
(5星)	 经典之作            
(NA)	 还好            
(5星)	 要事业有事业，要爱情有爱情。            
(NA)	 可惜做菜的手不是氧气美女的...            
(4星)	 李英爱的古装很漂亮，剧情有亮点            
(4星)	 当年熬通宵看的，哈哈            
(5星)	 励志片，在2005年5月后看的            
(3星)	 无啦啦无啦啦乌拉乌拉-。-            
(5星)	 立志篇~~~            
(5星)	 我从大长今身上懂得了什么是宽容。            
(5星)	 很励志的片子，很喜欢，现在在关注同类型的《同伊》。。。            
(3星)	 没看完整            
(3星)	 看过的最长的电视剧。            
(4星)	 虽然电视剧很好看，但对于韩国人的不要脸还真是受够了            
(4星)	 经常看得很饿啊。。。。            
(5星)	 发烧期间看的 李英爱太漂亮了吧            
(4星)	 高二内地首播时看的，受不了拖沓的情节，的确很励志            
(4星)	 乌拉拉乌拉拉...我们都爱大长今            
(3星)	 长针            
(5星)	 每次的挫折，不但不能击败她，反而迫使她拼命学习不同的技能来求生。世界上没有偶然，只有必然。            
(3星)	 曾经有个人看了这剧五遍被我嘲笑，而我却从未真正静下心来看过一遍。            
(4星)	 ....            
(4星)	 好看是好看，不过确实太拖沓，反反复复的演绎宫廷斗争居然能拖到70集。我看到标签一览有“励志”一项，励没励志不知道，不过教会人要苟且顽强生存。            
(5星)	 很棒很棒！            
(4星)	 韩国食品大广告。苦命的大长今            
(5星)	 挺好看的，就是太长了。。。然后，挺慢的，不过画面、食物都很诱人~            
(4星)	 曹女士的爱            
(5星)	 怎么可能没看过叻？            
(3星)	 长今的命太差，每次倒霉事儿都有她；长今的命太好，每次都能逃出生天。结论：整不死长今，只能被长今整死！            
(3星)	 一部剧红了一个女人,改变了一大批男人的审美,可是我一点也不觉得她到底哪边可以需要用仙女来形容的,但是这人性格还行.她演这剧太老了,说实话            
(NA)	 经典啊，好像是第一次看的韩国古装戏，刚看的时候对衣服，他们的礼节什么都觉得很新鲜，也只能用新鲜这个词来形容了~~~            
(4星)	 真励志，喜欢闵大人~~~但池珍熙演现代确实不太招人喜欢...            
(3星)	 我娘疯狂的在网上点卡付费都要看            
(4星)	 好长啊            
(4星)	 我还在拍摄地呆过....唉            
(3星)	 太墨迹            
(4星)	 还可以。。唯一受不了的就是太长了。。有的剧情根本没必要那么拖沓。。            
(5星)	 一直一直的珍惜            
(5星)	 好吧，我承认我就是迷恋那个不切实际的男人~~            
(5星)	 开学把书给买了               
(1星)	 我最讨厌这种长死的剧。            
(5星)	 一个孩子，把一个愿望记这么久，还真不容易呀；68集，我现在才看懂，那一个眼神的对望；女人的童话；理想的爱情            
(5星)	 大爱的韩剧之一。。。            
(4星)	 一颗坚强而善良的心缔造生命的奇迹            
(4星)	 看这样的电视剧锻炼耐心            
(4星)	 把一个女人说得太神了~~~( ∪.∪ )... zzz ZZZ呼嚕http://www.syooy.com 呼嚕呼嚕……             
(3星)	 唉，中国的东西都说成韩国的，也不看别人信不，中国5000年历史你呢？            
(5星)	 好长噢。            
(3星)	 李英爱在这部戏里演得有点过啊。韩国偶就知道李英爱和宋慧乔，怎么觉得乔妹妹演技真实恰当多了啊            
(4星)	 长啊。。。            
(5星)	 MD它又不是最长的韩剧损个P啊，就是觉得超好看！看最后5集我居然爱上皇帝了。。。。闵大人对不起。。。            
(NA)	 在母亲的带动下看的            
(5星)	 我最喜欢一部韩剧~            
(NA)	 好看！            
(4星)	 太长了            
(5星)	 好长~            
(3星)	 其實只在芒果台播的時候瞄了幾眼            
(5星)	 迄今为止，我看过最棒的韩剧            
(4星)	 呵呵~~~没办法~~~~~            
(4星)	 皇上……皇上！！！            
(5星)	 我竟然似乎一集没落哎            
(NA)	 长。。。            
(4星)	 中文大叔和大婶配音是亮点//            
(4星)	 还不错            
(5星)	 堪比《新白娘子传奇》。            
(5星)	 高尚的感情，真实还原韩国的历史，很正面            
(4星)	 音乐比较好听，颜色好看。            
(4星)	 和老爸一起看的~            
(4星)	 一个好的故事周围坏的人好的人一个独立而不被污染的善良的人            
(NA)	 第一部让我从头到尾看完的韩剧 真的很佩服自己            
(NA)	 当时对韩国古装剧充满了好奇。。。            
(2星)	 裹脚布而已            
(5星)	 大人~~~徐内人~~~大人~~~徐内人~~~两人深情对望就这样一集就过去了XD            
(NA)	 不予评价。。。            
(4星)	 很励志。接近结尾倒是希望改改“我是起源”的老毛病，例如手术和针灸。            
(4星)	 让我们认识到传统正宗的韩国文化。食物精美，关于药膳的讲解也很专业。剧情很吸引人，关键在于n个坏蛋嘛~~~当然人性的闪光点无处不在。李英爱多年后重回屏幕，始终是氧气美人。亮眼            
(4星)	 爱上韩国的料理~            
(3星)	 其实我很不喜欢这部片子，我没觉得长今有大家说的这么好，我当初看了开头就有种不想看下去的感觉，韩剧里很多片子里都有孩子把父母害死的戏，但我尤其讨厌她，觉得她比那些电视里的坏女人还坏，现在一样这么觉得，亲们想拿砖头拍我就拍吧，说真的，她不就运气好了点，遇上了好的人，切。            
(2星)	 嗷！我最好奇的事就是我年少轻狂之时怎么把这种电视剧也看完了！            
(3星)	 那么长我居然看完了            
(4星)	 难得的剧情不拖沓的长篇韩剧            
(4星)	 分数有点低,,,            
(4星)	 李英爱太适合            
(5星)	 不管怎样，我很迷这个            
(4星)	 美食很诱惑我····            
(4星)	 谁能没看过，说实话，这是一部越看越爱看的片            
(5星)	 第一部完整看完的棒子剧，当时被他们两个含蓄的东方爱情感动得惊天动地。赚了大把眼泪~喜欢池珍熙书卷气加东方老爷们形象。            
(4星)	 这种励志片真的看多了，会很厌。            
(5星)	 爱色特李英爱了~            
(NA)	 姐就是个传说            
(4星)	 她什么都会，什么都会！            
(5星)	 爱死李英爱了。            
(4星)	 就是太拖了……            
(5星)	 长今就没有你做不成的东西            
(5星)	 弱弱地说。。我爱励志片。。            
(4星)	 湖南台老播            
(3星)	 过长，装嫩            
(5星)	 唯一看了两遍的韩剧，唯一看了两遍的电视剧            
(3星)	 完全是被美食诱惑去的。。。到后来都是16*的快进速度看的。。。            
(5星)	 想起当年熬夜守着芒果台的情景            
(4星)	 那个长今小时候比较好玩一些。            
(5星)	 经典 完美 顶            
(5星)	 整部剧的节奏不是很快，但是真的超级好看。它的火爆程度和好看程度成完全正比。因为《大长今》差点爱上李英爱。            
(NA)	 高考结束后三天看完，非常怀念啊~ 前半部不错，成长又励志，后面成为医生了反而让人失望，奇怪的感情纠葛。            
(3星)	 太長了            
(3星)	 长到我要吐了            
(NA)	 第一遍会追着看，第二遍的时候就会躲了……            
(2星)	 老太太的裹脚布，励志在哪            
(4星)	 其实这部电视剧给我最深印象的事那对夫妇，还有就是长今被背着的那段。。囧。。            
(NA)	 太长了            
(5星)	 深沉，浑厚的史诗级作品。我看的第一部韩剧。至今仍是我心目中最好看的连续剧。            
(4星)	 我第一次完整看完的韩剧            
(5星)	 情节太波折了，坏人统统都灭掉！气死我叻！            
(5星)	 最喜欢李英爱了！O(∩_∩)O~            
(5星)	 我果然喜欢闷骚男人……还有连生太可爱了！            
(NA)	 和家人一起看            
(2星)	 低幼            
(3星)	 电视机里看的!            
(5星)	 太令人感动了            
(3星)	 我妈 爱看            
(5星)	 如何成为那样的女人……            
(4星)	 一开始觉得有点闷，不过看下去后觉得非常励志^_^            
(2星)	 我觉得是又臭又长的典型~~~看得非常沉闷无语~~~            
(3星)	 我很努力地去看，可还是看不下去。很没瘾。            
(4星)	 还不错            
(5星)	 身处恶，心向上，行不止。            
(3星)	 断断续续  没看完            
(5星)	 希子很喜欢长今。            
(1星)	 不想说什么            
(3星)	 太长了！            
(4星)	 儒雅的闵大人            
(5星)	 寻找智慧与勇气的旅程~            
(3星)	 她真的没有传说中那么好看            
(5星)	 狂爱李英爱            
(5星)	 想当年，我准备中考，但是娘和我还是一集一集的追~~但是这确实是部励志的片片啊~            
(4星)	 我很俗 我看了很多遍            
(4星)	 美食and无限口水~~            
(3星)	 好长，我只看了一半。            
(3星)	 实在是太长了，只有跳起跳起看了...同行诶~            
(5星)	 看完之后爱死李英爱了。            
(4星)	 我感兴趣的是闵政浩            
(3星)	 在韩剧里是不错的，就是雷了一点...            
(5星)	 坚持。。。            
(3星)	 长的了。。。            
(3星)	 没想象中那么好，也没想象中那么不好            
(4星)	 一个女人的史诗····   ↖(^ω^)↗↖(^ω^)↗            
(NA)	 赞！            
(5星)	 励志最好不过的电视剧了 剧情也很吸引人            
(4星)	 韩剧代表作 好长-----------------------            
(NA)	 爱上韩食            
(NA)	 好吃、。、            
(4星)	 前面喜欢它的美食，后面被长今的品德折服。当年追通宵。            
(NA)	 太长了 实在看不下去了            
(4星)	 好不容易看完的，励志，画面和音乐也都挺好的，如果时间充裕值得一看~~            
(5星)	 励志的好故事。            
(1星)	 我妈从此迷上了烹饪            
(3星)	 韩国菜真的那么隆重吗？            
(5星)	 我喜欢这样的人 简单 纯粹 执着            
(3星)	 为了写好这个剧本，金荣眩用了一年多的时间搜集资料，然后还有一队由各个行当的专家组成的考证小组，以保证创作出来的电视剧不要离史实太远。同一种严谨态度还可以在制作的其它细节上显现出来，例如女主角的服装。为了演好这个角色，李英爱还特地拜韩国国家无形文化财富第三十八号“宫中料理”第三代传人韩福丽为师，取得短期结业证书。试问中国电视剧影帝级人马如张国立，可曾如此认真地去学好怎样演皇帝？            
(3星)	 3.5星            
(5星)	 我认为最好看的韩剧，看了很多遍，感情很细腻            
(4星)	 我，我看完了哟！            
(5星)	 最喜欢的一部影视剧，居然是韩剧。高中时代的我最羡慕闵政浩长今之间的爱情。            
(4星)	 韩国历史书            
(4星)	 剧情太，不说了，一部让你智力慢慢降低的好剧。我喜欢其中的爱情，暖暖的，女生都是喜欢被保护的吧。            
(3星)	 她太幸运了。            
(NA)	 也不知道怎么就跟着风靡了            
(3星)	 大长今，真的好长            
(4星)	 长今精神是值得看一下的，但是由于不能忍受古韩语，看的比较吃累            
(5星)	 经典 李英爱             
(4星)	 韩尚宫            
(NA)	 很喜欢            
(4星)	 Michelle说那不就是奥特曼么...不过真的曾经给过我许多感动和勇气            
(5星)	 从那时开始喜欢李英爱            
(4星)	 这就是个童话故事。谁说不是呢？            
(NA)	 ...            
(4星)	 !            
(NA)	 坚韧            
(4星)	 过长  很有韩剧特性            
(5星)	 让芒果台就此翻身的电视剧怎么会不好看呢            
(NA)	 SB            
(4星)	 厨艺啊 咱啥时候能会？            
(5星)	 当年看了好多遍，现在没有那样的时间和情怀了            
(3星)	 和妈妈一起看的。            
(4星)	 |1610:2398|            
(4星)	 还不错，就是太童话了点，如果是励志剧，就搞现实点嘛。那么童话像言情而不是励志剧            
(NA)	 大长今             
(NA)	 唯一看完了的韩剧            
(4星)	 很喜欢长今            
(4星)	 这是真正的 真善美。            
(5星)	 你能不能也这样坚强。            
(5星)	 长远的长，今天的今            
(3星)	 意大利语的主题曲很棒！            
(4星)	 这么长我真佩服我自己，导演诚意可嘉！            
(3星)	 没看完 太冗长            
(NA)	 励志 自己专门刻录了一套盘            
(4星)	 喜欢长剧，越长越好~            
(4星)	 看了就想看不过不会重复再看的            
(3星)	 火的莫名其妙            
(3星)	 看到后80集，我卧倒了。            
(5星)	 太好了，太喜欢大长今了，看了两遍            
(3星)	 很好，很贤惠的长今，我贤惠我也可以事业成功哈！            
(4星)	 太长了，不过，基本上是从中间的哪一集才开始看都不影响你理解剧情~~大长今，一个拥有着母性光辉的伟大女性~~~~看过之后，印象最深的就是，韩国以前真困难啊，一国之主啊，吃的也就那样了~            
(5星)	 共同回忆  追校车的原因            
(NA)	 没看完……太长了~没耐心！            
(4星)	 看过的唯一一部韩剧            
(NA)	 喜欢长今的性格            
(4星)	 一个女人的奋斗史            
(5星)	 让我开始学韩语的电视剧            
(3星)	 太長了，我受不了            
(5星)	 高三看的            
(4星)	 很励志，就是长了点            
(3星)	 医女信非~韩志旼~~            
(3星)	 长的不是一点儿，大长今转型成功。            
(5星)	 好作品，以后一定要让我的后代也要看！呵呵～～～            
(5星)	 因为大长今，爱上了韩国料理            
(4星)	 太长了            
(4星)	 为理想而奋斗，很坚强，也付出很多。不过也很幸运，关键时刻有贵人搭救，并总有那么个人一直默默守护着她……            
(5星)	 励志型            
(4星)	 没了一颗星的原因：长今太长了...            
(5星)	 最爱李英爱~~~            
(3星)	 長篇累贅            
(4星)	 经典台词句型：真的吗，真的吗，这是真的吗大人？这是，这跟我又有什么关系呢            
(4星)	 那个长……            
(2星)	 亲娘啊~我一度对那个 乌拉拉乌拉拉乌拉乌拉 过敏            
(NA)	 大爱~            
(4星)	 确实很励志的            
(5星)	 不用多说了            
(5星)	 何茫然          飘摇曲折的爱逐渐随风散去， 就像星月坠入山间。 即使已经累积千年的感情痕迹， 犹如镌刻在晨霜中； 纵然美丽也会逐渐消失。 我伫立在宽广的穹苍，遥望大海； 我心随着楚江， 流往海的深处消失。            
(5星)	 仅有的几部完整看完的韩剧～            
(5星)	 经典呀～～喜欢闵政浩大人！            
(5星)	 很让人感动的电视剧，励志，只要坚强忍稳就一定会苦尽甘来！            
(3星)	 于是，太长了。李英爱很漂亮，其他不怎样。            
(4星)	 青春励志片，还是很不错的~            
(NA)	 还是有点味道~~只要某台不天天重播……            
(5星)	 那里看似繁华，却是一个悲伤的地方。            
(NA)	 喜欢她对食物的认真            
(5星)	 励志片啊励志片……            
(NA)	 我喜欢小长今            
(5星)	 很好.            
(4星)	 我妈很喜欢~            
(2星)	 经典。            
(4星)	 好男人就是他，他就是好男人，他不是曾小贤，他是闵政浩            
(4星)	 还不错。            
(NA)	 被迫跟着天河一起看的            
(3星)	 大家都喜欢大长今            
(NA)	 就是长了一点，有剧情！            
(5星)	 我和琳的爱~대장금~            
(3星)	 很长呀            
(4星)	 除了明成皇后以外的唯一看得最全的韩剧，虽然一直鄙视韩剧，但这两部，确实是上佳之作            
(NA)	 励志            
