http://movie.douban.com/subject/1478186/	射雕英雄传 射雕英雄傳
(4星)	 没有全看，是好多年后重播才有幸看到。。确实黄日华很郭靖，而翁美玲似乎就只能是黄蓉了。。至今还是觉得黄日华有那么郭靖的时候，好吃惊。。            
(5星)	 当年和周润发版的上海滩。。。            
(5星)	 给五星一点不过分。武打片那个时候都看疯了！            
(5星)	 记忆中的经典。。。            
(5星)	 无法超越的经典！            
(5星)	 旧时多经典            
(NA)	 委实经典，无数次重播都都会让目光停留            
(5星)	 这才是真正的射雕！            
(1星)	 烂片            
(3星)	 经典。            
(5星)	 一直被追赶但从没被超越。死了心吧，翻拍只会自取其辱。            
(5星)	 科班出身演员是技术高            
(5星)	 翁美玲，我的梦中情人。不解释。            
(5星)	 虽然场景很烂，但演员很棒。            
(5星)	 苗僑偉真帥。            
(3星)	 年代实在太久了，阿翁确实很有灵气啊            
(5星)	 翁美玲演的太好小时候觉得杨康很帅。            
(5星)	 嗷~~~无人能敌美玲~~            
(NA)	 跟着老爸看了三次            
(5星)	 刚发现这部戏的导演居然是杜琪峰            
(5星)	 真正是看着它长大的            
(5星)	 经典，就不多说了~~~            
(5星)	 啊  不能超过的经典  和爸爸一起看的            
(5星)	 百看不厌的好不好~~~经典中的经典啊！            
(5星)	 这剧我绝对看了不下十遍，而且各种版本各种看。。。暑假还看两遍呢。。。            
(5星)	 绝对经典            
(5星)	 最爱爱爱！！！            
(5星)	 不解释！            
(4星)	 翁美玲美得不行~            
(5星)	 看过不下五遍了，一样喜欢            
(NA)	 久远得都忘记了            
(NA)	 经典！！            
(5星)	   這么經典的版本已經很難超越了~大多數80年代的人都看過吧            
(5星)	 才读幼儿园，却已经知道追的剧。小时候，天天守着电视前等            
(5星)	 苗侨伟好帅啊...            
(5星)	 最经典的射雕，杜sir V5            
(5星)	 经典呀，高三时还在看。            
(5星)	 也是断断续续的看的            
(4星)	 过去的才是经典。            
(NA)	 经典啊！            
(5星)	 多好一翁美玲就这样走了            
(5星)	 看了第n遍的经典啊！！我最爱的翁美玲，老目最爱的杨康= =。            
(4星)	 妈妈喜欢看            
(5星)	 靖哥哥            
(NA)	 各位好年轻啊            
(4星)	 位置永不移            
(5星)	 无法逾越的武侠经典            
(4星)	 当他衔着一抹疏淡的笑容在漫天归鸦的黄昏停止了呼吸，射雕便永远地结束了。只是，多年之后回忆起那白衣飘飘的小王爷，依旧要赞一声：陌上谁家年少，足风流。            
(5星)	 经典            
(5星)	 具体情节全都忘了，但每每看到这五个字还是激动万分，这就是经典之所以为经典的原因吧~            
(4星)	 。，未完            
(5星)	 衣不如新，人不如旧            
(5星)	 所有人眼中经典中的经典            
(4星)	 。            
(5星)	 蓉儿，靖哥哥~~~阿康，念慈~~~            
(5星)	 在很长一段时间里面，我觉得世间最灵动的女子就是小黄蓉了            
(5星)	 经典            
(5星)	 看了又看，始终不觉得厌倦，实在是非常之经典！            
(5星)	 人物定型了，除了这部别的都不能接受了，特别是有了令人恶心的央视版（张纪中）之后。其实现在再看觉得很多地方拍得真糙，但武侠剧关键是神似，有侠义的味道，而像央视版只求形似，怎么看都像是搞笑片。            
(NA)	 经典啊            
(5星)	 经典到无话可说！            
(NA)	 印象深刻            
(4星)	 铁血丹心            
(5星)	 小钰姐评价此版郭靖——憨而不傻，点头。            
(5星)	 就记得那个打圈圈的降龙十八丈            
(NA)	 最爱的黄蓉            
(5星)	 看过很多次，现在才发现是王天林和杜琪峰导演，~~泪奔了~~            
(5星)	 还是特妈的看着这个爽            
(5星)	 射雕，雪山飞狐，新白娘子传奇。。我们童年的经典，我们下一代的电视剧经典会是什么呢，宫！回家的诱惑！that&#39;s terrible！！             
(4星)	 我喜欢朱茵那版            
(5星)	 【经典剧场】20110101-20110228《射雕英雄传》            
(5星)	 饱含童年的回忆啊~~            
(5星)	 翁美女啊            
(5星)	 儿时的魂牵梦萦。            
(5星)	 绝对的经典，看到郭靖，谁又能想到乔峰？            
(5星)	 经典，百看不厌。            
(5星)	 老的好            
(4星)	 有着小兔牙的蓉儿，永远停留在我脑海里。            
(5星)	 我的代表作            
(5星)	 记忆里抹不去的怀念啊！            
(5星)	 →_→  我怎么都找到这个了。。。经典的一版~            
(NA)	 导演杜琪峰？            
(5星)	 翁美玲，不解释~~            
(4星)	 大家一直说黄日华和翁美玲是靖蓉的最佳演绎者，我就冲着这点跑去看了。果然，我必须同意大家是对的。尤其是翁美玲，演得可真活泼刁钻，绝对是黄蓉演绎第一人。唯一要批的是，剧情不按照原著走，所以五星也就少了一颗。            
(5星)	 83版，确实是经典，翁美玲白瞎了~~            
(5星)	 谁没看过？！            
(4星)	 是比后来的好。            
(5星)	 小时候最爱看            
(5星)	 经典。小时候每年过年时电视台都会从早放到晚，真怀念和邻居们一起过年的日子            
(4星)	 只记得歌了            
(5星)	 太经典了            
(5星)	 经典            
(5星)	 大爱            
(NA)	 最经典的一部            
(NA)	 经典中的经典，怀念83版~            
(5星)	 太棒了            
(5星)	 我觉得没什么理由不给五星的            
(5星)	 儿时的回忆～            
(4星)	 呵呵呵，不说了，你懂的~            
(5星)	 永远的经典            
(4星)	 黄日华演的金庸戏很好看：）            
(NA)	 樱唇欲动，眼波将流            
(5星)	 我真的觉得我和我爸就是黄蓉和黄老邪。            
(5星)	 同样，外婆最爱的武打片!            
(5星)	 无法超越的经典            
(5星)	 阿翁            
(5星)	 经典之所以称之为经典，就在于它的不可超越性与不可复制性！            
(5星)	 虽然83版的道具，你的布景在现在看来像是话剧，但是83版里面的主角配角们都是演活了的，靖哥哥、蓉儿、黄药师、老顽童、杨康、欧阳克。。。。再看03版的，简直就是SHIT            
(5星)	 因为翁美玲            
(5星)	 经典的还是经典            
(5星)	 翁美玲。是多么美好。            
(5星)	 重温。。。粤语版才是经典啊！！！            
(NA)	 经典            
(4星)	 同样经典，可惜偶不够爱翁美林的长相。歌都是好歌。KTV对唱必点。            
(5星)	 83版的回忆            
(5星)	 翁美玲~我承认我花痴            
(NA)	 熬几个夜迅速看完            
(5星)	 人美~配乐美~配角也美！场景特效什么的都是浮云            
(4星)	 黄日华            
(5星)	 2011年春节。还是这个好看，太爱黄药师两爷子了。            
(5星)	 经典啊经典啊             
(5星)	 有朝一日一定要从头到尾看一遍粤语版。            
(5星)	 翁美玲的一声靖哥哥让沙哑的周迅情何以堪！            
(5星)	 国人必看的经典            
(3星)	 ……            
(5星)	 迷了很久            
(5星)	 我爱杨康。。            
(4星)	 节奏有点慢。            
(5星)	 绝对经典！            
(4星)	 小时候觉得蛮好看的，现在很吃不消那个特技            
(5星)	 喜欢翁美玲版和朱茵版的            
(5星)	 还是日华叔儿v5            
(5星)	 不说了，你懂得            
(4星)	 喜欢主题曲            
(5星)	 虽然服装布景动作特技等等和现在的影视剧都差距甚远，毕竟二十几年了，但它的经典地位不可动摇，就是看了这个剧才爱上金庸，这也是港片港剧的鼎盛时期；演员都很活而不做作，大陆武侠直到现在都僵硬的很，尤其是阿翁，多可爱多灵气            
(5星)	 四川卫视又在播~            
(5星)	 现在再看，感觉傻死了。            
(5星)	 经典            
(4星)	 武侠经典            
(5星)	 最经典的武侠剧，小学时候看的            
(NA)	 和爸爸妈妈一起看的好片。            
(5星)	 从未被超越            
(5星)	 翁美玲的蓉儿真是灵气十足            
(5星)	 和我一起长大的            
(4星)	 最近某台重播，顺带温习了下            
(5星)	 没说的，经典中的经典。翁美玲版本的黄蓉最好，最传神。            
(NA)	 绝版！！！！！！！            
(5星)	 四川台 老演的。。我妈说 翁美玲 演的真好 我也觉得是。。然后 我就知道 黄日华。。            
(5星)	 永远无法超越的经典。无需赘言。            
(5星)	 不知道为什么 最近他有火了            
(5星)	 经典！            
(5星)	 经典，没有人比翁美玲更能演好黄蓉了。主题歌也挺好听的。            
(5星)	 83版的射雕，最经典            
(5星)	 经典就是经典。永不过时。            
(5星)	 这回回家过年，小外甥再看，我还饶有兴致的跟他说：“这个是我小时候看的”            
(5星)	 杨康杨康！            
(5星)	 每隔一段时间就要回味的经典            
(5星)	 经典无可超越            
(5星)	 永远的蓉儿！            
(5星)	 经典 郭靖黄蓉都是神型皆似 演得最好的了            
(5星)	 经典就是经典，配乐、布景都很赞            
(NA)	 我妈说她小时候爱看 居然就窝在沙发上一起看了几天 我最喜欢黄老邪。            
(5星)	 重温经典, 才发现原来83年有这么多的经典, 我也是其中之一, 哈哈哈哈~            
(5星)	 这个可是小时候超爱看的了            
(4星)	 小时候最早接触的金庸作品。。。            
(5星)	 还有什么好说的            
(5星)	 苗侨伟真是帅啊真是帅            
(4星)	 8            
(5星)	 缺点就是太经典            
(5星)	 这个不说了。。。            
(4星)	 苗侨伟不知道有多帅！            
(4星)	 最经典的靖哥哥，最悲催的玲妹妹。            
(5星)	 小时候看了又看的~            
(5星)	 神马是经典啊。。。虽然对书的改动有点大吧。。。。            
(5星)	 年假里又看了一遍，经典就是经典啊            
(5星)	 完美老公——华哥。            
(4星)	 不好意思 好喜欢周伯通嘻嘻            
(3星)	 好片子～            
(5星)	 黄蓉的灵气，郭靖的憨厚            
(4星)	 经典中的经典啊！音乐也很好听。            
(5星)	 四川卫视每天下午六集连播，囧的是放完了又从第一集开始重播了……我妈说翁美玲演的蓉儿一笑，就很欢喜的样子，讨人喜欢~~不过这剧里其实我最爱七公~~            
(NA)	 不知道看了几次了，还是很喜欢。除了当年由于条件限制布景实在有点假外，其他都无可挑剔啊。            
(5星)	 绝对是假期必播必看剧集。它告诉了我什么叫做经典。            
(3星)	 我觉得黄日华就是有大将之风            
(NA)	 后来才补课的            
(4星)	 小时候的最爱，永远的蓉儿和靖哥哥。            
(3星)	 ...实在是因为小时候没看...所以现在再看的感觉就...@。@            
(1星)	 电视上老放了            
(4星)	 真好看啊            
(5星)	 在网上看过TVB拍射雕的花絮，感觉那个时代拍电视好辛苦，条件非常恶劣，但是无线的演员和制作人员太敬业了，想起了翁美玲饰演的蓉儿，泪奔ing....            
(NA)	 我又把粤语版的看了一遍，好想蓉儿啊。            
(5星)	 儿时的记忆            
(4星)	 我发现记忆中最远的电视屏幕就是射雕            
(4星)	 一段江湖路，几段儿女情。            
(5星)	 不管看多少次，不管多少岁看，仍然觉得好。            
(5星)	 我喜欢杨康。。。说什么，都要选杨康。。。            
(5星)	 杨康            
(5星)	 最近又在热播了，果真是百看不厌的经典~            
(5星)	 最经典的一版喜欢看            
(5星)	 哥最喜欢的一部武侠电视剧 看过n遍            
(NA)	 真正的大片，跑龙套的都是天王天后            
(4星)	 大爱黄蓉。。            
(4星)	 小时候没看过，大学毕业时在网上补看的，感觉化妆有电不能接受。但黄蓉的古灵精怪还是比较经典的。            
(4星)	 经典，虽然现在看已经...            
(5星)	 越看越好看            
(5星)	 看过无数遍了，依然不会厌倦！            
(5星)	 翁美玲啊，没有其他理由。            
(5星)	 最爱曾江的黄老邪！！！迷死人了~~~            
(5星)	 这个版本是我大爱~~最近又在看了~~            
(5星)	 这个还要说什么呢，光音乐就够五星。            
(5星)	 太经典了～！            
(3星)	 这个。。。我确实受不了在一片草坪上面打马演蒙古。。。            
(5星)	 比新版的好看 经典的连续剧            
(4星)	 翁美玲的黄蓉果然无人能及。            
(5星)	 最可爱的黄蓉            
(5星)	 妈妈当时要我下楼跟三姑六婆们聊家常都没去哦~~            
(5星)	 喜欢里面的杨康~~~            
(5星)	 十遍差不多            
(3星)	 很老的画片。感觉翁美玲也没有那么的灵动。            
(4星)	 经典的蓉儿            
(5星)	 各种贴画            
(5星)	 绝对的丰碑！            
(5星)	 永远的经典， 永远的蓉儿和靖哥哥            
(NA)	 最近看了小说，重温了一遍，忽然觉得有江湖的日子也挺美好            
(5星)	 惜美人            
(5星)	 临死之前要抽两集出来看看。            
(5星)	 绝版的靖蓉            
(5星)	 经典之作！            
(5星)	 经典~~            
(5星)	 无可超越            
(1星)	 不是很理想的金庸片子，或许作为一部商业片当时很成功，不过和金庸没啥联系。            
(5星)	 翁美玲版黄蓉无人超越····            
(4星)	 我还记得那个九阴白骨爪,,,            
(5星)	 大爱！            
(5星)	 童年的经典            
(5星)	 经典！            
(5星)	 无需多言~！            
(5星)	 阿翁的黄蓉，精灵古怪，黄小邪            
(5星)	 好片子都是那大牌垒出来的，从监制、到编剧、再到导演、演员。。。。            
(5星)	 83版才是经典            
(5星)	 怎么能不给五星，从里到外，从外到里。            
(5星)	 儿时的回忆啊。            
(5星)	 黄蓉实在过于完美,绝不可能有人超越翁美玲~            
(5星)	 闻到一种味道。            
(NA)	 第一次看的時候是DVD 老電視劇七八歲和媽媽在被窩裡看 後來20歲的初春 電視上又放 媽媽在沙發上說 我第一次看的時候才十九歲 翻過圍牆去隔壁的工廠看 年輕時剛有電視 爲了看電視甚至可以費心去認識工廠裡的男生 嘖嘖 才十九歲…… 然後我不想看她的說話時是怎樣的眼神。            
(5星)	 心中永远的经典 ！！！！！！！！！最喜欢的就是这个版本            
(NA)	 小时候的回忆，对于电视剧！            
(5星)	 黄蓉的不二人选            
(3星)	 黄日华和翁美玲都不错。            
(5星)	 看过一些，但是没得看完，不过翁美玲就是美女            
(5星)	 经典中的经典。。            
(5星)	 金庸剧影响最深的            
(4星)	 经典。            
(5星)	 最好看的还是铁血丹心            
(5星)	 经典之作，伴我成长            
(5星)	 哈哈，经典，为了儿时的记忆            
(1星)	 粗制滥造的垃圾剧            
(1星)	 超烂            
(3星)	 到底是大家的怀旧心在作祟还是什么、我真的真的没感觉出这部作品好在哪里了。。。            
(5星)	 处处是经典 而且我绝对是杨康饭！十几年后的现在仍然是╮(╯▽╰)╭            
(5星)	 这是一个传说            
(5星)	 经典            
(5星)	 翁美玲啊小黄蓉！            
(5星)	 经典就是经典 不仅在于质量金庸武侠剧里面最吸引人的            
(5星)	 还没看小说的时候就先看了这版的射雕啊            
(5星)	 那时候很喜欢翁美玲            
(5星)	 太喜欢翁美玲了 可惜了            
(4星)	 经典            
(5星)	 那时的岁月            
(5星)	 一部真正经典的电视剧是不能离开经典的配乐的             
(5星)	 一口气重温童年的经典，还是这一版最有意思。            
(5星)	 启蒙电视剧啊～各种启蒙            
(5星)	 经典之所以是经典，因为在回忆里它不可更改！随着时间的流逝，不足会自动过滤，美好却愈加浓烈！            
(5星)	 现在看起来不知道会不会还是那么好 一直不敢重新看 怕破坏了当时美好的感觉            
(4星)	 家里那位美人最迷的一版            
(5星)	 最好的版本。            
(5星)	 后。 后。 后。后             
(5星)	 每次重播都看。            
(NA)	 太经典啦            
(5星)	 看了龙套演员表，深谈演员阵容的强大，他们混到今天也真是不易啊~            
(5星)	 美好的回忆            
(5星)	 就是喜欢杨康。            
(5星)	 老子喜欢死了 啊啊啊啊 最喜欢东邪西毒篇  刚遇到洪七公那里            
(5星)	 不可超越的经典---温美玲  黄日华            
(NA)	 太經典了 70後必看的            
(5星)	 经典            
(5星)	 经典之作            
(NA)	 大爱            
(4星)	 可惜啊            
(5星)	 为了黄蓉，也为了降龙十八掌            
(5星)	 杨康真当是帅。。。。            
(5星)	 有什么好评的呢最经典的蓉儿和靖哥哥~            
(5星)	 童年的印记            
(5星)	 古灵精怪、冰雪聪明的黄蓉，是我审美里最可爱的女子。            
(5星)	 那时候的小王爷，倚马斜桥，满楼红袖招。            
(4星)	 没在最适合的年龄看。。            
(4星)	 以前和爷爷一起看的            
(5星)	 小时候特爱，看了不知道多少遍！！！无法超越的经典！            
(4星)	 经典            
(5星)	 别翻拍了，经典超越得了么~            
(3星)	 对我来说还是朱茵版的黄蓉最好嘛            
(5星)	 我就喺先入为主 认为喺最好 咁点阿            
(4星)	 我真的很喜欢翁美玲演的黄蓉，还有苗侨伟演的杨康            
(4星)	 不知为什么现在的武侠没这种武侠的感觉            
(5星)	 无法超越的蓉儿            
(5星)	 除了经典没有别的形容词！            
(5星)	 不需要什么理由，就是想打五星            
(4星)	 香消玉殒~            
(5星)	 还有比这更经典的吗？            
(2星)	 粗制滥造，惨不忍睹，非给怀旧成了不可逾越的经典，83射雕现象是影视界最吊诡的现象，个中因由当可深究。            
(NA)	 可爱的黄蓉            
(5星)	 经典吧。            
(5星)	 绝代无法超越的经典            
(4星)	 原来编导是杜琪峰             
(5星)	 82射雕布景实在太差，可惜了那些好演员；后续的射雕演员实在太差，糟蹋了那些山清水秀。            
(5星)	 依稀往梦似曾见            
(5星)	 年少回忆不可或缺的一部分            
(5星)	 经典中的经典            
(NA)	 武侠剧的一个经典神话            
(5星)	 没有人可以超越的 一版射雕英雄传            
(4星)	 一代巨星，一代经典            
(5星)	 美好的回忆。            
(5星)	 可惜看不到翁美玲了            
(5星)	 那时难道不是以为，黄日华就是郭靖。不知道张智霖李亚鹏胡歌都是郭靖。            
(5星)	 黄日花总是那么的帅. 最早还是看的录像带, 2004年的时候,在卓越网上买了一套.             
(5星)	 剧情都忘了            
(5星)	 经典            
(5星)	 铁血丹心，东邪西毒，南帝北丐，华山论剑这部电视剧是我对金庸小说阅读开始的启蒙这版蓉儿，前无古人后无来者  空前绝后~             
(4星)	 考虑到时间因素：30年前的作品，可以给9分了。            
(5星)	 最棒的射雕            
(5星)	 傻哥哥，俏妹妹            
(4星)	 小时候迷得一塌糊涂            
(4星)	 经典。            
(5星)	 最帅的杨康，儿时的记忆！            
(5星)	 这个83版本的，实在是非常经典！！！~~ 后面新版的就不行了...黄蓉演的一点灵气都没有~~ 哪里有翁美玲演得好。  还是这个版本最经典！！~~~一定要看！！~···            
(5星)	 黄老邪            
(5星)	 回忆。            
(4星)	 在海湾宿舍的时候天天熬到很晚看            
(5星)	 经典             
(5星)	 好吧，情节我都忘得差不多了            
(5星)	 阿翁已成黄鹤去……            
(NA)	 这么些年过去了，这肯定是无法超越的经典！            
(5星)	 个人认为是超越不了的            
(5星)	 不管怎么搞笑的动作和低质的道具，经典就是经典，是最好的一版            
(5星)	 永远的经典            
(5星)	 经典到无以复加            
(5星)	 倒我家的vcd就是这个包装。。。            
(5星)	 始终是经典，现在都无人可超越            
(5星)	 翁美玲真是太漂亮了!!!            
(4星)	 小学一二年级最爱看的            
(5星)	 看了五遍了。。这就是经典            
(NA)	 我居然看过。。。            
(5星)	 传世经典！            
(3星)	 人人都说这个版本好……可是我啥也不记得了，也不想重看~            
(5星)	  最早看一个梅超风就吓得我可以，二次印象一直在关注里边的感情戏，三次印象感觉苗侨伟演的真没话说 黄药师只能曾江来演了，四次印象就是有人爆出里边一堆现在成名的艺人在里边演配角，五次印象呢》？唯一不足的就是穆念慈的演员-，-如果金老能用最早版本让杨过亲生母亲出场的话就更完美了。            
(5星)	 永远的经典!!!            
(5星)	 无法被超越的经典            
(5星)	 喜欢片头曲            
(4星)	 我还是比较喜欢这一版的            
(4星)	 道具什么的烂了点，但演员赞~            
(NA)	 黄日华 / 翁美玲  帅            
(5星)	 经典            
(5星)	 经典。            
(NA)	 懵懵懂懂的看过。。。            
(4星)	 童年的记忆~            
(5星)	 人海之中，找到了你，一生变得有意义。            
(NA)	 小学二年级熬夜看的            
(5星)	 翁美玲就是有黄蓉的feel，谁演都不像。            
(4星)	 我不信你没看过            
(4星)	 有几个人长得不太好看 = =+ 我是死颜控            
(NA)	 经典之作            
(5星)	 武侠经典，看得最多的一部射雕英雄传，也是感觉最好的            
(4星)	 童年回忆            
(4星)	 呵呵··哈哈··哎··            
(5星)	 经典之经典，现在看仍然很精彩            
(4星)	 也是小时候比较喜欢看的……其它的版本直接无法替代……            
(3星)	 小时候很喜欢，后来再看一般。只是苗侨伟的杨康是我的最爱，可惜这版的穆念慈并不美更不娇，还是喜欢蒋勤勤的念慈。            
(5星)	 武侠经典啊，伴我成长            
(3星)	 自古红颜多薄命            
(3星)	 绝对经典的一部武侠片，不仅仅有我最最最喜欢的黄日华！不过我上大学之后才看这部片，已经觉得节奏太慢了......            
(5星)	 看过的版本中，这部最喜欢。            
(5星)	 给劲            
(4星)	 这个黄蓉真经典            
(5星)	 桃花岛这一干人，都邪，但邪得好了，是黄药师，要邪得不好，也就是那梅超风的下场。             
(5星)	 最爱中的最爱，阿康            
(5星)	 真好看真好看真好看！！！童年么，TVB王道啊！！！伴随着我长大的！！！            
(5星)	 超级经典～强烈推荐～            
(5星)	 不错不错，现在就表重拍了，再拍也拍不过人家            
(5星)	 我心中永远永远不会褪色的经典。            
(4星)	 记不清了            
(4星)	 挥之不去的经典啊~多少的大牌在里面跑龙套~~            
(5星)	 不用说了，都看过吧            
(NA)	 很小的时候            
(5星)	 大爱三哥！            
(4星)	 除了某些人着装诡异外这部作品很好梅超风很可怜，真的好可怜各种方面            
(4星)	 这是多么经典啊~~~            
(5星)	 经典            
(5星)	 我只看过也只会看这一版的射雕。有好多回忆，好多关于昊哥哥和我小时候的事。            
(5星)	 诸多版本中的永恒经典，岂是央视版本之流，更笑张纪中之恶搞啊！！            
(5星)	 经典的射雕            
(5星)	None
(5星)	 最经典的射雕了            
(4星)	 一直被模仿，从未被超越            
(5星)	 最最经典            
(4星)	 那是一个经典辈出的年代，翁美玲的仙逝让她的容颜永远留在了黄蓉时期的俏丽明媚            
(5星)	 依稀往梦似曾见，心内波澜现            
(5星)	 最爱这版的射雕            
(5星)	 经典            
(5星)	 百看不厌的精品，超级喜欢黄蓉，可惜，哎……            
(5星)	 TVB拍金庸无疑最经典，而这一部怕连TVB自己都再次超越了。            
(5星)	 童年回忆            
(5星)	 我记得这部片子是老杜拍摄的。            
(5星)	 大赞~            
(4星)	 更喜欢94版的            
(4星)	 最好的一版            
(5星)	 史上最经典的射雕            
(NA)	 郭靖能把人气死            
(5星)	 小时候的那些姐姐真的很美耶            
(4星)	 那时的道具布景实在不敢恭维。            
(NA)	 可怜翁美玲为了汤镇业香消玉殒            
(5星)	 永恒记忆            
(4星)	 这个版本最好            
(5星)	 很小很小的时候看的，当时觉得这片太帅了，当时我家还是14寸三元黑白电视！            
(5星)	 最经典的版本，无人超越的翁美玲。            
(5星)	 经典啊~~            
(5星)	 每个男孩子的经典            
(5星)	 蓉儿 靖哥哥            
(5星)	 永远的黄蓉！            
(5星)	 最经典的射雕英雄传。。翁美玲的黄蓉也是经典。。也很喜欢苗大哥。。            
(5星)	 難以超越            
(5星)	 小时候可是留满了翁美玲的不干胶贴纸呀。梦中的神仙姐姐...一端刻骨铭心的悲剧恋爱：世人只说汤镇业负心，谁人能体会生者的痛苦？汤当时可是将翁当成亡妻下葬呀......            
(5星)	 所谓经典，是一个时代的纪念。            
(4星)	 铁血丹心            
(5星)	 经典中的经典            
(NA)	 傻哥哥            
(4星)	 最經典的一部射雕            
(5星)	 好想再看一遍            
(NA)	 自此 再无射雕能出其右             
(4星)	 在现在看来，翁美玲的演技依然精湛。在世间，自有山比此山更高，待我心，世间始终你好。            
(NA)	 没看过的人不要和我说话。            
(5星)	 83最好看            
(4星)	 虽然经典，但并不比94版好看。            
(3星)	 姐姐的最爱            
(5星)	 翁美玲演的黄蓉最好看            
(NA)	 让我为之着迷的第一部武侠片，对于黄日华和翁美玲的美好回忆，但是给我印象最深的却是穆念慈，不知为什么。            
(5星)	 83版，经典 啊            
(5星)	 不管道具怎样，特技怎样，就是爱            
(4星)	 我就是爱杨康，83版杨康真是邪得迷人            
(5星)	 小时候，那翁美玲真是超美啊。            
(4星)	 翁美玲永远都是最美的黄蓉            
(NA)	 小时候最爱看的电视剧。            
(5星)	 其实是我爸好爱看的~~            
(5星)	 经典经典！            
(5星)	 无以超越.            
(5星)	 老顽童巨好            
(3星)	 很早以前看的了，印象不深，只是觉得背景很假，早期港剧的通病            
(5星)	 集体怀旧吧            
(3星)	 第一次其实看的是94版，这版给我最大惊喜的居然是沛叔。            
(5星)	 小时候每天早早爬起来看            
(5星)	 童年回忆            
(5星)	 真是热血加感动            
(5星)	 喜欢这版本的            
(NA)	 至今没看全            
(5星)	 昔日的经典，永远的靖哥哥和蓉儿~~~            
(5星)	 靖哥哥，蓉儿            
(5星)	 经典！！！            
(5星)	 当年完全是因为武打片少才看的，后来完全是因为音乐才温习的，最终，让它常驻了硬盘。确实非常有意思，见证的，也是一个武侠片的时代经典。            
(5星)	 经典 不能超越的黄蓉            
(NA)	 那一声“靖哥哥”很迷人的蓉儿~~            
(5星)	 黄蓉妹~翁美玲为情自杀掉！            
(NA)	 有三哥？没印象了……            
(5星)	 很经典，我会经常找出来重看的。            
(5星)	 回忆着一群人坐在巷口看电视的场景~            
(5星)	 惊艳。这便是真正的蓉儿和郭靖。剧情一般，主角出彩            
(4星)	 经典            
(5星)	 经典中的经典，至今仍希望能穿梭回去大宋，行走江湖，劫富济贫。永远的靖哥哥，永远的蓉儿。            
(5星)	 物是人非，经典不再            
(5星)	 超级无敌阵容            
(5星)	 无需赘言。            
(NA)	 对手太厉害，快通知江南七怪！！            
(5星)	 最经典的一部武侠电视剧了            
(4星)	 至今都没法超越的版本            
(5星)	 看到周星星童鞋让我很激动~            
(5星)	 ！！！！！！！！！！！！！1            
(2星)	 难道只有我觉得较差？            
(3星)	 当时觉得挺吓人的。            
(5星)	 经典            
(5星)	 金庸的故事我一直很喜欢，这个版本是最经典的版本！美好的回忆            
(5星)	 虽然效果有点让人…            
(NA)	 没有可以取代这部的新版            
(3星)	 这个看了不知道多少遍，以至于完全看不了别的版本。以前一直以为自己喜欢的男人是韦小宝那类型，现在才知道，妈的，我也想要个靖哥哥……            
(3星)	 ---蓉儿！---靖哥哥！            
(5星)	 绝对的经典。            
(5星)	 84版射雕，全家的最爱~            
(5星)	 又是一部经典...            
(5星)	 美目若兮，佳人如今安在？            
(5星)	 悼念玉女翁美玲             
(5星)	 我都入迷了，唉            
(5星)	 哈哈  没话说！            
(5星)	 这个必须是五颗星。            
(4星)	 虽然由于条件限制布景看起来很假，演员们稚嫩的表演会显得稍稍有点好笑，但是所谓经典是不会拘泥于这些的。            
(5星)	 永远的经典            
(5星)	 从不看别的射雕版本            
(5星)	 永远的射雕，永远的靖蓉，永远的翁美玲。            
(5星)	 经典            
(5星)	 一个传奇的诞生啊！！            
(5星)	 集体回忆            
(NA)	 经典啊！            
(5星)	 翁美玲很漂亮            
(4星)	 降龙十八掌跟圣斗士里冰河的那段舞蹈有的一拼            
(4星)	 其实现在看已经没有原来那么喜欢了，可能对于特效与观感更加叼了，而对于冗长的情节乏了，但是演员太到位了，于是经典依旧是经典。到了今天，我才发现演员的演技是多么的重要，可能因为今时今日演技好的人越来越少了吧（过多其它的半路出家吃上了这口饭）。            
(5星)	 经典            
(5星)	 还是这个版本最好看！            
(5星)	 這套電視劇播出時我仍未出生為何會看呢因為之前在看周迅版的射雕時經常被媽媽說翁美玲演得更好看了後當真喜歡了她可惜的是她已不在人世=.=            
(5星)	 唔使讲野，一定撑史上最强既靖哥。            
(4星)	 主题曲真是K歌必备啊            
(5星)	 永恒的经典             
(5星)	 百看不厌            
(NA)	 世间始终你好！！！            
(4星)	 经典了呀            
(5星)	 爱情启蒙            
(4星)	 没法超越的~~            
(3星)	 当年梅超风的造型吓死我了            
(5星)	 小时候每日的最大期待~~~            
(5星)	 为了他 小学曾经11点睡觉 就想多看一会儿            
(5星)	 七分邪中三分正，三分正里还有七分邪。世间始终你好。            
(5星)	 经典之作            
(5星)	 大爱七公和药师！            
(4星)	 不知到为什么小时候那么喜欢。            
(5星)	 喜欢东邪西毒的小骷髅            
(NA)	 超经典，百看不厌            
(5星)	 翁美玲形象太深入人心            
(5星)	 永恒            
(3星)	 小时候看的没什么印象，只记得郭进、黄蓉。现在重看一遍，最喜欢的还是杨康，太帅了            
(5星)	 TVB的经典,永远的黄蓉.            
(5星)	 情节根本就记不得了，只是记得小时候超喜欢杨康的，苗侨伟好帅~            
(4星)	 经典            
(5星)	 经典            
(5星)	 黄日华就是大侠的代名词            
(4星)	 黄日华一脸正气好傻。不过靖哥哥就是这样子的&gt; &lt;。翁版黄蓉最好。            
(4星)	 我爸特爱看。。特推荐。。安            
