http://movie.douban.com/subject/4707205/	爱情公寓2
(5星)	 期待第三季。            
(5星)	 用心的，就是好的。            
(5星)	 还是蛮好笑的            
(3星)	 比1弱一点点~            
(5星)	 简直是爱死曾小贤了。这才是年度大剧嘛，什么宫一类的雷人剧可以洗洗睡了。。。。            
(5星)	 其实我觉得真的很有意思。尤其是第14集、关于穿越的。哈哈哈            
(NA)	 很搞笑的电视剧。哈哈            
(4星)	 怀念展博了，原来没有美嘉的子乔也不似先前神气了，关谷变帅了，新来的三个人就唐悠悠还好，另外两个无感，所有演员包括龙套依旧很好看，衣服也是，奇怪的是广告置入竟然不会让我很反感，一菲小贤神马的最有爱了            
(5星)	 希望越来越好            
(4星)	 没有1好笑耶。。不过，更多元化了，不错~            
(4星)	 应该是大陆算蛮好看的搞笑喜剧了。。融合了很多时下的新潮的元素在里面，以爱情不变的主线贯穿。。挺轻松愉快的！            
(5星)	 好男人还是我..我是....            
(3星)	 我只是太无聊了            
(5星)	 一只很爱他们…………            
(4星)	 80后的都市搞笑生活，同时很有内涵            
(NA)	 米有1好看            
(4星)	 爱2最大的优点就是切题，表达的意思很明确：爱情，公寓，2            
(5星)	 太逗了~~国内第一部这么逗的            
(4星)	 一颗星给娄艺潇            
(NA)	 大爱关谷君···！！！！            
(5星)	 选B，赢走奖金带一菲出去旅游，再回来            
(5星)	 暧昧中的爆笑，经典的cosplay场景            
(4星)	 工作归来，疲惫一天，放松心情，卧床观看。可以让大脑放下思考，并付之一笑。            
(NA)	 搞笑死啦            
(2星)	 还行，但是抄袭太严重，几乎没有原创笑点            
(4星)	 错误的答案，正确的选择。            
(5星)	 不必多说，非常不错！！            
(3星)	 等第三季            
(NA)	 感觉不如第一部，关谷神奇和唐优优的感情戏超破坏气氛。。对此深表无奈！！！！            
(5星)	 笑笑什么的还是很好玩的            
(3星)	 为什么那么多人爱看？还推荐...真那么好笑么...            
(NA)	 流行语加弱智青年            
(5星)	 虽然植入广告挺多的，还素爱看~秦羽墨无爱....其他角色大爱啊~            
(4星)	 吃小龙虾那集很有意思，张伟很逗。            
(4星)	 4.3            
(5星)	 哎呀。我就喜欢胡一菲和曾小闲。。。我好喜欢最后两集啊。。。哭死我了。。。呜呜呜。。。五分全给最后两集。。前面的１８集都不记得了。。。            
(5星)	 值得一看            
(NA)	 各种抄袭山寨，各种美剧表示躺着也中枪。不过确实蛮搞笑的            
(1星)	 作为HIMYM粉，我淡定飘过            
(4星)	 更爱赫宝贝了 = =            
(2星)	 2手笑料一堆 人物前后变化太大 为剧情而剧情            
(NA)	 意想不到的幽默            
(4星)	 实力还在，可是展博和宛瑜不在了，少了很多笑点~~            
(5星)	 看完了，又要陷入无止尽的情绪凝潭里了。文学都是闷骚的人写的，没有人愿意一直情绪闷骚的看完一本又一本纯文学读物。直到敏感神经麻木，想一头撞死在这个世界的浓重的颜色里，吃下一幅梵高的向日葵。我想大笑啊！！            
(5星)	 最后一集把我看泪奔了。            
(1星)	 抄得不错            
(5星)	 很喜欢里面张扬而又幽默的台词，帅地一笔。。。            
(5星)	 想笑就笑吧            
(1星)	 多亏了爱情公寓2的结尾啊……在看贫民窟百万富翁的时候一点感觉也没有。一丁点感觉也没有。            
(4星)	 虽然把生活大爆炸山寨的如此彻底，我还是忍不住笑了            
(3星)	 模仿 有模仿也不错            
(2星)	 没有第一季好看            
(NA)	 大陆 老友记            
(4星)	 还是觉得挺好笑！            
(4星)	 抄TBBT的事儿就不说了，可能真是看得时间长了就顺眼了；比第一季强，因为曾老师太贱了            
(4星)	 没有第一部好看，不大自然。            
(5星)	 用来消遣还是很不错滴            
(5星)	 能给观众带来欢乐和生活感悟的就是好电视剧！~            
(5星)	 期待第三季            
(NA)	 恩恩，个人比较喜欢的一部内地爱情轻喜剧，笑过之后，也有一点点小体会            
(4星)	 比起一差了点点，挺喜欢他弟弟的啊，嘿嘿可惜出国了，哎不过还是很不错啊            
(4星)	 虽然没有第一部搞笑了，但是有些片段以及一些致敬环节还是不错的。            
(4星)	 ger～～～            
(4星)	 好笑            
(4星)	 搞笑的要死            
(4星)	 给四星，是觉得还可以再进步            
(4星)	 没有第一部好玩，但还是最喜欢关谷君            
(4星)	 我想做一个和曾小贤一样 做一个午夜的DJ 拿着固定不多的工资 在夜深人静的时候播放自己喜欢的歌曲 没有人听也没有关系            
(5星)	 确实是几秒钟笑一次~            
(NA)	 又是一位有才的编剧            
(3星)	 偶也觉得还是1比较好看呀            
(NA)	 不如第一季            
(4星)	 抄归抄 英语还是没有办法直接翻译抄成中文的 笑点就遗失了 所以他们改编得还不错            
(3星)	 不如全抄美剧的好。。。要不要这么不要脸            
(5星)	 除了各种搞笑 还有各种感动            
(4星)	 选B还是选D呢？            
(5星)	 这个结尾结的很纠结，似乎没有人有什么完整的结局，编剧就是这样来吸引我们看第三季的么            
(3星)	 无数眼熟的画面 = = 编剧你是有多爱老友记？            
(5星)	 终于看完了。好开心呦！！！！            
(5星)	 笑死了~~~~人也逗。            
(3星)	 总之有点 看腻了的感觉            
(NA)	 青春，            
(4星)	 嗯~虽然不如第一部，但还是挺乐的..明显火了以后植入广告都多了一堆            
(NA)	 一部在这个石头森林的城市捧腹大笑的电视剧            
(5星)	 确实有了一些借鉴的的桥段了     感觉木有第一部那么精彩   不过并不影响观看效果~~~            
(5星)	 期待第三季 一菲跟小贤的爱情有个完美的结局            
(5星)	 我花痴 我喜欢关谷 哈哈哈            
(4星)	 虽然很多情节赤果果地抄袭TBBT和贫民窟百万富翁，但我还是笑了。近几年难得看的国产连续剧            
(5星)	 我真心热爱一菲小贤            
(4星)	 搞笑七人行，抄袭翻拍模仿无极限            
(4星)	 说实话，不如第一部~            
(5星)	 投了B 因为我相信就算赢了也不一定要离开爱情公寓啊，因为导演怎么样都不会让小贤离开吧，要是没中，就太俗套了，我都可以猜到的剧情就不精彩了            
(NA)	 都市新的人类            
(4星)	 新颖的国产剧。。            
(1星)	 又买嗲，又抄袭，我说你什么好            
(3星)	 没有看第第一部时笑得那么欢乐了            
(5星)	 笑料不断，最适合心情不好的时候看了。            
(4星)	 其实还真挺好笑的            
(4星)	 有人说看到这个有点像粉红女郎…蛋疼…            
(5星)	 结局很好，小贤很情深····            
(NA)	 很少见的这么给力的电视剧咯！            
(5星)	 喜欢 喜欢            
(4星)	 love the first show better            
(5星)	 太好看了~            
(4星)	 看了两边，虽然没了展播、婉俞和美佳，但还是很超级爆笑，不过还是怀念那个一口盐汽水喷死你。心情不好的时候看绝佳!!!            
(5星)	 不错            
(NA)	 等着看3曾小贤亮了            
(NA)	 灰常逗，看完了就开心了……            
(5星)	 潮词很多的.....            
(5星)	 不过几集感情戏比较闷啊            
(5星)	 it&#39;s my love!            
(5星)	 非常幽默，很符合现代青年的胃口哦！            
(5星)	 当初看了1的第一集实在引不起兴趣所以弃之 不过在电视上偶尔扫了几集2于是开始天天追看了 很有趣的剧情~~喜欢            
(4星)	 美嘉回来吧~~            
(1星)	 其实我就是无法忍受这部拙劣地抄袭了how i met your mother的片子居然能得8.5的高分            
(3星)	 给三颗星。一颗星给曾小贤，一颗星给每集≥两条主线的剧情（情景喜剧都好这口，但编剧确实不容易），还有一颗星给我笑了- -            
(5星)	 最期待的搞笑剧终于在悬疑的结局中结束了 没有什么不好 不过是博没人一笑 期待第三季            
(4星)	 没看完 依旧很搞。            
(5星)	 很能搞，好看            
(5星)	 你值得一看的喜剧。如果喜欢1，就也要支持2哦！期待3.....小贤&amp;一菲你们要在一起呀！            
(NA)	 期待第三季            
(4星)	 没想到还有这么感人的一面......            
(5星)	 非常不错滴            
(4星)	 每晚睡觉前来一集              
(5星)	 “抄袭”和“致敬”的区别，在于有没有消化再创造            
(5星)	 不错啊~~还留了个悬念~~            
(5星)	 我爱曾小贤            
(NA)	 陪伴我度过无聊的时光            
(3星)	  山寨 雷人 一个都不能少 但是我更喜欢第一部            
(4星)	 宛瑜展博快回来吧~            
(4星)	 其实我很喜欢展博君            
(NA)	 挺逗的电视剧！            
(3星)	 还好！但比以前少了点什么！对，展博不在了！            
(4星)	 实话说，没有第一季有意思            
(5星)	 某几集特别搞笑，其他的有点平淡            
(4星)	 都市情景，非常给力            
(4星)	 没看过第一部，不过还是觉得值得一看的。至少能让人笑开怀。足够了            
(5星)	 不想和1比个高下，想看第三季咯！喜欢一菲和关谷            
(NA)	 让我会笑的很开心的片。            
(4星)	 小贤和一菲的暧昧。。。 有意思。。。            
(5星)	 其实2还是有很大的进步，很好看的！            
(5星)	 全部看完后会有强烈的失落感。。。            
(5星)	 符合当今时尚，挺给力！            
(5星)	 比一好笑            
(4星)	 我一口盐汽水喷~~死你~哈哈            
(5星)	 没想到会这么高分。。好吧。这的确是我多年来唯一能坚持看完的国产电视剧了。。            
(5星)	 好男人就是我，我就是..........            
(5星)	 zi怪我们sa的不够多不够快            
(4星)	 调剂调剂还是可以。。            
(4星)	 作为国产喜剧 能让人笑出来实属不易            
(4星)	 不够原创 但还很喜感            
(4星)	 结局太不给力了，还得等第三部哎            
(3星)	 总体来说笑点没有第一季多，结尾的感觉也并没有出完，期待第三季            
(4星)	 没有第一部好看，但是因为有前一部的铺垫，所以也还是很好看。            
(5星)	 11.2----11.3.23  其实今天要背书~做听力~嗯~~            
(5星)	 笑的我满地找牙            
(4星)	 我们都爱贱人~~            
(5星)	 太好看了　真的很搞笑            
(4星)	 终于看完了，09年8月看爱情公寓1的时候感觉无比惊艳，我朝终于也有如此青春的可以和我爱我家相比的情景喜剧了，不过美中不足就是几乎都是由网络小段子组成的。不过谁在乎呢？会心一笑也很重要不是么，关键是看时我们乐了，这就够了。二的话感觉就没有一那么惊艳了，字数不够，不写了，8分            
(4星)	 好笑啊，哈哈            
(5星)	 这个不是电视剧吗？怎么跑到电影里来了，总体来说这个电视剧是相当不错滴，支持一下~~            
(5星)	 爱一菲、爱小贤、感动于那份爱~            
(NA)	 这是电视剧续集中最成功的，大爱胡一菲和曾小贤，哈哈，又是他们两个！有感人的地方我看哭了，然后又乐出来。这部剧真是电视剧中的一朵奇葩！            
(5星)	 不看是你损失            
(4星)	 国产剧中的战斗机            
(5星)	 典型的2剧。            
(4星)	 咋就这么喜欢曾小贤的贱和胡一菲的悍嘞~~你们就在一起吧            
(4星)	 最能让我笑喷的剧啦            
(3星)	 生活大爆炸的桥段，完全照搬！台词都不变！还是第一部好看，话说小贤跟子乔是经典啊~~~~~~            
(5星)	 难得的佳作 看得出来导演和演员都很用心   比那些个所谓的偶像剧 苦情剧不知道高到哪里去了    另：抄袭什么的最喜欢了~~~            
(NA)	 看到了很多相似于美剧《天才理论传》镜头的片段。            
(4星)	 贤菲恋升级，造型升级，剧情退级了！            
(5星)	 喜欢猥琐贤和关谷呀~~~真可爱~~            
(5星)	 太好玩，而且感觉这才是生活。。。            
(4星)	 俗一把中国版老友记            
(5星)	 和第一部一样精彩，诙谐中透着哲理            
(NA)	 关古也不错            
(5星)	 多的不用说，很赞！！            
(3星)	 其实用来打发时间倒也还不错……            
(4星)	 爆笑经典短句剧。            
(5星)	 挺有意思的            
(5星)	 说抄，哪请问抄的定义是什么？没有定义怎么就归类为抄袭。再说原创，什么是原创？一个人如果在一个什么都没有的虚无世界里能有原创，哪灵感哪来？如果有灵感来源，哪为什么不算是抄灵感来源的？       既然说是抄的美剧，哪也学学美国人，说别人不行，就自己去搞一个            
(5星)	 朋友的感觉            
(5星)	 虽然被指抄袭啊什么的，但是还是很喜欢！觉得这样的已经很好了！            
(5星)	 赞赞赞，超逗            
(4星)	 挺好玩            
(5星)	 劇本很強            
(5星)	 太搞笑了！看了会很开心            
(5星)	 还是有笑点的，虽然有的时候挺无聊。            
(4星)	 BorD都不重要 青春才重要            
(5星)	 将轻松搞笑进行到底            
(4星)	 17 18            
(4星)	 还是有生活大爆炸的影子，更多了，还有其他经典的影子~            
(5星)	 我笑疯了=V=            
(5星)	 爱上曾小贤            
(4星)	 越看才觉得好笑 演员变化 慢慢适应来            
(5星)	 我真是闲的没事儿干了 哈哈哈哈哈哈            
(3星)	 喜欢悠悠。。比第一部好看多了            
(3星)	 1个人看就觉得鬼扯，几个人看还觉得蛮有笑点。            
(4星)	 虽然没有1给力，但还是很不错！            
(NA)	 用美嘉那句：“爱情公寓，我的超爱，超爱”。            
(NA)	 延续爱情1 的 精彩             
(4星)	 胡一菲和曾小贤 早结良缘            
(3星)	 个人比较喜欢第一部            
(5星)	 哈哈~爱2的子乔……是我的最爱~~            
(4星)	 2比1差了些            
(5星)	 很搞笑 不过比起第一季 还缺点什么 但在大陆这已经算一部好看的片啦            
(5星)	 感谢陪伴我每一天            
(3星)	 笑归笑，但还是太山寨            
(5星)	 不错，期待下一季            
(5星)	 这个简直没话了  国产中的经典            
(NA)	 我看好多人都说《爱情公寓》抄袭云云，其实人家编剧也都说了向美剧致敬，很坦诚！而且，其实很多美剧并不是每个人都看过，只要看过后觉得快乐就好！我不知道这些人是怎么看芒果台的山寨的雷阵雨，漏洞百出史上最烂的穿越剧《宫》的，还有那些完全不尊重史实的红色战争片的？其实这些才是最令人受不了的            
(5星)	 对白有爱，人物可爱!            
(4星)	 雨墨和张伟差了点 是不是成为情侣的下一季就不会出现了？            
(NA)	 太好看了。。。            
(5星)	 不错的剧集。。。喜欢胡一菲的性格。。            
(5星)	 我选择B，期待3~            
(NA)	 选B还是选D，期待第三季尽快出现！！！            
(4星)	 很轻松 很好玩的电视剧  子乔不穿衣服  呵呵。。。            
(5星)	 夸张的生活需要笑            
(5星)	 能轻松带给我笑声！            
(5星)	 在心情低落时 看帅哥靓女们演绎他们的生活。。。青春 应该是个不老的传说，还有你会爱的人。所以力荐！只是结局诧异了不小，因为一个B&amp;D，剧情严肃了不少。等待第三季。答案一定是要选D啦。。。            
(4星)	 比第一部好看很多，慢慢有了类型剧的感觉，希望不是昙花一现。            
(NA)	 第二部同样很喜欢啊~热切关注小贤和一菲啊~            
(1星)	 看完这个，就把去年的微博补习了一遍，基本可以参加补考了            
(4星)	 没有第一部好看……            
(4星)	 如果不是诸多地方有刻意模仿的痕迹的话这部片子可以更好的恩            
(4星)	 其实真的是抄了很不少呢~~~~但是说实话，真的好在不雷~~~抄的不雷对咱来说真的很不错了~~~~~~·            
(5星)	 正如片花介绍的 这是个gelivable的tv show            
(5星)	 相较于爱情公寓第一季的醇香，第二季则显得多姿多彩，算各有特点吧。            
(3星)	 相比第一部，我觉得第二部就有些做作了。            
(4星)	 想休闲放松的时候 是很不错的选择            
(4星)	 唐悠悠—关古神奇、胡一菲—曾小贤、吕子乔—陈美嘉、张伟—羽墨、陆展博—林宛瑜            
(4星)	 没第一部好看            
(4星)	 搞笑～            
(4星)	 国产高质量的山寨剧            
(5星)	 个人觉得第二部笑点比较多！~            
(4星)	 同羽墨相比，宛瑜實在是太可愛了~希望下一季曾哥和胡一菲能有進展，展博和宛瑜能歸來~            
(5星)	 广告多了点 实在有意思            
(3星)	 好多地方一看就知道结局。就来最后一集。不就是贫民窖的百万富翁么。还来个待续。。。还有新进的3个人。一个只会模仿脸发型都仿。一个只会表露他的8颗牙。还有一个装13。有意思么？有意思么？只喜欢第一部。狂爱第一部。            
(4星)	 好像没有第一部好看~            
(5星)	 为啥女演的身材...            
(3星)	 换了波人。            
(4星)	 第一部打3星  第二部给4星  不是本剧进步了 而是其他国产片没落了            
(3星)	 为啥我觉得都是些荤段子呢？            
(4星)	 抄TBBT，老爸老妈的浪漫史。。。。。敢不抄得那么完整不起码这部剧代表内地肥皂剧开始向国际接轨，哈哈            
(5星)	 老友记中国2011版！很好看            
(5星)	 第二部更多了感动！            
(5星)	 中国电视剧在进步！！~            
(NA)	 看好凯歌的外甥！            
(5星)	 很喜欢看爱情公寓，，很搞笑，，主要是贴近我们这种打工族。我们在外漂泊，打工，好朋友们一起合租，快乐幸福的生活。对于失恋的我，，天天看着喜剧开心。。挺好。。想想，，朋友真的是最重要的~~            
(5星)	 如果你正处在18—30之间，如果你有点伪宅，有点闷骚情节，这绝对是你要看的东西。前提是——如果你没有看过之如《老友记》之类的国外情节喜剧...........自然，夸张不做作的表演，给力的台词，巧合爆笑的剧情，能让你从头笑到尾的效果.....不过，我还是认为没有第一季好看。            
(5星)	 真的很不错！最后留给观众的悬念也很好 抄的好 复合口味 也很不容易啦~            
(5星)	 不错            
(4星)	 B，当然是B。把两套公寓买下，当包租公，继续爱情公寓~~~喔哈哈！！！            
(5星)	 虽然不如第一季 但是足以让我笑一整个寒假 真的想有个这样的公寓 和我的好友们            
(5星)	 剧情丰富了，笑点更多了，感情细腻了。第一季的几位主演缺阵有点可惜，笑点有些是老梗，但有些台词也有很多亮点，一部国产情景喜剧能拍成这样已经不错了，可以看得出导演有很独立的思想，期待第三季。            
(5星)	 大爱啊~~            
(4星)	 第二季剧情更好笑也靠谱，可能真的是因为借鉴了美剧的缘故吧。有几集剪接挺有创意。新加入的悠悠不错，是10个人中演技最好的。羽墨虽然代替婉瑜耍白痴，可总觉得她入不了戏。张伟长得就是杯具样，可是看过就忘了。关谷海选老婆；除夕夜，关谷师兄来，关谷简历VCR那些最好笑。结尾超有新意啊！期待            
(4星)	 好男人就是我 我就是曾小娴            
(5星)	 喜剧中能让我笑的不多的作品之一。。。            
(5星)	 看完了，唯一的安慰也就没了            
(5星)	 一开始看换了人觉得不好看，后来觉的还是满好的            
(5星)	 这一季有些ACG向了啊，第一话开头就是鬼泣的COS，道具场景啥的太有了，关谷的个人简历也很赞。虽然不太喜欢看国产电视剧，不过这部绝对是不能错过的。            
(5星)	 第二部比第一部精彩            
(5星)	 同上             
(4星)	 我还是喜欢婉瑜美嘉~！！！！！！！！赵文琪真讨厌！！！！！！！！！！            
(5星)	 还是喜欢吕小布和关谷君！            
(4星)	 打发时间            
(4星)	 有很多情节copy了老友记，但是整体还是不错的……            
(5星)	 其实我最喜欢张益达哈哈            
(4星)	 没有第一季经典，看完没有再看N遍的冲动，多了几个打酱油的！但还是支持一下吧，期待第三季······            
(5星)	 哇哈哈。。太脑残了。。。。            
(5星)	 哈哈，还是挺搞笑的。最后居然仿《贫民窟的百万富翁》。。。。。最爱曾小贤，期待下一季~~~            
(4星)	 特好笑，哈哈。不过在下比较喜欢关谷。。后来觉得子乔也。。挺好的。。不喜欢曾小贤。。。。            
(4星)	 我真是贪得无厌 不是说好省着点看 一天只看一集的嘛             
(5星)	 期待3            
(5星)	 不错，演员很适合，剧情也适合，中国终于有了适合年轻人口味的情景喜剧            
(5星)	 很搞笑，不错！            
(4星)	 林宛瑜呢？！？！？！            
(2星)	 没劲            
(5星)	 如此欢乐~            
(NA)	 看了不知道有多少遍！！！            
(1星)	 本来不是烂片 跟1比起来就是烂片 敢不敢不那么做作！！秦羽墨演技差极了 看了就恶心！！！怀念美嘉展博他们            
(5星)	 真是笑死了。            
(3星)	 没有1好看，有点无聊            
(NA)	 笑了一晚上。。。            
(4星)	 没有一好，宛瑜，美嘉，你们在哪里            
(4星)	 虽然说有好多情节是抄的，不过还是很喜欢。            
(3星)	 3什么时候出呢            
(4星)	 有很多美剧的影子，广告植入无处不在，但是它的确让我看得很欢乐。无论如何，我喜欢，四颗星！            
(1星)	 不是一般的抄袭~~~            
(4星)	 很好，没2已经不错了！            
(4星)	 你玩网络游戏么？哈哈~~~            
(3星)	 不如第一部            
(3星)	 好吧，即使处处是山寨，我还是看得很欢乐。。。。。。。            
(2星)	 1.广告植入太生硬，编剧就不能动动脑筋，别让演员硬生生地念广告词～2.剧情太山寨了，各种电视，电影的借鉴，莫非编剧已经江郎才尽了～3.没了美嘉之后，子乔的角色定位在哪儿？怎么成了个打酱油的，一直在别人的故事里打擦边球～            
(4星)	 好笑,很好笑,没心没肺的笑,哈哈哈哈哈...            
(5星)	 不管有没有抄袭，反正我是笑出来了。            
(3星)	 没有第一部好看了 唉            
(3星)	 我竟然“看过”这个。。。╭(╯^╰)╮我想说这部片子抄得还可以啦。。。摊手。。。            
(NA)	 爆笑人生  不解释            
(3星)	 口水山寨剧居然分这么高            
(4星)	 演员比1差好多            
(4星)	 扯扯淡什么的            
(4星)	 些许混乱 许多笑点             
(5星)	 3602.。。。            
(5星)	 每个胡一扉心中都有一个好男人，超喜欢小姨妈啊~            
(4星)	 依然很抄，依然好笑~ 说第三季的剧情会根据本季最后一集观众投票来写 我选B            
(5星)	 不管怎样~是真的很搞笑~~            
(5星)	 爆笑 我们的青春永远不老~            
(3星)	 还是喜欢第一部的演员            
(5星)	 倒霉孩子张伟闪亮登场            
(5星)	 第二部结合了更多网络流行的东西.让人感觉和自己的生活很接近.有亲切感...            
(5星)	 比一腐多了····            
(5星)	 就是喜欢 哈哈            
(5星)	 还是原来的主题曲，好呀好呀好            
(NA)	 些许共鸣。            
(4星)	 支持下，毕竟笑的很爽            
(5星)	 值得一看！！！            
(2星)	 表演很做作 抄袭美剧            
(NA)	 手法在外国早就用烂了...导演的copy能力不错            
(4星)	 不如第一季啊 大结局太无语了！真欠扁还~            
(4星)	 感觉小贤的戏份少了很多，大部分时间小贤关谷一组，子乔张伟一起。可能是为了必须先引入羽墨和张伟，悠悠。所以其他人必须减少戏份。很多模仿很多致敬，不过我还是支持多一点。            
(4星)	 确实有段子是照抄TBBT，但是还是非常好笑~            
(4星)	 第二部果然有點2了~不過國產劇能模仿到這種程度值得4星~期待電影版的曾老師和一菲姐&gt;&lt;            
(NA)	 这编剧编得真好玩~~            
(4星)	 曾小贤，胡小菲喊你回家饭饭...            
(NA)	 很给力的一部剧            
(5星)	 它不只是为了逗乐我们            
(4星)	 沒1好看。            
(3星)	 没第一部好看            
(5星)	 一般情况下的续集2都很二！爱情公寓也是，一开始被那个整容脸的秦羽墨给整无语了，挨到最后，点点滴滴，让人感动，友情，每个人都需要，看到这样的片子就可以了            
(5星)	 真的很好看~~~~~~~~            
(3星)	 单就用来打发时间来说，这剧还是不错的~            
(4星)	 冲菲哥和曾哥去的！            
(5星)	 哈哈哈哈哈。开心果开心果！曾小贤是我梦想中的男人，只能这么说啦。            
(4星)	 胡一菲            
(NA)	 很有年轻的元素。            
(5星)	 虽然最近一直很忙 虽然这个抄了很多HIMYM  虽然新来的几个人看起来没有wanyu和zhanbo舒服 不过还是坚持的看完了。最后两集我还边吃饭边看边想，怎么开始大规模的抄袭HIMYM了，各种加快频率，不过看到最后的几分钟，让我突然很有感触。恩。            
(5星)	 假扮关谷女友那一集笑死我鸟            
(5星)	 我又开始继续期待第三季，好喜欢贱贱的曾老湿啊~~呵呵            
(4星)	 我还是多喜欢的。虽然里面有些植入广告和很多的恶俗情节。我已经从最早的看笑料，变成了看感情了。期待小贤和一菲的表现。            
(3星)	 为毛我觉得没有第一部好看了，难道对“喜剧”桥段麻木了，抑或是太雷同，演员表演的一成不变？            
(4星)	 越到后面几集越牵强，不如第一部            
(3星)	 感觉不如第一部。            
(NA)	 这怎么叫抄？这是对潮流文化的模仿和学习。所谓抄，是侵犯版权的行为，但是《生活大爆炸》等情景喜剧也没有就搞笑点申请专利。再说的了，电视剧吗，能给人带来愉悦就行了            
(NA)	 一些搞笑，但感觉抄袭How I met ur mother 和TBBT的段子太多            
(4星)	 有点意思，哈哈。            
(5星)	 演员都不错的            
(4星)	 太多模仿friends and  how i met your mother 的痕迹了   希望国内以后能有自己的独特喜剧吧            
(3星)	 自认为比武林外传好玩那么一丁点；比较喜欢吕子乔            
(2星)	 抄袭太多了……偏偏还都是我爱的剧，于是看着看着老出戏……原创有点少，笑点多是网络和美剧已有段子            
(5星)	 同样精彩！            
(5星)	 好看搞笑就是王道            
(4星)	 内地难得的类型吧~也是难得这么成功的~            
(3星)	 还是不错的，能不乱抄就好了，另外回某短评：哥是90后，哥也看过加里森敢死队！            
(3星)	 比一差远了            
(NA)	 国产电视剧里面的精品啊！虽然很多人都说是抄袭的，但是能抄的这样也是很不错的，更何况里面的演员也都挺养眼的。期待3吧            
(4星)	 口味貌似变重了...            
(4星)	 山寨的还不错            
(4星)	 爱一菲。            
(4星)	 羽墨一角完全酱油到底···            
(5星)	 这帮人，太牛X了。。。头三尾三有点单薄，如果那个凌风换了吴宗宪没准就有点看头了。            
(3星)	 用来打发时间还是很好的。            
(4星)	 就是巧合跟段子加错位加山寨，但是包装好，仍然好看            
(5星)	 本来以为第二季会失败，现在看来我错了。哈哈，虽然走了几个人但还是超级可爱的人在，看到后面甚至觉得精彩过第一季。更时尚了。最爱接故事那一集，咳，真是太想住进去了。。。            
(5星)	 台词经典 超级搞笑 很就没遇到能看着一路笑过来的电视剧了  结局 很大的悬念啊~~  还是不要五百万了 和胡一菲在一起吧！！            
(NA)	 和第一季一样好看，不过女生感觉不如第一季。。。            
(4星)	 新人不行            
(5星)	 每一集都有笑点。比看friends什么的好看多了。            
(4星)	 悠悠没有美嘉给力啊            
(4星)	 没有爱1给力            
(5星)	 你说完美吧 就是来的新女的太次了 一大败笔 还有就是那个关谷也太次了 赶紧换演员吧 新来的张伟还有悠悠都挺给力的 恩恩            
(5星)	 看了一寒假。不过我比较喜欢 第一部的原班人马。            
(5星)	 很自豪的说：made in china!!!            
(5星)	 时尚，笑点多多，场景变换丰富。            
(5星)	 抄不要紧 欢乐是最重要的~~            
(4星)	 曾小贤曾小贤曾小贤！！！            
(5星)	 大爱  ~            
(5星)	 好看，总是爆笑出来，喜欢            
(5星)	 真赞`            
(4星)	 太搞笑了            
(5星)	 真给力啊            
(4星)	 没1好看~            
(4星)	 是我们的爱情公寓。。。。。。。。。。。            
(4星)	 应众多好友的推荐，我一路心情愉悦的看完这部剧集。            
(4星)	 大陆终于也能拍出这样的电视剧了~~鉴于它很多桥段是抄袭《老友记》和《生活大爆炸》，减掉一星。            
(4星)	 出乎意料的好看，恶搞~~            
(4星)	 山不山寨无所谓 看了开心就好            
(4星)	 越来越可乐了。。。            
(4星)	 结尾你赢了            
(4星)	 等了一年多难免有些失望，虽没有爱1那么经典，但还是推荐大家看，期待爱3~            
(5星)	 结局很狗血，还是喜欢第一季的原班人马，虽然第二季也很搞笑            
(NA)	 感觉比第一季有所逊色...特别是新进的两个角色太勉强了            
(5星)	 虽然各种山寨，但真的好好笑~~PS：我现在听到别人说我瘦了就跟张伟听别人叫他张律师一个表情...            
(4星)	 没有第一季好看 还是小贤最好笑 雨墨你的酱油打够了吗            
(4星)	 ipart！            
(5星)	 天下文章一大抄 就看会抄不会抄 好！            
(4星)	 蛮好看的！不过好像么有第一季那么出彩            
(5星)	 不错了，2比1拍得好看本来就是不可能的嘛~            
(5星)	 曾哥亮点中的亮点。比第一季好看多了 ;-)            
(4星)	 你的月亮我的心，好男人就是我，我就是曾~小~贤~p.s.我无耻地向我妈要那件动物睡衣，而我妈竟欣欣然地答应，还上街找了一大圈！            
(4星)	 最喜欢彪悍的胡一菲~            
(4星)	 反正我喜欢。            
(5星)	 好看。哈哈。            
(NA)	 是挺搞笑的，不过大部分都抄袭老爸老妈浪漫史。不怪演员，只希望编剧能不能不copy求创新            
(4星)	 还是喜欢1~            
(NA)	 好看！            
(NA)	 笑死了~~哈哈。            
(5星)	 很简单的喜剧片 却让人觉得看了心情很好 植入广告什么的都变得无所谓了            
(4星)	 感觉第一部好看点·可能是因为我没有看 friends不过它仿的还蛮有感觉的哈             
(5星)	 心情不好的时候很适合看 就那么简单的理由~            
(5星)	 属于80后的片子 快乐得很纯粹~            
(1星)	 2果然很2，明显不如1            
(3星)	 断断续续的持续了很久看完了 还是那样的搞笑 轻松诙谐             
(5星)	 一如既往的搞笑            
(5星)	 三星半吧，可是有了A李晓峰B罗贤C张宏圣D刘二龙之后的话            
(3星)	 相比第一季稍逊。            
(5星)	 小布～            
(5星)	 笑屎人~            
(5星)	 不管再怎么难过，只要一看《爱情公寓》就什么就忘记了。。大爱曾小贤            
