http://movie.douban.com/subject/1856299/	宫 궁
(3星)	 画面 题材尚可            
(5星)	 最棒的韩剧！第一次为了一部电视剧通宵，撒花~~演员没话说，画面感没话说~            
(5星)	 纯情纯情。。青春青春！！            
(4星)	 就是有点墨迹，喜欢信！！唉，我可真受不了律，一副柔情蜜意的样子，鸡皮疙瘩一地。还有，我真的差点被蒙蔽韩国是君主立宪制国家。            
(5星)	 算是当年一个豪华制作了，好看。            
(4星)	 还行吧。。。。。。。。。            
(5星)	 信。。。不多说！            
(4星)	 =  =我都忍不住吐槽我自己...            
(4星)	 这个。。。当年很红的            
(3星)	 以前看的，顺便mark下。            
(4星)	 尹恩惠太可爱~\(≧▽≦)/~啦啦啦            
(3星)	 当时男二非常火  不过我还蛮喜欢男一的 延续韩剧一贯的 后来没意思的方式            
(3星)	 韩剧越看越可怕的地方就是不喜欢各个女主角……的性格。虽然也善良，也认真，可就是看不惯那些笨拙，那些不解人意……女人真的都有那么蠢么？真是的！            
(3星)	 朱智勋~            
(3星)	 前面还行，后面剧情实在太拖了。画面的精美，一直是韩剧的特色。            
(5星)	 這是我唯一一部重頭追到尾的韓劇。            
(3星)	 大爱朱智勋啊。。。            
(5星)	 嫁进皇宫的那天，对着自己的家人说：我的人生我自己做主~哭疯了！            
(4星)	 后面的剧情有点遗憾            
(5星)	 女主啊女主。不说了。            
(5星)	 韩剧经典            
(3星)	 过了爱幻想的年龄看的韩剧，百无聊赖，朱智勋花美男~！1            
(3星)	 以前看的脑残剧。            
(5星)	 尹恩惠呐~  算是我看全的第一部韩剧。还是觉得很经典。她真的演得很好            
(4星)	 这也漏了            
(4星)	 我喜欢信王子。            
(NA)	 我想说这部我看了好几遍 囧~~            
(4星)	 还可以            
(5星)	 看了这么多遍 也还想着什么时候 重温            
(5星)	 挺经典的            
(3星)	 韩剧就是坚持不下去。。。            
(5星)	 很韩剧...            
(5星)	 说实话我已经看了三遍了 呃 真有瘾            
(4星)	 呵呵~~还是经典的一部韩剧吧~~看了两遍 恩~ 中间过程其实还是有点小虐滴            
(2星)	 拖沓。。磨叽。。。            
(4星)	 我怀旧 我落伍 我还是觉得挺好看            
(4星)	 赞            
(5星)	 灰姑娘变天鹅的版本。。。            
(5星)	 当时迷得啊            
(4星)	 那个时候非常喜欢，现在也还可以了            
(NA)	 大概是继蓝色生死恋和冬日恋歌后看的第一部韩剧。            
(4星)	 主演都长得很养眼~~ 从这部片子知道的泰迪熊 大爱呐~~~最近又看了一边 好吧 我承认我很无聊 好长啊~~~            
(4星)	 我只想说。我是男二控。唉  虐死了            
(NA)	 宋智孝在里面真美～            
(2星)	 为了片花 我多给一颗星            
(4星)	 当时红的一塌糊涂 还是喜欢那时候的尹恩惠 胖嘟嘟的很可爱            
(4星)	 至少当时感动过            
(5星)	 在韩国时候看的，白日梦做得好开心~！            
(5星)	 想起这个片子 就想起了高三的暑假            
(NA)	 喜欢~            
(5星)	 我的最爱。            
(5星)	 最喜欢的一部韩剧。            
(4星)	 剧情狗血 但是 男二是尤物            
(3星)	 有一阵还是很中毒的。配乐很好。            
(NA)	 很梦幻的一部偶像剧。让我回到那个有梦的年纪。            
(5星)	 话说我看了13遍。。。当时都痴迷了。。。哈哈            
(3星)	 因为这部片 爱上律王子 当时一个劲感叹男主角好丑啊 不要打我~~            
(4星)	 很喜欢这部电视剧,对于金桢勋是非常的心疼,他的爱情是不论怎么努力也是徒劳,最后让他退出的理由又是那样的揪心,好像被撕裂了!输的彻头彻尾!            
(5星)	 我记得是很小的时候看的- -             
(5星)	 虽然小说没看  但是电视剧很不错~~ 好笑~            
(5星)	 追的第一部韩剧，大爱男二            
(5星)	 让我跟着哭了无数次，委屈无数次的剧~            
(NA)	 又是n年前看过的 还不错            
(NA)	 每个公主都有一个王子和骑士            
(4星)	 主角帅啊！！！            
(4星)	 有点点墨迹            
(5星)	 男猪脚蛮好的，讨厌男二号            
(4星)	 刚开始我喜欢男二。之后觉得，哎呦，男一也不错哦。之后，我喜欢上了尹恩惠。            
(2星)	 受不了嗲……            
(3星)	 我喜欢里面的泰迪熊            
(4星)	 就、、衣服美~            
(NA)	 纪念我看完的最后一部韩剧。纪念我的帅哥            
(4星)	 很无聊，只是觉得男主角长得很符合胃口。            
(3星)	 喜欢“李信”这个名字，记得信对彩京说“如果我退位，全世界都离我而去，你愿意留下吗？”            
(5星)	 我怎么那么喜欢啊！            
(NA)	 看别人剧评之后觉得可以一看……/我果然是男主派的，律自私又脆弱，完全看不惯；信口硬又孤傲，勉强可以接受；至于恩惠的女主，如果不加集应该会好些……整体而言线索混乱节奏松散，除了衣服场景和配乐差强人意外，其他就当看年轻人玩过家家（成年人争权bugbug满天飞）图个养眼算了            
(5星)	 华丽            
(5星)	 很喜欢            
(3星)	 比较完整的看完勒            
(5星)	 高中时候看的了 好看~非常喜欢主角们 尹恩惠超可爱            
(4星)	 我们宿舍集体看的第二遍~~值得回味~            
(5星)	 尹恩惠啊尹恩惠            
(5星)	 尹恩惠这时候是我最喜欢的，现在的她我一点都不喜欢了，但是里面的两位王子太帅了~永远支持你们两，早点出一点新作品吧            
(4星)	 还好吧..典型的韩剧..觉得有点太长呃..看得很痛苦..            
(4星)	 看着封面还是挺怀念的            
(4星)	 衣服好漂亮哦。            
(2星)	 剧情一般，我怎么那么讨厌男一号            
(4星)	 结局不好看啊~            
(3星)	 当时还是挺喜欢看的            
(4星)	 我爱金正勋。。。奶奶的。为什么越到后面我看的越闷的慌了            
(3星)	 这俩个男主角都够垃圾的            
(5星)	 大爱            
(3星)	 太子，或者不是太子，我都在你的身旁爱你...            
(5星)	 目前看过觉得最含看的韩剧            
(4星)	 当初啊当初，真的是很迷很迷，一个礼拜一个礼拜的等~            
(NA)	 相比之下《我的公主》木有这个好看            
(5星)	 爱极了信君。            
(5星)	 朱智勋的皮囊啊~~尹恩惠也蛮可爱~ 其实剧情没什么特别新颖的..不过套上了一个君主立宪的空壳可以满足过大小女生的幻想~~ 喜欢泰迪熊            
(4星)	 好看             
(4星)	 很久之前的观感还犹存            
(5星)	 在学校机房赶作业无意瞟见隔壁男生的电脑画面，看了一段之后就狂搜这部片啊~呵呵            
(3星)	 信是理想型.&gt;&lt;            
(5星)	 不错不错就是不错            
(4星)	 喜欢小说多一点            
(4星)	 算是经典韩剧了 尹恩惠也凭借它上位成功。喜欢朱智勋。            
(4星)	 一般吧，不喜欢女主。看的时候觉得男二好，看完了还是男一正点啊            
(3星)	 我看過的第一步韓劇吧            
(4星)	 还是和你一起看的。。            
(3星)	 我就记得tennie wennie            
(5星)	 看了3遍。            
(5星)	 能不把我最喜欢的剧翻译的这么恶心么= =            
(3星)	 还行吧。            
(3星)	 挺有趣的            
(5星)	 圆了以前我妈不给我看这个的梦了            
(5星)	 06陪我度过艰难            
(3星)	 这个我觉得其实还挺一般的~~大家都说好看，我真的不怎么来感呢~~~难道是男主不吸引我？哈哈~~            
(3星)	 结局有点无聊            
(4星)	 从律王子到信王子的转变，，，            
(3星)	 不好意思 没看完 后面越来越不行了             
(4星)	 最初是在接受不了朱智勋的长相和演技~~好在后来看过朱智勋的魔王，超级喜欢，反过来才终于把这部快进着看完~~            
(4星)	 喜欢~            
(3星)	 好吧 这部中的金志勋还是成功的激发了我的母爱情怀 所以那一星是给他的             
(4星)	 虽然很YY，但很有趣            
(4星)	 律.╮(╯▽╰)╭.            
(3星)	 没什么印象了，因为喜欢尹恩惠才看的            
(3星)	 初中的时候这剧很火啊            
(NA)	 满足了我的幻想            
(3星)	 = =            
(4星)	 ~~~喜欢哈~~~~            
(5星)	 主角的身份很特别 这是我被这个剧吸引的最先一点  律好帅啊 我爱死他了            
(4星)	 尹恩惠真是个可爱的小姑娘~不过男主真是打心眼里看起来讨厌……            
(3星)	 主角长的还行！！剧情有点拖            
(5星)	 老妈看后说，这么好看的电视剧你怎么不告诉我啊！！！            
(5星)	 经典            
(5星)	 梦幻就够，喜欢这几个演员            
(4星)	 当年很喜欢!!!            
(4星)	 律还是信，真的很难抉择            
(5星)	 我竟然还有少女心【惊            
(4星)	 我的律啊！            
(NA)	 以前的我就喜欢这种风格的，那时候也是狂追            
(5星)	 纯看衣服            
(NA)	 金正勋！！！            
(4星)	 完全只爱男二啊。            
(3星)	 因为一部剧。又红了一系列的人            
(5星)	 推荐男2            
(4星)	 韩剧较辉煌的时期            
(4星)	 初中和姐们都喜欢看,好像老是在争到底是男一号好还是男二号好~            
(4星)	      不眠不休，两夜搞定。。。。。。。两个王子啊            
(4星)	 喜欢皇后。            
(5星)	 当年火得啊~好看~            
(4星)	 俗 但是我喜欢看！！！金正勋是我的type            
(4星)	 剧情记不太清楚了，只有金正勋在脑袋里面转啊转的。。            
(5星)	 看了几部泡菜剧到现在还是最喜欢这部了TAT            
(5星)	 恩。。到现在突然发现我最喜欢的竟然不是男1男2，而是女猪。。。            
(4星)	 很感动呀，主要是两个男猪脚都太帅了呀，哎呀呀，美色诱惑            
(4星)	 初二的时候看得。当时感觉这是整个初中看得最好的剧了。主要就是帅哥美女，题材新颖神马的，很养眼啊。            
(5星)	 仍然记得四年前一放学回家就立刻冲到电脑前的日子，也许现在看来它的剧情不完美，男主也不够好看，但就是一个美好的记忆，尹恩惠后来也再没有什么好剧。            
(3星)	 高中午休剧目 尹恩惠好可爱~            
(5星)	 律。            
(5星)	 我心中排老大的韩剧，唯美的画面使我一度跌进这类韩剧，喜欢里面的主演们。            
(5星)	 迷你韩剧一度的巅峰作品~            
(5星)	 不败的经典。大爱            
(4星)	 信的个性也蛮可爱的嘛            
(4星)	 一直听朋友推荐 前不久才看的 难得喜欢男二 主要是男一实在太丑了。            
(4星)	 当初所有人都喜欢那个 金正勋 就我喜欢朱智勋 。。。。。            
(5星)	 这个也不知道看几遍了呢            
(NA)	 题材新颖，表演出众            
(NA)	 没有看完，但挺赞的            
(4星)	 觉得很唯美~~~小女生下~~~            
(1星)	 哎 无爱            
(5星)	 看过第二遍还是很喜欢            
(5星)	 尹恩惠可爱到爆，爱她，无限爱            
(5星)	 那会多着迷            
(5星)	 勋~~O(∩_∩)O~            
(3星)	 金正勋很帅很温柔，其他的主角不喜欢，演技一般，剧情也很拖沓。            
(5星)	 四年后，我又重温了一遍，还是很好看            
(5星)	 里面男一男二那时喜欢到不行，现在都不想再看到了。女一看的错气到不行，现在觉得不错了。            
(4星)	 华丽丽的            
(5星)	 看过多次还想再看的韩剧！信太迷人了            
(3星)	 女主真的不好看！！            
(2星)	 不知迷倒多少少女的金正勋啊.......忧郁男...            
(3星)	 男女主角互虐的劇情最稀罕啦，哈哈哈~            
(3星)	 恩惠嘛~最喜欢了~            
(4星)	 不错，符合我喜欢华丽丽风的性格，那时候大爱金正勋啊，就想着为啥不选择男二呢。            
(4星)	 06的经典啊。。            
(5星)	 我最爱的韩剧!!            
(5星)	 曾经最喜欢的片子            
(3星)	 想当初追的呀 后来回过头。。。            
(5星)	 永远的最爱。信。你是我的天。            
(NA)	 很好玩耶。。。。我看了至少5遍，对它很有感情。            
(3星)	 很好看   为什么不跟男二号好呢            
(4星)	  拍的不错！很新奇！很华丽！高三毕业的那个假期连着看完了            
(3星)	 灰姑娘的故事还能欺骗谁呢？我大一上学期的时候看的，一点也没觉得好看...            
(5星)	 大学时很喜欢的一部韩剧。其实更心疼律王子~            
(3星)	 还好吧，原来不喜欢信的，看到最后还好啦，没什么内容，感觉蛮空的，服饰布景不错。            
(5星)	 UP            
(4星)	 还是喜欢男主角一些。            
(4星)	 還蠻可愛的~            
(3星)	 我就觉得朱智勋帮我们系的一个老头子蛮像的。。。还是喜欢咖啡王子的恩惠呀            
(4星)	 后面拖沓。            
(5星)	 喜欢朱智勋。            
(5星)	 额～几年之后翻出来重新看，还是很喜欢。            
(5星)	 很喜欢这部。            
(5星)	 我绝对是男二控┭┮﹏┭┮  让人心疼的律啊~            
(5星)	 高中时代的美好回忆，真的真的很好看!            
(4星)	 很韩剧…            
(5星)	 唔，之前一直想看。高考放假时看的。这个剧不错，喜欢！            
(NA)	 当时很喜欢，感觉律好惨、、            
(3星)	 不错哦。。。。为什么要信不要律呢。。。金正勋好赞啊。。。            
(4星)	 以前迷得不行，现在....            
(3星)	 满足一下花痴 狗血的梦想爱情吧~            
(NA)	 纯纯的Cinderella  朱智勋 金正勋 很帅            
(5星)	 喜欢信…            
(4星)	 王子与灰姑娘 难得有我喜欢的一部            
(4星)	 演技真的很一般，但音乐和场景布置确实没得说            
(3星)	 这部挺火的，趁着那时看了一下，感觉还不错，虽然当时挺喜欢金正勋的，但是现在不喜欢了。            
(3星)	 传统服饰和宫景是唯一吸引我的~            
(NA)	 超爱            
(5星)	 大学时候在宿舍看的，当时觉得实在是太好看了            
(4星)	 啊啊啊 这部连我妈妈都喜欢看             
(4星)	 王纸和公主的故事 就算再老套我没有抵抗力。。。            
(NA)	 前段时间又看了一遍，律还是那么帅啊            
(5星)	 大爱，那时。            
(5星)	 最最让我感动的韩剧、最最让我心痛又心爱的爱情！信君和彩静~~            
(5星)	 宫            
(3星)	 喜欢恩惠~            
(4星)	 狗血之精华=A=..不得不说伊恩惠和朱智勋挺萌的            
(4星)	 从小缺爱的孩子都这么温暖吗？可惜再温暖也没人爱。            
(3星)	 冲着帅哥靓妹来的~            
(4星)	 本来挺好的，但是再看一次的时候才发现经不起再来。算了，以前挺好的            
(5星)	 尹恩惠，小可爱！            
(4星)	 律好可怜啊。。男二就是悲剧！            
(4星)	 这部剧有点虎头蛇尾，但不影响我喜欢信君这样的有男子气概的有担当的男人，自己再孤独寂寞为了家族也要扛。女人啊，一生能遇到这样的男子真是运气呢。也祝福像信君这样的男子，能遇到真的了解自己能给自己带来幸福快乐的女子吧。            
(5星)	 其实我喜欢信~            
(4星)	 随便看看就行。            
(4星)	 :D            
(4星)	 勾起了我童年的记忆啊            
(4星)	 形式不错，完全架空~            
(5星)	 好喜欢尹恩惠哦!            
(4星)	 小熊            
(4星)	 金正勋很帅、 结局很狗血= =            
(3星)	 我庸俗的只是为了看尹恩惠和金正勋。            
(NA)	 因此剧喜欢上了律君            
(4星)	 这就是平民同贵族的差异，也是麻雀变凤凰所需要付出的代价            
(5星)	 尹恩惠就是我的菜啊~            
(4星)	 喜欢尹恩慧            
(4星)	 音乐不错            
(5星)	 信君~            
(5星)	 很华丽~            
(5星)	 好看            
(1星)	 男主角太丑，剧情太恶心。但捧红了伊恩惠。            
(4星)	 喜欢泰迪熊            
(4星)	 喜欢尹恩惠~            
(2星)	 不明白它当时为什么会火 不明白为什么我会看完...            
(4星)	 可爱的恩惠，酷酷的智勋～～超级喜欢智勋打粉红细长领带            
(4星)	 复习了两遍。。            
(5星)	 经典的韩剧，尹恩惠的衣服实在是太漂亮了，朱智勋很有王子魅力。当然啦，金正勋就是那个让人放在心窝来疼的可爱小王子啊。。            
(4星)	 一遍好 两遍腻            
(5星)	 怀念高三是窝在被子里看宫的日子~            
(4星)	 信呐~~ 哎呦。。那时候是有多爱。。            
(4星)	 某一年过年和妹妹们一起看的。歌不错。喜欢尹恩惠。            
(5星)	 少女心~            
(NA)	 就想说一句-------真是闲着蛋疼啊！！！！            
(5星)	 無論如何都覺得朱智勳比較有味道。恩惠最可愛啦~ &gt; &lt;            
(4星)	 太子的屋真好看            
(4星)	 喜欢，喜欢他们俩在一起的感觉，就这么简单~            
(NA)	 忘了。            
(NA)	 最喜欢里面的熊熊            
(4星)	 刚出的时候正好是期末，看着学姐们追着看，幸亏按捺住了，要不肯定连期末考都没心思了            
(4星)	 貌似我看的第一部韩剧            
(4星)	 高考的回忆            
(5星)	 郁闷的时候我就看这个。。。  看了好多遍了。。。            
(NA)	 有我们美好的回忆，好看            
(3星)	 剧情托塌 ，男女主角 不积极            
(5星)	 爱上的第一部韩剧            
(5星)	 韩剧中不得不看的经典            
(3星)	 中学看的            
(4星)	 尹恩惠太可爱了            
(3星)	 炒得很火，剧情简单浮躁~            
(NA)	 有一一幕 一定要对男友试试 O(∩_∩)O~            
(5星)	 看了好多遍了！！！            
(4星)	 当年挺迷，爱尹恩惠            
(5星)	 有真的王子～～很喜欢这部            
(5星)	 高中看得了吧。。            
(4星)	 ..            
(5星)	 The first korean drama enjoyed by a group            
(4星)	 大学时看的片，洋，你想念么？            
(5星)	 演员精湛的演技，感人的剧情，尖锐的矛盾冲突，力推。            
(4星)	 我还买了书看的~            
(4星)	 早期韩剧的感觉             
(4星)	 當時看宮的時候覺得蠻好看的~            
(NA)	 初中时迷了一阵            
(4星)	 那时候很迷律王子~果然对这种阳光微笑的男人最没有抵抗力了~            
(4星)	 尹恩惠 终于通过该剧当上一线女星，不再是只上综艺节目的组合歌手，宫创造了不少奇迹            
(5星)	 尹恩惠的成名剧、怎能错过。            
(2星)	 挺无聊的、            
(4星)	 每每剧情感人到想哭的那一刻看到男猪的脸我又破涕为笑了···哎···            
(2星)	 好沒意思，好沒意思。皇太子一點都不帥。當年芳芳還說我的嘴很像金正勳的嘴啊哈哈。            
(4星)	 男一是属于女一的，而男二是属于观众的，所以他赢得了所有人的心——永远的律王子            
(NA)	 大学的时候很喜欢的一部剧。。。那是我大学的记忆啊~~~            
(4星)	 高中时期狂迷的。            
(3星)	 因為他喜歡上了金楨勳            
(5星)	 让人注意到尹恩惠的剧~            
(5星)	 当初看的时候真喜欢。            
(5星)	 从这一部开始认识韩剧            
(5星)	 没有人能理解这部电视剧对我来说意味着什么。。我亲爱的李信。。            
(4星)	 结局狗血～            
(4星)	 中间西韩风格结合的挺好            
(4星)	 衣服很好看            
(NA)	 唯一看過的韓劇/律王子T T            
(4星)	 看的最后一部韩剧！            
(3星)	 2.5            
(4星)	 金正勋&gt;&lt;            
(5星)	 蛮好看的，喜欢那时的尹恩惠            
(4星)	 恩惠呀！喜欢她就是这部剧开始的，后来的《咖啡王子一号店》和《拜托小姐》里面我又看到了好多恩惠的新角色，每一个都精致的演绎，好喜欢。            
(5星)	 过了几年再看 信王子深得我心            
(5星)	 算得上是最喜欢的韩剧了~~            
(3星)	 还好了。            
(3星)	 棒子们，你们还是不要乱编了。只记得衣服都很美。            
(3星)	 有点稚嫩            
(4星)	 很好，不错，还是从这开始喜欢尹恩惠的，翘翘的嘴唇，超可爱            
(5星)	 完結。最喜歡的一部韓劇            
(4星)	 佷韩剧的韩剧。我就是爱律的颜哪～～            
(5星)	 尹恩惠！喜欢剧中的信的，虽然现实中的他实在是不大给力            
(NA)	 都是奔帅锅去的            
(1星)	 又臭又长 我想不通为什么会有人爱看棒子剧             
(4星)	 这部片子捧红了一堆人            
(NA)	 很有时代的局限性            
(5星)	 喜欢，尹恩惠真让人喜欢            
(4星)	 律殿啊我那么那么那么喜欢你 幸运的是真的在这个世界上找到了另一个你            
(3星)	 那个时候 为了看韩剧而看韩剧 什么都看            
(4星)	 还看了书的，背景很华丽啊            
(5星)	 啧，旧爱什么的。。。            
(5星)	 为了这片子，奔赴济州岛泰迪博物馆，花3w5韩币买了一只阿尔弗雷德，还是中国制造的~            
(5星)	 大爱信君            
(NA)	 她总是让我感动            
(5星)	 喜欢太子和王妃，很好玩。想象力很丰富~            
(NA)	 百看不厌！~~至今都在回味~~            
(4星)	 最近在重温第二遍了，还是觉得好看啊~~            
(4星)	 当年很迷的。。。和我老娘一起从晚上看到天亮            
(5星)	 爱做梦女孩一定会爱看的剧!!!            
(4星)	 以前看着觉得还好，就是不喜欢配音。后来看了一版原音的，感觉好多了~            
(4星)	 剧本真……，4星都是给美女尹恩惠            
(3星)	 一直以为男二会和女一在一起。等到结局也没看到。            
(5星)	 什么时候拍 2             
(4星)	 唯爱信~            
(5星)	 一个阳光的女生温暖了一个冷漠的王子。            
(4星)	 好看            
(5星)	 想象力很丰富哦，君主立宪制~什么时候也想象下中国也是这个体制。。。不敢想。            
(5星)	 漫画怎么还没完啊。。。            
(2星)	 没觉得好看``勉强看完``            
(3星)	 忘不掉的是华丽丽的服装和宫廷布景。            
(3星)	 必须使用快进            
(3星)	 后面无趣的争斗看得有点烦，信因为不知道如何表达，吃了不少苦头呀            
(3星)	 不晓得，被尹恩惠的小姐气质所迷倒，不小心就去追以前的片子，好像看过的人对这部片子至少留存到现在的感觉是很好。anyway。不晓得是网络太卡还是啥，我没了耐心，mm蛮可爱，不过06年到10年，四年的蜕变，让我觉得一个变化，恩，小女孩到迷人的女人，我不是很能接受in some way            
(5星)	 看完以后 巨心疼金桢勋...            
(5星)	 经典            
(4星)	 衣服美。            
(4星)	 唉，朱智勋当年多帅啊……            
(4星)	 信君~~~~            
(1星)	 看过不到一集，完全看不下去。太垃圾了~            
(4星)	 宫的那些假背景总是让我很出戏。            
(4星)	 喜欢。哈哈。第一次喜欢尹恩惠！            
(4星)	 看的我心伤。。。只记得在家里偷偷的看            
(4星)	 服装   摆设 看了很赏心            
(5星)	 衣服漂亮            
(4星)	 我也有过年轻的时候........(￣▽￣&#34;) 金正勋一直很喜欢            
(NA)	 无爱            
(5星)	 从这里开始喜欢上了朱智勋~那阵子还为了他画了张素描呢XD            
(NA)	 一个不错的爱情故事 呵呵             
(3星)	 没有觉得很好看~~~~为神马这么多人推荐            
(3星)	 当时天天追着看            
(5星)	 大爱律！！            
(4星)	 我很无知。。。            
(4星)	 这部韩剧的前半部分非常好看，后面有些拖沓。音乐好听            
(4星)	 算是不错！ 因为这次的韩剧让人彻底的把梦做尽了！            
(4星)	 维持韩剧一贯的纠结剧情            
(5星)	 like……            
(5星)	 笑我痴笑我狂！            
(4星)	 当年那个喜欢啊，连主题曲插曲啥的都是大爱            
(3星)	 前面不错，越到后面越看不下去~            
(5星)	 挺喜欢里面的服饰，可爱的小熊们也是一个亮点            
(5星)	 支持信君            
(4星)	 信很帅，服装道具很不错。            
(5星)	 爽歪歪，少女思春的美梦呀~            
(3星)	 律！只有律！            
(4星)	 喜欢尹恩惠啦 还有朱智勋，看着看着喜欢起来了。            
(5星)	 看了好几遍            
(4星)	 哎……            
(5星)	 看的第一部韩剧            
(4星)	 非常喜欢律君，那个忧郁的王子！！            
(NA)	 高三真是看了不少呢- -            
(2星)	 真的不是我挑剔，我感觉是我跳得最快的一部电视剧了。。。拖沓的一塌糊涂，果然这个导演根本就没什么好作品。。。尹恩惠就是很可爱很会演戏的小美女样子，那个崔尚宫也很漂亮啊。。。然后，对男主，完全无好感。。。            
(5星)	 这是我唯一追的一部韩剧 制作超级惊艳！            
(4星)	 为什么没有多少人喜欢律呢？金发王子，在看他默默注视他们的时候就已经为之心碎            
(5星)	 伊恩惠我还蛮喜欢的            
(4星)	 看过一点，画面很漂亮            
(5星)	 最爱尹恩惠            
(2星)	 超过我忍耐的墨迹极限了            
(4星)	 08过年时一个人躺在床上看的，年假几天都耗这上面了，看了两遍。主一号学生打扮可爱到不行。            
(3星)	 = =无感            
(4星)	 华丽丽的服饰            
(5星)	 我最爱的韩剧之一。            
(4星)	 华丽丽~            
(5星)	 一句话概括 还是喜欢信            
(3星)	 灰姑娘。。百拍不厌的题材            
(5星)	 很多女孩子都喜欢律王子……不过我还是更喜欢信王子……虽然有些霸道……但是朱智勋的演技弥补了大男人主义……其实律王子是有些小心机的……这是第一部我喜欢男一号更多与男二号的戏……希望朱智勋能早日走出阴影……信王子和律王子早日回归舞台……            
(5星)	 没想到今天的尹恩惠能有这样的蜕变            
(4星)	 这个题材的比大长今叫人喜欢多了。裙子里面穿裤子。。。我记住了。            
(4星)	 难得看部青春的韩剧，调剂我无聊的时光            
(4星)	 还好吧！            
(3星)	 一开始看的时候觉得很好看啊..后来想想，没什么意义的东西。落俗！· 不过还是喜欢信的冷冷的~~ 最终还是爱尹恩惠的~~ 恩恩。            
(5星)	 记忆犹新的剧,之后的尹恩惠和朱智勋都超不过这..            
(3星)	 曾经一度看过很多韩剧            
(5星)	 排名前三            
(5星)	 高三时候的最爱            
(3星)	 現在覺得挺白癡的。            
(5星)	 曾经的萌点            
(4星)	 音乐好。场景不错。也很养眼            
(4星)	 尹恩惠演这种电视剧真的很轻松...            
(5星)	 虽然YY，还是喜欢。            
(4星)	 韩剧嘛~美食美服美人~~~            
(NA)	 想想竟然是4年前看的了。。。            
(4星)	 可能是看这片的那段时间太特别了才喜欢            
(3星)	 我只能记住小勋勋的笑容 和他的泪水 这是个 多么完美的人吖  这丑女瞎了眼了 极其不爽想起这剧情            
(4星)	 后面不太好，有点罗嗦，不过我很喜欢信了            
(5星)	 最最最最最爱            
(3星)	 恩惠太可爱了            
(4星)	 喜欢看轻松的韩剧，喜欢彩京的衣服，喜欢澳门的小街道。            
(4星)	 当年很迷金正勋 哈哈            
(3星)	 后面太拖。。减一颗星、            
(4星)	 唯一一部完完整整，且是急吼吼追完的韩剧。想当年，喜欢金正勋得不得了，为了律唏嘘不已。2006年暑假。            
(4星)	 第一步还不错~            
(5星)	 我的最爱最爱            
(3星)	 给大二的自己留的尾巴一个交代            
(4星)	 金正勋啊！！！！！！！！            
(5星)	 新家就按这个装修的            
(4星)	 太可爱了            
(4星)	 尹恩惠很带感            
(4星)	 曾经的我。。。。。            
(4星)	 挺好看的。坏人总是坏的那么让人讨厌啊。            
(4星)	 当时看确实觉得挺新颖的....而且本科时我还看了两遍，丢人哎.......第一遍喜欢金正勋，第二遍就狂爱朱智勋了........            
(3星)	 剧情很弱，但是制作精美，可以消遣            
(5星)	 这是唯一我想让人家知道我看过的韩剧            
(3星)	 木意思            
(5星)	 至今最喜欢的电视剧             
(3星)	 我爱的是智孝~  就是喜欢安静的孩子            
(5星)	 尹恩惠啊尹恩惠~~~真的很好看啊~~~喜欢啊~~~            
(5星)	 目前为止我最喜欢的一部电视剧，完整看过7，8遍。看到后面总是伴着音乐落泪。觉得有着比较不错的文化内涵在里面，对古代中国文化的涉及不少。很喜欢李信王子，人物塑造蛮成功的。            
(4星)	 看来灰姑娘的故事是永恒的。一个王子，一个平民，幽默的前篇，丑恶的中篇，带着淡淡忧伤的后篇。            
(5星)	 韩剧中的经典~            
(5星)	 太喜欢律了，这个有如温吞水、但一直努力的男子。            
(4星)	 我是为了金正勋掉眼泪的！！！            
(NA)	 宫，宫，宫            
(5星)	 记得那集，我哭得稀里哗啦            
(4星)	 看到的尹恩惠的第一部作品哦   很喜欢她  现在的她就是我的女神~！            
(4星)	 还可以            
(4星)	 小学的时候看的，很惊艳，是韩剧中的上上品。            
(5星)	 经典之作。此剧也甚为神奇，和《我的女孩》是一个路子。都是看了好几遍开头看不下去了，但是看下去以后会觉得别有洞天。真的是很不错的剧。推荐。而且无论看几次都大爱男一。《我的女孩》里面也是。            
(4星)	 嗯。华丽丽的小片。其实是不错的，就是后半段拍得有点拖泥带水。            
(4星)	 比第二部好            
(4星)	 喜欢男二            
(3星)	 还可以，比较喜欢金正勋            
(3星)	 真烂~！            
(2星)	 我当年就冲着宫这个看上去有点儿深沉的名字去看的 但是跟深沉有毛关系！            
(5星)	 很好看            
(5星)	 尹恩惠，金正勋，朱智勋让我无法取舍，内心好纠割的~~            
(NA)	 初中看的，就那样            
(NA)	 有一天晚上，我觉得很无聊，然后看这部，越看越不想关电脑，然后头一抬，天亮了。80分            
(3星)	 编剧是个人才啊，这都想得到            
(5星)	 金桢勋！！嗷嗷~~ 太美好了~            
(5星)	 恩惠欧尼进军演艺圈的力推之作            
(5星)	 这个我是百看不厌！觉得是尹恩惠最成功的电视剧。            
(4星)	 挺不错的，喜欢尹恩惠            
(3星)	 一星给服饰，一星给创意，还有一星么给尹恩惠好啦            
(NA)	 从此尹恩惠出头了            
(5星)	 印象很深，划时代的。            
(5星)	 接触韩剧的第一次啊~经典            
(5星)	 让很多人再次爱上韩剧...            
(4星)	 不明为什么会红,虽然是转变了的韩剧,但是人不美不帅剧情老套只是放到了古代,不明白.            
(5星)	 漂亮，其实我还想尺度大一些            
