http://movie.douban.com/subject/4904661/	绯闻女孩  Gossip Girl  Season 4
(3星)	 这一季总算完结了，木有CB可是我看到了CN。噢噢噢噢，CN王道！            
(2星)	 0914            
(4星)	 最后一集有够狗血的            
(3星)	 结局这一集是一整季最好看的一集，BC这样的结局其实很好，干嘛又搅出一支验孕棒！这样剧情就要狗血了啦！期待下一季能让nate和S搞一块。            
(4星)	 从2010年秋天到2011年夏天的所有剩余的感情全给了blair，虽然是一个我最不想看到的结局，可是还是真心的希望她能幸福。chuck bass真是一个无比伟大到可以和cook相比的男人...一个没有GG没有TBBT的夏天就要砸到我头上了，秋天快点来。            
(4星)	 GG第四季就这么结束了。果然chuck只是这么放手。那么安静等待下一季吧。我相信chuck所说的，如果2个人注定要走到一起，他们总能找到回去的路。S&amp;B，继续让我觉得友情的温暖，sweet~~~            
(NA)	 演的越来越。。。不是我想要的了~~太乱了···谁和谁都有一腿···            
(2星)	 弃剧！！            
(3星)	 越来越狗血            
(4星)	 花了两天看完了这一季，C和B总是最让我动情。乱套依旧，期待下一季。            
(4星)	 我觉得越来越乱了            
(5星)	 成长总是青春的关键字。可是 友谊不会变。            
(3星)	 大家都在成长，或喜或悲，总是个过程……            
(4星)	 等着下一季BC继续搞            
(3星)	 看到最后觉得越来越累，            
(4星)	 感情纠结啊            
(4星)	 …真的是让BC纠缠不清啊…怀孕都上了…            
(4星)	 这一期的gg很精彩，法国小女生对抗queen b，最终结果如何？chuck又将如何选择            
(5星)	 看完这一季就彻底爱上Chuck了            
(3星)	 至11            
(4星)	 就这一季因为Chair哭了两回呢~  还不错。这一季总体高潮迭起的可以说是，比第三季好多了。最后两集很精彩，最后的结尾为下一季留足了悬念~~            
(3星)	 我还是觉得B和chuck才是命运。            
(4星)	 越来越乱了。            
(5星)	 还以为B能和丹在一起            
(3星)	 越来越狗血            
(4星)	 越来越喜欢Blair了             
(4星)	 成习惯了~            
(4星)	 其实第四季反而是脉络清晰的一季            
(4星)	 if two people are meant to be together ,eventually they will find their way back to love            
(3星)	 真的好反转，越来越反转了...又留下了N多秘密  D为什么想进入上东区呢，Inside发表之后会发生啥呢，B怀孕了是吧....            
(5星)	 CB为神马要含泪分手啊！姐姐我也含泪看你们分手啊有木有！美国的编剧你伤不起啊！这剧情到底是有多混乱啊！！！            
(4星)	 惯性看完而已            
(3星)	 按数理统计的话，他们还可以有什么样的组合配对儿？            
(4星)	 看过1.2.3.4季。。。就是不喜欢B。。。。怎么样都喜欢不了她。。。。但是觉得BC还是很揪人。。。。。。            
(4星)	 有些地方很扯；有些地方感觉似曾相识，挺真实的。还不错。            
(4星)	 最近又在看这剧了！BC BC  BC            
(4星)	 第四季结束了，C把B让给了王子，可是B怀孕了。            
(2星)	 靠！BD都能弄在一起，编剧你写不出剧本了吧？！剧末雷死人，你一定要搞大三角是吧？都快把GG弄成绝望主妇了。。。            
(3星)	 渣bj们四扩一━┳━　━┳━            
(3星)	 说实话，此剧着实没什么看点，无非就是一帮有钱的年轻人荒唐的青春。或许看的就是有钱人？不过在big bang 、吸血鬼日记和南方公园都不更新时，也只好用gossip girl打发时间。话说边骂边看也到第四季了，大家都相互玩过了。唯一期望的就是没准dan和J会乱伦呢。。。            
(3星)	 在爱情中我们都是残疾人。猜疑、妒忌、谎言、背叛，到底是什么蒙蔽了我们的双眼？是什么让我们一而再再而三地伤害爱着的人？            
(4星)	 有时候会觉得云里雾里。不过，美女帅哥的搭配还是能屡获一定数量粉丝的心~            
(3星)	 看帅哥看美女就是好满足，好满足！！！            
(4星)	 没有之前的反转门那么刺激，但是也足够了。没有人是小白兔。你现在不爱我，不代表我不可以做点事情让你爱我。例如陷害一下你的好友V。S要腹黑还真跟B不是一个段数的。论成熟S从来都是幼稚的。听说S要走，赶紧的吧。            
(5星)	 编剧太虐心。。。在纠结下去就没劲了。。。玛丽隔壁的。。。顶BC            
(5星)	 每次ED粗来都流口水。。            
(3星)	 第四部已经更乱了……纯粹为了看个结局～            
(4星)	 追更得时候非常受不了D跟B一起，后来居然被D的那段话感动到，不过还是希望BC能在一起，编剧好虐啊啊啊啊啊，为了BC我才坚持看的，越来越觉得其他人都是酱油，包括S，N越来越惹人厌啊啊啊啊啊            
(4星)	 I will always love you            
(3星)	 朋友始终会站在你这边    Nate从良后又变帅了              
(NA)	 only 4 u. Blair &amp; Chuck            
(3星)	 这季如此狗血我都看完了。= =            
(NA)	 男女关系怎一个乱字了得            
(3星)	 B&amp;C是唯一支持我把这部乱伦剧看下去的动力，但是现在我决定放弃了。B&amp;C在全球民意的指引下一定会在一起的，所以这中间的各种恶心过程就算了吧            
(2星)	 我果断弃剧了。。。这种片子尼玛排列组合都好几回了。。。编剧脑残我不要当脑残的观众。。。最有强调的男人现在也不知道在做什么。。            
(3星)	 还有哪个跟哪个没睡过？ 谁帮我解答下            
(3星)	 爱B爱到死的C，看似花心实则专一到死。who am i ? i m chuck bass..每一次C带着邪气嘴角微扬的时候，都被迷得一塌糊涂。。            
(4星)	 大爱S的style            
(3星)	 看到第四季我只能说还行了，人物关系太纠结了就那么几个人来回互相喜欢，什么时候能完结。。。。。            
(4星)	 继续追第五季            
(3星)	 19            
(3星)	 感觉没什么中心，就是那几个人的随机组合            
(5星)	 为什么都喜欢B？~S不好吗？            
(5星)	 一直追的剧            
(4星)	 继续狗血！            
(3星)	 虽然已经被拍烂了，还是决定追下去。。BC党变为纯B党            
(3星)	 我居然坚持到了这里。。。不过后半部又开始变好看了点。。最后一集的测孕棒让我真期待下一季啊BC啊你们快点不要这么再纠结了吧！好了吧好了吧然后就此结束了不要再拍了吧！            
(5星)	 更新中……19集的Luis王子，把小B带走吧……            
(3星)	 还有谁跟谁还没滚过床单？！            
(3星)	 怎么越看越想T            
(3星)	 越来越狗血，只看服装。。。            
(2星)	 在编剧把这部剧彻底的毁了之后，我只看了前7集和最后2集            
(2星)	 我了个去。狗血的可以去屎了。DB这最后一块净土也木有了。。木有了。。。            
(5星)	 好吧，追到这里，我承认有些剧情是很白目，但那时一种情结，一种坚持，这些人就好像未曾谋面的老友，总让人惦记他们现在过得到底怎么样了。剧情囧点有什么关系？谁年轻的时候还没干过囧事呢？况且有那么多的温情留了下来。            
(5星)	 大爱。。。。。            
(4星)	 还是别和C在一起了……            
(4星)	 剧情弱下来了            
(4星)	 GG的剧情越来越乱了            
(4星)	 Leighton你不要太美啊~~            
(3星)	 2011            
(5星)	 期待着Blair和Chuck还能在一起            
(4星)	 这算个什么结局啊。也太没交代了……只能跟紧第五季了……S的伪表妹真是个天大的阴谋啊。            
(3星)	 后面也太混乱了点            
(5星)	 看到最后就是欣赏服装。            
(4星)	 这一季看头不多。开头的BC特别感人。            
(5星)	 第21集的Chalir、真的让觉得心痛了…Chuck&amp;Blair...Blair&amp;Chuck...            
(4星)	 单集讲，ep02非常之感动，整季看，就BD惊喜了一把。            
(5星)	 默默的觉得其实S3比S1和2要好看。1和2我就感觉追不下去，但是3我很喜欢。            
(3星)	 坚持啊~            
(3星)	 每个人跟每个人都搞一遍，有意思吗？难道这就是米国上流社会青少年的感情生活。。。            
(3星)	 还是支持BC... DAN你快去死吧            
(3星)	 Belles de Jour             
(NA)	 很纠结..            
(4星)	 就是爱看            
(3星)	 愈发的狗血            
(3星)	 一边恶心狗血，一边浪费宝贵的时间看！除了读书我什么都想做            
(2星)	 就那么几个人来回睡，中间再睡点路人甲            
(4星)	 服装~            
(4星)	 看这部剧看的主要是衣服和室内装潢- -            
(4星)	 大家都成长了 常常眼泪花包起..跳过第三季            
(4星)	 帅哥靓妹 其实ben也很帅            
(NA)	 22            
(4星)	 Dan+Blair=o(╯□╰)o---(&gt;^ω^&lt;)喵            
(2星)	 最美好的只是chuck and blair            
(5星)	 就喜欢乱搞的。。            
(5星)	 爱不释手呀~~~            
(3星)	 我都不知道为什么追到现在而且打算追下去……            
(3星)	 这一季更加不靠谱的混乱，情节转折太大。有点看不下去了。            
(5星)	 第二部看的美剧。会一直追下去的。期待C和B的爱情。            
(4星)	 很喜欢摩洛哥的王子啊。            
(3星)	 我竟然看了四季…………            
(5星)	 唉，我也喜欢的是B和C            
(4星)	 一部排列组合的青春片，看看还是不错的，喜欢气质S和可爱B。            
(NA)	 后面越来越拖沓 只看人~            
(4星)	None
(4星)	 不错啦            
(2星)	 为了BD的新CP。。。。。。编剧你当你是琼瑶啊！狗血成这样我真的受不鸟了好么！！！！            
(2星)	 越看越没意思            
(5星)	 已经过去了这么久，虽然关系越来越混乱，但是生活不就是这样么，没有人是绝对的好人，也没人那么坏，朋友会吵架，会和好。            
(2星)	 一轮接一轮的阴谋，这些人真是吃饱了撑的。V可真够混蛋的，B&amp;C倒是越来越有人味了。下一季不跟了。            
(4星)	 米国的上流社会啊。            
(NA)	 虽然有点乱，但是正是美剧的风格，很开放。喜欢bc。。。            
(3星)	 2011.05.19（Thu）感觉没以前来的精彩了 jenny也走了            
(5星)	 fuck,,要是B和D好了,,我就,,,,,,,,,,,,,,,,,,,,,,,,,,我fuck            
(4星)	 T____T原来只有22集..            
(4星)	 峰回路转啊，好吧，只要B幸福，跟谁在一起都行。            
(NA)	 自由自在的日子与青春。。            
(5星)	 看的我有点纠结            
(3星)	 越来越shit            
(5星)	 等待回归的日子……            
(NA)	 我是有多犯贱啊，明明觉得无聊还一直在追            
(3星)	 弃坑不看了 基本上having relationship是通过排列组合的 除了有血缘关系不行            
(3星)	 虽狗血.但还放不下...            
(5星)	 要是chuck和serena在一起就有爆点了 哈哈            
(3星)	 还不给我正常演。。。我就会弃剧了。。。sn            
(5星)	 CB一定要在一起啊            
(3星)	 继续追B&amp;C            
(3星)	 终于都看完了.            
(4星)	 期待下一季。            
(2星)	 我觉得总会有一天我们还会想起这部然后回忆青春年少的时光，到时候看里面的人就是各种土逼。当然剧情什么的是很俗没错，但是作为从s01e01就陪到现在的美利坚肥皂剧，最高兴的就是s和b友谊地久天长，其余的一切从未停止过抽风。            
(4星)	 没勇气开始老友记，只能曲线救国了.。            
(4星)	 GG比之前几季好看了，可能是感觉大家长大了吧，chuck这个孩子有点讨人喜欢了            
(4星)	 练听力还可以吧，剧情实在不是我等凡人可以理解的....            
(4星)	 还没看完，希望B和C别仅仅是字母挨着，在一起吧在一起吧。。。            
(5星)	 还没看完了，更新好慢啊            
(3星)	 除了louis和Blair或者BD，没其他能吸引我的了、、            
(3星)	 不打算继续睇了            
(3星)	 越来越混乱的人物关系            
(5星)	 为了CHUCK，再怎么着也得给五星            
(5星)	 S女王`            
(2星)	 赶紧终结吧            
(5星)	 一周一集的煎熬呀~~            
(4星)	 堅持看下來還是感覺不錯的~開始喜歡第五部了~            
(3星)	 越来越混乱 B和C是真心能纠结死人啊            
(3星)	 09年我初三，满脑子都是不切实际的幻想。那时我以为可以借此来逃避无限重复的生活，然而最后我发现这里也只能看到重复。好吧其实没有那么差，真的都没那么差。不过海报太蠢了= =还有我要看BD。给我BD啊！！            
(2星)	 越来越烂！！！            
(3星)	 哎哟哎哟哎哟……我爱的chuck也变大叔了 不喜欢的Dan也变得可爱了 以前爱死的Rufus也变打酱油的了 Lily变的bitch了 Serena变白痴了 Blair也从惹人心疼霸道的可爱变得招人烦了 连Nate也变跑过场的了……GG你到底还想怎样！！！！！！！            
(4星)	 没有之前那么精彩了，而且貌似没有jenny。看完这部剧 是一个漫长的过程，所以忘记有没有jenny了。            
(4星)	 我在等大结局...            
(3星)	 马上结局了 把在看改成看过恩。。。            
(4星)	 非常不错的美剧            
(4星)	 Blair必须和Chuck在一起，必须的。            
(5星)	 第四季完。            
(3星)	 坑爹！            
(5星)	 好看好看 还是好看            
(5星)	 我越看越觉得B和C那对好看。            
(4星)	 庆幸我木有弃剧            
(4星)	None
(3星)	 对于b的直接bitch样和比起s的有脑，开始喜欢。对s无语            
(4星)	 I  love these bitches.            
(2星)	 烂俗了            
(3星)	 编剧辛苦了···            
(NA)	 追了三季了。。。现在不在学校了 没精力追四季了。。 喜欢里面的物质多于狗血的剧情            
(2星)	 敢不敢再狗血点            
(3星)	 越来越乱。            
(3星)	 后期枯燥重复乏味老梗的剧本            
(5星)	 剧情越来越。。。你懂得~            
(4星)	 雅思考试的时候 我还说了这个······            
(4星)	 每集都像坐云霄飞车一样，不同之处是看不到终点            
(3星)	 Leighton Meester的美啊！            
(3星)	 D和B有惊喜啊            
(4星)	 E22看到Blair跟Chuck玩得那么开心，真是很难得，尤其是Chuck的笑容太珍贵了。跟以往一样是一个happy ending with suspense，虽然Russel被抓到了监狱，但是Charlie罪恶的犯罪手法我还是没有看懂，最惨的是贪玩的Georgia也参与进来了：一个疑团解开，另一个产生。            
(3星)	 别的不说。。。海报为什么拍得越来越难看了。。。第四季简直群魔乱舞！。。。。            
(4星)	 狗血            
(3星)	 越来越爱chuck！            
(3星)	 好狗血好狗血好狗血编剧喝狗血了。。。。。。。。            
(3星)	 狗血还在继续，B和D的那一个吻，真的是让人抓狂！看到现在，不管编剧再怎么折腾，都会看下去。只为亲爱的Blair,这样一个女孩子，你值得拥有更好的爱情……            
(3星)	 果然忍不住把lonely boy 和 B 写到一块去了~~            
(5星)	 喜欢B超过S~            
(4星)	 剧情越来越狗血了,真的,不过又很精彩,满足个人虚荣心.            
(4星)	 serena给了我最后的惊喜~Be truely to yourself~HUH            
(NA)	 看了其中不知道是第几季。。。觉得一般吧。。没有让我看下去的欲望。。。有钱银的生活。。。            
(5星)	 终于追完了～期待第五季～            
(4星)	 前面一般，快到结束时才渐渐升温~~            
(NA)	 很不错 挺真实的吧…不过人物关系好乱呐…            
(5星)	 终于断断续续把第四季跟完~            
(2星)	 跟着学校资源看的... 实在不忍心为难自己，弃~~            
(2星)	 越来越烂的剧情。。。b&amp;d居然搞到一起，坚持了几年终于还是弃剧了            
(2星)	 好了，所有人都睡过了……            
(4星)	 时尚大片，一直追，虽然完全没有剧情，但这又有什么关系呢            
(4星)	 看到现在了 感觉剧情开始有些boring啊 不满这张宣传照很久了哈哈 没拍出TM的味道哈哈 不过还是蛮喜欢这部剧的！~            
(3星)	 我放弃了。。。。            
(NA)	 打发时间的面包吧            
(NA)	 结局又一次草草了事            
(NA)	 啊&gt;&lt;~~没完没了了啦~编剧close吧！！            
(NA)	 GG已成习惯。愿主人公们拥有成熟美好的人生。&gt;&lt;            
(2星)	 这部戏我觉得是越来越烂了，连主角都快拍不下去的戏。。。。。            
(3星)	 只能说编剧有些剧穷了，B跟D终于嘴对嘴了。。。在绯闻女孩里 没有什么不可能哦。。敬请期待更多的狗血剧情。            
(NA)	 追太久，放弃可惜，还好有B&amp;C看，将就吧~            
(3星)	 someone did love you,and ,you owe it to her            
(4星)	  我竟然看到了4             
(NA)	 gossip...            
(4星)	 糾結            
(4星)	 第一季最棒，现在越编越差            
(4星)	 I&#39;M IN HERE.BC王道，可是D竟然插足，依然支持B。又一季结束了，好喜欢结尾啊，喜欢各奔东西的旅行。            
(5星)	 Chuck和Blair都不能再一起的话，这部剧就完全乱了，总要有一对是天命吧……            
(3星)	 连blair和dan都混一起了。这个世界还有什么素不可能的。。。。。。。。。。。。让00后追去吧。。。。。。            
(3星)	 那个法国姑娘是罗恩的嫂子芙蓉啊！            
(3星)	 越来越狗血了。            
(5星)	 谁能告诉我！B和C什么时候能回归！！！！            
(3星)	 等啊等···            
(5星)	 好难等啊。。。快快更新啊。。。            
(3星)	 感情太混乱，身边的朋友，认识的几乎都有一腿哈！            
(5星)	 我居然看了这么久不再期待里面怎么样的COUPLE只是B&amp;S的strong friendship追完            
(NA)	 各种乱            
(NA)	 18集到底能不能出了？莫非米国人民忙着防辐射呢？！            
(3星)	 跟过一段时间。。。但是后来就无语==无法跟了。。。            
(4星)	 对这季中编剧想让B和D要好的趋势不感冒，死挺C&amp;B，这才是王道！            
(4星)	 d&amp;b  这太扯了吧。。。            
(4星)	 越来越好看了            
(4星)	 总体来说还行，就是里面的关系太混乱，有些狗血！·            
(3星)	 囧完了。。还继续囧。囧到连小B都和小dan了。。美剧一般第一季还能保持高水准。之后大多是扯淡。还好日剧总是只有一季。。不去狗尾续貂了            
(1星)	 打死不追第五季            
(3星)	 xoxo。。。。            
(5星)	 很爱 很心疼            
(4星)	 一直很喜欢的美剧之一            
(3星)	 烂的一塌糊涂            
(2星)	 后来已经彻底乱了 没什么可留恋的了。。就是个time killer            
(NA)	 坐等第五季啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊！！！纠结死。。。。            
(3星)	 BD反而代表着新的走向....因为爱...所以再虐也要爱么....            
(2星)	 本来不想评论这一季 简直是NC无聊到极点！！！我这么坚定的BC党在第四季也坚持不了5集 后面就弃了 回头看我SPN去            
(NA)	 感情戏份看得让人呕吐...            
(3星)	 从第二季开始纯属看服装听音乐凹造型            
(NA)	 是我看过的最不在乎剧情如何发展的美剧~            
(NA)	 一直再追，，，只是总停播。。。。。。。            
(NA)	 DB 我还蛮喜欢的            
(4星)	 B&amp;C还是没有在一起！！！疯了。貌似B有身孕了，可怕。另外，路人甲乙丙还是那么烦~~~            
(NA)	 剧情越来越狗血···说实话真是又爱又恨不知道动过多少念头弃剧，最后还是忍不住，对剧情失望的朋友们，不如当潮流风向标看···            
(5星)	 乱！            
(3星)	 Blair不想和Dan搞扫透了我的兴            
(4星)	 churk bass ~i love him            
(2星)	 越拍越混乱            
(4星)	 一直喜欢剧中人物时尚的装扮和生动的阐述 剧情拍到后面很是混乱 每对都有可能...            
(2星)	 就是乱搞男女关系和服饰指导……我真瞧不上……            
(1星)	 除了乱搞还有什么！            
(NA)	 我当时数了数。就说再怎么乱搞b和d还有s和e不可能搞一起。。。结果。。阿。不要啊。d的头发越长越长。。人越来越挫。我要bc            
(3星)	 人物关系太乱腾了，就那么几个人，各种恋爱组合，就不能往外发展发展啊，这么没见过世面是怎的。 各种装13，不像校园剧了，神乎其神的所谓上流社会？ 反正看着玩儿吧，流行嘛            
(5星)	 FUCK这剧情是越来越像 第五季为什么再看下去            
(4星)	 跟着啊            
(3星)	 B &amp; C王道            
(5星)	 终于是看过了。。。所有的星星都给最后一集BC的对话！！！太催泪了！！！            
(5星)	 很纠结很纠结，还是爱看。。。B和D啊，真的么？            
(NA)	 要是chuck和blair这对都劳燕分飞的话，我就弃剧闪人了            
(4星)	 很希望blair  和chuck   在一起。。。越来越喜欢b了            
(NA)	 第三季开始烂，看它只是成了习惯            
(NA)	 喜欢看欧美的电影，很直白，很够劲儿~            
(3星)	 终于又看完一季，，最爱的G最后出来那么一小下，，            
(5星)	 It&#39;s complicated,intense,all-consuming.No matter what we do and how much we fight,it&#39;ll always pull us in.整部剧也许就只有B和C才是真的有爱情在的吧。            
(4星)	 一不小心就点啊点啊的点完了这四季....乱啊这人物的纠葛，不过还是喜欢布莱尔的...            
(5星)	 动不动就休息。。。。。。            
(1星)	 SB玩意儿，无语了，各种排列组合            
(3星)	 我不知道为何我还能如此麻木的对GG继续追下去            
(4星)	 上东区的时尚、友情、爱情、糜烂，任何两个人都有可能            
(5星)	 看好BD恋！            
(3星)	 Bc党！！！            
(4星)	 我喜欢看别人比我更纠结            
(NA)	 其实还是第一季最好看，到后面越来越没意思了。尤其是B竟然和D搞在了一起。这也太离谱了把            
(3星)	 剧本依然是如此狗血，但依然是我的最爱，至少目前是。            
(4星)	 整个儿那叫一人物关系复杂。太复杂了。只要是一男一女都能扯上关系。都能谈个恋爱。不过练练英语是蛮好的            
(3星)	 惯性追剧。剧情一般。bd居然走到一起。            
(5星)	 时尚元素很多~~~情节也确实很狗血~~~不过总比慢慢吞吞好~~            
(3星)	 追看，完全冲着绚丽多姿的时尚。若说剧情中人物关系实在是乱的可以，佩服编剧的想象            
(3星)	 真的越来越狗血……            
(4星)	 冲美女和look            
(4星)	 Dan千万别和Blair在一起呀，Chuck怎么办？            
(1星)	 冲着Chace Crawford留一点回忆在这里。            
(4星)	 Queen B占一星            
(NA)	 就是一个乱，但是帅哥美女，时尚品味，还可以顺便学学英语和美国的文化~~            
(3星)	 打发时间的泡沫剧，人老了就看不下去了            
(NA)	 那么多滚床单    还是love it            
(5星)	 GG            
(4星)	 BC才是王道!            
(NA)	 很有学习价值            
(3星)	 在编剧大部分都在乱搞的情况下不知道为什么追了这么久   估计是那片纸醉金迷吧 那些漂亮的女人和男人  但有个角色我是真喜欢的 ------ B            
(5星)	 明明不是说好23集得么            
(3星)	 最初会被他们光鲜的行头吸引，然后，太过混乱的关系，就看不下去了~~            
(1星)	 “情义三千，不敌胸脯二两；黄金满屋，不抵帅脸一张”+3。弃剧啊我正式弃剧了我擦！！            
(5星)	 我的QUEEN B LM            
(3星)	 最后一集居然放了我爱的那首歌！！            
(5星)	 精彩啊！！这一部分的BC感情又上升到一定高度了~            
(3星)	 乱搞            
(2星)	 能不能更狗血一点            
(NA)	 这剧已经被我弃了，去看银魂。。。            
(3星)	 纯属看美女看衣服....            
(NA)	 当BD在一起之后就弃剧了 陪伴了我三年            
(2星)	 实在无聊了可以看看，时装啊神马的~            
(4星)	 关系真是越来越混乱了。最喜欢blair和chuck在巴黎火车站那一段。            
(3星)	 我是有多无聊啊，居然从第一季到第四季一集不差的看完了。            
(4星)	 乱了套了.            
(4星)	 这季挺精彩的~            
(4星)	 一部时尚欧美剧            
(NA)	 期待三个男主角搞基            
(3星)	 终于明白BC结合之日即该剧over之日！            
(3星)	 now涉及的东西越来越广泛了。。。。            
(3星)	 不稳定中仍有不变的东西，即使我们不能永远在一起，但仍可以永远            
(NA)	 学学英语，了解下时尚。            
(3星)	 越来越乱套了，还是第一季比较好，喜欢那时候的Dan和Sarena            
(4星)	 只能说Nate 太帅了， Serena太好看了。。。。关于sleep around这个主题已经很无语了            
(1星)	 brain killer.            
(NA)	 看到17集。等着更新。。。坚持我的BC党。            
(3星)	 消遣片，太混乱了；而且剧情发展越来越慢越来越拖沓。主角们有的成长了，有的几年了压根没点变化~~~            
(3星)	 哎呀 我去了 剧情能不能再狗血点啊~~~~据说Ed不会参演了~~~            
(4星)	 开始有深度了            
(4星)	 这里基本所有男男女女都上过床了，，，，            
(3星)	 没有继续下去的兴趣了            
(NA)	 追GG很久了，慢慢忘了是喜欢还是种习惯~呵呵  一起看吧            
(3星)	 最后的最后……BD成了！！！惊悚！但是不排斥这样的组合。觉得还蛮舒服的            
(4星)	 越来越乱了  = =            
(NA)	 還是第一季好看            
(4星)	 确实越来越狗血，男女关系乱如麻，当时装戏看看。            
(4星)	 比较紧凑。。很喜欢BC，可是王子的执着又让人感动。。果然是很难选的。。            
(4星)	 节奏加快了，人物被玩腻了，千万别一集一集追着看，会被耍死的            
(4星)	 上东区的生活 或许你会向往 或许 你会胆怯            
(3星)	 13            
(3星)	 S....            
(3星)	 纯粹看华服美女，混乱的关系已经让人基本无语了。            
(2星)	 越看越看不下去了，到第四季看了两三集就放弃了，混乱无比的人物关系，没劲            
(3星)	 第一二季还挺上瘾，到第三季就觉得乏味了，难道上东区的生活就是分手符合，购物吵架之类的么？            
(3星)	 我太八卦。            
(2星)	 还有看下去的必要吗。。。            
(4星)	 比第二、三季好睇。            
(4星)	 好不容易撑下来了，就接着看吧，还不赖。布莱尔越来越优秀惹人爱            
(3星)	 没有BC在一起也就算了，还搞一个BD，他奶奶的，不知道编剧怎么想的。一直认为有纯粹的感情，可是现在有点面对现实了！            
(5星)	 犹如精神的避孕套一般，出入自如而不怕染病及怀孕            
(5星)	 从我坚持不懈连看四季可以看出，我很爱这部剧，期待五            
(4星)	 越来越喜欢B了            
(4星)	 有点腻味了。当然我的queen B 大爱。还有Chuck。            
(5星)	 大爱Queen B！！            
(NA)	 潮流风向标            
(3星)	 排列组合排列组合。            
(5星)	 很喜欢的一部美剧 乍一看上去 特别蛋疼的片子 谁跟谁的关系都很混乱 但还是挺有意思的 有点儿人生哲学的演绎 大爱S            
(2星)	 只剩S和C没在一起过了            
(5星)	 D&amp;B咋还不赶紧滚床单！            
(3星)	 ..........            
(3星)	 强大的美剧            
(4星)	 越后越戏剧性了,但还是会接着看!            
(4星)	 到這一步，就只是看看衣服看看人了。就知道，最終每個人都會腿with each other。。            
(3星)	 第一季挺好看的,但越往后看越觉得没劲,剧情没有突破,几个主角排列组合搞在一起...而且里边的英语说的要不含糊不清要不快的要命,实在不太适合练听力,不过演员们和服装们都很养眼            
(5星)	 我追了快四年的一部美剧了吧，剧中人物感情让人纠结且欲罢不能，另外里面的衣服都好漂亮啊，现在这部剧又到了休息的时候了，我又需要等一些时间了            
(NA)	 必须好看！！            
(NA)	 我猜就是要排列组合来一遍的            
(3星)	 人物关系太复杂了 跳着看 没负担            
(4星)	 chuck bass ！！            
(5星)	 虽然觉得情节开始扯了，但是还是我的大爱，最近失恋，在家看这个。让我发现没有什么是过不去的。旧爱只是旧爱。拿不上台面了，只能自己私下回忆的，只能当暗恋来爱，只是暗恋可能会相恋，但就爱只能单独念。过去就过去了。。。 。。。            
(NA)	 爱情随意配            
(NA)	 纠结屎俺了。。。            
(4星)	 最后几集突然有深度了很多...经历了太多荒唐的错误，这些乱来的孩纸们终于长大了....            
(2星)	 这帮人除了做爱和想做爱之外还做了些什么            
(NA)	 喜欢那女人            
(3星)	 越拍越傻！   只能看blair了。。            
(NA)	 搞来搞去还是那些，没意思了。            
(4星)	 追剧情 = =            
(4星)	 永远不知道下一个路口会遇到谁            
(4星)	 纸醉金迷            
(4星)	 不乏精彩剧情，但大结局这集实在烂的无以伦比，没完没了的plan让人生厌            
(4星)	 搞吧就            
(4星)	 关系真不是一般的乱啊！编辑有够open的！            
(3星)	 除了华衣美服，除了华衣美服。。。。。。很狗血            
(3星)	 Love the first season            
(1星)	 一群2B            
(4星)	 我弃剧了。。乏了            
(3星)	 愛情沒辦法不經歷點糾結。。。但是  太糾結了。。。蛋疼            
(4星)	 多出的一星给DB            
(3星)	 越来越没期待了，越来越复杂了！            
(5星)	 追的好辛苦~            
(4星)	 也很棒，只是太长了，还未追完。。。            
(3星)	 发展到第四季，乱七八糟的关系翻来覆去的，外加一大堆莫名其妙的新人物，还是早了早好。            
(3星)	 越来越看不下去了。。。那么看好的CB。。。就这样。。。            
(3星)	 每一集都让我意外            
(3星)	 剧情确实够肤浅、够混乱。一直追着就是想看Blair和Chuck啥时候复合，不过貌似越来越渺茫了。。。            
(2星)	 剧情已经到了不可思议的混乱和烂            
(2星)	 排列组合剧终于排列完了所有的组合，烂剧一本了简直。            
(4星)	 时尚的服饰，养眼的角色，白痴的编剧与狗血的剧情秋水共长天一色。看着已无味，弃剧太可惜。用事实告诉你什么是鸡肋并使你体会什么是裹脚布的臭与长。早死早超生，早砍早解脱。            
(3星)	 原本很喜欢这部电视剧，但看到第三季就没早看下去，B和C分手，小J插手S和N的爱情，加上错综复杂的人物关系搞得我实在没啥欲望接下去看了            
(3星)	 纠结的编剧啊，不要再纠结了！！！第五季就让B和王子在一起吧！！！（我知道你不会让我如愿的= =）            
(2星)	 除了看他们的服饰和流利的口语，已经没有什么看点了，原来还喜欢他们的插曲，现在也没什么亮点了……            
(NA)	 至爱 chuck bass            
(4星)	 是不是两两搞完了剧就该结束了            
(5星)	 继续吧 看看到底S&amp;N&amp;D&amp;B&amp;C&amp;V&amp;J 到底能搞出多少种不同的配对xoxo GG万岁！            
(NA)	 喜欢B            
(4星)	 期待下一季            
(3星)	 为什么B和C没有在一起！！！我实在不想看第五季了！            
(5星)	 B跟D在一起的话，我就真无语了！！            
(3星)	 剧情的确狗血，严格点说是脑残，但是就是放不下。艺术来源于生活，我们需要的是一双发现美的眼睛，和一颗善于学习额心。            
(3星)	 不想追了             
(NA)	 喜欢B，觉得没前几季精彩            
(5星)	 好看，追看中            
(3星)	 纯扯淡            
(NA)	 越来越混乱            
(3星)	 真希望恰克和布莱尔能够在一起            
