http://movie.douban.com/subject/2214169/	谈判专家
(4星)	 虽然是老了点，我也不回翻出来重新再看一遍，但是记忆中还是一部不得不看的港剧。            
(3星)	 说实话不太喜欢郭可盈            
(4星)	 忘了啥内容勒。小时候觉得很牛B            
(4星)	 四分只给文颂娴            
(NA)	 这是个经典啊！！好喜欢张智霖            
(3星)	 大陆滴电视台不断重播重播...睇到有滴闷。。而且唔中意欧阳震华演咁严肃既角色。。            
(3星)	 不算很喜欢哒            
(4星)	 上学时候看过            
(5星)	 郭可盈好漂亮！我喜欢杨光在里面的表现！            
(4星)	 HoHo~~好经典的说~~怀念.....            
(NA)	 看这部剧是因为欧阳震华，看完了却喜欢上了张智霖~看张的电视剧很少，但是觉得每部都挺好看~跟他的电影完全不是一个风格的~            
(NA)	 看过很多遍。我就是莫名其妙狠喜欢欧阳震华，            
(NA)	 逻辑 很不错            
(NA)	 TVB的经典！            
(4星)	 冲到欧阳震华看的！            
(4星)	 张智霖~大爱~            
(4星)	 为了张智霖看滴            
(4星)	 喜欢这种描写职业的戏            
(4星)	 喜欢他的阳光，属于他的杨光角色            
(4星)	 张智霖张智霖～～            
(5星)	 喜欢张智霖呐  演得很好            
(3星)	 有沒有第二部呢？            
(5星)	 经典经典经典，文颂娴就这部拍得最好            
(4星)	 还行            
(4星)	 看过很多遍 呵呵            
(4星)	 喜欢张智霖的演出，自然清新！！！            
(4星)	 不错~            
(5星)	 睇紧果阵真系觉得好紧张，非常好，推荐大家睇睇。            
(4星)	 灰常喜欢郭可盈和欧阳震华的搭配            
(NA)	 TVB            
(3星)	 一般，没有新意也没有缺点            
(4星)	 这些熟面孔，都喜欢的            
(5星)	 两个字，好看            
(4星)	 我人生第一个职业理想在此            
(5星)	 郭可盈那个时候很赞！            
(5星)	 赞            
(4星)	 很早的电视剧了。那时候还在上初中，偷偷的看电视。上了大学后，我又下载下来看了遍。讨厌那个国栋的老婆。            
(5星)	 张智霖好帅..            
(5星)	 杨光啊叶可人啊。我至今记忆犹新。            
(4星)	 欧阳振华很适合演这种正义的角色 很爱杨光！！！            
(4星)	 喜欢里面的张智霖            
(3星)	 我肯定看了不止一遍            
(4星)	 时隔多年，还是要说：我爱杨光~~            
(5星)	 这是我最喜欢郭可盈的时候欧阳震华一直都是我很喜欢的典型好男人的形象            
(NA)	 好看            
(4星)	 喜欢震华兄~~~~~            
(4星)	 四个人都是我爱的，张智霖在这里很讨喜            
(5星)	 我的最爱            
(4星)	 感觉一般般，没有什么突破            
(3星)	 结局没什么悬念  叶可人和杨光典型的欢喜冤家  打一开始看就知道他们最后会在一起            
(4星)	 当年看着这片 清新自然 没有那么功利色彩 干净的感情 现在回顾 带回那时的轻松和自然 彼时的心情在尔虞我诈的今天 挣扎回望 杨光可人 青春的名字 简洁 我最喜欢的女主 干练精致 这样的剧 反复看 平复我此时的心情 恐惧不在 安然回归 放松            
(4星)	 欧阳震华！oyeah！张智霖！oyeah~            
(3星)	 表面的花心随意贪玩纨绔，实质的痴情专注努力义气……为何非要表里不一？？？            
(4星)	 郭可盈最好看的时候！~杨光很阳光，可人很可人~            
(4星)	 家荃一定得死，否则这部电视剧估计也不会红了，悲剧啊彭国栋自杀那段太精彩了不过结尾也太仓促了            
(3星)	 2007            
(5星)	 觉得杨光像开朗点的杨康，叶可人像勇敢点的穆念慈，没看过江南《此间的少年》》请无视——————他的表里不一是最致命的吸引点。 被萌            
(4星)	 好看。我爱加菲猫。。            
(5星)	 经典港剧  非常喜欢            
(3星)	 由于电视台重播了太多太多遍！导致我已麻木。。。。            
(NA)	 都是很经典的剧            
(3星)	 蛮老的一部片子，很欣赏这个职业。            
(4星)	 追忆            
(5星)	 欧阳胖胖！我爱你~            
(4星)	 文颂娴，张智霖配！！！            
(4星)	 不知道是不是电视上看的都会好看一些，不过觉得拍的不错啊，四个主演也都很喜欢，文颂娴和Chilam的搭配蛮有爱的            
(4星)	 话说当时觉得 杨光和叶可人好配……            
(5星)	 就当学心理            
(5星)	 也许就是这部电视剧，激励我去读心理学的。。。当初读的初衷，也以为将来可以像他们一样，挽救人们的性命，多么高尚啊。。。            
(3星)	 看过,忘了            
(5星)	 喜欢他们合作的劲            
(4星)	 欧阳震华，喜欢他那可爱的形象和厉害的嘴巴            
(4星)	 谈判专家这个题材也不错。            
(2星)	 有点失望的一部TVB            
(5星)	 还行吧。欧阳震华的演技在香港应该是没的说的吧。还有还有。我挺喜欢文颂娴的。            
(3星)	 消遣而已，千万别当真            
(3星)	 觉得可人和杨光很般配            
(4星)	 很好看不是吗？！            
(4星)	 欧阳震华的剧一直都是值得期待的，这个剧我看过开头几集，很不错～            
(NA)	 比较喜欢张智霖            
(4星)	 锻炼脑子么？            
(5星)	 张智霖 啊~~            
(NA)	 喜欢。            
(4星)	 最喜欢张智霖啦~            
(4星)	 阳光            
(3星)	 还行            
(4星)	 阳光 可人            
(4星)	 以前看过之后就想做谈判专家。O(∩_∩)O~            
(5星)	 这部的郭可盈没到掉渣，爱死了~~~~超喜欢这样的组合！可惜现在不混TVB了，唉~            
(2星)	 剧情有够白痴。            
(NA)	 我很喜欢和我一个星座的郭可盈~！剧情一般~！            
(5星)	 张智霖~~            
(3星)	 里面的小欧的性格太大男人，最讨厌大男人了!            
(5星)	 喜欢喜欢太屌的剧了            
(5星)	 经典中的经典            
(5星)	 好看            
(3星)	 看一部TVB剧就像在学一种工种            
(4星)	 TVB这样的电视剧没有不喜欢的            
(4星)	 很老的一部片子            
(4星)	 真的很喜欢杨光            
(5星)	 岂能一个帅字。            
(4星)	 张智霖和文颂娴这对不错            
(5星)	 比较经典的片子了，这个题材的剧目以往很少看到，也算是让我增长了见识吧！            
(4星)	 不失败。            
(5星)	 好剧情            
(5星)	 好~            
(5星)	 是几年前看的吧  张智霖好帅  哈哈好看~~            
(4星)	 张智霖太赞了            
(4星)	 张智霖跟文颂娴的绝配            
(4星)	 零散看过几集。这一类型的港剧都好看~~            
(4星)	 不知道，在实际中，谈判专家，真的有么？            
(4星)	 看过谈判专家，再看国内每次挽救自杀行动，真是太莽撞了……            
(4星)	 看完曾有一度想成为谈判专家呢~~            
(5星)	 张智霖好帅            
(4星)	 Bobby演什么角色都入木三分！            
(NA)	 Bobby的剧都好看...            
(5星)	 文颂娴和张智霖很搭            
(4星)	 张智霖            
(5星)	 找男人就要找杨光啊！爱死这一对儿了            
(4星)	 看了N遍了还是想看~~~            
(4星)	 好看好看            
(3星)	 严肃的欧阳震华~~~            
(NA)	 喜欢文颂娴            
(4星)	 喜欢这些演员            
(4星)	 曾经看过。高中时期。片段不完整的剧情。            
(5星)	 那段大家一起喜欢文颂娴的时期~            
(4星)	 超喜欢张智霖，不过这个发型...            
(3星)	 现在还总是重播~~            
(4星)	 几年前的东西了，蛮喜欢的            
(4星)	 杨光的角色好喜欢~            
(5星)	 主要是冲着张智霖和文颂娴看的            
(4星)	 张智霖好帅- -            
(5星)	 喜欢郭可盈和张智霖^_^            
(5星)	 好看            
(4星)	 好看~~            
(5星)	 俩对都好爱，特别是CHILAM真是帅到爆            
(3星)	 讨厌里面的欧阳震华，是个贱人！            
(4星)	 换妻游戏？呵呵            
(4星)	 感觉还不错，但没有欧阳的法证先锋好。            
(5星)	 当时觉得文颂娴很漂亮            
(NA)	 不错            
(5星)	 现在TVB连这种剧都拍不出来了～            
(4星)	 没全看完 但真不错             
(4星)	 喜欢tvb的这种类型的片子            
(4星)	 TVB各种各样的职业剧            
(4星)	 舌战            
(4星)	 张智霖&amp;欧阳震华            
(4星)	 我好像没看结局(怎可能囧!!)……为什么我想不起来了囧RZ(不可能吧OTZ!!            
(5星)	 因为这个认识了张智霖，很帅            
(2星)	 。            
(4星)	 喜歡陽光...            
(NA)	 初中看的?            
(4星)	 警察部　谈判专家            
(4星)	 老胖子            
(NA)	 有我喜欢的张智霖            
(4星)	 还挺好看的，杨光很帅。            
(NA)	 不错.7.3分!            
(4星)	 话说这里的陈豪真的很帅！            
(2星)	 流于一般~            
(NA)	 我已经看过老，豆瓣不要猜老！            
(5星)	 欧阳震华太乖了            
(4星)	 喜欢            
(4星)	 因为tvb这种剧太多···经常分不清到底自己在看什么··有一次竟然称呼他小生了···            
(3星)	 就是TVB            
(3星)	 其实没有以前那么着迷了主要是因为我长大了            
(4星)	 我很喜欢杨光              
(4星)	 果然喜欢女强人多过小女生。            
(NA)	 张智霖超帅的            
(4星)	 经典呐~            
(4星)	 小时候熬夜看啊看...            
(4星)	 剧情ok,谈判时的气势确实不错...            
(4星)	 嫁人当嫁“阳光”            
(NA)	 也不错            
(3星)	 可能是期望值太高了~            
(4星)	 胖胖的剧            
(NA)	 我觉得欧阳震华的老婆老好看的~~            
(3星)	 还可以~不是很喜欢bobby不具有喜感的电影~            
(4星)	 TVB很喜欢拍这种职业化的电视剧。比如，《妙手仁心》讲医生、《法证先锋》讲法医检验、《烈火雄心》讲消防员、《律政新人王》讲律师、《刑事侦缉档案》讲警察、《鉴证实录》讲法医。还有就是本片讲警察界的谈判专家。很多很多。脑袋突然一下就空了。。。。。。            
(2星)	 感觉很一般啦            
(NA)	 好            
(5星)	 剧情紧凑，不错哦            
(NA)	 曾经超级迷它            
(3星)	 欧阳震华的还不错~~            
(5星)	 好看            
(4星)	 演员都是我喜欢的            
(3星)	 俺从高一开始看这片，到现在没看到结果。我放弃了orz～            
(5星)	 excellent, love YANG GUANG and KE REN very much!!!            
(4星)	 喜欢张郭两大主角，尤其喜欢简洁（郭饰）的坚强自信            
(5星)	 看你千邊也不厭倦            
(5星)	 又是一个新的领域……看完之后我也想去做谈判家了            
(4星)	 冲着欧阳和可盈去的，可是到最后让我牵挂的是小颂贤和张智霖到底怎么样了            
(NA)	 我们是谈判专家。。。            
(4星)	 喜欢张智霖跟那女主角！~~~            
(5星)	 喜欢这几个演员，故事也不错            
(5星)	 喜欢欧阳震华和郭可盈            
(NA)	 呃~可怜的阳光            
(4星)	 来来回回 反反复复的看演员都已经老了我们也都长大了            
(4星)	 杨光。            
(4星)	 就是一贯套路 细节不同 挺好            
(4星)	 又一经典，这类剧tvb很多，但是都不喜欢，这部真的很不错。因此此后一段时间对张智霖，文颂娴关注起来。杨光。郭可盈，pp的。            
(4星)	 因为欧阳震华，才会选择他。。。            
(4星)	 还不错,文颂娴百年不变            
(5星)	 喜欢            
(5星)	 又是欧阳 嗯！            
(4星)	 奔着欧阳震华去看的。            
(3星)	 有一点小无聊了~~~但觉得文颂娴很好看            
(5星)	 长见识            
(NA)	 结尾中他瘸了，不喜欢            
(NA)	 Bobby            
(NA)	 放假在家，就看了，还不错~~            
(4星)	 不错的选择。            
(4星)	 近几年不错的戏            
(3星)	 常常港剧能学到一些东西的            
(3星)	 口水港剧一箩筐，随便看看还是可以的            
(4星)	 不一样的胖子，一样的张智霖            
(NA)	 攻心为上...            
(4星)	 挺喜欢的            
(3星)	 超喜欢张智霖和文颂娴！～            
(4星)	 杨光让我改变了性格            
(5星)	 好看不用说的嘛            
(NA)	 tvb的戏就有一种让人看了就想从事该种职业的冲动……            
(5星)	 一流的谈判，一流的爱情            
(NA)	 中上，BOBBY第一次严肃            
(4星)	 喜欢智霖，还算好看            
(3星)	 看看吧            
(4星)	 霖霖。。我激动了            
(NA)	 比较喜欢欧阳的电视            
(NA)	 TVB拍的多数还是很好看的  就比如说这部````            
(NA)	 TVB            
(NA)	 我爱大仙～极度厌恶欧阳大伯！            
(NA)	 我是TVB迷            
(5星)	 张智霖~~！！            
(NA)	 文颂娴啊。。为什么她不红啊。。。。胡X2都红了。。。奇怪奇怪            
(5星)	 杨光和可人的兜兜转转。            
(NA)	 顶啊。。在里头学了好多东西~            
(5星)	 文颂娴是我的最爱!~            
(4星)	 看过很多遍哦            
(4星)	 学到了不少东西，不光光是谈判专家的东西            
(4星)	 喜欢的港剧~            
(5星)	 很好看~就是太早的剧拉~            
(NA)	 四个主角我都喜欢            
(3星)	 喜欢张智霖            
(3星)	 当时觉得还不错，演员我都还蛮喜欢的            
(NA)	 谈判专家            
(4星)	 看得挺开心的戏~            
(NA)	 喜欢张智霖！！！            
(NA)	 谈判专家            
(5星)	 陈豪以前怎么老是不演好人            
(4星)	 N遍            
(5星)	 很喜欢这个主题。。            
(3星)	 还不错            
(NA)	 喜欢欧阳震华            
(NA)	 阳光很帅哦!            
(4星)	 从《无敌先锋》开始就爱上了郭可盈，感觉这也是个很有气质的女人。所有的气质和经历要随着岁月的流逝统统属于我！            
(NA)	 看了这部，有种想做谈判专家的冲动，可最后发现自己不是这块料。o(∩_∩)o...            
(NA)	    好..喜欢阳光            
(NA)	 喜欢张智霖才看的            
(4星)	 专业人士。演员都是我喜欢的。            
(4星)	 演员，喜欢；故事，喜欢！            
(5星)	 呵呵，很好看。            
(5星)	 非常喜欢张智霖。            
(4星)	 张智霖就像永远的18岁；而文颂娴却一直像个傻瓜。            
(5星)	 我最爱的港剧之一。。好看！！            
(3星)	 不喜欢郭可盈！            
(4星)	 第一次见到唐宁出现的剧，叶可人的妹妹            
(NA)	 基本也是记不起来的。。。            
(NA)	 每个人都很可爱,情节也很好            
(3星)	 不太喜欢这样的组合            
(NA)	 正点！            
(NA)	 看过N多遍            
(3星)	 还可以             
(5星)	 陀枪师姐III            
(4星)	 唔知點解我覺得歐陽波比呢套就cool cool地既阿頭好型…            
(NA)	 还不错得一部，欧阳震华差不多演遍了所有警务人员了吧··哈哈            
(NA)	 谈判专家            
(NA)	 谈判专家             
(3星)	 喜欢张智霖演杨光~~            
(NA)	 喜欢这里的郭可盈的造型            
(4星)	 看了好多遍了~！            
(4星)	 喜欢文颂娴            
(5星)	 张智霖还是那么帅，可人也是那么可人欧阳大哥和郭大美女的气质真的是棒哈            
(NA)	 可能看过吧            
(4星)	 喜欢欧阳震华            
(NA)	 2002年    又名: 谈判高手 / tade my word forit            
(5星)	 谈判专家            
(5星)	 张智霖怎么可以这么帅            
(5星)	 杨光 我要做一个你那样潇洒的人            
(4星)	 哇塞，经典            
(5星)	 力量来自……            
(5星)	 生有可恋~~            
(5星)	 看完这部电视剧,曾经有一段时间疯狂地想要当一名PNC,可后来发现自己的口才实在不行啊.......            
(NA)	 他们好厉害啊！            
(NA)	 喜欢            
(4星)	 暴躁的彭Sir            
(4星)	 哈哈，不错。            
(5星)	 典型的港剧            
(NA)	 般般            
(4星)	 张智霖就不会变老的么            
(3星)	 then is a alter            
(3星)	 大团圆，嘿嘿～港台的剧基本都这样            
(NA)	 三寸不烂之舌，欣赏！            
(5星)	 不错            
(4星)	 因为那几个喜欢的老面孔以及电视台反复播放才看的，其实好像没那么喜欢            
(4星)	 [BSc] 杨光-张智霖！阳光型的大家都喜欢！            
(4星)	 典型的港片，了解了一项特殊的工作            
(NA)	 喜欢阳光            
(NA)	 不错            
(3星)	 一般            
(4星)	 香港不错的肥皂剧            
(5星)	 一本很经典,被我看过N遍的港剧~还记得当时看完这本电视,我很有去当谈判专家的冲动~            
