http://movie.douban.com/subject/1477894/	我叫金三顺 내 이름은 김삼순
(4星)	只看过两部韩剧……这个在大学时 在教室里看过几眼，感觉还不错 哈哈 后来自己看了一遍 我会像三顺姐一样晚婚吧？哈哈哈
(5星)	非常好看！大爱里面的一首插曲&lt;She is&gt;，高中睡前循环曲目~~啊，是不是亢奋了些....我想起来了！我那张截屏里的漂亮阿姨，原来就是金三顺的姐姐。。。难怪这么眼熟。。。
(NA)	这里的玄彬是最帅的~
(5星)	不断地重播，于是不断地看，爱情和外貌无关……去爱吧，像不曾受过一次伤一样； 跳舞吧，像没有人欣赏一样； 唱歌吧，像没有任何人聆听一样； 干活吧，像不需要钱一样； 生活吧，像今天就是世界末日一样。 
(5星)	精致的电视剧。一部让我爱上男一和女二的剧~~
(5星)	关于一个胖女子的幸福~
(5星)	小三小三小三~~~~
(4星)	玄彬帅的实在是没话说啊
(NA)	当时很喜欢，现在回头再看看感觉那时的玄彬有些稚嫩，演技还比较青涩，金善雅演的比较紧巴，和后来的《市政厅》完全没法比~~
(5星)	想当年可爱的三顺姐和可爱的三石，都随着那些时光就这样远去了。记得我们每天把着电视等星空卫视播放这个的时候，瞬间觉得我们老了
(5星)	这是我看过最深刻的一套韩剧，虽然我看的不多。
(5星)	玄彬  太帅了  啊啊啊    三顺可爱的
(4星)	我的三石~~
(4星)	觉得男主对三顺的爱莫名其妙啊～其实更喜欢女二号的～
(3星)	蛮好看的一部韩剧~~
(4星)	想开甜品店就是从这个时候开始的...
(4星)	它让我相信一些事情，她让我不信这些事情。
(4星)	我不得不说，韩国整容太牛逼
(4星)	玄彬很帅就够了
(5星)	5年了  还是喜欢···
(NA)	嘿嘿，看了有好几年了，好笑
(4星)	唯一完整看完的韩剧
(5星)	经典啊  20年后仍然会有人记得的力作啊！
(5星)	像三顺这类特别纯粹的人，越来越少了。这部连续剧很赞喔~
(3星)	哈~
(5星)	看了不知多少遍啊。
(5星)	马克中遇上玄彬！给力~
(NA)	超稀饭的说~~
(5星)	这是一部值得纪念的韩剧，那时可是又引起了一股韩流，好像还影响了整个亚洲，太强了，值得一看，还有就是搞笑了。
(5星)	我的最爱    玄彬
(NA)	第一眼就被玄彬给迷住了。
(5星)	灰常好看
(5星)	真很喜欢这部戏~
(5星)	看了好多遍，觉得故事很浪漫，浪漫的面包店，浪漫的男主角和浪漫的故事情节，总的来说我很满意，哈哈……
(5星)	哇。。。这是我永远不会忘得电视剧。我的外号就是三顺。。。看过N遍了。。。
(4星)	三十岁也可以发光发亮的。。。
(5星)	最好看的韩剧我觉得！
(5星)	多好的现代灰姑娘，平凡到不能再平凡的灰姑娘，帅气的王子，美丽又不太邪恶的女二，英俊的男二，连男三都不丑！
(5星)	如果我是女主角得幸福死~
(4星)	挺好
(NA)	无论遇到什么事情都要有坚持下去的勇气，看看三顺的爱情故事，一切便已释然
(5星)	大爱！
(4星)	原来我也看过= =
(5星)	大爱，该有的元素都有，让我说什么好呢？百看不厌，这也很不容易
(4星)	看看会更开心
(5星)	看了2遍，确实是超级搞笑，呵呵
(5星)	唯一一部看完的韩剧。
(4星)	剩女配帅哥
(5星)	真是看了多少遍也看不腻！
(4星)	这不是我看过的第一部玄彬的作品，这部的金善雅挺可爱的。
(5星)	胖胖的姑娘也会有完美爱情，只要你心地善良
(5星)	谁说“齐天大剩”就不能泡到小白脸。
(4星)	我是熙真控……
(3星)	玄彬真的很帅。。。金三顺真的很梦幻。。。
(4星)	三顺好像我们寝室的童鞋
(1星)	很无聊
(4星)	大龄女的童话。玄彬曾惊为天人。
(4星)	去爱吧，像不曾受过一次伤一样； 跳舞吧，像没有人欣赏一样； 唱歌吧，像没有任何人聆听一样； 干活吧，像不需要钱一样； 生活吧，像今天就是世界末日一样。 
(5星)	现在的玄彬怎么那么瘦了呢？？？
(5星)	最爱的韩剧之一
(5星)	很好的励志很好的童话
(NA)	啊哈 高中阶段最喜欢的一部韩剧
(4星)	看完之后有想要报个厨师面点班儿的冲动。。。Over~
(5星)	玄彬~
(NA)	挺好玩的。。。导演很有勇气用这样的女主……
(5星)	爱吧 就像不曾受伤一样
(4星)	有种力量叫三顺
(5星)	最爱最爱~
(NA)	为什么我是跳着看的呢？？恩，也许真是有些年代了吧，恩，也许真是看着他俩不搭吧，恩，也许不是很喜欢这个女的吧~~恩，有时候韩剧真是很误认的，现实哪是这么样的啊。。。
(5星)	不怎么爱看韩剧，不过很喜欢这女的
(3星)	難得看到集數如此之少的……好勵志==
(5星)	烦郑丽媛.....= =....不管是戏里戏外
(5星)	我坚持看这个连续剧的时候，他们总在一旁嘲笑我，说这么丑的女主角也看？他们不懂，这里有很多有深度的内容啊
(5星)	剧中的she is 这首歌老叫人怀念，非常喜欢三顺
(4星)	剩女
(5星)	什么理由不满分呢
(5星)	看过最好的韩国迷你剧！
(5星)	陪我走过高三的玄彬。。
(4星)	有几个能成为三顺 都幻想去吧
(NA)	从这开始沉迷衬衫男 叔叔穿衬衫比他更帅 可是我什么时候才能再看到你 要保重
(5星)	电视里一播再播的经典韩剧！
(NA)	最爱韩剧第一名~
(5星)	很温馨~印象最深的，是玄彬独自旅行回来，对着睡着的三顺说的那些话，以后，再也不一个人旅行了。
(5星)	回忆没有任何力量！
(5星)	大爱~~~~
(5星)	帅死了 玄彬 love~
(5星)	不错。。。
(5星)	爱爱爱，很有爱的韩剧
(4星)	只要心中有爱。总会遇到对的那个人。
(3星)	记得里面的厨师长不是一般的帅。。
(4星)	平凡女也有爱~~~~
(4星)	经典韩剧，大龄女青年的爱情故事和奋斗故事，很喜欢三顺。玄彬也很帅
(5星)	我最喜欢最喜欢金三顺啦！
(5星)	剧情不真实，人却很真实，喜欢三顺的真实，自然。喜欢熙真的气质。
(5星)	一直都为里面的感动着。很多很多，包括Alfred D’Souza 
(4星)	女生能找到合适男生的概率真的比导弹击中还小，自己有真本事才是魅力所在。蛋糕也看着很好吃
(NA)	太爱了....
(5星)	我爱三顺 可爱 勇敢 玄彬直头发 萌到我了 最爱的韩剧 
(4星)	哈哈，玄彬帅死啦，亲爱的三顺们，我想念你们。。。
(4星)	“我以为你可以 我以为我们之间有那种信任” 
(5星)	怎么会有玄彬这样的男人？！
(5星)	搞笑
(NA)	哭着看过几遍的连续剧，虎背熊腰的三顺姐姐说了很多有哲理的话，最记得住的就是“去爱吧，像不曾受过一次伤一样； 跳舞吧，像没有人欣赏一样； 唱歌吧，像没有任何人聆听一样； 干活吧，像不需要钱一样； 生活吧，像今天就是世界末日一样。”好像除了第一项，后面的都做到了。。。嗯，慢慢进步~
(5星)	如果有六颗星就好了 看了一遍又一遍 喜欢玄斌穿的每件衬衫
(NA)	GK的激励
(5星)	第一次见到玄彬偶吧 惊艳啊
(5星)	喜欢
(5星)	百看不厌~  里面的每个人都喜欢。
(5星)	最喜欢的励志人物 金三顺，如果我有个这样的姐姐有多棒啊~~
(5星)	很喜欢那
(5星)	呵呵，太安慰某些人了啦
(5星)	最好的韩剧之一
(3星)	不好看.
(4星)	算是韩剧里面比较喜欢的了
(4星)	蛮搞笑的。玄彬好帅啊～
(5星)	三顺！！
(4星)	只能是电视剧。。。
(4星)	我也很韩剧 
(5星)	让我又哭又笑。
(3星)	实在。。不喜欢女主的样子。。
(4星)	虽然不现实，但它就像梦想一样，始终让人感动。
(5星)	韩剧中最喜欢的一部 有很多搞笑的小哲理
(NA)	玄彬变帅了好多好多呀！！！
(5星)	爱死玄斌了，和我妈一起。
(5星)	最爱最爱最爱
(4星)	因为我的笑容女王，我就推荐一下吧~我所看过的为数不多的韩剧~
(5星)	不错，很励志
(NA)	我可以这么说吗 我看过为数不多的韩剧 这部最得我心 尤其是玄彬 哇哈哈哈哈哈哈哈 欲罢不能啊 韩剧的杀手锏：帅哥 美女 第三者 
(5星)	就是喜欢
(NA)	很经典的一部片子，喜欢玄彬！
(4星)	那时候玄彬多好看吖。。 看现在那脸削的。。 
(5星)	玄彬神马的！！！
(5星)	爱！
(4星)	从此迷上玄彬
(5星)	爱玄彬啊~他那个露出额头的发型实在是帅呆啦！~
(3星)	胖子金三顺。。
(5星)	三順是個霸氣的女人。
(4星)	主演都超喜欢的
(NA)	灰姑娘的故事在现实生活中会发生吗？
(3星)	没有太认真的看，发现我看这种片子总是想看帅帅的男主角怎么爱上丑女的过程的，也许每个丑女心里都这样期待叭，嘿嘿~
(4星)	喜欢女主角
(3星)	为神马，会选又丑又胖又老的金三顺，是个人都会选柳熙珍的！！
(5星)	好看
(5星)	阿三~~~
(5星)	“熙真，你不在是日子，很多事都改变了，跟她一起，我感到很幸福。”我最喜欢的一部韩剧！
(5星)	最好的韩剧
(3星)	由衷的不喜欢这女主角
(NA)	一 一 mu~ma
(5星)	灰姑娘情结
(4星)	这才是真正的爱情，要看内涵。
(4星)	帅哥玄彬～
(5星)	大学和同学一起看的，一群人笑疯掉~~里面玄彬好帅~~
(5星)	去爱吧，如同没有受过伤一样。
(4星)	        “跳舞吧，像没有人欣赏一样； 　　　　 　　　　去爱吧，像不曾受过一次伤一样； 　　　　 　　　　唱歌吧，像没有任何人聆听一样； 　　　　 　　　　干活吧，像不需要钱一样； 　　　　 　　　　生活吧，像今天是末日一样。” 
(5星)	世界上其实有很多个三顺，不过没几个可以像她一样勇敢，充实。
(5星)	嘿嘿，玄彬~
(NA)	很赞。
(4星)	多努力可爱善良别扭的姑娘啊
(2星)	只爱郑丽媛，于是男一女一的爱情我看成了笑话，我实在无法理解为什么不选女二
(5星)	为了玄彬，偶厚颜无耻得打了五颗星！
(4星)	这个。。。现实中会发生吗？
(4星)	跟以前看的韩剧稍有不同，搞笑~ 后不如前
(5星)	爱死玄彬了。。
(5星)	很感人的片子，让人有动力寻找爱情，面对困难。
(5星)	我爱过，回忆只能是回忆，你现在和她这样，但很快，也会像我们这样的----这些代表着过去式的台词，比任何甜言蜜语更能触动人心，我觉得应该喜欢的是作者和导演，因为是他们撕开狗血的剧情，让我们泪流的同时感受到那份无能为力的哀痛：是给熙珍的，也是给那些在爱与不爱，甘心与不甘心挣扎的人
(5星)	The first time I skipped a class just to watch a drama. O(∩_∩)O~
(3星)	不爱的那个总是握有话语权。三十后的女人有大变化。
(4星)	有時候緣分到了就是這個樣子的
(4星)	我看过一箩筐的韩剧。。。
(5星)	眼看快奔三了，就剩下了，看到三顺，我又活了~巴扎黑
(5星)	呃呃 好吧 虽然我不明白为什么喜欢。。。
(4星)	玄彬很贊 三順很可愛 熙真很漂亮
(5星)	不得不提的是MBC被称为电视王国 不是盖得 全剧的每首OST太好听了
(NA)	小时候迷过一阵…………
(5星)	理智啊，
(5星)	看了又看
(4星)	看来抓住男人的胃很重要。
(5星)	经典作品啊~ 编剧强悍，根据朋友的真人真事所编~
(5星)	既是经典，何须多言。
(NA)	这部是很喜欢的韩剧，前前后后看了好几次，女二很漂亮，金三顺很可爱~~
(5星)	我的爱情励志片 之一 
(NA)	韩版爱情剧。王子与灰姑娘的故事。老一套。不过以前却很喜欢。
(4星)	给了不漂亮的姑娘们很大的YY空间
(5星)	看了好几遍呢，哈哈
(NA)	大学最好的姐们口口声声要做蛋糕师，确跑到美国读女博士了！
(5星)	这是我的韩剧起点！
(5星)	终于碰见个喜欢的女主
(4星)	去爱吧、像没有受过伤害一样。年龄不是问题、身高不是差距、体重不是压力、有爱大过天。PS：郑丽媛好有气质。
(5星)	怎一个喜欢了得啊~三顺我爱你~
(5星)	经典中的经典
(5星)	每每看见金三顺 我就觉得搞笑  平凡的她做不平凡的事 加油
(4星)	还是不太能容忍帅哥配胖女&amp;色女的模式~~~~
(5星)	重温一次了，推荐推荐~
(5星)	三顺，我最喜欢你了！
(4星)	挺有意思的 比一般韩剧有趣
(5星)	励志励志！！！
(5星)	三顺，阿三，想你
(5星)	happy ending~~
(5星)	我一直很喜欢这部片子，虽然它有时候爱扯，但是每个人都是闪光的多面的
(NA)	唯一记住的台词 你个混蛋 我爱上你了！
(5星)	放过我的恶俗……这是第几次看了……三顺姐姐，你就是大爱啊……
(4星)	玄彬暴帅~~
(3星)	故事很假。纯粹为几句话打分的人多吗。
(4星)	即使是整过容 郑丽媛我还是觉得她灰常漂亮。
(5星)	金三顺！搞笑，励志，感动～
(4星)	玄彬  真是超级耐看。。
(3星)	励志片
(5星)	最初认识玄彬就是因为这部韩剧。感觉很搞笑，很温馨，很平淡的爱情生活。
(4星)	三顺做的美食，好诱惑
(3星)	就那样！
(3星)	应该是看过很多回
(NA)	我果然还是对秘密花园前的小玄子不感冒= =
(5星)	从此喜欢玄彬
(4星)	好早的时候看的，以至于现在已经忘了部分剧情，只是记得帅帅的玄彬，当时就觉得他非常适合衬衫！现在的运动服美男在结束了兵役之后展现了更加帅气搞笑的演技。会继续支持！
(NA)	宣儿姐姐太有喜感了，天才啊天才
(5星)	喜欢喜欢~~~~
(5星)	。。都想要这么一个男子陪在我们身边吧，
(5星)	这部剧让我学会坦率的看待爱情这货。三顺，3Q~
(4星)	在韩剧里面，女二越是美好，命就越歹。因为王子终究会被邪恶的灰姑娘女一一口吞掉。
(NA)	这是我最喜欢的韩剧，看了不知道有多少遍了，我妈也好喜欢的，好喜欢里面的那首离不开的离别
(5星)	当年超级爱的片子~~看了五遍，笑了五遍~~ 很灵很经典~~
(5星)	三顺啊，太喜欢咯。但是三顺演别的怎么看都还是三顺哪。。。穿越不起来哦
(3星)	一星给玄彬 一星给郑丽媛 一星给那个脍炙人口的诗 到最后也没能对三顺喜欢起来 倒是郑丽媛真是赏心悦目啊 适合当媳妇儿==猴子是怎么把她拉进来的0.0 啊尹秘书真萌==
(5星)	哇哇！三顺馁~~~
(5星)	三顺姐太可爱了，女配有些做作。
(4星)	。。。我还是喜欢微笑女王。。
(5星)	对这种很自我的女人总是很有好感，三顺，Madonna，Pink这样的。
(4星)	我的韩剧最爱。
(5星)	跳舞吧，像没有人欣赏一样。唱歌吧，像没有任何人聆听一样。干活吧，像不需要钱一样。去爱吧，像不曾受过一次伤一样。生活吧，像今天是末日一样。
(4星)	很喜歡柳熙珍這樣的女人。獨立啊，善解人意啊，堅強啊，愛笑啊，溫婉啊。至少我感覺是這樣吧。
(4星)	萌咖！！！
(4星)	就是因此爱上玄彬的
(5星)	韩剧中的满分！！！
(5星)	能被吾辈赞赏的韩剧真的不多啊不多
(4星)	看了这个，感觉胖女孩还是很有魅力滴！哈哈哈
(5星)	是人都知道的剧
(4星)	以现在的词来说就是败犬= =
(5星)	很喜欢的一部韩剧，因为没有坏坏的第三者，所有的人都很可爱
(5星)	要努力的守护自己的爱情和爱人，你腿那么短，跪的下来吗？我也有一辆那么可爱的自行车，就是从来没骑过
(4星)	我不喜欢女主，可是我HC男主。第一次见到有男人把粉红色衬衫穿的那么好看的。。。
(4星)	去爱吧，像不会受伤害一样
(4星)	8.3 狐狸啊你干啥呢？
(4星)	挺有爱的，其实还是跟着妈妈看的。。。
(5星)	唯一欣赏的韩剧，喜欢金三顺这样的女人，喜欢玄彬
(4星)	姐弟恋哦 我喜欢三顺认真做蛋糕的样子 嘿嘿 好专业的说有爱的很
(5星)	超喜欢的一部剧！！百看不厌~
(4星)	好久以前看的。现在又翻出来看了。。。。还是好喜欢。。。三顺读的还是法国蓝带啊！！
(5星)	在我开刀那段时间的支柱!!!
(4星)	当时超爱玄彬爱情好像流沙
(4星)	唉，还是这部比较靠谱，是韩剧爱情喜剧中的精品。
(4星)	哦！小玄子！！！！
(5星)	玄彬也~
(5星)	虽然脱不了韩剧的种种，但总归充满让人发笑又赞同的道理
(3星)	玄彬很帅。。
(4星)	曾经为了看这剧还逃课被点到名，囧，不过男猪的颜真是好啊，ｐｓ：虽然现在看是慢慢惨了
(NA)	看过三遍....
(3星)	其实金善雅挺美的，女人一胖，真的很难跟美挂钩。
(5星)	可是最心疼的还是被他抛弃的女子...
(NA)	好！
(4星)	不是每个剩女都这么幸运 长的胖还有帅哥喜欢
(3星)	我发现我还是喜欢郑丽媛这种不那么跳的女人。
(4星)	這部劇是童話 在我無可救藥的喜歡童話故事的時候上演。
(5星)	去爱吧~
(NA)	玄彬的巅峰时刻啊
(5星)	玄彬帅呆了
(NA)	玄彬帅呆了！
(5星)	暖暖的
(3星)	玄彬啊 。。。女主太。。。。了。
(5星)	爱疯了 当时~
(3星)	还行
(4星)	被电视剧播烂了，05年的片，好久
(4星)	韩剧就是拿来娱乐的
(5星)	每一集都有亮点,每集都会大笑的电视剧```
(5星)	最喜欢的一部韩剧，看了n遍，纠结必看，O(∩_∩)O哈哈哈~
(4星)	去爱吧，像不曾受过一次伤一样； 跳舞吧，像没有人欣赏一样； 唱歌吧，像没有任何人聆听一样； 干活吧，像不需要钱一样； 生活吧，像今天就是世界末日一样。
(4星)	姐就是这样了。。。。。
(5星)	三顺，你真争气。
(5星)	童话的故事，美好的结局，原来爱情真的会变，当初那么相爱的两个人到最后还是分开，那谁又能说，这一次就不会结束……正在爱是最美好的，希望永远在爱的过程中……
(3星)	一般
(NA)	帅气的三顺~骨子里有那样的性格！两个女主角都直率，宽容！
(5星)	真的不错不一韩剧啊！
(5星)	真的很不错。特别敬佩金善雅为了演这部电视剧可以增肥。关键是那么舍得自毁形象，有点值得想想的东西。@Home
(4星)	很喜欢看~看过好几遍，特别喜欢女主角做蛋糕的感觉和他们两个之间的爱情~
(5星)	唯一一部百看不厌的韩剧啊~- -
(NA)	当现实遇上虚构
(4星)	适合花痴的我
(5星)	完完整整看完的电视剧，因此剧喜欢男主，当玄彬脱离此角色就没喜欢过了，果然还是爱角色而已！！大龄平凡灰姑娘遇上王子，现实不可能啦！
(5星)	王子灰姑娘看多了，看看这个也给自己长长信心
(4星)	老好看了~
(4星)	哈哈~傻的一塌糊涂的女人~
(5星)	无法被超越的经典！！！
(5星)	恩恩～伴随那段记忆
(NA)	蛮好看的 呵呵 只是看着开心 没什么深刻感触
(4星)	从这部片子开始喜欢玄彬，并不是最喜欢的韩剧，但是有最喜欢的演员~~hoho
(4星)	为了温暖的三顺，为了俊气的玄彬。
(5星)	真爱不会抛弃那些最真实对待爱情最真诚的人···
(4星)	哈哈。这部剧也很喜欢呢。玄彬应该是这部剧喜欢上的。韩国演员都很厉害的。
(4星)	可惜我还是没看完它 。。。
(5星)	在我很忧郁的时候治愈到了
(5星)	打不死的金三顺，认真过生活的金三顺，心态好好的金三顺，脸皮厚厚的金三顺。
(4星)	这女人几世修来的福气哦 哈哈 不过她自己也有很吸引人的地方
(4星)	老大姐和弟弟的姐弟恋，就是那么小平民的爱情。
(NA)	每次都有翻出来看的冲动
(5星)	超爱
(4星)	最他妈喜欢那段对白马王子的说法真是经典极了！！！
(5星)	最爱这部
(4星)	满搞笑~~~~原谅我一用电脑上网就刷屏吧~~~~~~~~
(5星)	太太太太喜欢的韩剧了～！“就算我是这个社会上的小蚂蚁，你也没有践踏我的权利～！”哈哈…
(5星)	我好喜欢郑丽媛啊啊啊啊啊啊 啊啊玄彬也蛮帅
(3星)	=，=看一部爱一个
(5星)	我爱大龄剩女题材 而且评论里有一篇写的很好
(5星)	我晕，那谁玄彬在这里面也太帅了。
(5星)	陪我在大笑和哭泣中成长，深深地痴迷其中，被那个胖胖的执著女孩打动。28岁时看的这个电视剧，当时心中窃喜，我还比三顺小一岁呢，希望大大滴，四年时间转瞬即逝，却是斯人依旧
(NA)	忘不了,它一直都是我的励志大补汤~
(5星)	回忆起第一次在课桌下看这电视剧的样子，勾起了我一些小感动。
(5星)	一个人从完全不起眼，到一部剧完结，你觉得男的帅的要死女的可爱的要死——这是韩剧的妙处~不过郑丽媛从头到尾都美呆了
(NA)	就是喜欢，没办法～哈哈～
(4星)	就是奔帅哥去的，玄彬很刷，三顺姐也听可爱的啦
(4星)	最大的贡献是Daniel.
(2星)	还记得，某人让我对这部片子终生难忘
(5星)	是不是拿出来激励自己一下……然后梦想下也可以遇到个想玄彬那样的王子……
(3星)	断断续续看了点 不是很喜欢这种电视剧
(5星)	可以的话想评十星。最喜欢的韩剧。基本改变我的理想了。现在整天吃吃喝喝，想做美食也是因为这部剧。这部剧喜欢上一个人，玄彬。
(5星)	看了好多好多遍······
(5星)	真喜欢三顺 自然不矫情 勇敢面对生活 这样的人可爱 三顺因为可爱才美丽 
(NA)	看过三遍了，金三顺。每次都哈哈笑着开始看，然后在剧终时看着两个人的样子发呆......我们走上人生的阶梯，看似不在一边，却相恋了~~三顺啊！哈~~
(4星)	帅呀帅。。
(5星)	一遍一遍一遍的看.....07年暑假看了无数遍的剧。连老妈都迷上了的剧。
(4星)	去爱吧，就像从来没有受过伤害一样，三顺可以，我们也可以~~
(5星)	最喜欢的一部韩剧
(4星)	喜欢
(4星)	不错~
(5星)	每个镜头都是经典，每句台词都是哲理，不是生搬硬套而是完美的演绎！每个角色都是真实的，没有让人生恨的女二、让人心疼的男二！是看过的韩剧中的最爱！
(4星)	熙珍笑起来多灿烂啊，唉…
(5星)	很喜欢~~
(5星)	极少极少觉得不错的韩剧
(5星)	为了柳熙珍。
(5星)	我叫三顺！一个大大咧咧的女孩
(NA)	爱情轻喜剧，最好的一点是，不管男女，里面没有一个蛇蝎美人。轻松、清新、清爽，不错。
(3星)	没印象了……
(5星)	不错不错，玄彬好帅的
(5星)	大爱玄彬
(5星)	要是我是三顺就好了(┳＿┳)...
(4星)	看过一点，喜欢女二
(5星)	百看不厌!想向三顺一样生活!
(NA)	典型男人婆 但是我中意啊。
(2星)	没看全，没多少印象的一部韩剧，大四时看的。因为当时流行这剧，当时我又中了韩剧的毒，所以才会碰。
(5星)	非常好看，金三顺，我喜欢
(5星)	大爱的韩剧之一
(5星)	为了看这个剧，我没去一次班级春游。
(4星)	喜欢男主角。
(3星)	很久之前看过的了。
(5星)	我最喜欢的韩剧！三顺，加油！
(5星)	整部电视剧都一气呵成，没一点累赘，就结局那集添了败笔。我很喜欢这电视剧的~唉~
(3星)	好看么？
(5星)	玄彬
(5星)	最爱最爱的韩剧。
(5星)	看了金抽抽，发现三石居然没有那么好看了。。。
(5星)	也是非常不错滴，喜欢里面的音乐 ，还有很特别的镜头。喜欢汉拿山，云雾缭绕的感觉，还有三顺一个人的时候，还有可爱的很帅的阿三。。我也想当糕点师傅。。。
(5星)	美食诱惑
(5星)	第一部全部看完的韩剧~~
(4星)	很不一样的俗……
(4星)	讨厌两个主角 喜欢女二和男二
(3星)	郑丽媛很好看，超级喜欢她笑的样子，对着daniel尤其笑的可爱。
(4星)	难得韩剧中的女二不让人讨厌，男二帅过男一啊~~~最搞笑的还是三顺啦。
(5星)	07年高三的时候每天中午看的，因为这个剧迷上玄彬
(3星)	当时看下来感觉好像也就一般般，歌很好听，郑丽媛很美，混血很帅！
(5星)	玄彬好帅
(5星)	今天又重看了一遍，喜欢三顺和三石，不过每次看到熙珍哭的时候还是会觉得心疼。。话说郑丽媛的演技真的很好。。。
(5星)	唯一一部看了第二遍的韩剧
(3星)	同样没看全，韩剧大都是电视台放的时候跟着看，碰到哪集就看哪集，这个算是比较欢乐的一部韩剧。
(5星)	经典韩剧。玄彬还要好帅！！！
(5星)	最爱的韩剧
(5星)	这部剧看了好几遍了 一直看不腻~
(NA)	蛮好玩的
(5星)	最喜欢的韩剧之一
(5星)	由于这部剧开始喜欢玄彬地，直到现在，以后继续花痴。。。嘿嘿
(3星)	曾经一度看过很多韩剧
(4星)	还是在上学的时候看的，当时看了一遍又一遍~~~确实很好看
(5星)	三顺三顺~！
(NA)	我爱玄彬
(NA)	看多少遍都不觉得腻
(NA)	那时候我就在想， 再胖的女人也有人爱~哈哈
(3星)	其实是骗人之作……还是坚定不移的相信“男人以貌取人”！！
(5星)	想当年迷了很长时间
(3星)	ok。
(4星)	…………………………………………
(4星)	有一半我都是跳过~~三顺的确几得意，不过对韩国剧爱情部分真的不感冒
(3星)	这片子有点假吧。。。
(5星)	经典好剧~
(4星)	啊呀~好久以前看的  美珠的名字就是从里面那个可爱的宝贝儿身上找到灵感地~
(5星)	看过最好的韩剧，没有之一。
(NA)	韩剧的分都不低。。。
(NA)	大爱
(2星)	一般~
(4星)	都快要放烂掉的连续剧了。。。不过玄彬还是很帅的。。。
(3星)	...
(NA)	不是很喜欢 太假了。。。。
(4星)	金三顺
(5星)	老妈最爱看的
(5星)	百看不厌
(4星)	跟我媽一起看的。。
(NA)	可爱的片子
(5星)	演得很有特色，歌也很好听啊。我最喜欢三顺了
(3星)	好吧我似乎没什么兴趣看下去。
(5星)	总会让我想起璐~
(NA)	唯一爱看的两部偶像剧之一
(5星)	不错啊
(5星)	超爱女主
(NA)	去爱吧，像不曾受过一次伤一样 　　　　跳舞吧，像没有人欣赏一样 　　　　去爱吧，像不曾受过一次伤一样 　　　　唱歌吧，像没有任何人聆听一样 　　　　干活吧，像不需要钱一样 　　　　生活吧，像今天是末日一样 女二号的笑容好美哦
(4星)	去爱吧
(NA)	谁可以那么lucky
(5星)	最喜欢的一部韩剧
(5星)	反复看的电视剧。
(4星)	玄彬玄彬~阿三~~
(5星)	每次心情不好的时候拿过来看看，真的不错，我爱死他了
(4星)	喜欢女二号郑丽媛多一些，微笑女王啊！
(4星)	我妈很喜欢，她看到剧中两个女的打架的时候看得尤其认真
(5星)	我最爱的三顺，为数不多让我一直记得的电视剧，爱的~
(5星)	是不是努力又认真的女人最美？
(NA)	玄彬！！
(4星)	不是每个人都有三顺那样的福气
(NA)	三顺的性格真不赖。
(5星)	赞
(4星)	郑丽媛好美
(4星)	算是很不做作的韩剧！好喜欢女二的外表。。
(NA)	我就喜欢女二号
(5星)	怎么可以不是五星！~~~
(5星)	我最爱的韩剧。
(4星)	偏爱灰姑娘的故事
(NA)	肥胖的人都有那种幸福就好了啊
(4星)	可以说是最喜欢的韩剧之一，为三顺的努力而感动。还有她的职业，是糕点师，很甜蜜。阿三也帅。希望他们好好的。
(5星)	超喜欢金三顺，要像她一样，认真过生活，积极面对困境
(4星)	搞笑
(5星)	喜欢男猪脚~~
(4星)	胖姑娘也有爱情。
(5星)	我就喜欢胖子最后过上幸福生活的故事~~~~
(5星)	我妈和我笑死了~~第一次她背着我看完了再陪着我看一遍
(NA)	女子如金三顺，温情而惹人爱
(4星)	胖子也有美好爱情~
(NA)	可爱 搞笑
(5星)	感动~~励志~~有趣~~！
(4星)	太喜欢这类电视剧的我，多害怕自己会变成微胖的，烦恼一堆的大龄剩女……囧
(5星)	有哭有笑有感动
(4星)	突然有天发现，看过三顺后，天空都异常蔚蓝，看什么都是美好的。那种感觉太奇妙了。所以，以后有不高兴的事儿，就看三顺来化解
(3星)	解闷儿的剧 也是唯一看完的一部韩剧
(NA)	很喜欢三顺的性格
(4星)	也是很久以前看的了~~~好可爱的三顺啊~~~还不错哦~~~
(4星)	为了玄彬~郑丽媛~~~
(5星)	最爱的韩剧
(3星)	灰姑娘 以及情商低的男主……
(5星)	很少喜欢的韩剧
(4星)	大一的时候买了张碟，第一次翘课是因为看这个，是一种回忆了吧
(5星)	喜欢玄彬
(NA)	电脑里一直保存，无力的时候就看看，看的最多的是金三顺和玄彬说你懂不懂那是喜欢的意思，哭的最多的是玄彬和夕真说分手的场景，感同身受的是夕真捡东西的那一刻
(5星)	以前没其他电视的时候，就看这个，很可爱的胖姐姐，蛮好看的
(NA)	三顺，三顺，可爱的三顺，可惜现在整容了，不好看
(3星)	现在已经没有想看的韩剧了，我的韩剧里面最好就要有食物
(5星)	我迷恋的真的是主角们各种说不说出口这样的挣扎
(4星)	大爱三顺~~
(5星)	我们要有金三顺的斗志
(5星)	太励志的一部片子   头一次觉得韩剧还是有东西可以吸收的   例如金三顺的精神~！加油~！
(4星)	其实我觉得挺不错
(4星)	《宫》里面的太后在偷看这部剧，哈哈。
(5星)	07年看的。至今仍是所看韩剧中的最爱。
(5星)	万物守恒定律
