http://movie.douban.com/subject/5031441/	家，N次方
(5星)	 还不错，家是多么重要啊            
(5星)	 看似不平凡而又那么地平凡 那是一种温暖而坚定的力量 家            
(4星)	 喂 我说那个鼻孔占满整张脸那个伪富二代 喂 我说你呢 长的跟冰雕似的那个 站远点好吗            
(4星)	 真挺好看的，朱雨辰真不错啊，宋丹丹这个辣妈演得真好。            
(5星)	 虽然觉得离百姓的生活很远，但是和奋斗与青春一样吸引人。丹丹的演技让我被深深吸引，朱雨辰、高露和白百何也让人印象深刻。剧情跌宕起伏，这样的开放式结局是最好最有意境的。            
(4星)	 老戏骨真不错            
(4星)	 只是 荔枝 完美的有点不现实了~~            
(NA)	 说实话 觉得赵导的演技有些僵硬··喜欢宋丹丹和朱雨辰 不喜欢薛洋·            
(NA)	 很喜欢家庭伦理剧~宋丹丹演得真好-。-            
(4星)	 ＝ ＝。。没觉得像传言中那么好看。。            
(NA)	None
(5星)	 很温暖~楚牧这种有木有啊！好男人啊好男人！            
(4星)	 那么那么那么喜欢栗子姐&gt;&lt;            
(4星)	 其实楚牧和薛之荔可以移民加拿大，完美结局。            
(3星)	 还不错。            
(5星)	 好看好看！！！            
(3星)	 还行吧，就是没见过这么厉害的角色。            
(4星)	 齐齐好玩            
(5星)	 家庭喜剧，爱情变成副线。喜欢齐殿，很出彩儿，关键人物之一。            
(5星)	 确实挺好的~            
(5星)	 白百合的赵雯姐很真实            
(4星)	 不喜歡這個結局。。。            
(2星)	 不好看            
(4星)	 http://www.51yizhuo.com/ProductView.aspx?id=4578            
(4星)	 后面人物崩了情节也烂了……矮油。            
(5星)	 这部片给我两个1启示，人不能太爱面子，活的太累。第二是人要有合作精神。喜欢赵文这个角色和宋丹丹。            
(5星)	None
(4星)	 话说我很喜欢齐齐和文姨对付赵雯的那段！赵雯是有多垃圾！！！            
(5星)	 一直感觉家离我也挺远的，其实远近都是自己定的             
(NA)	 配乐不行 没一首能让人记住的            
(3星)	 一般一般            
(4星)	 国产电视剧最适合打的就是亲情牌有木有            
(5星)	 一部让人不想快进的国产电视剧~没有矫揉造作~有的只是让人忍不住嘴角上扬~            
(5星)	 鲜明的人物个性，鲜活的人物特征，有你有我的影子，有你有我的过去或将来。            
(4星)	 编剧有点过了，好在演员还算自然            
(5星)	 影视作品最吸引人的地方在于，它把几年甚至几十年发生的事浓缩在几十分钟里展现给你看了，很过瘾也容易上瘾，爱情太美好，而现实中却得不到，有时我也宁愿沉溺于电视里。            
(5星)	 还可以吧 挺朱雨辰            
(4星)	 完美诠释什么叫坐在宝马车里哭            
(NA)	 不错不错，喜欢那样的母亲！            
(5星)	 相当好！            
(4星)	 为什么这里的女人都那么完美？从老妈到薛之荔到齐齐。。编剧太假            
(5星)	 结局太纠结了            
(NA)	 不错啊~            
(5星)	 一个能骗人眼泪的电视剧，通宵搞定+刷了两把，家家家家.......            
(4星)	 无聊了啊~看电视剧了啊~赵导演技不咋地~锤死伪富二代~其他人还都挺喜欢~            
(5星)	 山寨刘德华这货让人很无语            
(4星)	 家的力量。            
(4星)	 栗子姐，我的爱啊！！！            
(2星)	 真假······            
(4星)	 有个牛逼的妈咪，生活多精彩。            
(NA)	 整部剧聪明优秀有能力的，皆女性            
(5星)	 太喜欢了，家才是最重要的！            
(5星)	 我的泪点很低好吗！里面除了栗子姐其实也是很完美的好吗！打酱油的达子也是很完美的好吗！            
(5星)	 我哭了两次            
(5星)	 很好看            
(4星)	 居然看哭了。            
(NA)	 很现实但现实中又很少有  值得一看            
(5星)	 栗子姐 多么美好            
(5星)	 向栗子姐学习，做个懂事的好菇凉~~虽然很累，但是为爱的人，值。            
(5星)	 我还是喜欢这类剧的，看来赵宝刚的我都还适应            
(5星)	 一个家的精髓            
(4星)	 完美的栗子姐            
(5星)	 平淡中，处处是真情。在看着电视剧绣着十字绣的时候，几乎错以为这会是我将来温暖的幸福。            
(4星)	 其实还是很好看的            
(5星)	 楚牧薛洋周浩栗子姐齐齐西子赵雯各领风骚各具特色            
(5星)	 索引号：【YSJZ-Ⅱ-㈠-001】观看日期：2011-6-28            
(5星)	 还是理想主义好啊            
(5星)	 不评价俊男靓女，只是感觉很少有这样的电视剧打动我了            
(5星)	 从开始的对立到最后的温馨，很感人的故事            
(3星)	 某一部分人强烈推荐滴。。偶像剧？？最喜欢的角色是文姨，完美的太不现实了            
(5星)	 栗子姐            
(5星)	 白百合演的出神入化！            
(5星)	 看完怎么心情有些许沉重啊。            
(4星)	 喜欢栗子。--近年看得最愉快的电视剧之一。            
(NA)	 家的感觉是什么都无可替代的。有了家，有了家人，什么困难都不怕，永远都有动力永远都快乐。因为我们是一家人！            
(NA)	 喜欢齐齐哈哈            
(5星)	 让我的心在喧嚣和浮躁中醒来，知道自己真正想要的是什么，谢谢。            
(4星)	 虽然有点童话，还是相当不错滴            
(5星)	 栗子姐是女神一样的人物。。。北京人掐架好好玩啊。            
(4星)	 一般吧            
(3星)	 这个才是真正的我爱罗 cosplay            
(5星)	 真好看~            
(4星)	 我喜欢高露那牛儿            
(4星)	 讨厌那个大鼻孔男人= =齐齐好多地方都让我吃惊，，还有就是，任重是里面最帅的吧~            
(NA)	 剧里的女人们都相当的厉害。不论是气场还是台词都胜出。            
(4星)	 有时候并不是有爱就可以，如果是错的时间遇到对的人，那在一起也遥不可及。            
(4星)	 同患难的感情才是真感情            
(3星)	 觉得很假，实话，把生活演得太戏剧化太不真实了。            
(5星)	 植根于现实的国产电视剧比什么碟报片有意思多了。栗子姐是个好姑娘；吉米老师也变得讨喜了。            
(4星)	 现代简化版红楼梦            
(NA)	 冰和火是可以交融的。            
(4星)	 人物都很可爱很讨喜             
(3星)	 赵导拍的总有家庭味儿，其本人演技真不敢恭维            
(5星)	 喜欢齐殿            
(5星)	 冲着华子和宋丹丹看的，确还爱上了里面几个女孩子，每个都让我喜欢的紧啊~~~            
(4星)	 开始像闹剧，越看越有意思。喜欢每一个人物。            
(4星)	 我老喜欢赵雯和栗子姐            
(5星)	 这是目前为止唯一一部我看了结尾，还能反过来一集一集往下看的电视剧，很不错，大爱薛之荔，喜欢她的那份淡定和从容，在突发事件面前，她刻意的让自己反应慢半拍，来给身边的人一个依靠，给自己多一点准备的时间，多么无私的人，多么孝顺的子女。薛爸爸，公司破产又怎样，有这样的女儿足矣！！            
(5星)	 心情不好爱拆东西吃栗子爱蘸蜂蜜的栗子姐姐。            
(4星)	 还可以吧，家庭温馨剧，喜欢齐殿            
(4星)	 喜欢齐齐和薛洋            
(5星)	 栗子姐            
(5星)	 来法国后唯一一个让我从头看到尾的电视连续剧。想起了好多，也明白了好多。            
(5星)	 好欢乐!!好戏剧!!!哈哈 真心力推!!!            
(NA)	 宋丹丹和白雪演的非常好，比原来赵宝刚的戏有点儿进步了            
(4星)	 哎哟~不错哦~            
(4星)	 扣在那太不现实的人物经历，以及那太过分的山寨舞台秀、摩托车赛。省钱不是这么个省法吧。。。不过真的让我看的很乐呵~连续3天，凌晨2点睡。            
(NA)	 还不错            
(5星)	 话说，每年暑假我都会消化几部电视剧。这部真有爱有欢笑，关键有我们学校好不好~            
(4星)	 要不是那个山寨刘德华 就给五颗星了            
(NA)	 里边的演员就只有薛洋我是从头到尾都不喜欢的。关于赵雯，现实点虚荣些是没错，可是不择手段，的确是卑鄙了点。最后开始可怜她了。            
(5星)	 其实有些情节挺简单的，但我就是想哭。一部让人又笑又哭的好看电视！            
(4星)	 为什么相爱的人不能在一起，爱人呐，有一天我会翻山越岭到你身旁~~            
(5星)	 如果身边有一个栗子姐该多好            
(4星)	 人一辈子最大的财富是什么？是人，是无论你成功还是失败、富有还是贫穷都愿意跟你相扶相携一起经历一起分享的那些人，还有在这些过程里你跟他们之间越来越无法割舍的那份牵绊。幸福就是：富贵或贫穷都只是背景，属于我们的主画面永远都是，我们在一起，牵着手，在一起……            
(5星)	 组合家庭也有春天。            
(3星)	 有精彩的地方，不过有些地方编得太离谱了，合着他家全是天才啊。80后编剧还得加油。            
(4星)	 看得下去的偶像剧，摆脱那种富家公子做作的老派戏路            
(4星)	 很有意思~但是没欲望看第二遍~            
(4星)	 有些不真实，但很好看！            
(5星)	 就是凭感觉打了5颗星 不为别的            
(NA)	 超有感覺            
(3星)	 为什么我在里面看到了“梦里花落知多少”的影子？？？            
(5星)	 镖跟靶的每次分离，都是为了能够再一次回到靶心，所以…等待…             
(NA)	 蚊子同学让我羡慕嫉妒加恨            
(NA)	 看完了，真有栗子姐这样的女人嘛            
(3星)	 宋丹丹演的角色EQ高啊。佩服            
(5星)	 家的气息啊……家和万事兴！            
(NA)	 陪妈看的            
(NA)	 最近已经很久没看电视剧了，这个电视剧真的还蛮好看的            
(4星)	 用一巨俗的故事讲了N多不俗的道理。有乐有泪有共鸣。            
(5星)	 看了剧情是那么的好。希望有续集！！            
(4星)	 哥居然也看国产电视剧了！            
(4星)	 一不留神看到天亮，又看完了哈哈、漏洞太多，编剧不咋地，搞得帝都这么没水准。。。还好有个白百合演的不错。            
(5星)	 栗子姐            
(4星)	 挺喜欢齐齐            
(NA)	 好            
(4星)	 很扯！但是还蛮有爱的！            
(5星)	 家永远是最好的停泊的港湾            
(4星)	 薛之荔绝对是榜样一枚。            
(5星)	 超好电视剧 告诉你什么是爱 什么是家 什么是生活            
(4星)	 拍得还不错，值得推荐，栗子姐和小怪物很招人喜欢            
(NA)	 喜欢栗子姐            
(4星)	 有被感动，喜欢栗子姐。            
(5星)	 看完《家》，我想说，最好的结局，是没有结局。几乎是一路含泪看完最后一集的。编剧，您敢情好~这感情戏拿捏真好！我眼泪还真只含着，最后才流下来！            
(NA)	 蛮不错的 有点小温馨的感觉。。。            
(3星)	 贫的有点儿二            
(5星)	 瑕不掩瑜的电视剧，探讨家庭关系相当到位，一物降一物，一物降一物            
(NA)	 片子好歹跟着看完了~笑点很多，最后的结局哭了好久很开心~            
(4星)	 后期无聊了            
(NA)	 厦门玩去给看完了            
(5星)	 栗子姐 完美女性            
(5星)	 栗子姐太聪明了            
(4星)	 挺搞笑的            
(5星)	 很现实 也很自然 却很吸引人的剧情 舒服！！            
(NA)	 又是一部80后题材的电影。不错。            
(3星)	 喜欢栗子姐。喜欢小疯丫头            
(5星)	 赵雯不要脸的样子让人恨得牙痒痒，但有些话真实得让人不得不服，尤其是“我贱，故我在”的那段，精辟啊~~~栗子姐是所有人的女神，完美女性，无敌了！！            
(4星)	 人物设置有点日本味儿~又没看完...            
(5星)	 宋丹丹的那个中年妇女的形象是我的偶像啊！！！！！！！            
(4星)	 喜欢齐齐....            
(5星)	 好看好看，稀饭~~            
(4星)	 挺好的~               
(3星)	 就算是金牌导演+大腕，也挽救不了一个破烂编剧造下的孽！            
(4星)	 文楠，一个千年不遇的妈            
(4星)	 利用上个周末看完的电视剧，家的感觉很重要~            
(5星)	 挺好的 很温馨的家庭感觉            
(5星)	 有爱啊~~~            
(5星)	 喜欢这感觉            
(4星)	 现实生活中应该没有那么复杂的家庭吧。            
(NA)	 这种生活蛮生动            
(5星)	 赚足了我的感动和眼泪    每个人物都那么丰满   让人又爱又恨              
(4星)	 所有敌对的开始就是一切悲剧的开始，不论任何事情，你在必须面对的时候所选择的态度其实就已经决定了整件事情的走向和结局。包容和接纳就会是祥和和喜剧，挑剔和敌对就一定是争吵和悲剧。             
(4星)	 之荔，羡慕嫉妒恨啊~~            
(4星)	 最近在看国产剧。。= =！好搞笑啊！！！            
(4星)	 可以去看，蛮搞的。            
(5星)	 那么坚守着  为家而付出。            
(4星)	 我希望将来可以养个齐齐那样的娃            
(4星)	 阐述幸福的真谛            
(NA)	 越来越喜欢朱雨辰。。。希望有下部，可以让宠物和栗子姐在一起。。            
(4星)	 喜欢齐齐的活泼热情，喜欢荔子姐得知性大方，喜欢楚牧的踏实诚恳，是一部一直想看下去的剧，在剧中可以体会到他想传达的那份暖暖的家庭情怀，喜欢，赞一个！            
(5星)	 很不错 语言够犀利 剧情够曲折            
(5星)	 不错，有开心有流泪，但更多的是开心。不过中心思想宣传的境界我和小胖儿3年前就达到了。：）            
(NA)	 喜欢齐齐和薛之荔。。一个像精灵 一个像仙女。。。            
(4星)	 有抄袭TVB的嫌疑。            
(5星)	 2011研一下学期，栗子姐，宠物~            
(5星)	 原来不是赵导的~            
(5星)	 还是很 搞笑，很喜欢齐齐            
(NA)	 &#34;我觉得其实人一辈子最大的财富，不是别的，就是人，是不论你成功或者是失败，富有或者贫穷，都愿意跟你一起分享，一起经历的那些人，还有在这个过程中，你和她们之间越来越无法割舍的那份牵绊。&#34;            
(5星)	 每个人心中都有一个栗子姐+1            
(4星)	 N年不看国产剧了。。。。我竟然会去去看。。。。。            
(4星)	 有搞笑，有温馨，有亲情，有爱情。            
(4星)	 栗子姐，知性美，大好き            
(5星)	 感悟良多！            
(NA)	 都是喜欢的人。            
(4星)	 剧的节奏很好，切换和剧情推进的速度都比较快。。。亮点。齐齐妹纸。。。性格和长相都是我的菜啊！！“刘德华”我实在接受无能！！为啥把齐齐妹纸许配给了他。。。另外，大陆剧也开始有华丽丽的姐弟恋啦！嘿！            
(4星)	 看完了。。爱上了薛之荔，爱上了齐齐，爱上了文楠&amp;这一大家子人。好剧总是在剧终的那一刻，留下了无限回味与温馨。温暖，或许就是这部剧集如此吸引我的地方吧。            
(NA)	 家的N次方,非常喜欢这个编剧,剧情丝丝紧扣,一点点一点点的深入人心,楚牧的善良,栗子的腹黑,齐齐的执着,薛洋的转变,再加一英雄老妈,赵宝刚到基本成打酱油的了,再随时接接赵雯周浩的小阴谋小花招,这不一个家才从散到聚嘛!其实编剧的本意还是奋斗,不过有家就显得更温情了.            
(NA)	 每个人心中都有个栗子姐...            
(4星)	 其实我比较喜欢里面的达子            
(4星)	 也就那么回事吧……一家子有够纠结的关系……然后弘扬一下这一家子的人格有多么的辉煌，多么的吸引人……最后再来一句，邪不压正……“坏人”你要不改正你就完了……            
(4星)	 冰窟窿和小疯子，无敌啦~~~            
(2星)	 害我还有点期待，只比芒果台的山寨流星花园好一点点，浪费朱雨辰的演技，白百何矫情的，那什么齐齐咋呼的，我欣赏不了这种豪门狗血偶像剧            
(4星)	 栗子姐向我诠释了什么是女性的知性美！            
(5星)	 看完了，哭了N次。            
(4星)	 最后一集的最后我居然哭了..........            
(4星)	 挺好看的 真的 真的~~            
(4星)	 宋丹丹那一声“哥”还真是......看完了，迫不及待地。虽然每个角色都很极端很不现实，不管是完美的还是搞怪的还是自私的，但它想表达的主题充分地表达出来了。是一部很赚眼泪很养眼的好看的电视剧。            
(3星)	 我居然看了！            
(4星)	 作品永远是美好的 敬佩薛之荔的睿智与胆识 更欣赏赵雯如此忠于自己 正如她所说：“贱，是一种态度，是将世事规律看透后的脚踏实地。扔掉一切道德外衣的真实会刺痛看惯伪善的世人，但这正是我存在的价值。所以，我存在。所以，我成功……” 所以 千万不要有续集 就让美好终于此吧             
(NA)	     这部电视剧真的真的很好看！！！            
(2星)	 薛洋吃大便去吧，记得留点给编剧哈。说教味道有些浓重，中国式吐槽么？剧情很不符合国情，很多情节处理的过于理想化，不够生活。演员选择也比较有问题，除了楚牧和赵雯，都不靠谱。不管好人还是坏人，成功都是要靠关系的，相比较与神马生活感悟，这一点其实才是最有价值的。            
(5星)	 看电视剧不就是为了身心愉悦么            
(4星)	 每个人都是极品...凑到了一块儿...            
(3星)	 编剧你还可以再扯一点啊，后面都被我快进完了，试管婴儿那我直接五雷轰顶了            
(5星)	 继奋斗后又一部让我看的废寝忘食的电视剧啊。顶赵雯！            
(4星)	 家的重要性在本片中完全的体现了出来，亲情对于每个人来说都不可或缺。栗子姐和宠物的爱情让我心疼，充满着无力感。宠物说，就算两个人只能做兄妹，只能做同事都好，只要两个人永远在一起就好，这个也是我希望，我希望的仅仅是在一起，以任何方式！            
(4星)	 四个女人各有特色，最爱薛之荔            
(3星)	 现在电视剧都兴这么结尾啊            
(5星)	 好看！            
(NA)	 追剧都要有萌点，看这剧就是挖掘了王子文~            
(4星)	 山寨刘德华给导演多少钱啊。最后挺催泪的。唉，栗子宠物啊。            
(5星)	 大结局我看了两次、哭了两次            
(NA)	 非常值得一看，颠覆了我对电视连续剧的看法            
(NA)	 很不错的            
(4星)	 有一股力量感动着我~~~            
(4星)	 一夜通宵搞定。我一定是疯了。忽然领悟一个问题，很多时候，不是坏人太坏，只是好人太好。某些程度的善良仅仅是懦弱。            
(3星)	 没习惯这么不现实的大陆剧~            
(5星)	 喜欢齐齐的机智   喜欢栗子姐一切尽在掌握之中的智慧    喜欢陈雯虚荣的不藏不掖  这里面的女人个个牛逼            
(3星)	 看了一半，受不了那张类似刘德华的冰冻脸了            
(4星)	 栗子姐果真完美，文楠也堪称完美了。没讲的那么好看吧，不过也还行，有些情节还是太假了。            
(5星)	 好看好看。可生活中真有这么回事吗？？他们最初也是建立在很多物质条件上的。            
(5星)	 什么是家，为啥追求家，我爱他们            
(4星)	 这个比裸婚时代好啊   但是就是不现实啊不现实            
(5星)	 继续大众的追逐女主。薛之荔。            
(3星)	 2011-07 没看完            
(5星)	 人越是成熟就越要承受的多一点 就像薛洋 越是小孩子气就得到越多的宠爱~觉得现实生活中找不到像文姨这么好的女人吧 满大街的赵雯 赵雯说 贱是一种生活态度 呵呵觉得太过于温馨了 把人性演绎的有点完美 男孩都喜欢齐齐 男人都爱之荔吧            
(5星)	 喜欢的大陆电视剧，现实、利落、温暖            
(5星)	 难得看到部不错的国产连续剧            
(4星)	 一下子全部看完 感觉宋丹丹的戏份太多。不过还是比较OK的            
(4星)	 刚开始的时候特别喜欢齐齐这个角色，后来更喜欢栗子姐。说实话，很不喜欢这种大圆满的结局，尤其是原来的死对头最后握手言和，成为朋友，或者装朋友。一旦伤了，就绝不可能装作没发生。当然，从成熟和理智的角度，冰释前嫌是最好的选择。但是，人总不能太过理智，栗子姐就太理智了            
(5星)	 最近好多人推荐我看这部的说            
(4星)	 我好喜欢栗子姐啊，而且我开始狂热地怀念糖炒栗子……好在，北京，我就要回去啦，哇哈哈哈哈哈！            
(3星)	 想法很好，但故事铺设的太散，表现的不真实，不过也不能对电视剧要求太高。。以为是赵宝刚的作品，还说他的水准下降了，原来导演不是他啊。。纯粹为了薛之荔看的，完美知性聪慧，国产版的殷雅俐瑛啊，虽然明知不真实，还是挡不住幻想            
(5星)	 为了成全，所以等待            
(2星)	 由这部剧可见 豆瓣的评分实在是不靠谱 观众成分对结果有很大影响            
(5星)	 沉迷。评论过几年再说。            
(5星)	 两天看完的 中间感觉有点粗糙~总体看还行 蛮有意思的 四星半吧~            
(5星)	 这个时代，好看的国产片往往忒现实，年轻人要怎么活，摊手。            
(5星)	 栗子姐太强了            
(NA)	 放大版的家有儿女，我喜欢！            
(4星)	 好看的电视剧不用太多明星，用家做话题，始终有新感觉~每个人物那么鲜活~~            
(NA)	 想到胡狗实习三天看完裸婚时代，我一礼拜看完这个真不算什么            
(NA)	 还不错的家庭片            
(NA)	 无与伦比的爱 =3=            
(5星)	 挺不错的一个电视剧            
(NA)	 听说不错啊~            
(NA)	 冲着白百何看的，内容就那么回事吧。不过小白童鞋的演技很好。栗子姐的风范很好。            
(4星)	 不真实            
(4星)	 标跟靶的每一次分离 都是为了能够重回靶心            
(5星)	 超現實            
(4星)	 剧情设计有点生涩，手法太明显了。但是名字很有深意            
(5星)	 有时候人总得有点梦想什么的，那样才会有追求，也不会不踏实。有的人，不爱就是不爱，不是说可以躲避就躲避了的，也不会再失去之时变现矫情，只有淡淡的回味。            
(5星)	 我们都需要反省            
(5星)	 good            
(NA)	 现实生活中这种家庭有几个？            
(4星)	 赵雯，很出彩。            
(NA)	 特别喜欢齐齐            
(4星)	 女权主义来了。            
(5星)	 很温暖，很舒服，很活泼，很可爱，很喜欢，另类而不排斥。            
(4星)	 看似是闹剧 其实也挺好看的 超乎我的预料            
(NA)	 很喜欢里面的栗子姐姐，知性，婉约........................            
(4星)	 台词功不可没。吐槽点是假刘德华演得真的很假            
(5星)	 不错。            
(4星)	 家~~真情 真感受                    本来很吸引我的 很多都演的也很不错 就是中间的白痴剧情有点玩儿观众的意思 打了点折             
(NA)	 通宵看完了这30集电视剧，后来家庭氛围确实温馨，但感觉整部电视剧后半场的表现力明显不够，神仙般的姐姐后来并没有惊人的表现，整个家庭凝聚力也没有在事业上有一飞冲天的表达，最值得细细品味的呢，还是片中各人在发展中的感悟，心得。这部电视，应该会有2的吧？！            
(4星)	 每个暑假要一部剧来nc一下。有点现实 有点温馨 MD泪点怎么这么低            
(5星)	 栗子姐姐，我愛你！！！            
(5星)	
(5星)	 一句话，偶像的剧是一定质量保证的啦            
(4星)	 挺不错的            
(4星)	 这部剧中所以女性角色都充满亮点。。。包括吉米            
(4星)	 挺不错的,对家的理解又深了一层            
(NA)	 老来俏啊~！！   没有耐心看完啊~！            
(5星)	 所谓幸福就是和爱人一直在一起，一直在一起            
(5星)	 剧中有真情，剧中有启迪！            
(NA)	 不错的电视剧。年轻人都应该看看            
(5星)	 真的很棒！！！！看的时候完全就是感觉情绪在跟着剧情走！！！喜欢！！！不知道该不该希望还有第二部嘿!!！！            
(5星)	 28集栗子姐的话很有道理啊..            
(5星)	 镖跟靶的每次分离，都是为了能够再一次重回靶心。所以，等待             
(4星)	 还不错吧。可是最后两集真心无语，我觉得栗子和楚牧特别扭儿..挺希望你们在一起的吧可是爱来爱去怎么就这么麻烦诶，真心肉疼。栗子是个不错的姑娘，但有时觉得她太爱扮老成了，还有演员那个说话的无力感..哎..不吐槽了..            
(4星)	 前面的一半还不错,最后有点扯~`            
(5星)	 幽默搞笑，高潮迭起，实在是好看！对于赵雯，我不苟同于她的价值观，却无比欣赏她的直率和才华。对于齐齐，敢爱敢恨，多才多艺，令人喜欢。薛之荔充分展现了防人之心不可无，人若犯我我必犯人的价值观，大方，能力自不必说。文楠的形象简直是好妻子好母亲的典范。这电视剧有点优秀女儿集的意思~            
(5星)	 虽然假了点，但是还是很好看的            
(3星)	 喜欢齐齐那个演员，好有爆发力的成都妞！            
(4星)	 一句话概括《家的N次方》:就是一个穷矮丑逆袭高帅富，最后抱得白富美的屌丝YY故事。            
(4星)	 最后结局不太合理 其他的都不错 剧情不拖拉 对白生动有趣            
(5星)	 终于看完了，现在国产剧也这么好看的吗！            
(4星)	 女的一个比一个厉害，男的一个比一个傻叉            
(4星)	 薛之荔，内敛，智慧，善良，温柔，坚强。齐齐，热情洋溢，率真洒脱。赵雯，自信，奋发，聪明，果决。            
(NA)	 喜欢90后的地外生物 喜欢80后独立聪明的栗子姐~            
(4星)	 部分情节狗血，薛洋演的好假-0- 但是演员们说得话都好经典            
(5星)	 花痴了~~~栗子姐~~~            
(4星)	 我觉得我还需要修炼······            
(NA)	 哎喲。又想去學調酒了。            
(5星)	 青春，偶像，励志，娱乐，搞笑，感人，温馨，经典。。。。。。看完之后非常感慨，每个演员都演得很到位，有血有肉，值得再看一遍的电视剧            
(5星)	 感动，感动，感动。            
(5星)	 剧中每个人物性格都很饱满，很典型。。。很贴近生活，尤其是剧中的亲情描写真切地触及到了我的内心深处。结尾的描写很让我回味期待。很喜欢这部剧，因为它的真实。。。。。。            
(4星)	 喜欢北京腔儿~            
(5星)	 除了薛洋，都特好            
(4星)	 那个演薛洋的我要吐了…其实我最喜欢的是齐齐啊有木有！！！            
(3星)	 下午刚刚看完，宋丹丹演个人见人爱花见花开的大妈呀~~啊哈哈哈哈~~            
(5星)	 一部IQ和EQ都很高的电影~初看，看到了世间的浮躁，再看，能看透沉淀的幸福~            
(NA)	 每个演员都超爱 特别喜欢朱雨辰            
(4星)	 赵宝刚的电视剧都挺不错的，喜欢米莱，喜欢栗子姐！            
(5星)	 我爱齐齐殿下~~~            
(NA)	 看着心里没压力 大概是一种麻痹吧又是有钱人耍贫嘴 大家都在骂赵雯 可是我却很欣赏她的勇气            
(5星)	 家的温情可以融化冰冷的心            
(5星)	 很喜欢栗子姐   知性大美女            
(4星)	 剧情太假2星，吉米1星，宋丹丹+栗子姐1星，白百何演技1星but角色太讨人厌减1星            
(NA)	 值得一看！家是什么，幸福是什么，里面都有很好的说明！开始的时候觉得宋丹丹演得有些假，慢慢看下去，其实她这样的一种心态很棒，生活中就应该这样！这部剧也许会存在不太现实的情节，但整体来看很棒！            
(3星)	 我居然看完了            
(5星)	 妙语连珠，都死人不偿命啊！对编剧的钦佩之情溢于言表啊！            
(NA)	 喜欢这种家的味道。            
(4星)	 这是一部温暖的电视剧。不同背景的人通过重组家庭的纽带聚在了一起，富二代、势力女、姐弟恋等现代社会中热门的字眼都在剧中体现，在描绘不同人物性格特点的同时，也突出了有家才是幸福这一主题。家的N次方，也是爱的N次方。            
(5星)	 生活是痛苦的，我们是快乐的；生活是快乐的，我们是快乐的；生活终止了，我们仍旧快乐，因为，我们只愿意快乐的活着。            
(NA)	 特别喜欢栗子姐这样的女人！简直太完美了！            
(3星)	 唉，还是太理想            
(4星)	 做人还是应该把心放宽了 快乐一点 要求少一点 就会幸福很多            
(5星)	 太好看了！！！            
(5星)	 很感人！            
(5星)	 在我们心情最失落的时候看完的电视，你告诉我这种乐观积极向上的态度教会我们太多太多的事。            
(5星)	 栗子啊栗子            
(3星)	 乔乔和金玲看起来好穿越。。。太美化文楠和栗子姐，有点儿过了头。。。            
(2星)	 怎么能把山寨德华给屏蔽了呢            
(5星)	 诠释现实中的幸福！            
(3星)	 1.全剧的泪点居然是最后赵文在宝马车里吃冰激凌的镜头。 2.刘德华演连续剧简直是面瘫啊~~~ 3.按照惯例像栗子姐那么完美的可人儿早被老天收去了。4.二星加。            
(5星)	 人物性格 都狠鲜明。            
(3星)	 不喜欢，太假了。现在年轻人的残酷人生只点到为止            
(5星)	 洒家 堕落了，，完全是为观众拍的电视剧，观众想要啥就给你啥，让你爽的同时还能有那么点思考，就让它很卖座了。。。（群众演员有有点逊了）            
(4星)	 就是为了在华子那学几句时髦的词  点缀一下我这土鳖的且贫乏的语言            
(4星)	 说真的，后来国产的电视剧还是很给力的。N次方纠结的人物关系，纠结的情感友谊。我喜欢离子姐，希望找到她那样的女人。不，奢求了！生活里有她那样的一个女人，很好！期待续集...            
(4星)	 粟子姐            
(3星)	 结局啊~~不爽~~            
(NA)	 满好看的..尤其是那个cosplay的齐齐 真的是有智慧的人 还有一个女的也是 就是最后有一对没有在一起            
(NA)	 开始有点兴趣，中间好奇，结尾让人失望。故事情节有点脱离现实，赵导演技非常生硬，就像一碗夹生饭，愣是让别人干嚼着咽下去了。            
(5星)	 万能 的齐殿            
(NA)	 闲的时候可以看看            
(5星)	 我觉得挺好看，特喜欢宠物和二妈            
(5星)	 所谓快乐，并不是那些生不带来，死不带去的东西。人一辈子最大的财富不是别的，就是人。是不论你成功或者失败，富有或者贫穷。都愿意跟你一起分享一起经历的这些人。还有在这个过程中，你和他们越来越无法割舍的那份牵绊。            
(5星)	 让我重新愿意相信他人，相信善良。            
(NA)	 文楠,栗子太完美了.            
(5星)	 很感人的故事，让人体会了一把大家庭的喜怒哀乐。。。            
(5星)	 难得让我喜欢的电视剧，其实也只冲着那几个人，也只因为某个人。            
(4星)	 白百何这只小清新居然演起了物质女 赵宝刚还是适合当导演 齐齐与栗子姐姐真心讨人喜爱             
(4星)	 标跟靶的分离，是为了下一次的相聚            
(3星)	 怎么说呢，情节有点夸张。但是齐齐灰常地可爱            
(4星)	 实在是不喜欢薛洋，宋丹丹也过分完美。            
(5星)	 家庭伦理。超喜欢齐齐，超理想化的性格，勇敢，聪颖！            
(5星)	 对栗子姐没有免疫力。。            
(5星)	 幽默有趣薛洋 帅齐齐 可爱栗子姐 智慧，女诸葛宠物 单纯傻傻            
(4星)	 整个一完美家庭，个个身怀绝技            
(4星)	 电视剧里无论他想表达什么样的真实情感和现实生活给观众，总是会在一些细节觉得太理想化了...但是，我们都是希望，都有个美好结局啊~~            
