http://movie.douban.com/subject/2210031/	仙剑奇侠传
(4星)	 初一的美好回忆，原声天天放着。林月如和李逍遥、阿奴和唐钰都很有爱。当初哭得稀里花拉，记得当时看不惯刘亦菲啊天天骂            
(5星)	 我玩过游戏才看的 但是还是觉得很棒            
(4星)	 比仙三好看，很感人。。。不过比较喜欢灵儿与逍遥。。            
(4星)	 至今仍对歌曲印象深刻            
(5星)	 没看完整...有时间看完去            
(NA)	 很喜欢很喜欢            
(NA)	 演员美的美帅的帅……就是故事太傻逼            
(4星)	 曾經為林月如寫過文的人飄過            
(3星)	 噗=  = 当年我追了一个暑假一集没落下 比起美少年胡帅哥我其实是刘亦菲的大fan啊            
(1星)	 逍遥叹不错            
(4星)	 里面的灵儿太漂亮了，李逍遥也很潇洒呀，可惜结局太惨了            
(5星)	 最爱            
(5星)	 矢志不渝的爱情            
(NA)	 非原作黨，就一部38集電視劇來說，編劇蠻好的你們不要黑它嘛/靈兒黨-&gt;翅膀吧，少年！/音樂加分            
(3星)	 唐玉小宝            
(5星)	 上初一就开始看了，那时候妈妈不让我看电视，记得我还是翻窗打开电视看得，不过没看完，还是几年后才看的结尾的，现在我只记得这部电视剧在冬夜带给我的温暖和感动。            
(4星)	 要老实承认，当年是很萌此剧的，虽然现在回首有点。。。            
(1星)	 哈戆            
(4星)	 林月如：原来我已经这么老了吗            
(3星)	 情节简单无聊.            
(4星)	 月如改的很垃圾片名不冠仙剑这剧就完美了            
(5星)	 最爱的古装~            
(NA)	 因为一款游戏通宵彻夜 伤感落泪 这是唯一一个了 翻拍的很不错了 很多场景和游戏的布置几乎一样 让人很亲切 期待4吧            
(NA)	 ，，，不咋的            
(NA)	 最爱的剧~            
(4星)	 不容易啊            
(4星)	 胡歌那时候还是帅一些 被韩国棒子鸡给整的有点奇怪了 看的时候还是初中的时候 好怀念啊 那时候只想着玩             
(5星)	 一分唐钰，一分阿奴，一分酒剑仙，一分林月如，一分石长老            
(4星)	 哈哈，唐玉小宝            
(5星)	 胡歌好帅！真心支持林月如！            
(3星)	 其实，觉得拍的还好吧，至少我很喜欢单纯又可爱的林月如            
(4星)	 虽然不如游戏 但遇到这么好的剧情我也没啥话可说了            
(4星)	 虽然和游戏不一样、但是已经不错了、            
(3星)	 胡歌是我的菜            
(4星)	 对于没玩过游戏的我，这部剧很不错            
(5星)	 原本4星，最后一星献给曾经的通关无数遍的感动。            
(5星)	 好怀念那年高考完得夏天啊~            
(5星)	 爱情永远是专一的。灵儿和月如之间，只可能有一个是逍遥真爱的。            
(5星)	 大学时代无法忘怀的仙剑情结。            
(NA)	 唉……            
(3星)	 为当年的“仙剑梦”而看，拍的还算过得去。            
(NA)	 喜欢胡歌。http://shop58153259.taobao.com/            
(4星)	 哎……那时觉得胡歌太帅了！还有《杀破狼》……            
(NA)	 那天晚上睡在奶奶家，放到胡歌亲吻安以轩的脸，那个镜头太美了            
(4星)	 其实我还算喜欢，还不错            
(3星)	 我的赵灵儿才不是面瘫！尼玛爱的力量拯救世界。月如不错=v=            
(4星)	 被看哭，还自得其乐            
(4星)	 永久的美好回忆！            
(4星)	 从这部戏认识胡歌，那时候刘亦菲好像没那么红，胡歌虽是新手表演却很到位，为啥一到第二部评价就低了呢？是不是大家的期望值太高了?            
(5星)	 原滋原味，比那SB仙三好N倍~！            
(3星)	 仙剑系列是国产偶像剧中不错的代表。            
(5星)	 这部真心不错。真的给我找回了玩游戏的感觉            
(5星)	 高中时看过，很好看啊2011-6-5            
(4星)	 超爱里面的唐钰小宝啊~            
(3星)	 游戏好太多            
(4星)	 挺经典的，初中时代很爱。。。            
(5星)	 那是你最好的时代 少年            
(4星)	 游戏永远是经典！            
(3星)	 电视剧忽略的我们无数次练级的成就感和幸福感..            
(5星)	 第一眼的惊艳有谁能忘。没玩过游戏的人只爱电视剧            
(5星)	 小伙子挺干净            
(4星)	 比较不错，，虽然和游戏有点出入。。            
(5星)	 泪眼！！！            
(2星)	 灵儿。。在我心中的形象。。就这么碎了。。。            
(NA)	 经典~~刘亦菲和胡歌简直惊为天人            
(4星)	 总是悲剧。月如  灵儿  逍遥 。。。            
(4星)	 回忆啊回忆            
(5星)	 一直很爱仙剑不解释 - -            
(5星)	 安以轩，你把月如演活了，莫失莫忘。            
(4星)	 李逍遥，我恨你干嘛失忆？！干嘛放弃灵儿！！恨死你            
(4星)	 很经典的东西，菲菲很清纯，胡歌很出彩，轩轩够泼辣。            
(4星)	 那时候胡歌还很帅，刘亦菲的美还显得很纯洁……            
(2星)	 改编太过了，结局还不如原著呢。            
(NA)	 其实，最好的是唐钰小宝            
(3星)	 超级讨厌安以轩。            
(4星)	 给游戏的分，喜欢月如，有时间我再看看灵儿演得怎么样，呵呵            
(NA)	 为了赚拷贝竟然一集专演逛街，真是可以的            
(4星)	 古装剧里算不错的了 李逍遥应该和林月如一起 因为他们是一同并肩走过来的人 灵儿只是最初的幻想罢了 阿桑的一直很安静想起的时候 内牛满面 林月如给5星            
(5星)	 最最最喜欢了，爱了            
(5星)	 不错            
(5星)	 那才是真正的逍遥哥哥，如果时光倒流，你别出车祸好不好。            
(4星)	 刘亦菲演技差。但圆了一直以来的仙剑梦            
(5星)	 虽然不是很喜欢神仙刘，但是真的很喜欢她演的赵灵儿            
(NA)	 六月的雨让我想起好像有一些事、一些人...            
(4星)	 拍的不错            
(3星)	 原来我已经这么老了。。。            
(NA)	 不说了。。。            
(1星)	 作为仙剑系列的忠实玩家 表示看了一半受不了了            
(4星)	 简单的编剧 粗糙的制作 可就是那么催泪            
(NA)	 小宝，小宝，最可爱！            
(NA)	 &#34;活着的人,是最痛苦的.&#34;            
(3星)	 看着玩吧            
(NA)	 我爱李逍遥            
(4星)	 拜月教主为了确认这时间真的有爱、有情，一次一次的去试探。在唐钰小宝始终如一的呵护下，阿奴终于明白什么是爱情，两人最终化为比翼鸟离去。            
(5星)	 恩，我是因为电视剧爱上仙剑系列的            
(2星)	 表示瞟过几集，演员表里居然有李丽珍啊            
(4星)	 阿奴很失败，音乐很好听，剧情很感人，主题很深刻，本人很无聊。            
(5星)	 觉得每段都很经典但不知为什么看多了仍有想吐的冲动            
(5星)	 不论如何，你在心中都是经典            
(5星)	 一段至今美好的难以磨灭的记忆            
(4星)	 照着楚国那本小说来的，逻辑上改得比较清晰了。。不过很多地方很冗余，没有原作的畅快和深沉。            
(4星)	 赵灵儿~我的爱~            
(5星)	 正打算再看一遍            
(3星)	 唐钰小宝+1            
(4星)	 看第一部的时候骂第一部，看第三部的时候骂第三部，回过头来还是第一部好            
(4星)	 中间月如跟逍遥打情骂俏很假~这段戏我十分不爽~但是制作的还不错~而且也够美~刘亦菲也很纯~安以轩也很可爱~那时候胡歌是刚演戏不久~很天然的帅哥~再找不回那种感觉了。。还有月如那个。。感情贵在专致始终如一~还有那个经常响起的一直很安静~音乐真不错~仙剑1和3都秉承了音乐上的传统~            
(5星)	 虐啊....            
(3星)	 想当年，我们竟然看完了电视剧。。            
(NA)	 其实。。我喜欢三多点。。哈哈哈~~~菲菲好仙女            
(NA)	 因为游戏而出彩的一部电视剧，战线拉得有点长，不过这部剧捧红了很多人。刘亦菲的赵灵儿形象很贴切游戏本身中的灵儿。胡歌却因这部剧，早早定了自己的戏路和形象。            
(4星)	 这电视剧跟别的不一样，角色设定都挺好的。            
(4星)	 比仙3拍得好些            
(3星)	 我是游戏粉。。。            
(2星)	 我掩面我掩面。。。我看过。。。            
(4星)	 仙剑就是一个传奇，尽管电视剧和游戏相差那么多，但是都爱，无比爱。            
(4星)	 刘亦菲。谢君豪。孙莉。刘品言。值！            
(4星)	 小时候熬夜看啊，记忆中很不错。            
(5星)	 只能说经典，看多少次都看不腻。很美好的故事。            
(5星)	 想当年那~            
(NA)	 犹记当年，逍遥灵儿月如，唐钰小宝阿奴，羡煞多少红尘俗人，仗剑江湖，儿女意气，不免曲终人散，发花鬓白红颜殁。            
(NA)	 个人认为比第仙剑3靠谱。            
(5星)	 唐钰小宝            
(NA)	None
(4星)	 我大爱的连续剧啊！！！！            
(4星)	  怎么说 有情结吧            
(4星)	 那时候的新人现在全火了~不过还是喜欢那时的灵儿逍遥唐钰阿奴~            
(5星)	 胡歌胡歌……            
(5星)	 仙剑情结。还有音乐什么的            
(3星)	 没玩过仙剑一，可是改编的电视剧还是可以的~            
(4星)	 唐玉小宝爱阿奴,十四也很好啊,可惜月如表妹不爱十四            
(3星)	 不知道为什么在很多人眼里很喜欢的这部剧，我一直没有完整地看过...            
(4星)	 初中的时候很喜欢看啊。。。            
(4星)	 很喜欢唐钰小宝.            
(5星)	 经典            
(5星)	 小时候看的时候还哭过呢...            
(4星)	 仙三和这部比起来就不是个东西。            
(4星)	 很喜欢月如            
(4星)	 我的仙剑 我的12岁            
(NA)	 我只对唐钰小宝感兴趣啊 说实话 我没全部看完 我只看了有唐钰小宝的集数 哈哈            
(4星)	 喜欢林月如            
(5星)	 第一部好经典，胡歌NB啊 ！            
(4星)	 没看完过，只知道还不错。            
(4星)	 很早很早以前看的，都快10年了，刚刚看了一段回顾，居然又看哭了。。            
(5星)	 超级爱的连续剧，当时因为在上学没办法看全...灵儿简直是惊为天人！讨厌月如...结局太惨了！抑郁了好久呢~最喜欢是阿奴和唐钰小宝这一对欢喜冤家~~            
(5星)	 好喜欢好喜欢好喜欢好喜欢好喜欢好喜欢。。。            
(NA)	 非常喜欢啊，就是把原著改的多了点            
(1星)	 唉，懂游戏的不会拍电影，拍电影的不懂游戏呀呀呀            
(4星)	 毒害了俺初中三年的泪奔之剧……            
(4星)	 很早以前看的，胡歌演的超级成功。喜欢灵儿，纯洁，善良。最感人的还是阿奴和唐珏小宝的爱情，“只要你要，只要我有”，就像小宝对阿奴。            
(4星)	 好看            
(3星)	 灵儿那个纯。            
(5星)	 奇妙。凄美            
(NA)	 好像看过唉...            
(2星)	 能把一个经典的故事演绎成这样我真是服了            
(NA)	 刘亦菲很美，适合灵儿这个角色。我是仙剑迷，当年玩98仙剑的时候就一直很喜欢灵儿，她的温柔体贴，更重要的是她的胸怀，无论是爱情还是国家，她用自己来换取其他人的幸福。犹记得当年仙灵岛上那个懵懂的少女，与逍遥的第一次见面，拍得很美……剧中灵儿的衣服有少女装，孕妇装，公主装都很华丽，喜欢            
(5星)	 至今仍然最怀念的电视剧。。没有之一            
(3星)	 忽略那俩女的，真是JQ无处不在。。。其实最心疼月如了~            
(5星)	 可以为了一个人而做许多事，也不一定要让对方知道，这就是喜欢一个人吧。            
(4星)	 我再也不会看3            
(5星)	 那首歌            
(3星)	 林月如            
(5星)	 是时候写一篇感悟了。            
(4星)	 儿时的回忆了，每看一次都会感动，比仙三好看多了~~！            
(5星)	 初中最爱的电视剧，看过很多遍            
(5星)	 经典!!!!!!!!!!!!!!!T T            
(4星)	 除了有的台词雷人点~~剩下都挺好~~            
(4星)	 好久以前了……            
(NA)	 还是喜欢安以轩多一些            
(4星)	 唐钰小宝……            
(4星)	 虽然偏离了游戏，但还是很经典            
(5星)	 和游戏无关，但情节还是感人喜人的            
(4星)	 那时候这个和春晚一起放.我选择了这个            
(NA)	 好纯呀！！！O(∩_∩)O~            
(4星)	 除了阿奴都可以接受            
(5星)	 一炮而红的胡歌小朋友~哇哈哈哈。。。超爱超爱~~~林月如！            
(5星)	 最心疼月如啊            
(5星)	 我爱仙剑            
(5星)	 玩过游戏，虽然电视剧情扯点，但是，很好看！！！            
(4星)	 安以轩 干巴得            
(NA)	 经典            
(NA)	 喜欢里面的小宝            
(4星)	 一段记忆，念念不忘。。。            
(3星)	 大爱灵儿的颜和衣。真正的俊男靓女啊            
(5星)	 喜欢当年看仙剑的感觉，犹记得当年玩仙三外的感动            
(4星)	 安以轩那个角色讨喜啊            
(NA)	 没看完整。。胡歌当年真是太好看了。。。第一次看到的时候是正月和初恋一起打牌的时候。。囧。            
(4星)	 感觉像是没看了多久。已过这些年。爱林月如。爱唐钰小宝。            
(5星)	 不是月如和灵儿的死，我不会那么，那么爱这部电视剧。            
(3星)	 还行可能在我心里就是差了吧，我不忍心给太少~~            
(NA)	 相当惊喜的一个剧。扯得很着边际。胡歌惊鸿一现，帅呆了。            
(3星)	 怀念那时的胡歌~            
(4星)	 不晓得为什么有人不喜欢~            
(3星)	 灵儿成就了刘亦菲，刘却没能演活灵儿，倒是胡歌，成就了活生生的逍遥哥哥            
(NA)	 灵儿。            
(3星)	 三星都给胡歌的颜吧            
(5星)	 很好看哒~林月如，简直是情圣啊~            
(4星)	 好看            
(4星)	 一直觉得胡歌古装挺帅 一干女演员也很不错 好听的歌！！！            
(3星)	 玩仙一每次玩到锁妖塔就不想玩下去了，电视也是。            
(5星)	 虽然偏离游戏太远，但是其实剧本还是不错的            
(5星)	 逍遥哥哥            
(5星)	 梦幻搬            
(4星)	 当经典游戏第一次被搬上荧幕，尽管有这样那样的问题。但它毕竟让游戏中的对白生动起来，人物鲜活起来。是它圆了老一代仙剑迷的梦，又拓展了新的仙剑fans。感谢它让我在电视机前重回感动。            
(2星)	 胡猫儿。            
(5星)	 不管怎么样 我都是喜欢李逍遥的··            
(NA)	 仙剑迷的电视，一般。            
(NA)	 几百年前看的了 唐钰小宝的彭同学啊！！！！！！！！            
(5星)	 演员全部喜欢，尤其是彭于晏~歌也好听~剧情也好~效果也好~对于我这种没玩过游戏版的来说，完全没有对比困扰~            
(3星)	 被游戏收买了。给个三星            
(4星)	 记忆啊            
(3星)	 当时觉得刘亦菲巨美            
(4星)	 。            
(5星)	 经典！还会再看的！            
(NA)	 逍遥叹            
(5星)	 记忆中买的第一盒碟！            
(3星)	 还行吧            
(4星)	 那时候的你还有那时候的她            
(4星)	 当时，唐玉小宝那小两口最可爱了~            
(4星)	 为月如而感动            
(4星)	 胡歌最美好的年华！            
(4星)	 喜欢安以轩            
(3星)	 作为一个仙剑迷，看到心爱的游戏被篡改成这样，着实心疼了一把......但是自从看了仙三才发现，仙一那就是经典之作啊，至少还有多出让我真正动情的地方......特别是安以轩，给我留下深刻的印象......            
(5星)	 经典+思考            
(4星)	 很喜欢这里的主题曲……如今大陆的武侠片，也就胡歌的还能看看！            
(4星)	 第一次认识刘亦菲~            
(3星)	 剛出來的時候就看了，現在已經忘了            
(5星)	 小时候看的，觉得很好看，8过现在再看的话会觉得有点雷吧，还是不想破灭心中美好的回忆了= =            
(5星)	 最初的感动 一直存在于心底 灵儿很好 可惜我不喜欢 我的一颗心都给了那个敢爱敢恨的林家堡大小姐            
(4星)	 那个暑假的回忆呀             
(5星)	 只喜欢这一部            
(NA)	 当时看的时候很失望。            
(5星)	 最后哭了            
(NA)	 喜欢这个～～            
(4星)	 电视剧拍的还行，就是千万别玩过游戏再看，天雷滚滚，欲哭无泪            
(3星)	 没玩过游戏  感觉一般            
(NA)	 本来灵儿挺好的 让刘亦菲毁了            
(4星)	 武侠古装 痴恋            
(4星)	 和苏某人看的            
(5星)	 灵儿灵儿，好喜欢            
(3星)	 開頭好看，中段幾集和後來都不好            
(4星)	 也比较喜欢月如            
(NA)	 逍遥！！！            
(5星)	 不解释了。初中、高中的暑假都在霸在电视前。            
(1星)	 烦死刘亦菲            
(4星)	 从游戏里走出来的逍遥哥哥。            
(5星)	 美翻了，后头不给力。            
(NA)	 其实，人并不需要很伟大……那种自以为是的付出往往注定一场悲剧……            
(2星)	 难看的一比。            
(3星)	 中国RPG的顶梁柱，感觉这部拍的还算可以了            
(5星)	 虽仍有少许不足之处，但此作还是有许多地方深深感动了我，为之涕零。。。相对于游戏的原创部分还是有超越的。原声也很不错，尤喜《桃花岛》。。最后一星，是祭奠给月如的。。。            
(4星)	 因为安以轩，觉得林月如很好，应为林月如，觉得安以轩也挺好的。            
(4星)	 灵儿，我爱灵儿            
(5星)	 第一部至够经典            
(3星)	 很早了            
(5星)	 那时候是初中吧~~好喜欢灵儿的            
(3星)	 月如 三个人的电影 我却没有姓名            
(4星)	 里面最喜欢的男演员就是他了~            
(3星)	 我就是喜欢灵儿            
(5星)	 哭死我了啊！！！            
(3星)	 时间流逝，物是人非啊。            
(5星)	 爱游戏及电视剧啊~~            
(4星)	 经典，虽然那时的刘亦菲和胡歌都略显稚嫩            
(5星)	 高三毕业的美好回忆            
(5星)	 感动下            
(3星)	 一分给仙剑这个名字。半分给刘亦菲。一分半给安以轩。。            
(3星)	 其实电视剧。。。还可以，，            
(5星)	 当时大家都年轻 真好            
(4星)	 四颗星给胡歌的李逍遥            
(NA)	 初中时看了不下十遍            
(4星)	 一比较好看            
(3星)	 仙灵岛上的灵儿和逍遥，芍芍桃花灿烂的开放，纯真的少年少女嬉戏玩耍，这画面的美好是无法用言语来形容的，带来的回忆亦是无法泯灭的～不是很喜欢后来的月如，因为在我的心里，永远都是灵儿和逍遥......            
(NA)	 快进着看完的            
(5星)	 逍遥哥哥            
(5星)	 我当年是有多喜欢            
(4星)	 小刘同学笑起来的样子。。好可爱捏~~            
(4星)	 唉，还是觉得李逍遥和林月如配！女二的结局总这么悲催            
(5星)	 决定把胡歌的补齐了！            
(NA)	 比起仙三来说实在是好多了。只玩过仙四，没玩过仙一，所以就不和游戏作比较了。            
(3星)	 看在胡歌那么帅的份上            
(5星)	 我是因为这个电视剧才去玩儿这个游戏的。            
(4星)	 感动的地方很感动  还是支持游戏原版~            
(5星)	 我觉得这是一部开创国内游戏改编剧的先河，让久违的眼前一亮，这样题材在众多古装剧中突围而出。我给予最高分。            
(4星)	 灵儿就是灵儿 月如就是月如 你到底喜欢哪个？？            
(4星)	 有人说我长得像唐钰小宝，然后那个人成了我最好的朋友。            
(3星)	 5年前，我还在初2，记得是在姐的宿舍第一次看的，那年胡歌还很帅，歌还很动听，记忆依旧温存。            
(5星)	 为了胡歌和安以轩加一星~在我那个还单纯地觉得男一女一应该永远在一起永不变心的时候能喜欢上安以轩的林忆如，由此可知安以轩的林忆如有多好。。。当时结尾哭的稀里哗啦的。。。终所有人都老了红了不复当年了。。。            
(3星)	 基于对于游戏的无限怀念看的一部戏 但是太拖沓了……基本上角色选定和人物造型还不错~            
(5星)	 神劇            
(5星)	 月如死的时候，要哭死了            
(4星)	 最帅的胡歌···            
(5星)	 恩，最喜欢一。。。。。胡歌目前为止，只是李逍遥~~            
(4星)	 那时候的胡歌很粉嫩啊。。。。            
(2星)	 剧情被改的啊。。。            
(4星)	 除了为男女主，貌似为很多配角哭过= =            
(5星)	 推荐OST，自认为最好的一部网游片，无法超越，最爱唐玉小宝！            
(5星)	 古老的东西永远这样萌。欣慰的是终于仙一还是比仙三分数高。= =            
(5星)	 凄美的爱情   帅气的胡歌  动人的亦菲            
(5星)	 因为锁妖塔中月如的死哭的一塌糊涂。。臭蛋和恶女，他们已经超越了爱情，一起相约活到老吃到老，月如一句原来我已经这么老了让人揪心！昨天许多，莫失莫忘，愿你会记得起我，来世再相爱吧！T_T            
(3星)	 喜欢刘亦菲            
(4星)	 作为游戏迷，感觉还是可以接受的。喜欢游戏中的灵儿，但不喜欢刘亦菲演出的这个灵儿，表演太过矫情了。感动于林月如，其实一直觉得她和李逍遥更登对来的。剧里的很多配角也很出彩，到底是有游戏的剧情做基础啊。麦振鸿老师的配乐也非常赞。            
(1星)	 这部电影的优点：胡歌很像李逍遥。没了。缺点：它玷污了我心中的神作！！！去死吧！！！！！！！！！！！！！！！！             
(4星)	 还是第一部好看            
(5星)	 心中的经典            
(3星)	 唯一一部看得完的奇幻片。            
(NA)	 明星忒多了            
(3星)	 对于仙剑迷来说，无论电视剧版是怎样的，都不会让人满意。但我觉得这样已经不错了，赵灵儿非常漂亮。            
(4星)	 这个系列只看全了这一部。            
(3星)	 不错~            
(5星)	  我心中永远的梦啊 逍遥！            
(4星)	 阿奴！！            
(4星)	 因为玩过游戏，所以还算熟悉，好虐啊，最后都哭死了。但仙3就没看了，因为没玩过游戏。。。            
(4星)	 红颜如月有圆缺，君名逍遥莫悲切            
(NA)	 初三的时候。。。中考。。。抱着电视机偷偷看。。。            
(3星)	 不喜欢锥子脸            
(4星)	 青葱的HG以及遗憾的YH            
(3星)	 应该没有看完整、、            
(5星)	 经典            
(3星)	 唐钰应该只是个打酱油的好么。。。。            
(5星)	 看的胡歌第一部戏 一直无法忘怀            
(4星)	 对于仙剑迷来说 拍成什么奶奶样都口以。。。            
(3星)	 第一次翻拍单机RPG，总有那么点 缺陷。            
(3星)	 配乐加分            
(4星)	 呵呵，虽然改太多了            
(5星)	 高中毕业的夏天            
(4星)	 说实话个人觉得挺好。没看过仙三，但是对仙三印象不咋。一部仙剑让LYF成了我班多少男生的梦~中~情~人~噻            
(5星)	 一部有主题的电视剧，真正阐释了什么叫爱。 无论是情人间的爱，友爱，亲人间的爱，还是对国家的爱，对万物的博爱            
(3星)	 整个电视剧就记住了赵灵儿跟李逍遥那句“让我做这个贱人吧”内牛满面啊            
(3星)	 仙一经典。难以超越。尤指游戏。            
(5星)	 永远的经典            
(4星)	 喜欢悟道的那一集            
(3星)	 把rpg游戏拍成那么长不容易，但是仙剑的美好是拍不出来的            
(5星)	 不知道这部电视剧能对我影响还有多深            
(4星)	 第一部还是挺经典的...胡歌也还没毁容...诶..            
(4星)	 虽然是炒冷饭，在他红了好久好久之后才看，但是不得不说，是不不错的电视剧，虽然纠结~~我喜欢啊阿奴，幸福的阿奴，开朗的阿奴，有个唐钰小宝疼的阿奴~~            
(4星)	 迷恋过喔            
(4星)	 挺好的，认识了胡歌和安以轩            
(2星)	 安以轩一直在装可爱            
(2星)	 二逼            
(NA)	 你玩了剧情游戏，才知道它的真正含义，别有事没事就骂别人拍的不好，你拍试试            
(4星)	 看在彭于晏的面子上。。。            
(5星)	 结尾很伤心 赵灵儿太梦幻了~            
(5星)	 为了游戏，也给五星            
(1星)	 做作  让人不好意思看下去             
(3星)	 因為這部電視劇認識了JS。喜歡的台灣組合。            
(5星)	 好多年前看的~~~~当年的经典            
(4星)	 为了当年青葱粉嫩的胡歌~~            
(4星)	 当年的胡歌，那叫一个帅啊；当年的阿奴和彭于晏，那叫一个好啊！            
(5星)	 可以归为人生经历的一部分的东东，虽然偶没玩过这游戏。很美好很青春的调调。            
(4星)	 水水嫩嫩的赵灵儿 哦~灵儿~~            
(4星)	 他推荐我的。我的唐钰小宝~我成了别人的阿奴            
(4星)	 那时候，大家都那么青涩，真好啊，就像看着自己的青春一样。            
(4星)	 小时候我是最喜欢这部的了！！！片头曲片尾曲都超级爱的，每天洗完澡就巴巴地看着时间等着放歌，然后不着调不认识多少字地就这么跟着哼啊哼啊的啊哈哈。不是很喜欢刘亦菲的角色，还是安以轩的比较偏爱。            
(3星)	 最开始的时候挺迷的，可是实在不喜欢刘亦菲，看着看着就觉得其实没那么好看            
(4星)	 少一个是因为刘亦非            
(5星)	 始终如一            
(5星)	 胡歌真的适合古装扮相 太帅气了。            
(3星)	 我在纠结到底哪一对恋人比较入眼……            
(4星)	 其实没有很完整地看完，但是玩过一个心理测试说我是阿奴那种性格的人，最喜欢阿奴和唐钰            
(5星)	 值得品看的一部电视剧            
(3星)	 大概是小时候游戏玩的有情结...这种电视剧...就当看热闹吧...            
(5星)	 最爱的是小宝和阿奴的爱情            
(4星)	 跳着看的，改编的很好            
(4星)	 我的爱啊            
(4星)	 我永远只爱这一部，胡歌这时还是个阳光男。            
(NA)	 李逍遥~~一去不复返~            
(4星)	 仗剑江湖梦已远，仙剑奇侠永流传            
(5星)	 比仙剑三好~            
(4星)	 除了不喜欢刘亦菲其他还不错。。。            
(4星)	 让胡歌和刘亦菲爆红的电视剧，我也看了。。。            
(5星)	 喜欢林月如            
(4星)	 胡歌帅气 刘亦菲清纯 当时算古装剧里难得一见的组合 彭于晏神马的也好看的 帅哥美女一大箩            
(5星)	 经典经典，最爱游戏~~哈哈            
(4星)	 当年很喜欢的咯            
(4星)	 比三星半好点 关于道的那段神神叨叨的= =            
(5星)	 曾经最爱的轩轩``````            
(NA)	 胡歌还是在这一部演的好些            
(3星)	 胡歌还是不错的            
(NA)	 记得在报纸上看到胡歌的造型 被震撼了，后来妈妈很给面子的让我看了很多集 ，呵呵~            
(5星)	 认识胡歌的一部戏            
(4星)	 电视剧一出，我就马上去看了。毕竟我是其游戏的忠实玩家。不错看            
(1星)	 真是受不了把游戏改成这样            
(5星)	 美女帅哥 当年的心头好 老了啊~            
(3星)	 完全和游戏割开当成一部原创剧本来看还是不错的...记得当时结局真的飙泪了...比仙三剧好太多了...            
(5星)	 刘亦菲太清纯啦            
(5星)	 我真的特别爱这部电视剧！！！我也来个泪奔，。、            
(NA)	 情节还有剧情。有些感情也不过是天注定的。            
(4星)	 30集后才开始有看头- -            
(4星)	 结局改编得乱七八糟，一直在洒狗血……            
(5星)	 第一部永远是最爱！！！！            
(4星)	 当年看大结局，哭，第二天第一遍重放，哭，第二遍重放，哭。现在虽然时间久远了，还是觉得非常感动。            
(4星)	 胡歌演的不错。有的情景还是忒魔幻了，有点假            
(4星)	 很早看过了 现在 才 点上去，，记得剧情与游戏有出入            
(4星)	 第一次看的时候真的被惊艳到了。内地原装纯古典奶油小生，胡歌应该是第一人。            
(3星)	 那个主题曲            
(5星)	 那个时候的胡歌不做作            
(4星)	 童年的回忆啊~  看来看去刘亦菲还是只适合类似于赵灵儿这样的角色  还有金粉世家里面那个也不错 另  仙三什么的跟仙一没得比            
(5星)	 最喜欢林月如            
(1星)	 昨天翻完仙三外，想起来了这部除了主题曲其他都可以去死的改编烂剧！            
(NA)	 ~最喜欢唐钰小宝和阿奴~            
(5星)	 搞什么飞机啊~~~死导演，烂导演~~~最后搞死一大堆人~~~真的哭惨了，中国人不是喜欢大团圆么~~我也是啊~~~为什么最后都死光光了啊~~~            
(5星)	 仙剑是我心中永恒的经典            
(5星)	 想当初虏获多少少女心啊            
(NA)	 真喵的古老的回憶啊            
(4星)	 那个游戏我从没有玩完过 对整个故事也一直停留在一知半解 六年后来看这部作品 才发现这是一个蕴含很多真理的故事 关于道 关于命运 关于情感等等 不知是游戏本身便如此丰盈 还是电视剧本的编写者后来的润色 带着这样的疑问 决定从头至尾把它玩一遍            
(2星)	 看的我莫名其妙的            
(5星)	 我去- -当年笑惨我了，原来电视剧可以这个题材。后来发现当年的我……额，井底之蛙。            
(4星)	 初中看的哭的要命.            
(5星)	 神作不解释。            
(3星)	 能看~            
(NA)	 看了三遍 演员没的说 特效很烂 鬼火王像米老鼠 僵尸将军太粉嫩 拜月造型像印度阿三             
(4星)	 林月如啊林月如 我怎么那么喜欢你~            
(5星)	 游戏好玩            
(4星)	 纯属为了游戏而看 但看过之后觉得整体还挺不错 另有一番韵味 从此喜欢上胡歌 还有可爱的阿奴和彭于晏啊             
(3星)	 喜欢阿奴和唐玉小宝            
(3星)	 安以轩 你 肿胀的不行……            
(5星)	 我的最爱~            
(3星)	 更喜欢彭于晏了…            
(3星)	 讨厌刘亦菲=。=            
(3星)	 改的有点乱，不过总体还是不错的            
(4星)	 就是效果不喜欢            
(4星)	 看在胡歌当时还没有演烂半古装小痞子变身大英雄 打高点吧            
(4星)	 好看啊好看 刘亦菲啊刘亦菲怀念怀念            
(4星)	 美好的回忆阿。            
(5星)	 从小就热爱TA，热爱不需要理由            
(3星)	 杂乱的民间信仰混合体 以爱之名的游戏改编             
(5星)	 第一部最好了...            
(4星)	 看完之后还满喜欢刘亦菲的，            
(5星)	 最喜欢的月如啊~            
(NA)	 很小的时候看了，没多大感觉，但最后还是被赵灵儿的死弄哭了。            
(3星)	 胡歌天生一张古典侠客脸，安以轩幽怨的眼神都让人想起经典的游戏。            
(4星)	 内地的电视 不错了            
(NA)	 77.。 你以为如何呢，据说你哭了呢            
(5星)	 以我当时对它的喜欢程度而言。。。。。五星。。。。。            
(4星)	 仙剑95柔情版 当年是人手一张啊..            
(2星)	 刘亦菲装13太恶心            
(5星)	 永远不会忘记的经典。            
