http://movie.douban.com/subject/4189360/	隔离七日情 隔離七日情
(3星)	 题材很新颖            
(3星)	 在没片看的情况下这个还凑合，能看下去只因觉得calvin这个角色有些像某人。还没看完，不过结局肯定不一样的，已经猜到，TVB的结局向韩剧靠近了。            
(NA)	 为啥大少爷对小孩儿那么好，还坐牢了…贼公贼婆却相安无事……为什么呢？因为他是马浚伟！不过最近他的片子都不咋好看            
(3星)	 没有欧阳震华有点遗憾，跟巡礼完全不一样意料之内，故事还好，如果完全跟着巡礼拍估计好看很多，还有就是，现在tvb拍戏喜欢结局一群人跳舞？？            
(4星)	 怎么看都觉得像柯南和怪盗基德的斗争~哈哈。。马浚伟很帅很帅~            
(4星)	 第一眼就喜欢上的小剧，还有这题材不错，我是标题党。。            
(5星)	 虽然结局有点小伤感，但不得不说隔离的七天所发生的种种还蛮值得回味的，尤其是发生在贼公贼婆之间的～            
(3星)	 hasta la vista            
(4星)	 总算不是老套的TVB剧情，还是有的看头。            
(3星)	 没看完，看完再说。。。看完了。。。没啥好说。。            
(3星)	 这七天真长·····足足演了20集            
(5星)	 喜欢邓健泓的角色啊            
(NA)	 粤语听力练习不能停~            
(4星)	 黄宗泽演得不错            
(5星)	 很搞笑啊            
(4星)	 意外有黄宗泽 哈哈哈 那是怎样都要看的 结果没想到片子也还蛮搞笑的            
(NA)	 TVB 真的不行了 郭羡妮老的啊 朱璇真的是漂亮 但是真的不太会演戏            
(3星)	 我在酒店的时候怎么没碰到过这种事儿。。。            
(5星)	 妙情·奇思            
(NA)	 啊啊啊啊！爱死马浚伟啦！后面比前面精彩，为什么结局是要马仔死啦！啊啊啊啊！好吧，如果不是注定他要死，中间也不会有那么多让我又爱又恨的剧情！这样的男人我喜欢！            
(NA)	 男人不坏女人不爱啊            
(4星)	 爱情停留在最完美的时刻。hasta la vista。            
(4星)	 虽然结尾很狗血啊但还是期望大团圆那！            
(4星)	 挺特别的tvb剧            
(4星)	 的确没想到7天的时间能用20集来演，不过不止七天啦  一家酒店聚集了各种各样的人，每个人都有不同的目的，当这些碰撞在一起，很多很多的故事都一一出现。 大团圆的结局挺好的，只是没想到赵展龙最后居然和姚丹在一起，其实挺喜欢Sugar姐的诶..               
(4星)	 马浚伟黄宗泽都好帅。TVB永远无法抗拒╮(╯▽╰)╭            
(3星)	 TVB在没落……            
(5星)	 马浚伟不错不错 郭羡妮也往演技派发展了             
(5星)	 hasta la vista~ 爱上马浚伟            
(2星)	  看了整整11集放弃了 太难看了            
(4星)	 邓健泓很有爱            
(3星)	 结尾烂掉了。马浚伟终于演坏人了，不过总觉得有一点点别扭。            
(3星)	 狗血的温暖啊            
(3星)	 啊 受不了 &gt; &lt;..拖那么久我终于看完了.GAGA同学好可怜哦,老被打脸            
(4星)	 纵然人心险恶 What a wonderful world！            
(4星)	 蛮特别的剧情，可惜有点长，可能演成电影会更好            
(5星)	 最近几年很少几部让我能看第二遍的电视剧，很好看！我很稀饭啊……现在超迷马浚伟……            
(5星)	 最大败笔酒店走廊怎么会没有闭路电视，真的有的话，戏也演不下去了。而且后尾抄袭了《phone booth》和《龙凤斗》。“What a Wonderful World”是一大亮点，让人融入戏里了。不管怎样，比较起其他tvb连续剧，这已经是好剧了。看到尾部，感觉还是挥之不去。            
(4星)	 黄宗泽很帅，邓健泓和罗敏庄配合在一起真有喜感，哈哈。            
(3星)	 剧情开始挺新颖的，结果虎头蛇尾，到高潮部分高潮不起来，真难为编辑啦！            
(4星)	 结尾有点唐突            
(4星)	 题材不错！剧情也挺紧凑的！ 就是开始有点假 后面乱得有点晕！巧合多到我觉得是台湾偶像剧了。还是喜欢马浚伟~ 黄宗泽也不错！            
(4星)	 也算是港剧的新尝试            
(5星)	 好喜欢好喜欢的 觉得真是神作 马浚伟和郭羡妮那段感情真是跌宕起伏 贼公事我钟意的大叔类型啊 坏还坏的那么讨人喜欢 这部剧算是颠覆了郭羡妮在 古灵精探 中的形象 没有想到她也可以如此优雅，美丽。            
(4星)	 我就是看马仔的。。。。            
(4星)	 黃宗澤是個帥小伙~!            
(4星)	 港剧现在真是低估人智商啊，随便看看玩吧。            
(3星)	 人人参与的离奇绑票案~~~~            
(4星)	 hasta la vista            
(5星)	 易早安很好，贾瑜。。。。无语了，居然出现了幻觉            
(5星)	 希望易早安不要死，唔            
(5星)	 戏中戏 局中局 案中案 我又爱上一个虚构的角色易早安            
(NA)	 很有趣的片子，算是多线性叙事电视剧。            
(4星)	 馬浚偉死掉稍微有點。。肉痛。。不過波子依然最帥=w=            
(4星)	 哈哈 马哥哥是治愈系的。            
(4星)	 好帅阿好帅阿 马仔&amp;bosco都是我的菜阿阿阿阿~~~~ 心心眼~~~            
(4星)	 应该给3.5吧 故事相对于TVB以往的剧来说 还是比较有新意的 记者的旁白和绝望主妇如出一辙 只不过深度上差了很多。还是有可看性的。里面2C间出现过几次yo yo yo...的那个插曲，是诱情转驳里面贯穿始终的，又都是马仔的戏，看了感觉很怪，TVB是没歌了么？            
(4星)	 好欢乐啊。让我想到柯南剧了            
(3星)	 本来想给两星的但想了想也不至于这么差但确实中间看不下去了直接跳到结尾了结尾也没看完因为还是看不下去了不是很有意思            
(4星)	 圆满的结局啊啊啊啊啊啊啊啊啊啊啊啊啊啊，要不要这么完满            
(4星)	 这部片子让我有点喜欢黄宗泽了            
(3星)	 大概是我没认真看的缘故，感觉到后面还是散掉了，而且时间线索不太清晰，20集可能还是长了一点，巡礼片的卡司还是要强很多啊            
(4星)	 邓健泓是亮点~~马浚伟演得真***的贱，消音之            
(4星)	 搞笑！~~             
(5星)	 非常精彩~~~            
(5星)	 哈哈 那个二傻绑匪 笑死我了            
(5星)	 郭羡妮美呆了！            
(3星)	 郭羡妮依然美丽,只是拍的好假.酒店的监控都是装饰么??            
(4星)	 看的好难过啊~~            
(5星)	 到了中期情节有一点点的拖沓···整体来说是部好剧···            
(4星)	 从12集以后开始吸引人，还不错            
(NA)	 没有 这样的爱情            
(3星)	 本来能给到四星的,这结局真是太狗血了...真受不了            
(4星)	 好久不见黄宗泽             
(4星)	 calvin角色定位很成功啊            
(4星)	 拍的还是不错的，马浚伟的忽善忽恶，让人不知道哪一个是真正的他，不过，还好他是一个好人，没让众多观众，最起码是我失望。            
(4星)	 我就喜欢这种大团圆结局的            
(4星)	 剧情挺好玩的，但是延续了TVB烂尾的风格，还有马仔很帅！            
(3星)	 还行吧、            
(4星)	 易早安以外的都是浮雲啊~~~話說結局可以不那麼nc麼,把整部劇的質量都拖垮了!            
(4星)	 还不错哦~            
(5星)	 港剧里近几年少有的好剧 拍摄、场感等偏美剧            
(4星)	 我最喜欢嘉嘉和戴少男，希望他们有个好的结果            
(5星)	 看一集 问号多一个            
(3星)	 情節okay.            
(3星)	 龙凤斗电视剧版。最后结局把我烦到了 俗套温情牌~              
(3星)	 马仔是亮点。可惜最后狗血了一把……            
(4星)	 最后结局有些牵强，但总体是有亮点的。            
(4星)	 年初一向都不是什么好片子的时段，不过这部片子还算蛮符合我的胃口，虽然把7天扩展成20集还都是在酒店里发生的事情，场景不免让人有些腻味，不过扑朔迷离的剧情，每个人的身份谜团慢慢抽丝剥茧的感觉还蛮不错。最喜欢bellboy和girlgaga这一对，然后是展龙和超模，反倒不是很爱马郭。            
(4星)	 故事不错 挺新颖             
(5星)	 喜欢马浚伟，喜欢郭羡妮，如果最后可以在一起那该多好~~~            
(3星)	 本以为该是紧张的气氛，没想到节奏这么慢，传说中的笨贼一箩筐。8集弃。            
(3星)	 “为人民服务”喷饭了……            
(4星)	 本来只是粘凭证时打发时间的，不知不觉就追到了大结局。最后的大结局虽然是完满，但是黄BO跟超模的配对令人意外。看港剧的热情突然又回来了            
(4星)	 形形色色            
(3星)	 马浚伟 赞~            
(4星)	 结局有点太说不过去了，其他还好啦            
(NA)	 Dear TVB,Hasta la vista            
(4星)	 搞笑~~            
(5星)	 看隔离不会觉得有浪费时间的负罪感，会让人有很多思考。什么才是人最珍贵的？不是一次大生意也不是用都用不完的身家，而是内心的满足。Calvin最后的礼物才是Christy最想要的。            
(5星)	 很不错的一部tvb电视剧，情节出乎意料，结局出乎意料，很好。            
(3星)	 结尾累死人不偿命呀！            
(4星)	 邪气男 = =     编剧不错             
(4星)	 一口气看完 感觉不错啊 第一次觉得马浚伟帅到不行的戏。            
(4星)	 有那么点意思  马浚伟挺帅的            
(5星)	 刚刚看完 小成本给我大大的感动啊 很喜欢 就是和预告片不一样啊             
(5星)	 很好看的片子，很久没有看港剧的时候那么想要看完整部剧了。虽然不是什么大制作，不过片子拍得很用心啊。马浚伟和黄宗泽都演得很好，邓健泓也非常棒。剧情好笑又感动，看得非常开心~            
(3星)	 剧情还算新颖，不过不是我的菜，郭羡妮是亮点            
(4星)	 还不错~            
(4星)	 弃了            
(2星)	 很假！            
(3星)	 就是做贼呢好像还是没有好下场            
(4星)	 七天。。从爱到恨。。从恨到爱。。我看到的你到底是不是真正的你。。            
(3星)	 后面太拖沓了~本来还觉得好来着~            
(4星)	 虽然系试验剧，而且冇制作精良既场景道具，但真系5错！！案中案，悬疑侦探类系我最爱！！            
(3星)	 一群人在隔离一个酒店里发生的各种乱七八糟的事情，看了前六集和最后一集。。大结局太狗血了。。。            
(2星)	 开头还可以，后来就看不下去了，编剧太差            
(4星)	 邓健泓合我笑点~~~            
(5星)	 超级好看 真的 ~！            
(NA)	 为了邓健泓看的- -            
(3星)	 挺好玩，马浚伟真是不错            
(3星)	 题材不错            
(5星)	        《隔离七日情》，不是警匪片，不是师奶剧，一部不类似TVB老套路的剧集，却有着HK特产的完美结局，或者可以不把他当一部戏来看：从一开始每个人隐藏一个身份，隐瞒一个目的，到最后每个人感受一段真情，发现一个新人生，What a wonderful world!            
(4星)	 推荐看            
(NA)	 每个人都有各自的小世界 每天都会发生很多故事 何况是7天呢            
(3星)	 最后居然哭了……莫名其妙            
(NA)	 邓健泓表兄弟实在是太搞了            
(4星)	 原本会看是因为里面有马仔跟黄宗泽，但是看完，发现黄宗泽完全是龙套了- -马仔很帅，这个是公认的了，难道真的是男人不坏女人不爱？但是马仔最后不也是钟情的种么            
(4星)	 挺有意思            
(4星)	 剧情很有趣，几个角色都很喜欢。结局有点小伤感，幸好贼婆还有don啊            
(4星)	 马浚伟好帅 黄宗泽也不错-3-            
(4星)	 还不错哎~~蛮新颖的~~            
(3星)	 邓健泓 你绝对是亮点。。太闪了。。还有表哥，这次你可以拿奖了。。            
(3星)	 马浚伟真是演不了坏人的            
(3星)	 前男友好帅气嘛……            
(4星)	 算是近期不错的港剧~很多条线贯穿七日，又有小感动~结局那段集体舞太喜感了= =            
(5星)	 这部剧不错~            
(3星)	 虽然很狗血 但是我还是很吃这一套的            
(4星)	 开头很给力 中后段有点拖沓 结局冷到了。。。            
(4星)	 这个题材算是相当新颖 人生如戏～            
(4星)	 原来传说中绝症这种桥段依然可以让我感动的一塌糊涂！！！话说，马浚伟你怎么可以就这么消失了。。。%&gt;_&lt;%            
(5星)	 剧情有所突破的港剧，有点像美剧靠拢了~            
(4星)	 能猜到结局的剧……虽然结局挺狗血的 &gt;_&lt;不过是tvb难得有的拍摄风格            
(4星)	 不赖了            
(3星)	 我多想看到相爱的人他们之间的误会终会解除，多想无论经过多少次失望和打击，最终都能证明心中的坚持是正确的。可惜电视剧只能是电视剧。            
(3星)	 此劇為養眼片，看男12都很帥，女1很漂亮。。劇情一般般。不過蠻搞笑。。            
(4星)	 如果不那么拖沓的话 我愿意五颗的            
(4星)	 结局有点估唔到.....跳舞那一part好搞笑..            
(NA)	 少有的让我如此感动的TVB。人生百态。            
(4星)	 给点鼓励港剧吧.            
(NA)	 TVB的新题材，这个题材还算新，不错~            
(3星)	 就看了最后一集 弃            
(3星)	 妖，陳志雲後宮show。。。            
(4星)	 大胆尝试的新形式，总体来说不错~！            
(NA)	 很好看 值得看            
(5星)	 在我无限花痴黄宗泽的道路中，我的马仔，你还是虐到我了。Calvin，hasta la vista            
(4星)	 悬疑，还吊人口味，但总体还蛮新颖费            
(4星)	 蛮搞笑的。除了男女主，每个人的表现都很夸张。Joyce瘦了好多，bosco还叫她胖妹…不乏温情，每个人内心中都有善良的一面。男主演得非常好。            
(4星)	 人物太多元化显得比较拖            
(NA)	 结局还是经典的大团圆。            
(NA)	 贼婆很漂亮~~~            
(5星)	 宗泽帅到翻！            
(3星)	 好像一般，虽然故事情节新颖，但没有让我一集接一集看一下去的欲望，虽然黄宗泽，马浚伟是我蛮喜欢的演员，但是故事情节太不紧凑了，没有特别吸引。看到12集，才感觉有点味道，看下去再说吧。终于在拉拉停停中看完了二十集，还是觉得一般，最后的结局有点小感动，一年后重聚。            
(5星)	 hasta la vista...早安最后真的死了..最近TVB编剧这么喜欢各种癌咩..            
(3星)	 很有趣啊~~~虽然故事稍微有些老套，不过能打发时间还是不错的            
(4星)	 马浚伟实在不适合演腹黑            
(3星)	 开头不错，我怎么觉得越到后面越不好看了呢            
(3星)	 真的有点乱，但是马浚伟很帅，结尾有够狗血！            
(3星)	 只差一点点。。。还是落入俗套            
(3星)	 剧情应该是不错的，但进展太慢了吧，就差拍成纪录片了            
(4星)	 哈哈岛,            
(2星)	 看两集我就顿时没了兴趣…演员很重要阿很重要，剧情很重要阿很重要！            
(5星)	 意外的好看啊！更新快点吧~~O(∩_∩)O哈哈~            
(4星)	 她爱他！他爱她？喜欢这里面的感情戏，喜欢这里面的马仔和郭羡妮。            
(4星)	 很搞的一部片，越看越发现，原来每个人都有故事，而且故事千丝万缕。不错不错最后的结局。。。有点搞            
(4星)	 繼鐵馬尋橋之後，tbb一部能讓我不因為演員只因為劇情餓看完的電視劇。我是有幾怪胎，我好希望Bo同埋鄭欣宜在一起啊。            
(4星)	 很是浮夸的表演            
(5星)	 马浚伟，bosco，一贯爱。。加上这部领略到郭羡妮的魅力。其他演员也很不错啊            
(3星)	 好曲折，好烂尾。            
(3星)	 马浚伟的表现差强人意呀。最近对黄宗泽很有爱。            
(4星)	 背景设置相当像LOST！~！~简直是出乎意料的好看！~邓健泓太搞笑了！~郭羡妮真是美啊~~可惜最后易早安还是死了 555555            
(4星)	 久违的黄宗泽，嘿嘿。。。还挺好笑，第一次见到那么无语的绑匪。。            
(3星)	 TVB是在找突破吗？最近几部剧都不伦不类的…但是尝试未必无果,反正还有大批的师奶撑场。马仔，BO，邓三人也值这3颗了，反正顺眼，且习惯            
(4星)	 呃 最后是个啥状况？            
(3星)	 还行             
(4星)	 结局好和谐，尤其是在监狱跳舞的那几个很可爱啊。太理想主义了            
(5星)	 劇情峰迴路轉，跌宕起伏，之前還在想怎麼叫隔離呢，真的玩隔離！因為酒店出现一例禽流感，追蹤嫌疑人的警察、新聞爆料的記者、綁匪、神偷、偷情的富商和援交女都被困在酒店一星期，事情发展錯綜複雜，正~~            
(5星)	 易早安虽然感觉很花心，但是他做那些，也是因为他心里还是有贾瑜的，阿龙在里面也很帅的，虽然做事有点冲动，但是也很不错            
(4星)	 bosco和马大叔都很萌诶~唯一是演成10集版就出彩鸟。。。            
(3星)	 马浚伟所有角色中我最不喜欢的一个。亦正亦邪的角色更适合bosco。结局好tvb贺岁片。烂            
(4星)	 很有意思            
(3星)	 马浚伟！            
(5星)	 赞喔!!!            
(3星)	 有D乱，有D拖            
(4星)	 后期稍显无力...(ps. 原来香港人民觉得中国公安是无所不知的么....）            
(4星)	 2011年看到第一套好戲,所以說大劇不一定好看,反而這種小品.成本又不高,各個演員又有機會發渾,重點是編劇成功的.更令人眼前一亮            
(4星)	 其实出戏都几有创意啊            
(5星)	 好看~~~~~~~~~            
(4星)	 最后易早安还是死了，这个结局比较哈皮。。。            
(5星)	 这戏真的很有看头  马浚伟的演技很值得肯定  郭羡妮美翻了   值得一看的TVB剧            
(4星)	 Bosco            
(3星)	 蛮有意思的            
(4星)	  不错的剧集。。跟马浚伟平时的角色很大不一样。。            
(4星)	 郑欣宜都可以瘦成这样啊啊啊啊啊大结局真是太团员。。。坏人全部瞬间变好。。。            
(4星)	 越来越喜欢Bosco.            
(3星)	 有些烂尾，男主们的动作戏很帅~            
(3星)	 看了评价不错才追着看，不过看到第十集也还是感觉很一般，一点没想追着看的感觉；其实这个题材不错，如果有好的编剧和导演可以做出一个很不错的电影；那么多人说马浚伟帅，我只能说帅这种事情真是见仁见智            
(4星)	 黄宗泽太帅了。            
(5星)	 天天跟进~黄宗泽小帅！            
(4星)	 挺好玩的新剧，郭羡妮大美            
(3星)	 算tvb近年来不错的了。            
(2星)	 那个演技。。。惨不忍睹啊，常猛然被抛出戏外。比较无聊的戏，真的是因为比较娱乐才看滴说            
(4星)	 好喜欢马浚伟的声音啊。邓健泓也好可爱！=A=            
(NA)	 单纯冲着帅哥去的            
(4星)	 黄宗泽!!! TVB!!!            
(4星)	 只为看bosco            
(4星)	 越到后面越有意思            
(3星)	 题材蛮新颖的~喜剧，蛮搞笑的~我觉得马浚伟蛮灵额~郭倩妮明显老了~            
(4星)	 不错   不过剧情..就算了， 最后几集敢不抽风吗...            
(3星)	 前半部分好好笑 后半部分好老套            
(3星)	 从前看不顺眼的郭女王 终是看对眼了...            
(2星)	 下了六集，四倍数快进，就此放弃，看看tvb易个主能翻出神马新花样，如今这样，只有等死了。            
(4星)	 跟之前几部烂戏相比，这部剧称得上惊喜了。。。。            
(4星)	 还行吧 因为黄宗泽哥哥 所以给个四星 吼吼~~~            
(4星)	 中间挺不错的 短点就更好了 题材还算新颖            
(4星)	 题材不错。如果没有郭羡妮倒胃口就好了。            
(4星)	 喜欢            
(4星)	 这位马弟弟差点把全剧搞得不高尚了.....            
(NA)	 马浚伟好帅QAQ但是坏的好彻底。            
(4星)	 喜欢马浚伟和黄宗泽对峙的镜头，两个人都帅            
(4星)	 这是这段时间我唯一看得进去的TVB剧            
(5星)	 好喜欢小玄子！！！！            
(4星)	 靓仔美女~欢声笑语~看得好开心~~~            
(NA)	 为什么又是马浚伟，一连几部他的戏，看了真的有点倒胃口了            
(4星)	 马浚伟的表现令人惊艳。他演好好先生实在没看头，诱情转驳就是最失败的例子。还是隔离里这样亦正亦邪的角色适合他发挥            
(NA)	 又是一部看了开头没看下去的。。            
(5星)	 节奏满紧凑的,Bosco,四哥,和Sonija也都很喜欢...期待结局..据说龙是和姚丹....这样的话真希望姚丹是杨怡,法拉,或者宁宁最好了- -哎这样也蛮好...蛮好的......            
(4星)	 tvb难得的好剧            
(3星)	 最后五分钟是个败笔啊。诡异的出现歌舞。诡异的易早安起死回生            
(5星)	 不经意的看了一眼，发现出乎意料的不错，一直追着看。。。那段紧张的配乐也恰到好处。。。            
(3星)	 累。            
(3星)	 一般            
(4星)	 还行            
(3星)	 虽然剧情大致可以猜想发展、但是马浚伟和郭羡妮这对盗贼AND邓健泓这个二青年加上黄宗泽依然老套路的演警察还是可以在催眠档看一下的！            
(3星)	 感觉所有的情节都太浮躁。结局有点吃不消。。。。            
(4星)	 一群人因为猪流感被隔离在某大厦中，发生在大厦内的各种故事，题材在港剧中算是比较新颖，但是剧情很老套，又是因癌症而制作事端令女主角误会而自动分手            
(2星)	 鬼扯蛋            
(5星)	 五星给Bosco~            
(3星)	 好慢的剧情。终于看完了，结局还算完美吧！其实小记者蛮可爱的，和阿龙更配。            
(5星)	 龙仔。            
(3星)	 不知道当初为什么追 ...前几集不错 少男和美人姐出彩            
(4星)	 tvp又有新劇情了，好看！            
(3星)	 意外发现，马浚伟竟然这么帅。还是造型师厉害啊。以前的电视剧都没发觉他怎么特别的嘛            
(4星)	 一切皆是因为爱            
(5星)	 悲喜交加的唏嘘人生。无论多么珍惜时间还是会流去，宴席都会散去。不过好在珍惜过。我们都在7天之中成长了，无论是戏里还是戏外。            
(4星)	 马浚伟还算不错的            
(NA)	   全部都是索爱铃声那...            
(3星)	 搞笑中, 死啦, 結局說什麼?            
(5星)	 好好看呀。。我爱马浚伟。。我爱黄宗泽。。连郭羡妮我都爱。。。            
(NA)	 阿龙最后为什么不是和唐晶！！！！！！！！！！！！！！！！！！！！            
(4星)	 还可以，演员不喜欢。欣怡真……哎，她也挺不容易的            
(4星)	 pat叔！你突破了！我看好你！            
(3星)	 最后马浚伟到底算回来了伐啦！！总之马浚伟帮黄宗泽都很灵。不喜欢郑欣宜。            
(4星)	 真没想到黄宗泽后来跟她在一起了！！！            
(2星)	 没有欧阳胖胖。。。。比起其他片好那么一点点            
(3星)	 蛮有笑点的~~有许多的故事~最后大结局跳舞那段有笑喷...            
(4星)	 第一次发现马浚伟狠帅~~~            
(5星)	 TVB难得有不俗的剧本了。            
(5星)	 短小的空间 错综复杂的人 各怀鬼胎           推荐！！！            
(5星)	 我老公和男朋友的合作~~            
(3星)	 剧情扑簌迷离,抽丝剥茧,最后又是一如既往的大团员结局,没多大意思,就是不知道结局时还挺有看头的,            
(3星)	 越看越失望            
(5星)	 虽然大团圆结局还是很俗气。虽然最后还是有的人过分的高尚坏人就什么坏事都做尽。之前无比希望郭和黄宗泽在一起，但是其实有的时候，适合的人始终就那么一个，无论是谁都无法代替。七天，可以改变多少事情，看清楚多少风景呢？hasta la vista。            
(4星)	 黄宗泽的小痞子警察我很喜欢啊~             
(5星)	 bellboy很搞笑，觉得他不是真傻，是善良，是不忍心。。。很喜欢易早安这个角色很聪明。在偷盗过程中很惊险很刺激。。。最后结局俗了点。。。            
(2星)	 看不下去            
(4星)	 原来马浚伟不只可以文质彬彬很可爱，也可以这么有型！！这么不羁！！！！            
(3星)	 唉呀呀！花痴中……小马同志是我喜欢的型……            
(4星)	 马浚伟好靓仔啊啊啊啊            
(NA)	 看不进去啊是怎样！打算弃了。。            
(5星)	 感看到第八集 感觉不错哦            
(3星)	 看不下去了            
(4星)	 马浚伟帅死了。            
(3星)	 三星半好了。马仔真是不适合做情圣            
(3星)	 前面还不错，后面有点不知所措            
(NA)	 看了七级就看不下去了            
(4星)	 春节还素看港剧欢乐啦~            
(NA)	 无趣。TVB你无力回天了。。。。。            
(5星)	 很不错呀            
(NA)	 凑合。。            
(5星)	 我知道calvin最后肯定出现，他出现的时候我还是热泪盈眶——TVB大结局嘛。最后定格却还是只有christy同阿don，我泪流满面啊！！！！我靠..最后龙龙竟然同丹丹又liang又liang的一起..唉。大结局还是TVB大结局啦。五星TBB哦~又难得一次。            
(4星)	 除了结尾，就完美了            
(2星)	 不喜欢马浚伟演的角色            
(4星)	 我爱好结局~            
(5星)	 难得好剧            
(4星)	 易早安是坏人~！            
(NA)	 题材新，很有意思            
(5星)	 很赞~            
(4星)	 黄宗泽啊  哈哈 帅死了            
(5星)	 黄宗泽！！！帅气死了！            
(4星)	 私以为，还是挺有意思的一部剧。            
(4星)	 这部剧本来设计的不错~~~唯一的不足就是编剧死命在绕那个绑架案~~~这有点无谓了~不过全剧也就是靠这个做线索的嘛~anyway，马浚伟在戏里很帅~还有就是，最好那个背景音乐不就是诱情转驳他和JOJO在一起的那段嘛，难道编剧为四哥量身定做的编曲？！            
(4星)	 期望不高,反倒有惊喜.很佩服编剧,能把七天的剧情写得这么饱满,不能忽略任何一个人,他们身上都有闪光点~What a wonderful world! P.S.我真的很喜欢罗敏庄,不是最漂亮,但是很用心,每次都能把小角色演得很出彩,唱歌更是好得没边~我就是中意凭本事默默努力的艺人!            
(NA)	  有意思啊             
(4星)	 我喜欢前半部分。。            
(NA)	 我家郭羡妮能否打翻身仗啊！！            
(4星)	 hasta la vista            
(4星)	 结尾不错。马仔近几年演技之作。感动.            
(4星)	 马浚伟帅的！小泽倒是没什么突破的感觉～            
(NA)	 1            
(3星)	 還蠻喜歡的。當中有些地方覺得太爛 幾度看不下去。結局總算扳回一城。以為要走韓劇模式 男豬得絕癥熟木的 不過最後被治愈一年後出現在女豬面前。而另一個男豬跟一個戲份很少的女女在一起了。這是一部不看到最後絕對猜不到結局的電視。好在最後每個人都得到了最好的結果。            
(3星)	 马生扮个甘潇洒的角色真系5太岩咯……hasta la vista……结局有点狗血            
(4星)	 目前觉得很搞笑            
(3星)	 喜欢主题曲。            
(3星)	 结局很仓促。            
(3星)	 结局太蠢了！你要学印度歌舞片吗！            
(4星)	 终于看完了，大团圆结局，阿龙和丹丹的组合不错！我也猜到calvin是有绝症！前面把绑架案构架的那么复杂，calvin在里面的想象力那么丰富，有点小夸张。但这就是TVB温情电视剧。好人未必都是好的，坏人也未必都是坏的【Bosco你可以不可以不要那么帅啊~~~ ——2011.2.19            
(5星)	 人情味好足!            
(3星)	 编剧无能吖 七拼八凑的            
(NA)	 calvin真的不是坏人，黄宗泽真风骚，跳舞很好看……美美的……            
(3星)	 第一集最搞笑            
(4星)	 困兽之斗，能困住自己的，只有自己。             
(4星)	 很不错            
(4星)	 近几年看过的TVB中排名前几优秀的电视剧啦，不要烂尾就好啦            
(4星)	 我喜欢的演员们~            
(5星)	 哎哟哟 黄宗泽啦 hoho            
(5星)	 不一样的tvb~不错的            
(3星)	 一句话：TVB辉煌不再 这么多好演员都没起不到作用= ==            
(4星)	 黄宗泽+马浚伟+郭羡妮 啊啊啊啊            
(3星)	 Happy Ending啊~~虽然是很扯的剧情，但是茶余饭后看看还是挺好玩的~~            
(NA)	 马浚伟好有型，郭美女这发型是有多好看            
(4星)	 只为阿BO。。又开始追TVB            
(4星)	 越看越没瘾..            
(3星)	 我们一起经过那么多事情，这些美好的回忆，永远留在我们的心底。虽然有些事情我不太记得，但是和你在一起，我是最开心的。            
(3星)	 想起了非典时期            
(4星)	 仍旧是happy ending~不过大结局处仿《贫民窟离得百万富翁》的群舞，真是雷死我了。。。            
(5星)	 WONDERFUL WORLD~最美丽的第七天~            
(4星)	 值得期待            
(3星)	 演员很中意，但是看到一半，就有些无聊了。但在如今的TVB，算不错了            
(4星)	 刚看了第一集感觉还不错，暂时给4分            
(4星)	 唔错，点解马仔仲可以哽有型            
(3星)	 有意思~            
(NA)	 非常好不错，人格众多，特点鲜明，主线支线剧情丰富！尤其邓健泓演的大少爷和小蜜蜂、GIRL GAGA 罗敏庄对手戏非常有趣！            
(2星)	 看不下去            
(5星)	 阿龙真的跟超模一起了！我好鸡冻！            
(4星)	 电视剧版天下无贼？            
(4星)	 不错的happy ending.最后宝宝肉肉的好可爱！bosco也好帅的啦~！哈哈！            
(NA)	 看了一半不想看了            
(4星)	 场景小了 戏剧冲突就强烈了            
(4星)	 终于追完了，易早安越到后面越残啊，您拿出主角的自觉好吗！！！            
(3星)	 看不下去...            
(4星)	 啦啦啦~邓健泓+黄宗泽            
(4星)	 结局太突然            
(NA)	 猜到了《龙凤斗》，结尾就失去了惊喜。其实开头还是很有趣的。够幽默各色小人物也各有特点。后来的话，又是TVB的一贯套路。但相比同期的TVB剧集，这部已经出彩许多。也算今年的好片了。            
(5星)	 终于出新片了！等待继续更新！            
(4星)	 题材很新鲜，有点原来爱上贼的那个味道。马浚伟终于可以演点不一样的角色了~            
(4星)	 情节挺经凑的~            
(4星)	 结局好狗血=皿=            
(5星)	 有点像龙凤斗的电视剧版，所以我很爱！            
(3星)	 马浚伟最后还是演了个情圣，不过男女主角我都不喜欢。邓健泓这次比较出彩点，欧阳嘉嘉和郑欣宜也不错            
(4星)	 过程很精彩，结局很平淡！人性啊！            
(3星)	 线索有点混乱~总体来讲还行~马仔演起腹黑有些奇怪~还好后来正常了~结局的群舞囧了个囧~            
(NA)	 弃之..            
(4星)	 阿龙竟然最后是和那个女的，哈哈            
(3星)	 构思算是新颖，只是相比巡礼演员大换血顿时让兴趣锐减。            
(3星)	 终于看完了~中等偏上吧            
(4星)	 嘉嘉和戴少男这对是亮点啊……双C的线还是埋伏得不流畅啊！            
(4星)	 不管剧情是不是老套 这都是 我最近最爱的一部港片 现在 又多了部韩剧 DREAM HIGH 你懂的            
(4星)	 大多数是为了黄宗泽看的- -。。。。。这好像是假期唯一看完的？？            
(4星)	 很心水，很不错。Hasta la vista~！！            
