http://movie.douban.com/subject/1456579/	海绵宝宝 SpongeBob SquarePants
(5星)	 还是中文配音好            
(NA)	 章鱼哥 章鱼哥 哈哈…… 我很喜欢学这个调调            
(5星)	  没有比海绵宝宝更可爱 的了···            
(NA)	 我爱派大星~            
(5星)	 可爱死了~            
(NA)	 我喜欢海绵宝宝            
(5星)	 宝子～            
(5星)	 我准备好了！！！            
(5星)	 哈哈            
(4星)	 很棒            
(4星)	 就是喜欢海绵宝宝 黄不拉几的 真可爱            
(5星)	 我的爱            
(5星)	 我准备好了！！            
(5星)	 我的大爱。。            
(5星)	 总能叫人开心的海绵宝宝。            
(5星)	 哦~海绵宝宝  哦~派大星            
(5星)	 啊 最爱派大星了~~~            
(NA)	 矮油 好喜欢            
(5星)	 央视配音终于不错了一次！            
(5星)	 美国小孩真幸福            
(5星)	 我爱死海绵宝宝了！当然还有派大星！为什么海绵宝宝这么开心？因为有派大星陪他一起2你个黄色块块~你个粉红尖尖~            
(NA)	 大爱~            
(NA)	 cute            
(5星)	 叩叩叩···海绵宝宝啊···我承认自己是长不大的孩子哈哈···            
(5星)	 看了真的会笑 派大星亮了            
(5星)	 爱~~            
(4星)	 海绵宝宝的哲理……            
(5星)	 超级喜欢            
(5星)	 永远的海绵宝宝~            
(5星)	 大爱~            
(5星)	 揉啊搓啊的            
(4星)	 个显然要比羊羊羊的好看嘛！别跟我提羊羊羊！！            
(5星)	 心情不好的时候，寂寞的时候，都爱上海绵宝宝！我拒绝长达！            
(NA)	 我准备好了看了心情会好            
(NA)	 海绵宝宝多快乐啊，又2又贱，还有志趣相投的派大星每天陪着他。            
(5星)	 嗬嗬嗬嗬的笑声真可爱！            
(5星)	 超爱派大星~！            
(NA)	 偶滴最爱！！            
(5星)	 风靡啊            
(5星)	 太喜欢了！            
(NA)	 SPONGEBOBSQUAREPANTS!!!!!!!            
(4星)	 章鱼哥我也挺喜欢 好歹也是个艺术家哈哈 还会黑管            
(5星)	 美国动画搞怪要更不讲道理些～            
(5星)	 多科特鼻息普说，穿蓝裤子的海绵鲍勃是最有哲理的动画片~oh，我爱海绵宝宝~~            
(5星)	 我准备好了！——            
(NA)	 最爱海绵崽了。            
(4星)	 其实我是个孩子            
(4星)	 海面宝宝可以这么2的欢乐是因为派大星陪它～            
(5星)	 很喜欢很喜欢。            
(5星)	 啊哈哈哈哈哈哈            
(4星)	 总觉得中文配音很吵            
(5星)	 我滴神~~            
(5星)	 我准备好啦 我准备好啦 我准备好啦 我准备好啦 我准备好啦             
(NA)	 我喜欢这个家伙            
(5星)	 我最爱看的动画之一            
(1星)	 偶然翻到这里。邪恶血腥版很给力哦，没看过的赶紧补习！            
(5星)	 超可爱，超爱，爱爱爱！！            
(5星)	 让人疯狂的一坨海绵啊。。。              
(5星)	 高三的支柱            
(NA)	 喜欢。。。            
(NA)	 我准备好啦、我准备好啦、我准备好啦~            
(4星)	 最爱海绵宝宝！            
(5星)	 我最爱的海绵宝宝啦！            
(5星)	 爱shi它了~            
(5星)	 我承认我幼稚了。。。= =            
(5星)	 大爱章鱼哥~            
(3星)	 海绵宝宝的形象我不喜欢，我觉得它的样子很吓人哦，抱着它的娃娃睡，醒来会吓到的。            
(5星)	 有人说海绵宝宝很弱智，可我却觉得是种难得的纯净，如果快乐对于我们来说来的那么简单容易不需要理由，是多好的一件事情            
(NA)	 我愿意 陪着海绵宝宝和派大星一起2            
(5星)	 最喜欢的动画片。            
(5星)	 海绵宝宝什么的 最欢乐了            
(5星)	 萌神啊。。。我银最喜欢            
(5星)	 我爱海绵宝宝~！^^            
(5星)	 海绵宝宝~派大星~            
(4星)	 为嘛嘛我妹 这么喜欢看。。            
(5星)	 最爱。。嗨，海绵宝宝、、            
(5星)	 纯真的可爱！好喜欢派大星，你真的傻到爆耶！            
(NA)	 我准备好！我准备好了！我准备好了！！！！！！！！            
(5星)	 哈哈 我喜欢`            
(5星)	 最爱❤！            
(5星)	 世界上最好看的动画片！！！！            
(5星)	 其实这就是传说中的《黄衣之王》            
(5星)	 我六岁的侄女说：你怎么这么幼稚啊看海绵宝宝！            
(5星)	 连我妈都知道我喜欢……            
(5星)	 哇哈哈哈哈哈哈哈`            
(5星)	 超喜欢海绵宝宝 看海绵宝宝很开心            
(5星)	 谁说不能寓教于乐。            
(5星)	 爱死海绵宝宝和派大星二在一起的故事、            
(5星)	 啊！！！很喜欢啊～～～明明这部片子就不是给小孩子看的，别人见到我看老说我幼稚！！            
(5星)	 好看不解釋~            
(NA)	 喜欢~~~            
(5星)	 章鱼哥是个秃子。            
(5星)	 大爱海绵宝宝，太可爱了！！看完没烦恼的说！            
(5星)	 爱爱啊~~~~~~            
(5星)	 脑残派巅峰之作。            
(4星)	 心情不好的时候看看吧～            
(NA)	 so funny            
(4星)	 傻乐呵~            
(5星)	 它很黃 也很方，            
(5星)	 大爱            
(5星)	 咩哈哈哈哈哈哈~            
(5星)	 美式动画的经典，猫和老鼠后又一部老少皆宜的动画片。            
(4星)	 hey!派大星            
(5星)	 老少皆宜~            
(4星)	 好玩            
(5星)	 我爱你！            
(5星)	 我想知道Depp在里面扮演的什么？            
(5星)	 哦我爱死你啦~            
(5星)	 怎么这么喜欢你!!            
(5星)	 啊啊啊啊啊啊啊啊啊啊！            
(NA)	 其实这是一本惊悚喜剧            
(5星)	 依然我爱的~            
(NA)	 ！！！！！！！！！！            
(5星)	 好看            
(5星)	 善良又乐观 有谁会不爱他呢            
(5星)	 逢播必看，又好玩又奇怪！每个角色都爱！            
(5星)	 best love            
(5星)	 小黄海绵            
(NA)	 一直以为三国产的            
(5星)	 章鱼哥，我们一起去爪水母哇～            
(5星)	 爱            
(1星)	 噩梦            
(4星)	 虽然有些地方有点血腥。。。比如万圣节那集            
(5星)	 善良的小方块娃儿            
(5星)	 派大星%￥@—*%#% 章鱼哥            
(4星)	 海绵宝宝！~还用说什么吗            
(4星)	 喜欢海绵宝宝 章鱼哥和蟹老板 哈哈 真欢乐真单纯啊            
(5星)	 很喜欢海绵宝宝~~！            
(5星)	 爱你啊            
(5星)	 好吧，不多说什么了黄色的小方块！！！！！！！！！            
(5星)	 太搞笑！            
(5星)	 嗳，语言还有爱尔兰盖尔语诶！            
(NA)	 考试焦虑期宿舍姐妹必备╮(╯_╰)╭            
(5星)	 其实很大了才看的 但爱上的很快            
(NA)	 爱他，就带他去吃蟹宝王。            
(5星)	 可爱可爱可爱。            
(5星)	 其实我都没关注剧情 但是就是狂爱海绵宝宝 无法自拔&gt;&lt;            
(5星)	 我了个擦，真喜人！            
(NA)	 最喜欢的动画～没有之一～章鱼哥什么的最可爱了！            
(4星)	 哦呀呀。中文版的海绵宝宝很萌            
(5星)	 呃呵呵呵呵~~~            
(NA)	 搞笑 又讨厌又讨喜            
(4星)	 看了很想笑的 o(∩_∩)o 哈哈            
(NA)	 哈哈哈·····            
(5星)	 贱贱的小人物还是挺可爱的            
(5星)	 海绵宝宝你好！~            
(1星)	 idiot            
(5星)	 嘿，海绵宝宝~            
(4星)	 超爱海绵宝宝            
(5星)	 啦啦啦啦啦啦啦            
(5星)	 我的爱            
(4星)	 天真纯洁可爱的海绵宝宝，很喜欢动画赋予的想象力            
(NA)	 超喜欢，轻松快乐            
(5星)	 那个的名字是patrick            
(5星)	 我和我外甥的最爱  我们年龄差了一轮╮(╯▽╰)╭            
(5星)	 我老陪小盆友们看~            
(3星)	 无厘头。。。            
(3星)	 喜欢他？ 不。            
(5星)	 太可爱了~            
(4星)	 初中的时候才看，很可爱的说            
(3星)	 二货。话说真的没找到笑点好嘛。            
(5星)	 不可想象美国小朋友都看这个            
(4星)	 居家上学 杀人不见血 必备良片            
(NA)	 他一直让我稀饭啊            
(5星)	 cute            
(4星)	  - 适合这个年龄看。            
(5星)	 一定要看的啦~            
(NA)	 The best!            
(5星)	 海绵宝宝很可爱。我喜欢!            
(5星)	 看海绵宝宝是一种享受            
(5星)	 lol.            
(5星)	 spongebob            
(5星)	 没看完没看完。。。。但是衣服书包好多地方可以看到海绵宝宝黄墩墩的身体和兔牙            
(4星)	 嘿嘿嘿，我喜欢。            
(5星)	 spongebob and patrick!            
(NA)	 哇哦，很多人知道他但是没看过，海绵宝宝真的很好看~蟹黄堡~            
(5星)	 超喜欢            
(5星)	 我爱 我爱 我爱            
(5星)	 嗷~神物，看一百遍都不会厌，我好稀饭你呀，哈哈哈            
(NA)	 简单的能量            
(5星)	 哇咔咔            
(NA)	 不错的轻松的娱乐动画，很喜欢海绵宝宝那种很傻很可爱的样子            
(NA)	 幼儿园时期的最爱            
(5星)	 哦，不，章鱼哥~            
(5星)	 我的最爱            
(5星)	 我准备好啦~我准备好啦~擦擦            
(5星)	 太好看了！！绝对的成人动画            
(5星)	 喜欢动画对细节的处理            
(4星)	 片头曲怎么唱来着            
(5星)	 我爱他！            
(5星)	 被这个黄块块的乐观打动了。            
(5星)	 啊啊啊啊啊！！大爱            
(5星)	 我喜欢派大星,我爱比基尼海滩的一切            
(5星)	 超爱 呆痴的派达星 海绵宝宝傻得也不错            
(5星)	 么么            
(5星)	 海绵宝宝很可爱            
(5星)	 我的最爱            
(5星)	 超爱            
(NA)	 高三的时候看的            
(5星)	 2            
(5星)	 他绝对是脑残            
(5星)	 超爱海绵宝宝！            
(NA)	 我准备好啦，我准备好啦，我准备好啦~~~            
(NA)	 HIHIHIHIHI，贱人海绵宝宝            
(5星)	 太尼玛好笑了            
(4星)	 每天早上7:30，channel 29,陪我家萝莉看SpongeBob。挑战我的听力，但从未听懂过！            
(5星)	 央视天天放···你叫我如何不看~~~多么萌的一萌物啊···            
(5星)	 spongebob squarepants            
(5星)	 但是跟德普有神马关系。。            
(5星)	 哦哦哦哦哦！！！！太好玩了！！！！！！！！！            
(4星)	 我爱海绵宝宝            
(5星)	 是谁住在深海的大菠萝里~！？海绵宝宝！！十颗星！十颗星！！            
(NA)	 我和我妹妹超爱            
(5星)	 乐天派            
(5星)	 这个玩意是脑残代言宝            
(5星)	 海绵宝宝MUAMUAMUA~~            
(5星)	 啊啊啊啊啊啊啊啊啊。最爱了            
(5星)	 我准备好了 我准备好了~~            
(4星)	 至今身边还有好多东西是海绵宝宝的……唔，不要介意他们都是盗版            
(5星)	 crazy的小孩~~活在现实中会让人......            
(5星)	 超爱的！笑得我脸疼！            
(4星)	 未看全……            
(NA)	 海绵宝宝的生活哲学            
(3星)	 只能说不是我的菜吧            
(5星)	 &gt;&lt;~~~            
(NA)	   我喜欢你  海绵宝宝  我们可以像树和树皮一样            
(5星)	 海绵宝宝&amp;派大星ra&amp;cenntt            
(5星)	 派大星！            
(5星)	 哲学片            
(5星)	 海綿！！！！            
(5星)	 热爱！            
(5星)	 无聊一根筋的海面宝宝遇到笨死了的胖海星~            
(5星)	 其实，我一直想看英文版的海绵宝宝来着……囧            
(4星)	 想到也会微笑的简单快乐            
(4星)	 爱了爱的~~~！            
(5星)	 大大爱！            
(4星)	 海绵宝宝很坏的！派大星没脑子！无厘头的动画片我也很爱！哈哈~            
(5星)	 方块、松鼠、螃蟹、章鱼、蜗牛、汉堡、水母、爱            
(5星)	 如此热情 阳光 幽默 简单 加上配音很给力 五星了            
(5星)	 我最喜欢的卡通人物，没有之一。(╯3╰)            
(5星)	 看过这以后，就觉得烦恼啥的都是自扰啊            
(NA)	 大爱~~~            
(NA)	 这块爆牙海绵很讨喜。            
(5星)	 挺二的~            
(NA)	 &gt;u&lt;得意~            
(4星)	 因为大家都看，我就看啦美式的幽默            
(5星)	 海绵宝宝太传神了。。            
(NA)	 听说明年要出第九季 这也算美剧吧            
(5星)	 这种人幸福。            
(NA)	 &#34;Whoooo live in a pineapple under the sea?&#34;            
(5星)	 nc并快乐着            
(5星)	 超超超可爱。。喜欢派大星~~            
(5星)	 一直喜欢            
(5星)	 超爱            
(5星)	 啊～我多么喜欢你的生活啊            
(NA)	 超赞            
(5星)	 小蜗 来个蟹黄堡吗 哈哈哈            
(5星)	 我的最愛            
(NA)	 好可爱呢            
(NA)	 最喜欢他和章鱼哥了  (*^__^*) 嘻嘻            
(4星)	 哈！~            
(5星)	 我要块海绵宝宝！~            
(4星)	 做个呆瓜吧，海绵宝宝，yeah~            
(5星)	 海绵宝宝和派大星！            
(5星)	 没看之前听别人说 什么海绵宝宝 海绵宝宝的。。就像说怎么这么幼稚啊这些人。。。当自己不小心看到的时候。。不小心就中了这坨有爱的方块海绵的读。。怎么会这么有爱呢～还有。。海绵宝宝 中文配音 是唯一一部让我觉得。。好像中国配音其实挺厉害说。。。            
(5星)	 看到海绵宝宝我就开心!派大星永远会陪伴着海绵宝宝,和一群朋友生活在快乐的比基尼海滩!            
(4星)	 还记得高三时每天中午准时守在电视机前看少儿频道            
(NA)	 和侄女一起看的            
(5星)	 喜欢Bob的中文配音~             
(NA)	 派大星激萌~            
(5星)	 天知道我有多喜欢这个黄色的方块家伙。            
(NA)	 卡哇伊            
(5星)	 看似弱智其实极为牛逼的动画，为嘛好多人都看不懂呢            
(5星)	 重.派大星.章鱼哥.            
(5星)	 呼呼 真阔爱~            
(5星)	 不用多说，大爱~            
(5星)	 无论多大都喜欢～            
(NA)	 想起二饼了            
(5星)	 我的最爱！一切生活用品基本都是了吧= =            
(5星)	 哈哈哈哈哈哈哈哈哈~~~~~            
(5星)	 一个神经病加一个傻子            
(NA)	 很有爱，其实很幼稚。            
(5星)	 我准备好了1            
(5星)	 没有理由，就是喜欢            
(NA)	 我喜欢  海绵宝宝            
(5星)	 这还用说么，懂了            
(NA)	 有段时间的疯狂爱好 内涵动画 也许我是个神经病  啊哈啊            
(5星)	 生活中蕴含哲理            
(5星)	 好看，童叟无欺。            
(5星)	 每个人心里都有一个海绵宝宝。            
(4星)	 章鱼哥。。            
(5星)	 其实很多东西都是和美国文化相关的。譬如海绵宝宝极其热爱工作这类，就是政府控制儿童思想。不过这种控制是潜移默化并且让你心甘情愿的罢了。嗯~我最喜欢海绵宝宝了~            
(5星)	 = =。。。            
(5星)	 真想象海绵宝宝一样单纯，一样无敌。还有好多铁朋友。            
(5星)	 十星都不够            
(5星)	 海绵方裤头~~！！！！大菠萝！！！！            
(NA)	 好看好看好看            
(5星)	 敢不敢不要这么好看！            
(4星)	 黄色动画啊…            
(NA)	 这个和海绵宝宝一样能评吗...我承认我有偏见.            
(5星)	 小海绵   很有爱的片子  O(∩_∩)O            
(5星)	 ！！！            
(NA)	 虽然我知道很没觉悟，还是想说，海绵宝宝太有爱了！章鱼哥就是个内心狭窄阴暗的坏人。派大星傻海绵宝宝2            
(NA)	 我很爱这个黄色的海棉方块            
(3星)	 没事乐一乐            
(5星)	 嘿嘿，海绵宝宝嘿嘿，派大星喵，小蜗            
(NA)	 中文配音有点受不了........            
(5星)	 我的最爱啊海绵宝宝。么啊么            
(4星)	 我准备好了！            
(4星)	 么么么❤            
(3星)	 黄色小海绵你有没有那么搞笑            
(NA)	 很轻松的动画            
(3星)	 打发时间的时候会看~            
(5星)	 其实很有哲理。海绵宝宝的生活态度。可爱可爱。我也想要我的派大星！！！            
(5星)	 最喜欢的漫画            
(5星)	 我很黄！ 我准备好了，我准备好了！！            
(NA)	 生活方式···海绵宝宝 搞笑            
(5星)	 准备雅思不高兴时候，就看一集，开开心心~            
(5星)	 很美好            
(5星)	 海绵宝宝的确是一个很好的动画素材，其软绵绵的样子和特性，即能给小朋友们带来温馨和快乐，又能使小朋友们认识它的功能，进而帮妈妈做做家务。这算…是我的育儿经吗？我才22岁，残念…啧啧！！            
(5星)	 我就是爱它。我发誓我家以后挂满它，我老公得天天穿着它德内裤跟我睡在一起。            
(5星)	 为之疯狂~ 生活的信条“生活中可以充满简单的快乐~”            
(5星)	 我喜欢 你 现在我内裤都是 你 &gt;&lt;            
(5星)	 哈哈哈哈哈哈哈哈哈哈哈哈哈！！！！！！！！！！我媽還說你多大了還看這種亂七八糟的動畫……我就是喜歡嘛~~~~~~~~~還有哪部動畫能讓我哈哈哈哈哈哈哈哈哈哈啊？？？            
(4星)	 快乐的海绵宝宝            
(5星)	 如果我只有一个朋友，我希望他是海绵宝宝。            
(5星)	 非常可爱，非常温暖            
(5星)	 我的大爱            
(5星)	 汗            
(5星)	 我能给5.5吗？实在太好看了            
(NA)	 难受的要死或者装可爱必备            
(NA)	 海绵宝宝~如果你没看懂~或者觉得很幼稚~我只能说，你没有童年~            
(NA)	 HI  海绵宝宝  我们去抓海母吧~            
(NA)	 经典。            
(5星)	 是爸爸给小外甥女买的碟片，我们赶着看完的~~喜欢他的乐观            
(4星)	 章鱼哥            
(5星)	 海绵宝宝 派大星 章鱼哥 蟹老板 哈哈哈哈 喜欢~            
(5星)	 超爱！！！            
(5星)	 海绵宝宝变态到可爱            
(5星)	 好好看的，每一个故事都奇趣可爱~好喜欢            
(4星)	 what can i say？！it‘s awesome！！！！！！            
(5星)	 嗨~章鱼哥~有时候我们只是需要~想~象~力~            
(5星)	 幸福。海绵宝宝、海绵宝^^宝、海绵宝^^^^^^^^^宝。。            
(5星)	 小蜗，喵~            
(NA)	 超搞笑啦！看完什么烦恼都忘掉啦%++*-＞咔咔            
(4星)	 海绵宝宝是被电视频繁播放才定心看了1集，原本觉得聒噪无趣的想法被海绵宝宝的口头禅给改变了，越来越喜欢他，我准备好了~~~~            
(5星)	 啊啊啊，海绵宝宝            
(5星)	 最爱的海绵哥儿~            
(4星)	 派大星你是我最好的朋友派大星！            
(5星)	 大大大大大大爱            
(5星)	 我最爱的海绵先生。            
(NA)	 现在还是很爱看            
(5星)	 神经大条的海绵和海星~            
(5星)	 我准备好了~~            
(5星)	 长大后，怀念童年，也想变得傻一点            
(NA)	 好看好看XD            
(4星)	 好喜欢宝宝，，好暖            
(5星)	 非人类的动画看的很少，但I love元气十足的海绵宝宝。            
(5星)	 最爱的就是你了～            
(5星)	 很有记忆 很有爱            
(NA)	 很喜欢看呵，以前天天在电视机前守着，她也喜欢看            
(NA)	 喜欢            
(5星)	 海绵宝宝的方式，绝对不是给小孩子看的            
(5星)	 这个一直爱            
(5星)	 热 爱            
(5星)	 很好看哦            
(NA)	 我有漫画 动画 各种 派大星~~            
(5星)	 大爱海绵宝宝            
(NA)	 可爱的海绵宝宝~真的很好看哦。            
(NA)	 看了很轻松的感觉，推荐哦            
(NA)	 我的最爱哇~~            
(NA)	 好看            
(NA)	 不知不觉爱上你            
(5星)	 我爱你这个穿方裤衩的小方块！我也要住在比基尼海滩！            
(5星)	 每天晚上看一集~~            
(5星)	 为他走路时的吱吱声而沉醉            
(5星)	 好萌 章鱼哥 啊~~~~~~            
(NA)	 although im too old to watch animations, i still love spongebob and patrick! they can always make me smile~            
(NA)	 爱你 海棉            
(5星)	 大愛 不解釋            
(3星)	 陪老弟度过的艰辛岁月            
(NA)	 大爱海绵宝宝。。。            
(5星)	 章鱼哥，海绵宝宝。。。我爱你            
(NA)	 开心就好，想海绵宝宝一样简单快乐就好！            
(5星)	 方块海绵的快乐生活~            
(5星)	 我比我上小学的妹还喜欢 ╮(╯3╰)╭            
(5星)	 大爱~            
(5星)	 大爱            
(5星)	 太可爱了，中文配音也很增色，小无辜加小傻帽等于黄不拉几的海绵宝宝。            
(5星)	 爱到不行            
(5星)	 你准备好了没我准备好了你准备好了没我准备好了！            
(5星)	 爱你，不解释。            
(NA)	 很好看            
(4星)	 总感觉这是个恐怖片……            
(5星)	 这只可爱的小东西~~            
(5星)	 啊啊啊啊 他们是我的治愈系            
(NA)	 超爱 陪表弟一起看的 不过更喜欢傻傻的派大星            
(NA)	 电影版 电视版的都看过  喜欢海绵宝宝的乐观精神 记住了里面的口头禅：“我~准备好啦~”            
(5星)	 谁说它幼稚低级了，海绵宝宝是成人才懂的幽默。还有就是，被现在的非主流玷污了，我很伤心            
(NA)	 看不懂。。。            
(5星)	 好人好报的最佳代表            
(4星)	 大爱            
(5星)	 我更喜欢派大星。。。。。。。            
(5星)	 我最爱的卡通形象            
(5星)	 最爱的卡通人物之一，喜欢你的乐观、真诚、热情            
(5星)	 哈哈~            
(5星)	 我准备好了，我准备好了！            
(NA)	 我怎么觉得自己很像章鱼哥            
(5星)	 大爱！            
(5星)	 很搞笑哦~~            
(5星)	 那销魂的笑声~~~~~~~~            
(5星)	 原本抗拒的 还是被这个可爱的家伙 折服哈啊哈            
(4星)	 我就是喜欢海绵宝宝这个傻缺！            
(5星)	 喜欢            
(5星)	 喵~            
(5星)	 挺好玩。            
(5星)	 hi~，派大星~~，hi~，章鱼哥~~，我是海绵宝宝。呃哈哈哈哈哈哈哈。。            
(5星)	 My love~            
(NA)	 德普配的---            
(NA)	 ！！            
(4星)	 電視劇反而越來越不靠譜了。            
(4星)	 ⋯⋯            
(4星)	 非常可爱～～～            
(NA)	 最爱            
(5星)	 海绵宝宝神马的最喜欢了            
(5星)	 神神叨叨····以及血脉喷张···            
(NA)	 每一部动画。都是一种奇特的生命成长过程。海绵宝宝有血有肉。单纯。快乐。            
(NA)	 我爱那海绵大黄方块儿~            
(5星)	 顶章鱼哥！！！            
(5星)	 我准备好啦~~            
(5星)	 能把人爱死~            
(5星)	 我爱方脸大板牙~            
(5星)	 该死我好爱海绵宝宝啊~~~~~~~！！！！））））））））            
(5星)	 派大星负责2            
(5星)	 我跟弟弟共同的爱好            
(5星)	 好萌，我喜欢。            
(5星)	 ！！！！最爱海绵方块！！！！            
(4星)	 很不要脸的看过了            
(4星)	 启蒙动画            
(5星)	 有趣的海绵宝宝~大爱~            
(NA)	 萌            
(5星)	 很爱这块黄色海绵            
(5星)	 贱绵~            
(5星)	 为什么五星？因为是海绵宝宝 哈哈哈哈            
(5星)	 第一次看时我是真的想要疯了，接着，慢慢地就爱上了这个傻呵呵海绵宝宝。很简单很单纯，傻的有点让你无语又乐呵的动画。            
(4星)	 稀饭~~~            
(NA)	 呵呵，我只能说。。。。这个形象真的有点可爱的吓人            
(5星)	 超有爱啊！！！！无尽的想象力，在笑声中教育。。。积极的生活态度。。。            
(5星)	 我喜欢派大星~~~            
(5星)	 哦！我爱海绵宝宝！~~~~            
(5星)	 I‘m ready!            
(NA)	 章鱼哥~~章鱼哥~~            
(5星)	 我的菜啊我的菜。            
(5星)	 亲爱的哥~            
(NA)	 海~绵~宝~宝~！【这只帅气的海绵是您的服务生~】            
(NA)	 BOB            
(4星)	 那小眼神儿~            
(NA)	 邪恶            
(NA)	 相当搞笑 这片叫人觉得眼前一亮            
(3星)	 ···这我都看过····            
(5星)	 大爱的狠爱的            
(NA)	 她喜欢的，我也喜欢            
(5星)	 It has my best associations with my time in junior high school.            
(NA)	 爱死你了黄色的一坨。            
(4星)	 哈哈，最喜欢的卡通形象之一            
(2星)	 很恶心啊，真的是给孩子们看的吗？            
(5星)	 我爱小海绵~            
(5星)	 我最喜欢的动画片            
(NA)	 请注意我的头像            
(5星)	 幼稚得相当有水平啊~我只能这么说，大爱~~~            
(5星)	 永远大爱            
(5星)	 bob~            
(NA)	 海绵的世界不是幼稚的但是是童心化的世界            
(4星)	 i love spongebob!^_^            
(5星)	 哥确实挺喜欢的.......见笑了            
(5星)	 哈！            
(5星)	 我还记得在卧铺的深夜，大家都睡着的时候，我要费好大的力憋住笑，谢谢你~            
(NA)	 哈哈哈哈哈~            
(5星)	 很适合我            
(NA)	 特贱的海绵宝宝            
(3星)	 很可爱的卡通人物 单纯乐观            
(4星)	 我很喜欢他 他每天都很有精神.            
(4星)	 凡是有些神经质的人都会喜欢上海绵宝宝~            
(5星)	 竖起小指            
(5星)	 海绵宝宝～～～            
(NA)	 还有更善良的天使么~？            
(4星)	 其实我骨子里头有只海绵宝宝            
(5星)	 最喜欢派大星            
(3星)	 不错，休闲娱乐            
(NA)	 派大星，我的好朋友。。。            
(4星)	 海绵宝宝也会哭 只因为派大星抛弃了他            
(NA)	 很搞笑的傻子            
(5星)	 我的爱啊            
(5星)	 要看英文版的！！！章鱼那副倒霉样真是可爱死。            
(5星)	 我的饭卡，钥匙链，书包链.........            
(NA)	 hi~派大星~            
(NA)	 喜欢宫崎骏  也喜欢海绵宝宝！！            
(5星)	 我愛章魚哥！            
(5星)	 ARE U READY? I CAN&#39;T HEAR U!!            
(NA)	 挺逗乐的，海绵宝宝很坏            
(4星)	 小黄 = =            
(4星)	 哈哈            
(NA)	 海绵宝宝小脑残 嗬嗬嗬            
(NA)	 so Q            
(5星)	 海绵宝宝的微笑~            
(5星)	 你打着领带穿着短裤，你的小龅牙，你的大眼睛。che carino····借你的小蜗给我玩玩吧···            
(5星)	 好看啊            
(5星)	 超级有爱的海绵。。嗷嗷嗷！！            
(NA)	 一直很喜欢看海绵宝宝，朋友不懂，还说很白痴···我也不懂，白痴，有什么不好，一部动画片而已，还需要什么内容？能让大家欢笑不就ok···大人的世界想得太多，偶尔看看海绵宝宝，什么都不用想，就只是笑笑，给大脑放假···            
(5星)	 哈哈哈            
(5星)	 we&#39;re all goofy goobers, YEAH            
(NA)	 我儿子喜欢看。他的朋友喜欢看。我也喜欢看。            
(5星)	 李家小子终于出了奥特曼之外还喜欢一块黄色海绵，好有成就感            
(3星)	 二缺，和pooh一个奶妈养的            
(5星)	 大爱海绵宝宝            
(4星)	 躺在讨厌怀里看的            
(4星)	 我一看这个、我妈就叹气....            
(5星)	 最爱啊！！            
(5星)	 章鱼哥 章鱼哥             
(NA)	 巨喜欢巨喜欢~~小海绵~~~            
(3星)	 高档            
(5星)	 世界上最酷的海绵——            
(3星)	 哈哈            
(5星)	 太可爱了~            
(4星)	 spongebob真的是天真无邪又很刷白痴而且运气好的让我生气            
(5星)	 口水漫画的极致。。。猫和老鼠的来者～            
(NA)	 深入浅出的大道理            
(5星)	 太好看啦啦啦啦            
(5星)	 黑面宝宝            
(NA)	 小蜗哦。。蜗蜗。。            
(NA)	 超级爱！无论是长相、声音、性格，爱他的一切！也爱章鱼哥，像海绵宝宝那样爱他！嘻嘻！            
(3星)	 总觉得后来都成了灰主流的代名词。            
(5星)	 这多经典~            
(4星)	 时好时坏            
(3星)	 一一#              
(5星)	 i&#39;m ready            
(5星)	 嗷嗷嗷~~~各种可爱。            
(5星)	 没有人知道我不喜欢它。            
(5星)	 一直没机会看英语版的            
(5星)	 .            
(5星)	 HI~章鱼哥。            
(5星)	 我准备好了准备好了~            
(NA)	 一般吧            
(5星)	 还记得某人说她最喜欢这块儿黄海绵~            
(5星)	 喜欢。            
(NA)	 宝宝..宝宝太牛B了 ,回忆起了童年.那种无忧无虑..            
(4星)	 呵呵没办法不承认我不喜欢他。丰富的想象力            
(5星)	 章鱼哥~章鱼哥~~            
(5星)	 啊呀呀~~~饭呢~~~最有爱的——我准备好了~~            
(4星)	 对这部幼儿片大爱…            
(5星)	 毫无疑问的大爱            
(5星)	 忧伤而又明媚的眼神            
(NA)	 嘿~~我准备好了            
(4星)	 如果我是海绵宝宝，谁会是我的派大星。            
(3星)	 傻傻的            
(4星)	 是大暴牙吗？没觉得啊            
(5星)	 最爱的动画片！！！！            
(NA)	 喜欢他可爱的冷幽默             
(NA)	 电脑里面现在有全集            
(5星)	 一直想买个玩偶，哦，我是男的，不能            
(5星)	 ！！！！！！！！！！！            
(5星)	 派大星！！！            
(5星)	   哈哈~派大星也蛮好玩的呀~            
(4星)	  oh! So lovely            
(5星)	 曾被我朋友说它是奶酪。。。            
(5星)	 海绵宝宝 需要解释？            
(5星)	 我准备好了，我准备好了，派大星，你准备好了吗？            
(5星)	 呵呵呵，            
(2星)	 在索尼客服等电脑时候看的 真的很难看            
(2星)	 剧情很寡            
(5星)	 这个伴我走过高三  有着革命友谊!            
(5星)	 最棒了。            
(4星)	 看鸟一半听众陌生人们说那有点像BL，大家真的是成人思想看动画片            
(5星)	 我爱的粗线条动画            
(5星)	 对我来说  海绵宝宝 和 派大星 能跟  大雄和叮当比肩            
(3星)	 对新动画不太感冒，难道我老了？？            
