http://movie.douban.com/subject/2342557/	红苹果乐园
(2星)	 祭奠曾经年少无知的我！原谅我吧！我突然意识到我 哥哥从小是多么的有品，我姨妈很小就和我说，你哥哥就爱看外国的电影。。。/从那时候就 讨厌黄圣依，再就一直没喜欢过，筱晴太衰 了，那对双胞胎都出名了，你呢！？            
(1星)	 史上第1丑女主            
(1星)	 狗血            
(4星)	 童年回忆            
(4星)	 当年真的很喜欢。。。虽然现在也觉得很囧~但不能背叛当年的心情啊~内牛满面~老娘曾经也loli过~~            
(2星)	 当时我看这部片子真是脑子被门夹过了。。。【我记得馨子是我弟弟的同学的姐姐。。。囧死            
(2星)	 shit~都丑死了，搞得黄圣依成了美女            
(NA)	 多神奇，当时还真看了....            
(3星)	 这个片子，是年轻过的痕迹我擦            
(1星)	 那叫一个雷啊…            
(3星)	 呃……            
(3星)	 哎，高中的回忆，现在看来真是傻到无敌            
(NA)	 后宫剧神马的比较难以下咽。            
(2星)	 我居然还看过这个。。。当时还觉得黄圣依挺漂亮的。。呃。。            
(2星)	 累死 我            
(2星)	 不好看            
(NA)	 属于初中暑假的回忆，在宣城台看的            
(1星)	 丑男丑女请自重            
(1星)	 呃啊            
(1星)	 山寨版流星花园，当时同学们一致反应是，天哪，那个长得像路人A的人是女主角？            
(NA)	 悲剧            
(NA)	 小女生时代喜欢得一抽一搐的……            
(1星)	 以前看的、好假！好烂！好弱智！            
(NA)	 自插雙目            
(1星)	 我不想说我看过。            
(3星)	 我一度怀疑大陆导演的鉴赏能力~里面的演员一个没红起来吧~            
(2星)	 当时 老娘就说 黄圣依很美人剧情 很很很很 囧民            
(4星)	 值得回味的一部内地偶像剧            
(3星)	 60分            
(3星)	 就看上黄MM了。。。            
(4星)	 不至于4点几吧- -            
(3星)	 oh my god            
(1星)	 演技烂，，造型烂，，剧情烂            
(NA)	 妈呀 雷死人的内地F4            
(2星)	 。。。 。。。 。。。            
(1星)	 不予评论            
(3星)	 其实有些情节真的很牵强。            
(4星)	 难得有一部片，所有人演的都做作的            
(1星)	 其实一星都不值。垃圾            
(NA)	 想学流星花园，哼，有苦头了吧！            
(3星)	 怀念一下我那年少不懂事            
(3星)	 不容易啊，5个精选帅哥，2个FROM青岛。。。            
(1星)	 当时还一集不落的看，回头一看是怎样的惨不忍睹。            
(1星)	 这都什么跟什么啊!!!女猪能不撅嘴么!!!!!            
(2星)	 我准备再去重温一下- -当初是怎么看下去的……            
(1星)	 恐怖的回忆            
(5星)	 只要我看全的偶像剧再烂都打五星没原因            
(1星)	 这绝对是一个餐具啊~天哪~雷啊            
(3星)	 曾经年少时。            
(1星)	 我纯粹是为了打那颗一星.....            
(3星)	 哎呀不说那时候是有多喜欢这电视剧  班上女同学都看呢            
(2星)	 。。。。。。            
(4星)	 很羡慕蕭晴和五個男孩之間的友情            
(1星)	 好吧，我看过这部偶像剧！！！ ==            
(1星)	 出了个做作的黄圣依，然后……现在估计没人看了。东方台曾经打造的偶像……我也迷过，太傻了            
(3星)	 第一次买正版碟~小时候真是傻傻的 不过里面馨子的歌真是不错            
(2星)	 国产青春偶像剧，虽然有点嫩但还是要支持一下            
(2星)	 看到评价我乐了            
(NA)	 还不错啦            
(3星)	 好像是内地第一部偶像剧？额，我已经不太记得当时看这个的感觉了。            
(2星)	 年幼无知。。            
(1星)	 天呐……无话可说……            
(3星)	 童年时代的经典~            
(4星)	 很早的时候看的。。几个男生的演技涩到不行，却一直让我觉得不可弃~            
(2星)	 sb            
(1星)	 雷死人            
(1星)	 看到这个突然觉得台湾偶像剧还是很好的。            
(NA)	 那时，我们都同样的鲜嫩多汁。            
(NA)	 记得当年挺火的……            
(2星)	 其实吧，比《一起来看流星雷》好一点，也就一点···            
(2星)	 至今都记得当时的广告词“不是F4 但胜过F4 新一代青春男孩F5登陆江城”。。。我勒个去            
(3星)	 。。。            
(1星)	 这我都看过，我悔过。            
(2星)	 还是当年CJ的我……            
(2星)	 看这个电视剧。。完全是无意间的杯具。。。            
(1星)	 当年就深深的雷倒了我！            
(2星)	 唉。            
(3星)	 记忆中还不错            
(1星)	 垃圾中的垃圾            
(1星)	 还是他们几个。。。。            
(1星)	 呃 不值得看可我还是看了            
(1星)	  囧            
(3星)	 哈哈哈哈哈哈哈哈哈哈...- -            
(3星)	 当初还很喜欢，现在看来很傻~~许是年龄越大看的越明了了~~            
(3星)	 小学时看得，现在一点感觉都没了。            
(2星)	 那时候怎么就把这么雷人的片看下来的，连我妈都看，囧            
(3星)	 那时候我怎么会喜欢看呢             
(1星)	 发昏            
(1星)	 很佩服当年的自己竟然把它全看完了~~            
(2星)	 他们的演技真的差的不想说什么了，毕竟是第一部他们的电视            
(4星)	 在当时的内地是部难得的偶像剧，还是和老妈一起看的说！            
(5星)	 我出名了。多亏它            
(3星)	 还...好吧            
(3星)	 以前看的时候还蛮有兴趣的，现在回想起来也不咋的,看来品味上去了~            
(2星)	 女主的脸让我纠结了很长的一段时间            
(1星)	 传说中的F5~~天啊，饶了我吧。。。            
(1星)	 烂得不能再烂            
(4星)	 养育一代清纯的爱情小人儿。            
(2星)	 雷剧始祖            
(NA)	 除了当时我太闲 还能说些什么 那片 那人.......直接把我从残废雷到死            
(2星)	 童年，假期，电视            
(1星)	 如果不是女主角长的有一点像淑慧。            
(1星)	 白烂白烂，又白又烂。            
(4星)	 好看，就是演员长得不行            
(NA)	 。。。。。。。。。。            
(2星)	 一星给当时的黄圣依，另一星送给年少无知时的品味。。。            
(NA)	 还不错            
(NA)	 据说结果耐人寻味，没看出来            
(1星)	 太烂了！            
(4星)	 虽然很稚嫩 但每次播我都会看……            
(5星)	 看着我这个乐。            
(4星)	 青苹果乐园可能会更好吧            
(4星)	 2007            
(1星)	 无法用语言概括了~~            
(2星)	 想当年 咱也 脑残 过····            
(1星)	 内地山寨剧的鼻祖，雷的囧囧有神- -            
(4星)	 喜欢里面的歌            
(2星)	 国内的偶像剧啊……            
(NA)	 恩，其实挺喜欢这几个人混一块的片的。哈哈            
(3星)	 给三星，因为它是内地最早的偶像剧            
(2星)	 想当年我竟然看完了……            
(3星)	 小的时候很爱看            
(3星)	 毕竟是国产。            
(1星)	 我来加入你们哈哈            
(2星)	 我才发现我看过的囧剧真的很多。            
(4星)	 不错！挺好看的！            
(1星)	 破烂            
(4星)	 说真的，这个A5也比H4好，何况这是n年前的剧了。            
(2星)	 初三暑假看的            
(2星)	 这些人现在哪去了？            
(1星)	 雷人剧,直接崩溃            
(1星)	 A5红了,也消失了.            
(3星)	 当年没电视剧可看，就只能看这个了            
(1星)	 妈呀。。狂抽，NC到了极致了            
(1星)	 烂到不治。。。            
(1星)	 太假了            
(1星)	 丑男和丑女们的偶像……剧            
(3星)	 太好看了 我和爸爸一看到它 那什么片子都会放在一边 傻B片看起来就是搞笑 尤其是咚咚 哈哈哈哈哈哈哈哈（恶心+想吐）真搞笑！！！            
(1星)	 非主流。。阿土根。。硬盘人。。。            
(1星)	 臭不可闻            
(1星)	 一个字：恶心= =            
(3星)	 小时候看过..觉着他们很帅..            
(2星)	 好奇怪，居然当时无聊到看这种电视剧            
(3星)	 当年真是很红啊。。。            
(4星)	 中学时代自打看过宣传片就一直惦记的电视剧。后来还去买了书籍回来。啊。回忆汹涌而至。那时候 还在读初中那年暑假 爱上了这部片子 爱上了那栋别墅 爱上了馨子 爱上了那四个帅哥以及所有的青春 他们的朝气 他们的潇洒 他们的恶作剧            
(3星)	 好嫌黄圣依.,            
(NA)	 哈哈哈哈哈哈 那个天野好帅 哈哈哈哈哈            
(NA)	 里面的人各个都很恶心阿            
(3星)	 年少的时候，其实那个时候他们很红，电视已经没有印象了，内地毕竟没有偶像            
(1星)	 有人评论说巨难看我觉得也是            
(2星)	 看了一部份，對內地的偶像劇不能太挑剔啊。            
(NA)	 为什么当时那么迷这个~~~~想不通~~~~~            
(1星)	 国产的偶像剧那叫一个烂            
(2星)	 雷。。。            
(1星)	 演的太假了            
(2星)	 = =小时候真是没有选择的在看片子。。            
(NA)	 A5            
(3星)	 那时的黄            
(NA)	 真要吐了            
(3星)	 !            
(4星)	 话说这拍摄地点还有我们学校的来            
(3星)	 怎么说也是很重要的一笔啊~~~            
(NA)	 初中...            
(1星)	 模仿F4，很假            
(1星)	 那个烂呀。我都不想给星。            
(1星)	 雷            
(4星)	 演技都还蛮挫的，黄圣依很漂亮。            
(3星)	 虽然很烂，但是那时还是积极矬子里拔了将军。            
(2星)	 子衡是偶像~不论外形（最帅的呗）和内在（理财高手）~            
(2星)	 挺雷的一部戏……想学台湾偶像剧……不过演员没长相没演技……剧情没逻辑……            
(3星)	 不行了            
(2星)	 看过几集。。。            
(1星)	 真雷人！            
(2星)	 那个女主角，太受不了了。。。港台腔，表演及其做作。。。            
(2星)	 哎.....            
(2星)	 真雷人！            
(1星)	 能不能把演技练好了再来演？！            
(3星)	 高中没事做啊。。            
(2星)	 浪费时间..            
(1星)	 烂片阿            
(2星)	 馨子唱歌很好听            
(NA)	 可豪。            
(2星)	 一般            
(1星)	 大哥大姐们快歇歇吧，您们那是演戏吗            
(NA)	 现在想到自己看过这部片子就感到忒恶心            
(1星)	 我很不好意思说 我看过            
(2星)	 没意思的片子            
