http://movie.douban.com/subject/4294119/	婚姻保卫战
(4星)	 完全是冲着 李梅和郭洋这一对来的、斗嘴真是生活的一种乐趣。            
(5星)	 保卫婚姻相信爱情            
(5星)	 我爱许小宁，最恨这样的女人            
(NA)	 喜欢里边的许小宁，太可爱了，哈哈~~            
(4星)	 国产偶像剧里算拍的好的了。但是角色们的吃穿住行和普通人差距仍甚远，但这不妨碍什么。            
(NA)	 对白好多啊            
(4星)	 赵宝刚一贯的贫嘴台词。挺有意思的。            
(5星)	 空虚无聊 消遣必备~~~宝刚大叔太无敌了~            
(3星)	 oh~~于娜~            
(NA)	 挺好玩儿的            
(3星)	 剧本太不好了，台词很水~            
(3星)	 黄磊突破了以往的书生形象，拉下脸来当了回家庭煮夫，毫无疑问，转型非常成功            
(4星)	 JP小三呐。最后还是输了。            
(5星)	 对婚姻的执着...            
(3星)	 有点矫情            
(NA)	 现实，值得深思~            
(5星)	 看的电视剧不多，但这部却让我的眼睛无法离开银屏，许小宁、老常的家庭生活似乎有点太脱离于现实生活，但是郭洋和李梅、李刚和常小小却是80后头和尾的现实版，尽管在我们生活中找不到他们那么有才气和文雅的争吵以及那么有情调的生活故事，但是与我们的现实生活基调基本是一致的，很是喜欢！            
(NA)	 很振奋 明白了很多            
(4星)	 黄磊可以拿影帝了...            
(4星)	 还不错，有点思想            
(4星)	 婚姻真的需要保卫吗？貌似，毕竟人无完人，情感复杂，相守相爱一辈子也并非一件容易之事 。大爱家庭煮夫            
(4星)	 挺不错            
(5星)	 赐我一个许小宁吧！            
(4星)	 赵宝刚的作品，还不错，至少红了家庭煮夫这个词            
(4星)	 看了居然会有想结婚的冲动...            
(NA)	 只看许小宁和兰心的部分            
(3星)	 嘴皮子耍太多就厌烦了            
(5星)	 其实就是喜欢黄磊来的 不知道为什么 一直觉得佟大为表演没灵魂            
(4星)	 赵宝刚的东西总是比啥韩三平朱延平的犀利多了            
(NA)	 挺好看的 就是离我的生活有点距离            
(4星)	 佟大为和马伊琍向来用力过猛。黄磊袁丽功底深厚。刘金山和于娜就是鸡肋。            
(5星)	 有的話很經典            
(4星)	 剧本写的好 台词比较好 演的有意思 而且自然            
(3星)	 打发时间消磨生命必备佳品~~            
(NA)	 一场婚姻的口水仗、、、            
(NA)	 黄磊简直扮演了一个完美丈夫            
(5星)	 我喜欢许小宁。。。。 &gt;&lt;            
(4星)	 我想结婚了我估计~~            
(NA)	 商品经济社会下，婚姻就是一场战争。打得好，男女共同进步，打得不好，家庭一盘散沙            
(4星)	 很没骨气地看完了一个电视剧……不过还真挺好看滴~~~很逗，很温馨，很有爱            
(5星)	 徐小宁真是好男人啊            
(3星)	 还是喜欢像大为一样的男人，有点大男子主义，有点霸道，但就是喜欢，喜欢被管着，            
(3星)	 因为奋斗才看 喜欢黄磊袁立那对儿 可惜这样的老公不好找呐             
(5星)	 上一次看电视剧让我不能自拔是《潜伏》，这一次，我又无法自拔了，喜欢这个电视剧，感觉明白了很多，也希望我是真的明白了~~~            
(4星)	 许小宁是我的菜            
(5星)	 很有意思，讲话很经典...深刻..            
(5星)	 对白经典！值得一看。            
(4星)	 还没经历过  先了解着。。。            
(NA)	 很不错！70后用实际行动给80后狠狠的上了一节婚姻课            
(3星)	 京味幽默看多了也会腻            
(3星)	 我喜欢马伊琍，但是这个电视剧真的一般            
(2星)	 没完没了的贫嘴 夫妻是这样过日子的啊             
(NA)	 剧中很多问题非常现实，年轻的婚姻都会遇到，只是方式有些啰嗦有些烦，偶尔看几集，遇到李梅发牢骚就换台，呵呵   不过又体贴又顾家的许小宁很可爱            
(NA)	 有了爱，有了家，可是爱情不只是只有这2个组成的，更多的是让爱在这个家，让家充满了这个爱！            
(NA)	 很贫~            
(4星)	 再淡定的女人遇到职业小三也一样招架不住。就看男人是不是够聪明了。            
(5星)	 嗯,就是我跟男朋友天天吵的...            
(NA)	 也不知道当时是因为什么去看的这部电影，每天工作到很晚还会回家看一集，整体来说本人比较喜欢佟大为咯，，好男人经得起外界的诱惑啊。。            
(NA)	 真的是太好看了、、、悟出很多的道理            
(NA)	 诙谐，智趣，婚姻是一个没完没了，永恒的论题            
(5星)	 爱情、婚姻、家庭、事业            
(5星)	 台词依旧经典，情节贴近生活，两个字——大爱！呵呵~            
(NA)	 不敢轻易进入的世界，太给力了。            
(3星)	 仅次于潜伏、凤毛麟角的能看下去的国产电视剧……            
(NA)	 经典            
(3星)	 典型的北京瞎贫电视剧            
(NA)	 还木有婚姻，何来保卫战？？婚姻，就看你在不在乎了……            
(3星)	 就一字儿、贫。n n            
(4星)	 有意思 不过他们太理性了            
(4星)	 对于婚约唯一与我扯上关系的的是我就是我爹妈的婚约爱情结晶。婚约，我想好了28岁就结婚。前提是我和我老公认识起码有5年            
(NA)	 黄磊和袁立靠谱点，佟大为和马伊琍拍戏就没安生的时候            
(3星)	 互相的包容很重要            
(4星)	 80后 开始走进婚姻 不在是爱情 而是油盐柴米酱醋茶            
(3星)	 太假            
(4星)	 看着挺喜欢的.            
(4星)	 挺贫的            
(4星)	 當婚前教育來看的，有則改之無則加勉，還不錯            
(4星)	 蛮现实的            
(4星)	 跟我老妈一起看。            
(3星)	 又一部婚姻剧，还行。还是有点拖沓            
(5星)	 不错不过马伊琍和佟大为的对话，有时让人有种在看舞台剧的感觉生活中2人在争吵，会有这么“文化”不？            
(4星)	 蛮写实的~ 不错~            
(3星)	 看在黄磊面子上……佟大为怎么演什么都一个样儿啊~从来都是背台词……            
(5星)	 台词很经典。喜欢徐小宁。            
(5星)	 台词书面，但是感觉真实。            
(4星)	 可以看看....            
(NA)	 预期很高的一部电视剧，也许是基于《奋斗》的播后效果吧，但是看了之后会觉得脱离现实了。            
(3星)	 郭洋的行为说话方式真的很生活，就他和马的婚姻生活挺真实的，其它家庭完全没有感觉。            
(NA)	 婚姻 两性            
(3星)	 不是很无聊就别看了            
(4星)	 太逗了！！！结局是完美的！！剧情是一贯作风！大家都那么能说            
(4星)	 一如既往的支持赵宝刚，永远的对我的味。 婚姻生活原来还是挺复杂。            
(3星)	 台词说的像是教科书一样有什么新意这不像赵导的做法            
(3星)	 一般般，也就对话不错。            
(5星)	 喜欢。            
(4星)	 和婚姻一样让人头大            
(5星)	 看了总有种以后日子不好过的感觉。             
(NA)	     婚姻是门艺术~虽然有插曲，仍然是甜蜜的            
(NA)	 婚姻中的幽默与机智，看着觉得这样的婚姻特别的有意思，突然也对婚姻产生了一些憧憬，但是又觉得有点脱离现实，毕竟不是每个人都有能力成为角色中有能力的人，与之相比《蜗居》似乎更现实一些。            
(NA)	 看过N遍了，还不错，挺喜欢的。不过有个哥们儿说《婚姻保卫战》是垃圾电视剧，我愤然辱骂他是垃圾之人，鄙视之。。。            
(4星)	 又是一部经典力作。言语更加给力            
(3星)	 还是黄磊比较牛~            
(NA)	 生活不是小说，但却比小说更复杂。。。保卫婚姻，也许真是一辈子的战争。。。            
(4星)	 吵架也要水平啊。            
(4星)	 黄磊演的很可爱            
(NA)	 台词很经典、社会性很强。            
(4星)	 挺好的            
(3星)	 赵宝刚就这点出息了            
(4星)	 结婚后，可以再看一遍。            
(5星)	 关键在于保卫，而不在于战！            
(3星)	 黄老师居家好男人~袁立挺有气场~才发现于娜架子这么好~貌似以前和刘金山演过父女，这次换夫妻。剩下那俩人奋斗穿越来的吧，结了婚还这么贫。            
(3星)	 看着孟广美真是让我有点想打2颗星，明明是一小三，还要装无辜，男人们还统统买账，看的上火，不看了！            
(4星)	 太有才了            
(5星)	 剧情很轻松，似乎总能在主人公身上找到生活中的影子。            
(NA)	 贫嘴            
(4星)	 很多道理值得学习            
(NA)	 三对夫妻都很特别，喜欢赵宝刚的风格            
(3星)	 我就是不喜欢马伊琍 完            
(4星)	 这些个口水战就是遭人喜欢。无聊难受的时候骂两句。            
(5星)	 一切都有了，为什么还是不幸福。            
(5星)	  ~~~一定要看~~我们这一代应该看看~我们应该在什么时候或者应该考虑什么才进入围城            
(4星)	 3星半，冲黄磊给4星~            
(NA)	 不得不说，确实很好看。一口气看完了。            
(5星)	 经典赵式电视剧            
(4星)	 对白有点承袭了奋斗的风格            
(NA)	 现代人的婚姻观   教你如何在残忍的现实中维护自己的爱情与婚姻            
(5星)	 贫得很，喜欢黄磊喜欢袁立喜欢佟大为喜欢马伊琍。            
(4星)	 不错。我喜欢家庭生活系列            
(5星)	 结婚的 想结婚的  都要看看，很多言论，很现代，很经典·······            
(NA)	 许小宁挺有意思的~            
(3星)	 不喜欢佟大为            
(3星)	 一群人真够贫的            
(5星)	 受益            
(5星)	 写给80后~            
(5星)	 现实            
(3星)	 ~~            
(3星)	 凑合            
(5星)	 别管剧中人物的成功怎样不切实际，也不论他们的困难怎么就这么轻易化解，起码在都市婚姻这个点上反映出那么点自己的影子。电视剧嘛，嘴贫一点看着解闷，如果能顺便受点教育，增强家庭和谐，也就可以算五星了。            
(4星)	 徐小宁。            
(NA)	 如果我们的生活都可以这么美好结局的话就好了。一部很不错的电视剧            
(NA)	
(4星)	 有些话还真挺有道理            
(5星)	 难得一见的好编剧和表演。            
(3星)	 不错了 国内青春剧            
(NA)	 延续了奋斗的风格，老是大段台词的对白很不喜欢，不过黄磊很出彩            
(5星)	 很好看，推荐            
(2星)	 预告还挺期待来着...看了觉得真没劲。            
(NA)	 千万别看了  简直 就是 辩论会               
(5星)	 额 结婚?            
(4星)	 挺好的            
(4星)	 恩，很贫很贫……            
(5星)	 挺好看的~喜欢听他们说话~            
(4星)	 我喜欢兰心的性格，但更喜欢李梅之前的生活。            
(4星)	 看完觉得接受不了郭洋这种男人            
(4星)	 老师说，你看这个是不是早了点。哈哈~            
(5星)	 喜欢他们的表现方式            
(NA)	 京范儿的死贫。但是说的挺有道理的            
(NA)	 我还是比较适合郭洋。。。            
(5星)	 婚后生活可以这样么？            
(3星)	 还是喜欢许小宁啊~同感，黄磊是最大亮点~~            
(4星)	 还不错，反应社会现实。但是感觉在电视剧里赚钱太容易了些。            
(3星)	 有点不太现实            
(3星)	 都很帅气~            
(4星)	 这个片子中郭洋比较让我失望。。。。。我最爱黄磊那个角色 大爱。。。特爱。。。非常爱。。。。            
(NA)	 挺有意思，这部电影对社会意义很好，这也是我最喜欢这部剧理由之一。            
(4星)	 为什么我居然很踏实的看完了并且感同身受..            
(4星)	 没那么夸张。两个人都安稳过日子就好了。            
(5星)	 真的有的人，会为了别人而不顾自己。也真的有的朋友，值得一辈子去珍惜。真的有的人，会冥冥之中的某一站等待你的来临            
(4星)	 台词带着京味，挺逗的，其实最幸福的是许小i宁一家，以柔克刚。郭洋和李梅从第一集掐到倒数第二集，赶上各种巧合造成猜忌~还一个不愿意一个~哪有模范的味道呢……还有这男人出轨，无论心理还是肉体，那叫一个正常和轻而易举……无奈和清醒后还得增加自己的魅力和新鲜感才是正题……            
(3星)	 还行            
(5星)	 话说是在我们院拍的...            
(5星)	 徐小宁神马的最有爱了~            
(5星)	 觉得说的挺靠谱！呵呵~~~~~            
(NA)	 挺贴近现实的，可以学习学习如何保卫婚姻。            
(NA)	 这又是一部源自生活而又高于生活的作品，赵宝刚总是可以为我们塑造一批批得艺术典型。可惜这些典型大多是理想中的而不是现实生活中的。每个人都想过着有车有房，衣食无忧的生活，但是并不是每一个人都可以做到的，尤其是生活在背景这样一个充满竞争的城市。赵导演只能为我们规划未来生活的美好场景。            
(3星)	 台词不错~植入广告太多太讨厌，全开丰田车不怕刹车失灵撞到一起去= =！            
(1星)	 一个除了扯淡就是扯淡的电视剧，看它还不如看看美国的脱口秀            
(5星)	 受益匪浅啊~~            
(4星)	 具有喜剧效果的台词没有可爱的背景音就显得单调了。            
(4星)	 挺逗            
(5星)	 给我一个许小宁。。。            
(4星)	 还不错 黄磊 袁立更出彩            
(3星)	 好像钱不是问题            
(NA)	 嫁人就嫁许小宁            
(4星)	 之前不喜欢马伊琍，但不得不说，演得真好。            
(NA)	 好看             
(5星)	 有些经典观点该打4星 冲在被人说“兰心撒娇的时候很像你”再加一星n.n            
(3星)	 好看，适合八零后            
(5星)	 好看 斗觉得好看            
(NA)	 也许是因为年龄的关系，对这个描写这个人生阶段的电视剧比较上心。这里面没有我最喜欢的搭配，但却看到了真实的生活。婚姻啊，真他妈的事儿多啊。            
(5星)	 回顾一下李刚的所作所为，发现他才是最牛逼的人，难道这部电视剧是李刚赞助的么=。=            
(NA)	 看完了，分手了            
(4星)	 贫，上瘾的贫~            
(3星)	 很有镜头意识的电视剧            
(NA)	 看的时候喜欢看 就是这么简单            
(3星)	 虎头蛇尾            
(4星)	 三种对婚姻不同态度的年轻夫妻在面对经济危机，诱惑，变化时所作出的保卫努力··~不俗的语言蕴含着80后对婚姻的理解。            
(5星)	 哈哈 这个看到无语            
(NA)	 花了三天时间，连续看完，喜欢兰心            
(5星)	 挺有意思            
(5星)	 婚姻学习剧            
(4星)	 不错！学到不少！            
(5星)	 经典台词的力作！            
(NA)	 和《奋斗》《我的青春谁做主》一个调            
(5星)	 喜欢上看这个，证明了，我长大了            
(3星)	 喜欢，里面的人物各具特色~不同的家庭结构，组织，展示婚姻生活的苦乐。只要心往一处使劲，一定能打好这场保卫战            
(3星)	 台词跟讲相声一样            
(5星)	 80后的生活写照，虽然台词夸张了点            
(3星)	 太贫了，贫的有点不现实~            
(NA)	 还不错            
(3星)	 起码好多演员的演技都成熟了点            
(4星)	 夫联与妇解永无止境的辩论赛            
(4星)	 奋斗姐妹篇~            
(NA)	 婚姻就是用心去经营的            
(3星)	 总感觉人物对话像辩论，但还是一集不落的看完了。            
(4星)	 剧情一般，对白经典。            
(4星)	 哈哈 太有意思了! 不在乎是不是实际~            
(3星)	 挺搞笑的。            
(NA)	 貌似说的很现实 女人还真就是那么的拧巴            
(5星)	 宝刚同志的电视总是那么不同            
(5星)	 婚姻在于双方的互相理解与包容，婚姻值得深思的一个话题！！！            
(3星)	 还不错，茶余饭后！            
(4星)	 赵宝刚的东西~~无条件的优秀            
(NA)	 很有哲理            
(3星)	 看似现实，但节奏太快，人物太鲜明，还是不现实            
(NA)	 都挺贫的            
(5星)	 当小品看，断断续续的，好看。12、30补充：终于看完了，轻松，搞笑，帅哥美女的，改成5星。            
(3星)	 看完大结局...理想的北京小家庭生活....            
(3星)	 佟大为跟马伊琍讲话一溜一溜的尽是些不痛不痒的话、、费劲不？            
(4星)	 值得借鉴            
(4星)	 一群知识分子的高智商唇枪舌战。            
(5星)	 这个电视其实很可以            
(3星)	 听着累人            
(4星)	 转了一圈又转回来了，我不要那么猜忌。李刚虽然一副不正经孩子模样，确实是个好男人。            
(4星)	 黄磊老师喜感十足~~围城之内感同身受~~            
(3星)	 凑合~~还是不太现实~            
(3星)	 日黄昏，你挂念她。炊烟起，她等着你。——女昏女因  （突然想起这句话）            
(5星)	 不要拒绝年轻时一颗疯狂的心，可以有一个时刻，我们去上路打拼，寻求爱情事业的BALANCE!            
(4星)	 小宁老灵的，老常也不错，比较不待见郭洋            
(NA)	 我也想过这种日子~            
(5星)	 嗯嗯   迷赵导。爱上了马伊琍。            
(4星)	 一张口都跟机关枪似的,学到你就成功了.            
(5星)	 值得一看的轻喜剧            
(5星)	 这一部比奋斗要现实很多 虽然一开始是冲着马伊琍去的 但还是没有让我失望 家庭和事业的平衡 如何做一个新时代的幸福女人 任重而道远 只是想能从这里能得到一些启发 也能让自己在以后的日子里少一些彷徨而有一些借鉴的凭据            
(NA)	 屈指可数的几部愿意看的国产电视剧            
(4星)	 奋斗之后的第二次奋斗！人生的经历~~~            
(5星)	 台词中听，演员中看，上个暑假每天晚上和爸妈一起看的~~            
(NA)	 语言犀利            
(3星)	 有黄磊，给三颗，不然就冲着佟大为也就半颗星            
(4星)	 发人深思，婚姻到底是什么，到底怎样才能保持婚姻的新鲜            
(5星)	  几天就看完了，真不错，比奋斗更靠谱，就是马伊琍佟大为那对还是不喜欢。黄磊真是个好男人。。马艳丽于娜，孟广美很养眼啊啊啊啊啊            
(4星)	 =w=这片的一大特点——就是贫            
(NA)	 没看完。。。            
(4星)	 要是没有主旋律的大话和华丽丽的物质基础，可能这电视剧会更现实点儿。但还是值得学习的，经营婚姻不容易。            
(NA)	 值得收藏            
(4星)	 个人觉得台词更好            
(NA)	 刚开始挺好看的，后来就觉得很思辨了……喜欢袁立和黄磊小两口            
(4星)	 很不错的的一部电视剧。但是因为一开始是在新浪上看的 。每集都会有小标题什么的 。看了一大半就没有兴趣了 。看前面还是不错的啦            
(4星)	 真正的婚姻残酷的无法让人忍受，也许这也是一种期待吧            
(5星)	 台词很给力 剧情很经典             
(4星)	 感觉是不不错的片子，不过毕竟是艺术作品，和生活有差距的            
(NA)	 我想成为女强人              
(5星)	 好看额            
(3星)	 这是有钱人的家庭婚姻剧啊~只有黄磊是个典型好丈夫模型，大为比较混蛋……            
(3星)	 没看完,看不下去了...            
(4星)	 这部电视剧是给想要结婚的人准备的。细腻十足。            
(5星)	 特具有经验借鉴性，不过结局有点假，太完美了= = 不妨碍成为我为数不多的热爱的电视剧之一忘了说，我特喜欢许小宁~            
(3星)	 前面相当吸引我后面越看越假牙。说起大话一套一套的很让人受不了            
(5星)	 我想当杨丹那样的女人-            
(5星)	 很喜欢这种出口成章的斗嘴。            
(3星)	 恩，广告            
(NA)	   有点意思~            
(NA)	 有点极端了，而且生活也不会这么幽默吧，哪有吵架都那么理性的啊，呵呵，有时候的纠结是解不开的            
(NA)	 每个人都是辩论高手 连郭阳的爸妈也不逊色 实在难以想象谁家俩口子的嘴这么贫 这日子没法过了 神马东西多了都是会反胃的。。            
(4星)	 徐小宁  啊啊啊             
(5星)	 张谨是哥好女人            
(NA)	 很搞笑 适合练口才            
(5星)	 还是原配好~张瑾是好人~君子有成人之美。            
(4星)	 那台词，蹦出来都是一串串的，每次看这个，我老爸被逗的...-.-！            
(5星)	 富有生活哲理，夫妻相处之道值得学习借鉴。估计女人们看了本剧，都想自己的老公就是许小宁，但事实与剧情毕竟有差距，请勿效仿。            
(5星)	 黄磊演的很好啊            
(5星)	 我学到了很多东西！            
(NA)	 依然非常赵宝刚，反映了很多现实中的婚姻问题，值得以后参考借鉴哈哈            
(4星)	 最喜欢许小宁那对儿。考试后的消遣。            
(1星)	 我特地来给个差评表示对宝刚同志的无语，可惜豆瓣没有零颗星的评级            
(4星)	 如果能找到许小宁这样的老公            
(3星)	 无聊中看了这部电视剧，琐碎的婚姻和家庭对我来说似乎还比较陌生，婚姻跟爱情也许真的有很大不同吧许小宁，真的是一个很伟大的丈夫，似乎什么都没做又都在胜券中，真正对生活有了领悟啊。进入婚姻后，这是一门学问，希望能用爱、用心经营好。            
(5星)	 “能吵架就不会离婚，离婚就不吵架了”连话都没了，估计也就快了            
(NA)	 可以勇敢结婚            
(4星)	 语言很犀利，完全的中国人的生活模式，不错，值得看看，对自己的生活爱情都有所启发。            
(5星)	 最后那几分钟有点不靠谱~            
(5星)	 超好看的~~            
(3星)	 台词很经典            
(NA)	 不错，都是有钱人。            
(4星)	 很喜欢            
(5星)	 里面的台词很逗            
(NA)	 家眷是什么，就是在家眷着。家其实不仅仅是现实的生活，需要经营，还有不经意的浪漫和矛盾，走到一起，是前世修来的缘分，珍惜和包容，比自尊要可爱的很。            
(3星)	 废话连篇。            
(2星)	 这是个矫情的相声剧，人物的台词都不说正常人话，而是照抄网络文学，更为难得的是他们抄的是一个人            
(NA)	 后面就不好看了            
(2星)	 是我和现实脱节，还是这片拍的不现实？            
(5星)	 绝对地经典            
(3星)	 看过几集。            
(NA)	 三个家庭的战争            
(4星)	 编剧不错。演员都还算实力派，台词也不错。就是软广告多了点，粗略数下就有：蒙牛，丰田，平安保险，淘宝网。最可恨的就是丰田和淘宝，估计没少给钱，丰田车在华车系估计全介绍了。淘宝居然还交你如何使用，估计这次制片赚翻了，这广告费转的            
(NA)	 看完之后 明白 “男人原来是这样想的 女人原来是这样想的” 就行了 不能把里面的东西放到生活中去 也许有些并不适合自己            
(NA)	 在庐山实习时无聊的看过几集，还好吧，有点喜剧幽默，但不及奋斗经典            
(5星)	 内容很经典，值得一看            
(NA)	 很现实！值得一看的。            
(NA)	 有点脱离现实＠            
(3星)	 婚姻很奇妙啊，两个人在一起，到底是为了什么            
(3星)	 许小宁太可爱了 张瑾你太讨厌了            
(4星)	 那些个台词啊...无话可说            
(4星)	 有的时候有点假……            
(5星)	 支持许晓宁            
(4星)	 哈哈哈。黄老师            
(3星)	 贫的厉害            
(3星)	
(5星)	 婚姻就像绘画也是一门艺术~            
(2星)	 看不太懂吵架的点            
(4星)	 有一个人如果做过你五千次的朋友和一万次的敌人，这个人不是你的老公就是你媳妇儿            
(4星)	 每个人站在自己的立场都觉得自己是对的，别人曾令你受伤同样也被你所伤            
(5星)	 很好看！我一集不拉的都看完了~！            
(5星)	 挺真实啊 挺有理的啊            
(5星)	 喜欢片中贫嘴的台词。            
(3星)	 台词太贫气了~            
(4星)	 结局有点扯。。。这么扯得结局只能存在于电视剧            
(5星)	 高水平的婚姻生活    值得一看            
(5星)	 真的很棒 值得一看              
(5星)	 我是永远也学不会北京人说话的tone啊            
(3星)	 黄磊和袁立那对好玩            
(4星)	 忽悠来忽悠去的，黄磊和袁立的演技没话说~            
(4星)	 哈哈 现实中的婚姻但愿如此            
(5星)	 很轻松，很好            
(3星)	 内容还是不错的，赵导的一贯风格。。。台词堆积得一溜一溜的，就是剧情冗长了点儿。。            
(4星)	 很多问题很真实，很多争执可以从生活中找到影子            
(4星)	 难得可以看看的国产电视剧，台词比较经典，就是延续一贯的特点，一切都太理想化了~            
(4星)	 忘了反省。。            
(4星)	 还是 不错的            
(3星)	 没有想象中的好看。知道最后三集我才看到这部电视剧带给我的收获。第31集31分钟许小宁说给郭阳的话。深刻。赞。豁然开朗，终于释然。            
(NA)	 所有人都会遇到的生活，不一样的人，所以有不一样的难题；俏皮的话语，犀利的理解和解答；希望我和他学会如何经营我们自己的生活爱情。            
(4星)	 台词太多太罗嗦，说教太多了。喜欢主题曲，喜欢黄老师。            
(4星)	 源自生活的艺术加工品，有婚姻的哲理，有幸福的憧憬，万不可作教科书的膜拜            
(5星)	 不错的，            
(5星)	 在北京，有房子，还这么大，俩人一人一部车，孩子又那么可爱，非要硬生生的把一切都毁了。不是吃饱撑的是什么呀！            
(4星)	 不错的一部电视剧!            
(5星)	 台词台词~~            
(NA)	 里面的小孩可爱，我喜欢            
(4星)	 还是有点意思的~            
(5星)	 台词幽默的绝倒            
(3星)	 还行还行            
(4星)	 蛮逗得            
(4星)	 这其实是奋斗的续集。。。            
(5星)	 值得80后思考的剧情~~            
(3星)	 很有感觉，很生活            
(4星)	 喜欢心兰和徐小宁那对儿  觉得写的蛮好的  但没坚持看到最后一集  可能是因为婚姻现在离我还太远了吧            
(4星)	 很受益...            
(4星)	 虽然知道现实中，少有家庭煮夫，少有女强人，但是，他们却将爱情与婚姻诠释的那么美丽，那么活泼，值得期待的婚姻生活。            
(5星)	 很讨厌张瑾，就是一个狐狸精，明明人家有家庭，还故意和别人老公搞暧昧，嗲声嗲气，受不了            
(4星)	 简直就是《奋斗》的续集，自己在广东的原因吧，很怀念北方和北京人的说话和思维。马伊琍明显身材走形了，可是我依然喜欢她，的确是好老婆的典型，上的厅堂入得厨房。其实现代人，真没必要再去纠结什么男主外还是女主内的问题，面对生存和生活的压力，不论男女都要“杀得了病毒，逗得起小三...”            
(4星)	 婚姻是需要经营的            
(5星)	 黄磊在保卫战中完全胜任了夫联主席的位置，在戏中的表演精彩超于主角了。            
(NA)	 挺棒、、            
(NA)	 刚开始时因为无意间在电视里看到，后来被情节深深吸引住...黄磊在里面突破性的演绎深深吸引了我...许小宁不是一般的可爱...            
(3星)	 黄磊真可爱            
(5星)	 觉得展现北京范儿~超喜欢。。            
(2星)	 看完后对中国女人失望透顶，是男人这种婚姻不要罢了            
(NA)	 嬉笑怒骂中见真理！            
(3星)	 一星给黄磊            
(4星)	 不真实的现实作品            
(3星)	 额。。。            
(4星)	 前面的太累赘了。            
(3星)	 紫薇娘娘            
(4星)	 依然有那么多经典的对白。。。            
(5星)	 大多数的矛盾都源于内心欲望太大，想要的太多。            
(NA)	 女人的温柔是最有杀伤力的武器。            
(3星)	 学问~~都是学问~~            
(5星)	 婚前学习教育片，值得看看            
(4星)	 台词不错            
(3星)	 个人不喜欢佟大为，所以这戏一开始就不喜欢，看着看着直到看完，好像也没培养出特别的感情。总觉得这戏不够贴近生活，戏中人每天围绕的是感情这个问题，呃，难道不用考虑生计？如果每天都这么斗嘴，生活会不会更累？            
(3星)	 徐小宁会被多少女人爱啊~~~            
(NA)	 小洋真好玩            
(5星)	 最喜欢许小宁那样的男人了。在家为老婆准备可口的饭菜。在外可以为老婆解决难题。。任劳任怨。            
(4星)	 这场保卫战 终于划下句点、            
(5星)	 我喜欢...            
(NA)	 我喜欢许小宁            
(5星)	 四个很典型的家庭，四对各有千秋的夫妻，关于男女争夺婚姻话语权，斗争到妥协，到保卫婚姻的故事。里面有很多台词，作为书面语很精辟，不过作为口头语，以对话或者吵架的方式说出来就有点奇怪了。总之很不错。建议小两口该看看，能对婚姻起到一定的积极作用。            
(NA)	          这类电视剧开始看看觉得还行，看到后面会觉得有点腻。。。            
(5星)	 我想结婚了···            
(5星)	 我也会用尽力量保卫自己的婚姻~            
(4星)	 家庭主妇vs家庭煮夫            
(4星)	 我觉得吧，最煽情的应该是两对离婚未遂的人，那个抱头痛哭的场景让我很是受不了。            
(5星)	 都是实力派的~看起来真爽！很有结婚的冲动啊~就是最后那点有点污染环境~哈哈            
(3星)	 黄老师最有爱，虽然家长里短非我所爱，能娶个黄老师这样的男人回家才是享受那哈= =            
(5星)	 台词很幽默            
(NA)	 总把自己那点破事往什么人权阶级上贴你烦不烦            
(NA)	 婚姻没有硝烟的战争            
(4星)	 不错的~比奋斗好看多了~~~            
(4星)	 黄磊和袁立这一对还比较有老夫老妻的感觉，马伊琍和佟大为这一对加上另一对就是一组念旁白的，咋就没有结婚7、8年的感觉呐？ 俩人还停在奋斗里面谈恋爱呢吧~~~            
(NA)	 我的婚姻我做主            
(4星)	 好看！黄磊真是。。啧啧，文青有文青的范儿，煮夫有煮夫的风采，演啥像啥；佟大为两口子虽然废话多了点，但真佩服他们的台词功底啊，小嘴嘚吧嘚嘚吧嘚语速巨快还清清楚楚的            
(4星)	 保卫婚姻也是一门学问~            
(NA)	 很喜欢！            
(4星)	 有时候许小宁说的话还是很有道理的~~~            
(4星)	 许小宁，哈哈哈。            
(4星)	 因为喜欢马伊俐            
(5星)	 语句很精彩，爱。            
(4星)	 有点拖 ，但是黄磊挺出彩的            
(4星)	 我就喜欢了 甭说我俗            
(4星)	 婚姻不止是两个人在一起生活，更多的是责任……            
(5星)	 挺励志的一部电视剧！一些主张会让陷入牛角尖的小夫妻们豁然开朗。看里面的一些台词，真的就像生活中我们常常说到的，很贴近生活。            
(4星)	 说不上多好的片子，但是总算能让人一口气看到最后            
(4星)	 挺逗            
(NA)	 许小宁从他和兰心的关系的总结 给郭阳的启发是唯一亮点            
(5星)	 相扶到老不容易。婚姻生活还是很美好的。当然，要碰对了人。            
(NA)	 现实            
(3星)	 看着挺温馨的            
(3星)	 起承转合。。。。            
(NA)	 其实有点儿贫~~~结了婚一天得说嫩么多话呐？~             
(5星)	 超级经典的台词            
(4星)	 还是蛮有意思滴。            
(5星)	 感情的世界里，最重要的是责任            
(5星)	 冲着赵宝刚、黄磊看的！赞~N年没看这种片子了，赵宝刚导演果然有才！            
(5星)	 忒贫了，无时无刻不充斥着贫，赵导就擅长拍这样的片，奋斗，我的青春谁做主，到婚姻保卫战，都是，不过大家就喜欢这样的贫（包括我）看别人演的都挺好，就那个曾泳醍太垃圾，怎么看怎么别扭。孟广美倒是不错，演假小三演的让那么多人咬牙切齿，总的来说相当不错，结局不错，皆大欢喜            
