http://movie.douban.com/subject/1395471/	实习医生格蕾 Grey's Anatomy
(4星)	 整部剧感觉像是走进了一条路边都是枫树的小道，简单，但是感觉很舒服~            
(4星)	 喜欢片头曲里的这句&#39;Nobody knows where they might end up&#39;            
(4星)	 在很偶然的一個午夜 在中央8台看到了 然後從此每一個午夜都要看完才睡 很好看~！袙得住ER~            
(5星)	 喜欢西雅图            
(5星)	 从第一集起就一直喜欢的美剧。不欢乐却带着一点幽默，不是喜剧却偶尔给人惊喜。有时候压抑地让人喘不过气，但总是可是从中得到一些人生的启示。            
(5星)	 前3季很爱很爱，4,5,6跳着看完了~            
(5星)	 Everything is in there. Make me wanna be a surgeon. Like seriously.            
(5星)	 一部我很喜欢的电视剧，它在讲述形式故事的同时，也告诉我们怎么去融入生活，热爱生活，接受生活，学会与生活相处。            
(5星)	 演员深得我心            
(3星)	 code blue一樣＝＝            
(5星)	 美剧能坚持看下来的没几部            
(NA)	 很生活            
(5星)	 爱死了这部剧。            
(5星)	 最爱christina            
(4星)	 喜欢            
(4星)	 发生在医院里的小故事。。生动有趣的都市轻食。。最近一直在看这部剧~            
(4星)	 很好的主题医院...            
(4星)	 打算一直跟下去            
(5星)	 集集开膛破肚            
(5星)	 大爱burke和chirstina!            
(5星)	 我那不可能实现的梦想啊            
(NA)	 言情医疗剧，已弃            
(3星)	 一开始还不错，后来就Cn2我就不看了            
(5星)	 真的真的真的很喜欢            
(5星)	 医疗剧里算不错的            
(3星)	 笑点儿不多。但还是可以看的一部剧。如果医生都像他们这样尽责就好了            
(4星)	 相当喜欢第一和第二集结尾，音乐配的太完美了，绝对值得回味再回味。话说，我实在没想到它只有九集，only九集啊，so disappoint me.            
(5星)	 最开始看得头疼...后面居然觉得好看死~            
(5星)	 大学接触的第一部美剧，迄今最爱的一部剧。            
(NA)	 surgeon们也太理智了。绝逼理智            
(3星)	 story about cross the line            
(4星)	 space needle &amp;Grey&#39;s monologue            
(5星)	 两个人的眼神都忒迷离。            
(5星)	 放弃了英雄，追丢了DH,唯独这部剧，我从未想过放弃，因为cristina 杨，这个丑丑的却又个性十足的角色让我欲罢不能，她外表如铁一般坚强，内心却比谁都脆弱，之前的一次次打击她都默默承受，第七季的一再退缩或许就是辛苦过久的表现吧。            
(4星)	 央视播的好看            
(5星)	 医疗剧果然还是我的最爱            
(NA)	 很喜欢Doctor Grey 尤其喜欢她笑的样子~不过她难过的时候，就会对自己不好，甚至到后来的时候就自杀。她身边有那么好的男朋友，那么迷人，那么对她着迷，她都还对自己不好。我太心疼她了            
(5星)	 那么多年，一直以为格雷是个男的，没想到没想到，格蕾居然是个女的，虽然不是很漂亮，但是很耐看，声音很好听，很有意思的剧集~            
(5星)	 Mc dreaming!            
(4星)	 美国医生宣告患者死亡时间的做法，让我记忆深刻，体现了对生命负责任的态度以及尊重，向他们致敬~            
(3星)	 邻家大男孩乔治            
(NA)	 医院上班真不好            
(5星)	 大爱！！！            
(5星)	 我们永远的最爱~~~~~~~永远的NO.1            
(4星)	 很好看。            
(4星)	 很不错 不过相较医务剧 我还是更偏向侦探卦牧羊人医生太sexy~！！！            
(5星)	 对味儿。            
(4星)	 艾赛亚。            
(4星)	 就是太长了 神剧            
(4星)	 不一样 不一样            
(5星)	 感觉比House更好看            
(5星)	 我爱吴珊卓            
(5星)	 my favourite!~            
(4星)	 对我而言，这部剧的制胜点就是故事情节。每集的故事总可以对照人物心情。Meredith边哭边无力的想要救助把生的希望留给别人的女孩~为何生活对她如此不公？另一重要看点就是善良的配角们！善良的Izzie,内心脆弱的Alex,具有格魅力的Baily,美丽强悍的Addsion……            
(5星)	 语速超快，可以习惯一下他们讲话方式            
(3星)	 医务剧好像不是我的菜==            
(5星)	 真羡慕学医的童鞋有这么活生生的教材…事实证明像我这种不懂那些CTXX专有名词的外专业童鞋也能看…            
(4星)	 美国职场缩影，拼凑得相对合理的现代爱情。            
(4星)	 渐入佳境~            
(5星)	 很爱看            
(5星)	 好看的剧            
(5星)	 俺唯一一部看完完整一季的美剧            
(5星)	 還是喜歡前3季            
(4星)	 你远比我想象的真实，加油            
(4星)	 总之，都是第一季最好看吧            
(5星)	 我看过七季！哈哈，大学里多少熬夜时光奉献于此！            
(5星)	 算是 我看过的美剧中第二好的 当然排第一的是六人行            
(5星)	 对我来说这部剧意义太大了            
(5星)	 每一集都开启一个新的人生境界。大爱^^            
(5星)	 Such is life            
(5星)	 紧张刺激的情节、丰富多样的人际关系，关键是人物都蛮惹人喜欢的            
(NA)	 医者仁心的最好注解            
(5星)	 伴随了我三年~~都有感情啦            
(5星)	 第一季看完了            
(3星)	 有着浓厚日间剧气息的成功夜间剧            
(4星)	 看完莫名感到，文科啊理科啊学的再好，身体病了还不是医生最牛= =。            
(5星)	 再往下拍人都要死光了            
(4星)	 只看完了第一季            
(5星)	 我爱！            
(4星)	 鉴于女主越来越大妈，追不动了。。。            
(3星)	 为什么我对美剧不感冒啊？            
(5星)	 几时看都会感动            
(3星)	 我確實挺喜歡的，mcdreamy 竟然有老婆，還真讓人surprise            
(5星)	 各种经典，经典经典            
(NA)	 实在太喜欢了 不知道该怎么说            
(5星)	 前几季的Gray是非常让我注入精神在剧情中，也是难得全部看完的一部电视剧。常常跟着大哭大笑，或是跟着反省自己是不是像剧中某人一样的无助，在镜子面前每个人都是赤裸裸的;尽管你是有能力救活某人，但你未必能从上帝手中带回某人的生命。。。            
(4星)	 现在越看越想哭啊            
(NA)	 Grey 好瘦             
(4星)	 其实没有追下去，以前念大学的时候看的。当时很喜欢。            
(4星)	 听见它的名号，一直在期待，以为剧情是讲述高超新奇医学科学的……哪知道它是关于生活、职业、爱情、、、的            
(5星)	 喜欢Dr.yang...            
(NA)	 除去第三季和第四季的混乱外，格雷总是让人感动和惊喜的。            
(4星)	 换种口味也不错，积极向上的片子            
(NA)	 医学常识挺少的...            
(NA)	 great            
(4星)	 一开始就 不喜欢 那个&#34;女猪脚&#34;... 越看越不喜欢...  真是败笔... Yang 还不错,还有 那个 黑人主任医生 也很不错...              
(5星)	 很有哲理，很有触动，很有感悟            
(5星)	 大爱~   .....o my MCdreamy~            
(5星)	 我喜欢看他们做手术            
(5星)	None
(4星)	 情感的细腻是这部剧的成功之处，但是中间IZ和G睡了我表示不能理解，朋友就是朋友，不能乱            
(4星)	 后面很混乱= =            
(5星)	 独立的标签            
(4星)	 这个剧，现在还没有放完。1-4季左右，剧情都非常不错，再往后面，有点不忍看了，好像编剧也编不下去了... 成了无味的鸡肋            
(4星)	 平心而论。格蕾长的好显老。            
(4星)	 给meredith的小三样减一星！            
(5星)	 George O&#39;Malley 和Preston Burke好基啊~            
(5星)	 这几年医院没少去，医院就是充满极端悲喜的地方。            
(5星)	 第一季就在说meredith跟derek的一夜情后续吧,哈.            
(4星)	 让我想到了无限生机，但的确没什么可比性。            
(3星)	 再好看的电视剧也让人觉得是荒废时间。。。            
(4星)	 why do people keep hitting themselves with a hammer? bcos it feels so good when u stop.            
(5星)	 五星是给前三季的            
(NA)	 喜欢里面的黑人医生和韩国女孩。这女主角的声音也太摧残人了吧~            
(3星)	 喜欢前半部 让我无比羡慕学医的            
(3星)	 看到大概第3季看不下去了，没意思，又开始了love shuffle            
(5星)	 同格蕾一样，即将成为实习医生，外科里最底层生物。            
(3星)	 MS没看完第二部，感情篇神马的，不是太感冒~            
(5星)	 没什么说的，好片子！真是好片子！            
(4星)	 国外的医疗水平高多了            
(5星)	 看疯了。。。            
(NA)	 还是第一季好，后面的关系越来越乱了！            
(5星)	 初识医学美剧、 节奏紧凑、 很好、            
(5星)	 温情的肥皂泡有点多，但是剧情确实很吸引，扯蛋也是典型美剧的因素之一嘛~~~            
(5星)	 刚刚看完，第一季很好！很期待后面！！            
(NA)	 我是B&amp;C控            
(5星)	 secret.How far would you go to protect a secret?            
(3星)	 虽然说学长学姐们都看了很多部，可是真的没什么意思啊，临床表现真多啊！！！            
(4星)	 偶和女朋友都是看完第三季不看了……            
(NA)	 友情、异性之间的爱情、同性之间的爱情、亲情、陌生人之间的温情。。。从第一季看到现在的第七季，一直很喜欢。。。            
(4星)	 刚开始看=0=努力看完啊            
(5星)	 温暖人心的美剧            
(3星)	 第一季的结尾让我毫不犹豫地去看了第二季。。。            
(3星)	 没在追了~            
(5星)	 害人不浅的片子            
(3星)	 只看了第一季的5集，看的我牙疼。            
(5星)	 剧情跌宕起伏，每一季都有新刺激~~            
(5星)	 第一季还不错。。。到第七季已经不敢恭维了            
(5星)	 到第七季了，劇情依然精彩，牽動人心！            
(4星)	 喜欢的演员一个个都离开了，悲剧。。。            
(NA)	 追了很久的一部剧，他们都变老了，可我还是爱看他们，最喜欢yang，不要quit啊            
(5星)	 又哭又笑，如痴如醉            
(5星)	 我只能说追了这么多年无论它现在变的怎么样我都会继续~~            
(4星)	 不错哦，搞笑的时候很搞笑、煽情的时候很煽情            
(3星)	 Burke离开后就没看了，说实话就是睡来睡去的.....            
(5星)	 不漂亮。不帅气。每天看，天天听。            
(5星)	 美剧中现在唯一还锲而不舍的追着的，硕果仅存，大爱格蕾和克里斯蒂娜这对twisty sisters~            
(5星)	 Shepherd好可爱~最后一集惊了，他怎么能是婚外恋呢！！！            
(5星)	 喜欢yang 独立坚强喜欢izzie  敢爱敢恨喜欢burke 冷静自负喜欢baily 刀子嘴豆腐心喜欢addison 性感外表少女心喜欢。。。            
(4星)	 越拍越不大靠谱...            
(4星)	 第一季果然年轻。            
(5星)	 喜欢。            
(5星)	 we doom to meet.  超爱女主！很棒的剧情~ PS里面的音乐都很好听~            
(5星)	 女主角不算很好看，但是很有魅力。故事情节很抓人。            
(5星)	 我最喜欢的电视剧～！            
(4星)	 美剧……            
(5星)	 我喜欢杨            
(4星)	 都是医生咋就那么不一样呢，都是医院差距咋就那么大呢。            
(4星)	 我竟然在每次吃饭的时候看这个            
(5星)	 很喜欢Doc.Burke，超强大的气场啊！             
(3星)	 只要是男人和女人都能走到一块。            
(5星)	 让我有种想做医生的冲动            
(5星)	 friends之后我的又一次旷日持久的堕落&gt;&lt;            
(NA)	 看到第三季             
(4星)	 喜欢Grey，也喜欢Derek，现在已经播到第七季了，不太清楚剧中对格蕾的年龄是如何定位的，不过现在的格蕾有点略显老态~~            
(4星)	 前面四季可以，后面简直。。。            
(4星)	 从濒临死亡的病人，从病患多年放弃的病人，异或是医生们的身上，看到了感悟，看到了生活，一切朝着太阳出发，终点是幸福            
(NA)	 很好！除了Grey……            
(4星)	 片头好性感~            
(5星)	 说不出为什么很喜欢这部...一口气把九集都看完了,很喜欢&#34;无法抵达的happy ending&#34;的影评..我相信越看到最后我的理解会越深...毕竟我才看了第一季..目前还停留在表面:这批实习医生各个都才华横溢,很有抱负.还有derek,burke,原来我很喜欢有职业魅力的人啊~~            
(3星)	 看了两季就索然无味            
(5星)	 纠结姐姐花            
(2星)	 水准平平，没想到会连《妙手仁心》都不如。高手老妈的现状隐喻grey的最终归宿？那么人类到底究竟是为谁辛苦为谁忙碌呢？            
(5星)	 最爱GA            
(5星)	 As a medical student ,I felt I should see this,but why thier no siminarities between my internship and theirs            
(5星)	 那一眼 天崩地裂......MerDer Forever            
(5星)	 每集都能感动到哭            
(5星)	 喜欢derek            
(5星)	 burke回来吧...................想你咧!!            
(2星)	 看了半季看不下去了。。。很豪斯实在是没法比！演员也不好看！            
(5星)	 10月24日凌晨央视八套重见chris，犹如多年前的初恋情人，心痛不已。            
(5星)	 我喜欢的是Adison            
(5星)	 就待见Dr Bailey...             
(2星)	 太复杂太纠葛了            
(NA)	 我实在追不下去了            
(5星)	 你们的生活 我们的生活            
(4星)	 很真实            
(5星)	 很搞笑的~~            
(2星)	 我还以为是house年轻版也。太失望了。又不年轻剧情又蠢。只喜欢Dr.Bailey            
(5星)	 真实而残酷，但依然让人感到温暖            
(4星)	 看完都想学医了。囧。            
(4星)	 nice. e207 is really moving...            
(4星)	 我最讨厌格蕾小三。还是Izzie和Alex好            
(5星)	 看着看着，象其他电视剧一样，它变成了生活的一部分。            
(5星)	 我的最爱~！！            
(3星)	 后面基本上大家都互相睡过了，除了没记住其他剧情            
(4星)	 呵呵,我喜欢deric的卷发!            
(5星)	 大爱！！！            
(5星)	 怀念曾经青涩的你们。            
(5星)	 最近又在重新看。。。精彩            
(5星)	 我喜欢~！我喜欢~！            
(5星)	 The best TV show I had ever seen!!            
(5星)	 就爱看医院题材的片子。 后来又看了中文翻译的以及意大利语的。差别真是大了····            
(5星)	 唯一一部让我看了一集想继续看下集的美剧，big bang theory都没有这个魅力。。。。            
(4星)	 only the first season            
(5星)	 第七季了都 还是很喜欢 不看的时候会想念的剧 有很多东西说得很对  “Why do I keep hitting myself with a hammer?  Because it feels so good when I stop.” 最爱Izzie和George了～            
(5星)	 It&#39;s my favourite.            
(5星)	 第一季还是不错的            
(4星)	 喜欢这个剧情，虽然说之前关系有点混乱，但是后期几季都明显好多了，主线很明确，总是让人意想不到，同时也联想到中国的医疗设备等，甚是感叹啊~~~            
(5星)	 看了，迷上了。好久没有看到这样一集一集让你追看瞌睡之极都不想去睡的聚集了。            
(5星)	 音乐很不错，剧情励志，但我不喜欢女主角            
(5星)	 皮推荐的。。确实很不错的美剧。。            
(5星)	 喜欢这些人对于自己所热衷的事业的追求，激情，不懈，热爱，好羡慕能找到自己的所爱，并为之付出的充实之感            
(NA)	 已经第七季了...在看完第一集以后..我决定不看了= =..            
(5星)	 好看！！            
(5星)	 这是我最沉迷的长剧啊………………            
(5星)	 医生，特别是实际医生，大部分时间都在医院，在工作中渡过。所以他们的性伴侣只能在同事中寻找。剧集中都很多类似的描述，想当医生的朋友还是先看完《Grey&#39;s Anatomy》再作决定吧            
(5星)	 欣赏Mere的所有黑暗又光明的乱七八糟的作为            
(5星)	 是不错，但我觉得我坚持不下了            
(5星)	 超级感人！！！            
(5星)	 不多说了 力荐！！！            
(5星)	 我发现医疗剧我都挺喜欢...            
(4星)	 看完了前2季实在是受不了那个韩裔  太TMD丑了  很好的剧  但是看见她我就会轻生  为了小命着想只好放弃…………            
(4星)	 几个人爱来爱去，随机组合            
(4星)	 医生——我的梦想啊~~~            
(NA)	 我永远的爱....            
(5星)	 看过一两季吧            
(1星)	 和ER差的不是一点点            
(4星)	 真是一团糟.剧中人,我都是.七七八八的感情生活,手术，千奇百怪的病人.至于我,生理紊乱心灵焦灼.Chris真是个标杆,她目标明确坚信自己的才能.彻底的行动派.我要成为一个实践者!!!!            
(5星)	 看着里面忙碌的人，突然间也想过那样的人生            
(NA)	 开头真有趣啊            
(5星)	 不知不觉追了七季……我的青春            
(4星)	 越看到后面越没意思...已经放弃了            
(5星)	 第一季很好看            
(NA)	 It is a fantastic drama.             
(5星)	 好看的，第7季开播咯~~            
(5星)	 我可真爱这种充满专业知识和拯救意味的题材~~            
(5星)	 There are lives in out hands.            
(5星)	 9end 2005 ABC             
(4星)	 格蕾里每季的片头，她的独白，挺值得精听的            
(4星)	 外科医生都不是以人的姿态在活着……            
(5星)	 最爱Addison...            
(4星)	 开头结尾的旁白最吸引人            
(4星)	 Grey的笑容无限温暖且cute            
(5星)	 只喜欢美女izze            
(4星)	 喜欢这剧的节奏 音乐大赞~            
(5星)	 超好看~~            
(5星)	 第一季最好看            
(5星)	 一直有一个当医生的梦想 但这辈子没可能 看看这个过过瘾也好            
(5星)	 有爱的BC            
(5星)	 很喜欢前两季，感觉很棒，看看人家是怎么努力工作的，寻找人生的意义            
(5星)	 超级好看的剧，除了了解许多医学知识，里面所体现的医生的人性光辉很值得人去思考            
(5星)	 这部剧陪我一起成长，告诉我美剧原来可以是我的亲情、爱情和友情            
(4星)	 同行，不由得产生敬畏。不过看太多了，觉得男女关系那个复杂呀            
(5星)	 不管每集的情节怎样，荒唐也好，混乱也好，但总是给人暖暖的感觉。。             
(5星)	 乔治是不是放大版的提利昂啊……格蕾蛮cute的~            
(4星)	 还成的美剧，帮我实实在在的宅了2天，老妈担心，这么下去会不会得抑郁。没事，看得多了便成良医            
(5星)	 太好了 这部片很有点心灵鸡汤的味道 很值得回味的一部片子 我要给其打满分            
(3星)	 半途而废了。            
(5星)	 【藏】            
(5星)	 Yang好像林永健：:)            
(5星)	 各种错综复杂的感情纠葛....各种恋.....            
(4星)	 里面有很多很多好听的歌            
(NA)	 通过这部片子，完成自我的反思。            
(5星)	 第一部觉得挺好 起码男女关系不乱嘛            
(4星)	 还好            
(5星)	 最爱美剧之一。            
(5星)	 不到十个人之间的男女关系能乱成这样，佩服~~            
(5星)	 izzie &amp;   alex  、   meredith &amp; shepherd  、 bailey  、  george 、 burke &amp; cristina            
(5星)	 最爱            
(4星)	 一开始就喜欢burke和yang这一对。对女主倒无感            
(4星)	 前三季是经典            
(5星)	 这部医务剧绝对是美剧里最盛产hot GUY的，而且剧情写得真好，可以让人欲罢不能            
(5星)	 唯一一部看了这么久还在追的美剧。每一集都有感人的点，主角们感情都执着而坚定。喜欢yang, 也怀念当时burk在的时候。            
(5星)	 真好看!            
(5星)	 除了Friends之外最爱的美剧。Dark..But Warm.            
(4星)	 台词好，机智幽默，但剧情跟得了精神分裂加狂躁症似的。            
(4星)	 犀利剧情 感情 人生 事业 婚姻 人际            
(5星)	 喜欢            
(5星)	 精彩            
(5星)	 大爱shepherd，第七季快点出来吧            
(2星)	 看了第一季后，就没有往下看的冲动了            
(4星)	 不同于以往的医务剧，在这里除了那些令人心烦的各种疾病，还有许多快乐感人的时刻            
(3星)	 不知不觉变成小三。PS:很喜欢cristina&amp;burke的恋情。。。不过看到说burke只出现到第三季啊。。。有点可惜呢。            
(4星)	 除却某些片段   很感人！            
(NA)	 迄今最中毒的一部美剧            
(4星)	 只看了两三集，TIANA很喜欢            
(5星)	 慢热之剧            
(5星)	 《实习医生格蕾》另一主演——埃里克•迪恩（Eric Dane）全裸录像带截图，转自http://www.mensimi.com/viewthread.php?tid=644            
(5星)	 一向对专业剧爱到不行，从TVB到美剧，爱上格蕾，是因为她乱七八糟的人物关系，记得有个形象到不行的翻译《风流医生俏护士》大爱克里斯蒂娜杨和安迪森，            
(4星)	 看了三集，后来不知道把盘借给谁了            
(2星)	 看过1-2季，真是越来越讨厌格雷。==！总觉得自己风情万种，自以为是，苍天啊。stop！            
(4星)	 最早看的一部美剧 的确很喜欢 只是后来基调变了 看不下去了            
(NA)	 还好 不错的职业剧            
(4星)	 看得我想当医生了            
(5星)	 Med team            
(5星)	 美剧还是这么好看            
(4星)	 我以为从一而终了 MD还有第七季            
(5星)	 无意中从s6ep1看起，庆幸没有错过。每个人都是善良的，这种善良是如此动人。            
(4星)	 片子火了，名气大了，越演越烂了！希望延续前两季的品质！超级讨厌格蕾走路的样子            
(4星)	 背景音乐很有感觉啊。让人狠狠地嫉妒死了的一群人，只因为他们有他们甘心全情投入的工作。为什么我总是不喜欢女主角呢。欲望都市也是。            
(3星)	 每一集都感人。            
(NA)	 很有爱,大爱的一部美剧.            
(5星)	 其实越来越狗血。。。            
(3星)	 第一季不错，第二季开始睡来睡去            
(4星)	 太长了，如果短点，紧凑点就更好了            
(NA)	 一部你边追边骂的剧~            
(5星)	 choose me pick  me            
(5星)	 她不配做主角。。            
(3星)	 撑到第几季来着实在看不下去了 = =。            
(5星)	 很喜欢的一部电视剧，很生动！看完后的最大感受就是国外的医生都很有人情味，情感丰富，很有职业操守，总之，我认为很值得一看。            
(4星)	 刚开始有点看不下去 到后面看得很爽 女主角的眼睛把我迷倒了             
(5星)	 大爱的一部美剧。            
(5星)	 我爱你们，尤其是IZ            
(5星)	 让我第一次如此清晰的认识医院，认识医生，认识死亡的意义。            
(NA)	 从大学一年级就开始追的美剧，也是我唯一追过的美剧，喜欢christina yang，她哭的时候是最动容的场景。            
(4星)	 前面还算好，后面三季就开始狗血了，琼瑶韩剧风啊，伪枪战。            
(4星)	 和医学无关，纠结的感情，精彩的独白            
(5星)	 最愛的美劇.            
(5星)	 不需要理由的喜欢 每集都会有点感悟            
(5星)	 越看越爱~            
(3星)	 天啊，格蕾这张脸已经老的不能看了。。。            
(4星)	 女主很靓，医疗题材剧永远适合探讨深重的主题，当然，和大多数美剧一样，适合看第一季            
(5星)	 的确，真的是很好看啊。那些个血腥的画面敢不敢在多一点，再清楚一点            
(NA)	 I like it            
(5星)	 love the songs            
(3星)	 这部美剧走向很诡异。前三季非常喜欢，之后非常不喜欢。女猪脚男猪脚两人无爱。尽管配角都有闪光点，但全片大打折扣。            
(5星)	 大爱            
(3星)	 不如house            
(5星)	 除了四月女 其他人都挺喜欢的            
(NA)	 除去编剧安排的乱搞男女关系,这部剧还是很好看的,大爱独白台词            
(4星)	 （S1--S2）            
(5星)	 在没有看过医龙，白色巨塔前，她是最牛的。            
(5星)	 无论是药物还是人际关系，都不能简单地用白纸黑字来定义，真正的生活其实像灰色的阴影一样            
(4星)	 虽然有的剧情难以接受，却让我对外科医生这个领域满怀向往。            
(3星)	 我觉得在有一点上GA比DH做得好多了——那就是索性拍的很烂很俗，让我毫不犹豫地就不跟了            
(3星)	 看到第三季，已经没什么兴致再往下看了，男男女女，纠纠缠缠...            
(NA)	 大爱里面的yang,izzie还有alex            
(4星)	 纠结男主女主。基本上不想再去医院了。。。            
(5星)	 果然名不虚传            
(5星)	 Favorate            
(5星)	 真实 动人 丰富 细腻 生动 撩人心弦            
(4星)	 终于顺利从医务剧转到琼瑶剧，既然美梦先生终将和grey在一起，那分分合合不都是逗着观众玩么，我可不会像喜欢大人物一样喜欢美梦，所以恕不奉陪            
(5星)	 Mcdreamy            
(4星)	 比豪斯稍轻松一点，医务题材的紧张感总让我很难连续看下去            
(4星)	 很不錯...可我沒信心看完6季......            
(5星)	 追到忘记了            
(5星)	 大爱~            
(5星)	 大爱格蕾，不论是剧中人物复杂的情感纠结，还是跌宕起伏的故事情节，都装满了无论看似不合理的合理，掩盖在华丽浮夸生活表面下深邃细腻的内心世界。就连配曲都恰当到一下下撞击你的心灵，大爱格蕾~            
(4星)	 很不错的，大爱里面的音乐！            
(5星)	 da ai!            
(5星)	 喜欢这个剧，里面的旁白很经典            
(5星)	 除了乱睡觉，还有一堆感动~ps：内心要多强大才能干外科医生这活儿。。            
(5星)	 生活            
(5星)	 2007            
(1星)	 看不下去了，拜托美剧可不可以不要搞那么多乌七八糟的东西啊，美国人的生活中离开sex就是空白了吗？？？            
(5星)	 结尾真意外啊。。。            
(5星)	 真的是好看！！！            
(4星)	 第一季狂追，但太长了，追到第三季就跑不动了。            
(3星)	 格蕾是越长越老了            
(4星)	 不知道 为什么 虽然剧情是这样的重复，还有就是一群要死不活的医生，忙的每天只能在自己的小圈子里面，然后互相乱搞。。。但是还是觉得很好看。。。不过第6季的结局会不会过于狗血了啊。。。喂~监督桑~= =！            
(4星)	 虽然一开始只是抱着看看的心态，虽然剧情的回转好几次让觉得烦躁，可是，六季看完，我还是喜欢上了，喜欢上剧情里的人，他们的生活，他们的......            
(4星)	 还好，不是很狗血。            
(4星)	 从第一季到第六季 跟着所有的角色一起成长 喜欢每一集的导语 让我觉得自己也是那么真实地活着            
(4星)	 还不错             
(5星)	 都很有个性。            
(5星)	 已经看完第六季了，剧中把人性的光辉呈现的最最透明！我很喜欢！！期待第七季。            
(4星)	 还好吧，医疗剧中的言情剧，打发时间的            
(4星)	 嘭 咯吱咯吱 嘭            
(NA)	 Until S5, will catch up             
(NA)	 真想去美国做医生。。。            
(4星)	 剧情还可以。。。就是感觉so混乱。。。纠结到不行了            
(NA)	 真的超级超级好看!!!!            
(NA)	 每一集都会把我看哭的片子。。。。            
(5星)	 Grey，你和Mc Dreamy的感情不要太纠结好不好！            
(5星)	 我的神剧            
(4星)	 偶喜欢前妻，讨厌mcdreamy，喜欢喝醉的mer，讨厌搞不清自己感情的izzie，但izzie和George搅不清的事情也是过去。喜欢Christina，越来越觉得有女人味。。。            
(4星)	 怎么着都觉得这片子超好看~~~尤其喜欢Eric dane~~            
(5星)	 太好看了！！！第一次迷美剧！！！            
(3星)	 看到第三季，放弃……理由不想说了。            
(5星)	 就是每集都会哭喽~！            
(4星)	 一座医院浓缩了很多人生道理            
(5星)	 I love the cast            
(5星)	 太喜欢了 。            
(5星)	 一定要收藏整套全剧！            
(5星)	 Just finishing the 1st season, I love it as same as &lt;&lt;Friends&gt;&gt;,even though the different love......            
(4星)	 前两季蛮灵的，后面没看，没中英版本            
(4星)	 各种混乱的关系，虽然没看完，感觉还行吧            
(NA)	 很不错的，演男医生的演员现在在好莱坞很红            
(3星)	 不够专业            
(5星)	 好看！！！死了            
(5星)	 能刺激自我成长，感动            
(NA)	 第四季实在跟不下去了，什么啊，乱套了            
(NA)	 曾经喜欢。。            
(4星)	 㓧越到后越乱，轮换着上床，轮换着上手术台            
(5星)	 各种睡⊙﹏⊙            
(4星)	 还蛮不错的，医院真是事情不少            
(4星)	 第一季还成            
(5星)	 很明显是女生爱看的类型，只是太纠结            
(5星)	 Cristina Yang~！            
(5星)	 M的感动            
(4星)	 看了两季，纠结死了！放弃            
(3星)	 太主旋律了。几次三番提到伊拉克战争，还什么保卫后方祖国人民安居乐业，听着直犯恶心。            
(4星)	 医院里发生的事，觉得他们好像一天24小时都在病房~            
(5星)	 我现在喜欢他们每一个人 还希望走的那些都能回来 当然 除了 那个Les心脏女医生            
(5星)	 在第一季里，昂扬拼搏的斗志，无处不在的奋斗，温馨体贴的竞争，简直就是一部超励志篇，他们沉浸在触碰拼搏极限的味道之中。励志电视剧看了很多，看得激动的掉眼泪的，这是第一个。剧中的配乐超赞，音乐煽情来得恰是时候，            
(5星)	 看美剧的人不看这部就说不过去了吧！！不看不行啊~~虽然中间有点狗血~但还是力荐！            
(4星)	 至少第一季不错~第二季ING~            
(4星)	 最可爱的角色非cristina莫属~~其他人根本是在乱搞……            
(4星)	 喜欢~~            
(5星)	 有喜欢，有感动            
(5星)	 虽然Burk走了我差点就不想看下去了，虽然看下去之后越来越乱现在不看了...开头第一季总还是不错的。            
(4星)	 中国大概不会有几对实习生和主任医师谈恋爱==这里面的英文还是听不懂啊听不懂            
(4星)	 I like doctor Yang and Burke.我也想做胸外科医生。悔不当初啊……            
(4星)	 剧情很紧凑，一集一段故事，喜欢里面的人面对尴尬时恰如其分的谈吐。            
(NA)	 看到3就不大能看的下去，开始沉重起来。分手。。战场。。疾病。。            
(NA)	 让所有的男女演员再拆散分别重新再恋爱一次，又能多骗5季的钱了。            
(4星)	 也许是我自己也是个实习医生，对剧情并不非常的信服，不过它是拍该大多数非医务人员看的嘛            
(NA)	 催泪            
(3星)	 很多案例有头无尾.是一部以医疗剧为cover的琼瑶剧.女猪只会用她浅色的眼睛无焦距地望着别人,男猪是眼神迷离色情的麻粒佬.而我还下去的原因是BURKE,BAILEY,以及ADDISON(我爱红发女人).            
(5星)	 超爱，越来越爱～～～～            
(NA)	 总是让我哭            
(5星)	 dreamer。            
(NA)	 虽然很受欢迎，但是不符合姐的要求，不爱医生剧，看了一季，姐把它砍了。            
(4星)	 除了格雷这对都喜欢            
(3星)	 看了2集，不合我的口味啊。            
(NA)	 第五季开始就没看了，因为知道Dr.Burke要退演，Cristina Yang真的是个很神奇的女人            
(NA)	 不错            
(5星)	 未来医生力撑这位实习医生啊!            
(NA)	 最的爱            
(5星)	 很喜欢~追了好多年的剧            
(NA)	 个人认为各方面都不错，就是它以医院这个为载体，有点不喜欢，每当看到白衣服医疗器械......我就心里难受有一种抵触的情绪。            
(5星)	 央视国语版真悲剧。。。            
(NA)	 很好体！！            
(4星)	 昨晚看完的，哭的这个悲催。会有下一季么~            
(5星)	 最爱。期待九月份新一季。            
(NA)	 每一季每一集都不没漏过，会一直追看下去，喜欢Cristina.            
(5星)	 相当喜欢，重看中！            
(5星)	 关于医院,总是有无穷无尽的,有趣的,性感的,伦理的,深沉的故事和讨论,而这部,无疑是佼佼者            
