http://movie.douban.com/subject/4189694/	公主嫁到
(2星)	 实在为无聊可以看看 真的是挺无聊的  这么多年了 时代在进步  观众在进步  但是港片真的是没怎么进步            
(4星)	 剧情微弱智，但是看着很开心～            
(4星)	 很搞笑            
(4星)	 在班上同学口中口碑很好            
(2星)	 剧情好无聊，佘诗曼在里面造型太疯癫了            
(3星)	 青春励志喜剧片，挺雷人的！            
(4星)	 正常的tvb搞笑剧~很正常~~            
(NA)	 轻松简单，喜剧果然是优点放大镜，钟嘉欣和陈法拉真是越看越可爱。            
(3星)	 演的还真浮夸！            
(3星)	 笑死我！            
(4星)	 挺好玩            
(3星)	 努力看到20集放弃、不喜欢这种调。。。            
(3星)	 狗血的TVB剧，最适合天冷的时候宅着看了            
(2星)	 电驴和陈豪能凭这部戏分别当选“最受观众喜爱电视角色”，我只能无语，要不是香港的人民太幼稚，就是TVB太给这两人面子，在彻底输给“义海豪情”后，总还是要拿个奖呗！            
(3星)	 四个无聊的男人看了一下午智商无下限= =            
(3星)	 娱乐而已            
(4星)	 骂人很溜,口号很傻            
(2星)	 后悔追了，哎~            
(3星)	 tvb越来越不行了            
(3星)	 就是要看原版的，配音版的实在是没办法看！~还是原版比较经典            
(4星)	 挺喜欢佘诗曼            
(NA)	 不动脑。。看个热闹。。            
(1星)	 烂片一部！！！！            
(5星)	 我就是看阿佘去的            
(3星)	 无聊时候 、搞笑看看 。            
(3星)	 一般            
(3星)	 可以一边聊天,一边工作,随便干别的事时,也能同时看的一部消磨时间的片子            
(4星)	 一直想不通为什么是宫心计2。就因为演的人一样？这也差太多了吧。            
(5星)	 对白好经典啊  笑到爆            
(3星)	 我只是喜欢听粤语ze。            
(3星)	 剧情一般            
(3星)	 笑一笑十年少            
(NA)	 太搞笑了！！那个金家精神的动作~~~             
(5星)	 欢乐剧^_^            
(3星)	 无聊的打发时间看看还行。            
(5星)	 太搞了~~~            
(NA)	 只要的阿佘的都看            
(4星)	 其实看的还蛮欢乐的，中间一段有点拖拉。。。            
(3星)	 除了陈豪阮兆祥，其他都是帅锅；关菊英气质蛮好；陈法拉是美女，除佘诗曼外的公主是美女；那个打酱油的小孩是想告诉人们TVB准备捧丑女吗？            
(3星)	 TVB闹腾的功力一如既往，宫心计的陈设布置都不用怎么改就直接拿来用了，欢喜冤家是一贯的伎俩，不过倒是弥补了宫心计里佘诗曼没跟陈豪在一起的遗憾。大欢喜结局，最后一集喊口号，总是这样，哎～无聊时候看看也可以。            
(5星)	 好好看。虽然也有勾心斗角，最终还是邪不胜正。结局很圆满。            
(4星)	 还蛮好看的！！！            
(3星)	 剧情很一般            
(5星)	 很搞笑            
(NA)	 估计是喜剧片的原因，和第一部比就稍微差了点            
(4星)	 我想此劇可貴的是內裡散播的正面訊息，當中不乏小俗語大道理，能導人向善。劇情方面雖然是典型的計算，但尤幸不會過份俗套，大致安排算是恰當，在 TVB 的流水作業裡已屬難得。另外，個人喜歡其中部份計算精巧的喜劇元素，在心情鬱悶時觀看確有舒懷之感。            
(3星)	 一般吧。。后面没坚持看下去            
(3星)	 一部扯淡的戏。后面都偏离主题，阿四的戏份占那么多，不知道跟“公主嫁到”有什么关系。扯吧。            
(4星)	 忍不住大笑。            
(3星)	 不喜欢剧情，戏剧冲突不够新颖和吸引人。我只是单纯为看李诗韵而已……陈豪还挺搞笑的~~            
(3星)	 至少还是笑得比较开心~            
(4星)	 其实阿佘可以多尝试喜剧路线。。。绝代商骄的三水妹不是挺好么？            
(3星)	 梅小青把炒作一半的精力留在制作上的话就好了，当年的皆大欢喜的经典再也做不出来了。同样都是一堆女人的戏，这部戏只觉得又吵又闹，唯一顺眼的是陈法拉的司徒银屏            
(4星)	 卡司很强大，很好奇香港是否真是家庭观念很重的国家。            
(2星)	 TVB样板剧。大结局每个女人都肚子里驼一个，手上抱一个，旁边牵2-4个真是太苕了！            
(5星)	 大家的演技真叫一个炉火纯青，很可惜阿佘没得到最佳女主角            
(4星)	 有爱的剧，郁闷的时候看会开心~            
(2星)	 当消遣都没啥动力看下去，不过这剧从里到外确实港味儿十足            
(3星)	 挺搞笑的，但是剧情有点扯            
(5星)	 今年tvb最好看的剧！！            
(4星)	 像在看粤语rap相声一样。。比宫心计端着倒是有的看得多            
(3星)	 轻轻松松，看了挺乐的。            
(3星)	 还算欢乐如果不去推敲情节的合理性什么的话= =  打发打发时间吧            
(2星)	 完全不如巡礼片时的故事……            
(3星)	 反正除了化妆和道具还有服装师是蛮值得表扬的也就这点看头啦            
(3星)	 一般啦            
(4星)	 其实如果春节睇几应景啊。。            
(4星)	 恶搞版宫心计            
(NA)	 斷斷續續看了 但沒看到結局 一看到金家那其樂融融的樣子我就覺得 還是一個人過好 他們一鼠來寶我就顫抖了。            
(4星)	 唔 接着看  公主嫁到。。。 好搞笑。 没有美人心计那么深奥。。不知道宫心计会怎么样。。。港剧好久没看。这些脸孔真是面熟。 佘诗曼真的很漂亮。。            
(3星)	 只看开头真的无法继续了，编剧杯具，人无罪。            
(4星)	 挺轻松的喜剧，看到一家人团圆吃饭，感觉好温馨            
(NA)	 我怎么觉得这个这么这么弱。。。这么这么白痴。。            
(4星)	 喜欢大驸马 （*@ο@*）             
(NA)	 对TVB的剧总是有种别样的感情            
(4星)	 宫心计之2            
(1星)	 好久没看电视剧了，点该越来越狗血？            
(5星)	 八错八错~            
(4星)	 呃。。。有点吵 有点傻 “金家精神”太恐怖。。。            
(3星)	 金家太有精神了            
(4星)	 挺好玩的～不过陈豪演的过了。。。不喜欢他的戏剧系列。。            
(1星)	 看不下去。            
(3星)	 果然粤语比英语好学多了。。            
(NA)	 很好耍的。虽然剧情还是很简单。            
(5星)	        多角度去看公主嫁到，每个人看电视剧的角度都不一样，所以感受也是不一样。我个人觉得《公主嫁到》是一部挺不错的电视剧，特别是里面的金家精神，很给力！我觉得我们现在缺就是这种团结一心的精神，一家人团结一致、有福同享有难同当。试想现在的社会里还有几个这样的家庭。            
(4星)	 搞笑 虽然俗套 哈哈            
(1星)	 土得掉渣的剧情 加上钟嘉欣捏着嗓子装古人 崩溃            
(4星)	 还蛮好看的，当时追了半个月这部电视剧，推荐一下吧！前面斗嘴超搞。。。。。            
(2星)	 怎么最近港剧都那么不给力             
(2星)	 可以说它只是一部搞笑剧（对我而言），TVB没有了新意，一贯的剧情，我没什么可说的了！！！            
(NA)	 很搞笑            
(4星)	 今年的片子，一口气在网上看完的，还可以啊~~            
(3星)	 宫心计的Q版            
(2星)	 边喊好傻好假边看完的电视剧。。。对TVB电视剧的force of habit！            
(3星)	 只喜欢打扮             
(1星)	 难看的要死！            
(2星)	 只是为了看个热闹            
(3星)	 后半好拖沓            
(NA)	 纯小白喜剧。。看得时候把脑袋扔掉            
(4星)	 笑笑而已            
(4星)	 其实还不错的            
(2星)	 TVB的古装造型一直都蛮好看的，就是这部的情节实在是......跟第一部比差太多了            
(3星)	 消磨时光            
(3星)	 金家精神很雷，前面几集比较有吸引力，后面开始有些乱了；SS演的刁蛮公主很不错，阿MO演喜剧还是差点点。总的来说剧情需要在加强点就好了。ps：中间好长段时间ms两主角都在打酱油～            
(4星)	 中意昭阳嘅纸蜻蜓~            
(2星)	 真的不喜欢~~笑都笑不出~~            
(2星)	 脑残剧啊啊啊！没有阿佘这部剧就赔钱了！            
(5星)	 很难得有给5星的电视剧，这部片子不论是剧本还是宣扬的“金家精神”，无一不让人觉得这就是一部具有典型中华文明礼遇的好片。里面充满着轻喜剧，让人边看边开心。            
(5星)	 此剧的佘诗曼真是太有趣了，很好看            
(4星)	 恩 没有想象中那么好看其实            
(4星)	 好看！            
(3星)	 有点无聊            
(2星)	 看不下去。。。。            
(NA)	 极度无聊的电视剧，属于自虐的状态在看下去~看到底能拍的有多恶心，可惜了这么强大的演员阵容~还有，更讨厌陈豪了~            
(3星)	 消遣看            
(4星)	 无聊的时候看看，TVB风格喜剧，消磨时间不错。            
(3星)	 要不是佘诗曼我就不看了，宫心计系列都好烂            
(3星)	 看不下去            
(3星)	 虽然很小白，但是看了心情愉悦~            
(4星)	 虽然是搞笑片，但是看到数次落泪~            
(NA)	 不小心又看了，纯粹为了里面的搞笑镜头，娱乐。            
(1星)	 不知所云            
(5星)	 蛮搞笑的，紧张里面还带着着些搞笑成分！            
(4星)	 搞笑很~！            
(3星)	 剧情很搞笑，一般，片头片尾曲好听！=。=            
(NA)	 还是个不错的片子，只可惜看的时候只有粤语版～            
(4星)	 励志！            
(3星)	 刚刚开始看觉得很搞笑，看到最后面觉得很牵强，大结局更是无聊。喜欢银屏~            
(5星)	 里面的至理名言比较好，呵呵，闲暇时看看蛮不错的，公主还是很可爱的            
(NA)	 沖著豪哥去的，不過編劇實在太侮辱我智商了            
(4星)	 不错            
(3星)	 生病在家谋杀时间的剧集，长时间不看TVB，有点不习惯了。。。            
(5星)	 很好看的，阿佘还是一如既往的善良~~~~~            
(5星)	 劲搞笑，好好睇啊。。            
(3星)	 被佘诗曼的可爱俏皮所吸引，剧情没什么好说的            
(NA)	 TVB的一贯剧情。不过感觉整个就是宫心计的后续篇            
(1星)	 居然还能有7分？！            
(NA)	 应该说剧情很一般，服装还是场景道具都很华丽。。            
(5星)	 好看，也好笑。就是完结得太快了            
(NA)	 特别喜欢~~~~            
(3星)	 陈豪和佘诗曼真的风格气场各方面不搭，如果以后TVB的剧还拿这两人做情侣我就罢看            
(3星)	 狗血，白目，被逼看完            
(NA)	 TVB的东西不会渴望但是会心平气和地看完            
(4星)	 TVB的一贯风格~满搞笑的~            
(3星)	 佘演喜剧和陈豪搭还慢特别的，但每集必拍手有眼恶。。。。            
(4星)	 看了10集            
(3星)	 二，就一個字。            
(NA)	 看了一集就看不下去了，无聊            
(3星)	 TVB的片子无一例外的团圆结局，轻松愉快，适合抄笔记的时候看            
(4星)	 纯粹扯啊扯~不过蛮搞笑的~还是很喜欢陈豪啊~~            
(NA)	 浮夸            
(1星)	 一个字曰：扯            
(3星)	 其实没啥意思，可能来回来去那几个人看腻了            
(3星)	 里面人说话都像在念打油诗，虽然有很多让人积极向上的道理，但是演的有点假了            
(3星)	 只为无聊时打发时间。            
(4星)	 还可以吧！            
(3星)	 都是老面孔，中国连续剧不是百花齐主的书面，真无语            
(4星)	 公主嫁到，服饰依旧华丽，情节依然有港剧都有的通病，但是不失为一部休闲时候欣赏的作品。喜欢金家精神……            
(3星)	 比较无聊的剧            
(3星)	 蛮甩滴            
(4星)	 其中的有些桥段有点无聊，甚至有点得儿，但是……我很喜欢~O(∩_∩)O~            
(3星)	 金家的精神就是精神病...太浮夸...            
(3星)	 不咋地 没什么剧情也没神马笑点            
(2星)	        据说收视率暴高，可是看到一半就看不下去了。闹的要命！    公主和驸马之间的对手戏少的可怜，也没什么火花；关菊英果然还是适合演奸角，散发母性的时候让人看了想发笑，不知道是不是故意的；一群人动不动就拍手念戏词，又不是音乐剧！    不是戏剧也不是正剧，是闹剧！            
(3星)	 很一般。。。            
(NA)	 也可以是简简单单，开开心心的，正能量。某女人，你还可以更可爱一点咩？            
(3星)	 轻松休闲时候看正好 不费脑            
(3星)	 纯消磨时间。依旧不待见SSM，受不了全家动不动拍掌喊口号的瞎得瑟劲儿            
(4星)	 很逗！会让人看得大笑~后面又有点感人~超喜欢陈豪！            
(NA)	 我居然看完了這部。。。只能聊以自慰，我是在學習粵語。。。            
(2星)	 看了没看完，无感。            
(NA)	 有情饮水饱。。。            
(5星)	 觉得在里面可以学到很多人生的道理，让人受益匪浅。            
(NA)	 混时间            
(3星)	 没上映前很期待，但看着看着就越来越没有感觉了~或许香港人的这种幽默不适合我~还是爱看港剧的那种小资情调的片子~            
(4星)	 tvb剧没有新意，但中午又不打牌，这就很适合消磨时间呢，忍不住加一句佘诗曼虽然一张包子受气脸但是多适合演这种狠角色啊，第一次看到陈法拉在演戏也……            
(3星)	 木什么可说的，闲的无聊可以看看            
(3星)	 txb的片子就这样了，搞笑上面还可以            
(2星)	 晕~~            
(5星)	 娱乐之作，无需多言··看过，乐过，就行了···            
(3星)	 有点那个啥。。。            
(1星)	 烂片一部            
(3星)	 无厘头，你救我来我救你，太狗血            
(3星)	 欢欢喜喜的，挺好...            
(NA)	 快板闹剧。            
(3星)	 太多口号了吧~            
(NA)	 就是一贯的没营养剧集的感觉~~很好打发时间            
(4星)	 与宫心计无关～让我欢乐了 就给高分。别给我讲神马剧情bug……            
(5星)	 可以一看            
(3星)	 总算还是看完了··有点抽的喜剧            
(4星)	 以前是不喜欢梅小青的，但是越来越发现，她监制的剧集经常散发出一种人间美好的味道，很有正面能量的。纵然现实生活充满负离子，我喜欢看看这种简单的生成正离子的剧集。它让我的心情喜乐不少。            
(4星)	 很好看            
(3星)	 打發時間看的.....            
(4星)	 公主命啊！            
(4星)	 每一集都喊口号，半集说话都是押韵的。。。没有必要吧，看到后面只要一喊口号就快进            
(3星)	 够幼稚，够闹~~~            
(3星)	 乱            
(4星)	 好人开始时总会有坏人的影子，而坏人在开始时又总有着好人的样子。            
(NA)	 金家精神好稀饭~~            
(NA)	  重情义呀~就是那些顺口溜傻了点。。            
(3星)	 肥皂剧 就是搞笑            
(2星)	 比宫心计还烂            
(3星)	 如果我家美娇娘能看到眼睛湿润不知算是泪点低呢还是笑点低呢？            
(4星)	 还好  可以看看欢迎大家来我店坐坐哦http://gogol.taobao.com/   全场南极人保暖内衣、黛安芬文胸、韩版服饰、居家服等特价大放送，让您冬天都暖暖的哦，看贴来买更优惠哦            
(NA)	 貌似好笑            
(4星)	 至少很轻松~            
(4星)	 典型的港剧，15集以后有些拖沓。            
(NA)	 嗯。圖個熱鬧            
(5星)	 挺欢乐            
(NA)	 一如既往支持阿佘，搞笑与温情，喜欢三驸马家里那种温馨舒适的感觉，金家精神！！            
(3星)	 无聊的剧            
(1星)	 真恶心             
(3星)	 我竟然看完了 可见多无聊            
(5星)	 很有爱，很精彩，TVB年度最好看的一部，（没看过义海豪情的情况下）            
(4星)	 怎么说呢，很多粤语里的文字搞笑环节让大陆的观众一头雾水，情节还是挺热闹欢乐的，就是这么豪华的阵容用来拍这么空洞的剧集有点浪费和可惜。            
(3星)	 嗯，好久没看肥皂剧了，不用脑子，主要是为了学习粤语。            
(3星)	 典型港剧你也不能要求太多，茶余饭后，看看，打发打发时间，挺好。当然要挑毛病的话那有的说了，             
(3星)	 恶搞            
(5星)	 很是欢乐的剧    跟宫心计有一毛钱关系啊！            
(4星)	 里面的顺口溜让人印象深刻啊...            
(3星)	 还行，混时间可以，没有什么深度。就是tvb一贯的风格            
(3星)	 没有很好看我觉得.不如宫心计.戏剧的张力太弱.            
(NA)	 哎呀~~又是一个我爱的女人~~好欢乐的剧。。好久没看这么欢乐的了            
(3星)	 挺搞笑的，就是太莫名了点            
(3星)	 多看了有点2            
(NA)	 8错            
(2星)	 真的是看到一半又看不下去了。。。唉。。。            
(NA)	 里面的演员都是蛮喜欢的TVB老演员~            
(4星)	 挺逗的 结局挺好 主要是喜欢这些演员 TVB现在走这种风格了..            
(2星)	 太吵            
(NA)	 一堆歇后语+加上那种过时节奏的拍手桥段让我很无语。情节很牵强，桥段很老套。            
(4星)	 笑笑还是很好的~            
(3星)	 看来打发时间的。            
(4星)	 比较有意思            
(1星)	 没意思，太无聊啊，我居然看完了，我是有多无聊啊。。。            
(4星)	 很轻松，对佘诗曼刮目~~            
(4星)	 看着开心就好            
(3星)	 看到一半看不下了，TYB的电视越来越差了。。。            
(3星)	 喜欢马明和法拉这对啊。            
(NA)	 不错的。。。            
(NA)	 前面超搞笑，后面就没什么了，不过还是不错的，有兴趣的可以看下广东话的，广东话搞笑些点。            
(3星)	 拍手怕的很蛋疼。陈豪能不能不要演弱智了。            
(5星)	 好看，三个女主都喜欢，主题曲好听。对全家拍手很不满，还好后面这种现像减淡了好多            
(3星)	 完全的喜剧色彩。轻松有趣。陈豪是我喜欢的演员。            
(4星)	 很搞笑            
(4星)	 情节简单 不错            
(NA)	 轻松搞笑，就是有点吵。。。            
(NA)	 啊~竹·····竹什么 祝君好？            
(1星)	 敢把我家李二的女人写成这样，我要吐血三升了，韦贵妃若真是这般女子，不是变相骂我家二郎么            
(3星)	 受不了那个拍手啊，pia-1pia-1pia0.5pia0.5pia0.5,0(休止), pia0.5 pia0.5 pia0.5 pia0.5 pia-1pia-1!还有那个纸蜻蜓，假啊。。。怎么就偏偏陈豪拿到了啊。算了，认真了就输了，权当娱乐啦。            
(4星)	 对话好搞啊，中意粤语好听啊，演员都很棒，很轻松的剧情，后面有点拖沓，平时看下心情会变好哦。            
(4星)	 还是好笑呢．            
(3星)	 闹剧么            
(4星)	 阿佘真是楚楚可怜啊            
(5星)	 很搞笑,很好看,强烈推荐!            
(3星)	 看着看着 有时候想冲出去爆扁他们一顿的冲动            
(4星)	 看这种电视剧就是不费脑 休闲时候看看挺好~            
(3星)	 瞒无聊的片子            
(3星)	 看到最后觉得没有意思了，就没有看完。            
(2星)	 超级无敌难看            
(3星)	 无聊可以看下            
(4星)	 蛮搞笑的~            
(4星)	 蛮逗的~            
(2星)	 忒难看了。。。            
(4星)	 不错            
(3星)	 什么年度大戏！垃圾            
(2星)	 耽误时间。            
(5星)	 好看啊~~很轻松的电视剧，恩恩~不错不错~            
(3星)	 开心就好            
(3星)	 褪色的金枝欲孽            
(NA)	 陈豪鬼马得好可爱！金家三兄弟是亮点！            
(2星)	 果然是宫心计2啊，难怪整个看的感觉都跟宫心计差不多            
(3星)	 一般一般   有点搞笑            
(2星)	 越到后面约扯，看不下去了。            
(4星)	 看到粤语版的，果然比国语有趣多了，本来可以给五星的，可是到最后两集的剧情就有点怂了，我喜欢多寿呀呀呀呀            
(4星)	 剧情很白痴很白痴很白痴。但是很好看，不用动脑子，看了很欢乐。南无观世音菩萨。            
(3星)	 无脑片 比宫心计剧本好一些            
(1星)	 草！什么东西，除了刚开始那段让我笑过，其他的都是一坨屎啊啊。玛丽隔壁要不是下在手机上只有这看，我TM恨不得不到半集就放弃。            
(5星)	 我喜欢这个！！！第一部看完的港剧诶。。我喜欢佘诗曼～～            
(3星)	 热热闹闹哭哭笑笑的典型香港古装片            
(NA)	 是一個蠻輕鬆活潑的好笑古劇            
(4星)	 居然看的热泪盈眶，老了……            
(4星)	 蛮好看的            
(4星)	 有些搞笑，都是实力派的老演员，老戏骨。            
(4星)	 其实TVB剧一直都很瞎，不过还是一直看            
(3星)	 一集就夠了。。。            
(4星)	 蛮搞笑的`虽然剧情有点小白`喜欢阿佘            
(4星)	 中规中矩吧，还是有点欢乐的            
(4星)	 还是很搞笑的，金家精神也很让人振奋！            
(4星)	 一般            
(3星)	 一天看完了            
(2星)	 看了七八集追不下去了            
(2星)	 不好看，情节很拼凑。。32集太长了～～            
(4星)	 因为啊佘。很棒。这次你又超越了自己。            
(NA)	 一部搞笑、激励、亲情的电视剧，还是蛮好玩的！喜欢里面的《劝世贤文》~            
(4星)	 休闲看下，轻松搞笑，HE。跟宫心计没啥关系的。            
(1星)	 太难看了，特别是那个金家精神，拍掌，实在看不下去了。TVB完蛋了~~~            
(4星)	 整部剧看起来都亮闪闪光灿灿的可是整个三圣母的金家让我看着怎么都不舒服啊原本觉得陈豪挺帅挺有味道的这部剧里应是给整残了啊法拉小姑娘和佘公主演的都挺喜欢的就觉得夹心同志那角色也忒麻烦点了吧            
(4星)	 不费脑子~~            
(3星)	 喜欢佘诗曼的电视剧，呵呵。            
(3星)	 有点啰嗦            
(4星)	 挺搞笑的，不过延续了TVB的老套路...            
(5星)	 过瘾            
(3星)	 没有什么新意            
(4星)	 好笑是挺好笑，但是没宫心计好，有点儿失望            
(3星)	 又一部“钻石钻石亮晶晶 好像天上摘下的星”……因为俗、假，但又寄寓了一些些美好的愿望，所以无聊人会看。==            
(3星)	 还好吧。没有宫心计好看            
(3星)	 一般般            
(4星)	 哈哈哈哈滴~~~~            
(3星)	 傻。。。不过还是喜欢佘诗曼            
(4星)	 刚看完公主嫁到，虽然有太多宫心计的影子。但看到陈豪从严肃的“皇上”变成诙谐的“驸马”感觉挺不错的，加上能与变成“公主”的“三好”再续前缘，呵呵呵……就算剧情牵强也忍了。唯一感到别扭的就是三少“金多寿”，表演上稍显做作。            
(NA)	 一般般            
(3星)	 觉得阿佘演得不错,才看下去的..            
(3星)	 难看，但是还是看完了，就因为无聊@！            
(4星)	 轻松搞笑，略带感动            
(3星)	 我觉得吧这里面的公主的角色演得特傻，特没智慧。另外佘诗曼和陈豪的爱情戏看着还不如宫心计里有感情呢。            
(3星)	 消磨打发时间看看玩还可以，但是最受不了的就是一群成年人跟傻子一样的站在那里拍手和唱歌，郁闷……            
(5星)	 五星给阿佘...昭阳比三好角色性格好太多了            
(3星)	 超不喜欢他们频繁的拍手！好假的说~            
(NA)	 有点皆大欢喜个味道觉得搞笑得来有d奇怪            
(3星)	 佘诗曼演得实在是太作了。            
(NA)	 夜班用来消磨时间            
(4星)	 追着看的，虽说无聊，但是还有一看，轻松有趣，权当解压！            
(NA)	 轻松搞笑～妙语连珠 不错            
(4星)	 还是很搞笑的~娱乐娱乐            
(3星)	 打油诗一般的台词，很滑稽，一定要听粤语版的~~~            
(3星)	 搞笑。不喜欢心机重的            
(4星)	 好喜欢看那三兄弟啊            
(3星)	 无聊~~~            
(4星)	 不错的消磨时间港剧            
(5星)	 好睇，好笑，好搞野，有周氏无厘头风格。。。近年难得一见如此热闹的喜剧片。。。赞啊！！！（一定要睇粤语版先有味道，有意思）            
(3星)	 无聊的时候看看挺好的，有点搞笑！            
(3星)	 比宫心计好。宫心计实在太假了。而且呢出戏令我比较欣赏嘅一个地方係，佢D台词都比较押韵，编剧应该有落心机！果个最后想搞反动嘅王子，原来佢个名用国语读好Q搞笑！            
(4星)	 就是喜剧啊 欢乐就够了吧 是第一次在网上追剧看的电视剧哦            
(3星)	 还行吧            
(3星)	 其实就是看着开心~  为了灌耳音~            
(3星)	 励志的话让人受益！            
(3星)	 后面太狗血了            
(4星)	 还蛮搞笑的！但是当中还是揭示了有些东西真的还是要有缘分的啊！            
(2星)	 不好看  恶搞 胡闹            
(3星)	 一般意义上的港剧            
(3星)	 看到最后，就感觉是春晚，哈哈……            
(4星)	 可以算是宫心计的延续篇，可以看看~            
(NA)	 才发现佘诗曼蛮可爱            
(NA)	 就是喜欢佘诗曼            
(NA)	 挺搞笑的！不错！比宫心计好看！            
(3星)	 TVB的结局永远那么好猜            
(2星)	 非常无脑，尤其那个金家精神的时候，更显弱智。叫什么宫心计2，真是无聊。            
(3星)	 就是港剧~~~            
(4星)	 挺有趣的片子，轻松幽默，最有趣的就是金家精神。。哈哈            
(3星)	 虽然剧情很白痴但是挺搞笑~·同期作品里比新版红楼好~！            
(4星)	 很搞笑的片子~~大爱TVB            
(NA)	 开始部分挺搞笑的，后面的好像没有那么多的喜剧部分了，还凑合吧            
(3星)	 还 有比这个更加没有营养的剧吗？            
(3星)	 闹闹哄哄的            
(3星)	 金家精神让我崩溃            
(3星)	 比宫心计好看多了            
(5星)	 金家精神...鼓舞人民            
(NA)	 搞笑的片子··说不上好··打法时间吧···            
(3星)	 完全就是跳著看佘詩曼的。。。劇情十分弱智            
(2星)	 和看皆大欢喜一个感觉            
(4星)	 前面蛮搞笑的            
(5星)	 很好看，全是我喜欢的人，马明 陈豪 法拉 佘诗曼！！！            
(3星)	 不搞笑啊，剧情有点牵强            
(2星)	 额。。。抓不到点            
(4星)	 很欢乐地追到第十三集，很华丽地一下儿跳到结局。            
(5星)	 有点新意的一部剧集，也蛮搞笑！            
(4星)	 不错的电视剧，可算是有一个我完全从头看到尾的了！            
(4星)	 其实和宫心计没什么联系，就是同一批演员班子            
(3星)	 简单到不能再简单的剧情，可是这样的剧情会有很多忠实的观众等待着看。这就是TVB~            
(3星)	 纯属搞笑而已。            
(3星)	 每次看到那个雷人的鼓掌我都觉得太过了            
(3星)	 打发时间            
(2星)	 如果把那个拍手的动作都去掉的话，我可能还会给他三颗星。。            
(3星)	 有戏有泪            
(4星)	 比宫心计喜剧一点 但还是有TVB以往的套路在里面 没多大新意             
(NA)	 比较轻松的电视剧            
(NA)	 如果不这样编排宇文杰，我觉得会好很多，原本一个多好的人，就一句“君子不夺人所好”，我臣服了。            
(NA)	 世间一定有忠贞不渝的爱情，不知道你有没有福气遇到。最爱TVB            
(NA)	 我妈在看。            
(4星)	 蛮喜欢佘诗曼和陈法拉的            
(4星)	 比宫心计好看多了！            
(NA)	 这个片实在有点傻到家，心情不好的时候可以打发时间。            
(4星)	 我喜欢悲剧思密达            
(2星)	 特蠢了，剧情看不下去            
(2星)	 內容無聊。。。。            
(2星)	 情节老套            
(3星)	 我只能说我是冲着演员看完的。有《金枝欲孽》珠玉在前了，实在不理解为什么还有这么高的收视率。情节拖沓，人物塑造不够立体。说不出来，就是有让人不舒服的小白感……            
(3星)	 弱智的电视剧，但我还是在消磨时间的时候看了，居然还在倒数第二集掉了眼泪，不易..            
(3星)	 还是很欢乐的剧，搞不懂为啥每次都要拍手            
(4星)	 历史服装道具台词神马的都不提的话，是一部看了会让人高兴的电视剧，而且比宫心计里养颜的帅哥多很多=v=            
(3星)	 随便看看还行            
(2星)	 很喜欢看香港TVB的电视剧，可这部真不怎么样            
(5星)	 看TVB就是会让我心情好~金家精神：TVB威武！            
(4星)	 是说电脑上看没有电视上有感觉么~            
(3星)	 远比不上《醉打金枝》，如果打发时间的话，可以看看            
(4星)	 哈哈~~从来没有看到过这么搞笑的佘诗曼~~太可爱啦~~冲着昭阳给四星~            
(4星)	 新意不够，但阵容强大，颜色也很亮。。。            
(3星)	 SS造型不错，剧情依旧弱智            
(5星)	 很棒的喜剧。。。            
(2星)	 一般般.看看笑笑都可以咯            
(5星)	 爆笑~~~            
(4星)	 很逗的一部片子，欢喜冤家，片中倡导的“家庭和乐”主题很喜欢。            
(4星)	 前面搞笑后面感人            
(NA)	 还好~只是不喜欢里面老是拍手            
(4星)	 前面很搞笑，但是依然是TVB的通病，到后半部分就开始狗血了            
(1星)	 没有什么感觉，只觉得好乱，都是金家的事！            
(NA)	 很肥皂剧~            
(3星)	 不咋地            
(3星)	 唔好系好顶得顺句句都押韵……            
(5星)	 很羡慕那样的家庭  很喜欢里面的纸蜻蜓  很搞笑的爱情              
(5星)	 台词很有意思。建议大家看粤语版的，原汁原味。这是部比较轻松搞笑的片子！            
(5星)	    看完了呢  其实很不错的，很适合一家人看的，很多道理噢  爱情也很不错              
(NA)	 哈哈..很好笑..!!学好广东话就是要..多看TVB..加上我们这一家..^ 3^            
(5星)	 比宫心计好太多了.            
(5星)	 力薦的原因是他們的對白設計得很好耶！            
(3星)	 喜剧可以白痴，但后面白痴的一点都不好笑，做作死了            
(4星)	 虽然剧情很老套笑点很老套但是我还是依然乐此不疲的看完了            
(4星)	 很搞笑很有节奏很模式化的一部古装剧。有一天下课太无聊，竟然不自觉拍出了“爱的鼓励”的节奏，只好承认这个搞笑的剧集算是成功了……            
(NA)	 大团圆结局。。情节有点土  还是真假公主。。            
(3星)	 宇文杰的本名真是让人无语了！            
(NA)	 主角都是我喜欢 哈哈            
(NA)	 萝卜青菜各有所爱            
(4星)	 理性来说，趋向于肥皂剧了，剧情也就这样，没有太大的心意。不过对于一向钟情TVB的我来说，很喜欢，演员都很不错，很专业。三少黄浩然不错哟，帅            
(3星)	 最爱佘佘~            
(4星)	 有点夸张            
(3星)	 2010.10背着宫心计2的头衔，可是很烂            
(3星)	 当个乐看吧……            
(4星)	 TVB的老戏路。。不过当肥皂剧睇5错( ⊙o⊙ )哇            
(4星)	 作为晚餐剧场绝对 会更好            
(3星)	 打油诗流的台词很肉酸 虽然广东话很好听 还有集体拍手什么的 太雷了 剧情很麻木 我哭不出也笑不出 倒是经常看得一精一精的            
(3星)	 银屏不错            
(5星)	 台词很给力            
