http://movie.douban.com/subject/1830590/	康熙王朝
(5星)	 倩，这电视剧有我们的美好回忆！哈哈～～～            
(5星)	 我觉得所有的人都会唱“我真的好想再活五百年”            
(5星)	 我喜欢霸气的电视剧            
(4星)	 不错的一部历史剧，虽然算是一部为帝王歌功颂德的剧，可谁让我就是半个王朝戏控呢。            
(5星)	 最喜欢陈道明了。            
(5星)	 5星没说的，看了几遍了都觉得好看，看到斯琴高娃老师的名字总感觉老祖宗的威严还在~虽然说和正史有偏差，不过艺术嘛高于生活            
(5星)	 看了n遍~~斯琴高娃太有气场了~            
(5星)	 值得反复的看            
(4星)	 经典帝王术的演绎，朱大编剧处理的还不错（除去少数“我孝庄”之类的笑话）。小学时常听常唱《向天再借五百年》，后来才发现这本是一首有关郑成功的歌。            
(4星)	 二月河的戏说太严重了。。。            
(5星)	 儿时的经典            
(4星)	 陈道明演得老经典了。            
(5星)	 感觉陈道明就是康熙的转世啊            
(5星)	 慷慨激昂的史诗            
(5星)	 不同的年龄时，读到了不同的康熙            
(5星)	 记得刚开始播的那一季，各个电视太此起彼伏的播出。于是我就这个台看完看那个台，看了不知多少遍。能将一个皇帝的一生演尽的演员又有几个？            
(5星)	 龙梅啊！你可是把朕给强暴了啊！            
(5星)	 永远的经典，啧啧！对陈道明完全木有抵抗力滴哇~~~~            
(5星)	 斯琴高娃跟陈道明的演技真的没的说，震撼的历史剧。            
(5星)	 爸爸的最爱，顶一下！            
(4星)	 好看，还好听...            
(5星)	 也是看了好多遍的历史剧，比那些个什么秘史系列的不知好多少倍，背景音乐也很棒。            
(5星)	 最迷人的男人不过陈道明，和爸爸一起看            
(4星)	 大叔你看到了么这是起点哦            
(5星)	 最无法忍受的是陈道明和斯琴高娃双胞胎般的演技。我知道你们演得好，可是你们能不能不要一摸一样地说话，手势、表情、连断句方式都是一样的。。。            
(5星)	 我真的还想再活五百年~            
(5星)	 陈道明啊            
(3星)	 还不错~            
(5星)	 制作精良的神剧级别，很耐看，国产难得这个水平            
(3星)	 看来我没看电视剧的命，这么经典的竟觉得很难入口，可能时间会冲淡一切，包括经典            
(2星)	 大辫子戏流毒极广，以此剧为甚            
(5星)	 演技精湛到无以复加~~接受历史教育            
(4星)	 老戏骨之间的彪戏            
(5星)	 国产电视剧中的经典            
(5星)	 他心里该有多难受啊。。。但是他得撑着啊            
(5星)	 都是实力派演员啊。。。超赞            
(5星)	 太好了            
(5星)	 小时候就看过的电视剧，不得不承认，陈道明扮演的非常到位，剧情也是一波三折，应该还算是写实吧，主题曲和片尾曲都很好，那时候天天守在电视机旁等着看！            
(4星)	 那时侯我爸租的碟子            
(5星)	 很是值得一看的大陆经典剧集            
(5星)	 啊！陈道明！！！            
(5星)	 爱死陈道明了！！！            
(4星)	 我当初看完之后对康熙的那个崇拜啊。。。不过现在一点都不喜欢康熙，说不好听点就是个异族征服者，也没做什么对中国进步有好处的事。话说回来，电视剧本身还是不错的            
(NA)	 看多久都是那么有韵味            
(1星)	 吃糠喝稀            
(5星)	 霸气外露，这才是我心目中清朝唯一明主！            
(NA)	 还是有些小说的感觉，要了解真相还是得看看史书            
(5星)	 最经典最好看的历史剧！            
(5星)	 大陆拍历史剧还是不错的。这部看了三遍，就看陈道明和斯琴高娃了。            
(3星)	 略显浮夸。            
(5星)	 小时候脚着可好看了            
(4星)	 陈道明说那个“朕”字的时候铿锵有力的。            
(5星)	 高中时看得电视剧，真的很不错！            
(4星)	 我就喜欢容妃内种好死不死，半死不活的表情            
(4星)	 大爱蓝齐儿            
(4星)	 很好看，推荐            
(NA)	 我最后一集木有看懂            
(5星)	 虽然有些地方违背了历史，可是作为历史剧，陈道明演的神，这个康熙是我最喜欢的康熙            
(NA)	 我爱            
(4星)	None
(5星)	 每次播放必看啊！~~            
(5星)	 他的斩钉截铁以及他的痛            
(4星)	 演得很好，误导了无数观众            
(4星)	 当年唯一一部有感觉且看完了的清宫历史片            
(5星)	 虽然不喜欢满清，虽然很多地方不是史实，但陈道明演的还真是好            
(5星)	 陈道明、斯琴高娃演的太好了。最喜欢里面的老叫花子            
(5星)	 人...在这里都有体现...            
(5星)	 那年我九岁。跟爷爷奶奶住。和二老一起看完的这部经典电视剧。奶奶特别喜欢 后来都常常提起。            
(5星)	 突然就对康熙朝的历史感兴趣了            
(5星)	 连续剧拍到这么多集，看下来就是收获            
(5星)	 国产难得这个水平            
(NA)	 康熙王朝&gt;中有个错误，施琅之家人非郑经所杀，而是其父郑成功杀的            
(5星)	 感动、震撼、经典！！            
(5星)	 很喜欢            
(5星)	 中国还是有许多好电视剧的            
(4星)	 上天再给我五百年            
(5星)	 真正觉得陈道明帅是从这部电视剧开始。            
(NA)	 可是没看全            
(5星)	 传统 帝王            
(4星)	 从头看了一遍，整体还不错，后面有雷点            
(5星)	 看完之后有自己过完了一生的沧桑感。。。            
(5星)	 明叔就是招牌！！            
(5星)	 非常喜欢陈道明。            
(5星)	 很经典的，不过那个妃子居然是虚构的，伤心            
(4星)	 还不错            
(5星)	 明叔的经典。            
(5星)	 小学时每天傍晚和妈妈准时收看~~~            
(4星)	 机关算尽太聪明，，唉~~人生啊，活的太累。            
(5星)	 主角演得都很传神            
(4星)	 我跟我妈那时候每晚都看            
(5星)	 值得反复回味            
(5星)	 多出来的一星是给陈道明的            
(5星)	 周培公的《皇舆全览图》那集虐死了            
(2星)	 三观不正！！！            
(5星)	 好喜欢陈道明。。。            
(5星)	 还是老片好看            
(4星)	 不就为了明叔么            
(5星)	 道明叔最帅了啊！            
(3星)	 其实我觉得不咋地，但吸引人。。。太戏剧，太不正了。。。。。有些地方太能yy了。。其实没有一个历史剧该有的气势出来，装的到还算成功，适合普通大众娱乐。。。            
(4星)	 我还想再活五百年~~~~当当当~好看            
(4星)	 宝日隆梅啊，你可是把朕给强暴了啊            
(NA)	 又看了一遍，除了孝庄在自称谥号让我无语外，别的简直牛。            
(5星)	 很经典            
(5星)	 陈道明啊陈道明            
(5星)	 演员非常出色！！！            
(5星)	 经典！不矫情不做作不乱改的历史剧~~见质感和厚重~无需多言            
(3星)	 我“孝庄”，哈哈哈哈            
(4星)	 皇上演讲的时候就不能动作小点么            
(NA)	 很好，最近湖南卫视在放，看着哩            
(5星)	 经典历史剧            
(5星)	 清朝题材中，最好的一部电视剧。男人世界的王道，康熙帝；女人世界的聪慧，苏麻喇姑。            
(5星)	 无可挑剔。。。剧情，演员，服装，道具。特别是女演员，都很漂亮。。特别是那个什么妃（蓝齐儿她妈），就是一知性贤惠女人的代表。。            
(5星)	 想当年陈道明迷死我了…            
(3星)	 这都有！！            
(5星)	 看手腕            
(5星)	 啧啧啧，陈道明，家里还有全套DVD &gt;&lt;            
(NA)	 现在想想，真是恶心。            
(5星)	 无意中又看了一遍，，霸气外露啊            
(5星)	 在老妈的带领下津津有味的看完了。            
(5星)	 很赞的史片            
(5星)	 很喜欢陈道明，这个主题曲，多少穿越的女主都给康师傅唱过。。            
(5星)	 上对得起列祖列宗，下对得起子孙后代。            
(NA)	 内容很喜欢，但是看得很寒心！历史是一条血河            
(3星)	 不晓得为神马我总在关注苏麻拉姑~            
(4星)	 陈道明和斯琴高娃的演技均让人叹服，大男人不好做再辛苦也不说            
(5星)	 实在太闲了，重新看一遍吧            
(4星)	 权臣，官君~皆能学到东西            
(5星)	 主演都是腕，喜欢，尤其是道明，脑子里记忆最深刻的一幕是康熙在草原上宠幸一个女子，貌似那个女子还是他儿子喜欢的人，他儿子还要给他俩扯围布，这一幕给我留下了阴影            
(5星)	 看了一遍又一遍。            
(5星)	 小时候的回忆，怎么都不为过。            
(5星)	 很经典的一部历史题材的剧。看了N遍~~            
(5星)	 想到与老爸一起嗑着瓜子看剧的幸福时光            
(4星)	 陈道明            
(5星)	 再活五百年吧！            
(5星)	 给道明叔表个白 。            
(3星)	 大爱陈道明            
(NA)	 五月份熬夜看剧。脸蛋皱了一大层。。。            
(5星)	 和现在那些乱七八糟的片子比，这部戏严谨的作风实在难得。            
(5星)	 是部好片儿。            
(5星)	 真的很经典的   催人泪下  发人省思            
(5星)	 道明么，高娃么。顶            
(5星)	 道明哥斯琴高娃气场强大~            
(5星)	 呃，为啥没有纳兰容若？            
(3星)	 央视正剧！~            
(5星)	 道明哥~            
(NA)	 初三啊初三            
(4星)	 好片            
(5星)	 皇阿玛，我是你的蓝齐儿~孝庄和武则天比是一个聪明的女人，不爱垂帘听政，更不爱那个宝座，但深爱着江山，在关键的时候，也许女人真的比男人更加坚强，只是男人比女人更加狠而已~            
(5星)	 小学的时候看的，那个时候最大的感觉是：帝王家好可怜！            
(5星)	 大男人不好做。            
(4星)	 千古一帝。            
(1星)	 演技完美 但是纯属意淫·            
(5星)	 影响我很深。            
(5星)	 很喜欢陈道明和斯琴高娃的表演，，。。陈道明很有范儿，，。。            
(NA)	 道哥 ``应该是长大后看的最仔细的电视剧了吧            
(5星)	 很好，学到很多为人处事的道理            
(3星)	 只能当故事看            
(5星)	 看了十几遍了，从比较小的时候首播起，每放一次就看一次，记得 二诊在一阶 那个教室 隔壁居民家就一直在放这个。 对啊，我爱历史，这是个少有人知的事。从小到大坚持了十二年。不会放弃，又很无奈的吧？            
(5星)	   陈道明相当的不错啊            
(4星)	 不解释，历史电视剧里很赞的            
(4星)	 由陈道明演的，几乎没烂片            
(5星)	 原来这个也是朱苏进 朱老师 我服了            
(5星)	 所有对康乾盛世的幻想            
(NA)	 挺好看，还看了原作            
(NA)	 很好，很深刻！            
(NA)	 陈道明所饰康熙，淋漓尽致。表演跨度之大。重点在人物形象塑造，一脱往日皇帝之形象。            
(5星)	 雄心的一半是耐心.            
(5星)	 电视剧还是不能当历史看啊            
(NA)	 梁元凯喜欢，再活500年            
(5星)	 千古一帝            
(5星)	 传奇            
(4星)	 我妈的爱            
(NA)	 经典台词“我孝庄如何如何……”您老咋知道您死后的“外号”？            
(4星)	 经典大戏，不过一些史实的东西有bug。            
(5星)	 今天想起来把我看过的国产连续剧也理理清，这是我最最喜欢的一部啦            
(5星)	 哎。自从陈道明演过康熙，自此我觉得康熙就应该长这样。            
(5星)	 戏里面的都是戏霸啊戏霸，都是强势的演员啊啊啊！            
(5星)	 康熙帝的一生，有魄力，好想再活500年。            
(5星)	None
(NA)	 没什么其他的好看,就一遍遍看这个~~            
(3星)	 孝庄的表演完全盖倒康熙……很不喜欢陈道明那种表演……并未能展现一代仁主的独特人格魅力            
(4星)	 陈道明的表演给力！！！            
(5星)	 这是我最爱的电视剧之一~！！！            
(3星)	 这这。。。有那么点意思。中国人的皇权思想和君主崇拜依然没有变。            
(5星)	 这就是我心目中的康熙帝哇...            
(5星)	 这。。。小时候天天守着CCTV8看啊            
(5星)	 一直很霸气，从未被超越            
(5星)	 小学时心中觉得最NB的电视剧（除了红楼梦）。            
(5星)	 百看不厌。            
(3星)	 陈道明的声音非常好！            
(5星)	 看几百遍都不腻啊            
(5星)	 陈道明的演技太给力了 一直很喜欢他拍的戏            
(5星)	 赞。            
(5星)	 神马叫做气场？？？这就叫做气场！！！            
(5星)	 陈道明演技没的说            
(5星)	 五年级时班里无人不看。            
(5星)	 喜欢历史还就是这些电视剧培养的，现在多喜欢在电视里找BUG，像于妈的那些片子看的都想哭。。。搞毛啊。            
(5星)	 陈道明的霸气，斯琴高娃的演技。让人爱不释手的连续剧。有阵子电视上总放，每放必看，看不厌。            
(5星)	 看了三遍            
(5星)	 我还想再活500年            
(NA)	 陈道明很赞！            
(5星)	 喜欢这种更客观的历史大戏            
(5星)	 大气，符合历史，有血有肉的一代帝王。            
(4星)	 向天再借五百年……            
(3星)	 。            
(NA)	 小时候老和爸爸一起看            
(3星)	 穿帮太多            
(5星)	 很久之前看过的，一直喜欢的历史大剧            
(5星)	 大爱            
(5星)	 经典！            
(NA)	 康熙最爱的苏摩尔，那个选择陪孝庄孤老的苏摩尔，面对康熙的爱她的选择才是最正确的，和众人共同分享你的爱不如让你一生铭记对我的爱            
(5星)	 大爱明叔啊啊啊啊~            
(5星)	 = = 电视里又在放。。。我爱看斯琴高娃。。。            
(4星)	 戏说成分有点多了，但是看陈道明大叔无比顺眼啊。            
(5星)	 道明叔啊！ 影响了多少少女的择偶观！            
(4星)	 高一时中饭和晚饭时间后打开教室前面的电视机偶尔看几集，哈哈，如此记忆            
(5星)	 央视正史片。无可挑剔。我还买了整版精装碟。可惜被我姐哈走了。。            
(5星)	 给满分，看了不下五遍了            
(5星)	 千古一帝            
(5星)	 正剧，学到了很多            
(5星)	 帝王的人生，无奈的一声叹息            
(5星)	 陈道明天生是贵族！斯琴高娃的气场怎么挡！勾心斗角、结党营私背后的利益或自保，皇帝、太后也有无可奈何、权宜之计。下令者发出的不是命令，而是推动事态向自己所想的方向发展的力量            
(5星)	 没看烦过            
(4星)	 一个晚上看完的电视剧，看了后面忘了前面了            
(5星)	 明叔啊            
(4星)	 都是实力派            
(1星)	 小的时候不懂历史，看过之后民族自豪感油然而生。现在再看，除了恶心就是到处泛着奴性。            
(5星)	 喜欢陈道明。。。            
(NA)	 我真的还想再活五百年！想想而已            
(4星)	 道明叔，帅！            
(5星)	 跟爸妈一起看的。。。。经典！            
(3星)	 中年美大叔什么的还是很有爱的            
(5星)	 陈道明！            
(5星)	 十年前觉得好看，现在依然觉得好看            
(5星)	 小时候花痴过康熙的青年时代。。。            
(5星)	 这电影还是很不错的,学权谋,学为人处世.当中的演员演得也非常好.但是千万不要什么都没学到.就学到了奴才的&#34;本领&#34;            
(4星)	 我真的还想再活五百年。。。            
(5星)	 苏嘛拉姑跟康熙的那段情啊。。。            
(4星)	 不错的片子，尤记得当年看的时候的场景，一晃10年过去了            
(5星)	 五颗星全给陈道明~~见过的最最有型的清朝帝！！！太有气质了~            
(NA)	 我真的还想再活五百年            
(5星)	 给幼小的我留下了极大的印象            
(5星)	 经典中的经典，陈道明的个人魅力发挥到极致            
(5星)	 霸气！            
(4星)	 道明叔那是很好很强大的            
(1星)	 狗日龙梅 你丫强暴了朕             
(2星)	 因为注重写情，女性喜欢本剧多一些。冲着雍正王朝来的观众基本全部失望流失。传奇性是不错，也很着力去刻画康熙的个性，但历史硬伤实在太多，也就不难理解朱苏进后来能把三国和多尔衮写成那样奇怪了。朱这么注重人物个性，其实更适合去写传奇而非历史，例如子弹飞，但他貌似对这个又特感兴趣……            
(5星)	 经典。            
(3星)	 编剧不行。。导演不行。。音乐不行。。演员不行。。历史错误可是一把把啊。。苦了康熙这位千古一帝了。。            
(5星)	 很早之前看的一部片，推荐！再推荐里面的歌曲《向天再借五百年》            
(5星)	 我真的还想再活五百年！            
(5星)	 狗日的陈道明 狗日的演技派            
(5星)	 经典！！什么都好！！            
(5星)	 经典！没什么说的            
(5星)	 看过两遍了，还是最疼容妃。            
(5星)	 我觉得现在去看的话至多三星。。但小时候不可自拔呀嘛！！            
(5星)	 陈道明，真男人！            
(5星)	 康熙，千古一帝，陈道明和斯琴高娃的气场很对。            
(3星)	 看完了我就开始讨厌康熙了 ...            
(4星)	 “索额图，你是本朝最大的奸臣”            
(5星)	 这样的历史剧不看，难道去看什么＜gong＞吗？            
(5星)	 对陈道明崇拜得无以复加。            
(5星)	 大气磅礴~~            
(5星)	 虽然总有人挑毛病，但是在一个五年级孩子的心里永远牛b            
(5星)	 看了不止一遍 帝王不容易啊            
(4星)	 陈道明绝对是中国最有人格魅力的男演员，不怒而威的气质尤其适合演这类型的角色。            
(4星)	 “宝日啊，你可是强暴了朕”。。。= =！！            
(5星)	 经典了。。。虽然中途吴三桂那段陈道明演少年康熙略有装嫩之嫌。。。但是果然是一代老戏骨啊。。。            
(5星)	 陈道明。历史。            
(5星)	 经典！！两戏骨！！            
(NA)	 与历史多少有些差距            
(4星)	 从此之后，陈道明就是康熙            
(5星)	 很有张力的一部电视剧            
(4星)	 很多錯誤很明顯，九子奪嫡被省略，整體不錯。            
(NA)	 老少皆宜，由此知道名为陈道明的戏骨，还有那句再想活500年...            
(5星)	 很欣赏里面的几个角色，孝庄果然是第二个武则天一样的存在啊            
(5星)	 矮油这个都有。            
(5星)	 好看！能让心安静下来。            
(3星)	 还在缓慢补《汉武大帝》，先把这个标记上。印象里小时候是很喜欢看的，道明叔演技没话说，主题曲也听得很澎湃，可如今再回顾这段历史，不由很想感叹，您多亏再没多活五百年了，给汉人留条活路吧。满清三百年，真不知道有什么可让汉人来歌颂的，好吧，我就是个狭隘的汉民族主义者╮(￣▽￣&#34;)╭            
(5星)	 霸气            
(3星)	 小时候的肥皂剧            
(NA)	 蓝齐儿~            
(4星)	 小时候中央台黄金档            
(NA)	 霸气            
(5星)	 明叔演啥像啥            
(4星)	 还不错            
(5星)	 小学4/5年级时看的电视吧，依稀仍记得容妃死去的那幕。。。            
(5星)	 雄才伟略如康熙，一生也只是四处救火，民如国何？            
(4星)	 哈哈            
(NA)	 我真的好想再活500年。。            
(5星)	 高中时代看过，至今难忘，历史剧的经典。            
(4星)	 ！            
(5星)	 “宝日啊，你可是强暴了朕啊！”            
(4星)	 陈道明!            
(4星)	 某神！            
(3星)	 孝庄很有黑色幽默，满清人都喜欢自称自己死了吗？            
(NA)	 明叔萌的。。            
(5星)	 演技 歌曲 都不错尤其道明 高娃            
(5星)	 陈道明，斯琴高娃确实很霸气。。。            
(5星)	 一见道明误终身            
(5星)	 将帝王之气演绎的淋漓尽致，儒雅而不失王者风范            
(4星)	 从这部影片认识的康熙帝！            
(5星)	 演得真好！后面几集看得眼泪哗哗的。看到蓝旗儿砸掉那只八音盒，理解一个父亲的心痛。看到容妃被一贬再贬，最后凄惨死去，理解一个女人最后的期待落空的心痛。看到容妃死后，理解一个男人失去知己的心痛。            
(5星)	 每一集都看了。。最讨厌就是我是真的想再活500年的音乐响起。。=。=还有广告是依波表。。            
(5星)	 就是这部戏让我喜欢上了陈道明            
(3星)	 看过原著对电视剧就没那么好的评价了。            
(5星)	 陈道明演的实在是太好了            
(5星)	 很有气势的一部电视剧，陈道明很有帝王气派            
(5星)	 不解释            
(4星)	 补课真不容易            
(5星)	 寒假，坐在地上看，捧着热牛奶            
(NA)	 -___,-让我再活五百年            
(5星)	 小时候看了一遍，后来，又因为读到林夕的某一篇文章，说他又看了一遍《康熙王朝》的碟子，所以，我也买了碟子，再看了一遍。。。            
(5星)	 挺好的！            
(5星)	 很励志            
(4星)	 还行 就是历史性错误太多了……            
(5星)	 很喜欢。            
(5星)	 陈道民！！！！！！            
(5星)	 陈道明就是经典            
(5星)	 气场啊            
(5星)	 陈道明太有范了            
(5星)	 陈道明从这部戏开始霸气外露。少年康熙和孝庄太后真是力挽狂澜。            
(4星)	 想当年 好喜欢看。。            
(5星)	 那歌太让人心情澎湃了，再活五百年，我恶俗了,,,,            
(5星)	 央视适合拍这种大戏，还是蛮不错的，主要是太爱陈道明了            
(NA)	 我是来卖奎宁的            
(5星)	 看得很过瘾的说            
(5星)	 毫无疑问             
(4星)	 虽然假，YY一下也好            
(5星)	 中国影视圈里陈道明算是个异数            
(5星)	 最具魅力的康熙和孝庄，最经典的清朝戏。            
(4星)	 一个字，好            
(4星)	 康熙和宝日从草丛里起身,陈道明一句&#34;是你强暴了朕啊&#34;把我雷得天昏地暗,我爹娘跟我一起在看啊啊啊啊!!!            
(5星)	 不愧是康熙，不愧是陈道明            
(4星)	 一页历史            
(5星)	 和现在那些乱七八糟的片子比，这部戏严谨的作风实在难得。这电视剧是我的童年啊。。。            
(4星)	 N年前看的片子，没想到分数这么高。看来实力派还是强            
(5星)	 其实我最喜欢太皇太后  这女人好给力 强大            
(4星)	 每次去KTV 各种向天再借五百年            
(5星)	 这是纯演技的展示。            
(4星)	 题材不太喜欢……但其实是佳作            
(5星)	 那一段 给朕看一个时辰的台词说出了事实            
(5星)	 我的大爱啊~~            
(5星)	 影响历史观的一部 很爱            
(3星)	 喜歡陳道明，歷史劇什麽的，最怕看了。            
(5星)	 那歌真是永垂不朽。            
(5星)	 儒雅的陈道明，最有魅力的中国演员            
(5星)	 曾经看过七、八遍的电视剧。            
(5星)	 国产电视剧巅峰之作            
(4星)	 现在再听到那种 千秋万代式的话就忍不住起鸡皮疙瘩            
(5星)	 陈道明和斯琴高娃搭档就是这部戏的风骨            
(5星)	 台词都经典……            
(3星)	 其实蛮荒唐的。            
(4星)	 我心中的康熙只有明叔，但是对历史的改编实在是太太太令人讨厌了，二月河是不是看不得别人好啊。            
(5星)	 斯琴高娃老师不愧是实力派，压得住阵。明叔不愧是代表中国形象的男人，就是大气。神作。            
(5星)	 小时候追得很凶的一部片子……预备有时间重追一遍            
(4星)	 有少许违历史的成分            
(5星)	 陈道明，斯琴高娃演的真好            
(4星)	 陈道明那一段，真经典            
(NA)	 当年听片头曲貌似听到哭……( ＞﹏＜)            
(5星)	 容妃印象深刻。            
(5星)	 陈道明演出了康熙的霸气，帝王的气质。            
(4星)	 一部人生于官场的哲学~~            
(5星)	 陈道明和斯琴高娃真的演得太好了！！！！！！！！！！！            
(4星)	 和原著差太远。            
(3星)	 陈道明真心好演技，很好的历史剧            
(4星)	 假期档必出现            
(5星)	 ！！！！            
(5星)	 几乎就是童年所有对康熙的认识……            
(5星)	 好看的没话说，演员演得也没话说，巨精彩，康熙，孝庄，苏麻拉姑，蓝齐儿。。。。。。。奠定了对那个时代最初的好感            
(5星)	 陈道明！！！            
(5星)	 喜欢            
(5星)	 好看！超级好看            
(4星)	 野史            
(4星)	 2001年秋天看的            
(5星)	 斯琴高娃和陈道明的演技碰撞！而且还原历史，让我学到了很多人生哲理，大陆剧的高峰            
(4星)	 道明哥哥有点帅            
(5星)	 还是不错的~            
(5星)	 帅大叔            
(4星)	 跟爸爸妈妈一起看的。            
(5星)	 陈道明，极品            
(4星)	 我爸爸霸占电视时跟着看的            
(5星)	 陳道明好有皇帝相，這部戲看個我熱血沸騰。            
(4星)	 没看完            
(5星)	 光歌我就可以给5星，何况还有我到目前，唯一完全认可的男人！            
(5星)	 经典啊经典~~陈道明你怎么就演的这么好呀~~~~~~            
(4星)	 陈道明演的的确不错，剧情安排也挺紧凑的，了解好多历史知识。美中不足的是一些重要情节乃杜撰而非史实，比如容妃这个主线人物，还有关于台湾收复的情节据台湾观众说也非史实。            
(5星)	 还买来全套的正版光盘呢            
(5星)	 经典            
(5星)	 我也想再活五百年            
(5星)	 那时候觉得陈道明好帅            
(5星)	 这部电视剧最深刻的一个镜头就是康熙在白雪皑皑的颐和园穿着一件拖地裘皮一个人走在颐和园里，所以我的愿望之一就是下雪天去颐和园，可惜今年冬天居然没有下雪，唯一飘雪花的时候，话说我虽正在颐和园，可是哪有皑皑的意境啊。            
(5星)	 百看不厌，耐人寻味，震撼。            
(NA)	 经典古装。耐人寻味。            
(NA)	 有看完一遍，不错            
(5星)	 经典 嗲            
(5星)	 当年对陈道明那叫一个爱啊~            
(5星)	 我最喜欢的帝王剧，陈道明把康熙演到了极致，整部电视我完完整整看过3遍，每次都有不同的感慨            
(5星)	 历史各人有各人的评价，但演员尽心的表演已经真切地还原了历史。            
(5星)	 和家人一起看的，怀念            
(5星)	 前面很好看 后面看不下去啊 震撼            
(4星)	 喜欢，但感觉似乎一直没有系统的看完过……            
(5星)	 陈道明的演技很棒             
(2星)	 一上来就借用大英雄郑成功的曲子，还把“血淹没人间，安得太平美满”改成了“愿烟火人间，安得太平美满”语义不通！！！篡改历史较多！攻打台湾之前，郑经已经死了。。。。很多。郑克爽降清后日子不仅过的毫无自由，连家里面人都快养不起了。面对数百人的俄国探险队，没怎么提。演员演技好。            
(4星)	 道明哥太帅了            
(5星)	 陈道明是无敌的。            
(NA)	 好喜欢陈道明。            
(5星)	 看这个是因为二月河的书            
(3星)	 80/100：撇开通篇让人233的“我孝庄”其实还不错……可那一堆“我孝庄”直接导致到后面我一看到斯琴高娃开口就想笑……            
(5星)	 片头那首歌真好 老康啊老康··这一辈子就最后那么点磨叽的子孙事儿除了岔子···不过，挺好。这样才比较像一个人么……            
(4星)	 喜欢陈道明啊~            
(5星)	 爱死陈道明了            
(4星)	 你面的康熙对自己最亲的人好不近人情啊~~~特别是容妃            
(4星)	 回看，看到了很多。            
(4星)	 主题曲非常有气势。            
(5星)	 我那时候觉得皇后好可怜            
(5星)	 嗷~道明叔啊            
(5星)	 拍的好……            
(5星)	 好看            
(5星)	 拍得好演得也好。。。            
(5星)	 好多年前全家一起看的            
(3星)	 国产也经典            
(4星)	 道明哥。。。。。            
(5星)	 权术之大成者~            
(3星)	 我记得我看完还买了碟收藏，现在居然没印象讲了什么 —— 老年痴呆了。            
(4星)	 觉得很好看啊            
(NA)	 还是喜欢康熙小的时候那个演员！            
(5星)	 陈道明，爱爱爱爱！            
(4星)	 陈叔的代表作，大爱            
(5星)	 陈道明、斯琴高娃高超演技！            
(5星)	 终于又重新全部看了一遍。热泪盈眶。想起高中看剧本时候的情形。            
(5星)	 演技派啊！虽然有台词瑕疵，但是对于中国清朝片来说真的很不错了。            
(5星)	 唯一连续看的连续剧            
(4星)	 = =作为电视剧，其实拍的不错···但╮(╯_╰)╭无好感            
(3星)	 一般吧            
(5星)	 特感人            
(4星)	 多长多长啊   爱陈道明            
(5星)	 这么多年过去貌似没再见着这么好的电视剧了            
(NA)	 当年看的时候觉得很过瘾            
(5星)	 当年看的时候还小，很励志！            
(5星)	 也是初中时候的事情。            
(5星)	 当年很喜欢 片头曲也很好听            
(3星)	 宝日龙梅你强暴了朕            
(5星)	 我没救了是不是......真是够了啊！！            
(NA)	 我怎么什么电视剧都沾点啊~            
(NA)	 少年后皆是乏味历史，看不下去了。前面倒是让人泣涕涟涟            
(NA)	 看的第一部正剧吧            
(4星)	 这部我应该看得不完整的，有机会重温。            
(4星)	 回忆            
(4星)	 初看很喜欢，若干年后再看，觉得又不是那么回事儿了，不过明叔的演技没的说            
(4星)	 开始喜欢陈道明，很多年前了            
(4星)	 歌曲很大气 一听到就激昂澎湃的            
(5星)	 都是粉饰   演绎的很好            
(4星)	 男人的大智慧也无非是一些小聪明            
(4星)	 二月河的小fan            
(5星)	 记得那时候爱和爸爸一起看T.T            
(NA)	 陈道明很有味道            
(5星)	 陈道明的经典            
(NA)	 很爱看，大气磅礴。            
(5星)	 陈道明最好的作品            
(NA)	 和爸爸一起看过好多遍，喜欢斯琴高娃、陈道明，很多故事很感人            
(NA)	 觉得挺好看            
(5星)	 陈道明的主打！            
(5星)	 陈道明！！大爱            
(NA)	 教会康熙如何成为明君            
(3星)	 再活五百年=。=            
(5星)	 恩，至今为止，最喜欢的电视剧            
(5星)	 很喜欢这部，买了正版碟收藏            
(5星)	 每看这段必哭：五十年来，朕与孝慈仁皇后心心相印，情理相通，同甘共苦，恩爱交融。五十年来，朕与孝慈仁皇后，有如日月随行于天，光辉共泻于地，堪为天下人之楷模！容妃啊，从此你与朕千古相随啊            
(3星)	 我不喜欢这不太真实的历史。。。            
(5星)	 原本就喜欢康熙 还是陈道明演的 吼吼~            
(5星)	 陈道明去青楼泡妞都那么潇洒⋯⋯真是⋯⋯            
(4星)	 好看            
(4星)	 康熙有这么好么？            
(5星)	 五星～不解释！            
(NA)	 好想再活五百年            
(4星)	 看康熙爷修身齐家治国平天下            
(5星)	 本来是陪我姥姥看的。但是，啊，道叔，人生若得嫁你，死亦无憾那！            
(NA)	 这个电视剧暑假又看了一遍，还是觉得不错！可能侧重点不太一样，有点悲情，觉得没有体现出来康熙皇帝的威严，只是看到了他自私的一面，看到能干的大臣在完成任务后的凄凉甚是感慨啊！            
(5星)	 经典的片子，好惭愧哦，我说我看过，我是跟着我爸看得，那时候还在念初中，话说不能看电视，就找借口学习历史蹭着断断续续看了一些，好喜欢陈道明大叔，嘿嘿~~            
(5星)	 从此记住陈道明            
(NA)	 陈道明的表演绝对是艺术，总能带动观众的情绪，和大宅门一样都是中国电视剧史上的经典之作            
