http://movie.douban.com/subject/2119419/	我和僵尸有个约会1 我和僵尸有个约会I
(1星)	 剧情狗血 扯鸡巴蛋            
(5星)	 看过不下两三遍了            
(4星)	 是不是有很多非主流觉得这是一部烂片啊            
(5星)	 最好的连续剧            
(4星)	 8            
(5星)	 晓满和我一起看的时候，很害怕。            
(2星)	 现在看好无聊            
(5星)	 那时居然被吓到了~            
(3星)	 經典成這樣！            
(5星)	 这部是港剧僵尸片的经典··每个角色现在都还历历在目，            
(4星)	 经典啊～～～得闲重温            
(5星)	 第一部其实并不成熟，但垫了很好的底。            
(NA)	 超级好看一定要看            
(5星)	 僵尸也有森严的等级制度！            
(5星)	 喜欢编剧无敌的想象力            
(5星)	 童年记忆            
(5星)	 港剧看的少，喜欢的更少，这个是例外。            
(3星)	 太恶搞了            
(4星)	 爸爸推荐..            
(4星)	 小时候非常喜欢的电视剧，万绮雯很漂亮。            
(4星)	 大一第一学期期末，兄弟们还都没电脑的时候凑一起看的，巨怀念！            
(5星)	 雖然舊,但還是很好看            
(5星)	 超能探长么            
(5星)	 只记得那一滴惊艳的泪。令人心疼的微笑。            
(4星)	 讨厌说什么我最爱的人不是你，但最你一定是爱我的人。            
(5星)	 没有了马小玲的世界 他不要            
(4星)	 第一部最好看            
(5星)	 我永远爱你《我和僵尸有个约会》            
(NA)	 值得一看的僵尸片，能够那么久受人追捧不是没有原因的。马小玲好萌……            
(5星)	 爱死了            
(5星)	 亚视少有            
(5星)	 经典啊            
(NA)	 在记忆中有他的位置~            
(4星)	 第一次知道了是港剧的厉害！            
(3星)	 話說……唔係電視來嘅咩？……            
(5星)	 这是悲剧的始源            
(NA)	 想当年极其喜欢看的僵尸剧I            
(NA)	 经典            
(5星)	 万绮雯的大长腿啊 (¯﹃¯)            
(4星)	 当年看到的时候，感觉既害怕又想看。。。感觉简直不摆了。            
(5星)	 日日夜夜望穿双眼心已破碎            
(5星)	 女主角的腿实在是美的没话说了的~虽然我是女生，但是我还是想这么说~            
(NA)	 真是♡            
(5星)	 ATV最好的剧集 当然还有戏王之王 重看重看 ！！ATV演技派 TVB偶像派            
(NA)	 勾起无限的回忆            
(5星)	 好多年了            
(4星)	 小学暑假租错了碟，无意间看了几集，就爱上了，这种题材总能吸引到我，还是不得不承认，陈十三很鬼才            
(3星)	 当年萌的要死，果然是年轻啊，喜欢这种外放的情感            
(NA)	 能看             
(5星)	 ATV静系得一出电视剧好睇，就系《我和僵尸》系列，但就系呢个《我和僵尸》，无线禁多年都超越唔到翻拍唔到，某程度上吐气扬眉一番~哈哈            
(3星)	 一只貂。            
(5星)	 原来只要共你活一天，凡尘里一切可忘记            
(5星)	 万绮雯漂亮            
(5星)	 超喜欢马小玲况sir第一部里也不错，就是矮了点            
(5星)	 喜欢，所以也希望你们喜欢……            
(5星)	 马小玲~~~~~~~            
(4星)	 这部的陈启泰真是嫩好多，斯文的来，所以我喜欢的是68岁的小正太况复生，可爱啊可爱，好像捏他的脸啊.....尹天照继续54ing......            
(4星)	 经典的ATV连续剧。如果能把感情戏在处理的细腻一点就好了。            
(5星)	 看了2才反过来看的1，还是不错的            
(5星)	 极其富有想象力            
(5星)	 难以置信            
(NA)	 粤语文化圈80后集体回忆。。。            
(4星)	 世间有爱            
(4星)	 呃..小时候超迷况天佑            
(5星)	 虽然是很老的片，但不能否认它的经典之处！让很多人想起很多事！            
(5星)	 好想完整地看一遍！            
(4星)	 山本一夫你咋就那么帅气啊~~            
(NA)	 经典！            
(5星)	 小学时的梦想啊 。。天天窝被窝里想啊 。。            
(4星)	 原来心痛的感觉也可以上瘾            
(4星)	 有时候经典的东西就是无法超越，我不能说这部电视剧是经典，但它好看，且不属于那种看过就忘的那种在这部剧里，我想最喜欢的还是山本吧，看完后却不知喜欢的到底是山本还是陈启泰本人，他还真有这种魅力            
(4星)	 小时候 嘿？            
(5星)	 很喜欢很喜欢            
(5星)	 古老与永恒，现代与一生一世~             
(5星)	 很好，很好看....            
(5星)	 如果男主角再帅点就好了            
(NA)	 好看            
(4星)	 哈哈，真是好喜欢小玲啊~~            
(5星)	 第一次觉得编剧能把智商调节到正常人水平的港剧。            
(5星)	 当年的尹天照挺帅。- -            
(5星)	 很喜欢马小玲~            
(4星)	 ATV             
(4星)	 马小玲！~            
(4星)	 很久之前看过，蛮喜欢，这几天在时间这么紧迫的情况下，竟然又重看了一遍。我是从不重看电影的，何况是连续剧了！但是，真的是蛮喜欢。            
(4星)	 杜汶泽真可爱，转世许仙，哈哈            
(5星)	 被我刻盘的电视剧不多，恩            
(5星)	 充满想象力的鬼怪传奇言情片            
(5星)	 我最愛看的港劇之一            
(NA)	 在上大一的时候，在网吧通宵看，那时候唉……            
(5星)	 还是喜欢老片            
(5星)	 记得小学的时候每天晚上一边做作业一天听爸妈看这部电视剧T-T凤凰卫视放的时候名字是&#34;僵尸探长&#34;            
(NA)	 我爱雯雯            
(5星)	 好劇本好演員！            
(5星)	 超好看～            
(5星)	 真的真的超好看，是難得的不是tvb的劇卻很受歡迎，但畢竟有點久了，再看可能會覺得很假，但是彊屍與獵人之間是不容許的。            
(4星)	 现在又开始回顾，小时候又怕但却舍不得放下的电视剧~            
(5星)	 太棒了            
(NA)	 而过人            
(NA)	 ryhurururyy            
(5星)	 小学最爱。最好看的一部。我爱马小玲，嘿。            
(5星)	 我和僵尸有个约会            
(5星)	 正在看..            
(NA)	 初三看的电视剧            
(5星)	 以为很恐怖，其实很感人。万绮雯实在太灵了！            
(NA)	 看过            
(4星)	 超级好T            
(5星)	 小学看到大学终于看完。。。            
(4星)	 马小玲的短裙太诱人了            
(NA)	 小学就迷的片子            
(4星)	 还是早期香港电视剧有爱 况天佑 马小玲 绝配 哈哈            
(5星)	 如果這世界真有僵尸。。。            
(5星)	 本人一直比较喜欢关于吸血鬼的故事，这本在港剧算不错的，出了三部。不过还是第一部好看。            
(5星)	 最爱蚊蚊！            
(NA)	 今年是僵尸十年纪念,重温旧典            
(NA)	 在看            
(NA)	 小玲很漂亮，天佑很帅~~~            
(NA)	 初中看的剧``让我惦念至今..            
(4星)	 from XLX~            
(5星)	 就算今天来看依然好看~！            
(NA)	 从前叫《超能探长》经典剧情            
(5星)	 新颖、浪漫和美丽的爱情让这部现代奇幻剧与众不同。            
(NA)	 关于僵尸的爱情故事            
(5星)	 陈启泰 杨恭如            
(5星)	 僵尸与天师的爱情会有结果么。假如世上真有天佑这样的僵尸该多好啊。有时会想在自己最好的年华成为一个僵尸，这种偶尔想法会冒出来一下，再往下一想又有些害怕，不过想想罢了。            
(3星)	 一个字，赞            
