http://movie.douban.com/subject/4217513/	就想赖着你 就想賴著你
(5星)	 蛮好蛮好...            
(5星)	 放松的影片，虽然现实不可能如此，但也不必要每时每刻都这么现实，偶尔也要放松一下子啦。            
(4星)	 闷骚项律师            
(5星)	 最亲爱小太阳。            
(3星)	 言承旭也是摩羯座，这个星座总是出奇人。            
(5星)	 超爱言承旭~！！！！！！！！！！！！！！！！！好爱~！！！！！！！！！没有办法的~~~ella也超可爱的。。。里面的人都超可爱~~~~~~~            
(4星)	 喜歡這部片子倒是因為她打打鬧鬧讓人看著很開心~            
(4星)	 第一次发现言承旭真是帅啊~  哈哈，这样的男人最好了，有点小羞涩...~            
(3星)	 里面有小小彬！！            
(2星)	 有ella和大帅哥言承旭也丝毫提不起我的兴趣，好无聊。。。。            
(4星)	 一直很不屑于看台湾偶像剧。偶然中看了这部，第一次觉得原来台湾偶像剧也有不错的，全程看得很轻松舒服，Ella很可爱，感觉就是本色表演，也第一次觉得言承旭原来也挺有型的，然后超喜欢里面扮演姐姐杨朵的小娴，演的超自然，其实她长得很甜美啊！            
(5星)	 很好看的电视剧哦，言承旭的那种可爱真的是令人难以抵抗的魅力哦。            
(4星)	 华娱卫视每天在播。。言承旭饰演的项羽平帅到爆！MAN到爆！可爱到爆！霸道到爆！此等完美男人只有偶像剧里有！。。Ella你是有多幸福！！            
(4星)	 以前朋友看的时候觉得很傻，很幼稚很白痴，今天闲来无聊看看，嘿，还蛮逗的，虽然真的很白痴，但表情夸张的很可爱~~呵呵，萌的可爱~~            
(4星)	 挺有意思，蛮喜欢ella的            
(5星)	 狠不错的偶像剧……其实除了平果夫妻之外……更爱旭桦~~            
(5星)	 有一个评论说到 真正的爱，与生命同在，与灵魂同存。             
(4星)	 甜蜜调调够了，继续看小小彬耍可爱哈            
(4星)	 一切都是一个莫名男二惹出来的是非。            
(3星)	 某个人丑死了　某个人演的太差了　            
(4星)	 很白痴但也很温暖很可爱的片子～            
(4星)	 挺甜蜜的，感觉言承旭本人就是这样            
(3星)	 言承旭出奇地可爱！            
(3星)	 轻轻松松嘻嘻哈哈，简单生活幸福人生~~            
(5星)	 言承旭真的很用功~看完觉得很温暖            
(4星)	 男二、女三、男三~~~27            
(4星)	 很好看，很单纯的爱情剧，台剧。比起大陆的爱情剧，家庭剧，我更爱看台剧，至少有一份美好，无论真假，总能看到，就算是童话，那也让我们住一会儿童话，算度假。            
(5星)	 很喜欢，边看边笑            
(5星)	 对，就想赖着你~            
(4星)	 偶像剧有偶像剧的好处 咩哈哈            
(4星)	 很不錯 這部劇愛上言承旭了            
(5星)	 好喜欢这里的言承旭            
(5星)	 好玩。。。好玩。。。帅锅~            
(NA)	 话说ELLA的演技夸张了些。            
(4星)	 喜欢ella这里的性格，就是有点太大妈了……言承旭还是好帅呀，一点都看不出来老了！就是故事还是有点太磨磨唧唧的            
(3星)	 ELLA老了...            
(5星)	 言承旭 阿果好可爱吖~            
(NA)	 突然发现还蛮喜欢看言承旭演言情剧的，可以看到木头人遇到爱情时呆呆的反应，哈            
(4星)	 小小彬儿~杨果果~            
(3星)	 看看可以了，言承旭穿衬衫的样子还是有模有样地。            
(4星)	 我居然又开始看台湾偶像剧- -            
(5星)	 清新~不想用脑子时看个这种偶像剧感觉很好！            
(3星)	 言承旭的声音还是蛮适合演偶像剧的，但是呢，演律师有点怪啊，陈紫函在里面有点怪怪的，张勋杰帅~哇咔咔            
(4星)	 言承旭真的好帅~~（爱心爱心爱心~）            
(3星)	 蛮乐的            
(4星)	 好女孩值得被宠爱            
(1星)	 恶心，那种台湾腔，不良笑花我坚持2分钟，它，半秒难熬。            
(NA)	 新年在看这部 想说。。。。很好笑 哈哈哈            
(4星)	 男主角突破传统比男配角对女主角好哎～ 看着很心疼的台剧 堪比命中啦            
(5星)	 加滑&amp;旭旭            
(4星)	 还可以吧····ella很不错·····延长线还过得去·            
(4星)	 好喜欢杨果太可爱了            
(4星)	 很多心声和对律师职业的看法            
(4星)	 难得能看到底的台剧            
(4星)	 至少完整的看完了~~~            
(4星)	 做个像杨果一样可爱的单纯的无忧的女孩            
(3星)	 还可以            
(NA)	 哈            
(4星)	 就剧情而言的确是老套了点。Elle的演技好像有那么一丝丝的提高。@Home            
(3星)	 感觉一般 灰姑娘的故事            
(NA)	 ELLA            
(3星)	 乱套. 不过言承旭很养眼的说.            
(4星)	 言承旭太帅了妈的！！越狗血的剧情我越看得笑西了~~~~~~~~            
(2星)	 看着Ella演电视剧谈情说爱的 怎么的都很别扭。。。 剧情也很恶搞。。。            
(NA)	 言承旭依旧帅 可惜已不再是道明寺            
(5星)	 我觉得这个可以看！            
(NA)	 断断续续 也算看完了 有一两个 关于梦想 关于没有结果的 桥段 很触动            
(1星)	 大帅哥喜欢了男人婆            
(5星)	 特特特特特爱这剧 这是所有言承旭的角色里最爱的 也是ella所有角色里第二爱的。两个都有演技的人 也很有爱 只可惜收视率受到盗版影响不尽人意。加之两大主演着实太忙 导致草草结尾            
(3星)	 ella很可爱            
(4星)	 鄙视我吧，我还在看偶像剧……            
(5星)	 好！太好了！            
(4星)	 虽然情节太俗套，可是不妨碍好看。但总是觉得，那个齐可中对杨果的感情来得莫名其妙            
(5星)	 言承旭的完美表演，不只是偶像，还有演技与实力            
(4星)	 这部剧之后，个人比较喜欢言承旭（的剧）了。、            
(5星)	 喜欢。可爱的台湾，可爱的人，演出可爱的故事。ps：看台剧时微软输入法自动变成台式输入法嘞，完全不会用。            
(NA)	 言承旭真的很好看啊~~~~~            
(4星)	 傻傻的，还相信有爱。            
(3星)	 看过就忘，但能投入的看完            
(3星)	 近两年没什么好看的台剧，这个算能看的了，就是挺接受不了男女主这样的搭配的。            
(3星)	 挺幸福的，不食人间烟火的都是。哈哈            
(5星)	 轻松浪漫搞笑，喜欢这种幸福的感觉~            
(5星)	 张勋杰 从石头剪刀布 到 就想赖着你 都是感觉很令人厌恶的角色哦 言承旭&amp;ella 我又迷进去了。。。            
(3星)	 男女主角搭配很奇怪            
(NA)	 小斌斌好可爱呀 爆笑剧情             
(4星)	 言承旭 好可爱。            
(3星)	 一星给黄瑜娴 一星给言承旭 一星给陈嘉桦            
(3星)	 爱你呦神马的真好…偶像剧真好…能快进真是太好了，TAT            
(5星)	 很好笑啊            
(5星)	 看了很开心，超喜欢言承旭！            
(NA)	 我承认我无聊了            
(4星)	 很久沒這麼完整看完一部台劇            
(3星)	 Ella肉鼓鼓的小脸还蛮讨人喜欢的。小小彬可爱到爆。            
(3星)	 两倍快进的结果。。唔。。还可以的            
(5星)	 10年前喜欢暴龙不喜欢道明寺，10年后项羽平终于帮暴龙双剑合璧了。巨赞。but盗版猖獗，可惜了。。。。。            
(4星)	 小小彬好可爱~            
(5星)	 喜欢ella- -没辙            
(3星)	 言承旭越来越有腔调了。。。            
(5星)	 很温馨 很舒服的偶像剧 不用思考             
(5星)	 项大哥最酷了~~~            
(2星)	 表示看这剧的时候最喜欢的是《爱上你》这首歌。剧本身其实挺无聊的。            
(5星)	 从来没有发现暴龙是这么滴耐看。他把这个角色诠释得很好，严肃中又带点可爱的幽默！~            
(3星)	 不用动脑子的小偶像剧~            
(5星)	 苏了言承旭。。。ELLA好可爱。。。            
(3星)	 就是需要这种只要看着笑过就算了的剧哈~不过言承旭这么多年还是那个样子呢，真好，也真不容易啊            
(3星)	 刚看是看的时候有感觉后来就没了            
(4星)	 ELLA口爱啊。陈嘉桦，你真迷人。小小彬，你还是那么地口爱。            
(4星)	 言承旭变帅了演技变好了~~Ella依然超弱~~大爱小娴演的姐姐+一柜子的糖果+杭州外景+小小彬+男猪脚的衬衣西裤身材~~            
(4星)	 就是喜欢ELLA的笑。每次看到她就脚的好高兴凹~            
(4星)	 Ella的对白很有趣阿~             
(4星)	 喜欢ELLA的性格，他们一家都超可爱的，羡慕ING……            
(3星)	 其实我喜欢姐姐呀。            
(NA)	 很久没有这么喜欢一部电视剧了，言承旭还是那么帅，ELLA虽然有点傻的可爱，但是真的很感人！我喜欢这种纯纯的爱情！            
(NA)	 是一部好看的戏，剧本好，演员好，导演好，音乐好。　　言承旭的表演非常具有感染力，这就是他的魅力。            
(4星)	 Love Jerry            
(5星)	 非常有趣的一部戏剧~~~~~            
(5星)	 太搞笑了  言承旭太帮了            
(5星)	 hao            
(5星)	 冲着言承旭看这部片子，果然很给力            
(4星)	 Ella太搞笑了~            
(5星)	 看这部戏的时候让人觉得幸福。言承旭的演技提高好多。            
(NA)	 喜欢Ella去看的，不过惊喜的是，终于发现言承旭也是帅的！！身材也不错~            
(4星)	 喜欢言承旭的声音....            
(3星)	 看不下去了            
(NA)	 言承旭身材增好·· ╮(╯▽╰)╭            
(3星)	 钝感力的集中体现啊……            
(4星)	 只为言承旭            
(3星)	 有些弱智，不想脑子动的时候还可以看看            
(5星)	 看着心里满满的，很温暖很幸福            
(5星)	 巨好看~~~~            
(3星)	 对ella的发型无语了            
(3星)	 这三星全是言承旭的，我爱他，其他的都是屎            
(4星)	 没想到现在的我还会喜欢偶像剧……            
(5星)	 时光荏苒过，为什么老言还是那么帅，沙哑磁性的声音，成熟男人的魅力啊！            
(4星)	 其实一开始对Ella无感，因为老妈喜欢看，我就跟着看了，偶像剧就是有这样的力量，让现实中的丑小鸭相信自己会遇到王子。虽然我已经过了做梦的年纪，不过这部片子，让我知道，在生活中，靠自己，最美丽！            
(5星)	 完全是看帅哥来的~            
(4星)	 没有理由，但确实是喜欢Ella，呵呵            
(NA)	 不错的。            
(5星)	 ！！！            
(2星)	 换电视频道时切到时看过几次,每次都是ELLA撅着嘴巴,歪着脑袋的傻瓜表情,真是受不了了。言承旭的演技不得不说烂,和以前流星花园一样,没有进步的。但是大叔不能再这么演了,还是演点别的角色吧.            
(4星)	 不错            
(NA)	 不得不佩服言承旭的内心戏演的确实很棒            
(4星)	 原本用来缓解情绪和杀时间用的、结果发现Jerry真是越长越美好了 T T            
(4星)	 就觉得从言承旭的嘴里问Ella“那你有没有看过《流星花园》”的时候，很奇妙的感觉。            
(2星)	 真是越看越没感觉呀~~            
(4星)	 还是喜欢言承旭这傻样儿            
(4星)	 虽然一如既往的男有钱，无情冷酷，然后被没钱，心地很好的天使般的女主角感动，然后恋爱结婚。这在生活中简直就是做梦，但尚算正常的偶像剧吧。。有点搞笑。。我只是比较喜欢Ella，言承旭的身材又超好的。。所以，看看吧，在无聊，或者心情不好的时候！            
(3星)	 言承旭很帅，ELLA太MAN，打的三分因为言承旭，扣掉的两分因为ELLA。MAN气逼人，真的不好，怎么也该把胡子刮干净再出来演女人啊            
(3星)	 剧情还是跑不掉白马王子追求灰姑娘的套路..不过项羽平这个角色很出彩            
(2星)	 男女主角都……开头有嘀搞笑            
(4星)	 很是喜欢 看的非常开心呢 两个小鬼太可爱了 尤其是弟弟 言承旭这么多年了还是那么帅 O(∩_∩)O~            
(5星)	 冲着卖萌的言承旭，必须给五颗星！            
(NA)	 冲着ELLA看的。。            
(5星)	 越看越欢乐，我爱言承旭            
(5星)	 太幸福，  弄得我都会有一种莫名的 幸福感。   这样的剧我喜欢的原因， 是因为他们的阳光都很漂亮。  杨果的 傻气，  项羽平 的 “表里不如一”。  真的不希望这只就是 歌童话／            
(5星)	 喜欢ELLA，于是喜欢这片子，于是喜欢言承旭。陈同学要是再再收敛些就好了，言同学还是时常娇羞状有个姐们很像杨朵，不过是缺乏安全感很喜欢这部片子，愿大家都幸福            
(4星)	 还是很帅的。。。暴龙同学            
(4星)	 道明寺的演技的确不可同日而语！更帅得让人内伤！ELLA是本性演出！超可爱！看了就想捏！还有很喜欢小娴！还有昱霏昱霆！昱霏超漂亮！昱霆超超可爱！！            
(4星)	 三颗半吧，场景呀，剧情什么的都看得蛮舒服。拥抱牵手都是比较能够接受的，至于接吻....            
(5星)	 简单点的爱情还是好的。            
(NA)	 看不下去我居然            
(NA)	 很有爱~            
(3星)	 一气儿看完了。。。            
(4星)	 就是觉挺突破  最后三集言承旭才告白成功 ella太装可爱了  但言承旭却帅了很多哦             
(NA)	 老妈竟然也爱看            
(4星)	 还不错啊，剧情蛮搞笑的~Ella演技一点也不做作~            
(4星)	 言哥 帅气            
(3星)	 为神马是Ella。。            
(3星)	 嗯呵 比起早些年的台湾偶像剧还是可以滴 至少台词搞笑的多 男男女女也悦目 不悦目也至少自然 哎 就是喜欢喜剧 就是喜欢大团圆的ending 吼哈哈哈哈……             
(4星)	 言承旭的演技有在进步！！！！！！！！！！！！！！！！！！！！            
(3星)	 Ella演技提高了            
(4星)	 除了最近爱看台剧外，连台的偶像连续剧我好像都不排斥了哦，对于这部片，吸引我的是他的故事情景所会让人延伸的一些东东吧，记得我经常跟老公说，多下一些爱情片，虽然不年轻了，但还是会喜欢做梦，呵呵…            
(3星)	 大爱！ 言承旭。。。亲亲            
(NA)	 我的妈呀··笑死我了！！！笑死我了！！！            
(2星)	 没看全，看不下去            
(1星)	 只有一颗星，给男二号。==            
(4星)	 大爱~~            
(5星)	 非常非常温馨的台剧~~            
(4星)	 如果想笑可以看~            
(4星)	 有些情节看着还蛮搞笑的啦            
(5星)	 时隔9年，再次爱上Jerry你跟ELLA一定要幸福啊！赶紧公开吧！            
(4星)	 少女情怀在激荡~            
(4星)	 搞笑的剧情，阴差阳错的爱情。爱情似乎总是在悄悄中萌发。悄悄爱上你，就想赖着你~            
(4星)	 当初看这片儿时是抱着好奇的态度：言承旭和ella究竟能有怎样的火花？。。。后来发现ella的表演其实还挺小女人的~插曲都很好听~~            
(4星)	 项律师好傲娇哦 &gt;///&lt;（个有道明寺情结的人            
(2星)	 猶猶豫豫，還是給2星，應該是兩星半，兩星給ella，半給劇情……據說是台灣劇有進步的一個……毛看過其他台灣偶像劇……毛對比……我覺得不會好過某古裝大型言情劇……所以……爲什麽毛有一般這個選項捏……            
(5星)	 小昱霆很有爱呢~            
(5星)	 我喜欢看NG和花絮。。我的爱稍瞬即逝。还是没能一集集的看完。。虽然花絮还是很好笑。。            
(5星)	 他俩很逗，很幸福~~~~~            
(4星)	 言承旭太可爱！            
(NA)	 哈哈 以前没看过言承旭的戏，这次看了感觉他原来也可以演喜剧，呵呵Ella不用说了，一直都这么爱耍宝，哈哈很好看 我喜欢 歌曲也挺好听的            
(4星)	 虽然对言承旭的演技还是有所保留，但是蛮喜欢这一对的。P.S.ELLA的瘦让我有减肥的冲动了。            
(4星)	 不错啊不错~~剧情蛮轻松。。喜欢Ella~~            
(4星)	 言跟ella多么有爱啊！！！爱你哟~            
(4星)	 现代灰姑娘的故事。因为Ella，所以睇！嗯嗯~            
(4星)	 笑死了 看完了 真的是 超可爱加超可乐 看完心情好好哦             
(3星)	 早知道不看这部剧了。哎，可能那时候多多交流的话，不会是今天这样吧。            
(3星)	 安微台在播，从中途看起，于是上网看完完结。ELLA挺可爱的，有人说我像她，哈哈哈哈哈            
(5星)	 好喜欢这样的感情            
(3星)	 我才知道，原来言承旭也是大帅哥啊~怎么那部流星花园把你毁的那么彻底呢~让我那么多年都对你抱着bs不屑的态度。            
(4星)	 Jerry的酒窝实在好看            
(5星)	 就是喜欢看轻松乐观的偶像剧            
(4星)	       言承旭好帅！可惜演技有待提高！不过不会影响我对这部电视剧的喜爱！    这样的故事生活中是不会出现啦！比丑小鸭变白天鹅的故事还难以让人相信！人们总是很奇怪，越是不会发生的事，越会比较好奇！    偶像剧而已嘛，何必认真呢！            
(3星)	 好久没看到这么傻傻的暴龙了，后面发展得那个叫快速            
(3星)	 故事还好，能接受，就是ella演的着实有点儿傻过了~~~            
(4星)	 很欢乐  言同学蛮帅  看的很想谈恋爱            
(4星)	 我真的是去看ella的！多加一星            
(4星)	 发现ELLA原来很可爱。。            
(NA)	 搞笑。。。            
(5星)	 2010.9 复习时候偷看的，言承旭还是呢么帅啊            
(5星)	 流星花园那阵，非常喜欢Jerry，后来平淡，这部剧，让我重新喜欢上这种闷骚傲娇男，哈哈哈哈哈            
(4星)	 看这个电视剧的时候觉得言承旭很帅。            
(3星)	 单纯地喜欢上了言承旭单纯的笑容，喜欢他温柔的霸道表情。            
(NA)	 笑过 哭过 就OK~            
(3星)	 王子和灰姑娘的故事也只能是在偶像剧中出现了。            
(3星)	 爱情说穿了，就是一个人丢了，一个人去捡。。。好纠结的四人恋到N人恋啊，我又不淡定的去看偶像剧了。。。还算是比较搞笑可爱清新自然的台剧啦，如果女的都像女主那样搞装天真耍无知就可以堂而皇之D一脚踏两船的八面玲珑就好了            
(5星)	 我就吃言承旭这套&gt;&lt;            
(4星)	 第十集~ 可爱&gt;.&lt;  里面他们俩逗我乐嘛~            
(3星)	 Miss杨太有喜感了            
(NA)	 Ella的可爱在剧中真是酣畅淋漓。是部让人轻松的爱情喜剧。            
(4星)	 喜欢言承旭~很可爱            
(3星)	 言承旭超帅的            
(5星)	 言承旭还是初恋，阮经天果然只是crash            
(4星)	 ............................................            
(4星)	 好好笑！杨朵这个角色实在太亮眼了！            
(4星)	 比较一般般的 素材  不过人物表演得还不错   有ELLA 的风格            
(5星)	 想要轻松的开心的过一天            
(3星)	 看看帅哥            
(NA)	 不动脑子的时候看蛮好的 心情特别high            
(4星)	 真幸福。            
(4星)	 不知道为什么，我真的很喜欢看男人宠爱ella的样子啊，我到底是喜欢谁啊，ella或者男人们？            
(4星)	 有台剧一贯通病，开头很好，越到后面越纠结，匪夷所思，总体剧情老套了一点，但是重在演员选得不错            
(NA)	 竟然一集集追完了！！！！我们总是努力成为那个完美的另一伴，忘了自己原来的样子，真正的爱是这样吗，不是的，爱的是你的傻、你的单纯、你的善良。            
(5星)	 言承旭的喜感十足，超突破            
(5星)	 演得不错， 笑着看下去的。            
(4星)	 一开始觉得像 咖啡王子一号店 后来觉得其实也蛮好看的 言承旭啊 还是觉得他可爱的时候比较迷人 最纠结的是张勋杰 看了10多集才认出是他 还是短发比较帅气嘛            
(5星)	 向来讨厌偶像剧~~但这部可谓是绝对经典~~~因此大爱言小旭，哈哈。。力荐！！！            
(3星)	 啊，又是杭州~            
(4星)	 唉 我还是不喜欢Ella            
(4星)	 喜欢ELLA的角色            
(5星)	 言同学帅的一笔            
(5星)	 天哪怎么会这么好看            
(4星)	 言承旭 帅！            
(3星)	 看过小部分。。结局很明了            
(NA)	 呵呵呵。。。无聊一回~            
(5星)	 打五星，没的说~            
(4星)	 大爱项律师。。。            
(4星)	 言承旭！            
(3星)	 喜欢齐可中，不解释            
(5星)	 很能休息脑袋~！            
(4星)	 啊哈哈好好看~太搞笑了，心情不好的快来看~elle笑死人了！言承旭未免也太太帅了吧~~帅到像画出来的一样的哎~~！            
(5星)	 很温馨~很甜~看了让人有幸福的感觉~喜欢这剧~支持~            
(4星)	 其他都一般，超喜欢姐姐杨朵，虽然市侩，但真的是个大好人，精明干练，可惜没和梁志豪先生在一起，因为伟大的杨朵，执着爱着一个人却为自己所爱的忍痛割爱，所以给四星。            
(4星)	 喜欢刘力扬唱的礼物，和she的只为爱上你            
(NA)	 言承旭在这里面真是可爱啊~            
(5星)	 很可爱～很想赖            
(3星)	 刚开始播的时候，真的没兴趣去看 当电视台放的时候，突然有兴趣在网上把它看完了 在拍戏的花絮里看到Ella，好搞怪哦 就是这阳光可爱的个性才有那么多人喜欢她 言承旭 还是一成不变的发型 这回诠释律师的角色还行 陈紫函 戏路好广 这一段时间 无论是古装还是现代 都能看到她的身影 不错            
(NA)	 额。。女猪脚我实在是不太喜欢。。            
(5星)	 超级超级的好看啊多少年没看过这么棒的电视剧了            
(4星)	 = =我必须承认是两个老年人在拍电视 看的不也是老年人么。男一相当不现实的- -我还真没发现那个是刘力扬            
(4星)	 大陆的求婚戒指是I Do的 台湾的求婚戒指是cartier的            
(4星)	 剧情没太新意但很有趣，人物不太真实但很温暖，演员没啥演技但很养眼，偶像剧我不爱但喜欢这部！言承旭好帅呀好帅好帅呀~一笑眼睛就亮起来，酒窝开了花，一努嘴一生气一耍赖，可爱得不得了！但霸道、幼稚、不讲道理、占有欲强、大男子主义的项大律师，不就是另一个道明寺吗？十年间的阿旭还只是标签？            
(4星)	 很可爱的一部台剧..            
(5星)	 如果选我最喜欢的台湾偶像剧，除了《流星花园》《薰衣草》，就是《就想赖着你》了！！！言承旭好帅！！！！            
(4星)	 9年后我还是被你的小蛮腰和“天真无邪”的各种表情秒杀了...不自觉地笑个跟个白痴一样- -！有没有cut版...            
(3星)	 Ella总是给人很快乐的感觉。。。没想到我也挺脑残的，看这个又哭又笑。。            
(5星)	 就是喜欢言承旭大帅哥那种温柔的表情，诶呦~~~我是花痴啦，嘿嘿            
(3星)	 至少可以看下去，比某些台剧洗具些。。。            
(4星)	 挺有意思的偶像剧。            
(4星)	 寒假看的，虽然剧情老套，ella 很外放，但是项羽平水哦，够专情！            
(4星)	 消遣消遣还是很好看的哈哈~言承旭的声音真是性感啊！！！            
(5星)	  言承旭 好帅！！！！！！ELLA好萌啊！！！！            
(5星)	 剧中的杨果她姐和她爸。这两个角色挺搞笑            
(3星)	 VCD版，前十集还不错啊，让我有打五星的想法，但中间太狗血，后面太拖沓，你猜我心思我猜你心思猜到二十多集才明白互相的心意，看得我好累，怀疑里面人物的智商。本来想冲着帅的惨绝人寰的言承旭打四星的，可是比这好很多的命中注定我爱你才打了四星呢            
(4星)	 言承旭太可爱了~姐姐有了钱，来娶你哈~~            
(3星)	 跟着电视看的~~言承旭果然是衣架子            
(3星)	 轻松肥皂剧~            
(4星)	 清新，简单。因为有小白兔，所以给四星            
(NA)	 男人变心真的很快啊            
(4星)	 开头很欢乐，后面很拧巴~~ 某些人爱的有点莫名其妙            
(5星)	 不得不承认女生很吃言承旭那套，至少我是            
(3星)	 剧情白烂。故作纠结。Ella演技拙劣。只是我看到Jerry的时候突然晃了下神啊。            
(4星)	 即便剧情很台偶，前半部分不连贯，但是ella拯救了整部剧。还是推荐。            
(5星)	 看着很开心，很开心。            
(4星)	 Jerry在这部戏里比当年演流星花园的时候好很多，霸道的时候很霸道，温柔的时候也很温柔！进步喽~            
(5星)	 终于搞定了，好欢乐哦看阿旭，嘎嘎            
(3星)	 就是like言承旭            
(3星)	 毁了言承旭了，也太可爱了吧...            
(4星)	 漫长的前铺，火速的收尾            
(4星)	 典型的台偶...台偶真的看太多了。冷漠帅气多金难搞的男主，落魄平凡乐天善良的女主。不过意外的还挺温馨挺好看的。            
(4星)	 挺搞笑的嘛~~~            
(NA)	 Ella的演技真是…………折磨我啊 趴地 两个猪脚都没爱            
(3星)	 我跟我妈的周末剧。很久没肥皂，泡沫依然多~//剩最后三集，死活看不下去了。            
(4星)	 我不承认我开始恶俗……可是我就是很喜欢这个剧            
(4星)	 看的我很欢乐，小孩子超可爱，难道我是要讲偶像剧进行到底了？因为不用动脑筋么            
(5星)	 又见偶像剧，原来还是喜欢，大酒窝，阳光的微笑            
(4星)	 蛮搞笑的~~            
(5星)	 太欢乐太有爱了，还很温馨哦！~~剧集太长了，小孩的戏份太少            
(3星)	 让人暂时忘记生活的黑暗。            
(4星)	 就是喜欢言承旭            
(3星)	 偶像剧的评价实在不好定……反正开开心心地看完就当消遣了，本来也不是毒蛇猛兽，未尝不可。            
(4星)	 还是蛮好笑的...陈嘉桦..这样的你很好..            
(4星)	 特地去买碟来看的。。两个人都喜欢！            
(4星)	 斉可中=张勋杰            
(4星)	 ella很可爱啊            
(2星)	 偶像剧的小小突破            
(3星)	 一把年纪了，还是大爱言承旭.... 还有那个姐姐....            
(5星)	 五星全给言承旭 确实  里面的他太萌了~~~~~~            
(4星)	 恩，就台剧来说还不错啦~两位猪都很可爱            
(4星)	 酷男耍脾气最可爱了~            
(4星)	 结局有点雷外 我真没想过我还会看台剧…………            
(4星)	 一部虚构的让我觉得很幸福的剧，赞！            
(5星)	 看过心情好，这就够了。            
(4星)	 越看越无趣。。            
(4星)	 （哟呵，今天终于把它看完了~）1.心情不好的时候，就当作是老天给你放的长假吧！是该充电的时候了。2.如果一件你的东西，若不懂得珍惜，说明它并不真正属于你，就把它让给懂得珍惜的人吧，感情也是一样！            
(5星)	 很幸福 很有爱            
(NA)	 我也想可以变成这样的灰姑娘。这个电视剧的气氛很轻松，对于爱情，我才知道，原来没有一个电视剧可以表达自己的爱情，没有一首歌是为自己量身定做的？什么是爱情？我的爱情是可以和他相守到白头。            
(4星)	 言承旭有点老了，老可爱。            
(5星)	 偶像剧真是甜蜜！喵~            
(4星)	 我还蛮喜欢的，看了很开心。。。ELLA很搞笑性格很好，言承旭是蛮帅。。。            
(4星)	 他还是那么帅那么有型            
(5星)	 花痴情节泛滥~~~            
(4星)	 你們在一起吧T T            
(4星)	 还可以啦，真的不错            
(4星)	 言承旭你还是那个大男孩，演技有增哦。            
(4星)	 很可爱的片子，不错~            
(5星)	 大爱……言承旭            
(5星)	 因为言承旭。。。            
(5星)	 因为这个男人 我最受不了腹黑男了剧情虽然很老套            
(4星)	 很搞笑的一部轻喜剧，天真的笑脸，我也想拥有            
(4星)	 轻松的小片，Ella好可爱            
(3星)	 不相信平凡。 可平凡才是生活。            
(5星)	 jerry&amp;ella太和谐啦~~~~快在一起吧            
(5星)	 我的阿旭啊~~~看到你就眼泪哗哗的不行了……            
(NA)	 每年都是要看部台剧的            
(4星)	 暧昧萌~&gt;.,&lt;            
(4星)	 歌很好听 有那么点意犹未尽            
(3星)	 挺喜欢MISS杨滴~~HOHO~~~近来又看这种小肥皂剧，，，让脑子单纯点吧，，回学校就等于上了发条，，还要应付十月份的考试，，能清净是几天了~~~~            
(5星)	 喜欢杨果的简单，也喜欢羽平的默默付出，欢笑的同时带着感动            
(4星)	 我真的觉得这剧不太好看啊。。但是谁让你是言承旭呢。。哎。。            
(4星)	 很轻松~            
(4星)	 想起我们年轻那会的流星花园，他还是那个暴龙！酷酷的！但吃起醋的时候却又那么可爱~~哇哦~~最近爱上男模~~            
(4星)	 姐姐很可爱            
(3星)	 还不错的台湾偶像剧~            
(4星)	 轻松型的 偶尔看看 真好            
(3星)	 对言承旭不感冒啊～Ella还是很可爱～            
(3星)	 露露一起            
(4星)	 看完之后，喜欢的是言承旭，而不是Ella。绝对对言承旭刮目相看的!!!            
(5星)	 Ella很可爱 言承旭超帅小娴演的很出彩 张勋杰还是短发好看些两个小鬼也很精灵古怪喜欢happy ending            
(4星)	 别扭男和大条女的浪漫爱情            
(4星)	 相信爱 简单爱            
(NA)	 Ella 一如以往做得很好, 故事很溫馨有人情味, 言承旭有不同以往的演出            
(NA)	 我最近就这么笑点滴            
(3星)	 很一般啊            
(3星)	 我就是爱低能弱智台湾偶像片            
(5星)	 看完，失落，走不出来了= =||| 腻死在甜蜜蜜的爱里面...            
(2星)	 我忍。。            
(NA)	 哇咧 老鸟~            
(5星)	 假期生活必备~            
(5星)	 之前一直都看好ella 看过这部戏后 觉得言承旭也很好             
(4星)	 不错哦！            
(NA)	 结局让人无语            
(5星)	 小细节很动人 项羽平律师对果果的关心和宠爱是挡也挡不住 无法隐藏的很喜欢我喜欢了九年的阿旭            
(4星)	 cute的剧，Jerry你还是那么可爱~  Ella的性格真的很好呐。            
(5星)	 很搞笑            
(4星)	 蛮搞笑，就是结局有点脑残，几年后女主角怀孕，和男主角过着幸福的日子。。。有点不变的结局。            
(4星)	 比国内引进过的所有台偶都好看！！！不知道比杨XX,飞XX，郑XX 等等 好多少~            
(5星)	 这男人 真是所有女生的梦想            
(5星)	 言承旭帅得一塌糊涂，这里也挺喜欢Ella的……            
(4星)	 还满好看的说 项大哥虽然很会歪嘴巴不过真的很帅捏...想不到他也会搞笑...=.=.            
(4星)	 于忙乱的生活中添加一丝轻松，简单不费脑，看着别人的幸福也跟着憧憬起来…            
(4星)	 我爱言承旭，嘿嘿            
(3星)	 还不错 言承旭好可爱~人要善良            
