http://movie.douban.com/subject/4894070/	黎明之前
(5星)	 熬了两天 看完了~~            
(5星)	 唯有信念支持人不断前进！ 前面铺垫，细节，再最后一节揭秘，导演功夫真深，精彩谍战，2011本剧第一，坚定信念，不管你身在哪个党派，国家民族 以你为荣            
(5星)	 秀波!!!            
(5星)	 国军也不都是坏人            
(4星)	 难得有技术有逻辑有推理有搅基。周末终于完整刷了一遍，结尾虽然觉得逻辑上有问题，却意外地很喜欢。            
(4星)	 吴秀波演技真是好。而且这外表难道跟演技一样可以任意塑造？回头去看了看差不多同期拍的相思树跟另外一个片子，明明看上去只有30出头。。。            
(3星)	 看了半集加上剧情简介。            
(4星)	 三星给这部剧 一星给那个让我心疼的男人 刘新杰            
(3星)	 老实说 演员不错 剧本作为讲故事来说还好，作为国内一窝蜂上的披着谍战皮的电视编剧算不错的一部了，但是看来对情报史没什么了解。她喜欢，陪着看了            
(5星)	 剧情充满张力，头回看国产剧有了紧张的感觉~ 可是海清说话能不能快点儿！            
(NA)	 这么多年了 终于碰上个剧和我重名的 还是个大坏蛋            
(5星)	 这部剧最大的惊喜一是发现了吴秀波，二是再次证明林永健演得很不错！            
(5星)	 大叔最美XDDD            
(4星)	 很紧张好看的剧，类似潜伏，适合跟爸妈一起看。给4星是因为结局太扯了&gt;_&lt; 另一个萌点是奸情满满，嘿嘿，你懂的            
(5星)	 吴秀波太帅了太帅了太帅了。真真是把谍战片拍出情怀。然而最悲催的是六十年后我们走的太远。            
(NA)	 两个男的有暧昧            
(4星)	 吳秀波真帥……            
(5星)	 神剧            
(5星)	 一部用29集来做铺垫并且在最后1集集中串联的谍战剧，让我联想到了当年的《暗战》，好！            
(4星)	 1、无所谓和“潜伏”有什么比较。2、配乐有意思——用的居然是电影华莱士的配乐，特别是在大结局的末尾。            
(5星)	 这部戏要表达的不仅仅是智慧，而是信念！            
(5星)	 美剧风格，国产谍战少有的精妙分析            
(5星)	 我也力荐一回            
(5星)	 向美剧学习的佳作，一点瑕疵掩盖不了它的经典            
(3星)	 几个配角很传神，主角相比逊色许多。剧情还是经不起推敲            
(1星)	 看了开头，倒牙～～            
(5星)	 向美剧看齐            
(5星)	 个人觉得是目前为止最好看的一部谍战片，喜欢此风格的朋友一定要关注哟。吴秀波的精彩演出就像《蜗居》中宋思明的扮演者张嘉议一样，多年沉浮只因一部好戏就功成名就了。            
(5星)	 可好可好看了            
(NA)	 《新周刊》评论它很有美剧范。我居然看出了办公室喜剧的味。。。。            
(4星)	 国军还是有不少精英的。剧情设计的技术性上好过潜伏。在情感的处理上尚欠火力。            
(5星)	 真的不错的，很值得看一看，剧情很层次            
(5星)	 悬疑部分处理得很好……台词很前卫O(∩_∩)O~            
(5星)	 “这是最后的斗争，团结起来到明天。”            
(5星)	 很好看             
(4星)	 青年版 余则成，秀气有余，狡诈不足            
(5星)	 我只是苏了。。。老吴            
(5星)	 good            
(5星)	 真是难得的好剧！！            
(5星)	 秀波叔好顺眼，永健大叔很百变，结尾很仓促，好吧我是花痴            
(5星)	 比潜伏好看，潜伏有的它都有，潜伏没给我的他也给我了。为李涯、李博涵们致哀。为余则成、刘新杰们致敬。            
(5星)	 薩油那辣            
(5星)	 不一样的国产剧            
(5星)	 看完后，其实蛮记得，齐佩林、孙大浦与刘新杰之间的友谊。            
(4星)	 男主太没良心了，林永健还是很灵的            
(5星)	 我现在越来越迷谍战片了            
(NA)	 悬疑太少了，一开始就知道谁好谁坏。水手不是很厉害吗，一开始就被八局盯上，最后全军覆灭，还有刘新杰藏了那么多年，也没感觉有多厉害。            
(4星)	 是的，他们是不同的。            
(NA)	 虽然没有潜伏那么经典，但是也很不错。            
(5星)	 这部是谍战剧里面的精品。            
(5星)	 一周看完... 虎头虎尾... 收官处豁然开朗，只是某某偏要提前告诉我结局煞了风景~~            
(NA)	 刘新杰，男人啊            
(4星)	 结尾处理的不够好            
(5星)	 我為我曾經的膚淺感到徹頭徹腦的羞恥。            
(5星)	 不错不错！            
(5星)	 连看烂片数部，决定给黎明之前加一颗星            
(5星)	 太好看了。            
(5星)	 无敌了...无懈可击的剧情，深刻的立意，加上每个人的完美演技~~~            
(5星)	 我看电视很挑的，这部力荐            
(5星)	 很好。最后的曲子好听。各主角都很好，海青不太搭。            
(5星)	 大爱李柏涵，田小洁演的近乎完美！            
(5星)	 我是铁板钉钉的大叔控！            
(3星)	 看过了，仅仅是看过了。过瘾，很过瘾，但是总觉得少了一些什么?潜伏中的信仰，该剧中也体现出来了，有过之而无不及；潜伏中的斗争，也有，但是前者更完美；潜伏中的主角是用他一次次的斗智斗勇赢得了胜利，黎剧却缺少了这种情节，但是却用了水手对人性的揣度一次性的赢得了胜利，好像太突兀了            
(NA)	 很好很不错的谍战片            
(5星)	 怎么这么多人说结尾不好啊，要是处理成去台湾又有人说抄袭潜伏，处理成刘新杰失败还能播的出来吗            
(1星)	 哎， 这个片子真的很烂！一群好演员， 演技都不差， 就是剧本烂， 拍得国民党一点智商都没有， 共产党获胜也只是运气好， 根本看不出来共产党的智商。 但是林永健真的很棒！            
(4星)	 最后一集太假了            
(4星)	 精彩             
(4星)	 4星半，很精彩            
(5星)	 进入人物，演的老毙了，尤其是齐处长的蹦擦擦蹦擦擦，一看就是那个年代的人，相当到位            
(5星)	 水手太伟大了            
(5星)	 啊 刘新杰~~~            
(5星)	 刘新杰            
(5星)	 反社会人格李伯涵什么的！！！！太萌了！！！            
(5星)	 在剧情结构，人物感情和影片主题上都有所突破的好片子~~            
(NA)	 吴蜀黍很帅啊 两天内看完            
(NA)	 为秀波高兴，扬眉吐气的一部剧，巨迷            
(5星)	 我怎麽想的不重要，重要的是让人不知道我怎麽想的            
(5星)	 确实比潜伏好看很多            
(NA)	 很精彩，也很沉重……估计从小学就不好意思说什么幸福来之不易这种话了，但真的不得不为那个年代、那些人，在心里一震。吴秀波很有魅力，但越是精彩的人越让人心痛。            
(NA)	 步步为营，玩心计，玩心理！            
(5星)	 超帅的吴秀波            
(4星)	 越看越好看，直到最后一名共产党员才算给党挣了面子            
(5星)	 爱死秀波啦，有爱~~~~            
(5星)	 好看            
(5星)	 为什么我喜欢的男主角都TMD的是共产党！？            
(5星)	 挺牛的            
(NA)	    如此经不起推敲的电视剧，竟然评价这么高？水军？十分不明白！            
(4星)	 吴秀波冷冷的木木的真是让人大爱啊！！而且很感动他和林永健直接的兄弟之情...最后他选择了另一条路...而他只是从反光镜看着他离开...他知道他们不是同路人，只是他一直拒绝摊牌的那一天...他们是兄弟...他们没有错，错的是那个时代...那个灰灰色调的年代~~            
(5星)	 剧情相当给力，可惜了某几个角色的人选。。。            
(3星)	 +  最后的拥抱很动情            
(4星)	 美剧范儿。情节紧凑，没有多余的感情线枝枝叶叶的。有几幕还挺感人的。吴秀波挺帅，他说话的声音和方式有点像欧氏？            
(4星)	 每次见你的时候，我都分不清自己是谁。你知道我叫刘新杰，也知道我是031，可你还不知道我的真名字…5555555555！！！            
(5星)	 难得难得！紧凑精彩，有深度。            
(5星)	 最感动顾老师知道刘新杰身份的那一刻            
(4星)	 剧本不错，演员也还挺好的。海清没有发挥出来。            
(5星)	 难得一见的好谍战片没有善良纯真nc的主角vs聪明但一定走sb凶恶路线的配角老齐也好大浦也好，配角非常棒，更体现主角的精彩            
(4星)	 煽情。眼和唇长得好，长鬓角很合适，真是很象古畑啊，远景就是30多的人！李乍一看就想到T-Bag！            
(5星)	 落在哪里你我 　　都是好兄弟 　　            
(5星)	 挺给力            
(4星)	 相当不错            
(5星)	 惊心动魄中夹杂的幽默，国军得情报人员原来也这么能搞啊            
(5星)	 很不错啊。            
(NA)	 觉得是看过的谍战片里，最好的一部。当然《潜伏》和《暗算》也不错。正在看《风雨》，不过故事显得有点托冗，郭晓冬有点假，胡军不错。            
(5星)	 很好看，很精彩。            
(NA)	 不错不错            
(2星)	 与《潜伏》相比，差了好几条马路。。。            
(5星)	 赛有那拉            
(4星)	 还不错            
(5星)	 我觉得这是开放式的结尾，让观众有自己的遐想空间，非常给力的国产电视剧，一点不输给优秀的美剧,向导演和编剧及演员敬礼.            
(NA)	 吴秀波演技派男星            
(5星)	 结局很好            
(4星)	 形象地在特务背景下讲解中国的office politics            
(NA)	 吴秀波太帅了            
(4星)	 后半稍拖沓了些，前半紧凑精彩，不错~            
(5星)	 个人以为比潜伏更具悬疑味道，也更像那么回事，较之潜伏有个致命伤就是电话的追踪，但是瑕不掩瑜，实为一部谍战佳作            
(5星)	 里面的演员主角、配角都演得很到位。            
(4星)	 不错的谍战片            
(4星)	 任何片子有帅哥就会更好看            
(4星)	 没想象的好看，不过作为国产剧，已经很不错了            
(3星)	 2011.4.3 几个地下DY死的时候还是很感人的            
(5星)	 在网上看的，先看了前10集，后忍不住把结尾看了。一般情况下，看完结尾我是不会再回过头看的，不过我有从11集开始看，看完。现在谍战片时主流，多如牛毛，很难得找到一部像暗算、潜伏那样的经典了。不过很显然，黎明之前又成了经典。强烈推荐。。。。。            
(4星)	 我只是HC而已            
(5星)	 大爱吴秀波，我啥也不说            
(NA)	 谍战剧的结尾通常是红色的...不过李伯涵的结局似乎也说明一点了，决定你生死的往往不在于你的身份，而在于你会不会做人...            
(3星)	 《潜伏》之后的光明。            
(5星)	 还算是比较温和的结局            
(5星)	 真好看！            
(5星)	 剧情 表演 上佳之作            
(NA)	 不敢说超越【潜伏】，跟潜伏有一拼的国产谍战片...            
(5星)	 这应该是我2010年唯一一部从头看到尾的国产电视剧。主角配角个个出彩，虽然是老套的谍战题材，但是剧情紧凑连贯合理，情感和信仰，道与义间的犹豫或坚定刻画很是细腻。连着几天在ITV点播看完，有酣畅淋漓的感觉。套用网上的一句热评，这部剧的编剧首先一定是美剧迷，同时也懂得尊重观众的            
(4星)	 帅气的大叔们~            
(5星)	 贼拉好看了！！            
(5星)	 咿呀。。            
(5星)	 大爱，激情澎湃。            
(5星)	 跳出了一般谍战片的套路，又惊险又感人，又让人思考            
(5星)	 麻痹的好看死了！姐看了6遍            
(5星)	 波波大叔好帅好帅啊。。            
(5星)	 当信仰无比崇高，就值得为它牺牲一切，关于信仰，他震撼了我            
(5星)	 给力 国军刻画的很好            
(5星)	 吴秀波真不错啊            
(5星)	 不错            
(4星)	 黎明之前很多BUG1.既然第一次诊所发现了段校长，竟然段校长和刘新杰那么长的时间接触没人发现是不合理的。不说刘新杰被人跟踪，最起码，段校长在被监视和跟踪，难道不被人发现，随随便便他俩就能接头？2.既然内查卧底，孙大浦作为电讯处长，早就可以监视所有人的电话往来了            
(5星)	 好剧情,好感情...            
(5星)	 大爱霍建华！！！！！！            
(5星)	 看过其它的国产谍战剧后你就知道这部黎明之前的出现，是多么的不易。在一堆烂剧中，能有这样的经典之作，出乎我这个过去只看外国剧的人的意料。吴秀波、林永健，八局兄弟的扮演者，多希望在国内荧屏上更多的看到你们！编剧黄珂，是你带给我重新看国产剧的勇气和信心。导演刘江，感谢你导出了一部精品！            
(NA)	 呵呵，工作生活            
(5星)	 虽然有不少BUG，但是整体精致流畅，感觉就是一群活在八局的人！            
(5星)	 最近看过的最好的电视剧            
(5星)	 国民党不再弱智，英雄们不再无敌            
(5星)	 大爱啊 吴秀波            
(5星)	 一口气看完，刘新杰啊刘新杰~            
(4星)	 悬念 不拖拉 很好。对比今天，那是为个神马呢？            
(NA)	 波密            
(5星)	 太稀饭吴秀波同学了。。            
(5星)	 意料之中的开始，意料之外的结局。关于人性，不象其他谍战片，我一点都不讨厌里面的国民党人，反而看到真性情，喜欢单纯善良的大浦和重意气的佩林，更喜欢帅得冒油的秀波！            
(4星)	 林永健的颠覆演出很让我震惊，个人觉得节奏是有点问题的，用30集来布这么一个局太长了，好在坑还算填的圆满，片中演员台词有点不太习惯，尤其是顾老师，听着让人烦，吴秀波的雅痞，或者说酷雅诠释的很好            
(5星)	 继武林外传 士兵突击之后 这是第三部把我看死的国产片儿             
(4星)	 还不错~但是总觉得情节仍不够紧凑~            
(NA)	 很好的电视剧，有福尔摩斯的感觉，结局整个大逆转，挺不错的电视剧。但是很费脑子，需要一心一意的看，不能分心，否则就跟不上节奏了...            
(5星)	 情节觉得一般般，没传说中那么好，可是这么闷骚的叔啊，多加一星……            
(5星)	 非常非常的棒！！            
(5星)	 看完总体感觉：1，累死我了…2，群戏太精彩了，3，belief中间还藏了个lie。总结完毕。            
(5星)	 喜欢剧中值得尊敬的对手，原因复杂的胜利，这才是有历史感和现实感的优秀作品。            
(NA)	 好戏            
(5星)	 30集长度，编剧没出大纰漏，难得            
(5星)	 很不错d            
(5星)	 很经典！引人入胜！            
(5星)	 让人欲罢不能            
(5星)	 国产电视剧也雄起了~~            
(5星)	 好片子            
(4星)	 跟潜伏比的话，可能先入为主，或者孙红雷，所以感觉还是差点。但是国产的话足够优秀了。吴秀波如果不是之前听闻而特别注意，那么我的评价或许会更高。但是表演的确实很不错。四星。            
(4星)	 比较客观，比较真实，演员也不错            
(4星)	 越看到最后越觉得有点意思            
(3星)	 跟潜伏各种没法比            
(3星)	 某波演的很出彩，但是剧本是硬伤            
(5星)	 剧情很紧凑，喜欢里面的每一个人            
(4星)	 爛尾 不及潛伏  一星加給吴秀波            
(NA)	 结尾处理的一般，总体还是不错的            
(5星)	 没看完整，但是真的是很好看！有空要补齐~~            
(5星)	 吴秀波真是超帅~            
(5星)	 2011/02            
(4星)	 像水手那样的共产党人现在已经没了，可能那样的共产党人都牺牲了。            
(5星)	 终于看完了《黎明之前》。很喜欢这个片子，尤其是对人物的塑造。八局里的几个人我都很喜欢，尤其是谭忠恕的塑造，非常特别。不过我始终还是认为结局太过理想化了。不过也许这也正是一种希望吧。很多细节都很有讲究，情节和悬念环环相扣，真是一部非常好的片子。PS：最爱孙大浦啦！技术宅神马的萌死人            
(5星)	 近来少有这么好看的电视剧啊！            
(5星)	 精彩！            
(4星)	 结局减一星            
(5星)	 吴秀波帅的- -            
(5星)	 很久沒看到过的优秀国产电视剧，演员都很棒。今天刚看完，好感动，再一次体会到有信仰的人是多么的幸福。只能说，不管是哪方，他们都值得我们尊敬，用句剧里的话“他们应该被国家、被民族所记住”。            
(4星)	 有点美剧的剪辑感觉，只是题材泰国老旧，难出新意            
(5星)	 不如借枪            
(5星)	 好！            
(5星)	 绝对给力            
(5星)	 555，太好看了            
(4星)	 非常缜密            
(5星)	 结局很精彩。水手真是神人啊，吴秀波好可爱，林永健怎么胖成那样了……            
(5星)	 最是那撒优那啦的潇洒~            
(5星)	 扣人心弦，牛片！            
(5星)	 结局有点儿假了，剧本并没有潜伏精彩。            
(5星)	 逻辑严密！！！！！！！爽！！！！！！！编剧是天才！！！！！！！！！！            
(4星)	 从此爱上大叔            
(5星)	 剧情4星，还有一星打给演员们。            
(5星)	 人物都很鲜明，不过太鲜明了。几条线处理得很好，清晰有深度。不过结尾大逆转还是牵强。顾晔佳知道刘新杰是031的那场戏，海清演得真好。            
(NA)	 就爱谍战片儿            
(4星)	 11-02-05@home            
(5星)	 大陆谍战片的第一个巅峰。            
(4星)	 推理不错，秀波帅~~嘿嘿            
(5星)	 很好，很经典            
(4星)	 开始看，真不习惯，慢慢看，习惯了，看没了。            
(5星)	 我妈很迷吴秀波            
(5星)	 一发不可收拾~很精彩，尤其是最后的反间计            
(5星)	 我全年都难得看一部电视剧。。            
(NA)	 后面越编越好看            
(5星)	 国产难得的一部好片，看得很过瘾。            
(5星)	 多少人萌转苏|结尾特别难以言说|从此对林永健审美无障碍|……我喜欢的是孙大浦。            
(5星)	 一口气看完有没有！            
(5星)	 这部片子我读懂了两个字，信仰，情义，信仰？现在党国的人还记得吗？情义？我们依旧天各一方。但这不是重点，重点是，我们已经开始反思了。            
(5星)	 因为忠诚于不同的信仰,谭和刘是敌人;因为深厚的兄弟情,谭设局救了刘;最后,他们又因为忠诚于不同的信仰而分别.想起了另一部电视剧的台词&#34;信任 愿望 爱情中 知道最重要的是什么吗?&#34;&#34;爱情&#34;&#34;不对,是义气&#34;            
(5星)	 吴秀波太帅了，剧情也紧张。。。。这不就够了~            
(4星)	 男主有气质            
(5星)	 紧凑和揪心非常吸引人！            
(5星)	 无懈可击的演绎！            
(5星)	 人性的光辉在最后一刻揭晓，情义在这部谍战剧里一跃成为升华的主题，然后信仰才得以继续存在下去。            
(5星)	 好看，类似《潜伏》，美剧特点。            
(5星)	 感动            
(5星)	 好看 好看 好看            
(4星)	 情节和拍摄都很不错，推荐级电视剧。            
(4星)	 剧情紧凑，环环相扣            
(5星)	 “这一切都是赌局，赌注是你的性命，而我，是你的入场券。”            
(5星)	 国产中的精品啊            
(4星)	 还成，男主角很有腔调...            
(4星)	 喜欢吴秀波！            
(NA)	 超赞            
(4星)	 虽然很多不地方编的不够圆满，尤其是那个结尾，不过男猪脚的笑容还是纯真清澈很萌滴，请BS我吧……            
(3星)	 节奏到后面略显拖沓，硬伤较多，但总体不错            
(5星)	 置之死地而后生            
(5星)	 剧情紧凑, 引人入胜.  最最重要的是这里的间谍不是神仙,  国民党特工也不都是笨蛋. 整部剧并没有明显的到处可见的漏洞.  这两点在目前为止的国产谍战片中是不多见的. 另外力荐的原因是,  男主角很是赏心悦目啊.             
(5星)	 大家的评论都很精辟到位了，总之是一部非常精彩的谍战片，不论是信念还是智慧的较量，顺便发展了一批秀波粉。一句话概括这个片子：一个叛徒引发的血案。要不是开头那个叛徒告密，哪来这一堆事啊，水手组织也还能好好待在，继续搞地下活动，反正八局啥线索没有，卧底也隐蔽的很完美。            
(4星)	 这剧本写的里面的小心思玩得太给力了……            
(5星)	 感觉没有潜伏好看，不过结局还是很不错的，男主角很有味道，总算没有把国民党脸谱化，林永建的局长很让人同情。            
(4星)	 潜伏之后，谍战片的精品。            
(2星)	 不知道这片怎么能红            
(5星)	 除了女主角，一切都是完美！            
(4星)	 我还是喜欢《潜伏》，喜欢那种无言以对            
(4星)	 显然我还是更喜欢《潜伏》            
(4星)	 我妈让我补课的 好看            
(5星)	 比雪豹强太多！！！！！！简直没法比！！！！！！！！！            
(5星)	 这是一部没有反面角色的谍战片，每一个主角都让人有爱的理由。            
(5星)	 不错，精彩            
(5星)	 太棒了！演员都好赞，剧情也看的淋漓畅快，话说结尾真是处处透露出这是一部BE的基情片啊~（摊手            
(4星)	 故事还是有些牵强~            
(5星)	 一口气看完            
(5星)	 表示很好看呀很好看，虽然还是有bug的，可是环节的设计还是挺不错的，而且还有ss的蜀黍。            
(4星)	 帅大叔啊帅大叔~            
(4星)	 节奏依然不够快。。不过作为国产剧已经很不错了~~            
(5星)	 真是一部不错的国产电视剧！真心觉得好看~~看完会回味其中~经典！            
(5星)	 好看，非常好看。            
(5星)	 真是好看。            
(NA)	 看过以后觉得还不错，比较吸引我。但是很奇怪，看完以后就对一些剧情都忘了。            
(4星)	 不错~吴秀波造型也挺帅的，节奏也比较快，扣一颗星因为结尾太令人失望了。            
(5星)	 你怎么那么迷人啊 秀波            
(4星)	 和潜伏相似点挺多的            
(5星)	 这部谍战片太好看了，继《暗算》《潜伏》之后的又一经典。            
(5星)	 不可多得的优秀国产电视剧            
(5星)	 吴秀波和水手是亮点，齐佩林和孙大浦是笑点，海清是雷点            
(5星)	 挺好看            
(5星)	 难得的谍战片，不错            
(5星)	 力荐，比潜伏好看啊，节奏张弛有度，演员也表现的很好            
(5星)	 前面都还好，大结局太精彩~大浦好可爱~~海清也没存在感了，瞪个眼睛装纯，别逼我行不~最重要的，全是戏霸，各种飙戏~            
(5星)	 上佳品质            
(4星)	 节奏还算紧凑，喜欢大浦。。呵呵。。            
(5星)	 挺有激情的一部片子.            
(5星)	 国产电视剧的最爱            
(4星)	 能自圆其说的谍战剧，而且不觉得情节勉强。吴秀波真是有味道，我尤其推崇他对瘦的苛求的精神            
(5星)	 很给力！            
(NA)	 吴秀波            
(5星)	 每个人物都塑造的生动鲜明，十分成功            
(5星)	 这个主旋律拍的好看~~致敬！            
(5星)	 好故事！好演员！在想，如果当局是CP，那谭齐孙三人会为刘开脱吗？            
(5星)	 每个人的智商都太高了...            
(3星)	 又一谍战剧。吴秀波演技有花瓶嫌疑。            
(5星)	 最大的优点是故事讲得好，情节紧凑，逻辑性强，但又不平铺直叙，多条线索同时发展，有条不紊，国产剧里这样讲故事的还不多。林永健是演技派啊！主角们的性格刻画得很立体鲜明，但一些配角的处理稍显马虎，海清的角色太单调了。            
(5星)	 总的来说，不错，中国的编剧越来越有水平了！            
(5星)	 吴秀波很帅            
(NA)	 看过，还不错。本是冲着吴秀波去的，却发觉整部剧的一众主角配角的演出都很出彩，高潮也不断的涌现，直至最后一刻，不愧为一部高智商的谍战推理片，推荐下！            
(4星)	 最后一集真是太牛了            
(4星)	 最近的谍报片都拍得跟美剧的分镜差不多。            
(5星)	 引人入胜的好剧。难得的是作为谍战剧却并没有把我这般胆小的观众吓退，似乎在冲突之中总有正气和智慧主持着大局。历史大环境里人物的无奈也揪人心，难论对错。也会记得勺儿给我循循透露剧情和陪伴我看完它的那些饭点儿。（20120119）            
(5星)	 秀波蜀黍好帅啊。。。。            
(4星)	 俩活宝更出戏并绝不否认刘处的帅            
(NA)	 看过一集。。。            
(NA)	 看的时候觉得情节很紧凑，看完之后什么也没记住            
(4星)	 推理的那么精彩全在别人的预料之中，多可悲。            
(5星)	 结局很出色            
(5星)	 非主流的好片啊……            
(5星)	 好看            
(4星)	 比告密者好看多了！！            
(4星)	 结尾，让观众HAPPY了，但是太“神奇”了。            
(5星)	 五颗星不解释            
(5星)	 这片儿看完连人都变聪明了。。。            
(5星)	 蛮好的谍战片，所有人演的都不错，但是觉得水手好像突然变傻了，开始特牛的一个人后来居然屡屡出现失误。海清真算不得女一号，感觉戏份甚至没有2、3、4、5号多，有点怪异            
(5星)	 BBrecommended的            
(4星)	 帅锅            
(4星)	 吴秀波好有魅力啊！            
(4星)	 刘新杰好帅            
(4星)	 线索太多，太过压抑！还是被信仰和情义大大的感动了一把！还是喜欢《潜伏》多一点。后者能让我深陷好几天，看这部剧时，投入感不足。            
(4星)	 前27集给4星，后3集给2星            
(5星)	 我爱吴秀波！我爱刘新杰！HC不解释！            
(5星)	 吴秀波迷死人了！            
(5星)	 顾晔佳死的时候居然哭了……话说其实他们彼此都不知道对方的真名吧。            
(5星)	 绝对给力~！            
(4星)	 被信仰狠狠地感动了一把~            
(4星)	 男主角萌死了...            
(5星)	 潜伏之后~又一谍战剧，让我沦陷中……            
(5星)	 2010年有两部能算电视剧的电视剧：义海豪情，黎明之前。            
(4星)	 感觉没有潜伏好看            
(5星)	 有3个精彩的矛盾点：顾叶佳和刘新杰最后才能相互吐露真情；刘新杰和谭忠恕、齐佩林，孙大浦三人的友情和立场；水手用被逼牺牲来换取赌博的入场券。P.S. 要不是刘的人缘那么好，前几集就死翘翘....            
(5星)	 没错，叔们就是这么给力            
(5星)	 波蜜波蜜波波蜜~~            
(NA)	 很好看            
(5星)	 又发现一型男~！各种型！！            
(4星)	 断断续续看完了，挺好，但还是更喜欢《潜伏》。            
(5星)	 所有的大我与小我            
(NA)	 男主没有挣扎和犹豫，显得不真实和没有厚度。            
(4星)	 挺不错的片儿，不过结尾我总觉得有点太神奇了            
(5星)	 喜欢吴秀波！很棒的谍战片！            
(5星)	 我看过的电视剧里面这是最聪明的党国精英，所有女娃配角都很乖~            
(4星)	 不错            
(5星)	 大叔太迷人了=3=            
(4星)	 用了三天看完了这部电视剧，是情节比较紧凑的一部好片，但总觉得结局有点牵强。            
(4星)	 剧情还是够推理悬疑了。跟《潜伏》差不多。男主吴秀波太帅。            
(NA)	 赞~！            
(NA)	 吴秀波            
(5星)	 给力+1008666666~！            
(5星)	 做事先做人，跟刘新杰学办公室政治！            
(4星)	 元旦假期和一个周六看完了这部剧。整体来说是一部不错的谍战片，但是也许谍战片真的是没法摆脱暗算和潜伏的影子了。本剧是一部消遣的好剧，只是本人没有太多情感上的共鸣。            
(4星)	 很不错的谍战剧，紧凑激烈程度超过潜伏            
(5星)	 精彩！            
(4星)	 和潜伏不同，这次的国民党一方没有那么弱，双方的较量更加的激烈与残酷，过程还是很精彩的，结局更是精彩中的精彩，值得一看            
(3星)	 那么回事吧 看了潜伏就不觉得这电视剧哪好            
(NA)	 都不容易啊！            
(NA)	 结局很喜欢！            
(NA)	 很不错的谍战片，看得挺过瘾的，嘻嘻~~            
(4星)	 很棒的谍战片！魅力男主，一帮出彩的配角            
(5星)	 给力！            
(5星)	 帅气大叔成功记.            
(5星)	 谭忠恕太喜欢刘新杰了。才会有现在的结局，这依然不影响这是一部好看的戏！            
(4星)	 片尾曲太好听了，男主角四十岁终于帅了。            
(5星)	 真挺好看的。能让我一点都不快进。还一直期待着结果。脑子一直紧绷着。。真的挺好看的。。            
(5星)	 从此我又喜欢多一个大叔。。。            
(5星)	 太好看了。。。。。            
(5星)	 吴秀波太有个人魅力了            
(5星)	 我好喜欢@吴秀波 这片儿真心太好看了~！            
(3星)	 刘脑门上有人缘油，张晞临演得最好，海清领衔个屁，最爱还是孙大浦            
(5星)	 不错 不弱智 国共的特工都不是傻子            
(5星)	 聪明人看的片子。            
(5星)	 酣畅淋漓，如梦方醒            
(4星)	 国产剧能拍成这样别苛求了            
(4星)	 好看啊好看  和潜伏不相上下啊               
(5星)	 间谍什么的，恩，很好            
(4星)	 深水静流            
(NA)	 因为心中有信仰。            
(5星)	 喜欢新杰，喜欢老齐大浦，甚至喜欢老谭……他们都好可爱            
(4星)	 说实在的 剧情不比潜伏和暗算~~~但是~~~~吴秀波啊~~就是帅啊~~~我就是萌啊！！~~~剧情相对那两部也轻松些~~那些国民党的兄弟对他也真好~~~~~比较好接受 哈哈~~            
(5星)	 演员演得真棒，剧情很精彩。不过看完自己和自己又纠结了……追求信仰而献出生命的人们，如果泉下有知看到自己的牺牲换来的不过是一种轮回，他们的信仰会变成什么样？黎明之前这个名字起的好啊，因为黎明的到来就预示着下一个天黑。            
(5星)	 结局太牛逼了            
(5星)	 告诉你一个共产党有多少种死法。            
(4星)	 结局的构思很独特，但是后段水手的无所不能多少削弱了全剧的整体风格和架构，虽不至于蛇尾，但距虎尾也还有些差距。几个老戏骨的出色发挥撑起了整部戏，倒是吴秀波实在不招人喜欢，笑起来的时候那叫一个假。。。            
(5星)	 刘新杰，真TM帅！            
(4星)	 突击2天看完的，有那么好么？？我觉得比潜伏好一些，可是后半段明显的情节逻辑漏洞。。。不过还是鼓励一下国产电视剧把。。在全民娱乐的时代，什么偶像剧辫子戏，这个剧我就顶一下吧            
(5星)	 这还真是一个太敏感的话题啊也不好发表太多见解除去外表整部剧里最喜欢的人物还就是谭忠恕了但是吴秀波你还真是帅啊一点都不像四十多岁的人眉间长的那个东西太正了            
(4星)	 难过，这么多人拼命就为了我们的今天。要是他们穿越到今日，肯定自己也觉得不值•••            
(5星)	 国产谍战剧中去年惟一的一部精品，不可错过的视觉盛宴。            
(NA)	 潜伏之后，又一经典            
(4星)	 情节比较紧凑，有些地方太玄了，总体来说不赖~            
(4星)	 沙扬娜拉，我的家人。。。沙扬娜拉，我的兄弟。。。沙扬娜拉，我的国家。。。我们各自走向信仰的道路。。。你追寻你的光芒，走向你的黎明。。。我依然在黑暗中，寻找我的方向。。。            
(4星)	 还可以的跌战片，还是有一些不错的悬疑设置的            
(4星)	 不错            
(4星)	 情节还是不够揪心，不过片尾曲听着挺纠结的。            
(4星)	 千千万万的革命先烈抛头颅、洒热血，为我们打下了每平米二万五的江山            
(5星)	 内地腐剧            
(5星)	 很精彩的谍战，在其中看见的，除了片面的信仰与坚强，还是道高一尺，魔高一丈的智慧。这才是专业。            
(NA)	 喜欢            
(5星)	 乐意看的就是好的            
(5星)	 彼时彼刻，恰如此时此刻            
(5星)	 很精彩！            
(4星)	 我一直觉得吴秀波很帅很SEXY的            
(4星)	 最后3集还算有点意思。。一颗星给旁白！            
