http://movie.douban.com/subject/5031426/	真相
(5星)	被刘大状秒了。。。求续集
(5星)	陈展鹏终于上位 不用演小人演奸角了
(5星)	后半段比前半段好看~~唐诗咏真的比李诗韵可爱太多太多了
(4星)	戏真的不错，看完之后好想做英美法系下的大状……关注细节比较重要啊~虽然演员都木有我喜欢的但是这剧真心不错。
(4星)	香港是讲法律的
(5星)	一向演反派角色的人终于开始演正派了
(5星)	马明真是可爱到飞起~~~看了最后五集我就把前边的全忘了……
(5星)	TVB拿手戏，有些镜头有点暴戾，多亏了情节还算不错。
(3星)	  没有最后五集大概能打个4分
(5星)	四颗星全给tvb终于不拍感情戏，够紧凑；一颗星给陈展鹏、黄浩然这两位终于见到上位的帅哥。这剧顺带让我想起了香港人的工作作风，果然是能在40度下穿西装打领带满街乱跑，晚上不知道几点下班
(3星)	杨怡总算有点范儿了.
(4星)	结局扣一星哟
(NA)	还是不好看
(4星)	演的很到位啊 啊啊
(5星)	其实好久没有从头到尾看过一部电视剧了，烂的编剧就可以毁了一部剧，不过这部的确很好，算是最近几年来，TVB最好的剧本之一了，几位主演的表演也十分让人信服，的确有些一号皇庭的感觉了，特别是配角很抢戏，大C很可惜啊
(4星)	帅气的展鹏
(3星)	消磨时光的肥皂剧...
(3星)	看來港劇還得一氣呵成
(4星)	看的我热血澎湃
(5星)	不喜欢结局。。。
(4星)	陈展鹏，我记住这个名字了:)
(3星)	杨怡进步了许多啊！！
(5星)	有点爱陈展鹏这类稳重男。找回了点一号皇庭的感觉，急需类似鉴证实录的剧治愈。
(3星)	杨怡还不错
(4星)	还不错~ 熟悉的面孔 彪悍的思维~
(3星)	男豬都很陌生啊。麻麻。
(4星)	不错的律师剧，只是结尾有点儿牵强，大C死得好惨~有点虎头蛇尾的结局，满可以跟壹号皇庭一样拖出个几部来。
(5星)	我蛮欢喜这种片子 可惜现在tvb的套路就是要死掉一个非主角的主角
(4星)	重燃我对TVB法律剧的热情~接下来的计划是重温《壹号皇庭》系列~
(NA)	madam和大胖子律师太搞笑了哇哈哈哈哈哈···
(3星)	女主不错～
(4星)	杨怡 真系靓女~
(NA)	喜欢刘大状
(4星)	最后5集是神马啊！！！大烂尾啊！！讨厌结局！！！
(5星)	！
(4星)	我爱上了律师！！！有型啊！！！
(NA)	结构紧凑，没有了格式化的爱情；喜欢
(4星)	原先看这演员名单是没有兴趣的，后来发现剧情还算OK
(4星)	讲律师的刑侦片 还算好看
(4星)	除了烂尾其他都很好！
(5星)	不错~！看电视，长知识！
(4星)	真希望cecilia和alex在一起
(4星)	结局一般般。
(NA)	TVB折堕啊，哪怕只看马明的部分还是感觉很无趣啊 = =
(5星)	TVB少有的好剧，嘻嘻，其实主要是因为讲律师，职业敏感…喜欢里面杨怡的穿着及个性气场，努力学起来…
(5星)	十扑刘大状！
(4星)	可惜啦，最后都没在一起
(4星)	还是结局。。。怎么最后都死一个女人。。然后。。。
(4星)	就是结尾有点囧，前面还都蛮好看的~
(3星)	TVB破案剧！案件太简单，我基本都猜到了
(5星)	啊！！这个结局超怨念的啊！！！！编剧啊！！！！
(4星)	終於看完了 喜歡Keith！
(5星)	除了不喜欢杨怡之外，这部剧绝对是最近TVB出的最好的现代剧！陈展鹏戴眼镜的样子担正完全没问题啊，就一直这个样子吧不要变回去了！黄浩然演阔少穿得花里胡哨也太适合太型了，同样也不要变回去了！马明不要演奸角了= =看得无比别扭。
(5星)	结局太无语了，如果真的有续集，我只愿直接看最后一集。。。
(5星)	TVB近年来难得的律师剧。
(5星)	上班闲暇时的结果...真心好看！
(NA)	黄浩然长相一般，不过身材挺好的！
(NA)	其实哀家只看到10集不到，但是超喜欢杨怡，她现在变得很霸气了。有空哀家会追完的。
(NA)	后面比前面好看，值得一看，TVB的帅哥是看一部爱一个，嘿嘿。花痴一枚，马国明坏人也中意
(3星)	看到论坛里有人说是近年来最好的一部TVB剧。看过之后，除了喜欢了大C，其他好像没什么。一般啦。
(4星)	这部戏的整体基调不如怒火,但是案件还是要好一些!
(3星)	喜欢Keith
(4星)	还不错，没有像以前一样变成完全的爱情片，有时候不选择也挺好，有很多想象的空间。
(3星)	我怎么就觉得一般呢？
(5星)	支持陈展鹏视帝！
(5星)	真的很不错 节奏很流畅。就是觉得最后结尾如果能再多处理下女主与俩位男主的感情就好了 希望有续集
(5星)	杀警案和陪审团这部分剧情设置很新颖！
(4星)	其实很希望mavis和谦少爷，keith和大C，不如愿。”
(5星)	最近难得的好剧！期待第二部！
(NA)	杨怡相当的不错啊。
(3星)	是一集一集追着看的，不是那么好看，tvb难道也不行了吗，今年的电视剧都不怎么好看的
(4星)	三星半 前20集精彩紧凑 后五集严重烂尾
(3星)	一般般,只是主演粉丝才看的
(3星)	真相是简单的人反而更幸福，祝福啊miu和james，好像是这么拼。
(4星)	我喜欢黄浩然，哈哈
(3星)	还行吧，比起这些年那么多港剧来说，只是，感情线编排得有些突兀。。。而且个人不喜欢不清不楚的结局。。。至少也给点指向性啊。。。
(4星)	什么是真相，眼见不一定为实。。。结局有点仓促。。。还有，为什么我中意的女演员最后都死了。。。
(4星)	很久没有好看的TVB剧了....最高潮的剧情是律所的人要和警察干起来了...但是最后还是警署内部搞定的....虽然是在香港...不过律师也很无助的时候也很真切啊....另外CECI这个角色不错...
(3星)	除了杨怡扮相不错，没其他印象了。
(4星)	喜欢上马国明了，啊哦
(5星)	【2011年TVB最high港剧  没有之一。情感线设置的很好。三位主角就不应该在一起。结局很棒   肥仔和madam在一起很喜感】如果是我绝对做不到这样的坚持。
(5星)	结尾太TVB
(4星)	好睇过怒火街头 ^_^ 可惜有啲烂尾。
(3星)	喜欢这部戏里的杨怡
(5星)	让人思考，法律、正义、公平、坚持、权利，好剧。在多年不看TVB之后，重拾对其的热情。
(5星)	值得5星，虽然还有不少瑕疵，但是keith实在太赞
(3星)	前面还挺精彩的...但是看到后面就不想看了...
(5星)	每个犯罪的人在他当初作出决定做出错事那一霎那——是否能预料到结局呢？现实往往不会朝着预先设计的路发展，甚至越是你不想伤害的人，最后你竟伤害得最深最痛。。。
(3星)	最后干嘛不在一起呢
(5星)	好喜欢好喜欢好喜欢  Emily阿姨威武~~~
(4星)	没料到大C会死
(4星)	每個案件出現的人物比主役要大咖......
(4星)	刚开始看的时候，没觉得很好看，不过最后两个案子，真的很精彩，结局和我想的不一样，期待第二部了，(*^__^*) 嘻嘻……
(3星)	不养眼，养脑么，也谈不上。——8·23我只知道一个叫杨怡，一个叫马国明。——8·28
(NA)	非常好看啊
(5星)	真心好看 没什么其他好说的了
(4星)	虎头蛇尾有没有
(4星)	喜欢前几个故事的风格 不拖拉 不磨叽 没有感情纠葛
(5星)	陈展鹏这个角色确实很讨喜啊，但是我还是喜欢黄浩然&gt;&lt;
(4星)	靠别人是救不了自己的！
(4星)	终于记住陈展鹏的名字了
(3星)	拖拖拉拉总算看完，第一个案子就感动得热泪盈眶……陈展鹏你终于演好人了！！！
(4星)	还行吧,反正每个主角自己都有麻烦事
(4星)	香港律政剧，你再给大陆做榜样么？什么时候大陆也能出一部搞搞普法啊~
(4星)	法律.........!!!!!!!!!!
(5星)	还不错
(4星)	再次体现香港司法制度的完善
(3星)	算是最后一部在国内看的剧了,sigh.
(4星)	虽然没有 法网群英 来得更直刺社会的痛，但中规中矩。
(4星)	忘了是第五集还是第六集，刘思杰的师傅患了老年痴呆在立法院大楼的夜幕下那一番师徒畅谈让我印象深刻感慨良多……国人不知何时才能有所谓的职业精神，如那位老先生一样对待自己的职业和工作犹如内心崇敬的一份事业，坚定，信念，执着，责任……
(4星)	接连两部律政剧，本剧演员阵容并不讨喜，但剧情和探讨的法律精神值得大家追剧。长期配角的上位之作。陈展鹏等感谢王心慰吧。
(5星)	一气呵成，只是感觉太草草结束。
(5星)	强奸案7个人讨论那里很有感觉啊  很久都没看TVB咯。。
(NA)	最近的tvb小生 怎么都在演反角儿
(NA)	还好。
(4星)	为了捧陈展鹏~~
(4星)	就是喜欢唐诗咏呀~
(4星)	大C死了，觉得Alex最爱的还是他自己吧。无论怎样，他都不该杀她。寒心
(5星)	真心推荐.........相比与敌同行的全阴暗，这个更适合大家看.........
(4星)	好看耶 就是结局看的不过瘾==
(4星)	没有一个地方是我不喜欢的。不错。值得推荐。
(4星)	不错
(4星)	觉得人物间的关系有些牵强，其他还不错
(5星)	即使最后有狗血的感情戏码，我还是忍不住要给5颗星！泪牛满面，tvb这是有多久没有好好拍出部像样滴片子啦。之前的怒火只不过是燃起了小火苗，这部整个就大焰火，煞屎我了。大爱keith这个角色，陈展鹏终于翻身转正了！至于这坑爹的结局，orz，谦少，你从了keith算了...呃...坐等续集。
(4星)	给力之作
(4星)	回到TVB時代
(NA)	with 室友
(5星)	陈展鹏出头了啊 还是喜欢马国明!! 虽然是客串吧 唉 黄浩然也不错 女主差了点
(4星)	还可以，杨怡要不要这么多人抢啊
(4星)	近几年来看的为数不多的tvb电视剧啊
(4星)	不错，结局可以处理的更好一点
(4星)	算是近期港剧可看之作。
(4星)	所见 不等于真相。
(4星)	虽然感觉终极BOSS太容易打了，不像一般港剧那么惊心动魄，但看下来整体还可以，而且还感动于陈展鹏苦熬多年终于上位，皇天不负有心人！
(4星)	觉得最后两个都不选 感觉很瞎 
(4星)	港剧里面比较少的 节奏不错，但尾巴混乱掉了
(3星)	不错
(4星)	最后几个案子非常不错啊~~
(3星)	虎头蛇尾的典范
(2星)	TVB的一贯剧本，无语掉
(NA)	看了半天 我最喜欢madam
(4星)	深深喜欢大C。
(4星)	不得不承认真的是一号皇庭后最好的律政剧，陈展鹏应该会红。。。
(NA)	真相只有一个，时装多于律政
(3星)	又一眼中一个摩羯。。。
(4星)	案情还不错
(5星)	ceci，alex，有爱死了，感动死了，浪漫死了，呜呜呜，太短了，太短了，大家都爱keith，我偏爱wallace。最后，大C第二部复活表情，再和马明来一段吧！！
(4星)	 
(4星)	明明女主角谁都不选，为毛弄么多粉红情节啊！
(3星)	冲着杨怡去的
(4星)	结局不是很满意......有点出乎意料
(5星)	滿分！
(4星)	杨怡蛮灵的！就是最后结局不是很完美！
(4星)	其实老早看完了……情节都快忘记了……今天清理豆瓣：法庭的内容多了点……情节的推进，简单了点……
(4星)	陈展鹏终于演主角了，好激动啊~~可惜Mavis和Keith没能在一起。。
(NA)	马明最后几集表现不错
(NA)	 陈展鹏 终于出头了
(3星)	晕 少看tvb的电视剧 都觉得太没创意了吧 没亮点 都是翻来覆去的题材呀
(4星)	久违的让人有冲动去追的电视剧
(5星)	TVB的片子就没看过不好看的
(4星)	陪审团那段还不错
(NA)	不知道是不是现实生活中的香港也是如此，很向往这种法制生活。
(4星)	真相就是虎头蛇尾，想拍续集的心情我理解，没必要把结尾搞得这么含糊不清吧，关键是杨怡看到两个人都向她示好的时候那副为难的嘴脸真是招人烦，大C太可怜了！
(3星)	还不错
(4星)	算是近期水准不错的剧~ps：陈展鹏要上位？印象中他还是僵尸3里面。。。
(4星)	比怒火好看 夏季剧结束 秋季剧未开始的时候总是比较难熬啊
(4星)	结局太难，其余不错~
(2星)	冲着杨怡去看的...但是结局你是坑爹呢...好歹也选一个啊. !
(5星)	大快朵颐。
(5星)	据说有第二部~我不喜欢结局，我要keith和wallace在一起
(3星)	到底豆瓣有多少枪手啊
(5星)	大爱刘思杰，苦逼的童年虐啊
(3星)	虎头蛇尾啊，结局就这么潦草！看完回头想想，这剧真心没什么特别
(4星)	花了3天时间看完了。漏洞挺大。
(5星)	期待第二部。
(5星)	虽然更加不喜欢杨怡。。。
(NA)	不错不错 让我对香港的印象大大变好~
(3星)	陪审团连夜讨论案情那段印象深刻。最后几集有种前功尽弃的感觉。
(5星)	TVB睡醒之后的第一步佳作！
(4星)	近期比较好看的法律剧了。情节紧凑，TVB一贯的风格。主要焦点在案件，感情线不是太突兀，open ending
(4星)	或许是看到别个的评价太高，看完后反而没有觉得多精彩，不过是难得让我有耐心看完的TVB新剧集了
(5星)	刚看完  很少TVB这么平淡 会让我觉得好看的  真相是一部   Keish 和walace我都好喜欢。&gt;&lt;
(4星)	遗憾在烂尾。
(4星)	还蛮好看的
(5星)	黑或白是无绝对的 中间永远有个灰色地带 近日追的几部剧都在努力教我怎样对待这个灰色地带 略有感
(4星)	其实做人呢，最重要是开心、
(5星)	TVB当家花旦、正义的化身！
(4星)	结局居然是大家都是好朋友，马脸妹你真够纠结的
(3星)	一开始还不错，到后面就变得恶俗剧情的港剧~
(4星)	结局有点虎头蛇尾
(4星)	很多人嫌弃后面五集，我觉得：一、后面给刘思杰的镜头剧情太少啦，突然冒出来的马国明（虽然我也喜欢），但毕竟让人无限觉得主角不像主角，配角不像配角  二、编剧大概是想马国明身为大boss登场，可是却让我觉得一点都不像大boss，这案子放中间就还好，放在后面就逊色多了。
(4星)	还可以，就是有的case有点老。还是没结局，应该还会有第二部吧！
(4星)	案情很不错 就是大状们的感情部分搞得太随便和鸡肋了~还不如不要
(5星)	陈展鹏演技很好的啊。。。keith超帅的叻！！
(3星)	其实还不错，就是对结局无语~
(4星)	还不错，一口气看完，TVB惯常套路，无功无过，杨怡的形象不错。
(3星)	江洛汶這人心裡絕對有扭曲現象，他試一下女友潘巧如是否是出賣她的人，他最恨被人出賣，就派手下跟隨巧如，當得知巧如去開密碼鎖時，他氣急敗壞發號施令行動開始時，他接到巧如手機電話，他才恍然，巧如愛他，不建議他種種罪行，想和他私奔去國外時，已晚！巧如被手下撞死了，悲吖……
(3星)	全体男角都萌！石修家儿子好可爱！But I hate 后宫……囧
(4星)	不算好看，不过总有动力集集追
(4星)	案子都挺典型。结局就想说一句：把大C还回来！！！~
(4星)	节奏还挺快的 keith和大c真萌 keith和肥仔也很萌 和谦少也很萌 和安哥都很萌 只是和mavis冇感觉……律政剧的感情线真是浮云
(4星)	不忍心看到大C出事，匆匆扫过最后几集剧情简介，坐等第二部。
(4星)	好久没有这么完整的看完一部TVB啦~~很好看 
(5星)	说什么重口味悬疑，我还纠结了很久要不要看。结果那口味还没三十二重呢。不过，剧情蛮不错的，展鹏演技进步不小。大状们的小故事，又一个反映行业行规的题材
(5星)	稀饭杨怡短发造型 剧情不错
(3星)	男主角不帅……
(3星)	还不错，这类片看多了，又开始愤世嫉俗了。
(4星)	后面有些虎头蛇尾
(5星)	没看过怒火街头，所以我觉得真相超级棒，爱杨怡的不一样，剧情设计有几个略显粗糙了，其他的还可以，故事所反映的香港社会很真实~
(4星)	17集真正的精彩
(4星)	现在只有港剧可看
(NA)	    语言犀利，思维活跃，敬业精神极佳的律师们，着实让人着迷
(4星)	不错 
(3星)	终于快进着看完了，TVB的编剧还是这么能编而且一如既往的狗血！不过还是很想看完~马国明真的帅爆了！
(NA)	陈展鹏演的还成~~~
(4星)	黄浩然的脸肿么了，感觉像整容没整好似的，看着太难受了~~~~~~
(4星)	非常好睇
(4星)	第一次看马国明演反派，还是爱他
(4星)	还不错的片，就是结局有点没意思！康芷欣应该选一个的！
(5星)	完爆怒火，各种给力……
(4星)	马明很帅
(5星)	很好的结局，惩恶扬善，在经过一系列的CASE之后，也娓娓道出了为何那尊法官雕像要把自己眼睛蒙住。都说眼见为实，耳听为虚，在这部片里很好的阐述出了在现实生活中，法律，真相，证据这三者之间微妙的关系，很不错的片，感情戏份一般，但是恰到好处，并没有与“真相”这个主线喧宾夺主。五星。
(4星)	还不错 很久没看过TVB了 
(4星)	律师片，比怒火街头好看哦！不过可能欧美片看多了，觉得TVB拍的都不是很专业！不过男一越看越有味~就是结局杨怡两个都不选真的太让我跌破眼镜了！
(4星)	黄浩然很努力。。陈展鹏真帅~~嘎嘎
(4星)	很好看，很期待第二部
(NA)	TVB还是TVB 
(4星)	男主的名字太乐呵啊~~~~JACK
(5星)	真心想大C和Alex在一起，杨怡也一个都没选，这结局太无爱了。T T
(4星)	挺真实的
(NA)	5244我都没有意识到，原来是我爱CC
(4星)	好看，只是结尾是不是没钱了，所以草草了事啊。。。
(NA)	喜欢这类型逻辑的连续剧。
(4星)	算系近年比较好睇的法律剧，但系，呃，杨怡的痴利根真系好严重啊，好讨厌。
(4星)	黄浩然有些老了。结尾的那个MV，无话可说。。。不然，五星。
(NA)	人类始终都要追求珍贵的公平正义
(4星)	Mavis是挺迷人的。
(5星)	很不错！人性，正义，善与恶，正义与非正义，有的时候，真的没有尺度衡量，只是角度的问题，有的时候的判断的方法取决于自己的信仰。
(3星)	虎头蛇尾
(5星)	虽然案子还是看头知尾 对于tvb算是很好的啦~ 剧情蛮紧凑的
(2星)	无感，不喜欢的不行。。。
(3星)	气啊，喜欢的两个又挂了
(5星)	陈展鹏，大爱呀
(NA)	马明最后很抢眼，结尾有些仓促~
(4星)	这部挺不错
(3星)	这结局实在太扯了……
(4星)	要比怒火先锋好看多了
(4星)	新生代TVB女星里 还是比较喜欢杨怡的 徐子珊、陈法拉、胡杏儿、钟嘉欣这全新的四大花旦里 徐子珊还算不错 而潜行狙击后 陈法拉上位趋势明显啊 
(4星)	今年第二部还能看的戏。。。
(4星)	其实做律政剧就是要打人性牌，而且要打得合情合理又要出人意料，《真相》做的合格
(4星)	结局很仓促，大C很漂亮，最后居然挂了，想到了鉴证实录里面的小堂菜。。。
(4星)	看之前以为黄浩然是男主，现在看来貌似不是，这个男主长的像坏人。。那个弑父保母的案子让我损失了好几滴眼泪，感动的不行；最后马国明那段，真是令人感慨，杀了这辈子最爱的人，那种感觉可能是无法用言语表达的悔恨自己吧。
(4星)	结局好坑爹..大C好可怜&gt;&lt;
(4星)	TVB的律政片一直都是我的大爱，这部不错啊，两位“老”新人，陈展鹏和黄浩然，挺喜欢的
(4星)	里面那个胖律师居然看的我流眼泪。。。哎 里面的唐诗咏最后死了 她和马国明的这段感情看的我好惋惜。。。欧 Mavis好有爱 这是我一直想成为的样子啊 简直就是我的楷模啊~~~~
(4星)	女配可以不死就好了- -今年杨怡的戏也太多了吧。。还是最喜欢黄浩然
(3星)	还可以吧 
(4星)	算是蛮好看的港剧了 只是结局不欢喜啊
(NA)	今年目前为止看过最好的TVB，没有之一
(5星)	本来以为一部剧要接档怒火街头会成炮灰，不料还是很不错！
(5星)	这片子不错
(5星)	2011目前最好看的TVB..
(4星)	洗翻唐诗咏！
(4星)	其实我是想给3星的.不过看在杨怡没那么讨厌的份上.
(5星)	TVB有多久没出现这么经典的剧集了啊亲，真的很好看啊亲。
(3星)	我終於也看真相了⋯⋯
(4星)	眼见不一定为实、凡是讲求真凭实据、
(4星)	大C死得太惨了，结局太坑爹了！另外陈展鹏很帅，超级帅，仅限于这个片子帅而已
(4星)	看过傲骨贤妻后，任何律政剧都是浮云啊!但港剧自有它味道。
(5星)	算是这几年TVB可以看的港剧了，钟意大C
(NA)	好中意这部剧哦~
(5星)	好歹也是学过四年法律。。走律师这条路的同学看这部应该更有感觉吧～
(4星)	最近的港剧质量都蛮高的。只是对着杨怡的木偶鼻实在是提不起胃口。还让两位风度翩翩的男主同时爱上她，又一个狗血的剧情！可惜大C的死，马国明的奸角不错不错。
(3星)	结尾还是那么的老土。
(5星)	比怒火街头还好看。TVB终于睡醒啦。。。
(4星)	很久没有看过txb拍过好的律师片了的说，这部算很多年来难得一见的拍的不错的律师剧集
(5星)	为啥大c死了，别人都木有死，不公平啊
(4星)	不喜欢结局 
(4星)	陪审员那段拍得挺特别的，不过有抄袭十二怒汉的感觉
(4星)	很久没有这么好看的香港律师戏了。可惜男主我都不喜欢，哎
(4星)	相对怒火来说剧情严谨了很多，但是有些地方总觉得案情设置上稍微有点小问题，最后几级太赶了，而且一下子落了俗气
(5星)	不错，重拾港剧
(4星)	难得有可以展现人性与感情的法政剧目
(4星)	如果不是结尾不给力，我想我会打五星~从来没觉得男一号这么帅~~~
(3星)	烂尾
(3星)	虎头蛇尾~
(4星)	粤语教材 一时间正义感爆棚 一时间迷恋律师~
(3星)	【三星半】陪审员的部分挺新颖的 第一回了解到关于陪审员的相关知识 黑警一案挺震撼
(4星)	马国明长得跟田亮似得，长这样就算有眼缘？最后的case被我弃了。
(4星)	感情戏少，有点遗憾。
(4星)	好久没有看tvb的了~
(3星)	大C死太快了
(3星)	之前不喜欢杨怡因为始终觉得有些像佘诗曼，不过这里倒是气场很不错了。唐诗咏真的很可爱。黄浩然很萌，让我想起很多年前的陈键锋。私心是希望Keith跟大C，Mavis选谦少的。不过有些事就是因为知道它不可能才会钟意的，嘛，算了～
(4星)	没想到大C的结局这么凄凉啊~~~~我觉得M的最后 都是好朋友说辞讲不通 明明对K动心了
(5星)	难得的让我想看完但看到最后几集又很不舍~最后展怡没在一起也算在我意料之中但还是在意料之中~C的死让人难过A死有余辜；看来王监制都会有《最》的曲子~看到人说最后几集很烂，但除了最后展怡没在一起，其他我都很喜欢！【原本对陈展鹏的偏见也消除了。第一次看到从陪审团角度来看的案件！】—110814
(5星)	这部戏评五颗星一点也不夸张，堪称今年tvb最杰出的律政主打。很多人不喜欢台湾版本的律政系列，当然，从大陆法律的观点可以理解。而我感觉这部戏之所以打动我的是剧中人物对于真相的坚守和对正义的捍卫，当然也是作为律师职业操守的坚守。而且编剧结构非常完美，唯一的不足就是结尾马国明的结局有点悲
(4星)	其实我觉得片尾曲好好听，拍出来噶效果都几型啊！
(5星)	我心中NO1：比《潜行狙击》好1000倍 比《怒火街头》好10000倍。
(4星)	蛮不错的 值得一看
(4星)	是我喜欢的剧情
(4星)	印象深的几段，一个是胖子的妈妈去当陪审员，康大状败诉的那段，一个是卓大少他们和警察争斗的一段，最后一个案例里大C死了，蛮可惜的，杨怡演得不错
(4星)	可惜了最后三集。
(5星)	好久没看TVB 暑假去港交流 天天守在酒店等这部剧 想起从初中开始就狂看TVB各种警察、法医题材 这种感觉真是久违了啊 熬了两天 终于看完了……
(3星)	还可以~~~
(5星)	智慧
(5星)	中环上班嘞就是洋气。。。
(4星)	几年没见的TVB好戏。
(4星)	最后几集笑点奇低 ^________^
(4星)	最后俩case占俩星
(4星)	因为有黄浩然就看了，结果还不错诶~~
(4星)	真相自在人心。
(5星)	tvb几年来难得的好剧。我发现我的口味要么是豪门争产戏，要么是专门职业题材的（医生律师） - -  陈展鹏终于做男主角了！！从读心神探扮演精神分裂的赵文海开始关注他，和林保怡黄宗泽在一起飙戏一点都不输给他们。之前的剧中基本都是反派角色，原来演正面人物也可以这么精彩！
(3星)	里面有很多打酱油的TVB帅哥，再不红就老了。网上剧评说是今年最好看的TVB，我只能说不算差吧，刑事侦辑档案和一号法庭的年代已经一去不复返了。编剧太懒，舍不得写深入点，只是皆大欢喜，现在所有剧看上去都像溏心风暴及家好月圆。
(4星)	还不错 如果有一号法庭的演员阵容 我可能会给五颗星
(5星)	冲TVB不给力这么久有出这么吸引我的一部剧，打五星！剑雄哥啊~~~哈哈哈
(4星)	法律专业性强，很长知识，情节紧凑。
(4星)	大C死得太冤了！
(NA)	看完结局我哭死了
(4星)	好看啊~陈展鹏和杨怡的火花好强大！
(4星)	前面还可以，结尾烂了点
(4星)	杨怡超棒的。喜欢喜欢。
(3星)	正义不是那么容易维护的，在某些时候人的妥协真的是身不由己。虽然以开始看得很正义凛然，但是越到后面越觉得千篇一律，总是伪装成好人的成了坏人。毫无悬念了。
(4星)	大C才是大BOSS哈哈
(4星)	上半年tvb这个最好看了
(NA)	不错。
(4星)	虎头蛇尾
(4星)	除了杨怡基本没撒么TVB大牌。好在以剧情取胜，一个个案子让人欲罢不能。好的演员很多，但是好的剧本难找。
(4星)	开头很好看，结局很一般。
(4星)	大C死的时候心都碎了啊~~~~十分喜欢她和Alex这一对~~~Alex就是那种你知道他坏但讨厌不起来的角色。最后死的时候也很凄凉~W和K我都无感啊~~让那两个老男人去抢杨怡那个老女人去吧~~
(5星)	真实。
(5星)	尾巴烂了点，其他都不错。男主电梯告白真是chok爆了！
(3星)	真相是要蒙着双眼才能看到的
(4星)	最后一集不给力
(4星)	挺好看的
(4星)	就是男猪脚都不够帅气逼人
(4星)	始终好锺意睇官司剧。不过结局最后Keith竟然无同到Mavis一齐，真系多少觉得有D唔完美兼唔开心咯。
(5星)	主角都蛮可爱的~大c居然挂了，可惜哇。keith没和mavis在一起，可惜哇.韦律师跟阿miu这对好有爱~
(5星)	真心不错！情节紧凑
(4星)	其实我好想Mavis 选一个啊啊啊啊！！！ 还有谦少爷好倒霉啊一直中刀啊什么的！Ceci的死好狗血的有没有啊！！！结局我不满意，有点烂尾啊！案子都非常专业啊！
(NA)	只看三集也能知道的剧集。。怪不得港人比较喜欢怒火街头了
(4星)	有些案件确实是出人预料
(4星)	差人PK律师那段真给力吖
(5星)	就是可惜最好女主没有决定和谁在一起~
(5星)	非常好看，几大主角的演技一直都没让人失望过。ALEX和大C的结局很让人惋惜。。。
(4星)	一开始黄浩然算亮眼，后来他就不见了，淹没在陈展鹏的背后，虽然论长相可能黄浩然更有观众缘，但是陈展鹏实在太亮眼了，黄浩然就杯具了。杨怡又出现了，不过看到现在这个角色是她今年最讨喜的了，近几年来算很不错的律师剧，不跟怒火比，因为完全是两个风格。唐咏诗最近竟然死了，这个我比较郁闷……
(4星)	唯一的遗憾是结局太仓促了，留有悬念，不好，若是拍续集，那还好说。
(5星)	近两年最好看的港剧
(5星)	TVB非常成功的律师剧。
(4星)	确实有烂尾倾向。。。马明！&gt;&lt; 
(3星)	也没有很好看啊。。。
(3星)	麻麻地~
(4星)	值得一看。
(3星)	有点假
(3星)	貌似最近看的几部都要死个好人才结局
(4星)	变心了
(4星)	陈展鹏终于熬出头了
(NA)	整剧述事紧凑，案件铺陈有章法，人物个性也颇有特点，还不错的一部港剧。PS：唐诗咏借此剧后估计会向一线女星冲击。
(3星)	小时候的理想。斗黑警那段还蛮精彩的。
(5星)	mavis没有和keith在一起好桑心啊！
(4星)	跟着公司姐姐看的几集 还很不错~~~
(4星)	众多配角是亮点~
(3星)	前面还行 后面又狗血了
(3星)	不怎么样
(4星)	恩。。看过一 也算看吧 哈哈
(3星)	喝水全是屈臣氏
(4星)	前20集精彩律政剧，后5集奇幻爱情剧。
(4星)	TVB近年来难得的好剧
(4星)	结局不欢喜。。
(3星)	杨怡的律师造型cool！
(4星)	在港剧里算不错了~但有些情节实在太港剧了~~~
(NA)	勾起了对港剧的怀念
(2星)	破案还是最能让人看得下去的港剧了吧 。
(5星)	其实剧情都一般，但我就是喜欢TVB没办法啊，好喜欢各位
(5星)	我爱律师 我爱律师 这部片拍的好 环环相扣 很精彩 毕竟是电视剧 就不吹毛求疵了
(4星)	各个侧面了解香港律师这个行当，感动与热血，最后结尾有点小瑕疵，TVB今年不可错过的好剧集
(4星)	大爱alex和cc这对。。泪奔。。
(5星)	剧情还不错，杨怡挑大梁，演得挺知性的～ 肥仔演得最好玩了，也是一大亮点～ 很轻松的一部片子～
(4星)	杀警这段狠精彩，但是虎头蛇尾啊，据说是收到多宗投诉~可惜可惜。keith前半段很给力各种能言善辩各种踩界玩刺激出风头，但是碰到mavis就懵了完全施展不出魅力~后面的感情戏很是失望
(4星)	恢复了我对TVB的信心
(4星)	中后段精彩，结尾有点拖。
(5星)	冲着杨怡去的。没想到陈展鹏也这么给力。虽然还是有点小腹黑，但是多了好多好多可爱啊。发现他很会卖萌的说。剧情也是TVB近年来很少见的优秀了。故事和only you很像，一个个小故事组成。很喜欢片头的，社会，道德，情感……最后，真相。期待续集。杨怡加油！！
(3星)	杨怡的五官真立体~~
(3星)	剧情虽然一般，但总算系剧集里面学到D法律知识啦
(5星)	视角挺特别的。。赞啊。
(4星)	法庭戏部分真是甩怒火几条街，TVB好久没有这种有专业感觉的剧了，连感情戏部分都干脆利落不拖泥带水，就是结尾有点郁闷= =
(4星)	真相和法网群英两部剧换个名正合适，真相叫做法网群英，正好它讲了一群主角及身边人的法律和感情故事，法网群英换做真相因为主角们亦正亦邪，忠奸难辨，案例或输或赢，真假难断
