http://movie.douban.com/subject/1790376/	巴黎恋人 파리의연인
(5星)	 男主角虽然不是特别帅，但是剧情很好看。            
(2星)	 大长脸和方头男            
(3星)	 其实挺喜欢的，就是剧情太老套了。            
(3星)	 男一号太老了            
(5星)	 主角都不是漂亮的一塌糊涂的 但就是超爱啊 最喜欢的两部韩剧之一            
(2星)	 熬到看过了半数，终于撑不下去了，再怎么经典也是错过了看的时机，毕竟过了这么多年了，偶像剧的保质期果然很难保证。            
(5星)	 擦 好喜欢呐～～            
(5星)	 这么经典的剧！！韩剧的里程碑             
(4星)	 不同时间看，有不同感受            
(4星)	 大爱李东健~大爱朴信阳在里面的那个角色~            
(5星)	 寶貝兒，走吧 ~            
(4星)	 可是，我喜男二号啊            
(5星)	 他们年轻过~            
(5星)	 如果男主能够更帅，女主能够更没那就完美了            
(3星)	 看得太晚了 只看了几集            
(NA)	 很纯很纠结撒..不多语            
(4星)	 就……好喜欢朴大叔┭┮﹏┭┮            
(5星)	 力挺超级喜欢，特别是朴大叔的演技。不是很帅，就是有有感觉的。            
(3星)	 算喜欢的韩剧了            
(4星)	 喜欢男女主角间的幽默~            
(NA)	 是真的很喜欢女主角，虽然她跟其他电视剧里的女主角一样，纯真善良没大脑~            
(4星)	 金编和孙导一炮走红的合拍第一部。但成功的很大因素也有朴信阳金正恩实力派的演技。喜欢金编的男主们            
(5星)	 非常好看。            
(3星)	 一般般            
(3星)	 好丑的男女主~            
(NA)	 在看这部剧之前，看过金正恩演过一个弱智角色，从此再也摆脱不掉这一印象了            
(3星)	 没看完。。。            
(NA)	 好早以前看的，现在我几乎不看这种偶像剧，更别说灰姑娘的故事了，但这部电视剧我一直很喜欢，由这部剧很向往巴黎，背景画面很漂亮，女主虽不好看但身材不错，超喜欢男主大叔的，很有魅力哦            
(NA)	 当时那个喜欢啊！很多很感动的地方！印象最深刻，苔玲坐在一个广场还是什么的地方，给自己加油鼓气，照照片，说，姜苔玲你的人生真是越来越cool了。眼中还含有泪水，结果照片出来竟然看到男主的身影！            
(4星)	 原来金编对结局的怨念由来已久，韩国大妈们对HE的要求也由来已久....总而言之，都是处处是金编的风格            
(5星)	 其实这本来是一部普通的不能再普通的灰姑娘的故事。喜欢女主角，喜欢她的那句话:我不是灰姑娘，我只是爱上一个男人的普通女孩罢了。            
(4星)	 唯一一部买盘看的韩剧。虽说很俗套，但是很细腻。            
(3星)	 2主又老又丑            
(5星)	 喜欢李东健。            
(4星)	 灰姑娘剧情吧,,, 但还是挺温馨的. 小时候还以这个韩剧为范本幻想来着呢哈哈            
(3星)	 去年女猪拍的新片 我是传说 我个人比较喜欢。            
(5星)	 巴黎的景色不错 为了那些外景加颗星            
(3星)	 秀赫啊，别哭。            
(3星)	 原声带给力！            
(2星)	 个人觉得非常一般，不知道为什么这么红            
(5星)	 一直一直记得男主角求婚的台词            
(4星)	 看了几集。没有看完。O(∩_∩)O~            
(4星)	 好吧，以前看过的说            
(4星)	 整体的情节设计的不错。。            
(2星)	 给一星有点昧良心，还是给个两星吧            
(5星)	 朴信阳。。帅。。            
(4星)	 因为这部电视剧，曾经特别特别想要一部拍立得。            
(NA)	 一发不可收拾 看完后伪装了几天 觉得伪装其实也不错            
(NA)	 应该是第一步看的韩剧？？朴信阳太帅了。嘻嘻。。。霸道的温柔。。他从来都没有动摇过。。一直都在给她力量和时间。。            
(4星)	 我居然很喜欢看这一部~~女主角很率性，我很喜欢。看评论说她是韩国有名的才女哦~~            
(3星)	 男主女主都不算好看~但是居然很喜欢。客观来说是后韩剧时代的一部标杆啊~~            
(3星)	 够灰的现代            
(NA)	 所有韩剧中最喜欢的，不做作，结局也很耐人寻味            
(5星)	 在清河的时候，这是我们所有人的精神支柱啊。每当15寸熊猫电视机里播出《巴黎恋人》的时候，水房和食堂的人都少得可怜。“启柱派”和“修赫派”横空出世...            
(4星)	 朴大叔应该和沈银河是同期的人了，但这部剧让大叔又火了，金正恩与在《夏娃与诱惑》中瘦了很多。算是一个大龄王老五也有爱情的春天的故事吧。            
(3星)	 骗人的灰姑娘~            
(4星)	 看了两个晚上全部看完！！！！最后几分钟有点扯，前面很好看！~男二真的让人太心疼了，得不到妈妈的爱，喜欢人的爱，男一一开始不喜欢，现在觉得很有内涵，演技内敛！~金恩淑作家的编剧功力果然了得，韩剧经典啊！~不过有些桥段在《秘密花园》，《市政厅》里都用过，看多就腻了            
(5星)	 大叔真不错！            
(4星)	 结尾的话很动人啊            
(3星)	 若不是最后几集太狗血，印象还会更好些。女主不美，戏演得还可以。朴信阳不帅又不高，气场却很足。李东健总是让我想起某个人。导演肯定是奥黛丽赫本的影迷，而且很喜欢“月亮河”。            
(NA)	 我觉得女主角好弱智啊            
(NA)	 韩剧我总是都只喜欢开头……            
(4星)	 这部剧居然分数这么低            
(5星)	 好片经得起反复去看　！            
(NA)	 那女主角原来是夏娃的诱惑的那谁 看来造型真重要            
(4星)	 正是这部戏，迷上了朴信阳的微笑~            
(2星)	 太丑，都太丑            
(NA)	 那时候，你还在            
(3星)	 我妈喜欢死了。。。            
(5星)	 男主角很有魅力，为了爱情都不退缩            
(NA)	 喜欢女主角            
(3星)	 当时看的时候就觉得，女主的相机啊真喜欢            
(4星)	 这结局...            
(5星)	 看惯韩剧俊男美女，朴信阳如此奇貌不扬，还是让我紧追不舍，完全是演技和剧情。            
(4星)	 这些貌似都是小学跟初中时看的东东。不过当时觉得很快乐            
(3星)	 还是在电视上看的国语版的，觉得金贞恩很可爱。朴信阳演的启柱会给人一种很安全的感觉。女孩子都喜欢这种感觉吧，天塌下来就都不怕了。            
(4星)	 这是我初中升高中的时候我妈妈就是用和这个电视剧告诉我说好男人啊就是这个样子的= =            
(3星)	 看完这个剧后一直在纠结为嘛女猪不选择男2号李东健呢...纠结，男猪样衰又脾气不好，不明白为嘛要选择男猪...再次纠结！！！            
(4星)	 因为这部电视剧喜欢上曹诚模的歌            
(5星)	 好看            
(3星)	 喜欢里面的歌曲            
(4星)	 主演有点老            
(3星)	 同样 还是前面好看 后面烂尾            
(3星)	 喜欢结尾            
(3星)	 看了前2/3，节奏还可以，不算太拖拉。。还蛮搞笑的。。随便看看吧。。            
(3星)	 不错。有几集蛮搞笑的~            
(NA)	 女主角太做作。我不止一次的想砸她脸~多动症一样~受不了~            
(5星)	 虽然最近都不看韩剧了，但是这个真的好看，有趣。            
(3星)	 啊，继续我的男二号传奇。。。。。。。。。。依旧对男猪女猪无甚印象。。。。。。。。。╮(╯▽╰)╭            
(4星)	 看到那个成功男人傻傻的恋爱方式真的很感动，到底要转过几个弯，才可以遇到一个对的人？            
(NA)	 不明白为什么要分两篇            
(5星)	 7分，有点低啊。            
(NA)	 唯一一爱过的一个韩剧男主角。。阳光。酒窝。巴黎美景。永世不会忘            
(5星)	 金晶恩好美啊            
(4星)	 可惜女主太丑，扑信阳棒棒棒            
(NA)	 大龄女+眼镜男 ...不想吐槽            
(NA)	 情节很老套，灰姑娘和王子的故事。但很具视觉享受感            
(4星)	 자기야,가자..            
(4星)	 立拍得~            
(5星)	 剧情太好，演技太好            
(4星)	 这个除了女一号比较XX…… 编剧明明很了不起啊！            
(4星)	 那句表白简直就是经典了。。。虽然其实男主角长的实在第一眼很不讨喜。。。            
(4星)	 还小的时候看的。从此后知道，原来长得不好看的中年人也可以演出好看的爱情            
(3星)	 金正恩还是了女主播里巷有点腔调呀。。。伐理解为撒了韩国收视率噶高。。。            
(4星)	 怀念当年的信阳君~SIGN里面明显发胖了            
(4星)	 朴信阳是我的菜            
(3星)	 大部分都忘了            
(NA)	 又一例灰姑娘            
(3星)	 老妈很喜欢。。。囧            
(NA)	 当年很火，试着看过几集无奈演员实在太丑了。            
(4星)	 不喜欢女主角的演技，但男主角的性格很好笑，面对爱情象国中生那种淳朴的初恋，逗。            
(2星)	 为毛韩国收视率这么高            
(4星)	 最爱大叔╭(╯3╰)╮            
(5星)	 男主角温暖的让人难过             
(4星)	 朴信阳。不帅但很有韵味。            
(NA)	 “跟我一起生活吧，不要想得太复杂，不用想别的，如果你不好意思说的话，我让你选择：一、我同意马上结婚；二、就算不同意也要说同意，然后结婚；三、如果需要时间考虑，就给一天时间考虑，然后再结婚，选吧……”            
(4星)	 最早看过的韩剧之一 推荐            
(4星)	 挺好的一部灰姑娘的戏码            
(4星)	 剧情有点冗长，但该剧系巴黎取景。超爱巴黎～            
(4星)	 灰姑娘的故事！            
(4星)	 ......灰姑娘故事太多了吧            
(3星)	 男主女主不咋样            
(5星)	 金正恩~            
(3星)	 灰姑娘的故事，但是不太喜欢男女主角，倒是男二号满喜欢的···不过剧中那种生活还是让人向往的···            
(2星)	 陪我妈看的，净观察女主角的大鼻孔，鄙视男主角的小挫个，但是男2号还是很有味道的            
(4星)	 老妈的最爱            
(4星)	 喜欢女猪脚的，好看的            
(4星)	 我很喜欢撒            
(5星)	 不管在哪里，一定找到你！            
(3星)	 对男主的长相实在无语，为了剧情看了下去。            
(3星)	 歌不错            
(4星)	 当年收视率最高的电视剧之一，值得看看            
(4星)	 当时看的就傻呵呵的笑            
(5星)	 上高中时曾为了看完这部浪漫爱情剧经常下午上课迟到。            
(4星)	 妈妈超爱看~            
(3星)	 一旦愛得太多眼淚就會變多            
(5星)	 三个人我都很喜欢不论是朴信阳，李东健还是金正恩            
(4星)	 男主角是我看過第一個，這麼丑但也這麼討人喜歡的……            
(4星)	 超喜欢里面的男猪脚。。。哈哈哈哈\(^o^)/~            
(5星)	 原来我以前看了很多韩剧            
(NA)	 也是部纠结的片子，从初中看到现在还没搞明白            
(NA)	 电视放的。跟到看。            
(4星)	 除了男猪太丑外都不错            
(4星)	 喜欢男二~            
(4星)	 不知道为什么这个故事会有那么多人喜欢，只是个灰姑娘的故事而已。。。男女主角长得都很老，不过还蛮讨人喜欢的。            
(3星)	 好老的主角            
(5星)	 唯一看下来的韩剧.....            
(5星)	 麻麻的最爱            
(NA)	 当初我就觉得李东健和某人有些神似的呀。。            
(4星)	 大爱男主角。当然决不会再看第二遍。            
(4星)	 这大叔太丑了！            
(3星)	 又是一個讓人糾結的男二號            
(3星)	 男主角好老。。            
(3星)	 在法国留学的那段比较有FU。            
(2星)	 比较奇怪就这么个剧也能高收视...            
(3星)	 开头很好 中间无聊 结尾故弄 男主很棒            
(3星)	 朴信阳也就里面灵过一下，金贞恩一直很甜美            
(3星)	 也算是经典韩剧吧但是男主们不给力啊，在年幼的我眼里怎么也没发现他们哪里帅            
(NA)	 男主很帅，很牛逼，不是吗            
(NA)	 曾经让我在深夜暗自流泪的韩国电视剧啊            
(5星)	 很坚定的男主角            
(5星)	 灰姑娘            
(4星)	 蛮经典的，里面的桥段在很多韩剧里面可以看到。我看了好几遍的，就是主角们长的，哎，不说了。经典，值得一看。            
(NA)	 哼哼哼，呵呵            
(4星)	 看过最多遍的电视剧，我自己都没想法了            
(4星)	 剧情很给力            
(3星)	 典型的韩剧            
(4星)	 怪蜀黍也有春天....            
(5星)	 是我最喜欢的韩剧之一，超超超喜欢女主！！！            
(3星)	 哥哥可爱            
(3星)	 高中看时觉得很好看 现在看来很一般            
(3星)	 男猪脚不好看~            
(4星)	 我承认我没看懂结局。。。烦二了。。。            
(NA)	 那是的唯美片            
(4星)	 老套路的韩剧。。善良的cinderella遇上两位白马王子纠结。。取景地是Paris也是偶看的理由。。太美了地方美故事也很美。。每个女生心中都期盼穿上水晶鞋变身为公主。。觉得男主很有味道即使不帅女主么一般般性格也不是很喜欢在爱上女主播里飘过几眼。。            
(NA)	 我喜欢过很久的哇            
(5星)	 爱是梦 是幻想              
(3星)	 主题曲比电视剧吸引我。            
(4星)	 灰姑娘和王子的故事。。。            
(2星)	 虽然很火，但是不是我的菜啊，请原谅我的视觉派，看到男女主的脸我就熄火了，男主那张脸怎么看怎么像我40多的舅，那女主的脸怎么看怎么像是拉过皮的，笑起来很惊悚好吗？撑到了17，可实在无能为力。            
(5星)	 最喜欢的韩式童话剧+白马王子            
(3星)	 刚看完秘密花园再看这个 有种从设定到吐槽上无穷致敬的感觉 电视剧不适合搞先锋艺术 所以结局还真是令人比较难以接受吧 跳着看居然看到了每盆大狗血的人表示毫无压力 - - 除了李东健刮了胡子白西装那个造型真的很帅之外 对眼镜大叔和马脸女猪就不做评论了 奇迹是我还挺喜欢他俩的 - -             
(NA)	 所以说一部好的连续剧，可以塑造一个偶像明星，朴信阳就是这么个人。看完《巴黎恋人》就会爱上这个长得并不好看的男人。            
(1星)	 貌似此剧开创出国拍外景的潮流 不过对男女主角无感            
(NA)	 男主和我姐夫长的像一个模子印出来了…            
(3星)	 大龄影星，还凑合            
(4星)	 我当年的偶尔啊，被人抨击为“坑哥”            
(4星)	 大叔很有爱……            
(NA)	 不管多困难，他们没有过一点点退缩。            
(NA)	 这是唯一一部 我喜欢的韩剧。。虽然我看的韩剧可以用5根手指头数过来。。            
(5星)	 为数不多的韩剧之一            
(5星)	 很好看的一部韩剧。第一次看可能不会被吸引，越看越好看。            
(3星)	 爱心  ,--^----------,--------,-----,-------^--,  | |||||||||   `--------&#39;     |          O  `+---------------------------^----------|    `            
(5星)	 每次看到都会想起一个人            
(NA)	 看的时候还不知道原来是黄金组合金编申导的作品，更不知道原来这部最后的收视率居然高得那么可怕。对女主角的印象停留在夏娃，当年就已经特别留意这个前辈了，没想到整容之后整个风格大变，有种吸引你看着她的魅力~            
(4星)	 陪你在身边            
(3星)	 为什么蒸桑拿要吃鸡蛋？            
(4星)	 我看过的第一部韩剧。。            
(3星)	 我喜欢笑起来眼睛眯起来像弯月牙一样的女生 就像金贞恩。            
(3星)	 我真特么后悔又去看了遍韩语版的！以前觉得挺好看 现在看觉得剧情俗的不得了 对女主男二的好感都没了！我是不是吃饱了撑的！            
(5星)	 恩            
(4星)	 成熟稳重温暖专一的启柱是我的菜啊            
(4星)	 靠 这剧看就看了 不看千万别看 要看也别看最后一集。。。我实在忍不了了 金编你怎么忍心把人就这么编了啊啊啊啊 什么叫做女主的小说 你给我翻译翻译            
(5星)	 高考那年看的呢 不知道怎么 就被迷住了 感动了 包括里面的音乐 现在听到 都是一种回忆             
(5星)	 典型的灰姑娘童话，典型的一女二男模式，巴黎是浪漫之都，只是乍眼看女主忒丑。            
(3星)	 喜欢这种大叔~成熟又纯情的可爱~            
(4星)	 女主的表情有点做作            
(4星)	 当年很爱看            
(4星)	 让我纠结的是结局有点没看懂~            
(1星)	 垃圾片！！！浪费时间看。            
(4星)	 不错。            
(5星)	 最喜欢的男主人公，男人就是要这样，绝不同意任何误会以及退让            
(5星)	 哎哟喂。。某年某月某日某个人给我唱过某首歌啊~再见昨天~            
(4星)	 金编剧真是强人呀~            
(1星)	 多数韩剧里面都有一个傻逼的女主角。            
(NA)	 朴信阳代表作            
(4星)	 虽然女主角顶着一张怪怪的脸，但是因为朴信阳精湛的个人魅力与剧本对男主角的性格定位，男主角非常出彩，是韩剧中不可多得的魅力男人，也使得这部戏有了很大的可看性            
(2星)	 很久的片子了  现在想想没感觉 好一般             
(NA)	 唯一一部看完整的韩剧。            
(5星)	 第一部被迷住的韩剧。毫无理由的给五分。            
(NA)	 很喜欢看这部片子，但是不喜欢女主            
(3星)	 觉得女猪很老            
(2星)	 男的太难看            
(4星)	 跳舞的时候总是让人着迷            
(5星)	 我都看过一百遍了，又看了一遍            
(4星)	 曾经超喜欢，现在想不通当时为什么喜欢，男一女一都挺丑的，郁闷。。            
(5星)	 我追的第一部韩剧就是《巴黎恋人》~~喜欢金贞恩~            
(3星)	 大叔您有点斗鸡眼。            
(4星)	 李东健的螳螂腿            
(4星)	 似乎是很久之前看过的，但是感觉很不错。印象中“大叔”就是这样。            
(4星)	 在那个疯狂迷恋韩剧的年龄。            
(5星)	 女主角好傻            
(3星)	 男女主角都显老……            
(NA)	 不怎么有爱，屁峥的大爱～            
(4星)	 情节出乎意料            
(4星)	 男女主人公都长得不好看，但是这部剧真的很好看！            
(3星)	 看不下去啊看不下去            
(4星)	 还算元素丰富的一部剧，但现在没什么想法了。颓废的东健还是很可人的呢            
(5星)	 因为男二号修赫的剧情衬托，此剧经典到看了n遍～            
(3星)	 也是挺虐的一部，最后的结局没有明说，因为这部而爱李东健的。            
(3星)	 好多人推荐 我觉得一般 可能是演员不大吸引我吧             
(4星)	 我非常喜欢长胡子的张东健，完美的大叔馁~            
(4星)	 虽然男一男二女一女二都不能看 但是还是看进去了 灰姑娘的故事 奏给四颗星吧~Over~            
(2星)	 女主实在是整容太多            
(5星)	 完全的公主梦            
(4星)	 当时和妈妈一起看的，还挺好看的。。。            
(4星)	 几年前很爱看。。。            
(4星)	 有大叔的电视剧            
(5星)	 喜欢这样的男人。            
(5星)	 浪漫得一塌糊涂            
(4星)	 男猪脚太丑  女猪脚整容的            
(4星)	 幸福的女主。            
(5星)	 韩剧中不得不看的经典。            
(NA)	 有点感人。。。有点可爱。。。            
(3星)	 我妈看的时候瞄了几眼 没啥他别感觉~            
(4星)	 朴信阳很可爱            
(NA)	 韩版爱情剧。王子与灰姑娘的故事。老一套。不过以前却很喜欢。            
(4星)	 女主角完全是张假脸，但戏不错，朴信阳的演技真是没话说~            
(4星)	 这部戏倒是难得有点不韩剧感觉的。            
(4星)	 总得有一个人坚持，爱情才能得以继续。            
(4星)	 当时真的大爱朴大叔呀~~            
(5星)	 看了多少遍= =            
(4星)	 看了两三遍了，，很喜欢的片子，就是灰姑娘的故事嘛            
(NA)	 有些年头了            
(3星)	 一直觉得金贞恩跟朴信阳很有夫妻相。。            
(4星)	 幼稚的人看浪漫满屋；成熟的人看巴黎恋人。            
(3星)	 灰溜溜的跟着我姐看完整部,挺对得住......            
(4星)	 话说那个时候的李东健还青春无敌呢，还悲情男二呢            
(4星)	 在家拿电视看的。。。断断续续的都看完了。。。眼镜哥的表情相当犀利。。。主题歌非常给力。。。            
(3星)	 当年看李东健            
(4星)	 女主还是傻得很可爱            
(5星)	 哈哈哈哈哈哈。。  恩！！！            
(NA)	 唉，难道的男女一号都很有魅力            
(NA)	 猪脚太老            
(3星)	 李东健是亮点，帅。            
(NA)	 不想评论~~哎！！            
(5星)	 跟着我妈看的~            
(2星)	 丑男+狐狸脸女。            
(5星)	 为男二心疼            
(4星)	 我爱剧里的男猪脚            
(4星)	 我首部挚爱的灰姑娘韩剧。            
(5星)	 爱死男主了，虽然知道就是一朵大浮云~~~            
(5星)	 我唯一无法自拔的剧            
(4星)	 唯一喜欢的一部韩剧            
(3星)	 记得高中的时候那班女生看的如痴如醉啊            
(5星)	 着实被朴信阳给迷倒了。            
(4星)	 心疼男二号            
(4星)	 第一次觉得不帅的男主角也可以这么让人着迷。            
(3星)	 这男主是我看完过后依然不喜欢的韩剧主角第一人~机器猫脸！还有，干嘛折腾wuli李东健啊！            
(4星)	 看了好久的一部片子，至今的唯一印象是男主角把眼镜摘了很丑            
(5星)	 在寒冷的冬夜，躲在温暖的家里看的。看到后面特别伤心，然后感慨自己愈发感性了。很喜欢韩社长的坚持。不过结局莫名其妙了。            
(3星)	 电视上播的 就那么看看。无爱。男女猪脚都不好看。            
(5星)	 很喜欢这部片子里的朴信阳            
(4星)	 男主角真的不甚好看，影响我观影情绪            
(2星)	 男猪脚这型不是我的菜，很难喜欢            
(3星)	 在电视台的轮番轰炸下看完了            
(4星)	 当年还挺喜欢的。。            
(3星)	 相爱的人总是不顾一切理所当然在爱名义下奔向对方，不理睬甚至伤到他人，其实每个人都有自己的立场，修赫委屈的是：我跟舅舅一样的好男人，更深爱着你泰英，更能给你幸福，所以请在陷下去之前考虑一下我，可爱情是有先后且让人盲目。真爱最大的威力就是能够击退所有的困难。修赫的悲哀他是单向的            
(4星)	 曾经喜欢的女猪脚啊。男猪脚长得实在很猪脚。。。            
(3星)	 女一号又老又丑，男一号演技不错。            
(4星)	 ……那时我……15岁            
(5星)	 剧情很嗲，男主角塑造得不错            
(4星)	 不漂亮的主角们，温暖的剧情            
(3星)	 汤不牢了...弃了吧            
(3星)	 多加个星给场景，不喜欢台凌，她的脸总觉得是被挤小了的，还说话有种怪怪的感觉。。            
(4星)	 中间跳了一集都没发现，汗。总觉得这种性格的男主女主总是很讨人喜欢的。            
(3星)	 都说很好看 可我不太喜欢 受不了里面李东健的胡子造型            
(4星)	 真正看完的一部韩剧。跟朋友在家里看的碟，不眠不休看完，眼泪也陪掉不少，呵呵。            
(4星)	 给金正恩加一颗星。叔叔阿姨的装嫩片，最后一集就是骗收视率么            
(3星)	 男二丑的我没信心看下去            
(3星)	 朴信阳还是很牛的…这个片子让我有了那个什么汤匙情节……            
(3星)	 发牢骚的说。为什么女主角不选择被爱的呢            
(NA)	 目前为止是我最喜欢的一部韩剧。            
(NA)	 很灰姑娘，3个人喜欢的都很执着，很喜欢音乐`陪在你身边`，听了一段时间            
(4星)	 喜欢片头曲，热播的时候，单曲循环了好一阵子呢。            
(NA)	 看了又看。            
(5星)	 仍然是看朴信阳            
(4星)	 不知怎么滴就看了，还不错，就是演员都太老了。            
(3星)	 哈，大叔也可以很有魅力            
(3星)	 刚出的时候，疯狂的迷恋。            
(NA)	 老妈爱看            
(NA)	 曾经很喜欢的一部剧、            
(5星)	 又一部我心中的经典。挑不出哪里不好的一部剧。            
(4星)	 这个男人很有魄力   很喜欢这个剧  感觉有那么一点真实感            
(4星)	 补EQ            
(5星)	 经典呐！从同看到尾在电视里看了好多天，很感人~只是结局真的莫名其妙！            
(4星)	 不错哦。。那样淡淡的男人，让人喜欢            
(3星)	 高考前偷偷看            
(NA)	 男主女主都很丑            
(NA)	 没从头看到尾            
(4星)	 话说我妈看到夜里苦到凌晨            
(NA)	 金贞恩的那个脸啊，比鞋还长～～65分            
(NA)	 爱死了···            
(4星)	 看的最早的一部韩剧，挺好的            
(3星)	 受不了女主角眼睛老是包含泪水~~哦，原谅我小时候就这么冷些了            
(3星)	 女主丑，男主看着矮，真实身高未知，还有永远的男二，真可怜            
(3星)	 男猪脚那么呆            
(4星)	 冲着朴信阳去的            
(3星)	 那个时候很喜欢。            
(NA)	 记得是高中时看的            
(3星)	 朋友介绍说好看，我觉得一般            
(4星)	 韩社长啊。。你不帅却能成功秒杀无数人 喜欢~不过不太喜欢女主啦。。            
(3星)	 一般            
(4星)	 我喜欢金正恩            
(4星)	 两兄弟在冰球场上较量、启舟为泰英唱的歌都很难忘            
(4星)	 我上中学时可喜欢看了~我爱李东健~            
(NA)	 难得看个韩剧。算这个片子走运=  =|||            
(3星)	 我一直以为女一会和男二在一起。。。            
(5星)	 那一句宝贝，我们走至今还让我感动虽然说这话的人早已在彼岸            
(3星)	 灰姑娘的故事真是百看不厌。            
(NA)	 不说故事如何，巴黎的外景还是很不错的，也由此掀起了异国景色＋童话故事，然后回到韩国＋继续爱情纠葛，例如爱在哈佛、布拉格的恋人、巴厘岛的日子这些电视剧。朴信阳的演技没得说，实力派的演员在韩国还是不少的，只是现在被偶像剧充斥得纷繁复杂，已经很少有能让你有感触，引起你同感的演技了！            
(3星)	 纠结的韩剧...            
(4星)	 原来看着就感觉，男的不帅，女的不靓。可是这部剧让人上瘾，经典的台词也是让大家记忆深刻！唯一让我不明白的是最后一点儿情节，到底是在说什么呢，不明白。。。也许我的理解力有问题吧            
(4星)	 第一部 在男女主角都不好看的情况下 依然觉得很棒的电视剧            
(4星)	 那一年为之疯狂，谁都有年轻时啊~~~~~~~~朴信阳大叔很靠谱！            
(5星)	 我觉得最好看的韩剧！！            
(NA)	 妈妈级最爱看了，呵呵，我陪妈妈看。            
(4星)	 灰姑娘故事的终极版            
(3星)	 。。。   单恋最苦TT            
(4星)	 哇塞，久远了，初中看的...一如既往地比较喜欢男二号~女主角很漂亮哎。。。!~            
(3星)	 多谢星空~            
(4星)	 多少年前，电视上一遍又一遍地播，红极一时啊。            
(NA)	 那个拍立得太想要了            
(NA)	 3.5            
(5星)	 超喜欢的一部韩剧，超级喜欢，男主和男二都超爱，超级超级喜欢，就是这样，看得我超级感动            
(3星)	 高一时期的片，我的确没看出来哪好看。            
(3星)	 以前看的，那时候看似乎口味重了点。            
(NA)	 没看懂~            
(4星)	 男二装失忆后的笑容很美...            
(4星)	 我好像没有看到结尾，实力型的韩剧            
(5星)	 第一遍看用的是快进~~~后来我竟然完整的看了不下2遍~~~特别喜欢开头部分~~将近30的女主每天还是过着很有梦想的生活~~骑单车路过喷水池时必定抛个硬币许下心愿~~~貌似也是从这部片子开始喜欢上随身带相机~~&amp;大叔型人物……            
(3星)	 场景蛮漂亮的 完            
(4星)	 这是妈妈也喜欢的电视剧。很喜欢苔玲~~~            
(4星)	 曾经很喜欢很喜欢，高中时候吧            
(4星)	 哎 想当年...            
(3星)	 久远的记忆~            
(3星)	 我觉得男主不好看。。            
(5星)	 我是看了又看，剧情很浪漫很动人。            
(NA)	 我要像女主角学习            
(4星)	 高中时很喜欢的韩剧。            
(4星)	 疯狂的迷上，又失望的回归            
(NA)	 男主角是大叔级。也挺好。            
(5星)	 喜欢两位主演。            
(3星)	 太做作的女主角令人反胃            
(3星)	 女主角，呃。            
(5星)	 那样的人，那样的感情，是否也曾经真的遇见过？            
(3星)	 其实喜欢的是男主笑起来时的两个小酒窝~~　            
(4星)	 虽然剧情有点老掉牙，但是充满真情实感            
(5星)	 为爱而分开，我是那样擎着泪看你离开            
(3星)	 好像很多人喜欢这个，但是我觉得一般，可能男女主角都不太喜欢的缘故吧~            
(5星)	 還沒看完先看了網上的評論,大家對結局都有很多疑惑,有說是在壹起了,有說是另壹故事的開始,最吥能接受的說法是前面的故事只是女主角構思的劇本,并沒有實際發生,實在無法接受,所以決定看到15集就吥看了,吥管結局如何,想把最美好的記憶停留在男女主角最幸福的時候~~也留給自己壹絲絲的幻想            
(3星)	 金贞恩。。。是爱上女主播里面那个前辈么？整的有点认不出来了            
(NA)	 三部曲里远没有布拉格恋人好看 觉得女主角很爱装            
(5星)	 当年很爱的啊，很爱李东健，没剃胡子前是路人，剃了胡子就是霹雳帅啊！            
(2星)	 不喜欢朴信阳            
(2星)	 一般好看            
(4星)	 蛮好看的 很喜欢女主角的可爱            
(3星)	 男女主人公年纪轻点就好了。。。            
(NA)	 没啥好看的 女主角整的也太明显了 眼皮都不一样            
(4星)	 灰姑娘在法国的爱情故事~            
(3星)	 老套狗血，不好看            
(3星)	 看过的唯一一部亦会是最后一部韩剧。没女人说得那么好，也没男人说得那么烂。            
(4星)	 当初还是很迷过这个大叔一阵            
(4星)	 看过很多遍            
(5星)	 朴信阳越看越舒服.女一号整的太恐怖了...            
(NA)	 表姨妈嘅碟荼毒了我们这么多个女人，哈哈哈哈。            
(5星)	 金贞恩！！！            
(4星)	 分数都给了巴黎            
(NA)	 觉得男主角很帅= =呆呆的帅！女的嘛有时好看有时不好看！身材很好！故事集我喜欢嘿嘿！            
(5星)	 那一年，懵懂的我天天守着电视等着巴黎恋人，这是我心中永远的经典            
(3星)	 韩启柱..我们同学怎么就这么爱看呢...            
(4星)	 只为其中一首插曲。            
(NA)	 看的时候觉得挺好看的，过后觉得也挺好看的，只是有些不可思议的是，怎么当时看的时候都不觉得男女主角稍微有些上年纪了``~嘿嘿~~            
(NA)	 CCTV8上看的。            
(1星)	 男女主都又老又丑。。。            
(3星)	 王子和灰姑娘            
(5星)	 朴大叔，不要太帅哦！怎么能那么帅啊？            
(NA)	 看的时候很喜欢那个结局，和他们见面时一模一样……            
(3星)	 嫁个有钱人 是小说            
(5星)	 看到了就激动。。。。反反复复看了无数遍都不会腻的韩剧。。。亲爱的朴信阳 亲爱的金正恩。。我爱你们~            
(5星)	 被朴哥哥完全性的迷倒            
(5星)	 不爱棒子，但这是我最爱的一部韩剧            
(NA)	 女人的力量很伟大~            
(4星)	 不错!            
(4星)	 高三时看完的，很棒的GIRL!            
(3星)	 那时纯粹为了李东健看这部剧，可惜李东健不得女主心。            
