http://movie.douban.com/subject/6110548/	对我说谎试试 내게 거짓말을 해봐
(3星)	 火车上女生介绍。看到第八集。尹恩惠演这种小心性的女生太合适了。            
(4星)	 尹恩惠算是我为数不多要追着看她演的剧集的韩国女演员吧。。姜志焕大叔还行在里面 韩剧的戏码都差不多 豪门与贫民的歪打正着的深感情            
(3星)	 想成为结了婚的女人            
(3星)	 这个真不能算是喜剧片吧，操你先人的            
(5星)	 刚刚看完　结局甜蜜呢　大爱尹恩惠            
(4星)	 烂尾。            
(3星)	 就是想看恩惠那么单纯的动机，所以多么狗血我都是能接受的，只要恩惠美美的，再说，姜大叔是耐看型，剧情，当然喽，偶像剧么，大家求个放松，你跟剧情较真就没意思了            
(3星)	 韩剧我一直看不完 看到中间就死命往后拖            
(3星)	 一开始还好，看到后来越来越没意思，不断快进。结局也不够精彩。            
(5星)	 有趣            
(3星)	 我真的很脑残啊！！！看了这么多脑残剧！！            
(3星)	 剧情依旧！蛮看            
(4星)	 男主角超级欠打。            
(3星)	 姑娘没耐心看下去            
(4星)	 看韩剧，是提醒我原来爱情是如此甜蜜，不能懈怠，不要忽略。            
(3星)	 越演越没意思了！            
(4星)	 后面的剧情实在是不是很好看。            
(3星)	 我真。。。不是很喜欢            
(1星)	 很不喜欢男一演技风格  女的一般  很做作  做作的电影  看到后面想吐  实在很难看下去            
(3星)	 对这部片有点失望，可能中途换人的关系或是对手太强劲了，收视率惨败啊！            
(3星)	 哈哈哈哈哈哈~~~~~孔雅晶            
(2星)	 没劲死了            
(5星)	 爱恩惠~            
(3星)	 前段搞笑，后劲不足，剧情性很不够，看了开头就能知道结尾的无脑剧。主要冲着尹恩惠姜志焕才看的。据说原定男猪脚是朴龙河。。。。男二号和女二号的出现可有可无，最后无声地推出不带走一片云彩，几乎就是打酱油的，对剧情毫无影响力。全会长和男主角姑母的定位也牵强，开头让人误以为最后会扯出什么上            
(3星)	 在期末考试期间，纯属娱乐打发时间。            
(3星)	 消遣时光的还可以的一部连续剧，不需太计较剧情的夸张和合理性。只图轻松            
(3星)	 没错 我看完了            
(3星)	 其实唯一出彩的地方是友情吧。            
(4星)	 分好低叻……            
(2星)	None
(NA)	 尹恩惠            
(3星)	 韩剧现在烂尾的太多了(-┏)            
(2星)	 你妹，暑假真的很无聊啊，求耍            
(NA)	 老實說, 前半跟後半是2個編劇的嗎?             
(5星)	 感觉还是比大陆，尤其是李湘，拍的好太多了            
(4星)	 爱情就是这样简简单单            
(3星)	 老套的韩剧，但是一旦看上了就想知道结局怎样。当然也会被其中的真情表白所感动            
(2星)	 没多大意思，看不看无所谓！            
(2星)	 情节突兀的嘞。            
(4星)	 前面不错，后面就看腻了。            
(4星)	 很少看韩剧，因为有些情节很蛋疼，但是有些情节却很感人。有那么一个人，什么都不说的把你拥入怀中，什么委屈不能被遗忘？？什么付出都值得！！            
(3星)	 全都因为尹小姐。            
(3星)	 男主角像不像尔康！像不像！那目光如炬的样子！            
(2星)	 moya~谁说好看的！            
(3星)	 有点水~            
(3星)	 看完以后才觉得。。。。有点傻。。。。我可能更傻。。            
(2星)	 虽然很喜欢恩惠，但真的，这部片子太差了，前几级还差强人意，后来慢慢的...到最后总算没能让自己坚持下来，也没看结局，因为没什么可吸引的了，而且后来恩惠的扮相也很差，希望只是化妆师或者剧情的需要，算了，一个烂编剧毁了一个好心情。            
(3星)	 男猪脚和男二号简直没法看            
(1星)	 太难看了！            
(3星)	 男猪脚哪里帅了啊。。。起码要有贵族气质啊。。            
(3星)	 的确是冲着姜志焕去的，但是越往后越来越感觉太没意思啦，勉强看完。            
(5星)	  能看不能期待。            
(3星)	 老套，速度看过。            
(3星)	 看了一半看不下去。( ⊙ o ⊙ )            
(5星)	 好吧 我承认无聊的时候看看也可以            
(NA)	 看了两集- -            
(3星)	 够养眼，剧情一般            
(NA)	 1小时一集也是我看过最长的电视剧了            
(3星)	 只为了看尹恩惠，剧情实在狗血！但还是看完了！            
(5星)	 白马王子和灰姑娘的故事，，，俗套俗套！可我就喜欢进入这种低智商的剧情，哭的直到擤不出鼻涕头巨疼！            
(3星)	 其实就是一特简单的事儿，但他们总是瞎比折腾            
(3星)	 喜欢尹恩惠，后来就闹了，根本没情节，最后两集，感觉像凑数~~~            
(4星)	 挺有意思            
(3星)	     有点儿像韩剧桥段大全，几乎所有恶俗片段都凑在一起了。富二代，疯癫女，兄弟共恋一个女孩儿，三年后回归的爱人……。想起了《摘星给我》，《我叫金三顺》，剧情太差了，如果没有尹恩惠，实在没法儿看。            
(4星)	 情路上有很多拐点，能九死一生幸运走出来的人...太少看到。中间老爷子引用的一句话很好:“人在爱中，容易受骗。”            
(3星)	 显然很狗血。但是我挺喜欢韩剧中女猪脚那种抓狂的样            
(3星)	 哎呦喂的确是老套了点儿...但是其实我觉着男二还行啊...            
(NA)	 男主明明是个腹黑，干嘛楞要装清纯，搞得跟个刚坠入爱河的毛头小子似地；男二更搞，你肿莫就喜欢别人碗里的菜嘞？抢着吃味道好？女的貌似都还8错，总的来说还是一部OK的剧，周末一气看完。            
(NA)	 至集2  受不了这编剧            
(3星)	 201106            
(4星)	 W Hotel 和 三星 真是做足了宣传；女主造型也真是做了不少功夫，动不动就各种奢侈上身，韩剧公务员的实力也真是很强唷~            
(2星)	 so far感觉男主的声音怎么跟他那脸那么不符呢。又是一部没能让我坚持看完的剧。            
(5星)	 除了最后一集有些虎头蛇尾以外 not bad雅婷啊 雅婷啊            
(4星)	 前面比较好看，还没周都追，反而到后3集就很无趣了，虎头蛇尾            
(NA)	 我喜欢看原汁原味的原声韩剧，不然不如不看。情节太电视剧了~~~泡沫            
(4星)	 前半部分很搞笑~后面有些拖沓~总体来说不错~哈哈            
(NA)	 会展            
(3星)	 尹恩惠的打扮还是很潮。剧情没看头，奔着衣服去的。            
(3星)	 女主角不靓，男主角不帅，剧情不精，秉持着有始有终的心情看完了~            
(3星)	 搞笑的爱情故事，延续韩剧一贯风格，就是剧情拖沓了点，亮点不多            
(4星)	 就是喜欢白痴爱情剧啊=。=            
(NA)	 即使剧情老套 但很是很好看            
(3星)	 妈妈喜欢这种看了第一集就猜到结尾的泡沫剧.....            
(4星)	 ，↖(^ω^)↗ ，             
(NA)	 前面好看，后面拖沓            
(4星)	 有时候谎言，真的只是个谎言而已。掩盖不了一切，是美或是丑。            
(3星)	 剧情，又是门不当户不对，打破阶级界限的爱情斗争史，这次是30岁的剩女和多金王老五的故事，我恍然，剩女这个话题全球通用哦。女一不好看，但很耐看，一贯如此，可是男一，他大概算端正吧，可是他到底帅在哪里，为什么电视里人见就说“哇，好帅啊”，这是什么催眠术吗，算了，我还是去看我的李民浩吧            
(4星)	 前几集还是不错的，到后面就感觉没那么有吸引力了。。。            
(NA)	 现在看韩剧居然木有耐心了……            
(3星)	 剧情很老套，很狗血，但是一贯韩剧的风格~闲来无事消遣一下还是可以的~            
(2星)	 烂片。。男主喜欢上女主莫名其妙。。剧情来的莫名其妙！！！可惜了尹恩惠！！不喜欢姜志焕！            
(5星)	 冲着伊恩惠来的，典型的浪漫爱情韩剧，前半部都不错，很引人入胜，我个人觉得这部剧缺少了第三者，男猪脚和女主太明显了。。中间没什么波澜，男二女二都是龙套。。。。            
(3星)	 尹恩惠的这部我觉得很一般。            
(4星)	 看完此剧之后感觉也没别人评价的那么差吧，挺温馨搞笑的，就是不现实了点。            
(3星)	 再好的演员也抵不过脑残的编剧！第三颗星是给猪脚的。            
(4星)	 谎言里有时候有比事实更灼热的真相。            
(3星)	 就当时装剧看了。。。            
(2星)	 为着尹恩惠死命看完了...最可爱的是小秘书啊╮(╯▽╰)╭            
(4星)	 最喜欢尹恩惠了！            
(3星)	 开始还很有feel。可越来越。。。你懂的。闲着的时候看看逗逗乐。            
(3星)	 前面还可以，，后面就太拖沓了            
(3星)	 棒子的意淫剧。            
(4星)	 其实用来打发时间还不错啦~ 男主略渣【为了弟弟放弃未婚妻神马的 = =             
(3星)	 好烂啊……            
(3星)	 韩剧就是韩剧，哪有这么完美的男人啊。开头不错，后面太雷            
(NA)	 呃，就看看人，看看衣服就好了。这么烂的编剧也能撑下去真是不容易。            
(2星)	 剧情弱到爆。。。唯有女主角值得一看。。倒不是演的好。。是长的好。。            
(5星)	 好爱尹恩惠，不过男主角凶的那个样子真的很好笑！！！            
(2星)	 尹恩惠憔悴，姜志焕浮夸，剧情薄弱。女主并不讨人喜欢，男主的设定是有多想抄袭玄彬在秘密花园里。多想念 咖啡王子一号店 里熠熠生辉的尹恩惠。姜志焕做作得头部和身体的动作一直有时间差。他还是和金荷娜演苦情戏时更正常帅气。印象深刻好感爆棚的女四号竟然是朴志胤。            
(2星)	 尹恩惠真瘦！            
(3星)	 还能再恶俗点吗？还能再脑残点吗？还能再狗血点吗？一部烂剧，要不是冲着尹恩惠我绝对看不下去。            
(4星)	 前十幾集都不錯 直到玄基俊愛上雅晶之後...就沒意思了            
(2星)	 烂~            
(5星)	 啊哈 不要学习地看完了！              
(3星)	 - - ，没有什么感觉。            
(2星)	 演着演着又进入韩剧的老模式，以后这个编剧的片子要绕着走            
(4星)	 前面好看，后面无聊。。            
(3星)	 果断最后一集……姜志焕偶尔还是很有爱的……记住 是偶尔            
(1星)	 烂透了！            
(3星)	 剧情太老套了。。冲着女人看的            
(2星)	 此剧也太太太太太太太难看了，剧情雷不说，连点儿好看的颜都木有。。囧翻。。            
(3星)	 就是觉的男主角有时候很像大鼻孔尔康            
(3星)	 恋爱中的大叔好弱智！            
(3星)	 是来围观美女的，剧情实在太……            
(1星)	 人生第一部韩剧，生活在于体验。除了女猪脚十分女有撸点，其他就爬爬爬哎呀            
(2星)	 剧情无疑没什么出彩的地方，但前半部分至少觉得男女主角的演技很有意思所以就一直追着看。后9集根本就快进着看完的，男主角闷骚解放后越发开始恶心...台词也好表演也好，我觉得姜志焕自己都没融合进去。这要命的角色设定啊，一本正经的外表下不可能有那么疯癫的灵魂的呀这是偶像剧好伐啦...            
(3星)	 前半部比后半部现实生动，一度让我觉得生活就是这样子，给别人看好面子自己睡破里子，后半段就是纯粹的超现实恋爱            
(3星)	 开始挺搞笑~~后来就有点墨迹了            
(3星)	 虎头蛇尾            
(3星)	 如果不是尹恩惠，真的无法继续，好像没有真正被剧情或是表演打动，只是作为旁观者静静的打发无聊的时间。            
(2星)	 哎，叫我说什么好呢...中途弃剧。为了尹恩惠终于还是把最后一集拎出来看了几眼，算是完成任务了。            
(3星)	 一个谎言需要n个谎言来圆~            
(3星)	 嗯。尹恩惠很漂亮。别的都很俗            
(3星)	 男的长得不符合我审美。也就是冲着尹恩惠去的。剧情吧，从第一集看看就能预料结果，没啥情节曲折。后几集尹恩惠造型越来越难看了，唉！            
(2星)	 要多无聊有多无聊！            
(3星)	 前面还行啊，越往后剧情越趋于一般了.....虽然很甜蜜，但是基本没有什么起伏啊。男一是很帅诶，可是为什么觉得他不经意间会弄出点娘的动作or神态来....            
(1星)	 完全为了配角，这俩猪脚真他妈闹心，明明平常很喜欢的俩演员            
(2星)	 剧本太烂了………………            
(3星)	 韩剧看多了剧情都是这般夸张 不可思议吧~            
(3星)	 爱尹恩惠            
(NA)	 74.            
(3星)	 就前几集看能看            
(NA)	 无聊的韩剧，看了开头总不能不看结尾，看了结尾，索然无味，想回忆的地方都没有，不，有一点，那就是男主角的嗓子，为什么说话那个声音？像太监            
(3星)	  冲伊恩惠来的。嗯。            
(4星)	 果然老了么== 回家日剧啊混蛋！            
(3星)	 后来剧情越变越脑残了            
(3星)	 前面还可以，后面越来越扯            
(3星)	 一般般。。。。剧本比较菜，老套啊。。。            
(3星)	 男主一讲话我就崩溃。。。。            
(3星)	 轻松快乐的剧情，虽然看过就忘，但是看的时候我是愉悦的。            
(2星)	 越看越没劲，看了等于没看~~            
(3星)	 前十集还行后面换了编剧就不能看了……可惜了，男一号女一号的演员我都喜欢的，结果剧情实在是……            
(3星)	 - .=b快进不停歇。抱着对宫的怀念开始的，不如选城市猎人，现在也没得选了。            
(3星)	 只是看尹恩惠~~~            
(3星)	 Q版小助理            
(4星)	 突然发现偶像剧里的初恋都是个很可笑的角色。。。            
(NA)	 冲着恩惠看的，发现姜大叔也很搞笑，哈哈~            
(NA)	 一部剧情有创新、又保留了一些韩剧经特有桥段的片子            
(NA)	 男主角和男秘书是一对－ －            
(3星)	 剧本就不能精细点么--            
(4星)	 后面的不是很精彩，哎。。。            
(3星)	 刚看完＜秘密花园＞看此片解毒，结果很失望。剧情老套，乡土气息浓烈。小尹的搭配和首饰算是个亮点吧。没想到收视率还很高，想不通啊...            
(NA)	 额~收尾有点······            
(3星)	 看到那对韩国人演的的上海夫妇说的普通话，真是雷死我了...            
(3星)	 捧个人场            
(4星)	 有点意思~            
(3星)	 对韩剧比较苛刻~后半部分比较无趣~            
(3星)	 开始挺期待，后来有点看不下去了。            
(2星)	 开始为了尹恩惠 但看到后面真心追不下去了            
(3星)	 人生绝望时候就看看韩剧吧            
(3星)	 终于木有了可恶的女二号~            
(3星)	 这剧本写得，总还期待两人之间有个大的障碍需要逾越，结果就这么结尾了~~崩溃！            
(2星)	 喜欢尹恩惠穿各种白色衣服这种形象。            
(3星)	 冲着尹恩惠去的            
(3星)	 好吧,我想说的是2个优秀的演员被编剧搞的乱七八糟的,实在是糟蹋啊!!!!            
(4星)	 剧情还算新颖吧~~一直都很喜欢尹恩惠，在众多韩国女艺人中，她属于辨识度比较高的。姜志焕也很给力，属于耐看型的~成熟的外表下，有颗单纯的心~~            
(3星)	 最後幾集太婆媽了！姜志煥，不太適合成熟魅力型男人吧？            
(3星)	 感觉比拜托小姐还不如了            
(3星)	 前面比较好看，后面没啥意思            
(5星)	 通过回忆找回。            
(3星)	 后半段在搞什么，我越来越看不下去了            
(NA)	 无聊空虚的时候，就看思密达。            
(3星)	 玄奇俊一定是个处女座！            
(3星)	 又一部看了开头就知道结尾的韩剧。总是前面好看过后面的。            
(3星)	 尹恩惠里面的衣着打扮 还 蛮好看的~            
(5星)	 追了一阵子了，前一周刚刚大结局。同样的工作环境，同样的一些过往。感叹前女友的悲情转身，有些执着的情感，需要支持与鼓励。幸福，或许就在前方。            
(3星)	 我似乎觉得尹恩惠在这部戏里面怎么没有以前漂亮了呢  故事还是比较简单            
(NA)	 情节实在是够老套的，剩下最后几集，实在受不了这无聊的剧情，放弃了            
(4星)	 灰姑娘似的故事            
(3星)	 大叔，你好老啦            
(3星)	 为了虐而虐的电视剧……剧组就不舍得找两个中文配音么？翻译的普通话都比那俩上海人的强……            
(3星)	 咖啡馆放的永远是欧美音乐；可乐那场戏拍的很有新意，不过黏黏的会有点难受；Galaxy SⅡ好大屏幕，买不起；结局有韩剧一如既往的玄乎，当然我没有夸中间部分的意思；要是没有吴玄珠这个超水人物，目测此剧能缩短7集；男二号出场牛叉哄哄，演到后面挫得不行；不知道后来公务员有没有继续做下去            
(3星)	 搞笑，了解韩国某些职位的生活状态，趋于真实，还行            
(5星)	 我怎么就那么喜欢尹恩惠呢，甚至爱上他在每部剧中爱上的男人            
(4星)	 谎言与爱情的交织最好是快乐的眼泪            
(3星)	 男主神似尔康！！！            
(3星)	 尹恩惠太美了，男主的声音实在是。。。。            
(5星)	 大叔的演技好搞笑            
(3星)	 有时候也要点幻想来提振下心情~            
(3星)	 就偶像剧、、无聊看的、、看到后面看不下去了啊啊啊            
(4星)	 只看了1.6.8.15.16~，或许就是这样才能给到4颗星，从头到尾都看完我还是办不到。谢谢，带给我很多欢乐。            
(2星)	 纯粹为了尹恩惠撑下整剧。。。编剧大概就只想好了剧名，其他都不知道在写什么。。。            
(4星)	 剧情其实很老套了，不过很像卢生的姜志焕大叔，还有尹恩惠有加分            
(5星)	 两天看完掉。。实在不能够忍受看不到剧情发展的煎熬啊~不看完的话睡也睡不着！太好看啦！            
(3星)	 灰姑娘的故事            
(2星)	 真的真的看不下去了。。。            
(2星)	 前面可能还会觉得能打个三星，越到后面越狗血，反而觉得演小兰的女配故事还有点乐趣，and尹恩惠是丑了么？            
(3星)	 韩剧原来是悲情的绝症和撞车 现在是富二代财阀和灰姑娘 唉。。。有没有更有趣的  而且 这剧很多东西感觉就是翻版的金三顺 但人物刻画远远没有三顺饱满            
(4星)	 一开始冲着名字去的。            
(3星)	 我是多无聊居然看完了，前半部还好，后半部无聊，最后两集完全可以去掉嘛~不过尹恩惠在里面的衣服不错，除了有几件礼服我欣赏无能~            
(3星)	 姜志焕有点娘的说……            
(2星)	 看了3/4，实在提不起兴趣，姜，尹感觉都是一个套路，剧本也是老了不能再老的套路，不吸引人也就算了，但是越来越拖沓的情节，让我情何以堪。            
(3星)	 剧情很一般            
(NA)	 看韩剧最快了，一天看完几乎不是问题~不过尹恩惠还真蛮可爱的            
(4星)	 够消遣的，剧情是有多无厘头~            
(2星)	 好吧 最起码我还看了4集才放弃            
(NA)	 虎头蛇尾、            
(3星)	 其实我一直都觉得这部韩剧蛮好看的，可是最后以这样的情节结尾，扣了很大的比分            
(4星)	 13集了。搞笑            
(3星)	 傻女孩的幸福是因为有一个珍惜她的王子！还是喜欢《宫》里的尹恩惠            
(4星)	 最初第一集时候，感觉男主真的是对不起大家 但是发现他是耐看型 越看越有爱了， 剧情韩剧套路， 喜欢恩惠，男主的小秘书很得我欢欣~其实男主的那个弟弟也挺好的嘛~ 有美满的结局。I like。            
(3星)	 男女主都不错，剧情太过黏腻，浪漫情节多到难以接受。。。。。            
(3星)	 男主不行            
(3星)	 真的觉得姜志焕的原音不咋的，像女人的声音，而且一开始是喜剧有点看点，到最后回到老的俗套了...女主哭的一塌糊涂，男主放下一切跑来安慰，然后拥抱在一起...            
(3星)	 前面几集还蛮搞笑的~            
(3星)	 没剧情~~~            
(3星)	 有时候，谎言中，往往隐藏着比真实还要炙热的真相。            
(1星)	 劇情噁心透了```中國話說的太雷人了!!!估計不可能有看完的那一天            
(3星)	 后来就拖沓了……姜志焕真女啊……            
(3星)	 最近的这些剧，剧情都发展的莫名其妙，完全不了解编剧们的想法，我是冲着人看的，只能说没让我很失望            
(2星)	 哎~坏的把好的盖得严严实实~            
(4星)	 棒子剧就是喜欢拖拉.看在某些恋爱桥段+1星.            
(2星)	 尹恩惠是为数不多的有双下巴还能做韩国偶像剧女主角的演员            
(3星)	 女二很漂亮啊。尹恩惠穿的衣服基本涵盖了今年年轻人流行的东西了，不过她穿一长T加军装外套真心不好看啊。            
(2星)	 真不咋地，可是我却坚持看完了。。。我有病。。。            
(3星)	 开头6集不错，后面越拍越觉得累赘了            
(3星)	 有些地方确实挺搞笑的。。只是两兄弟也忒有默契了吧，每次都喜欢上同一个女孩。。。喜欢看男主角西装上别着的小花。。很喜欢！不过女主角开始的衣服都是那种宽、大大的，不喜欢看，包包还行~~            
(3星)	 老年人还是要偶尔看看韩剧            
(1星)	 这是一个怎样的半调子编剧编出的一个半调子故事            
(3星)	 除了男女主角,沒有配角。除了愛情,亦只有愛情,這電視劇好用力想拍出二人的愛情。            
(3星)	 韩剧就是图着热闹            
(3星)	 要不是因为男女主角真是看不下去啊，韩剧永远虎头蛇尾            
(4星)	 有的地方挺感人            
(2星)	 又俗又怪            
(3星)	 只看了两集半，知道他很火才看的，但是看不下去啊            
(3星)	 只是为了尹恩惠才去看的～～            
(5星)	 尹恩惠的电视都爱看。谎言下的爱情故事            
(4星)	 后期太疯狂了。一个完全没有插播广告的电视剧，连奔驰的牌子都要遮起来。            
(3星)	 没看完 尹恩惠不是在哭就是在吻            
(3星)	 好烂的剧情            
(2星)	 失望啊失望。。。            
(2星)	 越看越无聊，差点弃剧。1、男主越演越娘2、女主个性不是很鲜明，一会儿软弱，一会坚强。到了最后，还&#34;作&#34;！装样子不结婚，编剧最后不结婚的理由太牵强。如果是因为姑姑的反对，还有嫁个男主之后，日子不好过也就算了。3、男2莫名其妙喜欢女主。4、结束的太匆忙            
(NA)	 表示哭过2次，有小小感触···            
(3星)	 时间回不到开始的地方。            
(3星)	 狗血搞笑            
(2星)	 果断弃剧了………………            
(3星)	 看到第十集就不爱看了，话说尹恩惠和姜志焕十集后怎么那么丑呢，满脸油光，因为大爱男二号，坚持看完了结局            
(3星)	 伊恩惠 就看            
(4星)	 有点虎头蛇尾,韩剧就是男追女,女不理;女追男,男不理,最后互相理就好了.喜欢前期的女主角,到了后期,感觉成熟了很多,不可爱了,也不大大咧咧了.不需要去保护.            
(3星)	 不尽人意..尹恩惠这就是你的极限了嘛...            
(3星)	 一般般，前面还有点搞笑，后面就有点无聊了！            
(3星)	 三颗星还是看在尹恩惠的面子上给的            
(3星)	 除了尹恩惠啥都不好看的无聊剧！            
(3星)	 好演员搞不赢烂编剧。            
(3星)	 不知道为什么，我就是越看越看不下去。            
(3星)	 有点无聊……            
(3星)	 好傻好假看韩剧都看傻我了好嘛            
(4星)	 男主还不是那么帅= =            
(2星)	 除了秘书parkun 其余都无聊……第四集出来的来自上海的老板……我拜托你们就算找韩国人的演的，也用点心配个音吧！那生硬的中文哦，让我如何相信他是中国人！！！跟月之恋人里一样失败！！            
(3星)	 乐死我了。            
(NA)	 没有最二只有更二 姜志焕严肃的时候其实更搞笑 还是爱洪吉童 烂编剧烂剧本毁了两个好演员 果然弃剧            
(3星)	 别随便把人当傻瓜看。            
(4星)	 剧情太烂，又在挑战观众忍耐力，还好忍了，里面各种小桥段还是很荡漾的。男主很可耐，女主很美            
(2星)	 明明十集就可以拍完的片子= =            
(5星)	 因为是你，所以才追~            
(4星)	 http://www.51yizhuo.com/ProductView.aspx?id=4578            
(4星)	 多一点谎言  也没什么不可以吧...            
(3星)	 前八集萌点颇多，后八集狗血一地。说谎了假装了，恋爱了分手了，编辑一支神笔抹杀任何的逻辑性。难得一见的烂剧。            
(3星)	 尹恩惠见证了一种魔力，人不是最漂亮，也不是多有气质，就是招人喜欢，姜志焕老了，皮松了，我也皮松了，还嫌弃人家，身形还是蛮不错的。            
(3星)	 漏洞好多o(╯□╰)o            
(3星)	 同事强力推荐的，个人感受，超现实主义的爱情片儿：）            
(4星)	 看的很愉悦~~~嘿嘿~~在毕业期看的最后一部韩剧了            
(5星)	 很不错的韩剧，尹恩惠还是那么漂亮~谎言铸造了真实，真实成就了爱情。            
(3星)	 如果尹恩惠还不改那种一直扮作两眼无辜小狗颜色的善良天真无知女一号的戏路，那以后期待性真的会持续降低。毕竟再也扮演不了18岁的高中生，车恩灿也回不去了。            
(2星)	 对恩惠失望了。。            
(2星)	 作为脑残喜剧过关了            
(5星)	 周末花一天多追看完了，到大结局却舍不得那么快完结，其实剧情不必非撑到16集。虽然是王子灰姑娘的韩式童话，很多人觉得俗套，但还是真的觉得好看。姜至奂虽然老了，穿西服和休闲装还是很有魅力，不笑时酷一笑则可爱。很喜欢他05年时的《加油！金顺》，当年的具在熙和金顺哦 ，那部没看过的强推！            
(2星)	 乱糟糟的            
(3星)	 最后一集根本就不需要            
(4星)	 挺甜蜜的结局，尹恩惠的打扮大爱~            
(4星)	 是因为尹恩惠才看的这部戏，故事情节本身对我没多大的吸引力，感觉有点像从前的巴黎恋人，两兄弟爱上同一女人的狗血剧情，还是坚持看完了            
(5星)	 很欢乐            
(3星)	 再次止于第六集            
(3星)	 韩剧不管狗血到什么程度我都会追着看完的嘛            
(3星)	 我还是硬着头皮看完了。            
(3星)	 没有男二号也没有女二号的剧集。&#34;谎言是真相的影子&#34;。            
(3星)	 换编剧以后剧情很无聊诶~~            
(NA)	 王子与灰姑娘的故事            
(3星)	 大爱尹恩惠！            
(3星)	 姜志煥最終還是老了，沒什麽看頭內。            
(3星)	 典型的韩剧 编剧把演员毁了            
(4星)	 哈哈哈尹恩惠！            
(3星)	 配角长得都好像啊            
(3星)	 第十集之后，就不知道故事在讲什么了。            
(3星)	 喜欢女主角才坚持看的              
(2星)	 恩惠很会演。可是结局很狗血。            
(4星)	 那个痛彻心扉的其实是那个第三者，开始能感触到多第三者的一部，纵然后面没有打算看下去可还是结束至最后一集。            
(3星)	 有穿帮镜头，而且有时情绪表达莫名其妙            
(4星)	 单纯的为了伊恩惠            
(3星)	 前十集还好，后面就……            
(3星)	 女主角在里面太爱哭了。。。            
(3星)	 始终没有走出韩剧有钱人跟贫穷另一半的故事框架。            
(4星)	 爱情小说 灰姑娘的故事 适合喜欢童话的            
(4星)	 喜欢小秘书！卡哇伊撒~~~            
(4星)	 最后是happy ending 女主角的造型都很好看，很喜欢            
(3星)	 唉 没啥新意~            
(5星)	 繁华都市中的淳朴爱情            
(4星)	 &#34;我背你啊，你不是没穿鞋吗”《对我说谎试试》----- 04还是05记不清了，first floor to sixth floor            
(5星)	 爱情就像谎言一般找上我们，却抵不过炽热的真实            
(3星)	 白瞎了尹恩惠了。。。什么剧情啊。。。越看越没劲            
(4星)	 轻松的剧情，有点搞笑。            
(3星)	 尹恩惠还是美美的~~            
(2星)	 男二号真是个完全没有推动作用，没有存在意义的神奇的存在            
(4星)	 前半段还是可以喜欢的；越演越崩溃。            
(4星)	 又花痴了。。呃。。            
(NA)	 看了三集，实在是烂不想看，史无前例地弃剧了。那么样一个抠了牙齿、挖鼻孔、还捋头发的，一次次撒谎、成天慌慌张张的，竟然一个月洗一次澡的公务员邋遢女，如果是《咖啡王子一号店》里那个平板胸、男生式的女孩犹能接受。还有一个总是让我感觉COPY金洙元的男主角。是一部连消磨时间尚不够格的剧。            
(2星)	 剧情真是一盘散沙得不行了。。。            
(NA)	 果然空虚的时候才会看韩剧。真难看的一部。            
(5星)	 每一次都很期待恩惠主演的电视剧，每一部都会让人彻底的感动。            
(NA)	 尹恩惠的包子脸..真想掐            
(3星)	 男主真是不能恭维= =            
(4星)	 前面還不錯 後面有點拖戲老套            
(2星)	 我是没出息的 韩剧追随者= =            
(2星)	 当初看这部戏就是不想动脑子，看王子和灰姑娘的老套剧情。但是编剧也太烂了，是一路走低的烂。10集往后就只能快进着看了。唉，可惜了帅哥。            
(3星)	 题材老套            
(3星)	 今天大结局了。。。诶，完美的结局            
(1星)	 这是有生以来看过最差的剧本了，不知道演员是怎么坚持下来的~最佩服的还是自己，居然这么烂的片，还是坚持看完了。这是多么无聊的一群人啊~            
(3星)	 除了男女主所有人都在打酱油.....            
(3星)	 很无聊很无聊很无聊的片子……追完只是因为在收歌。            
(NA)	 姜大叔，你演的好生硬啊，明明不需要那么大动作的，你激动个啥，感觉很像就是在演，很不自然呐。编剧剧情什么的不差我一个吐槽了，我这么忍着看完，完全是因为尹恩惠啊~~~            
(2星)	 穿帮镜头太多啦，剧情到后来已经在使劲的凑了，很一般啊！只能随便看看了。            
(4星)	 看到第12集，弃。。。。            
(4星)	 在谎言中 往往隐藏了比事实更为炙热的真相            
(4星)	 确实没啥意思。。。。。。            
(3星)	 10集后突然变得很无趣的电视剧。            
(2星)	 故事情节性太过童话，看时总是想到《黑色礼服》里的现实。            
(4星)	 剧情太烂了，什么东西            
(4星)	 又一部满足了我小女生白日梦的纯情浪漫非现实偶像剧            
(3星)	 轻松幽默~            
(2星)	 三集后弃剧。这剧看得我像坐长途火车一样没脾气，连翻白眼的力都没了。            
(2星)	 因恩惠看，因雅婷放弃…编剧就是想考验大家耐性北…看到一半的我纯粹脑子进水啦！侮辱观众智商！            
(2星)	 刚开始还挺有兴趣，姜志焕以前演的都挺好看的，不知道干什么越看到后面越受不了，真是无语，编剧是怎么想的，剧情很多莫名其妙。编剧可是灵魂啊            
(4星)	 其实我也想结婚啊----然后来一句“老公，我在这里o(╯□╰)o”            
(2星)	 哎·剩下的两集看不下去了·            
(4星)	 我们宁愿在人前贴上已婚女的标签，　　　　然后在人后过着剩女的生活！ （哈哈，so true）            
(3星)	 在一起前觉得2人很配，可是在一起之后却觉得特别扭，可能是男女演员不来电。            
(1星)	 剧情发展到后面，就发现根本没有演的必要性……            
(3星)	 实在是 看不下去了            
