http://movie.douban.com/subject/2190914/	桔子红了
(5星)	 小时候没看懂             
(5星)	 内地最好看的电视剧。            
(5星)	 什么叫气场，音乐一响就起范儿了。            
(4星)	 喜欢李少红的风格。            
(5星)	 太喜欢            
(3星)	 那时住在奶奶家，陪她老人家看的……            
(3星)	 忘记了剧情　总之很慢很压抑。。            
(4星)	 很喜欢这个风格，太美了            
(NA)	 我还在报纸上看过小说连载，原著里秀禾叫秀芬。            
(1星)	 鬼片一部            
(5星)	 我居然喜欢这样的剧··            
(3星)	 橘子园。            
(3星)	 渗得慌            
(5星)	 一直觉得这是周迅最吸引我的电视剧            
(5星)	 服装喜欢，小时候看这部电视的时候还总是有点朦胧            
(3星)	 3.5            
(4星)	 服装道具很考究。            
(2星)	 真难为观众            
(3星)	 最近又看了。            
(5星)	 喜欢结局，一边婚礼，一边葬礼            
(4星)	 小时候印象很深的电视剧            
(5星)	 最近翻各种原声带 发现我小时候最喜欢李少红             
(5星)	 太压抑了，看完很久才能缓过来。但很喜欢。            
(5星)	 我娘當年看的老揪心了。老霸道的揪心！            
(4星)	 因为周迅看的，还不错~归亚蕾真的是老戏骨了~人物拿捏得很到位~            
(3星)	 有点压抑……特别讨厌黄磊演的角色，有色心，没色胆啊！            
(4星)	 画面还不错。不知道是不是主角的关系……有点像《大明宫词》！？            
(3星)	 看的时候不高兴，压抑。            
(5星)	 支持李少红，周迅~            
(NA)	 诶，小时候跟我妈一起看的，也不小吧 初中高中的时候应该是。            
(4星)	 苦逼 杯具....            
(3星)	 只看了没几集。不是偶的菜呀            
(NA)	 爱死那片橘园~~            
(5星)	 阴郁的气氛啊            
(4星)	 这部戏调调真的很神奇，淡淡的，幽幽的……            
(NA)	 想再看一遍            
(5星)	 记不得说什么了，但是··很美···            
(5星)	 小时候就觉得好看            
(5星)	 爱情，她要不起，他给不起。            
(5星)	 看过不止一次，很喜欢            
(5星)	 我妈妈很喜欢看，11年前一起看的，11年啊！！！！            
(2星)	 苦情到份上了。看了大明宫词才看的这个，当时看了那个失望。            
(4星)	 又是纯文艺~            
(5星)	 李少红又一力作。至今还记得归亚蕾的那句，橘园的橘子熟了，老爷该回来了。            
(NA)	 华服真的就是枷锁。黄磊真文艺。            
(5星)	 很压抑。            
(5星)	 我就爱看周迅，咱老周家的演戏太给力了            
(NA)	 很早看的。。。            
(4星)	 我还小，陪我妈妈一起看，即使我没怎么懂，但是我还是好难过，好难过。周迅靠在木门边看外面的眼神，我现在都忘不了。            
(4星)	 。            
(3星)	 遥远的记忆            
(4星)	 高中时候看的。整体气氛有点过于诡异压抑了，看的要喘不过气来了。            
(4星)	 时代的悲剧            
(4星)	 结局看哭了。            
(NA)	 悲剧为主调的剧，古老的宅子里住着的优雅又有些苍老的妇人，人嫁进宅子却关不住心的美丽少女，留洋归来的翩翩少年，美丽的画面，美丽凄凉的故事            
(3星)	 好飘渺，好幽灵            
(5星)	 美            
(3星)	 大学毕业的论文呃。。。            
(5星)	 我想說黃老師和周迅這對真是和諧死了。。            
(5星)	 颜色漂亮,喜欢黄磊            
(4星)	 李少红的中国哥特风迷瞎了初小的我            
(3星)	 过于渲染气氛。不是很靠谱。            
(4星)	 很好“看”            
(NA)	 周迅的眼睛会说话 氛围营造 服饰华丽 剧情封建            
(5星)	 第一次认识周迅，从这一部电视剧开始。说真的结局很残忍。            
(3星)	 记得当时周迅在片中的小刘海儿挺有个性的，当年还有很多人拍婚纱照的时候模仿她在片中的造型的。            
(5星)	 现在的电视剧少有好看的了呢            
(4星)	 陪我妈一起看的            
(5星)	 那年橘子红了，我们的青春却回不去了。            
(4星)	 演得好 有味道            
(4星)	 陪老妈一起看完的，说不上来什么感觉            
(3星)	 周迅的声音啊记忆深刻            
(5星)	 里面的造型场景人物都很喜欢~周迅好灵 黄磊很书生气~            
(4星)	 很喜欢片尾曲~~            
(4星)	 如橘子般甜中带酸的纯真美好爱情总是在错误行进中结出异样美丽的无奈果。            
(4星)	 很红的橘子，很涩的感情            
(3星)	 我特别喜欢李少红的戏  每部都精华            
(4星)	 挺喜欢周迅的            
(4星)	 自己在家看 好像是小学的时候.爸妈去姥姥家 我自己看啊看 小时候胆子可真大,就自己在家.看的还蛮欢乐,那时候懂爱情么            
(4星)	 印象中老是没看完            
(NA)	 喜欢。            
(5星)	 小时候就觉得好看            
(4星)	 当时的电视剧多好 归亚蕾美            
(4星)	 周迅真是个神奇的女人            
(5星)	 名字。            
(5星)	 幸福是什么            
(4星)	 最初看的时候还太小，什么也不懂。            
(3星)	 那一年  好多人说我长得像周迅。。。。。。            
(4星)	 可以看的李少红剧            
(2星)	 不喜欢那个气氛~~太压抑了            
(5星)	 观赏过程太痛苦 痛苦到甚至想再看一遍            
(4星)	 也是小时候看的了，挺伤感的，周迅放飞的风筝断了线，也许从一开始就注定了这一生。            
(3星)	 不太喜欢这阴霾之基调。            
(4星)	 琦君写的~            
(5星)	 李少红风格            
(5星)	 两难境地，绝望的挣扎            
(3星)	 好看～            
(3星)	 不错            
(4星)	 小时候看不懂，重看是因为黄磊。            
(3星)	 其实有点害怕            
(5星)	 小时候特喜欢周迅~周迅演的我基本都看过            
(4星)	 记得还不错的。            
(4星)	 看完后就对当季的时候去桔园里面度假充满了期许。            
(4星)	 不知为何无论后来多残酷，总是清晰地记得那段明媚的阳光下周迅趴在黄磊的背上在桔子林中穿行，阳光一点一点漏下来洒满全身，却依然粲然如笑脸。。。想必在最后那一刻的时候，也许她也记起这一刻了吧。。。            
(4星)	 有机会有心情再看一遍。            
(4星)	 坚决不给闺女看！！！！！            
(4星)	 春去春又回来 花落花又开 冥冥之中 谁安排 原来应不应该 接受这份爱 结果是悲哀            
(NA)	 李少红拍拍这种片子不是蛮好，拍《红楼》真是自讨苦吃啊            
(3星)	 2001年，我才12岁，这个剧看的我心里沉重的呀！怎么说也是死活没看懂。            
(4星)	 当年很是喜欢~~ 那配乐~那周迅~~那黄磊的眼神~~~~~~灭哈哈哈~~             
(5星)	 反正我随时可以看            
(NA)	 桔子红了            
(4星)	 实习制作。            
(NA)	 这是心理剧啊，怪吓人的            
(4星)	 台词有些莎士比亚风格。            
(4星)	 色彩绝了            
(4星)	 一样很喜欢色彩···            
(5星)	 文艺片的电视剧化……            
(2星)	 惊悚            
(4星)	 苦            
(4星)	  最美好的李少红            
(5星)	 春去春来 文艺最爱            
(3星)	 我居然看过李少红这么多作品。。。ORZ            
(5星)	 那时候我刚开始学着写影评。等待是最最无奈和无望的抉择。            
(3星)	 不喜欢这种调调的            
(5星)	 感觉不会忘            
(3星)	 虽然有从头看到尾，但不得不说李少红风格的戏我真是接受不了。。有点灵异有点闹鬼。。。            
(4星)	 和老妈一起看过多少剧啊囧            
(3星)	 幽深过度            
(4星)	 喜欢的色彩~            
(2星)	 就讨厌这种疑神疑鬼的            
(4星)	 其实很像鬼片=口=            
(3星)	 深院里的故事            
(4星)	 悲            
(2星)	 烂片，跟大明宫词没法比。            
(4星)	 诗意而压抑的氛围被渲染的淋漓尽致，虽不比大明宫词的造化之极，同样会让看的人心累，你无法做到游离其外            
(4星)	 周迅红了            
(3星)	 衣服很美            
(4星)	 各种感觉。。。美啊。。。就是一个美了            
(5星)	 电视上看的后一半 那时超级爱周迅啊            
(4星)	 清末民国时的一个家庭故事....            
(4星)	 其实李少红还是适合这种气质的影视的，红楼梦还不能够驾驭。            
(2星)	 我媽 就愛這。            
(3星)	 看过一些吧，不喜欢太文艺的片子。            
(5星)	 静谧灰暗死水中漂过的一丝微澜            
(3星)	 那倒三角的刘海 至今让我觉得很可笑。。            
(4星)	 那个时候，周迅还是很美的，胖胖的小脸蛋。黄磊也还是小生。            
(4星)	 画面很美            
(3星)	 大红灯笼高高挂。            
(5星)	 大大爱！            
(4星)	 那几年连续出了好几个不错的电视剧            
(NA)	 经典的电视剧！            
(5星)	 那时不知道在忧伤什么            
(3星)	  就 不舒服             
(4星)	 很安静，却汹涌            
(4星)	 虐啊虐 在一起 不在一起 在一起 不在一起 到底在不在一起啊             
(3星)	 李少红太把风格当回事。            
(3星)	 小时候看的  没印象了            
(4星)	 如此压抑的基调，却依然看完了这部剧！            
(4星)	 小時候和娘親大人每天守候電視的目標。對裏面的服裝衣飾印象深刻            
(3星)	 服装很漂亮，剧情很压抑，氛围也是，还有，好多橘子的橘子林啊            
(4星)	 虽然没有看全 只是看了一点 但是也知道 很经典            
(4星)	 又是很久以前的电视剧了。喜欢黄磊和周迅，喜欢有遗憾的美丽。            
(3星)	 从头看到尾，喜欢，童年回忆，经典，伴随我的学生生涯            
(4星)	 其实我还是很怕看民国时期的题材的，战争带来的无望，不停地掐断生命的牵连。            
(4星)	 秀禾嫁给老爷之前，她的幸福愿望就是能得到老爷的宠爱，能对得起大太太的照顾，但是当她轻而易举地得到这一切以后，她却发现自己很痛苦——甚至比嫁入豪门之前还痛苦，那时她不过是穷，但是现在她觉得不自由，因为她没有爱情……             
(3星)	 其实看得我很崩溃            
(4星)	 周迅撑起一台戏！            
(4星)	 因为有李少红。。。            
(5星)	 春去春又回来。            
(3星)	 小时候有可能没怎么懂所以记不大得            
(NA)	 秀禾不能和自己喜欢的人在一起，是那个时代的杯具。真的希望她幸福~~            
(5星)	 我们迅儿。            
(5星)	 江南情节又来作祟了            
(4星)	 李少红最鼎盛时期的典型力作            
(NA)	 虽然很久以前的了，但是相当好看啊啊啊~~            
(3星)	 桔子红了……给自己的伤心，给比尔的讽刺……            
(5星)	 太喜欢了。一个那么感动我的悲剧。            
(5星)	 这是一部至今想起来还觉得好涩的电视剧，还会不时想起。            
(3星)	 记得画面很美            
(3星)	 我记得当时这个和《流星花园》一起上档，我妈和我姥姥每天追看此剧~            
(4星)	 也是小学那会儿看得            
(5星)	 风格太唯美了            
(NA)	 小时候跟妈妈一起看得 喜欢。            
(4星)	 很喜欢那个时期的服装。。很喜欢剧里的配曲、主题曲。。            
(4星)	 第一次知道周迅             
(NA)	 太小的时候了，实在没印象了            
(4星)	 不知道为什么，对她们孕妇服装印象很是深刻。            
(4星)	 那个时候的周迅，那个时候的黄磊。            
(3星)	 = = 氛围很诡异            
(5星)	 至此认可周迅演技             
(3星)	 画面不错。。。            
(5星)	 我因为这部剧才真正喜欢上了周迅，也知道什么才是表演的灵气所在~and一直都大爱黄磊啊            
(5星)	 .            
(4星)	 早年看的 留下一个悲字··            
(NA)	 小时候看这个的时候觉得周迅好漂亮            
(5星)	 那时候，大宅门里的女人，命运只能是坎坷的。。。            
(NA)	 高中时候就喜欢看~~我果然是个感情丰厚的家伙~~= =            
(5星)	 小时候就喜欢和妈妈一块看这个 ```            
(4星)	 迅哥儿            
(4星)	 从头到尾一集不落的看完，很压抑，很美，封建社会，女人就是悲剧啊~            
(2星)	 为什么大家觉得好呢，李少红硬生生把它拍成了惊悚片，可能是我太喜欢原著的缘故。            
(2星)	 因为喜欢大明宫词才看的这部，挺不喜欢的= =            
(4星)	 想买DVD珍藏            
(NA)	 当年并没有看完，只记得里面很江南的感觉            
(4星)	 诡异·····但蛮好看的            
(4星)	 服装是大爱            
(4星)	 如诗一般。不过就剧情看，确实没意思            
(4星)	 我小时候看了挺多 周迅的戏么？ 总之还蛮喜欢她的~            
(5星)	 从这部剧开始喜欢佩服周迅            
(4星)	 setting很好            
(4星)	 文艺，唯美            
(3星)	 只是唯美而已。            
(3星)	 回忆            
(5星)	 虽然他很慢，但是有一种味道叫慢~            
(NA)	 这部剧拍的挺有感觉的            
(4星)	 李少红惯有的诡异调调，很美很有感觉的一部电视剧            
(NA)	 鬼魅一样            
(3星)	 跟着妈妈看的，李少红是不是变态啊～怎么拍什么都恐怖模样？            
(NA)	 没谱            
(NA)	 喜欢周迅，从这部剧开始。            
(4星)	 经典二奶            
(4星)	 完完整整的两天连着看完的            
(4星)	 从那时起骗来乱伦是什么            
(5星)	 小时候看的。电影的气氛到现在还记得，很与众不同。            
(5星)	 还记得橘子红了。还记得你。            
(5星)	 周迅            
(3星)	 似父似兄……            
(5星)	 这是能让人念念不忘的片子            
(5星)	 春去春又回来，花落花又开，冥冥之中谁安排。            
(5星)	 当时看哭了........            
(4星)	 有我喜欢的周迅，还是很小的时候全家人一起看的，那种诡异的气氛拍出来还是非常引人入胜的。            
(5星)	 五星电视剧之一。            
(5星)	 以前看的时候对剧情一知半解，但是冲着画面~5星！            
(3星)	 汗。            
(4星)	 第一次知晓了周迅，更加的喜欢黄磊            
(3星)	 这是个鬼片            
(4星)	 天呐,好早好早            
(4星)	 我一直不懂为啥我同学觉得这是个鬼片，看了看海报，我懂了            
(3星)	 果然李少红《红楼》里的诡异音乐从这里就开始了，其实片子本身可以4星。            
(4星)	 期末的衣服真好看            
(3星)	 封建社会害死人啊            
(4星)	 中国式压抑，惨绝人寰。。。            
(5星)	 很经典的一部剧。很好看，周迅很赞。            
(3星)	 抑郁了点~            
(4星)	 节奏很慢很压抑 但是这正是导演与演员的魅力            
(3星)	 衣服很美，基调很重            
(5星)	 四星和五星的疆界很模糊 其实 几星 有那么重要吗            
(3星)	 小时候跟着爸妈看，难懂啊            
(5星)	 谁说我没追过央视剧。            
(4星)	 橘园很美，拍得很美，不过有时候觉得有些阴森森的哦。            
(4星)	 多给的一星是给了周迅，反而是黄磊相形见绌。不然肯定是给五星。            
(4星)	 片尾的红白对白，让我印象深刻            
(5星)	 算是大陆不错的电视剧呢~~风格诡异的我喜欢。            
(4星)	 我记得那个氛围，我很喜欢，尽管我已忘了它讲的什么            
(4星)	 李少红拍的一些总有那么点悬疑片的感觉            
(3星)	 那个年代一个女人的悲剧            
(4星)	 东山拍的~            
(4星)	 服装音乐演员都惊艳的一部片子            
(3星)	 压抑死了....            
(4星)	 小学时候看的了            
(3星)	 喜欢那个桔园  那时候我很喜欢周迅和黄磊的搭戏 就是结局太悲了点            
(4星)	 喜欢李少红拍出来的感觉            
(4星)	 那个年代，爱情就是杯具。            
(5星)	 很喜欢这种风格            
(5星)	 曾经看这部戏，和妈妈一起感慨。            
(5星)	 这个时候开始喜欢周迅！还有黄磊！            
(5星)	 吊诡的音乐背景，迷离的江南阴雨天，周迅+黄磊，我最爱的国产电视剧            
(3星)	 这种类型的我表示无感            
(5星)	 其实我很爱李少红            
(4星)	 喜欢立面的服装            
(4星)	 周迅。。            
(NA)	 看过了 喜欢里面的黄磊            
(4星)	 看过几集，镜头语言很美。            
(4星)	 黄磊黄磊啊。以前多喜欢看这片子。            
(4星)	 结局真的绝了             
(4星)	 周迅是个大美妞~            
(4星)	 是从这部戏开始认识周迅的演技，不可否认虽然李少红导的电影都是屎，但是电视剧却精品迭出，另外周迅那种嗓子唱的两首歌也很好听,能有别番味道......            
(4星)	 李少红这时候还比较靠谱            
(3星)	 色调和服美不错。            
(3星)	 OST很有意境            
(NA)	 我发现我年轻的时候看了很多电视剧啊。。            
(4星)	 这是一出悲剧还是一出喜剧呢%            
(5星)	 秀禾太好了, 难产的那一幕, 不忍....            
(5星)	 2000年，小学一年级？原来那么小的时候看的了。以前的小孩都被早熟，哪像现在的小屁孩，整天到晚就看什么喜羊羊和灰太狼 一 一            
(3星)	 剛上初中的時候吧，真是美不勝收。            
(5星)	 最后一集真和谐。再看一遍，喜爱不减当年。            
(5星)	 我曾经的最爱，黄磊影响了我对男性的认识，沉郁的爱            
(3星)	 提线木偶            
(4星)	 那段时间竟看李少红的了            
(4星)	 诗韵的台词 灵动的周迅 文艺的黄磊 余韵的归亚蕾~大爱~            
(NA)	 唉...让人绝望到无法呼吸的爱情...            
(4星)	 李少红真的把橘子红了拍得太空灵了。吃人的礼教！让人觉得有点毛骨悚然@Home            
(NA)	 长大后。我老是梦见 该剧的情境。 那片园子。 朦朦胧胧            
(4星)	 李少红和周迅在一起是天才！是从这部戏开始喜欢上老乡的。            
(4星)	 李少红一直有幽怨气质的渊源            
(4星)	 看的我很郁结。            
(NA)	 喜欢            
(4星)	 最早看的周迅的作品            
(4星)	 李少红的这部片子拍的很有感觉~也很有味道~只是拜托~不要红了这部~就以后拍什么都这么空灵哀怨的~也这么拍红楼梦~可真不好吧~            
(3星)	 当初一度认为这是部鬼片            
(4星)	 唯美~            
(NA)	 只记得片尾曲了。到现在还喜欢。            
(4星)	 这才是我愛的周迅。            
(NA)	 现在看十分鄙视黄磊演的荣耀辉！！！            
(4星)	 实在是太太太……太纠结了！片尾曲听着鸡皮疙瘩都要竖起来了……            
(4星)	 中国的家庭总是有种点不破的玄机            
(3星)	 挺压抑的            
(5星)	 那个压抑的时期，曾经那般水灵的周迅。            
(3星)	 李少红你说你后来怎么就脑残了呢            
(4星)	 我觉得很有味道            
(4星)	 周迅 还是周迅 中国女演员最爱周迅             
(3星)	 演员都是我喜欢的~可是李少红的风格……除了大明宫词我能接受~            
(4星)	 周迅太牛掰了            
(3星)	 什么时候看的啊            
(5星)	 太朦胧，节奏把握得相当好，幽幽的，诉说着那个时代的零落故事            
(5星)	 当年的大爱 音乐 镜头 等等            
(5星)	 女人。爱情。责任。那个年代。            
(4星)	 周迅演技真不赖！            
(4星)	 服装件件美轮美奂···剧情略显拖沓···但是就是能让人耐着性子看下去            
(4星)	 很有味道。            
(2星)	 诡异            
(5星)	 挺好啊~              
(4星)	 一个婚礼 一个葬礼 他们就这样擦肩而过了            
(NA)	 先剧本后电视    叔控            
(5星)	 喜欢李少红!            
(4星)	 某些场景很飘忽诡异。            
(4星)	 几个演员都演的极好。电视剧里的爱情比小说更撕心裂肺，而据琦君说，小说原型的一生才真是不堪回首。            
(2星)	 压抑！能不能不要用同一班底，看着周迅和寇世勋就想乱伦~~~            
(NA)	 大太太是个守家的，二太太是交际花，三太太是周迅。大太太管家，二太太用来满足性生活，三太太用来生娃。这是我当年在大姨妈家看的时候的觉悟。            
(3星)	 很诡异。。            
(4星)	 还是，江南，雨，深宅大院，华美服饰，唯美画面。周迅的确有灵气，只是用得多了难免生了厌。            
(5星)	 婉婉道来的故事            
(5星)	 都是实力派的演员，戏也好。            
(5星)	 压抑……            
(4星)	 老子这辈子最见不得又要搞，又没有担当的男人！            
(5星)	 我哭了很多次  尤其是容耀辉知道秀和怀了自己的孩子后回到乡下找秀和那段  爆感人            
(4星)	 那时候真是看了一把一把的周迅的剧啊...从新红楼倒退看来李导其实是cult风 - - 记得看完觉得无比压抑 估计不会回去看第二遍了...            
(4星)	 憋了25集就为生个孩子            
(5星)	 国产电影电视里除87红楼梦之外最完美的            
(4星)	 各种文艺。            
(NA)	 裹小脚~呢鞋子是很漂亮的            
(4星)	 李少红代表作。            
(NA)	 看过好长时间了，周迅真是个……佩服            
(3星)	 黄磊老师不只是徐志摩，黄磊是俊美少年，浓眉大眼，真是俊美少年。            
(4星)	 江南小镇注定有动人的故事~看了很多次~依旧觉得~有那么一片天~有那么一片云~美得依旧清澈~封建时代并不是说不美~相反。。它的美往往透着悲凉~透着那种绝望。。。相衬之下，反倒是另一种风致了            
(NA)	 黄磊和周迅搭戏一定看            
(4星)	 喜欢这里面的周迅            
(4星)	 大过年的时候看的 悲戚戚的 不过稀罕            
(3星)	 哈。迅哥            
(5星)	 美到极致            
(5星)	 我爱这风格！            
(2星)	 压抑            
(5星)	 我承认当年我没看懂。。            
(4星)	 WELL，我至今最喜欢的国产剧……            
(3星)	 小学的时候看不懂。            
(3星)	 ...            
(3星)	 嗯~%……            
(5星)	 很有冲动再看一遍..            
(4星)	   笑。算是喜欢的电视剧。            
(4星)	 电影式电视剧。            
(4星)	 美则美矣，含蓄，内敛，深沉            
(5星)	 当年看的那个纠结啊……            
(4星)	 想当年那叫一个稀里哗啦            
(3星)	 挺恐怖的……            
(4星)	 美            
(4星)	 有韵味。            
(5星)	 最后哭得要死要活，李少红的片子都很美            
(5星)	 初中 喜欢看            
(4星)	 很感人的电影            
(3星)	 生孩子那段好压抑            
(4星)	 很悲剧，算是我看的比较早期的悲剧，那时有了悲剧的概念。。            
(5星)	 压抑的美            
(3星)	 就只有这部片子里的周迅，我还比较喜欢            
(3星)	 emo...            
(4星)	 靠 这个片原来是李少红的。。。            
(4星)	 当年还太小，没看懂            
(4星)	 这样的调调，看了就不愿意停下，但是停下了就不敢再看一遍。            
(4星)	 我离开，并不带着恨，相反，是因为我爱你们。这个善良的女子，一直为我所爱。            
(5星)	 当时大爱这部片子啊，秀禾和耀辉的不伦爱情。            
(5星)	 小时候和妈妈在一起看。            
(4星)	 节奏很慢，但很悲伤            
(4星)	 高中，快高考的时候            
(4星)	 古老社会的爱情悲剧            
(3星)	 无聊的大陆电视剧            
(4星)	 结局很残忍。我认为周迅就是个天生演电影的，尽管我不喜欢她那种神经兮兮的表情。            
(4星)	 很小的时候看的，画面太美了，像梦，然后爱上了李少红，坚决期待高清新红楼梦。。。随便你们怎么骂            
(4星)	 昏暗的色调~            
(4星)	 周迅哦~            
(NA)	 美得凄清让人心疼            
(2星)	 奶奶家的炕            
(5星)	 可能是我喜欢李少红那个调儿调儿。            
(NA)	 李导浓墨重彩的风格，确实很贴切这部片子，就这部片子才配得起&#39;才女&#39;二字            
(3星)	 压抑            
(5星)	 很细腻的片子。            
(2星)	 那会儿很不喜欢周迅 这片子总觉得死气沉沉            
(3星)	 太文艺了            
(4星)	 好压抑            
(5星)	 压抑 漂亮            
(5星)	 我觉得好压抑啊，可是演员都超实力的            
(5星)	 还记得她死去时的婚礼。            
(3星)	 艺术懂不，不是人人能理解的。            
(4星)	 当年相当之红火            
(3星)	 没看懂            
(4星)	 黄磊童鞋，你干么非要把自己往文艺青年这范儿上靠呢？你图什么？图什么？？？？            
(4星)	 很小的时候看，还有点看不明白，也不是很爱看。现在觉得挺不错的            
(5星)	 我看了三四遍了,帽子绿了= =            
(4星)	 阴郁低沉的调调，我喜欢的那种            
(NA)	 4            
(4星)	 几遍。            
(5星)	 完美            
(4星)	 黄磊是个不错的演员!  赞一个            
(4星)	 好多年了一转眼。            
(5星)	 周小姐太美了            
(NA)	 从这个时候开始喜欢周讯了            
(4星)	 当年真看得心力交瘁。黄磊黄磊。            
(NA)	 爱～ 去乌镇的时候还去了她的拍摄地            
(4星)	 当时还研究是真橘子还是假橘子来着，， ==            
(3星)	 细节足够精细，情节充满了足够的戏剧冲突和时代特征。            
(4星)	 很唯美很拖蹋            
(3星)	 鬼片 鬼片 鬼片....            
(NA)	 看着累            
(4星)	 有些压抑。。。人总是满足了一个愿望又会想要满足另一个更高层次的愿望。。。周迅最初只是想嫁过去哥哥一家就能活了，嫁过去想讨好老爷太太，老爷和太太都很喜欢她她又期望能和自己爱的人一起。。。别的人也是。。。想要的太多、才会觉得不幸福。。。            
(NA)	 整部戏在很压抑的调子里进行与展开，但是剧情却是暗流汹涌。结果令人挽惜与无奈            
(4星)	 故事一开始就注定了结局。            
(4星)	 认识周迅。            
(4星)	 困在笼里的鸟。前面营造的气氛不错，后面剧情就烂俗了。            
(5星)	 看的时候很压抑。  发型发型啊！亮弊了~            
(3星)	 豪门的生活真压抑            
(3星)	 当时觉得蛮不错一部国产剧。。周迅那时蛮小黄磊也是。。女导演手法不错。。一夫三妻的故事悲剧结尾。。            
(3星)	 很凄美的故事，很华丽的服装。            
(NA)	 壓抑。馥鬱。美。            
(4星)	 暗沉的色调，女人的悲哀            
(5星)	 大爱            
(3星)	  - -  诡异的配乐            
(5星)	 看的时候才10岁 是一部从姥姥到我都喜欢的电视剧~~            
(5星)	 很少看连续剧，但这个确实不错， 封建社会的等级下仍然存在不安的灵魂，追逐爱情是谁也无法低档的            
(5星)	 我想再看一遍            
(3星)	 有点诡异            
(4星)	 阴暗的色调，加上那绝望的爱            
(4星)	 一直没看懂            
(4星)	 水乡            
(5星)	 少数小时候看现在还能记得剧情并深深难忘的，这剧无敌了。中国什么时候再拍个这么经典这么好的吧！现在都什么跟什么啊！            
(3星)	 阴森森            
(5星)	 我就是喜欢            
(4星)	 居然导演是李少红。。。= =            
(3星)	 为什么我觉得好像鬼片= =            
(5星)	 封建时代的产物            
(4星)	 鬼乐鬼乐。            
(4星)	 周迅那时候挺好看。。。。 不喜欢结局！！！！！            
(4星)	 周迅，你真美！            
(4星)	 迅哥~ 那可人让人怜悯的摸样~ 哦也`            
(3星)	 老是感觉阴森森的            
(4星)	 黄磊加周迅，永远绝搭.            
(3星)	 初中看的 久远勒 是否要再看一次呢 似乎是部好片子            
(NA)	 周迅在橘子园里太美了            
(2星)	 印象不深            
(2星)	 以前老陪妈妈看⋯⋯            
(NA)	 大老婆真忠贞            
(5星)	 把这个给了五星是要给新版红楼梦2星···            
(NA)	 喜欢归亚蕾            
(3星)	 那时候看不懂~            
(5星)	 很棒            
(4星)	 喜欢那种感觉            
(NA)	 没什么印象了。应该是很好看的。            
(5星)	 最后的时候洒热泪了            
(3星)	 周迅MM很有灵气。。。。那时候唯一的感觉就是太闷。。。            
(NA)	 没看完            
(3星)	 可怜            
(4星)	 宝钢系列剧之二，又是悲剧一部。            
(4星)	 印象中神神秘秘的。            
(4星)	 小时候没看懂嘞            
(3星)	 = =~            
(5星)	 李少红呀            
(NA)	 关于谁怀了先的纠结故事            
(NA)	 我喜欢归亚蕾            
(2星)	 根本就是帽子绿了。            
(NA)	 我喜欢上了叶锦添            
(4星)	 李少红的片子风格都不错，那背景我喜欢            
(5星)	 音乐，氛围 恰到好处            
(2星)	 橘子红了。。。鬼就来了。。。            
(4星)	 李少红又艺术了一把            
(3星)	 那段时间盛行的电视剧风格            
(4星)	 有点像电视剧《人间四月天》。            
(1星)	 在我看来是脑残剧，拖拖拉拉的，也没有什么意义，为了拍而拍            
(4星)	 难得还想看看的片子            
(3星)	 秀禾这名字我挺喜欢的。            
(4星)	 拍的很美!            
(3星)	 周迅因此彻彻底底得大红            
(4星)	 觉得怎么这么神奇            
(3星)	 小时候看的时候愣是没看懂讲了什么，原来年龄终究还是有些用的。            
(5星)	 周迅演技很好，惊艳。            
(5星)	 画面似水墨 却不寥落 因有一片橘园调色 节奏似溪流 缓却不滞着 因有乡间与上海交错意蕴深而灵动清澈 写的是人间 有烟火 却不俗气            
(4星)	 小的时候看有点可怕            
(NA)	 太虐心了，唉。记得七八年前就看了，现在重温，还是受不了耀辉挑起秀禾盖头时的眼神和秀禾的眼泪。以前不知道结局的时候，一集一集的看，就想看到希望……现在……真讨厌这对老男女。            
(4星)	 李少红 黄磊 周迅            
(4星)	 黄磊和周迅的搭配，当年的我觉得很有爱。            
(3星)	 压抑，虽然每个场景都那么美。李少红真是相当固执的人，她的美学观貌似从未改变过。只是这部戏比起《雷雨》和《大明宫词》，稍显太过了。果然，之后她走上了不归路～～～唉            
(5星)	 结局是当时最出乎意料.            
(3星)	 电影里的感觉很好。剧情一般            
(5星)	 最最最喜欢的内地两个演员~            
(NA)	 周迅~~~~~~要在看一遍            
(5星)	 小江南风~偶尔闲下来可以再看看的家庭片            
(5星)	 最好看的电视剧~            
(3星)	 昨晚上那死不死的主题曲在老娘耳朵边飘了一天……“春去春又回来，花落花又开”……= =b            
(3星)	 总觉得有些地方很阴暗，好像有些变态.            
(3星)	 几年前看的            
(NA)	 我喜欢寇世勋            
(4星)	 喜欢..秀禾啊秀禾..            
(3星)	 闷就一个字            
(5星)	 剧情很好，很凄惨的爱情故事。            
(NA)	 这部电视剧让我开始喜欢周迅 即使过了多年 看了很多部电视剧 再次观看依旧觉得相当值得一看            
(3星)	 还不错，就是觉得太残忍            
(3星)	 我不喜欢这个调调            
(2星)	 很诡异的感觉            
(4星)	 喜欢迅的眼神~小倔强~            
(3星)	 最后一红一白            
(4星)	 这部片子的节奏真是让我转狂，我估计我老了都受不了这种步调~            
(5星)	 女人到底是被什么所牺牲            
(4星)	 这些电视剧都忘得差不多了··时间的力量··最近打算再看一遍··我无聊吧··            
(5星)	 我爱桔园~话说现在我应该没耐心再看了吧……            
(5星)	 最爱的一部国产电视剧。            
(5星)	 周迅呀周迅~~            
