http://movie.douban.com/subject/5384548/	步步惊心
(4星)	 看到12集，然后在回校的前一天直接拉到最后几集。看前看后，中间看剧情介绍，仍旧十足感动，不行了，我也要清穿了。            
(5星)	 步步惊心            
(4星)	 我想穿越到山顶洞，和部落长（以及其太子们）来一段茹毛饮血的爱情故事。哪个油菜花帮写一下？            
(5星)	 剧情合理，结构缜密，跌宕起伏，扣人心弦。            
(5星)	 起码在我要考试的时候让我小恨了这个电视一把（怕分心） 起码是近一两年以来芒果台极少的一 部我看完的不雷的剧            
(4星)	 至少看完内伤了            
(5星)	 可以不要加结局么。小说的结局挺好。            
(4星)	 基本遵从原著 。后面看的人很伤感 。幸不生在帝王家。            
(5星)	 很久没有看国产电视剧了，因为偶尔瞄了一眼后，便忘不下，熬了一天多的时间把这部剧从头看到尾，最后感觉就是身不由己、红颜祸水，最重要的是：作者很有才。            
(3星)	 觉得开头还行……看到后头，我觉得就TM琼瑶戏了。            
(4星)	 后面的剧情其实很无聊。。但是也看的哭得不行，书里的心里描写多，电视剧就很难表达了！四爷党V5！！            
(5星)	 大爱四爷。            
(4星)	 挺不错的。。无聊了看看挺好。。            
(5星)	 潇湘雨，水若寒，独坐深宫莫凭栏。步惊心，深深漫，君临天下莫抱憾。 仰望苍穹，几度轮回，不见亦不散。——四爷~❤            
(5星)	 剧情很有逻辑 而且这回湖南台没吃别人啃过的后面有点磨机 跳看了最后一集            
(4星)	 发誓不看，又忍不住看了            
(3星)	 刘诗诗形象各种与人类似... 想了半天终于又想到一个江一燕...            
(5星)	 揪心 就让我还花痴一次            
(4星)	 虽说情节一般但不浮夸的演技还是赞赏的            
(3星)	 NC            
(4星)	 吴奇隆            
(5星)	 五颗星为了刘诗诗,曾经的不待见到现在的十分倾心,但是你不要那么木了!!OK?!            
(5星)	 很喜欢啊 里面的感觉很细腻 画面也很唯美 服装特别漂亮 主要的男人间的斗争 这一秒 你永远不知道下一秒会发生什么            
(5星)	 我到时真心喜欢个本电视剧！            
(4星)	 古装言情的上等之作了            
(4星)	 一开始相当狂热，后来觉得自己很傻比            
(5星)	 第一次觉得一集50分钟的电视剧却很短~            
(4星)	 除了人物的妆容衣服不大好看外，别的还可以，算是翻拍里不错的。            
(5星)	 若曦这个人物塑造的很不错啊，演得也挺好的我觉得。从现代人被打磨成一个懂得规矩的古代人。就是有一半的阿哥都喜欢她让人觉得不靠谱…不过看看其它的格格，也大概明白了~            
(4星)	 最后几集看一遍哭一遍，止都止不住，是有多虐啊。。。oooo&gt;_&lt;oooo            
(4星)	 天下男人居然就喜欢那么一个女人。。。            
(5星)	 如果不这么虐该多好            
(5星)	 四阿哥！！！            
(4星)	 多年前看的小说，犹记得是场刻骨铭心的爱恋，无奈只是梦一场，而今再看，似是稍稍能够明了此中真意。感谢此剧陪伴多日，历史如果可以这样去读，那倒真是有所思悟了。            
(5星)	 虐心有虐身啊~~            
(2星)	 不是吧，这种片都有人给五星？！眼瞎了啊？这两颗星一个给十阿哥一个给明慧，也就是八福晋。            
(NA)	 灰常好看的一部电视剧，相当震撼心灵！！！            
(5星)	 真心感动~~估计要过一段时间才能出来了..            
(5星)	 相比《宫》来说，她成功了。只是电视表现不出时间的流逝，出现在看官眼中的无非今天爱着八爷改明儿马上就喜欢四爷了。总感觉35集有25集在叙说冗长的过眼历史，到最后10才回到高潮爱情上。还是喜欢书上的十四爷，低调的爱，可能这是电视不发诠释的。还是希望若溪直接死了得了，穿回去总觉得俗套了。            
(5星)	 从看完到现在，已经两个多月了，一看到这部剧我就触动，真的是毒药啊！！！！！！！好久没这么过瘾的自虐的感觉了。尤其是最后5、6集，用了我半桶纸，这也是我这大学四年唯一一部通宵达旦的看的剧。            
(4星)	   制备还算精湛、拍摄也算细致，情感也彻骨，歌、歌词很棒。演员也还行，算是一出久违了的不错的古装戏，总之，我有跟着穿越了。觉得太唯美而稍不合逻辑的是若曦入宫后，便觉得若说她是个古代女子完全不为过，若那样子，那就逾越了穿越了，算上是深宫女子情爱的缠绵悱恻。但是，情真的有感动到落泪            
(1星)	 刘诗诗演技真的好烂呀            
(3星)	 看着剧情拉快着看的，只能说，一招错满盘输。            
(NA)	 看书和电视的感觉不一样，好好的剧本让刘诗诗演砸了，看到老女人装嫩真让人恶心，表演很做作，特别是装小女孩笑得时候，哦！让人受不了，很假。其他的男主和男配都很好，不过，4爷奇哥，现在老了好多哦，唉！            
(4星)	 剧情比拍的好吧。            
(3星)	 至少比宫强得多。            
(5星)	 如题 哈哈            
(3星)	 看了10集 极限了            
(5星)	 虐心啊。            
(NA)	 除了女主都满意            
(4星)	 好吧，我没营养。。。。。。            
(3星)	 每次看电视剧我都怀疑自己是不是女生，真的对电视剧完全米有赶脚吖。            
(5星)	 很喜欢！怎么都看不够啊！            
(4星)	 宫廷如职场，步步为营；有些感情的道理，真要在生活之外去寻觅。            
(5星)	 TAT            
(5星)	 很揪心的看完，哭得确实很惨……            
(5星)	 很不错呀            
(4星)	 国产剧里面不错的            
(3星)	 演技还行，比较尊重历史，可那一声太皇太后叫的姐实在满脸黑线啊…结局有点狗尾续貂了。            
(5星)	 原著好看；演员给力；场景优美；我就喜欢。            
(NA)	 纠结纠结  骗眼泪的剧  有些台词很不错 有些剧集憋闷得及            
(5星)	 即便到了四十岁，吴奇隆依旧帅的惨绝人寰            
(NA)	 米有书好看啊            
(4星)	 所有星都打给十四爷啦啦啦啦啦啦啦啦啦——            
(5星)	 四爷啊四爷            
(NA)	 看着剧情很蛋疼，是不是 因为我老了            
(1星)	 神剧不解释            
(4星)	 李德全真可爱。。            
(5星)	 行到水穷处 坐看云起时 四爷是值得若曦的爱的~            
(5星)	 穿吧！            
(5星)	 结局让人心肝俱裂！故事挖掘很深入~佳作！！！            
(4星)	 没有看过穿越剧宫，只看了这部，觉得没那么夸张，很朴实的把四爷跟若曦的感情表达出来了，很喜欢。（9月30日看完）            
(4星)	 挑出《步步惊心》最后两集看了，只感到都市女性浓浓的寂寞感和悲凉感扑面而来，不仅是主人公张晓，还有原作者，还有所有爱穿越的女纸们。若曦是想挫骨扬灰也有人抛洒。桐华，你果然写得够绝。虽然是意淫的清穿剧，你这一笔杀得够狠。前面的脑残片断姐都不看了，唯独这笔，算你诗情画意的灰飞烟灭。            
(5星)	 期待了一年的作品真的很不错。把小说的感情情景细节全部都演绎的淋漓尽致，不愧琼琼夸唐人东西拍的棒 。吴奇隆再次把我的泪催了 ，一个年岁如何翻涌经久不衰的男人，还有我这渴求触及眉头的念想。            
(5星)	 当年哭了好久的小说啊。。。35集，我终于看完了！！！有多久没看完过这么长的电视剧了！            
(3星)	None
(5星)	 第一最好不相见，如此便可不相恋；第二最好不相知，如此便可不相思；但曾相见便相知，相见何如不见时；安得与君相决绝，免教生死做相思越看越动人的刘若曦，苦逼的皇上，骗了我打吧大把的眼泪啊            
(4星)	 大爱这个。。十三十四阿哥太养眼了。。四爷太man了。。八爷太gentle了！！！            
(5星)	 悠然心会，妙处难与君说。            
(2星)	 水            
(NA)	 看到第15集就没耐心追下去了。但是小说看完了，然后把最后一集找来看了。。TAT。。虽然是部玛丽苏狗血穿越剧，但是。。。。反正比宫强，哼~            
(5星)	 唉...            
(3星)	 事逼儿女猪脚，其实是小骚货一个。四爷啊 脸那么小还那么帅，就他演的不错。            
(4星)	 这是有史以来我看的最快的古装剧了，好多人赞，豆瓣讨论区却是一片水深火热，本想来找个有营养的帖子看一看，结果都是xx党，罢liao～听说忠于原著啊，可喜可贺…敬佩比较老的演员，四爷每次的眼泪都哗哗的，到这个年纪又红了一把，却还是偶像级的！            
(3星)	 没觉得哪里好看  真的   几个大男人围着一个女的转啊转               
(5星)	 这是我期待的清穿，不同于那些打着清穿牌子的狗血剧            
(4星)	 忠于原著，看得那个揪心虐心啊~~不过好多养眼的美男哈哈            
(NA)	 被逼的            
(5星)	 无他，唯诚意尔！            
(5星)	 步步惊心，爱到彻骨啊            
(5星)	 很赞            
(2星)	 玉檀被蒸太恶心了&gt;.&lt;            
(5星)	 没有看过原著，但我很喜欢电视剧里的结尾，看一次哭一次啊。很喜欢这部电视剧，无论是人物，情节，演员，音乐，主题，服装，场景等都表明这是一部很用心很值得人回味的电视。            
(4星)	 很久没有静下心来看电视剧了，对历史不怎么了解的我，竟然也很饥渴的区百度上查雍正，查九子夺嫡，因为这部戏，我又开始关注霹雳虎，去了解他进而崇拜他！我喜欢去回忆若曦与四爷的一幕幕，这样的感觉，在影视作品中很久没有找到了。我觉得所有的演员都发挥的很好，期待出续集。            
(5星)	 原以为很一般，看到最后还是被感动了一把~            
(5星)	 相对真实现实的清穿剧，几位阿哥们的真性情与在面对权力时无奈、挣扎、全心精英体现得都很不错。若曦,一个现代独立自强的姑娘也在皇权控制的社会中变得步步为营，小心翼翼，最后郁郁而终......            
(4星)	 电视剧与小说的吻合度比较高，演员演得也不错，值得一看            
(5星)	 看到最后几集，真心觉得57龙演技好，lss其实也挺好的，化妆师灯光师需要检讨下。情节布景比倾世皇妃好多了。            
(5星)	 看片花的时候，最让我期待的是八贤王，而看完片子之后，我喜欢上是四爷。吴奇隆真的把他演活了。            
(NA)	 晴川穿越跟了老八，若曦跟了老四，话说俩妞也没打个照面~先以国事为重            
(3星)	 节奏真的很怪，总是有种差口气的感觉，最后几集拍的不错，毒蛇九打酱油            
(4星)	 除了特技镜头其他还都算精致。喜欢四爷和小十四~~~~~~大家都爱若曦啊，唉。            
(5星)	 很不错，最近看的最认真的国产电视剧            
(NA)	 终于跟上潮流的大部队一次 &gt; &lt;            
(5星)	 虽然还未完美，但目前来讲，已经没有更好的了            
(5星)	 这是今年看的最好看的国内电视剧，后面几集一直跟着哭。选的角色很成功，不论是女主还是几位皇子。女主长了一张连女生都觉得不讨厌的脸，老八和老四爷塑造地很成功。很庆幸电视剧很大程度上尊重了原著，并加以润色。            
(3星)	 矮油，為毛若曦不能告訴八阿哥她是知道歷史是穿越過來的，(￣_￣|||) 非要這麼各種糾結。劉詩詩菇涼是蠻漂亮的，可是覺得太冷豔了，活潑可愛什麽的演得太牽強了。。            
(NA)	 真心觉得吴奇隆演得不错。            
(5星)	 其实 大可不必活得这般较真儿。。。            
(5星)	 十四的青涩，舞剑后让若曦拭汗的俏皮，他的爱是一辈子的等待和无怨无悔。十三的潇洒不羁，他和她，无关风月，只为真心。四爷身上，看到了萧十一郎的影子，他的爱是彻骨的，没有谎言，只有真心。八爷与若曦，他们的誓言是最美的，哪怕是雪地里的短短几步，也是幸福的。可是马尔泰若曦，你到底想要什么？            
(4星)	 前有宫，后有倾世皇妃，堪堪衬托出步步，真特么代表了穿越言情剧的良心啊！！！！            
(5星)	 国内穿越剧作的颠覆 难能可贵 好喜欢四爷            
(4星)	 四爷党哎，老吴都41了啊            
(5星)	 loli的想，要是若曦最后真的能和十四在一起就好了....            
(NA)	 好喜欢四阿哥呀，就是喜欢虐心的。。。            
(5星)	 古时人长情，一念就是一辈子。古时人短命，一辈子就是一念间。            
(4星)	 我爱上了十四 +。+            
(4星)	 怎么说，冲着原著期待了好久的，还不错吧。。。原著是大学生活的一个美好回忆啊~怀念一起追看小说一起聊天的小日子。。。            
(5星)	 都有二货给宫五颗星~步步惊心怎么就不能五星了            
(3星)	 最爱老袁演的13，14林更新绝对有前途，熟男们就不用我多说了，结局真没那么好哭，反正看芒果台的剧已经很少能进入剧情了            
(4星)	None
(5星)	 让雷人剧去死吧，哥的欣赏水平不是脑残            
(3星)	 看得我悲观了很长一段时间的一部戏!            
(NA)	 这女的就是被自己的一点一点纠结逼死的            
(5星)	 第一最好不想见，如此便可不相恋。第二最好不相知，如此便可不相思。            
(4星)	 我想到穿越就头疼，因为我是曾经的历史课代表，考编的时候看到以前的历史老师在旁边，面试就无比神伤，无颜啊！所以要好好学好历史，穿越才不怕！剧透光荣哦！            
(5星)	 改编了一些小细节，虽然不如原著出彩，但这样的片子足以立足于当今国产言情古装片……            
(3星)	 作为KC的fans，勉强看一下啦……KC结局不好，不喜欢不喜欢            
(NA)	 行到水穷处, 坐看云起时不好意思打分              
(5星)	 因为小说强烈推荐，虽然电视剧很多不尽如人意，但是，这么多清穿里，唯一能让我哭的稀里哗啦的剧了。第一最好不相见，如此便可不相恋。第二最好不相知，如此便可不相思……            
(5星)	 竟然看完了...四爷党的啊            
(5星)	 不错，比宫强多了            
(5星)	 很不错，各种不失望。            
(3星)	None
(4星)	 除了化妆师，每一个都很尽心，这年头能看到一部象样的片子容易嘛我，看了倾世一集后，果推步步            
(4星)	 不错~            
(4星)	 看完以后最大的收获是发现了很多帅哥~~~9、10、13、14 尤其是十四~~太可爱太喜欢了~~~            
(5星)	 看过之后，总是无法释怀。            
(5星)	 褪去穿越的外衣，很有正剧的风范。这部电视剧真的很好的震住我了。什么叫浮生若梦，看步步惊心就是了。            
(5星)	 一地的心碎儿 迷了我整整两月的剧，两月之后，重归平静。            
(5星)	 四爷啊~~真让人心疼。            
(4星)	 评分这么高啊，四爷V5！！            
(5星)	 阿哥军团很给力啊，吴奇隆的眼神绝了。            
(5星)	None
(4星)	 越看越苦情，但还算不失风味            
(NA)	 看的后面苦到嗓子痛！            
(3星)	 结局还是很悲的            
(5星)	 4年来看的唯一一部国产剧，很好，很好，值得一看~            
(4星)	 看完了看完了，每次看历史剧就会对这段历史产生无限的兴趣            
(4星)	 男的看得下眼的穿越剧，四爷党啊四爷党，这部片绝对成就了吴奇隆~            
(3星)	 小姨子的诱惑，喜欢若兰。            
(5星)	 《宫》我没看，《宫锁心玉》我没看，后来杨幂的新片我都只一两集便无耐性看下去。这一次，却完完整整地看了《步步惊心》，只因忽然发现身边的人们都在看，卖报的阿姨是，超市老板是，打印社的母女是。于是打开电脑，只一集，便停不住。两天把三十五集看完，发现始终无法释然。可恶的作者只起了头，却不            
(5星)	 喜欢刘诗诗的人比其他的古装剧中的女主角耐看             
(3星)	 那个⋯⋯还行吧⋯⋯            
(4星)	None
(5星)	 画面，演技，造型各种美。。。虐啊眼泪啊            
(NA)	 跳开很多来看,,,应该还可以吧            
(NA)	 刺绣真心美死            
(3星)	 因为听说刘诗诗很有古典美和热烈讨论的阿哥贴而看，结果也就那么回事，刘诗诗很一般，阿哥们更不行，大家的眼光都怎么了，还是我老了？            
(4星)	 若曦是个能折腾的女人。            
(2星)	 后半段剧情实在是狗血，是作者的YY。            
(3星)	 “行到水穷处，坐看云起时。”            
(4星)	 四星给四爷！❤❤❤❤            
(5星)	 人生一场大梦            
(5星)	 虽然也不是怎么最好 但至少从幕后到演员都很有诚意的一部作品 吴奇隆的演技真好=v=             
(3星)	 前半段轻松愉悦，兄弟们玩玩乐乐，后半段一集比一集悲情，兄弟们开始骨肉相残了。不明白四爷为啥老背着一只手!!            
(1星)	 讨厌若曦，太做作了，真不像个现代人            
(5星)	 四爷演技了得，八爷温文尔雅，十四你是帅锅一口。。。。            
(4星)	 Speechless...too good to be true!            
(5星)	 好难过呀TT            
(5星)	 原来梦一场            
(5星)	None
(NA)	 还行            
(5星)	 爱恨噌痴皆是情，因果际会全是缘，前世今生只一眼，岁岁年年不相忘！-------一声叹息！！！！虐虐虐！            
(3星)	 我要看文啊......1413,413,814什麼都好啊......            
(1星)	 刘诗诗这种演技，这种形象，估计得让导演全家老小都潜一遍才上的吧。。。            
(3星)	 主题曲一颗 吴奇隆一颗 心悠一颗             
(5星)	 很久没有能够一口气把一部电视剧看到底了，可以说步步惊心是我近几年最好看的一部了，本以为不会喜欢这部剧，毕竟女主角第一眼看上去没什么吸引力，剧情也只是以为是后宫的那些混战而已，可看了两集之后完全不是那么回事儿，伤感啊，而且刘诗诗越看越有气质。。。。            
(3星)	None
(5星)	 超爱十四。            
(5星)	 冲着刘诗诗来的，其实很不错，揭开我的穿越潮            
(4星)	 我哭的两场分别是若兰和十三去世。全是痴人，只得叹息……不过吐槽点多多阿= = 十三十四万万岁！雍正阿女主阿，全都是可恶又可悲的主……PS.历史全都还给老师了……            
(4星)	 超爱            
(3星)	 至少比宫好点，但是我还是觉得小说精彩啊！            
(5星)	 好看！一步好的电视剧，真的需要很多方面。OK，就是想得到的所有方面。我唯一觉得有点可惜的地方就是小说里的一个关于报表的内容，电视里被删掉了。            
(5星)	 狗血剧也有清新脱俗的一面.并且喜欢上了刘诗诗            
(5星)	 步步虐心才對啊，我確實是四爺派，也是詩爺派。演員們都太給力了﹗            
(4星)	 挺不错的穿越剧，不NC，不坑爹，绝对看的下去。。。虽然看片花的时候觉得这演员阵容除了刘心悠其他也太土了吧，后来看着看着都习惯了，除了明玉的硕大美瞳。。有些演技~~            
(2星)	 刘诗诗怎么可以这么丑!            
(4星)	 果然我还是四爷党            
(5星)	 4年之前就喜欢的书改编的电视怎么都要给5分的。            
(5星)	 演员无比到位            
(5星)	 看完后心里纠结难受，想第二天去趟故宫平息一下下，却无意看到晚上的新闻说故宫今天客流13万，。。。。。。。！            
(4星)	 比较贴近原著，很喜欢。。            
(4星)	 要不要越演越苦逼。。。。。隆隆除了面部坑洼，其他都不错，不留胡子比较好看哗~~~            
(4星)	 情深意重情真意切啊            
(5星)	 电视剧又是八爷党            
(3星)	 如果不是先看过小说会给四星的            
(5星)	 小说很好，电视剧更好，如果你喜欢历史喜欢诗词，千万不要错过。            
(4星)	 非常之忠实原著，比宫靠谱多了！！但就是因为太靠谱了，看着心情太沉重，很压抑。。。看完之后喜欢剧中的十三阿哥，喜欢真实的林更新（小新）。刘诗诗还真是古典美女，但你敢不敢把皮肤弄好好，看着心里憋屈啊。。。            
(3星)	 要是可以把八阿哥的戏份让给四就好了。            
(4星)	 讨厌女主自以为是的拯救别人，爱8,9,13            
(3星)	 故事总的来说很符合历史，但是还是YY的时候，煽情的太过头了，最后几集主角们没事时要么一个人流泪，要么坐在一起流泪，流你妹啊。            
(NA)	 虐心..            
(1星)	 烂到没药医            
(NA)	 速食，不评价，唯一好奇的是她怎么就移情别恋了呢！！！            
(3星)	 道具精美，演员给力，就是剧情太不流畅，我真的看不进去，仍然是古装剧中的诚意之作！刘诗诗袁弘各种配，一对璧人呀！            
(5星)	 袁十三~~            
(4星)	 仙三的主演们都穿越了            
(NA)	 2            
(NA)	 最好不见，最好不念。            
(4星)	 四爷党~            
(3星)	 快进看完的            
(NA)	 其实刘诗诗演得不错，我心中的若曦也是这样，算是湖南卫视的年度大戏了            
(3星)	 不懂这么多好评是为什么。情情爱爱的故事讲来讲去也不过如此，有刻意折腾的做作，很多情节都有些生硬。            
(3星)	 两个夜班+国庆两天休息搞定！最好笑是夜班和同事在办公室听着环绕声，边看边吐槽！！！            
(2星)	 为什么我觉得乏味无聊狗血            
(5星)	 极适合四爷的诗 《传言》作者: 席慕蓉　若所有的流浪都是因为我我如何能不爱你风霜的面容　若世间的悲苦　你都已为我尝尽　我如何能不爱你憔悴的心　他们说　你已老去坚硬如岩　并且极为冷酷却没人知道　我仍是你最深处最柔软的那个角落带泪　并且不可碰触　            
(4星)	 看完了哟~最喜欢13集若曦向八爷吟曲那一幕还有若兰死的那一幕~~~郑帅哥先前的江玉郎真是太深入我心了 一直都觉得他很讨厌 可看了这部剧 彻底颠覆了我对郑帅哥的印像哟~~~我爱郑帅哥还有心悠姐姐 哈哈 心悠姐姐你好美哦~~~            
(3星)	None
(4星)	 结局太虐了……唔            
(5星)	 好虐好虐            
(4星)	 哎哟，一波又一波的热浪，没挺住啊            
(4星)	 1、内容：又是一部清穿，还是围绕着康熙的几个儿子2、女主角特点：欲语泪先流3、重点：最后两集，骗了无数的眼泪            
(NA)	 十四的貌美太令人觊觎            
(5星)	 好虐心！            
(3星)	 最近很火的剧，好奇看了看。剧情比宫强多了，玉檀很漂亮！            
(NA)	 后半段这姑娘怎么就变傻了啊……            
(4星)	 看了有点小郁闷，太压郁了。            
(5星)	 反正就是觉得好看 即使掉了不少眼泪            
(4星)	 这是目前为止唯一一部改编得我心的             
(NA)	 原著的起点就高，不是一般脑残剧可比的。改变的也很好，基本忠于原著，演员表演很到位，尤其喜欢诗诗，吴奇隆和林更新。诗诗虽然不是第一眼让人惊艳的美，但气质清纯，神采灵动，越看越招人喜欢。吴奇隆把四四的沉稳和霸气申请演绎的很到位，林更新我是第一看他的戏，把老十四的率真可爱都演出来了。非            
(5星)	 人性尽现            
(4星)	 比宫好看多了            
(4星)	 矮油~我看完了呀，IPTV真给力。            
(4星)	 缺一星，给那些不给力的CG。。            
(5星)	 这部穿越剧，从头到尾看的人是越来越揪心。演的不错的说，其实我蛮喜欢悲剧的结局。            
(5星)	 看过原著的人都知道，唐人的步步对原著的尊重程度还是很让人满意的，只是小说的节奏是不是适宜电视剧的节奏呢？不讨巧的若曦，不讨巧的四爷，却构成一部讨巧的作品，真心喜欢，是一部后劲很大的作品，心会生硬的疼。。。            
(4星)	 编剧似乎想给结局一个安慰。然，画蛇添足。真想出个什么步步惊心办公室版？看在尊重原著程度达99%的份儿上，勉强4分~            
(5星)	 赞！            
(5星)	 唐人的东西一直都很精致 偏文艺~            
(3星)	 这感情有点露骨煽情呐，不过郑嘉颖和吴奇隆演技真的不错哦，还有我喜欢的鱼跃怪蜀黍康熙╮(╯▽╰)╭            
(2星)	 小说凑合看，电视比小说又差远了。这都哪弄的演员。。。。大爱若兰和十四。。。            
(4星)	 不看女主 只看数字军团的话  很好的              
(3星)	 最大的亮点，只能说是穿越方式了            
(5星)	 超赞的剧，十四帅的没话说！            
(4星)	 槽点还是有的，不过基本尊重原著和历史，翻得还是比较成功的，相比《倾世皇妃》《甄嬛传》好太多。            
(4星)	 还行。至少比宫强。            
(3星)	 很闲的人可以看            
(5星)	 很棒的剧，很痛的感觉            
(3星)	 我真心不喜欢女主。。            
(4星)	 因为桐华的小说而看改编的电视剧，小说很精美，所以想像很美好。电视剧的选角除四阿哥吴奇隆外，其余都落差太大，尤其是郑嘉颖，怎么都无法与温润如玉的八阿哥联系到一起。            
(4星)	 其实吧，我觉得还不错~四爷演技很到位啊            
(5星)	 雍正其实是个悲剧，而若曦不过是这条艰险道路上一抹稍纵即逝的绚烂，竟还是后人自导自演的美丽想象。            
(5星)	 再不想看别的剧了            
(4星)	 看到后面 就是潸然泪下了........            
(5星)	 算了，我还是给五颗星了，毕竟作为一个作息极其正常的人，这部剧害我一天看到凌晨5点，一天看到凌晨3点，还哭得稀里又哗啦，还脑袋一天到晚木讷木讷的~刚开始觉得女主角不好看，后来看习惯了觉得还不错，我只是在想，这剧真要找帅哥美女来演，还不让人疯了？            
(4星)	 居然一口气看完的小说，然后接着狠不得一口气再看完电视剧；爱情写的很凄美，有时候何不珍惜已经握在手中的？            
(4星)	 还不错，忧郁虎，俺稀罕你            
(4星)	None
(5星)	 定不负相思意行到水穷处，坐看云起时            
(4星)	 如果只有20集就是五星。。            
(5星)	 我中毒了，四爷~~            
(4星)	 冲着郑嘉颖看的，多少有点失望的。一是怀疑若曦对四爷到底是怎么浓烈的爱情呢，只因为感同生受着吗二是觉得每位阿哥都对若曦那么好，真心觉得YY了            
(5星)	 虽然女主木有那么惊艳。但整部戏给人感觉就是好啊~~~四爷霸气，吴奇隆霸气。            
(5星)	 还是看书去吧。。            
(NA)	 更期待甄嬛            
(4星)	 扭转了对于穿越网言的偏见。拍得很用心。值得看。            
(5星)	 四星给我唯一看过这个的穿越小说。。还有一星给这个有爱的剧组！！            
(4星)	 步步揪心！！            
(5星)	 忠于原著的一部片子，用心拍摄的一部片子            
(4星)	 打算看书            
(5星)	 基本诠释出小说的情境，演员选的贼好！            
(3星)	 如果不是因为我对小说女主本身的厌恶，只单单客观的讲它的翻拍，真的很不错，除了老八，陈哥这个实在不是我心中八爷的形象，一看到他就想到宫心计种种⋯⋯十四也萌了点⋯⋯四爷个子着实矮了点⋯⋯刘的脑门是要有多坎坷，妆都盖不住⋯⋯其实｀老十，和老九比较对书中的形象⋯⋯其他            
(3星)	 服装不错            
(5星)	 我羡慕偌曦‥有若兰那样疼爱她的姐姐、有十爷那样傻气天真的玩伴、有十四爷处处维护屡次触犯圣颜都面不改色、有十三爷这个不为风月只为真心的挚友＂人生能有这样的朋友死也足以、有四爷那样死心塌地爱、有敏敏那样的诚心以待‥她是幸福的‥            
(3星)	 不能说它拍得不好，也不能说它拍得好。说不伦不类？人家玩得就是穿越，故作严肃才不伦不类。有三分之一拍得还算靠谱，三分之一非常马虎，还有三分之一不知所谓。缩成二十集一定比现在好。郑嘉颖开始给人演技看了还是觉得形容成本色出演对他更到位。我还是这么讨厌他阿！！            
(4星)	 比较狗血的剧情，不过冲着诗诗来的还是给个好评，吴奇隆的演技倒是很出色            
(4星)	 和原著还是有差距地~ 但是不错~            
(5星)	 今天跟老妈才从网上看完，我们都哭得稀里哗啦的。有点埋怨若曦不懂珍惜眼前的幸福，想法钻牛角尖了……个个演员都很到位啊~            
(3星)	 果然还是没有书好看！            
(4星)	 老十三好帅            
(4星)	 喜欢十三。            
(4星)	 花了三天时间终于看完,给骗去了不少眼泪...            
(4星)	 聚散终有时            
(4星)	 还别说，挺美的。虽说没有宣传的那么美，虽说是典型的玛丽苏剧，但电视剧这个质量，不多见的。            
(5星)	 虐心啊            
(3星)	 不知道时间该怎么来描述，总是觉得事情都是发生在一块的。九阿哥死了，八阿哥，然后是十三，最后是雍正。大家是一起死的，若羲后来就是一个怨妇！            
(5星)	 步步惊心不能说是十全十美的电视剧，但绝对是国内近年用心、精心，值得细品的电视剧。            
(5星)	 刘诗诗还是很像我心中的女主的，美艳不足，清雅有余。结局真虐人，对着电脑鼻涕眼泪一把把的，伤了肾的。。。            
(3星)	 囧            
(5星)	 步入八爷党行列。。            
(3星)	 没小说好看。。。不过演技都不错、、            
(4星)	 其实好像还挺好看的......难得看中文片~            
(4星)	 我还是给了四星。为的是最后一集啰里八嗦的结局，和我为此而流下的眼泪。如果你是一个女子，又恰巧找到了深爱你的那个人，请安静的呆在他身边，不要有任何的野心和对外界的担忧分神。如果可以一心一意的全力去爱，所有的苛责和磨难将不再是分开的理由            
(4星)	 尼玛， 此乃深坑 勿入！！            
(4星)	 被虐得死去活来之后终于觉悟，有太多不符合逻辑以及自作孽不可活的狗血剧情，以证明一切都是假的！假的！....嗯，这下我可以不再沉迷了~            
(4星)	 情感细腻，人物刻画深刻。虽然很虐但太真实了，现实里有多少人不都是这样的吗？我愿意因此释怀            
(3星)	 太悲了            
(NA)	 哭死了要！            
(5星)	 吴奇隆老了 江玉郎老了 巩sir也老了..还是选择四爷党吧...            
(4星)	 尊重原著，是一部用心的片子。今天电视里正好在播大结局“由爱生嗔，由爱生恨，由爱生痴，由爱生念” 唉，世间最深沉的悲莫过于阴阳相隔了吧。            
(3星)	 演员选得可以，演技只算一般。故事太过于细腻，女性会喜欢，而男性会难受。没看过原著，但可以猜测，只拍出了原著的十分之一的精彩不到。            
(3星)	 一群男的围一穿越女转啊转，很明显这就是一部女性的YY剧啊。            
(5星)	 大爱~            
(NA)	 五星给女主和原著作者！！脑残粉快快退下啊～～～            
(5星)	 喜欢            
(NA)	 吴奇隆            
(4星)	 只是很久没有那样狠狠哭过。            
(3星)	 我觉得只有前10集好看，越到后面越拖沓鸡肋。            
(3星)	 后面的剧情有些无聊~每个男人都在哭，帝王之家不应该啊            
(4星)	None
(3星)	 终于看完了            
(3星)	 青春无敌的YY剧情配了两位老阿哥            
(2星)	 无语！            
(4星)	 很俗很虐            
(4星)	 活得太累            
(3星)	 结局有点小感人            
(5星)	 穿越神马的已经淡定了，我要看一队人马穿越啊！！！            
(5星)	 哭得我稀里哗啦的，当然要支持下            
(3星)	 看了这个，倒是很想练毛笔字。            
(4星)	 剧透一时爽，难逃火葬场            
(5星)	 还是古城美，还是诗词歌赋美。            
(5星)	 好看            
