http://movie.douban.com/subject/2154096/	士兵突击
(5星)	 我对宝强同学的声音很怨念.......            
(5星)	 史今。。。            
(5星)	 不用说的国产好剧呢            
(5星)	 08年看的，很鸡冻~~尤其记得叠被子的段子，平四方、立八角，苍蝇飞上去劈叉，蚊子落上去打滑……还有段奕宏在那个剧里的帅，跟他的其他荧幕形象成较鲜明对比……            
(4星)	 少那一颗星 就因为傻根儿            
(5星)	 这种电视剧，可遇而不可求。            
(5星)	 太喜欢了            
(5星)	 不抛弃 不放弃            
(5星)	 很感人，看了很多遍，从搞笑到感人，王宝强的演绎非常到位，喜欢伍六一，喜欢老马，喜欢班长，让男人落泪的电视剧            
(5星)	 不抛弃，不放弃...            
(5星)	 挺好的  麒麟的影子无处不在  好叭 或者应该反过来 麒麟前传里边士兵突击的影子无处不在   真羡慕这样的军队生活 目标明确 努力 只要向着目标前进就好 不要犹疑 也不能犹疑            
(4星)	 不抛弃，不言弃的精神，鼓舞了一代人啊、            
(5星)	 不是一个好能形容的，太多的人物，太多的画面，太多的台词，我想我一辈子都不会忘记了~为它付出过太多感情，写过太多笔记，看过太多评论小说，头一次为了一部戏，一部中国人的戏，一部纯爷们儿的戏，痴了……            
(5星)	 强烈推荐一群男人演绎一个振奋人心的故事，他们牵动了我心底那份渴望            
(5星)	 无法超越的里程碑~~我已经看过了N遍！            
(5星)	 我最喜欢的电视剧。。。看了之后狂粉段段。。。到现在还都一直关注剧中演员的动向。。。            
(5星)	 这部片子正是在部队时看的，非常贴切，战士的气概            
(5星)	 我要感谢这部电视剧            
(4星)	 被许三多感染了呢            
(NA)	 我所爱            
(5星)	 中国版的阿甘正传，奇迹在现实中的发生概率几乎为〇，但其中要反映的东西，是人们愿意为之奋斗的理想。            
(4星)	 单纯的执着不抛弃  不放弃            
(4星)	 都是和君逼的 然后还华丽的不要老子            
(5星)	 最精彩的，最难忘的，最真挚的，最震撼的！超TM棒的！            
(5星)	 很不错，很男人，很迷人，            
(NA)	  很好看.....            
(5星)	 每看每哭，我泪点怎么就那么低/_\            
(5星)	 段奕宏 张译 张国强这样的人 我大概这辈子都忘不了了            
(5星)	 这些可爱的人，给了我太多的感动，还有配音也相当的好            
(5星)	 激荡人青春军营梦想的一部电视剧            
(5星)	 第五颗星儿是给许三多的，我欣赏这爷们儿~            
(NA)	 六星            
(5星)	 最爱中滴最爱！            
(5星)	 这是我永远的最爱！            
(5星)	 大爱袁朗            
(4星)	 智慧与聪明的不同            
(5星)	 这是我看过的最好看的一部电视剧之一，不管是因为什么，但它都深深地感动了我            
(5星)	 又看鸟一遍...喜欢史今...喜欢高城.喜欢伍六一...喜欢成才...喜欢袁朗~~~嗷嗷~~~~~~~基情有爱啊~~~~~~眼泪啊拥抱啊神马的...远目            
(4星)	 许木木这个精分腹黑加中二的妖精，嘤！            
(5星)	 它是最特别的，没有之一。后士兵突击年代，还有什么能再次让电视剧成为不是消遣的东西。            
(4星)	 王贵兴都看了。            
(5星)	 改写我生命的一部电视剧            
(4星)	 还买了书。原来没有女人的情感也可以这么感人。（好吧，这话说的很腐o(╯□╰)o~）            
(1星)	 看了几集，对这种片超级不感兴趣            
(5星)	 赞，没别的词蹦出来。            
(5星)	 我最爱高连长，太是我的菜了╭(╯3╰)╮            
(5星)	 你是段段？你是袁郎？你是夏明朗！            
(5星)	 男人们            
(5星)	 这么久之后才在同学的推荐下看了此片！然后被震撼了！！虽然一些台词有说教的嫌疑但在那样的情境和人物关系中一切安排地犹如天成！当然康洪雷的功力也值得佩服！用音乐和升格、降格的方式赚了我不少眼泪！当然，我对人生、理想、友谊有了更加深的认识！谢谢士兵突击！我要让我的生活有意义！对！有意义            
(5星)	 军旅萌！TvvvvvT            
(4星)	 记得纠结的某只和纠结的床板。            
(1星)	 狗屎一样的通古斯作品 代表了一种自以为乐观向上 实际愚蠢麻木的通古斯艾滋品味 捧红了王宝强这个通古斯鞑子农民 不过客观反应了群氓的审美特质            
(4星)	 除了许三多，剩下的男人打包带走！            
(5星)	 能够感动我的好片            
(3星)	 一般吧，好像看了十几集            
(5星)	 好好活着就是做有意义的事            
(5星)	 绝对是我看过最好看的大陆电视剧 三多除了王宝强 真没人能演了            
(5星)	 段奕宏！            
(5星)	 这部剧自己看过的，加上推荐了并且陪着别人再看的，一共有六次~  第一次最经典，是在宿舍里看的，手里捧着纸巾看完的，喜欢里边的剧情，更喜欢里边的演员~   喜欢喜欢~             
(NA)	 很不错的一个电视剧作品。            
(5星)	 电视剧，书，音乐，都是最棒的~~~！            
(5星)	 很励志的一部电视剧，很男人的电影！            
(5星)	 I LOVE THESE 纯爷们儿~            
(5星)	 这部戏就是男人戏。喜欢。大赞。谢谢你。陪伴了我的高三。            
(4星)	 还是在军营的日子最有意思            
(5星)	 国展最经典的军旅电视剧！            
(5星)	 看了7 8遍的电视剧从开始的不以为然到后来的感动.配上久石让的配乐.感动,某种程度上园了我儿时当兵的愿望吧            
(4星)	     史今走后，就不那么可乐了，许三多似乎变得无所不能，从训练到为家庭分忧。史今是每个人都渴望的，不管是男是女，在成长期间都希望有一个人能无限的宽容自己。伍六一很遗憾，也许编剧想说太刚则易折。            
(5星)	 第三遍            
(4星)	 军队题材里比较出彩的一部。            
(5星)	 这里代表了一个男人的高度！在如今妖男伪娘横行的世道里，一群铁血杀伐，侠骨丹心的军人告诉你：什么是真正的男人！！！            
(5星)	 一部影响了我很久的电影            
(5星)	 我也想当兵~~~~~            
(5星)	 那个暑假—旱冰、CPA、考试第一，士兵突击……            
(5星)	 实在无聊又重温了一遍 励志哥啊！ 有没有人看了这剧想去当兵的 论坛里讨论的都是谁适合当老公啊。。我觉得是 史今史班长            
(5星)	 给我无数力量和思考的完美剧。            
(5星)	 遵守自我 行动力 轮锤时候在面对和突破“龟儿子”这个标签 全连解散也不觉得完蛋            
(5星)	 精神童话            
(5星)	 不知道外国人看着是什么感觉。但是作为一个中国人，我觉得我有义务推荐所有中国人看一下。            
(5星)	 看过N遍了！            
(NA)	 很遗憾，看不下去了，我无法对许三多同志怀有太多的共鸣并且对其的淳朴善良真挚朴实感到热泪盈眶并且发自肺腑地自叹不如，又或许是因为我从一开始就只是想从这部剧中找麒麟众的影子的缘故，没法投入太多的真心。而且，朋友说得对，没有陆小臻，哪来的夏明朗，袁朗再好，也不是那个夏明朗。            
(5星)	 班长，班长，班长。。。            
(5星)	 绝对经典~            
(5星)	 看这片时在当兵  所以只想说句  男人本该如此            
(2星)	 假 大 空            
(5星)	 每个人的性格都塑造的很好            
(5星)	 这个 那个 大家都懂的 真的很好看            
(5星)	 感动那份朴实的军营之情            
(5星)	 有很多时候，回想起许三多，其实在这部片子里面，他真的不讨人喜欢，可是，到后来，每每想起什么的时候，会记得的，真的是那句不抛弃不放弃，喜欢它，喜欢他们，挫折的时候，对自己说一句，不抛弃不放弃，然后扬帆起航……            
(NA)	 让我找回自我的好剧~            
(5星)	 至少我有关于它的一切            
(NA)	   大二在外面租房看完的             
(5星)	 妹妹狗推荐的，想念她            
(5星)	 太好看了            
(5星)	 不抛弃不放弃。喜欢里面的军人            
(5星)	 这部片子是个里程碑！完全没有女人，没有爱情，有的就是兄弟情！当然话说回来有的兄弟情还是可以发展一下的，啊哈哈哈哈            
(NA)	 终于在无聊的时候看了这部两年前火爆的剧，还是很感动            
(NA)	 很好的一部作品            
(NA)	 貌似没有看完整过，对王宝强说不上有什么评价。            
(5星)	 集集有感动            
(NA)	 哭得一塌糊涂。。。            
(NA)	 留着给俺孩子看~~            
(5星)	 士兵突击看完了，心里一下子空了，就像那年离开部队，军旅生涯随着士兵突击一起结束了。            
(5星)	 男人还是要man一点才有安全感。李晨好帅            
(4星)	 讨厌许三多            
(NA)	 在阿萌的力荐下看完书而后看的电视剧，个人比较喜欢史金，婷婷看史金走的那段哭的好可爱啊，呵呵，边哭边说着 许三多好坏，把什么都抢走了，一个宿舍上去安慰她，现在想起来好怀念，不知不觉大学已经接近尾声了，祝愿我们都幸福快乐~·~            
(5星)	 神马都不用说!标签都是亵渎!            
(5星)	 不能总把希望寄托在别人身上，要自己拔掉自己心里的那把草。            
(5星)	 啥也不说了            
(NA)	 七哥~爷们儿~军魂！            
(4星)	 别人推荐看的，当时各大电视还未开播，很好的作品让宝强大哥活生生赤裸裸的蹂躏了            
(5星)	 看着看着，思考！            
(4星)	 纯爷们儿~            
(5星)	 每看一遍都会有收获            
(5星)	 我们还能说什么了            
(4星)	 不抛弃不放弃。            
(NA)	 没有女人，没有女人！！！哈哈哈哈~~~~~~~~~~~~~            
(5星)	 因为你活的认真            
(5星)	 不抛弃，不放弃。光荣在于平淡，艰巨在于漫长            
(2星)	 取巧的片子。            
(NA)	 特别激励我前进的一部电视剧，珍藏            
(5星)	 一部全是男人的戏。好看！！            
(5星)	 不抛弃，不放弃！流血流汗不流泪，掉皮掉肉不掉队！是男人就要干出一番事业！是事业，不是职业！            
(5星)	 我看了八遍。。。            
(5星)	 经典电视剧！            
(3星)	 看在高连长和袁朗哥的面上，给三星            
(5星)	 这个不顶怎么行！            
(5星)	 喜欢，让我想很多。            
(5星)	 萌剧            
(5星)	 不多说！！            
(4星)	 一向不看连续剧也看了            
(5星)	 平常心，平常心！！            
(4星)	 不管你是有多差的种子，碰到好的土壤就会壮大。许三多这样的成长也许看来不现实，可又是多么的现实，关键是每个人的运气不同而已。            
(4星)	 挺喜欢的            
(NA)	 不抛弃，不放弃，我们就是“钢七连”            
(4星)	 对，是的            
(5星)	 好看=  =!!!            
(4星)	 还是书比较好看            
(NA)	 我想我要是和许三多一样傻该多好啊！每天也不用为一大堆事情烦心。            
(4星)	 貌似除了许三多，其他人物我都挺欣赏，尤其是成才，我就是偏心了，觉得袁朗这样的角色对老段来说难度太小.....            
(4星)	 张国强很有气势，而我觉得张译很帅，小眼帅哥            
(5星)	 永远也看不厌~~~            
(5星)	 好！            
(1星)	 其实这是一部搞基电视剧，整部基本没有女人！            
(5星)	 高三那下看了无数遍重播，太多好男人了嘛/(ㄒoㄒ)/~~            
(5星)	 无语            
(5星)	 高考结束后那个暑假喜欢看的电视之一，很火爆，很好看，真的很好看！            
(NA)	 最爱的电视剧,看了好几遍            
(5星)	 记得在四川台播的时候，一集不落的看完了，看完总觉得意犹未尽            
(NA)	 啊。。。坚强的战士！            
(5星)	 现代人很缺乏的东西            
(5星)	 平常心            
(5星)	 做有意义的事，执著的做，学会承担责任。。。。            
(4星)	 挺适合小女生看看的，男生看会觉得后面有点太扯了。            
(4星)	 我很喜欢            
(4星)	 它能让几百个16岁的孩子疯狂追捧（当时全级都在看啊）            
(5星)	 我想做傻子 傻子不伤心            
(5星)	 大爱的电影            
(5星)	 我最爱的电视剧，另一部是《暗算》只有踏实的安静的心才能拍出这样的作品            
(5星)	 我又再看了 我到底要看多少遍            
(5星)	 真tm烦王宝强            
(NA)	 里面有段配乐很热血。            
(NA)	 真正的男人戏！            
(5星)	 朴实诚恳的一部佳作            
(5星)	 不在于你所处的环境，在于你的态度与视野            
(5星)	 我真的看了七八遍            
(4星)	 做有意义的事~~~            
(5星)	 太他妈逗了！哈哈哈哈哈！            
(5星)	 童话般的励志            
(5星)	 里面好多经典语录            
(5星)	 哥的向往            
(5星)	 前前后后反反复复看过四五遍 男人 真正的男人 觉得成才的成长比许三多更加征服人 因为这部戏 爱上了康导和兰编的男人帮             
(5星)	 要做一个不抛弃不放弃梦想的人            
(NA)	 那个时候就很喜欢张国强了！            
(5星)	 我就是热爱军旅题材的故事.            
(NA)	 不抛弃 不放弃            
(2星)	 不知道说啥            
(NA)	 不知道为什么，这是我百看不厌的一部，当自己不开心的时候，看看在草原上的许三多，自己就有了力量。水滴石穿，这就话没错，是好钢就永远在刀刃上。但是我们身边大多数人是成才，是成才没错。但是我们当今的社会需要的却是钉子精神，不抛弃不放弃!            
(NA)	 许三多就是一种傻不拉几的精神，又可贵又可气。。            
(5星)	 不仅仅是精品，而且是经典            
(5星)	 挺不错的~~~不过是真不喜欢许三多            
(5星)	 称其为励志剧比称其为军旅剧要恰当很多的说……超喜欢段奕宏啊！            
(1星)	 不知道有没有人和我一样觉得王宝强非常2.......            
(5星)	 不抛弃，不放弃~            
(4星)	 许三多做的事，挺傻的。我们感动了，不是因为他傻，是因为我们已经看不到那种认真和执着了。            
(5星)	 好好活就是做有意义的事，有意义的事就是好好活            
(5星)	 我永远无法忘记的感动。            
(5星)	 纪念那些哭泣的夜晚            
(NA)	 看哭了            
(4星)	 很典型的丑小鸭成长            
(5星)	 中国最好的军旅戏！            
(NA)	 这个也被腐了。。。。            
(3星)	 强哥长的就励志            
(5星)	 这几天看了三遍            
(5星)	 力荐的电视剧。            
(5星)	 看过电视剧，看了原著，又看了剧本，觉得电视剧拍的真是好，王宝强，李晨把它演活了。            
(NA)	 牛。            
(5星)	 家家哥的音乐比较给力！            
(4星)	 执着。。            
(5星)	 非常有爱及喜欢！            
(5星)	 吴哲，要是现实中看到你，就把你收了。            
(5星)	 看了N遍，渐渐地欣赏许三多            
(4星)	 自己向来是个不懂坚持的人,许三多,那个把什么都当做最后一根救命稻草的人,让我懂了一些坚持的意义.            
(5星)	 狠喜欢狠喜欢，一直爱到现在。。。。。            
(5星)	 不抛弃 不放弃            
(5星)	 《士兵突击》，我的大爱。            
(4星)	 纯爷们的电影 不好意思 落泪了            
(5星)	 唯一看过的没有女人的戏            
(5星)	 不错的电视剧。。。男人与男人间的戏。。。一个女的都么有。。。。            
(5星)	 成长、兄弟情、战友情            
(5星)	 励志又萌死人的剧            
(5星)	 给五星吧。我的老A啊。。。            
(5星)	 喜欢            
(5星)	 看了无数遍~~还是喜欢有血性的男人。。            
(5星)	 不抛弃，不放弃！人生的真谛！            
(5星)	 经典！            
(4星)	 木木的经历像一个童话……            
(5星)	 和老爸一起看的 哭了            
(4星)	 段奕宏··可以的··            
(5星)	 给五颗星还不够！超级赞~我爱史今~我爱伍六一~我爱成才~我爱袁朗~我爱军哥~奉献，牺牲，团结~稀里哗啦的感动啊~一个个帅哥好养眼~            
(NA)	 音乐好，袁朗可以成为所有想成为男人，所有想依靠男人的人，意淫的对象            
(5星)	 这是经典            
(5星)	 看得俺眼泪都出来了，喜欢呆受，一根筋的那种            
(5星)	 除了许三多，每个男人都很有型~            
(5星)	 中国电视剧前三名            
(5星)	 一部让我又哭又笑的剧            
(3星)	 许木木真的走得进社会吗            
(5星)	 他触动了我的❤            
(4星)	 是蛮励志的~~不过现实中差很远的            
(5星)	 看了NNN遍=。=队长~~除了许木木~~~~我都喜欢=。=            
(5星)	 在家庭剧,雷剧,红色剧,政治阴暗or歌颂剧当道的时代,他是一个另类,两年过去了,我已经不会反复看了,但他依然是一个异类,因为我看到了希望~            
(5星)	 班长太赞啦！            
(5星)	 立意不错: 不抛弃，不放弃。 可我觉得是纯忽悠。 在一个公平公正的社会，这么做是可行的，比如美国的阿甘。  在中国，许三多这样的傻人，有几人能有出头之日，何况是在已经严重腐化的军队。            
(5星)	 看得人无比积极的~值得收藏的            
(5星)	 高三时期心心念念的不抛弃不放弃            
(5星)	 热血+1            
(5星)	 好看好看好看啊            
(4星)	 很有教育意义的片 对我除外            
(5星)	 真正可以感动人的~            
(5星)	 宣传说没有一个女人。。。结果还是有了。。。（在云南缉毒时匪徒有个女滴还把人家弄挂了= =）            
(3星)	 不如原著            
(4星)	  没有一个女人会爱上许三多吧 即便他几乎没有人性普遍的弱点 老爸 原谅我是真心不想当兵            
(5星)	 我酒量二两，跟你喝，舍命。            
(5星)	 嗯，不错。挺受触动的。            
(5星)	 难得一部老少皆宜男女通赞的电视剧            
(5星)	 我爱军人！            
(5星)	 看过之后你会想很多！我觉得每个人都应该看的电视剧！            
(5星)	 太感动            
(5星)	 腐女能看到无数CP的经典男人戏！            
(5星)	 好喜欢班长史今，大好人一枚~            
(4星)	 成才很真实，喜欢袁朗和高城~！            
(5星)	 确实还成~~~            
(5星)	 連自己都忘了到底看過多少遍、、、不拋棄不放棄            
(NA)	 军中禁恋            
(5星)	 我想把这个世界最美好的词句都献给她，可惜任何词句都不够。            
(4星)	 很邪恶的觉得这片很有爱呢~~~            
(NA)	 纯粹男人戏，腐得可以。不过确实各角色都很有魅力。            
(5星)	 哎呀那些萌过的曾经……            
(3星)	 被某前友人逼着看的剧，真的不是我的菜。。。            
(2星)	 在中国没有什么模仿COPY这一说            
(4星)	 我喜欢史今~~~            
(5星)	 钢铁的意志钢铁汉~最爱的立志电视剧，80后必看的剧集，不抛弃不放弃的            
(5星)	 一眼迷上的大陆电视剧...            
(5星)	 看一次哭一次，第一部让我如此投入，如此动情的电视剧！！            
(NA)	 很喜欢。2011,6,25.最喜欢            
(4星)	 有的时候有点“傻劲”还是蛮好的；整个电视剧除了老A装酷我不喜欢以外，其他的角色都特别特别棒            
(5星)	 现在回想起来。。貌似我是从这里的清水开始满满腐掉的？            
(5星)	 史班长!!            
(5星)	 23年来最爱的一部剧，演员无敌，剧情无敌，台词无敌。仅此一部。            
(5星)	 不抛弃，不放弃。这是一种信念也是一种力量，我相信一个好兵都有这样的信仰，不管是对自己还是对困难，他们知道自己肩上的使命。角色里最欣赏史今，他让我看到了感动看到了关爱，铁打的营盘里的战友情比金坚！            
(5星)	 成就一批人            
(5星)	 我为数不多大陆产的看完的电视剧，唯一一部还看了不止一遍的。。。。            
(NA)	 很有意思的电视剧，看了要有七八遍了，最喜欢的是高城            
(NA)	 嗯，《麒麟》同人。。囧            
(NA)	 成年后最喜欢的电视剧 励志军旅，朴实细腻，给人向上的力量 PS. 队长我爱你！            
(5星)	 化茧成蝶的过程，让你跟着成长            
(4星)	 SB从军记            
(4星)	 不抛弃不放弃的力量，军人的精神有力量            
(5星)	 这部戏印证了没有女人没有爱情线照样可以火            
(NA)	 4.5            
(3星)	 把大家都当作傻根            
(5星)	 三多是一种精神            
(NA)	 。。。。。。            
(5星)	 大爱!!            
(5星)	 这部剧真的改变了我            
(5星)	 几年了，还是那么的爱士兵突击啊。一个字，好!            
(5星)	 很感动，纯爷们！            
(3星)	 挺好玩的，对我来说有不少电视剧一开始我是不屑一顾的，然后一个偶然的机会看进去，就一发不可收拾了。它就是。            
(5星)	 每个角色都是那么让人印象深刻，无论他是从头演到尾得绝对主角，还是只露了一面，说了一句台词的绝对配角            
(4星)	 没想像中那么好。就如某人所写的，这就是一个童话。不过许三多那憨劲还是令人印象深刻的。他每一次的突跃都在于做了一件别人做不到的事情开始的，于是令人刮目相看。或许全剧的精华就在于那句话“不抛弃，不放弃。”好好体会，不同的人有不同的理解。            
(5星)	 这个乍一眼看上去很土的电影，有着非常丰富的内涵。里面的人物性格各异，但他们都一样的真实丰富、血气方刚。最欣赏里面的老K袁朗，睿智而深邃的目光，折服了所有人。            
(5星)	 我爱袁朗……            
(NA)	 王宝强不是在演戏啊……败笔啊            
(4星)	 真有史今班长吗？他来我们单位的时候我刚好在值勤，真想见见他。            
(5星)	 让我有想去当兵的冲动，大部分时间还是看的热血沸腾，偶尔因为JQ鸡血沸腾，哈哈~~~            
(5星)	 绝对好片            
(5星)	 真是的军旅生活，锻炼人的坚强意志            
(5星)	 看了N编，依然难以忘怀。从中获得人生的道理。            
(5星)	 感动 坚持 内地难得一见的好剧            
(5星)	 和妈妈一起看的……都很喜欢=v=~            
(5星)	 讨厌许三多，但是又不得不佩服他。其他男人都蛮man            
(5星)	 很多经典语录，见贴            
(4星)	 男人！            
(5星)	 我抗议李风，士兵突击可好看了，里面有我们要学的知识就是“不抛弃，不放弃”。            
(5星)	 语言太苍白            
(5星)	 什么都不用说！            
(5星)	 最喜欢看的电视连续剧！            
(5星)	 大一时光随着队士兵突击的痴狂而过，那个时候，寝室人都成了突击狂！            
(4星)	 挺好看的~            
(5星)	 士兵，是一场热恋            
(5星)	 这个……已经没法多说什么，喜欢就是喜欢了，痛彻骨髓的喜欢。            
(5星)	 嗯，我就喜欢这种没有女人的戏。。。啊哈哈哈哈哈。。。。史今超有好太太的感觉。。。嘿嘿。。。。除了王宝强，估计找不到第二个许三多。。。。。            
(NA)	 我喜欢李晨演的吴哲！！！            
(5星)	 伍六一，纯爷们！成才，帅！            
(5星)	 没有女人的片子是用来干嘛的。。。虽然王宝强的颜一再考验YY的下限            
(4星)	 前半段比较感人...            
(5星)	 我看过最好的军旅片！！            
(3星)	 看过几集而已            
(NA)	 这是在写生时在外面无聊时看的·没想到就这么一头栽进去了·这种类似片子之前虽然看过·但是都没看全·这估计是唯一一部看全了·而且还不止看一遍的吧·我有个同学超喜欢·看了至少三四遍·那段时间有空就看·反复的看·傻根虽然有点呆·但坚韧不拔啊·成才也挺不错呀·还有可爱的【平常心】吴哲同志            
(4星)	 高中每晚自习四集联播，学校要求看，也确实好看。            
(5星)	 太爱这部电视剧了......看完我都想去当兵......            
(5星)	 ！！！            
(NA)	 腐片            
(4星)	 做有意义的事~~！            
(5星)	 好看，太他妈好看了～            
(5星)	 又看了一般，不一样的感受，更深的感触            
(5星)	 抱着消遣的态度开始点开了第一集，然后……然后就通宵了            
(2星)	 我就是不喜欢王宝强，明明是真傻，可装傻也太假了吧            
(5星)	 一部优秀的作品，优秀得无法用只言片语来表述。            
(5星)	 看了不知道多少遍了，最近又在重温，每个心情欠佳的日子里都靠他了。不夸张的说，真是爱死这部电视剧了！            
(5星)	 恩。我中考的时候就靠它了。三多说的对，好好活就是意义，有意义就是好好活！！！            
(5星)	 都是爷们！！我爱你们~~！！除了王宝强~~            
(5星)	 我最喜欢的。            
(5星)	 有容乃大，守住自己，平常心。            
(5星)	 最经典的六个字*** ***，你知道的。。            
(5星)	 不抛弃不放弃，真的教会我很多            
(5星)	 没有爱情，感动！            
(5星)	 不错的连续剧，很值得看。            
(NA)	 - - 居然被认定是腐剧。。我囧            
(5星)	 好吧，我是因为麒麟去看滴~            
(5星)	 不抛弃不放弃，不知看了多少遍，电视台什么时候放我什么时候看～            
(5星)	 泪流满面，因为许三多和成才是一个人，我们刚工作的时候都是许三多，慢慢被改造成“成才”，最后，要费尽力气脱胎换骨再变回许三多。好不容易变聪明了，再想变笨好难。            
(4星)	 充满感动和鼓励的一部电视剧，好看            
(5星)	 学姐推荐的 果然不错很好的一部作品            
(5星)	 励志+钙片            
(4星)	 爱上史班长            
(5星)	 人生，如果都可以认真去做有意义的事，那该多好。。。            
(NA)	 是部好作品。            
(3星)	 不抛弃不放弃~看过的都会记得这几个字的吧            
(5星)	 Everyone in life can be found here; and every disposition in one man can be found here.             
(4星)	 想做大树吗？从绿叶做起吧。更喜欢看三多在荒原上的坚持，我做的不够，经常会开小差，我要三多学习。            
(5星)	 从编剧的结构来说，也是一拍三叹，你唱罢了我再登场，真如行云流水一般，其它不多说，仅仅想学编剧技巧的人也可以当范本借鉴            
(5星)	 其实是在该剧播放很久之后看的，一集一集看下去，真的没发现还有比士兵突击更能影响我一生的连续剧。感谢王宝强、感谢康洪雷，感谢剧中所有献出精彩演出的演员。            
(5星)	 =0=是冲着麒麟看得            
(NA)	 中国近几年少有的经典电视剧            
(5星)	 第一次看的时候很振奋，希望有时间能够回顾。            
(5星)	 放下情节等不说，许三多这个人物塑造的很成功            
(5星)	 太喜欢了，不记得看过多少遍了很少看电视剧哭，史班长走的那集，我哭了一下午...            
(5星)	 袁朗就像金庸笔下的黄药师，一身邪气，却又不失儒雅；有点自狂傲慢，却又能礼贤下士；行事往往出人意料，却又合情合理。他的出手经常给人惊鸿一瞥的感觉，一副超然于世绝顶高手的样子。  段奕宏不是用帅让我疯狂的演员，然而他颠覆了我对帅哥的所有定义            
(5星)	 很有鼓舞，后悔怎么不早点看完~~            
(4星)	 军旅故事。人物众多，都很出彩。情节引人，对话不乏幽默，挺不错的。就是有 30 集，很花时间。            
(5星)	 军旅题材励志剧            
(NA)	 大爱这部戏~            
(5星)	 又看一遍，受不了            
(5星)	 不管你觉得许三多傻不傻，现实不现实，但我还是想说他的生活态度才是生命的究竟            
(5星)	 有个人说：找不到史今班长，那么，让自己成为别人的史今班长吧....TT            
(1星)	 很傻很天真。这是我的评论。            
(5星)	 连长就是帅,怎么别扭怎么帅!            
(5星)	 好久没看了。。。放心心里了吧。。。也许该回顾一下了。。。            
(NA)	 有意义的事就是好好活，好好活就是做有意义的事，做很多很多有意义的事。呵呵，值得体味！            
(NA)	 唯一没有女人的戏，我能看完，并且感动。            
(4星)	 许木木后宫育成日记            
(NA)	 我记得我一个人看着这个吃着泡面。过的18岁生日。            
(5星)	 没什么话说的，看了3遍！            
(NA)	 喜欢袁朗，讨厌许三多，但是看下来心灵很震撼。            
(5星)	 超级爱的一部片！            
(5星)	 看了又看            
(5星)	 没想到在推荐腐电视剧的豆列里能看到……汗……            
(5星)	 腐            
(4星)	 许木木的坚持。            
(5星)	 就是喜欢，看了无数遍            
(5星)	 纯爷们戏无论中外，当前的军旅片战争片都爱弄个碍事的女人，真是令人费解。这片子里没女人掺合不也挺好的吗？男女老少都喜欢看。            
(NA)	 我的连长啊。。。呵呵            
(5星)	 史今退伍的时候，哭死我了            
(5星)	 纯爷们儿~基情四射！            
(5星)	 永远的史今            
(4星)	 看过几遍了。。。            
(5星)	 陪我走过高三，深陷进去的。            
(5星)	 许三多            
(5星)	 好看            
(5星)	 一部令人感动而深刻的军旅作品，欣赏每一个人，都刻画的入木三分，带给我们太多的感动，执着，坚持。            
(5星)	 这个必须要看            
(5星)	 这两天又温习了一遍~            
(5星)	 爱恨交加的说。            
(5星)	 许家老三有点太傻了            
(4星)	 为里面所有的人感动过，除了许三多            
(NA)	 大爱~~~            
(5星)	 当我终于失去了你，我眼中有泪光闪烁。            
(5星)	 大爱            
(4星)	 應該說是立志的片子。。很不錯            
(5星)	 不抛弃，不放弃            
(5星)	 不抛弃 不放弃            
(5星)	 我这一生可能都不会当兵了，那么就让我把所有对这座军营的梦想都寄托在这部电视剧里吧            
(5星)	 我发现我特别喜欢李晨            
(NA)	 部队生活            
(5星)	 很久没被这么狠狠感动过了            
(5星)	 ！！            
(NA)	 好，看过三遍            
(5星)	 心中让我心折的老A。。。永垣的经典。。。。            
(5星)	 一部全剧清一色男同志的电视剧，看了之后，才发现没有女人的戏也可以抒情到流泪，喜欢听枪发射前的嘎啦嘎啦的声音。            
(5星)	 没日没夜，终于看完了。泪点很多，更清楚的看到我自身的不足。有时间会完整地再看一遍。唯一出现的女人是一个女毒贩。。。囧            
(4星)	 军人情结。            
(NA)	 看过之后，走在大街 看见穿迷彩服的 像个样的 就会心动一下 ～哈哈             
(5星)	 一部能让人哭  哭过之后似乎明白点什            
(NA)	 那年高考，作文里还有你的话呢，不抛弃不放弃，正好切题！            
(5星)	 不抛弃不放弃 段奕宏和张国强改变了我对阴柔男性的偏爱            
(5星)	 国产电视剧中的经典            
(5星)	 二十岁时遇到你是我的幸运            
(5星)	 不抛弃不放弃。我还想看演习后面呢            
(5星)	 一脚踢死许三多            
(5星)	 相当不错的成长励志片，从此我告别小白脸，爱上爷们的男人~            
(3星)	 看一半 没激情了            
(3星)	 没发觉好看，好假            
(4星)	 不多的收藏            
(5星)	 看过，很多遍，当困惑时就随便翻开一片来看，让昏迷的我清醒，让迟钝的我充满希望。。。            
(NA)	 大学迷过一阵子 最爱班长            
(5星)	 我完全是冲着袁朗去的，但喜欢上了里面很多人物。这部电视剧拍得比一般军旅片要真实些，作为一个被军事题材电影及电视剧雷惯了的人，这片子还是挺合胃口的。            
(5星)	 天朝第一基作。            
(5星)	 笑过，哭过，感动过，激动过，心灵颤动过。。。。我爱老七和吴哲。。。。            
(NA)	 支持班长三多。。            
(5星)	 最爱~~~~！！！            
(5星)	 唯一有点深度的，就算这个题材了吧            
(4星)	 长相守……一生一世……            
(5星)	 袁哲王道！~当时看的第一集就是常相守那集，觉得……JQ满天飞啊。            
(NA)	 宿舍看了一遍又一遍啊            
