http://movie.douban.com/subject/1764730/	浪漫满屋 풀하우스
(4星)	 宋慧乔和RAIN一直爱下去该有多好。            
(4星)	 经典而让人难忘的经典爱情电视剧！韩智恩，她成了我的理想型！            
(4星)	 很happy，很happy的电视哦~~~没想到rain还有这么可爱的一面哦，坏笑起来太太太太cute了~~~宋慧乔太PP，太可爱了~~~很有爱轻松的电视。只是比起my girl来还有一点点表面化，简单的浪漫搞笑，但是无论怎样，娱乐至上！！！OST很好听~~~            
(4星)	 那个时候舍友的菜 哈哈            
(4星)	 人家也年轻过~~~~            
(4星)	 没记错的话，这是我看的第一个韩剧，大四时。看这个剧时还没预料到一年后会被韩剧毒害。            
(5星)	 好看，强烈推荐，看了若干遍了            
(4星)	 经典韩剧。居然是从我高中的米事胡口中听说的。            
(5星)	 嗯，那是第一部看的韩剧...04年时候？哈哈            
(5星)	 唯一一部看了很多遍的韩剧，真的很喜欢，孩子气的爱情，有时真觉得是纯美的            
(3星)	 为啥觉得比书好点。。            
(5星)	 看过很多很多遍都不腻的片子。。。超爱            
(3星)	 一所房子，面朝大海，无人期待            
(5星)	 只能说这出戏是韩剧的经典了罢……除了早期的《蓝色生死恋》……这种年轻活泼的没有过多压抑的情节或许并不真实但这才是属于我们时代的戏剧……作为演员郑智薰和宋慧乔创造了奇迹……因为他们付出的真的很多……            
(3星)	 噗。。。            
(4星)	 还挺好看的==。            
(3星)	 我妈喜欢看            
(3星)	 中间跳了好多集，不过2个人身高巨大的差距，片子里看来还蛮和谐的。。            
(5星)	 虽然这个故事太不真实，但是我仍然爱乔妹的可爱，因为和我很像啊。            
(4星)	 金成洙很像他-_-            
(3星)	 男主角太幼稚            
(4星)	 挺搞笑~~ 也挺感人。 还不错。 宋慧乔还是很不错的····            
(4星)	 高考完的那个暑假看的。。呵呵 rain好可爱呀。。            
(4星)	 看太多遍了没感觉了            
(3星)	 没看完。。            
(4星)	 曾经一度看了很多韩剧。。我错了            
(4星)	 对于 Rain    珍藏着一段记忆~~            
(4星)	 也是一个夏天            
(4星)	 经典啊  就是RAIN。。。            
(3星)	 美女型男组合真的不错，剧情老套但是总算养眼，及格。            
(4星)	 就是剧情有点狗血            
(4星)	 宋慧乔啊宋慧乔，大美女~~            
(4星)	 宋慧乔的打扮好漂亮            
(3星)	 三星全为美型啊美型            
(4星)	 恩恩 还是挺浪漫的~~            
(5星)	 啊啊啊啊啊啊啊，怎么就那么帅呢，rain！            
(5星)	 老少皆宜。            
(3星)	 乔乔一人打三颗星，rain实在太丑了，还有那女二。。。            
(5星)	 虽然剧情没有太多吸引人的地方，但两个人演的很好，很轻松的一部韩剧，歌也很好听。            
(5星)	 经典到丢在角落都不会被风吹翻的韩剧 谁不会有这样的想法呢 但谁又会有宋慧乔的魅力呢 她 真的好白            
(4星)	 经典韩剧之一，永远的Rain            
(5星)	 经典爱情剧            
(3星)	None
(4星)	 比较喜欢的韩剧            
(4星)	 当时觉得这小眼睛的男人还是挺帅的呀。            
(2星)	 尼玛 rain你丑死我吧！！            
(NA)	 女的都很漂亮            
(2星)	 真是不喜欢里面的态度..            
(3星)	 情节有点单一咯            
(4星)	 很热的一部韩剧，片子好看，歌曲好听！            
(4星)	 三只熊            
(3星)	 其实没要看，当时到处都在播。            
(3星)	 剧情有点俗            
(4星)	 搞笑的还行            
(5星)	   被讲低俗。也要给5星...               
(3星)	 不配            
(4星)	 我脑残的起点就在这里！            
(4星)	 挺好看的。            
(NA)	 小乔大乔．还是乔美人．ＲＡＩＮ咱不喜欢            
(4星)	 内~喜欢宋慧乔~            
(5星)	 很早看的，那时候觉得蛮好看的，帅哥美女，还有对爱情的向往            
(4星)	 乔妹真可爱            
(5星)	 喜欢啊~~~哈哈哈~~~Rain和宋慧乔都喜欢啊~~~韩剧的起源哈~~~喜欢~~~            
(4星)	 人家喜欢宋慧乔嘛            
(3星)	 不喜欢RAIN            
(4星)	 我最喜欢的韩剧。            
(3星)	 看的第二部韩剧，没看完，看开头就知道结尾了            
(4星)	 嘻嘻哈哈，心情不好时候的调节剂            
(5星)	 很可爱的片子   韩国的编剧总是能各种办法的想出各种各样奇特的奇遇记   这个也不例外  RAIN也很努力  不管做什么  他都是很努力的人  宋慧乔的美更不用说啦            
(4星)	 乔妹太可爱了。居然连带着我也觉得rain很可爱，虽然此剧之后他就一直走肌肉男路线，让我一路难以置信自己曾经居然觉得他可爱。            
(4星)	 又是小学的时候（……），西安台播到预告，当时真的：OMG！Rain太帅帅了吧！原谅小时的我，现在看一般啦，依旧太韩剧！            
(5星)	 这部是经典之作。宋MM在里面可米粒了~不过还是不喜欢RAIN这样的小眼睛小心眼的男人，大爱男二。男二实在是太完美了~            
(3星)	 我承认剧情很搞。我也喜欢过。只是现在不爱            
(5星)	 这片看得忒欢乐啊。。。。。            
(4星)	 Full House...            
(3星)	 无感            
(4星)	 搞笑 我猜他们肯定是白羊女与狮子男            
(4星)	 乔妹清纯  乔妹万岁。            
(5星)	 我觉得很温馨。            
(5星)	 没事看看 挺轻松的            
(3星)	 影响力很大，我却觉得很傻            
(5星)	 我喜欢那大房子。            
(3星)	 从悲伤韩剧过度到清新韩剧的第一篇章            
(5星)	 因为它喜欢上韩剧            
(4星)	 那时我还暗恋rain好久。。买CD买海报啥的。。可惜现在我又有新目标了            
(NA)	 满大街都是这个音乐的时候，我早看过这部片了            
(4星)	 我相信这个很多人都看过            
(4星)	 full house ,当时很迷Rain呀，时过境迁，我已经从高中到大学了，现在研究生。。。            
(4星)	 大学集体生活            
(NA)	 很逗～～～80分            
(4星)	 如果今生可以有套女主这样的房子我就知足了！            
(3星)	 看在rain和我同名的份上给三颗吧            
(4星)	 宋慧乔好美            
(4星)	 多么经典啊！            
(4星)	 韩国经典爱情剧，很早以前看的            
(5星)	 男猪女猪都很喜欢            
(4星)	 曾经一时的经典...            
(4星)	 那时候很爱看的            
(4星)	 好棒的房子！宋慧乔化淡妆的样子好美！不太喜欢故事的结尾，不过不影响对整个故事的喜爱！            
(5星)	 作为韩剧很轻松的一部，为了美女可以看一遍。            
(5星)	 十大            
(5星)	 宋慧乔            
(4星)	 宋慧乔很pp~~~            
(3星)	 rain，好可爱的说……尤其生气地样子很萌……            
(5星)	 韩国第一部喜剧爱情韩剧，支持            
(4星)	 我看的第一部韩剧，，，初恋心动的感觉            
(4星)	 读书的时候看的~觉得不错，唯美的爱情故事            
(3星)	 实在是糟蹋了这部漫画阿。            
(5星)	 演得很可爱            
(NA)	 我妈妈很喜欢看的            
(4星)	 算是韩剧的启蒙之作            
(3星)	 真的感觉都一样啊            
(5星)	 喜欢~            
(4星)	 又一经典。从此多少人爱上单眼皮帅锅            
(5星)	 看过很多遍            
(3星)	 ...音乐好听哈、可我越看越没爱~╮(╯▽╰)╭！这样不好不好~...            
(3星)	 我竟然看过韩剧            
(NA)	 经典，百看不厌的乔妹跟RAIN，大爱这一对，真希望他们能在一起啊。            
(5星)	 青春的记忆，当时很是喜欢，看了好多遍，现在虽然过了看偶像剧的年纪还是觉得这个不错            
(5星)	 看了N遍.....超喜欢的....呵呵            
(5星)	 从这个开始喜欢rain的  无论是小说 还是电视剧 都很棒            
(5星)	 我最喜欢的韩剧！！！            
(3星)	 剧情够白痴的            
(3星)	 算是我跟前男友同志唯一一起看过的电视。            
(3星)	 家庭主妇的爱，这是为我妈评的......            
(4星)	 真够浪漫的。。            
(3星)	 这么短的剧也没能看完，前面很精彩，当开始纠结爱情的时候就俗套了，看不下去了            
(NA)	 我现在数数自己看过的韩剧            
(5星)	 好看 乔妹            
(5星)	 打破韩剧的方式            
(5星)	 不用说了，这是我最喜欢的青春偶像剧了：）            
(4星)	 经典啊            
(5星)	 我想有一个full house            
(4星)	 目前为止 唯一能喜欢的韩剧            
(5星)	 最爱的韩剧~~看了少说有七八遍~~            
(NA)	 一边看一边为他们的爱情的纠结而纠结着            
(4星)	 我觉得是轻喜剧吧，整个风格黑统一，不错。男的女的都黑不错撒，值得一看。            
(NA)	 欢喜冤家。            
(5星)	 满分            
(4星)	 很可爱            
(NA)	 真的很喜欢宋慧乔呢            
(3星)	 2006             
(4星)	 锺意Rain~~ 欢喜冤家噶路线，最后都烧嫌拖沓，不过整体水平唔错            
(NA)	 浪漫的喜剧            
(5星)	 风靡            
(3星)	 我想说 一开始怀孕那个 到最后肚子怎么都没变呢            
(5星)	 原来同居也这么有意思。。。不过这种故事可能只发生在电视剧中。            
(5星)	 我就要给他五颗星。            
(5星)	 火了很久以后才看的，经典的韩剧，不必纠结剧情的真假，逻辑够了就足够了，看剧时会让你偷偷地傻笑，幻想着自己的王子，其实已经足够。            
(4星)	 有意义的剧            
(4星)	 人人都想有自己的浪漫满屋，在那样的屋檐下，过着这样的生活也不错！            
(5星)	 经典 百看不厌            
(4星)	 韩剧启蒙是蓝色生死恋，但爱上它是FULL HOUSE吧            
(4星)	 唯一好看的一部韩剧            
(3星)	 断断续续在电视上看的            
(4星)	 看的时候很投入 看过之后很无聊            
(5星)	 很喜欢宋慧乔。            
(4星)	 属于最早看的韩剧之一，韩剧的代表            
(5星)	 这是我唯一喜欢韩国的东西...            
(3星)	 为了宋慧乔那脸我看了            
(NA)	 让浪漫充满着你的生活            
(5星)	 阴差阳错最后还有幸福甜蜜呀挺浪漫            
(3星)	 我真的完完整整的看完了。以前的萌点真的很奇怪。。。            
(5星)	 令我逃课也要看的经典啊~            
(NA)	 电视台总在不经意间重播这个……我要说没看过你信么？总的来说是还不错的一部剧啦~            
(4星)	 看了好多好多遍~~~两个大活宝 呵呵。。希望宋慧乔和玄彬幸福喔~~            
(4星)	 这俩人，吵得挺带劲            
(5星)	 是04年出来的时候追着看的。。，。厚厚，再温习一遍啊。。。            
(3星)	 娱乐而已            
(5星)	 我们一家人都喜欢看的韩剧~~            
(4星)	 认识了rain            
(3星)	 估计我漫画的影响太大，而且真的不喜欢RAIN。所以不是很喜欢            
(3星)	 我承认，我爱上了RAIN那双小眼睛            
(NA)	 最喜欢的韩剧            
(4星)	 跟漫画挺不一样的 不过好在男女主还不错            
(4星)	 超级搞笑啊！            
(4星)	 爱，、            
(4星)	 我的韩剧启蒙 从此 开始了我的大学生活 从此 开始狂看韩剧            
(5星)	 喜欢宋慧娇的性格，憨憨的，很乐观~            
(3星)	 同个屋檐下..一定会有那么一些关于爱情的事发生...怪不得情侣都喜欢同居~            
(5星)	 支持偶像Rain~            
(3星)	 看的时候觉得挺有意思，看完回味时发现主角好像除了吵架就没干什么了。            
(4星)	 剧情三星 因为乔妹再加一星 以上。            
(4星)	 就是回放太多有点罗嗦            
(5星)	 乔乔好漂亮            
(4星)	 还好，没有到迷恋。很喜欢宋慧乔的自然与可爱气质。            
(3星)	 唯一看过的一部韩剧。。。挺搞笑的，但是也就这样了            
(4星)	 可愛輕鬆可用來消磨時間，沒啥營養但也有治愈作用的愛情喜劇。            
(3星)	 蛮好玩的            
(NA)	 这部挺甜蜜的，也是宋慧乔演的。            
(3星)	 这个片子我真的没觉的多好，就是一般，完全看乔妹妹而已            
(5星)	 LOVE MOST            
(5星)	 第一部韩剧么？~~~            
(3星)	 对不起，男主女主都不是我的菜。            
(4星)	 想当年，一天半的时间，搞定这部剧，感觉真的不错~            
(4星)	 好几年前看的呢还是            
(4星)	 不错的            
(5星)	 因为这部剧开始喜欢rain的！            
(3星)	 想起来非常之弱智 傻乎乎的初一的我果然看得很开心 当然 看到可怕的微笑PASTA的时候觉得这本还是OK的。。。            
(3星)	 我所看的韩剧，不外乎都是因为女主角笑起来很漂亮。剧情？剧情什么什么剧情？            
(3星)	 男女主角都不喜欢，整本片子从头到脚写着“一般”。            
(5星)	 还是很久以前看的呢  现在又翻出来 还是觉得蛮不错的 可爱又有点浪漫 还带着的倔强的气息            
(3星)	 我还是爱男二号。都不喜欢Rain的。都不知道哪帅了。            
(5星)	 我把翘课岁月的百分之一奉献给你            
(5星)	 最喜欢的韩国女明星--宋慧乔，横转360个角度都很完美，从以前扮演的乖乖女形象转型很成功，剧情搞笑又感人，非常适合休闲娱乐的时候看            
(3星)	 我第一次看的韓劇            
(3星)	 前几集五星，后几集两星。            
(NA)	 我妈的最爱啊..跟着被迫看了无数回.            
(4星)	 很纯爱            
(4星)	 曾经那么喜欢rain            
(4星)	 平行线永远都不会交汇，就像超级明星李英宰与平民网络作家韩智恩永远不会相识一样，然而命运与爱情也永远让人猜不透……位于仁川市瓮津郡的“浪漫小屋”，就在仁川机场的附近的海边，FullHouse蔚蓝的天色，屋外的沙滩海边，看上去就像一张美丽的风景明信片，也构成了最温馨最恬静的二人世界。            
(4星)	 还不错喏···那时候似乎全部的电视机都在放····            
(5星)	 韩剧历史的转折点            
(3星)	 就是稀罕宋慧乔            
(4星)	 “俊男”美女            
(4星)	 看过为数不多的韩剧             
(4星)	 欢喜冤家，口是心非的最佳代表            
(3星)	 那时候的宋慧乔还有一点点的婴儿肥。            
(4星)	 看rain的            
(5星)	 早期不错的一部韩剧            
(4星)	 电视里放过n多遍了…            
(4星)	 很可爱            
(3星)	 太空            
(4星)	 男女主角都爱，而且还因这个剧谈过一段情，更爱！            
(NA)	 = =大男人主义典型表现片            
(5星)	 韩剧中比较经典的一部了~~~~剧情虽有点拖沓~~（这才是真正的韩剧~~）~~但搞笑之余让人倍感温馨~~很适合夏天看~~~~            
(4星)	 Rain平均每3分钟就换一套衣服，而且没有重复过            
(4星)	 唯一喜欢的一部韩国偶像剧 rain好可爱 宋慧乔也是 高中阅            
(4星)	 是从这部剧开始喜欢上宋慧乔的。Rain在里面很可爱，完全不像上次见到的那么大牌= =            
(4星)	 很喜感的一部剧，乔MM让人知道她其实是会演戏的。            
(NA)	 那么多电视台齐播的暑假。。。我怎么可能没看到= =            
(5星)	 大爱~~~            
(1星)	 谁来告诉我怎么把这部烂片看下去啊！！每次不到5分钟我就要暴走了！            
(NA)	 太喜欢乔乔咯，漂亮！两个人的世界，感动            
(4星)	 大爱宋慧乔。            
(5星)	 大爱！不解释             
(5星)	 很浪漫            
(5星)	 百看不厌,无敌帅哥美女搭            
(5星)	 我妈的最爱，并且因为这看上了Rain童鞋~            
(4星)	 第一部韩剧～            
(5星)	 经典...好象是我看的第一部韩剧,            
(NA)	 宋慧乔还是挺美，就是屁股大……            
(5星)	 好看 剧情好 演员养眼 超爱宋慧乔             
(NA)	 傻傻的            
(5星)	 盗版盘看得相当欢乐。            
(NA)	 很喜欢其中一首歌            
(4星)	 轻喜剧~~Rain很可爱~~^ ^            
(4星)	 挺经典了            
(3星)	 韩智恩...挺可爱的！            
(5星)	 很经典            
(5星)	 当初可是疯狂的迷啊 我最爱的乔妹            
(NA)	 很好玩很搞笑。rain虽不帅，但有魅力啊。宋MM也很可爱。            
(4星)	 高中记忆的一部分啊，噗~            
(3星)	 假            
(4星)	 宋慧乔是真漂亮。            
(5星)	 又一部经典韩剧            
(4星)	 蛮不错的韩剧哦。。几大主角都蛮赞。。呵呵。。命运这首歌也灵。。            
(4星)	 两个演员都很喜欢            
(3星)	 一般般啦            
(4星)	 忘记不了乔妹曾经带给我的快乐            
(NA)	 &#34; A Za Za Frighting !!! &#34;   曾经我也天真的迷恋，在寝室韩剧看了一部又一部，相信或者期待那些故事是真的。            
(5星)	 还是觉得以前的韩剧很好看。。。。            
(5星)	 搞笑浪漫。。喜欢最后几集的可爱的英宰            
(NA)	 永远的经典啊。从第一次看韩剧到现在一直觉得好看啊。            
(1星)	 傻，骗谁呢，这爱情            
(3星)	 rain哪里帅了。。。            
(4星)	 一对欢喜冤家..^^            
(NA)	 我妈妈的最爱            
(5星)	 也是看过无数遍的经典啊            
(4星)	 英载的不懂事过了头~三只熊 红了很久~            
(3星)	 为啥阿姨们都喜欢            
(5星)	 完完整整看字幕看完的            
(NA)	 第一部通宵电视剧            
(3星)	 宋慧乔那个美啊~~~            
(3星)	 这个年代好老了            
(4星)	 宋慧乔太靓了吧            
(4星)	 爱情宝典！！！！！！！            
(5星)	 看好几遍。            
(5星)	 算是改变了韩剧基调的一部戏            
(5星)	 太搞笑了，喜欢rain可爱的笑容，很纯净，就是最后有点拖沓。            
(3星)	 太假了，，            
(3星)	 还可以啦。。。宋慧乔的打扮都很好看            
(4星)	 三只熊            
(5星)	 宋慧乔太可爱啦            
(5星)	 深深影响我的韩剧··            
(NA)	 我们一起看过好多遍            
(4星)	 小时候很喜欢            
(4星)	 看的第一部韩剧~            
(2星)	 记得那首曲子~ 其他的不记得            
(4星)	 高考之后和大姐一起看的，想念大姐了。。            
(4星)	 李 英 宰 先生。            
(NA)	 是挺浪漫的，浪漫的有点不太现实            
(3星)	 很一般 就这样 搞不懂为什么那么多人喜欢            
(4星)	 好玩            
(4星)	 三只熊。。。            
(5星)	 高中迷过一段时间韩剧，现在却怎么也看不下去了。。。这部是罪魁祸首            
(4星)	 很多人喜欢并看过，所以我也了，不过还不错！            
(5星)	 韩剧的经典，喜欢他们两的搭档。韩剧就是做得精致            
(5星)	 最好看的韩国电视剧，木有之一。            
(5星)	 大学看的，很辛苦，上了16次网，一集一集追着，被连累，整天想着。最近想温习温习呢。            
(NA)	 有爱的房子才温暖            
(4星)	 挺好笑的            
(4星)	 还行            
(5星)	 OST和宋慧乔五分            
(NA)	 经典韩剧，满足了小女孩一切的爱情幻想            
(4星)	 这女的，我爱你！！            
(4星)	 还不错还不错的。 主要是RAIN和宋慧乔。hiahia～            
(4星)	 不可思议的爱            
(5星)	 不知道怎么回事，自己竟不知不觉间也看了那么些韩剧            
(3星)	 ..不小心看过男二号的A片 很丧印象            
(5星)	 曾经很迷的韩剧乔妹啊，为莫这么可爱，这么漂亮呢rain太可爱了，有点起鸡皮疙瘩            
(5星)	 喜欢，这部剧看了好几遍仍然很喜欢~            
(4星)	 这个组合很好            
(5星)	 搞笑            
(3星)	 还可以，不过不像大家宣传的那~~~么好看            
(4星)	 宋慧乔很漂亮，Rain笑起来很可爱            
(5星)	 因为它喜欢Rain            
(4星)	 男女主我都喜欢的剧            
(NA)	 不爱啊不爱            
(4星)	 喜欢宋慧乔！            
(5星)	 现实中,rain这样的人还蛮多.            
(3星)	 涩            
(5星)	 很好            
(2星)	 当无聊时看韩剧，我们越来越无聊。            
(4星)	 初三那年看的，当时超风Rain的。。。现在都忘记了            
(5星)	 算是我最喜欢看的韩剧之一了，我确实有点俗，但是也很喜欢这种故事结构，以前看过原版的书，觉得这个跟那本书比起来似乎还比原版好看些，宋慧乔跟rain的搭配很适合            
(3星)	 当时什么韩剧都喜欢看。傻样。            
(4星)	 偶像剧嘛。            
(3星)	 一般            
(4星)	 还是比较经典的韩剧。看着很轻松~            
(4星)	 宋慧乔好小啊            
(NA)	 呵呵..            
(4星)	 看了不下5遍了  超喜欢李英宰的-_____-            
(5星)	 就像童年回忆一样，儿时，真的以为这是爱情....            
(5星)	 比较经典            
(5星)	 这么多年了，韩剧之中还是最爱这部。            
(5星)	 很浪漫。演员很养眼。算是偶像剧中的精品了。            
(4星)	 当年很萌宋慧乔            
(NA)	 真不晓得我们家那两头猪怎么介么喜欢看，害我也跟着被污染            
(NA)	 模仿的啊            
(3星)	 有时候觉得像情景剧            
(4星)	 风靡一时的韩剧与歌曲，让人永远怀念的三只小熊。            
(5星)	 我老妈都爱。            
(NA)	 十分不想承认我看了，但事实是我竟然真的看完了。            
(5星)	 喜欢小胖妞            
(NA)	 很经典的一部韩剧！            
(5星)	 看过很多遍了，但是就是没有看过韩文版的。。。            
(4星)	 哦，还可以看            
(4星)	 还是有些拖的，宋慧乔是亮点。            
(5星)	 看了很多遍，还是很喜欢，韩剧的砥柱啊            
(5星)	     好搞笑有很好玩.这样的爱情感觉好好哦!~            
(5星)	 喜欢            
(4星)	 超喜欢宋慧乔，RAIN演得太幼稚了。不喜欢女二。            
(5星)	 那时年少。喜欢过的明星是rain。            
(3星)	 看看明星，没多大意义            
(5星)	 算是韩剧的经典啦            
(4星)	 非常欣赏民赫哥，每个女人的梦中情人。Rain笑的时候，非常稚气呀！讨厌的IPTV居然不全，最后一集从网上下载了看的。稍稍有点虎头蛇尾，不过这是不是也说明意犹未尽呢？最终还是欣赏民赫哥...            
(4星)	 乔妹儿            
(5星)	 经典！RAIN吖！            
(4星)	 很久以前看的了，很轻松可爱....            
(3星)	 我唯一看过的爱情类韩剧。。。            
(5星)	 妈妈的最爱 ！哈哈哈哈            
(3星)	 实在受不了rain一发脾气总是脱光上衣的样儿看来偶像剧脸蛋与我十分之重要            
(NA)	 其实，我看过韩剧。            
(5星)	 开心 羡慕 我曾不止一次的看这部片子  含喜欢  很经典的韩剧            
(4星)	 大家换衣服换的相当勤。            
(NA)	 真的好怀念。那时的rain，真的让我着迷。特喜欢看最后一集。宋慧乔先是小吃惊，然后安安静静地接受。rain先是很男人，成熟的诱人。结果却害羞到只敢偷看，像做错事的小孩儿。真的是可爱啊！            
(4星)	 看这部片子喜欢上了RAIN、那时是有多红哟、、            
(NA)	 看的历史年代。。            
(5星)	 很可爱啊。。。            
(4星)	 乔妹大变身！我记得当时很长一段时间都在钻研她的发型和打扮~            
(4星)	 经典            
(5星)	 太喜欢韩智恩了            
(5星)	 宋美眉真的美若天仙。。。            
(NA)	 又看了一边 感叹宋太美了...            
(5星)	 成年后迷上韩剧的始作俑者            
(4星)	 经典韩剧            
(3星)	 高中时看的咯，喜欢里面的歌~~            
(NA)	 韩智恩~~~~~~~~            
(4星)	 温暖的韩剧。            
(4星)	 有点罗嗦            
(5星)	 喜欢            
(4星)	 断断续续似乎也没看全反正就是typical韩剧            
(5星)	 虽然此剧很养眼，但是漫画更加好看。            
(5星)	 当时觉得可好看了            
(5星)	 乔妹一贯的甜美风~            
(NA)	 最爱。            
(3星)	 那时觉得Rain超级有型的~~~可惜，后面的剧情太拖沓了，连追下去的激情都磨灭了！            
(4星)	 翻煲~2            
(4星)	 超级搞笑，从此我老爸也迷上了小宋同学甜美的笑容～            
(5星)	 这大概是我最喜欢的韩剧温馨的小浪漫很喜欢片子里的场景宋MM真是可人儿配曲也很好听..总之是我一段很美好的回忆.妈妈也喜欢            
(5星)	 喜欢宋慧乔~电视上放了不下几十遍~            
(5星)	 看了N遍            
(5星)	 不知道看过多少遍的经典韩剧。            
(3星)	 无感            
(NA)	 经典中的经典            
(5星)	 很不错            
(4星)	 千万别看中文配音的，简直能吓死人！乔姐又可爱又性感~            
(5星)	 看过几十遍了，可以看剧情，帅哥靓女，看服饰。。。。            
(5星)	 喜欢他们            
(4星)	 欢喜冤家 当时觉得这部电视剧染色配的好好看            
(5星)	 评价最好的韩剧，女人很漂亮就是个子矮点儿，音乐很好，剧情很轻松。            
(4星)	 宋慧乔大美女~~~~~~~~~~~~~~~~步步高音乐手机这广告打的            
(4星)	 最是rain那一低头的娇羞            
(5星)	 看过N遍地韩剧！我第一部追的韩剧！2004年啊~            
(3星)	 其实我看的韩剧真不多，抽风时，间歇性看一下            
(3星)	 难得不哭哭啼啼，不错。            
(5星)	 很搞笑，韩智恩很好看，很有气质            
(4星)	 断断续续，陪老婆看的……            
(4星)	 房子和帅哥都很不错！            
(5星)	 rain啊，喜欢            
(4星)	 好看哈            
(4星)	 要不是宋慧乔，偶觉得这部戏没啥好看。            
(4星)	 这个还能乐呵点            
(5星)	 当时觉得很好看            
(5星)	 话说不断在重播来着            
(2星)	 真的不太明白为什么这么多人爱看这个剧》。。            
(5星)	 恐怕很少有人会给这个剧差评吧~ 还记得看这个剧的时候还只身在济南生活呢，看到凌晨2点也不想睡觉！第二天上班稀里糊涂的，哈            
(4星)	 还算好了啦……在韩剧的偶像剧中这个算是前辈了            
(5星)	 一直被模仿，从未被超越！            
(NA)	 RAIN            
(NA)	 爱情也可以很可爱            
(4星)	 韩剧启蒙篇            
(NA)	 宋慧乔很美，欢喜冤家型的爱情很有意思            
(5星)	 看了没有想法，一部让人看了很轻松，很舒服的爱情剧，真的是full house            
(5星)	 梦中有一座full house~            
(4星)	 讨厌男二号和女二号！            
(NA)	 宋悲乔转型最成功的一部电视剧，演得太好了，而且皮肤好好哦~Rain也演得超自然的，巨星就应该是这个样！！！            
(5星)	 哈 rain和乔妹            
(5星)	 一边看一边傻嘿嘿的乱笑            
(5星)	 可爱死了            
(5星)	 超喜欢的一部韩剧            
(4星)	 RAIN的眯眯眼和萝卜乔妹~~两人斗来斗去比较好玩            
(4星)	 我就冲着宋慧乔去看的            
(3星)	 我还是喜欢这类结局。            
(4星)	 虽然不喜欢Rain，不过不可以否认他把角色演活了。虽然这样的爱情有点不切实际，有点虚幻，不过作为一个女生，对爱情的憧憬和期待，还是很喜欢这电视剧。看着男主和女主像个小孩一样闹别扭不肯承认自己心底对对方的喜欢，真替他们着急。这是一个典型的青春偶像剧，很轻松开心的剧。            
(5星)	 这部认识了RAIN            
(4星)	 超爱乔妹~~            
(4星)	 很浪漫，很可爱~~            
(3星)	 想當年我也因為慧喬而看肥皂劇.            
(3星)	 好多情节都是无聊的重复~            
(NA)	 rain            
(5星)	 可爱的两个人            
(4星)	 打发时间不错，挺好玩的~            
(5星)	 不管看过多少次，还是很喜欢。            
(5星)	 经典            
(5星)	 经典的很强大  妈妈都看了3遍            
(NA)	 重新又看了一遍。只要是有宋慧乔的就都喜欢，O(∩_∩)O            
(4星)	 冲着宋慧乔，4星。            
(5星)	 不是冤家不对头 同一屋檐下的爱情经典            
(4星)	 当年这部片子让我把rain给迷了半死啊还有里面乔妹的衣服，实在是太多了，眼花缭乱啊            
(2星)	 爱情永远是不落伍的电视题材            
(5星)	 算是看的第二部韩剧``真的好喜欢~!            
(5星)	 好看,呵呵,还蛮有趣的了            
(5星)	 难得的，我看韩剧~~非常的不错，不论是漫画，还是电视剧~            
(2星)	 陪我妈看的，三只小熊 GO THE HELL!            
(3星)	 还不错，没完整看过，但是断断续续也差不多了。宋慧乔很漂亮~~~然后就是假戏真做的契约爱情 呵呵 也很温暖。不错            
(3星)	 韩剧始祖？            
(4星)	 我还看过漫画版的。。。            
(5星)	 阿rain好久不拍这么温馨的片了            
(NA)	 rain是真丑            
(5星)	 RAIN.. cute            
(2星)	 我一直都觉得这部剧很弱智            
(4星)	 轻松            
(5星)	 两个主角都不是我很喜欢的  但这部电视剧的确挺好看的            
(5星)	 宋慧乔的代表作之一            
(4星)	 从这部戏开始喜欢乔妹的~            
(4星)	 喜欢的是剧里漂亮的画面，每个场景都很美~            
(5星)	 断断续续看过了N遍，每次在电视里看到他就没办法换频道了            
(5星)	 按当年的心情给分。            
(5星)	 我最喜欢的一部韩剧！！！            
(4星)	 金三顺时代恩。。            
(4星)	 很可爱~咱老妈的最爱……            
(4星)	 在我心中是部很经典的韩剧。迄今为止 最喜欢里面的宋慧乔。似乎她已经无法超越了。当然还有Rain 彻底。            
(3星)	 恨死rain了            
(4星)	 ok 咁lar            
(3星)	 开始挺好看的，然后就是绕圈拖沓……            
(5星)	 rain、宋会乔，才子佳人个人认为男二号比rain嗲            
(5星)	 我最最喜欢的韩智恩和最最可爱的李英宰啊            
(5星)	 我永远的大爱，324的共同回忆，最美的珍藏！            
(4星)	 难得又好笑的韩剧            
(5星)	 超浪漫的爱情……理想的爱情            
(4星)	 经典韩剧，百看不厌，RAIN傻傻的大男孩的笑容杀死了各个年龄层的所有女人            
(3星)	 啰嗦的剧情，低智商的对白...            
(5星)	 很後悔沒有早點看。因為真的很好看。            
(4星)	 再次遥想当年            
(3星)	 有点纠结，但是都是自己搞出来的纠结……何必呢，喜欢就说呗……            
(4星)	 好吧....这个还算挺经典的。            
(4星)	 看的最全 遍数最多 给我最初的小温馨            
(5星)	 大爱呀~            
(3星)	 这对欢喜冤家终究还是如我们所猜测的那样 撇除了那些个不相干的人 幸福的生活在一起了            
(3星)	 依旧要问谁能告诉我这片子好看在哪里            
(4星)	 入门级，算是系统化看韩剧的开始。            
