http://movie.douban.com/subject/6393340/	当婆婆遇上妈
(4星)	 李小璐给一星，俩麻麻给俩星，俩爸爸给一星。其实我还蛮喜欢姐姐的            
(4星)	 毕竟是电视剧嘛，结局还是挺好的。最后那25、26集给我看成喜剧了。。            
(3星)	 现在很讨厌这种题材那男的真不是什么好东西            
(3星)	 這樣的婆婆 這樣的小姑 真是變態 哪有勸離不勸和的            
(3星)	 就最后妈妈反击的那段给力            
(3星)	 断断续续看过几集，李小璐和他爸妈演的不错，潘虹才琼瑶剧模式还没出来呢，陈大可就是典型窝囊幼稚花心傻X男。            
(3星)	 遇上这种婆婆也真是够了            
(3星)	 太可怕了。看完之后，觉得跟陈大可他妈相比，以前看的什么刘易阳他妈简直太小绵羊了！            
(3星)	 看了后面几集，看到潘排儿子周旋，李勤勤想法找男方罪证，就能想象前面闹得好天翻地覆……            
(2星)	 宿舍一婆媳剧狂热爱好者看的，我算是全程听完。这剧里的人物都是打哪出来的？奇葩博物馆？2星只给俩妈的演技            
(NA)	 看完觉得结婚很恐怖。。            
(3星)	 陈大可真不是个男人，剧情够扯，还是够愤慨……            
(1星)	 看了五集 著實再看不下去 男主太窩囊 男主媽又是個集天下怨婦精華的極品 女主又是個不顧後果的二比除了女主媽 真沒一個點是看得下去的            
(4星)	 人心啊            
(3星)	 中间就想着怎么还不离婚，这老公忒懦弱，太气了，李勤勤这个妈妈真好。            
(4星)	 结婚真不是件容易事            
(5星)	 最后一集真心哭的稀里哗啦啊，好真实！我想每个生过孩子的母亲都能感同深受吧。虽然一度觉得大可很sb，但是不得不说最后一集他的改变真让人想原谅他。。。            
(NA)	 开始觉得编剧太没逻辑性，一堆错误。里面的婆婆太神经了，还好有妈妈撑腰。最后的结局美好的也挺真实的~            
(3星)	 这样的婆婆直接劈了            
(3星)	 有点夸张了。            
(3星)	 看了五集！！那个大可太SB了吧！！那个婆婆太抠门了吧！！五千块钱取个媳妇儿你以为别人姑娘白养的啊！！还有那个谁！你妈真是白养你了！！            
(4星)	 一个无比可恶无比丑陋的婆婆，几个傻缺亲戚，再加一个懦弱可憎的丈夫！不怕看了闹心的就赶紧看！！！            
(4星)	 这婆婆真的是灰常灰常之过分，要不是她小两口的日子也不至于那么难过。贾乃亮太懦弱，还总拈花惹草，搞三搞四，最后结局那么惨就是活该，就应该让他受点生活的折磨，才知道眼前是多么幸福。李小璐演的真不错，但是总觉得她演这种受气小媳妇不适合啊，明明是她适合欺负别人的！！李勤勤这个妈是真不错！            
(5星)	 skinny love.唉 最后三集太催泪了。            
(3星)	 额。。。很恶俗的剧情把，可是。。。还是看美铝的好            
(4星)	 矮油 看着气人 越气越看 大概导演抓的也是这种心态 成功了            
(3星)	 每个角色都被编剧把角色性格无限的戏剧性夸大，婆婆的狠辣固执，公公的犹疑顺从，丈夫的体贴懦弱，姑姐的变态嫉妒，丈母娘的风火护女，媳妇的娇嗔天真，还有小三们的主动和报复。说实话剧情有点扯，可是每次看潘虹这个婆婆都会有一种毛骨悚然的感觉，看贾乃亮和李小璐这对小夫妻又有种恨铁不成钢。an            
(3星)	 极品            
(3星)	 生娃那段就感觉在给女子医院打广告。。。            
(3星)	 满足了国人喜好围观别人家庭不幸福的瘾头            
(1星)	 狗血            
(3星)	 肯定是北方人写的，他们很不喜欢上海人！            
(4星)	 你们鄙视我吧，我爱李小璐。            
(2星)	 烂剧情，哪有那样不想让儿子过好的妈呀，她不会是继母吧！！！～            
(3星)	 掐头去尾的看过十集左右，编剧太能写了，变态婆婆加大姑姐让我愤愤不平，窝囊李小璐加贾乃亮也让我流了一些眼泪，结局还算圆满，所有的人都恢复了正常！            
(5星)	 婆婆和妈妈绝对是亮点 超好看～            
(3星)	 这个大芸的演技真是够差的。李小璐你为啥要整容呢？这个朱燕肯定是潜规则上来的吧？！我不明白罗佳为什么不给自己争取，她婆婆跟她说那些P话，她为什么非在那听着！            
(2星)	 二B电视剧 爱她还管那么多婆婆妈妈 还是不是男人了             
(4星)	 还是那句话：小年轻悲催的生活，来源于他妈~            
(3星)	 只看了今儿的大结局…忒坑爹咯，没想到现实当中他们俩也是男女朋友啊~            
(4星)	 编剧不错，集集有梗，跌宕起伏，几位老演员不负众望，年轻演员也成绩不俗，跟着全家从第一集看到结局，爱不释手，希望剧中男女演员在现实生活中不会那么纠结，早日修成正果，终成眷属            
(NA)	 看的揪心啊            
(1星)	 潘虹真是讨厌            
(2星)	 我觉得你没整，可是你的脸告诉我你整了！            
(2星)	 和之前看过的一些都市情感局比起来，无论是剧情还是演员的表演都严重落伍。            
(1星)	 尼玛，这是个什么玩意？            
(2星)	 这种婆婆真的莫名其妙。。。            
(1星)	 这一星是冲婆婆和妈俩演员给的，李小璐表现平平，贾乃亮，么有看到演技在哪里，估计是这角色太恶心了，让人忽视他演技了。剧情，这编剧估计是写话剧剧本的？整出戏看下来，只有一出出矛盾冲突，么有基本的起承转合。JP婆婆+JP大姑姐+懦弱丈夫+小白兔女主+彪悍妈妈，把这些人物硬凑在一起，再把各个生            
(4星)	 狗血的家庭伦理剧，喜欢罗佳的妈妈，太牛了。            
(3星)	 悲剧小夫妇两个自找的！还能再窝囊些吗？！            
(5星)	 我爱李小璐璐            
(3星)	 要是没李小璐她妈肺都要气炸            
(4星)	 虐！            
(3星)	 好苦。。。。            
(3星)	 木想到会看，更木想到会看完~~~            
(2星)	 不幸的婚姻都是有个愚蠢的男人            
(4星)	 瞎看看，确实有生活的影子呢            
(5星)	 感触颇深啊！！！            
(3星)	 看完不想结婚了            
(5星)	 几个LTP绝对实力派            
(3星)	None
(4星)	 潘虹绝对亮了，演技一流            
(1星)	 我只想把这个编剧捏死            
(3星)	 应该改名为“当疯子遇到一群神经病”            
(3星)	 婆婆一个人失心疯，两家人上上下下十几口跟着陪练。            
(NA)	 不喜欢贾乃亮            
(5星)	 李小璐咯~~~不过这样的家庭剧看了会恐婚的            
(4星)	 结尾2集演的很好，的确感动了下            
(3星)	 如果不是有几个老戏骨真是没法看 但是这剧情真的太狗血了……内地剧怎么就不能多几个好剧本            
(2星)	 荒诞的编剧，可惜了一众老戏骨            
(3星)	 还可以 就是过了。            
(4星)	 想拍死那个废物男一号... =_= 丈母娘 太给力了...感觉看到了老妈的影子            
(3星)	 俩老辈儿挺好，李小璐凑合，贾乃亮太垃圾了！            
(4星)	 编的太假演的太好            
(3星)	 一边骂编剧去死吧去死吧，一边希望剧情再来的狗血些。最后我只能说狗血的不够也是不行的。            
(4星)	None
(4星)	 浪子回头金不换            
(4星)	 虽然有些夸大……总体还蛮真实            
(3星)	 潘虹。老演员不是盖的啊。剧情是一天世界。            
(4星)	 大可就是一个窝囊废,真想煽他2巴掌            
(4星)	 慎的慌            
(3星)	 前些日子等開學實在無聊陪朋友看的，看得我無限想把除女主之外的所有人捏死捏死捏死………… 並且對女主的麻麻無限崇拜，果然世界上最有智慧的人還是只有一個：媽媽QAQ 麻麻我想你了T_T...            
(4星)	 想一巴掌把陈大可他妈拍死。            
(3星)	 结局，换做自己，还会接受大可么？            
(2星)	 你妈的狗血剧            
(1星)	 一部电视剧，无比恶心，我就不明白了，每次都是佳佳妈给出头，结果婆婆赶人，丈夫逃避，姐姐无比傻逼，罗佳还不领情，什么的剧情，应该叫做妈妈遇上傻逼            
(4星)	 剧情很真实，很现实            
(3星)	 哈哈，原来两人是情侣~(@^_^@)~            
(2星)	 里面比较出挑的人物算是李勤勤演的妈，我要是有那么一个视女儿如珍宝的妈该多好，为了女儿的幸福拼了老命也在所不惜。剧情也很脑残，没怎么看。。。            
(4星)	 结婚一定要看看婆婆。漂亮的男人太惹祸。            
(1星)	 长见识了...            
(3星)	 简直是无理取闹。            
(4星)	 这一家人真是极品啊……看了这剧哪个女人还敢结婚啊……            
(NA)	 想把张问琴掐死。。。。。。            
(2星)	 这一家子绝对都是神经病…=﹏=…最讨厌看的就是家庭伦理剧…今天看预告里脖子都掐上了=-=&#39;&#39;…娘亲你放过我吧别看了…为了好久不见的潘虹加一颗星→_→…            
(1星)	 看的火气一直上啊！！！！！！！哪有这样的婆婆哪有这样的小姑啊  你妈每天惹是生非！            
(3星)	 看了一集，蛮真实的。            
(5星)	 介个当妈的真难啊……哎……我想我妈了………………            
(5星)	 男人一窝囊就废了 不过我觉得看的还是很扎进的。。。            
(4星)	 现实的话题，演技很棒的演员，不错的剧集。只是婆婆一家确实有点让人难以忍受，有点过分了，或许是剧情的夸张吧            
(3星)	 太扯老。            
(3星)	 这是我看的最不喜剧的喜剧            
(NA)	 李小露的假奶亮            
(3星)	 欠抽的婆家..            
(3星)	 剧情无力，男主太弱，女主反复无常            
(4星)	 别有事儿没事儿说大话，多做事少承诺；别有事儿没事儿问妈怎么办。。。还是男人吗。。            
(4星)	 看完了，后面的比较可乐            
(3星)	 小姑娘智商太低了。这社会上人蠢就活该被欺负。。。腹黑系看得表示很崩溃。看开头就猜到结尾，某人还看得这么津津有味原来是没有看懂过。。。            
(5星)	 哈哈 好玩 坚决不趟婚姻这浑水            
(3星)	 后面开始好看些            
(3星)	 挺扯的 这么脑残的婆婆不多见吧…            
(1星)	 狗血！！            
(1星)	 我觉得吧，整部剧就罗佳她妈比较靠谱            
(5星)	 把现实中的问题，露骨并夸大的呈现了。            
(NA)	 我表示公司的马来西亚老板也看。。。            
(2星)	 被逼和同事看了好几集，各种狗血，这种东西拍出来有什么意义么？只是凸显我们的社会更加畸形而已            
(2星)	 真是应了爱情公寓里那句“现在这年头，没有孽债 婆媳 第三者都上不了黄金档” 这部电视剧占俩样 按说应该有点儿意思，可我看到的是 越到后来 剧情越离谱 越脱离现实 本来这种电视剧应该定义为现代家庭关系的缩影 没想到编剧想象真是天马行空            
(3星)	 潘虹真的很恶心！            
(4星)	 潘虹是演的成功的，她让观众看得想冲进电视里打她            
(5星)	 悲惨！            
(3星)	 啊~~婆婆好可怕&gt;.&lt;            
(2星)	 我跟我娘说“妈妈，如果我将来要看上这样一怂包蛋子，你就一巴掌乎死我省得我以后没勇气自杀。”我妈说：“行，包在我身上！”            
(2星)	 太不现实了 洗具要是脱离现实存在的意义就不大了  之所以没有给一颗星是因为我看到了烟台  看到了烟台大学  世纪华府  沉淀在记忆中了~~            
(4星)	 有这样的婆婆，在疼自己的老公也不要            
(NA)	 我怎么感觉她没有了往日的清纯，取而代之的是脏兮兮的妆容，还有脸颊，跟以前不像了啊，整容了吗？            
(3星)	 近段时间电视上一直在放，我妈也在看，我便也看了点，感觉李小璐有些变了，不过还是挺漂亮的。貌似因为这部和贾乃亮擦出了火花，不过贾乃亮明显比李小璐年轻。这剧的亮点在于两大老将，虽然她们也是演技派了，不过感觉有些夸张哈。但故事内容仍旧有些薄弱，贾乃亮在剧中的角色不太讨好，剧情也有些扯。            
(3星)	 这样人家死也不能嫁            
(1星)	 编剧怎么不把自己给编死？真是狗血 这一星我给演员的表演             
(2星)	 抡死陈大可全家。            
(3星)	 媳妇太得瑟，儿子太草包，婆婆太狠毒，小姑子太神经，三颗星是给丈母娘的。            
(4星)	 气死了气死了！！！！！            
(2星)	 剧情拖，也不现实~故意往婆婆媳妇的圈子里套，但其实并不写实啊~~            
(4星)	 判断男人，永远脑子比面孔重要！            
(3星)	 看了一点。我是来吐槽的！！一般演技差的剧情假的电视剧偶都看不下去，，，LXL演技不差，整的却越来越杨函数了，原来挺好看的，非要往残了整。            
(3星)	 这婆婆太恶毒了，真来气啊！！            
(NA)	 三从四得的男人标杆：老婆出门要跟从，老婆的命令要服从，老婆说的要就得忙从，老婆办事要等得，老婆的生日要记得，老婆的打骂要忍得，老婆花钱要舍得。            
(4星)	None
(3星)	 最后两集看得我流泪了，觉得男女主角都长大了。很感慨，结婚真的不是两个人的事…            
(4星)	 这个电视剧里 我只喜欢罗佳她妈~            
(3星)	 越扯越远            
(2星)	 大可家简直是JP大聚会啊！！剧情还是偏向狗血的说，小姑简直JP到不行了，居然还是高学历，读傻了吧！婆婆典型儿控！！大可完全贱男人！！结局算可以，没有狗血的大团圆，就该让这群JP受点教训            
(3星)	 什么婆婆遇上妈，不过就是一女大学毕业生为爱远嫁他乡却被婆婆以各种阴谋诡计赶出家门的血泪史。家家有本难念的经，这一家可谓集万千不幸家庭于一家，潘虹更是集万千恶婆婆于一身。但就是这么个我以每集五分钟的速度观看完的肥皂剧，却让我在凌晨三点哭的稀里哗啦。可以哭了，真好，我想我该说再见了。            
(1星)	 极品婆婆，真的巨极品，巨极品！当婆婆人品道德有问题还是个知识分子的时候，你就是有个齐天大圣妈妈都白瞎！知识分子才能干出这么毒辣白瞎的事儿！            
(5星)	 这个故事告诉我们，女人要独立~            
(4星)	 哈哈~我真是太爱看家庭剧了~            
(4星)	 剧情假            
(3星)	 罗佳妈胡牌胡的真霸气。前面一大部分，潘虹虐心虐罗佳虐的不轻。后面罗佳妈一个人霸气压得一家人不敢吭。这点看得爽。这潘虹的装的功夫跟我妈有的一拼。我得到亲娘啊。我初中时候他就开始装病威胁我，不过我早就看出来了。我现在就跟他们说了，以后坚决不住一起。不是哥们不孝。只是扛不住啊。。。真扛            
(NA)	 除了佳佳的妈，其他人都有不同程度的脑残            
(2星)	 我只能说，李小璐现在从整个五官到胸前两坨，都已经到了让人无法忍受的地步……每次镜头闪给她，我就跟看见丧尸似的一激灵……电视剧太tm考验我承受力了            
(5星)	 这部剧没有双面胶里面生活化，婆婆遇上妈里面的人物太电视化，简直就是极品婆婆 极品小姑 极品老公 极品媳妇 极品妈…婆婆潘虹演得，把一个阳奉阴为又有些心里畸形的知识分子面具下的一个封建独裁的恶婆婆演绎的淋漓尽致。她彻彻底底在剧中都是个恶人，重男轻女的思想，            
(4星)	 嫁个好老公吧 还得嫁个好婆婆。最重要的是男人要争气 别在家头抬不起头说不起话。这婆婆也太毒了~想方设法让别人离婚的呀，绝了 装癌症神马的也想的出来了！            
(3星)	 里面男人太弱了            
(3星)	 近年婆媳剧太多了 、剧情都稍有雷同。几位老戏骨很抢戏。潘虹老师、李勤勤老师角色演的很出彩 。李小璐和贾乃亮的情侣档也挺有爱的 。            
(4星)	 没结婚的还是别看了 看了就不想结婚 极品婆婆实在太绝!懦弱丈夫真的无能!妈宝什么的我真的离婚100次都不嫌多好吗            
(1星)	 不知所谓            
(5星)	 看最后一集的时候，我一直在掉眼泪……不知道是被感染了，还是为自己不敢相信爱情而掉的眼泪。            
(4星)	 很喜欢李小璐，但是情节看的我很纠结，很愤怒。            
(3星)	 我还是蛮喜欢潘虹的,可是这个婆婆简直就是神经病阿!剧情太滥太做作了,这个片的立意是想规劝大家别扎堆结婚么?            
(NA)	 这故事情节太老套，没基情！说来说去的重点：不能离开妈去外地，不和婆婆住，婆婆不是妈，有独立生活能力，能舍得先舍后得，男人不可靠……            
(2星)	None
(3星)	 有点意思。            
(3星)	 昨晚在家看了第1.2集，感觉罗家妈妈还是刀子嘴豆腐心的，罗爸很憨很可爱，感叹摊上一个恋子癖的婆婆真可怕，还那么势力。后面剧情怎么样还不知道，中午休息争取往下看            
(1星)	 一群脑残！！！            
(4星)	 最后妈反击的时候太爽了……前面就可以直接跳了            
(3星)	 这剧还是挺好看的 尤其是潘红演的婆婆 真是淋漓尽致了 就是结尾不好 太过草率了            
(4星)	 不嫁了。            
(3星)	 就还行吧。。。。。。。。。sigh            
(3星)	 看了谁还敢结婚啊            
(2星)	 20弃。SB _ _            
(2星)	 看来现在没有第三者婆媳关系的剧休想上黄金档，还有李小璐绝逼整过！            
(4星)	 真心喜欢罗佳的妈妈。            
(1星)	 编剧简直是弱智！            
(2星)	 我是有多自虐啊，看这么虐心的片子。。。。各种莫名其妙，各种不讲理。。。            
(3星)	 就是那个妈妈比较逗，比较好，比较真实。那婆婆太假了，真有这样的婆婆早被灭了！            
(NA)	 有空再看，看到第三集。            
(3星)	 李小璐整容了吗            
(NA)	 世上只有妈妈好，有妈的孩子才是宝啊            
(4星)	 怒气冲天，减一星，但演员都很给力            
(5星)	 好看，笑中有泪            
(3星)	 冲着潘虹看，我妈多喜欢看的            
(2星)	 潘虹完全就没有把演戏的激情发挥出来~一直在那里憋屈，看的那个恨啊！媳妇第一次上门那个表情完全欠揍啊！贾乃亮一身的土气！            
(3星)	 所以说，婚姻里面，必须有个有担当能够明辨是非的丈夫，不然只有悲剧一场。            
(2星)	 一看前两集就知道这果断是个大悲剧  这俩小年轻的都挺不懂事挺不会说话的  腻歪死陈大可内种性格的人了  典型的小白脸奶油小生  就会嘴上说  花里胡哨  我要是罗佳他妈我也不喜欢陈大可 我要是陈大可他妈我也不喜欢罗佳  怎么就那么作那么不懂事呢就  两集果断弃            
(3星)	 俩人真般配，希望现实中的两个人能长长久久            
(2星)	 要不是李小璐和贾乃亮这对情侣档，压根不会看。。。！这最后要是没生儿子，是不是还得离婚啊？。。。            
(4星)	 婆婆的戏份感觉有点儿夸张，也太坏了吧，快要赶上国共争斗了。不过这么说也有可能是我没经历过婚姻生活。但总的看电视剧还蛮好看的。会哭，会勾起很多有的没的回忆。大团圆结局我很满意！哈哈哈~~庸俗的一B~            
(NA)	 李小璐无感，贾乃亮无印象~这对情侣档结婚貌似快了~            
(3星)	 婆婆家全是精神病，，            
(3星)	 陪老婆看的            
(4星)	 暑假在家陪老妈看的  8月2011年            
(4星)	 这种婆婆真是千刀万剐都死不足惜！世界上居然还有这种人，我也真佩服潘大婶的演技！！！不过真是越来越喜欢李勤勤和李小璐了，演技好，演得也真实~如果现实中真的有这么可怕的婆家，估计全天下的姑娘都不会结婚了~这部剧其实要是结束在姑娘离婚回北京，没有后面这个狗血的内地标准式结局，应该会更好一            
(3星)	 老妈非拖着一起看的sb电视剧- -            
(3星)	 李小璐和贾乃亮很配滴说，羡慕Ing(T_T)            
(3星)	 那种爱让我想妈妈了~            
(1星)	 我恶心了半天才加上了最后两个标签。这个剧太狗血了。裸婚时代是两个家长的问题，这个剧连小两口都有问题。不过我特别喜欢看罗佳妈整人。太爽了。对了李小璐是又整容了还是丰胸了呢。            
(NA)	 男人挫B成这样，就该把那根东西剪掉做成标本。            
(2星)	 情节挺假的，而且来来去去的手段都一样，感觉很无趣。演员选的还是不错的。            
(2星)	 片子很难看很狗血，结局简直想骂娘，唯一真实的是真心有着这样的人。。。。。            
(3星)	 真有想象力。。。            
(3星)	 变形金刚培训课堂            
(1星)	 这是什么年代的编剧思路。剪辑还相当烂。            
(5星)	 好吧，这是我妈让我看的~婆媳之道啊~~            
(4星)	 小两口可有爱了，真心喜欢罗佳她妈妈=v=            
(3星)	 2个老戏骨没的说，就是为什么让这2个演男女猪呢            
(4星)	None
(2星)	 情节不好看            
(3星)	 李小璐你打美白针了叭。哎。这剧。闹心。            
(2星)	 陪我妈看完这片，以后坚决抵制她再看婆媳片            
(3星)	 如果最后大可没有改变，那整部电视就是让人对婚姻失去了所有信心。            
(3星)	 这都是什么呀，只有潘虹和罗佳妈给人一种演员的感觉~            
(NA)	 挺好看的            
(5星)	 典型            
(NA)	 一、不被祝福的婚姻是不会幸福的；二、听妈话的男人不能嫁。            
(3星)	 男人在家还是得有点地位才行啊。。。            
(3星)	 若当初大可抛弃佳佳选择了笑笑 也许后面就没有这么多纷争 现实生活中 最后选择抛弃挚爱选择妥协的人 多了去了。。。。执着虽然未必能换来美好结局 但选择执着的人 忠于内心 令人佩服            
(NA)	 哇，这个婆婆太恶毒了！！！！！！！好害怕！！！！            
(3星)	 陪老妈看完的国产电视剧            
(2星)	 看着剧名以为是婆媳过招七十回那般，剧情却没啥意思。潘虹年轻时有几分像林青霞。            
(4星)	 看完只有一个感想，不结婚了            
(3星)	 没怎么看完            
(NA)	 妈的，凭什么，做了那么多缺德事，就为了个孙子就全原谅了，媳妇就该原谅这些人吗？怎么不嫁给苏呢？过的更美满            
(3星)	 极品凤凰男 舍友电脑一晚上快进完的            
(2星)	 国产隔应人电视剧典型！！我妈耐看死……            
(4星)	 我看到最后几集是哭得泪流满面、、、、、、            
(3星)	 应该叫《当媳妇遇上婆婆》，不喜欢男猪脚。咦，大龄剩女都这么变态？——8·28            
(4星)	 悲哀。总之一句话，外地人没弄头的。大家各个城市还是找自己城市的人结婚吧，被欺负了也有个娘家可回，有个妈妈可靠！！            
(4星)	 婆婆这个角色的喜编得有点太戏剧化吧 要真遇上这么一个婆婆那还不如终身师太~                      除此之外这家庭伦理剧还蛮好看的~PS 李小璐也是真心越变越好看了好嘛            
(3星)	 我妈就爱看这种剧。。。。。。            
(4星)	 又见婆媳~~            
(2星)	None
(3星)	 这部戏里还是妈妈厉害哦！！！找个这种男人早离早解脱。。。            
(2星)	 遇上这样的极品婆婆，要么整死她，要么就早早离开早解脱……剧情太离谱            
(2星)	 挑着看都情节不紧凑            
(3星)	 结局太匆忙了            
(NA)	 跟在爷爷奶奶看的……            
(2星)	 扯蛋啊            
(3星)	 太现实 ，看不下去。惧怕。            
(2星)	None
(3星)	 奇葩批量生产            
(3星)	 烦            
(3星)	 哈哈 烟台校内拍的 南通台播~~            
(4星)	 男的太没用了，让我肯定不会嫁这样的            
(3星)	 经得起谎言~受得起敷衍~忍得住眼泪~放得下诺言~依旧改变不了什么            
(5星)	 虽然很虐 但是力荐 让我看见我自己~~            
(NA)	 这剧情不就是校内上分享很多的那个帖子咩╮(╯_╰)╭            
(4星)	 看这个 可以边看边骂 会气死人的             
(4星)	 也挺现实的~~这婆婆实在太可恨了~！最后变好了也还是因为孙子么            
(4星)	 最后面罗佳那个叫突飞猛进啊！一直没狠下心的饿饿事情还是做了！一直没敢说的话还是说了！只可惜男方的家庭发现一晚！我想说其实他并不窝囊，只是加在媳妇与母亲之间真的很难抉择！            
(4星)	 相比《裸婚》还逊点，编剧差，剧情拖踏。            
(5星)	 极品恶婆婆啊，老妈给很给力啊，李小璐演地挺好            
(2星)	 编剧真脑残，男主就是个懦夫，女主的脸我看了半天才反应过来，这货是李小璐？？？怎么整成这样了            
(3星)	 如果男人太软弱了，就散了吧。。。            
(3星)	 看不下去。。            
(3星)	 教育我们结婚不能冲动 看清楚对方家庭很重要 嫁到这种家庭绝对是个错误 李小璐的那句话：“做人家媳妇，要经得起谎言，受得起敷衍，忍得住眼泪，放得下诺言。”听着真是伤心            
(5星)	 从头至尾看的我是一把鼻涕一把眼泪 哭哭笑笑 那是相当入戏 这天煞的婆婆啊 给力的亲妈啊 还有李小璐我可喜欢了 怎么看都漂亮 看完后我也跟打了场仗似地 心累 跟罗佳一起累            
(3星)	 潘虹太牛了！！            
(4星)	 在家陪妈妈看的……不错~            
(NA)	 搅家不闲的婆婆饿还真滴见过咧！            
(3星)	 看的咬牙切齿            
(5星)	 自己的妈妈永远都不会害自己,要听妈妈的话....            
(5星)	 人心都是肉长的，要有良心。你是怎么对别人的，别人就会怎么对你。            
(3星)	 这样的婆婆太太JP， 希望现实生活中没有。 已经无道德可言。             
(3星)	 潘虹的爆发力太强了，吓到我            
(3星)	 29集罗佳讲话的时候尤其感动。陈大可也太没担当了吧。婆婆也太坏了吧            
(3星)	 看了几部婚姻题材的电视剧，觉得杯具很多都是因为谎言引起的，撒了一个谎，就要再撒很多谎去圆，最后几败俱伤。BTW喜欢最后的结局。            
(4星)	 很喜欢李勤勤演的妈，真给力            
(3星)	 看完之后就不敢嫁人了            
(4星)	 一般,            
(4星)	 老喜欢李小璐了 还有，上面她妈那个演员 超有范的看完了 哭的稀里哗啦。。。。            
(3星)	 在烟台拍的啊  南大街啊尼玛            
(NA)	 就说怎么拍戏还带亲脚丫子的...太敬业了吧...原来就是一对儿....            
(NA)	 贾乃亮，李小璐，好爱你们呐~~~很不错很不错的一部电视剧，其中有几个镜头感动的稀里哗啦，还熬了两晚上的夜            
(5星)	 有李小璐要给五星            
(4星)	 挺赚眼泪的。。。最后两集哭惨了。。            
(4星)	 泪崩了。。。。。。。。            
(NA)	 很喜欢，期待有一个完美的结局            
(4星)	 阴险狡诈的婆婆，神经质的姐姐，尤其是懦弱无能、拈花惹草的丈夫。罗佳已经够坚强了。            
(2星)	 气人            
(NA)	 这样的婆婆真可怕，反正我不要碰上~HOHO~我的婆婆蛮好人的~嘻嘻~            
(NA)	 呃。。。。这个。。。。还是喜欢潘虹。。。。            
(5星)	 赚足了我的眼泪。故事情节真的很俗，但是演得很好！！            
(4星)	 其实是因为很喜欢贾乃亮，就特别关注了下这部戏。没有看全，看了前面和后面，不过最后两集特别感人……好多年前，就觉得贾乃亮好帅，可惜一直没有大红。近两年来，越来越好了，不错不错。            
(4星)	 从来不知道世界上有这么坏的人，也从来不知道世界上有这么大度宽容的人，希望这么可怕的婆婆不要让任何一个媳妇碰上，愿每段感情，每段婚姻都能幸福圆满……            
(3星)	 原来是李小璐啊。            
(3星)	 基于现实，却又不真实。            
(NA)	 潘虹演的婆婆真BT            
(4星)	 真的好看！！这两人挺般配的！李小璐后半段演的很好 越来越漂亮啦！我超级喜欢罗佳的妈妈 太可爱了！总是能联想到我妈妈！潘虹演戏实在是太做作了 看不下去了！            
(3星)	 凑合看 俩妈演的挺给力            
