http://movie.douban.com/subject/2996855/	珠光宝气
(4星)	 当时出一集跟一集的啊~~看得很辛苦``            
(4星)	 看到后期 觉得烦。。            
(4星)	 目的就一个：看卡司            
(3星)	 太长了 没看全。。。不过蔡少芬还是非常有爱的！但实在受不了黎姿的演技啊！！！            
(4星)	 后面太拖了，可是明星云集啊            
(3星)	 越看越糊涂，月刊越混乱~和GG有的一拼            
(4星)	 斗心机的三姐妹，到最后亲情还是最重要的。            
(4星)	 高长胜，真不错。越看越喜欢。            
(4星)	 熬夜终于看完了。。喜欢一些东西总有莫名其妙的原因吧。            
(3星)	 太长了！！            
(4星)	 从不同的角度，比如第一次可以从商战的角度，第二次可以站在感情的角度，然后再从心理学的角度，从衣着打扮装靓的角度，会有不一样的收获。很神奇            
(NA)	 好喜欢康雅瞳和贺哲男~~~~❤            
(NA)	 赞！            
(4星)	 过了一年想想这剧真尼玛挺好看的 这阵容估计短期内再没别的剧能超越了            
(5星)	 很经典啊            
(5星)	 当初每天留守电脑前灯更新的戏  喜欢            
(5星)	 很棒的一个片子，值得去看            
(4星)	 剧情很曲折，要用心看哦            
(5星)	 挺好看的,就是长了点            
(4星)	 浮华背后的故事            
(4星)	 阵容再强大也止不住港剧的衰退了。。。为了Ada还有林保怡和邵美琪打四颗星            
(NA)	 台庆剧神马的果然质量就是要好一点            
(4星)	 前50集基本没用。。高潮从第51集开始            
(NA)	 偶中意大妹，有气场            
(3星)	 前半段很精彩，后半段就有点不知所云了...喜欢康三，夹心这次的角色也适合她。            
(3星)	 到后面有点拖拉抻长墨迹了            
(4星)	 MG简直是天作之合～            
(3星)	 算是看完了吧。还是觉得没啥意思。            
(4星)	 很好看 就是太拖了````            
(NA)	 郑州            
(4星)	 太长了。。。            
(4星)	 总体还行。。剧情很紧凑。。            
(NA)	 看的时候有很多的想法，但最喜欢的还是这个结局，毕竟这是温暖            
(3星)	 无聊的时候我就看，但是总也看不完。其实也就是挑着CS的片段看看，再加上黄德斌和王喜这两个惨男人。            
(4星)	 华丽的服装布景，养眼的演员妆容，吸引人的感情配对，唯独剧情设置差了一点，配角的戏太多，看到后来不免沉闷。            
(4星)	 没看完。            
(3星)	 这长的啊 没耐性            
(3星)	 我爱黎姿跟陈豪挂客厅里的大幅海报照~！很爱~超过此剧~            
(NA)	 世界太大，电视太细            
(3星)	 追到四十集终于弃了            
(4星)	 追看82集的心路。一部让我有安全感的港剧。            
(4星)	 中间落了一大段，但还是不妨碍之前把我迷得神魂颠倒~            
(3星)	 珠光宝气~~            
(4星)	 2008             
(NA)	 喜欢这类型的，全明星上阵~~            
(3星)	 浮夸，离谱，到了后面一团乱麻。结局让人目瞪口呆，啊，原来就这样结局了。            
(3星)	 前面还可以，后面就不太喜欢。最喜欢还是看黎姿和蔡少芬的穿衣搭配，很不错的说。            
(NA)	 一看到黎姿就神魂颠倒~            
(4星)	 我是来看钟嘉欣的。。            
(5星)	 喜欢林保怡演的角色。。            
(5星)	 很喜欢康妈妈，二妹            
(NA)	 剧情让人很纠结。            
(3星)	 太长了。。。。。。没看完。。。。。。            
(NA)	 长得让人泄气了。            
(5星)	   尽管很多人觉得82集太长了，但是，不得不说 TVB的台庆大戏不是盖得~真的不赖~   相对于前面的铺陈来说，结尾收的太快，让人有不满足的感觉~    当家花旦和当家小生全力出演，演技要比芒果台和番茄台的偶像剧强太多了.      很感人，也很揭露香港社会的生活            
(4星)	 喜欢黎姿在里面的表现··            
(3星)	 我没坚持下去。看完的老姐说，把最后那几集去了会好很多，最后十集就是硬掰的，瞎折腾。            
(5星)	 Terence&amp;Constense            
(3星)	 太長太長 拖死人！            
(4星)	 整部剧我一直都很想抽康二，到了后面10集我想如果只能抽一个那我就抽康大好了，邵美琪又老又丑实在让我无语了。。。。。。。好吧，其实康三到后来也疯了。。。。。。            
(3星)	 有必要扯到80集么~太拖拉了。            
(3星)	 为什么要把黎姿演的角色搞那么讨厌？ada可爱~            
(4星)	 后面有点拖沓了..最爱三妹~ 二妹的角色其实看着看着有点让人讨厌...不大喜欢那种过分天真的人....            
(3星)	 40集足够了，后面看的很抓狂，三姐妹似乎都没事干了似的            
(5星)	 女人戏男人戏都精彩啊~            
(NA)	 各种明星阵容            
(NA)	 100多集的粤语唱片，为学广东话才看，时间浪费的太厉害了            
(2星)	 典型的TVB剧情……各种勾心斗角            
(5星)	 我爱姿姿和芬芬            
(4星)	 失恋的季节            
(3星)	 不是特好看，太长了剧情狗血，要不是为了黎姿和林保怡，真是懒得看            
(4星)	 好久以前看的，港剧还是有一定吸引力的，好多演员看着就让人怀旧            
(3星)	 后30集很狗血            
(3星)	 里面的陈豪好帅啊！！！            
(2星)	 看着有点烦...尤其不待见康二。            
(3星)	 全是疯子~            
(3星)	 太长了，TVB不适合拍这么长的戏，后面几十集有点扯，冲着这么大的演员阵容看的，老戏骨还是不错的            
(4星)	 哦啦啦都是说Martin的吧^_^            
(4星)	 总觉得结局太突兀，一下子就都看开了            
(NA)	 ＴＶＢ　最后一场繁华。            
(3星)	 我就喜欢雅瞳            
(4星)	 TVB艺员的演技果然有保障。爱死林保怡！            
(4星)	 终于在第四个假期看完了。。            
(4星)	 还不错，就是太长了            
(NA)	 蔡少芬啊  吴宗泽啊  大爱            
(4星)	 演技都很赞。最爱高长胜和日东啊。            
(2星)	 太长了。都注水了             
(3星)	 钟嘉欣吵死了。。。哈哈哈哈            
(3星)	 里面的人都太工于心计了，看的很累...            
(3星)	 期望越大 失望越大            
(4星)	 给4星因为阵容够强大，三姐妹都还比较喜欢，只是感觉邵美琪怎么那么老，黎姿怎么那么胖            
(2星)	 十年前771拍的是《创世纪》，十年后拍《珠光宝气》的竟然也叫771，是一个人吗？华丽的烂片，82集都没有把故事讲完，尤其鄙视关礼杰的角色，拿着猥亵当深情，吐            
(2星)	 华而不实            
(5星)	 陪我度过高三下半学期的，一天一集。- -            
(4星)	 真是难得看这么长的电视剧。整个寝室一直跟到70多集，觉得剧情开始无聊了，而且放假回家之后一个人跟没意思了。压根不知道结局。哈哈。            
(3星)	 只为maggie，其实我看完八十几集之后的感觉是靠，这都是些什么啊~跟没看似的            
(4星)	 TVB最喜欢的类型戏。。            
(3星)	 09年暑假看的。            
(4星)	 硬是看完了，真佩服我自己            
(3星)	 TVB剧从头看到尾50集的大剧。还好还好。人物剧情都还算正常吧。对里面的2首歌印象比较深点。            
(3星)	 终于看完了。后面太拖沓了。前面还稍微看得下去些。            
(3星)	 蔡少芬演得真好。。            
(3星)	 太长...            
(4星)	 拍的那么长那么混乱也难得            
(4星)	 看个结局不容易啊。。。            
(3星)	 到后来看的就没意思了。那会为了练粤语听力来着            
(4星)	 太长了。。。            
(5星)	 黎姿啊黎姿！            
(4星)	 太长了            
(NA)	 众星云集。。。可拖太长。。。不知为什么二妹的角色让人越看越讨厌。看到最后，都不知道自己看的什么。            
(5星)	 做个聪明但善良的女人            
(NA)	 专四后的            
(4星)	 女人才是最阴险的            
(3星)	 前面部分精彩，后面脑残，整体精神分裂。            
(4星)	 纠结的剧...可怜的小妹哟，命运真是坎坷。。            
(2星)	 太长了，后面有点狗血            
(4星)	 纷纷扰扰            
(4星)	 挺不错的，88集我全都看完了。港剧的现代片的特点，故事多，人物多，跨越多。            
(4星)	 看时觉得浮夸，过后又老是在脑子里浮现。爱恨交织的高长胜啊            
(3星)	 真是太长了            
(5星)	 很好看            
(3星)	 ada瘦的也太恐怖了。            
(5星)	 GREAT            
(4星)	 就是太长了些 结尾有点仓促~            
(5星)	 原来叫THE GEM OF LIFE啊  这个译得真好            
(5星)	 为什么别人觉得不好看？？？我觉得这个是灰常不错的剧集！            
(NA)	 黎姿收山之作，虽然角色有点呆，但是还是蛮好看的，就是有点虎头蛇尾。最后的结局不大连贯，anyway，黎姿是女神            
(3星)	 好长的剧集啊，不过还算可以。。            
(4星)	 去年暑假看的，很喜欢康雅瞳和贺哲男这对。            
(4星)	 被terrence迷到了            
(4星)	 剧长人多，黄金一代老了，邵美琪啊！！始终没看完整部。勾心斗角无聊了点吧            
(5星)	 后面很精彩。            
(4星)	 回归TVB。。            
(4星)	 看的我累死了            
(4星)	 金钱、名利，尔虞我诈，机关算尽，真情何在呢？            
(4星)	 人很吸引            
(4星)	 从贺峰打败宋世万后毅然决然的弃了.喜欢高常胜和小妹,蔡少芬在这部戏里面演技的确很棒.            
(4星)	 哎，我们在TVB 总是能看到一些好剧。总是那么多熟悉的演员，不过有的时候都叫不出他们的名字。            
(4星)	 就是有点长！            
(3星)	 有十来集我看了四五遍淫威...淫威店长尼玛什么时候把下碟带过来啊            
(3星)	 。。。后面在干什么？？            
(5星)	 虽然冗长了点，不过真的很好看。            
(4星)	 看到62集，不看了。印象最深刻的是49集还是50集那里，贺峰搞掂沈百万那里。            
(4星)	 一部我整整追了4个月的电视剧呀！也是它成就了我现今的粤语水平~！虽然它的褒贬不一，但我觉得整体观来还是可以的。毕竟是黎姿的息影之作，戚其义怎么着也是金牌监制，擅长斗争剧~！            
(3星)	 人物严重面具化!看在gigi和ada的份上还是给3颗星.            
(4星)	 适宜纯粹养眼和打发时间。。。            
(4星)	 好长的剧，追着看的，所以看到后面已经忘记前面的很多了。看到最尾哭得很厉害，因为妈妈的病情……            
(3星)	 虎头蛇尾。。。真是可惜了那么大的阵容~~            
(3星)	 没看完            
(4星)	 额，除了那些狗血的、不靠谱的，还是有可看的价值~            
(NA)	 看了若干集，确实对这种纠结过来纠结过去的港剧没有爱……            
(4星)	 演员都蛮喜欢            
(NA)	 断断续续            
(4星)	 生存方式不一样.            
(5星)	 很喜欢这部剧作，从中悟到、学到了很多东西，人生的、职场的……受益不少。百看不厌            
(5星)	 &gt;.&lt;贺哲男超超超超帅的。            
(4星)	 也是在嘉兴的时候看的，四个人围着            
(5星)	 喜欢ADA            
(4星)	 可爱的时尚的单纯的黎姿            
(2星)	 够蠢            
(3星)	 看头看尾.中间跳过了            
(5星)	 最喜欢的一部TVB。。。。无论是情节、服装、取景都棒极了~            
(5星)	 烂尾尽管如此。还是好片            
(3星)	 不知道为什么，对这部剧就是提不起兴趣。偶尔跟着其他人看看片段，对我也没吸引力。不过，蔡少芬真的真的很气质。            
(NA)	 黎姿美暴了！            
(5星)	 就冲着我八十集一集集追下来我也得打五星……            
(5星)	 用了一年的时间，终于看完了，感叹那些人，死的死，疯的疯，因为有了会算计的母亲，生的三个女都一个德性。。。不过制作豪华，有气场            
(4星)	 怎一个豪字了得呢            
(4星)	 商战片~很多心计~~三姐妹的性格遗传左父母双方的各方面~~设计得很有心思~~            
(4星)	 剧情再浓缩一下就好了！蔡少芬演得绝佳！            
(3星)	 看到了40集，终于放弃了，太抻了！            
(4星)	 妄想拍成史诗            
(NA)	 看到50集以后我就看不下去了，实在拖的太长了            
(5星)	 TVB力作啊！演员阵容无敌豪华，剧本够紧凑…            
(3星)	 好不容易看到最后一集，大呼上当！！我最多看到melissa死就够了。。。            
(4星)	 莫名很萌T&amp;C。还有贺峰和虞苇庭            
(4星)	 看到中后期就跳开了，前面不错，人物冲突也有，结尾妈妈得老年痴呆症那点也让我哭得稀里华拉的。总的来说，不错            
(5星)	 香港历年来最最具有分量的港剧，整体来说很不错            
(4星)	 围绕着三个女人搞出来的一堆事…长到烦，但是却还好罢…            
(3星)	 输在太长            
(NA)	 。。。算是近几年TVB的精华之作啦。。蔡少芬的演技真的叫人很过瘾！剧情也够味！赞赞赞。            
(3星)	 明星太多了 TVB现在的长剧为啥就不能一气呵成             
(NA)	 纠结啊纠结，人性啊人性            
(3星)	 长啊，编剧翻手为云覆手为雨            
(1星)	 这里面一帮心理变态，受不了了            
(NA)	 真的是看TVB长大的哎~~~真的受到TVB很大影响哎~~~            
(4星)	 好看是蛮好看的，就是太长，太辛苦            
(3星)	 三姐妹中还是小妹最有范儿，知道自己要什么，要做什么。            
(3星)	 一匹布那麼長。黎姿 你不要太漂亮。            
(3星)	 ada~~            
(4星)	 终于终于看完啦！            
(3星)	 八十二集啊，看完容易吗            
(4星)	 挺tvb的风格，喜欢里面的所有演员，不过3姐妹的斗争感觉有点夸张了            
(NA)	 黎姿/蔡少芬/邵美琪/王喜/陈豪/林保怡/黄宗泽/关礼杰/姜大卫/岳华/李司棋/陈鸿烈/钟嘉欣            
(5星)	 82集，中间放弃了追戏，但假期无聊时还是看完了            
(3星)	 太冗长了，没有让人印象深刻的情节。。。            
(5星)	 缺点多，优点更多。很多细节，藏着很多东西，喜欢研究剧情的人请看，喜欢按快门的请闪            
(3星)	 大气            
(NA)	 有钱人            
(NA)	 喜欢前半部分~            
(NA)	 我坚持到60多集然后放弃了- -            
(4星)	 香港上流社会。。。。            
(4星)	 看预告那么多大牌，再长的剧也要追啦。。。追了4个月，的确很累。。。ADA演的还是很不错的~            
(3星)	 没宣传的好，可能期望越高失望越大            
(NA)	 没看到最后            
(4星)	 豪门深似海~            
(4星)	 太长，后期不行            
(5星)	 挚爱  挚爱哇。看完以后存在电脑里很久很久都不舍得删。时常找一集回味回味。            
(3星)	 TC !!!             
(3星)	 前面很刺激 后面很垃圾-。-            
(2星)	 一半以后开始瞎扯            
(3星)	 我不喜欢，离生活太远的片子～～            
(4星)	 看了一半~~等有空再继续吧            
(3星)	 狗血了            
(NA)	 因为这部片子 喜欢上林保怡的坏， 阿            
(3星)	None
(1星)	 以后决不能随便碰TVB的东西！大烂片！还82集，浪费了我这么多的时间！！            
(NA)	 无论怎么样，它关于香港，关于商业，以及最复杂深刻的爱情亲情，也提高了我的粤语水平。我很喜欢            
(3星)	 据说映射了所谓的“上层社会”，咱不是上流人士，满足一下偷窥癖。            
(4星)	 结局一般。。。            
(NA)	 1林保怡 太可爱 2看到宋子琳就烦 再加上配音 丫的想抽她 我只想说 钟嘉欣十分不会诠释此类角色 3很喜欢黎姿 好美 可怎么那么讨厌康雅瞳？十分之假            
(3星)	 太长了，看到没什么耐心了            
(3星)	 我追我追，终于我...追不上了，后面40集的故事情节差强人意...            
(NA)	 黎姿！            
(4星)	 刚看的时候真是每集都扣人心弦，不过太长了，导致最后也没看完～～            
(4星)	 太长了点。不过其实没有风评的那么差。仔细回味一下，还是不错的            
(3星)	 演员选的很好，只是编剧脑残了点。把一部明明可以做的很好的剧搞得很狗血            
(4星)	 高长胜很男人啊 看上去很不好相处啊 但是其实是个可以托付的男人 还没看完 再看呢             
(NA)	 本人看过的史上最长港剧。。。            
(3星)	 分俩批看的，第一次觉得无聊透，第二次看电视竟然觉得有那么点意思。这恐怕是我这种无聊至极的电视儿童的悲哀吧。。            
(4星)	 TVB的长剧还是逃不开宿命：铺得很开，收得潦草啊~喜欢TC~            
(4星)	 80集...追到我气都要断了...后期.没有多大新鲜感.不过.一直期待的是林保怡和邵美琪的结局.不知道为什么.看到他们俩.心里很是痛苦...            
(5星)	 MELISSA~            
(4星)	 想看这部电视剧已经很久了，但是我一直没有时间去看，也缺乏那种勇气。因为我知道，在里面的黎姿已经不再是以往的她了，我喜欢的敏敏可能就要消失掉，那样为了家人而做出一切的玉莹小主也陨灭...            
(5星)	 在利益面前人太渺小            
(1星)	 好次的剧，没可能看完。            
(NA)	 黎姿好美喔。            
(5星)	 主题曲很好听，赞赞赞，剧情还是有点意思的，三姐妹的人性较量也刻画得很细腻，道具场景华丽得让人受不了，结局让人大失所望，长度一般人接受不了，但是我却很喜欢，可以一直看不用担心会转瞬即逝            
(NA)	 冲着这个烂结局 建议大家不要看            
(4星)	 总算看完了，少有的耐心，他们好累，我也好累，但是我明白了一点，除了家人，我还有上帝，他会让我远离是非、远离那些可怕的人或事，即便我不懂人情世故，他也会让我平安快乐的活下去。也是借着这部电视剧认识黎姿，还有剧中的上海籍演员，骄傲。不过最爱蔡少芬哈哈            
(4星)	 75集之后很感人            
(4星)	 现实中的人情世故无疑不表露在这部电影里，以一个经济发展为基础的城市中。以不同人物的角度去解析在利益和情感的冲突和压力。            
(4星)	 一般不看TVB，但是看了几集《珠光宝气》觉得还行，还算可以看看。            
(3星)	 张太和陈豪....            
(2星)	 打发时间 ＋ 粤语学习            
(NA)	 因为林保怡看滴！！！！！！！！！！！！！！大爱他~~~~~~~~~            
(NA)	 虎头蛇尾的港剧，冲着那些人去看的，看得后来兴致都没了，好像每个人做每件事都是怀着很强的心机一样..            
(NA)	 太长了~~看的很辛苦            
(3星)	 编剧脑子进水。            
(NA)	 看多了就串了。。。            
(5星)	 用了2个多月，终于看完了，好看            
(4星)	 还是前面精彩.            
(NA)	 开始看的时候兴致勃勃，后来实在坚持不住就直接奔大结局了，最后主角终于觉得累了            
(4星)	 有经典的台词作支持            
(4星)	 看三姐妹如何耍尽心机，斡旋在金钱，男人，家庭和权势中，实在很过瘾；只是因此牺牲的亲情友情爱情却会让人心里瑟瑟发凉；末了，想想还是知足常乐的好。觉得Melisa演的很有架势，比金枝欲孽里要演的好。            
(3星)	 没看完，断断续续的，结果知道了。最近觉得TVB太老套了，引不起我兴趣了。            
(5星)	 好糾結的1部長劇啊~~~幹嘛非要拍80多集呢            
(NA)	 还没看完            
(NA)	 太长了，中间有的地方我都跳过去了，但是我居然在后面接上了，是我厉害呢，还是会未卜先知，唉            
(5星)	 挺少见的又长又好看的港剧，情节紧凑，表演出彩！只是不怎么喜欢关礼杰出演那个角色，也许是一直以来他的正派帅气的印象所致。编剧能力非凡，但是结局有些匆忙，一直认为还可以再写一部分，把三姐妹和好的内心细节再写出来，这样就更完美了。总之，是一部很棒电视剧！            
(4星)	 一直比较喜欢港片，虽然他们的外景不够亮丽，但剧情都安排的很合理。。即使有时候不够紧凑，也让人觉得舒服。。不像一些大陆片，就是在浪费时间。。。            
(3星)	 每个人都是变态的极致，而编剧，更是偏执狂            
(5星)	 好看是好看就是长了点            
(4星)	 终于看完了，真佩服TVB的编剧，把所有的人物都好好的折腾了一番。            
(NA)	 长，            
(2星)	 看到三十几集就看不下去了...            
(3星)	 后面太乱            
(4星)	 长的类是。。。没事消遣消遣~~            
(NA)	 一群老面孔            
(NA)	 又是和室友看的            
(3星)	 世态，做人。            
(4星)	 陈豪跟黎姿太纠结了= =            
(NA)	 很纠结的豪门故事            
(4星)	 到头来还是大姐大最幸福。深处物欲横流的人说自己容易迷失，可是，像我们这样的从来没有拿起过，如何学的会放下？            
(4星)	 豪華陣容，追的好辛苦...結局卻沒有想像中的好看            
(3星)	 没觉得有多好看，好像除了华丽的外表，什么都没有....            
(2星)	 冗长的可怕，奢侈的可以，无语的结局            
(4星)	 因为在青岛取景就看了。。。。然后无限快进。。。。然后巨讨厌老二这个女人！！最萌她爹妈~            
(NA)	 很有意义的一段陪伴·            
(NA)	   黎姿离开TVB的最后一部戏。一直很喜欢黎姿，她真的很漂亮，美丽的不敢让人接近。虽然这部戏很长，足足有82集，我还是花了N个多月看完了。  看完之后是长长吁气，好像心理面那沉重的包袱终于给放下了。人性给刻画的太真实的时候，我受不了。            
(4星)	 实在太长太拖沓            
(4星)	 讨厌2妹的“作”，喜欢3妹的“真”和大姐的“爽”～            
(1星)	 垃圾中的极品            
(NA)	 港剧            
(3星)	 嫁入豪门的三姐妹            
(3星)	 后段就是无休止的争吵…累……白筱柔这么有心机的人最后居然老年痴呆……            
(3星)	 那么多扭曲人物，加上虚假的老二，可惜陈豪了            
(4星)	 还是这个好看。音乐也比较好听            
(4星)	 俗。不过我喜欢。            
(5星)	 想当初超迷的，等更新等到花儿都谢了，各位女星的表现都很抢眼，只是岁月不饶人哪，邵美琪明显老了···            
(4星)	 勾心斗角片            
(3星)	 只会让我越来越厌恶商业- -。            
(2星)	 任何电视剧，都一口气憋不过80集叭            
(5星)	 豪门梦            
(NA)	 豪门恩怨深似海，终于明白这句话了。有钱人活的只会更累而已。            
(2星)	 看到最后，真想把编导们掐死。开头太高调，中间太拖沓，结尾太狗血，不要拿观众当白痴。要不是看在戚其义之前的片子，体谅名导也会出现失误的份上，只给1星            
(NA)	 后面越来越恐怖啊。。            
(3星)	 有点狗血。。            
(3星)	 越看越无奈 越看越不想看            
(3星)	 删掉四分之三吧            
(2星)	 太长 烂编剧            
(4星)	 80集未免太长，结局也太平淡。。。ANYWAY,现在TVB的大片是越来越让人失望liao...            
(4星)	 看得很带劲，但太拖沓了，以至于后劲不足            
(NA)	 很华丽啊            
(4星)	 喜感，喜感......            
(3星)	 悌住好累            
(5星)	 钻石花了，磨好它，看起来就好像没事一样。可是花一次，磨一次，再花一次，又磨一次，分数就会低了。这种损失永远都补不回来。钻石永远都不能还原像最初那样。 　　 但是我记性好，这颗钻石不管在哪个阶段，我都记得它的样子。我记得第一次的雅思，我看到她的时候她的样子，我还记得她第一次骗我的样            
(3星)	 曾经我一直追看，其实还是一般般            
(4星)	 就是太长了            
(2星)	 整天吵架，头疼            
(4星)	 终于是把它看完了            
(3星)	 演员很努力，剧情太长，磨尽耐心            
(NA)	 蔡少芬不错            
(3星)	 这片太拖了。于是，我看了一个开头结尾。深感，一个女人为了个男人，还真是什么都能放弃啊……P.S. 希望邵有个好结局吧，可叹美人迟暮。            
(NA)	 好长的电视剧。不过还是挺好看的。            
(4星)	 人生太真，果然是大结局假一点讨喜。            
(NA)	 大约看完了            
(3星)	 3姐妹，都不太喜欢              
(5星)	 陪伴着我在6902的日子。            
(4星)	 哎大结局还是挺煽情的            
(4星)	 最感慨的还是结局~~            
(4星)	 豪门深似海            
(4星)	 看了后二十集。前边的了解不多。感觉还可以。不过哦港剧都很快餐。场景很少，音乐很少，对人物的感情过度很少。其实就是几个人在那里对话。            
(2星)	 场面华丽，剧情无            
(3星)	 刻画不同风格的三姐妹 作为一个旁观者 有些感悟            
(4星)	 各怀鬼胎~~~             
(NA)	 居然拍了80几集，其实30集就可以演完太拖沓了            
(5星)	 太气派了..........都是实力派演员            
(4星)	 应该说，还是不错的吧···不过估计要不是我是一集一集慢慢追着看的，要我一下子看估计我很难看完···虽然吧，看到后面有点烦了，但把一电视拍成82集还能到这样应该算不错了吧···虽然很不喜欢里面的二妹，但是，偶怀念黎姿啊···唉，真是失去了才知道珍惜，黎姐姐，你能不能继续拍戏啊···            
(4星)	 第一次看这么长的剧，富豪类戏剧总是比较耐看。            
(3星)	 忘记我看过它了            
(NA)	 tvb老套的结局  好在演的还好  坚持把82集全部看完  感叹岁月在人身上留下的痕迹  终究都会老去 终究没有什么会永垂不朽  ···            
(5星)	 前20集是 一口气看下来的。。哇！！太好看，太有剧情了。后面就有些蛇尾咯            
(NA)	 看完鸟儿，想嫁个好人。不过每个人有每个人的命盘，要争取，不妥协。加油！            
(3星)	 还能再长点不            
(3星)	 现代版的成人童话            
(4星)	 看这样的演戏，才爽快！            
(4星)	 剧情曲折，篇幅较长            
(3星)	 编剧有点慌不择路，此外没想到岳华和亦舒的关系            
(3星)	 后面完全不知道在说什么,乱七八糟            
(4星)	 间断性的看完了。。原来人的变化是那么的无奈。。、这就是现实么            
(NA)	 一句话，这年头离了婚的女人照样是抢手货啊~~~黎姿很漂亮~~~            
(3星)	 就是太长，其他都很好，反而哦唱真实，就是黎姿实在是不争气。。。            
(3星)	 典型的烂尾            
(3星)	 类似于光速看完这剧，还真挺累人的，整个剧像在打太极，怪不得那么多集，真当是骗取当代好年轻的大好时光啊。            
(3星)	 故事很港，就是太长            
(4星)	 就算后来会有无数的沧海桑田，就算后来会有无尽的浮华变迁。可是却永远无法抹灭，彼此心底的火焰。它曾经真正的绽开过。他们最初的爱情盛宴。只是，它以最轻松直接的方式开始，走到中途，却以最沉重曲折的方式雪藏。            
(2星)	 前面还不错，越到后来胡扯。编剧脑子问题不小。二妹的戏码从始至终就是都徘徊在一个套路里 她傻了吧唧的被一个人骗，然被后另一个人告诉知真象，她再跑回去找人家理论，一脸正义使者的样子。一直看完82集就是想看看黎姿，蔡少芬，邵美琪这些已经老去的演员到底会演出怎样一个结局。            
(NA)	 上流社会啊上流社会！~喜欢陈豪            
(4星)	 过了这么久回想，其实没有看的时候感觉那么糟，只是人性太险恶，二妹太无知。            
(5星)	 不知道为什么有人说看了最后一集就觉得很没意思  我觉得可有意思了~            
(4星)	 太长~            
(4星)	 姐妹情。。            
(5星)	 在现实与梦想中寻找平衡的真实。            
(3星)	 女人嘛~就是看衣服和珠宝啦            
(4星)	 王喜胖了            
(2星)	 看得很窝火，完全是冲着蔡少芬才勉强看完的，黎姿会演戏吗？很怀疑，三姐妹一点都不团结，蔡少芬的结局也太凄惨了            
(5星)	 有内涵的电视剧。非常有意义，一定会名留港史的。            
(3星)	 讯讯吃薯条死了~            
(4星)	 粤语版的要人命啊            
(2星)	 前面还行。到两年后，突然大家都情感变强烈了，小妹歇斯底里，二妹一副艺术青年的样子也要玩手段，大姐丢掉理智为个男人都不知道自己在干嘛了……然后支离破碎……最后一切戛然而止，又回到一个完满结局= =！            
(5星)	 结尾仓促了点。。。前半部分很不错            
(NA)	 80集呀。。。一个暑假。            
(4星)	 后面的有些拖沓~~~总体来说还是不错的。。            
(5星)	 除了82集的剧长有点撑不起剧情            
(4星)	 喜欢岳华~~            
(3星)	 很难相信那么长我竟然看得下来。。。给三颗星完全是看幸苦分的～该剧有点像老太的裹脚布            
(5星)	 创世纪女人版            
(4星)	 嫁入豪门......            
(3星)	 it&#39;s 冗长 太冗长了            
(5星)	 豪华的TVB演员阵容，紧凑的剧情节奏，庞大而错综复杂的情节构架，亲情商战都让人动容，很喜欢！非常喜欢！            
(4星)	 从小就很喜欢看港剧。港剧不像台湾剧那么偶像，不像大陆剧那么主旋律。珠光宝气，姐妹情谊中赤裸裸的现实……            
(3星)	 有点长气 没看完            
(4星)	 一直都是断断续续的看着。。有机会要看全。嘿嘿            
(3星)	 20集加长到80集            
(5星)	 我好懷念這些糾結的劇情            
(3星)	 木有一个正常人...            
(3星)	 追到看到最后  是那样！            
(3星)	 号称TVB年度具资制作的大戏，出来后倒让人有点失望。二妹的角色让我有点雷倒，还好有雅思这个真实些的角色让我强撑看下去，她与贺锋那一段是我最喜欢的。她的努力她的手段实在太值得我们学习了！！            
(4星)	 要有耐心啊            
(5星)	 不错            
(3星)	 男人 女人 钱 亲情  都是一场闹剧。            
(3星)	 太长了，看起来感觉有点怪怪的。            
(5星)	 总体来讲，虽然经历很多各种各样的事情，最后的结局还算好            
(3星)	 09年度最佳冗长家庭伦理杯洗具   看得我是内牛满面~~            
(3星)	 虎头蛇尾            
(4星)	 得,,这部剧里我最喜欢的是孙老板...            
(3星)	 其实不太好,不真实不委婉不点点点...            
(NA)	 真是珠光宝气啊~~~~~~            
(4星)	 陈豪帅~~~这个剧我不是很喜欢~~因为讨厌她们的妈妈            
(3星)	 想学粤语看的。。            
(2星)	 耐着性质看的。。不怎么样。。太拖拉            
(4星)	 什么都好 就是太长了显得比较没劲            
(3星)	 喜欢里面的音乐             
(NA)	 好看，但还是觉得差点什么。和创世纪等等没有可比性            
(NA)	 看到40多集，就看不下去了。            
(4星)	 不错了            
(3星)	 算是TVB里勉强可以忍受的啊！            
(3星)	 看看有钱人的奢侈生活            
(NA)	 前半部不错，后半部不咋地~            
(NA)	 有点费脑力。            
(5星)	 奢华极至,力荐            
(2星)	 小白兔，你为什么要这么小白兔！！特仑苏，你为什么要这么特仑苏！！！            
(3星)	 前半部分挺好看，后面有点歪。。 黎姿息影作            
(NA)	 啧啧 纠结了很久 总算还是看完了。            
(NA)	 这个结尾 故事过了点 。。。。            
(5星)	 看的最完整的TVB电视剧～偶尔有些墨迹，但是整体感觉还可以            
(5星)	 老经典了，三姐妹之间的战争非常的真实。            
(4星)	 发现生活 审视自我 好好生活            
(3星)	 斗来斗去的！            
(3星)	 太长了。结局很惨啊。            
(4星)	 这个演的好            
(NA)	 高处不胜寒            
(4星)	 港剧所有的桥段都集合在这里了~~~编剧真是挨个都整过来了！最后看的头疼            
(1星)	 看过的最烂的一部tvb剧。            
