http://movie.douban.com/subject/2997325/	我的团长我的团
(NA)	 一段蒙尘的历史，一段硝烟的铭刻，一群流亡兵们的抵抗和挣扎，灵魂的救赎            
(5星)	 有些人说的，这片子的缺点，比如装深沉、拖沓，恰恰是我喜欢这片子的原因。            
(5星)	 只有一个标签。 唯一的、            
(5星)	 爱,好!仰望星空            
(5星)	 一段你需要去了解，去记住，并且是记住一辈子的历史！            
(3星)	 中间有一段挺感人的！            
(4星)	 略显拖沓...            
(3星)	 真的只能是还行了，比书差太远。  人物都很可爱，不辣，迷龙  龙文章，烦啦，兽医，很可爱。            
(4星)	 太长了            
(NA)	   这个片子 给了我不小的感动以及感触  ....            
(5星)	None
(5星)	 与众不同，很是不错            
(5星)	 很少有国产电视剧这么认真了、            
(4星)	 要西。            
(3星)	 旁白多的我想劈了孟烦了            
(5星)	 得为阿译吆喝吆喝，用阿译的腔调哼唱“蝴蝶儿飞去，心亦不在”浅笑后，悠悠的哀伤             
(4星)	 没有结局的结局            
(5星)	 一群兵痞与精锐的较量，一部中国远征军的血泪史，一次沉重的心灵洗礼。无论是精锐，还是炮灰，每个人心中都坚守着自己的底线与梦想，谁都不能亵渎。            
(5星)	 看不懂的人们，是无知还是活的太安逸！            
(5星)	 这是我看过的最好看的国产电视剧。            
(5星)	 一段不为人知，却又感人肺腑的滇缅军旅生活。            
(NA)	 喜了个欢。            
(4星)	 牛逼死了 百看不厌…王八盖子滴…~~            
(5星)	 这是我看过最牛逼的 电视剧 ！！！！第二遍看 更觉得牛逼了             
(5星)	 团群：147933897   欢迎热爱此剧的影视发烧友加入~~            
(5星)	 千古文人的流氓梦以及千古流氓的文人梦总是很有市场。我非常喜欢的电视剧之一，每次看这个片子都能想起过去的团队和兄弟们，大伙一起奋斗，一起打拼的日子非常幸福。从三个人到三个组……            
(5星)	 这是我最爱看的一部抗战戏，这也是第一次正面描述了国民党在抗日中的作用。我最爱的一部电视剧，我爱龙文章这个男人            
(4星)	None
(5星)	 此剧，此生之大幸，亦大悲            
(4星)	 其实还不错的            
(NA)	 爷们的体现            
(NA)	 一群 真男人的戏 一群小人物的内心独白 非常有深度的电视剧            
(5星)	 为了这部剧还去了腾冲            
(NA)	 二分之一            
(5星)	 难得的好            
(5星)	 一本让我这个男生哭了好几次的书，强烈推荐～            
(4星)	 你要让我来啊，那个犊子不愿意来呀~~~~就记住这个了。好吧。我庸俗。            
(NA)	 同样是需要带着思考看完的戏。这部戏绝不是只是战争戏和感情戏，我们还没有习惯于真正去欣赏想这样有思想深度的影视作品，就连我自己都是看到第四遍才开始领会编剧兰晓龙的思想——反正，不论是否赞同他的思考，我们都应该尊重像这样的作品！因为这样的心血之作比高产的主流作品更可敬~！            
(5星)	 第一部让我痴迷的战争戏，像国军致敬！            
(3星)	 看了4集了。团长疯疯癫癫的，叙事手法也够现代的，不喜欢。算了。先把这个题材拍成主旋律吧。。。年纪大的也不一定知道的历史阿            
(5星)	 乱世里一个温暖的故事。            
(3星)	 剧情实在是太拖沓了            
(4星)	 期待甚高，竟没看完。挺好，不多评论            
(5星)	 自从龙文章出现后，每次看都乐坏我了，，而且颇有点不舍得把它全部看完的感觉，，实在太爱了，，台词和演员的演技实在没得挑剔！！            
(4星)	 一个疯子，一群乌合之众，真实，深刻            
(5星)	 我就像第一集那老少爷们从孟烦了胳膊底下抽出的粉条一样零落了~            
(5星)	 回家~            
(2星)	 典型的虎头蛇尾            
(5星)	 我心里的五星神作            
(5星)	 看过最好看最震撼的一部电视剧            
(5星)	 可以算是国内最有思想性的战争题材片，道具也很下了功夫，虽然也还是有不少BUG。            
(5星)	 兰晓龙三部曲之一！同样是经典！有深度！            
(4星)	 看人和台词            
(5星)	 看过的最让我热泪盈眶激发满腔爱国热血情怀的作品，最喜欢湖南兵不辣，还有那个永远疯癫的死啦死啦。            
(4星)	 我的袍泽弟兄们            
(5星)	 看完后，好久都不踏实，因为没的看了。            
(5星)	 徒有精神难以支撑起这个世界            
(5星)	 再找一个和它相提并论的国产剧？我一迷茫就看团长...2年看了6遍了            
(NA)	 再看在看怎么这么好看咧            
(5星)	 多少次强忍着泪水            
(4星)	 大学我认为看过的内地最好的一部电视连续剧之一 最后结局稍微差了点            
(4星)	 有点拖沓~~~            
(5星)	 没有拍完很遗憾            
(5星)	 我想给每一个看到我的分享的人推荐这部电视剧，这是一部热血沸腾的男人戏，它幽默，它悲壮，它激昂，它把我的久埋的血性激发了出来。            
(4星)	 拍的糙了些 但是比现今的国产电视剧强的不是一星半点 这不是其他的问题主要是剧本好 明白了么 那些国产电视剧的导演么 牛逼的剧本嘴重要 其他的的都是加分项            
(NA)	 迷龙迷龙~            
(5星)	 作者的诚意，作者的思考，足够对得起五颗星。            
(4星)	 相对于电视剧的结局我更喜欢小说的结局，电视剧太追求圆满，小说中那惨烈的结尾才是真正的历史，真正的战争            
(5星)	 很有血性，个性。音乐也很棒。编剧NB，导演、布景和摄影太弱，演员选配上有问题。没有“士兵突击”的土气。一部难以超越的经典            
(NA)	 2年前            
(3星)	 看到最后每太懂，完全是冲着士兵突击的班子去看的            
(5星)	 各大电视台放的时候没看，现在自己找了看。太伤心了，看不下去了。拍得很好。            
(3星)	 语言幽默，很喜欢            
(5星)	 中间演练那段太拖沓，结尾太略。一句豆友的评论&#34;真的不完美，但是我真的觉得它值5个星。&#34;            
(5星)	 人是有信念的精灵            
(3星)	 越来越装的兰晓龙。            
(5星)	 看过一遍就不忍心再看一遍，只能在心里一句一句的回忆            
(5星)	 我操，看哭了N多次，这是一部只有一个女人的男人电影。纯爷们！            
(5星)	 正在看第三遍！！！            
(5星)	 死啦死啦这个人，复杂，重情，够味            
(NA)	 我最喜欢的是虞啸卿啊，但是不是很满。龙文章就很满了，可却并不绝爱。            
(5星)	 爱死~~~~~震撼心灵            
(5星)	 书比电视剧好看，但是电视剧能拍成这样已属不易。鼓励张译演的很好，小兵痞的习性都演的很到位，老段那是不用说了，整就是一个妖孽。            
(5星)	 五星中的五星            
(5星)	 不只是一部战争片            
(5星)	 至爱。太喜欢以至于只想看本片的差评……            
(5星)	 中国拍的最牛逼的反战剧            
(5星)	 对战争的另类解读，一颗不怎么好消化的怪味豆            
(5星)	 我错了这部好剧两年多的时间。            
(5星)	 最大的快乐和幽默讲述最大的无奈和悲伤            
(4星)	 大概快2年之前看的，因为才看完《中国远征军》的缘故，才想起来把他标注起            
(5星)	 我也想给6星~            
(4星)	 结局很团圆啊。。。。            
(5星)	 我想给10颗星，士兵突击之后，我爱的第二部电视剧。注意，是唯二中的第二部。            
(5星)	 其实，这不是战争主旋律电视剧            
(3星)	 凑合吧            
(5星)	 一部很有内涵的电视。            
(5星)	 自我感觉这部片子是近些年大陆最好的一步，说是一个大陆影视水准的实实在在的突破也不为过。剧情虽是虚构，但所呈现的历史环境却是相当的地道（这种感觉之前还真没见过，即使是《亮剑》）。其他的就不多说了，其中孟烦了的独白很正点，各地的方言很正点，迷龙的女人暴追团长时的那份气韵更是难得。            
(4星)	 境界高，但拍摄手法不合时宜。            
(NA)	 肿魔以前没有加？？？            
(4星)	 1. 片子基调比《士兵突击》高：活下去，命金贵。2. 段奕宏在片子里太神经太娘了。张译挺好，油滑水嘴但是聪明坚韧不装腔作势。（腐点：段奕宏是邢栋佳的受，张译是段的受）。 3. 凤凰卫视的《中国远征军》看得我几度落泪，此片看得“基情”澎湃            
(3星)	 通过战争放大一个民族。不得不说，电视剧根本没把原著的本质拍出来。建议去看原著。            
(NA)	 纯爷们都应该看看铁血汉子            
(4星)	 沉重的中国现实 烦得不行的孟烦了             
(2星)	 不是我喜欢的风格。            
(5星)	 看了不下10遍……真的。            
(4星)	 好吧 我受不了 ！            
(5星)	 看了两遍还想再看几遍的戏子，就如剧中那各个鲜明的地方人在一起生活情感流露的地方戏，听了想笑也想哭，不看两军对峙，只见每个倒下的人和想象背后的故事，每一个戏，都是戏子们用心演的            
(4星)	 虽然中间有点冗长，结尾的绝望和不平还是值得再品一次            
(5星)	 如果我的电脑里只能存一部片，我会选这部。            
(4星)	 感人但还是有笑点的。            
(5星)	 明明团长比士兵有看头啊            
(4星)	 喜欢这部剧的和不喜欢这部剧的原因都在于它很像一幕幕话剧的拼接。《团长》应该是249的抗战三部曲中最任性的一部。剪辑可以采取倒叙插叙，但是不能错乱。很多镜头都没有处理干净，43集的剪辑太仓促了，浪费了那么好的演员道具化妆更重要的是剧本。康导是怎么了？            
(4星)	 有你们，足矣。。。            
(5星)	 第四遍            
(2星)	 盛名之下，其实难副。。。            
(5星)	 带我们回到比想象中还支离破碎的山河，满腔热血一山衷肠，这是一群凋零败落的散兵，却却也在落拓人生里有了不该有的梦想。别人当他们是炮灰，可他们还当自己是兵。            
(5星)	 史诗般的宏大，电影般不计成本，挖掘到人性的最深处的丰饶。            
(5星)	 看这片子需要智商外加政治头脑 当然这是男人的片子            
(NA)	 其实只看过小说 但是好久每看过这么爽的故事了 笑到不行又哭到不行。看多少遍都能挖掘出新东西 那些骨灰级粉丝们的研究成果我太佩服了。兰晓龙强的。            
(5星)	 这几年看过的最好的电视剧。            
(5星)	 碧血千秋！            
(5星)	 这是我看过的最好的抗日题材的电视，感觉本片写的主要是基于抗日背景下的死亡，而非基于死亡背景下的抗日，对死亡的细腻柔软的体验和撕裂般的展现是其最吸引人的地方，另外就是幽默，本片其实是很催泪的，但是观众含泪未落之时，他们就用独到的幽默感自嘲似的滑稽感让人不禁自笑            
(4星)	None
(4星)	 段奕宏 喜欢喜欢喜欢             
(5星)	 前两年电视台刚播放时，看了几集看不去下了。前些天找来片子，用电脑看，一个人，完成沉浸其中了。好剧要像书一样去读。仍旧是大背景下小人物的生存描写，为了活下去，以及不甘无所作为的男儿情怀——不管人有多烂。            
(5星)	 电视剧还是跟小说有一点差别的不知道是客观原因还是“客观”原因            
(5星)	 在中国的电视剧里算是一流的了，没有傻逼的主旋律，不说各个主角们的到位了仅仅一个片段当中对赤色分子的表达就十分到位，盲目，冲动，理想，高尚。就是结尾多少有些局促，一个为了打仗什么都抛下的人，这个虞啸卿，就能眼看着大好时机逝去，忍心让肝胆弟兄们等死？当然剧情把它放在了一个大难题面前            
(5星)	 看了N次都依然吸引力十足，上个月又从头到尾看一遍，依然很感触，这是至此为止我评价最高的一部电视剧，顶礼膜拜啊。。。眼泪基本都会哽咽在喉咙里，导演把炮灰诠释的有血有肉，让人对战争不胜唏嘘。。            
(4星)	 和大哥都买重起来的碟            
(5星)	 仗打到这个份上，每个中国军人都应该自杀！龙团座在军事法庭上说的话振聋发聩            
(5星)	 纯爷们的战争。            
(NA)	 看书感觉更好一些，当然影片也不错            
(5星)	 终于看完了，睡觉去。。。            
(4星)	 川军团            
(5星)	 谨以炮灰们            
(5星)	 目前看到的最好的战争连续剧。 唐基，嗯，其实是好人。            
(5星)	 北平人孟烦了、军医郝兽医、湖南兵不辣、东北佬迷龙、豆饼、要麻、蛇屁股、康丫……他们互相厌憎又相依为命，不饿死不病死成为他们每天生存的最高目标。但最给力的还是龙文章。。。很喜欢看段奕宏，演的真好。            
(5星)	 我还能说什么，尽管台词罗嗦，尽管不得已中间穿插了某党游击队的戏份，但，这依然是一座里程碑，向所有远征军将士致敬！            
(5星)	 麦师傅：谁说我不懂中国话。。。死得太像个耶稣基督了            
(NA)	 很爷们            
(1星)	 拖沓，43集！当你看过10集的《兄弟连》，百多分钟的《拯救大兵瑞恩》后，很难不觉得我们又一次被国产片忽悠。炒得有多火，心里就有多窝火。            
(5星)	 我们无法生活在真相里，连生活在镜像里都成了奢望！兰编剧，您能再酷点吗？？？！！！膜拜！            
(4星)	 热血范儿            
(NA)	 与其说这是一本战争书，还不如说的一本，人性的书，只有啥也不信，连“不信”都不信的，最后才能活下来            
(5星)	 太好看了，目前看过的中国最好的电视剧了，真实，感人            
(NA)	 生硬，装蒜            
(4星)	 书要比电视好看。我觉的电视略显松垮，拖得太长。            
(3星)	 没看完,还差这么几集.还是不能跟士兵突击比啊.太多....狂想了?            
(5星)	 张国强：拉出去毙了            
(5星)	 看完了，仿佛死过了一次让我们记住，记一辈子            
(3星)	 再访和顺！            
(4星)	 抗日 正面战场             
(5星)	 与其说是电视剧我认为更像多集电影，用一天时间全部看完了，心揪着疼，剧里没有歌颂，没有口号，没有大无畏精神，却让我看到活生生的人性，那一群人不该被我们遗忘，记住真实的历史吧            
(4星)	 我喜欢上了段奕宏……我就喜欢阴阳怪气的！！！            
(5星)	 【无法超越】中国影视上没有之一的丰碑            
(5星)	 太喜欢这部了``不知道为什么电视台就不播了`又触动哪个部门的哪个NC神经了??我就呸了!!!!!            
(5星)	 两年前看过最叩问灵魂的电视剧，终于能去腾冲看看了，迟到的推荐            
(3星)	 看过《士兵突击》的，再看到那些人真亲切            
(NA)	 当时还特意每天准时收看            
(5星)	 太牛逼了            
(5星)	 非常非常好看，所有人物都有血有肉，不YY而真实。龙文章是真爷们+纯妖孽。节奏有些慢，不过瑕不掩瑜。拉上走不动的，赶上不要脸先走的。对革命先烈这四个字，有了尤为深刻的体会。            
(4星)	 春节期间和我娘通宵看完的咯。            
(5星)	 当一群人拿他们的生命跟你找乐时，不知你是不是还笑得出来，看完这片再看时下那些所谓的言情肥皂剧，爱得要死要活的，真假！这种破事也值得拍成一部电视剧？真是浪费时间！            
(5星)	 那些歇斯底里的喊叫、幽默的台词和火花迸溅的画面仍然不时的闯进脑子里。演员没有演，只因太过自然，连群众演员也死的真实。妖孽疯癫又悲壮的龙文章、嘴上阴损内心火热的孟烦了、勇猛可爱的迷龙、窝囊而屈服于官僚的虞啸卿、忠诚有傲骨的张立宪、真正的好人却因伤心而死的郝兽医，我怎么就忘不了你们呢            
(5星)	 看完《团长》书，倒回去看书版《亮剑》。。。发现李云龙和团长最终一样是饮弹自尽的。。。唏嘘不已啊。。。            
(5星)	 我最爱的一部战争戏，我甚至觉得它不是一部关于战争的戏，而是一部哲学。            
(5星)	 无法自拔            
(3星)	 前面还行，写国军，所以比较特别，军歌很感人            
(4星)	 缺点明显，亮点更明显            
(NA)	 师长好帅            
(5星)	 国产兄弟连 太牛逼了 太深刻了            
(3星)	 当初我是疯狂的追剧，各大卫视抢着播放，但并没有我预期的那样精彩。            
(5星)	 兰小龙是个好编剧。            
(3星)	 主题应该挺深刻的，不过我没撑到看出主题来就懒得坚持看下去，于是把下载好的全集删掉了。            
(1星)	 我是我看过的最垃圾的东西。我不知编剧要我们从这场战争中学到什么。总之一句话：你认为你足够聪明的话就别测验自己的智力，如果你认为自己不那么聪明，别妄想他会让你学的聪明！垃圾垃圾            
(NA)	 动人心弦            
(5星)	 每次看都很震撼！！！            
(5星)	 岂曰无衣，与子同袍。            
(5星)	 09年看的，这是至今为止我最喜欢的一部国产电视剧            
(5星)	 有趣！！！            
(3星)	 惨            
(5星)	 最爱的国产电视剧。黑乎乎的一个片子，四十几集看下来，眼珠有点受伤。都说太假，可是，你见过真的么。            
(4星)	 国产电视剧中的精品            
(5星)	 非常感动。除了六十年后那段让我微囧。。            
(5星)	 大陆难得的精品战争电视剧            
(4星)	 表面上是个战争片，其实讲得的是成长，有些矫情，不过已经很好了，很多细节，很感动            
(NA)	 经典            
(4星)	 很特别一部片，情节、形象、故事，国产片里的另类，不错，只是现在为马流行描述那些神经质的人，越神经越被爱            
(5星)	  为什么不喜欢！！            
(NA)	 团长=队长？脑补+YY。。。            
(5星)	 是我最喜欢的一部电视剧，很耐看，在戏里能得到很多东西，具体的，还要看自己的体会了            
(4星)	 说实话，觉得有点神经。。            
(5星)	 冲着段奕宏，给满分            
(5星)	 五年之内很难有一部战争剧在思想性上超过团剧了，诚然它不完美，但我爱它。            
(3星)	 致命伤~~中部过于冗长~~后面不够充实及犀利~~~ 其他无可挑剔            
(5星)	 伴着窗外鞭炮声看完的，感觉整体节奏有点慢，看着着急。。有句话让我印象很深，死都不怕，就怕不安逸。我一直弄不清那时的人们为什么会是这种人生态度。            
(4星)	 最后的战友情节  感人啊             
(5星)	 看了两遍，国产电视剧中的精品，里面的烦啦像一面镜子折射出自己的种种缺点，自己的内心也应此而悸动。            
(5星)	 思想高度！绝对国产电视剧的顶峰！            
(5星)	 看了兰小龙的书再看电视剧体会更深。还应该再看看邓贤的流浪金三角。            
(4星)	 我的团长龙文章，我的团北平人孟烦了、军医郝兽医、湖南兵不辣、东北佬迷龙、豆饼、要麻、蛇屁股、康丫……            
(5星)	 不可多得，出类拔萃，鹤立鸡群的作品，少见的有细节的作品            
(5星)	 我想说我现在的状态看完这样一部电视，有些事情真的变得一点也不重要了，拍的真的很好很好，是我看过至今最有深度的一部国产剧，没有之一——岂曰无衣 与子同袍            
(4星)	 我只是想让事情变成本来的样子。可事物本来的样子又是什么呢？            
(NA)	 炮灰，不是真正的炮灰，是一群地道的男人            
(NA)	 真实~            
(5星)	 爷儿们们给力            
(5星)	 顶级            
(5星)	 君不见汉中离            
(5星)	 这娃越来越像唐基了，这是龙文章最后形容虞啸卿的话。  虞啸卿最后出现的画面，说我的师打没人了。            
(5星)	 花非花 镜非镜~~~~~   孟烦了大爱~            
(5星)	 虽然拖沓，但是依然热爱。在绝境中仍然坚守希望，与士兵突击真是一脉相承。            
(5星)	 文艺的战争片            
(4星)	 因为《团长》，知道在中国的某个地方，有那么一群人http://news.ifeng.com/history/special/zhongguoyuanzhengjun/            
(NA)	 各种喜欢张国强。。。。            
(3星)	 太贫了。。。            
(4星)	 曾经看得没日没夜。            
(5星)	 很久之前看的了，想再看一遍！            
(NA)	 一个人的孤独既是那么悲壮又是那么茫然            
(4星)	 段奕宏 认住你了~            
(3星)	 离最初的期望值还不够，比起士兵突击，内容感觉很散。不过依然对当初御敌于国门之外的中国远征军致敬！            
(5星)	 川军团...            
(NA)	 中国人死于“漫不经心，听天由命”            
(NA)	 你会明白 什么叫一将功成万骨枯  我们脚下深埋的 每一具白骨  我们都应当铭记   而最好的铭记方式 就是   热爱这和平            
(NA)	 不祭山河祭深渊            
(5星)	 正在看的一部剧。对于康导和249相见恨晚的感觉呀，把士兵、团长一个一个看~            
(4星)	 我们伊犁小伙儿~~            
(5星)	 没得说了            
(5星)	 回过看，岂止是崇敬和悲伤，冲击力远大过士兵突击            
(5星)	 看过的最好的战争片            
(NA)	 看完了感觉却很模糊            
(5星)	 一部我在迷茫中反复看的电影，选择怎样做人、怎样领导、怎样相处、坚持怎样的准则。。。            
(NA)	 每个人都是一部戏。            
(4星)	 段奕宏真是短兵相接的天才~南天门最后还是打下来了~觉得豆饼啥的都演得不错~基本都是士兵突击里的人给弄出来的~那个张立宪挺男人的~特别是和迷龙打的时候~用刀的样子真牛~            
(NA)	 不愧是入缅战争的神作。            
(5星)	 欸呀，前几集还在士兵突击里穿越，后面就慢慢掉进故事里了，念念叨叨的烦啦，咋咋呼呼的死啦死啦，正正经经的虞啸卿，三个最爱的主，这部戏比较长，偶看了三天，论文也撇一边了，关于生死道义，道不明理还乱，有些事情看似毫无意义，可是没有去做，又心慌憋屈，那就义无反顾的去做吧，死又何惧，何惜            
(5星)	 现实中太多的浮躁，这种能触及灵魂深处的片子太少了，快餐代替了思考，“盛世”代替了反思。            
(4星)	 说话要像叔叔这样口齿伶俐。            
(5星)	 喜欢。不喜欢战争片也喜欢这个战争片。            
(5星)	 好！            
(5星)	 可恶，为什么不拍书上的结局            
(5星)	 战争片无出其右            
(5星)	 难得的体验，以后再也不会有了            
(5星)	 当死亡成为一件稀松平常的事 就不再畏惧 乐观勇敢 死啦死啦说了半个小时的地名 他说每个名字都是一方水土一方人 但是现在都没有了             
(5星)	 一样是男人的电视剧~            
(4星)	 新概念军事片儿            
(5星)	 经典 人性的深刻剖析 段亦恒的精彩演绎            
(5星)	 大爱团长，经典            
(5星)	 呀呀~大陆剧少的我爱的！            
(2星)	 这是一部没有任何一句台词就是它本来的那个意思的电视剧，所以多少看着有点累。但更让人累的是，它把一个原本就有了答案的问题以一种特别凝重，特别认真，特别特别的方式反复提问。让我张口结舌失去了想去回答的意愿。我想他未必不明白，但话说回来，如此自寻烦恼又何必。            
(5星)	 其实我也觉得这里面的虞啸卿，死啦死啦，烦啦各有基情。。。。            
(5星)	 痛。            
(5星)	 国内电视剧为数不多看了两遍的            
(5星)	 个人认为，国内拍摄的最好的战争片，非常好            
(5星)	 军旅啊啊！TwwwT            
(5星)	 习惯了安逸就没有了个想头，我们对什么都没有兴趣，除了钱和女人。大部分人都很从里面看到自己的影子            
(5星)	 肯定小日本的坚韧。窝汽油桶不是我们的专利，吃苦耐劳也不是。但我们啃下来了！我们的不屈，那些付出的鲜血和生命。谢谢！谢谢！松山（南天门），从此烙上了心结…            
(4星)	 我最喜欢的电视剧，看了两遍额...            
(5星)	 中国电视剧战争片的抗鼎之作。搞日，反思。炮灰团。            
(5星)	 目前国产最好的电视剧 没有之一            
(5星)	 也许那才是战争            
(5星)	 249个大妖孽！一帮子妖孽~            
(5星)	 快看完了，片子真的不错，虽然个个看起来都像野人            
(NA)	 话说。。。我只看出了龙文章的总受……            
(4星)	 因为士兵突击追随。我曾在高考临近的时候 每天半夜看最新两集，直到看完。喜欢里面的方言，喜欢里面戏剧性的人物，更喜欢他们每一句都深刻的对白。            
(5星)	 每个人的表演，每个人的台词都值得回味~~~            
(5星)	 看过一遍，还想再看一遍，然后还想再看一遍，然后还是会想再看一遍，如果有时间，我也愿意连续看，看几遍！！！伴着眼泪，伴着我的笑声，我愿意与他们一同躺在那片炮火里。            
(4星)	 挺不错，人性部分刻画细致，显软战争场面唐突，结尾寒暄，原著应该不是这样，果真！            
(NA)	 纯爷们儿的片子            
(5星)	 开始时几乎看不下去，看到中间时欲罢不能，结局扣人心弦。            
(5星)	 岂曰无衣,与子同袍.            
(5星)	 很难看懂的。            
(5星)	 就冲远征军这三个字就给了5星            
(5星)	 我认为这部电影不是一遍就能看懂的  很好很好~            
(5星)	 段奕宏！爱你和你的炮灰团！！！=3333=            
(4星)	 有些人有些事。。            
(5星)	 勇敢的战斗吧，哪怕仅有一次胜利            
(5星)	 终于不是歌颂共产党的片了            
(5星)	 感觉这部戏不止是在讲战争            
(3星)	 片是部好片，但是中间有几集我觉得太冗长，没有必要这么拖着的            
(5星)	 真实            
(4星)	 死啦死啦团长。            
(5星)	 经典的没话说！一群痞子的话让人汗颜！            
(5星)	 一寸山河一寸血            
(5星)	 永远的我的团长我的团，我的死啦死啦，化骨入髓混为血液影射着生命一辈子吧。            
(4星)	 实在没耐心看完，一顿顿的打战。。段奕宏那个帅啊~国强哥那个吊啊~            
(5星)	 喜欢这帮汉子演的戏。            
(4星)	 宝强的秀。            
(5星)	 作为一个鄙视看电视剧的闷骚男人，唯一完整看全的电视剧，很man很nice            
(4星)	 张国强挺可爱的            
(NA)	 真实的时代心态，深刻的人物内心，小人物的快乐，基本的感动            
(NA)	 一部给成年人看的童话，岂曰无衣，与子同袍            
(5星)	 恨死了，竟然看的这么晚；我擦，竟然有人说段奕宏模仿captain jack？拜托，老段演正常人的时候可没那么逊！            
(5星)	 目前还没回过神儿来，后劲儿太大了            
(5星)	 249的电视就是杠杠的            
(5星)	 好            
(5星)	 精品 看得我想哭。            
(5星)	 男人 真正的男人            
(5星)	 还算比较忠于小说。            
(2星)	 表演都太夸张了吧...            
(5星)	 如此真实 如此有趣            
(3星)	 想写个妖孽，但。。。。杯具了！            
(5星)	 看第一遍懵懵懂懂，看第二遍终于撕心裂肺            
(5星)	 喜欢段奕宏，喜欢张国强。            
(4星)	 一个伟大的理想主义者并不是不懂得狡黠和欺诈的人            
(5星)	 历史。            
(3星)	 我觉得这部戏最大的意义是让我开始关注那段历史。            
(5星)	 国产基片            
(5星)	 good            
(NA)	 团长太疯了            
(5星)	 头一眼看时已是第十几集，因为压根就不打算看，怎奈&#34;超能&#34;的阵阵笑声让人实在好奇。那个昏天黑地的年代，背着国恨家仇的男人们一边拖拽不囫囵的肢体，一边扯着嗓子喊冲啊，就真个冲上去，然后画面在炮火硝烟与墓碑鲜花间切换，一想到这些我满脑子的灰头土脸、淤血纱布，太难过。只是这一次确有不同。            
(5星)	 只是不理解某些团迷的傻逼逻辑，某个谍战片广受喜爱然后得奖就黑暗内幕了，就你妈逼跟人家势不两立了，当年格莫拉没得奖我他妈还不能喜欢与巴什共舞和入殓师了吗            
(5星)	 每个中国人都应该了解的历史            
(NA)	 看看内评语，我都内牛了。。。            
(5星)	 只有有思想的人才读得懂它。比士兵突击更加主题深沉。。            
(NA)	 我们想胜利！！！            
(NA)	 很棒的戏            
(NA)	 有女人吗？哪里呀，没看见。这就是部群X            
(5星)	 这是一部男人的戏，这是一群炮灰的戏，如果不了解那个年代，我和你说了，你也不会明白。            
(5星)	 这个故事的原版就在我的家乡发生！那段岁月造就了乱世英雄！可是他也是那么的平凡！            
(NA)	 其实没看完= =            
(5星)	 其实我蛮喜欢这种有点莫名其妙的叙述风格···            
(5星)	 不知道说什么了，反正看过几遍了。            
(5星)	 将那个被中国人民遗忘的战争用看似诙谐得表现出来，静下心来会让我佩服编剧，导演的魄力！让我们看到了一个较为真实的战争            
(4星)	 电视剧要能原现小说，可以给五分。特效很好。            
(4星)	 深陷老段的魅力中。。            
(5星)	 虽然 而且 加上 再说 更何况 不过咦哎哎哎手为什么不听使唤自动摁了五星            
(4星)	 坚决反战            
(4星)	 属于非主流。没有盲目的进攻，没有盲目的牺牲，却有着真实的人性。            
(5星)	 我爱那个妖孽的团长大人。生活在他嘴里变得不那么难过了            
(4星)	 还算不错的作品，结尾太唐突            
(5星)	 这不仅仅是一部战争片，而更像一部文艺片。我看到的不是惨烈的战争场面，而是对自己灵魂的洗礼，它不断的敲击着我，让我开始脱离行尸走肉，去思考，去改变。感觉这部片子所要表达的东西实在太多太多了，看一遍两遍，真的是很难够完全理解。这种片子，看过之后，还能让人有所回味的，真是越来越少了            
(5星)	 这不是肥皂剧 这是一种理想            
(5星)	 张译的表演我很喜欢，但是我更喜欢书里面的团长，可惜电视剧终究没拍最后一段            
(2星)	 不好意思，完全看不进去            
(5星)	 想再看一遍~            
(5星)	 随便挑出一集就比《集结号》真实而动人。            
(4星)	 表示段奕宏真的好帅=。=            
(5星)	 节奏……            
(5星)	 我喜欢“死啦死啦”我喜欢“小太爷”我喜欢“迷龙”。对于某些，我有情节。            
(4星)	 给四星是因为遗憾没有看到不该和谐掉的结尾            
(NA)	 虽然没看全，但是那里的故事，让我很感动……很MAN……            
(4星)	 党花及其美好            
(5星)	 华语战争片，至此难超            
(5星)	 不是一般的震撼 尽管我觉得没有完全懂            
(NA)	 想去南天门            
(4星)	 把女人去掉就好了。。。哎。。。。            
(5星)	 最好的战争剧，没有之一            
(5星)	 柿饼的集体穿越，包括木木家的狗。他现在叫狗肉，一条比人还配当人的畜生。            
(3星)	 看到了十几集,怎地就看不下去了            
(4星)	 团长真的很逗            
(5星)	 太他大爷的带劲了。            
(5星)	 段奕宏 顶一个···！！！！！            
(4星)	 我很庆幸自己生活在和平年代，同时对那些为今天之局面曾抛头颅洒热血的先辈们心怀感激。            
(5星)	 爱惨了这帮男人...真实厚重            
(4星)	 前十集，后五级可谓精彩，最后几级看的泪流满面，可惜中间又臭又长，还了个赤色游击队。。。太牵强了吧，无语，这么一部好戏就被功利和政治毁了。            
(4星)	 个个都是好演员            
(3星)	 理解不到，虽然在小学的时候就读过《中国远征军》。            
(5星)	 迄今为止最好的战争片            
(5星)	 兰晓龙的剧本写得很深，感觉每个地方都有隐喻，不那么好消化，得慢慢看，慢慢想，我想，我从中学到的是生命。            
(5星)	 难得的神作啊            
(5星)	 它让我忍不住看第二遍            
(NA)	 顶好顶好的            
