http://movie.douban.com/subject/5377708/	北京爱情故事
(5星)	 最近唯一一部从头看到尾的电视剧，看嗨了~PS：“我爱你，跟你没关系。”            
(2星)	None
(4星)	 兄弟与爱情各有各的选择，希望的爱情也被现实摧毁            
(5星)	 剧情不评论。倒是给我这个80后排头兵树立了一个榜样。            
(NA)	 节奏把握得不错，故事也说得很顺溜。台词部分有明显的多人编写痕迹，风格出现偏差。结尾稍显仓促。不那么青春，也不那么爱情，但是很讨巧。            
(4星)	 剧情有点糙 但比较真实 没有假兮兮的大团圆结局             
(3星)	 看得我恶心死了！！！            
(5星)	 很现实，看到石小猛就想到了自己···            
(4星)	 除了无力还是无力。            
(3星)	 是冲着李晨去看的，可是远不如奋斗呀！            
(3星)	 张译的牙花子呦。。。。。            
(5星)	 2012年的寒假，是部好剧吧……陪着你们缅怀你们的青春，丢给我们一堆面对面包，爱情如何选择和对平淡，幸福，成功这些名词的思考……            
(4星)	 关于爱情，关于理想，关于你我。            
(4星)	 还不错哟~            
(4星)	 什么奋斗裸婚啥的，我一部没看。这一部，我承认我一开始是冲着陈思成去的，最后看完了，中肯点评价还可以吧，好歹39集，我看完了，所以还算可以的一部片子吧。            
(5星)	 我看着满目创痍的繁华/感到痛彻心肺的惆怅/听着心在爆裂的巨响/陷入深不见底的悲伤            
(3星)	 很多大俗桥段。。            
(5星)	 难得的写给青春的歌            
(4星)	 为剧尾的那几段话多加一颗星。这么轻易红了眼眶真是老了！！T T            
(5星)	 不评价，有感动有感触            
(NA)	 看完留下了永远的滴答滴            
(4星)	 有些剧情太水了。。全靠后面几集还可以            
(4星)	 在钢筋水泥浇灌的城市里，唯物与唯心的较量。虚构的现实，现实的虚构！逝去的青春，年轻的爱情！值得一看的剧集~~            
(5星)	 长大吧             
(NA)	 = =            
(5星)	 最好的爱情和最现实的爱情，最美的故事与最凄美的故事            
(3星)	 看到目前感觉都不错...导演节奏把握得好...继续看!~陈思成很厉害啊！自编自导自演            
(3星)	 北京这个城市所特有的幽默与感情，我看到的更多是北京生存的艰辛。            
(2星)	 看过第一集后，搜了剧情简介，然后就不打算看了。            
(5星)	 非常精彩，非常感人。无论是故事情节，拍摄手法，背景音乐，还是后期制作，都非常完美~            
(5星)	 刚开始看的时候看到第12集左右觉得实在看不下去了 就停了 后来偶然的机会在电视上看到后面的几个片段 觉得应该把它看完 我现在觉得我没有看错这部剧 特别是到了后面 一会想哭一会又破涕而笑 特别是疯子走到地下道那会 一个抱着吉他的年轻人在唱光阴的故事的时候 我觉得第一次我对这个歌有了新的感触 期            
(3星)	 本来其实还好，可是我怎么看怎么就越觉得像是北漂版的gossip girl呢……于是感觉越来越差……            
(5星)	 那些青春……            
(1星)	 拍得好烂 看了第一集就不想往下看了 谁给我推荐来着             
(3星)	 男男女女排列组合爱来爱去  最后谁也没好过 还死了好几个 ⋯⋯导演大人看着没有一点playboy 的气质  画面质量一般 后期做的太仓促  张译演技真的很好够讨厌！            
(3星)	 一半一半~             
(4星)	 青春已逝            
(NA)	 看完以后我真的很难过            
(3星)	 为了羊羊羊减掉一颗星。实在是。。            
(3星)	 最值得肯定的是剧情跟八零后一代一起面对成长的现状。其他的可以茶余饭后恩。 还有，有没有大药瓶子那种完美老男人啊。。。            
(4星)	 好久没有一气呵成看过这么长的电视剧了~罪过罪过！！！            
(5星)	 恩，为了无敌，为了李晨，打个五星            
(5星)	 非常现实，感人的一部片子，美中不足是剧中的一部分剧情不够合理，但好在每个人物的性格刻画都比较成功            
(4星)	 不看国产电视剧好多年...            
(2星)	 不喜欢佟，仅此而已            
(3星)	 很多剧情编排都经不起逻辑推敲。但喜欢沈冰&#39;林夏&#39;伍媚&#39;程峰&#39;邵华阳            
(3星)	 前面还行，后面就有点狗血了            
(4星)	 还是很不错的，就是后面有点太理想主义、太狗血、商战太简单。            
(4星)	 爱爷们的女孩，林夏，伍媚，剧中爱他们死去活来的两个男人也都不是一般的牛人啊！            
(2星)	 扯……            
(4星)	 加快1.3倍的速度看，还是可以的。            
(5星)	 虽然杨幂丑死了~但是戏很好看~~~~~            
(NA)	 貌似几个演员其实年纪也都和我差不多了，但还是演绎出如80后的年轻人的爱情生活，春节期间看的，每天2集，每个人物都有各自的鲜明的性格特点，可爱可恨，陈思成原来是导演，编辑，男猪角，有实力，另眼相看了。有时间去看看他的士兵突击。            
(3星)	 现在看电视剧真的越来越不认真了，关键词（富二代、北漂、小三、一根筋、逼婚），即便复杂混乱也无可奈何，这就是当下的婚恋状况。北京的爱情故事            
(4星)	 星星全是打给林夏的。            
(3星)	 杨幂太丑，杨思成太土太痞，剧情老套，又想玩前卫又想装纯，这片挺蛋疼...            
(3星)	 前面不错，后面跳着看。            
(3星)	 幂函数哈恶心            
(5星)	 爱            
(NA)	 别人的爱情我没办法做评价   我只能说我不想要其中任何一种            
(5星)	 林大夏你个大傻逼！！！！！如果爱一个人是犯贱的话，那么全世界都是贱人！贱人！            
(NA)	 都是这样的戏剧性。依然讨论的是爱情与金钱，没什么新意，题材都挖完了，黔驴技穷。            
(3星)	 全看完了，后面真差劲！没逻辑没感情，干巴巴的，30集之前还是很好看的。             
(3星)	 一部宣扬小三有理劈腿无罪的电视剧。。。。。。。接受不了这种价值观和剧情安排=。=            
(1星)	 这片子雇了八千多水军?            
(3星)	 狗血与吐槽齐飞···凤凰男的放弃是为了将来给自己儿子这样把妹的条件            
(4星)	 制作精良 陈思成有才  价值观的讨论  青春的纪念            
(4星)	 感悟都在看的过程中。            
(5星)	 4年，只有两部电视剧真的走进了我的心，它是一部，另一部是奋斗。XX情结到现在还是有，反而更重了，成了顽疾，我知道无法治愈，给我点药，让我舒服一点也行            
(4星)	 故事的整体框架很具有特点，整部电视剧出众的地方也非常多，只是这个故事所要告诉我们的东西太大，价值观对于不同的人来说有不同的看法，而这部电视剧主要针对的是现在中国国情下人民所具有的两种对立但又统一的价值观，故事的基点在这，亮点在这，而瑕疵我想也在于此，当然这是抛开演员们演技而谈的。            
(3星)	 骂个够，唏嘘个够，感叹个够            
(NA)	 是一部让人思考足够深刻的少有的电视剧。也许最后的结尾不尽如人意，但却仍让人对此印象更深刻，也不会让此部连续剧陷于市井思想的圈子里。挺好。            
(3星)	None
(NA)	 爱死张歆艺了！            
(3星)	 虽然剧名恶俗了点, 结局狗血了点. 中间还是可以凑和看哒. ps: 莫小奇咋都肿成那样了?!             
(NA)	 不要让现实和欲望误导我们对幸福追求的道路！这部揪心的≪北京爱情故事≫            
(NA)	 故事编的忒扯            
(5星)	 爱情真实的面目其实是成长            
(4星)	 再见 青春·····            
(4星)	 此剧陪我过的年。            
(5星)	 感慨，击碎对爱情的梦幻            
(3星)	 开始挺逗，看着看着就有点无聊了            
(5星)	 现实   残酷             
(NA)	 关于成长的故事。            
(5星)	 林夏应该和吴狄在一起，因为他们都有感情洁癖；杨紫曦应该和程峰在一起，一个爱钱不会变，一个爱美女也不会变；沈冰应该和邵华阳在一起，两个默默付出的爱情同道人；伍媚应该和石小猛在一起，让爱情给事业让步的奋斗型励志姐弟恋。我要是月老就重新接一次红线，一切就圆满了。            
(5星)	 北爱里面的爱情唯一打动到我的是剧中我最喜欢的男人吴魏的那首情诗，但是北爱里面的友情让我感动不已，真实的就像身边人，也让我倍加珍惜我的朋友们。            
(3星)	 太理想化了。林夏是个好姑娘            
(4星)	 3-20集很写实很出彩，20集以后完全狗血，商战、兄弟反目、车祸、植物人、陷害，太俗套了。后半段跟前半段的出彩成强烈反差。怎么还突然歌颂起祖国来了前半段的写实去哪了…之前以为可以比肩《蜗居》，现在看还是差了点。三星半，但是看陈思成非科班出身拍到这个程度也很不错了，四舍五入四星吧。            
(2星)	 剧情简直是狗血的不行 真够电视剧的            
(3星)	 为什么我强烈的希望无敌和林夏在一起呢？！            
(4星)	 剧中的描述：纨绔子弟的爱很纯粹，城市白领的爱很彷徨，凤凰男的爱很投机……真是个奇妙的世界。            
(5星)	 同样大学毕业三年，同样经历着现实对梦想的冲击，电视剧是浓缩的现实，说着我们明白却讲不出的心里话，名字和内容也许俗套，但整部剧都冲击着心底，对现实不满却在慢慢妥协，友情爱情不是故事，是痛苦难过时最坚强的依靠～            
(5星)	 完美            
(5星)	 还算喜欢            
(3星)	 前三集台词精辟搞笑，后面剧情过多离奇巧合，看不完了。。。            
(5星)	 爱情和面包。。我们为难了            
(2星)	 让人超级无语的情节，现实中恶心的东西都写进去了，导演你想写现实也不用拿着放大镜吧。。。。。。。。            
(3星)	 折腾了这么久的长征剧。最后谁也没成。            
(4星)	 这部剧看了个开头结尾。原本以为自己会全部看完的，但也许是前面看出了点猜想就匆匆忙忙看结尾了。果真后来小猛变了，很多都变了。许是因为这些改变于还未经历过这些的我而言觉得有些不忍，所以中间不打算看了。有些时候，看心中还怀揣的东西怎样毁灭毕竟是一件残忍的事。            
(3星)	 结尾太潦草。            
(4星)	 作为80后还挺有共鸣的。            
(4星)	 看过人工智能就知道，即使把“爱”用代码写进“程序”里，也会有“恨”。爱恨情仇呀……            
(3星)	 听说今年一年内无论看什么都会看到杨幂，还好这部戏份比较少            
(2星)	 瞎编            
(3星)	 三个男人都要不得            
(3星)	 结局并不满意 虽然道出了现实的苦涩与无奈 有点打击我对未来的期盼了 不过无所谓 电视剧是电视剧 生活是生活 每个人都有不一样的生活 就喜欢林夏和大药瓶子             
(3星)	 卧槽!假的好!2的好!我这种2B活该浪费时间看这种狗血肥皂剧!!  该!!!            
(5星)	 真实，却又不矫情            
(5星)	 这是他们的爱情，其实全是我们的故事。世无常，心会变，珍惜身边人，及时行乐。            
(5星)	 就算只冲四大美女也值得一看！            
(4星)	 虽然后面剧情越来越拖沓，可是这并不影响李晨是个低调的帅哥，HOHO！            
(3星)	 看看，还行            
(3星)	 作为电视剧可看性还不错的，但是编剧的火候还是差了点，塑造人物过于脸谱化，三位男主角的高富帅，平平平，穷丑矮，还有四人不同的女人，她们各自的清纯、拜金、成熟、痴情性格表现都过于刻意，人物塑造不够丰满吧。剧情我看到第八集就能猜到后来的发展，但是导演陈思成那么年轻，可以给个三星的。老娘            
(4星)	 寒假的嫌隙时间 越来越无力的爱情            
(3星)	 过年期间边画画边花三天时间看玩的。还行！里面有主任@我的护球像托蒂最爱的沈冰。            
(5星)	 听到那腔调，像恶魔。。            
(NA)	None
(5星)	 看完后心里堵得不行 每看到石小猛就想起一个人就泪喷 再见青春再见美丽的疼痛 再见青春  再见灿烂的忧伤 再见 过去            
(3星)	 就看了第一集和最后一集，我是为了佟丽娅才看的~！杨幂的眼妆画的很美。            
(3星)	 “能买走的东西想留也留不住，买不走的想带也带不走”            
(4星)	 一部让人有所触动的电视剧。我想十年后我还会记得的。            
(4星)	 不管他人世间，几人能解。我和你共始终，此情不灭。            
(3星)	 很多年没有守着看完一个电视剧了 音乐不错  剧情有些老套但还是让我守着看完了   场景服装什么的有点太俭省了   都拿钱去请函数了么            
(NA)	 林大夏！            
(4星)	 有了面包的，渴望不被金钱污染的爱情；有了爱情的，又觉得面包才最可靠。友情能怎样，到最后插自己两刀的往往是好兄弟；但独自成功又能怎样，高处不胜寒。人生的每道选择题都只有一次答题机会，这点是最残酷的，却也是最精彩的。            
(4星)	 像是故事，又像是生活。            
(NA)	 从开始强迫看，到自己主动看，还是不错的，            
(4星)	 极其讨厌杨幂。稀饭吴迪和林夏。            
(4星)	 8.5/10。很好。近年难得看完的连续剧。石小猛太2。林夏很赞。沈冰反而显得不真实，难道我也不再相信纯真的爱情了吗？现实太残酷。            
(4星)	 最后的最后，谁也敌不过岁月            
(5星)	 让人更清楚地看清现实，现实本来就是不公平的。            
(3星)	 结局挺意外的            
(4星)	 有些剧情有点扯和不和逻辑，但陈思成很多小细节上“很文艺的电影化处理”还是蛮亮的，很写实，也很多象征。            
(4星)	 终于看完了不容易啊！前面好看中后部拖沓后几集又好点。。。咻~看完感觉自己都苍老了！            
(5星)	 看了很感人，想起了逝去的青春年华            
(4星)	 笑着流泪的爱情            
(3星)	 我佛山的堂姐一家回北海了，今晚在小叔家吃饭，堂姐拖我看《北京爱情故事》，还主动跟我聊天当是陪我磨练我蹩脚的广东话。我觉得《北》这名字好山寨《东京爱情故事》。堂姐说剧情来自导演身边的明星的故事。其实明星也是平凡人吧，但却不能像平凡人一样谈恋爱，所以片名有点失真。            
(4星)	 虽然我不喜欢杨幂，但是这部戏不错。            
(1星)	 看见杨幂评差分，不解释            
(4星)	 我喜欢林夏。但我像吴狄。            
(4星)	 其实爱情很简单，因为就在你身边，爱情很脆弱，因为太在乎。爱情很纯洁，因为无所顾忌。能幸福的在一起，哪怕只是一天，只是一个小时，都能对得起一生中的一份爱情，更可能是唯一的。。。。。。            
(NA)	 故事好不好，要看心里有没有故事。 林夏你真傻，傻姑娘。            
(NA)	 永远不要低估一个姑娘愿意跟你同甘共苦的决心+10086            
(3星)	 只看了5集，看不下去果断删掉了！            
(4星)	 终于看完了。还行。            
(4星)	 没有学会怎样去爱 -潜在北京            
(4星)	 情不知所起，一往而深            
(NA)	 再见，青春，美丽的疼痛，灿烂的忧伤。            
(NA)	 喜欢林夏            
(4星)	 结局莫名奇妙。            
(4星)	 TVB教人最重要的是开心。台剧教人丑小鸭也可以翻身。国产剧就是喜欢把现实都撕碎了给你看。我喜欢的只有林夏。其余的人各种孽障。            
(NA)	 没有学习何来总结            
(4星)	 或许有很多人批评但是它确实触动我了每个人想要的幸福都不一样            
(4星)	 我最喜欢最爱最心疼最揪心的姑娘是林夏。            
(NA)	 青春是永不嫌煽情的话题，青春是沉重底子下的活灵活现。也许这又是一部十年后会翻拍电影或续集去集体怀念的电视剧。“再见青春，再见，美丽的疼痛”，多恰如其分呐，就像我们在忧伤和人生百态的基调中看完他们整场青春后，记住的仍是最初美好的意气风发和慷慨激昂。陈思成终以他的台词功力，横空惊艳。            
(3星)	 好的地方：林夏最好，很喜欢。不光是这个人物写的好，演员演的很棒。很多小表情小细节小动作，不是编剧能写出来，导演能导出来的。 嘀嗒嘀这首歌不错。 杨幂让人越来越讨厌了。不好的地方：BUG好多结局不好。疯子又编又导又演，这个片子就像是他玩票一样。            
(5星)	 导儿是圈内公认的才子 非常的有才华  别的不多说了            
(3星)	 最后太沉重了·····            
(4星)	 时间真的就把曾经侵蚀的面目全非了。            
(4星)	 再见，青春，我们就这么被无情的撕扯着长大了            
(4星)	 这部剧从11年看到12年，青春无非都是那样，异样的灿烂，异样的悲烈。其实还是不错的。            
(NA)	 看完就决定放弃那个人。            
(1星)	 看到导演去演主角我先就惊愕了 再看到导演的主角名利双收 抱得美人归 跟他作对的都玩儿完 我着实被恶心到了！！！！！！！            
(5星)	 整整39集的电视剧终于看完。超越《蜗居》，更胜《裸婚时代》。年轻人真是都该看看，感悟感悟。爱是一种信仰，信仰是一种态度。而这种态度，是活着的意义。            
(5星)	 特殊的日子看的 特别有感触            
(5星)	 我深深地，深深地，想念北京了。            
(4星)	 其实他们说得对，为富二代洗白。但是还是相当喜欢云南之旅的桥段。            
(NA)	 导演有前途啊 身兼三职            
(3星)	 本来，物以类聚，人以群分，鱼找鱼，虾找虾，乌龟配王八，多好。。。折腾！            
(3星)	 前半部分看一集骂一集，从疯子跟吴狄回云南开始开始好转。很喜欢汪峰的三首主题曲《北京北京》《地心》《再见青春》，三首OST为《北爱》加分。青春其实并不能作为《北爱》的关键词，《将爱》才是青春，《北爱》更多的是感情与金钱之间的讨论，以及环境与成长的关系。这样的结局挺好，只是可怜了沈冰。            
(4星)	 虽然我是真心喜欢陈思成嘴角那俩小酒窝，但是程峰这角色实在是绝对的意淫。总结起来就是高帅富最终打败了矮丑戳。            
(5星)	 物是人非事事休，欲语泪先流。            
(3星)	 可有可无的和谐，被和谐了            
(NA)	 挖到的爱情才显得幸福珍贵            
(3星)	 我高估思成兄了  意外发现了林夏，ZXY TLY            
(4星)	 介个故事告诉我们，有时候成功和爱情一样，要想得到，都必须臭不要脸。            
(5星)	 给人很多思考的片子            
(3星)	 一部试图反映当代年轻人生活的纯情主旋律青春片            
(1星)	 陈思成YY自己是高帅富啊！富不富到不清楚，不过他那矮挫土鳖样倒是很明显！这分明就是个超级YY片！            
(5星)	 我想说的话太多！！            
(4星)	 喜欢里面很多台词            
(5星)	 个人觉得里面的很多台词让我产生共鸣            
(5星)	 开始时是因为喜欢沈冰而沉迷这部剧，却因为爱上林夏，爱的一塌糊涂无法收拾而看完这部剧。我们无法决定周围的环境，但是我们可以决定自己成为什么样的人。那些年，那些故事，那些我们拒绝接受的成长都在岁月的深处隐隐发亮。            
(3星)	 为了石小猛少给你两星，太残忍了            
(4星)	 不知道为什么，以北京为背景，这种题材的影视作品不少，但都是配乐最打动我心。漫长的冬天，越来越觉得北京就是个残酷冷漠的城市，这种感觉并不能因为我生长在这里20年而消除。有人觉得这种故事很夸张，但一个人的感情外放不能等同于他内心脆弱，内心脆弱不能等同于他不够强大。            
(1星)	 一群人脑子里的臆想，陈思成的自我展示            
(NA)	 从开始看就吸引我的眼球,我个人觉得，如果你认真看完这部片子，你会学到很多。什么是爱情？看完了你可能对爱情，金钱，权利有另一个看法！！！            
(4星)	 后面拖沓了，不过我爱疯子，我爱吴狄。            
(5星)	 我觉得这部剧很好~演绎了各类不同的人的人生，能让人思考，也有很多感人的地方            
(4星)	 有点太慢了，不过成才拍的诶，加星。。            
(5星)	 现实的细化与放大            
(3星)	 国产剧嘛，本来就不应该抱有太大的期望            
(4星)	 北京 爱            
(2星)	 3分送给眼熟的演员... 老套的剧情，完全没有新意的对白，几个人苍白无力的互相贫嘴... 人物个性的刻画算得上是本剧一个值得关注和表扬的亮点。除此之外，很难看到剧本和导演想要表达一种什么样的中心思想和价值观。北京爱情故事和东京爱情故事一比，差距岂能以天壤而计？            
(4星)	 一个个备胎的故事            
(2星)	 看到杨函数果断换台。。。            
(4星)	 重要的不是哪些演员在演  而是里面成长所带来的各种不得不面对的痛楚  每个人所面对的选择都是那么无可奈何   有些事情过去了就真的再也回不到从前了  没必要去责怪别人   伴随成长  每个人都有自己的难处   能做的  只有努力  认真的走好自己的每一步    珍惜身边弥足珍贵的亲情  友情和爱情            
(5星)	 人生中有这么一群朋友真的很可贵            
(4星)	 喜欢林夏！            
(4星)	 金钱，亲情，事业，爱情，如何抉择。。不同的人有不同的看法。。但是多少钱可以换得来离开父母离开爱的人。。打心眼里瞧不起石小猛。。他无法意识到自己的混蛋做法。。无法意识到自己错在哪。。            
(3星)	 看完前20集我觉得这剧可以打5星：有时代感，有深度，象征春夏秋冬的四位女主角很养眼···可惜后面的19集陷入了拖沓和不合逻辑的烂尾结局，只能打1星。            
(NA)	 没有赢家。。。            
(4星)	 我看到了鸟巢，看到了水立方，看到的是正在身边发生的事情。爱情和事业，有时候是缺一不可吧，怎么割舍？都是让人发疯发狂的主。没有支柱的爱情耍的是流氓吗，没有爱情的事业算是孤独的宣泄吗？还是先到先得？可时间走到下一秒又会带来什么？世界是充满诱惑的，也是充满迷惑的。            
(3星)	 陈思成有才，但是这次编导完成的是他的一次意淫过程。另外剧情太狗血，第一次果然还是第一次            
(5星)	 喜欢            
(3星)	 真的没有40集么。。。这是什么屎烂结局。。。            
(4星)	 陈思成比士兵突击里帅气多了，张歆艺越来越灵了            
(4星)	 这个剧让我记住了一个名字 林夏            
(NA)	 一群人在我旁边叨叨，说这好看，然后我看了第一集就知道怎么回事儿了，最牛逼的是我还继续了....            
(5星)	 在国外看这个片子，有说不出的心酸。            
(5星)	 最近刚刚追完的剧，居然让我每天都有打开电视的冲动（浙江卫视貌似当天最早播）。真不容易……            
(5星)	 光阴的， 故事。            
(3星)	 还行  剧越到后越乱  编剧水平确实不行  脱离实际理想化是可以的，但是粉饰一些本来很龌龊的事就很可恶了 总而言之，这是一部屌丝看了会哭，凤凰男看了丧失动力的高帅富励志剧            
(5星)	 学到了很多，真的            
(4星)	 终于看完了。看得纠结，看得心酸。            
(3星)	None
(3星)	 在看这部电视剧的时候，几乎每个伏笔每个人物的出场次序每一个转折都能预先猜出来。意味着编剧太刻意，刻意说一个故事，而这个故事本身并不好看。            
(5星)	 结局不是很完美            
(5星)	 故事结束了 想念开始了            
(3星)	 现在是流行青年演员转型编剧，导演么？就是导得，演得有点太用力了~            
(3星)	 奇害死猫 说： 《北京爱情故事》，告诉我们：1、傍大款是没好下场的；2、仇恨是双刃剑，害人害己；3、恶有恶报，善未必就有善报；4、没有爱情的婚姻是可耻的；5、有爱情没有物质是结不了婚的；6、再有钱的爹也要被混蛋的儿子坑死；7、女强人的结局是凄凉的；8、想幸福，只能中西结合了；9、北京是个火            
(NA)	 觉得是挺现实的一部电视剧            
(4星)	 深圳青年被北京青年感动了....            
(4星)	 看了这部戏，凤凰男又被虐了，以前也有一部叫《钻石王老五的爱情》，好好的一个有志青年，现实逼得仇富了，违心了，然后心里扭曲了，然后丧心病狂了！主要是的打酱油的北京出租车司机、北京包租婆，也戳人死穴，火上浇油，漂亮女孩就得跟高富帅配对了，狗血且烂熟！4星给现实中没有但且美好的林夏。            
(NA)	 很现实             
(3星)	 剧情狗血，不过汪峰的几首歌运用的很好。            
(3星)	 一颗给林夏   两颗星是给汪峰的配乐            
(4星)	 十年后的我应该不会生孩子            
(3星)	 算是“士兵帮”的浪漫情怀吧。沈冰是理想的女性，吴狄大概是理想的人类。结尾为了凸显成长的疼痛，剧情急转直下，跟《男人帮》比起来，有隔靴搔痒的嫌疑。当然我不是在说更喜欢后者，总觉得《男人帮》还是太过沧桑，是我们没有必要学习的老成。            
(3星)	 前几天看完了，题材不错，可是拍的有点马虎，情节有些虎头蛇尾，演员的表现也不够自然投入。            
(5星)	 疼痛中我们选择，选择中我们长大            
(4星)	 要是没有杨幂的话我一定给五星！ 很久没看这么好的剧了            
(5星)	 现实            
(4星)	 永远不要低估一个姑娘愿意跟你同甘共苦的决心。            
(5星)	 把爱情、友情、亲情刻画得最真挚的电视剧。            
(4星)	 爱死了林夏这姑娘！！！            
(3星)	 我还是决定以后不看内地的偶像连续剧了, 容易找不着北            
(2星)	 说不出话了            
(NA)	 看了几集            
(4星)	 社会现实……这样也不算什么……            
(4星)	 我就不明白那个小痞子怎么就能那么心安理得的喜欢哥们的女朋友。。。。然后林夏啊，这个可耐滴姑娘            
(5星)	 很有启发意义            
(3星)	 只能说还行，因为非常不喜欢杨幂，我看了一眼就放弃了。后来直接看的剧情介绍，又看了最后一集。            
(5星)	 精彩 推荐            
(3星)	 国产剧跳着看看就好。            
(5星)	 血淋淋般现实的剧集，看后一定会激起你很多对生活和工作的反思。            
(5星)	 80后的爱情故事。            
(3星)	 沈冰让它沦为恶俗            
(2星)	 以为豆瓣上会有什么中肯客观的评价，不过如此，写成小说卖不出去写成电影拍不下来            
(1星)	 编剧你脑子有问题吧， 短短一周2部想骂人的电视            
(4星)	 喜欢林夏。好久没看这样的爱情剧了。            
(4星)	 虽然某些演员的表演有点作，但还是蛮好看的一部片子。            
(3星)	 说好的最后一集呢            
(3星)	 事关成长，事关疼痛            
(1星)	 yy片            
(NA)	 很好看，看的时候让我想起，将爱情进行到底            
(5星)	 “情不知所起一往而深”整部剧看下来有很多感动，也有很多无奈。我已经有冲动去写影评，而不是短评了。最最喜欢的还是片尾的那个定格，因为不同的人对剧中的人物会有不同的理解，so你想要怎样的结局，它就可以是怎样的结局。看到最后才发觉我最喜欢的是小伍，吴狄根本不适合她，拿不起放不下，总是搬出            
(4星)	 虽说有些常规上的失落，其实就是这样，生活是没有结局的。陈思成，很看好你哦            
(4星)	 好吧，看完了，还是最喜欢林夏，就连她即将成为小三，我也忍了，最后的泪点居然是吴巍写给伍媚的日记，太真情了！“ 如果爱你能成为一种职业，那我将要做你一辈子的专职爱人，不会早退，不会转行！”            
(2星)	 也就冲着李晨和张歆艺，一人一星吧~总共三人找媳妇，除了看上哥们儿媳妇就是贼上亲哥哥女友，有点别的么？这窝边草也太好吃了吧？最关键的是：有杨幂……            
(NA)	 很好讲述了什么是爱情            
(NA)	 残酷的故事 只是告诉我们时间双刃剑            
(3星)	 题材不错，情节有些夸张，不够连贯。            
(5星)	 结局太让人无法接受了~~不过陈思成，真心是个才子~！！配乐+编剧~~相当完美            
(4星)	 还不错            
(4星)	 北京，爱情，这两个字眼足以吸引我所有目光。            
(5星)	 掺杂着现实与爱情的血泪奋斗史            
(3星)	 这个连续剧告诉我们，单亲家庭对孩子有多大影响。兄弟两爱上同一个女人，哥们儿又抢哥们儿的女人，当小三儿的等等，只有石晓猛是真实的，林夏是可爱的，吴魏是很MAN的。            
(5星)	 致敬青春            
(3星)	 开头不错，后来越来越俗，看到十几集就不想看了，喜欢林夏和吴狄。            
(5星)	 除了结局太惨之外，严重推荐。            
(3星)	 简单真实的故事，男人永远爱小龙女，有钱人永远得到大家的谅解。没钱的永远被时代抛弃。社会不安定，只有钱和权力能使人安心。希望十年以后再看这个故事，他只是个闹剧。            
(5星)	 是近年看到的最有共鸣的一步电视剧，你有多好我写不出来            
(5星)	 花了两天就看完了。不纠结结局了，只希望每个人都好。 T T            
(5星)	 终于看完了，此剧无烂尾，结局不坑爹。。。             
(3星)	 看了十集，有聊资就够了。            
(3星)	 李晨的憨样还挺萌的，自编自导自演的陈思成有点自恋，演坏角色的的张译变得相当丑。女生里喜欢妩媚和林夏，佟丽娅太过美好，杨幂的衰样我就不待见，出现她就快进。情节前半段还有点意思，后半段太扯太慢了，最不能接受的还是李晨又回到杨幂身边！            
(4星)	 国产剧少有的佳作，亮点居然编剧和导演主演都是陈思成，小伙有才啊，佩服            
(5星)	 39集 可是并不觉得长。。            
(4星)	 3天半看完！到底如何各位自己看吧！            
(5星)	 赤裸裸的现实。            
(4星)	 爱情是什么?            
(4星)	 虽然剧情没有什么太多惊艳之处，但配乐和台词给力，除了杨幂其他演员都很棒，特喜欢张歆艺饰演的林夏，如夏天般的活泼，和她对一个人无悔的爱。            
(4星)	 邵华阳就像一缕暖阳，在让人看到绝望的时候送来一丝温暖。            
(NA)	 结局不是我想要的，没有心情爱下去            
(4星)	 多线情节 爱情 物质 理想 商战，前面还好，后面就搅在一起了，而且故事情节过于缓慢了，不过音乐很好听            
(1星)	 真没觉得拍得怎么样好了。你看那剧情，真狗血。            
(4星)	 总体还行，就是时不咋地弄得有点太文艺让姐起了鸡皮。            
(4星)	 愛情 果然是最沒有道理可講的東西。愛上一個人或是不愛一個人 都勉強不來。瘋子是幸運的 他遇見了沈冰 也遇見了愛情。很多人活了一輩子 結婚生子 也可以恩愛到白頭 但他們並不一定懂得愛情是什麽。我覺得老吳一定是土象星座的 才可以包容這一切 包容小曦。林夏絕對是一好姑娘 她值得擁有更好的幸福。            
(5星)	 十年之后的我会是什么样子的呢？            
(1星)	 只看了第一集，受不了编剧幼稚的不切实际的思维。好的剧绝非只是用一些很似哲理的台词堆砌的，逻辑性不能不存在。失望……            
(5星)	 不管别的怎样吧，它对时间的理解还是让我有感触的            
(3星)	 消遣消遣剧            
(NA)	 册那，傻逼啊，结局怎么能是悲剧            
(4星)	 很多人都说这剧价值观扭曲，其实我觉得这么说的人太带主观情感了。其实故事就想说一个简单的道理，欲望是欲望，它不是理想，更不是生活。            
(NA)	 活活一贾宝玉            
(4星)	 从剧本来看其实还有进步空间，不过看得到诚意。            
(5星)	 影子            
(4星)	 算了 我还是给四星假装挑剔点吧！（一般而言只要我能坚持看完的电视剧都想直接给五星的说） 其实是有些俗但又无比动人的故事喔  思成君期待您下部作品更好吧....            
(4星)	 好人变坏人 坏人变好人 是我们的选择而不是这个社会            
(5星)	 不能说这是我最喜欢的一部电视剧，但确实让我思考让我成长的电视剧。也许赶上了我的这个年华吧，该是成长的时候了。十年后的自己，希望没有那么多要求，和爱的人在一起，还是这些朋友，爱自己的小孩，健健康康。            
(5星)	 一开始觉得很狗血 后来觉得很诚意            
