http://movie.douban.com/subject/2157239/	将爱情进行到底
(NA)	 曾经多么痴迷的连续剧，多么向往大学的生活，多么希望长大，快点            
(NA)	 当时和新认识一女孩在电影院看的，看完吧就有种想把她抱在怀里的感觉，但是我没冲动，那是我们第一次出去！            
(3星)	 文慧，你听……            
(4星)	 至少音乐还相当不错啊，为什么评分这么低呢，可见豆瓣也只是参考罢了            
(5星)	 童年的爱情启蒙            
(4星)	 呵呵。还记得那句“文慧，听海的声音”好像这么说的吧            
(5星)	 记忆啊!~~~~感慨和回忆的到底是什么            
(NA)	 我去~老早看的了            
(4星)	 那是青春的味道，干净的青春干净的学生气。            
(5星)	 青春不败            
(4星)	 电视剧黄金阶段            
(4星)	 给文慧打电话听海的时候，背景音乐一起，立马泪奔~~记得那时候也好心疼若彤这样的女生            
(4星)	 很怀旧。            
(5星)	 曾经的曾经，我们是多么感动的期待自己的爱情。            
(4星)	 印象不太深了，找时间再看一次。            
(5星)	 那时候很喜欢            
(5星)	 好想再看一遍。            
(4星)	 过去总是浮现在记忆里的那些纯洁而美好的东西，现在已经找不到了，也只有默默的怀念！            
(4星)	 你听~            
(4星)	 重温一遍，经典。想念过去的时光            
(NA)	 那时  我还小            
(2星)	 当年有个小盆友幻想将来就要成为老徐这样的校花，后来，她结婚了            
(5星)	 将爱情进行到底            
(3星)	 反复折磨的爱情看那么多集就显得烦腻了，还好配乐和小徐不错            
(NA)	 六年级的时候看的，一晃十几年啊~~~            
(5星)	 没想到那个年代可以拍出比现在（2011年）强太多太多的偶像剧。老徐年轻时演戏真是有灵气啊……影片式的切换镜头、对话还有旁白让这部电视剧更加好看。音乐吸引力和感染力十足。青春的小鸟一去不复回……            
(3星)	 内地偶像剧的开始啊~            
(4星)	 好想再重温一遍~            
(3星)	 女贱男傻，那BGM始终在我脑子里。挥之不去，有木有？            
(3星)	 有好的地方，也有短板            
(4星)	 年轻时第一部内地偶像剧 有多少青春的回忆            
(3星)	 很早的偶像剧！            
(4星)	 说实话啥也不记得了            
(5星)	 很美的同学情谊，纯真、简单而又让人揪心的爱情让人禁不住掉泪。真希望现实生活中能有这样的爱情，将爱情进行到底！            
(4星)	 那时候的老徐啊。。。那时候的王某啊。。            
(4星)	 还是电视剧好看~            
(NA)	 小学时很喜欢的一部电视剧！！现在有想重看一遍的冲动啊……            
(4星)	 关于青春 关于爱 关于痛             
(4星)	 看过电影专门找来看的。不懂两个人为什么为什么一次又一次地......可不可以不赌气不任性不摇摆不倔强不反复不折腾？？？            
(5星)	 等你爱我。            
(5星)	 那时真年轻啊。            
(5星)	 大学没看真是遗憾            
(5星)	 这部电视剧很青春很值得一看！！            
(5星)	 我是在初一的时候看的，当时最喜欢王渝文和谢雨欣            
(3星)	 什么都不记得，除了他们俩拿着对着电话不停的打总占线。            
(NA)	 我喜欢王学兵 不喜欢他老婆            
(4星)	 那时候是高三。文慧和小艾被无数人喜欢，于是有了艾文慧。            
(4星)	 爱情启蒙片            
(4星)	 如果最后王学兵和谢雨欣在一起了我就立马5星            
(4星)	 内地第一部偶像剧！！！            
(3星)	 老徐也曾年轻过            
(5星)	 当年记忆            
(4星)	 有一颗星，是给了回忆            
(4星)	 那时真的很美好            
(3星)	 不是我type，没共鸣。            
(4星)	 还是有冲击力的。            
(NA)	 感觉徐像王萌。            
(4星)	None
(5星)	 10年前看过一次 ，这是第二次            
(4星)	 为了看电影，特别来补看~            
(4星)	 一直不怎么喜欢徐静蕾....可是我喜欢上海 也喜欢大海~P.S:只有一次也就足够            
(4星)	 大一闷热的暑假            
(3星)	 几乎误导了我。其实真正的大学并非如此，真正的爱情也并非如此。但在当时，里面的歌也曾让我感动。            
(4星)	 为四位的友谊而感动，最喜欢若彤的直爽和自我牺牲的性格，最美最现实的偶像剧            
(4星)	 不知两年后，或跟多年后的我们，会变成什么样子            
(4星)	 前几集更好看，校园生活，雨森在的时候感觉好，而且老徐不是女一。。            
(3星)	 我承认我没看完。囧。无感哎。。。            
(5星)	 我已经忘了结局 只是记得当初那种感觉~            
(4星)	 喜欢主题曲            
(4星)	 就冲着少年老徐            
(5星)	 难忘的回忆            
(5星)	 几多年前看过，国内第一部偶像剧，牛逼，现在又重新温习了一遍，刚看完，那时候的李亚鹏好帅，不过现在也一样；那时候的徐静蕾很文静，不过现在很闷骚；那时候的廖凡太娘娘腔，不过现在很是男人。就是可怜了那个若彤，爱了那么多次，很是为她抱不平，人虽然不漂亮，但她很执着，执着着到最后才能爱……            
(NA)	 不知道@            
(3星)	 看在友情的份上剧情太TM纠结了            
(4星)	 那是青春的标签            
(4星)	 成长时期的电视剧~哈~            
(5星)	 前青春期的记忆~            
(NA)	 那时候还有梦            
(3星)	 略看            
(NA)	 一天看六集            
(NA)	 青涩            
(4星)	 谁来做我爱情的推手？            
(4星)	 小时候看将爱只是以为那是一帮子人的爱，如今回头再看却看到这么多成人世界的无奈            
(5星)	 金鱼！！！镜头会说话~~不管是10岁还是20岁都爱看！            
(5星)	 前段时间看了电影版，给的评价是一般。现在又把初中时看过的电视剧版又看了一遍，可能是恰逢感情失落吧，别有一番风味。可见影视作品是要应景的，你心情不对，看它怎么都不是你的菜，心情合拍了，别人再说怎么烂那都是虚的            
(4星)	 还是以前的好看～            
(5星)	 谁 遥望 等你爱我 将爱情进行到底...歌真好听。            
(4星)	 人生中第一部偶像剧。            
(4星)	 尘封中的爱情            
(4星)	 记得是陈琳唱的：等你爱~~~~~~我~~，哪怕只有一次也就足够.....            
(NA)	 说到底就是一个共同进步的问题            
(4星)	 可以看看            
(5星)	 这个算我看的最早的偶像剧么。            
(5星)	 那份纯真            
(5星)	 不敢再点开，但要一生珍藏            
(4星)	 叫回味            
(3星)	 哎呦，岁月不饶人，嫩的时候真好看。            
(4星)	 一星给交大老校区            
(3星)	 我发现独白这个东西很沉重 知道没意思，就得看，那种感觉好，哥们之间，男女之间，和龌龊后清纯一样，大学里青春，美好。。看完了 ，那种感觉不太多， 男的土女的酸，没什么劲，台词更土。但是很现实的 ，就音乐还不错  那个时代真的这么土，没感觉了。  有时有种物是人是，惊变的感觉 时过            
(NA)	 跳着看了几集，真的很没意思......不管是李还是徐，有点装回去的感觉。可能自己真的离那个时代很远了            
(5星)	 如果时光能倒流。。。            
(5星)	 很纯很方刚            
(4星)	 四星 一半给那段回忆，一般给小柯的遥望            
(4星)	 等你爱我..            
(5星)	 最美的回忆            
(4星)	 跌蕩起伏            
(NA)	 我还真不喜欢看，每个人都反反复复的，而且太多做作和刻意            
(4星)	 等你 爱  也许只有一次也就足够            
(4星)	 有种片子是永远不敢重温的，当时是小学5年级，最心水乐言和若彤，最不待见的就是杨峥和文慧。。。            
(4星)	 只是为了找点之前的感觉。            
(5星)	 一晃十三年了，刚毕业时的小屁孩如今已人到中年，亿往事，青春飞扬了...            
(4星)	 我姐带我看。带我早熟哈哈            
(3星)	 胖子小柯音乐作品里最成功的一部分。            
(NA)	 好哇            
(NA)	 看过4集            
(4星)	 杨峥就是个傻子 若彤啊 你付出那么多会心伤的            
(NA)	 很早看的了，后面的情节都差不多忘了。            
(NA)	 神马编剧。。            
(4星)	 在你我相遇的地方 依然人来人往 依然有爱情在游荡/在你我相爱的地方 依然有人在唱 依然还是年少无知的感伤/你我从此被爱紧紧锁起来 却又不能一生相守 这到底是谁在安排            
(5星)	 影响80后爱情观的骗子            
(NA)	 小时候可爱看了~            
(4星)	 廖凡 龚蓓苾 高旗 ！！田震 演的也不错            
(4星)	 青涩版的奋斗。故事到后来的发展跟我想象的很不一样，或许这才是人生？虽然没有看出所谓能将爱情进行到底的动力，但爱情总归不是个坏东西。关键是，青春太宝贵，倘若不能用力的去爱恨去奋斗去挥霍，就真的是浪费了。            
(3星)	 陪伴成长。            
(5星)	 在爱情片偶像剧泛滥的今天，过去的那么些人和故事，现在看起来却无比的浪漫和美好~~            
(4星)	 当年觉得很好看.            
(4星)	 老徐那时候的演技貌似比现在好            
(4星)	 被往事击中            
(5星)	 太久之前看过的 忘记了到底演什么 但是杨峥踩着自行车后座驮着大束玫瑰花 那阳光啊 细细碎碎的            
(2星)	 以前的电视剧怎么这么土啊，当笑话看了。            
(5星)	 很轻松             
(4星)	 看着他们，看着交大的一幕幕，觉得很美好，也很悲伤，看不下去了，再看就要无限追忆过去了...            
(2星)	 真不是我的菜            
(3星)	 依稀记得起跑线上待发的李亚鹏，而杨峥这个名字我已经忘了。            
(3星)	 狗血片，改成3星是因为小柯的音乐            
(4星)	 人生中看的第一部偶像剧吧，我就是对若彤和小艾的印象超深，回顾下剧情，都想给电影打一星了...            
(5星)	 青春记忆，我曾经向往的大学生活            
(4星)	 当时姐姐在看，也跟着看            
(5星)	 高中时候看过毕业后的那段，十多年后当我不再年轻的时候，校园里的那段恋情却让我哭哭笑笑，很是感动。            
(5星)	 在大学里，谈一场轰轰烈烈的恋爱。            
(5星)	 旧剧新看。那年的时光。青春。。。。            
(4星)	 青春启蒙片，矫情，但仍然感动。            
(4星)	 大学时代，较美好。            
(5星)	 怀念纯纯的老徐            
(4星)	 虽然现在看挺傻的还有借鉴痕迹，但这剧真是结合了很多的经典元素，到现在我都记得花花男猪举手机对大海的场景和闷骚男2那寂寞的独白            
(4星)	 说是我们这一代的经典记忆，我直到前不久才看过，制作不算精良，但确实勾勒出了大学时代爱情的轮廓，为爱而唱、为爱而伤。流了泪，也更清醒；只有经历过了，才能真正理解这一切，才有可能跳脱出这爱恨纠结，成为一名旁观者。            
(4星)	 第一部偶像剧 我还清晰记得我们一家三口一起看的时光 美好            
(4星)	 看不下去了，虽然很美好，虽已不太相信            
(5星)	 仅是为了小时候的记忆            
(3星)	 当年喜欢的小艾            
(4星)	 高中时看的是后半段，所以支持若彤；这一次看的是前半段，又开始支持文慧。青春啊，爱情！            
(4星)	 这片出来时我初中,没机会看,最近才翻出来补习了一下.撇开一些恶俗的桥段,例如总是迟到,雨中奔跑,还有能解释的话总是不解释,这些暂时不提,这片放在现在还是挺写实的,信仰的崩塌,生活的落寞,爱情的失意,演员长得也都挺写实,给个四星,纪念逝去的青春            
(5星)	 纠结异常，冲着129操场，冲着勾起青春回忆的那些歌谣和镜头，给个满分BTW，男人千万别学杨峥            
(3星)	 杨峥和文慧在一起的学生时代好看 后面就不行了。            
(NA)	 重温 老徐年轻时候真的好清纯 还记得小时候我喜欢乐言跟谢雨欣的那个角色 这次不知道会不会变 仔细听原声发现很牛掰            
(4星)	 不会去电影院看《将爱》，这原本就是杨峥与若彤的爱情啊！            
(5星)	 回忆            
(5星)	 永远的记忆~            
(3星)	 12年后的现在看有点晚了            
(3星)	 就前面7集还精彩 真是部虐人的片子--            
(5星)	 跑啊跑啊 泪流啊流啊。。嫁为人妻后 再看一遍 无法言语 除了美好就是美好            
(5星)	 的确是爱情片你们的经典。            
(5星)	 有美好的回忆            
(3星)	 实在看不下去了= =            
(3星)	 比杜拉拉能好点....            
(5星)	 其实都忘了演的啥了            
(4星)	 什么时候看得都忘了，几乎忘了所有的情节，只记得当时的老徐清风习习，当时的亚鹏青春无敌，时间啊，时间            
(4星)	 回忆回忆。。            
(5星)	 中国第一步偶像剧，校园爱情，社会现实，一切的一切，十年后，会是什么样子呢？            
(NA)	 怀念本部的129 南楼北楼 图书馆 一切的一切             
(5星)	 一个周末看完20集...12年前的偶像剧 并不显陈旧 几个年轻人和青春的故事 还是那么让人怀念...配乐和主题曲很好听 久久不能忘怀...            
(5星)	 重温过后，酒暖回忆思念瘦...            
(4星)	 文慧没了之后就不看了。前十集好看，后来一点没意思，郁闷            
(4星)	 当年的故事现在重温留下mark            
(3星)	 怀念傻傻为爱向前冲 。。。 用1999年 陈明的声音不管不顾的追求那段罗曼蒂克的恋情，与以前的恋人不在见面，不得不感叹 ，过去了 就是过去了，追不回地眷恋着那些从指缝中溜走的时光            
(3星)	 只是结局还不错而已。            
(5星)	 以爱情奋斗比以奋斗奋斗好多了，真诚多了            
(4星)	 就为了看电影~特意把电视剧又看了一遍~经典小偶像剧            
(4星)	 情之一字误人深啊～！            
(4星)	 人生中总有几部片子百看不厌。这是其一。            
(3星)	 重温。。。看的我真后悔学生时代过得太有心有肺了！！            
(4星)	 曾经的岁月~            
(NA)	 第一次对大学的憧憬啊……            
(3星)	 一颗星给音乐原声            
(5星)	 12年，变化那么大。上海发展得好快。那个绿色的96路公交车好有意思。以前的王学兵比现在好看，现在的李亚鹏比以前好看。            
(4星)	 十多年前的电视没想到今天仍能让我若有所思，若有所感。            
(5星)	 还记得年少时的“萌”吗？？            
(5星)	 虽然制造年代久远，但时代经典永远无法超越            
(5星)	 经典！音乐一响起画面就会在眼前闪过。。            
(3星)	 呃...因为电影找来看的，一夜没睡看到早上八点。看到了00年代的爱情，但是电影只与上部有关嘛~            
(5星)	 找一个相爱的人很难，找一个合得来的人更难，找到相守的人那是难上加难.            
(4星)	 童年记忆            
(3星)	 已经不太记得内容了，感慨一下我的青春回忆。            
(NA)	 徐装装脸上有难以掩盖的坑            
(4星)	 不知何时还能再见到你            
(3星)	 现在看那时  青涩造作但又挺单纯            
(4星)	 多少年了呀。。。            
(4星)	 年前得知将爱电影版将于情人节上映，非常期盼。由于各种因素导致至今仍未看到该电影，于是到优酷重温了一下电视剧版。98年还没谈过恋爱的我哭得稀里哗啦，如今而立之年再看将爱仍止不住眼泪。虽然，将爱里有太多悲剧的巧合，但它很真实，几乎每个人都能在剧中找到自己的影子。依旧喜欢！            
(3星)	 其实现在看来张一白在感情戏的铺垫上依然没有成长            
(3星)	 现在再看不行了            
(NA)	 遥远的单纯~            
(4星)	 看完了。心里乱糟糟的感觉。结局真的不怎么好。期待一下电影的剧情会是怎么发展吧，虽然最后的结果已经看到被某个傻丫头剧透了。 等你爱我这首歌，看的过程中每次听到，心里都会咯噔一下。不知道电影版的这首歌又会是怎样的感觉。            
(4星)	 忘了哪一年看的啦，只记得老大特喜欢，他上大学以后还专门买了正版DVD收藏。但我当时看的感触并没那么深，甚至一点也不能理解杨铮最后去找若彤（她很好，只是爱错了）。果然2年就是一个代沟啊~            
(NA)	 看一次心动一次。。。李亚鹏在海边叫文慧听海那里            
(4星)	 唯一一部能记住的国产偶像剧~~~            
(5星)	 童年回忆有没有！！！！！！            
(4星)	 我看的时候老徐很年轻 很纯 因为以前没看过 所以基本上和电影是接上的 这反差太大了...            
(NA)	 不在一起，始终是不幸福的；而在一起，是幸福的前提。            
(4星)	 重温旧梦            
(NA)	 其实杨峥跟若彤在一起挺好的。            
(4星)	 那时很爱的~~虽然男女主角都不喜欢            
(4星)	 就记得他们上网的地方好时尚啊             
(5星)	 不解释。            
(5星)	 很爱！ 再看，听着纯音乐版的遥望，很心疼！            
(3星)	 呵呵~~这就是看完电影的后遗症            
(4星)	 居然，文慧和杨峥没有在一起么。            
(3星)	 my youth            
(3星)	 早年电视上看的后来了用迅雷下了全集看，谢雨欣、陈明在里面很别扭            
(4星)	 我甚至有点害怕看到怯懦的你们……            
(1星)	 我活了20年了，在电影院看过的电影很多很多，这部电影是我看过最难看的一步，没头没尾，100个人有99都在摇头..很嘈乃排的。看这部电影我还不如在家睡觉呢。            
(3星)	 纠结的爱情观不知道毒害了多少80后~            
(5星)	 这是我看的第一部偶像剧 地位 意义 深重            
(3星)	 那时的李亚鹏真是帅，那时的徐静蕾真是纯！            
(5星)	 遥望、谁、等你爱我，多超级好听。听海的片段很经典。音乐让我又想起了朱宁            
(3星)	 核心不过是狗血无比的虐剧，但那首等你爱我响起，还是会感动不已，它的存在更是一种情结和怀念            
(4星)	
(5星)	 迄今为止最出色的大陆青春偶像剧            
(4星)	 么奋斗那种扯~还算有现实意义            
(5星)	 那时候老徐还很青葱~            
(NA)	 校园爱情！            
(5星)	 。            
(4星)	 音乐唯美            
(4星)	 懵懂的时候看这部电视剧，虽然对这部片子记忆已模糊，但是看后的感伤还记得。这是不是就很像喜欢一个人之后，对这个人已经模糊，但是那份感觉还存在            
(5星)	 短短的20集，浓缩了很多，讲述了很多，真的很不错的片子~            
(4星)	 那叫一个纯            
(5星)	 这是我看过迄今为止最好的一部青春偶像剧。。。。            
(4星)	 老徐的雷腰带。袁鸣的连衣裙。小柯的音乐。            
(4星)	 过去谈恋爱的方式真是弱暴了```            
(4星)	 故事，结构，甚至摄影，都是我的范儿。回家的地铁上就想，如果我有足够资源拍一部电影，一定就是这个样子。真好。            
(5星)	 这是比泡沫多了点内涵的电视剧            
(5星)	 经典~            
(5星)	 我最爱的是小谢            
(4星)	 只是当时已惘然，其实我已经忘记了大部分的剧情和当时看电视的心情。我只是对若彤特别的印象深刻。而电影中的她已经消失得无影无踪            
(4星)	 在你我相遇的地方，依然人来人往            
(4星)	 其实现在看来这部电视剧里边有很浓重的90年代日剧的影子，不论是角色设置、人物关系还是音乐风格、拍摄手法上。            
(4星)	 初恋就是爱得很笨很用力，遍体鳞伤，依然念念不忘...            
(5星)	 看到过去对爱情的懵懂和青涩，不经会心一笑，是啊，我们都长大了。            
(3星)	 太青涩了 剧情有些蹩脚 看完了觉得文慧太嫩了吧 还没长大呢 很幼稚            
(5星)	 小学时喜欢的一种感觉 我要是98年看到就好了            
(4星)	 跟我妈一起看的很多剧情都忘了，各种喜欢原声带尤其是片尾曲。后来有个暑假中央八每晚放这剧放央视版笑傲江湖，那会儿还没电脑，于是我就每天半夜掐时间去听片尾曲然后看笑傲江湖……            
(4星)	 编剧很好，三个设计，三个结果。生活中常常面临选择，选择就是产生无数种可能。面对选择，我们总想先看到选择背后的结果。这部片子，给了三种可能，让我们细细品味            
(NA)	 爱不是顺其自然  ~            
(5星)	 这是属于青春的记忆。            
(4星)	 怀念爱情的一部电影。。。和两个女人一起去看的，一边看一边感慨爱情树浮云啊浮云            
(4星)	 没完全看完，不想看了，费时间。            
(4星)	 起初看这部电视剧纯属偶然，是为了看电影版的将爱打基础，没想到后来被里面的一些事打动了，总有一些情节可以勾起我过去的青葱岁月，大学毕业了大家各奔东西，多年后还能像以前那样聚在一起高谈阔论吗？岁月无情人有情。4x100贯穿着整部电影，留下很深的印象            
(3星)	 记忆中看过，但始终觉得一般............            
(4星)	 haha,小的时候看过            
(NA)	 一个人去看            
(5星)	 10年前单纯，10年后都是神经病            
(4星)	 什么也不说了            
(3星)	 现在看来拍的好粗糙啊，拖沓，幼稚，情节也乱七八糟，驴唇不对马嘴。还有杨峥，什么人啊，根本不值得爱啊。。。。            
(3星)	 容不进你们的青春。            
(4星)	 只为青春            
(4星)	 很喜欢那时候的文慧，还有那些歌。。。            
(5星)	 当时还挺迷恋的 记得里面有个人人网。。。是最早的人人网！            
(4星)	 不管现在遇到的是谁，我们唯一能做的也只能是拼命活的更好而已。心里能有一段可怀旧的记忆，心里曾经那样装过一个人，就是福气。            
(3星)	 小学二年级暑假看的 你说我能看懂个毛            
(3星)	 结局真令我气愤不已            
(4星)	 最后谁将爱情进行到底了？            
(3星)	 小葉 我看了一集多 又不想看了··你看吧··            
(3星)	 我表示我小时候真的没看过。。。            
(4星)	 中国大陆第一部青春偶像剧，也是最有影响的一部。            
(3星)	 感情哪有不纠结。            
(4星)	 伴随我的初恋和对爱情的美好幻想            
(4星)	 小学的时候是多么喜欢文慧，多么希望她能和杨峥在一起，多么不喜欢乐彤啊，那些奔跑的下雨的听海的亲吻的阳光明媚的片段。            
(4星)	 剧情忘了大半，只记得当初就不喜欢文慧，而是喜欢那个一直默默守护在杨峥身边的若彤。            
(NA)	 偶喜欢小艾。。。            
(4星)	 看完了 给电影的铺垫完成了 电视里李亚鹏和徐静蕾没在一起 是不是电影里会在一起 其实我觉得若彤付出很多的 // 看到李亚鹏跑向海浪举起手机对着大海喊出“你听！”几乎要落泪了// 现在看这个 感觉很神奇            
(2星)	 现在看来有点做作啊。            
(5星)	 《等你爱我》……            
(5星)	 在最美的时光里我爱过你。            
(4星)	 站在那个年代的角度，应该是很感人的吧……            
(5星)	 最近重看这部电视。在他们的青春里，欲罢不能。            
(3星)	 果然这就是偶像剧。。。太傻了。。。            
(4星)	 青春的记忆            
(NA)	 看过之后，很难受            
(3星)	 呃。跟电影的风格完全不一样。哎。受不了了。剧情很狗血            
(4星)	 在你我相遇的地方，依然人来人往，依然有爱情在游荡。            
(4星)	 有他妈的温了遍。            
(5星)	 直到现在才看，罪过~            
(4星)	 电影版上映才补看的电视剧版本。开头的几集 就是大家都在念大学的时候很精彩，爱情也很感动，毕业的生活我不太喜欢，最后几集又好看起来了。            
(NA)	 现在想想印象最深的就是等你爱我            
(4星)	 原来2000后的大学毕业生遭遇的问题在98年就出现了。不是扩招导致了大城市难留、工作难找，它只是加了把火，难变成更难。            
(4星)	 不只是爱情            
(4星)	 那个时候很好看            
(NA)	 因为电影            
(4星)	 重新怀念了一下，大陆第一代偶像剧，配乐真是无敌。奔跑、跑！            
(3星)	 太虐了。            
(4星)	 超喜欢那个年代的爱情故事，有些怀旧的感觉            
(4星)	 人生就是很沉重的成长剧。大学时热情、梦想、期盼。毕业后分离、迷惘、背叛。最后对现实的屈服。不知道自己走到了哪一步，我只知道越走下去是我害怕的未来。真想将青春冰冻起来，让它永不腐烂。最喜欢小艾，杨铮在海边打电话给文慧，还有雨中用跑送别雨森的场景。歌太好听了，很多年后再听也一样的感动            
(NA)	 记忆。            
(4星)	 不得不说在回味这部电视剧的过程中  我是很享受的  记得它初次开播的时候我还在读小学  呵呵觉得里面的歌不错  班上的人也争先观看  每到课间就聚在一起聊聊  是的  这是一件在已逝的青春里的礼物  很美好  觉得于我  就象东京爱情故事那般经典  我喜欢            
(NA)	 在youtube上不小心点开。感动得一塌糊涂。如今快餐式的爱情剧仿佛再也无法像当年这种朴实含蓄和轰轰烈烈的青春剧版带出我那么多感伤和眼泪。是感叹自己长大了，老了么            
(4星)	 只喜欢乐言、若彤，编剧不该把后来的乐言写成坏人了……不过我也正在向他一样慢慢被腐蚀            
(NA)	 其实很难定义看过，因为在那个懵懂的年龄            
(3星)	 明明就是将爱情纠结到底。前几集李亚鹏和徐静蕾的人物感觉把握的挺到位的。            
(4星)	 祭奠青春            
(4星)	 好桑心啊····为嘛是那个在起了·······            
(NA)	 突然想起我看过！            
(4星)	 当时觉得很好，现在不知道，不过记忆中挺支持的            
(4星)	 温习。            
(3星)	 复杂又拧巴的感情线。爱情是进行到底了,可是人已非。            
(4星)	 半夜RE这种老片子是会BLX的好麽            
(3星)	 一身香草气的青春            
(NA)	 先看的电影，无聊的夜晚没法上网就看了点电视剧。跳着着，可能期望太大，没那么喜欢，好像更爱那个电影和那份感觉。2011.2.20            
(3星)	 十几年前的电视剧 确实比较纯一些 无论是对白还是大学生的奋斗 比现在真实得多 编剧还会允许小三有一个happy ending... 某人说是因为现在大家都越来越会歪歪了 ps.每次 &#34;等你爱我&#34; 的声音响起来的时候  心里真的一颤            
(3星)	 纯粹怀旧 虽然我小触动了下还被人BS了            
(NA)	 终于看完，才发现12年前就有“你脑袋进水了”这句话，才发现12年前“接吻就跟握手一样平常”。真的是时代变了么。我不信。            
(5星)	 那时候感动的内牛满面呢~            
(5星)	 美好回忆~            
(4星)	 2.15一天看完的，可能以前也看过……现在感觉最悲催的是杨铮，不想靠别人，却很长时间靠的是别人，尽管他不喜欢打地铺……            
(5星)	 因为将爱，所以看这个电视剧，人生缺少的坚持和等待。。。最终会变成一个对爱情的执着。。。你快乐所以我快乐、、、现在看来会更有意义 、、、            
(4星)	 纪念纪念~第一部偶像剧~~            
(NA)	 亚鹏哥哥年轻时还是挺有范儿的！            
(5星)	 一定要到底            
(5星)	 回忆            
(5星)	 真得风中凌乱.            
(4星)	 青春再也回不来了            
(3星)	 其实更喜欢《京港爱情线》。这部里面喜欢若彤。            
(4星)	 属于那个年代的经典            
(5星)	 我克制住不要再看第二遍，因为留在记忆里的东西，才能是最好的。            
(4星)	 当年不觉得有多好，但实际上就是被深深影响了，尤其是音乐，尤其是歌词。那一年，徐静蕾看起来还不讨厌；那一年，李亚鹏看起来还有些讨厌；那一年，我开始固执地认为好的爱情，无论多久都是值得等待的；那一年，我决定，喜欢的人，是要带着一起去看海的；那一年，怎么就过去那么多年了……            
(NA)	 《将爱》由三个不同的重逢版本构成，我最喜欢第三个。也许真正的将爱情进行到底不是两人的厮守，而是回到各自的家庭，将爱情进行到底。            
(3星)	 如果只有前六集 一定给5星 越后面越变味            
(4星)	 那美好的青春啊。。            
(4星)	 看完前十集就够了            
(3星)	 80的青春记忆            
(5星)	 太棒了，有我们的影子            
(3星)	 小时候根本没看懂！            
(2星)	 当年没看，十二年后再一看，看了两集看不下去了            
(5星)	 这爱情多纯净            
(4星)	 和初中时期紧密团结在一起            
(4星)	 当时的杨峥为什么要暧昧，喜欢或和文慧在一起了，为什么还不承认            
(5星)	 有空应该重温一下~小时候看根本不懂爱情，现在看肯定不一样。            
(4星)	 记得不是很清楚了，但是现在看李亚鹏那阵子还是挺帅的            
(3星)	 忘掉过去的爱情，也难忘掉这份初恋的情怀。            
(4星)	 这样的感情，我没有，电视剧不错，我在你们的人生中感受人生。            
(4星)	 主题曲太给力了 现在听起来 还是觉得很经典呐~ 张一白的作品 我喜欢。            
(3星)	 印象模糊 那时我还小            
(NA)	 还是觉得徐静蕾演技差……李亚鹏那会儿看着比靖哥哥顺眼多了            
(5星)	 徐静蕾像一瓶红酒，和李亚鹏的爱情慢慢沉淀            
(5星)	 其实真的不想加进来不敢触碰12年前无处安放的美好青春            
(5星)	 感动得一塌糊涂！一直印象 很深刻听，海的声音等你爱我的歌声响起····特别是电影里一对对的在说那些话，或者比电影更加真实和感动！            
(4星)	 哥的青春小鸟一去不回来            
(3星)	 前半部很精彩，后半部一般            
(NA)	 中国第一步青春偶像剧 记得当时看的很认真 不过现在什么都不记得 只记得主演和主题歌了            
(5星)	 这是我向往校园爱情的启蒙篇，可惜我最向往的始终没能发生在我身上...             
(4星)	 将爱情进行到底，不是要在一起。            
(4星)	 那个听海的电话、那个挂满金鱼的房间！            
(3星)	 前三集好看。后面真磨叽。            
(5星)	 高分给的都是那时候的回忆            
(3星)	 听到了california dream，虽然剪辑功力和一些配乐让人无语，整体还是不错的~            
(4星)	 是啊，乐言，他内心的纯真已失去多年了吧            
(4星)	 原来已经有十二年了....十二年前，自己穿着蓝裤子白T-shirt的样子还很清晰。我买过的第一张原声带就是《将爱情进行到底》，卡带，后来弄丢了。喜欢“乐言”这个名字。12年前，白球鞋10块一双，小城市里还没有kfc，我刚刚开始发现自己是个gay...            
(5星)	 又是通宵达旦，纠结，憋屈，爱情只是一种心态，现实即便如何残酷，希望自己永远都不要情感麻木，积极乐观、包容大方，爱人爱人~~~            
(5星)	 青春的爱轰轰烈烈；青春的爱，我们却承受不起；青春的爱，如同河流一去不复返；青春的爱，我将如何将你葬埋？            
(5星)	 『你听！』看完之后，脑袋里一直回响着，等～你～爱～我～……|||            
(5星)	 当初看是因为同济，现在连同爱情都要成为回忆...这不是我想要的            
(5星)	 他短讯我，你一定要看《将爱》，说不出的感动。还记得那年看《将爱》连续剧时，陈明的《说你爱我》，亚鹏在海边拿出电话让老徐听海浪声，跑步时意气风发的他们，许多东西，依稀还在那里。却突然间，走到如今。时光迅即，你的爱，还在流浪吗？            
(5星)	 在你我相遇的地方，依然人来人往，依然有歌声在游荡，在你我相爱的地方，依然有人在唱，依然年少无知的感伤。            
(4星)	 小时候看的了            
(3星)	 那时的青春偶像剧是那么纠结的么？反正看得很憋屈的。搞不懂当年为什么那么火，什么时代看什么剧吧，经典不用回味了！            
(NA)	 不得不说，我对这部剧感情很深。虽然不知年少时是不是真的懂这里面的情感。可我知道，那时的我没有丝毫杂念，会为青春而热血沸腾。这是这部戏能给我的最美好的东西。            
(5星)	 打分竟然只有7.8，切~            
