http://movie.douban.com/subject/3330142/	富贵门
(NA)	 历经若干个日子，终于把富贵门看完了。最后的那几集，我依稀又看到了天地男儿里面的那个罗嘉良，坏且癫狂，但只是依稀看到，不了了之。对这部片子的感觉是，吕良伟真的好帅，袁咏仪真的好美，郭可盈真的老了，TVB编剧是越来越不行了，奇怪的是我依旧坚持看完了，没办法，我还是标注的TVB迷。            
(2星)	 我妈很爱看。= =            
(4星)	 这部戏系冲着靓靓的，还有就是想看看可盈现在怎样了。自己觉得这部戏没有外界说的那么难看，特别喜欢看看靓靓的部分，挺搞笑的，以前没看过三嫂的戏，这次看真的是实力派，可盈的确太瘦了，很喜欢那首插曲，很有味道            
(1星)	 垃圾门            
(4星)	 喜欢可盈。所以喜欢富贵门。            
(NA)	 没有TVB以前的大家族商战剧好看 但冲着捞家我还是看完了            
(3星)	 和爸爸之前在看，他觉得不错，我觉得一般啦，就是tvb模式             
(3星)	 结局好冷            
(3星)	 无剧可追的日子  我把它看完了            
(4星)	 剧情不错~            
(3星)	 一般一般吧            
(3星)	 前面还很好 就是结尾 太那个什么。简直就是虎头蛇尾            
(4星)	 TVB的电视结局老是让我抓狂            
(3星)	 一帮演员实在是老啊            
(3星)	 剧情太俗套            
(3星)	 刚刚看完这部剧, 是部典型港剧, 也就是说:坏人很坏很奸诈, 好人很好很愚笨, 面对坏人基本没有抵抗能力. 罗嘉良的演出很赞, 完全表现出了奸人的种种劣性; 吕良伟确实演得像一个富豪; 袁咏仪的角色给人很傻的感觉. 前半部的剧可看性比较强, 后半部觉得情节很牵强            
(3星)	 剧情……不敢说烂。但是是商战片里最拿不出手的。人物……不能说烂，好歹袁咏仪让我觉得还是二八少女一个……虾米都一般般吧。。            
(NA)	 大爱袁咏仪，马德钟。做CONNIE一样的女人            
(5星)	 嘉良,大爱,可惜剧情有点.........而且家燕姐在里面的角色实在太可笑了            
(2星)	 tvb的电视越来越不行了            
(4星)	 还行            
(3星)	 TVB的明星们都老了····            
(5星)	 虐心。。好片            
(2星)	 如今的TVB只有这些让人期待但又最终失望的剧集了……            
(4星)	 结局。。。唉。。。            
(3星)	 结局老套啦！！！罗的演技不错            
(5星)	 好看好看好好看！！！            
(NA)	 鍾意            
(2星)	 老人台推出的老人剧，剧情老演员老。TVB老矣，尚能热否？            
(4星)	 07/31/33/34            
(3星)	 TVB剧里的人都疯了。。。到头来还是一场梦。。。            
(4星)	 又一部小三的故事.没钱的人招摇撞骗,有钱的人烧的难受.            
(2星)	 心痛，看到那些伴我长大的人渐渐老去；剧情已没什么好说的了，牵强苍白就是了；但干脆利落的节奏，高度繁荣现代化的香港，时尚富贵的上流社会生活还是一如既往地吸引着我！            
(3星)	 演技都还不错，就是剧情太狗血了！！            
(3星)	 总觉得最后的结局罗嘉良其实没有失忆~            
(NA)	 金钱诱惑            
(5星)	 家族局的没落...            
(1星)	 tvb越来越狗屎！            
(3星)	 TVB的老演员们，演技是没的说            
(4星)	 比我想像好看~~~            
(3星)	 最后的结局太扯了            
(3星)	 跟着老婆看的，坏事做绝就是死不了，只因为长得帅？            
(5星)	 不是一般的好看，老演员演技都超棒            
(3星)	 真系好差下（大制作离讲）            
(NA)	 看不到结局....到后来没意思了都            
(3星)	 一开始几集还蛮好玩 后来开始扯淡了 于然后越扯越远 ANYWAY  看在罗嘉良和袁咏仪面上 特无聊的时候看看还行吧            
(3星)	 捞家果然有一哥风范，演技超好。袁咏仪还是很漂亮。戚美珍比较显老，吕良伟的口音有点听不习惯，马德钟这个深情专一的钻石王老五形象让我对他有所改观~~TVB最近老让一群四十出头的谈情说爱，青黄不接啊~~            
(NA)	 编剧脑子被门夹哦            
(2星)	 勉强看完，又长又臭            
(5星)	 一部豪门的血泪史，戏剧人生一点错都没有。            
(3星)	 一般吧            
(4星)	 PPS打了有8.8分，超速看完。            
(3星)	 。。脑残剧。。唉。。不过戚美珍很高雅。。            
(5星)	 很典型的TVB剧...            
(4星)	 剧情一般，但还是大爱老罗和靓靓            
(3星)	 慢热而狗血的剧情 对白中硬伤和演戏成分多了点..罗嘉良的奸角一如既往的入骨..            
(3星)	 如果是想看部TVB的话 还是不要看这部了 如果是TVB的FAN那还是要看下的            
(3星)	 开头几集没看，不予评论。。不过结局真烂            
(4星)	 欲望让人变得可怕，什么都没有的时候想要一点点就行了，等有了一点又想要更多，这就是人的本性……人要懂得收手，更要直视自己的错，不要推脱于他人之身……            
(4星)	 后面几集很好看。。很紧凑。。前面就有点拖拉~~人总是贪婪的。。你要的永远是更多。。永无止境~~            
(3星)	 看到中途就跑掉了；、、、因此  心理健康是很重要的·····            
(NA)	 没看完，实在是看不下去了。            
(NA)	 贺爵年离婚前的表演真精彩            
(3星)	 比《宫心计》强多了。结局太蛇尾了。广告太植入了。捞家和靓靓演技一如既往的好。不过，还是怀念曾经的丁善本。            
(5星)	 纠结、纠结。            
(2星)	 到咗今时今日睇TVB还追求乜合理嘅人物关系、符合逻辑嘅剧情结构都喺自己攞来搵笨。我都喺睇D好戏之人：靓靓、罗嘉良加埋好姨，仲有刘兆铭加吕良伟个D不咸不淡D广东话。原来吕良伟是客家佬。            
(3星)	 看一群四十多岁的人演20多岁的故事，看了好多集才适应。不过适应了就好了。            
(3星)	 结局...我无语..            
(2星)	 在剧里面，有钱人一开始就傻B得不行，为以后的悲剧作了铺势，结论是原来傻人也可以很有钱!结局则说明：坏人就是坏得出汁，也可以活得很好！            
(4星)	 我邪恶的希望罗嘉良成功~            
(3星)	 典型的TVB虎头蛇尾。闲来没事看看            
(4星)	 做为TVB的台庆剧，还是相当值得一看的，个人觉得比宫心计好看呢。。            
(2星)	 到后面就瞎拍了，很失败~            
(3星)	 除了珠光宝气，这部时装剧也觉得还不错。26-32内容不是很丰富，最后的大沙煲和小沙煲的兄弟亲比较感人。            
(NA)	 老人剧            
(4星)	 topman!~            
(3星)	 普遍演员有点老。。            
(5星)	 很好看 要是有两个版本结局 就好了 很喜欢令姿            
(3星)	 原本可以简单的情节非要弄的这么复杂。这么恶心的大沙煲居然不死。。汗滴滴            
(3星)	 还行吧...比《宫心计》强。            
(4星)	 中间还行，结局不是一般的shi            
(3星)	 真的只是尚可，而且还是靠袁靓靓和Connie拉高的分数，是我喜欢的阵容，但是剧情真是弱啊            
(5星)	 只看不说            
(3星)	 虽然看完了，但好像是为了看结局而看完的。不过这完之后还蛮喜欢袁咏仪的。            
(4星)	 为了靓靓给4星            
(3星)	 过程中有一些部分令人讨厌...            
(NA)	 我喜欢她            
(4星)	 撈家的演技沒話說。還學到了點銀行運作的知識。            
(3星)	 不得不说岁月不饶人啊，看着长大的明星都老了            
(3星)	 一般吧            
(4星)	 郭可盈，典型的整容失败。。。本来是冲着她去看的。。。            
(2星)	 要不是因为不想半途而废，早就不看了结局太傻了            
(4星)	 过得去，唔算十分好看。。睇左一半，无睇一半甘。。            
(4星)	 比宫心计好些~郭可盈好受啊 穿着合我意~讨厌桌一元            
(2星)	 看富贵门前我重温了天地豪情，唯一的感慨是TVB人才凋零，罗率锅已经成为罗大叔了。。剧情实在是很没意思，一点豪门恩怨的复杂也没有，叹息            
(5星)	 真的很好看。又是一个完美的结局。            
(4星)	 由于跟宫心计同时播出，所以很不占优势。加上开头的剧情比较拖沓，所以就失去很多的关注度。总体来说，算一部无功无过的家族 剧            
(2星)	 呃，终于还是看不下去。只看到20集。故事太过拖沓。            
(4星)	 剧情不错，不过不太喜欢结局~            
(2星)	 完全就是讲一个不是变态的人变成变态的历程...            
(4星)	 剛開始很吸引，浪費了一班好演員            
(NA)	 结局太突然            
(2星)	 宫心计烂得这样，没想到富贵门更烂。看薛家燕在里面大吼大叫的夸张表演就倒胃口了，哪还看得下去。好姨那么多年戏白演了。            
(3星)	 一开始不喜欢令姿,最后却被她打动了.            
(NA)	 很喜欢很喜欢            
(3星)	 片子开头的脉络不错，可是结尾搞得太离谱            
(3星)	 大家都老了，大家都扑很多粉。也是一部过分夸的剧，今年tvb的台庆剧怎么了？            
(3星)	 TVB对这样的富贵家族的戏技穷了，没新的突破~~            
(4星)	  一般····            
(3星)	 罗嘉良还是演好人好点。另外，希望沙富来在沙巴碰到一心，并恢复记忆。咔咔！~            
(3星)	 更脑残            
(NA)	 born rich            
(3星)	 完全是因为要看捞家演坏人，编剧编的有问题，使得本来该出彩的剧没出来。捞家的演技一如既往。可惜了。。。。。            
(4星)	 体佐之后,好有feel...好精彩...更容易令人加深对人性既认识            
(NA)	 情感，抉择，恒久不变的心            
(4星)	 结局有点令人失望。            
(2星)	 编剧有问题。。。            
(3星)	 最后几集的剧情简直把人当傻瓜。            
(2星)	 我最烦的就是中间不断在给恒生银行打广告            
(NA)	 想拍摄自己的短片、自己的MV,欢迎咨询QQ:346950202登录中国戏网            
(3星)	 商之骄子……            
(4星)	 捞家沟女几犀利，都想知佢抱下係乜感觉。            
(NA)	 剧情还行，后面基本都是围绕罗嘉良来讲了，后面他被炸失忆了，究竟是真失忆还是装的失忆，去重新开始，我觉得后者的可能性更大。            
(5星)	 感觉同珠光宝气有D似，可以讲TVB  D节目越黎越好睇。            
(4星)	 真真假假，假假真真!            
(4星)	 我漫喜欢罗嘉良的／            
(3星)	 喜欢一鸣、还有那谁跟一心感情纠结的戏。            
(NA)	 罗嘉良在本剧的作用就是除小三，另外本剧告诉我们：当小三，死全家！！            
(2星)	 真是一部参差不齐的电视剧 很有拼盘演唱会那种FUTVB怎么了 这年头 也凑数            
(NA)	 这个才是好剧嘛~不像《宫心计》把所有的坏都摆在脸上，罗嘉良的演技真是没得说~~            
(3星)	 《差一刹的地老天荒》很赞。大沙煲啊……象做了场梦。            
(3星)	 跟从前的TVB 比不了            
(3星)	 额.说实话.前面很好看...看到头后.简直是烂啊烂啊...剧情简直可以说是在胡编乱造.演员吧.全是大龄青年.(可能是中年人)哎.真不晓得编剧搞啥子..看到后面.我太失望了.            
(5星)	 这一刹的地老天荒。。。。真的蛮感动的~~            
(5星)	 诱惑，就是万恶的深渊。人都是不知不觉的走向深渊，掉下去万劫不复            
(5星)	 喜欢沙富来穿拖鞋 沙滩裤 汗衫的那个样子            
(NA)	 没感觉            
(5星)	 没有angie就是一部不完整的剧             
(4星)	 和，宫心计，不一等级嘛，算是高一级吧… #^_^ 故事告诉我们“好人好报，一定要做好人”o(.&#34;.)o ……            
(4星)	 世俗的很多东西，耀眼而毫无价值            
(2星)	 看了一半 不想看了             
(4星)	 香港需要年轻的美女啊~~            
(NA)	 里面的CONNIE是女人学习的典范。。向她学习啊            
(4星)	 完全没得传言中嫩个难看...其实我觉得多好看的~            
(NA)	 真的是 追看的境界啊            
(5星)	 一部不错的电视剧，虽然情节有些老套，仍然沿续TVB常走的演绎豪门恩怨的路线，但情节还是比较让人期待。只是同时播放的《宫心计》和《富贵门》都是讲的上流社会（一个古代一个现代）斗来斗去的故事，看了难免感觉有些压抑，都快心理变态。。。深呼吸深呼吸~~~            
(4星)	 看在Connie的面上。。            
(5星)	 爱在偷恋蔓延时....            
(3星)	 结局令人可笑            
(4星)	 一个老千纠结的人生，看的很压抑            
(5星)	 剧情一般，罗嘉良和靓靓的演技很赞。。。            
(4星)	 到后来越来越有看头。还是喜欢罗嘉良。演技超好的。            
(4星)	 我依旧力挺阿戚            
(3星)	 三星半吧，都是老人家了... “富始一元 诚自一心”没有创世纪好看...结局对罗嘉良演的假卓一鸣太过仁慈了...这部戏的看点无非就是TVB的各位元老级人物，演技真不错，就是剧本差了点啊！~            
(NA)	 不错的　欣赏Ｃonnie　喜欢Ｔopman　用心看　　会有所得的　　Ａngie的网络日志也值得听听的            
(NA)	 很雷的剧情。只是贪图老帅哥的容貌            
(3星)	 这个结局的几乎每一个地方都被我提前预料到了，虽然吕良伟和罗嘉良演得都很好，配乐也不错，不过，还是比当年的《大时代》《创世纪》差好一截！希望港剧能再一次创造辉煌啊！            
(3星)	 吕良伟保养得不错，罗嘉良越来越丑了，马德钟也是。袁咏仪风韵犹存，郭可盈还好吧，戚美珍老了但颇显淡定风范，薛家燕性格OPEN，马国明长相挺帅大气不足。剧情略有一点新意，关于小三并未单纯批贬，袁咏仪的美貌和个性是该剧的一大亮点……            
(4星)	 结局太完美了 童话故事？            
(3星)	 失望            
(3星)	 粗糙            
(2星)	 tvb也好意思拍出来...大奶二奶老公都很喜欢，个么只好二奶死掉了...            
(5星)	 发现最近比较偏爱奸人角色。。。。。是我变坏了么？            
(4星)	 虽然老套，但是几个实力派演员的表演还是可看，戚美珍的表现来源真正的岁月历练吧，一元要是换成苗侨伟是不是更有意思            
(4星)	 还行吧，还算好看，尤其是跟宫心计一比！呵呵~~            
(3星)	 好演员，烂编剧，最后我笑场了。。。            
(4星)	 沙煲兄弟。。。。如果5系前30集，可以比部剧满分            
(4星)	 虽然情节有点过激，但戏里的情感细腻真实，非常值得一看。            
(2星)	 虽然没看过几集，但是硬伤已经多到我都不忍数。PS：大沙煲深爱的明明就是沙煲仔            
(4星)	 剧情三星，这个阵容要加星，最后给捞家的结局很和谐            
(3星)	 哎，单薄            
(2星)	 靠，终于都播完了，41集的电视剧，也就最后两集比较好看，前面的全是感情线，冗长又无聊。            
(2星)	 剧情不合符逻辑。结局更不知所谓。那个编剧是不是IQ破产了？            
(4星)	 貌似还不错的感觉..又是在说人性的贪婪            
(3星)	 起先看着觉得平淡 后面看出点味道了            
(NA)	 捞家很久没出来排戏了，一出来就是个大坏人！            
(NA)	 我中意睇白话原版！！            
(1星)	 tvb怎么了？            
(3星)	 演员比较老了,也没见很有功底,倒是戚美珍很不错~角色我很喜欢Topman.整个故事好老套,然后又是TVB的团圆大结局,其实,我希望沙富来死掉..            
(4星)	 人性太丑恶了~!都是钱惹的`!            
(2星)	 剧情太老套了。            
(3星)	 今年的剧，论剧情巾帼枭雄5星，学警狙击4星，碧血盐枭3星，富贵门最多2星，多的一颗星给的是捞家的演技和他的主题歌，“差一刹我信地老天荒~~“            
(4星)	 捞家不错，剧本后期疲软。。。支持小三上位，不过那男人太贱            
(4星)	 这才是我心目中的TVB嘛~好看，揪心~            
(4星)	 还是喜欢老戏骨。            
(2星)	 不知道编剧的脑子是不是和我一样经历了一个星期的高烧给烧坏了。。总之如果没有这几个老戏骨在撑场面这绝对是我近几年看的头号烂片！            
(3星)	 3,又见3            
(4星)	 其实我比较喜欢ANGIE,虽然她里面的角色是小三，我也很恨小三，可是这个小三却让人那么的怜悯...不舍得结局里安排让她死去.....            
(4星)	 人生真复杂            
(NA)	 SO SO             
(5星)	 五颗星吧。罗嘉良太赞了。            
(3星)	 这是一部只有演技的电视剧            
(1星)	 前期不错，有大片的风格，后面真个白痴编剧啊，特别是大哥从外国受到袭击回来那部分开始，还有郭可盈整一个烦人小三。结局是烂到了几点，罗嘉良走向崩溃。banker这个话题本可以很好的发展，但竟然成为电视剧植入广告。            
(3星)	 重温了天地豪情、天地男儿、笑看风云、流金岁月后，觉得这个电视剧拍的不到位，看到快结尾了，回忆前面的剧情，居然说不出几句话，那么多老戏骨还不能弥补编剧的问题            
(5星)	 就喜欢这类的TVB港剧            
(3星)	 终于大结局了。最喜爱男角色：Topman；最喜爱女角色：Connie和。最不喜爱男角色：卓崇禧；最不喜爱女角色：MU妈和Connie的表妹。三角关系总结：卓爸mu妈鸣妈，一元C和A，一元A和马修，TRM，M阿宝阿yan，阿宝阿yanTiger，MuFa卓，MuFa衡，等。            
(5星)	 这个才是真正的台庆大剧，魅力男人罗嘉良~            
(4星)	 开头部分是宫心计好看，但到后段是富贵门要精彩紧凑一些。等着大结局了。            
(4星)	 中间的那一段一元变神经，小三快快上位的桥段真没什么看头。。编审重点偏颇了吧。。感觉两头比较好看，小沙包比较可爱，中间真是没意思，快进了。靓靓又去生宝宝了，可盈也喜得爱女啊。。女人还是要这样才幸福啊            
(5星)	 因为有罗嘉良和靓靓。。。我爱鸣心。。            
(3星)	 三星，某些角色不可思议！            
(3星)	 即使是捞家的戏，还是让人有点小失望            
(3星)	 彻底毁灭了对郭可盈的仅存好感            
(2星)	 集结了一切昂三情节。            
(3星)	 这个剧里面没有一个角色让我中意的，topman还算好一点点。            
(1星)	 竟然教唆她人做第三者?可耻。在开始的前几集，该剧每一个场景平均年龄超35岁!还颁个经典奖给他！            
(4星)	 严重支持三嫂的演技            
(4星)	 喜欢马德钟和薛家燕，马德钟身材好棒            
(3星)	 看到一半就看最后完结的几集了……感觉不是特别的吸引人……            
(3星)	 TVB传统性 脸谱化严重            
(NA)	 罗嘉良和吕良伟相比，明显吕良伟保养得要好一些，身材也不走样            
(3星)	 编剧 你让我说什么好....真可惜这么些好演员            
(4星)	 实力派啊！            
(1星)	 很不咋地            
(3星)	 不喜欢最后结局所以看到一半果断放弃的片儿。因为结局要减一颗星            
(3星)	 想不到让我看下去的原因竟然是yaming和yan的感情戏 可怜可爱可悲的女配拿走了我所有的同情分            
(4星)	 里面的三角恋很刺激.....lo家好好戏!!!!            
(2星)	 无语了..这结局...编剧无敌了....!            
(3星)	 捞家的演技没话说，可是毕竟不再是叶荣添的时代。而TVB的渐渐没落。。。让我不知何时会全然放弃。。。            
(NA)	 再一次爱上罗嘉良            
(NA)	 不错的港剧哦            
(4星)	 冲着袁美女和罗嘉良看完了这长剧~~~主题曲真的好好听哦~            
(3星)	 么劲            
(5星)	 很好看 好喜欢。            
(4星)	 捞家真系犀利!4星系比距噶~            
(3星)	 每次吕良伟和郭可盈在一起的时候，那个背景音乐~~听得我便秘啊            
(3星)	 没看完~~~            
(3星)	 罗嘉良的亦正亦邪  可惜剧情简单了些 显现不出罗演技的张力 和人物性格的驾驭能力了 哎~~~~~            
(3星)	 看完就把星改成3颗了 哎 演员还可以 编剧就。。。还有有段配乐简直难听 不过看完这个有点喜欢靓靓了。。            
(3星)	 比較經典或者話係難得嘅演員組合。一副上海灘feel嘅阿呂，三哥紅翻三嫂都出埋嚟都有唔少驚喜，不愧為靚靚嘅靚靚，收視率保證嘅羅家，高大威猛嘅馬德鐘，實力派郭可盈等等。不過劇情雖然係有矛盾衝突，有親情感情事業線，但係一切都建立喺大沙煲頂替一個死人身份而又沒被任何人發現嘅基礎上，牽強了            
(2星)	 因为看了前面，还是想把结局晓得了。            
(2星)	 见详评            
(NA)	 TVB的剧集。。。。。喜欢看创世纪之类的            
(3星)	 老袁同志是我看此劇的唯一動力...........            
(NA)	 这部聚集了高智商，超理智角色的电视剧。非常欣赏Connie的理智、处事方式。真的爱自己的孩子，而不是像大多数家长那样把还子作为离婚后报复对方的工具。TVB有进步！            
(3星)	 捞家演反派还真不是很习惯。。。被结局硬伤到。            
(5星)	 不错，追的很辛苦Yamming 现在怎么这么坏啊完全不是刚开始那个即使做坏事心地都善良的人TVB总是颠覆人物性格            
(2星)	 没有一个演员不上30岁... 而且剧情也不讨我喜欢...            
(NA)	 我很喜欢港剧，很有特点，煽动性很强，《创世纪》就是很好的一部剧，演员的演技更是一绝，将角色活灵活现的刻画出来。但这部剧唯一不足之处，故事衔接的巧合事故剧情太过刻意，反而表现得不够自然的水到渠成，但总体上而言，我很喜欢。            
(2星)	 看到后来只是为了看结局 并不停的忍不住问自己&#34;当初我为什么想看来着?!&#34;            
(4星)	 就是演员老了点            
(NA)	 说不上来什么感觉            
(4星)	 两生关很好听~~            
(3星)	 关于一出yatming与沙煲仔的耽美剧            
(3星)	 俱往矣~ TVB这两年每况愈下的境遇呵~可是，这一票人，还是勾起了我好多儿时的回忆~剧情三分，演员四分，感情分四分~            
(3星)	 吕良伟吃防腐剂了咩            
(4星)	 剧集出来很久了，但是一直都没有看。昨天，放着看看，觉得还不错，但是，后面的剧情，可能不是我最喜欢的，但是明星众多，所以还是想看下去。            
(3星)	 我只是怀旧！            
(4星)	 为了叶荣添和岑颖欣来的  结果 杯具了……            
(4星)	 小三应该要学会如何和正室竞争~骗子应该要学会怎么做正经生意~            
(3星)	 单纯为了看三嫂演戏。老戏骨们相互飙戏。剧情很狗血。。终于完了。。唉。。            
(4星)	 OK的··            
(4星)	 里面的男人不错            
(2星)	 不和我口味~~~            
(NA)	 听说今年大片~            
(5星)	 开头挺吸引我的，看到现在的剧情好像有点停滞不前了或者说进展太慢了，估计是编剧写到这里不知道咋写下去了！非常期待后面的剧情~希望能非常出彩！还是非常看好这部剧的，觉得挺好看的！            
(3星)	 最后的晚餐            
(3星)	 完全係為撈家而追睇，雖然故事整體一般，但撈家嘅演出真係好出色~！驚喜沙煲仔最後嘅出現，好中意大沙煲同沙煲仔兩兄弟~~            
(3星)	 三星半 前半部分还可以看看            
(3星)	 吕良伟是娘娘腔...狗血大结局，可怜的罗嘉良，一个人扭转不了乾坤啊。。。。            
(4星)	 我是鸣心党，哈哈~            
(5星)	 大爱~~            
(2星)	 TVB港剧不比当年了啊。大爆炸之后居然没死然后又失忆了，这么狗血的剧情一般都只出现在言情偶像剧的。哎……            
(4星)	 才开始看，听说比《宫心计》好看，希望是真的。/看到第四集，郭可盈老了，没有以前漂亮了，有些失望呢！/喜欢的罗嘉良和郭可盈，在这里面的角色都不好，愁人。/看完了，很好，很好，结局也不错，就是觉得有些便宜坏人了。            
(3星)	 看了五集弃。            
(3星)	 &#34;贪&#34;字太恐怖...港剧果然是只能看过程不能看结局哦...又是圆满大结局的说            
(3星)	 郭可盈的角色让人心寒。。看到她我就快进。。。            
(3星)	 富贵门            
(4星)	 这里面的演员组合对我来说很新鲜~不错~            
(4星)	 还好是好的结局。            
(3星)	 一群老人演偶像剧            
(3星)	 戚美珍和袁咏仪不错；摇摆男！结局很结局；植入广告太恶心；话说沙巴做了那么多广告，可算上珠光等等，印象深刻的还是那些地方真不安全……            
(5星)	 點解成日都要勾心鬥角................            
(2星)	 难看，但还在强忍着看            
(3星)	 路过，看看罗嘉良还活着否            
(4星)	 其实不喜欢马德钟，但是非常喜欢topman这个角色，而且觉得只有马才能演出这种气质。很期待一心跟topman在一起啊。一鸣，怎么说，罗大哥自然演的出彩，但实在不喜欢这个角色。至于一块钱和郭的戏，好诡异啊。不喜欢小三，但喜欢郭。Connie，我挺欣赏她的，做女人就是要聪明一点。            
(NA)	 随便看看            
(3星)	 据说比宫心计好看。            
(5星)	 喜欢Connie，高贵有气质~虽然都是些老戏骨，但真的挺喜欢看他们斗戏！            
(2星)	 为了捞家跟靓靓一帮老演员，忍了低能的编剧。            
(3星)	 要不是有罗嘉良和郭可盈我是绝对不会看的。。。            
(4星)	 冲着捞家和靓靓去的，比起宫心计前几集的平淡，富贵门还是不错的。            
(3星)	 各种不符合逻辑。。假假假。。            
(3星)	 支持topman            
(4星)	 罗嘉良演技真好！            
(NA)	 还不错啊！            
(3星)	 看了开头几集然后就看...不...下...去...了...              
(3星)	 看完后不得不减两颗星。其实从第三集开始我还是觉得不错的，可惜中间剧情已疲软，除开捞家，其他演员的表现实在不理想。看完后忽然觉得，马明实在是可造之材啊~            
(3星)	 太慢            
(3星)	 = =！这么多华丽丽的演员，我就只想看马德钟！！            
(4星)	 还是延续了tvb商战剧的模式，铁打的角色，流水的演员。不过，还是好看，罗嘉良怎么永远都看不腻呢？还是能打动你。袁咏仪保养得很好啊，气质不错。            
(3星)	 话说很多老将加盟此片，可是他们还真的是老了。。。            
(4星)	 恩，偏偏把好人塑造的让人厌恶，很神奇            
(3星)	 角色简直太复杂老            
(3星)	 我都不知道自己怎么撑完这41集的，汗~~~~            
(2星)	 实在是。。。。。看不到罗嘉良            
(NA)	 看不下去了 砍！            
(4星)	 期待袁詠儀和馬德鐘。啊哈哈哈            
(2星)	 看到十二集期间停了一阵,就没在想追看下去了,当时看这剧就充着捞家来的.可惜TVB家族戏的辉煌不再...            
(5星)	 也是看得很气的戏            
(4星)	 算是大团圆了。可怜郭可盈啦，传说中的，一天好日子都没过过。            
(4星)	 给我来个沙堡仔            
(4星)	 正在追~09巡礼大戏~和宫心计有个争了！演员只喜欢郭可盈            
(3星)	 看到一半就没爱了= =。。。抛弃之            
(3星)	 看不完            
(3星)	 剧情有些假,不过老演员们演技一流!就是结局有些老套!            
(3星)	 结局比较扯，冲着罗嘉良才去看看的            
(NA)	 捞家的演技真是没话说~~            
(3星)	 很好看啊            
(2星)	 “罗嘉良、马德钟、郭可盈，还有复出的吕良伟、戚美珍和袁咏仪……恩，够了！”曾久久在追这部剧集之前说。“哇塞，编剧也自闭了吧，以为观众都是白痴啊，居然能集合这么多大腕搞出这么狗血的情节。”曾久久拖着鼠标看完说。            
(4星)	 具体说不上哪里好，但莫名其妙有好感。可能那种拍摄画面给人的感觉！期待捞家和靓靓！捞家总能把剧撑起来，靓靓好久不见。。            
(3星)	 还是坚持不到十集，哪怕有喜欢的郭可盈            
(NA)	 现阶段节奏太慢……默哀            
(4星)	 罗嘉良变丑了，吕良伟还是很有型……            
(4星)	 又是以失忆来收尾。。完全冲着罗嘉良去看的，果然没失望啊。            
(NA)	 编剧脑子被什么啃了一块掉吧- -            
(4星)	 没办法 罗嘉良是我的最爱啊            
(3星)	 本来一般····但由于宫心计太难看···对比之下就还行            
(NA)	 某回归两女人 我很DJ。~            
(3星)	 这段三角恋很恶心。。。。越后尾越烂。。。。            
(2星)	 现在的编剧！（仅看三集）            
(NA)	 冲着罗嘉良和靓靓而看，众演员未让人失望，而剧本纯属稀烂。喜欢的台词——富始一元，诚至一心。做人不要贪。            
(NA)	 可惜了这么好的卡司，居然已经没办法完整看完了            
(3星)	 这演员这主题曲差点让我恍惚以为回到TVB光辉时代。情结而已。PS.Topman和tiger这两个角色不错。            
(4星)	 都是老演员，相信会打败同档期的宫心计            
(4星)	 1,2 ,3,4,5,6,7,8,9,1O,29，41            
(4星)	 同一个愿望：一家人齐齐整整            
(3星)	 是编剧分裂了 还是我分裂了？？捞家不是一个演员 而是一个神！            
(2星)	 太冗长了。闷。            
(3星)	 结局太狗血，吕良伟是大败笔！            
(3星)	 我没追下去……            
(3星)	 至少前半段还是不错的            
(2星)	 故事大鋼OK, 想不到套劇可以那麼的差.. 不是因為這可能會是羅家良最後一套TBB 劇的話, (+ 上有馬明) 不然該會放棄            
(4星)	 越到后面越有味道了，有超过宫心计的感觉。不过和以往的豪门商战戏比起来，有点小儿科。            
(3星)	 罗嘉良和袁咏仪的鸣心恋很刻骨铭心            
(3星)	 廉颇老矣~            
(3星)	   差距不是一点点。            
(4星)	 纠结的人性、纠结的感情看完极度痛恨编剧好故事能编成这么雷人的 不容易            
(5星)	 阿罗同学~~~  有胡子的感觉很不错。果然是演技派！！可以征服倔强的一心。只叹，个人魅力太强大了。欺诈的水平很高超。袁同学~~~直率 无所畏惧 好看。就是演员老了点嘿嘿             
(4星)	 哎，找不回TVB以前家族戏的感觉了。            
(NA)	 2011过年看的，东方卫视            
(NA)	 真让人空欢喜            
(3星)	 完全浪费了捞家和靓靓。。狗血剧！！！！！！！最后一集还被大小沙煲感动滴一塌糊涂~~失忆了滴大沙煲真是可爱。。一切就好像发了一场梦。。            
(5星)	 在豆瓣的第1000部片，留给771的这部大剧。越看越精彩的片子。喜欢捞家.靓靓的表演，赏心悦目。最后剧情的铺设让我感动了，一切回到最初，多好。            
