http://movie.douban.com/subject/3933008/	美人心计
(NA)	 林心如太棒了！            
(4星)	 因为三苗去看这部剧 却没什么亮点...反倒林心如出彩多了...            
(5星)	 大大爱啊，不仅是演员，还有精彩的耐人寻味的对白！            
(NA)	 越往后越墨迹，开始倒是很精彩·~真害怕人生也这样无奈。。            
(4星)	 哈哈 剧情真复杂            
(4星)	 前26集精彩~            
(3星)	 看到后面没劲了            
(3星)	 陈键锋弱了点            
(4星)	 和小对子去旅游的时候她天天追的呢            
(4星)	 很好看。。的确是美女如云啊。。可惜觉得林心如有点老了，如果女主角能再美一点就好了。            
(3星)	 看美女            
(4星)	 还算很好的电视剧呢，很吸引我。我只是记得里边说的那句话，我一直一直陪着你。为了自己爱的人和人生，却不得不去伤害一些不想伤害的人，可还是要保持善良的本性吧，其实我没看完，有点磨叽了后来觉得，我没耐心。            
(5星)	 林心如美呆了             
(5星)	 非常不错~            
(3星)	 前面不錯，後面有點趕。 我愛林心如。漢服很漂亮。劉盈在後期好帥好瀟灑。那個誰從頭帥到尾。            
(4星)	 虽然漏洞不少。。但消遣看看还是可以的。            
(3星)	 上半年看的了…记得当时看的时候蛮吸引的            
(3星)	 力不从心的肤浅电视剧，但的确有些美女，林心如太一般...聂慎儿更不怎么样...张嫣很pp，但是说话乡土气息好浓，吕后的女儿很pp，但口音也很怪...            
(3星)	 服装和演员挺养眼            
(NA)	 难得完整看完的大陆片！            
(5星)	 好像不错。好久没有看这么长的戏，看完好像又老了。（代王和皇后的片段好像很肉麻但是看起来很想笑。）现在喜欢林心如了。            
(4星)	 看杨幂的嘴巴残了 林心如好有女人味 不错不错真不错            
(NA)	 和奶奶在家看的DVD，林心如米粒啊。            
(5星)	 林心如超美 而且剧情也不错 值得一看            
(3星)	 林心如老了，陈键锋很帅            
(4星)	 林心如还是很美的            
(4星)	 拍得还算很美的。。            
(4星)	 还是最爱史上最华丽的酱油刘璋，峰少爷霸气的迷人            
(5星)	 很好看，很养眼            
(5星)	 美人们的造型很棒，耍心机神马我就是吃这一套&gt;,&lt;            
(5星)	 阵容很强大，很美，很智慧            
(2星)	 很烂            
(NA)	 蛮好看的说实话 演得很不错            
(4星)	 多种宫廷剧的混合体            
(5星)	 看这部剧时很是惭愧自己浅薄的历史知识，一边看一边百度，更多的了解到窦太后。林心如演技很赞！            
(4星)	 宫廷剧我还是蛮喜欢滴            
(NA)	 仍然虎头蛇尾的看。            
(3星)	 我喜欢那个谁来着 后来跟卖鱼姑娘在一起的那个            
(5星)	 心如啊心如，演技真是越来越纯熟啦~~~驾驭起来更是轻松！            
(5星)	 完完全全的女人戏   所有男配女配都是美女   8过，慎儿真是太丑了。。。            
(3星)	 林心如不服老不行啊 你以为自己还是当年那个如娇似玉的紫薇格格啊            
(NA)	 很受用。            
(NA)	 恐美人兮迟暮            
(2星)	 我无聊到把它看完了，很无聊。。            
(5星)	 还是很不错的~~            
(4星)	 结束的有点仓促            
(5星)	 只能说演得太好了            
(5星)	 善意的美人 、心计！最起码她没想过特意去害人~            
(5星)	 女人需要智慧！            
(2星)	 美人肌无力～            
(5星)	 喜欢古装大戏            
(3星)	 在教室呆了两天画没画几张，电视剧倒看了一大半            
(4星)	 林心如终于不一样了。。。            
(4星)	 故事发展太快，情节太多，忘了已经……            
(4星)	 我活着就是在等这一天，等着为你保驾护航......            
(3星)	 就冲着美女如云，就足以吸进眼球了~            
(4星)	 内地少有的能看看的片            
(3星)	 实在是看不下去了~~好长啊~~~。太恶心了~。            
(4星)	 这部电视剧让我对林心如有了很大的改观，她比以前会演很多了，剧情也不错，美女很多，很值得看~~            
(NA)	 还可以吧！其实美女挺多的~皇帝很帅呀！哈哈哈~很少看这类的~不过还不错哦~            
(4星)	 灯光服饰都很优良啊~~鉴于我是历史白痴 看着还是很过瘾            
(4星)	 其实是陪着我妈看的，她挺喜欢这部剧的。            
(NA)	 好看            
(NA)	 林心如演的一般            
(5星)	 让我重新认识一遍林心如。。            
(4星)	 演员们演的都很好，不过建议编剧还是多看看书吧，剧情编的不怎么样。导演也是，好多地方可以在发挥的，结果，刚调动出情绪，哗啦，没啦~还有，那位伟大的将军大人在武帝登基前就被文帝给pass那是文帝送给儿子顺利登基后的一份安心礼物。后面竟然越来越离谱，我滴神啊！            
(5星)	 不错的  别当历史正剧看哈            
(2星)	 除了服饰很美，其他一无是处。            
(4星)	 里头的美女几乎出来一个死一个...            
(3星)	 山寨宫心计。。。            
(5星)	 恩  好看的  林心如很好   而且 男演员都好帅              
(4星)	 大爱汉文帝刘恒！            
(3星)	 真正的好的后宫片都不应该是一枝独秀的 应该一个一个全部倒下            
(4星)	 还是挺喜欢的，不太喜欢慎儿哎。。            
(NA)	 心如老了,里面的美人真的很多,把她都比下去了            
(4星)	 这部里面的林心如，非常不错！            
(5星)	 感动~~~~            
(4星)	 后面有些拖沓了 但是演员都很爱看啊~~~~            
(NA)	 just so so            
(3星)	 历史的真相已经离我们越来越远了，虽然看着觉得残酷，还是为了经济的利益而拍的片子。            
(4星)	 一票美女帅哥，连客串阵容的很猛，随便拿出一个就能撑起一部电视剧了，里面华丽丽的戏服也很漂亮的，剧情也不错，赞一个。希望能坚持看完······历时半年之久，终于完美收官。            
(3星)	 美女挺多            
(4星)	 后宫真恐怖   还好我没有生活在古代            
(5星)	 心计真的是一门学问~~我最喜欢里面的刘璋。。            
(4星)	 比较不错的古装剧            
(NA)	 2010年，最闲的那个夏天.            
(3星)	 痴情的皇上。            
(5星)	 隐忍。做人莫冲动~            
(4星)	 好看，见证了林心如的蜕变            
(4星)	 高水平运动员。。            
(NA)	 情有独钟就在于个独字            
(5星)	 大爱林心如，这部剧中的表现更是赞赞的~加油加油            
(4星)	 演员阵容挺强大的，也挺好看的，喜欢莫雪鸢。            
(4星)	 与历史有一个很好的衔接，不管是不是正史。塑造出的这个女人是值得一观的聪明女子。这是林心如继《还珠》之后，演艺事业的又一个高峰。            
(3星)	 额………………            
(5星)	 还好            
(4星)	 好久不见的“紫薇”，成熟好多            
(4星)	 我就等这一天，为你保驾护航。窦长君。            
(NA)	 喜欢前半部分.....            
(4星)	 把宫廷戏拍到这样一个程度的不多，老套的尔虞我诈，但是在心如纯熟的演技下变得很纯净，很特别，众多的美女也是一大亮点。只是唯一不能理解的是杨幂那越来越尖的下巴和越来越挺得鼻子……            
(5星)	 感动于他们纯粹的爱情             
(NA)	 实在是很一般，为什么非要去演绎一个人的一生呢？一部电视剧显然太过于仓促，不免就显得空洞。另外，一个人太过伟大和无私总是让人无法相信。            
(4星)	 看到雪鸢领便当就放弃了，之前还蛮好看的。。。苗啊~~~            
(NA)	 一下看了三集，好喜欢开头的小姑娘。第一天9集，第二天19集，第三天12集。            
(NA)	 喜欢杨幂！            
(4星)	 比我想象的要好看            
(4星)	 看的很久终于把它看完了……            
(3星)	 不喜欢里面的林心如，喜欢杨幂。            
(3星)	 混时间比较好            
(5星)	 莫雪鸢，莫作雪中飘舞的纸鸢。很让人心疼，喜欢的女子。杨幂演得太赞了～            
(5星)	 不知世间还能找到像刘盈这样的男子，为了自由出了宫，却又为了他爱的云汐冒着生命危险再次入宫，一生都为了云汐着想，“这一刻我多么希望他活过来，不为他，只为你&#34;听到这样的话，世间还有哪个女子能不动情？            
(3星)	 不得不佩服窦美人的心计。刘盈爱得放弃江山。严宽只是个过客。            
(4星)	 好久都没看到这么纯粹的爱情，互相信任天长地久，就算不真实我看电视不就是为了看不真实的东西吗。。。化妆有点囧，应”诺“有点雷，男人太弱势，雪鸢不该死！所以给四星            
(4星)	 比内《宫》好多了。            
(4星)	 我看了两遍，越来越喜欢林心如了，。            
(1星)	 好吧 我觉得很烂            
(5星)	 林心如在片中的表现十分出色，这部电视紧紧跟随历史的足迹，将窦太后表现得淋漓尽致。            
(5星)	 对林心如刮目相看了！！！演技提升了好多！！            
(5星)	 林心如，美！            
(5星)	 从这部电视剧，让我对林心如的看法大为改观。以前只看过一点儿还珠格格，感觉她就是个没用的村姑。看这部剧，不仅慨叹她漂亮，而且大气沉稳，演技也不错啊。整个剧虽然大大夸张了这个女人的智慧，其他人都是陪衬，但竟然我一点儿也不讨厌。看来，真强人就是强啊！            
(5星)	 要不要这么好看呀 看那么多遍都不会腻            
(4星)	 要不是最后十集我会给你满分......            
(3星)	 这里开始喜欢杨幂啊。            
(5星)	 不错哦，莫雪鸢长的太漂亮了。            
(4星)	 别赢了一切却输了天下            
(NA)	 女人的战争            
(4星)	 刘盈才是男主。。。            
(NA)	 《请用百度快照打开》办理一级建造师QQ:138821398 在当今社会“资格化”的理念下，我机构为您提供了提高身价的平台，您可以根据自己不同时段工作，生活的需要；选择专科或本科，各种职称资格证的办理范围。证书绝对真实，终生有效，让我们的竭诚服务成为你人生的转折点。助您事业腾飞！            
(4星)	 不错不错 很喜欢            
(4星)	 还差那么点就看OVER            
(5星)	 自认为 比宫心计好看！！            
(5星)	 nice Chinese drama.            
(5星)	 林心如演的可以，就是老了啊            
(5星)	 温柔聪慧的女主如何存活，一步步走向自己想要的地位，爱情。。终究，帝王的爱情，就是一场浩劫            
(4星)	 这部剧林心如演得好。历史的感觉很厚重，可以看。            
(2星)	 汉朝时装片。。。剧情比较幼稚，俗称狗血。。。            
(4星)	 谁得到了窦漪房，还怕得不到天下            
(4星)	 合拍剧中比较好的了，推荐 看！不过林心如演老人，还是太差了！            
(5星)	 super woman 啊。。见多了蒙冤含泪的宫廷片，需要有这种片子看着欢欣鼓舞。///////后面就狗血剧情了。。实在放弃看了            
(4星)	 除了各种bug外，美人华服加上永不想问和没有如果这种小言情节还是深得我心的。            
(4星)	 在34集之前都很不错。刘恒死后就变得没有意思了。后辈的那些爱情比起前辈来说，缺少了很多动人的元素，最多只是宫闱之争罢了。最爱苗豆恋，愿得一人心，白首不相离。            
(4星)	 看到12集，发现里面真的十分多BUG，好多次明明应该是密谈的事情都可以在大庭广众之下光明正大的谈，就像吕后在朝廷上说起细作的事，吕后和刘盈在一大堆宫人面前把刘盈放走，还有真的觉得刘恒与女主的相爱很没有理由也很突然。。。。            
(3星)	 美女挺多的，男的的话，除了阿杰的配音和刘璋外，别的木有别的了= =            
(3星)	 关键字：颜、汉服、脑残剧情            
(4星)	 前二十集可以打五分，后面的不太想看了那么多华丽的浮云，让人情何以堪……            
(5星)	 女主角几乎就是个万能圣母了。典型的大陆言情小说体。不过很好看。服装道具都称得上到位了。里面还有一个长得很像权相宇的中国演员，罗晋。很赞～            
(4星)	 陪妈妈看的             
(4星)	 不知道为什么看到这么多美女如云我就有动力看下去。。。            
(4星)	 哭死我了= =            
(NA)	 国内宫廷斗争剧里的力作，林心如演技很好咩，偶这样改观了            
(NA)	 刘恒！！！            
(NA)	 两人并肩共看天下神马的。            
(NA)	 纯为了看美女，三俗了。。。            
(3星)	 超爱林心如呀            
(4星)	 爱上情有独钟这个词。            
(4星)	 章鱼恋            
(5星)	 我比较喜欢看哦,蛮有剧情的.里面的计谋也让我觉得果然是美人心计吖~~虽然有些剧情小牵强,不过电视剧不都是这样的么...而且林心如和杨幂都好漂亮的说.            
(5星)	 很久没有这么想追电视剧了~            
(5星)	 古装剧里的精品、让我流了好多好多的眼泪啊。虽然有的地方与历史记载有些出入，但不失为一部好片。            
(3星)	 bug也忒多了，如果你看了，一般做皇帝的，一长胡子就开始咳嗽，没多久就死了，囧，，，            
(4星)	 每人都美            
(4星)	 好看。            
(4星)	 废物男人大集合            
(5星)	 我喜歡 楊冪 哈哈             
(4星)	 服化道很出彩，只是这样的神仙美眷也只有电视剧里才有。            
(3星)	 林心如到底是老了啊。啧啧，前半部很好看，后半部犯困。            
(4星)	 受不了刘恒的眼神啊~            
(4星)	 要死要活和聪聪看得十之八九。到了讲窦氏的子孙也便没了心思。            
(4星)	 大爱林美人的颜            
(5星)	 一口气看完了我爱上服装和刘璋~            
(3星)	 冲着美人吧，剧情还好~~            
(NA)	 大陆版的金枝欲孽            
(4星)	 虽然有很多地方很狗血，但总体上还是让我深深崇拜和羡慕上了窦漪房这个人物            
(4星)	 服装道具场景不错，喜欢里面的心如mm，里面的男人大都比较废柴，阴盛阳衰            
(5星)	 好看，实力派。            
(NA)	 林心如还是很好看的            
(5星)	 不错的古装剧，第二次看的时候完全陷进去了，喜欢并羡慕豆苗恋            
(4星)	 多出来的一颗星给我喜欢的汉朝、汉服，以及罗晋~~~            
(3星)	 像弹簧一样跳完的            
(5星)	 于妈的戏能给力至此，虽不及原著依然让人感动的泪眼婆娑。。。            
(NA)	 林心如的表演很不错啊！            
(5星)	 好多美女帅哥            
(3星)	 喜欢戏中的刘盈。            
(4星)	 最大的感受就是每部剧的侧重点不同，展现的人物性格有严重过的差异。其实是很羡慕窦漪房的，她得到了刘恒全部的爱，一生一世啊。            
(3星)	 出乎意料的还挺好看的。。            
(3星)	 挺好的~有很多现实意义            
(4星)	 心如。            
(4星)	 古装剧，跟老妈一起看看，消磨时间歪。。。            
(NA)	 只看囧萌和苗和晋哥哥~~~            
(4星)	 看的我差点吐血身亡，真受不了这气啊~~~            
(4星)	 其实当初是因为喜欢林心如 才看的这部片子 总体来说 还算不错~            
(4星)	 林心如   不像有心计的            
(NA)	 这。。我竟然看过这部电视剧。。！！            
(2星)	 简直没有逻辑 啊    若不是林心如 就打一心！！！！！            
(5星)	 里面的女人个个彪悍的。            
(3星)	 看了一半看不进去了            
(3星)	 fuck，怎么也会看上这种宫廷剧            
(5星)	 个人认为这在古装剧中称得上好看的剧，制作等都还不错，最吸引我的是男猪和女猪的戏。不过有一点有点难以忍受，到他们儿子、孙子辈儿就有点儿看不下去，一群小屁孩儿净玩点儿幼稚的把戏，剧情也没前面那么紧凑了，人嘛，也不养眼。。。总之，总体很好，尾部就有点儿Ungeilibable。            
(4星)	 林心如演老人还是很青春的感觉            
(5星)	 虽然类似题材的电视剧很多，美人们的勾心斗角从未停止被导演们创作，但不得不说这部影片的情节很吸引我            
(4星)	 一大票俊男美女~国内电视剧算上乘看好~窦长君            
(4星)	 国产剧里好看的一部！！！            
(4星)	 有爱你的人，有你爱的人，一座城，一个人，一生不相问            
(4星)	 这些个女人也太牛逼了，整个国家都玩弄于鼓掌。            
(5星)	 不知道怎么评价这部电视剧、情节设计很好、看时有一直想看下去的冲动。            
(4星)	 就爱看宫廷女人的斗争。哈哈。            
(3星)	 一星给众星璀璨养眼的演员，一星给华丽丽的汉服、精致的妆面还有美丽的画面，一星给高质的配音，无视脱离史实的剧情，无视宫斗小说俗套的桥段，就这样吧...            
(5星)	 此片强阵容，美女如云！没有宫心计那么激烈的勾心斗角，喜欢窦式的聪慧和宅心仁厚！还有莫雪鸢，让人心疼万分！            
(4星)	 因为喜欢苗苗，哈哈~~剧情太狗血，胡诌的离谱，全当消遣！            
(4星)	 美人心计，女人心计。            
(4星)	 织毛衣的家庭主妇最爱~~~~哈哈~~~~            
(5星)	 很好            
(5星)	 各种美            
(3星)	 杨幂是我看下去的唯一动力。。。            
(4星)	 聪明一世的女人生出了那么两个杯具的孩子，连自己的亲娘都不相信，为了权势会杀自己同父异母的兄弟。太可恨了。看完我想直接去看大汉天子了= =            
(4星)	 演慎儿和周亚夫的家伙多半是潜上来的            
(NA)	 大戏。            
(4星)	 一星给林心如 一星给帅哥美女 一星给服装 再加一星特意给罗晋  扣除一星给后面三分之二 这个编剧真有点NC呀            
(4星)	 最初的喜欢，后来于正的戏基本上就不用看了。很多时候喜欢的东西开始拍的时候就感觉会喜欢。很宫一样。后期再看的时候，雪鸢死了之后就不用看了！            
(5星)	 拍的很好的片子，比宫心计要好看的多~~值得看            
(3星)	 喜欢陈键锋饰演的皇帝。            
(4星)	 什么是爱情呢？何以让人如此。。。            
(3星)	 陪同...            
(4星)	 場景、服飾、頭飾很美很用心，原來國產劇可以拍這麼美了。恩，看到林心如在裏面刪人巴掌，很痛快。雖然不喜歡楊冪，但雪鸢死后，就沒什麽好看的了~  就不要挑刺了，拍成這樣不錯了。            
(4星)	 完全是看美女帅锅去了，化妆和服装都很赞！            
(5星)	    很经典的一部  喵呜妈特别喜欢            
(4星)	 好看            
(5星)	 心如真的很招人待见啊~~我真真的喜欢看好人既聪明又不圣母啊，可是那么冰雪聪明的她怎么就生了那么两个被猪油蒙心了的子女呢~~刘盈啊刘盈，你真是让人心疼            
(NA)	 林心如、陈键锋演的太棒了，以前都觉得香港演员尤其是TVB的演员和内地演员一起拍戏怎么看怎么别扭，不过这部戏一点都不觉得。            
(3星)	 虎头蛇尾的一部子            
(4星)	 画面不错，故事情节不俗台词也不肤浅，算是近年来难得让我入迷的电视剧。            
(5星)	 虽然和历史不符， 但我想要这戏里刘恒和窦漪房爱情...            
(4星)	 喜欢林心如和那个皇上PS不是三苗奥            
(4星)	 感觉很好，喜欢杨幂和林心如的表演，喜欢她们各自的爱情，感动人，比较遗憾的就是杨幂最后死了，没有和心爱的人在一起。            
(4星)	 看完后，感觉林心如演的那个就是一个谁都克的瘟神            
(4星)	 还蛮好看的，就是有点长            
(4星)	 暑假在家抱着电视看的~            
(2星)	 请问美人在哪里，心计在哪里            
(4星)	 很喜欢的剧，到处是大牌，以为是主角，没几分钟就挂了，后面有点拖，林心如，哎，老了，可惜            
(5星)	 很好看 ！            
(2星)	 乱            
(3星)	 演员其实都不错，只是编剧真的还要再修炼修炼。不过大陆古装拍出这样的戏，也算说得过去。            
(5星)	 已经好几年没有如此迷过一部电视剧了啊！值得一看啊！            
(4星)	 很多大牌明星~            
(4星)	 我爱汉服：）            
(5星)	 不错的片子            
(3星)	 对于较真儿汉服形制的人来说，这样的汉服设计实在是让人很三条线……但是还是美得冒泡泡啊！！其实为了豆苗恋~我很乐意再看一遍=w=PS BUG太多剧情太狗血，我改成三星了……- -            
(4星)	 适合很闲的人看  呵呵  林心如也太聪明了            
(4星)	     一个圆。 一个圈。   他们都在其中转。       漪房。刘恒。雪鸢。亚夫    愿你们一切安好            
(5星)	 觉得这次林心如演的还是很好 剧情总体也不错...还是很喜欢这部剧的，值得一看            
(3星)	 一天半看完。N多明星跑龙套。。为啥一个皇帝都自己退位云游四方了，然后为了一个女人又回到了深宫。。。他是想告诉我们皇帝都是情圣吗？大半夜的让我笑喷了。后宫三千，我只喜欢你一个，听的我后背发凉~~编剧同学你要加油呀，bug太多太多。你还不如架空历史写呢~~            
(2星)	 那个悲剧的和风戏服，真实的，又不知带坏多少孩子了！！！            
(4星)	 永不相问              
(5星)	 有很多的感动，很多的感慨            
(5星)	 喜欢心如,所以看了这部剧,没让我失望,很好看            
(4星)	 好男人集结会            
(3星)	 完全是看人.            
(3星)	 我竟然看完了！！！！！！！！！！！！            
(4星)	 雪鸢那能好戏特拉 那皇帝也好爱林心如啊 有爱有爱 大爱            
(5星)	 养眼 这就够了            
(5星)	 画面很有美感，演员、装扮、场景都很养眼！            
(4星)	 心如老了老了~~又多了几分成熟的魅力~~莫雪鸢很讨巧的角色啊~~！            
(NA)	 林心如让我眼前一亮！原来你还可以继续加油哈——            
(4星)	 为“女人戏”来的，看完记住了“刘恒”。            
(5星)	 对内地电视剧没有抱很大期待 但这个除外            
(4星)	 学习如何做一个女人            
(4星)	 窦漪房这个名字似曾相识啊~~~            
(4星)	 未央。沉浮。            
(4星)	 不得不佩服宫廷女人斗争时的心计！            
(5星)	 40集，好久没看那么长的电视剧了。            
(4星)	 爱似乎也可以用智慧去拥有！            
(NA)	 很好看，罗晋演的孝惠帝让人很感动            
(3星)	 男人大都是又傻又好色。。。显得女的特别能耐。。。            
(5星)	 这部电视剧，告诉你什么是生活，什么是女人，以及，怎样做一个好女人。。。            
(NA)	 这些年，很少有内地电视剧能吸引我的眼球了。可是这个真的太好看了。林心如演的很不错。杨幂的角色也讨喜，我竟然看哭了好几回。这是近几年难得的好片子。剧情紧凑。            
(2星)	 还以为是什么好看的片子。            
(3星)	 一部编造的还算可以过目的电视剧。            
(4星)	 故事不错，林心如演的也不错……就是人一直不老，还有女人太多了，到最后都分不出谁是谁来了！            
(5星)	 林心如完全颠覆了以前的形象，美人在善良的同时还可以很腹黑，我很喜欢！            
(2星)	 呵呵~~~~~~~~~~~~~~~~~~~~~~~~            
(4星)	 从3/4 处开始看起的..林的演技进步不小~ 现在回头看看~            
(4星)	 不相问            
(3星)	  不错不错。。。用手机看的，囧= =#            
(4星)	 为了刘恒给四星。            
(4星)	 虽然侧重点不是宫斗，但挺细腻的。造型都很漂亮。喜欢的女子有三：薄巧慧、周子冉、张嫣。长君死的时候哭了，因为让我想起玄清。            
(3星)	 前半段，雪鸢在的时候，很不错，其实我就是冲着杨幂来的。  总体剧情有点狗血，不明白，为什么王丽坤一个人要了祖孙三代的角色。            
(3星)	 我只是看苗苗的            
(5星)	 在看这部电视剧的时候，我的眼泪流了很多次，记不清多少次了。。不知道为什么，感动，深深的感动，感慨，共鸣。。雪鸢，我的雪鸢，你怎么就死了呢！            
(5星)	 两个女的 都很赞  林心如还是一如既往的优秀  还是喜欢她            
(3星)	 后面的剧情太扯            
(NA)	 她没有嫁他。我始终最喜欢的是另一位为她而死的君王。            
(4星)	 其实还不错吧，只是真的有点拖沓啊！现在的电视剧通病~            
(4星)	 love is patient and kind,love is the greatest. even though i don&#39;t know what love is             
(NA)	 边看边翻阅历史，哈哈！增长知识！！！            
(5星)	 还是很不错滴，哇咔咔            
(3星)	 前半部不错。。            
(4星)	 乱。。            
(NA)	 非常得好看            
(2星)	 看过几集，林心如不但人丑，演技也拙  再加上一个于抄抄  当初如果不是因为陈键锋我想我连一集都看不下去            
(NA)	 一点点。            
(4星)	 那是我一个人没网日子里的食粮- -            
(NA)	 我看到最后一集没，？好像其实我想说我看到了。            
(4星)	 不错            
(5星)	 应该是我最喜欢的大陆剧了~~雪鸢啊~背负了太多不属于她的东西~她理应得到幸福的~可是。。。。编剧好残忍            
(5星)	 画面音质都非常喜欢，还有妆容服饰，感觉是一部非常精致的女人戏作品，情节很紧凑而且较为合理，比宫心计强多多了，很喜欢嫣儿的感觉，很喜欢雪鸢，被雪鸢和周亚夫的爱情打动，还有刘盈对杜云汐的深情，斗争太复杂，像窦漪房说的，还是找个简单的男人嫁了过平凡的日子好～还是佩服她的心智和荣辱不惊            
(4星)	 这个女人真的太厉害的，让人可敬可慰。            
(NA)	 大家都在看 ，我不知道为什么，我怎么看不进去呢···            
(NA)	 用了两天半看完的，看完这个，看什么都是绿色的。。。。还行。但是为什么林心如诠释的角色从头到尾都没有老的痕迹呢。。            
(3星)	 没看完，看到20几集，剧情应该还可以的吧…但总是哪里怪怪的，拍摄手法不成熟，有些东西跳太快。林心如都没啥表情……            
(4星)	 只你一个眼神，她便丢盔弃甲溃不成军。她终于跳入你眼睛的深渊里，义无返顾。她是窦漪房。            
(4星)	 林心如貌似变漂亮了，电视剧其实有点冗长            
(5星)	 这是我喜欢的类型，很好的一部宫廷剧！！集宫心计，金枝欲孽等各种宫廷剧与一体。。            
(4星)	 刘盈、刘恒，都很爱。一个相守一生，为她放弃所有，甚至生命；一个集爱于她一身，一生不相问。这般的男子，一生何求            
(4星)	 刘盈素好男宁。。。T T            
(NA)	 很喜欢这个片子，林心如在里面的演技相当棒！~            
(NA)	 很喜欢这部宫廷剧，其实不是很爱看宫廷的，不过这部却是例外……太佩服剧里冯绍峰演的角色，为了最爱的女人放弃江山，爱江山更爱美人……呵呵            
(4星)	 明星，前半部看明星看心机，后半部。。。无乐趣就放弃了            
(4星)	 美人+帅哥~还有华丽的汉服，美丽美丽~~~            
(3星)	 改得不好，不如小说。            
(NA)	 里面的雪鸢好美。。。。。            
(4星)	 确实有很多美人            
(NA)	 只要遵从历史，基本上我是个历史剧迷。            
(5星)	 改编历史改编的不错，我喜欢。            
(5星)	 大爱啊~！            
(5星)	 里面好多美女哦，很多都是智慧型的，我一集不落地看完了            
(4星)	 主推章鱼段，看到章鱼走后就没兴趣了。。。章的出现是个亮点，变现的够酷，笑得够真，性格够爽，秉性够正；我若是穿越了，别的不求，遇到他就行了，我愿意做个卖鱼的。。。等着。。。            
(NA)	 好看  哈哈            
(3星)	 前面都不错，。越拍到后面越难看了。。            
(4星)	 雪鸢死后 我心就凉了            
(4星)	 爱杨幂~~~            
(5星)	 日光之下并无新事的哀伤 刘盈这种一亿年才投胎一次的男人到哪里找啊            
(4星)	 前半好看，纯消遣            
(5星)	 很好哦~林心如演的不错，那个谁演的也让人很喜欢。。只是那个慎儿演了那么多代，我都替她累了            
(2星)	 我脑子有问题，看这个~            
(3星)	 充斥着宫心计这样的烂片时代 这部剧还可以了。            
(4星)	 音乐部分很不错。服装不错。编剧挺有意思，不过诸如人物性格前后不统一，不合逻辑，前因后果铺陈不够blablabla禁不起推敲的毛病也不少。就当同人小说看着娱乐了            
(5星)	 豆豆真的是美丽            
(4星)	 里面的衣饰服装都好美，演员也好美。            
(4星)	 强            
(3星)	 越看越闷！！！这三星完全是全面的！！！！！            
(3星)	 未央沉浮            
(4星)	 不太爱看攻于心计的东西，这是唯一看完的。            
(4星)	 几个月前看过的电视剧，很喜欢。推荐姐妹们有空一定要看一下。无论从剧情还是服装、造型某鱼都很喜欢。剧中的女人姿态各异，手段万千，可我终是哪个都恨不起来。主题曲是林心如的《落花》，虽然林心如唱功一般，词曲也没什么惊艳，可配上故事中的女人就别有滋味在其中。            
(4星)	 杨幂            
(NA)	 三苗。            
(NA)	 比宫心计好看多了。            
(5星)	 好看好看！            
(5星)	 莫雪鸢，让人心疼的清冷女子 她比烟花寂寞            
(5星)	 一部剧几乎将各种爱情的格局道尽。难以忘记和毛一起捧着餐巾纸看它的夜晚。            
(4星)	 向来不喜欢看太长的电视剧，即使风评甚好，不过美人心计还是耐着性子看完了，虽然中途时常出现当机或者中断很久的状态，完结的时候叹了口气。一直对冷静的小女人有神奇的好感，此次的林心如让我有了些感觉            
(NA)	 兴衰荣辱，一切都只是浮云            
(5星)	 窦太后的秘史可谓是淋漓尽致啊~            
(4星)	 怎么说呢，这女人属于古装中特别爽的            
(NA)	 大爱刘盈~~~~传说中的汉惠帝啊~~            
(5星)	 前半段漪房和刘恒的互动真的好可爱啊，喜欢刘恒，痴情的男主！！            
(4星)	 真的是这几年一部还算不错的古装剧，首先场景做的还算华丽，剧中的服装也不错，看惯了TVB每部剧集的撞衫，再看这部剧觉得制作人还是很用心的想把这部剧雕琢成精品。林心如的演技也很好，不再是还珠里把眼睛瞪得很大的紫薇了，建国大业以后出现了很多这种演员拼盘的形式，里面的美人真的很多，值得看            
(4星)	 大爱张嫣，章鱼夫妇            
(4星)	 感觉还可以，就是这种勾心斗角有点纠结，很喜欢杨幂。。。            
(4星)	 明星超多。。。冲着我家阿苗去看滴O(∩_∩)O哈哈~            
(4星)	 不错了很不错了            
(NA)	 夫君才是女人最后的天下。            
(3星)	 编剧当观众都是BC啊，这么多的漏洞，这么BC的情节。人物造型在年龄上的差距太小了，小得窦太后看起来就像皇帝的妃嫔。林心如也不适合演窦太后，那些妃子们的塑造眼中脸谱化……唉，最不可思议的是：我居然还看完了……            
(4星)	 女人啊女人            
(4星)	 虽然在历史上有点扯，但从电视剧的角度来说，还是很不错的            
(4星)	 演員陣容異常豐富。。。            
(4星)	 还是不错的~            
(4星)	 林心如演技大增。            
(4星)	 确实值得一看的历史传记。            
(4星)	 王丽坤小姐真美啊            
(2星)	 看到三好就生气~~~~太假了~~~看到开头就想到结尾~~            
(4星)	 汉服什么的真好看，俊男美女轮番上啊，代国暗道冰柱练功神马情况，你们是邪教吗，配音真给力；后面弃坑了。。。            
(4星)	 还不错啦！挺喜欢心如的！值得一看了，不过里面打酱油的明显还真多            
