http://movie.douban.com/subject/3292384/	宫心计
(4星)	 有個好的開頭。。。            
(4星)	 宫廷争斗。蛮有意思的。            
(3星)	 没有金枝欲孽好看。            
(4星)	 聪明绝顶的女人们。            
(2星)	 这个电视剧比预告片差远了            
(3星)	 佘诗曼也太…你懂的~            
(3星)	 还是很喜欢杨怡啊，虽然她演了个坏女人~~            
(5星)	 后宫戏就是好看=-=            
(NA)	 乱哄哄的，没看完            
(4星)	 TVB的年度大戏，反面角色永远比正面演的好            
(3星)	 无聊的剧情`            
(NA)	 结局让人郁闷~            
(3星)	 开始看着还不错，后来看着刘三好就厌倦了            
(1星)	 讨厌佘诗曼，米雪很好看，关菊英唱歌很好听            
(3星)	 就算里面有我最爱得两个女人我还是没办法看完= =            
(2星)	 失望的剧            
(5星)	 佘诗曼就是漂亮。。喜欢喜欢。。吼吼~~            
(NA)	 剧情没有想象中的精彩，有点不像宫廷戏，不过里边的服装到是蛮华丽的~            
(3星)	 让人很失望的一部宫廷斗争剧！化妆化得臭就不提了，演技太一般了，看来TVB已经没什么好剧本了。。。            
(3星)	 感觉没有 金枝欲孽 好看            
(5星)	 不错。            
(NA)	 TVB确实好多好看的电视剧，            
(3星)	 妆容很不错~其他,..唉            
(3星)	 看前几集还行，结果越到后来越无趣，剧情猜都猜得出来。最过分的是后面几集，坏人坏起来完全没了天理，想杀谁就杀谁，结局草草了事            
(3星)	 整個陳豪就是一個杯具            
(NA)	 华丽与心计            
(3星)	 更加一般一般一般~            
(1星)	 假的我无法形容了...            
(3星)	 圣母。            
(3星)	 开天辟地大好人。。            
(5星)	 女人的战争            
(3星)	 哈哈，狗血的剧情我也看，这次是真的看热闹~            
(2星)	 如果不是台庆剧，还可以接受，只是跟过去的台庆剧比起来，真是差太多。演员的选择上有很大的问题。杨怡虽然有潜力，但演技还没有到可以胜任这样一个角色的地步。佘诗曼演刘三好，也并无太多惊艳。陈豪的皇上太过平庸。编剧没有让演员的智商和心计从头到尾保持一致，一开始聪明，后面却又傻得很突然。            
(3星)	 看了以后真的觉得，TVB的电视剧一部不如一部。            
(2星)	 刘三好好像就是一个滥好人。            
(3星)	 不如金枝欲孽            
(NA)	 结局相当无聊，刘三好每天提个篮子到处走            
(3星)	 延续金枝欲孽，但没有其精彩利落            
(5星)	 还行！            
(5星)	 有点开始厌倦佘诗曼楚楚可怜的摸样了~            
(3星)	 全剧最大看看点 就是稀奇古怪的发型~            
(NA)	 苦中一点甜            
(4星)	 华丽，扣人心弦，让人知道女人是恐怖的动物。            
(NA)	 烂片            
(4星)	 很不错，喜欢里边人物的服装和美女的气质。只是剧中刘三好这个人物过于理想化了~~            
(1星)	 可能期望太高了            
(NA)	 把主角刻画得就是一个活菩萨，真的是想不吐都难啊            
(3星)	 杨怡的脸构造真完美            
(4星)	 看到后面看不下去了···哪那么多屁事立志三好            
(2星)	 预告片十分棒！但是受不了刘三好的说教，受不了她对人人都好，却唯独漏了她的好姐妹。片子作为宫廷片，斗争的张力也不够。米雪还是一如既往的棒~但是喜欢她演反角。哈哈。关菊英演技也灵啊~演什么像什么。我家杨怡更棒，不过在金玲变坏这一铺成不够，太快。但是相信这个不是演员的问题，演技很到位。            
(NA)	 翻版洛神             
(3星)	 刘三好这人物不太现实····无聊时看看还行            
(NA)	 漏洞百出 跟金枝欲孽比起来不是差的一星半点            
(3星)	 结局我不喜欢。。。            
(3星)	 虽然曾经一点一点的看过，可是还是没有金枝欲孽好            
(4星)	 喜欢～～不过天底下真正能有几个刘三好～～～            
(4星)	 追得挺辛苦，不过看完觉得还算值得。            
(3星)	 唉 鸡肋            
(NA)	 让我很失望 但还是看完了            
(NA)	 极度讨厌三圣母            
(3星)	 粤语教学。。            
(NA)	 一样的。女人天下。。也是现实生活中的大集团的勾心斗角。            
(3星)	 凑合吧，三好不太好            
(4星)	 说好话   做好事  存好心            
(4星)	 佘诗曼就是喜欢当老好人            
(5星)	 还蛮喜欢的，觉得比金枝欲孽好看。而且女主角都是我喜欢的演员。。　            
(2星)	 随便消遣消遣，浪费浪费时间还行            
(2星)	 人物形象比较虚假。这世间存在什么无止尽的宽容嘛？            
(4星)	 后宫啊后宫            
(3星)	 具有中国特色的大长今！            
(5星)	 不错，我很喜欢，喜欢佘诗曼            
(3星)	 这部剧里让我不得不对杨怡另眼相看了，绝对是剧里的亮点！佘诗曼饰演的刘三好，真是圣母形象，寡然无味啊！            
(4星)	 粤语版才有爱            
(3星)	 回家时偶尔看电视看到的。我身边朋友好像没一个喜欢佘诗曼的，奇怪怎么每个TVB剧里都有她。难不成港人跟内地口味差这么多咩。            
(4星)	 挺值得一看的，感覺每個環節都驚心動魄，懸於一線。            
(4星)	 勾心斗角~            
(2星)	 斗的太累了，何苦呢            
(4星)	 想念每天全宿舍的人10點開始一起等宮心計的日子~            
(3星)	 感觉没有想象的好，有点失望，但是还好            
(3星)	 TVB的大片质量下降了。。。怀念过去的《大时代》《创世纪》《流金岁月》            
(3星)	 其实还满失望的            
(NA)	 做好事 说好话 存好心            
(3星)	 剧情设计得不错，但是看多了自己会感觉很难受。            
(5星)	 一直很喜欢佘诗曼，不喜欢杨怡，所以很高兴看着这个片子。            
(4星)	 华丽的服饰和头饰 为了美人而看。男主实在让人心寒。。            
(4星)	 剧情虽然扯谈~但深得我心            
(4星)	 勾心斗角的不错典范            
(4星)	 剧情不好评论，不得不说TVB的宫廷戏还是如此华丽丽的。            
(3星)	 除去华丽包装 包袱已经不足以撑下去了            
(3星)	 情节经不起推敲，有点假了~            
(2星)	 用来学粤语看的，受getwin的推荐，可惜最后觉得没有那么精彩，而且三好太做作了            
(3星)	 有点假            
(1星)	 太难看了！            
(4星)	 历史中刘三好不可能可以这样安然到最后吧            
(3星)	 剧情有点过，而且前后无法很好的过度，三好好的不真实皇帝居然还会保护兄弟的妻子。。。杯具            
(3星)	 华而不实，快速跳过。            
(4星)	 那段时间这部剧的确有够火的嘛 男生女生寝室都看这个 几个朋友在一起还经常学里面说话 想想都觉得好玩            
(4星)	 跟当年的《金枝欲孽》比起来还是差了。            
(3星)	 一开始觉得还可以呀 后来就觉得情节拖沓又无趣             
(NA)	 女人好累啊            
(3星)	 现实生活中很难找到刘三好的            
(3星)	 没看完，怀念金枝欲孽ing~            
(NA)	 说是古装版的职场戏，勉强看了些。只是，我感觉，还是一部港剧，没有什么特别的感觉……            
(3星)	 没有美人心计好看            
(2星)	 典型tvb宫廷争宠戏，坏人太坏误会太多勾心斗角太纠结，看得累死了。 更要命的是，第一集就说了结局所以更加看得堵心 ....            
(NA)	 我无话可说～            
(NA)	 三好的运气实在很好，所有人都爱她疼她帮助她，一般没有这么好运气的人都死的很惨，活着变成了金铃。。            
(3星)	 同样的服饰太繁琐就没什么感觉了            
(3星)	 刘三好好到假，金铃固然愚蠢却也真实可怜，总之还算精彩。PS：喜欢陈豪的菠萝头~            
(4星)	 其中的富貴 豪氣 心善讓小女子心怡            
(4星)	 大爱佘诗曼~~~            
(3星)	 喜欢佘诗曼，也很喜欢郑嘉颖。但有点理想化了，三好好的不行，情节经不起推敲~~ 但还是推荐。            
(2星)	 很无趣，小儿科的斗争，跟看着一群幼儿园小屁孩一样。。。摄影棚制作的小家子气，就像是经费不足的小剧场。。。            
(4星)	 漂亮的勾心斗角 喜欢佘诗曼            
(3星)	 去年复习考研的时候...追着看完的...太堕落了~~            
(3星)	 感觉弱了，过于梦想。            
(NA)	 谁都别相信            
(3星)	 没啥新意~~            
(1星)	 tvb的古装戏倒退之作，无新意。            
(3星)	 到了HK上学，在宿舍的CA干的第一件日久生情的[大事]，那就是——雷打不动一天一集水剧——宫心计~ 还是唔知咩系&#39;琼花&#39;...&gt;&lt;... &#39;苦中一点甜&#39;~ 可以做糖水会的广告词哇~ GaGa~ XD            
(4星)	 不错 嘿嘿            
(NA)	 烂到让人不想写评论骂它            
(3星)	 就那样，凑凑活活，但是，绝对比大陆的好            
(3星)	 后半部分就开始莫名其妙…………            
(NA)	 感觉没有金枝欲孽好看,那个杨怡的角色实在太心理极端了            
(3星)	 香港的电视剧总是觉得看起来没有历史厚重感。            
(3星)	 典型的宫廷剧套路            
(5星)	 超好!            
(3星)	 好人太好，坏人太坏，哪里有那么多绝对……这就是艺术作品和现实生活的差别            
(2星)	 没意思，看一太监在那发疯。            
(4星)	 没有想象中的好。杨怡很出彩            
(5星)	 酷毙了！姚金玲！            
(3星)	 女人啊 斗起来很吓人的            
(5星)	 女人啊。。哎            
(2星)	 又是一部让我看不下去的电视剧，TVB没有什么好戏了            
(3星)	 只有在银屏上才能看到做好事、说好话、存好心的人了！            
(3星)	 男人的妆也太难看了吧......            
(3星)	 纯粹是看米雪和关菊英的            
(NA)	 真是复杂            
(NA)	 勾心斗角的经典            
(1星)	 很很烂很烂。。            
(NA)	 美人很美，心计还可以。            
(4星)	 宫廷里女人之间的明争暗斗，生与死就在一念之间。            
(3星)	 看过。还好。有点恐怖。            
(4星)	 正吖~特别系杨怡            
(2星)	 老套            
(4星)	 大长今的中国版            
(3星)	 每次一碰到什么困难 就念几句三好 就可因逢凶化吉 就有人出手相救 未免不太真实 …… TVB的你争我逗 总还是吸引眼球 但还是觉得 没有超过 当年的金枝欲孽 ……            
(3星)	 故事比不上金枝欲孽            
(NA)	 好看呢            
(NA)	 一般般            
(1星)	 看了10集，放弃了            
(4星)	 我很迷恋港台剧！尤其是TVB的！华丽的衣服明争暗斗，看得人牙痒痒！            
(3星)	 我无奈。。。话说三好的性格~ 还真是让人讨厌呢~            
(4星)	 好看            
(2星)	 一代烂片            
(4星)	 剧情很OK。但是正反面人物对面太鲜明。好得太好坏得太坏。很不现实。结局又很勉强。但是还是可以很高分喔。            
(NA)	 做好事、说好话、存好心~~            
(2星)	 比起金枝欲孽差得太远            
(2星)	 拍出来与预告差很多。。。如果按预告来拍，会好看很多。。。            
(3星)	 片头曲《攻心计》很赞，其他不评论……            
(2星)	 哎，亏得我还一直在等结局，刚出来的时候也是朋友力荐，不喜欢场景啦，来来去去就那几个，没看头。唯一的亮点就是剧情            
(3星)	 典型港剧而已            
(3星)	 没有富贵门好看，但是宣传炒作比较大。。            
(3星)	 牵强情节多            
(3星)	 很一般            
(3星)	 斗得不够有智商，期待《后宫甄嬛传》拍出来            
(4星)	 前面好好看  后面有点拖   但是还是很好看哦   里面的衣服和人  还有取景都好好看            
(3星)	 服装布景算是TVB的难得之作了，只是这剧情太狗血太狗血，没有任何逃出观众想象之外的情节，宫廷斗争也稍显幼稚，刘三好好得完全不符逻辑，姚金铃也坏得没有缘由，难道就因为那个嘴巴？太牵强！倒是很喜欢米雪和那个啥公公，钟雪霞，典型的好恶分明之人，你好我就对你好，你坏我也不留情，实在！            
(3星)	 失望            
(4星)	 不错，喜欢米雪            
(4星)	 虎头蛇尾。。            
(NA)	 ganmling~~~            
(NA)	 感觉有点虎头蛇尾~结局太仓促了~还没有看过瘾呢~不过总的来说还是可以的~            
(4星)	 本来以为佘诗曼是演坏的，，，，没想到还是一个超级无敌大好人，，不过那个杨怡一看就是个坏蛋            
(4星)	 感觉不错，顺便练习粤语...            
(NA)	 一个人不能靠一句话支撑一生，做好事、说好话、存好心，只不过是必要时候的借口。            
(3星)	 TVB就是有把什么工作都加到电视剧里，什么医药，纺织，珠宝~真是什么都能扯~            
(3星)	 没想象的好。比金枝欲孽差远了            
(3星)	 因为是TVB去看，因为佘诗曼、陈豪去看，结果有点失望···            
(3星)	 起码比什么美人心计好多了……            
(3星)	 老套路了，比起金枝欲孽还差点            
(5星)	 还不错            
(NA)	 剧情后半部分节奏太快 过度不当            
(3星)	 佘诗曼的角色有点假~~剧本的问题吧~~总是感觉好的不真实~~还是喜欢金枝欲孽的她~~            
(4星)	 结尾很TVB哈！其他都还好！            
(3星)	 冲着杨怡打三颗星 看圣母看到我想打人            
(2星)	 不晓得为啥子。关于佘诗曼的电视剧。总会觉得做作。确实不好看。听着她说啥子要当好人。存好心。做好事。就鸡皮疙瘩掉了一地。啥子善良的人可以在后宫生活的话。那还拍这么多勾心斗角的后宫生活干啥子。所以说喃。这部戏。永远不可能超越金枝欲孽的。但是。发现了米雪这个实力派，确实演得好。            
(3星)	 港版大长今            
(5星)	 只因我家小怡~~            
(4星)	 因为一些虚无的东西，姐妹反目很可悲            
(3星)	 就这样···8过片中的首饰都很漂亮··亮点·            
(3星)	 越发展越没feel，于是弃之            
(4星)	 我觉得还蛮好看的。。。有些人拼子老命看完了这么多集。。。结束后说句不好看。。。无语类。。。            
(3星)	 结局挺糟糕。。。            
(3星)	 当然觉得不如金枝欲孽            
(NA)	 后宫之争 从未间断            
(3星)	 历历在目的&#34;存好心,说好话,做好事&#34;....            
(3星)	 三好圣母普照大地            
(5星)	 女人之间权利的恶斗，没有刀光剑影的流血争斗，在皇宫里的宫女的斗争，权利，爱情，友情，利益，之间的交缠。。。。。            
(2星)	 港片SB！！            
(4星)	 纯粹为了学粤语            
(4星)	 觉得唔错~D衣服好华丽            
(3星)	 衣服很华丽传统的TVB线路，斗是主题有的地方挺假的            
(3星)	 就是为了看某女人......剧情真的不怎么样            
(5星)	 第一次看古装的TVB 。感觉不错            
(3星)	 没看完，女的斗过去斗过来的，看着累            
(NA)	 宫廷里打打杀杀 没意思            
(3星)	 傻逼西了看这电视剧看的，我是来看圣母奸妃穿花衣的。            
(4星)	 为佘诗曼看的~               
(5星)	 灰常赞。            
(3星)	 服装漂亮，情节一般吧            
(3星)	 刘三好这样的人，是没有的，太假了，像他这样的人，能在皇宫立足吗~            
(3星)	 又是一部TVB拍深宮裏面女人之間的勾心鬥角的片子。            
(3星)	 觉得佘诗曼演的刘三好太虚假.这部TVB的大戏一般吧,            
(3星)	 剧情真的。。。            
(3星)	 超级无敌讨厌烂好人！！            
(2星)	 看十几集，太狗血，放弃了            
(3星)	 现在的港剧真的越拍越不好看了，哎，除了化妆和背景华丽一点外，我觉得没什么吸引人的            
(3星)	 还可以，但是比《金枝欲孽》差点。            
(3星)	 打发时间，总是觉得港剧的古装戏太过粗糙。这部戏杨怡不错            
(4星)	 算看过吧~~~很可怕的香港编剧~~~            
(4星)	 名字和内容很配。。。            
(4星)	 女人很可怕~            
(NA)	 三好            
(NA)	 女人的战争，TVB的戏一向不错            
(3星)	 编剧后来缺智慧了，写得一点也不带劲。            
(3星)	 没有想象中好看            
(4星)	 TVB一直的套路，争争斗斗的，不错            
(3星)	 呵呵，三好。。            
(3星)	 刘三好的至善至美，姚金铃的诡计多端都有些极端。相比之下，喜欢阮司职的深明大义心胸宽阔，喜欢钟司职的伶牙俐齿快人快语，而且两人也都是聪明之人。            
(3星)	 消磨时间不错，可是三好也太好了吧……            
(2星)	 我无语            
(NA)	 虽然有的情节有些俗套，总体来说还可以，不会看得咬牙切齿替好人太着急，奸角丽妃演得太好了，有够坏有够狠，演出那种超级无敌心狠手辣的架势啦，让人拍手称快！坏透透才过瘾！不过最后她的下场让人看了不够痛快，只是软禁啊，这算什么惩罚啊！无语，善良的结局有点过了，太假了            
(1星)	 很差的片子，还是别看了。            
(NA)	 觉得还是《金枝欲孽》更经典些。可能有点先入为主了~            
(2星)	 本来想看看华丽的设计，但是看了10集就有点受不了了。。。。因为世界上根本不存在刘三好那样的人，另外让大猴子佘诗曼来演，也是没有说服力滴～～～            
(NA)	 杨怡在上面很突破啊~~完全不像以前演过的角色~~不错不错（就是妆太浓，不过也是为了配合角色吧···）            
(2星)	 跟着老妈间或看了几集，于是终于还是不太能接受这种能猜到下一步的剧情... ...陈豪看起来好妖媚... ...            
(4星)	 台庆剧～皇上太痴情了，但我不喜欢“圣女”般的角色            
(3星)	 太圣母了！            
(4星)	 喜欢的竟然是陈豪和米雪。            
(4星)	 可以一看 港剧的套路            
(4星)	 讨厌刘三好，世上哪有这种人嘛。。看着别扭            
(3星)	 寒假看的            
(NA)	 还可以            
(4星)	 挺不错的一剧.....            
(4星)	 说好话，做好事，存好心。            
(NA)	 雷死我了            
(3星)	 很TVB，勾心鬥角的宮廷生活。。。            
(3星)	 我有罪啊我有罪。我看左二日TVB啊。            
(1星)	 圣母的让我恶心            
(5星)	 狗血的萌上啊佘和我家Kevin了。戏里每个人的人生都让人深思            
(2星)	 早期用手机看完的一部戏，很烂，编剧很烂。            
(5星)	 好看哦！可以看看！消遣下！            
(NA)	 可怕            
(4星)	 当时等着看的！！！            
(3星)	 不如金枝玉孽好看            
(NA)	 圣母！微臣惶恐！            
(3星)	 没金枝欲孽好            
(4星)	 没有金枝欲孽好看，不过还是很喜欢里面陈豪演的皇帝            
(3星)	 看到最后竟然有少少顶唔住刘三好···⊙﹏⊙            
(4星)	 女人间的斗争~~~            
(NA)	 太假了,最后结局没看下去,刘三好简直是完美的化身,做什么事情都是对的,MS没有邪心,而且还一路没遇到挫折,真是难得,世界上所有的好事都让她遇到了!~            
(NA)	 看到后面就没激情了~~~说好话，做好事，存好心啊~这么心如止水的女人越来越少~~~            
(4星)	 如果不是條條框框的局限，原本的劇情會更精彩。此劇算平均的一部的劇，開始很好，可惜結局趨於平淡，沒什麽新意。后半部沒有《富貴門》精彩。            
(4星)	 心计            
(2星)	 俗套，如果不是有老戏骨在，这部剧除了噱头和华丽服饰外一文不值            
(2星)	 TVB的大戏，实在有愧这个称号，觉得一般，还不如珠光宝气呢。本来挺喜欢杨怡，看了这个之后，觉得她也只能演好人了，坏人不适合他。            
(4星)	 蛮好看额。。。            
(2星)	 除了明星，没看到其他的            
(NA)	 哈哈，看了以后，学会好多四字格，而且有点想学粤语！~            
(4星)	 看着看着就有点混乱了。            
(2星)	 看TVB这类戏看多了 没啥感觉            
(1星)	 陪着我妈妈看完了。。            
(4星)	 不可能有刘三好这样的姑娘。            
(2星)	 没意思啊···            
(NA)	 还不错，消遣            
(4星)	 好看好看 TVB就是这种勾心斗角的好看，比金枝欲孽好看多了            
(3星)	 很久不看TVB的电视剧，陪妈妈看完的            
(4星)	 女人的斗争            
(NA)	 难得觉得不错的片子            
(2星)	 编剧很无脑。。没感觉出来什么后宫争斗，三圣母很雷人，高大人也不怎么厉害。其实是奔着杨怡看的，不知道为什么化妆这么雷人            
(2星)	 学校网速慢的打不开任何网页的时候跟室友在学校ftp上看的，最后一直是以3倍速的播放速度在看……佘诗曼演的角色太圣母了，这种人在后宫居然活得下去，还活得这么好，太假了吧。TVB水准有待提高            
(3星)	 三好就是圣母。。。            
(3星)	 对这部片没多大的感觉            
(NA)	 比金枝欲孽好看            
(4星)	 剧情比较紧凑，冲突还是蛮多的。            
(3星)	 还行吧~~金枝欲孽 更好些！佘诗曼的马脸 ，，，哎~            
(1星)	 看过了《金枝欲孽》再来看这一部，看过了《珠光宝气》在来看这一部，看着《富贵门》看着一部，只能说，非一般的垃圾            
(NA)	 雷声大雨点小，不及《金枝欲孽》            
(NA)	 真的是纯属虚构~~            
(NA)	 一如既往的喜欢陈豪，不喜欢郑和佘的组合。            
(5星)	 太久没有tvb的好剧了，即使能猜到结局我也想慢慢品味。            
(4星)	 一样的港剧套路，相对来说演员阵容更吸引我。杨怡在里面演的很出色            
(3星)	 在宿舍 一帮人一起看的  ，自己一个人的时候 就无视它了             
(NA)	 。。。。《电视剧》给它的评价很差。            
(5星)	 很好看            
(3星)	 杨怡的眼睛啊，OMG，受不了了，可以去拍贞子了！            
(3星)	 剧情也跳跃的太快了吧            
(4星)	 还是一本不错的剧集！            
(4星)	 后面烦了点            
(NA)	 打发下时间还是可以的,老套的情节            
(1星)	 讓我為了米雪她們的演技給顆星，如果生活中遇到這樣的圣母估計就無敵了            
(3星)	 就是女人之间的破事!            
(4星)	 可以说这是一个很TVB的剧，有一点当年金枝欲孽的味道，只不过刘三好的形象有点高大全，一个在道德上完全高尚的人估计是没有的吧!            
(4星)	 每个演员的演技都各有千秋~只是看多了会觉得刘三好有点让人不爽~            
(3星)	 港版大长针            
(5星)	 2009            
(3星)	 花蝴蝶似的 晃眼            
(3星)	 场景漂亮，人物造型不错，不过只限于一遍            
(4星)	 三好~挺好的呢~            
(3星)	 宫廷剧集金枝欲孽是巅峰了。。            
(4星)	 琼花~~好名字            
(5星)	 我喜欢这种类型的             
(4星)	 画质好好啊 哈哈 三好真是好命~~            
(NA)	 好的让人难以置信，是外星人吧！不过很喜欢里面那首歌“红风车”            
(3星)	 辉煌不再～            
(4星)	 很直地港剧，落入俗套，却依然精彩。            
(2星)	 三圣母下凡记            
(2星)	 虎头蛇尾～没有金枝欲孽好看            
(3星)	 刘三好好的有点过头了...佘诗曼牢喜欢拍这种角色...没突破~            
(5星)	 ...            
(3星)	 感觉不如《金枝欲孽》好~但是杨怡的演技真是牛啊！            
(3星)	 两位女主一个好得太假，一个奸得太假。。男主演得不错~喜欢陈豪..嗯~服装造型很养眼呵呵            
(3星)	 果然是女人。。。勾心斗角。。。。            
(5星)	 不错的电视剧，但是跟金枝欲孽比还差了点            
(4星)	 明争暗斗我喜欢 可以提高我的智商和情商 哈哈            
(3星)	 勾心斗角 人心险恶！            
(3星)	 还行吧。就是觉得和金枝太像了            
(NA)	 木有金枝欲孽好看捏，头上好重哦，砸钱不说明有品捏            
(4星)	 看完忘来这儿添加了，想起来那个笑话，没来豆瓣添加不算看完。呵呵，热闹的台庆剧，不要奢想有什么可以超过金枝欲孽。            
(3星)	 太假了            
(4星)	 很香港的拍摄,很典型的猜忌，但是还是看的欲罢不能，就像当时的金枝欲孽            
(NA)	 很普通····没什么可看 的            
(1星)	 做好事说好话存好心。。。。。。。呕。老挂在嘴边恶心不恶心。最烦这些所谓圣母了。剧情也真是弱智的要命。            
(3星)	 《金枝玉孽》的神话谁也无法超过了！            
(2星)	 您是圣母，您妈也是圣母，您全家都是圣母= =            
(2星)	 步隔墙            
(3星)	 典型TVB的勾心斗角            
(4星)	 佘诗曼真是好的太假了，而杨怡却坏的太假了。            
(2星)	 比较无聊的，和金枝欲孽没得比            
(3星)	 看到几级看不下去了~~总是一个套路，创意不在啊            
(3星)	 总是情节漏洞百出，但仍不乏看的带劲            
(4星)	 喜欢杨怡！！！但系。。。佘三好真是。。。难以忍受~            
(5星)	 好看，经典组合~~郑生&amp;阿佘~~            
(NA)	 越来越差了，比金枝欲孽差远了~            
(NA)	 哎，勾心斗角、            
(NA)	 大同小异            
(2星)	 =。=里面是一堆坏蛋和一个好人？！            
(2星)	 陪女友看的            
(3星)	 好的太假，坏的也太假！            
(4星)	 喜欢杨怡            
(3星)	 不做评论~            
(NA)	 三圣母            
(4星)	 在爱与恨交织下，女人间的勾心斗角，三好的心肠太好了，宁愿别人对不起自己，也不做对不起别人的事，金铃从小就不本分，害死三好的娘，长大了心肠变得那么恶毒，最后也没有好下场，结局不是太完美，皇上最后变得太可怜了，母后死了，深爱的三好也出宫了。            
(3星)	 还是超越不了《金枝欲孽》。            
(NA)	 我觉得一般            
(3星)	 花两天看完的。。人物太单一了。。。            
(NA)	 狗血其实也不错            
(NA)	 女人何必为难女人            
(3星)	 没有金枝欲孽好看~ 陈豪的眼线~~~~~怪浓烈的。。。不适合他。。。            
(5星)	 TVB 老牌戏路,演员阵容永远是那么强大,!!            
(3星)	 挺单薄和老套的故事！剧中人物的性情变化太突然，好人一下子就变坏人，坏人一下子又变好人，一时转不过来，呵呵            
(4星)	 还是挺会编的，宫廷剧，世界上没有刘三好这样的人            
(4星)	 一如既往的喜欢TVB剧。            
(3星)	 开始的时候觉得拍得很好，服装很好看。但是久看之后觉得还是有点弱智。觉得编剧不似以前那般犀利、对话都很孩子气。            
(3星)	 其实我只是冲着古装和美女的妆去的            
(3星)	 烂            
(3星)	 TVB常有的后宫戏。因为有佘诗曼所以看了下。不过感觉没什么新意            
(3星)	 很美的装束 很美的人儿  情节跌宕起伏 结局是显扬失意了么？怎么会认不出三好呢？ 三好在那念了半天显扬才反应过来 我都急死了！！            
(4星)	 做人只做刘三好。            
(3星)	 前面还好.. 后来就看得忍不住想骂人了...圣母依旧光芒万丈..相比我更喜欢看杨怡的恶人演出...              
(3星)	 比较喜欢刘三好从容的表情。            
(4星)	 因为刘三好一直说好话，存好心，做好事，运气才会那么好么？            
(3星)	 化妆太丑。打发时间还行。            
(4星)	 强烈支持杨怡~~杨怡还是古装比较好看...而且演技也更上一层了...本来以前比较喜欢佘诗曼的....但是她在这部戏里面做烂好人就太埋没了....但还是很喜欢~~            
(3星)	 集圣母与狗血于一身。            
(3星)	 这后宫的女人们...这心计...有时候觉得&#34;最毒妇人心&#34;这句话还真有点道理...            
(3星)	 唯一的印象..太后的气场好强大            
(3星)	 哎终于拖完了。。            
(3星)	 妆面很赞            
(NA)	 好人好报            
(2星)	 越看越失望            
(NA)	 我实在没有恒心和决心看完它            
(1星)	 没有金枝欲孽好看 而且好多地方都太假了             
(3星)	 有点假，哪有这么好的人也、            
(4星)	 勾心斗角 尔虞我诈            
(3星)	 还好 不喜欢三好            
(1星)	 Oh my lady Gaga,真是太难看。哦？三圣女？            
(2星)	 没有当年的金枝欲孽好看...或者说火舞黄沙好看...感觉就是服装华丽.排场大.但是剧情有点糊弄观众.刘三好未免也太过于巧合的知道太多了吧.而金铃是在自卫而已.奸角不够奸诈.刘三好过于好人.编剧有点简单...结局好容易猜...            
(3星)	 在寝室里人的影响下看了，感觉凑合，没有金枝欲孽经典            
(5星)	 挺好的            
(NA)	 结局过于理想化            
(4星)	 看多了这种剧就觉得都是不动脑子顺理成章发展的情节...            
(2星)	 生硬的剧本啊~和最开始出的预告片不一样~~~并且真的是太典型太典型的肤浅剧~~可惜了~~            
(NA)	 杨怡是亮点            
(NA)	 喜欢佘诗曼            
(2星)	 女人之间的斗争，见缝插针，无处不在，太有才了            
(NA)	 可惜没有获得什么奖            
(NA)	 不好看            
(3星)	 老实说不喜欢看这种片子，剧情编的也不是很好。三好好得就像是圣人一样，比较假啊            
(3星)	 人人都想做好人，再一次想要唤起人们被社会赞扬的心理            
(2星)	 三圣母的故事- -女主过于圣女及超级好运，说实话觉得剧情小白，而且有些地方还是说不通的。佘诗曼还是不要演这种太小白的角色比较好……            
(4星)	 有女人的地方就有勾心斗角。            
(3星)	 感觉不够经典 看过记不住什么！            
(NA)	 好俗气的剧情啊，就一群老婆娘你挣我夺的，不过有很多笑点            
(2星)	 是在一个小公园拍的 效果可想而知            
(3星)	 杨怡就差把“我是坏人”写在脑门上了。。。以及陈豪的眼影着实太销魂了……=。=            
(3星)	 一般，结局比较不爽，很仓促的样子            
(NA)	 还行~~~            
(2星)	 个人觉得挺老套的一个故事。不是很好看            
(3星)	 肥皂剧是用来把生活填补的更满更满。            
(NA)	 《风车》很好听！            
(NA)	 做人要做 姚金玲            
(4星)	 最毒妇人心，说的一点错都没有。可是，最善良、最敏感、最脆弱的也是女人。没有人愿意变成人人诛之的对象，但现实很残忍，把善良美丽变成了蛇蝎心肠。无论怎样，心之向往的方向，决定了自己的人生。或美好，或毁灭。            
(3星)	 剧情俗套            
(3星)	 两个女人好坏分的也太极端了~蛮适合职场人士看的哦~勾心斗角大集合！            
(4星)	 还是钩心斗角，什么时候甄嬛传排成电视剧一定大力支持！            
(4星)	 老实说我觉得这个剧过程好看些罗，结局嘛就是很熟套的！矛盾与勾心斗角就是看点，还有就是服饰也不错！！！            
(NA)	 做好事 说好话 存好心            
(NA)	 宫殿~服装~~我~~杯具皇帝是这样的~~表要吓我~太纯良了~这种皇帝早死了~哪活的住啊香港历史剧？？？我悟了            
(NA)	 剧情还是可以  挺不错的  里面的插曲也好听            
(NA)	 确实是金枝欲孽跟大长今的合集            
(4星)	 Good。            
(1星)	 搞不懂为什么有人看            
(3星)	 杨怡那个像蛇精一样的脸，我真做恶梦了……            
(NA)	 感觉没有 金枝欲孽 那样纠结，女人们争斗也没有那片子那样藏得深。。。              
(NA)	 剧情确实脑残的说            
(3星)	 三颗星都是给一群老女人的。            
