http://movie.douban.com/subject/4751123/	洪武三十二
(4星)	 单就剧情来讲，我还是愿意给四颗星的。不讲剧情将人物，我恐怕还得修炼几年。只有一处，进展过于牵强。就是朱棣策反的动机。其他的也就还好，三保最可怜，敖笑风高大全，最喜欢的是朱棣，却无可奈何的关注着敖笑风啊。            
(3星)	 万能管家马三保~~            
(4星)	 偶尔看看TVB，有助降低智商。不过有帅哥养眼，算过得去了。            
(3星)	 跟着看来着，总是感觉编剧思维混乱，而且场景也太不用心了...            
(3星)	 陈键锋离开TVB了。哎。最后一部了。            
(4星)	 感觉还不错...就是不知道为神马收视率上不去...            
(NA)	 港式乱弹，搞得我真同情燕王            
(4星)	 基情四溢的年代。。。人人都爱熬笑风            
(4星)	 被宣传片花勾引去的~以为陈键锋是主演，这怎么越来越路人了呢~纠结了一阵子才发现马三保就是郑和，好吧，怪不得当不了男主...最经典的一句点评是：马三保和剧中所有男性角色有一腿，敖笑风和剧中所有女性角色有一腿...太精辟了，就是这样没错！前期的节奏和案件都很不错，后面略微拖沓            
(4星)	 最想看的是傲娇的三保与霸气外露的燕王            
(4星)	 为了三保看的，马叔的燕王一改我对朱棣的偏见~            
(3星)	 剧情有点雷。马德钟的演技越来越退步了。            
(2星)	 马德钟好man！ 好烂尾。。            
(1星)	 就算冲着基情和颜吧，那剧情……每多看一集觉得自己sb多一点。果断弃。            
(4星)	 很积极的追完啦，本来是冲着苗来看的，没想到被燕王秒了啊，我爱王爷。徐子珊的千三娘，laughing哥的敖笑风，都不错，当然除了某聒噪的公主和扮可怜的小乔。。。            
(NA)	 熬笑风，主角里鲜少也那么讨人厌的...三保&amp;蒙古女配得好~！！喜欢燕王妃啊喜欢，好得体很聪明~！            
(5星)	 拍的很不错~            
(4星)	 TVB多来点明朝历史剧就好了，曾经的帝女花也不错            
(4星)	 你为什么是郑和啊？            
(4星)	 马德钟不错不错            
(5星)	 让你对很多演员改观的剧，赞一个！！！            
(3星)	 跟进            
(3星)	 片尾曲神马的都是骗人的！！！总以为熬笑风同千三娘还有一腿的啊！！！结果她就跟什么朱棣好上了啊！！！！就再也不回头了么亲！            
(3星)	 虎头蛇尾好像是近几年TVB戏的通病了，最后几集感觉是为了结尾而结尾。另外几个明显的缺点：号称几十万大军的战争戏就十几个人在打杀，小气得很；江若琳实在不适合古装扮相；部分女性角色的性格过于单薄；男性角色的披发、女性角色的盘扣立领不符合明朝的服饰风格。最后赞一下第14集的基情四射！            
(2星)	 很烂，别看，女主角太丑。            
(4星)	 笑崩溃，腐成泥，雌粉满天，唯两雄蕊啊……            
(NA)	 号称看这部剧最大的收获就是 看了20多集发现皇后居然是药包！！！            
(3星)	 大马不错~应该打3.5的＞＜预测结局出错了竟然！！！！！！！拉风哥竟然自己做杨过。。。楚楚以前那么念旧结果后来反转了！！！！！！！太绝情了！！！！！！！grace美的来~讨厌sire。。。李景隆各种狗血。。。最后吐槽句敖笑风话 娘子你竟然那么好繁衍力。。。囧            
(NA)	 = -三保            
(4星)	 这部剧因为苗才看，也因为苗才坚持看完。肿么办，偶就是一个外貌之上的色女了啦~~~            
(3星)	 诶，首先，陈键锋那种柔柔的感觉很不错啊！又温柔，很贴心的。再来就是悬念的设置，我基本都猜到了。只有那个两个千三娘的问题，纠结了我20集啊！很难得的。======以上是我在20集的时候写的。看完后，我失望了，公主和侍卫，落入俗套。楚楚和笑的一段情变得无用和多余！            
(4星)	 燕王赛高！            
(4星)	 正在看， 为了最爱的锋锋才来看的， 哈哈，不过还有冲着LAUGHING 哥啦～～～  不太好看, 没看完            
(3星)	 只满意 陈键锋跟马德钟的 演技...            
(3星)	 本来没什么兴趣，看了片头发现正是自己想看的类型。不错哎，比起这几年内地过渡改变的烂剧，还是值得一看的。不过，仍然充斥着TVB典型俗套，把观众当傻瓜，桥段安排实在没任何技巧性可言，比较白痴。当然，比起更白痴的内地编剧，这部剧还是不错的            
(NA)	 喜欢千三娘这样风尘中有情有义足智多谋的女人，喜欢燕王这样成熟稳重雄才伟略的男人！            
(5星)	 这部剧很棒！一集一集看下来真的很吸引人。。。演员演得很不错啊。。。            
(5星)	 马德钟气场实在是强大~~燕王的智囊团强大的不像话~~我实在是陶醉好人一直比坏人聪明的感觉，一个字，爽！            
(NA)	 剧情不错。。。。            
(3星)	 三苗这回演太监。。。真是，真是，情何以堪啊。。。后面弃了。            
(4星)	 雷着雷着就好了 &amp;卖腐可耻！            
(3星)	 和某人的母子口味…  陈展鹏啊陈展鹏            
(5星)	 虽然对于阿苗演太监有点耿耿于怀，不过是一部很TVB的好片子            
(4星)	 前半部分真的不错，后面愈演愈差，到后面几集真是恨不得快进解决掉。首先片尾曲是坑爹的，大家不要被蒙蔽。其次三保这角色本来很有发挥空间，但因为陈键锋地位不行被酱油了。第三徐子珊好不容易有个角色1300令人眼前一亮，后面被坑爹了。第四喜欢江若琳的不要看，会彻底讨厌她。第五谢天华很帅            
(4星)	 哎呀，看起瘾了，以为1共20集%一口气看完~结果~唉~            
(3星)	 完全是冲着苗苗看的，整体感觉还行，tvb的战争场面是在不敢恭维···            
(3星)	 TVB的电视这几年得通病，开头不错，结尾草草            
(4星)	 Laughing哥果然是有魅力啊。。。阿苗啊，你就从了笑风哥哥吧，啊~~~            
(2星)	 越看到后面越觉得无聊。            
(3星)	 不喜欢，弃之            
(3星)	 我就看基情了            
(3星)	 打发时间，情节扣的有点怪怪的            
(3星)	 目前看来还不错。            
(3星)	 结局不好看            
(3星)	 越後面越雷。。。我還以為鋪了很多線            
(3星)	 情节不错，以前对徐子珊很无好感但这次让人眼前一亮！            
(5星)	 马三保帮你实现所有的梦想            
(3星)	 这个素燕王么？哎~~~8过三保童鞋很萌呀~~            
(3星)	 剧情越来越诡异了            
(4星)	 港剧的效果！~挺港剧的！~还行！            
(4星)	 因为有人看了明朝那些事儿，佩服tvb的编剧，就这么又编出一部这样的爱恨情仇的历史肥皂剧，还有原来就爱看陈键锋的样子，虽然已经有点腻腻的了……            
(NA)	 三保爱的是燕王有没有            
(NA)	 14集弃，所有男人都爱三保的搞基片咩            
(NA)	 三个男仔 马德钟 谢天华 陈键锋 都好可爱啊! 不错不错,有是丰盛的一出戏            
(4星)	 可看性不错            
(4星)	 敖笑风，先后背叛公主、燕王、皇上。最后不管出于什么原因，把自己的孩子交出去。我无法欣赏他。马三宝，有情有义，可惜身份是太监。三宝伺候王爷沐浴的场景很狗血啊！男人间的心心相惜很诡异。            
(3星)	 节奏控制不好，感情线也有点乱。然后就是三保跟燕王的基情了么= =            
(4星)	 陈键锋那么帅····可惜演的宦官····            
(4星)	 喜欢千三娘和燕王，。，哈哈哈！！~~            
(3星)	 马大叔v5|敖笑风和楚楚居然没下文            
(4星)	 TVB很久没出这类型片子了。            
(4星)	 很新颖的历史剧，基本上是破案片放在建文朝的背景下。演员都很喜欢，徐子珊和谢天华都很赞，演小乔的马赛也不错。            
(2星)	 刚开始的时候还比较吸引的,可是越看越觉得没劲,结尾太拖拉了            
(4星)	 哇，终于看完了。。。。  陈键锋谢天华马德钟每个都好喜欢。。。至于女的，， = =~~~ 好好的一部历史剧就这么给拍成了言情剧，不过每个人都有自己的特色，还是比较好看的            
(3星)	 洪武霜花店。。。某论坛上的一张美男沐浴图坚定了我看这部剧的决心            
(3星)	 公主装天真装可爱真是好烦！            
(4星)	 我其实很受不了 TVB古装剧里往往只出现个几个人，就当作是千军万马            
(3星)	 三星半。前半部分很紧凑铺的线很多，悬念也吊得很好，20集之后开始不太给力了，结局无悬念，高潮没铺垫出来。里面女人都不给力，人物有点多，剧情有些分散，最顶唔顺大眼公主。总之看下来还是觉得不错的剧，今年的tvb目前只完整的追了这部。            
(3星)	 4王爷霸气十足，陈健峰gay气十足，两人搓澡那段实在是。。。。貌似三保跟敖笑风还有一段情，妈的，太腐了            
(4星)	 没有学警狙击好看，不过女主逊色了许多！陈键锋的角色注定感情戏悲剧了            
(4星)	 喷 居然追下来了。啊呀呀敖笑风这傻缺。。。马三保好帅啊--！            
(4星)	 所有女的都和敖啸风有暧昧  所有男的都和马三保有基情   确实是经典啊            
(4星)	 今年的剧集里面还算不错滴~~            
(3星)	 唉＝ ＝。            
(4星)	 公主真心丑，仪华是个好女纸            
(1星)	 还能更烂一点吗            
(NA)	 明成祖登基后清旧账残暴的杀戮，电视剧把这一史事从头到尾的柔和，就像和面，不断地往里面添加温情，添加温情……            
(3星)	 苗苗 你就这样为TVB奉献了你的最后一次            
(4星)	 难得几个主角还都挺喜欢的。马德钟演的相当好，马三保竟然是郑和我太孤陋寡闻了。。。准备去看看《明朝那些事儿》            
(4星)	 啊哈哈哈，最后一幕我真的想吐槽啊~~~不过总体上还是不错哒~~~            
(3星)	 此片又名敖笑风后宫，三保受难记，洪武BL大戏，大家想找基情神马的千万不要错过哦！我三苗在里面好可爱，是最讨人喜欢的角色=0=            
(3星)	 谢天华对这种正派人物的驾驭稍微逊色。            
(NA)	 说实话。真的一般。除了谢天华 马德钟 陈键锋 和一些老演员之外，其他演员演技都很烂！            
(4星)	 點解會覺得好睇嘅.一集都無落下.哎呀..........            
(5星)	 我追看了六個星期的 TVB 電視劇, 今晚終於看完了...             
(4星)	 全剧最后一句话是：“娘子，你怎么会这么好生养的……”            
(2星)	 到现在，看完了，发现，真不怎么好看。            
(3星)	 啊啊啊啊啊啊，陈阿苗你好白白嫩嫩啊，但是恁真的不能再继续胖下去啦。。虽然剧情很坑爹，为了陈阿苗，我忍！！            
(2星)	 虽然是陈键锋在TVB的最后一部戏，但这部一点没没没感觉            
(4星)	 如果不是历史剧还算挺好看的，如果算作历史剧，实在和正史差很远            
(3星)	 除了公主让人烦，其他都还不错~            
(5星)	 因为三保，所以五星啦 其他人无视掉。。。。            
(5星)	 主题曲霸气啊。            
(5星)	 馬德鐘很有帝王氣質。馬三寶竟然就是傳說中的鄭和 =  =            
(4星)	 斗争攻略不错，但感情戏太拖泥带水，为毛所有女人都和谢天华有一腿，无语。这剧挺明显的偏向燕王，把燕王塑造成一个无比正义的人，不过朱棣的确是个模范皇帝。            
(3星)	 如果没有陈山聪的建文帝，或许我会追下去啊， 你想想， 苗苗演郑和阿， 监制真的会选人！！            
(4星)	 是心心相惜还是主仆...啊。太美好鸟~            
(4星)	 苗苗的离槽之作啊。。。            
(5星)	 原来陈键锋演的是郑和哈哈- -            
(4星)	 不错            
(4星)	 好            
(3星)	 还以为真的是朝着郑和下西洋是为了追建文帝发展的..感觉结局太迅速了，马三保两句话就概括了两三年的时间...            
(3星)	 苗苗又来了？好像先看到你的搓澡图了，囧            
(3星)	 还算能愉快地看完，但是小bug实在太多，很多细节都前后矛盾或者说着说着就忽悠着不交代了，可见编剧记性实在是不大好。            
(3星)	 终于结局了 最后两集无比烂 公主最讨厌 三宝就是个苦比的受气包            
(4星)	 一开始觉得麻麻地，但越看发现越吸引人~~阿苗在TVB的最后部戏啦！            
(1星)	 TVB烂剧...            
(4星)	 TVB古装历史剧的台词太有水平了！！弄得我很想四个字四个字地说话啊！！            
(4星)	 都是喜欢的人儿            
(NA)	 真心受不鸟江若琳！果断弃剧！            
(4星)	 很多历史都是通过TVB知道的            
(3星)	 陈键锋帅哦，这里只有男角们有些看头，女角们无一有好感的，感情戏份烂得要死，真不明白那个公主有什么好阿            
(NA)	 【所有女的都和敖啸风有暧昧 所有男的都和马三保有基情】            
(4星)	   开心~ 怎么不好看阿 我觉得挺好看~ 26.7集看的好难过~~            
(4星)	 Laughing哥= = 你怎么又来耍帅露肌肉了啦！            
(4星)	None
(3星)	 马德钟哪能好噶霸气外露，陈键锋哪能好噶憋屈，徐子珊哪能好噶本色。。。所有女人都和谢天华滚床单，所有男人都和陈键锋有暧昧，TVB与时俱进，深得我心=。=但是导演是拍了20集以后就吃了老鼠药了吗，这最后的10集是在干什么？干什么！干什么啦！！！            
(3星)	 失望            
(4星)	 越看越好看，近来蛮不错的古装啊///看完感想：我真没想过是大团圆的。。。而且三保是郑和，哈哈哈哈 然后敖笑风的儿子做皇帝好了XDD 不过 我大概是被前半的敖笑风耍刀的样子迷到了            
(3星)	 还行吧。。。TVB现在是力捧谢天华了            
(NA)	 陈键锋演太监的剧情太狗血 基情四射            
(3星)	 TBB的历史剧就是爱瞎扯            
(5星)	 棣保王道！            
(3星)	 很假……            
(4星)	 好看，剧情设计的不错。            
(3星)	 三保和燕王搞基啊有木有！！！            
(2星)	 TVB历史剧其实已经是传说了。            
(3星)	 马德钟从来都没这么爷们过。。。还有一想到陈键锋演太监我就不能接受。。            
(NA)	 我觉得不是很好看，但是港剧连载，如果每天期待，那也许比很多东西都可靠的多。            
(4星)	 30集完~            
(4星)	 笑中看變幻!算破綻!一子決江山!你們去youtube找十分鐘洗腦版嘛!            
(4星)	 2011年            
(2星)	 不予评价~            
(2星)	 编剧跟朱允炆有仇啊，虽然历史上这货确实是虚了点，可特么也不至于这么没脑子吧，早晚被朱棣踹下皇位。那个咋呼公主绝对有后台，长得一般演技烂到家，脑子笨到死，好命的剧里帅哥都爱她，还好陈键锋果断抽身下西洋了，苦逼的谢天华得接收这货，断了一只手还得抱着这货强颜欢笑，真凄凉。            
(4星)	 败也公主！！！            
(4星)	 就这么做完了，真是不过瘾；不过都算交到功课吧，各得其所，各饱眼（艳）福。关于历史或者真相，不做过多无谓的追究。主要是有一众喜欢的演员就够了。只是TVB如果一直都还是这种非亲生子女不捧的话，真的只会越做越烂了；看看这剧的宣传，再看看接档的脑残剧怎么捧虾饺就知道了。            
(3星)	 陈键锋！谢天华！TVB真是打发时间的好东西.尤其是陪衬着CAD.            
(3星)	 啥剧情都有，看个热闹            
(4星)	 马德钟演的很好！！徐子珊竟然不觉得难看了。公主你再鸭公嗓点吧。。            
(5星)	 五分给苗苗~这个角色要是不是太监多好            
(NA)	 狗血地不能再狗血            
(4星)	 很久不看TVB            
(3星)	 laughing~还有啊苗的三保            
(4星)	 但睇布景同服装就觉得几有质感一部历史剧，反正都系争产，豪门与帝王本无二质，但拜托除了主角外，其他角色的表演也給力点好不好？！            
(NA)	 不错。。。冲马德钟。            
(3星)	 基本忠于历史 细节漏洞很多 编剧总是写来写去就自相矛盾了            
(3星)	 越到后来越失望 整个剧不知道想表达什么意思？            
(3星)	 蛮不错的，结局也很美满。。。比较心疼千三。。小乔是活该。。            
(5星)	 敖笑风就是梁笑棠……            
(5星)	 完全是因为菜菜～            
(5星)	 哎 點解三保是太監==            
(2星)	 马德钟的气质浑然天成，苗苗的郑和细腻多情又不失果决精明，Z3的千三娘风情万种别具魅力~            
(NA)	 三保明明是一片丹心向燕王，点解会和傲笑峰有欢喜冤家的赶脚吖｀｀～            
(4星)	 结尾有点坑爹呀，怎么刚好凑成那么多对了娃哈哈~这部剧男主可以，马德钟很亮啊~女演员都不是很喜欢也~觉得燕王妃很识大体~花药煲演的皇后其实也蛮大方的~可是就是演员实在喜欢不起来呀~            
(4星)	 我觉得主题曲蛮好听。喜欢苗苗~            
(NA)	 看陈山聪演好人不习惯；看徐子珊古装扮相不习惯；看吴家乐演大臣特有喜感；骂药包的太多了，我就不讲了……也就马德钟凑合了……            
(3星)	 如果不是samuel坚决不看了....还算尊重史实            
(3星)	 变成了言情片，好闷~            
(4星)	 有点虎头蛇尾，剧情从千三娘死了之后趋于无趣            
(3星)	 永陽刁蠻到無敵了 朱棣倒真是有一種霸氣外露的感覺 我可憐的苗苗~~~            
(3星)	 额。。。没看完。。。            
(4星)	 终于看完了~好长哦结局还可以吧，有情人终成眷属。            
(NA)	 燕王好霸气 三保好萌！！            
(4星)	 我觉得挺好看的！            
(3星)	 这部片子我可能是被片尾曲误导了，一直觉得楚楚和敖笑风才是一对。。。总之这里男女关系够乱的。。。而且这片子节奏未眠也太快了一点啊，死人变活人活人变死人都是一瞬间的事情。。。还有还有，柏翘你肿么胖成了这个样子。。。            
(3星)	 如果米有基情我可能会给2分吧= =谢天华真的很帅很帅~~~~就是剧情太白烂了= =            
(5星)	 死啦…我覺得好好睇添…XDDDD            
(3星)	 原来郑和原名马三保            
(4星)	 前面还不错，后面实在是让人很为难。果然够TVB，一涉及到史实、一有大场面顿时就弱掉了，“朵颜三卫”不是三个人啊…… 苗苗真是很有爱啊很有爱！            
(1星)	 小跟班君！！！姐的萌点是扑闪扑闪的大眼睛有没有！！！！            
(5星)	 感觉还不错，好久没有追tvb的戏了，喜欢tvb的古装剧            
(3星)	 燕王太重口味了，又是搞基又爱SM，还玩3P，而且朱棣造反原因和过程都很莫名其妙！女人都爱laughing哥，男人都和阿苗有JQ！！            
(4星)	 主题曲很有气势，马三保各种美，Z3扮相大爱。可是，真的是TVB绝唱了么。            
(3星)	 只是为了看陈键锋~            
(3星)	 还不是为了陈键锋才看~~谢天华的戏有点假了……唉~~谢天华也只适合拍现代戏。剧情改得很不行。看完了有种虎头蛇尾的感觉……            
(3星)	 看到后头更加伐好看了。。            
(3星)	 为了看Sammul嘛~            
(4星)	 终于看完了，狗血啊，狗血            
(3星)	 编剧到后面好像脑残了            
(NA)	 没有好看的点            
(3星)	 前面二十集非常不错，后面狗血了。公主皇后小乔都是败笔啊==真是糟蹋了三个演得很不错的男主~~~喜欢三保和高娃的结局。            
(3星)	 结的好仓促            
(4星)	 男人戏，追得落。            
(3星)	 燕王好霸气            
(NA)	 越来越喜欢Z3了~            
(3星)	 可惜有徐子珊 可惜苗苗演個太監  PS. 對著這樣兩個女豬 我居然居然居然追完了            
(NA)	 当陈键锋是郑和时，弃了。tvb的女演员真是一代不如一代。            
(3星)	 终于看完了，一开始真的觉得这部剧不知所谓啊，唯一就对永阳公主这个角色有点好感，那也是二十几集的事情了，越来越讨厌马德钟那倒是真的~一开始这剧就是腐女必看剧啊~结局你玩大逆转啊~            
(3星)	 中途弃剧            
(3星)	 女主啊女主，你又出来祸害观众了            
(3星)	 只为敖笑风            
(4星)	 刚看完第一集，怎看都觉得谢天华那冷冰冰的脸更鱼跃在花见里一样。。。期待之后能否有惊喜出现。。。。            
(4星)	 谢天华仲要演几多个&#34;X笑Y&#34;?            
(4星)	 还不错，最后某些镜头有点汗~~            
(4星)	 三苗你大陆剧拍够了是吧            
(NA)	 为什么那个讨厌的公主要来插一脚~~~！！！！！！江若琳像是整容整坏了            
(5星)	 大爱马德钟，大爱燕王            
(3星)	 总算是个团圆结局。允炆太过儿女私情，心慈手软了，燕王的确更适合当皇帝，他更有雄才伟略。公主和敖笑风的爱情实在是太波折太赚眼泪了。。            
(3星)	 主角实在太多。我们家苗苗戏份太少！！公主实在让人讨厌！是非不分！男女关系乱的一塌糊涂！敖笑风和建文帝都太二了！马德钟反而出彩了！演的不错！            
(3星)	 朱棣真的灰常V5，郑和基情四射。laughing哥一辈子都摆脱不了做奸细的命运，入型入格啊！            
(3星)	 所有男的都和马三保有基情 而敖啸风和马三保才是本剧中最惺惺相惜的一对            
(3星)	 各种失忆就对了....            
(4星)	 虽说是戏说，但剧情还是蛮紧凑的，马德钟霸气外露，陈键锋闭月羞花啊！！徐子珊变得挺耐看了~~            
(4星)	 开头还算吸引人，但还是有点虎头蛇尾，在最近平淡无奇的剧集中还是有点看头的~            
(5星)	 成王败寇            
(3星)	 其实整部片子就是为了苗而看的，没想到还有陈美诗和陈自瑶，都几中意啦~~苗是太监有点悲催啊，剧情就一般啦~~            
(4星)	 探案剧和历史剧的结合。。。马德钟的燕王实在不敢恭维            
