http://movie.douban.com/subject/4067152/	行尸走肉 第一季 The Walking Dead
(NA)	 电视剧版我是神奇！            
(5星)	 有那么一点儿恶趣哦~            
(3星)	 一口气看完，没觉得有多好看。只能说一般，跟以前看的越狱，英雄比起来差得不是一点两点。            
(3星)	 丧尸片就是得看快节奏            
(3星)	 作为一个丧尸剧爱好者，我想说，真烂的剧啊。            
(5星)	 希望与绝望只在一念之间            
(NA)	 哪有你们说的那么好            
(4星)	 僵尸的城市考验人的灵魂            
(3星)	 晃来晃去还是原地转。。。政府在下一季现身说法            
(2星)	 期待了很久，厌恶女主，剧情缓慢            
(NA)	 昏昏沉沉的午睡后，世界并没有像剧中那样全变了，是好彩还是唔好彩。            
(5星)	 good！            
(5星)	 偏爱口味            
(NA)	 女猪惹人厌啊            
(4星)	 总觉得故事编的没有前因后果 很假 但是 那些分尸啊 烂掉人啊 实在让我大半夜看的很high 请叫我变态            
(5星)	 看着很过瘾哈哈            
(4星)	 一点也不恐怖，血腥也算不上（你真重口），就是有一段在吃饭时觉得受不了而已。谜团越来越多，等待下一季            
(3星)	 不怎么待见。。。还以为亚洲男会被炮灰，没想到各种顽强。不过依旧觉得编剧不够给力。            
(4星)	 恩。。最中意第二集，节奏很快。之后就有些慢了，不过对于灾难之下的人性的人性描写还是不错的            
(4星)	 桑不起啊            
(4星)	 比较期待后面的剧集  第一季比较短 看着不过瘾            
(4星)	 非常过瘾的僵尸片            
(4星)	 就是有点太恶心了。。。啃鸡腿的时候千万不能看！！            
(5星)	 忠于漫画            
(5星)	 又见Sara。            
(3星)	 差LOST很多            
(3星)	 加长版而已            
(3星)	 用美国警察当主角，典型的美国主旋律剧，情节发展很流水帐，偏写实，人物设定突兀，期待第二季有所改进！            
(5星)	 媲美电锯惊魂            
(5星)	 一开始很吓人，看完觉得还好，胆小的可以看啦～            
(5星)	 非常有人文感的僵尸片~~ 不但是对活人有人文关怀，对僵尸们也是如此。其中好几集都有奇峰突起，算是很愉快的观影过程。            
(5星)	 蛮好哦看滴···人物冲突也很有劲~只是画面有点差啊~            
(3星)	 感觉节奏好慢            
(5星)	 We always think there&#39;s gonna be more time,then it runs out.            
(NA)	 开头有点山寨，第二季快点来            
(NA)	 坐等第二季、据说要等到十月份。。。。娘子的！！            
(4星)	 前面可以，后面剧情有些。。。            
(5星)	 坑爹的只有六集的第一季            
(5星)	 就是喜欢看这种一小撮人绝望中求生的片子。两个字，刺激！            
(4星)	 唯一的缺点就是男主太难看            
(4星)	 同名漫画改编，电视史上第一部正宗的僵尸电视剧。这部片最成功的地方不仅是抓住了僵尸血腥的噱头，更是将人物刻画得十分自己，剧中每一个人都活生生，冲突矛盾明显，看点就自然落到了这一群个性鲜明的人如何在僵尸末世活下去，并且处理好一切关系。期待第二季&gt;^O^&lt;            
(4星)	 第一集媲美电影            
(4星)	 前两集的剧情完全可以给满星 后面的剧情就开始变回丧尸片的老套剧情  期待第二季的剧情走向~            
(3星)	 描写心理活动手法细腻，就是背景音乐不多，显得片子进程较漫长            
(5星)	 太特么的精彩了！            
(NA)	 不错的片子，情节很引人入胜            
(4星)	 我们总以为还有很久的路要走，却不知不觉已到尽头            
(5星)	 拍的不错~             
(3星)	 一般吧 老套             
(5星)	 重口味 我喜欢            
(4星)	 都大难临头了还有闲心勾引人家老婆~~~~            
(4星)	 在期待第二季。。            
(NA)	 一直爱丧尸题材的，勉强不错吧            
(4星)	 不错哇~可惜一季也太少了，相隔也太久了！！            
(4星)	 男1的老婆怎么看着这么眼熟            
(5星)	 赶紧出下季吧            
(5星)	 期待第二季            
(3星)	 一般。。。真的有点像三角妖之日的变异版。。。            
(4星)	 ‘肖申克的救赎’的导演，外加著名的特效化妆师，组成强大的制作班底。剧情类似生化危机，就是第一季6集真的好短，第二季还不知道什么时候会出，又是等。。。            
(4星)	 其实可以再那啥一点的，我不介意【电视台介意】            
(NA)	 期待下一季            
(2星)	 挫就一个字            
(2星)	 无聊            
(NA)	 就是一丧尸片中的口水剧            
(4星)	 等待第二季            
(4星)	 有点 我是传奇 的感觉 不过故事挺丰满，刚开始还挺怕的后来边吃饭边看…呃            
(4星)	 血淋淋血淋淋血淋淋！            
(5星)	 期待第二季            
(5星)	 编剧很强悍，化妆更强悍，虽然很多画面好恶心，哈哈，不过确实能吸引我的眼球，期待第二季            
(5星)	 对男主一群在亚特兰大突围成千上万ss时印象特别深刻，以及天台男被锁住却面临ss要闯上天台时真正的绝望。在人面对死亡威胁时为活命牺牲他人也在所不惜            
(4星)	 苦逼男主和GG的蛋蛋好像啊卧槽            
(4星)	 第一次看这种风格的电视剧，一集接一集，让俺真受不鸟，有些场景连俺这种女生里心理承受能力比较强的都觉得恶心，整体来讲不能算很好但也绝对值得一看，男友喜欢看末世吖僵尸之类的，弄下来给他看~~~~            
(5星)	 一直很喜欢末世题材,美剧能拍成这样不错了,有些地方还是不给力            
(5星)	 看第二季时不推荐吃着东西看....            
(5星)	 出乎意料的好看呢~~~            
(3星)	 个人觉得有点慢。。。            
(3星)	 =。=编剧太不负责了。。。            
(2星)	 好吧是我的问题，我实在没有找到好看的点。。。            
(5星)	 我是传奇+生化危机全集+末日侵袭+三十噩夜 混合体            
(4星)	 美漫的画风实在接受不了，我还是看电视剧吧。人物性格还不是很突出，看下一季咯。pizza小哥的小单眼皮，明显是韩国人嘛，呵呵~            
(5星)	 有够恶心的。有《生化危机》的影子，不过还是爱看僵尸的美剧。期待下一季。            
(NA)	 美国僵尸片，都差不多。            
(NA)	 僵尸连续剧，情节很紧张            
(5星)	 不需要理由            
(4星)	 求第二季            
(4星)	 狗男女很贱...是我太主观了么...            
(5星)	 以前不看僵尸片的= =+不错啦~很精彩            
(5星)	 矮油我喜欢~把丧尸电影改成电视剧的优点就是能过瘾...人物的刻画也很不错呀...纠结的人类呀....就让纠结的我看下第二季的漫画过过剧透瘾吧~~            
(4星)	 一个下午看完。感觉还不错，只是走得还是丧尸片的老套路，期待第二季！            
(2星)	 坑爹            
(4星)	 确实吓到我了            
(3星)	 各种僵尸影片大杂烩             
(NA)	 黏黏糊糊的 ，好么？            
(3星)	 后来看到一篇逃离丧尸灾难宝典之中国篇 还挺有意思的            
(3星)	 shit            
(4星)	 重口味啊重口味，吃饭的时候不能看啊不能看，僵尸神马的你伤不起啊            
(4星)	 后面2集有点无聊了 等下一季...            
(5星)	 想看第二季……11月份啊！！            
(4星)	 很不错的丧尸题材美剧。            
(5星)	 丧尸片什么的最赞了..            
(NA)	 看电视的时候特有植物大战僵尸的感觉= =好奇该剧的走向，万圣节回归么。。。。            
(4星)	 其实是探讨人性的电视剧            
(4星)	 口味微微的有些忒重。大家小心...            
(NA)	 诺曼一出场``我就开始对着屏幕傻笑`` 嘿嘿嘿            
(5星)	 在一群脏兮兮丧尸以及粗犷美国大叔里面惊现的清秀思密达Glenn是亮点。            
(4星)	 Where are they going then?            
(4星)	 只有六集还不够啊！            
(3星)	 节奏有点慢  ~  但还不错 题材算是比较新颖了    很喜欢女主呀 因为是越狱的女主 所有有感情了  希望编剧不要把她写得太坏！            
(5星)	 waiting for S2            
(3星)	 自从看了我是传奇后，我再看不到能认同的丧尸片了....            
(4星)	 其实凡是丧尸的都挺过瘾的~期待第二季            
(NA)	 曾经我苦苦等待的经典丧尸剧，绝对高端，绝对有内涵            
(4星)	 拍成这样已经不错，但是我看到了太多僵尸电影的影子==            
(3星)	 世界再多险恶也阻止不了自己兄弟勾义嫂啊            
(NA)	 我觉得真的是用心拍的电视剧，有电影的效果！至今还没有超越的            
(NA)	 第一季这就算完了咩？            
(4星)	 喜欢 Sci-Fi 11.6.1            
(5星)	 化妆师太神奇了，昨晚弄得我一闭眼全是…结果开灯看书，早上五点了才敢睡下去…            
(4星)	 跟我妈一起看的 没想到我妈好这口！            
(4星)	 这多大的坑！            
(5星)	 和漫画有些许差别，有感觉的一部片子，想去跑龙套当walking dead。            
(5星)	 不看的绝对100%后悔            
(5星)	 很少见这类电视剧，刺激好看！第二季什么时候出来啊？            
(2星)	 ……丧尸片除了肖恩的黑色幽默之外已经搞不出什么新意了，这次打亲情牌，结果……你自己看吧……            
(NA)	 支持丧尸片，期待第二季            
(3星)	 虽然在电视里能看到这么恶心的镜头很少见，但是剧情很一般，有点扯，希望别像越狱一样，虎头蛇尾，无法自圆其说            
(5星)	 对僵尸片没有免疫力，喜欢            
(5星)	 第二季快来吧！            
(4星)	 末日人性            
(4星)	 可惜不更新鸟~~~~            
(4星)	 不错~            
(5星)	 很有僵尸片的味道            
(4星)	 愛喪屍片的倒是可以看一下~            
(NA)	 舊酒新瓶。愛喪屍，全因為那密集式的攻擊和反抗，化成六集的電視劇，劇情顯得異常無能為力。            
(4星)	 我爱重口味            
(4星)	 太少！不满足啊~            
(4星)	 很细腻的加长版僵尸电影            
(5星)	 S1            
(4星)	 在吸血鬼占据美剧大半壁江山的时候，丧尸们也坐不住了。末日情怀的营造，怎能少了这群可爱又可怜的生物。并没有评论说的那么好，至少没有我是传奇精彩，但，仍是一部可以期待的电视剧。            
(4星)	 可以小追            
(4星)	 重口味啊重口味~能不能再恶心点？？            
(3星)	 还行吧，看大家评价不错勉强坚持看下来。            
(4星)	 中间出了恐怖的因素外感情穿插的也很好            
(3星)	 一般般            
(5星)	 酷，非常赞的僵尸剧！～～            
(4星)	 说实话，情节有点老套，看前面都能把后面猜的八九不离十，这可能也是败生化危机所赐，不过比较起来，这部片子更多一些人文情怀，对人性的探讨，人们面对危机的反应，也因此拖慢了这部剧的节奏，看起来不如生化危机那种商业大片痛快过瘾，只能说萝卜白菜各有所爱吧～            
(4星)	 制作还挺精良的，期待下一季~            
(4星)	 小清新慎入~            
(4星)	 美剧的第一季都还蛮有噱头，但估计会越来越糟糕，最后导演也不知道自己要说什么。            
(5星)	 第二季什么时候出啊。。。            
(4星)	 前两天重温《真爱至上》时猛然发现那个为凯拉奈特莉默默守候的感人男子居然就是《行尸走肉》的硬汉男主( ⊙ o ⊙ )            
(4星)	 一网友介绍的啦~~还不错~~但是第二集中间重口味啊 = =            
(5星)	 这个电影真的不错。很喜欢里面男主角的感觉。            
(5星)	 看了一集就忍不住看完一季了。实在来不起了。睡觉~            
(4星)	 僵尸片            
(4星)	 看完《特效化妆师大赛》后再回过头看这部剧，觉得化妆师好辛苦，好厉害。剧本身也不错~~~期待新一季            
(3星)	 为什么我觉得没啥米意思~难道说我口味已经变得那么重了咩？？？至于男主么~还是喜欢在真爱至上里那种小甜男的范儿，那是多么的有爱啊~            
(NA)	 不错            
(3星)	 拍个僵尸片儿，你还非得整出《LOST》的范儿来~！            
(2星)	 殭屍設定的那麼廢主角群還打不過是哪招            
(5星)	 精彩            
(NA)	 那个韩国人好帅 有个美女可惜被咬了            
(4星)	 一觉醒来，末日已到来。。。此片也未跳出丧尸片的经典模式，但总体还不错，期待下一季。。。            
(4星)	 期待第二季            
(3星)	 雷瑟            
(4星)	 后继乏力，对原著的改编也太过了吧            
(5星)	 这风格很喜欢！            
(4星)	 看得头昏脑胀。            
(5星)	 喜欢生与死最接近时的极情。            
(4星)	 挺过瘾的~            
(4星)	 该去玩玩游戏呢~~  开始不喜欢后来朋友推荐喜欢上了            
(5星)	 漫画改编剧，拍的很不错昂，期待下一季。            
(3星)	 第一集还行，后面越来越不好看，不吓人啊~            
(5星)	 血，好多血，还有很多残肢            
(3星)	 妆画得不错~            
(3星)	 一口气看完了第一季全六集，有些失望。紧凑是僵尸片一大重要元素，显然冗长的剧情削弱了这项要点。            
(NA)	 越看越没劲            
(NA)	 其实不好看            
(NA)	 好看，期待第二季            
(5星)	 加强版的《生化危机》！            
(5星)	 僵尸电视剧拍到这个水平真的很好了.僵尸是我的大爱~            
(4星)	 就冲着的化妆师和演员的专业精神，也得给个高分            
(4星)	 化妆实在太棒了！整体美术做的非常精致。电视剧当成电影来做。没有一惊一乍的吓人场面 更多是对人性的探讨。最后一集感染的人主动要求大部队抛下他继续前进 那一幕看得很心酸。            
(5星)	 原来这么庞大的队伍都能接受这种重口味…不过第一季结束的真是坑爹，太不过瘾了            
(3星)	 2011.5.14            
(NA)	 the walking dead讲的不止是僵尸。比起表现僵尸的恐怖，它更注重于对人类内心的剖析。在困境中，人表现的更加敏感，脆弱。由此人性中丑陋的部分集体显露。【拍肩。其实我想说我超讨厌看背叛的戏码= A =但唐顿和它都不幸中枪了。。。            
(5星)	 够 惊 够 险            
(NA)	 2011.5.14。跟我预想的差不多，突出了人与人之间那一份真诚是多么可贵            
(3星)	 妹的...第一季就6集然后不出了...            
(4星)	 不错            
(4星)	 有感觉,！！！！！！            
(4星)	 期待第二季            
(5星)	 心中绝对的zombie影片上乘之作。zombie设定虽然有值得推敲的地方…个人zombie片看点是在safehouse里面的生活，不过现在作为一部仍要继续发展下去的电视剧safehouse实在是要不得的东西，毕竟safehouse要么就是引导故事完结，要么就是毁灭            
(4星)	 还不错 中规中矩的僵尸片~            
(NA)	None
(3星)	 那一阵子重口味了            
(4星)	 相当重口味，道具装束很真实，有越狱里的萨拉，我稀饭。剧情等待挖掘，出的真慢。。。            
(NA)	 快点出第二季嘛            
(NA)	 第一集就这么煽情哟~            
(4星)	 嗲！            
(NA)	 人生看的第一个美剧？ 囧            
(5星)	 就一个追了漫画的人来说，这片子还原度很高，最重要的是他把很多人想到的应该改一改的漫画部分都改了，而且改的不错！            
(NA)	 亲爱的，想和你一起看=X=            
(4星)	 没有想到僵尸片也能拍成电视剧 = =            
(3星)	 =-=so so..            
(5星)	 我就喜欢看这种打僵尸的 可惜就6集             
(5星)	 第6集略显无聊了~韩国披萨小帅哥夺到一星            
(4星)	 这他喵的不是恐怖片啊...是人性片啊...            
(3星)	 感觉一般            
(5星)	 前些天特别想看僵尸类的片子，这部电视剧很符合当时的口味呀            
(4星)	 挺有意思的美剧            
(5星)	 特效做的相当好，相当的恶心，相当的勾起你的肾上腺素。坚持相信，这戏的主角是dead们，啊哈哈。            
(5星)	 赶紧出第二季吧。等了快一年了都。            
(4星)	 马兄第一集就炮灰了 是因为租金贵么？            
(4星)	 由于广电的一条命令，我在主流播放器上找不到了，是不是不拍了。            
(5星)	 重口味必看。            
(5星)	 很久没看到那么棒的zombie片，而且作为一部连续剧来说，镜头的处理，特效居然达到了和电影一样的水平，内容很紧凑，完全不拖拉。            
(4星)	 画面恶心……            
(NA)	 看过1集  主要是对丧尸片无爱            
(5星)	 绝对重口味的片子            
(NA)	 看了三四集弃掉了……            
(5星)	 期待第二季            
(4星)	 化妆水准超一流，但剧情跟人设依旧跟电影中的丧尸片没两样            
(3星)	 有点裹人            
(4星)	 在世界末日时，各种人性的思考和表现，同时也可以通过此片学习如何应对即将到来的2012            
(5星)	 喜欢看这类型的            
(5星)	 华丽丽的僵尸剧啊！！            
(4星)	 坐等第二季            
(4星)	 像我是传奇，迷失            
(4星)	 感动与思考1.从亚特兰大丧尸群逃出后,如果是你,会返回去救那个被拷的危险人物吗2.妹妹被丧尸咬死,如果是你,会抱着她一直哭吗,在她变成丧尸后再次醒来,你会害怕吗3.CDC爆炸前3分钟,如果你是那老头,有勇气留下陪姐姐吗4.被感染未死那位,选择离群的勇气5.活人甚于丧尸            
(NA)	 男主你可以再英雄主义一点            
(5星)	 非常激动            
(3星)	 Oh no..边看边想呕 好在尚且能承受            
(5星)	 高品质的惊悚恐怖剧，质量上乘，正在等第二季~            
(3星)	 ZOMBIE 效果好，情节一般            
(3星)	 桥段和衔接明显不如鬼子，美式的通病，化妆占大头            
(4星)	 最新的快出啊，等了半年了            
(3星)	 末世情结·~~~            
(4星)	 有木有第二季的？            
(3星)	 对丧尸片儿识别无能            
(NA)	 。。。咋说呢。。。。《我是传奇》和《生化危机》的合体。。。            
(5星)	 盼着下一季啊！！            
(3星)	 电视剧拍成这样也不奢求什么了。            
(4星)	 zombie电视剧还真是少见。剧情不错比较喜欢            
(4星)	 苦等第二季            
(5星)	 神马时候能看第2季啊！！            
(4星)	 我想打桌游版植物大战僵尸。。。韩国小帅哥不错啊。。。剧情真狗血啊。。。还行。。。            
(5星)	 有些人消极的死去，有些人却顽强的活着。            
(4星)	 拍的尚可，典型僵尸灾难片，只是略乏新意，演员长相不敢恭维，而且第一季如此表现后续怕不给力啊~            
(4星)	 感觉还不错，            
(4星)	 太黑人了。。。            
(5星)	 原来我如此的重口味~~            
(NA)	 各类僵尸片的合体            
(5星)	 爱啊            
(NA)	 重点是还在追啊！            
(4星)	 漫画好看啊，美剧的美术+特效正啊！僵尸剧我的菜啊！            
(4星)	 大家都是行尸走肉~            
(1星)	 除了化妆，一无是处            
(3星)	 原本以为情节会很紧凑，结果AMC还是把重点放在了挖掘人性和角色的塑造上，表示会追第二季，但请无比出现你追我赶的密集性僵尸。ps：在危难的时候，还是没有信仰的人更合理些。            
(4星)	 痛快淋漓            
(NA)	 漫画改编的，很喜欢，希望人类不会有那么一天！            
(5星)	 看的很爽            
(5星)	 唯一看的美剧。。看见了人性，看见了僵尸的悲哀。。尤其是半身女人的那段，为她伤感了。。            
(4星)	 和生化危机媲美。            
(5星)	 好喜欢这个调调，我是不是变态            
(4星)	 还不错，期待第二季            
(4星)	 Bob Dylan.Tomorrow&#39;s Such A Long Time            
(3星)	 男主他老婆很龌龊，很讨厌，当了婊子还想立牌坊            
(NA)	 唯一一个美女死得真早。            
(3星)	 没什么新意 看到了很多zombie片的桥段            
(5星)	 灾难片，我喜欢            
(3星)	 恶心恶心            
(4星)	 喜欢丧尸片            
(4星)	 即便在灾难面前 有些人的丑陋人性还是要暴露出来            
(4星)	 有点期待第二季了            
(4星)	 201104还不错的剧            
(4星)	 第二季什么时候出？            
(4星)	 不错的            
(4星)	 拉家常啊混蛋！            
(5星)	 做得很精致逼真啊            
(3星)	 生化危机的末日情怀 这个时代需要的就是这种即将灭绝的压力。            
(5星)	 好看，很喜欢这样的题材，期待第二季            
(4星)	 挺喜欢Glen那小伙子的，但是他自称是棒子货啊摔！大多人都说这片反映了人性啊伦理什么的，说实话我却没看出多少来，也许是角度不同的缘故吧。另外观望后续会如何发展。            
(3星)	 我实在是不喜欢“一小撮人生还下来搭个帐篷过日子、解谜题、对抗外来侵略者……”这个类型的美剧！            
(5星)	 可惜第二季好慢。            
(4星)	 恶心是恶心了点但是还可以啦~            
(NA)	 看完了= =。，不过瘾            
(4星)	 我觉得不算重口味            
(NA)	 下一季和在？            
(4星)	 那些古怪的僵尸看多了就习惯了~            
(3星)	 到后来比较无力            
(NA)	 没有结尾，好像是连续剧一样            
(3星)	 作为一部电视剧，特效做得真不错。            
(4星)	 对丧失片产生免疫了。            
(4星)	 吐糟剧            
(4星)	 很短！不过瘾！不给力！            
(4星)	 前三集还行            
(4星)	 前面几集的感觉还不错            
(3星)	 有少量的快感，不过本剧走的仍然是无脑丧尸流路线。不过不失，没有亮点也不能算它的错。            
(5星)	 求第二季啊啊啊啊啊啊            
(NA)	 哎呦 那不是sarah麼            
(5星)	 期待第二辑，不一样的僵尸片            
(4星)	 应该再血腥点儿~            
(5星)	 dan跟serena。。            
(NA)	 我是没想法了，和原版漫画也太没关系了，电视剧没有把漫画当中的绝望感体现出来。。。而且电视剧版的人物也太善良了。。。            
(5星)	 番茄阿            
(4星)	 等第二季啊～            
(5星)	 SS片怎么拍都好看。期待第二季。            
(5星)	 很不错的丧尸片，严重期待第二季。            
(NA)	 与中国的人性不一样 或许这才更真实些            
(5星)	 不错的电视剧            
(3星)	 亚洲人总是管技术工作            
(4星)	 剧集拍到现在，未现强力武器，未现超级战士，未现克隆复活，更像是普通公众应对丧尸威胁的逃生手册。应该在片尾打上一句，希望就在那里。            
(NA)	 期待早日和第二季相聚.            
(5星)	 很喜欢 ！ 等下一季！            
(4星)	 看腻了吸血鬼，现在看僵尸~            
(NA)	 第二集我就看吐了。。。注意，是吐了。。。            
(NA)	 过瘾            
(5星)	 看得我胆战心惊，但还是忍不住的继续追剧，过瘾。。。。            
(3星)	 如果没有那大段大段倒胃口的家庭伦理剧情节，我就给它评4分            
(4星)	 就是情节又生化危机和我是传奇了            
(3星)	 开始看的时候还好，后来几集慢慢发觉和以往的丧尸片差不多了。居然是以连续剧的形式，比较奇怪。            
(5星)	 很不错~符合我的重口喜好~~后面几集有点逊~            
(4星)	 真的好拖沓好拖沓好拖沓好拖沓特别是E04。。。期待S2~断手大叔请坚挺~我一直在等你哟            
(4星)	 前面还行  越到后面越狗血,,听说编剧都被炒鱿鱼了...            
(3星)	 太多话了            
(5星)	 因为你靠得住 蛮人性化的一部片子 期待第二季            
(NA)	 对造型没感觉啊没感觉orz...和凤凤边看边吃东西边讨论什么那肠子不像啊，肉不对啊...这是在闹甚...            
(3星)	 就丧尸题材来说，这个已经矫情到了一定程度。抛除僵尸，感觉仿佛是没有神秘的《迷失》。任何丧尸类影视，如果大篇幅描写主角看到丧尸后的不相信，或者认为丧尸还有依稀人性的话，那么在我看来这部丧尸片就马上自降了档次。本身丧尸片爱好者不会热衷对丧尸人性的思考，我们要看的是爆头撕咬和鲜血            
(4星)	 虽有悖理之处，但绝对值得一看            
(5星)	 第二季什么时候出啊  等了大半年了好像            
(5星)	 对于热爱血浆片的我，片中的血淋淋真过瘾            
(2星)	 太血腥。。已经弃剧            
(5星)	 很歹。            
(4星)	 还行            
(4星)	 终于看完了第一季剧情很狗血除了男主人公毫不掩饰的耍帅外剧情很空洞有的时候觉得有些人物的太白痴了或者演得太over了非常做作            
(4星)	 之前没太接触过这种题材，感觉还是挺惊艳的！就是剧情有些拖沓，不过比起lost那大段的闪回和神展开，还不算离谱= =            
(5星)	 很不错的美剧，很有创意。就是太少了            
(4星)	 Glenn好可爱，只可惜是个棒子。。            
(4星)	 装不错,就是出现的少了点,剧情什么的就看看而已.无创意            
(4星)	 我们需要几盆可以射的植物。            
(4星)	 挂着僵尸片的幌子，实际上是在描绘人性之恶、人性之美，难忘最后一集里爆炸前一刻教授紧握着黑人母亲的手的场景，无语泪凝噎。期待第二季归来~            
(5星)	 第二季啥时候出啊~~~            
(4星)	 看到最后一集才发现这不是恐怖片，这是灾难片。            
(4星)	 人性比僵尸好看            
(NA)	 juwi剧情拖沓的让我第一集都没傲过去            
(5星)	 很给力的剧集，很有追的价值            
(NA)	 不错不错，重口味啊~稀饭~~~            
(5星)	 好看~~~期待season2            
(4星)	 一直比较喜欢丧尸题材的片子，这不还算不错            
(3星)	 还行还行~            
(5星)	None
(4星)	 “看到你变成这样，我很抱歉。”仅凭这句台词，凸显这部电影的与众不同。            
(4星)	 《生化危机》电视剧版，很期待第二季了，因为是史提芬金编剧，必须推荐。            
(3星)	 美国丧失迷            
(NA)	 边吃边喝一下午嘴没停过的看            
(4星)	 血腥            
(5星)	 第二部快点好么！            
(3星)	 比生化危机好多了            
(5星)	 第2季啥时候出？            
(4星)	 好看~            
(5星)	 好看~            
(3星)	 一开始的刺激，到最后的麻木。            
(NA)	  相当不错啊~  期待第二季、            
(4星)	 谁才是行尸走肉 ？            
(4星)	 口味有点重的说~~            
(5星)	 AMC我爱你哟            
(3星)	 不如漫画得力啊..            
(5星)	 刚开始看的时候看了三集就看不下去了。不过今年重看倒是爱上了这部剧。相当不错，期待第二季！            
(4星)	 总以为可以了 其实才刚刚开始            
(3星)	 老美的癖好，无爱。            
(4星)	 第一集后半段拍得很好，看样子会有第二季，又挖坑了            
(4星)	 不错，喜欢这种题材，我果然口味重，啊哈哈哈~~期待第二季~~~            
(4星)	 电视剧版的生化危机~            
(3星)	None
(5星)	 很好看，恐怖血腥，是我爱看的            
(3星)	 离我想象差的挺远的。。。            
(5星)	 AMC总算有一部剧招我喜欢了~            
(5星)	 一口气看完的 真过瘾            
(3星)	 题材不错，情节拖沓，剪成电影更好！            
(3星)	 瓦哦~            
(NA)	 够血腥够暴力            
(4星)	 第！2！季！            
(3星)	 不给力啊 好多人性+温情 但是偶想看打僵尸 = =            
(3星)	 带男猪进城的那匹马真是可怜啊。。。            
(5星)	 巨好看。。。第二季要到今年秋天。。。我勒个去。。。            
(5星)	 抢别人老婆的贱人啊气死我了～爽啊我管他有木有抄袭呢～            
(NA)	 不够激情            
(4星)	 当僵尸成为一种掩饰，人性便表露无疑            
(3星)	 一般般把 没有想象中好啊...            
(1星)	 为什么我就看不下去看不下去看不下去！            
(4星)	 喜欢那个送披萨的小男            
(3星)	 为什么不接着快点出！！！！            
(4星)	 我喜欢片头我喜欢片头！            
(NA)	 看完整季意外的还不错~            
(4星)	 刺激            
(4星)	 确实很不错，大小格局都赞。有情有狠。受不了主角这种美式正义感。            
(5星)	 化妆技术超赞！这才是行尸嘛！坐等第二季！！            
(4星)	 一边吃肉夹馍一边看 行尸走肉........多好~            
(1星)	 和僵尸类电影没有办法比啊！情节太拖沓啦！而且漏洞百出！豆瓣给这样的剧打8分？超级愤怒！            
(5星)	 惊悚大片里做得比较好的,剧情狠逼真！            
(3星)	 无比失望            
(4星)	 拖着看完的，制作很精细            
(4星)	 很有深度的丧尸剧            
(NA)	 期待下一季            
(4星)	 那个华裔送餐小弟好可爱啊            
(3星)	 因为讲丧尸才3分。剧情马马虎虎。。。            
(3星)	 口味比较清淡            
(5星)	 深入骨髓的丧尸末日情怀。前几集太好看了，后半部有些拖沓。期待第二季！            
(4星)	 不恶心的僵尸片。情节紧凑。            
(5星)	 剧情不错的~~值得一看            
(3星)	 没想象中恐怖，剧情奇拖            
(2星)	 对僵尸的片子无感 弃            
(5星)	 超期待第二季呀～～～            
(4星)	 一晚上把六集都看完。感觉还不错，有些地方比较拖沓。最后的爆炸特效很假。丧尸拍的也够。会追看            
(3星)	 对这个实在没啥爱            
(5星)	 期待第二季！            
(5星)	 sara~            
(3星)	 只出了一季，没什么大感觉            
(3星)	 6/10，看完第二季再说            
(4星)	 结尾非常吊人胃口，期待第二季            
(5星)	 这部电视剧真的很不错，至少我看得很过瘾，而且我一直在等行尸走肉第二季，希望它能快点上映，强烈推荐各位喜欢美剧的朋友去观看            
(3星)	 媽的  tempo 有夠慢               
(3星)	 帅哥推荐的，看来我和帅哥喜好诧异较大，看了两集，不觉得好看，不是因为恶心血腥，姐承受力很强大，真的是没觉得好看            
(4星)	 会不会有第二季了哦……            
(4星)	 拍的很棒，还是比较温暖人心的。            
(4星)	 因为米拉乔沃维奇，我还是比较喜欢生化危机系列。            
(4星)	 恩 第一集就把人shock到            
(3星)	 好多僵尸，电视剧版的Left 4 Dead            
(4星)	 卖火柴的老男孩迷失在亚历山大            
(1星)	 还有更雷人的剧情么            
(5星)	None
(4星)	 主旋律僵尸电视剧            
(4星)	 还不错，虽然最后两集让我有点失望。说真的，除了真人版这点以外，完全没有动画《校园默示录》震撼~            
(4星)	 恶心啊，不过很刺激啊。。。。小家伙口味很重啊            
(4星)	 不错......和丧尸类电影不同的感觉            
(4星)	 看了前两集还觉得挺血腥，可是后面就完了....想看连续血腥的朋友们，还是看电影吧            
(4星)	 第二季快点吧。。。            
(NA)	 披萨小哥很给力嘛 剧情中规中矩 看化妆是不错的选择 音效好赞 听得我都要吐了……ps化妆那么久就为了爆头……钱也不是这么烧的好吧！！            
(4星)	 虽然作为电视剧来说，特效不会很惊艳，但数量不多的几个僵尸特写镜头还是不错。第一季埋下了足够多的线索够第二季用的。            
(4星)	 重口味了            
(4星)	 出的太慢了！不给力啊。。            
(4星)	 加长版28天，对人性的刻画更加深入，期待续集。            
(NA)	 期待万圣节            
(5星)	 强烈期待第二季，漫画看的一点不爽            
(4星)	 还是有点期待第二季，有好多疑问需要知晓答案。            
(4星)	 世界末日都阻止不了的叔嫂通奸            
(5星)	 大爱 等到花都谢了            
(4星)	 我没看完啊 没看完。。。。            
(3星)	 不止漫地尸体            
(4星)	 万圣节推出的漫画改编...第一部僵尸电视剧吧..僵尸迷的喜讯..            
(5星)	 前面两集，剧情控制的很好，后面趋于平淡了            
