http://movie.douban.com/subject/3882715/	武林外传
(4星)	 现在中午吃饭又在放~            
(3星)	 有点闹，勉勉强强吧            
(5星)	 有你们真好~            
(5星)	 当年看时惊为天剧啊            
(4星)	 只引起对当年《都市男女》的怀念。。。 TOM 喻恩泰   Jerry 沙溢   青青 姚晨。。。 那才是经典。。。            
(5星)	 一个传奇!            
(3星)	 都好都ok 老白帅死了            
(5星)	 对于我这个经常不看电视的人来说，很不错！很不错！            
(5星)	 还是这个好~~            
(4星)	 晨晨是因为这样的成名而失去了老凌吗····            
(5星)	 06年就看了这一部国产电视剧            
(NA)	 很好            
(5星)	 灰常想看电影版!!            
(5星)	 难以超越无法复制的经典            
(5星)	 我爱你，老邢            
(5星)	 个表，犀利~~~！            
(5星)	 虽然有借鉴老友记，但是是很好看的情景剧            
(4星)	 国产中少有的有喜感的电视剧，虽然没看几集，但是确实不错，不过也只是国内人的娱乐，其他国度的估计理解不了，悲哉。            
(4星)	 就看了前面二十几集~~~时而三分钟热度，时而坚持到底，谁能告诉我关键所在！！！            
(NA)	 经典中的经典            
(NA)	 M说爱情是永恒的话题。友谊也是。            
(4星)	 怎么说都还是有回忆的吧..            
(4星)	 可以四星半的~~            
(5星)	 其实我想说从来没想过大陆能拍出这么好的电视剧，太经典了，经典中的经典            
(5星)	 很喜欢呐...反反复复看了很多遍了,但是电影版就....            
(3星)	 回忆里的人是不能去看的。            
(NA)	 这还用说什么吗？            
(5星)	 看了有三遍，部分集还不只。温馨，特别的喜剧。想起了初一的冬天盘腿在沙发上抱着薯片边啃边乐儿的日子。            
(5星)	 姚晨怎么可以离婚！            
(5星)	 【语言: 汉语普通话 / 英语 / 粤语 / Shanghainese / Shanxi】←我喷笑了            
(5星)	 這貨才是武林外傳，電影是歪傳吧……            
(5星)	 大二那一年在无数个电视台反复的看，看完着80集电视剧，等了4年，终于等来了电影版            
(5星)	 姚晨            
(5星)	 笑得我肚子疼。。。好搞了！            
(1星)	 一看就想吐            
(5星)	 极品 啊，好看，消闲佳品            
(5星)	 NOTHIN 2 SAY！            
(5星)	 暑假就眼前一亮了。。            
(5星)	 电视上放的时候来来回回看了多少遍啊~一看到南京话就激动~~            
(5星)	 堪称中国版老友记，华丽丽的喜爱。            
(5星)	 看了，笑了，足矣            
(5星)	 中国情景剧的典范，我是腐竹~哈哈            
(4星)	 可能是期望值太高吧...不过总是一段回忆            
(5星)	 大爱            
(5星)	 经典            
(5星)	 既是经典，何须多言。            
(4星)	 喜欢是不需要理由的            
(5星)	 不错。每集至少看了三遍。。            
(5星)	 俄都快忘了俄是多么喜欢这东西！！！            
(5星)	 太爱老            
(5星)	 爱啊，现在又在重温            
(5星)	 特别好。各种好。            
(5星)	 我爱俩大嘴儿  我爱同福客栈            
(4星)	 八错八错            
(5星)	 每一集都看过不止一遍。            
(4星)	 糙中有爱            
(5星)	 还是这个好看            
(5星)	 高考前那个寒假各大电视台轮番播放，一个台放广告就换另一个台接着看……            
(5星)	 我心目中的friends            
(5星)	 我能看进去的唯一的情景喜剧。伴随了我高三的最后一段时光。            
(5星)	  从歧视到现在迷恋 不论电视上播几遍 也还是会停留            
(5星)	 “你就是七侠镇一霸！！”“那一妈是谁？”--永远美好的回忆，《武林外传》            
(5星)	 这个我喜欢。            
(4星)	 哦 居然没点这个 经典            
(5星)	 哈哈哈            
(5星)	 顺便马一下。。心头至爱啊，可惜了            
(5星)	 不会忘记50外传给我的快乐。            
(5星)	 改变了多少人的生活？！            
(5星)	 满分不解释            
(5星)	 觉得很好笑,所以喜欢啊~多开心~            
(5星)	 我想起初三那年，每晚守着CCTV8连看三集、很晚了还要去当时并不红的贴吧讨论这一集的剧情和台词的日子，以及自己霸着电视不看春晚也要看大结局的任性。现在忽然就到了大二，电影版也出来了，中间的那些岁月，不知道被一部电视剧捧红了的这些人是否像剧中那样快乐呢。            
(5星)	 虽然有某些“深沉”人士给了很差的分数，但我对这种虚伪的人向来很鄙视。你格调高就不要看情景喜剧。你要看了情景喜剧就会知道这部绝对是经典。就通俗文化来说，它做得很好。            
(1星)	 看了太多遍就觉得恶心了···            
(5星)	 如果当初 和第81集 很受启发            
(4星)	 让我笑的花枝乱颤。            
(5星)	 非常非常的好玩~一个时代的经典~            
(4星)	 相当多的经典台词啊！~不失深刻的幽默~            
(5星)	 喜欢，但是更主要的，是有感激。            
(5星)	 中国的老友记            
(5星)	 绝唱的经典~~            
(5星)	 无厘头，最喜欢！            
(5星)	 经典。@Home            
(5星)	 那么那么红～你的名字叫武林外传。重播率和家有儿女类似。合家欢系列            
(5星)	 看了不下10遍~但是自从pps里没有了以后 就很少再看了            
(5星)	 好看。。。            
(5星)	 确实是浓厚的中国情景喜剧            
(NA)	 这是06年的片儿么?我怎么觉得看这片儿是2年前的事?            
(5星)	 神劇啊。            
(5星)	 这不给五颗我都觉得对不起自己            
(5星)	 世界如此美妙，你却如此暴躁，这样不好不好……            
(5星)	 永远的呀！            
(5星)	 满分，绝对啊。06年播的时候跟老爸说，这是近几年来最好看的电视剧。他认真看了一集，表示不理解。哈哈哈            
(5星)	 就一个字、好！            
(5星)	 欢乐多            
(5星)	 毫无疑问的牛掰之作~哈哈~看了无数遍还觉得搞笑诶~            
(5星)	 最初很讨厌，最后很喜欢。            
(5星)	 经典中的经典！！！支持不拍续集。。。            
(5星)	 每次听到里面的音乐就会觉得温暖了            
(5星)	 娱乐经典            
(5星)	 电视里播一次我看一次，哈哈            
(5星)	 画画的时候就打开这么播着，看了N遍还在听            
(5星)	 内地也有这么搞的剧很难得不过与老友不同的是 不如老友耐看            
(4星)	 挺搞笑的~为神马都说看了失望呢？            
(5星)	 哈哈，从演员到编剧到导演，一个字，实在！            
(5星)	 陪我度过艰难高三岁月的神剧。永远拜服于你。            
(5星)	 灰常哈皮也            
(5星)	 哈哈哈哈            
(5星)	 中国最好的情景喜剧～            
(5星)	 无比欢乐的一大家子            
(5星)	 看了15遍了            
(5星)	 喜欢它简单质朴轻松温暖            
(4星)	 太油菜了。。。            
(5星)	 居然现在才来标记，太不应该了            
(5星)	 很搞笑，不高兴的时候看这个~~~            
(NA)	 老白！！！！            
(5星)	 小学六年级直到初中时候的大爱啊、            
(5星)	 不说什么了……            
(5星)	 无比强大            
(5星)	 百看不厌            
(5星)	 经典            
(5星)	 最好看的情景喜剧            
(5星)	 太好看了            
(5星)	 百看不腻。            
(5星)	 从头了看一遍            
(3星)	 是挺好笑的            
(5星)	 几个完全性格不像通的人的共同爱好····好！！            
(5星)	 落伍了，当年居然过了很久才看            
(5星)	 我昨晚才看完的第一遍。以纪念5年后电影版的上映~            
(5星)	 炊事班+健康快车            
(5星)	 最爱老白了&gt;3&lt;            
(5星)	 这才是国产最好的喜剧。。。。            
(4星)	 都五年了。            
(5星)	 励志            
(5星)	 卧槽，太经典了，看了不下10次了            
(5星)	 其实，内地还是有很多人才的。要不，怎么会有这么好看的电视剧。            
(3星)	 嘿嘿 挺搞笑的~            
(4星)	 弱智儿童欢乐多!            
(5星)	 爱死了            
(5星)	 经典中的大经典呐~挚爱50~            
(5星)	 还不错的…排山倒海！！            
(NA)	 看了1000遍了吧？            
(3星)	 没事逗个乐子。。            
(NA)	 非一般的喜剧，非主流的喜剧            
(5星)	 其实大陆的情景剧做得还是挺不错的~这部是最惊喜！            
(5星)	 我最喜歡的情景喜劇            
(5星)	 演员太活宝了。            
(5星)	 中国最好的情景喜剧，没有之一！            
(4星)	 很多经典台词~            
(5星)	 欢乐S了~            
(2星)	 不觉得好笑            
(4星)	 呃 说实话 给满分总觉得有点假  不过看到友邻给的分 我也不好意思打四星了= =            
(5星)	 经典无须赘述。            
(5星)	 打算再看一遍            
(5星)	 唉呀妈呀，这辈子也忘不了的东西            
(4星)	 很有创意的情景喜剧            
(5星)	 不知道老婆喜欢不喜欢，老婆，陪我一起看吧？好吗？别和死人一样好不好啊，说说话好吗？            
(5星)	 我喜欢我喜欢~            
(5星)	 至少看过5遍。。每次重播必看            
(NA)	 那时候看得很嗨…            
(5星)	 笑点很合我……            
(5星)	 真TMD搞笑！            
(5星)	 好欢乐啊啊啊！！！            
(5星)	 可搞笑了可轻松了            
(4星)	 听说出电影了。。            
(5星)	 据说电影版木有莫小贝了~            
(5星)	 大爱            
(4星)	 自从得了精神病，整个人精神多了            
(5星)	 经典死了            
(5星)	 从反感到热爱            
(5星)	 第五颗星给小贝~            
(5星)	 还记得当年放最后一集的时候正好和春晚冲突 当然是看武林外传喽 春晚见鬼去            
(5星)	 爱死你们了，说多少遍都不厌，看多少遍都不厌            
(5星)	 感谢他们在我的生活缺少光明时带来的快乐。            
(4星)	 有些东西精致起来就没意思了，粗糙得别有风味，挺搞笑的，真诚的东西就值得肯定，不过电影还是算了            
(5星)	 强力推荐！！特别爱十娘给你下面汤那一段            
(5星)	 那年我未满25，春节时期放映的，还历历在目，10月有回顾了一遍，很诙谐的七侠客栈。            
(NA)	 一个时期 一群人            
(5星)	 还有韩语思密达？            
(5星)	 怎么能忘了神作            
(5星)	 大爱莫小贝！            
(5星)	 经典不解释            
(5星)	 超五星！            
(5星)	 行走江湖杀人越货花前月下睡前不撸管必备良品！ 电影一定要给力啊！            
(5星)	 经典！            
(5星)	 大爱！！！！！！！！            
(5星)	 就是很喜欢，心情不好时就看就好了。哈哈。            
(3星)	 笑得挺开心。            
(5星)	 看了无数遍            
(5星)	 祝贺！中国原创的、真正有智慧的、幽默的、不做作的、古装剧！            
(5星)	 绝对的经典！            
(5星)	 思想品德教育精品课程            
(5星)	 爱的唏哩哗啦~             
(5星)	 百看不厌！某美国同志看我笑得那么开心，欲罢不能。。。结果发奋学汉语去了！            
(5星)	 最爱看的电视剧，没有之一            
(4星)	 有点没头脑            
(4星)	 很好笑            
(5星)	 我的情景喜剧的启蒙剧            
(5星)	 一直留在我的电脑里吧~            
(5星)	 绝对经典，几遍几遍的看            
(5星)	 想起前两天考试的时候 宿舍里每天都是 白驼山壮骨粉 青春的粉 友谊的粉确实经典~            
(5星)	 2006年            
(5星)	 太喜欢了~~~            
(5星)	 最欢乐的回忆 恶搞并不低俗 期待电影            
(5星)	 这样的电视剧无需多言            
(NA)	 超级爱 每次看都笑SHI了            
(5星)	 真想再看一遍            
(5星)	 真是怀念。。。            
(5星)	 看见姚晨了想起了这部电视剧，别人都说傻，可是我和我外甥看的不亦乐乎，演技都太好了吧？我看好你们哦~            
(5星)	 看过无数遍，并每次都跟自己说绝不再看结果一遍一遍继续看的片子。。。            
(5星)	 大爱~最喜欢小郭和老白~            
(5星)	 很搞~            
(4星)	 这个喜剧真挺好。            
(5星)	 最好的国产电视剧            
(5星)	 看电影之前复习一遍            
(5星)	 我爱你！            
(3星)	 凑活看            
(4星)	 我真正热爱的电视喜剧，这样生活才真的更美好            
(5星)	 我看过的最好看的情景喜剧。            
(5星)	 幽默中见朴素的为人道理。            
(5星)	 更想看那个电影版的~~            
(5星)	 居然现在才标记 罪过啊            
(5星)	 中国能出这样一部情景喜剧不容易啊，也是难以逾越的巅峰了            
(NA)	 百看不厌。我想看电影版的。哈哈，还有几天就出来了。            
(5星)	 这家伙经典的            
(5星)	 太可爱了！！这一群啊，每次我都笑得趴在地上......嘿，兄弟！我们好久不见你在哪里？XDDDDD            
(4星)	 怎么忘了标记这部剧嘞            
(5星)	 情景喜剧经典之作            
(5星)	 一见肿情。。一见内个肿情。。。            
(5星)	 中国最好的情景喜剧之一.            
(5星)	 假期这么无聊又开始温习它了。            
(5星)	 近年来最给力的国内情景喜剧！            
(5星)	 太搞了~            
(5星)	 就是喜欢。            
(5星)	 最爱！！！！！            
(5星)	 挺好            
(5星)	 有社会主义初级阶段特色的中国版南方公园            
(4星)	 人生需要搞笑            
(5星)	 一遍又一遍的经典            
(5星)	 咋还有韩语翻译            
(5星)	 看了无数遍，但还是爱看。。。期待电影版的~            
(4星)	 古装情景剧给我的感觉其实一般。            
(4星)	 看了好几遍的= =排解无聊圣物！而且有的话还蛮有道理的……俺已经看过电视版和话剧版鸟，接下来等电影版~            
(5星)	 刑狱森！！！真是个好名字~~            
(5星)	 经典之作 、不多说，你懂的 。            
(5星)	 2006年到现在2011年……时间过得真快            
(5星)	 这就是江湖            
(5星)	 对于喜欢的东西，只有看上五十遍            
(3星)	 看一半就行了            
(5星)	 泯灭不了的记忆            
(5星)	 喜剧不乏思考            
(4星)	 陕西话给力啊            
(5星)	 我太喜欢这片子了！            
(5星)	 我最喜欢的电视剧，每一集简直都能背下来            
(5星)	 完全的喜剧…对白很精辟            
(3星)	 回忆            
(5星)	 必须Five star 啊啊啊!            
(5星)	 必须的！！！            
(NA)	 噢我的爱~            
(4星)	 消遣了很长一段时间            
(3星)	 欣赏不了            
(4星)	 老实说，这是我最喜欢看的一部片子了！百看不厌。。            
(5星)	 五星不解释~            
(5星)	 笑的不行了，但又很有教育意义！            
(NA)	 喜欢死了            
(5星)	 陪伴我初二睡在沙发上的暑假。哈哈~！好看就是好看，管他的，期待电影版            
(5星)	 宁财神很有才。            
(5星)	 绝对是我最爱最爱的情景剧            
(1星)	 好冷好烂。。。。。。。。            
(5星)	 这都没看过 人生还算完整？            
(5星)	 最爱看的喜剧，没有之一            
(NA)	 新时代的情景喜剧            
(5星)	 看着看着都成记忆了，可再看还是那么美好            
(5星)	 看了无数次了，可是每看一次还是会笑不停。            
(5星)	 最最喜欢的情景喜剧，一直希望自己能有那么一群朋友，陪我到天荒地老            
(5星)	 好看啊            
(5星)	 赞！            
(5星)	 经典的没话说~            
(4星)	 经典！            
(5星)	 我觉得，值这个分            
(5星)	 神作！            
(5星)	 势必是经典之一。            
(5星)	 继我爱我家后我唯一看的上的中国sitcom～            
(5星)	 有才 幽默却不低俗 给力            
(5星)	 确实经典的情景剧。            
(4星)	 额滴神啊            
(5星)	 大爱            
(5星)	 希望在我的有生之年能看完1000遍。。。。恩，我就是闲的蛋疼。。。            
(5星)	 我真的太爱这个了我全家都爱            
(5星)	 哈哈哈哈            
(5星)	 这是一种青春  在最痛苦也最青春的高中时代陪我度过的快乐            
(5星)	 永远的经典            
(5星)	 电视剧第一            
(5星)	 81话笑点真高            
(5星)	 经典，还用说吗？            
(5星)	 大爱啊~~~爱到看了快一百遍了还是会一直看下去~~~~怎一经典了得啊~~~~\(≧▽≦)/            
(4星)	 无聊的时候看很有意思            
(5星)	 何其感慨萬千揚眉吐氣的情景喜劇啊！！“你才早熟你全家都早熟！”=V=            
(5星)	 4.4            
(4星)	 笑死过去            
(5星)	 国产喜剧的经典之作            
(5星)	 超爱~！            
(5星)	 生活开心最重要            
(5星)	 笑得不亦乐乎。            
(NA)	 快点出续集啊~~做成几季几季的~~~            
(4星)	 每集都很好看            
(5星)	 50   V5            
(5星)	 致那个永不衰竭的、鲜活的暑期。            
(4星)	 虽然很多人都觉得这部电视剧很没有深度，但是轻松休闲嘛，本来就不需要什么深度            
(NA)	 看这玩意儿真一次都没笑过。。。            
(4星)	 其实这帮人之前演的都市男女也很好看            
(3星)	 真的这么好？还是我不喜欢这种风格啊？            
(5星)	 闲暇之时的最好消磨 集大江南北口音和特色的台词是一大看点            
(4星)	 每次重播必看            
(5星)	 看过100遍以上，不解释            
(5星)	 太好玩儿啦            
(5星)	 每看一次都有笑点感动我~            
(4星)	 还挺好玩的~            
(5星)	 看过好几遍            
(5星)	 真是经典之作，一定要收集起来，以后慢慢回味，就是很让人开心的，想起来都可以笑的片子            
(5星)	 没看它就不算真的看过中国电视            
(4星)	 没啥，就是图个傻乐            
(5星)	 超级喜欢            
(5星)	 大爱啊            
(4星)	 就为大结局，那年春晚都没看~~~其实春晚也没什么好看的。。。            
(4星)	 财神的剧还是有风格的            
(5星)	 曾经陪伴我读渡过了苦闷的高4            
(5星)	 我竟然忘记了它  国产喜剧巅峰            
(5星)	 有中国特色的搞笑             
(4星)	 高中时代很爱看。            
(5星)	 里程碑。            
(NA)	 逗！！            
(5星)	 绝对的经典            
(5星)	 不开心的时候可以看..            
(5星)	 纪念我那欢乐的校园时光            
(5星)	 这两天我爸看的高兴我居然也跟着又看上了~多少遍了啊            
(5星)	 不知看过多少遍  百不其厌。            
(5星)	 十分的搞            
(5星)	 经典，搞笑，智慧。            
(5星)	 这才是永恒的东西            
(3星)	 不对笑点。            
(4星)	 人在江湖...            
(5星)	 绝壁经典！            
(5星)	 最好的中国情景喜剧            
(5星)	 210的筒子们，还记得么            
(4星)	 本不喜欢这类 却不得不喜欢你大爱无双            
(5星)	 我怎么今天才标记这个！！！！！！！！！！！！！！            
(5星)	 好看好看            
(5星)	 国产电视剧只此一部超五星神作            
(5星)	 就是想看            
(NA)	 大学宿舍的标签            
(4星)	 喜欢小白            
(5星)	 笑中的感动            
(5星)	 百看不厌！            
(5星)	 神作            
(4星)	 居然有这么多种方言。部分剧情做作了。            
(NA)	 can never get back that time            
(5星)	 百看不厌            
(NA)	 我覺得寧財神挺牛的。不容易。            
(5星)	 没办法当时正值高考时期~但是每晚还是抽出了点时间看看~很有意思~记得“我上面有人”那集全家人都乐翻了~哈哈~陪我度过了高中最后也是最快乐的一段时光！            
(5星)	 牛逼！            
(4星)	 很喜欢无双。            
(5星)	 初中的暑假            
(3星)	 要求对中国武侠有所了解，英语至少4级，中外世界名著略知一二，看过大部分周星驰电影，听过绝大部分新老港台大陆流行歌曲，懂什么叫包袱——至少喜欢相声，看过几期综艺节目，非历史系出身，不是新闻联播，焦点访谈，走进科学的忠实观众者。。。            
(5星)	 永远的经典啊            
(4星)	 大陆的喜剧还是蛮有特色的            
(5星)	 如果可以的话，我打七颗星。            
(5星)	 百看不厌            
(5星)	 和儿子在英国看碟，很好            
(4星)	 太欢乐了。。哈哈            
(5星)	 情景喜剧的里程碑            
(5星)	 硬盘常驻片，舍不得删            
(5星)	 不解释。。。            
(5星)	 我觉得我D盘里那16G的《武林外传》是绝对不会删掉的了            
(5星)	 好看..            
(1星)	 粗制滥造，怎么和电视剧比啊            
(5星)	 等剧场版……            
(5星)	 笑死你！！            
(NA)	 有教育意义的喜剧，有创意，喜欢开头用windows界面显示演职员列表            
(4星)	 中学的时候看的，那时候觉得超赞的。现在看来已经很无聊了，甚至有点恶俗。但不管怎么样，我想这部电视剧已经在大部分90后心中占据了非常重要的位置。            
(5星)	 不需理由。偶尔调遥控调到就不会再调走的那种。            
(5星)	 内地喜剧片的一个质的飞跃            
(5星)	 80集全部看完            
(5星)	 真欢乐            
(5星)	 经典.超喜欢~~~            
(5星)	 我怀念那段看武林外传的时光，我们再也会不去了~            
(NA)	 大爱            
(5星)	 给力            
(4星)	 最爱秀才和小六            
(3星)	 有趣的尝试，但在形式上山寨了各种恶搞类型电影，内容上山寨friends的桥段过多            
(4星)	 搞笑经典            
(5星)	 所有添加了背景笑声的情景喜剧上辈子都是折翼的天使            
(5星)	 哈哈哈哈哈哈哈哈哈哈            
(5星)	 那年最快乐~            
(NA)	 喜欢，贼喜欢~            
(4星)	 完全颠覆了传统的古装电视剧            
(5星)	 无厘头的各种搞笑            
(5星)	 很好看的国内戏剧片啊            
(5星)	 有一段时间，不管换到哪个频道，播的都是这个。。            
(5星)	 主动+被动地看过N遍……            
(5星)	 电视剧奇葩            
(4星)	 有才……            
(5星)	 这货不给它满分太对不起自己的良心了！            
(5星)	 怎一个经典了得            
(5星)	 人才            
(3星)	 3.5            
(5星)	 一个个道理渗透在喜剧和胡闹中~            
(5星)	 百看不厌呀，虽说有80集，总感觉还没看两天就完了。宁财神厉害呀，十分欢迎他邀请我合作。。。            
(3星)	 断断续续的就木有看完整过            
(5星)	 啥也不说了，就是搞笑            
(NA)	 一群快乐妖孽            
(5星)	 客串演员纷纷不给力 是个遗憾            
(5星)	 看了N遍，就是看不厌~期望电影版。。。            
(5星)	 经典呀            
(5星)	 刚开始看的时候觉得闹哄哄的，但会为之后觉得是小事情比喻大道理。。。只是爸爸妈妈总是对我们津津有味的看这部片子不是很理解。。            
(5星)	 才想起的，笑屎了            
(3星)	 &#34;照顾我家二舅老爷&#34;，“爱情是条单行道”还是钟意《我爱我家》那款。            
(5星)	 这简直不能用语言来形容的            
(5星)	 这个应该11分啊            
(4星)	 以前老公放假回来，我老要他陪我看这个，他特bs我            
(5星)	 排山倒海            
(3星)	 像《看了又看》一样百看不厌…            
(NA)	 喜欢            
(5星)	 太经典了            
(5星)	 每次我一看 大人都说鬼扯的又来了            
(5星)	 四年了……反反復複看到現在+ +！            
(5星)	 逢播必看 消遣必选            
(5星)	 最爱的一部影视剧！            
(5星)	 笑得我肚子痛。            
(5星)	 做portfolio时必须必备以及必不可少之法宝            
(5星)	 国产精品情景喜剧            
(5星)	 越看越有内涵            
(5星)	 最爱            
(4星)	 要一群人看才喜剧。。。            
(5星)	 家里、教室、旅馆……长得像小郭的曼哥……还有高二社会实践，松涛水库船上+某饭店门口的点穴游戏……            
(5星)	 经典不解释！            
(NA)	 我的最爱            
(5星)	 能笑，又不恶俗，就叫有才。            
(5星)	 需要理由吗            
(NA)	 非常成功的小成本电视剧,搞笑得不得了,还贴近年轻人..            
(5星)	 荐神马荐... 恐怕没人还需要推荐了吧~            
(5星)	 哇哈哈哈啊哈哈            
(4星)	 很多经典的台词，O(∩_∩)O哈哈~            
(NA)	 总之,对这部片子有感情            
(4星)	 本来觉得很不精彩。。。多看了看觉得还行 打发时间！小成本也是            
(5星)	 最爱的电视剧             
(5星)	 还能怎么说呢 好多集都看了不下5遍 绝对的情景喜剧最爱            
(5星)	 什么时候看都会很开心的片子~            
(5星)	 偶尔拿出一集 还是可以笑一笑~            
(5星)	 曾经我觉得不好。但不代表真的不好。            
(5星)	 就是喜欢。            
(5星)	 我永远都不会忘，我看了13遍的《武林外传》            
(5星)	 中国情景喜剧的巅峰之作。            
(4星)	 宁财神啊宁财神，太欢乐了            
(5星)	 我居然没评这个- -。嗷嗷嗷。            
(5星)	 最喜欢的喜剧...没有之一            
(3星)	 其实后面那几十集如果不拍，这剧还能再经典一些            
(NA)	 这是我唯一念念不忘至今的 情景喜剧            
(5星)	 中国前五十年，后五十年无可超越的经典！            
(NA)	 有的故事很经典            
(5星)	 嘿，嘿嘿，嘿嘿嘿……            
(5星)	 搞笑而不是恶搞。人物个性鲜明，故事有头有尾，而之后的模仿者都忽视了这两点。            
(NA)	 啥都不说了，哈哈~            
(5星)	 背景音乐            
(5星)	 那时候我初一吧 也是暑假吧 腐竹末~            
(5星)	 我就这样一遍一遍地看。台词场景音乐都是我美好的回忆。            
(NA)	 中国式的喜剧，            
(5星)	 为啥觉得这里的吐槽跟银魂有一拼            
(4星)	 不仔细看没觉得逗，发现越看越逗            
(5星)	 经常翻出来看看，心情都好。            
(4星)	 好搞笑，秀才说死姬无命的那块印象最深了...哲学啊！            
(4星)	 我看好你哟～            
(NA)	 很有创意的电视剧 轻松 快乐            
(5星)	 超级喜欢            
(5星)	 这么经典的片子多说一句都是废话，有没有六星？            
(5星)	 不用多说 经典            
(5星)	 很草根很平民很好~            
(5星)	 阿巴拉古 耶耶耶            
(5星)	 我承认我三俗 冯小刚说得好 能让观众笑 就是好作品            
(5星)	 为啥名称里会有棒子语。。。各种方言乱斗的很搞笑啊（我看好你哟            
(4星)	 国内情景喜剧的一个高度            
(5星)	 啥也不说，经典            
(4星)	 我们的“编辑部的故事”            
(5星)	 哈哈哈哈            
(5星)	 (*^__^*) 嘻嘻……            
(3星)	 当没什么可看的时候，打发下午时光            
(5星)	 一定肯定必须要看。。哈~            
(5星)	 当年我才高二啊……            
(5星)	 看过不止一遍。。。太赞了。。            
(4星)	 搞笑啊搞笑            
(NA)	 好吧，大多数人都说很恶俗，但我就一恶俗的人            
(4星)	 力巴            
(5星)	 这是我最爱的电视剧，哈哈，陪我度过沉闷高一。            
(5星)	 排山倒海...            
(5星)	 恩恩，经典            
(5星)	 尚敬导演真熊~~欢乐死了-v-            
(NA)	 排山倒海！            
(5星)	 今天星期五啊~明天不上班啊~            
(4星)	 为了看到它的大结局而舍弃春晚            
(5星)	 逗~            
(5星)	 额滴个神呐~            
(5星)	 中国最好的情景喜剧            
(5星)	 崇拜宁财神            
(5星)	 最好看的中国情景剧   不过 不适合外传啦  外国人看不懂的啦~~啦啦啦             
(5星)	 超级可乐！！！            
(5星)	 啥都不说了 经典了            
(4星)	 确实挺好看的，但撑死就只配给4星            
(4星)	 有人不喜欢可是很经典            
(5星)	 经典            
(5星)	 能捧红这么多星的电视剧不多。            
(5星)	 哈哈哈哈哈哈！！！！！！！            
(5星)	 太好看了 太好看了            
(5星)	 国内喜剧的巅峰之作。            
(5星)	 每天必看！！            
(5星)	 不知道看了几遍啊。。。。            
(5星)	 是谓极品。            
(5星)	 最好的            
(NA)	 闹闹哄哄的一部片子！            
(5星)	 一群可爱的人            
(3星)	 哈 哈 哈            
(5星)	 大爱啊！太和谐了哈！！！            
(5星)	 国产情景喜剧的巅峰，闲人马大姐神马的我去你妈的吧            
(4星)	 四星原因 我是腐竹 可这片拍成电影实在不好看            
(5星)	 照顾好我七舅老爷            
(4星)	 佩服自己。。。81集。全看完了。~……            
(5星)	 天天看天天看。。。。。看了那么多遍看了好几年都不腻~            
(5星)	 非常不错，搞笑中也很有哲理            
(NA)	 你的七舅老爷已经没了~            
(5星)	 我曾经看到肚子痛直不起腰，狂笑不止的傻样让人好像回到从前。喜欢姚晨            
(5星)	 作为一个情景喜剧真的是极其成功。            
(5星)	 我娘很难理解我为什么喜欢看这样的电视剧，我也很难解释为什么我看上个十遍二十遍依然不会对它腻烦。带着无厘头去讲大道理，我靠你牛B！            
(5星)	 my love~~~            
(5星)	 它很说教其实。但是我无聊的时候会一遍一遍地看            
(4星)	 小心我排你啊~~O(∩_∩)O哈哈~            
(5星)	 经典中的经典            
(5星)	 排山倒海            
(5星)	 太逗了 百看不厌！            
(5星)	 十颗星            
(5星)	 赞！百看不厌的            
(NA)	 最高！            
(5星)	 天哪不想多说            
(5星)	 很给力的搞笑            
(5星)	 百看不厌~            
(5星)	 中国喜剧的巅峰之作了吧。。。没看过这个不要在这玩了。。            
(NA)	 今天就是来登记一下我的电视生涯。。            
(5星)	 这就不说了 高二时看的看的很心酸 只能在《半路夫妻》插广告的时候看             
(4星)	 算是看过，笑过了。。            
(5星)	  我到现在都期待502..            
(5星)	 大陆剧哪一部都可以不看，但是这一部不可不看            
(5星)	 我看过有多少遍了？没有1万也有八千了            
(5星)	 满分            
(5星)	 这个确实比较好玩   我超喜欢那个老板娘            
(5星)	 超级超级超级的好看。！            
(NA)	 呵呵 葵花点穴手            
(5星)	 太搞笑太经典            
(5星)	 超爱的一部剧~~~            
(5星)	 我的zoloft            
(4星)	 国产片能做到这一步，真的太不错了            
(5星)	 大爱！！！            
(5星)	 太棒了            
(5星)	 很难看到这么经典的喜剧了。            
(4星)	 当时我就看出姚晨必火            
(5星)	 永远的经典永远的            
(3星)	 ``````还是很搞笑的            
(5星)	 至今为止仍是最爱的百看不厌的经典武侠搞笑励志剧。            
(5星)	 我还是觉得蛮好笑的            
(5星)	 太逗了。据说要出剧场版了            
(5星)	 这个~~~没事就可以看            
(4星)	 作为消遣小品，拍成这样都这么吸引人，确实很难得            
(5星)	 是可以看很多遍的            
(5星)	 ：)            
(5星)	 笑死人……            
(5星)	 没看完，其中几集就快笑死我了。            
(5星)	 大爱.            
(5星)	 开了中国情景喜剧的新河            
(5星)	 大爱！！！！！！！！！！            
(3星)	 为什么当时那么火~            
(NA)	 陪伴我在英国的时光            
(1星)	 真的不喜欢！            
(5星)	 继《我爱我家》之后，又一部比较经典的情景喜剧，喜欢            
(4星)	 这部经典啊  相信每个看过的人都不会后悔自己看过的  哈哈            
(5星)	 再长也要看完它，肚子笑破算个神马！            
(NA)	 哈哈            
(5星)	 还用说吗？            
(NA)	 最喜欢大嘴，很形象的一厨子。            
(5星)	 那得呐~            
