http://movie.douban.com/subject/1786739/	还珠格格
(5星)	 童年的回忆啊！            
(4星)	 对比一下新还珠 我才发现每个人都是那么可爱            
(5星)	 没看过的人小的我佩服你            
(4星)	 永远的经典            
(NA)	 大家都看过            
(5星)	None
(5星)	 介绝对当年是经典啊 湖南台每年拿出来放生生把它放厌了..            
(5星)	 小学时光            
(4星)	 小时候天天重复看            
(5星)	 赵薇真心是我小时候最喜欢的女明星！            
(4星)	 记得当时年纪小            
(3星)	None
(4星)	 我不知道为什么那时候会看这样的剧，也许真的是年少纯真吧，最喜欢的还是林心如，也许现在没有了当初的那张清纯，但是气质还在。一颗星给回忆            
(5星)	 小时候还珠格格可火了，差不多每个人都在看~我喜欢到去买旗袍和旗头，和我表妹一起演哈哈~经典啊！差不多每年都有重播，所以我都不知道看了多少次了~            
(3星)	 我操，这种经典怎能不标？            
(3星)	 这个80年代的孩子，没有没看过的吧？            
(5星)	 尔康。你的鼻孔            
(NA)	 不解释            
(4星)	 风靡一时啊~            
(5星)	 童年回忆            
(NA)	 妈的还在上幼儿园啊满大街都是这个啊            
(4星)	 上幼儿园时看的            
(4星)	 Orz 童年啊            
(4星)	 我艹，没有还珠格格的童年不是童年，小时候还在班里演来演去啊。            
(5星)	 看了几遍都不知道了，童年美好回忆啊！！            
(3星)	 当年虽然不懂事，但是觉得这部片很幼稚，是我太早熟么。            
(4星)	 绝对是电视剧中的经典了！            
(5星)	 永远的紫微小燕子！            
(4星)	 阴魂不散好多年~            
(5星)	 虽然后面被湖南卫视每年一次的重播活生生弄拧巴了，但是童年追剧的疯狂永远不会淡去！            
(4星)	 当年的万人空巷            
(4星)	 首播时我还读三年级呢。            
(5星)	 5分是为了儿时的迷恋            
(3星)	 就那么回事            
(5星)	 小时候爱看。            
(NA)	 啥都不说了，就是各种经典，青春年少的记忆……            
(4星)	 啧啧，童年。            
(4星)	 其实我没完整的看过            
(4星)	 当时赵薇的演技还不咋滴，里头的台词也很做作，现在看来还是蛮经典的。容嬷嬷和皇后演技很给力。            
(5星)	 当时给我迷的那跟F4一样啊！            
(4星)	 那时候我疯了似的买一切有关小燕子的东西。            
(5星)	 小时候喜欢的。其实已经快遗忘了，被新版刺激下，回头去看突然有种。。。梦里不知身是客的感觉。。。            
(NA)	 真心的好看。            
(4星)	 对我的童年来说，它仅次于西游记和新白娘子传奇~            
(4星)	 我真不知看了多少遍。            
(5星)	 小时候⋯⋯            
(4星)	 至少现在还有那么笑点            
(5星)	 。。。。。。。。。。。。。。。木有评论= =            
(4星)	 就記得一些片段。一代人美好回憶啊親！            
(NA)	 多好看            
(5星)	 看的可揪心了。。。            
(5星)	 看了新版之后觉得必须给五星            
(4星)	 第一部不错啦..小时候总是在看~            
(4星)	 现在一查才知道98年拍的  这么晚  我以为老早了   当时最喜欢小燕子  现在  你懂得            
(4星)	 真怀念~~新的永远比不上旧的呀！！！！！！！            
(5星)	 这个可是风靡大街小巷的剧吖~            
(5星)	 童年的回忆啊            
(5星)	 我是真的喜欢琼瑶。。            
(NA)	 好吧，经典            
(4星)	 古代偶像            
(5星)	 剧本身可能没有那么好，可是它带着我们太多的回忆。            
(3星)	 没看过？那怎么可能？！似乎今年芒果台可以换新版滚动播出了吧……汗            
(4星)	 虽然现在看回觉得剧情很狗血，不过也是童年的一个难忘的回忆            
(3星)	 换成现在肯定不会看，可当初谁没守在电视前            
(4星)	 海可枯石可烂，天地还是不要崩裂的好            
(5星)	 作为陪我长大的电视剧，友情给分~至少新还珠一集没看完过...            
(4星)	 现在看来，最美丽的是容嬷嬷            
(NA)	 额            
(4星)	 是个人都看过            
(NA)	 初中的我会喜欢看这个，出乎当时的我的意料，确实喜欢，被启蒙了？            
(4星)	 儿时的记忆。            
(4星)	 老妈的最爱。。。            
(5星)	 不論我如何否認，它還是影響了我的整個童年。            
(4星)	 这个必须看啊～！把我奶奶都迷住了的电视剧            
(5星)	 我擦            
(5星)	 我很俗            
(5星)	 经典喜剧。            
(5星)	 是，的确狗血咆哮，现在想想当年怎么会喜欢这剧，但是真的就是特别喜欢。            
(4星)	 火了            
(3星)	 皇上，你还记得大明湖畔的容嬷嬷吗？            
(3星)	 。。。            
(3星)	 当年的我很2B            
(3星)	 长沙话版本记忆深刻！            
(5星)	 你还记得大明湖畔的夏雨荷吗？            
(4星)	 小燕子情节            
(5星)	 芒果台翻拍后我又看了一遍，真心喜欢啊            
(5星)	 确实看了太多遍了  小时候的记忆啊 湖南台的重播太恐怖了 每年一次            
(4星)	 那时我十来岁，那时着迷一样地收集他们的贴纸，海报，杂志，那是青葱岁月的记忆之一。            
(4星)	 琼瑶奶奶的片子本来最多给2颗星，但童年记忆实在太美            
(3星)	 当年啊当年            
(3星)	 看得我快吐啦            
(4星)	 现在看觉得很屎，但是当年            
(5星)	 妈哟，翻译，翻译。            
(3星)	 在看新版之前本来只想给一星的 你懂得            
(5星)	 经典永远是经典，虽然现在看来有点傻。赵薇是我第一个喜欢的明星。还珠是第一部我爱的剧。虽然那时我只有7岁。            
(5星)	 很经典的电视剧，小燕子深入人心啊            
(4星)	 现在觉得很好笑很幼稚，小时候视若珍宝啊！            
(5星)	 经典中的经典 小时候过家家 我都选的是 晴儿 呵呵            
(5星)	 万恶的湖南卫视一遍遍的帮我们温习。。。            
(4星)	 儿时回忆- -            
(3星)	 第一遍看的时候那个激动，长大后无法看，因为尔康和紫薇的情话，只能看看小燕子部分            
(5星)	 话说我真的喜欢看啊。            
(NA)	 当            
(4星)	 那时候FBB还不是范爷，周杰也还不是周鼻孔            
(NA)	 经典的不像样子的电视剧。            
(4星)	 童年的记忆有木有！            
(2星)	 没什么意思            
(NA)	 哦呵呵哦呵呵 我是真的好喜欢看             
(5星)	 皇上，您还记得当年大明湖畔的夏雨荷么....            
(5星)	 小时候看过的电视剧1            
(5星)	 山无陵,江水为竭,冬雷震震,夏雨雪,天地合,乃敢与君绝!            
(NA)	 小学时代最美好的回忆。。。            
(4星)	 那个片头曲！！！那个黄牙的小燕子。尼玛我们还全国犯傻一样乐了吧唧的追啊追啊追！！！玩命写作业然后为了坐在电视机前看有没有！！！            
(5星)	 哈哈            
(3星)	 o(╯□╰)o            
(5星)	 他俩的爱情可一度是我心中的经典呐！            
(4星)	 经典0-0            
(NA)	 托芒果台的福。。。那个年代笑的可欢了            
(3星)	 我爱经典。            
(3星)	 年轻的时候。。谁都看过的。。片子。。也是奇迹了。            
(4星)	 小燕子~紫薇~五阿哥~尔康~            
(5星)	 童年的回忆            
(5星)	 有对比才有真相···艾古···当时租碟子看哟···暑假还是很期待的固定节目哟···赵薇好美丽哟····            
(5星)	 回忆            
(4星)	 现在想想有点俗 但还是小时候的最爱啊！            
(NA)	 &#39;您现在收看的是金海马老片场==&#39;            
(4星)	 赵薇眼睛真是硕大。。。。硕大。。范冰冰多土啊当年~~~            
(5星)	 没谁没看过吧。。。            
(4星)	 琼瑶的经典啊。            
(4星)	 太经典。            
(3星)	 呃……当年怎么就这么追呢……            
(NA)	 算是儿时的回忆了            
(NA)	 实在放太多遍了            
(4星)	 我是看不下去了            
(4星)	 不错哒~~            
(5星)	 哈哈            
(4星)	 童年            
(4星)	 看也看了，不看也看了            
(4星)	None
(5星)	 奶奶说演的是疯子看的是傻子，那时候，还年轻            
(4星)	 对酒当歌，人生几何            
(4星)	 哈哈，小时候的经典            
(4星)	 很怀念第一部，或者是怀念小学六年级那些逝去的时光            
(5星)	 哈哈哈。看到了这个。            
(3星)	 毕竟小时候喜欢看            
(5星)	 你是风儿我是沙，缠缠绵绵绕天涯。            
(2星)	 其实当年看得可带劲了。            
(5星)	 现在没事的时候还是会在网上收着看            
(4星)	 小时候真看过不少遍，但还好从来不认真喜欢            
(3星)	 当时那时闲得啊。不过现在已经不感冒了。打发时间还是不错的啊            
(5星)	 虽然腻了，但跟新的比起来就出彩了            
(5星)	 还珠二部曲。五星给过去的自己和新还珠对比下无比耀眼的老还珠。还珠三直接屏蔽，不待见古巨基。            
(4星)	 纪念初三毕业...            
(5星)	 地球人都看过的吧...            
(4星)	 不得不承认那时候喜欢看            
(4星)	 童年啊            
(5星)	 那时年少各种剧~            
(5星)	 哈哈哈            
(4星)	 这是比较经典的了            
(NA)	 不错，好看呀。童年的回忆。            
(4星)	 都不记得当时是喜欢还是讨厌了。            
(4星)	 有一个姑娘，他有一些任性他还有一些疯狂            
(4星)	 皇上，还记得当年大明湖畔的雨荷么？            
(5星)	 当年漱芳斋的几位姐姐就紫薇没打入国际市场了。            
(5星)	 我变成今天这个样子完全是因为当年还珠格格看多了。            
(4星)	 一代人的记忆。日后再怎么翻拍都可以，但就是永远无法超越            
(NA)	 这个，真看过            
(3星)	 笑死爹了……            
(4星)	 本来是没觉得有多好看，可是和海大壮她们比起来就。。。            
(5星)	 经典么。。            
(4星)	 看不厌，画面质感比较忠爱            
(4星)	 琼瑶奶奶是怎么把着大红大绿拍得像年画一样流畅好看            
(4星)	 这部片子捧红了不少人啊！            
(4星)	 挺怀念的！            
(NA)	 哦~~我童年最好的证明~~~  谢谢这部剧陪我长大            
(5星)	 看了好几十遍了，湖南台每次放假都播- -            
(3星)	 童年就看这个 是不是有点早熟            
(4星)	 唉···            
(3星)	 越拍越没劲了，其实在我幼小心灵种这是和西游记之类的一个高度的。。            
(4星)	 真的很经典了            
(4星)	 心中不败的经典，是我儿时上瘾的毒药。            
(5星)	 尼玛!            
(4星)	 还是第一部好看            
(5星)	 有人沒看過咩？            
(5星)	 如果拍新还珠是为了让大家缅怀和重新品鉴老还珠，那我只能说，这一小撮人完全达到了他们的目的！虽然某演员的存在和某些配音实在太操蛋，那也不能阻止我对经典老还珠的爱！            
(4星)	 没有人会像赵薇那样去演小燕子！            
(3星)	 十几年了。。。大家都老了。。。            
(4星)	 爱一            
(NA)	 真的百看不厌~            
(3星)	 儿时的记忆            
(NA)	 奇葩＝ ＝            
(4星)	 想当年给上小学的我们带来了多少快乐，在笔记本上抄下还珠每个演员的名字是多么欢型的一件事啊            
(4星)	 当时也很疯狂过啊！！！            
(5星)	 本来还在耻笑芒果每年都播。如今。。。还不如播呢。            
(NA)	 很奇怪，那么火的片子，分数那么低，是因为看片子的人快要长至不惑之年了吗？最初火爆的时候，我挺不屑的，觉得不过是一大堆莫名其妙的演员在演莫名其妙的剧~自己看了后，却一发不可收拾，还因此而迷上了小虎队……童年啊，一去不复返了么~~            
(5星)	 尤其在新还珠出了之后 这部剧果断五颗星～            
(5星)	 喜欢赵薇            
(NA)	 。。            
(5星)	 小学未毕业。谁还愿意提及，当年自己做的那些傻事呢？怀旧是场病，每个人都会患。            
(3星)	 童年时代的……也是我唯一完整看完的电视剧            
(4星)	 童年，童年啊。            
(4星)	 经典呗 小燕子亮相的那瞬间还是相当惊艳的 当年范冰冰在里面好丑            
(5星)	None
(5星)	 怀旧            
(2星)	 以前看看还过得去，现在反过来想想，你妈啊，里面一棒子nc            
(3星)	 当年怎么就能日日夜夜地追呐            
(NA)	 爱啊            
(NA)	 不管如何，当年的爱啊，而且还不厌其烦地看了好多遍，也不厌其烦地陪哭了好多次！            
(5星)	 看过好几遍            
(5星)	 毕竟是儿时的经典…… - -            
(NA)	 容嬷嬷  我爱乃~~~            
(3星)	 假期芒果台必播剧            
(4星)	 大明湖畔的夏雨荷            
(3星)	 小时候，，和家人，呵呵。            
(3星)	 哈哈哈             
(5星)	 老版的必须看过……            
(4星)	 赵薇当时很灵，可是现在回想我觉得还是肉麻            
(3星)	None
(5星)	 你叫我说什么好？            
(3星)	 琼瑶剧，台词弱爆了，人物挺生鲜活泼            
(5星)	 今天来刷屏呢。老剧也要贴上去。            
(4星)	 还是算经典了            
(3星)	 啊，啊啊，啊啊啊啊啊啊~~            
(NA)	 小时候 喜欢苏有朋，喜欢五阿哥。            
(5星)	 小学的回忆。曾经很爱。不掩饰的爱。            
(4星)	 怎么说也是经典            
(5星)	 当年万人空巷··· 每天都守着要看真心觉得第一部挺好看 现在再没有一部剧能男女老少通吃            
(3星)	 回首当年 还是容嬷嬷最经典！            
(4星)	 大眼睛忽闪忽闪            
(3星)	 完全冲着赵薇去看的 当时我就觉得紫薇和金锁丫的咋这么欠抽啊            
(5星)	 经典- -            
(4星)	 第一部还是不错的            
(3星)	 风靡一时            
(3星)	 沒看過就糟糕啦            
(NA)	 好看            
(4星)	 我妈妈非常讨厌赵薇，不管后来我怎么跟她推荐情深深雨朦朦中的赵薇的演技。            
(5星)	 那时，跟风就是快乐            
(4星)	 大眼睛 经典 小时候的恶搞对象 和戴戴各种学片头的骑马啷当的            
(NA)	 对新版不买账            
(3星)	 老妈一直说小燕子很烦，不让看            
(4星)	 挺好            
(3星)	 每年寒暑假必播！！！想当年那叫一个火啊！！！            
(NA)	 这个不用说什么了吧- -            
(4星)	 小时候和外婆一起看~~~            
(3星)	 这个天不怕地不怕的疯丫头还挺对我胃口的            
(4星)	 就第一部吧！            
(4星)	 用不用每个假期都来一遍啊            
(5星)	 尼玛，即使想吐但也是童年启蒙电视剧呀~            
(4星)	None
(5星)	 因为新还珠，十二年重看老版。时光荏苒啊。            
(4星)	 曾经的美好            
(4星)	None
(5星)	 童年记忆。。。。。            
(5星)	 姥姥说过，她只看两部剧一部是《西游记》，另一部是《还珠格格》。。。            
(3星)	 以前觉得很难看，看了翻拍后，发觉这部里的人都是天仙啊～            
(1星)	 恶心死人不偿命！！！！！全部干掉！            
(5星)	 。。            
(4星)	 火了好久！            
(5星)	 经典。            
(4星)	 很少人没看过吧            
(4星)	 十几年来每年都要看~            
(3星)	 最经典！            
(5星)	 特嗲~            
(3星)	None
(5星)	 初中时看的，还蛮喜欢的，那时候的赵薇大大的眼睛很漂亮，有些不同于以往琼瑶剧，虽然还是有些肉麻，但还蛮搞笑的，虽然现在被很多人骂，但我小时候反正还是每晚在电视前等着观看的。            
(3星)	 当年2B的要死的一部剧，在如今新还珠的狂轰滥炸下居然又有了新的大批追捧赞美者 我真是无言了……            
(4星)	 再回来看这版的发现【哦，还真是好看】哈！哈！哈！哈！            
(4星)	 想当年呀            
(NA)	None
(3星)	 当年抢不过爸妈，还下楼跑去同学那看...            
(5星)	 那时候还不懂什么是爱情。            
(3星)	 当年的回忆            
(4星)	 经典            
(4星)	 看了一点点新还珠 惊觉此片是如此美好  四星            
(3星)	 还行吧, 哈哈            
(4星)	 经典是无可替代的            
(4星)	 唯一一部不是很琼瑶的琼瑶剧，再加上当时那年代，也算不易了            
(4星)	 只能说第一部太火了            
(2星)	 我的童年被各种苦逼大陆电视剧充斥着             
(4星)	 比新版强多了！！            
(4星)	 经典到命运多桀，陆续这几年连续翻拍到我已经麻木了。            
(3星)	 看过            
(5星)	 搞笑的小燕子。永远经典            
(NA)	 当时看很喜欢            
(5星)	 因为新还珠的诞生，我又重温了一遍            
(4星)	 第一部还挺好笑，后面越来越一般。            
(4星)	 现在看已经没什么感觉了，可是以前..唉。            
(4星)	 。。。            
(4星)	 有對比 才知道什麽是經典~~            
(4星)	 童年记忆的一部分            
(5星)	 《还珠格格》只能看老版第一部的24集。后面的2，3部全是为了赚钱和利益才存在的。第一部，实在是经典的电视剧，演得太好了。            
(4星)	 嘛            
(5星)	 播了十几年 神话一般 一最经典 二就差了 三没看完            
(5星)	 皇桑、您还记得当年在大明湖畔撑船的容嬷嬷么~            
(4星)	   哥的童年。， 现在看着不行了。 但还是一小时的智商来打分吧。。            
(5星)	 俺的童年...90的童年...            
(4星)	 童年 不解释            
(NA)	 全家人一起跟的电视剧            
(5星)	None
(4星)	 细节还是很注重的不是~            
(3星)	 对我来说只有一部            
(NA)	 有的东西还是要mark一下的。。。            
(NA)	 想起你來是因為新還珠太雷了。            
(4星)	 四星全给我最爱的嬷嬷～            
(5星)	 当年大爱紫薇啊！            
(3星)	 琼瑶阿姨不是我的菜            
(4星)	 我看的第一部国产电视剧，还是很不错的~~！！            
(4星)	 矮油~            
(4星)	 经典之作啦。当时全班同学迷的死去活来 还有男生号称最爱小燕子赵薇。            
(5星)	 为了儿时的记忆都得打五星啊！童年啊！            
(NA)	 直到现在，湖南卫视寒暑假期还会滚动播放，一遍又一遍，老少咸宜，百看不厌。            
(4星)	 当年看了八百遍还要看，后来终于终于厌了            
(NA)	 还真的看过，当时被小燕子的大眼睛吓了好大一跳            
(4星)	 不评论            
(4星)	 经典没话说！请问为啥那个时候的演员都演的那么好~现在的新版弱曝了！            
(4星)	 也许是先入为主，这么多还珠，只觉得这部好看。            
(4星)	None
(5星)	 所有的东西都是对比才能产生美的……            
(4星)	 皇上，你还记得当年大明湖畔的夏雨荷嘛。            
(4星)	 其实我喜欢第二部            
(4星)	 那个时候 你很红            
(4星)	 矮油，那时候我多么喜欢！！！            
(5星)	None
(NA)	 儿时的回忆啊。极度讨厌容嬷嬷。嘿，皇上，你还记得当年大明湖旁的夏雨荷吗？            
(5星)	 虽然这部剧被大家各种吐槽，但即使是吐槽者都无法否认它不可动摇的地位。也许它就代表了一个时代。            
(4星)	 没去浪费时间看新还珠，但忍不住给旧版打了星。小学那些年真实陪伴过的感动，全当纪念童年了。            
(5星)	 等我步入中年估计他妈的还是每年暑假都会重播吧。。哈哈哈            
(5星)	 这是可以全家一起看的百味剧！！            
(NA)	 我也才7岁。            
(4星)	 童年的回忆啊            
(2星)	 最爱周杰~            
(3星)	 小时有趣，长大脑残            
(5星)	 妈的，小学最爱啊！            
(NA)	 还珠格格会红，现在想想是个奇迹！            
(5星)	 幼儿园一直看啊、、、、尼玛的新还珠吓死人。            
(2星)	 即使是小时候也不喜欢            
(5星)	 我不想看现在的山寨版- -            
(5星)	 燕子特别水嫩            
(4星)	 曾经的经典            
(4星)	 新版还珠一出来 顿时就觉得赵薇他们的形象都高大了起来            
(4星)	 小时候很喜欢啊  小金锁竟然成了现在最红的~ 所以说  三十年河东  三十年河西  未来的事情 谁知道呢？            
(4星)	 还能说啥呢，童年啊童年，过去永远无敌。            
(5星)	 只因为童年.            
(NA)	 美女扎堆。            
(5星)	 幼儿园还是小学时看的！五阿哥呢还不错 不过金锁就。。。哈哈哈            
(4星)	 迷恋了很久 脑子里自己都当了八百遍格格            
(4星)	 我没那么爱它 但它是我童年的浓墨重彩            
(4星)	 中国人都看过吧，小学的时候写作业慢总是看不到第一集的前半部分，好郁闷啊            
(5星)	 新版还珠出来了，旧版必须给五星啊~            
(5星)	 第一个喜欢上的国产电视剧。。风靡全国啊儿时记忆啊            
(5星)	 当年也是脑残饭            
(4星)	 当年那个风啊，我都差点以为琼瑶阿姨不催泪了……            
(NA)	 黑历史之二            
(4星)	 还算经典            
(4星)	 还是挺不错的，小时候天天盼着看，花花绿绿的~            
(5星)	 再怎么煽情也比新版的看着舒服= =            
(4星)	 年少岁月...            
(4星)	 =。。=我还迷恋过五阿哥呢！            
(5星)	 -“我擦 我擦”            
(4星)	 那时我8岁...懂个屁...            
(4星)	 这部才是王道！            
(3星)	 童年的时候还是蛮喜欢看的            
(5星)	 童年的记忆不容糟蹋!!!!!!!            
(NA)	 小学时期看过。            
(4星)	 小学的回忆            
(4星)	 这么经典怎么能没看过 看到新还珠才发现经典无法颠覆啊 演员一定要有眼缘啊             
(4星)	 果然还是老版的好看！            
(4星)	 经典，我奶奶特别喜欢看。            
(4星)	 在二十世纪末尾，这部剧红得哪个角落都在讲它。            
(4星)	 嘛，怎么说也是当年自己的最爱啊。            
(5星)	 晕，还珠格格都这么低！！            
(4星)	 经典            
(3星)	 毛线啊..一个个穿的鬼那么厚啊.            
(NA)	 琼瑶好啊琼瑶啊，里面每个人都好            
(5星)	 本来一般的一个电视剧 经过翻拍之后变成经典了            
(5星)	 比新的好多了！！            
(5星)	 还是怀念曾经的小美好，各种单纯青涩有木有？            
(4星)	 好怀念啊~            
(3星)	 不看过人生都不完整啊            
(5星)	 皇后娘娘！！！            
(4星)	 当年的还珠格格是争议很大的，因为主题的空洞和收视上的万人空巷（这个词在这种语境原是经典语病句）的反差，现在出来新还珠，老还珠在比较下一致成为经典。            
(5星)	 当年最爱啊。。            
(5星)	 不喜欢琼瑶的言情剧，她的也只看过这一部了。            
(4星)	 新还珠出来了，来怀念下老版            
(5星)	 童年的回忆            
(5星)	 我喜欢王艳            
(4星)	 老少咸宜啊 那时候晚上全家一起看。。。            
(5星)	 还是这个版本经典＝＝永远的有朋永远的心如啊。！！！            
(4星)	 当年不知多爱 这片不知看了多少遍 那贴纸什么的 连我都买过 嘿嘿            
(5星)	 看了新版，老版岂能不打五星            
(3星)	 回憶啊            
(5星)	 跟着我妈看的，我外婆也知道小燕子            
(4星)	 经典的小燕子            
(5星)	 前阵子又重新看了一遍~虽然觉得很多雷人的地方，可还是很好看~经典就是经典啊~            
(5星)	 童年回忆啊。。            
(5星)	 再看新还珠格格，就想给老版的打上五星            
(3星)	 当时也没觉得有多好看。            
(4星)	 和新还珠相比。。这个还真是经典            
(4星)	None
(4星)	 一个活泼可爱的形象深得人心哪. 赵薇版的就是最好的. 张铁林的皇位是不可动摇的.            
(5星)	 这就是童年啊            
(5星)	 童年回忆            
(4星)	 要知道  和现在的还珠比起来 简直是不可以磨灭的经典  虽然这个在湖南台放烂了的            
(5星)	 为了美好的回忆 给五星吧 哈哈            
(NA)	 万人空巷级别，连最书呆不闻窗外事的表姐都主动看了。其实这剧本是我高一那会播的，不过在我们同学中没有特别火，倒是放学回家一路上都能看到各色小学生各个都拿着此剧的画报，杂志，嘴里还哼着主题曲，一边嬉笑打闹玩此剧角色扮演            
(4星)	 从前看津津有味 现在看欢声不断            
(2星)	 这种假的不能再假的深宫贵族式爱情泡沫剧，我不知道为什么会有这么多人看，有什么意思？            
(5星)	 原来是1998年的作品了................            
(3星)	 当年姐姐说金锁好看我不信。现在看来老人家的话还是很有道理的啊！！！            
(NA)	 电视剧就要展现戏剧张力，这就是经典存在的价值和意义。还记得那个咆哮哥神马的吗            
(4星)	 其实还挺不错的。            
(4星)	 童年啊童年            
(5星)	 重新回味那首《当》、那些青涩的面孔还有那些曾经傻傻追星的孩童岁月。“让我们红尘作伴，活得潇潇洒洒；策马奔腾，共享人世繁华；对酒当歌，唱出心中喜悦；轰轰烈烈把握青春年华。”            
(4星)	   跟奶奶姐姐小的时候看的那叫一个HIGH.            
(NA)	 青葱岁月啊！！            
(4星)	 泥马啊芒果台，从我小学就开始放了，大学都快毕业了，终于拍了个新版……            
(5星)	 矮油，看了一集新还珠就是脑残剧嘛            
(5星)	 次奥！！居然没标过！！            
(4星)	 童年啊= =            
(5星)	 那时候觉得还珠格格也可以是四大名著了 = = 湖南卫视一重播 各位主角就被打回原型 咩嘿嘿            
(5星)	 曾经的经典。好像演这版的演员都火了……            
(NA)	 被新还珠弄得特别想再看旧还珠呀。。。            
(4星)	 搞笑。            
(3星)	 纵然有这么多反琼瑶的小说出现了但是会不得不说，当初  我们都是做着这样的梦长大的呀            
(4星)	 那时我才小学4年级吧。            
(4星)	 猛然发现这是我人生中接触到的第一部可称为经典的通俗电视剧。。。            
(NA)	 大爱            
(4星)	None
(5星)	 好吧 不解释。            
(5星)	 都是新还珠闹得~~~~~~~~~~~~            
(5星)	None
(4星)	 小学时候还追着看呢。。。            
(NA)	 还是在老房子的时候看得了，我想你。            
(4星)	 真是不错，有比较才有鉴别...            
(4星)	 得了，小学的记忆。明明知道它傻，还是看的傻傻地笑。            
(5星)	 这个真的需要对比。。            
(5星)	 到目前为止唯一追的电视剧！！！！            
(5星)	 我的童年。            
(NA)	 深入人心            
(5星)	 还是这个好看~大鼻孔好看，容嬷嬷好看，大明湖畔的夏雨荷也好看！            
(5星)	 在我心里，还珠格格只有两部——第一部和第二部！            
(5星)	 经典            
(5星)	 迷恋的童年            
(5星)	 这才是经典啊 亲！经典走出的丫鬟可以去戛纳啊 亲！！！            
(4星)	 经典啊，当年年少，不知崇拜了多久不知自拔。            
(4星)	 13年了            
(3星)	 不喜欢比代表你不好            
(5星)	None
(5星)	 新还猪一出，更奠定了老版经典的地位！            
(NA)	 那时候觉得小燕子简直是人间第一美女 看了一遍又一遍            
(NA)	 十年前为之痴迷的一部电视!小燕子...            
(4星)	 亲，一定要跳过鼻屎天王福尔康、囧字眉金锁啊！！！总觉得最后尔泰的牺牲好别扭啊！配角也不能配成这个样子。。。            
(4星)	 我错了我错了，当年的当年我错了            
(4星)	 暑假抱着电视，白天《灌篮高手》，晚上《还珠格格》。            
(5星)	 有对比才有经典！            
(5星)	 当然第一部好看咯            
(4星)	 也是欢乐啊。            
(4星)	 这几天和我妹又回顾了一遍旧版还珠格格。不得不说是经典。            
(4星)	 如此经典!            
(5星)	 童年记忆，喜欢            
(3星)	 有《还珠格格》的童年，还是很快乐的            
(4星)	 记忆            
(NA)	 好怀念            
(5星)	 我承认我曾经很迷这部戏···            
(4星)	 陪我度过童年的电视剧            
(NA)	 最喜欢那一句：让我们红尘作伴，活得潇潇“傻傻”。我们也曾傻过，只是随着成长，我们都被一个叫做现实的东西砸伤了原本还很稚嫩的心。现实世界里的她们再也没有红尘作伴潇潇洒洒，策马奔腾共享人世繁华。如今只剩&#34;傻傻&#34;。当曾经喜欢她的自己再也不认为那个眼睛会说话的小燕子很可爱很天真很重义气很正            
(4星)	 童年的记忆啊            
(5星)	 哈哈哈            
(4星)	 这个必须看过。            
(5星)	 其实我当年真的喜欢紫薇多过小燕子不少啊。            
(5星)	 新版还珠出来之后真的很想念这部。            
(3星)	 小时候很迷            
(4星)	 追着看的时候感觉很好            
(3星)	 在新版热映的时候 翻出来            
(3星)	 紫薇还是小燕子～？！            
(5星)	 记忆的魔力！            
(5星)	 小时候的第一部偶像剧啊！！看了新还珠更怀念啊！！！            
(5星)	 = =#            
(3星)	 当年我9岁。。。。            
(4星)	 有了对比更觉得拍的好啊。。。            
(NA)	 419唱了一学期的还珠主题曲.....= =            
(4星)	 经典的一部电视剧            
(5星)	 真的不错            
(4星)	 一代人的童年            
(5星)	 有对比才有欢乐啊 没出新版的话我只给4星``现在````老版真是神演技啊!!            
(3星)	 你是疯子 我是傻子 缠缠绵绵 绕天涯            
(4星)	 经典的            
(5星)	 童年的回忆            
(NA)	 试问哪个国人没看过            
(4星)	 我的童年记忆啊！！！            
(3星)	 看过新版之后马上给旧版加个星。            
(5星)	 看到新还珠剧照特地来打个五星！！！            
(4星)	 怀旧……            
(4星)	 给童年            
(5星)	 有了新版以后，果断五颗星。。。            
(5星)	 永远支持！永远支持赵薇！            
(5星)	 一口气重看了一遍，我疯了            
(4星)	 为什么要这样。。。            
(4星)	 十多年光陰過去 心態真是變了不少 開始質疑開始說服 恍然意識到自己在老去            
(5星)	 这个假期满怀希望回去看，却没有放            
(4星)	 重温很经典！            
(3星)	 想起我小时候一直和妈妈一起看阿【怀念            
(4星)	 平民传奇~            
(3星)	 小时候只要有我就看。            
(4星)	 新还珠看了五分钟就有冲动转去看老版的。不得不说还是老版韵味十足。重温途中又有冲动再去看一遍倚天屠龙记和少年包青天……BUT，还是讨厌范爷不解释。            
(NA)	 成长剧            
(4星)	 我觉得那时我还看不懂爱情.. 但是作为天朝代表作应该看            
(4星)	 当年很喜欢            
(3星)	 当年那个喜欢呀。。。            
(5星)	 看了一集新的《还珠》后， 实在坚持不下去了，抱着好奇心，把原来的老版找出来看了， 当年《还珠》火的时候，那时喜欢武打片，所以没有看全它，第一部看了十多集，第二部看了十来集。但当时毕业时收到的明信片全是《还珠》的！！！现在把第一二部全下载看完了，才发现，这部电视确实有它火的道理。            
(5星)	 我也有童年~            
(4星)	 不用對比新那啥……也知道，當年的演員、導演和攝影師多麼優秀的一個團隊啊            
(4星)	 小时候觉得太好看了。            
(5星)	 表示来回忆回忆童年的            
(5星)	 因为新版出来了，顿时让我觉得老版德还珠格格真的是传奇是无法超越的经典            
(4星)	 本来觉得不行 看了新的 觉得这个简直太好了              
