http://movie.douban.com/subject/2286012/	苗翠花
(4星)	 好看。。古代的野蛮女友？？？            
(4星)	 有江华GG            
(5星)	 关咏荷的经典，ＴＶＢ空前绝后的人物            
(4星)	 年代久远 记忆颇深            
(5星)	 许久年前看的啊~~            
(5星)	 现在的港剧，连搞笑也达不到当年的水准了。            
(4星)	 童年啊童年            
(4星)	 经典            
(3星)	 很能打的关咏荷。            
(4星)	 怀旧了            
(3星)	 年轻的关咏荷            
(3星)	 想当初看这个还很喜欢江华和关咏荷！！！            
(3星)	 巧克力当樟脑球，老三很乐。            
(5星)	 zzz            
(2星)	 哈哈 就记着这个名字了。            
(5星)	 关咏荷演的太好了            
(3星)	 谁没有童年2            
(5星)	 正·~全家一起追的剧，除左老豆。。            
(4星)	 属于漫长暑假的消遣电视剧            
(5星)	 关咏荷的片子都不错            
(5星)	 百看不厌，集集都要爆笑。            
(4星)	 小时候为了这个，每天上床睡觉前都磨磨蹭蹭            
(5星)	 江华痛苦地闭上眼睛，那是我最爱的镜头top 3            
(3星)	 当年好火的一部片子            
(4星)	 哈哈哈爱荷姐            
(5星)	 经典。小学的时候特爱看！            
(4星)	 太喜感了~~除了方世玉里面的苗翠花，最喜欢就是这个版本了~~            
(4星)	 轻松            
(5星)	 好早的片子~很好笑~            
(4星)	 当时我和老爸经常比划苗翠花的这个经典的动作，到底谁做得比较像。。。            
(4星)	 儿时的经典啊            
(5星)	 一看就乐 没说的            
(5星)	 小时候看的~还能想起在姥爷家的平房，一边吃午饭一边看的场景            
(4星)	 那时的关咏荷是多么的年轻貌美活泼可爱            
(5星)	 小时候我很喜欢挨            
(4星)	 方德和苗翠花~~            
(5星)	 爱死了            
(5星)	 80后小时候都看过吧 ~ 喜欢荷姐的苗翠花             
(5星)	 这个也很好看~荷姐精彩之作~            
(3星)	 关咏荷真牛~猛女            
(4星)	 還是不錯的            
(4星)	 片头最后苗翠花的那个招牌动作··我会我会！！            
(5星)	 大爱            
(NA)	 很小很小时候看的一部～            
(4星)	 关咏荷很有喜感            
(4星)	 wonderful~~            
(5星)	 暴极喜欢！            
(4星)	 当时真懂得决得很棒的！            
(5星)	 关咏荷因为这部拿到视后了            
(NA)	 嘿嘿  真是怀念那个时候不想上学都想把它看完了~~~~            
(4星)	 喜欢苗翠花这个角色,很果敢很可爱.            
(5星)	 \(^o^)/~            
(5星)	 超级喜欢关咏荷和江华慢慢相爱的时候，酸豆角炒豆干，还有跳舞            
(4星)	 看了好多遍啦，不错，小时候常看啊            
(4星)	 好可爱的~~            
(4星)	 关咏荷很优秀的作品。            
(4星)	 我可喜欢关咏荷了.            
(5星)	 小时候超级喜欢看～            
(5星)	 看到关咏荷就有爱。            
(5星)	 这个真的是阖家共赏，老少咸宜的经典好剧啊！关咏荷的表演很自然啊，不做作，连我老爸老妈这种不爱港式喜剧的“老人家”都爱这部剧！            
(5星)	 小时候跟姐一起看......怀念            
(4星)	 很久以前看的一部片子了，听说关姐又要重出江湖了，期待            
(4星)	 童年的记忆。            
(4星)	 经典的~            
(5星)	 经典啊~再看一遍都不觉得腻。。            
(5星)	 老经典了~            
(4星)	 几乎是我看的第一部电视剧            
(5星)	 嗷嗷的爱啊            
(4星)	 喜欢方德！            
(4星)	 很奇怪，严格来讲，江华也不算帅呀，但是不知道为什么，不管看他哪部连续剧都会被他吸引住，不错，两个老人家阳的爱情还别有一番风味。            
(NA)	 我怎么永远只记得个名字还好这个我有记得惠英红演的翠花妈            
(4星)	 为什么我总觉得苗翠花是方世玉的老婆...            
(NA)	 很喜剧啊~~看得很欢乐            
(3星)	 关`````            
(NA)	 很喜欢方德在思过崖 翠花送吃的给他那段            
(5星)	 儿时的回忆，很不错            
(3星)	 小时候看的~            
(3星)	 看了很久的，故事忘了好多，不过记忆里还是觉得挺经典的            
(NA)	 我最喜欢的香港电视连续剧            
(5星)	 当初看的时候觉得超级搞笑！~            
(4星)	 好看~            
(NA)	 经典的故事 经典的tvb            
(4星)	 关的成名代表作··诙谐的轻喜剧            
(4星)	 女子天生机智不过            
(4星)	 苗翠花打架前的POSE蛮像黄飞鸿的，我记得            
(4星)	 童年的回忆            
(4星)	 关咏荷~            
(5星)	 当时觉得方德好帅啊好帅            
(3星)	 funny woman            
(NA)	 咏荷姐很萌啊            
(4星)	 江华真可爱～～            
(4星)	 四姨太            
(NA)	 三位姨太习武，劫法场救一夫。            
(5星)	 狂经典            
(5星)	 老片            
(NA)	 哈哈~关咏荷，小时候的梦中情人~            
(4星)	 哈哈            
(4星)	 看了很多遍了            
(NA)	 苗翠花和方德式一对活宝            
(2星)	 觉得一般，就觉得这个苗翠花太闹了~~            
(4星)	 关咏荷经典作品。怀念童年港剧和我一起度过的暑假寒假            
(5星)	 非常喜欢~            
(4星)	 上学时播放的TVB呢,            
(5星)	 搞笑            
(3星)	 港剧如常            
(NA)	 剧情？            
(3星)	 看了這片子，我才知道方世玉的娘是苗翠花……            
(3星)	 我奶奶也爱看~哈哈            
(4星)	 好看的TVB剧，关咏荷不算美女，但是她很多很多角色都是那么吸引人。            
(4星)	 关咏荷就是凭着这部的了视后啊            
(4星)	 灰常喜欢江华和关咏荷！！！            
(5星)	 关咏荷的笑容很灿烂，江华的眼睛很大            
(5星)	 喜欢喜欢~~            
(5星)	 以前很喜欢看的!喜欢关咏荷.            
(4星)	 就是从这部戏喜欢关咏荷的。电视台放这部剧的时候是暑假，所以一集都没落下……            
(3星)	 为了江华同学重新翻出来看了一遍  为什么现在觉得苗翠花白痴的讨厌……            
(5星)	 非常搞笑又温馨的一部剧，喜欢里面的关咏荷和江华。            
(5星)	 欢喜冤家            
(3星)	 炒酸豆角的那段还挺温情的            
(NA)	 不知道谁看过的呢            
(4星)	 经典啊            
(5星)	 哈哈，当年为咯看这个，晚上看到很晚，第二天一早还起来看重播、、            
(5星)	 小时候幸福的回忆            
(4星)	 其实我很爱三姨太的            
(3星)	 不就是方世玉她妈嘛            
(4星)	 好睇            
(4星)	 好笑~            
(4星)	 2007            
(3星)	 看着挺开心的一部片子。            
(5星)	 方德~~~            
(4星)	 long long ago内容都忘得差不多了            
(3星)	 我居然看过耶~            
(5星)	 翠花太可爱了·······            
(3星)	 苗算个巾帼            
(5星)	 无法用语言形容我有多爱那个傻兮兮神经大条的苗翠花！            
(5星)	 挺搞笑的，假期总看            
(4星)	 不错啊,一直挺喜欢关咏荷            
(5星)	 很搞笑 很不错 一贯的市井风格。。。            
(4星)	 应该是小学的时候看的吧。            
(4星)	 当年的娥姐啊            
(NA)	 小学的记忆            
(4星)	 看了得有3遍吧            
(5星)	 小时候看了很多遍呢            
(4星)	 很喜欢江华            
(5星)	 好看！            
(3星)	 那会儿关咏荷占据了整个频道。            
(5星)	 唯一看完整的电视剧，而且很爱。哈哈。            
(5星)	 太经典了            
(5星)	 哈哈 就喜欢这个版本的  记忆中 可爱的阿翠啊，花花儿~~~              
(3星)	 喜欢关咏荷~            
(4星)	 一直觉得关咏荷好漂亮~            
(3星)	 傻不愣登的看            
(NA)	 有爱国主义教育的成分            
(5星)	 非常搞笑的一部经典剧目，还记得当时每晚是和我爸爸妈妈一起看的片子，大家笑得异常温馨。            
(3星)	 还有点记忆发现江华的每部喜剧都还可以            
(4星)	 很搞笑            
(3星)	 搞笑            
(4星)	 动作喜剧，不错。            
(4星)	 荷姐的经典。            
(4星)	 还可以啦。            
(NA)	 江华和关咏荷搭挡，轻松搞笑。又是电视经常重播的TVB剧之一。            
(5星)	 很喜欢的片子！多欢庆啊！还想再看一遍！            
(NA)	 学生时代看电视的乐趣之一。觉得苗翠花是女人的典范            
(4星)	 江华是对不起雯女~~但我还是喜欢他~~很有味的男人            
(4星)	 97年 看 的            
(5星)	 经典之作            
(4星)	 关咏荷有种不那么好看但又吸引人的劲儿            
(3星)	 很早以前的片了            
(5星)	 青春的回忆啊。关咏荷的调皮，还有江华的沉稳。可以列为“最喜欢的TVB电视剧”了            
(5星)	 我爱关咏荷            
(4星)	 这部古装剧真的算是经典中的经典了。记得。我在中学时代看的电视机。            
(3星)	 在演方德的人里，这个算比较好的~            
(5星)	 小时候超级喜欢这个电视剧 还因此喜欢关咏荷~            
(3星)	 天。。。我都对自己无语了~~怎么看了这么多~~            
(3星)	 有一段时间迷恋 不敢相信            
(4星)	 小学时超爱这部，还看过看多次。            
(4星)	 蛮搞笑的~            
(5星)	 轻喜剧，看了就忍不住笑            
(4星)	 NNNN年前的美好回忆            
(4星)	 3~~Q~~！！            
(NA)	 最记忆忧心她在刑场上那副样子哈哈            
(5星)	 江华，关咏荷，很搞笑            
(4星)	 还是挺喜欢关咏荷的。            
(4星)	 过去的回忆。。。好好品味几个人物性格。。。总觉结局不该如此草率，意犹未尽。。。            
(3星)	 也还是比较小的时候看的连续剧···有感情也            
(3星)	 一般般            
(NA)	 荷姐好犀利!            
(NA)	 那那那那那~~~            
(4星)	 荷姐真是太帅了。小姨子我好有爱的~            
(4星)	 以前很喜欢看~怀念。。ing            
(4星)	 很好笑～百看不厌            
(4星)	 平民皇后啊~好看的            
(4星)	 妈妈爱看，我也爱看            
(3星)	 关咏荷：喜欢此版苗翠花！            
(5星)	 休了苗翠花吧            
(NA)	 老小的时候看过            
(4星)	 回忆了已经是            
(4星)	 我爹至今仍管关咏荷叫苗翠花～            
(5星)	 好喜欢，喜欢关咏荷。            
(5星)	 怀旧。            
(5星)	 很可爱的电视剧，喜欢江华            
(5星)	 最近又开始看这个了，已经不记得是第几遍了~            
(4星)	 江华都不见了哎..            
(3星)	 标准有点低。            
(5星)	 关咏荷的经典剧集            
(4星)	 恬妞可爱            
(5星)	 我喜欢耶~            
(3星)	 典型的TVB20集连续剧,推荐            
(4星)	 当年看的时候很喜欢它的主题曲            
(4星)	 挺搞            
(NA)	 很多年后我才发现原来方德和当年的沈家豪是一个人            
(4星)	 好            
(4星)	 带给我很多快乐            
(5星)	 早年的TVB精品很多，喜剧能让人真的开心越来越难了            
(5星)	   喜欢关咏荷，那种味道值到今天也说不清为什么，后来我一直怀疑，是因为她长得太可亲了，善良，野蛮中带点豪气……嗯，应该是这样。何况还真得挺搞笑呵呵。            
(3星)	 忘记讲什么了。关于一个泼妇的故事            
(5星)	 喜欢关咏荷            
(3星)	 升高中的暑假，那时候我居然要上课，苦闷地做着费解的数学题            
(4星)	 家有一花，如有一宝            
(4星)	  关咏荷的經典劇~            
(4星)	 江华            
(4星)	 超可爱的关咏荷            
(NA)	 翠花！            
(NA)	 真奇怪那时候喜欢李小环            
(4星)	 当方德爱上苗翠花 在思过崖的时候~ 温馨            
(5星)	 这个好看好看好看极了            
(4星)	 我的港剧启蒙。            
(4星)	 小时候暴喜欢看的~~~~            
(3星)	 小时候看过的  那时觉得还行            
(4星)	 苗大石            
(NA)	 关姐姐还是演这种英武的女人比较吸引人            
(3星)	 又看了一遍，降了一星            
(NA)	 最喜欢版            
(3星)	 那时候看还感觉蛮搞笑的。            
(5星)	 关咏荷笑得好可爱啊！！            
(4星)	 不管情节是否可信，就是觉得嘻嘻哈哈的很有意思            
(4星)	 歌老赞！            
(5星)	 我和妈妈都很喜欢            
(5星)	 可愛的方德和三姨太            
(5星)	 经典实在好好笑。胡闹和严肃，幼稚和成熟，贫穷和富裕，女人和男人的故事             
(4星)	 喜欢关咏荷            
(NA)	 有空要重新看一边            
(4星)	 在后来电视台一个劲重播以前的老剧的时代，有一年冬天，我坐在煤炭炉子前面，一边看苗翠花给方德下完迷药以后讨人厌的嘴脸，一边摇晃着铜芍做过年用的蛋饺子。            
(4星)	 港剧时代            
(5星)	 最爱之一~            
(5星)	 最喜欢这部电视剧类            
(4星)	 很有意思~~等着男主角爱上苗~~等啊等。。。            
(4星)	 喜欢关咏荷            
(NA)	 ...........            
(4星)	 这个方德很帅的说            
(3星)	 在法场那段蛮搞笑            
(3星)	 真想踹方德两脚            
(3星)	 一個陰盛陽衰的故事。            
(2星)	 几集            
(3星)	 挺好的老片            
(5星)	 蛮搞笑的            
(4星)	 小時候暑假的美好回憶啊~            
(5星)	 喜欢关咏荷~            
(5星)	 世玉他妈            
(5星)	 一如深宫里无由得见春，有缘相望无缘相守            
(4星)	 翠花的直爽和义气值得钦佩            
(2星)	 就是从这时开始不喜欢关咏荷            
(NA)	 荷姐一人担当的戏，再无后者            
(3星)	 关咏荷也是我喜欢的女星之一,不矫揉做作,很自然的演出,江华也演的很好,有趣啊            
(5星)	 当初为了看大结局还逃了晚自习            
(NA)	 关咏荷的TVB戏我怎么会错过。。            
(3星)	 还行吧            
(4星)	 嘻嘻~            
(NA)	 蛮搞笑的            
(4星)	 女人中的典范            
(NA)	 关咏荷主演的片子都还不错看！细细            
(NA)	 喜欢            
(4星)	 很搞笑啊，那时的江华还是帅哥级的呢            
(3星)	 很搞笑,但也很甜蜜            
(3星)	 忘了什么时候            
(NA)	 娥姐的翠花，很欢乐            
(3星)	 有空看看            
(4星)	 小时候很爱。            
(4星)	 不错            
(NA)	 关咏荷实在是深得我心，花姐～～            
(NA)	 比较好笑            
(5星)	 看了不下四遍            
(NA)	 哈哈~~喜欢江华！！            
(4星)	 蛮好玩的            
(3星)	 还行            
(4星)	  关咏荷             
(4星)	 从这部戏认识的关咏荷~~            
(4星)	 认识关咏荷呵呵，那个李小环我也喜欢            
(4星)	 江华和关咏荷啊 呵呵 不错啊            
(4星)	 超级爆笑~~            
(5星)	 妈妈特别喜欢的一部。            
(5星)	 最初感受关咏荷的魅力            
(4星)	 很搞笑            
(4星)	 为什么喜欢关咏荷，就是从这里开始的．            
(NA)	    忘记了是什么时候看的这个电视            
(4星)	 关咏荷也不错            
(3星)	 喜欢关咏荷的古装戏            
(4星)	 曾经很喜欢。            
(5星)	 江华又帅又坏。            
(5星)	 超级赞的古装剧集！！！            
(NA)	 小时候的记忆            
(4星)	 刘玉翠小朋友太喜欢当小姨子了，呵呵            
(NA)	 喜欢关咏荷            
(NA)	 某個中午            
(3星)	 还算不错的港剧            
(5星)	 这个女人不一般            
(4星)	 重播也会看            
(4星)	 看过很多遍的            
(5星)	 嘿咻            
(4星)	 小时候总看的            
(4星)	 帅气的女人            
(NA)	 大四毕业时还翻出来看了遍～～搞笑经典～～            
(NA)	 苗翠花            
(NA)	 不可错过            
(NA)	 喜歡關詠荷            
(4星)	 又是小时候            
(NA)	 什么时候能够重温最好。。苗翠花的形象本来由萧芳芳演绎成开心老太太了，就算恬妞出场时也已经四十多岁，年轻版本只看过关咏荷的，和其余两位加起来就是苗翠花一生传奇。            
(4星)	 那段时间这种类型的出了好多，现在的都没有以前的好看            
(NA)	 现在看看还是蛮好笑的            
(4星)	 呵呵~苗翠花哦~也是以前特别喜欢的~！            
(4星)	 还不错            
(4星)	 结尾有点虎头蛇尾的意思            
(4星)	 还是关咏荷            
(4星)	 轻松～            
(5星)	 一惯的tvb得风格，很温暖            
(NA)	 经典            
(4星)	 看港剧最疯狂的时段            
(3星)	 不错            
(NA)	 很久以前看的，很搞笑            
(NA)	 老片，可是好看            
(NA)	 2002年            
(4星)	 以前好喜欢关咏荷的。            
(5星)	 希望自己能向苗翠花那样行侠仗义            
(4星)	 关咏荷很嗲            
(3星)	 哟嘻，方世玉他爸妈            
(5星)	 当年很爱的戏，看了几遍            
(5星)	 四姨太~~~奶娘~~~古装版家豪~~~江华~~~关的搞笑天赋~~~            
(5星)	 很喜欢苗翠花的性格，呵呵~            
(NA)	 很早勒~但堪称经典~            
(3星)	 喜欢            
(5星)	 午饭必备            
(5星)	 很搞笑，喜欢            
(NA)	 蛮傻的            
(5星)	 这本片子经典的,很好看~            
(NA)	 关咏荷             
(5星)	 关咏荷，我最喜欢她啦，自然，亲切，很好很好的一个人            
(4星)	 一贯的TVB古装喜剧风格            
(3星)	 关咏荷比较可爱。            
(5星)	 [BSc] 搞笑！嘿嘿！关咏荷的代表作！            
(NA)	 超级搞笑            
(5星)	 good～～～            
