http://movie.douban.com/subject/1830581/	妙手仁心
(5星)	 好久没有这样哭过。为了Paul&amp;Jackie，也为了十多年后已经如此不一样的人生。            
(5星)	 大爱~~~~~            
(5星)	 Bowie和Flora演的這麼多情侶，Henry和Annie最為喜歡。要超過曾家原和聶寶言。又是一部看了又看的TVB。            
(5星)	 每一个情节…每一个人物…都值得细细品味的经典…            
(3星)	 长寿剧，有点模仿美剧的医生片。            
(5星)	 午后，彩虹，等待。只要还在等待，就还会有希望，就还会有奇迹出现的可能……突然想去看《小王子》。            
(NA)	 我想看重播~            
(5星)	 最喜欢Harry这个大痞子，吴启华也很有魅力。            
(4星)	 看过此剧让人对医生有了崇敬之情            
(5星)	 你不知道我有多爱Paul和Jackie            
(5星)	 这三部都喜欢，不管是里面的台词还是塑造的人物以及他们的生活处事观！            
(4星)	 当时的经典            
(4星)	 这部戏集合了当时香港最最优秀的演员们……我们不仅看到了医生们的仁心仁术，也感受到了他们在急诊室之外的多彩人生和狗血的感情……            
(4星)	 我还记得初中时周六在梦洁家看一下午Jacky的日子。很美好……            
(3星)	 最喜欢蔡少芬了啊。            
(5星)	 不得不说程至美你的命好硬啊，跟你的女人怎么下场都那么惨呢。。。            
(5星)	 最爱的港剧            
(5星)	 身边的人应该都看过这部剧吧            
(4星)	 看这部电视剧觉得医生真是个让人羡慕和尊重的职业，所以当我在生活中遇到态度恶劣的医生时，无比向往香港的医疗体制。            
(5星)	 绝对的经典。重新看过终于明白近几年的TVB戏为什么失去了那么多粉丝。不过，编剧真的很残忍！            
(4星)	 标签：吴启华            
(NA)	 第n遍重看。。。            
(4星)	 跟吴启华在一起的女的，怎么都要死啊            
(5星)	 经典！            
(5星)	 不错，很有意思！            
(5星)	 天使之眸。Angel Eyes。小王子的童话。星星和小钟铃。狐狸和玫瑰花。我要和你一起看日出与彩虹。我们的故事不会就这么结束。            
(5星)	 忧伤，很特别            
(3星)	 比较没意思的            
(4星)	 N多大碗啊            
(4星)	 最后Paul坐在Jackie床边安静的读者小王子的时候，觉得世界好像就剩下他们两个，真希望他们可以幸福            
(4星)	 怀念那时的岁月 十年了吧            
(5星)	 还是蔡少芬演的第一部经典，还有那经典的saxophone曲超爱ing可惜最后的结局让我满是幽怨，难以释怀.啊..            
(5星)	 最难忘的港剧。。            
(5星)	 我是jacky，你愿意为我开脑吗？            
(4星)	 一度对医生有好感            
(5星)	 挚爱真心好看啊╮(╯▽╰)╭ 只可惜阿苏没结局= =            
(5星)	 当年多喜欢啊，那么多主角各个有意思，男子女子我都中意。现在港剧太钩心了，累的不想看            
(5星)	 因为狂爱小王子，而狂爱此剧            
(5星)	 Jackie在恋爱的时候真是个可爱的女人。或许这就是在恰好的时候逢上一个恰好应该相爱的人。            
(4星)	 重温之后挺喜欢Joe的，觉得马浚伟的这个角色还蛮可爱的~~一直不懂Henry和Annie，也许是他们的生活方式离我太遥远，不过，最后他们在一起的那段我还是很感动的~~Annie的话有时候一针见血~~            
(5星)	 这一pair pair的经典，现在去哪里找……            
(5星)	 只有第一部            
(4星)	 觉得黎姿是凭这个片子在电视剧里出位的            
(4星)	 好怀念Jackie和Paul.            
(5星)	 每个人心里都有一部经典。            
(5星)	 绝对经典的HK LIFE            
(5星)	 喜欢Ada            
(5星)	 大爱            
(4星)	 经典的回忆            
(5星)	 最爱TVB剧之一，还特意刻了光盘收藏！我爱陈慧珊！            
(5星)	 喜欢林保怡            
(5星)	 如是我闻            
(4星)	 喜欢这里面的蔡少芬            
(NA)	 演员强大··剧情强大·总之··又是一部绝对经典之作··            
(4星)	 我忏悔。。。我的中学生活都在港剧中度过了吗？            
(5星)	 看过四次以上的电视剧            
(5星)	 大爱！华丽丽的阵容。。。。            
(5星)	 我小学的回忆阿!!!            
(5星)	 急诊室的故事的港版，不错~            
(5星)	 妙1中最遗憾的不是jackie没有醒来，而是Annie最后还是原谅了Henry！Annie江新月，那个让我心疼了十年的女子~            
(4星)	 具体忘了 讲的是什么了！            
(4星)	 只要是医生剧俺都爱看，不管是日韩港，但专业人士应该会觉得这样的医生和医院很火星            
(NA)	 爱死了            
(4星)	 我蛮喜欢的港剧之一            
(4星)	 那时很羡慕当个急诊室医生            
(NA)	 最后一集蔡少芬还没醒。。55555            
(5星)	 最爱医疗剧            
(NA)	 妙手仁心第一部是最好的            
(4星)	 这结局。。。            
(5星)	 最近在复习~~还是很喜欢啊~~            
(4星)	 TVB的 经典片子之一            
(NA)	 医生的生活            
(4星)	 看完《妙手人心2》会觉得1里面真的很温馨和欢闹，1是所有人事业发展最开始的时候，也是朋友认识N年的见证，也许几年过后，2里面就已各奔东西，去世的去世，消失的消失，但是或者再安慰自己一句：Come On，It&#39;s  just  a  电视剧……            
(5星)	 写过一个长长的影评，他还为了我彻夜下载来看            
(5星)	 真的是太喜欢阿Paul了。            
(5星)	 很喜欢这批演员            
(5星)	 吴启华很儒雅            
(5星)	 经典剧目。            
(NA)	 医生的生活哈好玩啊            
(5星)	 至爱江新月            
(NA)	 超赞            
(5星)	 好看好看好看！            
(5星)	 “这么多年，还是能被打动，是我长情还是你太经典？”一直记得山顶看日出的一段，那时候我很小，所以直到现在，看日出和那条有煤气灯的长街还是我心目中浪漫的同义词。HH系列一是无法超越的。            
(4星)	 经典            
(5星)	 从这里才知道了小王子            
(5星)	 最爱这一部了！我愿意相信Henry始终是爱Annie的！十年后他们再次牵手，咖啡香里Annie和Henry幸福的眼神，我永远也忘不了！            
(5星)	 Jackie/Annie/Dorothy/Fion/Tracy/Suki你们都是奇女子            
(5星)	 蔡少芬 吴启华            
(4星)	 一群白大褂            
(4星)	 被动看完的港产片~            
(5星)	 healing my heart.            
(5星)	 一群医生，用专业理性去面对生活中的幸与不幸；一帮朋友，用理解尊重去享受生活中的爱情与友情。            
(NA)	 Annie and Henry，经典情侣档。my favorite!            
(5星)	 2000            
(5星)	 林保怡、陈慧珊、吴启华、蔡少芬，多么经典的组合            
(3星)	 就看过一点            
(5星)	 超级爱看！            
(4星)	 啦啦啦 做医生好好哦～            
(5星)	 重温就要开始了            
(5星)	 心目中最完美的TVB剧            
(4星)	 有我老公..哈哈..吴启华             
(NA)	 大爱啊...   喜欢阿Paul            
(5星)	 当时很喜欢 现在也不厌            
(NA)	 那时只觉得吴启华是个大帅哥            
(5星)	 这部港剧是我最喜欢的几部之一！救死扶伤，浪漫爱情，朋友情谊，都在里面一一体现。原来男女之间也有义气的！            
(4星)	 |1575:2153|            
(4星)	 我真的不是为了某两位才去看的这个么囧RZ！！            
(5星)	 当年那个好友，能够把经典的对话一一复述给我听，平日不能看电视的我就这样听着她的故事爱上了这部片子~            
(5星)	 I~III            
(5星)	 中考的时候坐在写字台前，一边装作念书一边竖着耳朵听完的整部，以至于后来对得上声音对不上人名。。。超爱呀            
(4星)	 想过当医生～            
(4星)	 那是很喜歡吳啟華            
(5星)	 Henry&amp;Annie            
(NA)	 好多年了            
(3星)	 only the last episode...            
(NA)	 我是未来滴医生啊            
(4星)	 喜欢annie和henry之间那种微妙的感情...            
(5星)	 很好很好            
(5星)	 经典中的经典!            
(5星)	 消灭囤片之重温，1998年。            
(NA)	 赞！还很强大~            
(5星)	 3部都看了，喜欢的港片风格~~佩服剧中主角的高情商~~每个人物的刻画都很真实~ 个人认为是经典港剧~             
(5星)	 喜欢的演员，喜欢的主题            
(5星)	 小学看到中学 再看重播..永不停息            
(NA)	 经典            
(5星)	 很多人喜歡Healing Hands是因爲後來的幾部，在我看來HH永遠是Jackie&amp;Paul,Annie&amp;Henry的愛情，Jackie死了，HH也就結束了。            
(5星)	 回顾经典！            
(4星)	 很喜欢前两部，虽然第二部被人骂的多。看过好几遍了喜欢的是整体的氛围，里面的每个人物都有其可爱之处。            
(3星)	 马浚伟。            
(5星)	 经典中的经典            
(5星)	 經典啊~强大的陣容~CH~            
(5星)	 理性，感性，小资，最爱！！！            
(5星)	 很好            
(NA)	 啊不好意思虽然很好看但真没觉得经典            
(4星)	 跟脚按的回忆...            
(5星)	 断断续续看完，从开始的不认同，到后来非常喜欢jackie的性格，她的很多话语都给了我很多启示和力量，很经典的港剧～            
(5星)	 Paul啊！大心～ 从此开始喜爱上这种斯文败类型            
(NA)	 不错            
(5星)	 第一部最好看后面的貌似没这么好了            
(4星)	 必看            
(5星)	 这部电视剧简直造就了不少香港梦啊~~~            
(5星)	 我灰常爱的经典的医生剧集，Ada~~Bowie~~Flora and 程至美医生            
(5星)	 害我走上这条路的电视剧            
(NA)	 完美的阵容            
(5星)	 经典～            
(5星)	 落月摇情满江树            
(NA)	 之后的几部，我都没耐心看。            
(5星)	 暖暖~ 一班美人ya            
(5星)	 paul&amp;Jackie，还用说什么吗？            
(5星)	 无比爱马浚伟来着~            
(4星)	 只记得惊心动魄~~~。            
(4星)	 医生美            
(5星)	 第一部            
(5星)	 有高薪就不怕感情纠葛            
(5星)	 Jacky跟Paul天生一对呀            
(4星)	 一直是我最爱的港剧。温暖的人们，小王子，彩虹            
(5星)	 paul和jackie，我的至爱            
(NA)	 不喜歡Flora的頭型~~            
(5星)	 挺经典的啊！！喜欢。。            
(5星)	 永恒不变的经典啊            
(4星)	 Ada            
(5星)	 我永远的爱！            
(3星)	 接触的首部关于医生的情感和工作剧            
(5星)	 绝对的经典，在我心中无他。jakie跟paul的神话～            
(NA)	 我相信这个世界是有奇迹的，因为有你            
(NA)	 吴启华转型之作。。paul。。            
(4星)	 也算经典剧i            
(4星)	 我喜欢Jackie。            
(5星)	 至今仍是最爱。。            
(5星)	 已经看了很多遍了，非常喜欢香港人的生活态度            
(5星)	 吴启华plus蔡少芬  林保怡plus陈慧珊            
(NA)	 剧名成为医生职业的代名词            
(4星)	 挺经典的            
(NA)	 绑鞋带            
(NA)	 经典！！！Annie&amp;Jackie...妙手我的爱            
(5星)	 白领时代！            
(5星)	 如果你爱上了星球上的一朵花晚上望着天空的时候,会觉得特别甜蜜我会在一颗星星上面笑所以如果你在晚上看星星的时候就好像所有的星星都向着你笑是你只有你看到星星才会笑我永远都是你的朋友你会希望和我一起笑就好像我让你看到的,不是星星,是一大堆会笑的小钟铃            
(NA)	 经典            
(5星)	 正！！！            
(5星)	 太经典的电视剧了 如此多的大牌嗯 我爱妙手仁心啊            
(5星)	 Miss you finally.            
(NA)	 最爱!            
(5星)	 妙手的一二两部是最最经典的。。。            
(4星)	 好看,喜欢所有主角            
(5星)	 感动好多次。最喜欢宁生。            
(5星)	 啊啊啊啊，这个也很赞~~不过续集就不用看了~！            
(4星)	 不错            
(5星)	 当年太迷这个了。喜欢程至美。吼吼。            
(5星)	 很不错的            
(5星)	 挥之不去的港剧情结            
(NA)	 阿paul            
(5星)	 有点美剧系列剧的意思，这次的职业是医生。            
(5星)	 喜欢里面角色的专业精神            
(5星)	 我的大爱~            
(5星)	 难忘Annie和Henry            
(5星)	 嘿咻            
(NA)	 。。。            
(4星)	 jackie            
(5星)	 那时真是很喜欢啊！            
(5星)	 吴启华真的好适合演医生啊            
(NA)	 大学时和室友狂看了一阵子            
(4星)	 电视剧             
(4星)	 港片佳作            
(5星)	 超爱！            
(4星)	 看港剧最疯狂的时段            
(3星)	 还好            
(5星)	 看了很多遍的电视剧。            
(NA)	 不知道一共几部            
(5星)	 那天开始，不想再看真人演的电视剧，不想再纠缠在爱恨情仇中，却惟独留下了她，妙手仁心。她是我看过的电视剧里最特别的一个，真实而温暖，即使流泪，仿佛都还在微笑            
(3星)	 还可以吧            
(NA)	 那個ANNIE精緻的讓我窒息，象低蘇小說裏另一個人。            
(NA)	 HEALING HANDS            
(5星)	 TVB很经典一系列            
(3星)	 没看多少,有时间看完            
(NA)	 不错。            
(4星)	 都是我喜欢的演员            
(5星)	 最喜欢的港剧            
(5星)	 明星云集,精彩非凡.            
(3星)	 和2不能比。            
(NA)	 至爱收藏，奠定我的生活态度和人生追求            
(4星)	 还记得半夜演完后，很兴奋。            
(4星)	 唐姿礼医生~~            
(5星)	 看了3遍了            
(4星)	 我觉得林和陈真的应该在一起啊 好配            
(NA)	 妙手仁心 蔡少芬             
(5星)	 我爱看港剧。这是我最爱之一。。喜欢喜欢每部都喜欢            
(4星)	 后来情感戏太多，对待感情也太随便吧            
(NA)	 无非是白领男女的工作和爱情            
(5星)	 最爱最爱最爱最爱            
(5星)	 港片的特点就是：任何两个人都有在一起的可能！            
(NA)	 虽然对港台歌嗤之以鼻 但电视剧尤其是这方面题材的 的确好看 反正我喜欢看            
(5星)	 第一部最好看，这也是我看得第一部医生的戏            
(NA)	 这是本经典的片子了，光是看里面的明星就已经很爽了            
(NA)	 祝福Paul和Jackie            
(5星)	 哇，经典啊            
(5星)	 超经典的TVB聚集！            
(5星)	 情调港剧的经典            
