http://movie.douban.com/subject/2229576/	上错花轿嫁对郎
(4星)	 缘分是一种玄妙的东西            
(4星)	 以前也挺喜欢的俄~            
(3星)	 呃⋯⋯            
(4星)	 很清新、很喜庆的古装电视剧，选角算的上很成功、虽然没有完全演绎出书本的精华，也算很成功了。。。            
(3星)	 小时候印象最深的            
(3星)	 很有乡土气息            
(3星)	 内时候觉得黄奕超好~~            
(4星)	 小时候的寂寞~            
(4星)	 以前好喜欢看..            
(4星)	 算是大陆片子里还可以的，只是我怨念的是把大帅哥刘若谦改成了中年老道，啊啊啊，怎么可以这样，要是放在现在，多好的卖腐点啊！！！            
(4星)	 国产啊，国产。大家都好年轻啊~~这个剧所有人印象比较深的恐怕只有黄奕了吧，顶多聂远啦什么的，有谁还能记得沙溢当年在里面饰演沙平威的角色。            
(3星)	 我多数不清我跟我妈看了多少遍            
(5星)	 小时候最喜欢看的呢！真的很有味道            
(4星)	 有点啼笑姻缘的感觉            
(4星)	 很欢乐的背景音乐，好不容易看完了，真的很有意思            
(4星)	 黄奕在里面很漂亮。。。。我外婆最喜欢的电视剧。。。            
(5星)	 曾经的最爱            
(5星)	 先看电视后看的小说，也许大概是从那时候起，一发不可收拾地看起了小言。郎情妾意，俊男美女，席绢小说改编目前是最好看的了。            
(4星)	 很有爱~            
(4星)	 想当初黄奕和聂远还是很登对滴            
(3星)	 当年觉得好看 现在觉得忍忍能看            
(4星)	 当年特喜欢            
(3星)	 要是拍成美剧应该挺好看的            
(3星)	 经典。。。            
(3星)	 虽然很多情节都忘了，但就是记得这个电视剧让我认识黄奕            
(5星)	 小时候很喜欢看的！            
(5星)	 聂远和黄奕 那时候其实演技就不错了！            
(3星)	 拍得超土，可架不住故事和演员挺逗的。聂远和黄奕那对儿是重点，后来看到这俩的时候第一反应是这部戏，结果好像没什么人看过似的，因为太土嘛......            
(NA)	 我看的时候还不怎么火，后来居然很火，不过真的拍得很好呵，也是看了好几遍            
(4星)	 那时看时，喜欢看的...            
(5星)	 当时格外注意沙平威，没想到呵呵^            
(4星)	 席绢的小说，当年的喜欢啊~~            
(3星)	 休闲小剧，这样就足够了            
(3星)	 23            
(3星)	 那时候的黄奕比较好看。。            
(3星)	 当年看的人非常多，如果把电视剧和原著区分开，可以看看。            
(4星)	 怎么会喜欢病罐子的聂远呢……            
(NA)	 我在重看~~~            
(3星)	 现在看挺土 当时觉得可好看了            
(3星)	 改编也太糟糕了            
(3星)	 我记得那个将军叫师小红！            
(3星)	 小时候可爱看了！            
(NA)	 = =            
(4星)	 片尾蛮好听的貌似。            
(3星)	 当时就觉得这个名字好土，还是看了。一看，好像还不错，就这么看完了            
(4星)	 那时候觉得很好看~            
(4星)	 片头曲不错            
(NA)	 老白当年美shi了            
(4星)	 我是多么喜欢沙溢阿。            
(4星)	 这个播了很多遍，也算断断续续看过了，古装偶像剧            
(3星)	 快忘光了。。            
(NA)	 搞笑，童年回忆，通过它认识了黄奕            
(3星)	 又是陪奶奶一起看的            
(NA)	 我又要说了，我当时是有多喜欢啊！！！            
(2星)	 故事还行，演的有点囧            
(4星)	 奇怪，沙溢在里面演的谁啊？            
(4星)	 现在才反应过来那个男的是沙溢！！三对很有意思。            
(4星)	 十四岁的记忆……在俺老家拍的            
(2星)	 天哪天哪！突然发现当年的小咔已成长为大腕了~黄奕啦，沙溢啦！反正有益音的就有前途啊！            
(4星)	 超级假的剧情，不过看起来很开心。            
(3星)	 跟着外婆看的            
(3星)	 N年前看的电视剧，盲婚哑嫁的两对新人上错花轿，却找对了郎君            
(3星)	 小时候我是觉得还行来着            
(4星)	 以前是喜欢看的            
(5星)	 小时候的电视剧...            
(4星)	 那个时候比较喜欢聂远            
(3星)	 配音配音配音。。。。            
(4星)	 我觉得挺好的呀。。            
(4星)	 热闹啊还有黄奕飚方言 矮油到现在还记得            
(3星)	 一开始看，是被它的名字吸引了，还行            
(3星)	 在那个聂远还没有整容的 大方脸时代~~~~~~~~~~~ 万恶的下颌角啊~~~~~~~~            
(3星)	 小时候很喜欢的，呵呵            
(4星)	 挺好看的  传统的剧  妈妈们喜欢！其实我也觉得好看！            
(3星)	 很久以前看过。。。。            
(4星)	 席绢的小说好看  扬州也被赋予传奇爱情故事了 而且还是那么甜美的            
(2星)	 黄奕，让我喜欢的估计就这个片子了吧。            
(4星)	 一直都很喜欢这个。            
(4星)	 聂远和沙溢。。。昨天还无聊时看了一点点。。。            
(5星)	 当年喜欢            
(4星)	 当时觉得黄奕好美啊            
(5星)	 不错啊，先结婚后恋爱，我的STYLE            
(4星)	 这个大赞~虽说据说席绢原剧不是这样的，但是我超爱这一版。            
(4星)	 黄奕那会儿很灵。。。            
(3星)	 小时候真的是很喜欢看呀 是不是因为喜庆才喜欢的呢            
(3星)	 李琳很惊艳            
(3星)	 主题曲好听，别的没什么            
(3星)	 那时的黄奕多好啊。。。            
(4星)	 当时觉得剧情很棒，演员也都挺养眼的，现在发现里面挺多演员都红了            
(4星)	 看了很多遍啊，而且看了很多遍换台的时候还会再看啊。当年的黄奕啊，当年的聂远啊，最最重要的是，当年的展堂啊            
(3星)	 其实满好看的。还是娘娘租碟子回家看的。            
(4星)	 打开电视，还在放呢            
(4星)	 当时的黄奕让人留恋啊            
(2星)	 给我也这样一次将错就错得对了。。            
(3星)	 童年回忆童年回忆,不解释            
(2星)	 妈妈们喜欢看            
(3星)	 喜欢聂远            
(5星)	 居然是部没字幕的国产剧！            
(5星)	 有点傻，但是还不错~~            
(4星)	 小时候很喜欢看的，做完作业没事就看这些剧            
(5星)	 哈哈，特别喜欢，可惜很难找到有字幕的&gt;.&lt;            
(1星)	 聂远接这个戏的时候还很小 可以原谅            
(NA)	 其实我曾经也是电视剧女王！！！！！！！！！！            
(3星)	 哈哈~            
(NA)	 黄奕。聂远。            
(4星)	 初中时期的大爱            
(4星)	 当年的黄奕 当年的聂远            
(3星)	 看过一些剧情虽老但还不错。            
(3星)	 当年还在读书…是家长在看…我偷偷的有看点…有勾引到我哈…            
(3星)	 回忆            
(4星)	 聂远            
(5星)	 ~            
(2星)	 不喜欢黄奕演的            
(4星)	 里面的人都很善良            
(4星)	 小时候和外婆一起看得津津有味的            
(3星)	 去过扬州 走过那个长廊 还是很有回忆的            
(5星)	 黄奕，聂远的出道之作吧好像。黄奕演技不错，聂远帅！            
(3星)	 消遣的电视剧··            
(4星)	 真没看出沙平威是白展堂...            
(3星)	 噗 噗 噗            
(3星)	 两颗半，还是看书好点吧            
(3星)	 唉。看在你那么老了的份上。帮你再加一颗。            
(NA)	 小时候特爱看！            
(4星)	 小时候觉得很神奇的剧情~            
(NA)	 当时还问我妈聂远起床后为什么要把手划破…            
(4星)	 怀念在外婆家的日子            
(NA)	 姐姐喜欢看的            
(4星)	 还蛮喜欢的。            
(3星)	 小时候守在电视机前看的啊!            
(NA)	 我姥姥的最爱            
(4星)	 我看过口袋书，主要讲的是杜冰雁和袁大将军的故事，而电视剧却着重播放了李玉湖和齐天磊的情节，算是一个不错的突破，比较喜欢齐府勾心斗角、李玉湖和齐天磊打情骂俏的故事，袁不屈好壮好丑啊= =            
(NA)	 第一次知道黄奕            
(NA)	 我小时候居然看这个....            
(4星)	 小时候很喜欢看……后来发现那个帅小伙居然是沙溢……            
(4星)	 不错。。。捧红了黄奕            
(3星)	 只能说不难看。            
(4星)	 第一次知道沙溢            
(4星)	 就这部喜欢黄奕            
(3星)	 初中考英语2级那天下午妈妈在看。。。。。            
(4星)	 绝不装B，以小时候的我看来还真不错            
(2星)	 还专门租过碟。。但是还是看不下去。。            
(4星)	 书写得好 但是拍得实在是垃圾 除了杜冰雁的演员长得和我想象的差不多 其他的 太垃圾了            
(5星)	 黄奕在这剧的古装造型很美。这剧很好看，也蛮经典。            
(5星)	 其实，我最喜欢公主和沙平威那对            
(4星)	 超贺岁的，貌似有无数对成了~            
(3星)	 跟我妈看的            
(2星)	 原来那公子哥真的是沙溢！！！            
(3星)	 老白- -原来你早就演过电视剧了。。            
(4星)	 若干年后才知道那个不怎么起眼的“紫衣小将”居然是现在大红的“白展堂”            
(3星)	 把我爱的小说拍成这样。。。。            
(5星)	 看过很多次，每次都含着笑。            
(NA)	 sex and the city也搬的太透徹了 蔣雯麗有那麼幾刻讓cary蒙羞了。            
(4星)	 看了这个才喜欢黄奕的~但是后来发现也就看这个能喜欢她            
(4星)	 后来才知道这是席绢阿姨写的            
(4星)	 以前看的很欢乐啊~~            
(3星)	 记得是初中的时候看的了 还可以            
(3星)	 曾经是电视台的重播率很高的电视剧             
(5星)	 杜冰雁太漂亮了，这里面竟然有白展堂……            
(4星)	 不错            
(3星)	 席絹的作品改編~            
(3星)	 原著小说更有趣            
(4星)	 好久不看古装了，那个时候超迷啊~            
(5星)	 小时爱看            
(4星)	 恩，，看过。。            
(3星)	 有白展堂呢            
(4星)	 因为这部剧，认识了黄奕            
(3星)	 他们之间的感觉，很好。            
(5星)	 好玩得不得了            
(3星)	 到底是什么看点让我从头看到尾的= =            
(5星)	 当初很喜欢啊~~            
(3星)	 那个时候人事都没那么复杂，简单的人物设计，黑白分明            
(5星)	 当时对黄奕真的惊艳了            
(3星)	 当初就觉得聂远不帅，黄奕不漂亮，找啊找，原来是在这部电视剧里发现的真理            
(3星)	 呃，当时觉得很搞笑            
(3星)	 算是很黄而且又有“美感”的电视剧了，当年被我和辉辉视若珍宝。里面还有中国贝露奇王菁华哦            
(3星)	 黄金晃眼……            
(4星)	 五月烟雨蒙蒙唱扬州            
(4星)	 里面所有的歌我还唱得出来            
(3星)	 妹子当时都很美             
(NA)	 最初的黄奕，乖巧，清爽            
(4星)	 这部电视，承载的依然是记忆，关于童年，关于很多很多的人和事。            
(3星)	 很像鬼片            
(3星)	 拍得粗糙极了。。。可是人就美极了            
(3星)	 在家看的。我妈很喜欢。            
(2星)	 这个就……            
(3星)	 满喜欢孽缘跟黄奕这对的。。。那时候黄奕还蛮漂亮满可爱的。。。            
(3星)	 某远，沙溢？？还有小花的老婆。            
(3星)	 聂远太帅了            
(3星)	 那个时候和爸妈一起看的。            
(4星)	 两个女主都是我当时喜欢的…李琳很美的脸哈，在《情牵》里亦很有味道。            
(3星)	 有些地方太假了            
(1星)	 黄奕真讨人厌            
(5星)	 经典古装电视剧，力荐。            
(4星)	 很多年前看的时候还是很喜欢的。            
(NA)	 先看的小说，没想到黄奕火了            
(3星)	 哈哈哈~~~直到后来才发现~那是沙溢啊~~            
(5星)	 聂远，好喜欢~            
(4星)	 蛮搞笑的。我奶奶喜欢看。都听不懂普通话还是看的很开心。            
(5星)	 黄奕当时多漂亮啊 ...            
(4星)	 黄奕那时候很好看            
(3星)	 后来才知道里面竟然有武林外传的白展堂 服了u 沙溢。。。            
(3星)	 言情小说改编版 青葱的白展堂            
(4星)	 很多很多年前看过的这部电视剧，只是过了这么久还记得……            
(4星)	 其实忘得差不多，小时候不认识明星，现在才知道是黄奕演的            
(NA)	 当时觉得这个里面的人多么好看。现在除了李琳 都残了。            
(5星)	 这就是为什么还珠3会找黄奕的原因            
(4星)	 那年的黄奕，那年的聂远，那年的电视剧，真是百看不厌。其实，明明漏洞百出，明明和席绢的原著相距甚远。可是，用最简单的心去看，一切都是美好的。            
(4星)	 原著更好看            
(3星)	 剪辑真是烂的一比。            
(NA)	 至少看2遍都没厌            
(2星)	 主要是看过小说后，觉得没有小说好看了            
(NA)	 错误的经历铸就了美好的姻缘，很感人。            
(4星)	 在电视台不多的小时候，两个台还在一起放，傻傻的看着，好容易被导演给忽悠着了            
(NA)	 里面的人现在...唉..            
(NA)	 第一次看还是和毛毛在Bob的家里~仨人匆匆忙忙结束一局牌~然后我们离开他去学二胡~            
(4星)	 回忆啊            
(1星)	 忽然我发现，原来我这么能忍==            
(4星)	 家庭妇女没事看看其实还好            
(1星)	 对席绢的幻灭开始            
(3星)	 有情人终成眷属。            
(NA)	 一点点。。。            
(3星)	 原著差得一塌糊涂……所以改变成这样已经可以忍了            
(3星)	 这是几年前的事类、            
(3星)	 跟风看的，谁让别的小朋友都看呢。            
(3星)	 我居然很喜欢黄奕的那个角色过＝ ＝            
(4星)	 当时全家都在看            
(NA)	 陪扣扣看的            
(3星)	 这个时期我真的还不讨厌黄奕= =            
(3星)	 小哑妹不哑 少说多听方可生存            
(5星)	 这个蛮好的            
(3星)	 挺喜感的片子 主题曲好听            
(3星)	 有点糙            
(3星)	 很喜欢席绢的这个故事，缘分真的很奇妙！            
(4星)	 金子晃眼，银子煞白，铜钱腥臭            
(5星)	 相当喜剧~            
(5星)	 我喜欢袁不屈，是师小红饰演的，威武，神勇，有情有义，当皇上下旨让他娶公主的时候，他很着急因为他心里只有冰雁一个人，他对冰雁说他宁愿挂旗起义，也不愿进京当驸马。我很喜欢他，喜欢他看人的那种眼神，喜欢他的成熟。喜欢他在马背上的样子，喜欢他的笑容。            
(4星)	 黄奕是在这里出现的~            
(NA)	 不错。很有喜剧色彩。            
(NA)	 囧            
(5星)	 很喜欢席绢的小说，难得有拍成剧的            
(5星)	 很好看。不太喜欢黄奕演的其他电视，但是特别喜欢这部。            
(3星)	 乐呵的            
(3星)	 其实就看了不几集，不怎么喜欢黄奕            
(4星)	 其实我觉得这不席绢的作品改编的还可以            
(NA)	 很好看的古装剧，取景很美，我想去扬州了            
(4星)	 小时候超喜爱的.黄奕的机灵漂亮，李琳的温婉.上天开个玩笑，却造就两段姻缘.你说，要是没有错，那该是怎样的婚后生活？说不清说不清.            
(4星)	 当年很红啊~~            
(NA)	 哎。。这。。！            
(4星)	 轻喜剧            
(4星)	 哇 怀念            
(3星)	 不幸我看过这个原本小说，小说里的齐天磊是怎样温情有带点邪恶的男人呃～可惜编剧能力有限，化妆师也来添乱，聂远的造型完全悲剧。黄奕这部戏里很英气很美丽，可是剧情实在太差。            
(2星)	 各方面都比较粗糙            
(5星)	 不是很喜欢黄奕            
(3星)	 当初就觉得黄奕蛮灵额..现在..伐谈了..            
(4星)	 我发现小时候看了好多爱情剧。。。囧。当时竟然才7岁            
(4星)	 轻松···            
(NA)	 还看过两遍。。            
(3星)	 算是比较。。。的了            
(5星)	 当年那两对经典啊~拍的很好，因为这部喜欢上黄奕，虽然这妞越发jp了现在也不待见她了            
(3星)	 这片子让我学会了断袖之癖这个成语，以及唯一一部我看到下去的黄奕主演的片子。            
(4星)	 嘿嘿 算喜剧吧。。。第一次认识 马苏。。。现在那个叫美啊。没以前肥了。。以前肉嘟嘟的。            
(4星)	 看在老白的份儿上加颗星~~            
(4星)	 也是小时候的电视~故事情节构思非常好            
(3星)	 主要是李佳璘很美~            
(3星)	 开始，总没有把那两个新娘分开。。            
(4星)	 那个年纪觉得齐磊很帅            
(3星)	 现在还是喜欢的吧。大团圆的结局。            
(3星)	 哈哈   以前的黄奕比较好玩            
(3星)	 还挺有意思的，适合消磨时间……            
(5星)	 后来我才发现：里面有聂远和黄奕……            
(5星)	 小时候爱看……            
(2星)	 我想知道自己以前为啥能一直坚持看下来~            
(3星)	 我当时为毛要看这片子。。。            
(4星)	 小时候还蛮要看的。。            
(NA)	 = =            
(NA)	 4.5            
(3星)	 各种美好的因缘际会             
(3星)	 挺热闹~            
(5星)	 小学的寒假            
(4星)	 最喜欢里面那个师傅  有点仙风道骨的感觉 神机妙算啊 沙溢当年很瘦啊  当还是以毛头小伙 缺少磨练            
(4星)	 不错            
(4星)	 哈哈。喜欢啊，是席绢的作品            
(4星)	 话说比小说强多了  那是都是青葱啊            
(5星)	 那时候真喜欢聂远啊啊啊啊啊！            
(4星)	 以前看完觉得黄奕超级漂亮，现在整容了，觉得好诡异            
(5星)	 小时候在家 超级爱看。。。            
(4星)	 很清新的说。            
(NA)	 白展堂那时候好瘦好瘦~！            
(4星)	 2000年            
(3星)	 名字不错            
(4星)	 综合综合得不错。若只有一个新娘就没有这个意思了            
(4星)	 挺搞笑的，那时候很喜欢看，特别喜欢李玉湖那一对            
(4星)	 ...            
(3星)	 有小乔的！！            
(2星)	 席绢这么好的小说，谁知道用了这么几个乱七八糟的演员            
(2星)	 杜冰雁 可惊艳了            
(3星)	 当时就觉得黄奕演的月湖跟小燕子还真的有点神似，最后没想到她真的去拍了《还珠3》            
(4星)	 我嫌金子晃眼，银子傻白，铜钱腥气。            
(4星)	 又是少有喜欢的国产剧，里面其实部分主演听养眼的，像那个公主和沙校尉，我就觉得是亮点，那个将军我就不说什么了，以前觉得聂远不是很帅在这部戏里，但看看其实是一不错的男子            
(4星)	 虽然比不上小说，当年却很爱看            
(5星)	 最喜欢的古装剧！！百看不厌            
(2星)	 唱片尾曲的是个强人。            
(5星)	 以前超爱看的            
(1星)	 恶心的黄奕 万恶的黄奕            
(3星)	 童年剧。没办法，真看过。            
(4星)	 很言情的片哎            
(4星)	 我记得这个剧我看了很多遍。这到底是为什么呢。            
(3星)	 我只喜欢看黄奕他们那一对啊~            
(NA)	 当时看了这里面的黄奕，本来对她的小燕子还是挺期待的，谁知道演成那个窘样...--我对还珠三本来就想看她和凭着大汉一逐渐红起来的黄晓明，结果就不说了。纵观真个还珠三，就俩人，蒋勤勤和刘涛能看！            
(4星)	 小时候很喜欢看。评分是按小学时的感觉。可是现在要我看1分钟也很难。            
(3星)	 看完窃听风云2回来看黄奕，你的脸是整失败了呢还是失败了呢。我看了半天，愣是没看出你从前的样子。2011/9/9            
(3星)	 tv            
(3星)	 老白~~            
(NA)	 搞怪搞笑的片子。喜欢聂远和黄奕演的一对。一直都比较青睐那种打打骂骂，但又不是真的打打骂骂，调情又不煽情，甜言蜜语但是不腻歪。偶尔来2句小诗，酸一把；呵呵。这样的生活挺不错            
(2星)	 后来才发现 是黄奕演的啊....            
(4星)	 小时候很爱~            
(3星)	 当时觉得构思不错，可惜后劲不足。            
(5星)	 怎么看都喜欢~经典            
(5星)	 暑假的时候，卫视放一遍，姐就看一遍，从初中开始直到现在。。。            
(4星)	 剧情结构我觉得不错诶~~            
(4星)	 黄奕演小燕子之前我挺待见的。            
(NA)	 当时还挺喜欢黄奕来着，现在呀，啧啧。            
(4星)	 funny            
(4星)	 总爱重复            
(3星)	 我和表姐边看边骂那个坏丫头。            
(4星)	 小学时的最爱啊~~~~~至少看了五遍，不，六遍，也许是七遍？            
(3星)	 像场闹剧            
(4星)	 喜欢。            
(5星)	 很经典的            
(3星)	 席绢。还是蛮喜欢 李玉湖 的。            
(4星)	 小时候老爱看了            
(5星)	 迷过。            
(5星)	 当初超级喜欢呀。            
(4星)	 情节构置精当而巧妙的一部剧            
(3星)	 断断续续地也算是看过了的~            
(NA)	 第一次认识黄奕、            
(4星)	 小时候挺爱看的            
(4星)	 小时候啊 ~小时候            
(3星)	 黄奕胖的时候好看些。虽然清瘦也不错。            
(4星)	 只喜欢齐天磊和李玉湖这边的情节  哈哈            
(3星)	 那时最大的感触就是两个男猪脚都不好看            
(1星)	 就相不中黄奕            
(2星)	 现在看来挺粗糙的            
(1星)	 我就是不喜欢看，不知道为什么！！            
(5星)	 我爱那时的黄奕，灵动美丽。            
(4星)	 蛮喜欢的一部片子            
(4星)	 喜欢聂远。很久之后，才知道改变自席绢的书            
(4星)	 当年很喜欢~            
(4星)	 比较喜欢这里面时的黄奕            
(3星)	 5月份那才艺大赛竟然有个姐妹儿唱这个主题曲。。。            
(3星)	 在扬州拍得，多青涩的一部戏。那时的沙溢真苗条，哈哈。            
(5星)	 这个剧古朴、江南，且透着一股子扑面而来的清新。            
(2星)	 比原著差多了            
(5星)	 李玉湖、齐天磊            
(3星)	 反反复复看了N遍，小时候娱乐活动少啊。            
(3星)	 杜冰雁很惊艳。            
(3星)	 黄奕的成名做            
(5星)	 七夜~            
(3星)	 我个人挺喜欢看聂远的。            
(5星)	 哈哈 哈哈            
(5星)	 这里的黄奕和重了名字好漂亮！            
(3星)	 剧情挺可爱的。。。            
(3星)	 现在想想真是个大雷剧            
(3星)	 其实没有特别喜欢的角色，但是当时很火，不过还是看完了，应该属于被煽动的。            
(3星)	 这个片子里有“孙策”和“白展堂”            
(4星)	 和我妈在那个暑假一起看的            
(4星)	 老白的年轻作品            
(4星)	 讲了很多扬州的故事哦，我是扬州 的，支持            
(4星)	 这是经典  黄奕那个时候最好看            
(2星)	  还记得是儿时过年和家人一起住碟子看的。            
(3星)	 聂远适合演病号            
(NA)	 这部电视剧  回顾一下还是意味深长的            
(5星)	 挺有意思的            
(3星)	 那时候就喜欢沙溢，那一身紫衣啊            
(NA)	 小时候啊 很喜欢看武侠片            
(3星)	 挺经典的。。。黄奕在这部很好看内            
(4星)	 我觉得很好看的说，就是里面的装扮很好看，尤其是女孩的古装，好漂亮            
(5星)	 够简单 够喜气            
(NA)	 让我难以意料的是他竟然算言情剧。            
(4星)	 嗯，挺欢乐的~             
(2星)	 = =黄奕毁在了第三部的小燕子上  看见她就恶心            
(3星)	 故事不错~            
(5星)	 沙平威            
(3星)	 黄奕当年还是很美的            
(3星)	 以前喜歡，現在嘛。。。。            
(4星)	 小学6年级            
(3星)	 这里面只注意到了聂远            
(4星)	 黄奕在这部剧中的角色很适合~喜欢~            
(3星)	 都忘了 最开始是在湖南台播的             
(4星)	 两新娘子真美啊             
(3星)	 那时中考，后来看的            
(4星)	 因为它认识了聂远            
(4星)	 当年很喜欢的一部电视剧，很喜庆            
(2星)	 书就挺好看。电视一般，演员表现一般。            
(3星)	 其实当年看蛮好笑的            
(5星)	 黄奕自此越来越丑了~席娟的！不错~            
(3星)	 这部片子名声不错，可仅是因为乃席娟的作品。演员很是一般。            
(NA)	 很有趣的恋爱。            
(3星)	 没有原著好看~~            
(3星)	 黄奕后来演的就没比这个再好看过            
(3星)	 老白也有这么青葱的模样            
(4星)	 其实没看完整 但是两个女主角真叫我HAPPY~~~            
(2星)	 席娟的小说就这样被糟蹋了            
(4星)	 很喜欢  看了几遍了            
(3星)	 好早好早以前。            
(4星)	 小时候挺喜欢的            
(3星)	 哈哈，聂远，黄奕的早期作品            
(NA)	 陪家人看的            
(3星)	 当年看看还是可以的            
(4星)	 看的时候还挺有期待挺坚持的，按照大家的希望一步步进行的剧情也不错            
(4星)	 这些都属于我那还没有电脑的时代            
(NA)	 啊呀，当时那个之喜欢聂远啊~~            
(4星)	 其实故事挺好的  黄奕很适合李玉湖  但不适合小燕子            
(4星)	 很早很早之前的新年档吧！小时候还是很喜欢的……            
(4星)	 小时候,还有没有电脑,没有网络,没有国外的剧可以看,没有字幕组            
(NA)	 看过好多遍。。。            
(3星)	 很久前看的~~之后还看过小说~~~            
(3星)	 挺轻松的~            
(5星)	 小时候超喜欢看的            
(2星)	 那些年轻孩子们使劲儿的糟践席绢            
(3星)	 席娟的小说被搬上银幕            
(4星)	 当年学校运动会的时候和另一个女生再看几本席卷的书，背对着背坐着，腿立起来，书放在上面，被人笑说是某运动logo。那个女生现在在哪里？干着什么呢？            
(2星)	 还是书好看            
(3星)	 当年年轻。。。看了好多这种连续剧。。。            
(NA)	 跟我一起看这部的双胞胎姐姐都已各自生儿育女....都在备第二胎了            
(4星)	 说实话狗血的东西还就是会喜欢哈……            
(3星)	 谁让我看过小说啊，刘若谦一出场，心哗啦啦地碎了一地，极度怨念不厚道的阡陌大叔！（当初上学的公车上到处能听见姑娘们的此类残念~）李琳的男装扮相甚是可爱啊。那时的老白很土帽，哈哈哈~~            
(5星)	 难得超越原著，或者说把原著改编的有滋有味的电视剧。我重温时候发现了沙溢。。。            
(2星)	 有Jq……            
(4星)	 童年回憶            
(NA)	 …印象最深就是聶遠的仰頭大笑…心中的經典…            
(5星)	 .......很喜欢            
(3星)	 第一集黄奕的新娘装确实很惹眼            
(4星)	 灵动、可爱、讨喜            
(3星)	 喜欢看黄奕那对。            
(4星)	 很搞笑的一部片子...            
(NA)	 那时觉得黄奕很漂亮            
(4星)	 质朴的电视剧，质朴的黄奕，相得益彰，不惊艳亦不做作。            
(4星)	 一度很喜欢            
(4星)	 黄奕，聂远都还不错，小桥流水的感觉也不错            
(NA)	 那是展堂 发指            
(NA)	 武打太烂了，很俗的桥段，超无聊时看的，唉，不能说不好吧，还是喜欢黄奕现代的装扮。            
(4星)	 喜欢            
(3星)	 才想起来，原来驸马爷是白展堂....那时候真年轻啊            
(3星)	 虽然没什么意思。。可是我看了好多遍。。。落得轻松            
(3星)	 小说有意思            
(4星)	 剧情老套但是很好看，每次重播时候我都看==            
(3星)	 不是很喜欢，但是妈妈、姨妈和姐姐看得好起劲            
(3星)	 席娟小说的魅力，其实故事还满好玩的！！            
(NA)	 改编自席绢的小说，不过还是小说好看啊！李琳现在是越来越难看了            
(3星)	 脚底心能养孩子么            
(2星)	 娘又说 人黄奕挺水灵原来人家 小时候都只是妈妈看电视剧的伴 么有一点主动权            
(3星)	 黄奕李琳聂远沙溢，回头一看好多人都是从这部剧里走出来的            
(NA)	 嫁得不错            
(1星)	 不明白为什么居然黄奕因此红了            
(4星)	 瓦咔咔 很经典 和新白娘子传奇有的一拼            
(4星)	 蛮好看的，化妆技术不错            
(3星)	 那年看的时候就喜欢上了那个紫衣男子            
(5星)	 觉得这部很不错啊，黄奕的扮相没有觉得很突兀，她后来演的电视剧不能看            
(3星)	 妈妈要看就一起看咯            
(4星)	 这是的李琳真水灵            
(4星)	 聂远- -            
(3星)	 挺搞笑的            
(4星)	 除了有些人设和原著完全不符，其他还是不错的~            
(3星)	 怀疑是不是因为这部电视剧才让黄奕演的还珠3            
(5星)	 安徽卫视出品            
(4星)	 当年还挺喜欢黄奕的呢。这部戏的唱词很多。            
(NA)	 片头片尾曲蛮好听。这剧让我认识了黄奕和聂远。            
(4星)	 这是黄奕唯一一部让我喜欢的电视剧~            
(4星)	 觉得这部不错            
(4星)	 当年觉得很好看~            
(2星)	 抓狂            
(3星)	 一般吧，故事还行，演员一般，沙溢当时真年轻粉嫩            
(4星)	 其实我觉得这部还是很不错的，那个时候的黄奕还没那么讨人嫌，李玉湖很可爱，杜冰雁没什么印象了……虽然不算完美，但是至少看着很顺眼            
(3星)	 传说            
(3星)	 黄奕出道的片子。。那时候还挺喜欢她的            
(4星)	 这个，小学的时候爸妈和我一起看- -b            
(4星)	 好玩的爱情。。            
(4星)	 以当年的眼光而言，这部其实挺有看头。至今仍清楚地记得其中的一些细节，足以称为四星的理由。而黄奕，也是看完这部后喜欢上的            
(4星)	 那会感觉挺扯的            
(4星)	 当时挺爱看。            
(4星)	 那时觉得两位女主角是世上最美的            
(3星)	 当时很迷恋聂远啊~~            
(4星)	  - -。小紫男人后来红了            
(4星)	 原来男主是聂远，，，相当帅            
(4星)	 小时候很喜欢~            
(4星)	 黄奕美的            
(3星)	 当年看看是挺好的。觉得杜冰雁很好看，不过更看好李玉湖那对，呵呵            
(3星)	 [嚎叫]我也年轻过————！！            
(4星)	 那时候觉得黄奕还挺可爱. 谁看出驸马是白展堂了!?            
(4星)	 天作之合。            
(4星)	 皆大欢喜的电视剧，相当喜庆当时黄奕也没现在这么不靠谱……            
(3星)	 里面扮装都挺正的嘛，黄奕之后的作品都丑了            
(3星)	 还是挺好看的            
(4星)	 看了很多遍还。。。            
(4星)	 ……我只想说……当年我只关心打打闹闹那一对……            
(2星)	 實在是叫人看完回憶都不會記得的戲            
(5星)	 我把五颗星给了原著。            
(1星)	 席绢的故事那是多好看啊，电视剧拍成这种样子说的            
(3星)	 当时觉得杜冰雁真漂亮啊            
(4星)	 其实很傻，但还是俩女主太漂亮了            
(5星)	 还是以前的好看~~            
(4星)	 小学时觉得巨好看            
(3星)	 竟然有沙溢            
(5星)	 如果想要一部搞笑的片子看的话，力荐，没的说            
(NA)	 黄奕美翻了，可惜后来越整越像男人。。。            
(4星)	 我喜欢聂远和那时尚且清纯可爱的黄弈~~            
(3星)	 无聊时看的            
(3星)	 以前可喜欢这部电视剧了            
(4星)	 有点旧了，呵呵            
(3星)	 我看到了展堂...            
