http://movie.douban.com/subject/4848610/	千谎百计  第三季 Lie to Me Season 3
(NA)	 看了8集和最后一集。弃。这一季弱了很多。            
(3星)	 我想生活中的一些事情是不适宜点破的，但不能不知道，在闭一只眼的同时必须保持另一只眼的明亮。当自身强大到对方的恶意计划停止在实力评估阶段，我猜想这样可以避免更多的伤害。            
(5星)	 感觉没有前两季出色~但是仍然大爱~            
(4星)	 我不明白为什么第三部会无缘无故被砍掉！            
(4星)	 我只记得第一季第12集&gt;&lt;            
(4星)	 仅仅是习惯了……            
(3星)	 莱特曼越来越变态了,神神叨叨就不说了.每次都象个神经病似的把整个脸贴上来,对于稍有姿色的女人不介意发展一段露水姻缘,对于女儿又太爱,像个恋女癖.没错,一句话形容:他是个无赖.            
(5星)	 被砍了有木有！！！            
(4星)	 还是很不错的。            
(3星)	 第三季一开始lightman像个精神病...            
(3星)	 没之前的好看 从2月等到6月 停在第13集就没了  maybe被砍了？            
(5星)	 Lightman真的喜欢Gillian！期待还有下一季！            
(4星)	 终于有那么点不一样的感情            
(4星)	 仍是lightman大叔的个人秀。越来越痞……前四集都看不下去了……还是最喜欢第一季。            
(5星)	 为什么不更新了            
(5星)	 为什么有那么多人不喜欢呢。。。关键是，不喜欢就别看了吧，干嘛要喷人家呢~            
(5星)	 觉得父亲和女儿还是很和谐的组合            
(NA)	 当中停播了很久，现在完全忘记看到哪了。。。            
(4星)	 还好啊，干嘛被砍            
(5星)	 当然要看啦！！！！            
(NA)	 到这季有点儿审美疲劳了……            
(3星)	 唉，就这么被砍了            
(3星)	 这样被砍也太粗糙了吧！            
(3星)	 被砍了…唉…            
(4星)	 就这么完结了，毫无预兆啊。            
(NA)	 太重复了=。=            
(3星)	 我果然必须是大叔控。。。是出到13不出了？？？            
(5星)	 为什么要砍！最爱TIM呜呜呜！TOT            
(5星)	 再也看不到我的forster了~~555555~~~            
(3星)	 我有个这么关心我的爸就好了            
(3星)	 感觉什么都是假的，电影怎么安排，情节怎么来            
(5星)	 终于全部看完了。            
(3星)	 明显不如之前的剧集了。。。不过也不至于要砍掉吧= =            
(NA)	 话说cal第三季整个有点变味了啊= =到处搞女人这么好玩吗= = 导演是想失去女性观众了估计            
(3星)	 更新那个慢滴啊。。。过年到现在就没新的。。肿嘛？编剧米有灵感了？            
(4星)	 怎么讲。 Cal和G真是一对。虽然C的嘴毒了一点。~            
(5星)	 质量已经越来越那啥了.....但是我喜欢它已经和它的质量没关系了....            
(4星)	 大叔开始不萌了             
(3星)	 重复第二季的错误            
(4星)	 好了，这下子就over了            
(4星)	 没前两季精彩了            
(NA)	 结束            
(5星)	  TimRoth             
(4星)	 虽然情节有点松散各位主角常常说些有的没有没什么用的话Locker负责被开涮和Torres当着可有可无的小跟班以及lightman大叔越来越神经兮兮各种毛病，可是还是怎么能说砍就砍了呢！！！            
(4星)	 被砍我一直不能接受            
(NA)	 可惜第四季被CUT了。            
(5星)	 难道没有第四集了？            
(NA)	 拜拜            
(3星)	 总的来说，lie to me是一季不如一季了。一方面以Lightman为首的主角们的测谎水准越来越神话化，有从科学观察向神棍演进的趋势；另一方面，Lightman本人也越来越神经质且充满攻击性，某些时候让人觉得不太舒服。如果还有第四季，我要重新决定一下看与不看。。            
(5星)	 bye bye~            
(NA)	 没有第四季了~            
(2星)	    第三季里的Lightman，吊儿郎当的不行，游走在所有的场景里，看到一个人，就说出人家的心声，仿佛大家都是玻璃心肝水晶肚肠，比偶知女人心里的华仔更加游刃有余，比快如风疾如电的福尔摩斯更急不可待，没有剧情推进和情感的碰撞，空余一堆一堆如上帝般的预言和断定。            
(5星)	 剧情似乎越来越急促和偏离生活了，不过有四人组就够了。             
(NA)	 awesome            
(5星)	 我好期待啊。。什么时候有第四季啊？？            
(3星)	 我觉得唯一支持我看到第6集还能继续往下看的原因只有一个，善始善终吧。这季真TM烂。lightman越来越二，剧情也越来越没逻辑，L跟个神棍一样，跟第一季差的太远太远            
(5星)	 看着看着就停了，虐心            
(NA)	 好像又回到了第一季的水准。            
(4星)	 接触《lie to me》是英语课上时老师给我们看的，当时很震撼，还能有这种电视剧。一口气看完第一季。此后可能视觉疲劳了，而且对剧中的那种快节奏很不适应。现在陆续看了几集第三季，感觉还行，莱特曼越来越像超人了，对一些微表情的解释也少了。后续几集还是接着看吧            
(NA)	 怎么出到13集停了。哭。            
(3星)	 真的没以前的好看了=。=            
(5星)	 叔这一季不够无赖啊，英国佬的流氓范儿哪里去啦！            
(4星)	 cancelled by FOX...            
(4星)	 大叔就这样被砍了...            
(5星)	 5555居然被砍了........            
(4星)	 被砍了。。。            
(5星)	 我爱大叔~也爱他的EX！            
(2星)	 也许真不该看啊            
(4星)	 还是撑不下去了，我还挺看好Roth大叔的说            
(3星)	 Dr.Lightman这季有点太耍宝了。而且看到美女就上去搭讪。诶诶诶。            
(4星)	 竟然被砍，悲剧~~~大叔走好~~~~            
(2星)	 lightman的個人神經病秀            
(2星)	 我看不下去拉！！！！！！！！            
(4星)	 这一季比第二季好看            
(NA)	 ╮(╯▽╰)╭结束了米有4了            
(5星)	 它怎么就完了呢！不要呀~~~            
(NA)	 13            
(4星)	 虽然有点腻了，但是被砍还是有点不舍            
(5星)	 为什么LTM在偏离第一季轨道这么多之后我还是毫不犹豫的给了五星，就为了CG那戳死个人的暧昧啊！莱特曼终于承认你爱她了吗！整整两年等的头发都白了啦！第四季有木有真的不重要了，就算有也不是CG百年好合吧，肯定还是暧昧什么，不要看了啦！            
(NA)	 看我有毅力能看到第幾集……            
(NA)	 Let there be Lightman...最近都流行季末不留悬念了么...            
(NA)	 第三季开始太悬了。。。Lightman很萌啊            
(NA)	 昨晚看完了一季的nikita，并得知lie to me被砍的噩耗，苦盼的第四季最终演化做一永远未完成的幻灭，心中伤感泛滥，万恶的FOX!            
(4星)	 到现在，你们的感情还是如此隐晦。            
(5星)	 尼玛第四季啊啊啊啊啊啊啊啊            
(3星)	 Lightman变得很奇怪……            
(5星)	 一直等着新一季光博士和美妇博士的暧昧怎么发展下去，fox残忍地腰斩之，令我辈唏嘘不已。谁让收视率一路下滑呢。            
(3星)	 已经开始催眠了。            
(NA)	 很喜欢的剧            
(5星)	 谢特！居然被砍了，没有深度的人！！！！&gt;&lt;            
(NA)	 第五集，弃之            
(5星)	 缅怀Lightmen！            
(4星)	 演不下去了么、            
(5星)	 over了。。。            
(5星)	 第四季 第四季 第四季啊 第四季            
(3星)	 更喜欢第一部            
(3星)	 下坡路啊。后面不想看下去了            
(4星)	 不错的破案系列            
(NA)	 继续追...            
(NA)	 前两季还好，但当剧情陷到主角永远正确的时候就开始放弃了。话说主角女儿很可爱的。            
(3星)	 感觉不一样了。。。他们俩还不在一起！还来了个女警，搞什么！？~没看完，但我终于放弃了~            
(4星)	 好吧！接着看            
(5星)	 还是一如既往的支持。。。            
(4星)	 第三季就审美疲劳了            
(2星)	 只有第一季 引人入胜。。后来就不行了，第三季完全看不下去啊            
(2星)	 一季不如一季            
(5星)	 你的一切，都写在脸上。            
(5星)	 再见cal。            
(4星)	 没有前两部好看。有点厌倦Lightman的一贯作风。            
(4星)	 被腰斩了。。            
(4星)	 不记得看到哪儿了啊            
(4星)	 可分开观看每集，基本上每集一两个事件，加上同事、家人的插科打诨，以及莱特曼的泼皮无赖模样，造就了本片的魅力。            
(5星)	 真是后遗症很强的剧啊 看完就一直臆想着            
(3星)	 我也觉得，特别不喜欢大叔和那个女警察，还以为他和博士，唉……期待第四季            
(5星)	 卡爷卡爷！！我心里奔跑的大叔            
(4星)	 结束的太草率。我深深爱着foster那句话，call me if you need.            
(3星)	 后面的空间越来越小了            
(4星)	 唯一看完整的美剧~我觉得不错！            
(4星)	 天啦！！！去他的FOX砍掉了！！起码拍完第四季把他们恋情说清楚啊            
(3星)	 没前两季好看了            
(5星)	 哈哈，忽然之间全世界都跟扎克过不去，难道仇富是人类通病？            
(5星)	None
(3星)	 过于胡扯            
(3星)	 看来看去还是那样……就只剩下看几个主要任务之间的小互动关系了~很喜欢lightman和emily之间的父女情，和foster之间的同事、暧昧关系，还有以欺负locker为乐……            
(3星)	 彻底看不下去了            
(3星)	 审美疲劳了            
(5星)	 为嘛 只续订半季 这么好的剧 还有没有天理了  glee那般的幼齿剧 还有各种不靠谱的剧 屹立不倒 集集都有 偏偏是这种耐看的剧暂停了 受不了鸟            
(4星)	 每集一个case只有一条主线，感觉确实不够有惊喜。比前两季差了点味。虽然家庭的味更重了些。            
(4星)	 这剧没了，我就修改成看过了...            
(4星)	 第三季开始有疲软的现象了，不知道编剧在剧情上还会不会有创新.            
(4星)	 这一季有稍稍回暖的感觉，但配角无特色还是硬伤，可能不会有第四季了。            
(NA)	 什么时候续片啊啊啊啊啊啊啊 聪明人就是有资本痞！             
(3星)	 弃坑- -            
(NA)	 越来越疯癫            
(4星)	 终于，你还是被砍了……纪念一下……            
(4星)	 矮油。还是轻松点好啊亲。。。            
(4星)	 原来还有一个那么恶心的名字啊 千方百计...怎么说 行为学分析这种很吸引 不过太神化了..我还是坚信行为可以掩饰 心理却不能掩饰            
(NA)	 赞            
(5星)	 fantastic！            
(5星)	 这一季好多Cal与女儿之间的事情 真心喜欢阿~            
(4星)	 很爱大叔            
(4星)	 第三季有很多团队合作的地方，更多Cal Lightman的小聪慧            
(3星)	 大叔越来越痞，Kelli Williams一如既往风采照人。            
(4星)	 期待第四季            
(3星)	 就这么被砍了……            
(4星)	 越来越像lightman的独舞show。为了小艾，多给一颗星。            
(NA)	 越来越让人失望！！！我现在看完全是因为对第一季的好感在支撑着            
(4星)	 你怎么就被腰斩了呢            
(4星)	 Why why why~~~每季怎么都那么少呀~没看够呀~~~终于有点眉目啦~~~Lightman终于说实话啦~~下一季会怎么发展呀~~快快出来吧~~哦~我咆哮了~！            
(3星)	 还不更新。。越来越弱。。在我心里快赶不上灵书妙探了。。            
(NA)	 迷人~            
(3星)	 a meaningful ending.            
(3星)	 我一定要等FOX把它砍了才看吗……            
(3星)	 到最后总是有pattern            
(3星)	 第三季并没有延续第二季后面的强势，所以，就这样，只有13集草草收场……嗨……失望！            
(4星)	 居然被砍。。。囧            
(4星)	 坑爹的            
(5星)	 我想知道第四季什么时候出到底...            
(4星)	 admire the british accentenjoy the reasoning and logic partthough sometimes it can be a little violent and bloody            
(4星)	 赞            
(5星)	 期待第四季，不知道还有没有了            
(3星)	 追了三季的剧，Fox要砍掉总归有点心痛。但是的确越来越不出彩了，剧情设置到人物背景甚至观众最在意的行为心理学的相关内容都甚少。            
(NA)	 复试完后疯狂看！            
(3星)	 情节变弱智了幸好Em还是很可爱，最后一分钟保证了我下一季还得追，GillianKal你们折腾死了……            
(5星)	 The truth hurts            
(3星)	 Tim Roth快成为我最讨厌的男明星了……牛逼，你把一个电视剧演成这样……            
(2星)	 怎么越来越差了？我都有点看不下去了            
(4星)	 故事性强了，科学性弱了            
(5星)	 可惜被砍了            
(4星)	 最有爱的是每集最后两分钟的父女时光            
(4星)	 少了个喜欢的FBI,而且主角也有点神经            
(4星)	 要不是为了tim roth ，LTM到这里，真是越来越看不下去了。。。编剧要是再不然calian组合在一起，我掀桌啊！！！！！！            
(4星)	 第三季确实是没前两季好看            
(4星)	 从前两季的每集两个案例改为一个案例，节奏就显得慢了很多，为了填补这个空白，加入了主角的心理线。于是我们就看到了大叔一边忙着看懂别人，一边挣扎着做自己。            
(5星)	 很好，在现实生活中我们也需要学会观察别人的微表情这样办事起来往往事倍功半            
(4星)	 一季不如一季  但是还是追下去了 情节明显不如第一季紧凑有意思             
(4星)	 故事情节什么的好了一点……但是Lightman越来越流氓的行径让我很不满意，虽然这是他个人魅力，虽然大叔内心很好的……            
(5星)	 冲着最后卡尔对吉莉安的表白和小暧昧，给五星            
(NA)	 第三季多少开始有点松懈和散乱了，Cal和Gillian的关系也越来越别扭----呃，编剧大人开始木料可抖了？            
(4星)	 感觉比第二季好。但剧集多了题材难免重复。但是这季居然至于13集，莫非要被砍了？            
(4星)	 仿佛没有第二季好看但是第二季让人看得恶心            
(NA)	 好看            
(NA)	 偶有亮点，但基本上编剧总是掩盖不住一股弱智的气息。浪费了男主角啊。            
(3星)	 没有兴趣了            
(NA)	 你怎么能不出了啊！大叔，就喜欢看你吊儿郎当的样儿~            
(NA)	 开始劲头蛮大，现在。。疲了。。。            
(4星)	 第三季才开窍简直太晚了！！！！loker多有爱！！            
(3星)	 Lightman依旧这么自以为是，到处惹祸。。            
(3星)	 到了第三季就没什么新意了            
(5星)	 人一生尼玛要撒多少谎才够            
(4星)	 桀骜，恃才放旷，好爸爸，烂情人的男主。人家很爱看他蹂躏locker。连同女儿一起蹂躏locker。嗯嗯嗯~            
(5星)	 等待第四季。            
(NA)	 喜欢啊  大叔。。。            
(4星)	 一季十三集有点少....lightman            
(3星)	 必追的变成随便看看。。            
(4星)	 lightman,你为嘛不跟foster好好在一起？            
(3星)	 演变成单个案件推进了，期待第四季能力挽狂澜。            
(3星)	 觉得还是第一季比较好             
(4星)	 怎么变成推理片呀，关于面部表情的讲述越来越小了。最后，导演你确定那是SEEKOUT而不是东之伊甸？            
(4星)	 期待新一季 編劇會有所突破 不要讓這部劇乏味可陳啊            
(5星)	 Dr.Lightman~            
(5星)	 cal 的眼神实在太痞 可是我爱他            
(NA)	 此大叔…流氓加痞子~不过依然很有爱~            
(5星)	 私以为这是最好的一部            
(4星)	 大叔越來越裝瘋迷竅了            
(4星)	 其实挺老套的            
(NA)	 看了两季，看不下去了、            
(4星)	 终于肯承认了！！！太不容易了！！！What r u waiting for? Dr.lightman？Gillian was a amazing woman！！！过了这村没这店了~但是，再也没有了            
(5星)	 cbs别犹豫啦!!快出第四季吧!!!            
(5星)	 updage episode 13            
(5星)	 从在看到看过……唉……            
(4星)	 剧情开始狗血，莱特曼终于在花花世界发现对吉莉安的爱了么            
(4星)	 如果继续拍，还要看下去。            
(5星)	 要不要这么好看啊            
(3星)	 第三季拖了老久終於看完了。只是因為美音聽的太多，想聽聽tim roth的英國腔。            
(3星)	 第一季还算新鲜，主要是谎言的特征啊 面部表情啊， 弄得玄乎乎的。后来案例没太大吸引，所以就没有跟进了。相比较而已 还是喜欢超感警探的金毛大叔~~            
(5星)	 但是已经不跟了            
(5星)	 情节不好编了 尽量努力生存            
(4星)	 还是第三季的发型显得年轻一点~对Cal的历史越来越好奇 最后一集果断很亮 坐等第四季Orz            
(5星)	 等了很久没更新才发现maybe剧终了            
(4星)	 这位英国痞子很招人烦，也很可爱。            
(5星)	 巨好看            
(4星)	 冲着大叔去的~            
(4星)	 你终于承认你爱她了。            
(5星)	 就是听 都值得推荐！英式情调！！给力！！            
(3星)	 tim roth的表演可圈可点，除此之外，编剧能不能有点新意            
(5星)	 说砍就砍了            
(4星)	 比前两季怎么感觉有点混乱            
(NA)	 个人认为，Cal对Em的爱是演绎得最真实饱满的。尤其在几个年青人误入歧途后引发的案件中，很有警示意义地告诉我什么叫做“蝴蝶效应”！            
(5星)	 不知道为什么总觉得lightman好剑啊，特别是走路的时候            
(4星)	 之后好像没有了            
(5星)	 海上钢琴师老了            
(5星)	 其实能不能打四星半 看久了 剧情还是会没诱惑跟下去  只是大叔的魅力太强了！！             
(5星)	 紧张之余不失轻松幽默的氛围，喜欢。。。羡慕小艾有个这样的老爹。。。期待第四季。。。            
(4星)	 为什么被砍，大叔！            
(5星)	 大爱！！！            
(3星)	 感覺像Tim Roth的獨角戲……應該是Team Work更多些會更好看……            
(3星)	 开头还挺新鲜的，到后来就美少女战士式的重复~            
(4星)	 还可以学到很多单词。            
(NA)	 後來就編劇編的不好了~            
(5星)	 喜欢这部 最近老是在研究人的肢体语言学 ╮(╯▽╰)╭典型的中毒症状            
(2星)	 弃剧了。            
(4星)	 lie to me虽然什么都没学到，也不知道是真的假的。可是蛮好看的还            
(4星)	 还是喜欢前两季..            
(NA)	 当做娱乐吧，挺有趣的            
(2星)	 最牛的就是剧情循环往复无穷匮矣，叫人哈欠连天。 除了靠观众对这片子的情感惯性，第三季还有什么？            
(5星)	 看完之后有影片后遗症，嘿嘿            
(5星)	 中国人 好像 不那么            
(5星)	 很好看~~最先看着觉得有点把主角超人化了，到第三季的时候，感觉现实点了~~~            
(5星)	 正在看，挺好看            
(NA)	 那层纸几时捅破            
(NA)	 怎么就没了呢..哎哎哎...            
(5星)	 这部剧就是一点好处，看完第一季那是经典后看那一集差不多都可以看懂 所以追的不是那么累、、、、不过我看第一集我就深深的稀罕上了那个有点颓废的孩子、、、漫不经心的一句话就可以看出那么多 还是心理学比较好            
(3星)	 well, some disappointed            
(3星)	 好好的剧被男主给毁了            
(5星)	 人肉测谎机，让我很着迷            
(3星)	 没有之前两季好看~！            
(5星)	 太~~~~~拽~~~~~~~~了~~~~~~~~~~            
(5星)	 小p 上下了一套··            
(NA)	 我还每周等着等着，谁知道原来已经停了= =            
(3星)	 主线不够明显、连贯。            
(5星)	 真的很喜欢很喜欢，，，            
(4星)	 Lightman13集有够变态~            
(4星)	 怎么看都不厌            
(NA)	 豆瓣评分竟然有8.2，我都震精了~            
(5星)	 还是觉得第一季最好看            
(3星)	 lie to me第一季真是惊艳到了第三季，感觉是因为习惯了而一直继续追……            
(4星)	 怎么舍得每次都把女儿放进来            
(4星)	 其实有点受不了他的神经质。。。。没有H大叔可爱。            
(NA)	 超喜欢！            
(5星)	 还行吧哈哈~~~cal和gil怎么还不在一起。。。。。            
(4星)	 终于看完了，就是感情线索一直很模糊。最后也没有在一起。其实这样的女人是多么可贵！            
(5星)	 放荡不羁的男人，往往充满魅力            
(4星)	 还是为了TR。            
(4星)	 虽然比第一季差了好多，但还是保持着扣人心弦的剧情和美剧的爽快感            
(4星)	 后面几集有点潦草，莱特曼跟他女儿的互动有点意思。            
(4星)	 第三季不是很给力！~~            
(4星)	 非常喜欢那个女警察            
(5星)	 说真的 比前两季好看哦~            
(4星)	 最后纯粹是为了看foster了。。            
(4星)	 木有第一季好~            
(4星)	 继续拍吧。继续拍吧。继续拍吧。大叔控~~大叔的调调还是很好的~            
(4星)	 像小疯子一样的Cal            
(3星)	 第三季编剧明显江郎才尽了。。。            
(3星)	 fox都砍了 于是算了= =            
(5星)	 追追追到第三季结束了，好辛苦，好兴奋            
(5星)	 结的挺仓促的            
(NA)	 比起前两季，说实话是差了些什么。不过被砍还是很舍不得啊，希望能回归。            
(4星)	 当小艾问lightman是否爱朱利安的时候我湿了眼眶            
(5星)	 我說，你兩就從了彼此吧～            
(4星)	 连我都看出来质量下降了，哎，等s4，希望能出彩。            
(4星)	 lightman和foster会在一起吗？我希望他们还是保持好朋友的关系。locker的戏份开始多过torres，但还是像花瓶            
(3星)	 消遣一下吧~            
(3星)	 缺乏新意            
(3星)	 我也觉得第三季不对了…            
(4星)	 播到第三季的LTM最终逃不出狗血剧情            
(4星)	 越来越怀疑男主的骨骼有问题            
(5星)	 是需要PE的系统才能看得懂一点点的，平时就当练听力吧            
(NA)	 看的我好累。。。故事很混乱            
(3星)	 第一季看的津津有味，第二季就有些鸡肋的意思，第三季坚持到03果断弃之。            
(2星)	 S3就是一个老男人装疯卖傻。。唯一值得看看的是Emily和他老爸之间的互动。。但愿别有第四季了。。            
(4星)	 没了，没了，没了，要哭了            
(3星)	 没前两季好看。。            
(5星)	 大叔你什么时候再出现？？            
(4星)	 一连看了三季，也许是麻木了，感觉没有一开始那么好看            
(4星)	 最后几集时隔一年后终于看完啦！·结尾感觉好像没完呀！~loker长得真是我的型！            
(3星)	 比较前面两季，有点小失望            
(3星)	 刚开始看还被吸引 后来发现都是一个套路 最喜欢lightman 和他女儿的关系 好有爱~~            
(4星)	 啊哈！            
(5星)	 你们就别虐了，在一起吧在一起吧！            
(NA)	 停了一个月再接着看，觉得不怎么样了……            
(3星)	 第三季里lightman傻了么。见一个爱一个- -            
(3星)	 看多了就是一个味道了            
(4星)	 第三季明显比前两季精彩多了            
(NA)	 又结束了，Lightman……期待你的归来            
(5星)	 最爱！超赞~            
(5星)	 啊越来越歪了。            
(5星)	 怎么都觉得seekout和东之伊甸这么像呢            
(4星)	 还行            
(3星)	 演得形散，追得心散，越来越杂乱，只是凭到惯性看完的S3……只是就这么完结了还是有点不舍得。            
(NA)	 引人入胜...            
(NA)	 很喜欢这个大叔，可惜砍了            
(NA)	 简直一般了，还是穿插着来好玩儿。            
(5星)	 期待第四季~            
(3星)	 越来越感觉Tim在里面演的像个痞子……            
(4星)	 打发时间看的，因为主演都一把岁数了，就有些心理的小推理还蛮有劲的            
(5星)	 大爱lightman！！            
(3星)	 兴趣越来越弱。。            
(5星)	 Lightman大叔的英国腔真棒            
(4星)	 1900 你还是那么囧            
(NA)	 看到S2E1没耐心了 不知道后面剧情走出惯用圈圈米            
(3星)	 S03E03，尸体的眼睛随着摄像机动了……当然不是因为这个三星的……            
(5星)	 就是喜欢这样的英国混蛋！            
(NA)	 有几集挺精彩的，lightman新勾搭上那女警一点都不美型            
(3星)	 第一季平平，还以为就没了呢，第二季开始好看一些~            
(NA)	 就看季头季尾集也不差什么, The social network都热到这里了            
(3星)	 第一季最好看。。。。            
(4星)	 虽然你越来越二，但不妨碍我喜欢你的口音~            
(4星)	 还行吧，反正一集一故事，一段时间不看也不会憋的难受，剧情挺紧凑的，而且每个故事都相对独立，不悲不喜看了也不影响情绪            
(4星)	 純粹追著TR叔叔跑XD LTM還是蠻好看的。            
(4星)	 第三季的海报真好看~~            
(4星)	 挺好的。。            
(NA)	 引用别人的话 喜欢cal嚣张的一摇一晃的走路姿势，和他那臭屁至死的眼神            
(4星)	 每周苦等更新 = =            
(5星)	 口水一下第13集 明显的矛头再次指向Zuckerberg Facebook的创始人 社交网络我还没看 不敢乱说 不过不得不同情一下这个史上最年轻的亿万富翁 就算他真的有过在身 还不到30岁的年龄就一而再而三的被世人指责 也是怪可怜的 何况还是个社交恐惧症患者 最后心水一下那个程序            
(3星)	 非常失望            
(4星)	 结束了……            
(5星)	 13集坎，算了，Cal最后那句话有伤到！@Home            
(5星)	 lightman 做父亲，你是当之无愧的第一；做测谎，你是世间少有的王牌；但做爱人，你是让抓狂的存在。            
(2星)	 我想放棄你。            
(5星)	 看到后来也就这样了。            
(5星)	 每次看到男主角都会让我马上想到一个人。            
(4星)	 完季了么……这一季确实不算精彩吧~不过值得推荐啊！~            
(4星)	 千谎百计这个名字翻译的太雷人了            
(4星)	 完全是为了Tim Roth看这部剧，刚开始看有点条件反射，看每个人都想分析是真话假话            
(2星)	 好好的亮点整没了，mark:e01            
(3星)	 大叔控，还不错，只是剧情太单一了以后就无聊嗯咯。            
(3星)	 个别几集还不错。            
(5星)	 我多想他是我老爸~            
(4星)	 跟着过来确实是没有什么新的看点了。。。            
(4星)	 第三季不值得打星，乱七八糟的            
(3星)	 就....看了第一二季之后顺势看第三季            
(4星)	 我喜歡tim roth啊~但素。。。這個劇真的看到後面都沒有新意了。。。tim，你真的不能演演正常點的角色嗎？            
(5星)	 彻底从科学沦为剧情了            
(1星)	 本来就是冲着前妻有可能回来勉强看看，13集后彻底不看了!砍吧砍吧            
(5星)	 坐等第四季            
(3星)	 ＣＳＩ　犯罪心理　等等　一系列            
(5星)	 不如之前的好看 不过还是很不错~！            
(4星)	 lie to me S3 13 亮点很多啊，小emily的叫声太搞笑了。 故事背景是从the social network来的灵感么？mark变成zach, 打扮也挺像。很眼熟的zach，终于找出来原来在the pacific里面也露过脸。            
(NA)	 L都向小Em袒露心声了，那么他向F表白的日子还会远吗？只能说期待第四季了……            
(5星)	 喜欢。            
(5星)	 最后说的话很喜欢，大概就这样结束了吧，太遗憾了……            
(5星)	 跟了这么多年了。麻烦继续给力的出第四季吧~            
(5星)	 比第二季强            
(4星)	 最后一集勾起了我的兴趣            
(4星)	 感觉不新鲜了            
(3星)	 第三季也完了，不知道是不是就全剧终了。            
(3星)	 看完第三季，觉得很难再挺到下一季了吧，值得一提的是本季最后一集影射的是Facebook啊。            
(4星)	 好看，不用多说！            
(4星)	 第三季结束，也不知道还有下一季吗。。。。            
(4星)	 我个人觉得比第二季好看~            
(4星)	 eight            
(4星)	 感觉没前两季那么好看了。我又没有说过很喜欢片头曲……第10集里，绯闻女孩里S的其中一个男友有出演~            
(5星)	 貌似被砍了，遗憾啊遗憾            
(4星)	 no,i mean,really love her?yeah.well,what are you waiting for?i don&#39;t have an answer for that one,love.我特么就是追了部爱情剧的温情大结局么TATYADA!!!            
(5星)	 兔兔鞋还是很可爱的~            
(4星)	 果然还是第一季最好看            
(NA)	 大叔上火了。。。。。。            
(5星)	 great            
(3星)	 弃剧            
(3星)	 被弃太正常了....            
(4星)	 大叔增增有魅力~~            
(4星)	 第三季只有12集就完了。并且没有第四季。。            
(4星)	 fin.            
(3星)	 是我自己没兴趣了..和这剧没关系T  T....            
(3星)	 再没有萌点实在是追不下去了啊....!!!!            
(5星)	 满分  ！！！！！你们要一直演下去！！！            
(5星)	 快出第四季阿混蛋            
(5星)	 keep LTM~            
(4星)	 最后一集看得我那个内外伤啊！说不出的苦涩啊！要是没有第四季我还要不要活了啊！！！！！！            
(4星)	 那么不错的片子居然被砍了            
(3星)	 还能看吧 不知还有没下一季            
(5星)	 我的魅力老男银魅力之行就这么终结了。。            
(2星)	 弃了            
(5星)	 一个很随意的眼神，一个平常的表情，一句如同的话语，他都可以看得出你在或不在说谎，真的是很神奇，很好看。            
(NA)	 砍吧砍吧砍吧，别回来了 = =            
(4星)	 谢谢你彻底扭转了我容易相信别人的性格            
(4星)	 越来越无新意了。            
(4星)	 lightman大叔也有可爱的时候嘛 最喜欢看他和他loli女儿斗嘴了            
(5星)	 又一部引人入胜的美剧            
(5星)	 你就和foster在一起吧            
(3星)	 习惯性追集而已...            
(5星)	 我咋觉得主角是个装B的小老头呢？            
(4星)	 挺好看的 有的时候还是能有出人意料的感觉 不错~ 真喜欢lightman啊·            
(3星)	 pattern了啊啊啊。。。            
(3星)	 结果，还是废了啊。。。            
(4星)	 第三季，总体感觉是家庭疗伤时间，幸福的家庭总是相似的，不幸的家庭各有各的不幸。            
(5星)	 哎，被砍了。。。其实后面是每况愈下了，没有以前双线并进的精彩，不过是真的很想看gillian啊！他俩还没交代呢！            
(2星)	 MS编排变弱了            
(5星)	 起初是因为男主角，越来越喜欢了。            
(3星)	 说实话我已经厌倦了。已经追了2季就没有以前的惊喜了。看了3集，我还是放弃吧，追剧可能真的不适合我。其实真的觉得lie to me只需要一季就足以给人惊喜了，一直拖下去只是最后被沦为糟粕为什么编剧就不懂呢。            
(5星)	 没法看完了。            
(4星)	 剧情也就这样了，看看人也是不错滴╮(╯▽╰)╭            
(5星)	 第三季质量很好            
(5星)	 后来仔细想想，并不是喜欢每集的剧情，就是喜欢这几个人物生活在你身边的感觉，看柯南看十年的也会明白这个感觉，剧情案件都其实无所谓            
(4星)	 看了几集，觉得没啥趣味。不是我的菜。还是看猫鼠游戏比较有意思            
(3星)	 看不下去了，千篇一律的独角戏            
(2星)	 看到第三季就看不下去了，和前面两集差好多            
(5星)	 非常好的一部探究人心理行为学的美剧，情节很吸引人，继续往下看，很多事人撒谎时的表象，一切都反映在面部，神秘，有趣！            
(5星)	 虽然男主角是英国人，发音上很不同，但是这个片子很有吸引力，学到了很多，但是也吓得我不敢出门了。。。因为觉得每个人都在说慌            
(5星)	 第二季都能挺过来，第三季一直很精彩，真想不到居然被砍啊~~            
(4星)	 让不少人看完片子盯着别人瞎琢磨~你以为你是谁啊            
(5星)	 好看好好看            
(3星)	 还是最中意第一季            
(4星)	 要弃了。。。            
(4星)	 我很喜欢看啊，居然被砍了，太失望了~            
(4星)	 话说大叔的女儿很萌丫话说福斯特和特雷斯越来越漂亮了话说大叔越来越有魅力了。            
(5星)	 好评！            
(3星)	 这一季看得真不爽。            
(2星)	 坚持看到第六集            
(5星)	 期待第四季~~~~~~~            
