http://movie.douban.com/subject/2140064/	栋笃神探
(5星)	 就喜欢看蔡少芬神经质的傻头傻脑，就是喜欢黄子华一脸不正经，正经起来要人命，就是不喜欢这个结局，搞什么？            
(NA)	 好耐之前睇过，宜家睇翻依然咁搞笑            
(3星)	 75分。案情弱智得要命。办公室厚黑学倒是学到了一些。 史高拔好可爱啊啊啊~~~            
(4星)	 结局怎么是这样呢.,一点都不好，哭~~~            
(4星)	 黄子华的戏，怎能错过~和蔡少芬这只长脚螺丝配合的真好~结局太悲惨了些~剧情不够好，这些案子太简单了。他们两个的斗嘴戏很好玩~            
(5星)	 子华啊            
(5星)	 虽然补了HE结尾~还是觉得郁闷的好看的喜剧~~~~            
(5星)	 感觉挺老的片子，里面卖保险的口号让我很无语。。女主真是倒霉，一天碰到男主四次，涉及的案子一次比一次衰。。两个人在一起很可爱。            
(5星)	 其实这里面所有的案子破的都挺幼稚的 要不是Ada和黄子华你可能不会觉得那么好看 看到最后一集莫作栋死掉 编剧你实在太残忍了 多好的一部喜剧啊 就这么给你写没了            
(5星)	 黄子华！            
(NA)	 莫作栋最后个po就叫薛定谔的猫啦            
(4星)	 复习一遍            
(4星)	 无限接近喜剧的悲剧。蛮特别的一部港剧。港匪片也看了不少，很想mark一下这部。            
(5星)	 经典            
(4星)	 而家翻叮对于侦探剧觉得有点闷,好多剧情重复又再播过,不过系破案必播之路,主要都唔系睇距点破案 系睇栋笃笑~            
(NA)	 搞笑悬疑和杯具 一个都不能少            
(5星)	 先栋笃后神探            
(5星)	 最后的结局太狗血，受不了，喜欢黄子华演的角色都很love            
(4星)	 赞~黄子华大赞~            
(5星)	 经典，无法超越啊。            
(3星)	 居然是悲剧。。。            
(4星)	 女长人短脚仔 欢喜冤家什么的太有爱了 我都想要一个莫作栋！！！            
(5星)	 最近翻看了一次，还是很好看            
(NA)	 很久前看的 剧情有点忘记 记得蔡少芬拿着一把超迷你小剪刀那幕很搞笑哈哈哈哈哈            
(NA)	 很好看，值得一看再看，是黄子华的电视剧里最喜欢的一部，可惜没有续集            
(4星)	 黄子华和蔡少芬超搞笑！            
(5星)	 很喜欢，ada和黄子华演的太好了，配角也挺出彩。            
(4星)	 子华好残忍啊~明明是喜剧~干嘛要那么惨的结局。。。            
(5星)	 一口气看完的            
(4星)	 结局真是...就算后来又补了个HE，但也觉得..唉...            
(5星)	 很好~            
(4星)	 哎，怎么会这样结局            
(5星)	 案情就可以啦，有点夸，不过很搞野            
(5星)	 这种结局港剧好像不多            
(5星)	 开始是没心没肺地乐，后面是一把鼻涕一把泪            
(4星)	 結局再拍就畫蛇添足            
(5星)	 大爱诶。。。ada贱得太可爱咯            
(5星)	 看子华的任何一部剧都会爱上他吧。。看过绝代找来这个看的 太帅了T T 台词太绝了 全身都是HHP吗我。。。“只要系我中意的，无论他没钱又好，样衰都好，吃东西不给钱、送人又没车的，我都会觉得好。”最动人表白之一            
(5星)	 黄子华先生！~            
(4星)	 黄子华大叔            
(4星)	 空空介绍的~~~最后哭了            
(5星)	 从开播的时候就开始看了，种种原因今天终于全部看完了。让我想起了妙手仁心，也是一个人等另一个人醒来，醒来了却还是失去了……            
(5星)	 贱贱的子华总要配个辣辣的美女！！！            
(5星)	 笑到残，结局却是个BE，而且还有两个结局呢            
(5星)	 轻松 愉快            
(4星)	 喜欢黄子华和蔡少芬，不过最后他到底是不是翘了啊！！！！！！！！！摔！！！！！！！！！！！！！！！            
(NA)	 结局很震撼。            
(4星)	 狗屎的结局。            
(5星)	 = =。。。            
(5星)	 混蛋悲剧...... 悲愤悲愤悲愤！！！！            
(4星)	 案件太简单。。就为了看黄子华，忍了。            
(5星)	 黄子华和蔡少芬的新鲜合作成了最绝配。很好笑，很好玩，唯一不好的就是结局伤人！            
(5星)	 莫作栋啊莫作栋，            
(3星)	 有宁刚老好看看了点，哈戆。。。案子啊老戆，黄子华到还可以，有点调调在，虽然啊老难看。。。            
(5星)	 好看！！！            
(5星)	 电视剧本身给四星，最后一星给黄子华~无力抵抗~~            
(4星)	 这对CP有爱死了            
(NA)	 好玩儿            
(5星)	 就是看这个爱上黄子华的            
(5星)	 对于结局的狗血无法接受            
(5星)	 子华！            
(5星)	 為嘛加個完美結局 一點都不配了            
(5星)	 前段时间又把这部片子翻出来重温了一下，还是很喜欢看。黄子华的几部电视剧还是比较好看的，还有当年的跟郑裕玲的男亲女爱            
(5星)	 翻煲一次。最后有点狗尾续貂。不过人物性格几塑造得几好，蔡少芬演出不错。            
(3星)	 对结局印象深刻            
(NA)	 好嘢            
(5星)	 很好看             
(NA)	 相当惊艳好看            
(4星)	 黄子华。嗲。            
(4星)	 黄子华真是活宝吖~~没想到一直搞笑到倒数第二集，最后居然是悲剧            
(5星)	 李惠惠对詹沾说 你可不可以和我一起吃奶酪火锅 把手放进酱汁内 然后用嘴添干净呢 也就是说 我喜欢的男人是和他在一起时可以无拘无束 喜欢做些什么就做什么 也就是说只要我喜欢 不管是他没钱也好 样子讨厌也好 吃过东西不付钱 送人回家又没车 我觉得好...            
(NA)	 最近忽然对黄子华的戏有点兴趣~            
(4星)	    很搞笑。            
(4星)	 真可惜，作栋死了            
(5星)	 非常好            
(5星)	 子华的剧必看，Ada表现极佳。接收不了这样的结尾，但不希望改变什么。悲剧比喜剧更让人难忘。            
(4星)	 莫作栋最后一躺，扫去了剧集的俗套。该剧的成功在于成功塑造了一个幽默机智的男主。            
(5星)	 黄子华：若要人不知,唔好太低B             
(5星)	 有黄子华的电视剧一般都很幽默搞笑，很喜欢他演的，这部也很棒~剧情            
(3星)	 刑侦剧，就是结局有点囧！            
(5星)	 脱力派            
(5星)	 有没有搞错！！搞笑了24集，最后一集你给我玩反转！！非得让人哭不可是吧？！！            
(3星)	 蔡少芬一出场简直绝倒没黄子华一定看不下去            
(4星)	 好中意ada同埋黄生~            
(NA)	 看完了，剧情一般，黄子华很搞笑，但是他的衣着形象太恶心了，好几部电视剧都那个形象，换一下就好了            
(4星)	 结局太SAD扣一心，都笑够24集了嘛，坏心编剧为撒不让笑到底，最后一集太SHOCK，桑心。。。我钟意的男人是和他在一起时可以无拘无束。 钟意做咩就做咩。 只要是我钟意的。 不管他是没钱也好。 样衰衰也好。 吃东西不付钱。 送人回家也没车。 我都觉得好。    %&gt;_&lt;%　            
(5星)	 搞笑！！！  太好看了            
(4星)	 大爱黄子华            
(5星)	 很好看！            
(NA)	 结局怎么能是个杯具我擦            
(5星)	 我爱子华！            
(5星)	 还想再重温一遍            
(5星)	 贱人莫 猥琐黄 我好喜欢~不过就是想要一个在他面前想干吗就干吗的 男人做靠山！            
(NA)	 ？—2011.2.3            
(5星)	 我爱男2....            
(3星)	 心水子华~            
(3星)	 主演是有多亮！！！剧情是观众带着罪犯看莫探员如何倒叙找凶手。。。            
(4星)	 这绝对是黄子华的个人秀，绝代商骄和这里连着看的，发现他演的戏都不用换衣服，原汁原味看演技。结尾是有些悲，很生硬的悲。            
(4星)	 因为有黄子华            
(4星)	 一口气看完。。为什么结局会这样。。！！！            
(5星)	 三遍  三遍！            
(5星)	 在我看过的港剧里排前3了            
(5星)	 极品啊            
(5星)	 是说喜剧到最后有多难啊！！！TAT            
(4星)	 MLGB烂结局。            
(5星)	 若要人不知，唔好太低B！            
(5星)	 黄子华！！！            
(5星)	 读高中时，一个好朋友介绍我看的。。            
(NA)	 这部片子是真好看啊真好看。            
(5星)	 唉，终还是看了个unhappy ending的版本            
(5星)	 看了几次了......            
(5星)	 如果不死就好了～            
(4星)	 用两天时间重温。记得主角的结局很让当年的我揪心。            
(5星)	 魏俊杰在里面在普通话好好玩。而且发现唐文龙也是大帅哥            
(4星)	 黄子华黄子华！            
(3星)	 黃子華來來去去都是那個表情            
(4星)	 虽然有跳跃搜查线的影子，但还是港剧中的佳作            
(4星)	 拍足廿五集喜劇來個這麼個結局，真是= =讓程至美醫生幫你開腦嘛~不過被程醫生救番都是死，算了吧還是……            
(4星)	 黄子华！            
(5星)	 三个人都很有喜感。。。笑死我了。。。            
(5星)	 剧情不记得了，看 最后一集时我哭了            
(5星)	 顶得住华哥气场嘅女实在係人才。。            
(4星)	 笑中带泪，不明白娘为何姗姗转身，后面有不矜持地弄了个黄昏恋粉丝，可是蔡少芬和黄子华的对手戏还是很爱的，港女本色与羞羞男的破冰之旅。结局惨了点。            
(5星)	 是黄子华的都推~            
(NA)	 哇哇 子华~~~            
(5星)	 你眼神发散的那一刻 我的世界也静止了。。            
(5星)	 黄子华太可爱了啦啦啦···~\(≧▽≦)/~            
(4星)	 当年看的无比起劲的一部剧啊             
(3星)	 有点无厘头，剧情一般，ADA与萝卜欧的戏份都很好笑，莫探员有很多金句！最后的感情戏不错            
(5星)	 黄子华还是那么有才            
(NA)	 其实大团圆的结局，就是在最后黄子华出现在婚礼上啦~~~因为观众都喜欢团圆滴结局啊~~~            
(5星)	 很喜欢黄子华的电视剧            
(3星)	 虽然这些案子很简单，谁都能破，但却拍得很好看。。。一点也没有觉得太简单了。。。有什么好看的想法。。。。这两个人的搭配还是蛮不错的。。。            
(4星)	 好男人典范            
(5星)	 男人吗 样貌真的不是很重要  所以说黄子华和蔡少芬真是演技派又有魅力的说但是这不是个喜剧吗 怎么还死人╮(╯_╰)╭太过分了            
(4星)	 唯一完整看的一部连续剧 直到结束十分钟前我还以为我看的是喜剧版本            
(4星)	 虽然没有男亲女爱给力，但还是很好看啊……黄子华太有才了            
(5星)	 最适合蔡少芬的剧~喜欢黄子华            
(4星)	 黄子华演感情戏受不了            
(3星)	 彻头彻尾的师奶剧，看在结局不错加一分！            
(4星)	 和黄子华搭戏的女主总是有种很市侩的气息，不过效果还是欢乐的，尽管结局不是            
(3星)	 就破案剧来说实在一般的，但那个结局为什么要那样！！！            
(4星)	 蔡少芬果然是近视眼，带了隐形眼镜演技还是演的像近视，黄子华太有才了，原来他演电视剧都不用换衣服，够牛的            
(4星)	 看过这部剧的人无疑都会中意黄子华和蔡少芬，真的是演技撑住了场，里面的案子基本是一眼就能看出，是香港探案剧的一贯风格，但是他们两却演绎出了不同的味道，中意！！！还有唐文龙的Jame也是相当的帅啊！大爱！！！            
(3星)	 我图你什么？图你帅还是图你有钱？还是图你顺路搭顺风车？我图你神探，就会抓贼？你这没用鬼，腿短又哮喘。。。             
(4星)	 结论：黄子华的女主角都是“泼妇”            
(5星)	 第二遍没第一遍的感觉好。            
(5星)	 看过很久，还一直惦记着莫sir···超级喜欢慧慧表白的那一段            
(4星)	 减压首选            
(4星)	 喜欢他啊~            
(4星)	 最后结局好美，配乐也很赞            
(4星)	 当tvb的破案在刑事侦缉档案达到一个top之后，后来陀枪师姐和谈判专家也已臻顶峰，所以关键是看男女主角有无性格和配音了我相信杜燕歌和苏柏丽当然也信任黄子华和蔡少芬            
(5星)	 翻睇还是很搞笑            
(3星)	 表示案子很无聊            
(5星)	 我好中意黄子华！            
(NA)	 最好的港剧            
(4星)	 可惜了结局            
(NA)	 &#34;有两个版本的结局啦，后来收到83宗投诉，所以后来有播出大完美结局的片段&#34; -----好像看到圆满大结局`` 莫探员不要死啊`` 没人歧视你哮喘的,你很好玩的....            
(5星)	 黄子华！！！绝了！            
(5星)	 蛮欢乐            
(4星)	 黄子华的栋笃表演,配上蔡少芬的泼辣,绝!            
(4星)	 子华，偶像啊            
(4星)	 别死 别死 我相信你一直没有病发            
(5星)	 子华~            
(3星)	 虽然蛮搞笑的，但是看不下去，哎            
(5星)	 莫探员。。。            
(5星)	 最喜欢子华兄的戏~~~哈哈，够搞笑。            
(4星)	 比较喜欢黄子华的幽默。            
(5星)	 搞笑。            
(4星)	 比起《男亲女爱》，更喜欢这片。莫作栋，瘦削、哮喘、体力差、小气、爱贪小便宜、爱蹭车、爱蹭饭，更谈不上有什么风度。但他的洞察力、他的才能、他的风趣，足以将所有缺点忽略。杯具的结尾，更加凄美些，其实没有必要再大团圆。慧慧一直是我喜欢的性格，越挫越勇，不是什么高大的坚强，却因真实打动人            
(4星)	 结局太悲剧了            
(4星)	 为什么是这样的结局。。。。            
(4星)	 挺搞笑的 虽然结局很俗            
(5星)	 黄子华的每一部都很经典~~            
(4星)	 为毛要死掉呢！？编不出来了吧！            
(4星)	 黄子华。。            
(5星)	 搞笑过了这么多年还是记得            
(5星)	 最好，没有之一~不解释            
(5星)	 既搞笑剧情又好，大爱黄子华。            
(4星)	 不错，挺搞笑，喜欢ADA真的是敢演啊！~这么13的角色也演得出来！~            
(4星)	 结尾还是很出乎我意料的  也算亮点之一吧            
(5星)	 喜欢黄子华……结局很那啥            
(5星)	 最近很喜欢黄子华~~~            
(4星)	 欢乐的侦探片，没想到蔡少芬也很有搞笑天份，只不过那个结局让我那郁闷            
(4星)	 午餐肉丁的血泪。            
(5星)	 好看            
(5星)	 就算多看几遍李慧慧跟莫作栋还是没能在一起╮(╯▽╰)╭  有的人还是不能理解我为啥这么爱这部剧            
(5星)	 i love u~Romeo~            
(5星)	 又看了一遍,TVB神剧之一,好像另拍了个完美结局,但是我更喜欢原先那个悲剧.            
(NA)	 哪个王八蛋设计的结局！            
(5星)	 不着急 没问题            
(5星)	 由头精彩到位@            
(5星)	 黄子华的搞笑功力~无人能及~            
(5星)	 初识黄子华            
(5星)	 我偶像  无论多样衰还是我偶像            
(5星)	 结局。。。哎            
(5星)	 子华兄真系有才~            
(5星)	 子华哥            
(5星)	 什么烂结尾，但是真的好棒的片子            
(5星)	 能说~            
(5星)	 很欢乐。。。但是这个结尾太怨念了。。。            
(4星)	 想给五星的，但看过男亲女爱后始终觉得栋笃神探还是差了不止那么一点点。            
(5星)	 真系好好好睇            
(5星)	 人设萌，蔡少芬跟黄子华合作的第三次终于能正正经经谈恋爱了，不过大结局依然让人莫名。后部的那个结局我更不承认，太水了妈的。            
(5星)	 粤语 × Ada            
(5星)	 到最后一幕，喜剧变成现实了，忍不住泪            
(5星)	 子华子华！            
(5星)	 喜欢莫做栋的表情            
(4星)	 黄子华和蔡少芬都是喜欢的，案件简单了D，但是感情很真挚            
(5星)	 喜欢黄子华，记得04年翡翠台刚放的时候，总是和同学们在晚自修的教室里看完才走。今年我又重新看了一遍，总是可以让人开怀大笑，也想念当年一起看电视的童鞋们~            
(4星)	 乐死了~~            
(5星)	 詹詹，You are not my cup of tea.            
(4星)	 两个我十分之洗翻的演员哇~不过结尾也太狗血了……            
(5星)	 看了绝代商骄后开始喜欢黄子华，他里面和蔡少芬的斗嘴真的很可爱啊，不过前面的快乐那么多，可是最后~~~~~伤心啊~~~为什么编剧会安排这样的结局啊，真是想不通，不是TVB很喜欢大团圆结局吗？            
(5星)	 黄子华演戏不错，都很搞笑，蔡少芬不错，是亮点，还有罗密欧，就是魏骏杰演的人            
(5星)	 动人的杀机~哈哈哈哈            
(4星)	 案情一般，但是两人的斗嘴超搞笑，演技一流~ 但是这样的结局是我不能接受的！             
(5星)	 真的超级好看。。。最后的结局太让我伤心了。。            
(5星)	 为毛最后是悲剧呢？            
(5星)	 搞笑            
(5星)	 结尾太无语。。。            
(5星)	 结局太T-T...男主角怎么能死了呢？！            
(5星)	 超搞笑            
(5星)	 让我流泪的地方,不是看到两人天人永隔的结局,而是栋栋在得知自己有随时死亡的危险时,他那慌了神但还是在想办法不让爱他的人担心他的样子,我深深地心疼...            
(4星)	 黄子华的戏带点无厘头  很搞~很欢乐            
(3星)	 一部从头傻笑到尾的肥皂漫画剧，居然结局是神探走了。该死的导演和编剧，什么元素不好抄，居然又抄了一个主人公死的的结局！过分！欺骗了我笑傻的神经            
(5星)	 黄子华 这TVB这帮中真还是有个性的            
(5星)	 看得笑中有泪。            
(NA)	 初中放学守着。。。            
(5星)	 当年收视比金枝欲孽高，那是当然，比金枝欲孽好看多少啊！莫作栋，女长人~~~            
(4星)	 黄子华 唔使讲啦            
(5星)	 有没搞错...弄这么个悲结局...怎么对得起前面那么喜的剧情啊...             
(4星)	 双结局什么的最讨厌了            
(5星)	 是编剧不自信吧，以为如果不以悲剧收场就不足以让这部荒诞喜剧深入人心            
(5星)	 愈後面愈好看，可是結局令我內傷至今，推理很白爛，不過重點不在這就算了～蔡少芬演的Vivi可愛又勵志，第一次喜歡她            
(5星)	 第四次看～            
(4星)	 子华子华我爱你XDD            
(5星)	 当年笑到捂肚子打滚的神作！            
(5星)	 极其惊艳之作。大爱子华             
(5星)	 两个结尾，只看过一个，虽然是悲惨的，但是足够了，也是最好的。。黄子华，真的有才。。            
(5星)	 黄子华幽默、            
(3星)	 我还是烂尾了            
(5星)	 大結局果然哭慘了.            
(5星)	 报恩不遂......            
(4星)	 大爱黄子华,蔡少芬像他表白那集..那个神态..那个背影..超级喜欢呀,可惜了结局..nnd,就想宰了编剧~            
(4星)	 悲嘞个剧的结局            
(5星)	 看了黄子黄演的绝代商骄，就喜欢上他了。栋笃神探又是他的一部巅峰之作。慧慧和绝代商骄中的三水妹性格大相径庭。都是那种任性、肆意的豪爽女性；结局替莫作栋感到遗憾也替慧慧感到惋惜。重拍后的结局就皆大欢喜了，也是期望中的完美。不懂导演为啥要把本该理所当然的事搞的扑朔迷离。            
(4星)	 案子其实有点简单            
(4星)	 虎头蛇尾烂结局            
(5星)	 这就是我杯茶。。。。。。            
(5星)	 虽然不像破案剧……但真的很好看~~            
(5星)	 很好看！！            
(5星)	 很多年前看的回想起来除了好看没别的印象 当然因为里面有我喜欢的黄子华和蔡少芬，还因为确实很好看            
(5星)	 子华~~~~^ ^ 怎么是这么个结尾(+﹏+)~            
(5星)	 黄子华啊~~~~~            
(4星)	 演员好剧情好            
(4星)	 有黄子华的就很搞笑            
(5星)	 笑死人不偿命，但是结局让人好难过，不过幸好最后又召回演员重拍了大团圆结局            
(5星)	 黄子华的栋笃笑太强了            
(3星)	 tvb反传统结局之一；子华和粤语残片是亮点            
(4星)	 多一颗星给黄子华。黄子华延续个人风格，一如既往的古灵精怪。唐文龙够帅。案件够特别，凶手很明显。            
(4星)	 挣D唔记得呢部...当初A结局看得伤心死...我妈钟意《绝代商娇》，先睇过1集...            
(5星)	 黄子华~~ 要把你所有的作品全看完！！！太欣赏这个奇才了。。。            
(5星)	 最喜欢莫探员和vivi在一起的时候            
(NA)	 我不知道我总共看过多少遍，保守估计100遍吧，相当之牛。莫作栋啊莫作栋。            
(4星)	 黄子华同学真是越看越爱的类型~~~            
(5星)	 黄子华专场^^            
(4星)	 不喜欢悲剧版结尾~我要找团圆收场的感觉风格和《古灵精探》好像，不过它在先。都是TVB的，像也正常。            
(3星)	 大三还是大二的时候。204一起看的。。唉，怀念            
(NA)	 很好看。            
(5星)	 值得翻看。            
(5星)	 弱智的案情但就是讓你愛不釋手啊            
(5星)	 死了...突然荷尔蒙乱穿...居然爱上黄子华~            
(5星)	 应该五星+的. 加上首开纪录的追加改写和暖人心脾的you&#39;re a part of me.            
(5星)	 子华！~~~            
(4星)	 很搞笑的一部片。喜欢黄子华，他的剧我都看。大结局很令人难过。。。据说后来改了一个结局。可是已经让我伤心了。            
(4星)	 大家一起斗演技            
(3星)	 魏俊杰居然还演过这样的角色......            
(5星)	 好看，少有追完的港剧～            
(5星)	 子华兄从来不会令人失望            
(4星)	 莫作栋，太好笑了。            
(5星)	 覺得收尾幾好，雖然悲，但係想像空間好大，留低個懸念。TVB劇難得有咁噶結局。            
(NA)	 看“企业医生”认识了子华哥，接着就迷上了他的栋笃笑，一个非常有深度的人            
(5星)	 我的ada加型男黄子华啊。。。。            
(4星)	 结局有点奇怪，总之跟原本的风格不搭            
(5星)	 经典             
(5星)	 还是觉得原来的结局好，不过哭到只有熬通宵了，不然明天的聚会要眼睛肿了-0-            
(5星)	 大爱！！！            
(5星)	 永远支持黄子华！真男人！            
(4星)	 结局是败笔。            
(5星)	 请赐给我一个莫作栋。             
(4星)	 搞笑是搞笑，但是黄这张脸实在很难接受，再加上爆肥的魏。哎。。。            
(4星)	 4星半 Vivi和莫作棟真正在一起的戲份不過2.3集 卻讓人那麼惋惜他們最終的杯具            
(5星)	 想再看一遍！！！！！！！            
(4星)	 蔡少芬            
(NA)	 如果那天他没有死            
(5星)	 魏俊杰好帅。            
(5星)	 大爱~            
(3星)	 为了猫头鹰要去看一看            
(5星)	 大爱!            
(NA)	 黄子华还是那么经典            
(2星)	 当年收视第一？unbelievable            
(4星)	 很好笑也很温暖的其实~~还是希望结局是快乐的那一个~            
(3星)	 北有郭德纲 南有黄子华 那是相当的强啊 但结局 黄子华到底死没死啊?            
(5星)	 还记得当时对第一版嘅结局耿耿于怀。            
(5星)	 怎么会有人如作栋这般~ 腿短哮喘 没楼没车 却如此魅惑人心涅 偶滴子华丫。。。。脑残滴编剧 最后的结局让我们这么心痛            
(5星)	 TVB少有的杯具結局 哭成淚人。            
(NA)	 超棒            
(NA)	 经典            
(5星)	 看国语版的没feel啊            
(NA)	 黄子华还是蛮搞笑的            
(3星)	 不够紧凑            
(5星)	 個人覺得最經典搞笑的港劇之一。百看不厭            
(4星)	 case就比较简单，凶手一出场就知道是凶手，不过就喜欢看他们几个斗嘴，实在是太有意思了            
(4星)	 为什么要是悲剧收场            
(5星)	 什么也不说了，收藏在电脑里了            
(5星)	 真的很好看~            
(NA)	 喜欢这两个演员，但不太河蟹。            
(5星)	 這個很不錯！            
(3星)	 案子是在太简单了……            
(4星)	 结局还真是哀。。。            
(3星)	 开头挺搞笑，结尾让我纠结            
(4星)	 结局太烂            
(5星)	 喜欢喜剧            
(4星)	 结局和整个剧的基调有点不协调呢，，            
(5星)	 很赞的剧集，非常聪明幽默。黄子华太有魅力了！可是结局实在是太惨了！            
(5星)	 两主角 都是大爱~~            
(4星)	 黄子华超帅！            
(3星)	 将无厘头办案进行到底。为了ada，加分。            
(5星)	 黄子华哦。。。            
(5星)	 大爱的黄子华。            
(5星)	 无比爱！            
(5星)	 黄生的电视同电影就好似他的栋笃笑一样,我一样都不落.好中意            
(5星)	 我还是哭的稀里哗啦。vivi说，“我钟意的男人是和他在一起时可以无拘无束。钟意做咩就做咩。只要是我钟意的。不管他是没钱也好。样衰衰也好。吃东西不付钱。送人回家也没车。”莫作栋，你都没骗过vivi，电话说五分钟就能赶回去拍结婚照，你怎么那么没用啊？！            
(4星)	 实在是太爱主演们了，看在黄子华的面上也该去看下！可是，凶手也太容易猜了吧，没劲！            
(5星)	 子华！            
(4星)	 用于消磨时光。。            
(5星)	 又重温了一次，赞~            
(NA)	 雖舊仍無限次翻看            
(4星)	 结局啊|||||||||||            
(5星)	 没想到不是大团圆结局 黄子华真是真是太搞笑了 蔡少芬也这么有喜感呀！！             
(NA)	 国语，粤语，版本都看过好几遍了，只是真的很接受不了这个结局啊~            
(5星)	 黄子华太灵了!            
(4星)	 黄子华太神了哈哈            
(5星)	 搞笑，动人，收视的奇迹是很多原因造成的，也是这部戏让我重新认识黄子华和ada，很优的戏剧。            
(3星)	 不是我这个年代的            
(4星)	 You not my cup of tea.你知道罗密欧为什么这么猖狂吗？因为他下贱！这只是其中一个原因。受害人李慧慧，你现在可以不说话，但你说的话将作为呈堂证供，你最好只点头，你是否愿意娶莫作栋，照顾他一辈子。            
(5星)	 還是爲了黃子華，對了，蔡少芬很演得很好！            
(5星)	 黄子华拍得最好的电视剧，收视冠军之作。与蔡少芬的组合一流。结局更加出人意表。            
(NA)	 黄生出品，必属精品            
(5星)	 最爱子华~芝士火锅~~            
(5星)	 因为栋笃，爱上了黄子华。一个男人可以嘴贱、没钱、没追求，可是他聪明仗义、为朋友出力、为爱人付出。水到渠成的爱情，也感动于ViVi这个迷糊温暖的小女人对爱情宁缺勿滥的小坚持，听从本心~            
(5星)	 结局很纠结            
(NA)	 love~            
(3星)	 剧情都可以猜到了，不过子华真的很不错。            
(5星)	 为黄子华和我的蔡少芬打无星，我好喜欢你们            
(5星)	 不知道是不是应该悲伤            
(5星)	 我有多爱黄子华，有多爱蔡少芬。。。这部戏是完全的体现。。。结局不好。。。            
(4星)	 很不错的一部侦探片            
(4星)	 很搞笑，很有爱啊，每个角色都很喜欢，就是结局不好，很不好。            
(4星)	 看完我还是觉得ADA和老魏比较配 。。。            
(4星)	 黄子华的鬼马＋破案。。。算是TVB近几年比较好看的破案片了吧，但是还是要说一下，刑侦的经典一去不复返了。。。            
(5星)	 黄子华式作品~从名字就能看出。。虽然最后男主人公死掉，我哭得死去活来，可是，之后拍的不死结局版确实有点多余。。            
(4星)	 当时觉得结局太不符合TVB一贯的大团圆作风了            
(4星)	 TVB唯一把我看哭的戏。            
(5星)	 &gt;.&lt;。。。哈哈。。。            
(5星)	 爱死你那调调。            
(5星)	 两个结尾，已成模板            
(5星)	 我爱子华哥！            
(NA)	 黄子华。。哈            
(5星)	 结局点解系甘~            
(5星)	 哈哈哈哈哈。            
(4星)	 其实以前就说了，我饭了这么多像子华哥的人，为啥不饭子华哥呢！6弃            
(5星)	 子华和ada好搭啊~~~魏俊杰演的小人太卑鄙太好笑了~ 但是最后……不要这么悲情好不好啊TAT……            
(5星)	 好看            
(5星)	 很爱这个男人            
(5星)	 我至今看了3遍 还是那么喜欢黄子华。            
(4星)	 最爱子华~刚开始看觉得这部片很普通~但看完后才知道这么回味无穷啊`            
(4星)	 从这个剧喜欢了蔡少芬            
(3星)	 要不是帮Evening刻碟 也不会突然看港剧。。。最大的缺点是一集太长 让习惯了20MIN 的IT狂人的我总是在快进。。。亮点是跟粤语长片的结合 没想到最后会是个悲剧            
(5星)	 很好玩呀！喜欢！            
(5星)	 笑中带泪            
(4星)	 一直以为不完美的结局是韩剧惯用的手法，TVB也着实的折磨了我一回！结局减一星！            
(5星)	 请您。赐给我一个莫作栋。            
(5星)	 就算剧情烂到不行，就算案件真的一眼就能看破，莫作栋还是神探，这就是黄子华的魅力。            
(5星)	 我顶 想当年我每天晚上不做作业就看这个            
(5星)	 初见黄子华。最后的结局太反转。真难受。            
(5星)	 啊啊啊 经典中的经典 拒绝悲剧！            
(3星)	 以前看的，这片应该是黄子华的单口相声，一个人出彩            
(5星)	 哦，我也喜欢他神神叨叨的样子            
(4星)	 结局不喜欢~~            
(NA)	 心中永远经典～反复反复反复看            
(5星)	 10粒星！！！            
(4星)	 我可以理解刑侦剧情的白目，但为了”深刻“而把搞笑片结局整成这样就不对了。。。。。。            
(4星)	 不喜欢结尾啊 不喜欢结尾 哎。。。。            
(5星)	 莫作栋把VIVI揽在怀里的一瞬间，觉得很幸福。            
(4星)	 搞笑的黄子华            
(5星)	 几年前的片子，因为黄子华而翻出来看。一路看到结尾，心里隐约忐忑。因为整整四十分钟里会发生太多事，而一个happy ending绝不需要整整四十分。手机缓缓掉落下台阶，黄子华动作缓慢而无力的仰倒。那一端，结婚合照上的黄子华渐渐消失，只剩蔡少芬孤单的笑颜。心里不是不充满着悲伤的。            
(5星)	 经典中的经典哈可惜我没有收藏            
(5星)	 我喜欢黄子华。。。            
(NA)	 好喜欢黄子华，演技了得！            
(4星)	 好看            
(5星)	 看了2遍了，结局真够悲的。就不能来个HAPPY ending吗            
(5星)	  搞笑的剧情， 精彩的推理分析， 以及最后感人的情感纠结。  力荐！            
(5星)	 经典。百看不厌啊还是黄子华的魅力比较大啊。想当年还是冲蔡少芬去看的。            
(5星)	 睇完仲留低好多金句            
(5星)	 为什么偏要弄个杯具的结局啊？？？？？？？？？？？？？？？            
(4星)	 越来越喜欢黄子华            
(4星)	 可能应该看粤语版的……            
(5星)	 每晚做不完作业就看 因为是黄子华 你就是我那一杯茶            
(5星)	 结局是我永远的痛刀口刀            
(4星)	 ADA还是过了点            
(5星)	 ~\(≧▽≦)/~赞！！！            
(5星)	 “我贪你咩？贪你靓仔定贪你有钱？定係贪你顺路搭顺风车？我贪你神探，净系识抓贼？你个无用鬼，脚短哮喘仔！”经典的告白……很喜欢这一对，结局把我虐死了，导致一听到someplace good就发呆……             
(5星)	 子华叔!!!!!!            
