http://movie.douban.com/subject/1786740/	还珠格格第二部
(NA)	 影响很深的香妃啊，当时流传的你是风儿我是沙的歌啊            
(5星)	 造型、服装、道具都升级了！依然好看，而且喜欢新角色晴儿、含香~            
(NA)	 一样好            
(3星)	 琼瑶大妈。            
(4星)	 那会很喜欢啊            
(3星)	 这部实在无聊的很啊~~~            
(NA)	 這也算是經典的說            
(4星)	 我就喜欢翰轩棋社那段……好歹是过去的回忆……            
(3星)	 明显没第一部好看。            
(4星)	 你是风儿我是沙。            
(5星)	 还是喜欢            
(4星)	 想起一件事情，买了第二部整套碟，质量很差，林心如在念诗之前，还有另一个男声先读出来，小时候很讨厌紫薇，觉得她太娇弱太烦人。是有多寂寞，大半夜不睡觉跑过来看还珠的影评。还是一直喜欢赵薇啊，虽然她嫁了个有钱人，虽然她在金像奖一脸面瘫，原来已经十二年了。            
(4星)	 第二部拖得不行。。            
(3星)	 额啊~~~~阵亡~~~阵亡~~~            
(1星)	 我就反琼瑶。            
(NA)	 那个暑假待在我奶奶厂里 会计阿姨把书借给我这个文盲然后把 萧剑看成肃剑还差点跟人吐槽这个含香美人怎么会喜欢这个胖子！什么？我搞错了啊哈哈哈不好意思之后还因为含香的爱人名字倒底叫蒙丹还是摩尔丹跟发小两天没说话哈哈哈哈我小时候真是只战斗鸡            
(2星)	 ……看的时候很痴迷，看完觉得是傻×……            
(4星)	 我还是追着看完了 赵薇装疯卖傻还是把我逗得哈哈大笑 看来我一直就是个念旧的人            
(4星)	 第二部是俺最稀饭滴~~~~~            
(4星)	 比第一部差很多噢            
(3星)	 六年级暑假的记忆，一直觉得要往后生一点，这样在小学就能开始看美剧了            
(4星)	 按照我年轻时的心情投的            
(3星)	 经典剧的续集果然都是鸡肋。            
(3星)	 可惜了美丽的香妃，香消玉损，难道。。。这就是天命？            
(3星)	 都说续集不如首部……可当年观众还是趋之若鹜            
(4星)	 感觉第一部更经典...            
(3星)	 我看的还是未配音版呢，地方台放的。第一个感觉，长；第二个感觉，乱；第三个感觉，还挺好的。            
(5星)	 我就不信你没看过。            
(4星)	 世间真的有这种没有亲情联系 还能有难同当 有福同享的感情吗？是真情 是善心 还是真心？朋友 真的能够彼此依赖 浪迹天涯？            
(NA)	 还不错，可怜的刘丹……            
(4星)	 小时候的记忆。。            
(4星)	 没有第一部好看            
(3星)	 标签            
(3星)	 。            
(5星)	 我想 不给五星的人是不是太苛刻了。这样的电视剧，不用去考虑严谨，只要笑了就足够~~            
(5星)	 经典            
(4星)	 一起看            
(3星)	 小时候觉得很好看            
(3星)	 可憐的香妃            
(5星)	 新还珠证明了小燕子紫薇五阿哥尔康不是谁都能演的......!!!!!!            
(NA)	 小时候嗨死了 = =            
(3星)	 燕子出逃的那段看哭了…………            
(5星)	 香妃真可怜            
(3星)	 这剧一走深情路线就不怎么好看了。。。            
(5星)	 第二部看得次数最多，的确也是最好看的            
(3星)	 众里寻他千百度，蓦然回首，那人却在灯火阑珊处            
(4星)	 有一个姑娘~            
(5星)	 童年的回忆            
(5星)	 90后的共同童年回忆            
(3星)	 不解释，第一部永远是经典，第二部永远2            
(3星)	 再而衰            
(4星)	 第二部多了一些人物，很喜欢晴晴格格。整体上的剧情发展比第一部稍微逊色些（主要是比较集中在尔康和紫薇身上了），不过还是值4星的一部剧。            
(3星)	None
(4星)	 芒果台求求你不要每个假期都播了好不好！！！！！！！            
(3星)	 有狗尾续貂之嫌，没有第一部好。            
(NA)	 。。。            
(3星)	 纸微！            
(3星)	 现在想想，第二部小燕子有点做作了            
(3星)	 还是第一部最好看有木有！！！！            
(5星)	 经典继续。实在太好看了 小燕子调皮可爱 紫薇美到掉渣。            
(3星)	 忘记第二部讲啥了。。            
(3星)	 第二部也还好啦~~            
(4星)	 很好看啦 ，没事就看重播。            
(NA)	 你也有看过吧！！            
(5星)	 小时候很喜欢。            
(5星)	 哈哈哈哈哈哈            
(3星)	 必须看过，小燕子嘛            
(4星)	 优越感。。            
(4星)	 这个接着第一部看的。            
(4星)	 还不错~~            
(3星)	 第一个总是最好的            
(3星)	 下坡路            
(1星)	 赵薇同学当年多纯真阿，以为瞪大眼睛卖萌，就是票房保证。不过没有当年的一步登天和阵痛连连，也没有如今的羽翼丰满，也许，是值得的。            
(NA)	 经典~            
(5星)	 第二部也不错。。顶            
(4星)	 被芒果台幻灭了。            
(4星)	 变成蝴蝶飞走了~            
(3星)	
(5星)	 即使很俗，还是得说，文静的性格变成乐观开朗大气洒脱的假小子，都是因为相信了小燕子的快乐~~            
(NA)	 还有3啊。            
(3星)	 狗尾续貂这件事。。。不太适合中国人做。。。            
(3星)	 那个时候啊···连我妈都如痴如醉···            
(3星)	 自播出以后芒果台年年放啊。当初看时带给了我很多欢笑，但现在眼光不同了            
(3星)	 第二部惊喜少了。感觉就为了个香妃转。没印象囖            
(4星)	 香妃讲话的时候，背景音乐你是风儿我是沙，然后俩人一起抱着在从沙丘上滚下去，我刷地一下泪流满面，真他妈感性啊我            
(4星)	 感谢天 感谢地             
(4星)	 蒙丹进宫见香妃，香妃含情脉脉地说：蒙丹，为什么你每次都要皱着眉头？我好想拿一把熨斗把它熨平~~~妈的这个问题捆扰了我好多年我一直在想熨斗是谁发明的，乾隆年间就有了，张爱铃时期不是还在用铁片吗！费解！来人啊！上容嬷嬷！            
(4星)	 怎么说呢，晴儿还是很可爱的，最后皇阿玛跑去劝他们回家的片段，是我必看的。这是属于90之前，85以后的特别回忆。            
(4星)	 为什么多年以后苏有朋还摆脱不了五阿哥的影子呢？答：因为湖南卫视每年都要重放还珠格格！            
(4星)	 想当年呀...            
(5星)	 看了第一部没有理由不看续集，好吧，我比较喜欢第二部。            
(5星)	 这都是我小时候的最爱            
(4星)	 你是风儿我是沙~~            
(NA)	 百看不厌 哈哈            
(5星)	 香妃姑娘真漂亮，符合琼瑶剧出来的眼睛水灵灵弱不胜衣的大美女类型，可惜走得早了。            
(3星)	 那时天天看，怀念小时候~            
(5星)	 哎哟 小时候的回忆神马的            
(4星)	 当年老喜欢小燕子了 哈哈            
(NA)	 容嬷嬷第二季！！！！！尔康你怎么又出现了！！！！            
(NA)	 尔康你真的太销魂了            
(4星)	 半夜都和妈妈守着看呀！当年的影响力可不是吹的~实在很搞笑~            
(3星)	 绝对是创造了国内广告插播泛滥的先河！            
(4星)	 芒果台 即使 为了收回成本 也别放了吧。。            
(3星)	 我的童年啊！            
(5星)	 豆瓣脑残？？？这种电视剧三星居多？？？那五星打给一起去看雷阵雨？？？            
(3星)	 80后的电视剧            
(1星)	 这剧捧红了多少人，多少人哦，即使尔康现在不出来演戏了，他依然这么红            
(4星)	 忘了几年级            
(2星)	 第一部皇后最后的忏悔是鳄鱼的眼泪？香妃我着实不喜欢。            
(2星)	 广告中插播电视剧的鼻祖            
(3星)	 小时候的寂寞~            
(NA)	 实在不想承认我也追过这么2的电视剧、还看了不止一次            
(4星)	 JQ的第二部，深入了解鼻孔            
(4星)	 我就是不喜欢晴儿            
(4星)	 还是不错的，当年毕竟也引起很大轰动            
(5星)	 你是疯子，我是傻子~哈哈            
(NA)	 想当年。。。            
(5星)	 还是更喜欢第二部，有皇宫场景，放烟火、乖晴儿、美香妃、招彩蝶、楞子蒙丹，有出逃际遇，紫薇还瞎了，喜欢紫薇。喜欢这部的萧剑，长得更像小燕子。后来再看发现柳青还有酒窝，有点儿像谷岳。再说一句，这部的服装色泽好看~            
(4星)	 续集不咋地啊            
(4星)	 我还买了DVD呢!            
(5星)	 我们台的自制大剧            
(NA)	 呵呵            
(3星)	 第二部难免不耐看~            
(4星)	 哈哈            
(3星)	 一戳一蹦跶            
(4星)	 湖南卫视密集宣传，不可能不看的            
(NA)	 香妃真的特别特别美可惜了英年早逝~！！！！箫剑是这部出场的嘛反正男性角色里我最喜欢他。            
(NA)	 少女心理。故事非要：最後，他們永遠過上了幸福的生活。            
(2星)	 第二部就木有任何看点了            
(3星)	 2            
(3星)	 同样，剧情精彩…            
(4星)	 湖南台狂轰滥炸让我想打三星，后来想到新版的还珠格格，还是给四星叭……            
(3星)	 第一部经典~            
(4星)	 第一遍最好            
(4星)	 第二部看的比第一部多。感觉感情戏有点墨迹，其他都不错~@买的VCD            
(4星)	 此剧还是和老妈一起看的……            
(NA)	 好好看呀嘻嘻嘻嘻            
(4星)	 比第一部好看            
(4星)	 怎么也比第三部好玩            
(1星)	 琼瑶姐姐。都是小时候看的了。            
(3星)	 终于不是四星了……            
(4星)	 明显比第一部扯了~香妃刘丹大美人可惜不在了。哎~四颗星里有两颗星是给你是风儿我是沙，缠缠绵绵到天涯的~太他妈牛逼了！            
(3星)	 记得当时还是在深圳玩的时候把结局看掉了            
(4星)	 第二部还可以            
(3星)	 当时感觉挺多清新美女~            
(4星)	 那时候就喜欢看小燕子很傻很天真的折腾永琪，好吧其实是折磨！            
(3星)	 水了            
(4星)	 你不能很分明地说还珠格格好看或者不好，因为它陪伴了我们的童年。            
(4星)	 兒時的回憶            
(5星)	 当年真的喜欢的死去活来的，各种欢声笑语各种感情            
(4星)	 童年。。。            
(4星)	 还珠格格，都是看着它长大的吧。            
(3星)	 个个都是功夫高手，个个都是言情能人，这应该是部爱情动作片吧……            
(4星)	 我的童年啊            
(5星)	 ~            
(4星)	 每次都觉得他们逃难的那部分很长，后来看看也没有多少集啊            
(4星)	 含香走的早啊......遗憾            
(4星)	 又是一样的            
(5星)	 热闹，            
(5星)	 好片不多说            
(5星)	 第二部比第一部服装化妆都有了进步 林心如更好看了~ 当时她是那么的年轻 只是美丽的含香竟然逝世 有点可惜啊。。            
(5星)	 喜欢~~~特别是大逃亡~ 小燕子演的好好！            
(4星)	 我不知道炒过多少次冷饭。            
(4星)	 就是随便看看            
(4星)	 年年看啊            
(3星)	 小时候我是觉得还行来着            
(5星)	 以前我迷恋过            
(3星)	 那个时候也是觉得很好看的            
(4星)	 每个电台的选 每集的期待 怎么可以这样红            
(3星)	 当年怎么会迷它迷得不行的？！            
(4星)	 呵、呵、呵。。。。            
(2星)	 还48集，各种器官疼            
(4星)	 &#34;我擦  我擦&#34;            
(2星)	 哎呀 香妃            
(1星)	 草你妹，换台 都能看几集            
(3星)	 除了第一部 其它的都是浮云            
(3星)	 呵呵呵            
(5星)	 都说第二部2，但是这个第二部一点都不2，还超1啊~~~~~~~~            
(3星)	 2000            
(4星)	 容嬷嬷！！！！！！！！！！！！！！！！！！！！！！！！！！！！            
(4星)	 这个我很讨厌小燕子了            
(4星)	 萌系！看了新版，觉得旧版真是完美            
(3星)	 ！！            
(4星)	 第一二部的阵容才是经典.            
(5星)	 同第一部            
(4星)	 两个连在一起看的~            
(3星)	 太长了。。。            
(4星)	 当年看过很多遍。。。            
(5星)	 忘不了。            
(5星)	 虽然现在不如以前那样追捧琼瑶式的爱情小说，但是这部电影还是带给我很多的快乐，现在来重温一下，还是很喜欢。            
(4星)	 儿时的记忆            
(3星)	 小燕子            
(3星)	 为什么我当时没发觉这很违背常理？！            
(4星)	 这还有还珠格格啊~            
(3星)	 第二部已经不如第一部了            
(5星)	 不管怎样 因为它我爱上赵薇到现在 而且是我看过次数最多的剧集             
(3星)	 干吗那么闹腾            
(NA)	 其实我曾经也是电视剧女王！！！！！！！！！！            
(NA)	 依旧让人欢喜让人乐            
(4星)	 那时每天必看的啊。            
(4星)	 追忆曾经            
(2星)	 瞎整            
(4星)	 当年啊            
(3星)	 雖然很爛，每次湖南台放的時候我還是堅決不換台的。            
(2星)	 最不喜欢的一部还珠，剧情拖沓夸张，bug一堆一堆的            
(2星)	 第二部不如第一部            
(2星)	 初二暑假那年，被逼无奈，每晚从九点看到十一点……很困！            
(3星)	 只记得那时仿佛永远也不会结束的广告。            
(5星)	 转眼12年过去了啊            
(3星)	 感谢地面电视台            
(3星)	 经典经典……前2部都很经典…香妃好好看…第3部开始就没兴趣了            
(4星)	 多了就画蛇添足了……            
(4星)	 轰轰烈烈地爱～            
(3星)	 不管怎么样都还是第一部最经典的            
(2星)	 陪伴童年            
(3星)	 比起第一部画面好了许多。            
(4星)	 还珠三部曲之二。小说电视全看过。。当时很爱。            
(4星)	 ···            
(1星)	 少年无知 老妈爱看            
(NA)	 继续好看！            
(5星)	 赵薇赵薇我爱你！精灵女孩！            
(3星)	 那个年代就这个追求了··            
(5星)	 林心如比第一部美多了~            
(5星)	 这是经典 五颗星必须的            
(2星)	 每天早晨起来守着电视看的就是这货！            
(2星)	 第二部就差很多了            
(3星)	 反复播放反复洗脑            
(2星)	 跟第一部没法比两星给晴儿            
(4星)	 有点讨厌分不清状况瞎胡闹的小燕子了。            
(3星)	 小燕子们开始热心没事找事了            
(NA)	 就像小小是个蘑菇说的那样：谁小时候没看过还珠啊~！            
(NA)	 真的不要再拍了。            
(4星)	 喜欢大眼睛、但是不喜欢金锁            
(3星)	 从二开始  我就无奈了            
(3星)	 这部没第一部好。结果想了想第三部和即将到来的神马翻拍...还是可以的。            
(4星)	 表妹實在是太喜歡看了            
(4星)	 这部就没第一部那么给力了，狗血的有点过头了            
(2星)	 芒果。。            
(2星)	 第二部就2了撒＝w＝            
(3星)	 情节拖沓，什么生生死死的爱情，这样的爱情宣言只会让人起鸡皮疙瘩。含香很漂亮，可惜这个演员已不在世上了。            
(NA)	 你是风儿我是沙……            
(2星)	 第二部不好看……            
(5星)	 看过无数遍的无法超越的经典            
(4星)	 超喜欢他们浪迹天涯那一段            
(3星)	 演过了。            
(3星)	 容嬷嬷相当抢镜。。            
(NA)	 第二部也还可以            
(4星)	 可怜的香妃。            
(4星)	 香妃好美…            
(4星)	 每一年假期湖南卫视不会错过            
(5星)	 哈哈，大爱的小燕子，最爱的赵薇            
(5星)	 喜欢萧剑。包括那个演员。。。            
(3星)	 看苏有朋和赵薇            
(NA)	 琼瑶阿姨真强悍            
(4星)	 还是第一部好            
(5星)	 续集蛮精彩的，小燕子的大眼睛，紫薇的楚楚可人，加上一个美丽动人的含香公主。            
(3星)	 在那万人追捧的年代，我却没仔细看            
(1星)	 讨厌哭            
(3星)	 香妃。为你一个美女都好！！ 那尔丹。我简直            
(5星)	 哈哈 芒果台 播一遍我就看一遍            
(3星)	 当年也曾迷恋过            
(4星)	 缅怀`````哪个90后没看过。。。。。            
(4星)	 当年的极品            
(5星)	 还是一棵大毒草            
(5星)	 分数低的 让我惊叹。。。            
(3星)	 童年看过的            
(4星)	 第二部没第一部好看····怎么说都比第三部好了不知道多少倍····            
(3星)	 第二部我也是忠实的看了啊  对于剧中的肉麻台词也还是有压力的             
(3星)	 香妃 晴儿            
(4星)	 比第一部更不靠谱了，有点傻笑            
(4星)	 依旧是看完了呢！            
(4星)	 原班人馬演~            
(4星)	 没第一部好看            
(NA)	 收视神话            
(5星)	 经典。小时候最爱。            
(NA)	 很琼瑶            
(5星)	 还是喜欢，，虽然那时很年幼            
(3星)	 。。。。。。            
(4星)	 在一起啦~~在一起拉~~~            
(3星)	 吾爷爷记得小燕子口阿= =||            
(NA)	 尔康少爷～～            
(4星)	 明显没第二部好看。。            
(4星)	 其實現在回憶起來，服裝還是蠻好看得0.0            
(4星)	 给星要以当时的基准            
(4星)	 我觉得紫薇在这部变了。。            
(5星)	 五星是给小时候的自己的。这英文译名……真是囧囧有神= =            
(NA)	 没看过这个青少年时期就不完整了            
(4星)	 我觉得这部最好吧            
(5星)	 始终是当年的经典。            
(2星)	 跟第一部比起来。。。。实在差很多。。。比较做作。。。本来很可爱的小燕子变成一小疯子。。。            
(4星)	 记得那时候是跟大人们混日子看过来的= =            
(3星)	 路过×2            
(3星)	 好吧我看了            
(4星)	 一开始的配音很不适应，跟第一部不太一样，曾经红到吓人的片            
(3星)	 远没有第一部好看            
(3星)	 没1好看            
(3星)	 第二部就有点烦人了            
(4星)	 第二部，依然很精彩            
(4星)	 原班演员，不过没有第一部好看了~            
(5星)	 只要是还珠格格系列的、我都爱。这是我人生最重要的一部电视剧- -            
(3星)	 喜欢这部的萧剑晴儿……            
(3星)	 就算是看过了吧，芒果台年年播。@Home            
(4星)	 真不错! 我似乎爱上琼瑶剧了..囧            
(4星)	 没一好看了            
(NA)	 鼻孔教主            
(4星)	 我最看好的是晴儿和萧剑，第三部完全给我毁了嘛。            
(3星)	 乱糟糟啊乱糟糟，吃喝玩乐的一群管二代            
(4星)	 小时候怎么会看这种电视剧！！            
(NA)	 芒果台，寒暑假循环播放，呵呵，没有人会没看过吧！！！            
(2星)	 第二部悲剧了            
(1星)	 不想承认 可是我竟然还看过第二部啊，电视里无处不在，逃都没处逃~            
(5星)	 容么么很给力！            
(NA)	 相见不如怀念噗哈哈            
(3星)	 只看萧剑部分就可以了            
(NA)	 赵薇是永远的小燕子。            
(3星)	 并线比第一部无聊很多            
(5星)	 都喜欢都喜欢 不过现在再看要吐出来了            
(3星)	 应该没人没看过吧~~第二部太囧了~~            
(4星)	 不知不觉都这么多年了...            
(4星)	 我还记得是李越告诉我最后他们上错了花轿，10多年了啊，李越也找不到了            
(4星)	 一二部连看。            
(4星)	 外婆还是很爱看            
(3星)	 比第一部差多了            
(2星)	 回忆。            
(4星)	 一部还珠捧红了赵薇            
(NA)	 这么静电的你们竟然没看过！？            
(2星)	 回忆            
(5星)	 看了第一部就要看第二部...             
(3星)	 一度大红大紫啊。            
(3星)	 这是给晴儿的……我喜欢王艳            
(4星)	 小学毕业那年的暑假~            
(3星)	 不如第一部            
(2星)	 不如1好看            
(4星)	 这个看的不比第一部次数少啊，多谢湖南台            
(5星)	 ………………………………我自重   做作业必备!!            
(5星)	 童年啊童年 香妃你真好看            
(3星)	 都是因为跟风才看的。            
(3星)	 2到屎            
(3星)	 跟我妹洗完澡 夏天往床上一躺开始看 爽啊            
(4星)	 又是和妈妈一起看的。。。            
(5星)	 哇。两次顶着大太阳去租录像带。有好几集紫薇还没配音呢。            
(3星)	 没有第一部经典了            
(4星)	 儿时记忆，虽然不是很喜欢，但也无法给到三星以下            
(NA)	 那个啥，当年我很喜欢怎么办            
(NA)	 小时候还珠格格不知道多火 笔记本上都有 = = 这学期放假在菲家看到笑死 完全一喜剧啊            
(4星)	 童年记忆            
(3星)	 重复感            
(4星)	 脑残，但还是蛮好看            
(4星)	 还是喜欢看的            
(5星)	 每年的寒暑假我都有看哦。            
(4星)	 当年看劲儿劲儿的            
(4星)	 同还珠1            
(2星)	 小燕子在这一部真讨厌            
(5星)	 当时好喜欢箫剑和晴儿。但是现在看重播看多了都厌烦了。前两部还是经典的，第三部很恶心都没看。            
(2星)	 我觉得这部非常讨厌。又臭又长。            
(5星)	 其实第二部的服装比第一部好多了。            
(2星)	 我就是闲得无聊！            
(5星)	 最早接触的偶像剧            
(3星)	 基本只对小燕子特五阿哥额部分感兴趣=.=            
(1星)	 继续无理取闹            
(3星)	 不提琼瑶剧本身这个比起第一部其实是次多了香妃，亮点？应该是当时住舅舅家一起看的。。。那时候反正不懂            
(NA)	 还好还好            
(3星)	 其实我没看完它。。            
(3星)	 麦当劳的鸡翅            
(5星)	 芒果台，放了都快十年了，别再重播了，一年一遍的，搞得我一看到就换台。没听过“相见不如怀念”么？            
(3星)	 还是看这赵薇爽，伴着我成长和多年啊。。。。还有想不到的会宾楼的老板娘。。。如今，已是娱乐圈可圈可点的大姐大。岁月无情啊~~            
(2星)	 比第一部差   烂片            
(3星)	 只能给三星 皇后其实不坏 都是容嬷嬷在教唆             
(4星)	 童年啊童年 看到吊在牢里还要闭眼睛捂耳朵的纯真童年啊            
(3星)	 不及第一部，但是从此爱上王艳。            
(4星)	 一到假期就放。剧情就跟西游记一样记熟了。。。            
(2星)	 续集总是会那么狗血。            
(4星)	 妆自然些了            
(2星)	 没有任何长进的还珠让我很无奈            
(4星)	 音乐好听。。音效不好。。            
(4星)	 好吧，其实那时候还小嘛，喜欢这，没问题吧？            
(3星)	 我就还蛮喜欢香妃..            
(5星)	 我爱容嬷嬷            
(4星)	 再看才发现小燕子和永琪的感情，一直都是永琪在坚持。            
(4星)	 喜欢晴儿 聪明善良 说话还那么温柔 听得人都酥了 哈哈             
(4星)	 最近又看上了～            
(3星)	 前段时间在某个论坛看总结 这戏里有6个女演员都嫁人了 虽然现在生活情况不同 然后想起了香妃的香消玉损 想起了新还珠正拍着呢            
(2星)	 谁没有看过我说            
(NA)	 已经有点开始白痴了，结果第三部，唉，更变态的是芒果台还隔三差五的，天呢，sos            
(3星)	 嘻嘻            
(3星)	 芒果台鬼畜循环洗脑中……            
(NA)	 4            
(4星)	 这个多烦躁啊= =            
(5星)	 箫剑...            
(5星)	 嬷嬷！            
(2星)	 续集都是败笔。            
(3星)	 终于看完了~~            
(2星)	 还能更恶心点不            
(4星)	 1999年            
(3星)	 那年的林心如真的很漂亮            
(4星)	 剧情比第一部正常点。。。还行的            
(3星)	 美丽的香妃            
(2星)	 看过 不解释            
(4星)	 流浪那一段不错            
(4星)	 我更爱紫薇了，我和尔康一样想好好保护她！            
(NA)	 芒果台还在播&gt;0&lt;            
(3星)	 不得不承认我看过。。            
(3星)	 当年看的很欢乐            
(5星)	 容嬷嬷我爱你啊就！！！！！            
(3星)	 因为第一部的成功，琼瑶的第二部比起第一部就显得功利了很多，把故事拉得很长。。。。制作也不如第一部了            
(3星)	 为什么播了这么多年……天。            
(2星)	 烂就一个字 = =             
(4星)	 小时候那叫一个喜欢            
(5星)	 从小看到大的电视剧，爱的跟个傻瓜一样~那时候真是迷呀迷得迷死了~            
(4星)	 我爱容麽麽~            
(1星)	 跟第一部比差远了            
(NA)	 不怎么样。            
(5星)	 没办法 ··确实不错            
(5星)	 我的幼儿园大班就是这样过来的，这样天天吵嚷着“我要嫁给五阿哥”。            
(NA)	 我看电视的启蒙@            
(3星)	 当年赵薇多水灵啊，现在都当妈了。            
(5星)	 我还TM不信你没着迷过            
(NA)	 那些肉麻的台词，和爸妈看真尴尬。我家人内向            
(NA)	 绝对经典            
(4星)	 还是第一部最赞了。。呵呵。。不过原班人马在还能看看。。            
(NA)	 貌似长大后也有看过。消遣。恩，顺便缅怀青春啊。哈哈。            
(3星)	 一般般~~~            
(NA)	 一个破碎的我怎么挽救一个破碎的你            
(3星)	 傻乎乎的居然还痴迷过= =            
(3星)	 比不上1            
(3星)	 噗噗噗噗~~~~呃……            
(4星)	 俗了点，故事还行。            
(3星)	 比第一部逊色些~            
(3星)	 9            
(3星)	 你是风儿我是沙            
(4星)	 没第一部好了，但是，有萧剑和晴儿            
(4星)	 童年啊！！            
(3星)	 最近隔壁总放还珠，忍不了了⊙﹏⊙            
(2星)	 最近貌似又在重播了。。。看了一点点吓死我了。。真不是一般的做作和狗血。。当年怎么会这么红呢？？            
(3星)	 始终都系1好            
(4星)	 我承認…好几次的長假重播我都有看………            
(3星)	 墨迹            
(4星)	 逢寒暑假，芒果台必放~            
(5星)	 小时候的欢乐！            
(3星)	 琼瑶之经典            
(3星)	 青春呢。            
(4星)	 这部还好，第三部就看都没看了……            
(3星)	 到第二部就特扯了            
(2星)	 闹剧            
(4星)	 只是记忆了。            
(3星)	 广告比电视剧还长            
(NA)	 那时候的赵薇真的很有潜力            
(3星)	 疯过头            
(NA)	 …………            
(3星)	 不管怎么样，小时候还是天天看            
(2星)	 越拍越狗血            
(4星)	 许多年，依然喜欢紫薇知性的眼睛和酒窝。            
(3星)	 第一部好看            
(3星)	 那时候爱的哦            
(5星)	 无论看多少次都有一种说不出的感动             
(4星)	 一直还好 芒果播疯了            
(NA)	 喜欢香妃啊            
(5星)	 比第一部好 。            
(2星)	 有一天我还突然意识到，我擦，原来还珠格格是偶像剧啊。            
(5星)	 风糜一时的小燕子姐姐！            
(3星)	 赵薇的成长            
(4星)	 再怀旧            
(4星)	 依然啊喔            
(5星)	 从小我外婆就说我的眼睛就跟赵薇的那么大(谢谢外婆的赞美=v=)每个假期只要垃圾芒果台重播，我都会蹲在电视机前看的不亦乐乎。            
(2星)	 小时候被吸引了            
(3星)	 重播无数次的剧，我也会重复地去看。无知的年幼时光全被这类剧打发了。。。            
(NA)	 恩恩、超爱、            
(2星)	 不咋滴            
(3星)	 圈这些我觉得有点丢人……            
(3星)	 没第一部好看！~            
(3星)	 不评价            
(3星)	 也是重播大户            
(3星)	 比第一部还有余地~~~~~~~~~~不错了            
(3星)	 没第一部好看            
(5星)	 尔康的大鼻孔子。            
(NA)	 第一部是经典，第二部作为续集来讲还可以，但是仿佛老佛爷不会来容嬷嬷不怂恿皇后娘娘皇后娘娘不昏头，故事就进行不下去了。第三部完全让人失望            
(4星)	 有一个姑娘。            
(5星)	 就是好看，喜欢……            
(4星)	 现在看来好狗血，但是当年确实看了好多遍            
(3星)	 不知道说什么好            
(4星)	 也不错啦~~             
(3星)	 童年            
(3星)	 记得好像没第一部好了少给一星..            
(4星)	 个个女人都是那么好看            
(3星)	 那时候真是，小卖部的老爷爷都知道小燕子。这么多年过去了            
(3星)	 明显不如1的。。。            
(3星)	 其实也有迷恋萧剑的童年哎~            
(4星)	 不管现在觉得有多花痴，毕竟也是伴随着长大的片子，小时候可是一集没落的看完的呢！            
(4星)	 当时真的很喜欢            
(5星)	 看了至少3遍 嘲笑自便~            
(3星)	 小时候的狂热            
(2星)	 也许是看多了吧，我觉得还是第一部演得有声有色            
(2星)	 汗死……第二部在当年看时也是汗死……            
(NA)	 我喜欢看            
(4星)	 林心如第2部比第1部好看很多呀。。。            
(3星)	 （*&amp;……%#￥%……&amp;            
(3星)	 顯然 沒有第一部好看。            
(4星)	 初二暑假的记忆。            
(1星)	 看过            
(NA)	 好吧好吧            
(5星)	 有谁没看过？            
(4星)	 对我的意义：怀念            
(3星)	 现在看来，紫薇和尔康好肉麻            
(5星)	 琼瑶阿姨啊。。。我的童年啊            
(NA)	 现在觉得傻了？当初看的不都水深火热的么？            
(1星)	 狗血            
(3星)	 新增的萧剑晴儿香妃其实都很好。            
(3星)	 狗尾续貂。            
(4星)	 犹记黑心店那部分要笑疯了！            
(3星)	 比第一部差很多。            
(3星)	 一个夏天的期待与悲喜            
(3星)	 谁没看过还珠 不算是80后            
(3星)	 你是风儿我是沙            
(3星)	 狗尾续貂            
(5星)	 呐呐，第二部没第一部好看。。。            
(3星)	 第二部。。。还是有些地方可圈可点的。。毕竟要超越经典要的不仅仅是勇气啊            
(5星)	 99年在昆明看的            
(3星)	 没啥想法了···就那样            
(3星)	 喜欢那个萧剑，可能先入为主吧            
(5星)	 你是瘋兒，我是傻...            
(3星)	 无法超越第一部的经典，所有人都太超过了~            
(5星)	 我心水第二部= =            
(3星)	 仅仅是回忆。每天晚上一水儿的“天可崩地可裂”            
(3星)	 半经典            
(3星)	 第二部勉强还能看看。            
(4星)	 明显不如第一部。            
(NA)	 被第一部诱惑着看，很无奈            
(2星)	 第二部就是在打摆子。            
(NA)	 啊哈哈哈哈哈哈啊 小学的时候看的好像            
(2星)	 胡编乱造，凑集数。            
(4星)	 看了很多遍 虽然无聊 但是还是看            
(4星)	 经典。年年暑假电视都播。            
(3星)	 已经开始厌倦小燕子了，总是坏事            
(3星)	 很久很久的记忆了            
(2星)	 第二部么有点虐人！！            
(3星)	 差强人意~            
(3星)	 当时我怎么可以那么俗气            
(3星)	 不可否认第一次看的售后很迷~            
(2星)	 第二部就是败笔。            
(4星)	 有一个姑娘 还有一个鹦鹉 还有容嬷嬷~            
(4星)	 虽说是狗尾续貂，但也不是烂到哪里去，若放到现在的人去拍，没有最烂，只有更烂，于是我原谅了它的多余            
(4星)	 85分            
(5星)	 你敢说你没看过么            
(3星)	 真的就是这，把赵薇捧红了啊...            
(3星)	 老实在家看还珠的日子啊            
(3星)	 没办法，铺天盖地的演，只要开电视就能看到……            
(3星)	 怎样都不如1，难怪都不演3了            
(2星)	 狗尾续貂~            
(3星)	 当时超萌香妃啊~            
(5星)	 比第一部更完整，算是还珠的主体~            
(4星)	 - -            
