http://movie.douban.com/subject/1876781/	越狱  第二季 Prison Break Season 2
(4星)	 这一部，算成逃亡悬疑剧还是不错的。紧张气氛依旧，人物各种鲜活。重温中            
(4星)	 第二部及以后 还行            
(5星)	 最后集贼爽！            
(4星)	 好看！！！！！！！！！！            
(3星)	 从第2季开始，就不想看了            
(5星)	 作为续集，其实还是很顺理成章的，这部运气和巧合的因素稍多一些，但也无伤大雅。因为他们不过凡人一群，而不是先知一伙            
(5星)	 剧情很扣人心弦看得有些紧张，这个系列因为是先看的这季，所以感觉比其他的精彩。Charles Patoshik这个角色挺有意思的，死得有点可惜。            
(5星)	 永远的经典            
(5星)	 不多说，没怎么看美剧的都会听说过吧~            
(4星)	 we are in!            
(3星)	 发现一个硬伤 从此看不下去了 剧情张力不错 比第一部视野大            
(3星)	 看得我神魂颠倒茶饭不思夜不能寐 深陷其中久久不能自拔 求解救啊            
(NA)	 结局太让人难受了            
(4星)	 第二季还好。            
(4星)	 反正就出不去唄真是的。            
(4星)	 没第一季好看            
(5星)	 这一季其实有很多的小感动，每一次Sara和Michael的拥抱，每一次Lincoln与Michael的断句对视，每一次Sucre与Michael的危难相救，每一次C Note对女儿的怜爱，甚至T-bag对Susan扭曲的爱。它仍然是我心里无法抹杀的温情。            
(NA)	 还是第一季最好看            
(NA)	 迈克实在太聪明，太帅了~~~            
(5星)	 这才是我最喜欢的一季,太多感动            
(5星)	 也太曲折了点吧            
(4星)	 开始走下坡路，编剧的脑细胞明显不够了。            
(NA)	 马宏很惊艳            
(5星)	 那年夏天，无休止的播放            
(NA)	 如果越狱是个奇迹，那么奇迹名字一定叫michael scofelid，小温同学，不管你肿了，还是你是直或弯，我都这样爱你。            
(5星)	 I do love Michael Scofield            
(4星)	 美国的电视剧总是太长了啊！！！！！            
(3星)	 带着第一季的潮涌 来继续第2季。。            
(4星)	 延续            
(NA)	 尼玛！我的爱啊！！！！！前后看了快三遍！！！！！！！！！！            
(5星)	 5星：一定要看！            
(4星)	 又一次软实力的冲击！真是经典的美剧            
(5星)	 赞！            
(5星)	 第二部比起第一部毫不逊色，马宏更是一个亮点            
(4星)	 一直认为到真相大白那一天，这之前所做的一切都有了理由，可是现在才发现在这之间已经有很多人受到了伤害            
(5星)	 和第一集一样精彩。。。。            
(4星)	 这哪里是越狱 分明是逃亡...            
(4星)	 生活的弱点            
(4星)	 kellerman的造型帅气、人物内在也丰满了~于是乎我在他决定带着哥俩逃亡的那一瞬间I crush on him.            
(4星)	 S3还是免了吧.....            
(NA)	 好！！！！！！！！！！！！！            
(5星)	 好像全部看完了            
(5星)	 越的不是狱，是横亘在现实的无奈选择。            
(4星)	 人性与智慧。            
(4星)	 认识了T-BAG和ALEX MAHONE            
(3星)	 完全不在狱中            
(NA)	None
(4星)	 第二季也还可以            
(4星)	 虽没第一部经典，但也看的此起彼伏的~            
(NA)	 还是第一季好看。            
(4星)	 由于场景的转换+Alexander Mahone的出现，仍然是部好剧。窃以为结尾设置其实可以直接拍第四季……较之第一季相去甚远。            
(NA)	 结尾。。感到恶性“循环”。。是因为收视率太好了么            
(3星)	 相比第一季，有点让人失望            
(5星)	 我喜欢MahoneMahoneMahoneMahoneMahone！            
(5星)	 这季应该叫后越狱生活            
(NA)	 还行            
(NA)	 难道是换编剧了？！！！为了剧情进展降低了人物的智商也侮辱了观众的智商。            
(4星)	 迈克尔太有才了            
(NA)	 还是很吸引我            
(5星)	 盛极之作。            
(5星)	 有正义感还得足够有智慧和运气            
(4星)	 一季不如一季~~~~            
(NA)	 世界上不存在这样的人吧            
(5星)	 非常好！            
(NA)	 like Mahone best            
(5星)	 相当精彩，各种基情            
(5星)	 都说不如第一季 我怎么觉得编剧的功力胜过第一季呢             
(4星)	 还是不错的  有点虎头蛇尾 结尾又把故事拉开了 有点不爽            
(4星)	 这就还行了。。            
(5星)	 《越狱》第二季，从越狱过渡到围捕，几乎将第一季很好的承接下来了，依然紧张刺激！可惜为了下一季，竟然又把迈克引回来监狱，多少有点拖延剧情的嫌疑，希望后面两季没有让我失望。            
(4星)	 没第一季经典            
(4星)	 这部质量有所下降。            
(4星)	 能不看么？名声如雷贯耳，情节引人入胜            
(5星)	 老婆，我的大爱，第一季如果有十星，那么就会打十星的，第二季有所下降，不过也没有办法嘛，嗯，老婆，越狱陪伴我一直走了好久，嗯，老婆，越狱一共四季，一季一年……老婆，呼呼，还有四年你就回来了……抱抱，我爱你！            
(5星)	 我温S2颜最正！！！  帅的爆表！！！            
(4星)	 这个有点烦。            
(5星)	 1-4最爱            
(4星)	 过了第二季。。            
(5星)	 帅哥帅的有一套            
(5星)	 喜欢最初认识的美剧            
(4星)	 第二季之后不知道为什么就不想再看下去了，总觉得故事会冗长反复的循环下去……            
(4星)	 马宏~~~            
(5星)	 如果到倒数第二集就完了就好了....            
(4星)	 第二季到了最后感觉开始有些力不从心了            
(5星)	 经典就是经典。。。            
(5星)	 其实第二季本身也算不错了，剧情紧凑，悬念跌生，只是相比神作般的第一季而言还是稍稍逊了那么一点点，不过依然期待第三季！            
(3星)	 第一季神剧，可惜烂尾            
(4星)	 比第一部遜色點，還是可以            
(5星)	 因为马洪加上一颗星            
(5星)	 我是越狱迷            
(5星)	 比英雄、迷失都要牛叉的片片            
(4星)	 第二部最后一集前的两分钟，给我的震撼蛮多、、、一瞬间的改变、、            
(4星)	 还成吧            
(5星)	 仍旧惊险刺激            
(5星)	 恩，马洪登场了            
(4星)	 续集慢慢的就不行了            
(4星)	 最无聊一季！！！！            
(3星)	 越出去就没看透啦。            
(4星)	 原来美剧是很精彩的~            
(5星)	 If we lose ourselves,we lose every thing.            
(5星)	 怎么说；女猪脚的头都有的不合逻辑            
(4星)	 看一个开头，就忍不住看完一季。            
(3星)	 这部更应该叫逃亡。。。            
(5星)	 没有狗尾续貂之嫌，good，一如既往的紧凑            
(5星)	 我喜欢Mahone...            
(2星)	 弃            
(5星)	 不知道为什么那么多人不喜欢第二季。。我就觉得很好啊            
(4星)	 优于第三季。次于第四季&amp;第一季。神马都不容易啊。            
(NA)	 最紧张            
(4星)	 到大学之后还是坚持追了的。            
(NA)	 第二季可以看，不如第一季。            
(4星)	 看的第一部美剧            
(5星)	 第二部还好            
(5星)	 ohoh，miller，你还能再聪明点，再帅点不？            
(NA)	 我的最爱            
(4星)	 pb            
(4星)	 第一季最好 接下来一季减一星            
(4星)	 相比第一部感情的部分着墨多了一些            
(NA)	 never give up            
(5星)	 就是冲着马宏看的怎么样！            
(3星)	 还行            
(5星)	 看完第一季还有理论不看第二季吗？？？            
(5星)	 看了第一季，没理由不看第二季            
(4星)	 其实我挺喜欢mahone，tbag还有fernado：p            
(5星)	 高考毕业后看的到大一的时候才完结。能让我全看完的，真不容易。第一季最给力了，miler真是越来越胖了。哎            
(5星)	 有了mahone这个实力相当的对手，很精彩            
(4星)	 闹心啊，闹心。信仰是很重要的事。Do the right thing.            
(5星)	 男人当如是!            
(4星)	 S3から 不用看了            
(5星)	 六颗星！            
(4星)	 好，逃亡中·            
(5星)	    越狱四季 、都没错过 。            
(1星)	 看了两集就看不下去了&gt;&lt;            
(4星)	 马宏，这一季最耀眼的人物啊            
(4星)	 我喜歡他們在外面跑著的樣子            
(3星)	 还是喜欢第一季。            
(5星)	 留名            
(4星)	 Just have a little faith.            
(4星)	 一开始总是提心吊胆，看到最后化险为夷还是不能松一口气。Michael和Sarah的爱情很sweet，其他配角也很出彩。Franklin为了女儿那里尤其感动我啊            
(NA)	 前两季好看 后面误以为女主角死了，可把我失落坏了，就觉得没得看了~            
(4星)	 一如既往。            
(NA)	 在外边逃呀逃的·不是很好看·但是·里边的人都很聪明··总是出乎意料··            
(4星)	 看着一个一个人死去 不得不觉得 一切是偶然中的必然。有了些许宿命的意味。。            
(3星)	 拖沓的很！            
(3星)	 2貌似开始就有些普普了~~~~            
(NA)	 虽然戏剧化了一点，看着还是挺有感觉。             
(4星)	 出去了再进去，如此往复，最大的评价就是：扣人心弦啊！            
(NA)	 “要和牛逼的人在一起” 就这样            
(3星)	 磨磨唧唧            
(NA)	  越狱             
(3星)	 mahome最亮~故事滑坡严重……            
(4星)	 略逊1季            
(5星)	 Micheal的善良是他生命里唯一的弱点            
(4星)	 第二季还是不错            
(5星)	 我喜欢马宏这个角色。。            
(2星)	 都不记得具体的了            
(4星)	 有点烂的第二季            
(5星)	 一如既往的精彩，每个角色都喜欢，Paul让我难忘            
(4星)	 逃的好辛苦。我好喜欢paul，怎么死了- -            
(5星)	 只要是pb，都五星，他已不再是一部剧而已，对我            
(4星)	 还行……            
(5星)	 T-bag            
(4星)	 有些重复了  就未免。。但是还是大爱迈克啊~            
(NA)	 大家都说这季 特别无聊 我怎么觉得特别惊险            
(4星)	 e17掉泪了两次               
(4星)	 也还行~            
(5星)	 其实我最最最喜欢Kellerman~            
(4星)	 开始乱编了            
(4星)	 弟弟救哥哥，大家开始各种逃，感觉里面那个警官还不错            
(3星)	 差一些            
(5星)	 仍旧觉得很不错···5星满满的            
(4星)	 还好啦.            
(3星)	 进程略慢            
(4星)	 平淡！！            
(5星)	 个人觉得一二部都很好            
(4星)	 看的那叫一个纠结。。。            
(4星)	 没第一部好看            
(3星)	 只是相对于第一季来说。            
(3星)	 1集之后，果断放弃。            
(4星)	 第二季也很精彩哦            
(NA)	 一般，反倒是那个探员好看点            
(3星)	 越出去就没看头啦。            
(NA)	 看过的最好看的美剧。            
(4星)	 其实俺觉得第二季比第一季好看……便服是看点！            
(NA)	 很好看            
(4星)	 新角色AM，从讨厌到喜欢。不过还是明显不如第一季。            
(5星)	 追捕的精彩            
(5星)	 有点拖沓了，不过也精彩            
(4星)	 从这部开始 越狱就慢慢废掉了            
(5星)	 有狱无越，但情节依然丝丝入扣            
(4星)	 兄弟大逃亡。            
(4星)	 not bad lar.             
(5星)	 Oh oh oh, you never figure out who you&#39;re working for and who will finally sold you out.that&#39;s the world we live in.            
(NA)	 我喜欢哥哥那种类型的男人 呵呵            
(5星)	 一个漫长的圣诞假期后，又引来了更新。激动啊。            
(5星)	 也是初中时候看的了……也是我的口头禅~            
(4星)	 审越疲劳了……            
(5星)	 浪迹天涯好看程度不属于第一部            
(3星)	 又一个聪明人出现了。            
(4星)	 想马宏刚出场的时候多给力啊……结果整个一鬼畜攻最后硬是给整成苦逼受了……啧啧啧            
(4星)	 到这一季就该结束了！画蛇添足啊！！我都不想往下看了！            
(4星)	 除了第一季无可挑剔 后面的真的是狗尾续貂 不是说不够好 而是不应该有二 三 四季            
(4星)	 怎么说，在外面的过程依然紧张，连夜看            
(4星)	 事实如此，没第一季经典。  看完四季  这一季...比较让我失望            
(4星)	 I Love Paul Adelstein            
(5星)	 出狱后的剧情依然不错            
(3星)	 大爱tbag。            
(4星)	 第二季后就开始扯淡了。            
(4星)	 渐渐喜欢马洪大叔！            
(3星)	 不想看第三季了            
(5星)	 精彩too            
(5星)	 《越狱》就是美国编剧充分研究中国《孙子兵法》和《三十六计》的产物！            
(4星)	 无法超越第一部            
(5星)	 延续第一季的精彩，更多的在越狱后的逃生，同样令人激动            
(NA)	 最爱            
(5星)	 必看的美剧            
(5星)	 唯一一部看完的美剧。            
(4星)	 开始走下坡路            
(5星)	 同一            
(5星)	 唯一追完的美剧            
(4星)	 那一年的10月27日，最后一次与他的见面，把PB2作为幌子，只想见见他，静静地看着就好~我年轻的时候可爱极了，哈哈~            
(4星)	 还行。            
(4星)	 那阵看这个那叫一个忠诚,那叫一个爱看            
(5星)	 在第二季的最后，杀千刀地让我知道了michael最后会死掉。。            
(3星)	 二比一好看            
(4星)	 越到后面越水啊~            
(5星)	 michael~~michael~~比第一季更紧张了            
(4星)	 唉。。。没有第一季好            
(5星)	 貌似最喜欢第二季            
(4星)	 比起第一季 ，有点不给力            
(4星)	 都快忘记讲些什么了,就当是上英语课了.看的时候一直很有悬念...悬念到死的悬念不死..2还是比较精彩的            
(5星)	 不错            
(4星)	 跟第一季不一样了~但是一样爽            
(4星)	 怎么逃来逃去都逃不掉            
(NA)	 还是很不错            
(5星)	 迈扣。 你怎么能那么优秀。            
(5星)	 第二季依然值得力荐            
(NA)	 追剧集的日子            
(4星)	 第二部不如第一部啊            
(3星)	 臭长臭长的            
(5星)	 看完第一季就想看第二季，憋的我是相当难受            
(5星)	 米勒还用我说啥~            
(NA)	 看完第一部的时候我就迫不及待的看这个了。太牛逼了。太吸引人叻            
(5星)	 其实第二季跟让人惊心动魄！            
(4星)	 真正的狗尾续貂还在后面            
(4星)	 第二季乱扯了点，但是还是不错的，再之后就没去看过了。觉得编来编去没意思            
(4星)	 剧情什么的都和第一季比差了很多~~            
(3星)	 米勒很帅 剧情渐扯            
(4星)	 没有第一个好了            
(3星)	 从此MS的掌控力锐减，本以为马宏这一比较旗鼓相当的对手能带来更激烈更精彩的交锋，到底还是失望了，纯粹靠巧合去刻意解释勉强推进，给三星也包含感情成分            
(NA)	 看完第一季，他们几个终于出来了。。。不容易啊。一集一集看过来的，不过好多都忘了。。。            
(5星)	 我是《越狱》迷……            
(5星)	 2010 11 30            
(4星)	 后面就low掉了~~            
(5星)	 这季中二人的对决也是很精彩的，同样推荐。            
(5星)	 米帅！            
(NA)	 开始像S，结束像Z            
(5星)	 个人认为最好看的一季            
(3星)	 逃来逃去，要到哪里呢？            
(NA)	 还是第一季好啊，第二季我没坚持下去            
(5星)	 第二季略逊一筹。            
(4星)	 Michael不再神奇，但是还是不错的，只是不能和第一季同日而语了            
(5星)	 他是帅，重要的是他是个天才，女生哪能抵挡智慧&amp;俊朗            
(3星)	 喜欢片头曲，T-bag很怀念，前两季很不错，之后纯属灌水            
(5星)	 好看!            
(5星)	 第二季以后亮点就转移到Alex Mahon了。            
(3星)	 让我放弃了越狱的一部。            
(4星)	 拖了好几年 第三季开始我再也不要看了 太坑爹了            
(5星)	 这个真是紧张。蒂白格的手都那样了，话说都长上了，话说应该长不上！但还是好            
(5星)	 第二季说得过去            
(5星)	 和24小时第一季的最后一样，坏人头头死的是不是太容易了。。。Michael哎，还是一样滴迷人~~            
(4星)	 胜利大逃亡，大家各自逃。            
(3星)	 开始无力了……            
(5星)	 绝对的精彩！            
(2星)	 咋能就那么刚好  编剧要是这么着  还怎么看  太没意思了            
(NA)	 最爱的电视剧            
(3星)	 米帅不是我的菜。剧情也慢慢地让我提不起兴趣了。            
(3星)	 最后还差四集的时候，我停下了……从此N年木有捡起此剧……            
(5星)	 逃亡            
(5星)	 我其实觉着第2部比第1部好看第2部时，在几个地方，我的眼泪湿润了键盘。。            
(4星)	 《越狱》宛如在《肖申克的救赎》基础上的再创作，但实在太成功，太妙，太创新。            
(3星)	 早年看的了            
(4星)	 尽管我认为那群人从一开始脑子就进水了，但是剧情依然好看。已经习惯了紧张的节奏。三告诉我他最喜欢的就是T-bag，刚开始只是好奇，现在终于明白。他也很可怜……我也喜欢呢！男主自然更是。Franklin对家庭的爱还有其他人都让我动容。这些鲜活的人啊，事情只会更多。但总有完结的一天。            
(5星)	 很喜欢第一季和第二季            
(3星)	 不打算继续往下看了 没有第一季好            
(5星)	 好看            
(5星)	 这一季应该叫Alxander Mahone             
(5星)	 故事情节一环扣一环，跌宕起伏，正所谓无巧不成书，算是挺好的。很奇怪，那个女医生越看越美...            
(5星)	 他哥就是个傻X，很多事情都是被他的粗鲁莽撞给整黄的。            
(4星)	 马宏塑造的太神了,有点假.            
(NA)	 差了一些。            
(4星)	 还好            
(5星)	 信心...计划...            
(5星)	 没有第一部出彩，而且以前听人评论讲，这一季里面不怎么切题因为没有越狱哦。。。O(∩_∩)O~但是同样精彩            
(4星)	 外面的世界很精彩。            
(4星)	 幸好有了新人马洪            
(5星)	 编剧很有才            
(4星)	 最完蛋的一部            
(5星)	 一切都是为了米帅 哦也            
(5星)	 prison break。Wentworth Miller            
(5星)	 当时特希望男主跟女主快点好            
(5星)	 最爱！            
(5星)	 David死的真好  不过我更喜欢搞个小船去荷兰            
(5星)	 最精彩的一部            
(5星)	 好看~！            
(5星)	 越狱最不喜欢的是第四季            
(3星)	 第二季最无聊            
(4星)	 第二季明显不如第一季，虽然节奏依然紧凑，但纷繁复杂，不如第一季纯粹明朗，不过第二季还是值得看的。毕竟男主真的很值得你去追。            
(4星)	 延续1的甩~·不说什么             
(5星)	 除了Michael，还喜欢t-bag，感觉他是仅次于Michael的，也是相当的聪明，而且生命力很强，感觉怎么都弄不死他，哈哈！            
(5星)	 编剧真是让Mahone惊为天人。            
(5星)	 看的昏天黑地的那些个日子....            
(4星)	 没有第一部紧凑，另女主是我的菜            
(5星)	 米帅~            
(4星)	 我第一次感覺，監獄裡面比外面精彩            
(4星)	 越出越进无限进行时~            
(5星)	 好挣扎            
(4星)	 当时为了等这个第二季可说是漫长啊~~~~            
(4星)	 第二季质量下降了一个档次  不过剧情发展到外面也没什么办法            
(5星)	 猫鼠游戏吗            
(4星)	 消磨时间的首选！            
(4星)	 米高和马宏相信是很多观众所喜欢的人物角色，他们的魅力是这季的看点…还有那些出境不多但印象很深的小角色。跌宕起伏的故事和出人意料之外的情节继续蔓延着，也让我看到了江湖情。自由，让每个人都有自己“无罪”的借口去逃亡着，“人在江湖，身不由己”，有时崇高的自由要出卖和被出卖一些人而获得            
(4星)	 就是有些血腥            
(NA)	 很希望那个精神病患者真的到了荷兰，可惜编剧就是那么残忍。            
(3星)	 第二季开始残。。            
(4星)	 看了吧，无趣；不看吧，又不行。            
(5星)	 missyou~            
(5星)	 看完第一季后自然而然的接着看            
(NA)	 继续佩服            
(5星)	 好看好看```            
(4星)	 蛮好的            
(4星)	 嗯 还是第一部经典～！后面的发展有点太。。。。over！            
(3星)	 全部的关注点都在Michael和Sara身上了T T            
(4星)	 传播学课看了第二季的第一集            
(4星)	 没第一季好看            
(NA)	 还是第一季好            
(4星)	 我只向上帝下跪，但是他不在这里            
(4星)	 还是挺精彩……但不及上一部            
(4星)	 没有第一季好了，不过还算连贯            
(5星)	 强力推荐 大爱            
(4星)	 彪悍的人生不需要解释            
(4星)	 现在 我再 回看第一季            
(5星)	 我觉得就应该在第二季就结束掉……            
(5星)	 mahone            
(5星)	 越狱四季中最喜欢的一季。 逃亡的技巧，如何与FBI周旋。 Mahone登场是亮点 ，此人不装X，干练务实，高效变态。            
(4星)	 水平并不比第一部差，马洪的加入增加了刺激感，就是比第一部拖沓了不少            
(4星)	 认识了T-BAG和ALEX MAHONE            
(NA)	 我爱米勒！            
(4星)	 Michael~~~~~吖~~！！！            
(5星)	 第二季也是不错的，挺激烈的，挺出乎意料的。            
(3星)	 这一季的故事相对无聊            
(4星)	 追追跑跑的猫捉老鼠。紧张            
(5星)	 一切皆有可能啊            
(5星)	 像第一季一样,还是那么的扣人心弦!            
(5星)	 快看不下去了            
(4星)	 第二季还好，起码还有一个明晰的线索            
(3星)	 扫了个大概            
(5星)	 太棒了。。。。。。。超爱            
(5星)	 第二季的狗尾续貂之作还不错。只是明显感觉到编剧的力不从心。为第三季担忧。            
(3星)	 第二季剧情太散乱= =，话说越狱这几个人都是苦命的孩子啊            
(4星)	 酷酷的FBI            
(4星)	 不如第一季            
(5星)	 非常精彩非常好看！故事发展令人意想不到。            
(3星)	 第三季没兴趣了。            
(5星)	 美剧的最大问题，虎头没尾            
(4星)	 结尾太扯了。            
(NA)	 i don&#39;t like it.            
(5星)	 逃出来了，马洪也追来了            
(5星)	 好喜欢你，深邃的眼睛            
(5星)	 毫无疑问的经典！让你惊心动魄欲罢不能的励志故事。这个男人来自地球？            
(NA)	 非常好看，看过之后，就不能自拔了！考试的，有压力的，都别看。            
(5星)	 为了T-Bag及小米小唐的爱情给五星            
(NA)	 后面就开始超喜欢Mahone            
(5星)	 不可不看。            
(5星)	 I do love Michael Scofield            
(5星)	 都说第二季失败 我觉得Mahone让这季光彩丝毫不减呀            
(5星)	 Mahone这个角色实在是太有爱了啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊            
(5星)	 米勒很英俊，可惜演技好像不是很好。但是还是很爱这部，一环紧扣一环，无时不在的紧张感，I like it.            
(4星)	 从第二季开始走向烂片            
(3星)	 相比第二部 相差甚远            
(4星)	 看你们躲的这么辛苦,我都不忍心告诉你们最后你们还是被抓了.            
(5星)	 精彩！            
(5星)	 非常好看            
(NA)	 改变人生的一部剧            
(5星)	 看我了第二季 我对云帆不去chicago university大学念书感到深深的遗憾！            
(5星)	 力荐！！！！！！！！！！！            
(1星)	 第一季看到后来就已经游戏审美疲劳了，第二季第一集实在不靠谱，就这样还不被抓太假了。为了赚钱的美剧真让人感到惋惜，挺好一个剧给弄成这样            
(3星)	 有点看不下去了            
(5星)	 这一季对于感情的描写很好，而且我个人喜欢看动作多的片子所以给5星。            
(4星)	 老越不出去就不好了            
(4星)	 苦了我的sara baby 了…            
(5星)	 相对于第一季来说失彩很多~~ 不过还是很经典！很刺激！            
(3星)	 屁事儿 这么多集 上了贼船了            
(3星)	 还是第一季最好看，这一季也还可以            
(5星)	 无论如何无可取代无与伦比            
(NA)	 尚算可以            
(1星)	 烂片            
(NA)	 喜欢的只有茶包，sucre，C-note这仨。那个马洪，完全无爱。            
(4星)	 虽不及第一部，还算凑合            
(5星)	 走出监狱的逃亡让人目不暇接            
(5星)	 Michael我还是爱你。            
(5星)	 慌西西的            
(4星)	 就是愛美劇            
(5星)	 米帅虽然没有第一季看上去那么淡定自如，但无疑因为仁慈和人性而使这个角色更加地鲜活。            
(5星)	 T-bag 给个好评            
(5星)	 一样的好看            
(4星)	 还是一起 想想挺开心的..            
(NA)	 水平下降了            
(5星)	 逃啊逃...            
(3星)	 没第一季好看，Prison break才好看，但是running all the time就无聊了            
(NA)	 i like Michael Scofield&#39;s sagacity            
(5星)	 觉得那个FBI演得很不错            
(3星)	 看的越来越心累。            
(4星)	 大佬死的时候，膜拜啊！！！！            
(NA)	 又回起了！            
(5星)	 别上很多人跟我说第二季不好看，可我最喜欢第二季。            
(4星)	 从第二季开始就直线往下乱。。。            
(4星)	 我是神            
(5星)	 比1稍稍不足            
(5星)	 高智商的人都给关到监狱去了            
(4星)	 高三迷上。。。            
(4星)	 鸡肉～            
(4星)	 第二季的逃亡有点混乱。            
(NA)	 赞..            
(5星)	 喜欢那种惊心动魄            
(NA)	 继续爱米勒。            
(3星)	 没有第一季好看。            
(5星)	 let&#39;s go            
(5星)	 PB            
(3星)	 还是喜欢第一部 这部不太紧凑            
(4星)	 马宏的复仇            
(NA)	 二！            
(4星)	 第二季剧情有点累赘~            
(4星)	 哎哟哟这个结局太让人失望了。。。搞毛线啊，。。。越狱很好玩儿嘛。。。把俩兄弟折磨死鸟            
(4星)	 为了某Paul，勉强给个四星吧。原来PB老到我连分都没打过啊... ...            
(4星)	 看得出来一二季编剧还是有些掌控的            
(3星)	 哎，我能说什么呢，越狱就应该只拍两季，但绝对不是这样的第二季。            
(4星)	 哥 你怎麼又進去了= =            
(4星)	 相对第1部差一点            
(4星)	 跑了跑了！！！！！！！！！            
(4星)	 算是第一部美剧吧，没让我失望！在这之前众人口中的帅哥Wentworth，感觉soso.看多了欧美娱乐圈的型男，他还真没让咱留下三千哈喇子，但现在....咳咳！ 不得不承认 立体的看一个人，魅力无穷呢！            
(4星)	 第二季开始flop了            
(3星)	 编剧怎么了？中途受刺激了吗。            
(5星)	 逃出了fox river 却进了SONA······看第三季如何全身而退~            
(5星)	 既生瑜何生亮。。。            
(3星)	 第二季            
(NA)	 看了一半 不想看了            
(4星)	 稍微有拖沓            
(3星)	 感觉看多了此类型的片子人就麻木了。            
(4星)	 感觉上没那么紧凑。            
(4星)	 好看！            
(4星)	 没第一季好看看完之后我明白了人际关系有多重要            
(5星)	 超级喜欢第二季（虽然很多人觉得从S2开始变差），那些在道德线边缘的挣扎很精彩            
(NA)	 my favourite            
(5星)	 迈克尔，每一步都在计划中，偶像，智慧的代言！            
(3星)	 第一季比较好看。            
(NA)	 米帅越来越胖            
(4星)	 以后打死不看连续剧~~一看就是二年多~            
(4星)	 这一季应该叫“越狱之逃亡”            
(5星)	 越狱，没得说。            
(4星)	 降一颗星            
(NA)	 讨厌那个恶心的监狱            
(5星)	 太帅了！            
(NA)	 差强人意            
(5星)	 经典之作            
(3星)	 续貂的永远是狗尾~            
(4星)	 各种逃亡            
(4星)	 相对一可能有点逊色，但还是相当精彩，特别是alex的加入，喜欢。            
(NA)	 没一好看比三好看            
(5星)	 好看            
(3星)	 多余的第二季            
(4星)	 没第一部好，但也ok             
(5星)	 不管怎样，都要力荐！            
(4星)	 还行            
(4星)	 很越狱，很泡沫。还好结束的早，比LOST 识相多了。            
(4星)	 看完第二季没追下去            
(NA)	 不行了            
(4星)	 小温小温~            
(NA)	 恋童癖特灵了            
(5星)	 前两季巨好看            
(2星)	 太血腥，跟第一季差太多了            
(4星)	 没完没了的company...            
(5星)	 看的想哭的一季            
(5星)	 编剧真辛苦            
(3星)	 尽管人类对紧张和悬念总是保有极大的热情。但热情总会消减             
(4星)	 补录。            
(5星)	 看的心惊胆战            
(5星)	 继续支持。            
(4星)	 想起急速前进            
(3星)	 没第一步精彩了            
(4星)	 好吧···马宏还是很帅的            
(5星)	 不如第一季了，但是依旧强劲！！！            
(4星)	 也挺好看            
(5星)	 帅呆了            
(4星)	 第一季5分 第二季4分 第三季3分 第四季2分            
(3星)	 差挺多的            
(3星)	 一路都在逃，有些压抑。            
(4星)	 蛮好的            
(5星)	 追美剧 要是真有这么聪明的男人降临.....            
(3星)	 至此停滞...            
(5星)	 編劇真辛苦　生活中要是這麼戲劇性　幾個人能撐下來……            
(4星)	 没第一部好看            
(5星)	 其实它只是我接触美剧的桥梁，但回味它感觉还算是不错的美剧吧。            
(5星)	 最后一集后十分钟为终结此剧的最佳时机            
(4星)	 迈克尔在这一季一 点表现都都没有 很失望啊            
(2星)	 场面跨越太大，反而变得剧情吸引力不足            
(NA)	 我不喜欢那个哥哥。。。。好讨厌他！            
(5星)	 MichaelScofield。。。。            
(5星)	 竟然一直没加上。。。            
(4星)	 没第一季好            
(5星)	 还记得那时候，每周都揪着心等下一集。            
(4星)	 好混乱 好混乱            
(4星)	 看到二就收手了 接下去没底了            
(4星)	 紧接第一季都勉勉强强啦            
(4星)	 延续第一季的故事，却少了点精彩~~            
(4星)	 不如第一季精彩            
(4星)	 延续1的甩~·不说什么            
(3星)	 开始大失所望            
(5星)	 越出去            
(3星)	 还成。。            
(5星)	 ！！~            
(5星)	 还是要继续支持米帅的            
(5星)	 很经典~~很智慧~~            
(4星)	 比第一部精彩in some degree some about guilty&#34;every life he takes,it also blood on our hands&#34;micheal said            
(NA)	 很不错的片子。            
(4星)	 还不错……            
(5星)	 喜欢强抢对决            
(3星)	 就看到第二季            
(4星)	 跟美剧让人心力交瘁啊            
(4星)	 同上。看过最长的连续剧            
(5星)	 他们有共同的羁绊叫爱情。            
(4星)	 同样是第二季之后追不下去了            
(5星)	 虽然比没有第一季那么扣人心弦，但也还是很棒的力作            
(4星)	 第二季明显主角不是迈克，而是每个人很纠结的人生，处于背叛和反背叛的心灵纠结中。人只有利用的价值，然后就是踩着过吧。真不觉得这是一个很好的结局，如果结束在第二季会显得有点儿遗憾但确实最好的答案了。            
(3星)	 说实话，剧情很拖沓，只是沿袭了第一季的热度。            
(5星)	 最爱第2季～关于义气。            
(4星)	 竟然最后又进去了，我怒~            
(3星)	 其实没啥特别多的内容- -            
(4星)	 虽然没有第一季精彩，但是也还是不错！刺激和惊险仍然不断！            
(NA)	 好看            
(4星)	 MAHONE也喜欢。大佬死了。            
(3星)	 第二季是最令人失望的一季            
(4星)	 哥哥救弟弟了- -            
(4星)	 剧情问题扣一分。            
(5星)	 剧情 相对来说 最紧凑的 一集  口人信心 很好看= =            
(4星)	 虽然不喜欢亡命，但也算是理所应当~            
(NA)	 没什么多说的，看吧，经典            
