http://movie.douban.com/subject/5384549/	倾世皇妃
(4星)	 除了林心如，其他人演的都挺好的。剧情越往后越烂。霍建华根本不是主演，是用来骗眼球的，他是客串            
(3星)	 就当是支持小霍霍吧···            
(5星)	 是心如作为制片人的第一部戏，或许也会有很多不完美，但是剧情很虐，后面高潮迭起，很精彩！            
(4星)	 觉得没有美人心计好 后半段情节紧凑了还好。。 抽时间看看这个小说。。            
(3星)	 全都死了？？？？？？            
(2星)	 电视出的太慢所以去看小说了……看完小说回来看电视然后被雷的外焦里嫩……            
(4星)	 比小说好看吧 虽然最后收关有点着急了。。。霍皇上就是苦逼啊。。。            
(3星)	 雷 但是霍建华童鞋看的顺眼了 严宽演技不错 刘涛真的好美！！            
(2星)	 比起美人心计  差太多了吧   真的只是为了林心如的外貌看的             
(4星)	 还可以啊            
(3星)	 和小说差异很大，感觉演员选的也不好，起初看挺失望的，反倒是最后几集的剧情还不错。            
(3星)	 拖沓            
(3星)	 一天一天跟着看的，累死了都，讨厌这种揪着心的感觉。。。            
(3星)	 编剧NC不解释，当观众都是白痴一样。连城一死，已经没有人让我看下去的动力了！            
(3星)	 编剧编的有点过了~前半段,公主很牛B。中间段，所有男人都爱公主。最后段，出场人物挨个死，没的死了剧也完了。还是美人心计好看点。            
(4星)	 俊男美女多 故事不好 不过服装很特别 角度很好            
(2星)	 剧情可不可以再胡扯一点！！辜负了我的各种期待啊！            
(3星)	 不知道为什么，看完之后居然没有掉一滴泪。不过演员都很好，演得很到位。            
(5星)	 为什么给5颗星呢。。。这么搞笑这么雷，也难为大家了。。。难道海涛、吴欣是去搞笑的吗。。。难道这是部搞笑片？我就纳闷了。。。            
(3星)	 看到后面越恶心，有些脑残了。。。真服了            
(5星)	 看后很纠结，在哪个残酷的时代诞生的伟大的爱情，亲情、爱情、友情都是可以利用的            
(2星)	 这是什么烂结局。。            
(2星)	 我实在是被雷到了……这整个一红颜祸水么，还祸害的那么名正言顺……最近的电视剧都肿么了，搞得全天下就一个能看的女人一样……另外林心如在北汉的造型啊，我看着都要哭了……            
(3星)	 片头曲难听死了，除了心如大姐，别的演员演的都不错。最看不惯装嫩的演法！            
(4星)	 然后我突然想起我还看过这个.....            
(NA)	 我只能说。这纯粹是为了林心如。            
(3星)	 基本上跳跃的不知所云            
(NA)	 止于2011年10月25日14时。。            
(2星)	 断断续续一个月，终于把这片给啃完了。。            
(NA)	 失望            
(3星)	 从开始的热衷到中途的可看可不看，再到最后的不想看！这是一部奇怪的电视剧            
(5星)	 这部剧演员选的很好，仿佛为该剧定制的一样，人物服装做的很棒，像画里出来的            
(4星)	 总体还是不错的，演员选的很好。            
(3星)	 杜菀好歹也是个皇亲国戚，能不能换件衣服啊?            
(5星)	 非常不错！不容错过！看过之后觉得很好！但是感觉林心如的演技不如以前了            
(3星)	 只想知道结局            
(3星)	 好的一面是确实服饰打扮华丽精美又多样，女主的各种打扮眼花缭乱啊。。有的造型确实加分了。雷人的是剧情YY太过。。结尾有点草率部分不合逻辑。且说连曦在中孔雀胆和鹤顶红的毒时应该知道是阿奴下的毒，可却没有问他此事，还直接借兵给他。。我只能说一个18岁MM写出这样的剧本确实是不容易。但是多么好            
(3星)	 剧情跌宕起伏啊都不给人吐槽的空隙。            
(5星)	 好看            
(NA)	 一开始是因为有俊男靓女才看的，后来快进都简直看不下去了，看完大结局，我真想仰天长啸：尼玛坑爹的脑残剧啊！！！！我很久没这么被脑残过了！！！！大陆的电视剧能不能别这么当观众是痴呆啊！！！！            
(3星)	 除了严宽没啥好看的，结局拖沓又狗血~            
(1星)	 马馥雅是SB么            
(4星)	 肥肥推荐  心如姐            
(1星)	 编剧你还敢再烂点吗，真把观众当白痴啊！玛丽苏啊玛丽苏！            
(4星)	 一开始还好，后面太纠结了.... 严宽还是N帅的            
(3星)	 被玛丽酥噎了一下..............            
(3星)	 话说如果不是那个讨厌的什么都死完了的结局  我还是会想打四星的   看着豆瓣评分如此低  我倒觉得连续剧和电影是不一样的   它就是娱乐和消磨时间的            
(1星)	 只有霍建华是能看的，倾国倾城帝王是你，为了你，给一颗，其他的自动无视。林心如选剧本的本事还真不如于妈，《倾世皇妃》这本书压根就不行，文笔烂，剧情单薄，小孩子的yy剧！竟然选了这本书！玛丽苏的yy女跟母仪天下的窦漪房是不能比的！这摆明就是演了美人心计尝到再次红滋味的林小姐的自我膨胀剧，            
(3星)	 第一次完整看完古装大片，心如还是蛮美丽的，聪明啊 。            
(3星)	 蛋疼的连城啊~~~~~~            
(3星)	 连城死的太早...            
(3星)	 虽然的确很垃圾但我仍然哭了好多次。            
(2星)	 看得七零八落。主题歌难听得要死，方文山你确定歌词不是便秘的时候写的么。林心如演技依然差，你确定不是如萍穿越么。霍美美满脸写着不情愿，一副“老娘不想演”的样子。严美美不是我杯茶，你还是去演嫖客打酱油来的赏心悦目。原著就是个玛丽苏抖M的故事，是有多缺爱才慧眼选了这个来拍啊。            
(3星)	 虎头蛇尾还拖了42集            
(3星)	 哈哈，现在两大选择1恐怖片2动画片3小清新，好吧，再留点点空间给狗血剧吧，比如这部，一边看一边骂            
(NA)	 连城赞~~~            
(3星)	 林老师一把年纪了，但仍然担任着少女的角色，让那些90后情何以堪啊，不够冲你的面，我把此剧看完了！谢天谢地，我终于看完了……            
(4星)	 该死的都死了，不该死的也死了~悲剧的结局，永不泯灭的爱.......            
(NA)	 惠英红怎么看怎么像《葫芦娃》里面的蛇妖。            
(1星)	 刚开始一集雷到我了！没看下去的欲望！剧情胡编，超级无趣            
(2星)	 好吧 因为看过《美人心计》所以 对这个还真期待了一下下 结果就是烂片一个 不值得看            
(4星)	 很纠结，            
(NA)	 越後面越爛尾.狗血的劇情整部戲可以說是變態了的三個人所引起的囧            
(3星)	 后半部分拖着看完了。。            
(4星)	 跟步步惊心差不多时间出来，但是相对于《步》好的不得了。但是又单另放出来就不是很出色了。            
(2星)	 前面还算可以，以为可以看到公主最终狠起来，一直等等等，等到结束都是这样，什么国仇家恨，神马都不是，就是一次又一次的让我看到如萍的影子，不管怎样，里面的几位老皇后的演技真的很好！！所以我给2星            
(3星)	 画面真的很美，但剧情真是。。。            
(2星)	 这个混乱的十国朝代，本来就混乱不堪了。再来这么些男男女女，更加受不了，于情何堪！还是美人心计有内容一点！            
(4星)	 虐心啊~节奏太慢了~~比不上《美人心计》~~            
(NA)	 终于开完了 开场那集真是说有多龊 就有多龊啊 整部戏无聊啊 每次都看得快睡着了 后来就直接都快进掉了            
(NA)	 我就看了最后几集，和小说差得真的蛮多的            
(2星)	 知道柿饼的威力后我多么庆幸自己不吃柿饼！！！！没有人能战胜雪姨除了她自己，连城你死的好惨……………尼玛严宽生气起来好凶残。            
(2星)	 我承认我比较肤浅，只是为了霍建华才看的，这两颗星也是给他的。这种剧情，狗血又雷，求你们别再厚黑历史哗众取宠误导观众加上重度玛丽苏了吧。。            
(1星)	 我只看了俩镜头，霍美人为林心如大冬天种桃花，一脸苦逼的像伙夫一样。下个镜头是林心如正抱着严宽的脸啃，俩人话没两句就没羞没臊了……            
(2星)	 很没有起伏的电视剧，不过严宽真是帅啊~~~            
(3星)	 这片不能认真看，随便看着消遣还是可以的            
(4星)	 林心如你辛苦了TT            
(2星)	 害我跟着看了这么久，剧情实在是太狗血太说不通了！！！加两颗星完全是为了演员、首饰和漂亮华丽的衣服。。。            
(3星)	 霍建华            
(1星)	 陪着我老外婆看，为着霍建华的颜，结果看来看去还是严宽。呕死。而且十多岁娃儿写出来的东西，真的，不是一个假字可以形容。。。。            
(1星)	 狗血的剧情~~            
(3星)	 说什么好呢，对这些个宫廷剧已经无感了，快进看完。一颗星给严宽！            
(3星)	 我说学警狙击死了好多人，潜行狙击笑了; 我说潜行狙击死了好多人，步步惊心笑了; 我说步步惊心死了好多人，倾世皇妃笑了， 林心如笑了，她绝对是无敌的。 她攻无不克战无不胜。 倾世皇妃，绝对是部神作。 如果没有那么多炮灰前仆后继，挡枪挡箭的，玛福丫该死多少次才够呢。              
(3星)	 太悲惨了 太憋屈了 编剧你是变态么？            
(3星)	 还是喜欢霍建华的连城。他是冰雪国的王子，可是有一天他的冰雪国度盛开了桃花，那是他心底里的桃花。            
(3星)	 我觉得GG的路易王子怎么这么像严宽？？？            
(3星)	 开始很雷，后来感情戏了就还好。历史地理方面，五代十国啊，十八岁的孩子驾驭不了啊。当一般古装看看就好。很作孽很凄惨，唉。。            
(3星)	 演员很赞，剧本不行，没内涵~            
(3星)	 粗糙了，细节不行啊，打发下时间还是不错的。。。            
(5星)	None
(1星)	 真TM脑残。 垃圾电影            
(2星)	 没法和原著比&#39;&#39;            
(3星)	 人生若TMD只如初见            
(4星)	 编..各种编.            
(3星)	 光看片花就木有兴趣了，苦逼的三角恋。            
(5星)	 喜欢林心如            
(NA)	 10（片头曲里怎么有句歌词听着像“伤爹”？对自己定位还挺准的嘛）            
(3星)	 这一群痴男怨女啊~            
(3星)	 冲着宽哥给三星。。情节那叫一个雷得狗血。。。可是演员是看点。。            
(4星)	 居然追着芒果台看完了!还可以看看啊.            
(NA)	 虽说原著挺惨的。。。可能是先入为主 让我没有很有耐心的看全 断断续续的    不过还好   没有太多失望   不管是书还是电视 我都喜欢霍的这个角色。            
(2星)	 坏人屡战屡胜，而且有打不死的坏人。雷死人不偿命哇！            
(1星)	None
(4星)	 小说其实就是一本玛丽苏，是个男的都爱女主，心如已经改掉很多了，但是就是一本玛丽苏能咋弄。。。            
(1星)	 烂死，里面的男人八辈子都没见过女人。            
(3星)	 片子拍的不怎么样 但是可以学到东西 还不错            
(5星)	 韩剧那种男一号和女一号历尽千辛万苦在一起，男二号苦情，女二号悲催的万年不变剧情你们都能看进去，居然偏偏瞧不起国货？这是小说改编的，要尊重原著的，关编剧什么事儿？心如虽然年纪大了点，不过演技没话说，整个剧情我都很喜欢，虽然结局是出场人物几乎死亡殆尽，但是小说作者就是这么写的，没话说            
(1星)	 吃饭时看它完全不下饭。。。。            
(2星)	 小说本来就没看下去的，看了下电视，从开始看了几集，弃了，后来，又打算在看下结尾会有什么突破没，真的不怎么样啊。评分全给霍建华。            
(3星)	 一般吧，我就看了开始几集，然后就看的剧情介绍，跳着看的，1天就看完了，一句话，马馥雅就是天煞孤星。            
(3星)	 狗血的剧情，完全冲着帅哥看的            
(1星)	 大雷，我是有多无聊竟然看完这种片            
(4星)	 真心评论难上榜，都说言论可自由，可怜观众难知情。            
(2星)	 我只能说很一般，尼玛剧情太纠结了有木有，不能忍了，只能是看看帅哥美女还有剧中的服饰得了，姐主要是看严宽和霍建华，吼吼～～至于此剧本身——不提也罢！～～            
(4星)	 不管怎么说觉得还是值得看下去             
(2星)	 这根本是搞笑剧嘛            
(3星)	 刘连思个败笔。            
(1星)	 莫名其妙的剧情！话说原著就让人够无语的了，居然改编得更加狗血。不得不说，林阿姨为了保持曝光度，已经无所不用其极了~            
(NA)	 我觉得孟祈佑最后死了~~            
(NA)	 到最后人都疯了            
(3星)	 一开始兴致勃勃地追着看，越到后面就越没劲儿了~~不过，心如还是很美的，建华也很帅很帅啦~~            
(2星)	 剧情太脑残了。。。希望以后多多研究剧本            
(4星)	 帅哥……            
(2星)	None
(4星)	 真的很好看            
(3星)	 还是喜欢《半生缘》里的林心如~            
(3星)	 结局很纠结，有木有！！！！！！！！！！看连续剧本来就是很脑残的事，我居然还给看完了，连续 ！！！！剧！            
(2星)	 倾世皇妃，我不要，好雷~            
(4星)	 尼玛我居然看完了。。            
(1星)	 我已经无力吐槽了。            
(3星)	 在西安欠下的债，回南京还            
(4星)	 虽然剧情漏洞百出匪夷所思，不过还是爱这样的剧，更爱林心如，看完这个也开始喜欢严宽了            
(2星)	 二星给严美人和霍美人，其他无视，不解释            
(1星)	 看到湖南卫视之前放的预告片，就知道很狗血。但因为林心如和霍建华，我还是去看了这部电视剧。现在后悔了，真是弄瞎了我的眼睛。            
(2星)	 虽然不讨厌林心如不讨厌严宽有点小喜欢霍建华~但这部剧真的真的无力看下去啊啊啊啊！！！每当有人说它好看的时候，我都纠结得内伤啊啊啊啊！！！            
(3星)	 编剧真能扯！            
(3星)	 林心如。严宽。霍建华。一人一颗星。……………………倾世皇妃，我不要，好雷。            
(1星)	 看了伤智商            
(4星)	 剧请不错，帅哥很多            
(4星)	 很无奈的结局、其实还是希望馥雅和连城一起、            
(4星)	 还好不是大团圆，还好不是大悲剧，还好不是个大烂片            
(3星)	 我的连成，霍建华演的真心的痴情，可是剧情到连成死后就没看头了，太拖拉。            
(3星)	 虐恋啊~帅哥美女很pp，服装配饰很赞，音乐也还行，除了傻乎乎的歌词，剧本有点烂尾的感觉，男一男二死得不够轰轰烈烈啊，逻辑什么的咋就别管了，毕竟是国产电视剧~            
(3星)	 冲着林心如去看的，整部剧剧情后面还可以，前面看不得啊~            
(2星)	 巨雷，烂片！！            
(4星)	 为冒豆瓣给这么低的分啊，打发时间还不错的啦~~~            
(NA)	 快进着看的，还看得我那小心肝儿纠结得…终于随便大结局了，哎…            
(NA)	None
(5星)	 第一集实在是让人吐血，什么演员那是，中间还挺好的，可是结局也太让人郁闷了，连成死的好可怜            
(3星)	 诶，那些完全聪明不起来的主角们儿啊。。            
(NA)	 没撑过第一集的一半儿就阵亡了            
(3星)	 狗血            
(1星)	 坑爹的电视，剧情狗血、不合理，浪费老娘的时间。            
(NA)	 每个主角的弟弟都是超级贱的，             
(2星)	 剧本太扯了            
(3星)	 给三颗星真的是很善良的了...本来就对剧情没啥期望, 完全是冲着几位挺待见主角而看的... 结果, 比狗血还要狗血, 欸!            
(4星)	 全是为了男主的颜啊            
(4星)	 被虐了大半个月，这部剧应该叫“汽油是怎么虐成的”。            
(NA)	 这货果然是祸水。            
(1星)	 第一集就天雷不断，有多少人只是为了帅哥美女前去看的啊……            
(3星)	 作为偶像剧，其实前面还是能过满足我们的无聊心境的，可是看到后面……姐，真，的，很，有，改，剧，本，的，冲，动！！！            
(5星)	 终于结局了，，连城啊连城。。            
(4星)	 好像第七集40分钟左右有人说过‘我们都在走钢丝’，钢丝好像1824年以后才有的。还有个剧情上感觉不妥的就是，马度云给连曦下孔雀红那个毒，连城的妈救了以后，尽然连曦没有追究这毒是谁下的。            
(5星)	 倾世皇妃——药与毒！            
(2星)	 一星为霍美人，一星为严美人，其他的，无视。。。            
(3星)	 断断续续的看了点。没什么营养，偶尔娱乐一下还不错。剧情冲突倒是很多，就是看到了不少颇有琼瑶阿姨风格的画面。很纠结。虽然剧情很无语，但是小说真的不错。。。            
(NA)	 不如原剧好看            
(NA)	 我承认我是大致的看完了它，只能说比美人心计差远了~~            
(2星)	 “倾世皇妃，我不要，好累……”我喷！还能再雷一点么？            
(2星)	 我擦，太狗血了，编剧吃shit去吧！小说本来写得还好啊            
(NA)	 坚持不下去            
(NA)	 无聊的，，老爸爱看陪他看了结局。。忻佑为了馥雅放弃皇位，找到她那一刻，我还是仍不住想哭啊。。。傻子才会哭啊。。。            
(2星)	 实在具无语啊！首先不说大篇幅改了原著，ok，你要创新可以，但是完全弯曲人物！把馥雅整成个那什么的，连城一死就跟别的男人跑了！气愤啊！而且原以为我们家霍是猪脚哩，搞了半天就出来个几集，伤心呐！            
(2星)	 林大妈已经发褔了，实在不适合演纯情玉女，这电视编的真悲催，2位男配女配帝后在还是处男处女就为情而死，天那，能不能不要用现代的爱情观来强加古人好不好，而且还是帝后，搞得这么三贞九烈的说明啥呀．宫庭复仇下毒就能搞定，喔～～～把观众全当做脑残的．唯一的亮点就是小霍的造型，实在够妖孽，我            
(5星)	 愿得一人心 白首不相离            
(2星)	 本就是为了心如还有霍霍等银的颜看的~~~哎，林心如选剧本不给力啊，果然演圣母是惹人嫌滴！            
(4星)	 步步哭完这个继续哭。。            
(3星)	 没有全灭的结局有点出乎意料。连城的痴最为动人，可惜错过了……呵呵。            
(1星)	 马有什么好的，一点也不善良，为什么大家都围着她转，太美人主义了吧？虚伪装清高装善良，她的好都是剧中人物说出来的，可是她的所作所为哪里好了，又笨又虚伪无情，比美人心计里的差太多了，林心如第一次选片自拍应该是很用心的吧，可是怎么这么没品味？            
(3星)	 我也不知道历史上是不是真有这个人，当时看预告的时候，香艳啊。我就忍着看。坑吧就。我咒你呃            
(2星)	 雷疯了，就算有天涯四美之严宽（为毛我觉得他配角惊艳，男猪气势上就太弱了呢)和小霍（美貌啊，看此片的最大动力，无奈人格缺失忒严重啊），林心如圣母看了烦，啥复仇啥计谋啊，全当观众是弱智！比起来美人心计都显得精良了至少很多美女可以看啊            
(4星)	 就是结局比较虐，前面有点雷，后来剧情还是越来越丰富的            
(1星)	 马馥雅不仅笨还没良心，装清高善良，一点也不好；编剧脑残，编的不合逻辑，想救谁就救谁，想让谁死就让谁死，尼玛孕妇都可以想不生就不生的，万箭穿心溺水还能复活，祁殒都能帮其复国，汽油为什么不可以，那个阿奴害自己主人，主人怎么会不知道，破绽不合逻辑的一堆，总之，太烂太失望了。。。。            
(2星)	 编剧不给力啊，剧情很多都经不起推敲，逻辑不通            
(3星)	 不得不承认自己就是冲着帅锅去得，剧情很狗血nc，但是应该适合九零后的孩子，姐姐纯真时应该也会被这种剧情吸引。胜在画面唯美，服装精致和两位帅哥。            
(2星)	 我居然真真有毅力的把这部纠结的雷死人不偿命的戏看完了...@林心如 你最后两集的造型敢不敢跟刘涛姐姐不一样啊，太败笔了            
(1星)	 受不了的脑残片，即使有美男也拯救不了这剧            
(2星)	 其实能混到3星就不错了，不知道为何其他人分数还能给的这么高。吃了衣服，情节我感觉不如美人心计，TTMD扯了，全戏唯一的两点是霍建华的榴莲城，结果炮灰了。事实证明，他本应该选择他弟弟，然后两个人欢乐的搅基，结果一失足成千古恨，被马害死了……            
(NA)	 这样的有情人，这样的结局，其实还好。。            
(NA)	 本来是冲白豆腐看的……结果……雷得我外焦里嫩……= =……            
(5星)	 连城帅！！可惜不爱~            
(4星)	 我是为了跟上潮流才看的。看完此剧我跟七大姑八大姨顿时有了共同话题。            
(3星)	 其实呢，也还是比较好看的，但是不知道为什么，没有步步惊心那么的让我有期待。            
(NA)	 if treated as a long man-fest mv, SICK^^ if treated as what it thinks it should be treated as, WHAT... THE... F*CK????!!!!! O.o            
(2星)	 太烂了，完全看不下去            
(2星)	 终于看完了 侮辱了原著啊真是 除了府衙和汽油的感情 各种线糙得不行            
(2星)	 绝对的失望   一点都没有美人心计好看  而且  没有看点  好迷离啊看的            
(3星)	 喜欢上严宽了！！！忍着看完了鉴于偶然瞥见的美人心计，剧情到后来结束的太快实在气的人想呕血，好人不能善终，有情人不得眷属。烂烂烂，唯一就是宽哥很给力一查又是水瓶座 哎 磕思阿。。。            
(2星)	
(2星)	 我也觉的林心如老了 严宽胖了 剧情和小说很大出入 这部电视剧很讲究一种人物关系  复杂的局势 复杂的人生 坚定而倔强的性格            
(4星)	 爱林心如演得角色.            
(3星)	None
(2星)	 原来周围人都死掉你就倾世了呀 另演技好的仍然演技好，不好的也就好不到哪去            
(3星)	 比不上美人心计            
(2星)	 因为有霍建华才看的，结果他只是来打酱油的。剧情逻辑有问题，好多地方巨搞笑，看了几集就不想看了。很受不了马馥雅这种圣母型。那片头曲太难听了，词居然是方文山写的，“倾世皇妃，我不要，好累”，听得我差点没抽过去。            
(4星)	 看完了这个剧了，果然还是悲剧结尾吧！            
(3星)	 全部死掉的大结局——好人的弟弟最该死！            
(3星)	 终于看完了，一群极端的人杀来杀去杀去杀来的，死的有点忒干净了……这戏主要是练逻辑的……            
(3星)	 改太多,没小说好看，失望....            
(4星)	 悲剧的童年造就畸形的婚恋观，欲望无休止引发极具毁灭性的伤害。兔死狗烹，鸟尽弓藏。            
(3星)	 为了霍建华才看……            
(3星)	 死了个精光            
(2星)	 我居然看完了。。。恩 恩 我看完了居然            
(3星)	 bug无比多的剧情啊            
(2星)	 造型很喜欢，演员很好，服装华丽，可是这你妈是什么剧情啊，前面三十集都可以不看，到了后面，剧情不叫曲折离奇，完全就是狗血也么狗血啊。严宽就是怎么样都死不掉啊，杜太后性情变得快，各个人物前后矛盾。最后结论，马馥雅先毁了楚国，后毁了北汉，再然后毁了蜀国。目的就是为了赵匡胤！！            
(2星)	 剧情一般 造型不行  就严宽和白豆腐还能见人            
(3星)	 看在霍建华的份上给个三星。。。林心如已经有要所有人围着她转，她很群能有魅力，其他人都是坏人的演戏固定模式了。。。情节搞那么复杂。。。            
(2星)	 果断弃之，真心难看！林心如真心假，你以为你还在 演琼瑶剧吗？            
(4星)	 喜欢祈佑，这部电视剧里严宽很迷人，霍建华的戏份也太少了吧~            
(2星)	 一个星星给林心如 二个星星给霍建华 严宽表演不自然 作。此剧说白了 就是一个女子为了私利游走于众男人之间，不相信自以为最爱的男人，完全自欺欺人，还是为了所谓的复国大业，男主角死的真不值得，狗血。不过林心如有诚意！            
(3星)	 弃天下寻她去的时候 赚眼泪了 年纪大了~            
(3星)	 剧情太狗血了，霍建华竟然是个打酱油的。。。。。唉。林心如第一次当老板怎么能拍出这样让人失望的片子。。。orz            
(5星)	 花若歌唱 冰封暖如余音绕梁 把梦一场 似花絮湮灭空留芳 花在歌唱 倾诉人间慢慢惆怅 人去何方 许是你凝望的方向             
(4星)	 有一个乱世。            
(3星)	 开头的几集真想放弃啊。后面倒是还可以。万能的快进，让我觉得剧情提高一个档次。帅哥很帅。林很会选人。里面的女的没一个比她漂亮。            
(3星)	 不惊艳，但也不至于太差，林心如现在演戏比以前棒很多了。眼睛里有内容了，情绪也拿捏的非常好。常宽希望能通过这部戏熬出头，他演戏真不错。            
(1星)	 剧情（加编剧）这太TMD％@＃¥，特别是结尾。有一种被忽悠的感觉。其实看了第一集，就有了弃剧的念头。要不是姐姐贪恋美色（为一致的表扬的一点：此剧美男圣多，尤其是严宽。），还能坚持到现在？！没想到，最后男猪脚不知不死不活的。好歹你死我悲你活我喜。这种烂剧情还是有个完结的好。            
(3星)	 后半部分冗长且狗血 是一定要死光光就对了。。完全是强迫症让我看完的= =            
(4星)	 可以说昨天看了结局后，觉得这部电视剧还是很棒的，除了前两集比较雷以外，真的是越看越好看，不过整体来说剧情有些不是特别紧凑，优点拖沓            
(4星)	None
(3星)	 国恨家仇手足相残...到最后原来马湘云才是最可爱的~            
(NA)	 情节转换突兀，无承接铺垫，总体来说，比较狗血。。。            
(4星)	 前两集太雷太囧，后两集太急太狗血。最后一集是败笔，用得着死人死得这么频繁吗。。馥雅还不一起死，还活着是嫌苏的还不够吗？？温静若是个打酱油的，晕死。为了宽哥的颜，四星~            
(1星)	None
(2星)	 一颗心给咱家宽爷，一颗给服装=。=            
(5星)	 心如又火了一把，不老的传说~            
(2星)	 霍霍居然就打了个酱油，真悲催！            
(3星)	 凑合            
(2星)	 。。。。无语啊 实在看不下去            
(4星)	 剧情只能四星了。林心如是王道~            
(1星)	 作为美人心计和倾世皇妃的女猪，林心如俨然成为脑残剧主角化身。这么样的一部槽点暴多的搞笑片，里面的主演们是怎样敬业地克制住内心爆笑的冲动，留下一颗颗看起来很伤心的眼泪的？            
(3星)	 一星给宽宽，一星给红姐，一星给连城，一星给心如，一星给星弟，剧情改得诡异扣一星，各种虐死扣一心~~~~            
(5星)	 好久没追电视剧了。看完了还行            
(3星)	 没美人心计好看，纯属为了跟娘增进感情一起窝在沙发上看的~            
(3星)	 马馥雅啊马馥雅，你好歹也是一个皇妃吧，活得一个窝囊，这也担心，那也怕的，不想害别人，到最后为你的死的人多得数不清了。然后整部剧就是各种的不合理，雷人，搞笑...的情节的集合。片头的“倾世皇妃，我不要，好累”听得我是心惊胆战，就怕她一口气没接上去就挂了。心如姐姐啊，你还是专心地当演员            
(4星)	 你妹的悲剧！怎么可以不该死了都死了！！！不相信爱情了！！！！！            
(3星)	None
(3星)	 比较喜欢《美人心计》，这个看起来像偶像剧。。。            
(2星)	 评分只为了吐槽，中这么多箭还死不了，孟祈佑你命好硬啊……            
(3星)	 终于看完啦，以后不用一到每晚10点就焦躁不安的追着看了。            
(NA)	 大悲剧~全部死光光！！！            
(3星)	 可NM算看完了，都说红颜多祸水，白瞎俩好爷们因为她死了            
(3星)	 霍霍而来            
(2星)	 要不是演员漂亮，这种片子，怎么可能会有人看？            
(1星)	 这一分是给霍建华的，我没看过哦，只是每天都听粥小姐唱主题曲而已。。。尼玛真是脑残致死的片子。。。最无语的是F大男天天看的很哈皮。            
(3星)	 肿么这么悲情～            
(4星)	 一开始好二啊，其实就是为了摸时间才看的            
(2星)	 画面那么好,我居然一集都看不下去,实属难得!!.整个剧就是林心如的YY,太雷了.还有这歌唱的那么断气,特要了.             
(4星)	 严宽非但是难得的帅，并且很妖孽            
(3星)	 虐。。。            
(2星)	None
(3星)	 其实没想像中的好看，但是2大美男还是养眼啊~            
(2星)	 很无聊的一部剧，我竟然看完了，我真是无聊到爆            
(5星)	None
(3星)	 心如这部片的演员我本人觉得没有选好。。。美人心计里的女演员比倾世皇妃的漂亮好多。。。。这样让自己成为众矢之的了。。。            
(3星)	 与原作品差距有点大，很多拍摄场景过于粗糙，情节拖沓            
(2星)	 严美人真的残了，对霍建华的颜完全无感，心如姑娘，玛丽苏是种病，一定要治！            
(3星)	 萌点歪了。。。该剧没戳中。。。。。。            
(1星)	 看过倾世皇妃这本小说，本来很期待拍出来看看。芒果台放时，只在电视机前看了一集就受不了了，乱七八糟，有时间还是再回味下小说吧。            
(1星)	 为了先知道结局看了小说，发现很一般，看完小说再看电视剧，惊叹本来就不咋滴的小说居然还能被改编得更烂...我真是佩服编剧，你能改得更俗一点么！我也真佩服我自己能忍着看了这么多集...真是糟蹋了霍建华严宽和一众配角小帅哥...            
(2星)	 拍得太假了 弃！            
(3星)	 拍的是还不错，可是剧情真的是。。。            
(5星)	 喜欢看的一部电视，如果按原著剧情那我更喜欢！            
(3星)	 改的不是很好啊，小说是很纠结的，看了就停不下来的那种，喜欢连成~~~，小说里就喜欢这个人，电视剧里是因为霍建华帅哈            
(2星)	None
(3星)	 也没全看，对林心如总有一种五味杂陈的感觉。有时觉得她笑起来特别好看，但有时牙齿露出来又很难看，这个就是酒涡的魅力吧。没有讨厌，但也谈不上喜欢，但不知为何她还是都能挽留住我去关注一下的。            
(1星)	 I have nothing to say.            
(3星)	 玛丽苏剧，纯看两男主角的颜，            
(4星)	 四星全给霍建华!!!我淡定了那么多年你又让我花痴了!!!你狠啊你...            
(2星)	 剧本太烂，果然是90后写出来的神作！            
(5星)	 我支持你，，，，看拉这部剧也满好的啊 。。。。力挺你。。。。。。。。            
(5星)	 林心如真的很漂亮            
(3星)	 韩太妃的笑太让人毛了，花爷爷的“宝贝儿”叫的让人太恶了。如果看的是书，我想我可能会再打一颗星。            
(1星)	 简直是乱七八糟，烂透了！！！            
(1星)	 郑重地给下一星，纪念我浪费在优酷快进上的2个小时            
(3星)	 在看到霍建华连盖头都还没掀就亲下去的瞬间，点叉。            
(3星)	 比较拖沓~这剧的男演员都挺好看的，霍霍为首，演韩冥，连曦，阿奴的都挺美貌的~            
(1星)	 不是一般的雷啊，拿现在的观众跟当年还珠格格的那会儿比哪。。。            
(5星)	 我觉得倾世皇妃很好看，剧情很纠结但也不乏搞笑，呵呵，支持倾世皇妃，支持所有演员，每个人演的都很好            
(3星)	 弃！好烂的剧本好烂的剧！            
(NA)	 冲着严宽去的，可还是看不下去鸟，实在是雷啊            
(1星)	 剧情太差，林心如再美丽，但在这种没有任何逻辑可言的剧情中也是苍白无力。简称：扯淡。            
(2星)	 本来觉得霍建华，林心如都是蛮好的演员，该剧也该不错。可看了几集，我当时就觉得这剧在芒果放真是好选择啊。只有霍建华出来的时候才感觉剧情正常。其他的时候你要是喜剧，你装什么正经，你要是悲剧，你为什么那么不正经。唉 ~            
(5星)	 虽然开头有点雷，可是看到13集的时候实在是太好看了，宽哥太帅了，哈哈            
