http://movie.douban.com/subject/4826770/	我的公主 마이 프린세스
(4星)	 还好啦，有点小爱宋承宪            
(5星)	 今天刚看完。这是继过年期间看的《on tree hill》，考完试后，看的第一部剧。呵呵！宋承宪真是帅，金泰熙也很漂亮，漂亮到让我忘记了曾多年忘不掉的那部她演经常瞪大眼睛有点凶的女二号。剧情我满喜欢的，因为男女主角不像其他剧一样，被别人动摇，一直都是相爱的，呵呵！反正是又漂亮又帅            
(3星)	 宋承宪帅啊帅，剧情莫名其妙啊莫名其妙~~            
(4星)	 哈哈 帅大叔小别扭啊~~            
(NA)	 PC的电视剧，好像现在都是前面很好看，后面就不行了= =            
(3星)	 欢乐啊，各种萌点啊，娱乐心情啊            
(2星)	 完全冲着养眼来了。            
(4星)	 太赏心悦目了~~            
(3星)	 宋承宪变样了            
(2星)	 看到前面就猜到后面 演员还行 不过剧情实在是……            
(2星)	 冲着女主去的 另一面的女主也不错啊 但就是看不下去 放弃了            
(NA)	 为了两位主角看完的脑残电视....            
(4星)	 在众多韩国男星中，宋承宪、张东健、李秉宪是不可超越的帅哥三大代表，其它男星不是一个级别的。            
(NA)	 越往后越看不下去了            
(3星)	 如果能换个女主角就好了            
(3星)	 金泰熙真好看            
(5星)	 最喜欢的韩剧类型，虽然演员有点大叔和大妈，但是表演得都还蛮清纯的；不知道是不是受蓝色生死恋影响，刚开始受不了宋承宪和不是宋慧乔的女生谈恋爱，不过看到最后却觉得两个人灰常般配啊。            
(4星)	 宋承宪，又回来了，7年了。            
(3星)	 看了一半就弃坑的作品==            
(NA)	 为了自己的爱情,放弃一切,真有这样的人存在吗?暂且相信存在吧            
(NA)	 轻松 愉快 搞笑 偶像 帅哥美女            
(4星)	 完全就是冲着宋承宪和金泰熙去看的，剧情真是够狗血够白痴，好几次看到女主那小白样都很不得把电脑给砸了            
(NA)	 纯粹是为了看帅哥美女，剧情实在有点。。。            
(3星)	 最后的Kiss假到我想喊啊~~~WTF            
(3星)	 本因剧情和情节想给两星的，看在宋大叔的魅力，金小妞的靓丽，多给个星。            
(3星)	 虽然剧情老套。 好吧。这是韩剧的通病。。。但是  宋大叔真的很帅啊。  很帅很帅啊。。。。            
(3星)	 帥哥美女好養眼~~~~~~~            
(2星)	 韩剧一贯的套路            
(4星)	 好久没看宋承宪了，太帅了            
(2星)	 看着宋承宪的份上，给两颗星吧。。。看到第三集实在看不下去了。            
(4星)	 不爱韩剧 想着看它只有两点 因为它叫我的公主 我当时都汗了。。还有因为有金泰熙 我的心头爱啊             
(3星)	 恩。金泰熙加宋承宪，冲着这俩打的分。。。            
(5星)	 最喜欢金泰熙了！爱在哈佛就喜欢了！PS：我也很花痴宋哥哥哦，嘻嘻~~~            
(5星)	 我是看脸呢，看脸呢，还是看脸呢            
(4星)	 宋承宪很帅，我喜欢的type···很好的打发了我春假的无聊时光···不过说实话，我现在貌似不太喜欢韩剧这种纯爱范儿了···            
(3星)	 纯粹是看演员，编剧你能再烂点吗            
(4星)	 帅哥美女啊~~            
(1星)	 一男生推荐我看的，第一集好好看了，剩下的不到三小时快进完了……over            
(3星)	 也就是冲着两个人去的，情节就一般狗血韩剧            
(3星)	 开头很好看~ 看到一半懒得追下去了。。。            
(4星)	 1.宋承宪还是狠适合演这个驸马的。他和金泰熙之间难道没有什么吗？2.发饰服装情侣装鞋子啊。3.最后两集烂了。                 
(3星)	 小宋同志真的挺帅的...啊~~~~~~~~~~~~~~~~~~            
(4星)	 宋哥在里面是相当帅啊            
(2星)	 配乐爆差....剧情老套.....            
(3星)	 角们很大，可是内容后来真的有些俗套。。            
(4星)	 我终于看完了……真的是太长的一部剧了……幸好有金泰熙啊！！！            
(4星)	 宋承宪很帅~~            
(4星)	 金泰熙。 卡哇伊。            
(4星)	 还不错 就是长了那么一丁点儿。。。            
(1星)	 毁了金泰熙。看了6集果断忍不了了            
(3星)	 演员很养眼            
(3星)	 吸引我一直到结尾的是男女主角的颜，话说宋承宪怎么好像反而比蓝色生死恋时看起来帅了涅            
(4星)	 快乐地坠入            
(5星)	 我默默的以为还没有结束的说~~            
(5星)	 金泰熙+宋承宪 已足够            
(3星)	 意思不大！            
(3星)	 有点失望，只有主角发光而已，剧情实在是...第一次看到这么蹩脚的剧情，台词也是，貌似有时他们只是站在那里不知道说什么了，傻笑...主题曲、插曲、片尾曲，好像没有嘛，实在失败！            
(NA)	 喜欢宋承宪，爱情总是在不经意间来临，暖暖的幸福~~~            
(NA)	 脱离实际的情节,我是冲着漂亮衣服过来看的,            
(5星)	 爱死驸马了  怎么可以那么帅            
(NA)	 没什么感觉  剧情开始的离奇  结束的仓促   无语·····            
(3星)	 宋已经不是我心中忧郁男的形象了……前面还好，后面太拖沓了，越看越难看……            
(3星)	 希望他们俩真的在一起~            
(3星)	 题材反正是不新颖了。。。星都给演员吧。。可是看着金泰熙的鱼尾纹和宋承宪的法令纹。。。他们确实不年轻了啊。。。。            
(4星)	 scx那喷血的身材。。。            
(4星)	 金泰熙也太美了~宋承宪也好帅，这个主要是看着养眼的            
(5星)	 哇塞，我的妈呀！宋承宪也太帅了吧！身材也太好了吧！我花痴一下！宋~承~宪~~~~            
(2星)	 看不下去            
(4星)	None
(4星)	 好久不花痴了，宋承宪造型满分！            
(2星)	None
(5星)	 宋承宪还是一如既往的帅，可金泰熙的确是老了。            
(3星)	 剧情很屎，但是演员漂亮帅气～            
(4星)	 宋承宪，宋承宪，宋承宪……            
(3星)	 男女主初遇时的感觉非常好，后面由于缺乏有力情节的支持越来越单薄，男女主演成这样很不错了，其他人来演肯定没他们好            
(4星)	 老男人老女人的爱情故事哈哈            
(4星)	 今天死活搜不到更新 才知道原来结束了            
(1星)	 不明白            
(3星)	 很养眼的一对，但剧情真的不咋样。            
(3星)	 太无聊冲着金美女看的,剧情还是韩剧一贯的脑残            
(3星)	 是因为太做作了吗？是剧本的原因？还是别的？？原本以为我会喜欢的一部剧，竟然让我觉得剧情很狗血！唉……老宋啊，不能这样啊，上了年纪，也要在演艺事业上保持晚节啊！！            
(5星)	 喜欢            
(3星)	 还是那种看了第一集就想直接看最后一集就算的韩剧            
(3星)	 又是一部虎头蛇尾的韩剧，开头轻松搞笑，中间平淡拖沓，结尾无力为继，帅哥美女演员也禁不起这样剧本的糟蹋。            
(4星)	 除了金泰熙····还是金泰熙····            
(3星)	 快进神器重现江湖...最后一集花了多一点的时间 突然觉得好看点了 关键是艺珍她终于笑了!!这剧里她被服装师发型师造型师持续黑啊&gt;&lt;...教授还是很帅滴~宋承宪金泰熙外貌方面真是没的说...但是我还是力挺我家玄彬藕霸!! [这到底是神马评论 望天]            
(4星)	 宋承宪好帅啊            
(2星)	 第一集就觉得是烂片，完全不能和《秘密花园》相比，金泰熙的牙齿太大了，不好看。            
(4星)	 宋承宪好帅            
(4星)	 大叔魅力不减啊            
(5星)	 想让她们俩在一起            
(3星)	 衣服真好看~宋承宪好帅呀~极品闷骚男恩~            
(3星)	 只能看看帅哥美女，剧情没什么新意            
(4星)	 宋承宪 身材很有料啊 还是挺好看的 第一次觉得 宋承宪 好看            
(2星)	 演员真是老了  没感觉            
(3星)	 前半段都显得很不错，只是后面的爱情发展两人总是欲言又止，不说个明白，剧情有些无力。金泰熙还是很漂亮的，宋承宪也变得更帅了！            
(3星)	 有点墨迹，本来挺喜欢这些演员的~            
(3星)	 纯粹为了宋帅锅坚持看完的~            
(2星)	 没什么内容，花瓶公主            
(2星)	 我是为了宋承宪这张脸...只为了宋承宪这张脸....            
(3星)	 我爱你，海角天涯也要相随。            
(2星)	 没看进去~            
(3星)	 一星宋承宪，一星金泰熙，一星插曲。剧情越到最后越拖拉。            
(4星)	 在我小的时候，喜欢冲动又爱耍帅的男孩，宋承宪就是这样。现在我长大了，喜欢温润成熟的男人，宋承宪还是这样。            
(5星)	 我承认，我是为了看粉红的，而且再次觉得宋GG不是一般的帅气迷人啊            
(5星)	 哈哈。。。。好看啊。。从一开始到最后是一场视觉享受啊，承宪哥哥真的是太帅了。看得我那个心花乱放哇。。。各种表情。各种温柔。各种深情，各种小表情。各种萌。。看完了还一直看啊，只为了扑捉承宪的各种帅啊，里面的衣服，长的西装什么的，各种搭。。还有华丽丽的恰到好处的肌肉哇。。。            
(3星)	 编剧整体水平平庸，演员还好，最喜欢公主家的那两只拉布拉多             
(4星)	 开头还可以，后面就没什么意思了！            
(4星)	 剧情一般，但是很喜欢看到宋承宪和金泰熙的镜头~太可爱了~            
(3星)	 主角那个美啊~剧情那个狗血啊！宋和金都被糟蹋了啊            
(3星)	 看韩剧啊~都是来看帅哥美女的~哈哈~            
(3星)	 beyond my understanding            
(3星)	 宋承宪怎么可以这么帅。。。。             
(3星)	 男主多重人格，性格飘忽不行，不过颜才是王道。            
(4星)	 看韩剧真费劲。。宋承宪好可爱好帅啊！！！            
(NA)	 王子与落魄女的故事，变成了我的公主。扯淡的剧情就是为了让你在看的时候花痴的一笑            
(4星)	 承宪obba让人荡漾 就是后面剧情拖沓            
(NA)	 哎呀 真好追，人家就是少女情怀嘛~            
(3星)	 劇情很輕鬆,但沒有很大吸引力.            
(3星)	 越来越无聊，后来就看衣服了            
(3星)	 剧情无波澜。            
(3星)	 我脑袋短路的又一例证....            
(3星)	 虎头蛇尾，最后几集不得不快进。            
(5星)	 很温暖,            
(2星)	 编剧一塌糊涂 纯粹因为宋承宪和金泰熙坚持到最后的             
(NA)	 看著看著，會把海英  當成是俊熙，劇情雖然有點搞笑、甚至感覺有點誇張、但至少比起之前的《秘密花園》要好很多了，上面的人似乎都得到了幸福，即使是做過壞事的吳允珠教授，最終  還是得到了南正宇教授的原諒，男女主角會在一起是意料之中的，只是沒有想到飛機上的那個場景，只能說：真美！  編劇是個            
(4星)	 还行吧，感觉跟《宫》差不多，但没有《宫》好看~            
(3星)	 宋承宪还是挺帅的。不过姐老了。没感觉了。            
(4星)	 最后甜死了.            
(NA)	 剧情真是烂得可以，可男女主真是美翻了^^            
(5星)	 宋承宪真滴是无比帅啊~~~~~~~~            
(3星)	 完全就是按快进看的            
(3星)	 故事情节我觉得很糟糕，因为金泰熙才来看，有点小失望            
(4星)	 帅哥美女演绎的轻松爱情剧 美美的蓬蓬裙好漂亮~            
(3星)	 结尾太仓促，宋承宪越来越帅了，O(∩_∩)O哈哈~            
(4星)	 宋承宪+金泰熙的组合，唤醒了我对棒子剧的热情！            
(1星)	 除了男女演员是我喜欢的外。。一无是处！            
(3星)	 只推荐前四集            
(3星)	 韩国人真的是平时不吃肉的啊~吃次肉好哈皮~            
(3星)	 宋承宪越来越帅了            
(2星)	 看了6集了，受不鸟啊，剧情太NC了啊啊，本来是觉得男猪帅才看的，可是受不了剧情了那个大韩集团的老头子，要把钱返还社会，对自己亲孙子这么扣，还要总统退位，受不鸟了~~            
(5星)	 可惜女一号二号,,,,            
(3星)	 难以想象我居然也看完了。            
(5星)	 老土的王子公主剧情，却因为“皇室重建”显得不一样了。金泰熙斗嘴可爱的表演，很真实，很惹人爱。现在狂爱她的发饰，真是又一波风潮啊            
(4星)	 不计较女人容貌和演技，还有整部剧剧情的情况下，只看偶尔耍耍小无赖的宋GG，这还是很不错的一剧            
(5星)	 养眼            
(2星)	 给承宪obba的两颗星，真是个烂片子            
(4星)	 追此剧所有的理由是宋偶吧！！！            
(3星)	 弃了....            
(5星)	 虽然剧情幼齿，不过男女主的有爱互动弥补一切~            
(4星)	 这么久、追到最后我都没兴致了、、完结！耶！            
(3星)	 韩剧鼻祖再战江湖~~            
(2星)	 看到后面想弃剧。剧本真的很烂。            
(3星)	 金泰熙邻家mm的美，但还是抵不过剧情无聊的审美疲劳；但发型、配饰、服装还是蛮有看头。宋承宪的发型很汗、还扮萌，呃...前半段不错的，公主从档次不高的疯丫头渐渐成熟，也有一些小感动；后半段剧情拖沓、疲惫，好好一段感情线索升华到一半突然扫兴无味了            
(4星)	 排除狗血的剧情，宋承宪彻底满足了我这个大叔控和西装控。            
(4星)	 BJ你敢给个不狗血的结局不            
(4星)	 宋承宪变可爱了~            
(NA)	 眼养得还不错~            
(4星)	 我纯粹是为了这两个人看的            
(5星)	 爱的让人痛在心里~~            
(3星)	 女二出场着实惊到了我，女一虽漂亮但所有的片子都闭不上嘴，老宋从俊熙开始就斜瞪眼睛，开始就预料到男一会排除万难助善良到可耻的女一登位            
(3星)	 男主角越来越帅了，女主角变得好老了，牙子好假哦。。。女二丑毙了，酱丑还拍戏，恶心死了。。。坏心肠的老女人。。。            
(3星)	 没《秘密花园》好看，只能勉强给三颗星，虽然借用了女孩子最喜欢的公主遇见王子的套路，却无法免于流俗，生生糟蹋了宋承宪哦吧那忧郁的眼神~~~            
(3星)	 宋承宪。+ 金泰熙 = 养眼。            
(4星)	 100% 为了颜...            
(4星)	 4分是完完全全打给演员的，编剧实在太烂，怪不得收视率始终上不去。浪费了宋承宪这么好的形象。。。但因为这部局，深深觉得宋承宪是最帅的，要超过玄彬很多，真心的。            
(5星)	 就当宋承宪的高清图片来看，gif格式的            
(5星)	 唯一一部耐着性子看完的韩剧 很喜欢这样可爱的爱情            
(3星)	 冲着宋承宪去的，依旧那么帅。眼泪控制的，哎哟~跳着看完，对剧情都不是太了解。现在都不太适应韩剧的速度了            
(NA)	 俊男美女，只是越往后剧情越牵强，没多少喜剧的成分了，太老套路了。。            
(3星)	 还是把它看完了，剧情老套，宋承宪演技过于金泰熙，但这片儿制作的还成，花哨的制作掩盖了一部分剧情的不足。这剧压缩到十四集就可以结束了。            
(4星)	 宋承宪真是一点未老……比较搞笑的剧哈            
(NA)	 刚刚看完，宋承宪看着怎么不老呢，明明是个大叔，小泰熙真的是漂亮，我的择偶标准            
(4星)	 男女主很养眼，其他没什么好说的了。。。            
(2星)	 除了人好看，我排个坨都比这剧好看。。            
(4星)	 剧本到后来没有最初好。但是超爱两大主角！太配啦、总得来说很好看，也很希望他们真人在一起~~            
(3星)	 宋承宪的确是很帅。剧情太太太狗血了。            
(4星)	 挺不错的，喜欢男女主角            
(4星)	 YY爱情片            
(3星)	 就是觉得宋承宪很帅。。。越来越帅了~            
(3星)	 宋怎么就没见老呢？            
(2星)	 不合适            
(5星)	 宋承宪那两道弄弄的眉毛，估计一辈子都演不了反派，真是挺喜欢的~~            
(3星)	 啊哈哈，第一次看韩剧，男主真帅，公主的衣服都好漂亮啊~~最喜欢happy ending了，哈哈哈            
(5星)	 哈，从周五下完课看到现在电脑没电总算看完啦。            
(NA)	 本来我是不打算承认我看过的！            
(4星)	 只是为了养眼            
(NA)	 公主和王子永远存在于童话之中。但是很美~            
(2星)	 近几年的韩剧（偶像剧）怎么都这么狗血！！！            
(3星)	 难得一见不漂亮的女二特狠毒的女二TAT，姐姐很漂亮。剧情很白痴冇脑世界观很牵强不切实际，教授好靓仔！            
(3星)	 开头比结局精彩，演员比剧情更佳            
(4星)	 帅哥美女谈恋爱，不纠结不苦情，场景华丽剧情合理，对韩剧还有啥别的要求呢？            
(NA)	 这对组合到时很搭，就是结局有点潦草            
(3星)	 男主很有块儿~女主……还用说吗？陪我妈看的~            
(3星)	 shinee出演了我的公主！            
(2星)	 剧情拖沓，故弄玄虚，弱智，经不起推敲            
(4星)	 你怎么这么帅。            
(3星)	 近几年唯一看过的韩剧 不知道是不是因为年纪大了 看到这种拖沓的剧情 好累啊            
(3星)	 我是靠脸蛋和粉红支撑着看完的。            
(5星)	 好喜歡金泰熙和宋承憲的搭檔~            
(2星)	 其实只是有宋承宪和金泰熙而已，真的不好看...... 年龄大了，四个人都太老了.....              
(5星)	 男女主配就超越一切啦！！！            
(4星)	 宋承宪太可爱了            
(4星)	 宋承宪好帅。金泰熙好漂亮。            
(3星)	 人好剧情不好。。。            
(4星)	 除了结尾两集感觉有点不爽外，其他各集都不错！            
(3星)	 看完就后悔看了它，简直就是一部16集长的手机和平板电脑广告片。但宋承宪还是很帅啊，金泰熙的嘴怎么看怎么不顺眼。            
(4星)	 这都多久没看过韩剧了……小清新一下 P君就是比那个Q死你帅O(∩_∩)O哈哈~            
(3星)	 说实话真不怎么好看。虽然都是关于韩国皇室的故事 但宫明显要来的好看多了。金泰熙是真的老了 笑起来全是皱纹 岁月真是把杀猪刀啊。有点肤浅的一部戏 女主角从头傻到尾。女二号完全是张男人脸。            
(NA)	 含着眼泪, 总算看完了. 深陷了很久~            
(3星)	 编剧很扯淡 两个都不年轻的偶像演的偶像剧            
(3星)	 恩 好歹我还是坚持看完了            
(5星)	 我爱偶像剧！！！            
(NA)	 这是我一直喜欢到现在的韩国男星，喜欢的理由应该是跟我暗恋的男生很像。            
(4星)	 又是灰姑娘            
(NA)	 1 好久不見的甜美殺氣藝珍小姐  2  實在不喜歡金泰熙的嘴巴 3 宋承憲不是我的菜              
(NA)	 编剧不太给力，前两集挺好看的。女二的气场太强，一点不可爱。太不喜欢了。善德女王里的公主挺好的。怎么这里这样编啊。可惜！            
(4星)	 开始很搞笑 不错的一部韩剧哦            
(3星)	 前几集不错，3星是给男女主演的，难为他两了，我恳请韩剧的编剧能不能把剧本写好一点。            
(3星)	 果然都是一个套路的。            
(3星)	 结尾太弱。女二号整得演什么都是一个表情= =不过金泰熙和李起光都大萌！            
(2星)	 。。现在的偶像剧太坑人了。。。就前几集还好看。。。看来有帅哥美女没剧情还是不行啊。。。            
(3星)	 结局，有没有？太草率了。。。遗憾~~~不过这两只很养眼~~            
(5星)	 长长的睫毛 嘴角上扬那醉人的微笑 一直觉得韩国哦吧的微笑像阳光 有融化积雪的热量 相较玄彬 宋承宪有点成熟 男人还是适合西装啊 西装啊 很有范 很有爱的俄 剧情有点像电影《公主日记》 还是喜欢那种欢笑中渗有淡淡悲伤的感觉 太甜蜜 太悲伤了 都不太真实~连看了好几个一点半T.T            
(3星)	 各种华丽掩盖不了剧情的俗套            
(4星)	 第四颗星是多给宋承宪的~            
(3星)	 谁能帮我总结一下男主的性格叫啥？？            
(4星)	 虽然她很善良可爱 问题是金泰熙演公主是不是太老了？经常见她一笑就满眼皱纹，而且是在和男猪脚关键剧情的时候，顿时无语。。。            
(2星)	 最后 我只能用跳过结束            
(3星)	 好假啊 看在那谁份上就三星吧            
(3星)	 剧烂人美            
(2星)	 我弃了            
(4星)	 一如既往            
(3星)	 金泰熙很美。剧情太拖拉了。            
(4星)	 刚刚看完结局，从一开始的搞笑到现在的温馨。            
(3星)	 完全的狗血剧情，而且虎头蛇尾，结局还有点莫名其妙。再次证明了一定要有象金编剧那样的大婶着做镇才行啊。给两星，多的那一星纯粹是给宋欧巴的。            
(3星)	 无聊            
(4星)	 其实就是冲着宋大叔来的 百看不厌 ……            
(4星)	 公主与外交官的爱情故事~P君的帅气和聪明，公主的可爱率直，还有柔情又正直的N君~虽然爱情有那么点曲折，却也有很多有趣的情节。是一部能放松心情的喜剧~            
(2星)	 冲着两个主演看了几集，实在撑不下去了，弃。韩剧神马的奇怪剧情逻辑，真是接受无能哇            
(2星)	 真的很假的韩剧            
(4星)	 无关剧情的四星，不论多脱线的剧本，也不能阻挡宋boss数钱的脚步啊，您的萌果然不是白卖的啊！如果你们真成了，再加一颗星！            
(2星)	 其实没好好看此片。真不爱看！倒着看完了16集            
(3星)	 白瞎了帅哥美女的主角和演技很棒的配角。编剧可以去死了。            
(5星)	 哈哈  就为穿西装很帅的宋承宪也要打五星            
(NA)	 就冲着净化眼球情侣            
(3星)	 不咋地，勉强三星，最后一集看得人直倒胃口，除了亲嘴以外，没别的戏了吗？            
(3星)	 一颗星给我最爱的宋GG，一颗星给我最爱的金MM，还有一颗星给他们之间无限的粉红，嘻嘻~            
(4星)	 喜欢宋承宪偶尔孩子气的样子            
(1星)	 棒子的偶像剧越来越扯            
(2星)	 不知是由于字幕组的翻译是群翻的原因，还是剧本本身的问题，情节逻辑性格感情都觉得很混乱，不是靠宋承宪眼泪眼神眼睫毛，金泰熙笑颜如花就可以弥补的。感觉各位主演也演得痛苦难为意兴阑珊。张编，只学金编的几句点睛台词是不够的！这部戏有点糟蹋两位主演。15集感觉金编出很多力，很有金编的风格。            
(4星)	 果然还是徒弟，不可能赢过师傅的，不过演员很养眼，演技嘛，凑合吧            
(3星)	 前13集负责无聊，后3集负责搞笑            
(1星)	 一星给男主角在垃圾剧本中不懈的努力。            
(4星)	 剧情很老套。。但是小宪宪在里面实在是太帅了！            
(3星)	 好吧，我承认我就是因为花痴才看这剧的！            
(3星)	 一如既往的有欢笑有火花,但我还是在看完10集后果断放弃            
(3星)	 给宋承宪~            
(3星)	 = =传统韩剧模式            
(4星)	 去年下半年断断续续的看了将近三四个月，韩剧的剧情基本都是一样，但是就是服装和化妆比较好，每次都老盯着主角的衣服看个不停。。。            
(4星)	 宋偶吧终于也开怀了一把            
(4星)	 宋承宪太正了...            
(5星)	 宋大叔的魅力啊！台词很有爱，细节很温馨~适合陪你度过寒冷的冬日~~            
(3星)	 唉...結局的那兩集 各種吻 各種擁抱都奉獻給觀眾了 死都無憾了 編劇好給力啊！哈哈哈哈..看他們吻得好爽！！！            
(3星)	 我是为了什么看这么偶像剧的偶像剧。。。            
(4星)	 啊啊啊啊啊，真的挺好看的，觉得剧情挺神的，让人猜不着下边会演什么，挺有神秘感的，第一次这么追韩剧，哈哈            
(3星)	 没什么意思....我竟然奇迹般的看完了...就是有两个养眼的花瓶.....            
(NA)	 宋承宪。。你怎么可以把我darling骗走。。            
(4星)	 其实一般。。但演员阵容给力 就当养眼啦~            
(3星)	 金泰熙MM长的真漂亮啊            
(NA)	 结局么。。。怎么那么甜蜜的啦~~~~~~            
(NA)	 宋承宪帅依然帅气 还经常露出娇羞的表情让我情何以堪（*@ο@*）             
(2星)	 莫名其妙就喜欢上了，莫名其妙就虐恋了，莫名其妙就肉麻了，请问火花在哪里，请问障碍在哪里，请问心跳在哪里，太做作~~            
(4星)	 挺逗的。不过现在已经没有耐心一句不漏的看韩剧了。。。。            
(4星)	 其实，蛮无聊的。            
(3星)	 原来宋承宪是卖萌派 南正宇哇            
(4星)	 开始不错            
(3星)	 说实话。剧情一般。            
(4星)	 没有复杂的剧情但是谢谢陪我一个寒假，简简单单的甜蜜与幸福，谢谢宋承宪，这是童年时的梦啊。。            
(NA)	 金泰熙——完美            
(4星)	 宋小宪居然可以这么神经病。。金小熙真是美人儿~~拜你们所赐姐想这个春天谈个恋爱神马的~~            
(3星)	 就帅哥值得看看。            
(4星)	 宋~承~宪~啊~            
(3星)	 演技不错，剧情俗套            
(4星)	 《我的公主》已完结纯粹是冲着宋承宪去看的大发呀大发宋承宪你完全帅故事情节很一般  结局也是不像个结局   女二号更是。。。但是也有很多搞笑的地方 也有很多超级浪漫的地方 而且完全把宋承宪的帅展现出来喔~~   喔吧~~金泰熙也是强  三十一的女人还能那么可爱  喜欢呐 宋承宪~~宋承            
(4星)	 让我对韩剧很大改观 就是后半部分太韩剧了一点 但是有宋承宪还是很梦幻            
(3星)	 只能说宋承宪，很帅。嘿嘿·            
(3星)	 偶尔看些轻松的无营养剧情也挺怡情的~接下来看虾捏？！            
(NA)	 哦吧，你要我眼睛闪瞎了！！！帅翻了！！            
(4星)	 宋承宪好帅啊（¯﹃¯）            
(NA)	  宋承宪看金泰熙的眼神，太深情了~~实在太帅了，花痴ING~~金泰熙也确实比以前老了，但谁又不是这样呢？！            
(NA)	 两张脸 还是可以看的 可以无视剧情            
(NA)	 剧情虽然一般，但是光有男女主角就够了！            
(4星)	 主角都很漂亮，就是为了看两个主角才看的。            
(5星)	 完全评给金泰熙和宋承宪的，与剧情无关            
(3星)	 女主角不耐看...            
(4星)	 追完了想，不就一个灰姑娘变天鹅的故事么，居然可以编十六集，中间让人不出戏是不可能的。金泰熙哭得我都疲乏了。不过因为宋承宪，我追了我认了。            
(5星)	 五颗星是给男女主角的~            
(4星)	 帅锅美女~            
(4星)	 最后一直亲啊            
(4星)	 虽然编剧不咋的，不过宋gg和金mm真的好有爱啊~~~快在一起吧~~            
(5星)	 好看，好看，好看，宋承宪好帅，金泰熙好漂亮，哦也            
(5星)	 我的爱！！！！宋承宪！！！！！！！！            
(4星)	 前面拖拖拉拉，结局仓仓促促。『呵呵呵呵好想圈养p君呀呵呵呵呵』            
(4星)	 六块腹肌很养眼呐..            
(4星)	 等了两周终于看完了~姐姐我又开始相信爱情啦~~            
(2星)	 看到第八集就看不下去了 除了送宋承宪以外 没有看它的动力啊            
(5星)	 2011-5-24            
(NA)	 虽然对韩剧是无语+不感冒，但是因为小时候一直持续到现在的对宋的花痴，竟然又哭又笑的看了几天。情商和智商都不需要，有时候就单纯地忘掉现实，去哭去笑，去犯傻去爱，也是多么得难得。            
(3星)	 剧情真不咋滴。。。纯粹HC承宪哦吧和泰熙欧尼的颜。。。            
(4星)	 啊啊啊~~~又要陷入大坑了            
(2星)	 实在看不下去了，就算是重量级的偶像明星也加不了分，剧情太狗血了。本着娱乐的心情去看，但实在受不了这女主的智商，请问她有智商吗，做事能不能不要这么反复，NC? 就算是偶像剧，智商平均降低，但不能拍成弱智啊            
(5星)	 唉  好好笑哦  &gt;&lt;            
(4星)	 很久没看韩剧了，不过这次的两个主角都挺喜欢~造型也不错~关键是剧情很喜感~^ ^            
(5星)	 虽然不现实  但是看到这样的剧集还是很开心 被守护的女孩  真是很幸福            
(3星)	 虽然男女主角很养眼，可是剧情真的很狗血~            
(2星)	 要是没泰熙，一颗星我都不给。真不知道编剧是在想什么            
(NA)	 纯粹为了宋叔叔看的。宋叔叔越老越帅，完全无死角。所有表情全部击中我。。。。。。金泰熙美死了。            
(NA)	 就快看完啦。。。            
(4星)	 你不做公主，做我的女人不行吗！！！！！！！！！！！            
(NA)	 茶余饭后的一点“小料”。非常喜欢这部连续剧，特别是帅气的男主角。            
(1星)	 真想不到那些暧昧肉麻的场景是怎么来的，鸡皮疙瘩啊~            
(5星)	 单纯欣赏魅力男人宋承宪而已            
(3星)	 不给劲儿……但宋哥哥还是很帅的            
(4星)	 只是为了宋承宪而已            
(4星)	 我觉得当你心情不好的时候，当你需要养眼的时候，就需要看看这部片子了，暂且不管剧情如何如何，真是很美，好美……            
(4星)	 练习耳朵            
(4星)	 金泰熙好漂亮，宋承宪好帅，剧情好狗血            
(NA)	 只报着欣赏帅哥美女的心情。剧情忽略。            
(4星)	 我最爱的两个韩国演员 我就是冲着脸去的            
(5星)	 还没看完，但是觉得两人演的很适合，给我看到了宋承宪不同的一面。            
(4星)	 帅男美女 管他剧情逻辑  欣赏欣赏华丽衣服漂亮风景            
(3星)	 闲着也是闲着，看看吧~2011年02月23日，E14。            
(3星)	 那么养眼的组合，就冲着这个都不可以错过……虽然剧情确实……………………了一点            
(NA)	 金泰熙可爱得就像我们身边的她她她，没有理由不喜欢            
(2星)	 养眼的片            
(3星)	 喜欢金泰熙~            
(4星)	 欧克 我做主 年底的best cp颁给你们了。。唉 你们真的在一起了该多好多好。。哈哈哈            
(4星)	 如果说半夜能让我亢奋的/那只有韩剧了/原本3星，但宋oba让我加了一颗星！！！咳咳咳·····            
(4星)	 即便是最俗套的剧情，也因为有大叔好有爱            
(3星)	 要是别人演的看都不会看。还不是看在宋大叔的份上。。            
(3星)	 如果不是金泰熙演我都看不下去了~            
(NA)	 看这种泡沫偶像剧也很欢乐。特别是当男一号这么好看的时候            
(NA)	 金泰熙米扮弱智啦唔该( ⊙o⊙ )            
(NA)	 谁来守护？            
(3星)	 到第10集 完全可以不用看了            
(5星)	 最爱的两个韩国演员~~            
(3星)	 浪费了如此般配美丽的男主女主啊            
(4星)	 宋承宪 神一般的男人            
(2星)	 宋承宪帅哦！！！除了这两主角，剧情什么的太烂……            
(5星)	 我在等待我的P君            
(4星)	 难得的组合，难得的角色，从未想过宋承宪和金泰熙竟能合作出这么轻松搞笑的爱情作品，呵呵，很不错            
(5星)	 赞！2位主角都超爱，养眼啊，工作之余就得看看这样的片            
