http://movie.douban.com/subject/2156663/	西游记
(5星)	 今天看了张拍的新版，不禁感慨，经典就是经典，永远都是一座难以翻越的高峰！            
(5星)	 经典不可复制            
(5星)	 小时候看了一遍又一遍，每次看都像没看过一样觉得精彩~~~~            
(5星)	 太喜欢了...            
(5星)	 不给5星不行的电视剧            
(4星)	 暑假陪爷爷一起看的            
(5星)	 一直被模仿，从未被超越            
(5星)	 最近一次是跟外甥女看的            
(5星)	 这还用我说嘛 必须五颗星            
(5星)	 经典啊            
(5星)	 我想看张纪中版啊 我想看真猪是什么样子的            
(5星)	 翻拍无论如何都不可能超越的经典之作~            
(4星)	 以前觉得很普通 对比过现在的翻拍版 确实是经典！！            
(5星)	 从小到大看了十遍以上。你还好么我亲爱的孙悟空。            
(5星)	 你挑着担 我牵着马            
(4星)	 小时候看着怕啊。。。。            
(5星)	 今天早上还在看 哈哈            
(5星)	 看你千遍也不厌倦……            
(5星)	 只能有这么一拍            
(5星)	 经典啊经典啊...虽然特效假的不行，可就是好看，就是爱看！            
(5星)	 上一代的人 无可比拟            
(5星)	 经典中的经典了            
(5星)	 最近又在放，重看了一遍。。。不要太经典啊！！！            
(5星)	 关乎记忆，难以中立            
(5星)	 六小龄童是帅哥。。            
(5星)	 不知什么时候能超越            
(5星)	 非常经典的电视剧，百看不厌，总觉得对于经典的诠释还是在以前比较好。            
(5星)	 小时候最爱看的。            
(5星)	 我的童年！！！！！            
(5星)	 演技什么的就不说了，就是特效也比现在的国产大片高明很多很多。。。            
(4星)	 只此一部。            
(4星)	 那时候的特技比现在还好，幻觉~            
(5星)	 嘻嘻 好像某年大年初一躺在床上的时候还看过~很小很小的时候了            
(4星)	 吼吼，怎么可能没看过            
(NA)	 奶奶最爱            
(5星)	 白鼠精最pp            
(5星)	 那个年代留下的经典            
(5星)	 居然还是录像带看完的来着。            
(5星)	 现在回味起来，老版西游记里的都是标准的大美女啊            
(5星)	 什么也不说了。小时候的美好回忆，永远的经典。            
(5星)	 虽然技术不华丽            
(5星)	 必须满分            
(5星)	 暑假必有一个频道在播            
(4星)	 看这个长大的。            
(5星)	 我想说，央视每年都放，我还是每年都看的，这就是经典吧，还很童年……            
(NA)	 从小看到大啊            
(5星)	 突然想起这部家喻户晓的电视剧来~~~至今为止最受好评亦最易接受的孙悟空            
(NA)	 一只猴，一头猪，一个大胡子，一个小白脸，外加一匹搞基的马，当年我怎么就那么爱看呢。            
(5星)	 小时候爸妈不让看别的，就跟着他们看西游记，后来就一集一集的看完了。            
(5星)	 不朽的经典！            
(5星)	 前两天看什么台放第一集，我跟老爸看得很哈皮啊            
(5星)	 我完全是挖个坑给我的童年的            
(NA)	 小学时的每个暑假都是看着西游记度过的……虽然没有花哨的特效！但依旧看的那么津津有味            
(3星)	 每年放假，春节都要看的            
(4星)	 我们喜欢调皮的人，就跟孙悟空有关            
(5星)	 经典就是他妈的经典！            
(5星)	 谁能比你更像猴哥            
(5星)	 有些东西，是没法被超越的。            
(5星)	 这么经典的电视剧人人都看过吧。还是N次。            
(5星)	 好歹是记忆            
(NA)	 啊哈哈- -~            
(5星)	 八六版的是无可替代的            
(5星)	 必须5星            
(NA)	 哈哈哈哈哈哈哈哈哈哈哈哈            
(5星)	 儿时回忆            
(5星)	 每当一个女妖精调戏唐僧的时候，就是家长强行关我电视机的时候。            
(5星)	 经典            
(5星)	 百看不厌            
(5星)	 强悍            
(5星)	 孙悟空被唐僧赶走那一集哭得我淅沥哗啦的            
(5星)	 经典            
(5星)	 百看不厌            
(5星)	 小时候每年暑假必看的电视！！！可惜，第一集以及最后一集永远没赶上！！！又是墨菲定律么？            
(5星)	 经典中的经典啊            
(5星)	 无法超越            
(5星)	 座位悟空的忠实粉丝            
(5星)	 每演必看            
(4星)	 童年的回忆啊……不过现在看起来特技非常假。。            
(5星)	 全部都是记忆的重量            
(5星)	 一部全国人民都津津乐道的连续剧            
(5星)	 童年真的很少有没有看过《西游记》，不幻想自己是有金箍棒、七十二变的            
(5星)	 记得每次都是跟奶奶看的            
(5星)	 这个不得满分怎么行~！            
(5星)	 永远的经典            
(4星)	 几十年一遇的六小龄童。            
(5星)	 小时候 看。。然后  这个一放假 就播。。。但是 还是五星把。。毕竟这么久了。            
(5星)	 这是中国电视剧史上的一座丰碑！！！不内涵，是在中国重播次数最多的电视剧，无人可比的收视人次！            
(5星)	 年年都在播，各家卫视齐上阵。必须五星啊亲！！！            
(4星)	 怎么这个都有            
(5星)	 我外婆的最爱            
(5星)	 每个假期重播必看……            
(5星)	 经典            
(5星)	 小时候过年过节必看= = 四大名著的电视剧看来是从小受熏陶了，只可惜书都没看过一遍，不是合格中文人。            
(5星)	 好片！            
(5星)	 5星。在中国最出名的是孙悟空和毛泽东。            
(5星)	 当收藏好了~其实几乎每个人都看过~            
(4星)	 为确保经典不流失，现在电视上每年暑假都有播的            
(5星)	 我心中唯一的经典,美猴王被压在五行山下,栉风沐雨时,热泪盈眶,这之后再没有一部连续剧能让我动容如此。            
(5星)	 美好的回忆！            
(5星)	 每年暑假必播            
(5星)	 孙悟空孙悟空孙悟空！！！！！！            
(5星)	 这绝对是我看过遍数最多的电视剧            
(5星)	 绝对经典！！            
(NA)	 小时候每年寒暑假CCAV必放啊…………            
(5星)	 有人不喜欢吗？没有！            
(4星)	 看多少遍都行            
(NA)	 哈哈 是个人都看到吐的            
(5星)	 这可是四大名著之一啊~~~            
(5星)	 年年重播年年看！            
(5星)	 无法超越的啊。从小看到大 每个暑假都有重播。            
(5星)	 这么多年过去了，六小龄童的孙悟空似乎注定无人超越。            
(NA)	 啊~童年的回忆啊！、、            
(5星)	 每年假期都重播有木有！！！            
(5星)	 我小时候用扫把学了好久悟空转棍子啊！学会了!            
(4星)	 看过最多遍的电视剧，中国四大名著翻拍最成功的案例            
(1星)	 每年夏天演 烦死了            
(5星)	 每年假期必播，必看。            
(NA)	 难以超越的美猴王啊             
(5星)	 经典啊经典            
(5星)	 寒暑假必播影视            
(4星)	 现在看有点审美疲劳了            
(5星)	 哎呦妈呀太经典了吧，孙悟空是偶毕生偶像哇            
(NA)	 生活就像是西游记，永远也不知道下次会看到哪一集。            
(NA)	 启蒙            
(5星)	 永远无法逾越的经典            
(5星)	 小时候的记忆，到现在中央台每天播，都看烦了.            
(5星)	 这猴子的神韵不是你们这些偶像派能学的来的喂！！！            
(5星)	 经典啊~看过多少遍都不知道说~            
(NA)	 今天看到，想到小时候            
(5星)	 原来只有25集，总觉得怎么也看不完            
(5星)	 无可超越么            
(5星)	 经典！            
(5星)	 翻来覆去多少遍            
(5星)	 小时候，过年每年必播。            
(5星)	 看多少遍都不腻，儿时的最爱之一            
(5星)	 绝对是电视台重播次数最多的电视剧啊            
(5星)	 没人没看过吧。。。            
(4星)	 杨洁？            
(5星)	 永远的经典，小时候每年暑假都会重播，看不厌的            
(4星)	 我外婆最喜欢看...            
(5星)	 重播次数最多的电视剧~            
(5星)	 再看别人演的猴子，总是不对。唐僧满眼欲求不满啊。            
(5星)	 到现在看女儿国还是会流泪            
(5星)	 经典就是经典            
(5星)	 看了一辈子了，偶像还是孙悟空            
(5星)	 以前年年暑假都要看一遍···            
(5星)	 经典啊，只可被模仿，永远不会被超越，儿时最美好的回忆            
(NA)	None
(5星)	 與我而言 播多少遍我看多少遍的 一個是紅樓 一個是西遊            
(5星)	 敢问路在何方，路在脚下~            
(5星)	 话说我这版本看了有不下30遍了吧Orz            
(NA)	 片头曲是中国Disco的先锋啊            
(5星)	 经典！！！            
(5星)	 那么的百看不厌            
(4星)	 童年必看。            
(5星)	 石破天惊猴王出世            
(5星)	 小时候最喜欢看的电视剧。            
(NA)	 中国最早的科幻片嘛            
(4星)	 小小孩的最爱            
(4星)	 经典中的经典            
(5星)	 章金莱。。。17年。。。梦想。。。实现 。。。            
(5星)	 那些记忆啊。暑假 凉席 西瓜 蚊子 小伙伴            
(3星)	 人物形象塑造是丰满了。。。但是剧情音效等整体的东西我当时看着就觉得有点。。。而且我那时还那么小。。。看着纯属觉得好玩吧。。。            
(4星)	 每年暑假遥控器就失灵有木有            
(5星)	 看“三打白骨精”那段我真的哭了，好怀念！！！            
(5星)	 经典那，只是我那时一直很疑惑，为啥唐僧的脸变了几次。。。            
(4星)	 名著            
(4星)	 最美好的回忆就是在夏天的老院子里和大家一起看，老少皆宜的好电视。。。            
(5星)	 只要电视响起它的主题曲，就意味着，哈哈，放假啦！！            
(4星)	 小时候看多少遍都不觉得厌烦            
(4星)	 堪称经典            
(NA)	 哇靠！经典 美女如云            
(NA)	 下时候美好的回忆            
(5星)	 必须看过            
(5星)	 童年记忆！            
(3星)	 被拍简单了            
(5星)	 童年            
(5星)	 看了不知多少遍。            
(5星)	 无可超越的。。。            
(5星)	 TAT            
(5星)	 哈哈，这么多年了！！            
(5星)	   猴哥~~~            
(5星)	 不解释，每年暑假都放            
(5星)	 幼儿园开始看，好多年了，难以超越，现在的剧太雷了            
(5星)	 童年的回忆            
(5星)	 谁没看过？            
(5星)	 经典@@@@！！！！！！！！！！！！            
(5星)	 O(∩_∩)O哈哈~            
(3星)	 传说中重播率最高的电视剧。。。            
(4星)	 每当电视上开始播放的时候，我就知道，暑假又来了。            
(NA)	 每个假期都看啊~都会背了~~            
(4星)	 暑假寒假雷打不动的进行脑白金式的重复轰炸。我实在受不了            
(5星)	 这个必须推荐。记得当时小时候不肯去亲戚家，因人家有这个碟，我去了，现在想当时真现实…            
(4星)	 小时候看这个都会被吓到- -            
(5星)	 没什么好说的，翻拍必死，没有人能超越六小龄童的孙悟空            
(5星)	 从小到大一直没改变过的爱好就是每每放假的时候看《西游记》            
(5星)	 回首不见孙悟空，此地空余斗战佛……TMT!            
(5星)	 百看不厌            
(5星)	 儿时的经典，亦是永远的经典。            
(5星)	 那是相当的经典啊,            
(NA)	 当年做不出算术题的惩罚就是不让我看西游记            
(4星)	 猴哥打架基本靠吼 战斗力也不怎么样每次都要叫人             
(3星)	 老爹的最爱            
(5星)	 永不可复制的经典            
(5星)	 这个太经典            
(5星)	 那时候的李玲玉真是好看~~~            
(5星)	 小时候觉得这是一部看多少次都不会厌倦的剧            
(NA)	 经典啊            
(5星)	 反反复复 一遍一遍            
(5星)	 经典的经典，多次被模仿，从未被超越过。            
(5星)	 你能把主题曲完整的哼出来么 我不行。。            
(5星)	 最早最早是用黑白电视机看的。。。            
(3星)	 我真是恨呐~山东电视台春节的时候能不能换点别的 名著也不带这么滴吧！！！            
(5星)	 这部经典必须推荐！不然人生真不完整！            
(5星)	 齐天大圣。            
(4星)	 看过无数遍了= =            
(5星)	 同样我的童年。。。每逢暑假看耍猴，勒个去。            
(5星)	 每年暑假必看啊            
(5星)	 观音姐姐！            
(5星)	 哈 谁没看过呢            
(5星)	 小时候因为看了一遍还要看被老爸用报纸（？）打过……            
(5星)	 永远的经典啊            
(NA)	 当年看到牛魔王生日的时候，正在被喂粥的我问属牛的爷爷：今天是不是你生日？爷爷懒得回答，就点了点头            
(5星)	 那种味道和回忆再也不会有了。            
(5星)	 童年的记忆，其实看了书之后对电视剧兴趣也不大了，书本才最为丰富            
(4星)	 在自由的问题上，孙悟空与我们一样头疼            
(5星)	 我…………            
(5星)	 当时新兴电子音乐，用来怪力乱神可好玩了。最中意片尾曲一行四人朝着夕阳前进，逆光下的剪影……            
(5星)	 谁没看过这个拖出去打死！！！！！            
(5星)	 谁的童年里能没有西游记的呢？            
(5星)	 亲爱的孙悟空。高中听到沙僧的饰演者去世的消息..惊恸不能自已。            
(5星)	 到现在还记得那些台词和情节~~~~~~~！            
(5星)	 什么都不说了，这就是童年的美好回忆。            
(5星)	 本来四星，但太经典了，给多一星            
(5星)	 无法超越的经典            
(5星)	 印象最深的是白骨精和蜘蛛精。看着唐僧把孙悟空赶走，才几岁的我，特别的恨唐僧。            
(4星)	 不知道是几遍            
(4星)	 儿时的记忆，中国的经典。            
(5星)	 经典的 - -。            
(5星)	 再拍也没有这个版本好~            
(5星)	 童年爱好            
(5星)	 不用多说，看这它长大的！            
(5星)	 O(∩_∩)O~不需要理由了！~            
(5星)	 我妈说我小时候最爱看啦，播电视只要看到了就会看下去，不换台。。。            
(5星)	 我勒个去  当时作为一枚经典小屁孩       看了至少30遍            
(5星)	 小时候到现在一遍又一遍看不完的故事....            
(5星)	 噔噔，噔噔   六小龄童才是真正的猴子啊！            
(5星)	 没谱了。            
(5星)	 童年回忆            
(4星)	 西游记还是很不错的。            
(4星)	 这才是正版的。。。流水的寒暑假，铁打的西游记。。。            
(4星)	 经典是无法被超越的。。            
(NA)	 小时候可喜欢了            
(5星)	 挚爱            
(5星)	 只能说是经典            
(5星)	 经典经典            
(3星)	 经典            
(5星)	 经典的永远都是经典。。。            
(5星)	 是谁 送你来到我身边 是那 最远的星光星光 是那潺潺的山泉 是那明媚的蓝天            
(5星)	 不可磨灭的童年记忆            
(5星)	 暑假来啦            
(5星)	 一代经典，六小龄童的孙悟空至今无人超越，心中孙悟空的形象完全来自这部电视剧。            
(4星)	 大概看过N遍了吧。            
(5星)	 东海寻宝·大闹天宫            
(4星)	 对四大名著的认知从这开始，妖精都很美，妖怪都很丑。            
(NA)	 好剧！            
(5星)	 喂喂喂，我爸至今还一直说起我小时候天天吵着看这部哎！            
(4星)	 经典            
(5星)	 绝对经典~每个假期都要看！            
(5星)	 姥爷的爱            
(5星)	 经典无可逾越的~            
(5星)	 80年代的名著改编是绝了~新版的根本没法比~            
(5星)	 经典之作啊~ 小时候谁没看过~            
(4星)	 陪俺爹看了无数遍了~~~我快阵亡了~~~所以四星~~~~            
(NA)	 额。。。。。            
(5星)	 心中的日月啊！！简直塑造了我的人生观世界观价值观有没有！！            
(5星)	 主演里赫然看见曾轶可三个字，我擦！            
(3星)	 因为今年的不断重播好感锐减，不过确实经典            
(5星)	 后面翻拍的都是神马啊啊！有空去写个别的什么的啊！翻！翻！翻！尼玛啊            
(5星)	 以前电视台一天到晚放假播 我爸爸是一遍又一遍的看…             
(5星)	 看了十几遍不给五星真是说不过去            
(5星)	 没有人没看过吧            
(5星)	 原来这个剧比新白娘子传奇的分高啊~~~呵呵            
(4星)	 最喜欢故事还未正式开始的时候。类似于一个童年时期～            
(5星)	 暑期档，你懂得= =            
(5星)	 怎么这演员里面曾轶可啊            
(5星)	 看了无数遍            
(5星)	 童年的最爱            
(5星)	 啥也不用说了。            
(4星)	 四大名著电视剧唯一看全且看无数遍滴            
(5星)	 小时候真是百看不厌啊……那时候的表演艺术家们，太敬业了~            
(3星)	 怎么会排在第四个位置。。。            
(5星)	 你知道的            
(NA)	 很好看            
(5星)	 童年的回忆好么！            
(5星)	 经典            
(5星)	 年年看N次~            
(5星)	 四大之中，第一部看完原著的，这不仅是一部小说，还是中国神魔界构架的一部分            
(NA)	 好像看了很多遍 最久远的记忆是小时候和两个弟弟在奶奶家看 有时做梦会想象自己是孙悟空的妹妹 也有着几个变化            
(5星)	 我现在还觉得六小龄童就是孙悟空。            
(5星)	 孙悟空是偶像啊！！！            
(5星)	 这部电视居然漏下，我都不知道在统计啥            
(5星)	 从小看到现在啊！前几天还在陪着姑姑家的小孩一起看啊！这货是有多经典啊！！            
(4星)	 童年的没好回忆，现在看来，bug还是很多的            
(5星)	 暑假保留节目            
(3星)	 小时候看觉得挺好看的，长大看觉得很假，哈哈            
(5星)	 充满了整个童年啊 有木有 没看过《西游记》你怎么在小伙伴中混            
(4星)	 没看过它的，应该不算一个地道的中国人吧。            
(5星)	 。            
(5星)	 经典！            
(5星)	 时光不解释            
(3星)	 大师兄！师傅被妖怪抓走啦！大师兄！师傅和二师兄被妖怪抓走啦！            
(4星)	 还是经典的好啊，虽然现在特技厉害，还是喜欢老版的。            
(5星)	 经典啊。经典啊。还是经典啊            
(5星)	 那个中国人没看過？            
(5星)	 一部拍了7年 播了25年并且还会不断播下去的电视剧 你能说它不好？            
(5星)	 小时候不知道看了多少遍多少遍，每一集的剧情都熟悉的不能再熟悉。            
(3星)	 诶是我看的版本么==？            
(4星)	 看过NNN遍            
(5星)	 为什么我没有分清唐僧不是一个人演的.....            
(5星)	 5 stars            
(5星)	 有关那些童年的记忆            
(5星)	 不看不知道什么是经典~~~~~差评的瞎了你的狗眼~~            
(5星)	 那特效，那演员，经典啊            
(5星)	 经典            
(4星)	 已经看烂了的            
(NA)	 依旧经典～～            
(3星)	 百看不厌。一直看。            
(5星)	 暑期必播经典之一            
(5星)	 伴随我每个暑假~~            
(5星)	 唯独这部电视剧，曾经让我茶不思饭不想，这种感觉恐怕以后也再不会有            
(5星)	 看着长大的电视剧啊            
(NA)	 同样吓到儿时的我..            
(5星)	 看几千变了都            
(5星)	 小学的每个学期的每个暑假            
(5星)	 前两天输液的时候看了两集，真是好啊，特别是马德华演的老猪，真是狠角色！            
(5星)	 经典得不用解释。            
(5星)	 为神马没什么印象？？？？？？？？？            
(5星)	 永恒的经典。            
(5星)	 小时候就看他了，每年能看好几遍，百看不厌！            
(5星)	 当年的女妖都很美丽。            
(5星)	 黑暗统治后的光明。仍是黑暗。            
(5星)	 齐天大圣孙悟空，姓名：六小龄童，如假包换，童叟无欺！            
(5星)	 六小龄童简直是神人！吧孙猴子表现得淋漓尽致！后人无法超越！@Home            
(5星)	 听着万晓利的女儿情，突然之间好怀念西游记啊。问圣僧，女儿美不美？总觉着唐僧是动了情的，多好的一女儿啊！            
(4星)	 各种版本。。。            
(5星)	 几乎每年寒暑假都看。因为我爷爷要看。            
(5星)	 看了几百遍了            
(5星)	 绝对是无法超越的经典，从小看到大。            
(5星)	 经典            
(5星)	 wow            
(5星)	 哎小时候最想嫁给孙悟空了。。。            
(NA)	 这必须看过            
(5星)	 这...从小到大看了估计十遍总有了吧？            
(4星)	 非常小的时候看过，印象中美猴王的扮相是很像，也是最经典的吧。不过印象其实已经模糊了。            
(5星)	None
(4星)	 小时候和哥哥们就天天等着这个看。。后来才发现，无论何时何地，打开电视，总会一个台在播这个。。而我爸，每次必看。。            
(5星)	  这个真不用说~~            
(NA)	 童年的记忆，银屏的经典！猴哥，记得带着八戒！            
(5星)	 看到这么帅的猴子，俺几欲落泪啊~~~~~猴哥！            
(4星)	 暑期必播之一。。。            
(4星)	 现在看来虽然有种种诟病，但是它伴随了我的童年时代。让我久久不能忘怀!            
(5星)	 孙悟空还是六小龄童演的好啊~            
(5星)	 深入我心            
(5星)	 80版不可超越。            
(5星)	 唐僧哥哥太烦了。孙猴子太好了。八戒吃的太香了。三师弟一直喊：XXX，师傅被抓走了            
(5星)	 看了无数遍，虽然我很纠结为什么孙悟空每次都要找人帮忙，很不喜欢。但后来觉得这部戏的化妆是最好的            
(5星)	 每年必定重播            
(5星)	 御弟哥哥...            
(5星)	 表示一个画面，就能想起一个故事的电视剧。。。            
(5星)	 不解释……            
(3星)	 中国的不管是奇幻还是科幻还是魔幻作品，竟然再也没有超过这部的。悲哀。            
(4星)	 只能说是小时候记忆里不可缺少的一个电视剧            
(5星)	 该给十颗星。。。            
(5星)	 永难超越的经典之作            
(NA)	 好多段都能背下来             
(5星)	 小时候最喜欢。            
(4星)	 活灵活现            
(5星)	 小时候寒暑假必看            
(NA)	 我的童年            
(5星)	 六小龄童的猴王，目前无人超越。。。             
(5星)	 cctv1在播，重看            
(5星)	 一句话：过了1000年，这还是经典            
(NA)	 永恒经典            
(5星)	 经典            
(5星)	 经典的无人能复制            
(5星)	 现在依然爱看            
(5星)	 经典中的经典！            
(5星)	 绝对，空前恐怕绝后的齐天大圣            
(4星)	 谁给我解释解释唐僧怎么一阵变一个样，欺负小孩儿脸盲是不是= =            
(5星)	 六小龄童的眼睛好有神的！            
(5星)	 看了100遍。            
(NA)	 这个就无需多说了吧，经典中的经典            
(5星)	 吃俺老孙一棒！！！            
(4星)	 每个寒暑假伴我写作业，热泪。六小龄童版的孙悟空，关于英雄梦想的终极版本。            
(5星)	 一代经典 目前还无法被超越            
(5星)	 每一个孩子的童年偶像都是孙悟空            
(5星)	 唯一一部真正百看不厌的电视剧哇            
(5星)	 世上没有再一个六小龄童。。。那么再多特效又有什么用呢。。。            
(4星)	 还是觉得这个西游记好看：）            
(5星)	 每年寒暑假都在放 每年寒暑假都会瞟两眼~~~~            
(5星)	 要买来给两岁的儿子看。但是怕他近视。            
(5星)	 悟空            
(5星)	 家里有2套碟（包括续集）            
(NA)	 看到导演的名字，我真是无比感慨            
(4星)	 唐僧太娘了            
(5星)	 倒背如流了都            
(5星)	 潑猴，放開那位女妖精~            
(5星)	 这个超经典的。。整天小时候都跟奶奶在看重播。。那是觉得那些妖精姐姐好漂亮。。哈~            
(4星)	 靠谁没看过            
(5星)	 绝对有影响力 不知道我是不是看过有五遍            
(5星)	 我的童年啊！！！            
(5星)	 经典            
(5星)	 这个必须看过            
(4星)	 经典            
(5星)	 六小龄童是永远的孙悟空，不可替代。            
(4星)	 直到如今还是可以边看边乐            
(5星)	 经典            
(5星)	 经典啊。。。放了20年了。。            
(5星)	 童年呀，好怀念的小时候..            
(5星)	 以前超级喜欢看这个。六小龄童演的孙悟空演的真好            
(5星)	 小学时每个暑假必看的片子！拍了六年的经典，只有那个时代的人们才可以这样慢活出精品。后来的翻拍西游记真是垃圾。为了童年时代的记忆，必须得给5星啦            
(5星)	 儿时看了不知多少遍~为孙悟空哭过~            
(5星)	 又见经久不衰            
(5星)	 哇小时候超喜欢呀！！！            
(4星)	 唉，对它，我只想说，相见不如怀念吧            
(4星)	 哈哈，强烈要求拍个腐向的            
(5星)	 永远无法超越，怎么看都看不腻            
(5星)	 经典之作。            
(4星)	 其实四大名著我对西游记是最没兴趣的，但奈何莫名就是看过很多次            
(5星)	 这部戏你就说说好不好，以至于现在20年都过去了，电视台还是反复的播，虽然那个时候的技术没有现在这么绚烂，但绝对是经典之经典            
(5星)	 播了无数遍。            
(5星)	 永远的经典            
(4星)	 大师兄~师父又让妖怪给抓走了~            
(5星)	 我的很多同龄朋友听到西游记脸都变了。。。。。我就是觉得她们不懂得感受经典。            
(5星)	 哇哦~            
(5星)	 唯一没停播过的电视剧吧......            
(5星)	 经典啊 小时候的最爱 都不加之一            
(5星)	 以前每个暑假都会看=▽=…………            
(5星)	 当年的四大名著都是陪着奶奶看完的。迷恋孙悟空，或者说是六小龄童。            
(4星)	 小时候喜欢疯了。            
(4星)	 六小龄童的孙悟空才是王道~每年各大卫视必放的经典~            
(4星)	 寒暑假必播剧            
(5星)	 每次错过开头几集从中间看            
(5星)	 实力派！            
(5星)	 我华丽丽的童年再也回不来了，好在还有这个剧！！！            
(5星)	 = = 现在看到电视播我都会直接跳过            
(4星)	 肯定没有挨集看全，但是这重播率太高了，又似乎没差多少。主演都很到位，跋山涉水的；虾兵蟹将们打来打去也怪辛苦的。突然发现douban标这主演里有曾轶可……莫非演的什么小妖魔鬼怪神仙童女？            
(5星)	 重播次数最多的电视剧，没有之一            
(5星)	 绝对的经典。            
(5星)	 五星需要理由么.            
(5星)	 完全记得            
(4星)	 从小伴我到大            
(5星)	 我都不知道看了多少遍            
(4星)	 想起我们的神游记~~            
(5星)	 西游记最最最经典的一版，虽然电视技术各种简陋，却成为我们永远喜爱的回忆！小时看了觉得有不给力的地方，现在才明白原来当年的才是最给力的，现在都是神马玩意。这一评论一样适合各种名著改编的电视剧。            
(5星)	 经典中的经典            
(4星)	 原来只有25集啊。            
(5星)	 还是喜欢看这个版本的~！            
(4星)	 老版经典。            
(5星)	 小时候大概看多少遍都不会烦。四大名著里最早了解的。            
(5星)	 寒暑假必放            
(NA)	 經典還是經典。之後的續集就不理了。            
(5星)	 绝对经典！            
(3星)	 9            
(5星)	 一部拍了十多年的剧，怎么能不成为经典            
(5星)	 经典。不过现在看挺没劲的了            
(5星)	 没有没看过的人吧，也没有只看过一遍的人吧~            
(4星)	 六年的时间拍一部电视剧，现在是不可能了。            
(5星)	 我变，我变，我变变变            
(5星)	 调到就不会换台的~~            
(4星)	 看多了要吐，主演怎么还有曾哥……？            
(5星)	 台词都会背了～还是喜欢看啊～            
(5星)	 这个不看能行吗，电视上天天在播……小唐给老孙缝了件虎皮短裙的时候，我都掉泪了呐！！！            
(5星)	 小时候最爱··            
(4星)	 怀念做小板凳看电视的年代            
(NA)	 寒暑假见CCTV 和各种地方卫视            
(5星)	 电视和书一样成为了经典            
(5星)	 畜生 快快现出原形 哈哈            
(5星)	 陪伴我成长~            
(5星)	 不记得看过多少遍了。。。童年映像            
(4星)	 师傅 师傅 师傅            
(5星)	 这才是真正的百看不厌。。。            
(5星)	 这张海报第一次见            
(5星)	 小时候心中的梦好吗            
(5星)	 经典中的经典 无须多言            
(5星)	 年年看            
(NA)	 幼儿园时期悟空是我偶像            
(5星)	 是个中国人都应该看过~~            
(5星)	 永远的经典，电视上放一遍看一遍哈。            
(2星)	 看过的            
(5星)	 六小龄童是最好的孙悟空。            
(5星)	 永远不能翻拍的经典            
(5星)	 每年都有台在放。            
(5星)	 哦哈哈哈哈哈，我是来乱的            
(5星)	 这么久的电视剧我弟现在还看的津津有味，真的经典！！            
(5星)	 经典啊            
(5星)	 每次看到电视台又播西游记还是会放下遥控器 记忆里夏天吃着冰棍和小朋友们一起期待看它的场景真是很美好啊  我学“师傅~~~”这句还是很像的            
(5星)	 以后还得教我的孩子看这一版            
(NA)	 。。。            
(4星)	 经典之作，只是被放烂了            
(5星)	 五星不解釋！            
(5星)	 今天在奶奶家看了一天 师傅和猴儿什么的太萌了= =+            
(5星)	 小时候过年看了一遍又一遍一遍            
(5星)	 这个真不用说了，经典死了，到现在电视台一放我也忍不住看            
(5星)	 四大名著，必看阿            
(5星)	 不可超越的经典            
(NA)	 没错！我看的就是这个版本的！不要膜拜我~= =            
(5星)	 记得看白骨精那集的时候吓死了哦            
(5星)	 经典！不解释！            
(3星)	 曾轶可演哪个角色了？！            
(3星)	 是美好回忆呢还是噩梦呢？我只知道它总是霸占假期里的电视频道。            
(3星)	 电视台不断的重播，只要是放寒暑假了，就播            
(5星)	 在我二十几年的生命里，这部西游记占据了四分之三……            
(5星)	 哦，我要是会72变拿什么换都行。            
(5星)	 经典。            
(5星)	 难以逾越            
(5星)	 只要电视一演，我就看            
(5星)	 每年寒暑假都放，回家又看到了，竟然还是觉得好看喃~~~            
(5星)	 经典无须多言            
(5星)	 大师兄，师父被妖怪抓走了            
(5星)	 小时候我评价电视机好坏的标准就是能不能收到西游记的台            
(4星)	 我就是喜欢六小龄童            
(3星)	 我不想说什么了            
(5星)	 虽然我不想说我看过，可是，偶们也不能隐瞒历史吧，谁没过谁就一定不是中国生的。            
(5星)	 妖怪！哪里跑！呆！！！！！！            
(5星)	 喜剧 活脱脱的喜剧            
(5星)	 爱猴哥 爱白龙 爱徐版的美和尚            
(5星)	 谁人没看过～？            
(5星)	 到现在还在看呢。谁TM敢翻拍西游记？            
(5星)	 世界观众最多的电视剧              
(5星)	 才25集吗？？            
(5星)	 妹妹还在看。。。            
(4星)	 嘿，你长的像六小龄童            
(5星)	 童年的回忆！永远觉得这一版最好看~~            
(4星)	 妖怪们其实也是很可爱的=.,=            
(5星)	 神作啊            
(4星)	 去世的姥爷最喜欢的剧。。。T.T            
(5星)	 不用多说 都看过 经典代表作            
(5星)	 我爹爹说..西游记.放狗屁..            
(5星)	 今儿个就马克电影了 好多经典的没算 也有好多没看。。。o(╯□╰)o            
(5星)	 擦。。。我居然没点过这部么。。。初恋吧。。。|||我好爱这个猴子。。。后来的任何猴子我都没办法接受。。。清晰的记得三打白骨精那会儿师傅要赶猴子走我哭的嘞。。。重播看了无数遍。。。美好的回忆T T            
(5星)	 经典            
(5星)	 讽刺现实啊，七仙女各个八婆。技高人胆大，感改，拍的真是比原著还好看。应该说和原著各有风格。玉帝笑时观音的白眼实在是透露了这个片的目的啊。还有主持弹琴时感觉有缘在远处，于是看到江流儿，演的都很有玄妙的感觉。            
