http://movie.douban.com/subject/4011034/	大女当嫁
(5星)	 强推！看几遍都不厌的优质电视剧~优质对白~优质演员~            
(NA)	 很爱小宋佳~            
(5星)	 这就是个典范，鞭辟入里，力荐！！！！！！！！！！！！！！            
(NA)	 最后找到了幸福            
(5星)	 很现实很难得不作的电视剧 非常非常非常爱            
(5星)	 很生活，很感同身受            
(NA)	 植入广告做得不错            
(NA)	 当嫁当嫁当嫁 咋嫁            
(4星)	 还行吧。            
(3星)	 挺有意思的。。            
(4星)	 谢谢这部剧            
(4星)	 剩女的苦闷。。。。。描写得很好。。。。想起前阵子看的那个小说《我愿意》 题材差不多            
(3星)	 还蛮好玩的啦            
(5星)	 等爱的女人，再老都不是错。你们不懂罢了。            
(4星)	 最后结局，走的蹊跷，回来的夜蹊跷。不走多好。            
(4星)	 剩女看这个还是很有共鸣的···            
(4星)	 好看 就是总看不全            
(5星)	 喜欢小宋佳            
(NA)	 剧情很自然，小宋佳演得也很到位，很不着调的一家人聚在一起，喜剧气氛里也多少透出了剩女的无奈。男大当婚，女大当嫁，真的！            
(4星)	 很喜欢的调子！            
(5星)	 看了这部剧让我决定25岁前一定要把自己嫁出去            
(3星)	 感慨很多，爱情，婚姻是不应该随便的！！！很喜欢老奶奶！！孩子般！！很有家里的感觉！！            
(5星)	 就凭奶奶我给5分！            
(4星)	 张耀扬那段，似曾相识，尤其是搞自杀，父母出面，还甩榔头，摆派头最后又好像后悔万分地来求人，，，要死啊，编剧八成经历过这段            
(5星)	 很漂亮，很可爱！喜欢看！够独立！是少有的好看的电视！            
(3星)	 因为全家都说我全方位像大雁。。。所以去观摩了奶奶去世的时候太伤心了 真的很有大家闺秀的气质诶老爸最搞笑            
(NA)	 大女找共鸣来啦～～～（笑            
(5星)	 看过的,就知道了            
(5星)	 还不错            
(4星)	 搞笑又温情            
(4星)	 喜欢里面的奶奶，慈祥可爱又善解人意，有时候又像个老顽童:) 奶奶走了以后，此剧感觉就该收尾了，都没有追下去的念头。片头曲和片尾曲都很好听            
(3星)	 有他的笑点 一女N男的故事            
(5星)	 我挺喜欢小宋佳哒♥`♥`            
(4星)	 嘿嘿……我喜欢小宋佳~~还有于小伟~~            
(2星)	 假            
(4星)	 几个同学早就开始看了，一直推荐，都没想着去看。没想牛同学居然无意点开看，就跟着一起看。也就一个中秋的时间，全部看完了。很喜欢小宋佳，长得太亲切了。还有个那么可爱的奶奶，其实大雁是个多么幸福的大女啊~哈哈看到后来本以为还会打破常理，和小自己一轮的张耀阳一起，挺逗的一角色            
(5星)	 还可以吧。            
(5星)	 迷上了小宋佳            
(5星)	 好看，小宋佳还是很不错的            
(4星)	 爱咋地咋地。            
(5星)	 姜大雁，，是个很好的结婚对象。            
(3星)	 状态倒是帮她蛮像额            
(3星)	 不错的电视剧            
(3星)	 找个人来爱我。。。。            
(5星)	 我们能不能不为了结婚而恋爱？            
(NA)	 不错 现实 是很多人的真实写照            
(4星)	 找个有感觉的~            
(4星)	 搞笑的生活片段            
(5星)	 超级可爱奶奶            
(4星)	 小宋佳太美了            
(NA)	 觉得有很多人跟她差不多都被家人由于年纪逼着去相亲，虽然不情愿，但是还是去，很多结果都是失败了，但还是坚持了            
(NA)	 范            
(3星)	 我跟我老娘，隔着700公里，同步紧盯中央四。            
(5星)	 好好玩哦。            
(5星)	 遇上程闯，绝对属于祖坟冒烟的好事啊            
(4星)	 爱情，也许真的就是奢侈品。不是挑不挑的问题，是遇不遇得上的问题。。。            
(4星)	 宋佳演的好，把捏的好，很有味道            
(4星)	 基本上反映了大女的真实生活            
(5星)	 牛小伟又一次成了拯救大女的Mr.Right  蛮感人的电视剧 有血有肉            
(4星)	 还是坚持找自己爱的人~~,挺好的~~            
(NA)	 挺真实，挺感动，结尾我不是很满意            
(NA)	 小宋佳真是清纯优雅兼萌，赞            
(4星)	 轻松好看的片子            
(4星)	 接近生活很现实             
(4星)	 嫁，抑或一直在恋爱的途中。结果重要么？            
(5星)	 大雁啊            
(4星)	 找个人来爱我            
(4星)	 越来越老越难找，的确如此！            
(4星)	 我喜欢里面的家长里短，很羡慕。            
(5星)	 各种就是喜欢            
(2星)	 虽然整体还不错,但是老男人那一段实在看得我想吐.            
(4星)	 总会等到那一天，等到属于自己幸福的那一天            
(4星)	 找个人来爱我。。。            
(4星)	 整体还行，可惜烂尾            
(NA)	 陪老妈看电视，看得她喜得不行。我也觉得都演得不错，没有国产剧的做作            
(4星)	 片头曲蛮逗的，整个剧也蛮逗的，老太太超可爱~~~又一部跟着老妈看的电视剧            
(2星)	 只能說結尾很雷很傻..電視劇不是一定要通過表現人物的傻才叫作浪漫的!            
(NA)	 亲情超越了爱情            
(5星)	 好看。不错。国产确实比韩剧好            
(3星)	 我日，有共鸣！            
(5星)	 太道出我现在的心声            
(2星)	 看到一半就没看了。不怎么样            
(4星)	 让我相信总会有个人在那里，怎么样都不会离开的．也相信即使路上再多的跌倒，也要爬起来微微笑继续上路．            
(4星)	 不只是闹剧            
(3星)	 演员不错            
(5星)	 有哭有笑，结果皆大欢喜！五星是冲结局给的！原来是部励志片呐！            
(5星)	 看这部剧就像看未来的自己。每一个演员都演得很好，连群演都非常到位。这位导演真负责任。姜家，非常有爱的一大家子，插科打诨，又无限温情。喜欢那个“剩女俱乐部”，那几位闺蜜超赞！            
(4星)	 男大当婚，女大当嫁            
(3星)	 那个奶奶是亮点            
(3星)	 题材很好，但情节发展有些拖沓            
(NA)	 3.6=5            
(NA)	 小宋佳一露出那苦瓜脸我就发笑，演技派的            
(4星)	 那个妈妈，超可爱的……            
(4星)	 结尾太理想~            
(4星)	 大雁妈：我们家大雁还是黄花闺女呢大雁：你见过34岁的黄花闺女么            
(5星)	 我好稀饭大雁和程闯的故事.            
(4星)	 至少看完了。看完觉得还不错。本没什么的，完了却有了些思考。。。            
(3星)	 演得挺好就是不喜欢姜大雁！！！            
(NA)	 喜欢宋佳            
(NA)	 超喜欢的小宋佳···            
(4星)	 中途突然开始看竟然就一口气看完了，不错。            
(3星)	 为什么看到后面都非常之烦女1号            
(5星)	 挺真实的            
(NA)	 !!!            
(NA)	 小宋佳~~这部电视剧演的好呢~            
(4星)	 众星云集，围绕在大女“大雁”的身边。看到剩女的辛酸故事，小宋佳演得挺好。兜来兜去，大雁还是选择了“程副校长”，大雁为了幸福要勇往直前哦            
(4星)	 剩女永远是个话题。            
(4星)	 妈妈喜欢，            
(4星)	 闯哥挺好的  Man            
(3星)	 姜大雁特做作特能折腾了 有必要伐            
(4星)	 happy ending 多给你颗星。            
(4星)	 看了几集，好像还不错，找个空看完。            
(5星)	 她妈妈演的真好哈哈哈            
(4星)	 女人终归是要结婚的，踏入婚姻生活的吧，只是对象是跟谁，闪婚当然可以，可是可以维系下去才是重要的。对的时间遇到对的人，有了共同的想法，看对方顺眼，就是这样吧。            
(5星)	 有念想总是好的。            
(3星)	 凑合吧，里面的周杰扮演的那个男人真讨人厌            
(5星)	 不错的国产电视剧，有欢笑有眼泪，就像我们的生活一样。喜欢里面的奶奶，很多配角的演出都不错，让这部剧更立体            
(3星)	 电视剧总是这样。几集就能讲完的事情可以拍到25集。两个星必须要给小宋佳，美人即使是剩女也养眼。一颗星给老实帅气的程闯以及他们美好的大结局。姜大雁等了十几年，不能将就了一个混蛋，这个人必须值得这么多年的等待。程闯就值了。呵呵呵。还满喜欢剧中的母亲的，非常好，非常像我妈。            
(5星)	 看完之后，真的只能给5颗星            
(5星)	 难得的高质..            
(NA)	 不错,轻喜剧...            
(4星)	 笑中有泪啊~~~~            
(4星)	 全家最一致的观看时间，老妈还要在旁边讲解！！            
(5星)	 虽然有些剧情比较假，但是演员表演都很真实。毕竟是个轻喜剧，不能要求太多，尤其是轻喜剧还有本事让你鼻子一酸甚至是潸然泪下的情况下。PS：宋佳真的不错，虽然有的表演有些程式化，但我就是喜欢这种程式。            
(4星)	 还不错。。            
(4星)	 .  不懂那些无奈..因为还没有经历这个岁数.   但是大雁..            
(NA)	 大女愁嫁的心情和压力描写得很生动. 好笑!            
(5星)	 好看，跟自己很像            
(3星)	 矫情 不喜欢宋佳说话的声音            
(3星)	 还可以。            
(NA)	 看似5个不着边的相处对象里，其实是5个典型的社会不同层次的代表，在这里面，让我最有印象的是当大雁跟苏如是在一起的那些对台，大雁讲的很朴实，也是我们这个社会的现实而已，不管我们有多大，只是想找个能说说话的人而已，真的有那么难么......................            
(NA)	 好看的国剧，让人欲罢不能。思考那个小很多追求女主角的实习老师，思考最后一段，2个人在2个城市怎么聚拢在一起            
(4星)	 喜欢小宋佳的气质！            
(4星)	 找个人来爱我......            
(NA)	 找个人来爱我...剩女不可怕，只要还会遇到真正爱自己的另一半。            
(4星)	 社会问题，现实问题~~~            
(4星)	 后面几集太抽抽了。。忽略就好。。            
(4星)	 看了几集，有点意思            
(4星)	 好的电视剧不就是应该让观众跟着剧中人物又哭又笑吗 这部剧做到了            
(3星)	 小宋佳不错            
(3星)	 就这性格，难怪嫁不出去······能捡上男主角是运气····            
(4星)	 慢热型看小宋佳斗嘴特嗝儿，不过这过客也忒多了点儿            
(5星)	 可逗了            
(4星)	 很搞笑啊哈哈            
(4星)	 大雁是个好姑娘~            
(5星)	 剧中奶奶的角色演得很好，她去世的时候我都要哭了。            
(4星)	 我看我也快了~            
(3星)	 如果他不来，虽然不甘心，可是还要继续等待吗？            
(3星)	 饭后无聊看看还是不错。情节也不错，不过现在大龄女性还真是多啊，            
(5星)	 一部关注都市剩女的电视剧，快乐中不失感动，亲情、友情、爱情样样都十分感动，值得一看！            
(4星)	 国产电视剧里面算是不错的了，剩女的世界啊，不过有些方面不太现实。很多搞笑的情节，冲着搞笑看的。            
(NA)	 更加喜欢小宋佳……大雁可真够执着，一直以为方泉会回来，直到程闯陪伴大雁度过了疑似癌症的那七天，才猜对了一丁点结尾，真好            
(NA)	 讓人又愛又恨的一家子；能發展的身邊均有極品(18~)，有真實的也有讓人覺得假的地方，主要是各種的愛情都跑一塊去，比較像一個個案例，單獨看還行。            
(5星)	 喜欢看            
(5星)	 身在异国他乡，感觉自己真的不属于这里，不知道10年后的我会不会也是这个样子。宋佳你演得好到让人心疼了，能让我少哭几次吗......            
(3星)	 也就是冲着小宋佳去的            
(4星)	 看完以后，我妈妈说结婚不着急了··哈哈·            
(3星)	 如果这就是剩女的生活，我也想要当圣女            
(4星)	 心情写照O(∩_∩)O哈哈~            
(5星)	 超级搞笑 因为这部戏喜欢上小宋佳            
(4星)	 深有感触哇！            
(1星)	 垃圾！！            
(NA)	 我还就这么没品了~            
(4星)	 趣味性比较强~            
(3星)	 植入广告很夸张 剧情很张扬            
(NA)	 很多开始，还没有开始，就结束了，永远无法圆满。            
(4星)	 找个人来爱我            
(4星)	 奶奶演的太可爱了            
(2星)	 看的我直憋气，剩女也是必然的~~            
(3星)	 都是为了小宋佳才看的，编剧一般般，依旧喜欢小宋佳            
(4星)	 小宋佳太棒了            
(3星)	 开头还不错，后面有点虚，情节还是挺生活化的，北京式幽默            
(4星)	 传说中会让大女心有戚戚焉，最后也不过是个童话            
(5星)	 虽然剧情不一定真实，但是喜欢她的心态。宁缺毋滥到34岁，内心得必须彪悍。只是34岁以后怎么就一个接一个神马人都接受？            
(4星)	 挺喜欢小宋佳，反映社会剩女时代的现状！            
(4星)	 剩斗士，斗战剩佛，齐天大剩，真的都不容易            
(4星)	 还多可以的。。。            
(5星)	 剩女怎么啦？            
(1星)	 有点过            
(3星)	 又是陪我妈看的。。。            
(NA)	 呵呵，不知道大家有么有这种想法，我觉得跟水瓶的人好像啊！~~~！！！            
(NA)	 冲名字和宋佳看了，结果只有歌不错。            
(5星)	 大雁老可爱的            
(4星)	 还是不错的~             
(2星)	 看到这种没事就兵戎相见的家庭我就纳闷，有那样夸张吗，如果那是真的，只能说，这个教育家庭出身的儿女们父母们都很失败            
(5星)	 挺好一片儿。很多细节考虑得很好。看着舒服，体会切身。            
(4星)	 小宋佳很美丽~于小伟先生很帅气~这种男人对于我是完全没有抵抗力的= = ||| 但我总觉得其实这故事20集内就可以完结了╮(╯▽╰)╭             
(4星)	 即真实亦不真实。剩女是真实的，爱情是不真实的。随着龄的增长，不觉间已步入剩女的行列。家人的催促，妈妈的耳提面命，真是不胜其烦。只是找个自己爱又爱自己的人实在是太难了。也曾将就着找个爱自己的就算了，但实在是没有感觉，越发清晰没有爱的两个人，强扭在一起真的很辛苦。要相爱才能在一起。            
(3星)	 跟着我妈看的。。。真怕自己将来会变成这姑娘            
(NA)	 心态要摆正啊！！！！            
(3星)	 很符合现代人的生活这个片子是我好朋友用来刺激我推荐给我看的能让很多人产生共鸣            
(3星)	 只是周杰让我有点恶心            
(3星)	 看上了那个波西米亚长裙            
(4星)	 比较现实地说明了，姐弟恋，忘年恋其实真的很少，很难啊~~~~            
(5星)	 挺好的片子，大团圆结局。            
(4星)	 喜欢这姑娘的 ～蛮好看的 电视            
(4星)	 国产电视剧里面为数不多的比较贴近生活的电视剧            
(5星)	 爱情、婚姻、一辈子..................................嗨................            
(4星)	 最近多了很多好看的大陆电视剧            
(5星)	 很好看的电视剧，喜欢。            
(5星)	 戏剧            
(4星)	 是时候找个人嫁了~~~            
(4星)	 不错            
(3星)	 大雁有点神经病            
(4星)	 奢侈品，每个人至少该拥有过哪怕一次才对            
(5星)	 非常喜欢的一部片子~~大女~~研究生毕业的女的再由于那么几年，八成都会成为大女吧·~~很好玩 很现实            
(5星)	 被一些情节感动到落泪~~~            
(5星)	 实在是一部值得一看的好剧。好几年没有通宵看电视的经历了。老公在边上困得要死，可还是很想看，睡一会又睁开眼看一会。这一大家子可真够闹腾的，有时候看着也真着急，但是这一家人都有共性，善良，发脾气的时候说话也够伤人。姜大雁的经历够曲折，奶奶够可爱。最喜欢奶奶，是个智者啊！真是个宝。            
(4星)	 新时代大龄女的悲哀            
(NA)	 很喜欢里边的奶奶，开明、开朗、可爱死了。            
(4星)	 依然相信着爱情            
(4星)	 很现实，很生活，强烈推荐            
(5星)	 看的亢奋，也看到了自己以后的身影。对于周杰那段我觉得编的太过了。并不合适那么演。张耀扬其实也挺好的，我要是大雁我就选择和他在一起了。            
(3星)	 反应现实剩女的状况。就是结局太过潦草了            
(4星)	 好看，有点搞笑，现实中又有点理想            
(3星)	 看的不完整 我也觉得有些地方假……            
(3星)	 不是很吸引 还没看完            
(3星)	 打发时间            
(NA)	  社会中的一种形态。       大家也来关注下我们这些剩男啊    O(∩_∩)O哈哈~            
(NA)	 大女的真实写照，但不是每个大女都有这样圆满的结局            
(4星)	 剩女也会有春天~~哈哈            
(2星)	 大女..很令我不适            
(3星)	 挺好玩儿，一家人挺逗的，看着欢乐～可是剧情到后面就狠狠的俗了起来。。。谁让非洲人民只能看中央4呢，只好狠狠看完。。            
(3星)	 看的好轻松            
(5星)	 每个角色都演得很好。调皮的奶奶，苦口婆心的妈妈，更年期追求家庭地位的爸爸，吝啬得滴血的妹夫……看着我心里一阵后怕，一定要在二十八岁之前把自己嫁出去，剩女的日子太恐怖了，不被孤单寂寞死，就被家人念死。            
(4星)	 “从23岁开始，我就和自己说，爱一个人才能和他一起生活。为了这个人，我等了10年。我不能就这样把自己对付了，不然我不就白等了么。大不了，我再等10年。”             
(2星)	 无厘头，夸张的厉害            
(4星)	 难得让我追着看完的国产剧。非常喜欢奶奶，还有这个大家庭，虽然有时候非常不靠谱，但是很温馨~第20集的时候我看哭了……周围有和自己年纪相仿的所谓剩女，其实想套用朋友的一句话：剩女总是有剩的道理。            
(NA)	 未来的写照么。。。其实不会有这么好的桃花运。。。            
(NA)	 剩女的辛酸史！！            
(3星)	 在电视上断断续续地看过一些，小宋佳演得还是很不错的。仍记得她在《好奇害死猫》里的表现，就曾经以为她是一个那样的艳女，但这部剧里判若两人啊，这就是一个好演员的功力吧            
(5星)	 唉……前途堪忧啊……            
(5星)	 奶奶很可爱~大雁很真实            
(NA)	 还是蛮贴合实际的，看来我也是大女了            
(5星)	 好玩            
(4星)	 眼泪没少流~            
(5星)	 我想你了。。。            
(4星)	 寻寻觅觅的路大家都走过，庆幸的是，他苦等那么多年最后终于找着真爱，多少给了我些许的勇气！            
(5星)	 哈哈哈            
(5星)	 挺好的，宋佳真漂亮            
(4星)	 喜欢这里面的台词            
(5星)	 人死不能复生，遗憾永远是遗憾，很感慨！            
(4星)	 特真实 她爸他妈骂孩子和我爸我妈一样啊            
(4星)	 挺悲剧的一人            
(2星)	 不好看！            
(5星)	 已经很少能有这样一部剧能够如此吸引我了 很难得             
(4星)	 太心酸了。。。这全家闹腾的。。            
(5星)	 挺现实的，感触颇多            
(4星)	 名字本来很土滴。8过嘛……剧情确实很搞笑的说。这个……可以看……            
(4星)	 挺有意思的            
(4星)	 有点儿意思~            
(4星)	 找个人来爱我！            
(4星)	 感谢。适合“暑假”看的电视剧！温馨，像武林外传一样。都很可爱！            
(3星)	 还算可以            
(5星)	 真不错。小宋佳出演这个角色也很般配。            
(3星)	 姜大雁演得真不怎么的 一阵一阵的 尤其最后 不是癌是神经病~！            
(3星)	 反应了些问题有些过了            
(4星)	 挺真的，可能最近相亲节目太火，看这电视剧颇有感触，真心对待很重要，别乱闹了            
(5星)	 好看好看，今天下午还看来着。不知道为什么，我突然间喜欢苏如是。是不是很变态？            
(4星)	 俺也稀罕            
(5星)	 很喜欢小宋佳，漂亮但不张扬。            
(5星)	 我觉得非常好看的国产电视剧。。。舅舅居然说我长地像小宋佳。。。。哇哇。。。。我觉得她超级漂亮诶。。。。舅舅太高估我了            
(5星)	 很深刻。比较沉重的话题但做得很有趣味。            
(4星)	 小宋佳不错            
(4星)	 比起台湾的败犬女王实际很多，很写实，完全反映我们剩女一代的状态！经典：没有感情的婚姻我不要！            
(4星)	 第一次注意上了小宋佳            
(5星)	 如果国产现代剧都能达到这水准，那我肯定不崇洋媚外了。            
(3星)	 这三棵星是给女主角的。            
(5星)	 挺逗挺好看的。小宋佳越看越像陶红。最喜欢她妈和她妹。            
(NA)	 对爱情的执着追求            
(2星)	 没有从头到尾看完的欲望。            
(4星)	 大雁很可爱            
(2星)	 如同现在最火的《非诚勿扰》一样 现在这个环境下 80后的婚姻似乎在一夜间变成了老大难了            
(NA)	 挺真实的，挺现实的，挺感人的，有时候有点小闹剧。            
(NA)	 坚持等待，会有自己想要的未来。            
(4星)	 共鸣，待嫁！哈哈~            
(4星)	 把目前圣斗士描写的很有意识            
(5星)	 哈哈 嫁不嫁要看本小姐愿不愿意            
(4星)	 恩。比较符合中国现在剩女情况的一部剧。。还不错看            
(5星)	 就这样喜欢上了小宋佳            
(4星)	 后来的男友是甘肃积石山的哈哈            
(4星)	 小宋佳演的蛮好的 挺拧巴            
(4星)	 结婚这事儿 不能凑活～            
(4星)	 小宋佳演绎的最让我觉得喜欢和舒服的一个角色~            
(2星)	 编剧就一傻X  傻X。。。。。剧情真TM纠结。。。看的我抓狂。。前后看了两个月才看完。。真佩服自己的毅力。、            
(5星)	 好玩，挺好玩的……哈哈……            
(4星)	 为了这剧，我重新拾起电视遥控板。很欣赏大雁，很喜欢剧情，很爱听片尾曲。            
(4星)	 真的是有属于你的那个人            
(NA)	 前几集边看边跟编剧较劲：编剧你早就该让姜大雁搬出去啦，真费劲。            
(4星)	 希望我不是剩女            
(4星)	 好好珍惜我的MR.YU            
(5星)	 喜欢:)            
(4星)	 预告片看了好多遍了，感觉不错~喜欢宋佳~            
(4星)	 还不错，就是男主角太多了！            
(NA)	 换台换到了，看到了小宋佳，大爱啊。。。看到她奶奶去世那一场，被感动了，我也想奶奶。。。。出去买回来了，开始看。。。现在看完了，笑笑哭哭，很喜剧，很赚眼泪，大团圆结局。            
(3星)	 开始还行，后来就越来越看不下去了……            
(5星)	 好姑娘            
(5星)	 觉得很不错。            
(4星)	 这里面的大姐似乎就是我的大姐，是那样的真实。我不开心的时候我会看这部电视剧，尤其是在第20到25集的时候，我哭的一塌糊涂，大姐以为自己得了绝症，看着他们一家的人的温馨和那个爱她的男人的痛心，我被深深的感动了，但是其中还是不乏搞笑的元素，所以我很喜欢，我非常的喜欢O(∩_∩)O~            
(4星)	 女猪脚是大亮点            
(5星)	 真实而相似的心情。            
(5星)	 好看，先笑，后哭，最终感动            
(NA)	 剩女之所以剩下，都是自身的原因。            
(3星)	 前半截还行，然后编剧疯了，广告做疯了。。            
(3星)	 陪妈妈看            
(5星)	 不怎么看国产电视剧   不过  这一部  真挺好            
(4星)	 原来女人老了，这么可怕啊·····OMG·············            
(4星)	 我还喜欢于小伟的            
(NA)	 挺逗的~~            
(NA)	 很多年没看过国产电视剧了，过年在家，各大电视台都在放什么仙剑，看了几眼，雷的不行，对国产剧真的不抱希望了。前段时间，看到同学在看，便跟着看了几眼，居然能让我看的下去。做为一个未来的大龄剩女，想起PPS上有一个人的评论：为什么这个社会就不能对大龄未婚女多一点宽容呢？我的话没说完……            
(5星)	 姜大雁、江小云，导演忒逗了，估计和我爸串通好滴……O(∩_∩)O            
(NA)	 好玩。奶奶很棒            
(NA)	 温暖、搞笑            
(NA)	 其实前面都还挺好看的，直到最后几集开始感觉脱离现实了，包括结局，好吧，作为媒体还是有义务给大龄女青年以希望的，但是。。。现实就是这么残忍的不是嘛。。。            
(NA)	 很不错的角度，很不错的选材，很不错的演技            
(3星)	 不算耐看，深度不够，打发时间行            
(5星)	 搞笑~其实干嘛非要嫁人呢！            
(5星)	 我也要成为30岁的剩女了~依然喜欢小宋佳            
(NA)	 剩女不好当啊！~小宋佳的演技又提高了            
(4星)	 家里也有3位老人⋯⋯未来日子要不好过了⋯⋯            
(4星)	 开头比较有意思，后面开始瞎扯            
(NA)	 不错            
(3星)	 幸福终会来            
(4星)	 终于今天看完了。前面不错，轻松搞笑，后面有点拖沓。            
(4星)	 唉……            
(4星)	 好欢乐+好真实 小宋佳很好看~~            
(4星)	 大雁一家让我很无语，撮合的是他们，拆散的也是他们            
(3星)	 太假了~~一个到 30都没嫁出去的女人，在她人生中的这一年居然一下子冒出来这么多男的……不过有些话还是说的不错的~~            
(4星)	 以前不很待见小宋佳，现在看完开始赞她，演得真不错！从无数次相亲到现在，这电视剧给俺的共鸣太多鸟！~            
(5星)	 女主角，女主角一家都太可爱了。虽然借用了别人的创意，但是无论怎么看都是好看的优秀的国产剧集            
(4星)	 挺好            
(4星)	 “妈妈”和“小妹”都演得好好~一大家子人觉得好温馨，尤其是后面得病那段~            
(NA)	 不好看            
(NA)	 宋佳演的作品都不错，挺喜欢她这人的，舒服            
(5星)	 贴近现实，小宋佳演的很好，不过感觉结尾仓促了一些，还可以再吊吊大家的胃口。程闯那个演员好帅啊~~~和小宋佳很般配~~~~            
(4星)	 剩女也有剩女的坚持 这种坚持还是让她找到了真爱 挺有意思的电视剧 挺真实的 贴近生活 主题歌很好听            
(NA)	 看的很揪心，自己也是剩女，同样面临着这些问题，觉得未来很恐怖也很迷茫～～～            
(4星)	 大龄女青年            
(3星)	 就那样~            
(2星)	 ....艹 活该剩下 欠女 真当自己是什么了 等个屁挑个屁            
(4星)	 喜欢佳佳~            
(5星)	 从头到尾，都觉得心酸，为大雁，为自己。            
(3星)	 不喜欢女主的性格            
(NA)	 25是我的底线！            
(3星)	 只是为了帅气的于小伟和漂亮的小宋佳才看这部电视剧.....好坏各半吧            
(3星)	 小宋佳 我只记得逆水寒里的傅晚晴             
(4星)	 其实还可以，宋佳演的挺好            
(4星)	 可以缩短到20集。            
(5星)	 非常喜欢宋佳            
(4星)	 还不错，挺搞笑的，也不落入俗套，里面的一些看法也值得我们思考。但是有点太过了，超出了现实的范畴。            
(NA)	 让自己成为剩女其实也不错啊。            
(NA)	 不错   很贴近现实            
(5星)	 很温馨的大家庭，虽然很吵很闹，但有这么多的家人，有这么多的话语，很温暖。很喜欢可爱的奶奶。            
(NA)	 迷上史小鹏的《心语》             
(5星)	 真好            
(5星)	 亲情，友情，爱情，笑到肚子痛，最后还把我的眼泪弄出来了~            
(4星)	 看出来了，党生同志有演中国版《出轨》的潜质。            
(4星)	 部分情节拖沓 但是很多细节 很真实             
(NA)	 大雁的家人有点……希望我爸妈别那样催我，喜欢大雁的奶奶，很好很好            
(NA)	 小宋佳不化妆也粉漂亮~            
(4星)	 那个谁，快点答应我，不然我真的要直接去你家提亲的，哼！！！！            
(5星)	 喜感的一家人，搞笑的情节            
(NA)	 偶尔看了一集 觉得挺不错的            
(5星)	 居然是在澳门看完的它 挺有意思的 不知再过几年之后成为剩女的我们又会有什么样的故事呢~            
(NA)	 岁月对女人真是无情啊            
(3星)	 没有看到结局，准备去搜搜            
(5星)	 我特别待见小宋佳~~            
(NA)	 追着看完，跟着她哭跟着她笑，以喜剧的形式述说着剩女们的感情，尤如看到自己            
(4星)	 找个人来爱我，我不想孤单，这样枯坐到睡去，我感到很累。。。            
(5星)	 我们终究会找到那个最合适的人。幸福的过一辈子。            
(3星)	 从《逆水寒》到《雾里看花》再到《大女当嫁》，小宋佳绝对是BL杀手。            
(NA)	 4个晚上给看完的，满有意思的哦            
(3星)	 跳了看几集谁也不知道那一位什么时候才来。            
(4星)	 很好看  很感动  很细节  开始喜欢小宋佳            
(5星)	 佩服这个编剧  近年来看过最好的国产电视剧   很可爱            
(5星)	 很有意思，剧情来源于生活，生活无处不雷人~            
(4星)	 喜欢小宋佳!            
(4星)	 虽然有的地方夸张了点，但是台词还是挺有趣的，大雁的家人们也那么可爱可亲            
(4星)	 大龄单身女青年真成了公害了~还是不能降低标准~女主实在有点脑残+圣女~            
(3星)	 嫁个满意的人怎么就那么难呢！            
(4星)	 恨嫁            
(4星)	 小宋佳一開口就知道是東北人            
(5星)	 一部让人产生共鸣的电视            
(3星)	 现实中掺和着不现实大女被剩之原因：要求高，自身条件好，自以为是，脾气不好            
(5星)	 演的不错，大雁挺让人心疼的。            
(2星)	 女人嫁不出去还是自己的原因~ 宋佳的眼神好空洞，衣着好多好雷~            
(5星)	 有意思~看的有味!            
(3星)	 我是冲着宋佳去的            
(4星)	 从20级左右看起。            
(4星)	 有一种不好的预感。我以后跟姜大雁会…… 很像。。讨厌里面除了最后于小伟以外的所有和大雁相亲谈恋爱的男人。            
(5星)	 喜欢小宋佳啊~~            
(4星)	 有的段落有点儿矫情，总体剧情还是可以的，宋佳演技没的说。养眼养眼~            
(4星)	 各个角色演得好，尤其喜欢那个奶奶            
(3星)	 不太喜欢            
(4星)	 挺真实的，我喜欢。            
(4星)	 怎么感觉我以后会这样呢，不敢想呢！！            
(4星)	 一部虽落俗套但仍有很多想法的电视剧            
(NA)	 看过《蜗居》后，这是又一部让我沉下心来看的电视剧，贴近生活，不做作，偶有笑料，很轻松。            
(5星)	 好好玩的一部戏，有些情节真是让人笑的肚疼！但有时也会让人感同身受，很生活的一部剧。            
(4星)	 太应景了！编剧有才，演员不错。            
(5星)	 真不错            
(5星)	 小宋佳总能给人惊喜。            
(3星)	 很平淡很温馨很深刻            
(4星)	 还比较感人            
(3星)	 女主每次发脾气的时候让人看着好心烦            
(NA)	 什么只是过客 死男人            
(4星)	 很温馨。            
(3星)	 还挺有意思的剧 喜欢宋佳的天蝎气质            
(3星)	 作为大龄女，看着好玩。对父母挺有教育意义的。            
(4星)	 原来我避免了很多折磨            
(4星)	 果然这类女人都是有着相同的执着            
(4星)	 能嫁就早点嫁了，别把自己看太高，也别把男人想的太好。            
(NA)	 我觉得大雁还是眼光有点高，其实她自己说没有要求，看感觉，其实就是眼光高的表现。            
(4星)	 我就没看过这么舒服，不做作的片子了            
(3星)	 小宋佳的確適合這種年齡大的女性，成熟有魅力，最后的歸宿也不錯，只不過過程有些過於雷人，尤其是與劉德凱那一段，接受不太了。。            
(4星)	 反应 现实中 大龄女青年 的婚姻状况            
(NA)	 挺好看的，挺逗！            
(4星)	 很理想化啊……            
(4星)	 很真实。剩女们要加油，为自己而活！            
