http://movie.douban.com/subject/1304397/	欲望都市  第一季 Sex and the City Season 1
(4星)	 都是老女人 大家懂得            
(5星)	 同名美剧的后续情节。女人的爱与情感，是座引人入胜的迷宫。男人是解药也是出题者            
(NA)	 很好的爱情教育片，但我看的时候提不起劲            
(3星)	 还是看二吧！            
(NA)	 继续~            
(4星)	 最后弃剧。。            
(4星)	 对白有点GG的风格~“每次看到Super Model我就想到我的大腿大腿大腿”...Mr.Big...果断要驾驭凯莉这样的发型很有难度...            
(3星)	 情节不是很吸引人哎..            
(NA)	 太早前看的了~~~~都忘了是什么内容。。。只记得对当时刚上大学的我，是个不小的冲击~~哈哈            
(5星)	 姐妹们 最终嫁到好老公的还是老娘~            
(3星)	 第一季看了前面几集。看不下去。不合胃口            
(5星)	 最爱的美剧!每年重温一次。            
(5星)	 经典            
(5星)	 经典啊！！！！！            
(4星)	 看看还行            
(5星)	 超棒！            
(5星)	 可惜我们不可能成为其中之一嘛            
(4星)	 适合女生看。。            
(4星)	 All about men and women.             
(3星)	 还好了。。。一般般            
(NA)	 要看第三遍            
(NA)	 神了，我家竟然有碟            
(4星)	 三年前看的第一季，两天完成，被一句absoFuckinglutely留下深刻影响，至今难忘~            
(3星)	 我真的只是为了练听力，真的。。。。            
(5星)	 正在看第三遍，学英语看男人的好教材~            
(5星)	 一周看完。结局大飙泪。很多人都被SEX的噱头给骗了，其实说来说去最终这四个女人还是选择了结束自由的单身生活。40啦，该安定下来了。            
(3星)	 不是很喜欢的一部美剧，看着觉得有点boring            
(5星)	 沙曼莎是个男人  大男人            
(5星)	 女人的圣经            
(5星)	 难以超越的经典，欲望都市！            
(5星)	 Friends之前就开始看这部了，才高一大概，，，还处于什么都不懂的状态呢。。。大学里又看了一遍，经典啊经典。            
(3星)	 在台湾放的时候我还小每次都要猥琐的调静音==            
(NA)	 my name is carrie bradshaw,i am a writer            
(5星)	 Samantha我的最爱            
(3星)	 N季……都忘记讲啥了。。。            
(5星)	 第8遍回味，帅死的大人物            
(5星)	 看过            
(NA)	 喜欢啊~            
(5星)	 好看的            
(5星)	 【藏】一日一集            
(3星)	 和C博士一起看的 怀念在北京单纯美好的生活             
(5星)	 陪伴我度过最困难的半年            
(5星)	 给了我全新的世界观啊哈哈哈。            
(4星)	 为我打开一道门              
(NA)	 2006年。启蒙情感/性教育。琐碎。            
(NA)	 有些年份了。。。。有些时代代沟啊！            
(4星)	 a lot of sex!            
(5星)	 爱死你们了~~Carrier~~            
(4星)	 it&#39;s all about love.这四个女人啊，友谊天长地久喔。            
(NA)	 女性必看，我看完6季，看完电影，它所描述的，很现实也很幽默            
(NA)	 太愛samantha了還有timing is everthing            
(NA)	 I love New York City            
(5星)	 S&amp;C            
(5星)	  经典             
(5星)	 女性必看。All about sex.            
(NA)	 sexsexsex            
(NA)	 太时尚了，一部分人的生活。            
(5星)	 跟老友记一样经典到无懈可击。            
(5星)	 i love New YORK from past,now and forever            
(NA)	 这个片子，我一直在看，还买了盘，非常非常好看，这种友情，的感觉，太强力了。            
(4星)	 Women without!!!! man is nothing!!!            
(3星)	 看了一季，忘了是中间的哪季了，不是太搞笑，可能是点对不上。            
(4星)	 讨厌女猪！ 但是每个故事都很吸引人。            
(5星)	 此剧最妙的在于将时尚，剧情，爱情，女独主义，都巧妙的融合一气，另外最让我羡慕的便是四人相依相偎的友情，这大概也是她们独身却自信美丽的源动力吧            
(4星)	 话题很大胆，高中上新东方时老师推荐看的~~~            
(5星)	 Revolutionary and enlightening!            
(NA)	 单身也可以很嗨皮            
(NA)	 高中开始看的，断断续续，高考后正式把它完结，让我知道了很多有关SEX方面的事情。。。。。。。。。。。。。掩面泪奔。。。。。            
(4星)	 除了carrie另外3个女人都不错。            
(5星)	 女人们，站起来！ 六季sex and the city伴我走过整1年的吃饭光阴。            
(5星)	 我就觉得我嫁不出去了o(╯□╰)o            
(5星)	 女性主义彰显的同时又有男性在女性生活中重要性的体现            
(5星)	 女人的圣经~百看不厌~            
(5星)	 等我三四十岁的时候，如果也能衣食无忧，有人爱，就够了，重要的不是纽约上东区，而是身边有几个跟我一样的老几个~~~            
(5星)	 因为纽约SATC成为我第一部美剧~而最精彩的部分就是纽约~Anthology Series中唯一成功的一部吧~女人时尚纽约都是其重要原因~个人觉得纽约的因素最大~            
(5星)	 其实美国人看重精神爱恋大过肉体迷恋            
(5星)	 挺感人。。            
(4星)	 一段时间确实看的迷茫了。。            
(5星)	 在考完试的周末一口气看完最后一季，感慨良多！            
(4星)	 不喜欢女主角(们)，所以只是断断续续的看了一些 —— 太明显的女性电视剧。            
(4星)	 短剧，里面一些东西还挺有用            
(5星)	 追看 她 的时候，还小，可这并不妨碍我对它的喜爱，即使有欲望，性，偶尔爆粗口，那又如何，我仍为她们四人的友情和对爱情的寻觅而感动，时而欢笑时而流泪。 从连续剧到电影，她们正在老去，我正在成长，她们教给我的是一生都毫无畏惧的寻找那样的友情，和那样的爱。             
(2星)	 不知道好看在哪里。。            
(5星)	 经典！！！最初决定追这部剧完全是因为Mr. Big 。。。            
(5星)	 突然就看完了，很感慨。Life is short and who&#39; s the one，can we?            
(NA)	 玛的最爱~            
(3星)	 恩　狠漂亮～的场景            
(5星)	 四个女人的故事 我记得尼尼说 他最喜欢的是律师女 和 夏绿丽             
(3星)	 中年女性们的爱恨情仇            
(3星)	 嗯，一直研究谈恋爱神马的向来不大是我的菜。            
(NA)	 每次遇到不顺的时候就会看。对我启发很大。            
(5星)	 相当不错，正视两性之间相处话题，四种不同性格女人对待感情的不同方式            
(5星)	 可以当作大龄女青年的教科剧，每一集重点解决一个问题            
(5星)	 太好看了            
(NA)	 sex and city~~~            
(5星)	 百看不厌            
(4星)	 女性必看剧目            
(5星)	 这是个，，，套用阿莫多瓦的片名：“Bad Education”！！ 发现做“凯丁”容易，当“希尔瑞斯”好难~~！（冷笑话一枚）            
(5星)	 从一开始的不接受,到最后的欲罢不能,到两个电影版,它也已经成为了我的最爱之一.            
(NA)	 很喜感，很滥情~            
(5星)	 这片子搞笑的            
(5星)	 大笑 大哭 我的菜            
(NA)	 samantha是我的梦~            
(4星)	 着实很open...            
(5星)	 怎么能不看呐            
(NA)	 尺度无比大~~  最喜欢Sally？不记得了 写小说的那个的爱情观 。。mr.big  也好 适合最好~            
(5星)	 生活确实是一种态度。            
(5星)	 直到今天我才能真正的看懂这部剧。。。            
(4星)	 破镜重圆神马的最讨厌了。            
(NA)	 我最喜欢的电视剧。            
(4星)	 看看而已。。。            
(5星)	 看了N遍，影响了我看感情的角度，和想要追求的东西            
(5星)	 很好看的衣服，            
(5星)	 女生都应该看            
(4星)	 不错。            
(4星)	 有一定的参照性，能看到某些某某的影子            
(5星)	 伴随我十年的故事            
(NA)	 仅当娱乐。            
(5星)	 唉~怎么办呢，我就是爱死了这种城市片...可是我不想每集都看萨曼莎的裸体！            
(5星)	 女生必看            
(4星)	 街拍典范            
(5星)	 经典无法超越。看这部剧是享受，可以看美美的服装。看这部剧也学到了很多，女人就该对自己好点，自信最美。            
(4星)	 电视剧还是比电影拍的要入味            
(4星)	 女人男人到底想要神马？            
(5星)	 最爱瑟曼莎！            
(4星)	 什么都不说了，因为她是SATC！            
(5星)	 我心中的美剧经典            
(5星)	 看表面，也看表面背后            
(3星)	 哇哦，女人活的就该如此多姿            
(1星)	 慕名参观，无聊            
(3星)	 四个女人。不同的性格，不同的人生观。            
(5星)	 女性成长启蒙书，勇敢与自信            
(5星)	 高中看的            
(5星)	 反复的看            
(NA)	 喜欢那个作家的风格。            
(4星)	 Miranda最后简直是贤良淑德的中国儿媳嘛            
(4星)	 经典            
(NA)	 看了N遍。。。。还是好看。至今存在硬盘。            
(NA)	 三十岁在看一遍或许有不同感受。            
(NA)	 我老婆的最爱            
(5星)	 华服和真挚的友情            
(5星)	 看了好多遍的美剧，很好看！            
(5星)	 和原著大相径庭,却是完全不同的精彩.            
(NA)	 八卦            
(5星)	 全部追完的第一部美剧……            
(4星)	 4位熟女，其实有着不同的个性不同的人生观。我个人比较喜欢夏绿蒂的传统和凯特的智慧与思想，还有大人物的成熟            
(NA)	 确实很震撼，真心喜欢samantha！            
(5星)	 大爱            
(3星)	 几个女人的故事            
(4星)	 适合女人的剧            
(NA)	 羡慕。。有自己喜爱并为之奋斗的事业，有无话不谈的朋友，有自己的喜恶，这才是真正的女人。。。            
(5星)	 现在回忆起来觉得你们真的可爱~            
(5星)	 真的无敌喜欢..            
(5星)	 为了这，中国版的也挺喜欢            
(5星)	 女人们的友谊真的可以排除万难的。如果是真的。            
(2星)	 好吧~~我不懂欣赏            
(5星)	 难以抗拒的时尚诱惑。但是剧情张力欠佳。            
(4星)	 看衣服，看生活，看big。            
(2星)	 不感冒！            
(4星)	 结婚与否，这是个问题。            
(NA)	 比较喜欢MR.BIG            
(3星)	 爱的是你们四个永远不变的友谊            
(5星)	 没有绝对的独立，只有相对的            
(5星)	 当年的性启蒙，奢华炫目的Big apple            
(4星)	 曾经的大爱            
(5星)	 学习英语和学习男生这个东西的好素材            
(4星)	 时尚都市剧 女孩看的电影            
(5星)	 喜欢这样活着            
(NA)	 女人戏            
(NA)	 窝在东安路的小房间，伴着刘巧妈妈的鼾声看完了全部，女人啊~~            
(5星)	 不知道第几次重看了~超喜欢~~~            
(4星)	 性格迥异的四人，离奇的剧情            
(4星)	 我记住了夏绿蒂的话“I am happy everyday. Well not every minute, but everyday”            
(4星)	 小资啊小资~~            
(5星)	 五星是给回忆的            
(5星)	 不知道看到第几季了。剧情，根本不重要。            
(4星)	 蛮好看，只是美国观念太open！            
(5星)	 All times favorite...            
(NA)	 不理解不評價。            
(3星)	 不能切身体会的经验            
(NA)	 其实它还有另一个作用。。启蒙~            
(4星)	 女权至上的一个片子，看过2遍，但始终不如friends能让我反反复复看            
(NA)	 很喜欢~            
(NA)	 全部的全部啊，每集都让我反省。。虽然不如她们的独立，但偶尔吐露出的小女人情节让我知道我还有救。viva la sex!            
(3星)	 不喜欢凯瑞            
(4星)	 先看的国内版《好想好想谈恋爱》再看的《欲望都市》            
(4星)	 attitude, enjoy and love yourself            
(NA)	 如果说有一部最喜欢的美剧，那就是她了            
(4星)	 有露点，很黄            
(5星)	 worship            
(5星)	 我唯一一部看过7遍地电影            
(5星)	 从内心到表面的赤裸型追逐真爱            
(NA)	 充满了文艺女青年的各种纠结。看完了你并不会觉得幸福            
(NA)	 我严格意义上的第一部美剧，是你带我走入了美剧的神奇殿堂。我高中的电脑就是因为要BT你，硬盘才崩溃的。后来花20块买的盗版DVD早已离奇失踪，但是我依旧那么爱你！            
(3星)	 No comment...            
(3星)	 四个大姐一台戏            
(2星)	 无论是主角们的长相还是表现戏剧矛盾的方式，甚至是里面的时尚及对时尚的崇拜，都是我所不喜欢的，更遑论那些场面。。。            
(2星)	 乱七八糟            
(3星)	 我不明白为什么它的分数那么高...              
(5星)	 city中的各种            
(4星)	 sex ～sex～sex～总听，就可以脱口而出了            
(5星)	 大爱！！！几个老女人的故事，喜欢那种状态            
(5星)	 不解释            
(5星)	 没看过欲望都市？别和我说话。            
(NA)	 对于女人来说  爱情大于SEX~            
(4星)	 很黄很养眼的片子，各种不同风格的衣服饰品，眼花缭乱，但是每次都有耳目一新的感觉，喜欢            
(5星)	 人生的第二部美剧            
(NA)	 电影不如连续剧好看，连续剧不如书好看。            
(4星)	 爱的。。。            
(5星)	 我真是，恩，慢半拍            
(4星)	 一天就看完一季。真心觉得自己很强悍。            
(NA)	 很喜欢的潇洒的感觉。            
(5星)	 men come and go,but women stay.            
(4星)	 女人的美国梦            
(5星)	 第三遍重看。兴味甚浓。            
(3星)	 ……            
(5星)	 不知道看过了之后自己是否会改变一些看法。。。。看完了。。。说点正面的，女人要独立，OK            
(4星)	 唉唉。。。完全没有爱情的踪迹。。。            
(5星)	 羡慕不切实际的单身公寓的罪恶源头就是这部            
(5星)	 not only the sex            
(4星)	 第一季尺度最大！后来就有点看不下去了，价值观神马的还是不一样            
(5星)	 第一部美剧，应该也是最后一部了。喜欢她们的友谊，最爱米兰达和萨曼莎！            
(4星)	 学着独立            
(5星)	 除了结局都不错~            
(5星)	 伟大的友谊，让人羡慕，心生幸福。            
(5星)	 http://movie.douban.com/review/4382213/            
(5星)	 大爱BIG            
(4星)	 I第一部非常好，水准很高，甚至超过电视剧版            
(5星)	 not just about sex but relationship            
(5星)	 没有sarah，可能CL那一抹红还不为广大中国富二代女孩们知道。这个公关，做得好！            
(5星)	 其實30歲前的女生最好都不要看，看得懂了，自然也就悲觀了            
(5星)	 MR.BIG 還有.姐妹淘.            
(4星)	 时尚片一定要带点剧情,就像欲望都市1,千万别像欲望都市2            
(4星)	 陪伴我渡过大学。。。            
(5星)	 就是可以让我一直看啊看下去             
(5星)	 算是大学时期的最爱            
(4星)	 你是里面的谁？            
(5星)	 same reason            
(5星)	 爱的人挚爱，不爱的人走开            
(5星)	 五年后，突然觉得，很想重头看一遍            
(5星)	 四个闺蜜楷模            
(NA)	 就算，已经嫁人了，我还是那个最年轻的我，最美丽的我。            
(5星)	 只能说好看！            
(5星)	 不用说，就是大爱！！！            
(5星)	 Carrie什么的最讨厌了            
(3星)	 好？？？            
(5星)	 My type            
(5星)	 经典            
(4星)	 学会爱自己            
(NA)	 我很喜欢的，男女以及人与人之间的非常现实的事情需要思考，很抠人心弦。。。            
(2星)	 坚持不懈拗造型的老太婆还是值得尊敬的            
(NA)	 经典            
(5星)	 我只想了解sex,对city木有那么多欲望            
(5星)	 箴言            
(NA)	 电影版确实比较精细            
(5星)	 电脑里舍不得删。            
(5星)	 三个女然一台戏，四个女人？）&amp;*……            
(5星)	 Girls&#39; best friend            
(NA)	 女人啊，女人～～～            
(3星)	 经济基础决定上层建筑。友情往往比爱情更长久。            
(4星)	 有点久远了            
(5星)	 经典            
(5星)	 随时随地都可以回归的剧            
(NA)	 呃······或许这就是两性吧！！            
(4星)	 interesting series            
(5星)	 大爱N遍~            
(4星)	 电影版看后，感叹，时间啊~~~            
(5星)	 不太适合在学校看的美剧。。额            
(5星)	 爱死这四个女人            
(NA)	 就那样吧            
(4星)	 其实女人也就关心两件事，fashion and love.            
(5星)	 很羡慕她们的友情~            
(NA)	 只看过GC部分- -。            
(5星)	 喜欢            
(4星)	 Then I realized, no one had told her about the end of love in Manhattan.            
(4星)	 无所不谈的朋友哇            
(4星)	 只爱她放荡的情节            
(4星)	 跟女人不要谈时间，Carri同学脸上现在的褶子呦            
(5星)	 最爱啊            
(NA)	 不知是该羡慕还是觉得可怜            
(5星)	 超赞            
(5星)	 太逗了~活色生香！美国女人活得真给力！            
(3星)	 先看电影后看第一季的，比电影要好看些，每集的故事都在讲一个关于都市人（New Yorker为代表）性与爱的主题。            
(5星)	 时尚圣经！            
(5星)	 力荐理由不解释，经典中的经典。到现在看过3遍，每次随着经历和年龄的增长，感受略有不同。            
(4星)	 12年之后才来看这一部经典的女性美剧，却发泄其实一切都不过时，都适用            
(4星)	 记得大三开始看的第一季，惊叹很多火爆的场面。开始学习知识了。            
(NA)	 对女性心理的剖析很深刻，大爱啊~~            
(5星)	 真实展现美国都市的生活，描写活生生的都市爱情故事。            
(3星)	 太现实了，现在看来，美国当时的社会真开放呀！想想，98年我才多大呀，社会就这么滴。。。            
(5星)	 很想要Sarah的发音！            
(2星)	 很喜欢里面有些女的。            
(NA)	 很少有一部美剧让我每集都很想看 很华丽！            
(5星)	 赤裸的现实，真实的展现。和铭哥在Crown看的，就冲着那个&#34;16+&#34;买的票。那个会表演Sex的狗狗很搞笑..            
(NA)	 时尚其实就是一种生活态度            
(3星)	 看了前三季，当时在学校，资源很少下载很慢，还被舍友批我不纯洁            
(4星)	 四个曼哈顿熟女的精彩人生。。喜欢。。            
(5星)	 把男人当玩具的时代，女人的生活才刚刚开始            
(NA)	 不是我的菜            
(5星)	 还没看完呢，就被天朝河蟹了-_-            
(3星)	 电影版不如电视剧好看。            
(5星)	 对我影响很大的一部美剧。有才的编剧。            
(5星)	 forever classic            
(NA)	 四个老娘们的性福生活            
(NA)	 那年夏天，太古城影院...            
(4星)	 女人的经典            
(4星)	 呃 肤浅了 一开始纯粹为了看肉搏战            
(4星)	 原来老外也噶矫情的啊，个人最喜欢的是每次carrie写专栏的时候的独白            
(5星)	 最喜欢的美剧 一定程度上打开了我对多元世界的看法            
(NA)	 很久以前看的了            
(NA)	 更痴迷            
(NA)	 女人的戏            
(5星)	 她们的魅力之大足以推翻一个人的性观念，甚至触碰到一个人的人生观。但我实在太喜欢她们四个了！尤其是她们的大女子主义！越看越喜欢。现在觉得，不看Sex and the city就不算女人！            
(5星)	 练听力            
(5星)	 一遍又一遍            
(NA)	 4            
(5星)	 迪奥的婚纱            
(NA)	 纸醉金迷，少看，免得乱了心神            
(5星)	 有教育意义            
(4星)	 早两年看的时候觉得不怎么样，看了两集就看不下去了，可能现在年纪大了，对待感情的一些看法和剧中的主人公们产生了共鸣，一口气将电视剧和电影都看完了。            
(4星)	 赤裸裸的sex and the city            
(3星)	 只关心里面频繁更换的男配们            
(3星)	 姐姐们太豪放了。。。            
(4星)	 不太喜欢类似题材的电视剧，但是发现其实自己和Charlotte还是挺有共同点的。            
(5星)	 这是最爱            
(NA)	 时尚的穿衣品味与爱情观            
(4星)	 电视剧的更好看~            
(5星)	 六季反复看了两遍以后，我知道，它不关于性，它最终关于女人的归宿和女人的友情~            
(5星)	 最近一直在看的一部美剧~~好看~有启发~给力~哈哈            
(5星)	 女人最终都将走向婚姻            
(5星)	 女人，就应该这样活！            
(4星)	 四个女人一台戏            
(NA)	 我要是能在二十岁之前看到这部美剧，一定会改变我得人生观。晚了些时候。            
(5星)	 生命中无法逾越的经典···陪伴我···女人们            
(5星)	 每个人心中总有一个情结。而美剧关乎我的情结，就是欲望都市。            
(NA)	 欣赏不来            
(4星)	 6季，我会看到疯掉！            
(5星)	 如果我活到52岁，还可以这样，就好。            
(5星)	 绝对的治愈系~ 笑翻~            
(4星)	 见过各种各样的男人之后才知道什么最适合自己            
(4星)	 满怀信心总能找到愿意承认我是他唯一的那个人么~            
(5星)	 怀念            
(3星)	 欲望啊            
(4星)	 女人就是戏~            
(5星)	 坐在温暖的小灯下，看着别人的生活。            
(NA)	 赤裸裸的欲望            
(4星)	 曾经很爱            
(5星)	 重看，还是很多感悟。生活中，就是Carrie，Samantha，Miranda，Charlotte的结合体。四个女人诠释了一切女人。            
(5星)	 最喜欢的剧。learn more from it and English improve very much, hahah            
(4星)	 完全打散了我看完第六季的惆怅            
(NA)	 呵呵，4个女人一台戏，精彩绝伦            
(5星)	 很有意思，绝对比内地的什么恋爱好几百倍            
(NA)	 片尾的插曲不错。            
(5星)	 唯一完整看完的美剧....            
(NA)	 虽然很桃色，但里面的台词很实际。。。            
(5星)	 第一遍看剧情，第二遍看Carrie与Big，第三遍看Carrie每集说的话，第四遍看Samantha如何对待男人，第五遍看Charlotte如何真诚待人，积极生活，第六遍看girls们的友谊，第七遍反思我怎么没碰上Big这样的人……            
(NA)	 有感人的元素            
(4星)	 女人不是只有爱情。羁绊。叛逆什么的。身边还有朋友才是最最真            
(5星)	 一部完整的爱情教育片，值得女性一看。            
(4星)	 四种社会女性的同性？            
(5星)	 d            
(5星)	 经典美剧            
(4星)	 3.5吧！Just so so...            
(4星)	 看你们的生活是我们的乐趣。            
(4星)	 Carrie是不说话会死星人，也就是我们常说的话痨。所以写作的职业确实救了这个女人。            
(4星)	 欣赏崇拜Mr.Big 男生很讨喜 女生太作             
(3星)	 一群为生存在城市森林有所取舍的物种。看上去一切是自己的选择，很多时候却是被×强×奸的乙方            
(5星)	 是女人就该看SEX AND THE CITY!            
(3星)	 （S1—S4）肥皂剧..........= =            
(5星)	 关于感情与欲望            
(5星)	 让我想到庄子，在那个物欲横流的灯红酒绿中，沉沦、迷失、无耻到底，然后再清醒地把最阴暗的一面展露无余。仿佛在用龌龊来证清白之名。            
(5星)	 启蒙教育            
(4星)	 从未喜欢过Kelly，不过看剧的时候不觉得，美人易老，Sarah走红毯的时候，我惊讶，莫非她是？难道她是？她真的就是？            
(3星)	 凡事都要看淡点。告诉自己            
(3星)	 只是看了两部电影，其实也就那样吧            
(4星)	 看过欲2就发现凯利原来真的没那么可爱            
(4星)	 原本是吃外卖的时候打发时间用的，越看越觉得这几个女人太对胃口了……潇洒美丽，相信爱情            
(5星)	 我是sex and the city的死忠粉丝~            
(NA)	 服装搭配和女性之间的友谊吸引我            
(NA)	 从它开始，俺也开始腐了            
(4星)	 怀念当初不眠不休看这个的时候            
(5星)	 最喜欢的美剧            
(5星)	 爱死了            
(NA)	 不错            
(5星)	 反正是我唯一坚持并喜爱的美剧哈哈            
(4星)	 女权主义者的宣泄            
(NA)	 这群圣斗士……            
(NA)	 看了无数遍，听了无数遍            
(5星)	 Women&#39;s Bible!!!            
(4星)	 时间过得真快啊～～            
(5星)	 高中时候怎么也看不下去。现在是抱着碟可以看一天。到底是变了呢。非常喜欢笑容甜美的夏洛特~            
(5星)	 帅气！            
(5星)	 我最喜欢了。大一睡前剧，相伴到黎明！你们只管鄙视我！            
(4星)	 看电影版就可以了。每个人都在寻找自己想要的东西，而已。            
(4星)	 四个大美女~            
(NA)	 不知道有没完全看完，但是看过的部分都会有些收获，也有些迷惑。            
(NA)	 还行吧 真正的美国人 生活的都那么放浪吗            
(5星)	 关于友情和爱情，可以思考很多。一人一性格，你像谁呢？你可能不是典型的谁谁谁，你可能掺杂了她们的不同的性格。随着时间的改变，你的友情和爱情观有改变吗？你多了点儿谁的特质呢？看完6季，能发现，事情在变，友情观，爱情观在变，我们都在变。            
(NA)	 这个很实用，可以参考他们的服装，参考他们怎么选择男人。。。。            
(5星)	 很有意思啊 哈哈             
(5星)	 非常爱纽约。非常迷Carrie            
(NA)	 endless love complaining -- From the Big Bang Theory             
(NA)	 女人太作了。。。大爱Sam!            
(5星)	 Insightful.            
(4星)	 女人的成长宝典            
(4星)	 很少见到喜欢的BG向西皮。处理男女平等上 好到差的顺序是 沙曼萨 米兰达 凯莉 夏绿蒂。不过都比大多中国女性做的好。            
(4星)	 不知道为什么，我更看重电影里面的友情            
(NA)	 喜欢喜欢            
(5星)	 爱情是她们生活中的过客，友情是不变的牵绊            
(NA)	 现实得让人受不了            
(3星)	 不是幽默的类型            
(5星)	 经典            
(4星)	 爱萨曼萨～～            
(5星)	 某些方面，其实影响了我的世界观            
(5星)	 值得反复温习            
(NA)	 不多说了。爱。            
(5星)	 葵花宝典啊~~             
(NA)	 旁白更有意思。            
(5星)	 心目中的new york ,心目中的Manhattan.......            
(NA)	 女人们所向往的生活~~            
(4星)	 美国人真开放啊，比我们现在都开放，大开眼界            
(5星)	 欲望都市 神一样            
(5星)	 看了一点儿都忘了，重看……以大龄单身女青年的身份，哇哈哈            
(5星)	 经典的美剧啊美剧啊美剧啊美剧啊。            
(3星)	 欲望横生啊，只看了几集            
(5星)	 同样很多遍            
(NA)	 只有女人才能有这样的友情            
(5星)	 丑小鸭变天鹅的故事不是童话，在生活中我们都可以，把我们内心真正可爱的一面释放出来吧，不要被生活的压力给打败了            
(2星)	 好不容易看完了两季。实在不想看下去了。可有可无的。            
(4星)	 姐妹淘~~ ^0^            
(5星)	 四个女人的回归            
(5星)	 It is so great!I love these four women~            
(5星)	 估计我以后也会栽在像MR.big一样的男人手里            
(5星)	 好看。            
(3星)	 god~~i love samantha!            
(2星)	 要黄就黄嘛，还装得好像在探讨什么深刻的问题。PS:Sarah Jessica Parker实在是很招我讨厌            
(3星)	 有点无聊            
(3星)	 看着看着就无趣了            
(5星)	 超羡慕友情，电影也不错            
(5星)	 经典，喜欢Big            
(5星)	 经典中的经典            
(5星)	 欲罢不能            
(3星)	 还好。            
(3星)	 喜欢那作家跟大人物            
(5星)	 OOXX            
(5星)	 总是记不住CARRIE的名字，我是有多恨她、有多爱AIDAN啊            
(5星)	 smantha            
(5星)	 不错            
(5星)	 一上来就是我喜欢的快节奏，一切称心如意的好剧            
(5星)	 Girls&#39; / ladies&#39; stuff.            
(5星)	 20%的完美男女关系            
(4星)	 虽然画面很多sex，但是还有有内涵的~            
(4星)	 有点唠叨            
(5星)	 什么样的女性最吸引人？独立自主，勇敢果断，有自己的事业和最求。我喜欢这样的女人。            
(5星)	 聪明~            
(4星)	 看了很多次 从没看完过 不是因为不好看 而是 一种 浅浅的害怕             
(NA)	 different types，varies lifes            
(5星)	 这么多集，看了一遍又一遍，还推荐给男朋友。我的最爱。不知道这辈子还有没有电视剧能超越它在我心中的地位了。五星，这次给的笃定又心甘情愿。            
(5星)	 非常好，原来女人也可以这样活着            
(5星)	 It‘s  amazing！            
(NA)	 I just like it             
(5星)	 大爱！！！            
(4星)	 四个人闺蜜 感觉真好            
(3星)	 没看到爱情只看到性，sigh            
(4星)	 仔细看的话，其实深刻。            
(4星)	 还不错 Carrie很耐看~            
(4星)	 女人到了四十岁还是可以追求自己的幸福的~            
(5星)	 看过这么多美剧,最爱的就是这部和经典的老友记.主人公的旁白很点睛,让人茅塞顿开.            
(3星)	 记不清多少情结了，但电影版的我比较喜欢，毕竟有个完结好过分分合合            
(5星)	 永远的Carry            
(4星)	 不错            
(5星)	 女生成长必看。            
(5星)	 awesome！            
(5星)	 超爱！            
(3星)	 尺度有些大。。。节奏太快不知道会不会继续= =断断续续地在看。。。发现有些话还是很有道理的，i&#39;m trying to understand their life attitude.            
(NA)	 sex and the city曾让我拒绝她的是因为sex镜头泛滥 那时的我还年轻 而现在年龄增长 sex已经不再是我的禁~这时拾起来看才突然明白 我错失的是一本怎样经典的女性教科书~相知恨晚~            
(5星)	 No reason.            
(4星)	 简介就是做爱,做爱,和做爱.            
(4星)	 同样是十年前 briankinney怎么能依旧风骚            
(5星)	 女人必修课            
(4星)	 献给50岁的女人，依然美丽~            
(3星)	 为看而看            
(4星)	 值得一追~            
(5星)	 4个有个性的女人，但女孩子最终想要的也依旧是一个温暖的家庭，不愿意进去只是没有遇到合适的人~            
(5星)	 其实我爱萨曼莎的超脱，那么多男人最喜欢Aiden，为什么凯莉就是不爱他？            
(2星)	 如同流行歌曲里的口水歌            
(NA)	 剧情淡薄了点 倒是很符合标题 不是很好看吧很混乱~            
(5星)	 在没看第2部之前 一切还是完美的            
(5星)	 超喜欢凯莉……            
(5星)	 love it!!!            
(NA)	 好看，没有话说！            
(5星)	 大爱            
(5星)	 很潮，很上层            
(5星)	 凯莉疯狂的表达着她对各式各样可爱鞋款的热爱,,对她的Mr.Big先生说道她想要一个大大的鞋柜: Yes~ I want a big and big shoes Box! I&#39;m Amazing love all this lovely shoes..来收藏她所有那时尚又可爱的鞋子            
(5星)	 favourite word picked up from this season~polygamist~truly,it&#39;s good to have the only one to be with in such a metropolis            
(4星)	 有一种神奇的力量让我一定要看完。            
(4星)	 之前看的= =当中有个女的超要的呀= =            
(4星)	 越看到后来，就越喜欢这四个女人            
(5星)	 经典！            
(3星)	 爱不起来            
(5星)	 作为女生一定要看，女生可以过自己想要的生活！！            
(4星)	 教会我很多感情东西的电视剧            
(4星)	 以前很喜欢，现在弃剧了，有空再看。不过她跟我说：作家是很酷的职业。我希望自己很酷~呵呵            
(4星)	 最爱米兰达            
(5星)	 我的时尚入门剧            
(4星)	 我很少看美剧的            
(4星)	 当年我还小，没看完……            
(4星)	 没看完…… 留着奔3时看            
(5星)	 很有感的时尚片            
(5星)	 女神级美剧！看了无数遍！            
(4星)	 第一次看这种题材，还挺新鲜的            
(NA)	 我心目中第一爱的剧集~！            
(5星)	 与“Friends”一样是我的最爱。身为女人，太有共鸣了！！羡慕她们之间的友谊，还有身边围绕的各种帅哥，以及穿不完的漂亮时装。            
(4星)	 喜欢里面的内心剖析..未必深刻，确是真实。            
(NA)	 大爱~~            
(4星)	 A bit too much sex than I could expect... but still sensational~            
