http://movie.douban.com/subject/2157130/	金粉世家
(NA)	 董洁那叫一个清纯            
(5星)	 为什么喜欢董洁的那么少！！！            
(3星)	 打现在来看 估计多半会追不下去的 那时候冲着张恨水的名号看了好多的剧 现在反应过来觉得真没意思             
(4星)	 當年的劉亦菲還是印象深刻的。可惜她也就這一部作品了。            
(4星)	 董洁真美~不过演员的牙齿都好黄啊~那时的刘亦菲好小哦，扮相一点都不适合她~            
(3星)	 我确实从一开始就不喜欢董洁……            
(4星)	 喜欢这仨主角。            
(5星)	 坤哥那时候太帅了啊啊啊！            
(4星)	 第一次对爱情有了向往，金燕西冷清秋TT            
(5星)	 没机会看完…很喜欢的            
(NA)	 曾今的李小冉啊李小冉            
(4星)	 经典。            
(5星)	 多少人因此片爱上董洁~~            
(5星)	 一语成谶            
(4星)	 从第10集开始看的，终于看到第19集，他们要结婚了~~~好了好了，可以停了            
(4星)	 为两个主角撒花，但不喜欢这样的结局            
(5星)	 啊，就是喜欢陈坤冻结            
(5星)	 矮油 我最爱            
(2星)	 男女主角没有正式认识前拍得都不错刘亦菲是个亮点            
(4星)	 08年秋            
(4星)	 断断续续看过...我妈看我就看....            
(4星)	 那时的董洁，干净的令人心醉            
(4星)	 看了n遍了！这种家族纠缠的故事，这种死缠烂打的剧情，我总是喜欢，呵呵...            
(5星)	 即使看了好多遍，还是会感动到流泪            
(4星)	 爱情不是生活最重要的主题。当爱情遭遇生活的恶变，谁还能坚持着曾经的山盟海誓，保持一往情深。            
(5星)	 大爱的片子，书也看了好几遍，几个主角把人物都刻画的入木三分了。            
(NA)	 看这个的时候 很喜欢董洁 那么干净            
(4星)	 陈坤!            
(NA)	 印象最深的就是清秋走的时候和那首暗香  还有总是哭丧脸的白秀珠- -#            
(4星)	 感觉很清纯            
(5星)	 此所谓纯到无痕。            
(NA)	 几乎年年会重温。            
(5星)	 oh! 陈坤！            
(5星)	 最喜欢的电视剧，唯美            
(NA)	 董洁好清纯的感觉~~            
(5星)	 董洁啊董洁，冷清秋这个角色简直就是为你量身定做的。            
(5星)	 看了好多遍，奶奶喜欢董洁，妈妈喜欢陈坤            
(NA)	 喜欢坏坏的七爷，纯纯的清秋，但是结局。。。            
(4星)	 。            
(5星)	 我最爱，最爱的电视剧。只看了一遍，只有一遍。            
(4星)	 大爱~            
(4星)	 权利与爱情的悲剧            
(4星)	 董洁最美的扮相。            
(5星)	 张恨水的经典之作            
(4星)	 一直比较喜欢陈坤 ，这里面的董洁刚出现的时候太清纯了，美得不沾风尘。            
(5星)	 小学看的。            
(5星)	 唯美~            
(3星)	 太悲了            
(4星)	 以前挺爱看的= =            
(5星)	 高二时看的，很喜欢开始时两人的关系，后来的结局没看。还特地买了书籍，却发现不是当时看电视时的感觉            
(4星)	 为了坤儿！！！            
(NA)	 冷清秋            
(3星)	 不喜欢这样的结局.....这部剧里董洁比刘亦菲漂亮太多            
(4星)	 只喜欢演员。            
(5星)	 繁华一时的世家。可惜，你争我斗，下一代的不争气，世家没落。            
(4星)	 我是看董洁去的。。            
(5星)	 这部怎么都得是满星啊！！！！！！！！            
(5星)	 让她降落            
(4星)	 主角主题曲非常喜欢            
(4星)	 很喜欢里面大家庭里的生活,尽管大事小事不断,但是一家人在一起时都是比较快乐的,可惜天下没有不散的宴席~~~            
(4星)	 当时，被燕西感动的一塌糊涂。还有单纯的清秋。还有那最爱的主题曲暗香            
(5星)	 看的第一部完整的电视剧。我很喜欢。            
(2星)	 被我妈操控播台大权后被迫看的。            
(5星)	 好经典哦            
(5星)	 七爷说的话什么时候变过!!!            
(NA)	 很有年代感的一部剧            
(5星)	 哭~            
(5星)	 喜欢死这部了！！！冷清秋 金燕西 最后一幕印象最深，虽然很希望他们能有完美结局。但是就是因为他们没有在一起导致我对这部剧的念想很大。            
(3星)	 刘亦菲~董洁~            
(5星)	 他们会再相遇的            
(4星)	 看了N遍都从来没有看过结尾的那一集            
(5星)	 经典，看了无数遍            
(5星)	 很喜欢的剧            
(4星)	 燕西和清秋的爱情是个悲剧。            
(4星)	 很早看的，那时候觉得董洁好清纯的。不过我更喜欢看书。            
(4星)	 哎唷当时那个小小的少女之心啊            
(3星)	 我觉得中国的电视剧有些片头片尾曲好好听哦.             
(5星)	 清秋，燕西。名字真好听            
(4星)	 总给我一种站在阳光外的阴影的感觉            
(NA)	 冷清秋是真美~            
(3星)	 演技太差            
(5星)	 经典不解释            
(4星)	 哎呦呦 为了迟帅 重看一遍            
(5星)	 还是和外公外婆一起看~那几年我的回忆之一~            
(4星)	 记得因为非典时期大家宅在家里，它和片头曲火了，但我喜欢片尾曲。直到现在也不明白费气掰趔追求的怎么扭头就放弃了呢，前段看书才发现拍的和原著出入微明显            
(4星)	 这是唯一一部有刘亦菲我还觉得好的！            
(4星)	 董洁            
(5星)	 心中永远的经典            
(4星)	 喜欢董洁的气质            
(5星)	 清秋～ 陳坤好帥&gt;&lt;            
(5星)	 是不是每个人都要等到失去的时候才懂得珍惜？？是不是门当户对和生活环境真的重要？？不过，通过这部剧，我只能点头称是。并不是不再纯真，也不是变得世俗。我深刻的记得最后一集时燕西失去清秋时悲痛的神情，那些美好的记忆毕竟不会被婚姻埋葬。可是，记忆什么时候才能不错过，重新回到一起？            
(4星)	 冷清秋~~金燕西~~一世姻缘~~空悲叹~~            
(4星)	 陈坤啊陈坤，董洁啊董洁            
(5星)	 只记得片尾曲，暗香。            
(5星)	 初一时候看的~那时候太迷他们了~            
(3星)	 以前看不来这种虐心的            
(4星)	 喜欢的演员，在初中的时候。。。。。。。            
(4星)	 还是读原著更好一些，心理揣摩的到位            
(NA)	 飘零年代            
(3星)	 漂亮的人，漂亮的房子，漂亮的百合和向日葵，可惜了张先生太爱读红楼梦            
(5星)	 记忆里最好看的电视剧之一，他们明明那么相爱。            
(5星)	 喜欢开满百合花的葡萄架            
(5星)	 喜欢董洁地说            
(3星)	 这个类型的看不太进去~~            
(3星)	 我还是多大 看到陈坤错过清秋也哇的一声哭            
(5星)	 女演员都是美人啊            
(5星)	 当年还是小学五年级            
(5星)	 令人惋惜の爱            
(4星)	 挺好看的，喜欢董洁            
(5星)	 董洁没感觉，看到了神仙姐姐和陈坤            
(5星)	 大陆偶像剧巅峰之作啊。            
(5星)	 由小到大最爱的电视剧 百看不厌 最爱董洁            
(4星)	 经典是的……就是穿帮镜头太多……            
(5星)	 最近又看了一遍，真是曾经沧海难为水啊。。。            
(5星)	 赞赞赞！！！            
(4星)	 小学的时候看的电视剧～            
(4星)	 反正看到最后 我是哭了            
(5星)	 中国最好的青春偶像剧            
(5星)	 最后还是没在一起啊            
(5星)	 啊~经典经典            
(5星)	 唉。 叹 。（主角配角是穿越来的）            
(4星)	 暗香，残留？            
(4星)	 时隔多年的重温，感动依旧。向日葵花海里的男子与女子，美好如初。喜欢冷清秋一样的女孩            
(5星)	 不完美的电视剧 不完美的爱情依然动人            
(4星)	 记得迟帅吐血的那个镜头            
(3星)	 因为看过小说在先，便觉得电视剧和谐地太过完美，无论金燕西还是冷清秋，好好地难得圆满的小莲的故事偏又改的如此痛彻心扉。。。            
(5星)	 电视剧看的多，扣我心弦的不多            
(4星)	 百合一般冰清玉洁的冷清秋，还有清秀伶俐的小怜，是我最喜欢的角色，有点像红楼之黛玉与晴雯，张恨水果然是用民国事来讲清朝魂啊！P.S.片尾曲的歌词真美啊，又与人物贴切，比起广为流传的暗香，我认为更胜一筹！            
(4星)	 冷清秋，这名字起的。我的好友因为这部剧喜欢陈坤。三主角的美丽时光。            
(4星)	 大陆很好的一部片子，小说写得就好，编剧、导演、演员大家配合的也很好。没看全，不过看来很多遍了。            
(4星)	 她没有烟火绚丽 也不像鸟儿会迁徙···            
(NA)	 那个时候董洁好美好纯洁啊  看看  现在呢  丑死啦            
(5星)	 除了红楼，最爱的一部。            
(3星)	 燕西这样的挺好            
(5星)	 爱的悲剧，从此爱上董洁～            
(4星)	 金燕西  白秀珠  董洁抱着百合~~~~~都是定格的画面啊~~~ 呵呵，难得的名著改编~~~~·            
(4星)	 这部戏让人看的很心酸，还记得是上初中的时候看的，没追到你的时候你是宝。当女人变成没有魅力的老女人就都变了。新鲜东西总是比较有吸引力。真纠结            
(5星)	 看了六七遍 太经典了            
(NA)	 恨谁恨水            
(4星)	 多年之前的情节 至今未忘记            
(4星)	 有人说董洁演技平淡, 但我却喜欢那沉稳中透出的灵性与大气.            
(4星)	 以前看，觉得不是传统大团圆结局，现在看，发现起起落落，而这是已经美化过的真实。            
(NA)	 文艺片啊~            
(4星)	 主题曲挺好            
(4星)	 最喜民国时富家女孩的装扮            
(4星)	 最喜欢刚遇见清秋的那一场···            
(5星)	 初中时的电视剧，那时候超级迷恋，陈坤本身就带着那种不羁，董洁的冷清秋真是没话说，不过，一直对刘亦菲没感觉，直到“小龙女”            
(3星)	 人生若只如初见。董洁真的美。            
(5星)	 结局改得更符合我的心意            
(5星)	 电视剧比书好            
(5星)	 我对爱情最大的期待。            
(4星)	 重新看了一遍，还是觉得比较好，尤其和现在的电视剧比起来            
(NA)	 小时候最喜欢的一个电视剧了。            
(5星)	 冷若清秋            
(4星)	 看的时候不大懂，现在又不大想看了            
(5星)	 清纯 相爱的两个人            
(3星)	 还可以，只是很多地方现在的我看来有些不满啊。当年没有看，现在的心境已经不同了。            
(5星)	 最喜欢的三部电视剧之一那些花开的幸福和花落的无奈爱的那么轰轰烈烈 但是最后却是那样的结局            
(5星)	 真的很喜欢这部电视剧、也许圆满的结局并不是最后的结局            
(4星)	 看过几遍还是想看            
(2星)	 这部剧节奏很慢，慢得我想自尽...            
(4星)	 清秋            
(4星)	 记得当年的百合花啊             
(5星)	 小说就很赞，电视剧更不错。我记得有续集说要拍？是后来播了我没看还是没有来着？当时特喜欢陈坤和董洁呵呵。            
(4星)	 被那时的董洁秒到过，不喜欢里面的刘亦菲，现在想起这部戏的第一反应竟是沙宝亮的声音~~暗香~~残留~~~~            
(NA)	 不喜结局            
(4星)	 可惜是个悲剧。。。哎，喜欢民国剧，有年代感~            
(4星)	 我真的可喜欢可喜欢金燕西了            
(4星)	 那时被里面的刘亦菲惊艳到了~            
(3星)	 够纯~            
(4星)	 注定是一个悲剧！            
(4星)	 不能看最后五集            
(3星)	 陈坤啊，董洁啊            
(5星)	 喜欢那时的陈坤、董洁            
(4星)	 这种感觉很喜欢            
(4星)	       不同的家世，两个相爱的人，总是悲剧。            
(1星)	 擦            
(5星)	 成功的小说翻拍！忘不了陈坤和董洁初次见面的场景            
(5星)	 最近中央台又在放，还是很喜欢看。            
(5星)	 现代 红楼            
(4星)	 陈坤的神态和抱着百合花的董洁是我这部片子最深的印象            
(4星)	 感叹下小怜和柳春江的爱情            
(5星)	 你走了 走得很远 我在秋的身后捡起一掌半红的枫叶 把它挂在夕阳照射的墙上 并排挂着的是你的小影 微笑 在林间            
(5星)	 我知道结局是个悲剧，所以看了八年没看完，不忍心看完。            
(4星)	 画面美~            
(5星)	 无法忘怀的一部电视剧 且不论它是好是坏 在那时的记忆中 它都是无法磨灭的            
(4星)	 清纯            
(3星)	 还记得向日葵- -            
(4星)	 张恨水遇上董洁，才有这样的金粉世家             
(5星)	 最爱的大陆电视剧之一            
(5星)	 决策已经生生的住在每个演员的心理，和我们心中。            
(NA)	 经典之作。。。现在正在回顾            
(5星)	 百看不厌            
(4星)	 真经典...            
(NA)	 那时候超喜欢董洁！！！！！！没看到结局 CCTV8放的            
(3星)	 今天我是怎么了 怀念            
(4星)	 小时候看的，记不清了……            
(4星)	 竟然是社会与法频道播的，属于前者范畴吧~几度碰出天外钟楼以及喷水的喷泉画面，怎么可能在京城！某些对白用词莫非是按原书走的，还有些民国味道，只是服装化妆什么的不够有味。陈坤还是有演技的，还真纨绔……8年前的董洁还似个小萝莉了，只是化妆把刘亦菲弄得比现在看着还老……            
(5星)	 这部电视剧百看不厌，看了一次又一次。觉得董洁演冷清秋这个角色演的很好，把中学生的那种青涩表现得淋漓尽致，和百合花的气质非常吻合。            
(5星)	 各种古旧黄色照片般的美好            
(5星)	 最近又在看            
(3星)	 剧情太扯。            
(3星)	 陈坤董洁            
(5星)	 对那时候的我来说 这就是经典了啊            
(3星)	 演员是一水儿的水货 剧情也一般 就是奉献了刘亦菲 不容易啊            
(4星)	 演的还是很好的，董洁给人感觉很单薄，楚楚可怜，结局让人唏嘘不已            
(5星)	 到底时代还是人造成了这样的悲剧……            
(5星)	 很喜欢的一部电视剧 看了好几遍了            
(4星)	 董洁真美啊            
(3星)	 画面唯美，董洁最火的一部戏吧，刘亦菲当时才多大一点儿啊。            
(NA)	 自是人生长恨水长东。。。。            
(4星)	 那天看到电视又开始放，主题曲很配这个剧，演员也很好，还可以再看一遍。。。            
(4星)	 忘得差不多了。。。            
(NA)	 不喜欢悲剧，多么希望燕西和清秋最后能坐上同一趟火车。。。            
(3星)	 主题曲不错，呵呵            
(4星)	 觉得和《大明宫词》一样，算比较好的电视剧了吧            
(NA)	 哎，每次电视上放，外婆都要看。我都看咯不下5遍咯。            
(5星)	 富贵而又清新，大气而又细腻，很用心的片子，最让人感动的是塑造出大大小小人物形象都很丰满——学红楼算是学到一点儿！只是这样的演员，这样的拍摄，如今再没有了。            
(5星)	 我想起了打着电话 流着泪 看这部剧的青春。            
(4星)	 喜欢啊            
(4星)	 故事总不能如人所愿~            
(5星)	 冷清秋 金燕西             
(4星)	 让她降落            
(5星)	 没得说~~超有感情的剧            
(3星)	 要不是有原著撑着orz 以及念白真差劲            
(5星)	 这世间只有一个冷清秋，只有一个董洁。            
(5星)	 怀念清秋            
(NA)	 看过的为数不多的            
(4星)	 想起清秋还是会心疼。。。            
(4星)	 那个时候大家多年轻多水嫩啊            
(5星)	 如果金燕西不姓金，冷清秋还会爱他吗？            
(4星)	 清秋离别。暗香涌动。            
(4星)	 金燕西太混蛋了,白秀珠够狠....            
(3星)	 演员一半不给力。            
(5星)	 文艺文艺！！              
(5星)	 那是最好看的董洁            
(4星)	 最喜欢的电视剧了~            
(5星)	 我也是有&#34;X爷&#34;情结的人.....            
(5星)	 很经典。            
(4星)	 都需要成长，不管是什么            
(4星)	 编剧对于原著的改编，使一部揭露现实问题的影片变成一部爱情剧了。            
(4星)	 听结尾曲的时候好像过完了一生             
(4星)	 估计我是10岁左右看的，那首 暗香 一直萦绕在我心头。到现在还记得电视剧的最后一幕。            
(4星)	 匆匆            
(5星)	 陈坤 董洁 我怎能不爱  貌似金燕西这样的少年 我一直都爱啊            
(5星)	 其实不怎么喜欢男女主演，但角色确实是适合他们的。            
(4星)	 陈坤。            
(5星)	 遗憾的结局，可是这部剧十足完美。“伊人何处？总在寒冷清秋。”            
(3星)	 因为这粉过陈坤            
(3星)	 电视剧里算不错的了。那个时代的悲剧爱情。            
(4星)	 那时的陈坤啊。。我妈那时超爱看的剧            
(5星)	 大爱。            
(5星)	 很感人，也很真实，有年代感            
(2星)	 真的是很一般很一般很一般。            
(3星)	 其实董洁的演技一点都不好            
(4星)	 清秋啊            
(NA)	 噗Z君去年还在说喜欢冷清秋            
(NA)	 哎。。            
(5星)	 重播多少遍我都爱看。            
(5星)	 非常纯情的爱情            
(5星)	 我比较喜欢白秀珠，她比较真实，冷清秋太圣洁了，像雨中的那束百合花。            
(4星)	 总记得那些场景那些故事很唯美很浪漫很凄凉。音乐歌曲很棒，坤洁在这部戏里的表演很动人。            
(NA)	 社会很物质。            
(NA)	 从头与看到尾，喜欢看，童年回忆，经典            
(5星)	 演员才是亮点            
(5星)	 不论我看几遍，几岁时看，都一样另我欣赏            
(NA)	 我，当时，是有多喜欢...            
(3星)	 音乐不错的            
(NA)	 喜欢董洁            
(4星)	 当花瓣离开花朵····            
(4星)	 董洁清新            
(4星)	 多少年，也忘不了，那片花海。那条街巷。            
(5星)	 纯美的一部剧            
(3星)	 那时被暗香迷住了，几个少奶奶都好看呐            
(5星)	 冷清秋这名字多美            
(5星)	 看过几集，硬件太齐整了，不打五星好像对不起这场完满            
(4星)	 经典。            
(4星)	 一直未看最后一集            
(4星)	 董洁明显没有刘亦菲惊艳。然后我为坤儿加了一星            
(5星)	 这才是我们的偶像剧呀            
(4星)	 那个忧郁痴情的燕西，那个清纯如百合的静秋，那首空旷的暗香。            
(4星)	 虽然说很多地方做作夸张了点，可我还是喜欢。老套也好，燕西和清秋就不能成为王子和公主么。            
(4星)	 最后你们也没能在一起            
(5星)	 她没有焰火绚丽，也不像鸟儿会迁徙……            
(5星)	 又一部美女如云            
(3星)	 还不是因为陈坤除了眼睛有点像夏威夷            
(4星)	 七少还是很帅的~            
(4星)	 塑造了个冷清秋，完美            
(3星)	 陈坤小生~~哈哈哈            
(5星)	 那首暗香真让人心疼，人总是在得到后不知道珍惜            
(5星)	 我好傻的，我在学校的时候失恋了课都不上了就全部把心托付给七爷了，还不是沾花惹草，o(￣ヘ￣o＃)             
(NA)	 很喜欢的一部电视剧，一直都在心中有特殊的位置。向日葵，百合，暗香，这些元素一直萦绕在心中。            
(5星)	 相当喜欢这部电视剧~~            
(4星)	 介个好看            
(4星)	 爱情TMD是个什么东西            
(4星)	 还不错。。。。最后太凄惨了            
(4星)	 难过了一个假期～有去翻原著看～现实了很多            
(4星)	 初中            
(5星)	 帅气的陈坤那个时候还有点做作啊            
(4星)	 5年级和妈妈看的片子，记得当时引起了好大的风潮。记忆中冷清秋的长发麻花，两个人躺在郊外的向日葵上，婚礼上满床的百合花，十指交叉的甜蜜动作，他满城的寻找，雨中他追着护着百合花的她，，，，多情自古伤离别，更那堪冷落清秋节。            
(NA)	 看了很多遍 ，这次好像才真的看懂了            
(4星)	 家族兴衰            
(5星)	 让她降落 后来听朋友唱起 太好听啦            
(5星)	 哈哈，董洁喜欢，讨厌刘亦菲，一副死样子，看了恶心            
(4星)	 出身不同，很多想法都会不同。            
(4星)	 当年那些演员哇            
(3星)	 演员都太嫩了，念这样的台词有点假            
(5星)	 ！ps：&#34;陈坤是那个年代跨越时空来的吧 ！&#34;哈哈哈哈            
(4星)	 回想一下，同类题材同类年代的，还是这个拍得比较好            
(NA)	 多么喜欢冷清秋这个名字啊            
(4星)	 当时看得很生气！            
(4星)	 还是不错的 比狗血偶像剧强多了  被偶像剧洗脑的人真要看看这个  爱情不是一切  齐大非偶  价值观不同的人真不应该在一起            
(5星)	 刘亦菲不好看            
(4星)	 清秋，如名字一样美丽            
(NA)	 这必须看过啊 以前中午中央台还很水地播呢！            
(4星)	 很美 画面美 音乐也美            
(4星)	 大结局真让我唏嘘啊。暗香好听，可惜还不让唱了，哎。            
(3星)	 那是高中的时候吧。大家每天都会看然后第二天上学讨论。。看最后一集班上好多女生都哭了。。我没哭~因为没看不懂。。。后来又看过很多遍。。可是最后一集怎么都哭不出来。不知道为什么            
(NA)	 张恨水笔下的每一个女子都有其独有的特色            
(NA)	 为数不多的看全了的国产剧。。。            
(5星)	 这是我看过最好看的偶像剧！            
(5星)	 最爱            
(4星)	 喜欢陈坤啊            
(4星)	 如果集数少一些应该效果会更好，太拖沓了            
(3星)	 所有演员都很有那个年代的味道，并且统统都气质优雅雍容华贵的和剧集契合；因为这部电视剧，多年都对陈坤的印象没那么的好，总觉得他阴柔了些~            
(3星)	 在我们学校拍的，据说我们思想品德老师因为在片场观摩太久还被轰出去了，片子没什么意思，完全冲着刘和董去的            
(5星)	 哎。大爱最后悲情的结局。            
(4星)	 悲剧            
(NA)	 冷清秋~！美丽的民国妹子            
(3星)	 回忆            
(NA)	 呕心的陈某人.            
(NA)	 最是清秋~~记得高中午休的时候，班上集体偷偷看此片~~结婚那集床上洒满百合花~~看得真羞涩~~哈哈~~羞涩完的大家惊觉，班主任默默地站在后门冲偶们笑~~笑滴可真难看啊~~            
(NA)	 当花瓣离开花朵，暗香残留。。。            
(4星)	 因为这部片子 喜欢上陈坤和董洁的~还有主题曲            
(5星)	 老片。高中很爱看。清秋~            
(2星)	 喜欢当时的刘亦菲            
(4星)	 多情自古伤离别 更那堪冷落清秋节            
(4星)	 这个画面美得 我就是喜欢他啊            
(4星)	 两人的顶峰之作            
(NA)	 董洁啊            
(5星)	 经典之作！陈坤也就此红了！            
(5星)	 两列火车，擦身而过，那无奈的一侧头。这一镜头在我脑中，直到现在也无法忘记。所谓情劫，也不过如此了吧。又是一部，人生若只如初见。            
(5星)	 結局不好看            
(3星)	 不小心就看到了肿么办= =            
(5星)	 纠葛，号称民国版的红楼梦            
(4星)	 曾经迷恋那种感觉            
(NA)	 怀念如此纯的演出，仿佛一尘不沾。很多人说我长得像八小姐            
(3星)	 书比较好看            
(5星)	 能找到比金燕西更傻逼的么？            
(3星)	 当时看的很激动。            
(4星)	 陈坤最适合这种吊儿郎当的角色            
(5星)	 记起陪我中考的最后一月            
(5星)	 爱            
(4星)	 更那堪冷落清秋节            
(4星)	 陈坤演的真不错            
(3星)	 那首歌那片向日葵            
(NA)	 不喜欢刘亦菲，讨厌刘亦菲            
(3星)	 你们。演技太差。没有贵族范儿。            
(3星)	 当时爱上的只有片尾曲            
(4星)	 看到一半。董洁真好看。            
(3星)	 中学时代没玩中央8每晚播的，没什么太大的感觉，现在更是。            
(5星)	 不过是放飞的风筝。            
(4星)	 她没有烟火绚丽，也不像鸟儿会迁徙，，，宁愿是条船，如果你是大海。            
(5星)	 他是世俗最桀骜不驯的少爷，她是人间最清婉可人的少女。没落于时代大潮下的爱情故事，悲喜交加，难舍难分。他说她无言，她弃他无意。那一幕在向日葵花田里奔跑的画面，自始至终徘徊在脑海，消失在那一夜的烈火之中，擦肩而过。            
(4星)	 阿爸最喜歡的暗香            
(4星)	 小学六年级做作业偷偷躲在门后和我妈一起看前面很棒，后面太悲情了            
(NA)	 民国风，张恨水，爱惨了            
(5星)	 经典            
(5星)	 oh!!! The ending。。。            
(5星)	 经典作！~            
(3星)	 始终不大喜欢民国戏……            
(4星)	 力竭啊 那种擦身而过            
(4星)	 高中断断续续看的，有些记不得了，不过很爱张恨水的原著小说，大家族的纸醉金迷，腐朽沉迷            
(NA)	 冷清秋，好冷的名字            
(4星)	 当年的陈坤和当年的董洁 真的好好看            
(5星)	 一带豪门金粉世家 就在这南来北往的火车中........            
(5星)	 超爱陈坤，也超爱那个为爱奋不顾身的你。即使结局很悲，但依然感动你们拥有了一段刻骨铭心的爱情。电视剧总比小说更加有爱。            
(4星)	 美 华丽丽            
(5星)	 这剧还真是禁看            
(5星)	 初中下了晚自习。中央八。            
(4星)	 董洁现在看也是很舒服的～但金燕西的角色越看越讨厌            
(3星)	 还不错            
(4星)	 喜欢哦~~~~~            
(3星)	 忘记了            
(2星)	 我对董洁的好印象和对陈坤不太好的印象就是从这里开始的吧？他演不出来富家子弟的感觉，不知道为啥            
(3星)	 暗香。。。残留。。            
(NA)	 当初看时真的很喜欢，觉得这俩人的爱情真的很美            
(4星)	 每位配角都比较出彩 只是董洁到底是不是木美人是个大问题            
(4星)	 好经典的爱情！            
(4星)	 记得里面大片的向日葵田…            
(4星)	 其实对白挺无力的            
(5星)	 冷清秋   金燕西            
(4星)	 記得那個非典的暑假，它陪我度過            
(4星)	 董洁            
(NA)	 涩涩的，嫩嫩的，讨厌陈坤妖里妖气的傲慢            
(4星)	 当年的陈坤和董洁            
(4星)	 大家都还嫩            
(4星)	 最后一集。。哭。。片尾曲            
(5星)	 董洁的巅峰之作，每次电视上播必然会看，男人都是如此吧，得到了便不再珍惜。还好燕西还是后悔了。曾经的我 ，很希望当像清秋这样的女子，清新脱俗有股才气。            
(5星)	 悲喜交接。这边是欢闹笑声，那边却凄凄惨惨。结果真的是个悲剧。剧本好，演员好，值得反复重温的好剧。            
(4星)	 吼吼            
(4星)	 那年初三            
(4星)	 多情自古伤离别，更那堪，冷落清秋节！             
(NA)	 大爱陈坤            
(NA)	 老妈的最爱，还有那陈坤！            
(3星)	 前期好看，后期没看            
(4星)	 一星给里面销魂的服饰            
(4星)	 ……当年觉得董洁和陈坤简直天生一对……            
(3星)	 唯一一部让我觉得陈坤还蛮帅，董洁还算会演戏，而刘亦菲还不那么讨厌的剧！            
(5星)	 经典！            
(4星)	 交错而过的火车……在对的时间遇见对的人，那么为何？            
(4星)	 喜欢前半段吧 还有主题曲暗香            
(3星)	 是你把我的日子变得缓慢。            
(5星)	 我超愛這電視劇 年少的時光在午後看 CCTV-8的畫面很簡潔 只有錄音機的那幾年 錄片尾曲很不清晰的聽。            
(5星)	 張恨水先生一直那麼給力。            
(5星)	 这部剧里的董洁就是我心中的冷清秋。            
(4星)	 喜欢喜欢！            
(NA)	 经典            
(4星)	 初中时候狂迷的，每天晚自习回家就看啊            
(5星)	 认准爱情了，就不要轻易错过            
(5星)	 在这部片里董洁秒杀刘亦菲            
(5星)	 经典的是一种记忆~            
(3星)	 多情自古伤离别，更那堪冷落清秋节。            
(4星)	 董洁和刘亦菲，美女养眼~可惜结局杯具掉了~            
(4星)	 当年就是为了那几个青涩小姑娘看的            
(5星)	 电视剧很棒，看了好几回了。。原著不喜欢。。张恨水先生的小说都是经改编后的好看。。PS：可以说是民国时期的红楼梦 再PS：本人不喜欢红楼梦。。            
(4星)	 很美的画面。初中的记忆。            
(4星)	 这段美丽却短暂的爱情。。。。。。。            
(4星)	 恨水            
(5星)	 想看原著~            
(NA)	 这样的大少爷很有味~            
(4星)	 看董洁去了~            
(5星)	 u cant imagine how much i love this guil            
(4星)	 最后两列火车奔东西            
(4星)	 当时超爱看 现在电视台重播都会停下看看 喜欢董洁 喜欢陈坤 结局令人有些悲伤 有些遗憾 也有些无奈            
(4星)	 爱上陈坤就从这里开始。爱情总是令人羡慕，那般美好；婚姻却只能慢慢把它磨光。            
(4星)	 让爱做主！暗香飘来！            
(4星)	 董洁~            
(4星)	 ....................            
(4星)	 荡气回肠            
(5星)	 喜欢陈坤，喜欢他的贵气~            
(3星)	 其实挺不喜欢的，但是却看了N遍。。            
(4星)	 第一次认识刘亦菲的剧~            
(4星)	 清冷如秋            
(5星)	 不完美的结局            
(5星)	 陈坤绝对就是金燕西            
(3星)	 那时候就觉得刘亦菲不一般            
(5星)	 人都很美~            
(5星)	 燕西这个角色很成功。            
(4星)	 张恨水，哪堪冷落清秋........            
(NA)	 陈坤这时候好土            
(4星)	 跟原著还是有不少差距的，我觉得人物被美化了，原著人物更立体。不过，清秋真是太美。            
(4星)	 当年一度很迷恋陈坤  现在也不差            
(4星)	 就是一部近代小红楼            
(3星)	 喜欢百合一样的董洁            
(4星)	 陈坤的忧郁气质实在是内地演员里少有的。当时看这部剧时，对柳永的那首词产生好感！！            
(NA)	 看了N遍= =             
(5星)	 没有比陈坤和董洁更适合金燕西、冷清秋的演员了。这两人的气质，简直是为角色而生。            
(5星)	 现在看来我依旧觉得它很经典，虽然剧情可能真的很一般，但是它给我留下太多关于那时的记忆。            
(4星)	 看着两辆火车擦肩而过的时候，就觉得，这么轰轰烈烈的爱情终究没个结果。            
(5星)	None
(5星)	 很好玩，一个大家族的没落....结局怪悲惨的，看了难受啊.....            
(3星)	 还好            
(3星)	 主题歌不错，陈坤那念台词的样子太生硬。            
(5星)	 董洁！            
(1星)	 以前一直没看完 这几天翻出来看看 不看不晓得一看吓一跳 毁了之前对它的印象 演员演技差到一定程度了 对话对的前言不搭后语 导演还拍的差 画面切换地那个一个差劲哪 还模仿红楼 简直不能比  要疯掉了 居然是这么地难看            
(5星)	 最后，他们没有在一起。。。清秋，你后悔么，嫁给燕西？你的孤傲，融不进燕西所在的浮华世界            
(4星)	 你知道吗，我是全心全意地喜欢你，爱你。你呢，再一次把我的心撕碎了。但是，我要你知道，我说过的话决不会改变！            
(4星)	 气质，哀怨，民国……淡淡忧伤            
(3星)	 跟着老妈看            
(4星)	 追女生就该像燕西那样。尤其是对清秋那样的女生。            
(4星)	 忘不了两个相爱的人就此分开，天各一方的结局。            
(4星)	 陈坤就是金燕西，角选得好            
