http://movie.douban.com/subject/4202127/	读心神探 讀心神探
(3星)	 典型抄袭美剧《lie to me》            
(5星)	 港版 lie to me            
(4星)	 抄了怎么了，活这么大谁没抄过，作为教科片，它不错的。            
(3星)	 老实说看了lie to me 看到他们再一本正经说这些有点搞笑。            
(4星)	 还可以 翻版模仿 没有原版吸引            
(2星)	 完全没有新意的警匪港剧            
(4星)	 和寝室同学在午夜12点还在看，有点小恐怖。            
(NA)	 ……看过lie to me再看这个完全没感觉            
(NA)	 虽然是翻拍剧，不过不妨碍，就是结局仓促了。            
(3星)	 鉴于对港剧那点情怀，实在不忍心给俩星            
(4星)	 如果不看《lie to me》会觉得是部不错的电视剧~~            
(3星)	 主要是，一眼就看出凶手是谁，然后在主角他爹身上花了太多时间了~            
(NA)	 18            
(3星)	 港剧抄袭现象日趋严重啊            
(3星)	 能再仿真点么            
(4星)	 很久没出这种港剧了，还不错。。。            
(4星)	 记忆城堡。            
(2星)	 通过观察你的微表情- -。。。。难道你看不出来你自己很傻咩？            
(4星)	 推荐的理由并非有多好看，完全是模仿lie to me嘛。但是整个剧情比较紧凑，没那么多废话，看着还也挺有意思的。            
(3星)	 沖著黃宗澤看滴~ 還行吧            
(3星)	 我还是喜欢《别对我撒谎》            
(NA)	 港版Lie to me，喜欢林保怡            
(NA)	 有点小儿科            
(NA)	 心理学挖            
(NA)	 不错            
(3星)	 越看越没意思，TVB的好片子真是越来越少了~            
(5星)	 好! 好            
(NA)	 看过后就忘记了，严重抄袭LIE TO ME，情节不够紧凑与跌宕，有东拼西凑的痕迹            
(3星)	 看了《lie to me》，就不要强求什么了。TVB能发挥到这份上已经不易了。            
(3星)	 我想要那本书            
(3星)	 到后来实在没新意            
(2星)	 和lie to me没法比            
(3星)	 仿品·            
(4星)	 bosco最帅，胡定欣身材真劲。。。            
(4星)	 还算有收获            
(4星)	 消磨时间真不错            
(5星)	 挺不错的。情节扣人心弦，特别喜欢最后一个案子，相当给力。            
(3星)	 看了第一集就么撒兴趣了，LIE TO ME翻版简直            
(3星)	 山寨一下            
(4星)	 虽然模仿lie to me ~但是！！！！听中文真的轻松好多啊啊啊啊啊~~~~            
(5星)	 不错不错            
(NA)	 “迷惑、虚伪、狡诈、欺骗”这就真实的世界 　　 人的动作，表情，神态,可以告知你他真实的想法. 我会习惯性撒谎,我不相信有人不撒谎,我们常连自己都欺骗.大腕们常面无表情,真正的老千.              
(3星)	 就是冲着林保怡和黄宗泽来的，故事模仿lie to me，剧情有点拖拉            
(4星)	 That reminds me of Lie To Me            
(3星)	 闲来无事，不需动脑，消磨挺好。            
(3星)	 看TVB是留学生活遗留下来的习惯，几乎每部都看。品质不是问题，习惯是个关键。            
(NA)	 哈哈~最喜欢看这类的~HOHO~~在关键时刻，你的行为和动作是会出卖你的内心的。^_^            
(4星)	 咿 黄宗泽~            
(5星)	 我还是喜欢看刑侦剧！！！这个也很好看！            
(NA)	 很不错，可以了解一下心理学的小知识            
(3星)	 实在是 比 lie to me 差很多            
(4星)	 跟扶栏卫视比 这算神马抄袭 这只是借鉴学习！顶黄宗泽！            
(3星)	 tvb套路            
(4星)	 虽然概念来自于Lie to Me,但其实还是TVB的风格,而且好几个案子的质量还很不错~总之,比想象中真的好很多~            
(4星)	 因为Bowie看的这部剧……如果没看过L2M会觉得还不错，但可惜先看的美剧……所以总觉着模仿意味太重……            
(4星)	 和lie to me 真像，但是情节挺吸引人的，最主要是有靓仔啦            
(3星)	 跟lie to me 似的            
(4星)	 黄宗泽不错~~            
(3星)	 闲的没事随便看看。不讲情节如何，至少告诉我们善于发现总会有意外收获。            
(5星)	 仔细观察每个人的动作 特别是犯人 会知道很多很多破案的关键 这已经是门学问了~            
(NA)	 失望。就看了几集。远不如美剧 别对我说谎 来的精彩            
(3星)	 模仿 lie to me。。明显美剧更精彩            
(4星)	 因为是TVB，所以喜欢~~其实，还不是山寨罢了~~            
(3星)	 有点假，比较爱看香港片，看多了这种片，觉得他的推理太简单了！            
(4星)	 翻拍lie to me 但是比谈情说案好得多～只是港片的巅峰不再了            
(5星)	 我竟然爱这部片子超过LIE TO ME，难道港式狗血更适合我？            
(5星)	 很精彩。很久没有看过情节这么紧凑的港剧了...大爱~            
(4星)	 港版lie to me            
(4星)	 虽然，是仿了lie to me，但是还是因为久违的林保怡好好的看了下去，至少男主比lie to me那位人性化了一些            
(3星)	 果然是打发无聊时间的好东西。。。还不错。            
(3星)	 美剧的港版~永远的tvb风格，前半截办案，后半截谈情。1-6            
(3星)	 lie to me简陋版～            
(3星)	 完全翻版，无聊透顶            
(4星)	 没有lie to me 那么起劲 不过港剧的连贯性真是好很多。。。            
(4星)	 我好像也学到了点读心术！            
(3星)	 用来打发时间的典型            
(2星)	 1林叔老了胖了不酷了T^T 2黄宗泽可爱阿阿我的新欢 3追不下去翻版太严重且远不如lie to me剧情紧凑 4一星林叔一星黄宗泽            
(4星)	 难得没有讨厌的演员，再加上男女主角还不错。剧情也算紧凑。            
(4星)	 港版lie to me            
(2星)	 看了lie to me真不该再看这个，推案生硬死了！            
(4星)	 果然很有本土特色。喜欢娇哥和小脸妹的组合,眼神很搭..            
(NA)	 TVB的，但感觉没以前的经典，还是珠光宝气好看！            
(NA)	 学到很多东西 让我最深刻的是“夫妻相”的解释~~            
(NA)	 有點小抄襲美劇lie to me的感覺，情節也有點小不搭，不過喜歡那些tvb的演員們。            
(3星)	 最后的逻辑怎么有点问题            
(2星)	 TVB越来越不行 整个剧就感觉很牵强 硬要事情按一定的模式发展 没有惊喜 没有期待            
(5星)	 香港版的Lie To Me            
(5星)	 好看。            
(NA)	 蛮多东西学习的~~            
(NA)	 喜欢看这类电视剧            
(5星)	 我还是那么的喜欢林保怡。哈哈哈。            
(3星)	 看了两集，弃了。            
(NA)	 已阅,抄袭LIE TO ME.无新意            
(4星)	 还不赖。            
(2星)	 看了一集受不了了，和lie to me比绝对的差距，唉，让我失望啊。            
(3星)	 杜太很可爱~能看下去吧，挺tvb的            
(1星)	 翻拍就翻拍，不要求更好，也不至于差那么多            
(4星)	 不错啊            
(3星)	 TVB警匪片的老套路了……不过消磨时间还行吧            
(4星)	 虽然对模仿人家很是厌恶，但总的来说片子还是可以的            
(NA)	 剧情虽然是抄袭LIE TO ME。但是还是喜欢的            
(NA)	 看完。感情戏真是发展的莫名其妙。破的案子还ok吧。唯一喜欢的大概田蕊妮吧。            
(3星)	 有点抄袭美剧            
(3星)	 很明显是在模仿lie to me，更喜欢lightman...             
(4星)	 恩。常见的港剧。            
(3星)	 乍看预告介绍就想到了那部雷同的美剧然后么就好奇林保怡会怎么演绎这样的角色看下来还行，就是结尾太仓促，匆匆结束的感觉            
(4星)	 里面学会的东西 可以在生活中试试            
(3星)	 TVB也爱玩山寨。            
(1星)	 我对编剧无语了、、、抄袭！！！！！！！！！！            
(3星)	 实在实在没事干的时候，看看无妨            
(4星)	 3.5            
(3星)	 结尾那儿好硬伤~            
(3星)	 如果没看过Lie to me的话还行            
(4星)	 读心...谎言            
(5星)	 我喜欢里面的贝儿 好可爱的            
(2星)	 抄得一塌糊涂 一星给TVB 一星给林保怡            
(3星)	 喜欢剧情~~了解一些罪案多长知识~~            
(4星)	 第一次看宗泽演警察，不过就是和他搭戏的女星太难看了            
(4星)	 很多人觉得不怎么样，我觉得还挺实用的、、、            
(NA)	 这抄的也太狠了吧？            
(3星)	 喜欢黄宗泽，剧情有点烂，硬生生的在那边分析人的表情，哎            
(NA)	 本来是想看do not be lie 的但是还是看了这个。。。            
(4星)	 电视剧不就是看的嘛，纠结在抄袭不抄袭上，浪费感情总体来说，还是蛮好的            
(3星)	 盗版的太厉害了  好在是TVB的            
(3星)	 本来看了第一集觉得太傻了就不看了~但是无聊又开始看~还不错~除了抄袭LIE TO ME ~还是很有香港警片的样子            
(3星)	 山寨就山寨呗。。。。喜欢杜太。            
(NA)	 会观察的人都有共同的特点            
(4星)	 心理学，行为学，我喜欢            
(2星)	 冲着林保怡才给的二星啊！！！            
(4星)	 黄宗泽戏份好少呀。            
(NA)	 这个实在很多个深夜和你一起看的。            
(3星)	 麦永希好帅            
(3星)	 杜太不错啊..            
(4星)	 TVB一贯擅长的职业剧            
(4星)	 没看过lie to me反正这些都是你抄我一点我抄你一点的...不过就单纯港剧角度来说还是沿袭了港剧原来的风格...觉得还可以...电视剧就是消遣的...            
(4星)	 比Lie to Me简单一些            
(3星)	 山寨就山寨吧，还没有山寨好···            
(3星)	 Lie To Me只看过一集。。港版的看起来可能更轻松更消遣            
(3星)	 三星是给林保怡的!            
(3星)	 有些案例是参考don&#39;t lie to me的，看过don&#39;t lie to me之后，就会觉得不好看，但是香港拍的个案会讲得比较详细，所以还行吧~            
(3星)	 太一般了，很TVB的电视剧。现在TVB换老板了，不知会不会有所改变啊，不过发布会说不会改变，            
(3星)	 有点失望，严重抄袭lie to me，不过为了看黄宗泽，还是勉强全部看完了。。。            
(4星)	 看完竟然如此喜欢林保怡。一个沉默且睿智的男人。            
(3星)	 案件是不是太简单了            
(3星)	 挺好！动作有点夸张！跳了跳！            
(4星)	 还可以了,个人觉得要比刑警2010好            
(5星)	 看了之后我买了两本读心术的书，真的很有趣。            
(NA)	 黄宗泽很帅啊！故事就是lie to me 和一般香港刑侦片的结合品~            
(3星)	 没看过lie to me 也不知道山寨了些啥 仅仅因为喜欢林保怡和黄宗泽            
(4星)	 情节一般，四星全为保怡和宗则，加港姐的美腿！            
(4星)	 又是抄袭美剧的            
(4星)	 如果真能完全掌握读心术   那就太好了            
(4星)	 港剧模式，结局皆大欢喜            
(1星)	 很差 完全模仿LIE TO ME            
(3星)	 王小六在这件事上嘲笑了我的无聊：居然追TVB的剧们。我现在想想也挺瞧不起当时的自己。            
(4星)	 都说是Lie to me的翻版，其实吧，现在影视作品不“借鉴一下”那还怎么拍得出来啊。至少故事还是有联系的，演员也挺喜欢，推荐            
(3星)	 来来回回就那么点事儿～            
(3星)	 有点山寨            
(4星)	 保持了TVB一贯的作风            
(4星)	 在看完这部TVB剧集之后，在很长一段时间我都不由自主的去看别人的一些小动作然后再试着解读。发现很有意思···            
(NA)	 很好，虽然大家说是抄袭，但是不重要            
(4星)	 喜欢林保怡和黄宗泽            
(3星)	 不错 。 虽然感觉很像lie to me。 但TVB的破案比大陆的还是要经典很多啊！~~ ...哈哈。 看完后好喜欢林保怡·· 恩。 感觉很好弄的我非常想学心理学啊····            
(4星)	 凑合，为了黄宗泽            
(3星)	 那些表情是微表情吗？？？哪有那么夸张的“微”表情。。还是看lie to me好            
(NA)	 平常中的不平常……            
(4星)	 有点模仿别对我说谎，不活很有TVB的感觉，很好看。            
(4星)	 看了三集就不敢看了   我胆小            
(NA)	 推荐看，主要是情节很吸引人。            
(4星)	 还好吧~            
(4星)	 喜欢林保怡，做一关注这部片子            
(3星)	 案情有点弱            
(2星)	 完全的抄袭LIE TO ME，，，看不下去，，，            
(3星)	 话说我不喜欢看翻拍的东西，特别是在看过lie to me 叫我怎么在看得下去，现实中哪会有这么多嫌疑犯以前的录像资料让你研究他的心理啊，不现实。            
(2星)	 不是很常看刑侦剧的我，都觉得这里的案情相当幼稚。林保怡念着裹脚布一般的台词也不嫌累。一般人都看得出的“心”，要你“读”个P啊。一直都还蛮喜欢林保怡的。这部剧真是把他毁了。            
(3星)	 一开始觉得不错 到后面觉得不行            
(4星)	 多给一颗星给林保怡，谁让我喜欢实力派呢。            
(1星)	 抄袭和演技的差距,不解释            
(NA)	 个人觉得这部片子还真不错！~            
(4星)	 超爱TVB破案片的对那什么记忆法的超级感兴趣            
(3星)	 港版的lie to me。典型的TVB~            
(4星)	 最后还不错。BOSCO！！！            
(4星)	 还好。            
(3星)	 林保怡演得不错，一直喜欢他。但推理有时显得太做作。            
(3星)	 一看就知道是美剧lie to me的山寨，不知道现在的港剧为什么拍的那么浅，本来就很浅了，还要啰嗦的解释一遍，怕我们看不懂？还是编剧是弱智？演员演的也太刻意了，像是教科书的活道具。这里的读心术浅显的连普通人都能看出来。说实话，跟lie to me真不是一个段位的。冬眠时打发时间吧            
(4星)	 不错，喜欢，最后两个故事不够给力，比谈情说案好多了，不过比不上法证先锋。            
(4星)	 系因为林保怡所以先睇的，结果发现田蕊妮都好得。比想象中要好睇，有少少criminal minds的影子。。。            
(3星)	 麻麻得            
(3星)	 感觉有些做作的去观察微表情，太过于追求解释动作的含义，如果自然点就更好了。            
(5星)	 好看。。大爱！            
(4星)	 感觉好神奇呀            
(5星)	 ..  一个小小的动作或者眼神就可以出卖自己了！...              
(3星)	 什么撒谎的表情太刻意了……            
(4星)	 觉得还不错            
(2星)	 学LIE TO ME...哼哼。。。学得像么            
(NA)	 好看啊！虽然抄袭美剧但还是有港剧特色的            
(2星)	 抄lie to me...+港式爱情戏...对着林保怡久了还是不爽诶～            
(3星)	 tvb版lie to me            
(3星)	 感觉在抄袭美剧的风格！            
(4星)	 沒看過lie to me無壓力。駱應鈞果part好悶~阿田越來越有愛。陳茵薇笑得我心都冧埋啊！            
(4星)	 跟LIE TO ME基本一样~结局一般~            
(3星)	 高科技探案的噱头是值得鼓励的，but人物感情要多突兀有多突兀            
(4星)	 山寨那么多，多你一个不多，还是有些意犹未尽的            
(2星)	 喜欢黄宗泽喜欢林保怡喜欢田蕊妮就是不喜欢这部剧 看了一半实在看不下去了            
(NA)	 给了我不用动脑子悠闲了两天。            
(3星)	 为了心理学 看了 杂说呢 还行            
(4星)	 虽然抄袭了lie to me。但也有自己的特色。不过不知道是不是20集太短了。感觉意犹未尽。而且很多东西没有交代清楚。            
(3星)	 还行还行            
(5星)	 大叔控.....            
(3星)	 lie to me 么            
(3星)	 其实我是真想给两分，什么破剧本！！！看在大Bo小Bo的面子上给个三分，还是要开骂。没见过哪个侦探剧最后一集全言情的，最后一个大case真是各种让我无话可说。整个剧那么多主角，让我记得最清楚的居然是汤盈盈演的风水师，此处省略N个字。            
(5星)	 这几年的香港破案题材的电视剧原来越少了，这部还能看吧，但是还是觉得法证先锋好看~~~~~            
(4星)	 林保怡宝刀未老。案子还不错把，陈茵微还不错。            
(3星)	 你的身体出卖了你。哈哈。            
(3星)	 人家都承认是抄袭的就以平常心看吧，毕竟还是可以学到一些读心的东东啦~~话说好久没看港剧了耶~卓推荐的，那就一起看看吧！！！            
(4星)	 刚开始看，总抱着看lie to me山寨片的偏见，怎么看都不顺眼。。看到后来倒还喜欢上了，毕竟都是熟悉的文化氛围，加上港剧一贯欢欢喜喜的大结局，也还温暖。            
(3星)	 用台词堆积出来的剧情，感情戏稍弱            
(NA)	 刚开始还好，关于心理的什么还多的~后来就跟普通的警匪没什么区别的。一集死一个人的。。。            
(NA)	 总体看下来还是不错D            
(3星)	 学也学不像啊。            
(4星)	 TVB这种类型的片子比比皆是 但是总让人看不腻            
(NA)	 看了十几分钟就看不下去了            
(4星)	 虽然主旨抄了美剧,但TVB总能把片子拍得香港味十足。比期待中好，还蛮好看的。前几个案子不错，最后一个最不灵。            
(3星)	 BO的动作戏.....型噻.            
(NA)	 完全模仿LIE TO ME。。。。            
(4星)	 模仿啊模仿~山寨啊山寨~不过还不错            
(3星)	 只能说一般，只是破案角度的变化，运用了大量的心理学。其他方面没有什么突出的效果~！            
(NA)	 喜欢黄宗泽  西西            
(5星)	 很不错哦            
(3星)	 有点模仿美剧            
(4星)	 还不错，，主要我家黄宗泽和林保怡帅            
(4星)	 尽管借鉴美剧，别对我说谎，但还是喜欢TVB的类似剧，节奏鲜明。            
(2星)	 lie to me 个毛！            
(3星)	 冲着林保怡去看的啦，呵呵。看到这个的时候真的是考验演技啦。一些老tvb演的十分自然，油润，很多年轻演员都很浮夸，做作，让人看不下去。不过喜欢tvb的风格。不喜欢和lie to me作对比，没什么意义            
(3星)	 为黄宗泽去看的..            
(3星)	 比LIE TO ME 好看            
(3星)	 就一山寨版 LIE TO ME  但拍的很爛            
(3星)	 案件还可以，但是不如以前TVB的破案片经典，而且当着嫌疑人的面分析肢体语言总觉得怪怪的山西煤老板的粤语让我记忆深刻啊            
(3星)	 比起lie to me 显然是粗糙了点            
(NA)	 这部片子简直就是Lie to me的少年儿童版……强烈建议看lie to me。            
(4星)	 阿嫻，你的命好苦！            
(NA)	 追了一半，还不错啦            
(3星)	 做作的仿美剧。。打发时间还好吧。林保怡喜欢            
(2星)	 如果看过lie to me，肯定就不喜欢这个了。我都能看出来那个人有犯罪倾向，还需要专家吗？            
(NA)	 似乎懂了很多呢~~~哈哈。。。就像我也会读心了一样=。=            
(NA)	 大山寨            
(3星)	 林保怡再也没有当年曾家原的风采了，女主也没有聂宝言的气场。            
(NA)	 抄袭美版~~但是还是喜欢林保怡            
(4星)	 　为了学粤语和消磨时间～～～　　　据说仿了美剧～～不过我还是蛮喜欢的～～～            
(3星)	 模仿成分太多～            
(3星)	 抄袭很严重，不过香港的就是好看！            
(4星)	 開始很喜歡田蕊妮- -            
(NA)	 对于香港警匪探案片来说，是一种新的类型，不错            
(NA)	 有点意思~            
(3星)	 其中的一些读心术，很实用喔~~            
(3星)	 如果不和美剧比，还是可以看的。睡觉吃饭的时候看还怪轻松的！            
(2星)	 看了一集就接受无能了。。。            
(5星)	 网上说是抄袭美剧的ｌｉｅ　ｔｏ　ｍｅ，但我觉得还是有港剧警匪片的特色的，尤其抓捕逃犯的过程和犯罪过程是有回放的，让观众知道怎么从蛛丝马迹中破案的            
(NA)	 听说很像lie to me            
(5星)	 tvb版lie to me            
(4星)	 一开始还不错的~            
(1星)	 测试了，男性和女性看指甲的习惯。发现是纯属杜撰的桥段，对真实性很失望，看过不要对我撒谎，更本就是冲着中文，在上班时间听。            
(4星)	 TVB 神马的 都是偶稀饭的~~            
(3星)	 盗版归盗版 还算可以了            
(NA)	 TVB粉丝看过来啊，欢迎关注我为影视狂微博http://t.sina.com.cn/moviesbest，每天都有优秀影评与影视趣闻与您分享，有TVB剧、美剧、电影各种信息哦，也真诚希望大家参与进来到新浪博客发表原创影评，人人都有机会被推荐的哦。            
(1星)	 好假啊 那个大叔一点都不有爱 还是莱特曼好            
(4星)	 编剧想做神马？抄袭LTM都没有人家的好！表示无力            
(NA)	 拍得还是不错的，就是LIE TO ME的感觉过重。。。            
(3星)	 牵强牵强！            
(3星)	 lie to me山寨版= =不过很有港剧风格 轻松搞笑~            
(2星)	 一般一般吧，心理学哪有那么神，更多的只是一种可能性，不存在映射般的一一对应。            
(3星)	 lie to me的基础上本土了一下，就是港剧线索改成读心了，还不错            
(4星)	 我都有多久没看过TVB了。。            
(3星)	 港版lie to me,不过水平相差甚远~            
(3星)	 完全模仿lie to me的一部片儿，但是模仿的好烂~            
(3星)	 这种案子太小看我们的智商了啊……而且有些表情什么很牵强            
(NA)	 还真是盗版美剧啊，前几集看得还可以，后来越看越觉得没有意思了，不知道是拍得不好呢，还是我看得不好，纠结！            
(3星)	 为了bosco看的 主要是我lie to me只看过3集 所以就把这当一般港剧看的。。还可以把            
(NA)	 朋友推荐。但表现大大出乎我意料之外，案例曲折度降低，过于突出林保怡饰演的角色，所有案件的解答套路基本一致，。。。。。。不爱看。            
(2星)	 没办法了 谁让你抄lie to me            
(4星)	 人的小动作很奇妙            
(3星)	 说！{我没有做过！} 说！{我真没做过，你们别冤枉我啊} 你撒谎~因为你狠紧张，所以你摸了鼻子！{啊。。。啊是我做的}            
(4星)	 虽然是仿的。。但是仿的还算地道。。            
(4星)	 tvb的都不会太差            
(3星)	 港版的lie to me 嘛~            
(4星)	 我就是觉得,,,为神马每次都那些案件的类型都差不多~哀伤            
(NA)	 好好看啊，我以后要当心理学家！            
(3星)	 还是去看lie to me算了            
(3星)	 一般            
(4星)	 完全是冲着林保怡而看的，没有太多的惊喜，也没有太大的失望。新人没有任何突出的表现，倒是我比较中意杜汶泽老婆。            
(5星)	 多好看的啊。搞的我开始研究心理学了。            
(3星)	 抄袭lie to me 啊            
(3星)	 比较建议看Lie to me，因为我之前看过Lie to me，所以觉得《读心神探》演的比较假，喜欢看TVB的盆友还是可以看看            
(3星)	 本来几个演员都是挺喜欢的 可是抄了LIE TO ME 却没演出新意和深意 表情解读太肤浅 台词也不怎么好 可惜了林保怡了            
(2星)	 很明显照着lie to me，但是水平确实不是很让人满意。这样的片子对配角的要求很高。要有很棒的表情表现。            
(4星)	 与《Lie to me》形似而神不似~细微观察，肢体语言，以形传神，好犀利~            
(4星)	 个人还是蛮喜欢的虽然别人都说是抄袭lie to me不过因为喜欢林保怡没办法了            
(3星)	 一部模仿美剧的片子             
(3星)	 LTM的港剧解读，情节更紧凑就好了            
(4星)	 还不错 但是很多地方太明显的夸张～            
(4星)	 还好 都说是抄袭的 反正电视剧就是一个看 管他是不是仿得，精彩就好啦~~~但是演的时候有些小小的不足 都不失为一部好剧            
(3星)	 看了lie to me 就没法再看这            
(3星)	 港剧永远是这个调调，想起小学看港剧的日子。            
(2星)	 TVB小花死光啦！！！            
(4星)	 给四星，虽然一早就知道抄袭，这也是我为啥拖到现在才看，但是具体还是蛮TVB的的，TVB现在能拍这样的片子已经属于不错了，那些微表情和动作都略显做作，给分给在林保怡黄宗泽和田蕊妮 哈哈            
(3星)	 TVB版的Lie to me            
(4星)	 很喜欢心理学加破案这样的idea。.咱不说抄袭.总之警察的破案的我都喜欢.而且里面好多美女凶手.            
(3星)	 lie  to  me 的TVB版，还可以            
(5星)	 虽然剧情没啥惊喜，但是里面的演员都好喜欢            
(NA)	 读心术！            
(4星)	 我看的整给力呢 大结局了            
(NA)	 就算被说抄袭仍然很喜欢看林保怡的戏！            
(3星)	 典型抄袭Lie to me.            
(4星)	 挺独特的！感觉剧中主推的事案情，看起来挺过瘾的！            
(3星)	 去年看的TVB剧漏掉这一部。我没有看Lie to me，所以不想去比较。作为TVB的悬疑剧，读心神探秉承了一贯的港剧风格，中规中矩。            
(4星)	 TVB版Lie To Me~            
(3星)	 结尾有点莫名其妙            
(3星)	 别对我撒谎 港版            
(4星)	 抄袭  lie   to  me    但是很喜欢林保怡                
(4星)	 我觉得挺ok的，重点是案子挺有诚意的            
(NA)	 还行            
(4星)	 我喜欢的两个男人，所以必须支持一下~觉得在里面可以学到很多！            
(4星)	 虽然说山寨lie to me神马 但我觉得还好啊？            
(4星)	 虽然有点山寨，但是林保怡还是很有魅力的哦~            
(3星)	 个人觉得lie to me更好看些            
(4星)	 还不错，不过和美剧太像了吧·······            
(2星)	 1颗星给林保怡 1颗星给我的TVB情结 泪            
(2星)	 以警匪片来讲，真的很烂~ 不过这部电视的重点，应该是“读心”吧。所以也没有很注重警匪方面的不足。这部电视很一般~ 不推荐。            
(4星)	 整体就是美剧Lie to me的翻版，但保怡的演绎还是让人喜欢的，女主没怎么看到过，圆圆的脸有梁静茹的感觉，黄宗泽的角色傻了点儿，总体还是值得一看。            
(3星)	 结尾好唐突哦纯粹是在解说人体语言            
(2星)	 对于TVB德拍摄手法实在是过于做作,况且还是抄袭,哎...            
(4星)	 结局太仓促了            
(NA)	 虽说是抄袭 LIE TO ME 但俺还是喜欢~            
(5星)	 我觉得还可以，但是相对于Lie to me 的话还是很大差距，但是也学到了一些东西。很不错            
(5星)	 整到我整日系度睇人噶微表情。            
(3星)	 还是喜欢lie to me            
(4星)	 好吧  我想说这部片子只是为了单纯追TVB剧而看的  没有太多惊喜 没有太多纠结 一个神探 破案 就是这么的简单 什么时候 才会有真的推理悬疑片在中国出世 没有翻拍 没有剽窃 的原汁原味？！  期待            
(NA)	 学习lie to me            
(4星)	 这个抄袭美剧太严重了，剧情还行            
(4星)	 虽然都说模仿lie to me 但是觉得还是在一定程度上突破了港剧的一贯风格与题材             
(3星)	 港版“lie to me”,但却真的很港，非ABC            
(3星)	 结局太堵心了~~ 虎头蛇尾啊             
(4星)	 还是可以呢、但是大结局有点俏皮了            
(5星)	 嗯，很精彩的电视剧。不过里面的专业术语看着头疼啊！            
(4星)	 从眼神、微表情、肢体语言来读心~            
(4星)	 TVB专业户飘过~~            
(4星)	 越往后越好看！            
(NA)	 很过瘾。            
(3星)	 情节太过简单～            
(4星)	 引人入胜，嗯，不错！            
(4星)	 我是先看这个才看别对我说谎的，所以没有太多的排斥，我一向对侦探查案之类的剧没有抵抗力            
(4星)	 没《刑警》好看，但是案子比《刑警》出彩。            
(3星)	 整个调调都蛮囧。            
(4星)	 比lie to me多了些亲情在里面 感觉很不一样            
(NA)	 还可以的，但是女主角不够抢眼哦~林保怡太胖了            
(4星)	 大爱BOWIE，妈的，主题曲唱的过于恩正。BOSCO在大叔面前太嫩了！还有就是，大爱蕊妮，汶泽你过于幸福了。。。            
(NA)	 剧情有很多都和以前类似片子的重复了            
(3星)	 明知同lie to me一样，但系这是港剧，=。= 看着开心就得啦 bosco真系靓仔            
(4星)	 还不错，虽然经常是哪几种判断方法，但是确实能够体现出些什么            
(3星)	 点播电视就是给力啊...我喜欢黄宗泽啊,这孩子我越看越喜欢...还喜欢田蕊妮~~啦啦啦啦啦~            
(3星)	 随便看看还成            
(4星)	 还行吧            
(3星)	 基本是美剧Lie to me的翻拍            
(4星)	 最后一个案子好看。            
(3星)	 像抄袭 lie to me，近几年TVB有不少类似抄袭的剧集，没有特别的亮点，真的一般而已            
(NA)	 看了第一集 觉得不敌LIE TO ME             
(4星)	 学粤语            
(4星)	 模仿Lie to me太明显了。收尾太快，结局不精彩。不过重点部分的读心术还是很不错的。            
(4星)	 这个基本上是在模仿美剧lie to me   不过没有看过这个美剧的同学，这个可以算是一部不错的港片。一贯的快节奏的剧情风格，对长期处于韩剧蹂躏下的同学，是个不错的调剂品哦            
(2星)	 完全模仿/抄袭美剧~~            
(3星)	 美剧《Lie to me》+ TVB式家长里短 = 《读心神探》            
(4星)	 抄袭lie to me。。 不过，还挺好看的            
(NA)	 很赞  和LIE TO ME是一系列的…………            
(3星)	 是为了林保怡才看的这部电视剧；感觉有很多地方是为了使人能读懂身体语言，而做出来的，感觉有点假            
(NA)	 林保怡同志给我留下最深刻印象的依然是《仁心仁术》。其他再没有能超越当时的作品。黄宗泽显然已经成了一线小生，只是剧情太KP美剧了。近几年港剧的创新度确实有点降低。            
(4星)	 Lie to me的港版。            
(4星)	 林保怡的警匪剧很值得一看，三天的时间看完，久违了的追港剧的感觉            
(3星)	 此片似乎是效仿美国的那部《千谎百计》而拍的，只不过更适合中国人的口味            
(2星)	 前半段还挺有节奏，到了后半段成了流水账。扮演罪犯的演员们演技不够，小动作做的很假。模仿lie to me 的拙劣之作。还好有林保怡撑着，否则这戏实在是太损TVB警匪剧的优良传统。            
(NA)	 还不错            
(2星)	 故事太垃圾了……            
(NA)	 动作表达内心            
(5星)	 在TVB妖孽横行的今天 能有一部找得到感觉的港剧实属不易 就是有看着这一集还想看下一集 咕噜咕噜就看完了的冲动 看电视剧 就是要够爽！和lie to me作比较，看够了lightman的样子，听够了英语，看惯了重复的剧情，也想听听粤语，看看港剧~在剧情方面，读心胜！            
(3星)	 虎头蛇尾            
(3星)	 如果不是因为林保怡，我想不会看完它            
(3星)	 太像lie to me了！但是蛮喜欢黄宗泽。            
(NA)	 我喜欢小眼睛男人。            
(4星)	 當心理書咁睇            
(4星)	 美版超感神探。            
(NA)	 放松的同时也学到了些东西            
(NA)	 没有以前的刑侦片那么多的恐怖案情，氛围还是比较轻松的吧~~看这部片的时候不知不觉开始观察人们的行为举止，呵呵，不知道里面说的到底是真是假~~林保怡老啦，感觉比以前的片子差好多，还有就是女主角不是很漂亮啊，让人有点小失望~~            
(2星)	 完全抄lie to me            
(4星)	 剧情不错 感觉比lie to me好看 有些国语配音特别吵 不过粤语我有听不懂 就给4星了            
(3星)	 简直就是港版的LIE TO ME啊~~~各种抄袭模仿~！            
(3星)	 技术理论还行，剧情还行，演技开始下坡鸟……            
(4星)	 抄袭lie to me...都很一般。黄宗泽的角色也没什么个性，好像就只有林保怡一个人。            
