http://movie.douban.com/subject/2153590/	欲望都市 第六季 Sex and the City Season 6
(5星)	 第六季的俄国老头子性感至极哇            
(3星)	 轻松的剧，这就是所谓的女性感吧。            
(5星)	 moving            
(3星)	 Awakening of the female..............            
(NA)	 若干年前看过她，最近在想，这样的状态下，是不是该再看一遍？            
(5星)	 大爱 大爱            
(5星)	 如果我只看一部美剧，那就是SATC            
(5星)	 圆满的结局。另外，大爱Samatha的小男友。            
(4星)	 end            
(5星)	 經典            
(5星)	 NY Girl In Paris也逃不出Big的手掌心。那么好吧呀，就这样吧。@@ | 每个人的大团圆。            
(5星)	 喜欢SAMANTHA 的个性。。。这一季里她的小男朋友非常帅。。。尤其是把头发剪短以后。。。那个迷人啊。。。            
(5星)	 时尚的最好教材            
(5星)	 一集没落            
(NA)	 就是那么让人欲罢不能！            
(3星)	 HE            
(NA)	 为什么就不能跟smith在一起!            
(NA)	 love            
(NA)	 看完了再不相信愛情了            
(5星)	 you are the one            
(NA)	 年少时看的 当时羡慕她们的自由 现在提不起劲了            
(4星)	 蛮现实的！            
(5星)	 最爱的美剧之一！超爱！            
(4星)	 2009.8.31于新居,结局有点突兀,不过总结出一个道理,有钱有闲的话想怎么折腾都可以......            
(5星)	 终于有了一个好结局            
(5星)	 over and over again            
(NA)	 刚开始觉得话题尺度大，再看觉得讲得是那么回事，最后觉得编剧把女人总结的真是到位啊。。            
(4星)	 同S5            
(4星)	 上学期很迷の一系列。            
(5星)	 看的第一部美剧            
(5星)	 这么多年来从来没有停止过爱这部美剧，带来的何止是三言两句能说完的            
(5星)	 必须力荐。            
(NA)	 经典美剧，狂爱狂爱~~~最爱的主角是samantha jones            
(4星)	 MR.BIG = JOSE            
(NA)	 只看过第六季。。。            
(5星)	 喜欢的结局~~~            
(5星)	 To Carey: you are the oneTo Miranda:What you did that is a love.you love.To Samantha:I forgot to tell you something on the  phone.I love you.To charlotte:they give us a baby,I guess the God remember our adress,we get her in six months.here she is.            
(NA)	 2007            
(4星)	 看了一些电视剧~所以等着看了这部电影~恩！这些女人~怎么就是不老呢~怪怪~每个人都有自己的喜好~我还是喜欢米兰达~            
(5星)	 大爱~~            
(NA)	 最后一集从头哭到尾...            
(5星)	 越来越好看，可以学习            
(5星)	 一直很喜欢，四个女人，一起生活，彼此作伴希望我也可以有这样的生活男的永远比不上姐妹贴心            
(5星)	 女            
(NA)	 爱情友情的集合，对爱不要绝望。            
(NA)	 哎。不想说它好。但是真实。            
(NA)	 還在看！            
(5星)	 看了不下3遍            
(5星)	 很有启示            
(4星)	 一周通宵==            
