http://movie.douban.com/subject/2983389/	寻秦记
(4星)	 滕丽名滕丽名滕丽名四颗星都给滕丽名            
(5星)	 最好的古天乐。            
(5星)	 看过一点点。。            
(NA)	 挺喜欢的一部剧~            
(4星)	 穿越            
(4星)	 古仔在此剧中喜感非常！            
(5星)	 5分给当时的小黑炭林峰            
(NA)	 穿越鼻祖…黄易经典。            
(5星)	 那时的古天乐真是帅的前无古人后无来者            
(NA)	 认识了林峰            
(4星)	 当年的美好记忆。。。%&gt;_&lt;% TVB 的黄金时代。。。%&gt;_&lt;%            
(4星)	 比较早的穿越片。            
(5星)	 国语版粤语版都看过了啊            
(5星)	 我想说编剧真牛！            
(4星)	 穿越剧的经典与代表作，比当下某部狗血的要死的穿越剧不知道要好多少            
(4星)	 对一二集印象深刻啊！那年快要过年坐飞机回家了，出门前就是看的这个！ 古天乐呀。。哎呀            
(4星)	 郭羡妮 啧            
(5星)	 特么太好看了！！！！！！            
(4星)	 一星投给古天乐，他的最后一部电视剧。            
(NA)	 唉唉 曾经觉得最虐的电视剧。宣萱和古天乐什么的……            
(5星)	 重温之后，让人开心、怀念、寂寞又心痛            
(NA)	
(3星)	 断断续续看的，还行。            
(4星)	 蛮搞笑的。比现在流行的清穿拍出来要好多了。            
(5星)	 最好看的一部穿越            
(2星)	 小时候看的穿越电视剧还不错            
(3星)	 第一部穿越剧            
(4星)	 改编的挺成功的            
(4星)	 以前没发现，原来剧中也有基情、            
(4星)	 我居然还看完了...不知是怎样的思想感情...但当年是很喜欢看的，也挺经典。            
(5星)	 年轻时的古仔英气避人！            
(4星)	 7.7            
(NA)	 没完整的看            
(2星)	 讨厌这种为图皆大欢喜而皆大欢喜的狗血结局            
(3星)	 小说是比较好，但影视剧和小说还是不一样的，有些文字表达不可能弄成画面的，所以这个也算不错了            
(4星)	 比较出名的穿越剧了~            
(5星)	 穿越的经典。一直被模仿，从未被超越。            
(NA)	 穿越~~古仔~~~给力的各种女主~~~哇哇。、、、其实算是最爱的一部穿越剧吧            
(NA)	 古仔太帅了            
(5星)	 重温多遍 到现在为止依然爱的一部剧 穿越剧巅峰啊哎~            
(5星)	 还是原著来的黄            
(4星)	 经典~            
(4星)	 比较早的穿越剧了。跟着室友消磨时间，怀念大学生活            
(5星)	 和姥姥一起看的！            
(4星)	 穿越剧经典~~~~~~当初很喜欢琴清。。。            
(5星)	 看了好多次了..~            
(3星)	 當年就有穿越了啊親!            
(NA)	 MB公主死了。MB改编成屎了。MB淫贼都成情圣了。            
(NA)	 一直在地方台看，但总是看不到前段，嗨            
(3星)	 剧情太扯了。            
(4星)	 宣萱 ！！！！！！！！！！！            
(5星)	 看过好多次了，古仔太帅了            
(5星)	 最近重温，依旧好看！            
(5星)	 这才是穿越中的典范！！            
(5星)	 善柔一直是我比较喜欢的角色。。琴清毫无特色可言。。。廷芳大小姐也可爱。。就是公主死的很可怜。。PS= = 基情满满啊亲！            
(4星)	 ok            
(5星)	 再多的默默付出，也抵不过先来后到心中的那抹叹息            
(4星)	 记得不太清楚了            
(4星)	 挺逗            
(5星)	 在它面前神马穿越剧都是浮云            
(5星)	 穿越始祖啊            
(4星)	 扯的很精彩 可惜女主角没一个好看 场景比较单调            
(5星)	 这不打五星？！            
(5星)	 Louis的最后一部剧集呀            
(5星)	 古天乐又一经典！            
(4星)	 很有意思，只是芒果台播的版本画面好差，或许画面本来就差...TVB的通病嘛...            
(5星)	 我喜欢这里面的是。。。郭羡妮呐            
(4星)	 好久远            
(5星)	 太经典了，多少经典的台词啊            
(NA)	 连晋最后被阉了。。。好震撼的剧情 = =            
(4星)	 又翻出来看了一遍。            
(5星)	 情节合理，人物鲜明            
(5星)	 嗷嗷的~堪称小古的帅经典，郭羡妮跟宣萱没法比            
(4星)	 我的第一部穿越剧……            
(5星)	 爱乐乐。            
(5星)	 近两年穿越流行，但是看过几部之后还是觉得这部最为好看···            
(5星)	 古仔的经典电视剧之一啊            
(5星)	 2011-04-28。喜欢善柔啊            
(4星)	 高三的时候吧？            
(4星)	 就2~5集搞笑点            
(5星)	 剧情很不错~比原著还要好~里面有我喜欢的演员~古天乐、林峰~因为是穿越剧~还是比较适合年轻人吧~是我最喜欢的TVB三部作品之一~            
(4星)	 那时候是古仔最帅的时候             
(5星)	 左拥右抱的古天乐~            
(4星)	 还是白回来吧。            
(4星)	 断断续续看的，印象还不错啦。            
(4星)	 看此片学粤语。            
(5星)	 经典            
(4星)	 些许沉闷，但是喜欢古天乐和萱萱啊！            
(5星)	 都说经典，所以才来看看。真的很不错的电视剧，O(∩_∩)O~            
(5星)	 我的初二，我超想一口气看完的电视剧。经典。            
(5星)	 穿越            
(5星)	 有古天乐和林峰···            
(5星)	 这是古天乐在无线的最后一部剧啊~~~哎，太可惜了。            
(5星)	 穿越电视剧的鼻祖，那是的古天乐，那是的时光，那是的我。。            
(4星)	 这难道不是穿越剧的鼻祖之一吗？            
(5星)	 永远的经典啊             
(4星)	 比书好，个人感觉            
(5星)	 一个个奇女子            
(NA)	 那时的古仔很帅很年轻，那时的林峰脸很大但是清纯。我说，连纪嫣然都木有还能拍出来真神奇，果然TVB编剧非常能编。江华演的连晋，真帅啊~~            
(5星)	 第一次看是在某人推荐下，这绝对精典            
(NA)	 可能是我看的第一部穿越剧吧            
(4星)	 早年的穿越剧，那时候觉得真神奇。            
(5星)	 又是穿越……            
(5星)	 江华好帅            
(4星)	 古仔很帅~            
(5星)	 古天乐就是项少龙，再找不到更适合的人选            
(4星)	 彼时的古天乐帅得无以复加啊！！从头到尾不喜欢乌廷芳这个角色。琴清的前夫是马国明演的- -            
(5星)	 不解释            
(NA)	 当时冲着古天乐和宣萱去的            
(3星)	 曾经很火...            
(3星)	 还没看完....            
(5星)	 觉得是超好看的穿越哇~帅死了            
(5星)	 太爱项少龙了 就算第二次看是失望 但还是力荐@            
(4星)	 这是我看的比较早的穿越剧。            
(3星)	 黑包            
(5星)	 穿越剧的鼻祖啊            
(5星)	 哎。这不用说的了。古仔的成名之作哇。            
(4星)	 古天乐啊~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~            
(NA)	 好看！            
(5星)	 穿越剧中的经典，古仔很有型，喜欢古仔和小倩的那段            
(3星)	 比起现在的穿越剧好多了，至少项少龙办了不少人事儿！            
(3星)	 穿越啊 ！！！！！！！！！！！            
(4星)	 古天乐真可爱。            
(4星)	 剧情很好  后来我为了看林峰              
(5星)	 每个角色都嗲怎么办            
(4星)	 原已好笑，後來細膩            
(NA)	 古天乐好帅……            
(4星)	 有创意            
(5星)	 郭羡妮果然靓女            
(NA)	 推荐            
(3星)	 原来我以前没看过这部片，现在看了，原来就是这么回事！            
(5星)	 中學時候就覺得林峰好看，現在是TVB一線小生了，，呵呵            
(4星)	 还不错~但是小说更更好看            
(5星)	 哈哈，穿越题材的电视剧，我看过的第一部。林峰的第二部戏，很多人都喜欢他演的赵盘~~~那个历史上提过纸上谈兵的赵构的儿子~            
(5星)	 看N遍，终觉得里面的音乐牛。            
(5星)	 超级喜欢这部TVB剧            
(3星)	 穿越始祖?            
(5星)	 大爱            
(4星)	 悲剧            
(4星)	 就是这里讨厌郭羡妮的...装什么圣女            
(5星)	 看完了，善柔那一秒钟的依靠好感人，另外，不懂历史是有多杯具啊，每个历史考不好的中学生都该看看。            
(4星)	 才发现我喜欢的两个港星都出自这里            
(5星)	 好剧什么时候都是好剧，看几遍也还是好剧！真的爱了小古好多年！            
(5星)	 好经典啊！            
(NA)	 在魏家里看的，喜欢萱萱和古仔。            
(5星)	 经典            
(4星)	 那段时期的古天乐太帅了好不好！            
(4星)	 不喜欢郭羡妮，还是萱萱美。第一次知道林峰            
(5星)	 穿越得很好，音效也不错            
(5星)	 实在太好看了！！            
(5星)	 好看。            
(5星)	 不知道为什么，看这个剧的时候非常喜欢，大概是古天乐吧            
(4星)	 你那时的颜啊!!            
(4星)	 伪娘当道，古仔版的少龙帅的男人味十足。。            
(NA)	 十几年前包夜通宵达旦看这片，如今再看，还是百看不厌！经典就是经典，无法复制，没有遗憾~            
(4星)	 可能穿越剧就认这部和穿越时空的爱恋了= =            
(4星)	 想当年那古仔的颜啊...现在简直就是惨不忍睹            
(4星)	 那时还不认识林峰            
(4星)	 曾经看的很开心！            
(4星)	 还是当年的穿越比较好看            
(NA)	 穿越            
(2星)	 一星给古帅，半星给萱萱，半星给江华            
(3星)	 与小说比差别还是很大的，不过小说那些内容也不适合拍成电视剧来看            
(5星)	 穿越的经典之作！！！帅帅的项少龙~~            
(5星)	 虽然篡改的厉害，but古仔就是我心目中的项少龙啊。。。有人说噶多妞，就宣萱最难看了，我哪能觉得当时的郭羡妮婴儿肥老难看的啦。。。关键还是我特爱宣了。。。            
(4星)	 虽然剧本改编的很厉害，但还是喜欢古天乐扮演的项少龙            
(NA)	 听命最高            
(4星)	 总算因为和谐关系没有采用原书那么多老婆的结局，只留了两个而已。。。剧情已经记不清了，但是不知为何一直牢牢记着最后项少龙的儿子是项羽这件事。。。            
(4星)	 古天乐真帅！看了一个学期终于看完了……            
(4星)	 只记得穿越了。。感觉还不错。。。            
(4星)	 TVB经典之作            
(5星)	 西楚霸王是我儿子            
(3星)	 美女数量已经不能用删减来形容了。            
(NA)	 虽然和书相差很多，但是还是很好看的一部电视剧...             
(4星)	 记得这部剧是没有完整看完的，不过这样的题材算蛮新鲜的，古天乐简直就是美女见美女爱的大情圣嘛。记得其他配角如江华、姚莹莹、郭峰、雪梨的角色和表现都挺不错。林峰那时真有够黑，演技算一般。喜欢宣萱的邬廷芳，最后若没记错应该是和郭羡妮一起陪着古天乐吧？搞笑的是原来项羽是他的儿子啊，哈哈。            
(5星)	 看过八遍都有了 穿越剧之里程碑            
(3星)	 现在想想 绝der啊            
(NA)	 穿越鼻祖            
(4星)	 开启了电视剧中穿越类型的先河            
(3星)	 暂时看到6集            
(5星)	 唯一喜欢的穿越剧 好看呀么好看 古仔真是萌死我了 剧情也很搞笑 当时还纠结项少龙到底爱谁 现在想想 明显是赵盘！！当年的林峰可是黑黑的攻啊 怎么现在变成一脸的小受了呢  女的里面最爱的是善柔，，哎 好希望他和项少龙啊，，最后肩膀的那一靠真是感动到我了            
(NA)	 好搞笑啊~~~            
(4星)	 TVB经典好戏，但是今天再看，古天乐依然帅呆了，宣萱还ok啦，林峰太年轻，郭羡妮却没有第一次看的时候那么吸引人，不知为什么，难道是感觉变了？            
(5星)	 名副其实五颗星！！！            
(5星)	 穿越～            
(3星)	 因为有宣萱才看滴！            
(3星)	 当年            
(4星)	 一出就去租片子看了。当年很喜欢。好像林峰就是从那时知道的。古仔的项少龙很喜欢。            
(NA)	 对这部剧还有古天乐的喜欢找不到形容词来表达，之后所有拍的穿越剧都比不上这部的经典与细节考究。            
(5星)	 可以排入前十位的电视剧集吧            
(4星)	 林峰当年丑得不得了。            
(5星)	 TVB经典剧，最早的穿越剧吧。塑造了铮铮铁骨有情有义的项少龙，多么经典的角色。最受不了大陆剧神话对其的模仿，瘦巴巴的胡歌怎么能比得上古天乐，唉！            
(5星)	 多年前看的，豆瓣上还真没几个接近8分的电视剧            
(NA)	 记录童年观影历史            
(5星)	 天命最高。。。            
(5星)	 古天乐好搞笑            
(3星)	 小说更好看些            
(4星)	 穿越里面比较欧的。哈哈            
(4星)	 古天乐最好睇噶电视剧！            
(5星)	 挤眉弄眼~哈哈哈哈~果真是的哈！很有气势啊！大王~            
(4星)	 其实看的蛮high的~~~~我喜欢善柔~~            
(4星)	 这才叫穿越！话说当年觉得郭羡妮好美。。            
(4星)	 不用说，最早的穿越剧！经典！            
(3星)	 比起小说简化了好多，不过古天乐有喜感啊。            
(5星)	 古天乐太帅了，我觉得这是他最能展现个人魅力的角色，电视剧比书好            
(5星)	 黄易的小说更好看~            
(4星)	 我爱古天乐!!!            
(5星)	 百看不厌的...            
(5星)	 结局我好像没看 但是一开始还蛮好看的 我还是喜欢萱萱            
(3星)	 最近为了学粤语把寻秦记的粤语版又看了一遍 全当巩固粤语把            
(5星)	 穿越！            
(4星)	 穿越穿越，这是我看的最早的一部穿越了，然后就是穿越时空的爱恋。            
(5星)	 你说说，好不容易廷芳和项大哥在一起，偏偏来个秦青，让人实在不能接受，我还是喜欢一夫一妻制！            
(4星)	 记住古天乐            
(3星)	 不看小说4星 看了小说后勉强3星            
(4星)	 最爱的穿越剧。。。            
(4星)	 穿越中的经典            
(5星)	 穿越的经典之作            
(5星)	 反复看了好几遍 特意找了原著的书看 但是 这也差太多了吧！！            
(5星)	 古天乐演的很好啊~~（这个阶段最帅了！~~）  电视剧不比小说差呃！            
(5星)	 第一部穿越电视剧 神作啊！！            
(4星)	 古天乐，好年轻            
(5星)	 要是宣萱古天乐在一起就好了            
(5星)	 穿越剧的经典，百看不厌！            
(4星)	 穿越剧的启蒙啊~~            
(4星)	 我甚至看过两部穿越剧！哦耶~            
(3星)	 断断续续看了些。            
(4星)	 我觉得这才是首部穿越剧吧。            
(5星)	 当初为了看完这剧，我妈租碟多部容易啊            
(4星)	 当时觉得古天乐好帅            
(4星)	 前面比较轻松搞笑，后面就有点沉了。。。            
(4星)	 古仔还是这个时候帅啊            
(4星)	 穿越嘛 鼻祖吧            
(4星)	 恶搞的很有意思啊~            
(4星)	 好像是我看过的第一部印象比较深的穿越系列            
(3星)	 林峰！古天乐！            
(4星)	 Form 1 stuff            
(3星)	 不喜欢林峰额            
(3星)	 好容易看完了            
(4星)	 现在回想 真是穿越剧的先河呀            
(4星)	 黄易啊啊啊啊            
(5星)	 废柴男项少龙。。。            
(5星)	 记忆的片段总是那么美，大家都是“自私”的，给回忆投票。            
(3星)	 林公子真黑啊，原来是跟古天乐学的            
(5星)	 非常好看的，剧情很棒，而且各种主角都很喜欢，特别是萱萱            
(4星)	 港片难得看完的            
(5星)	 记忆中深刻的穿越            
(5星)	 穿越的始祖            
(NA)	 故事编的好啊            
(2星)	   改得一般~            
(5星)	 经典            
(5星)	 古仔和宣萱，大爱            
(3星)	 不知道是不是西装眼光高了，高中时期很热的剧，现在看来并不及所传的那样好看~~前半段比较轻松搞笑~后半段硬要凑剧情就有点看不下去了。。            
(3星)	 还是原著好看，话说某人历史老师还让他看这个学历史…            
(4星)	 看过的唯一一个穿越            
(3星)	 异想天开            
(5星)	 超好看！！喜欢林峰就因为此剧！            
(5星)	 小时候简直看疯了~因为最后一集老妈没让看而赌气 哈哈突然又想看了 古天乐真是帅啊            
(4星)	 其实看完这部剧之后我又去找了原著和原著改编漫画来看，漫画作者是黄玉郎，项少龙肌肉纠结，一众女性胸大无脑，酒池肉林，小说就是男性理想的后宫，无所不能的男主和一群貌美如花能力出众偏偏只爱男主的女主1234567号。然后我觉得我能原谅电视剧里项少龙左拥右抱了，至少电视剧把后宫减缩了很多            
(5星)	 开始了解一些可能错误的历史  最喜欢的穿越            
(NA)	 新年愿望：古仔变白！            
(5星)	 你是項少龍嗎~            
(NA)	 2011年1月份。            
(4星)	 第一次在电脑上看的剧~            
(4星)	 我姐多爱宣萱啊。。。            
(5星)	 總覺得嬴政的眼神過於淩厲。            
(4星)	 穿越当年多新意。现在都烂了。            
(3星)	 嬴政很帅气            
(4星)	 这不都是电视剧么？？？            
(5星)	 大赞这部剧~            
(4星)	 幸好不想书里面那么多的老婆。            
(5星)	 个人很爱~~ 古天乐顶峰时期啊            
(4星)	 真是不错            
(4星)	 穿越剧中比较不错的了            
(4星)	 穿越剧的鼻祖？不是很喜欢啊            
(5星)	 电视上碰到起就看一遍 很喜欢啊            
(5星)	 初中时候疯狂追看的神剧啊 真的很经典            
(5星)	 古天乐的最后一部TVB剧集，之后10年没有经典的武侠剧了            
(4星)	 重新看了一遍，不错，终于从头看到尾了，最印象深刻的是里面的一首音乐，很不错。琴清很美，神情举止都表现得很好。            
(3星)	 911 那天晚上一直纳闷tvb怎么一直在播新闻 没播剧了            
(NA)	 有篡改历史的嫌疑。。。。            
(1星)	 没看全，古仔很帅            
(5星)	 帅的一塌糊涂             
(4星)	 有笑的            
(5星)	 第一次追着看的港剧            
(4星)	 林峰啊，从那时就留言哈……            
(4星)	 重温经典。还是喜欢初见的前半部分。大爱港剧。            
(5星)	 好看的。。            
(4星)	 我怎么现在才看上你呢？            
(5星)	 年少无知时看着很搞笑 现在嘛……JQ当道~            
(5星)	 喜欢            
(NA)	 初中看的~租碟的时光啊            
(3星)	 结局让人很鄙夷啊！看得我完全不知道什么叫爱情了，觉得自己不能留到最后就谁都不爱，决定留下就谁都不拒绝，这算什么啊            
(NA)	 算很早的穿越类作品了            
(4星)	 以前看过的            
(5星)	 上大学时看过            
(4星)	 妈的，古少太帅了，穿越古今都一样迷死人            
(4星)	 蛮有意思的 ··               
(NA)	 我就看了一半，那算不算看过呢？？因为我觉得剩下的剧情吸引不了我耶            
(4星)	 歌曲很好听呐，古仔也帅得酷酷的            
(5星)	 这部戏我想给十星啊!!!!!!!!!!            
(5星)	 港片中比较喜欢的，古天乐的电视剧不错             
(5星)	 古天乐还是很帅的！！！风趣幽默            
(4星)	 经典啊            
(5星)	 不可复制的经典            
(5星)	 爱古天乐所以爱项少龙，因为这部电视喜欢上林峰 哈哈            
(4星)	 除了觉得香港女演员真的不漂亮之外还是可以的            
(5星)	 搞笑天赋太足了吧哈哈哈最爱的电视剧            
(5星)	 电视剧穿越的鼻祖。。            
(4星)	 一直想看却没好好看过的TVB经典剧，这次总算被我全部仔仔细细的重温了一遍，某同学那么喜欢项少龙真不是没有道理的，那个时候的古天乐，白的时候俊秀，黑的时候性感，妈的，真是帅惨了...黄易真能套，项少龙一手扶立赵盘成为嬴政，其儿子项羽又一手灭了大秦，所谓有因必有果，顺理成章。            
(5星)	 多年前看的。当年大热，穿越剧的起始。            
(2星)	 书不错。            
(4星)	 又一部 穿越时空的爱恋 但却有 一个幸福的结局            
(5星)	 为多的看了两遍的电视剧            
(5星)	 重温一遍            
(5星)	 好棒的穿越时空啊，特别是秦王朝            
(4星)	 看过原著小说，其实电视剧和原著小说没多大关系，电视剧更好看更和谐~XD~            
(4星)	 啊哈~            
(3星)	 林峰的扮相一看就是个暴君，但是有必要这样一直吹胡子瞪眼吗？    虽然真的很花痴他，但是到后面真的有点忍不住看到他想快进!            
(5星)	 高中时的大爱            
(5星)	 又是一部经典！~~项少龙啊！！！太灵了！！！！            
(5星)	 独爱赵倩。            
(4星)	 还不错~~可惜了善柔啊            
(NA)	 帅锅            
(3星)	 托芒果台的福。我算是基本把它看完了。古天乐...下巴什么的...还是那个时候好看...就是这个男女问题什么的...我不大中意啊...            
(4星)	 黄易的书其实很YD的。            
(5星)	 时光一去永不回，往事只能回味。            
(4星)	 简直就是穿越记啊！~            
(4星)	 算是穿越始祖劇么？            
(4星)	 古天乐好盏鬼            
(4星)	 很多喜点。            
(4星)	 大爱善柔。            
(5星)	 虽然几乎就和原著不一样了，但是我还是挺喜欢编剧的才华的。我觉得现代人在古代也就是身临其境的感觉了。            
(3星)	 穿越剧之始祖我爱追本溯源            
(5星)	 真的很喜欢这部剧啊&gt; &lt;            
(5星)	 读完史记，在看一遍寻秦记也不错了            
(3星)	 古萱配。            
(3星)	 穿越。            
(5星)	 比较早的穿越剧啦,古仔与宣萱的配合太爱了            
(NA)	 我觉得是我看过的电视剧里最好的，古天乐演这个太合适了！            
(5星)	 如果你喜欢穿越，如果你看电视 嘿嘿，力荐！            
(5星)	 看了昏天黑地，写了篇长长的影评，不过质量不高呃，喜欢古天乐、萱萱和江华的表演，喜欢这部剧~雅，想你啦~            
(4星)	 萱萱！我爱你！            
(5星)	 非常喜欢            
(3星)	 原来这么没看头！黄易真是屎尿屁！            
(5星)	 终于看完了，真是不舍得，太羡慕你拥有琴清和公主了，得此女子此生无憾            
(4星)	 喜欢古天乐。也比较喜欢这种穿越的爱恨情仇            
(NA)	 10年过去了，对戏里惊鸿一瞥的王翦念念不能忘怀。            
(5星)	 百看不厌哈            
(4星)	 嬴政太给力            
(4星)	 古仔真年轻             
(5星)	 黄易开始入主tvb，但其实就这部拍得最好，后面的大唐还好，覆雨就萎了            
(5星)	 我看过最好的穿越剧            
(3星)	 什么时候大陆和香港能在古装片上互相弥补就好了            
(4星)	 为滕丽名的善柔而投票，最心疼她。林峰的秦始皇，相当惊艳！            
(5星)	 忽然想再看一遍            
(5星)	 当时日啊夜啊的守着一遍又一遍的看呀。            
(4星)	 早期的穿越经典TVB大戏~古帅还是白的好啊。。。            
(5星)	 好好看哦！看几遍都不厌！            
(3星)	 完全冲着古天乐啊            
(4星)	 戏逢古人            
(NA)	 乐哥。变黑的开始！            
(5星)	 曾经看的我傻傻比比想穿越。。            
(NA)	 超爱的组合 古天乐和宣萱            
(5星)	 哇，古天乐最帅的片            
(3星)	 这个小说看过一点,完全是项少龙的艳遇史.电视剧精彩多了,穿越什么的....            
(4星)	 如果符合一些原著就好了            
(5星)	None
(5星)	 结局很囧。            
(5星)	 怎一个经典了得！            
(5星)	 很喜欢的一部穿越电视剧！顶！            
(4星)	 相当的好看！            
(5星)	 古仔的tvb剧 必须顶            
(3星)	 看古天乐来的            
(5星)	 看了无数遍，还是喜欢古天乐这个装扮            
(4星)	 穿越经典剧，大爱古在乐和宣萱            
(4星)	 挺成功的穿越剧            
(5星)	 古天乐继1995年《神雕侠侣》之后最好看的剧~            
(4星)	 穿越第一剧。            
(4星)	 和原著比差很远。            
(5星)	 经典的是古仔的帅气和诙谐~~            
(4星)	 当时还是冲着古天乐看的呢~            
(4星)	 我最喜欢的穿越剧~~~穿越剧就是笑点多            
(3星)	 小学时意淫的电视            
(5星)	 古仔最帅的时候莫过于项少龙和徐飞。另外这部戏里林峰演技最高            
(3星)	 为什么那些穿越剧都喜欢穿到秦朝。。。            
(4星)	 前半部分爆笑 后半部分看得比较纠结            
(5星)	 大爱的一部TVB的电视剧            
(4星)	 古氏少龙不再种马。但没有嫣然让我心总觉得少点啥。            
(4星)	 当时好看！            
(5星)	 觉得三元应该多点戏份            
(5星)	 好看啊            
(5星)	 现在回头看这帮老家伙演技真好!            
(NA)	 黄易 经典            
(4星)	 穿越又一剧！还不错的呢，但是最后项少龙左拥右抱那段实在令人无法接受呢！@Home            
(4星)	 林峰当年的锋芒初露。            
(5星)	 2001年的片子，现在看还是那么有味道。我被琴清原来的将军老公吓到了，马国明瘦得我差点没认出来，好在我听的出你声音呀！            
(NA)	 古迷！            
(4星)	 穿越剧中最喜欢这部，古帅演滴不错            
(4星)	 古宣配。            
(5星)	 想当年第一次看的时候，穿越时空，，            
(5星)	 当年网吧通宵。。            
(5星)	 高一那年看的如痴如醉。            
(3星)	 反正我不喜欢。            
(4星)	 当时看来是很有想象力的电视剧            
(3星)	 一看到寻秦记 必然会不自觉地忆起暑假在空调房中度过的午后和深夜            
(5星)	 好像是考试不错妈妈才准租碟看的。第一次看的时候快笑死。tvb曾经的最爱之一 古天乐            
(NA)	 还好，有点想回到古代……过田园牧歌式的生活，嘻嘻。。。            
(5星)	 很经典 百看不厌            
(5星)	 值得反复煲的，没想到有40集。。。当年对穿越很惊喜。。现在烂大街了            
(4星)	 果然古天乐古装造型比现代造型帅气内！~同样是经典 想当初老爸还借碟子回家看这            
(5星)	 还是寻秦记最给力呀，七八遍依然看得津津有味。            
(3星)	 明白未来太多事情，同样也会给生活带来不小的烦恼。            
(5星)	 无疑的好看，穿越鼻祖            
(5星)	 穿越的经典，呵呵，百看不厌            
(5星)	 又看老剧            
(5星)	 还在横店看了片场            
(5星)	 古天乐和林峰很有爱哟~            
(4星)	 古天乐的经典之作.            
(3星)	 看得不全不好评价……            
(NA)	 不一样的穿越            
(4星)	 给力## ~!@ 神马历史规律都是浮云            
(5星)	 无论多少遍看都看的下去的片子还不给五星？            
(3星)	 读初中时在吃饭的馆子看完的，还有雄霸天下。            
(3星)	 我真是很喜欢萱萱            
(4星)	 美女            
(5星)	 穿越剧的鼻祖            
(NA)	 这个穿越剧还不错，到后来就觉得有点扯了            
(5星)	 生了个儿子素项羽            
(4星)	 黄易也穿了。            
(5星)	 当年看得我那叫一个鸡冻....老师问项羽是谁...第一个反应就是项少龙的儿子...            
(4星)	 姐姐喜欢古天乐 我也关注一下 嗯 演得真好 TVB就是精品迭出啊！一口气全部看完了 哈哈            
(4星)	 应该是我看的穿越的首部电视剧            
(5星)	 “我爱你”的手语还是没学会            
(3星)	 我他娘的还穿过越。            
(NA)	 吃饭看完            
(5星)	 超喜欢的一部，到现在也很回味，经典！            
(4星)	 古仔，少龙一角舍你其谁～            
(4星)	 很不错的港产            
(5星)	 其实小说比电视的关系还混乱。。。电视里，我连公认的很丑的公主都觉得很不错，好吧，我承认我对古天乐有着狂热的个人崇拜。。。我爱墨家，从这部电视开始。。。            
(4星)	 好看！            
(5星)	 穿越剧中绝对的经典。            
(4星)	 tvb再也拍不出这种片子了。            
(4星)	 经典。            
(5星)	 这部不用说了。从来没有电视剧能让我看三遍的。古仔太帅了。            
(5星)	 改编剧的典范啊~~            
(NA)	 我现在还记得萱萱你跳的那个舞，当时好惊艳啊，前一阵找回来一看就不是那么回事了，年纪小的时候比较好哄~但是我还是喜欢你。            
(2星)	 use to kill time for summer break            
(5星)	 哈哈，很有趣的一部连续剧；古天乐的演技真是好。            
(5星)	 就是爱宣萱            
(5星)	 经典            
(4星)	 穿越剧的鼻祖            
(3星)	 里面的公主真不招人待见            
(5星)	 经典~~            
(5星)	 让  郭羡妮演好女人真是败笔。            
(4星)	 多年后回头再看，真是腐得我肝儿颤，啧啧••••••            
(NA)	 很经典的穿越。            
(4星)	 还记得电视开始宣萱跳那个大鼓舞的场景，一抬头的那一场，^_^强迫症一样的看了好多遍O(∩_∩)O~        不错的电视剧，顺便感叹一下，今年怎么美好的古装剧？！            
(5星)	 经典的书经典的剧~何谓快闪？            
(5星)	 非常好看的片子！~穿越的经典！~            
(4星)	 其实还真没看完...那时候看的港剧数量上已经开始减少了。            
(NA)	 善柔！滕滕！            
(4星)	 最初看的穿越作品呀。。            
(5星)	 最满意的港剧            
(4星)	 当年好迷。。。            
(5星)	 特别喜欢这部电视剧，也喜欢古天乐的表演~            
(4星)	 看重播更觉惊艳。            
(5星)	 很多年的回忆。。                
(4星)	 编剧不错~            
(NA)	 不是很喜欢            
(4星)	 N年前看过的            
(5星)	 林峰 当时 还是2线            
(4星)	 对善柔有偏爱            
(4星)	 老经典的穿越剧了            
(NA)	 好看哦。古天乐怎么能那么帅呢~~~            
(5星)	 比书好多了            
(4星)	 可算是看完了 就为了看看古天乐            
(5星)	 看過小說原著，貌似還沒有哪部片子能像尋秦記一樣，電視劇和小說一樣棒！            
(3星)	 首穿越。            
(4星)	 黄易的故事不错。古天乐不错。不过一干美女都心许他。。这个呃。。还有结局。。项羽啊。。囧~            
(3星)	 那个时候多喜欢古天乐啊！            
(3星)	 编的还行，感情戏罗嗦了，古天乐老是扮一见误终身的角色啊。            
(5星)	 最后有淡淡的惆怅            
(5星)	 经典            
(3星)	 看的第一部穿越            
(5星)	 开始看林小峰            
(3星)	 喜欢这部。。。可惜讨厌黄易。。。            
(5星)	 少爷的第一部算是主角的电视剧吧、黑黑的小子，那时候还没发现，原来他那么有味道啊。。            
(5星)	 经典之作~            
(4星)	 很搞笑，古帅的成功转型            
(4星)	 林峰的嬴政着实惊艳。            
(NA)	 I love you！            
(5星)	 话说。这个真的是穿越的鼻祖级别的了。            
(5星)	 港剧经典！            
(4星)	 大学时代的欢乐啊            
(5星)	 整片相当连贯。            
(3星)	 很搞。            
(5星)	 很喜欢古天乐和宣萱。寻秦记很好看，有时还很搞笑，看了两遍呢。项少龙是个精彩的人物，还得到那么多女人的青睐，其中比较不喜欢秦青，偏爱乌廷芳，善柔也是个很有个性有点让人触动的角色。            
(5星)	 把二流的小说,拍成一流的电视,给5星            
