http://movie.douban.com/subject/2157131/	少年包青天
(NA)	 尔康 你变黑了尔康            
(4星)	 完全是冲着尔康。。            
(5星)	 儿时经典，血祭坛和隐逸村这两章看时常常会引起生理上的不适，严重时晚上做恶梦。            
(4星)	 热播的时候正上初中呢，天天回家看，还被妈妈骂。但是确实好看，演员演的也好，噜一跟等吵演的那两个根本没法看            
(NA)	 阿西巴，都过十多年了还是能一眼认出凶手            
(4星)	 尔康演得不错            
(3星)	 尔康你好！            
(NA)	 没说的。。。            
(4星)	 我其实还是冲着陈道明来的。。。            
(4星)	 电视剧总是第一部最好。            
(4星)	 基本各种奇怪的手法都能见到，鼻孔演的包拯更可爱些            
(4星)	 童年呀~！！            
(3星)	 就是周杰这个人不咋地            
(4星)	None
(4星)	 那时候还不错            
(5星)	 第一部是真好看，狸猫换太子啊            
(3星)	 这个版本还是不错滴            
(NA)	 不記得劇情 1年級看的- -            
(5星)	 五颗星！！！ 内地破案片 算不错了            
(5星)	 以前很喜欢看。            
(4星)	 初中一个人在家看这个电视剧时居然有时候莫名的会心里毛毛的，丢人啊            
(4星)	 其实周杰演技很不错，鼻子大也不是他的错~~            
(3星)	 尔康嘛像→_→            
(3星)	 周杰演了好多特红的片子 不过周杰还是没红 好可怜            
(NA)	 当时都不敢一个人看，在我看来，气氛渲染得还是蛮好蛮好的            
(5星)	 小时候最喜欢的，之一            
(3星)	 我觉得周杰能收收他那鼻孔更好            
(3星)	 周鼻孔在这时候一点也不讨人厌，跟陈道明演戏的时候一样，用力地做作。            
(3星)	 公孙策算是我小学时代喜欢的第一个男演员了……            
(5星)	 真心好看！吓坏了我的童年…            
(4星)	 那时候“尔康”还未成鼻孔帝，也未成为周逃逃，也许先入为主，总觉得这个包黑炭最是顺眼的，木呆却温情。最重要是还有一位风度翩翩，秒杀大叔控的陈道明版八贤王，举手投足皆是风采……直到现在我仍然能回忆起当年守在电视前追剧的日子……            
(3星)	 - -            
(5星)	 里面每个角色都很好～～　非常喜欢～～　周杰演技还是不错的＝＝            
(5星)	 儿时记忆            
(4星)	 好看！            
(4星)	 頭上一片青天，心中一個信念~ 只要真相大白，一切無愧於心~     舊時回憶什麼的，總是美好的~            
(3星)	 童年阴影。            
(4星)	 以前可喜欢看了            
(3星)	 抄袭柯南的那个故事我记得很清楚~            
(3星)	 年轻时候很中意。            
(4星)	 当我还不知道金田一的时候 少包在我心中就是神作啊            
(4星)	 很好很喜欢            
(5星)	 咦，又有重播~你说狸猫换太子是历史真事不？            
(5星)	 就是现在再看还是会吓得不轻= =哈哈            
(4星)	 三星半，11年6月            
(5星)	 黑炭啊~酸策啊~            
(4星)	 那时候的尔康，还不是鼻孔君。            
(4星)	  我饿喜欢内主题曲啊！            
(4星)	 尽管案子不是抄袭柯南就是抄袭金田一 但是公孙公子还是让少女的暑假不寂寞哈哈哈哈哈哈！！ 他和庞飞燕暧昧的小爱情当年很萌啊&gt;&lt;            
(1星)	 那会周杰还不恶心            
(5星)	 当时看着恐怖极了            
(4星)	 现在再看整个故事结构还是比较完整和用心的，尤其是最后一个故事和前面剧情的承接。周杰那时风头狠劲，咋后来就傻逼了呢？            
(3星)	 当年看得那个惊悚啊，心理素质真低~~            
(5星)	 当初看到干尸那集多怕来着，好吧，我承认我胆子小。            
(4星)	 后来看过《金田一》才知道，借鉴了那么多……那个经典的移花接木熬~庞飞燕和公孙策这一对萌点最高！释小龙啊当年的你是如此的可口动人！            
(5星)	 …我的童年…            
(3星)	 这种片归为悬疑惊悚。。。好欢乐。。。            
(4星)	 老实说还是周杰的版本好看啊……            
(4星)	 这片真的真的挺好看的。            
(5星)	 小时候看的，很喜欢。主题曲还会唱呢。            
(4星)	 小时候很喜欢看的说。。。虽然后来知道里面的情节早就被侦探小说用烂了的。。            
(5星)	 帅气的公孙啊，好喜欢的说，            
(4星)	 破破案子什么的电视剧我还是很爱看的            
(4星)	 有bug，不过总体很好看~            
(4星)	 只看过这一部。还行！            
(5星)	 小时候巨喜欢，看过好几遍            
(5星)	 我记得暴雨梨花针~!!            
(NA)	 我爱死泉哥的公孙了~            
(5星)	 初中时候太喜欢了!!!            
(5星)	 我我我我就喜欢怎么了！！！            
(4星)	 虽然不喜欢周杰，但是这部真的还不错            
(4星)	 copy得还不错            
(4星)	 小时候特喜欢看这个··            
(3星)	 周杰你的鼻子……            
(4星)	 好喜欢看==  当时的周杰还不是大鼻孔            
(5星)	 作为大陆的破案片相当不错了，第一次在北京看到的时候，讲的是诅咒的案子，惊为天人，太经典了~~神片~~然后，我根本否认后面几部的存在            
(5星)	 巅峰了            
(5星)	 还是第一部好看            
(3星)	 包拯好2            
(4星)	 剧情无耻抄袭。。。             
(5星)	 古装悬疑剧中的最爱！            
(4星)	 第一部的周杰很可爱，有点呆呆的。            
(2星)	 案件的各种赤果果的抄袭，实在让人挺无语的，无聊时凑合看。            
(NA)	 少年时代的剧            
(5星)	 第一部比第二部好，话说其实鼻孔周这里面演的挺好的，甩陆毅好几条街呢~~            
(3星)	 编剧真坑爹啊            
(4星)	 -.-            
(4星)	 童年记忆            
(1星)	 抄            
(4星)	 中国的福尔摩斯            
(3星)	 当初觉得公孙策蛮帅。            
(4星)	 小时候每次看完我都好怕！演到最后老是留灵异，要不留悬疑！幼儿时的我伤不起啊！尼玛，片尾时候还全黑，歌曲那么凄凉！而且一直都是大热的对唱情歌，到现在我听到那首片尾曲我心里都有阴影！            
(3星)	 算得上古装青春偶像剧的始祖了            
(4星)	 曾经嚼得好吓人哇.......            
(4星)	 呜呜呜呜呜完全为了傲娇公孙策            
(5星)	 最原汁原味的少年包青天，一代人的纪念。            
(5星)	 这就是我少年是的爱啊！！！            
(4星)	 小时候还不知道金田一，柯南也还没广泛传播，这就是悬疑推理的代言            
(4星)	 名侦探柯南电视剧版            
(4星)	 很经典~但是看完以后晚上睡不着觉！！！            
(4星)	 包拯和公孙策的JQ友情史，还是一比较好            
(4星)	 很有意思             
(4星)	 尔康你肿么了！            
(5星)	 周杰啊周杰，听说你人品差，但你演的电视剧是最好看的，经典            
(4星)	 抄挺好的呀。人都立得住。            
(NA)	 居然有40集？？            
(3星)	 我觉得当年鼻孔尔康演的包青天我最喜欢耶~~            
(4星)	 周杰的第一部最好看。            
(4星)	 就是爱看~hiahia            
(3星)	 还记得插曲总是很诡异。            
(4星)	 那是觉得公孙策真帅            
(5星)	 一部不如一部            
(5星)	 第一部最好看            
(NA)	 看了N遍  我还是比较喜欢第一部             
(3星)	 鼻孔派教主。            
(3星)	 尔康你肿么了尔康！！            
(5星)	 是要有多喜欢看啊！            
(4星)	 当年还是很喜欢看的，虽然各种抄袭...我喜欢公孙策耶~            
(3星)	 简直就是国版名侦探柯南            
(4星)	 很喜欢的推理。            
(4星)	 小时候守着看的~            
(4星)	 当时看得超！哈！皮！第一部果然最萌！还有现在的那些”人性化“都学学这部就好了~            
(NA)	 我很喜欢，判案的            
(4星)	 童年的回忆……            
(4星)	 前两天还一直在回忆剧情            
(4星)	 真不错。            
(4星)	 剧情不错，最好看的一部。虽然后来说剧本有抄袭嫌疑。演庞飞燕的妞挺漂亮的，后来不知道怎么没发展            
(4星)	 第一部还是不错的，尽管是抄袭。。。            
(4星)	 还蛮好看的。            
(5星)	 不说了，还是挺经典的。            
(5星)	 其实那个时候是喜欢公孙策的说            
(4星)	 那会多喜欢李冰冰的。。哎            
(4星)	 这绝对是国产顶级恐怖片。。许多场景至今记忆犹新。吓得要死            
(4星)	 里面所有演员都喜欢~            
(NA)	 各种抄金田一。。            
(NA)	 还行            
(3星)	 老被吓着            
(NA)	 最喜欢这个少包，后面的两部要么太严肃要么太不正经            
(3星)	 都是还珠格格的后续……            
(3星)	 从这里认识的任泉，觉得很有才很帅很自然，不故弄玄虚，展昭也不错哎歌也好听。其他，没什么感觉。            
(4星)	 这个推理我挺喜欢的，周杰演的比较喜欢的片了。            
(4星)	 内地难得拿得出手的推理电视剧            
(NA)	 那年周杰还没有人称鼻孔帝。。。            
(4星)	 还是小学看的，那是好青涩，历历在目            
(5星)	 当年爱过鼻孔君。            
(4星)	 第一部永远最好看。            
(3星)	 能再山寨点呢！！！            
(5星)	 少包三部就喜欢这部            
(4星)	 第一部还是不错的 喜欢庞飞燕            
(5星)	 儿时的最爱呀~            
(5星)	 即使是咆哮的张杰也是我心中包大人的首选，陆毅的时候还真不爱看了，给我印象最深的就是李冰冰，现在也没想明白她到底哪集出来的，她为什么就出来了            
(4星)	
(2星)	 我居然也看过...            
(5星)	 还是一部小时候看的东西，想想当时真的很怕，尤其是移花接木这个环节。三天不敢睡觉。            
(5星)	 自从有了第二部，我才觉得原来周杰演技那么好五星给主题曲和片尾曲            
(5星)	 当年被里面的案子吓了好久，三部里最好的一部~            
(4星)	 周杰。。哈哈哈哈哈哈            
(5星)	 我真想知道庞飞燕有没有和公孙策在一起            
(2星)	 小时候推理片的启蒙...            
(4星)	 感觉周杰就适合演侦探的片子了            
(NA)	 劇情各種抄=-=            
(3星)	 其实还是稀罕任泉，周杰在里面不算畸形。            
(4星)	 喜欢和悬疑有关的一切            
(5星)	 明叔，你为什么那么迷人            
(4星)	 那时候看觉得故事还蛮扣人心弦了~~             
(4星)	 哎……小时候看还会觉得恐怖呢~            
(5星)	 小学时看过好几遍，好喜欢啊            
(3星)	 可爱的展昭。            
(4星)	 有的案件真是把当年的俺吓个半死            
(4星)	 可怜的周杰。。            
(NA)	 抄得算不错            
(5星)	 周杰这个版本的包青天还会能看的，特别又有任泉这大帅哥衬着            
(5星)	 那时的他们，还很青涩，但演技都不错，故事尽管有些瑕疵，但也有自己的东西在里面。            
(3星)	 包拯x公孙策 咳咳            
(4星)	 再往后就不行了            
(4星)	 这绝对是国产顶级恐怖片。。许多场景至今记忆犹新。吓得要死            
(4星)	 虽然是周鼻孔，但还是这部好看~            
(5星)	 侦探剧启蒙。。。。。。            
(3星)	 o(╯□╰)o~周杰~            
(3星)	 小时候蛮喜欢看的，看好了又害怕的            
(5星)	 超爱 不管抄不抄了            
(4星)	 还记得李冰冰华丽的登场，我在钟声家，顽强地看着，什么都不敢做。            
(5星)	 看过好几遍 挺经典的 不喜欢陆毅的续集 庞太师的女儿好像没演过别的            
(NA)	 小学毕业时电视上看的            
(4星)	 昨天生病重温发现还是很经典啊            
(5星)	 那时上小学，吃晚饭就下楼玩儿，等到8点播的时候我们都赶紧跑回家看去。我这个胆小如鼠劲儿的，隐逸村之谜没播谜底之前每天上楼都得爷爷大喊一声把一到六楼的等都打开才敢上楼....特别喜欢楚楚。            
(5星)	 引用夏小柚的评语——  任阿泉完全演出了一个别扭受的本质 !! 阿爹都送家传玉佩了 !! 这是要招上门女婿啊喂~~!!! 相比之下回头来看尔康乃很不给力啊 T^T 楚楚姐姐都“英特耐神脑” 了 我也不指望什么的 脑补才是王道 ~!!            
(5星)	 初二看的，记忆犹新。可爱的冰冰            
(4星)	 当时可喜欢看了~            
(4星)	 虽然是抄的，但是总体来说还是喜欢的~~~第一部我觉得最好看~            
(4星)	 最爱道明叔！！！            
(3星)	 推理啊破案。            
(4星)	 算是经典了把、、、、反正觉得看着不错。            
(4星)	 虽然鼻孔周很爱抢戏，但不得不说，这是最好看的一部            
(4星)	 当时为了看这个都不做作业了。。。            
(4星)	 怕了又想看的~            
(3星)	 看的时候总是很怕啊啊啊。释小龙还那么小的可爱。唉            
(4星)	 这个版本比陆毅的强，看了很多遍的            
(5星)	 最喜欢这一版的少年包青天了。            
(4星)	 这部还是不错的~~            
(NA)	 这个应该叫金田一中国古装版            
(4星)	 小的时候看，真是吓死人。            
(3星)	 当年天天等……现在看看好抄袭……            
(NA)	 唉 周杰            
(5星)	 那时候冰冰任泉多般配            
(5星)	 对周跑跑印象还挺好的，在这片子里!            
(3星)	 周杰！！！周鼻孔！！！            
(4星)	 当年看干尸那段的时候还很怕怕...            
(4星)	 啧啧啧 当年爱死            
(4星)	 ，，，，，，，，，            
(5星)	 搞到我超级怕鬼             
(4星)	 几个案子都做得不错            
(5星)	 梆梆梆梆梆梆梆！凡事求个明白 算是本性难改 干尸那段吓得我晚上不敢上厕所为什么每部戏你都会唱片头曲啊喂！！            
(3星)	 金田一柯南            
(5星)	 小时候真的很喜欢看。情节算得上曲折，但后来得知是抄袭的剧情，有些失望。            
(3星)	 当年应该是还行~~现在表提了~~~~            
(4星)	 八贤王~            
(4星)	 周杰。。。            
(3星)	 被那个干尸吓到过 = =            
(4星)	 是不错的片子            
(4星)	 当年超喜欢哪。嗷嗷嗷~有个湖上女鬼让我惊吓了几个月            
(3星)	 还凑合。。。能看。            
(4星)	 周杰！！！            
(4星)	 汗汗。。。也是一段回忆            
(5星)	 当时觉得中国能拍出这样的“古代刑侦局”很好很强大            
(4星)	 大鼻孔！哦！大！鼻！孔！            
(3星)	 不看周杰，我年轻时的确很稀罕看            
(4星)	 八贤王出来的时候，气质真不是盖的~~            
(4星)	 额··我可以说是中国版柯南么·？            
(5星)	 我真心很喜欢........            
(4星)	 其实那时李冰冰还很青涩，任泉还很干净，周杰也不神经……            
(4星)	 那时候喜欢周杰            
(3星)	 小时候看挺怕的。            
(3星)	 还是很经典的了。回忆。            
(4星)	 有些案子还是不错的 值得一看            
(4星)	 小时候还是觉得满好看漫过瘾的阿，唯一觉得周杰出演德不让我很讨厌的剧集            
(5星)	 抛开鼻孔周，还是不错的 - -            
(1星)	 任泉帅~            
(5星)	 第一部和第二部都很好看            
(4星)	 当时觉得那个庞飞燕很可爱。            
(3星)	 当时看的那叫个惊心动魄啊~~~            
(5星)	 只要是侦探的 我都喜欢。。。管他抄的金田一 还是柯南呢            
(4星)	 扣掉的一分，是因为后来发现原来跟金田一桥段一样……而人家早一些……            
(3星)	 吓死小胆儿了            
(5星)	 好看            
(3星)	 那个时候我就很看好李冰冰了            
(4星)	 鼻孔最让人接受的时候            
(4星)	 李冰冰。            
(4星)	 经典            
(4星)	 难得周杰演过一部好看的，就是有点恐怖的说...            
(3星)	 这个也简直了~好多都是COS柯南的剧情~不过还算是可以的            
(4星)	 喜欢李冰冰~            
(4星)	 很早以前让我全心投入的一部电视剧，即算是也是重播也看过会看看的            
(3星)	 70/100：不看推理抄袭的话还算不错……可惜最关键的案子都是抄的难以服众啊            
(5星)	 我还是比较喜欢这种题材            
(NA)	 喜欢这个版本            
(5星)	 觉得这是最好看的一部阿            
(4星)	 剧情还行，但是包黑炭的演员不让人恭维。            
(4星)	 那时候是多么迷恋道明叔的八贤王啊有木有！            
(3星)	 当年看觉得情节好好啊，结果看了金田一，你呀的就会抄，不过抄的挺好的            
(5星)	 很好看的~~            
(4星)	 这东西我爱了它这么多年||||            
(3星)	 抄得太多，好意思伐？            
(4星)	 鼻孔君演的我唯一看着顺眼的电视剧            
(3星)	 奇怪，国产悬疑竟有这水准，原来抄了不少，改天好好研究柯南            
(5星)	 还是第一部最好看            
(4星)	 不管案情到底借鉴了多少桥段，这部剧终归是很不错            
(4星)	 最喜欢周杰这版了，。            
(5星)	 喜欢极了，儿时暑假记得就拿它打发时间。            
(NA)	 陈道明！！！！！！！嗷嗷嗷嗷！！！！！            
(4星)	 各种金田一 但是还是觉得好好看！！！！            
(4星)	 每年暑假江苏卫视都放啊，我还都会看啊            
(NA)	 那时候周杰还蛮正的呀。。            
(5星)	 这一版的最赞            
(5星)	 这个是我唯一一部对周杰有好感且影响深的剧了。            
(3星)	 看看解闷得了 绝不看第二遍            
(4星)	 这有这个包青天~            
(4星)	 五角大楼正义凛然的鳄鱼鼻！            
(5星)	 小张杰演得多好啊。            
(4星)	 情节拖沓，对白极其烂俗。。。能看下去            
(4星)	 现在真应该再翻出来温习逻辑            
(5星)	 小时候不知道看过多少次，美好的回忆。。。            
(3星)	 好像有不少都跟金田一相似啊            
(4星)	 还是不错的咩            
(3星)	 那個時候看 居然會害怕 。。            
(4星)	 蛮不错的，当时觉得任泉很帅，哈哈。            
(NA)	 其实...没那么差吧...            
(3星)	 尔康！尔康啊！（我穿越了……）            
(4星)	 推理的真很不错。            
(4星)	 抄袭柯南的案件。。。            
(4星)	 黑炭 黑炭 你的紫薇呢~~            
(4星)	 哈哈，这个时候还是非常喜欢看的            
(4星)	 第一部经典啊            
(5星)	 狗日的陈道明 狗日的演技派            
(5星)	 为了老陈的八王爷…            
(4星)	 还不错的其实，释小龙很可爱的说…            
(4星)	 我该说他其实是金田一的真人版吗            
(3星)	 因为陈道明的八王爷才看的。。。            
(4星)	 还是不错的            
(5星)	 恩！很怀念！飞燕楚楚什么的最可爱了！！包黑炭那个时候还很正常！公孙策帅死了！展昭贼有力的！            
(4星)	 当时看这个吓得不轻。。。            
(NA)	 鼻孔哥最后一部剧吧，比较庆幸再也见不着他了。            
(3星)	 哈哈 整理一下我看过的倒霉电视剧            
(5星)	 这里的公孙策和赵飞燕是整个系列里最喜欢的一对。。            
(4星)	 现在看还是有很多吐槽点哈哈！            
(4星)	 周杰拍的最好的东西了吧我觉得            
(5星)	 还是这部最好，看情节很惊艳呀。            
(4星)	 这部他没有用鼻孔演戏……            
(3星)	 哈哈，周杰比陆毅帅，晓得不？            
(5星)	 我看过的中国最好的侦探片，感觉比狄仁杰高一个档次。虽然脚本的来源有抄袭岛田庄司之嫌，而且里面的文戏也经常瞎安，但整个过程连贯而精美，破案也主要通过符合逻辑的推理。            
(4星)	 原来是尔康啊……我一直没反应过来            
(4星)	 虽然很恐怖，但……            
(5星)	 小学看的啊，太经典了，现在看看主演都是大牌啊            
(5星)	 我记忆比较深刻的一部古装片，看看这两年的古装剧，真有点想缅怀过去的佳作。            
(4星)	 经典            
(4星)	 我从小就喜欢推理探案了呀            
(4星)	 吓我晚上睡不着            
(5星)	 那时候觉得还蛮吓人的。            
(5星)	 不可说的经典            
(3星)	 鼻孔哥唯一一部好戏，站在山寨上= =            
(4星)	 印象中最喜欢的大陆剧。。            
(3星)	 周杰是本来就那么假吗？            
(5星)	 最经典的包青天！！！太逗了！！！            
(4星)	 那时候的剧质量还不错喔~            
(NA)	 对于那时的我来说有点恐怖，不敢一个人看            
(5星)	 国产的名侦探，必须顶~~演员们当年看得都很喜欢~~            
(4星)	 和老妈一起围着电视看黑炭头的日子啊···            
(4星)	 看完堂本刚的金田一就觉得周杰有一点点仿金田一的影子，不过更正气凛然符合我“泱泱大国风范”。。。虽然故事有各种抄袭，但是仍不妨碍那些并不那么了解侦探世界的人被剧情吸引，而且便是抄袭借用也是借用地算是很灵活的了，而且无论任泉还是周杰都已经演绎地相当好了。。。            
(4星)	 小时候很爱看            
(4星)	 小时候的最爱阿            
(4星)	 我可不敢一个人看，很惊悚的==            
(4星)	 除去主角，还是不错的。剧情什么的，。有的案情还是蛮恐怖的。by the way，那时候李冰冰真不好看            
(NA)	 三部里面这一部最好了            
(4星)	 其实，这版的包青天不论是从演员还是演技，在包青天系列中都是数一数二的。            
(5星)	 周杰演技还是可以的。            
(5星)	 有悬疑，有爱情，有搞笑，很不错的片子哦。            
(5星)	 不可超越的经典啊~~小时候看了有阴影。。验尸开馆掘坟，侉依族，隐逸村，暴雨梨花针有木有！            
(4星)	 那时候的重点还不是周杰            
(5星)	 虽然不喜欢周杰 - - 不过还挺好看的，，陈道明帅啊 最近周杰被恶搞听说就是当时得罪了八贤王 ，，真的假的 好吧 我承认我八卦了            
(5星)	 这一部我真的爱。虽然有鼻孔周和莲花李            
(NA)	 尔康！！            
(4星)	 现在周杰的言行真是难堪……            
(4星)	 我喜欢任泉版公孙策！！            
(4星)	 那时候觉得周杰还是个实力派呐。。。            
(4星)	 只喜欢这一部            
(5星)	 五分是给金田一的，别误会            
(3星)	 看到这个题目就想起来..张峰....            
(4星)	 萌庞飞燕和公孙策的互动            
(NA)	 小时候的回忆            
(3星)	 周杰 恶心            
(NA)	 鼻孔帝的巨作对不对！！！！！任泉小受~            
(5星)	 我觉得还是这部好看，虽然你抄了很多金田一，但是抄出了风格，抄出了水平            
(NA)	 陪妈妈看的  没印象了            
(4星)	 我爱第一部。后面两部都很扯。            
(4星)	 案情挺有趣的~那是觉得周杰特帅~            
(3星)	 鼻孔有没有！！！            
(5星)	 那时候就隐约感到了包拯和公孙策之间的jq，难道我如此有做腐女的潜质？？loli时爱屎泉锅锅了~~~~·            
(4星)	 当年我看的时候。。真心觉得。。太抄袭 漫画了。            
(3星)	 看的时候年纪不大，奈何我看金田一少年侦探薄的时候更小。            
(NA)	 真相只有一个！            
(4星)	 当时看得俺晚上直做噩梦啊啊            
(NA)	 那时候李冰冰多可爱啊            
(3星)	 那时候他的鼻孔还没这么刺眼            
(4星)	 vintage soap            
(4星)	 公孙策你不要嫌弃我的鼻孔（=00=）            
(4星)	 说实在的，还不错呢~小时候有被吓到~            
(3星)	 还行..不太喜欢周杰..            
(4星)	 好怀念~原来晚上老看~            
(3星)	 三部里最好的吧            
(4星)	 展昭萌            
(1星)	 恐怖片！抄袭什么就不说了……            
(4星)	 那时候特别喜欢任泉            
(4星)	 周杰已经不再是鼻孔哥了。            
(4星)	 到现在我还喜欢看这个呢~！            
(4星)	 有些不敢看。            
(5星)	 很多情节还是很恐怖的，还记得那个暴雨梨花针            
(4星)	 回想起暑假早上吃馄饨，连着看一上午各种凶杀案。            
(3星)	 當年還是很喜歡看的。盡管音效真的很恐怖。            
(5星)	 第一部最好看！            
(3星)	 绝对的经典。绝对的经典。            
(5星)	 周杰。。。。。。。。。。。。。跨年还在看你，感动不。。。你太恶心了            
(5星)	 我原来很爱看钠            
(4星)	 有些案子还是挺有意思的            
(NA)	 原来周杰是那么一个人，真是想不到，那时候觉得挺好的，真是人不可貌相            
(4星)	 演员演技、剧情、场景……还是不错的！~            
(4星)	 我记得在当时的环境下 音乐渲染算是很给力的一部剧            
(4星)	 八贤王那绝对是一眼惊艳啊T^T剧情各种喜欢啊，抄别家推理扣分啊，第二部还凑合第三部就是个渣啊……            
(NA)	 他妈跟恐怖片一样            
(4星)	 不错~            
(5星)	 不得不说，周杰的少年包青天无人可超越            
(4星)	 那时候看还是不错的 好几集都把我吓着了。            
(NA)	 公孙策啊好喜欢！！！！！后来我才知道八王爷就是陈道明。            
(3星)	 少年金田一            
(NA)	 一般            
(4星)	 除却诡计的抄袭，都不错的            
(5星)	 5            
(4星)	 楚楚。            
(3星)	 哈哈，那时候看这个还害怕呢！            
(4星)	 四星。。为了迷人湾那集，和我的梦巨像啊~            
(3星)	 哈哈，当时主题曲唱的很溜的~            
(5星)	 好吧，我承认我是周杰脑残粉。            
(5星)	 恐怖片啊 哇咔咔            
(3星)	 看的时候还是个小孩子。            
(4星)	 任泉，我是多么的喜欢你……            
(3星)	 鼻孔男的鼻祖是你周杰吧             
(4星)	 好看好看            
(5星)	 少年包青天 看多少遍也依旧执着着            
(4星)	 当年看的时候还觉得有些恐怖，客观讲，周杰的演技还是不错的~~            
(3星)	 尔康！你怎么了！尔康！            
(3星)	 实在是不喜欢周杰。。。原谅我扣了2颗星。。。            
(NA)	 柯南金田一。。。。            
(NA)	 还是尔康喜感            
(3星)	 鼻孔天然呆版包青天。。。            
(4星)	 周杰爱不起来虽然名字里有两字和我一样……不过演得还不错比尔康好            
(4星)	 不解释            
(4星)	 有料            
(5星)	 包一最经典&gt;.&lt;            
(4星)	 加的一星给鼻孔教主！！！！！！！！！！            
(5星)	 后边儿那两部，根本没法儿比            
(3星)	 唯一看周杰顺眼的            
(4星)	 哈哈 当时看还蛮吓人的            
(4星)	 当年很火很火            
(4星)	 第一部的案子是最经典的，就是感情描述少了            
(4星)	 周杰。。。有点意思。。            
(4星)	 从隐逸村之谜顺藤摸瓜，找到金田一，再从金田一摸过去，发现源头，岛田庄司的《占星术杀人魔法》。凡是把人家大卸八块之后又DIY组装的，都中了岛田庄司的毒。            
(4星)	 有些案情好二...            
(4星)	 山寨片中的典范            
(5星)	 经典~~~一切刚刚好！只喜欢这里的周杰~~还有刘怡君你去哪里了呀。。。            
(2星)	 我的鼻孔会断案            
(4星)	 还是这一版最顺眼            
(4星)	 当年最喜欢的电视剧之一……            
(5星)	 好看好看！            
(4星)	 挺好看的            
(5星)	 鼻孔子=。=            
(4星)	 周杰在里面还蛮搞笑的 记得头伤了之后扎的兔子头绷带 笑死            
(4星)	 八贤王帅啊            
(5星)	 仅此一部经典……周杰演的很好……之后的我都没看            
(3星)	 小狮吼王明显太丑了卅            
(4星)	 尔康在里面还是蛮正常的            
(5星)	 爱！            
(5星)	 周杰演的挺好的  很喜欢            
(4星)	 褐shi人了。。            
(3星)	 其实这里的周杰还是挺帅的……            
(4星)	 。。            
(5星)	 看过好多遍            
(5星)	 陪我度过童年的这么好的电影为什么不给5星！            
(4星)	 其实我当时最喜欢的是庞飞燕            
(4星)	 觉得很好看            
(5星)	 童年里和柯南一样的梦…可惜看了金田一这厮的小山寨就悲剧了…欺负俺们没文化啊=.,=            
(4星)	 第一本不错的 虽然有几个案件很柯南。。不过 也不错了            
(3星)	 喜欢庞飞燕            
(4星)	 怀旧一番 东抄西抄还挺黑人            
(3星)	 现在了 还在重播            
(NA)	 尔康            
(3星)	 这部还不错            
(5星)	 儿时喜欢看，现在看来除了抄袭什么都还不错            
(4星)	 莲花啊~            
(5星)	 ```最爱这个版的！！！            
(2星)	 我不喜欢有李冰冰和尔康的            
(4星)	 挺好看的。            
(3星)	 第一部還是不錯的，想來那時候周杰還不是鼻孔帝的時候啊！有了這一部才有後面的那234啊            
(4星)	 任帅哥是我心头爱啊。            
(4星)	 就是爱看侦探剧……但里面总有那么一些讨厌的女二号……            
(4星)	 每个故事都挺好看的            
(4星)	 我觉得这个电视剧，破案的时候太长了，而且里面的庞飞燕这个人物，很吵闹，好象不合乎长理，觉得这个人物的说话做事 很无聊 ，都叫大家都让着他说话，很傻。            
(3星)	 呃             
(4星)	 内地难得高智商的弄各推理剧 虽然不是很高明 但是相对OK            
(3星)	 看着里面包青天断案，急死人了，看的火大啊~~            
(5星)	 看的好怕  现在讨论起剧情还是怕。。。            
(3星)	 - -              
(NA)	 感觉是很好看的一部，小时候被吓到            
(5星)	 虽然不待见周杰，但不得不说这三部里还是他演得最好            
(3星)	 感觉一点都不想古装片了，披着古装皮的现代侦探剧。            
(4星)	 少年包青天系列中 我觉得最好的            
(4星)	 小时候看的吓的类            
(4星)	 推理完全就是柯南，李冰冰什么的演技也不好，但那时候还是忍不住会看一下            
(4星)	 剧情抄袭，减一星            
(5星)	None
(4星)	 为当年萌的庞飞燕+公孙策给四星~~            
(5星)	 年岁小的时候，看这类偶像剧还是很着魔的。            
(5星)	 五星全给现在可怜的周杰            
(3星)	 移花接木僵尸案            
(4星)	 这部真是太经典了！！！            
(5星)	 一集不落的看过很多遍，电视上要是放的话还会看。觉得每一个人物都有很饱满的性格，觉得每一个案子都有扣人心弦的地方，觉得这是周杰演的最好的角色，觉得这是所有少年包青天系列中无法被超越的经典。            
(4星)	 那时年纪小，吓得也不轻            
(4星)	 扣人心弦            
(4星)	 嘿嘿嘿 重新又看了遍~            
(4星)	 虽然不喜欢鼻孔周，但是，其实还行            
(3星)	 任泉比较好看            
(3星)	 大鼻孔！            
(4星)	 老吓人了            
(NA)	 就是回忆了            
(NA)	 其实我曾经也是电视剧女王！！！！！！！！！！            
(NA)	 或许就是从这开始喜欢李冰冰的表演的吧            
(5星)	 庞三小姐和公孙策！            
(2星)	 其實不難看,但抄襲扣分            
(4星)	 周杰演的还是不错的            
(4星)	 應該是三部裏面最喜歡的一部了。雖然兇手每次都表露的非常明顯…            
(5星)	 小学看的不敢上厕所            
(4星)	 永远记得那个没头的木督统            
(4星)	 那时候我多么希望楚楚和公孙策在一起啊！            
(4星)	 看了好几遍了，尤其耐看八贤王，释小龙是长残了···有一集跟柯南一样啊！            
(4星)	 虽然有明显的抄袭迹象，可是好歹第一部拍得挺好看的，抄之后编剧加了自己的东西，有一定可看性。            
