http://movie.douban.com/subject/1878360/	金枝欲孽
(5星)	 只有皇后一个坏人而已~~            
(5星)	 男人都是痴情的男人，女人都是执着的女人。他们都有心爱的人，可是都不能在一起，为什么相爱却不能在一起            
(5星)	 台词经典。赞            
(5星)	 看过的电视剧最虐没有之一！次次看结局都泪目！            
(4星)	 这个结局还好            
(5星)	 女人最苦。            
(5星)	 最近电视上又重播了，不愧是当年轰动的大戏啊，重看还是很精彩            
(5星)	 又看一遍，很爱！            
(5星)	 他们是TVB真正能演的人。            
(5星)	 经典            
(5星)	 很难得的一部好片。            
(5星)	 突然想起这个……还是那么经典啊            
(5星)	 看快乐大本营的时候才发现  我看过他  :-)            
(5星)	 电视台轮番轰炸，我也跟着复习了一遍，好剧就是好剧，可是林保怡他、他。。。哎！            
(4星)	 当初湖南卫视放的时候看的 黎姿很美 可我还是爱尔淳            
(NA)	 真看的过瘾啊。            
(5星)	 爱、            
(5星)	 真是不错~ 由此拉开了我看宫斗的序幕             
(5星)	 不用多说。真的很经典~            
(4星)	 爱恨情仇，没有对不对，只有值不值            
(5星)	 含笑饮砒霜。。。嫉妒是就是横亘在女人间的一把刀            
(4星)	 我才看……我承认我很无聊            
(5星)	 经典！看了无数遍后终于悟出点生存之道了。            
(4星)	 演员选的真好。            
(4星)	 非常扯~            
(5星)	 对佘诗曼和尔淳毫无感觉，大爱玉莹。。。可能因为我也和她是一种人            
(4星)	 重温第N遍 一切只是因为触碰了爱 人人都爱小白杨~            
(NA)	 哎。。我一直以为孙白杨爱的是尔淳，原来是玉莹啊~真好。黎姿好靓~~            
(5星)	 “不爱宫墙柳，只被前缘误，花开花开落自有时，总赖东风主。”            
(5星)	 后宫深似海，在繁华奢侈的背后，是一段段为了争宠的勾心斗角。在那里，任何人都不值得相信，唯有离开，才能找到真正的自我。            
(5星)	 香港tvb后宫电视剧鼻祖            
(5星)	 黎姿好美            
(4星)	 很喜欢里面的黎姿和林保怡            
(5星)	 刚刚又看了一遍，唯一一部能让我跟着剧中人物一起欢笑一起痛的剧了。刚刚看完大结局，现在胸口好闷的说。            
(5星)	 TVB实力派            
(4星)	 印象最深的细节是如妃跟着孔武的脚印走            
(NA)	 難得的大戲            
(5星)	 词穷。最可怜的也不过是看着你爱的人不开心，并且是因为你，你丫还无能为力。            
(4星)	 四个人 一人一颗            
(5星)	 安茜啊 不要死啊亲！            
(5星)	 又重温了一遍，但有的地方看一遍哭一遍，太感人啦~            
(4星)	 感觉剧中最多的一句就是“到底值不值得啊？！”谁为谁、谁爱谁，如何做、为何做，这一切不是值不值可以衡量~若凡事都问值不值，那一开始就已经放弃了            
(5星)	 又看了一遍 人生路漫漫 此番纠结无奈奔波            
(5星)	 又看了一遍 经典果然是无法超越的            
(5星)	 一直断断续续跟着电视上放的看 这两天终于在网上看完了 最后一集好伤心。。。。。            
(5星)	 后宫争斗必看局 原先不喜欢邓萃雯 但是看到后来就越来越喜欢 一直都很喜欢安茜和林保怡            
(5星)	 还是喜欢玉莹捏·~            
(NA)	 造孽啊            
(4星)	 断断续续看完了            
(4星)	 剧中每个女人都百般阴险，为得目的，不惜一切；反倒男人为爱痴情。结局还真是飙泪。            
(4星)	None
(4星)	 团灭神马的，太虐心了。            
(5星)	 冷冷深宫 勾心斗角 繁华如梦终成空爱情，亲情，恩情，友情……问世间情为何物 只叫人生死相许结局悲凉 意味深长  喜欢尔淳 虽然最后替她人离开了紫禁城完成了海阔天空的心愿，但又如何只让人心生悲凉            
(5星)	 喜欢尔淳，比起玉莹后来的真面目，尔淳一开始就耍心机反而让我觉得她比玉莹真实。            
(5星)	 很不错            
(5星)	 太好看了，很难被超越啊            
(5星)	 女人斗得厉害，终归逃不开一个情字。爱情，亲情，恩情，友情。            
(NA)	 这部电视剧一集不落地看过，当初可是冲着黎姿和佘诗曼才看的，好看啊！Now, 22:46, July 12th, 2011。            
(5星)	 TVB的经典之作啊，这才是后宫争斗啊魂淡们            
(5星)	 又在重播了嘛            
(4星)	 真够乱的 对白杨看上玉莹这一点 深感不解            
(5星)	 佘诗曼的长相跟黎姿相比差的不是一星半点            
(4星)	 港剧中难得的上乘之作，不能当历史剧来看，就当做肥皂剧看看吧。            
(5星)	 难得这样揭露人性一针见血的佳作            
(4星)	 最喜欢尔淳            
(5星)	 我太寂寞了            
(5星)	 腹黑剧的巅峰之作啊              
(5星)	 还是黎姿最美艳动人啦。            
(NA)	 很有清朝的感覺。默默的問一句：以前的宮斗真的有腫麼厲害麼。            
(5星)	 就是好咯=            
(4星)	 感觉男角方面比较弱，其他可称得上宫廷戏的经典。            
(4星)	 看過一點。            
(5星)	 最好的宫廷剧没有之一~            
(3星)	 我才不会把五星献给TVB的剧呢。满眼珠围翠绕的看得姑娘我有点恶心。            
(5星)	 这个必须好看哟            
(5星)	 昨天重新看了一次。金枝欲孽其实是一部讲暗恋的故事。一部很多人的暗恋故事            
(5星)	 问世间情为何物 直教人生死相许 爱情是否更胜荣华富贵 百年前的清朝人穷其一生未能明白 只怕千百万年后还是难以参透            
(NA)	 宫心，人心难测。            
(5星)	 人人都爱孙白杨            
(5星)	 后宫剧的经典之作。            
(5星)	 斗得很激烈，围观的很激动            
(NA)	 主角不死定律去哪了T T。。。。。。。。。。。看到最后还以为会有反转 = =            
(5星)	 侯佳玉莹的性格突变太明显，黎姿本来就适合演那种蛇蝎心肠的人。佘诗曼的尔淳不够奸，奸的不地道            
(5星)	 剧里似乎有长一部分都是冬天            
(4星)	 又一部勾心斗角的宫廷戏，古代的宫廷真的好可怕啊            
(5星)	 精装啊，经典啊，道具化妆台词都精致，里边的女人也都各具风格，肿么这么好看尼？            
(5星)	 说真的，是我看过的港剧里面最喜欢了。戚其义导演的戏到是探讨人性，这部戏并不是宫廷斗争这么简单，如果是的话，这部戏就变成了一部肤浅的戏了。一直好喜欢戚其义 导演的戏。            
(4星)	 四星給孫白楊 TAT             
(4星)	 五岳归来不看山是神马心情，就是我看过金枝欲孽以后看其他各种坑爹宫斗片的心情。            
(5星)	 这里面的人最喜欢问的一句话是，“你为什么要这么做？值得吗？？”。结局不悲不喜，满是怅惘。没有什么值得不值得，一切只为顺应心中的爱。            
(5星)	 傻的又岂止我一个人……            
(4星)	 看看那些跟着尾巴翻拍题材的就知道这部有多火！            
(5星)	 在我心中再无一部宫斗剧能比拟的。            
(5星)	 我想说这是我目前看过的唯一（大概除了老版本武则天外吧）一部有智商的、斗争手段高深巧妙，暗潮汹涌的宫斗剧，其他的那些……整一堆sb过家家！！            
(5星)	 曾经的大爱            
(5星)	None
(5星)	 狂热~~            
(4星)	 各种勾心斗角各种美~            
(5星)	 开宫斗先河。            
(5星)	 很喜欢            
(5星)	 大爱啊，港片最爱作品。感动得我，每次看都哭得稀里哗啦，喜欢每个人，纵使他们耍心机、陷害别人、争宠。。。但是依旧被他们的深情折服。而且此片无论是剧情、场景、服饰、配音、人物，都是最棒的，只能说，经典啊。近期正在重温。哈哈。            
(5星)	 绝对经得住时间的考验，经典中的独艳！            
(4星)	 这世界就是在旧的皮肉里长出新的来，而且保管比旧的还艳还美。            
(5星)	 宫斗戏中的奇葩了            
(5星)	 勾心斗角的经典啊~~            
(5星)	 还记得第一次看结尾的时候 哭抽了...            
(NA)	 怎一个美字了得            
(5星)	 走来走去几年了，我还是不喜欢玉莹            
(5星)	 我勒个擦，估计下辈子我都想不到这是我大学最后一部和朋友一起看的剧。以后这种日子全都么有了。            
(NA)	 好看！            
(4星)	 勾心斗角 木有意思~            
(5星)	 如玥 安茜 尔淳 玉莹 福雅 名字都这么好听             
(NA)	 真心不一定换来真心            
(5星)	 人间唯有情难言尽            
(5星)	 一直固执的认为，这是TVB最后一部值得回味的电视剧。编剧的恰到好处，演员的炉火纯青成就了这部剧。            
(3星)	 黎姿是真的有美到            
(5星)	 比所有后宫争斗戏都要好，堪称经典。最喜欢尔淳。            
(NA)	 喜欢如月  喜欢探春  静下心想想不是喜欢  是崇拜  希望自己也成为如此之女子。            
(5星)	 亲 这才是宫斗 一众小儿科都给哀家去屎~            
(4星)	 8.5/10            
(5星)	 算当年最成功的一部商业片了            
(4星)	 宫廷戏的最爱，比什么宫心计宫锁心玉美人心计强多了            
(4星)	 演技好坏显而易见，事实证明，即使给某嗲精安排再多的戏份也于事无补啊！演技好当配角一样喧宾夺主！！！唯一的缺憾是男猪脚有点残了。。。。            
(3星)	 腹黑的小白兔，TVB这一类型的典型作品            
(5星)	 帅气的一帮女人！            
(NA)	 經典!            
(4星)	 勾心斗角啊有矛盾才有剧情            
(5星)	 超经典了，无论是剧情还是配乐，服饰还是演员。不错不错，比后来的什么《宫心计》强太多了。里程碑似的剧作，赞            
(4星)	 女人心，海底针。            
(3星)	 为了黎姿            
(4星)	 还没看完            
(NA)	 谁赢了，那为什么最后不快乐。            
(NA)	 要相信美好            
(5星)	 经典            
(NA)	 从此深爱黎姿            
(3星)	 “爽。。。。。。。”笑点 ；陈豪的那张背影还是不错的            
(4星)	 我觉得很好看            
(4星)	 庭院深深深几许……            
(4星)	 林保怡把孙白杨演得令人动容。            
(5星)	 经典啊~~~~~~~~~~            
(4星)	 剧情很紧凑，大家也演得很好，但是对这个主题不是很喜欢～～            
(4星)	 孙白杨那么爱王莹,说明男人还是最爱美女，别的都是浮云            
(5星)	 好剧!            
(5星)	 一入宫门深四海，后宫争斗的精品演绎，看得很压抑，一个人的改变竟然可以如此彻底，如此恐怖。。            
(4星)	 结尾把我看哭了，最不舍如妃。            
(5星)	 初三的那个冬天，我毁了我的晚自修看这个~~            
(3星)	 娱乐至死，这是一个全民娱乐的时代。人们不愿意关注现实的生活，却渴望在游戏，在戏说中找到自我，这是一个疯狂的年代：）            
(5星)	 重温一次，还是很经典            
(4星)	 雯女            
(4星)	 问苍天 有几多 快活儿女～～            
(5星)	 宫斗中的佳作，背叛，相信，友情，爱情，亲情，欺骗，谎言，喜欢尔淳。            
(NA)	None
(5星)	 再重温一遍            
(3星)	 最后太悲惨了点 细节不够            
(4星)	 大愛如玥&amp;玉瑩~~  像火一樣壯烈的燃燒過最後變成灰燼也不後悔            
(3星)	 那样的生活真累            
(5星)	 去哪裡遇一個孫白楊            
(3星)	 大美女黎姿。            
(5星)	 林保怡            
(5星)	 快十年了，依然这么经得起推敲            
(4星)	 我居然會喜歡林保怡. ╮(╯▽╰)╭            
(5星)	 来豆瓣 顶呀顶            
(5星)	 撕掉了非好即坏的标签，足够感慨一句做人不易，用情很难~~有血有肉的每一个人，都有权利追求幸福，哪怕结果并不如愿            
(5星)	 看完心疼。            
(5星)	 绝对值得一看。真正深度的宫廷大戏。玉莹小主啊！因孙白杨喜欢林保怡            
(5星)	 我不爱圣母，不爱圣母，我爱腹黑，腹黑            
(5星)	 够华丽，底蕴足，演技好，perfect！            
(5星)	 真好看哪~~            
(5星)	 当年很中意的一部剧。            
(5星)	 为了看他们的最后            
(4星)	 宫斗里面算是不错啊~            
(4星)	 孙大人啊孙大人！            
(5星)	 最爱玉莹、不解释、            
(5星)	 注定是是悲剧            
(5星)	 当年看的那个起劲啊，觉得里面的女人都好美。            
(5星)	 强大的编剧，强烈的喜爱！            
(5星)	 很精彩！            
(5星)	 很久没看港剧了，这一部看得很知足，虽然是一个人看的~            
(3星)	 为嘛每次看的电视剧都不了了之的            
(NA)	 孔武真是反差很大啊 。。。            
(5星)	 后宫生存，斗智斗勇            
(4星)	 。            
(5星)	 很久的片子了，最近才有时间看，结局怎一个凄惨了得            
(4星)	 最近重看一遍，tvb的经典之作，宫斗文中的翘楚            
(4星)	 这个比较经典            
(4星)	 如妃啊如妃，你真是太让人膜拜了！！            
(5星)	 只是为了在这波谲云诡的世界里生存，活下去，更要幸福的活下去            
(5星)	 TVB很棒的一部劇！看到淚流滿面            
(4星)	 去也终须去，住也如何住，若得山花插满头，莫问奴归处。            
(5星)	 孙白杨其实真不算个男人，或者说不是成熟的男人。看看福雅、香浮、皓雪、尔淳。最后玉莹想以己之死来荣耀她娘，但孙最终还是偏偏不放手，最后抱着玉莹死，全宫上下皆知，看官们想想皇上知道了结果会如何。孙看起来用情至深，但实际上却是我行我素，最终只是害了他人……            
(4星)	 看美女。。            
(5星)	 好好看呀！经典            
(4星)	 结局很悲。但那不是个人的悲剧，而是时代的悲剧            
(5星)	 邓萃雯啊，我的女神啊，就冲她一个，这片就是五星            
(5星)	 今天开始回顾此剧。精彩。            
(4星)	 阵容够强大。但那些跑龙套的可不可以不要那么丑.. 宫廷剧总少不了那些勾心斗角、尔虞我诈，这本剧中手段似乎不算太高明，没有深入人心的那种            
(5星)	 没什么说的。            
(4星)	 黎姿真是无敌地漂亮啊，其他女人根本没法和她比嘛。            
(4星)	 城外的人想进去，城里的人想出来            
(5星)	 走是庆幸你心中有爱，留是因为我心中仍然又恨，只能靠你们来完成海阔天空的心愿，珍重。                
(5星)	 宫斗的鼻祖也是巅峰 TVB无法重塑的经典 喜欢皓雪和小礼子            
(5星)	 为毛我还是没有把它给看完？？            
(5星)	None
(5星)	 大爱            
(5星)	 这是第三遍看金枝欲孽了，看过仍然觉得很深刻，对于宫廷，身不由己的女人们和男人门以及他们的爱情诠释很到位，演员也表演得淋漓尽致，真得很爱！            
(5星)	 第二遍看了，还是很喜欢。第一中意对白，第二中意孙白杨和候佳玉莹这对虐恋情深的CP。。。            
(5星)	 宫斗大杂烩但能做到这地步真的很棒，虽然有点慢……姑娘们，好好les吧。            
(5星)	 稀饭林保怡···            
(4星)	 最爱福雅。            
(4星)	None
(5星)	 爱无缘由            
(5星)	 看完这部，宫心计那些算神马啊！！如妃演得最好！            
(5星)	 怎么才8.6？？            
(5星)	 淡淡物哀，悠悠情愫。            
(5星)	 人之初 性本善 没有一个是天生的坏人。            
(4星)	 后宫无斗何来宠，现实无争哪得情            
(5星)	 3个女人一台戏，这部剧可不止3个啊。宫廷的女人真是悲哀，追求爱情比登天还难。            
(5星)	 黎姿各种美            
(5星)	 很少看tvb，这部是最爱。            
(5星)	 好            
(4星)	 为了个男人争来争去好无聊。黎姿美得冒泡，可惜没演技。            
(5星)	 最经典的宫斗剧啊，有人的地方就有勾心斗角            
(NA)	 经典！            
(4星)	 以前大学寝室的凑一起看一台电脑，tvb的辉煌什么时候可以再现            
(5星)	 女人真可怕 勾心斗角简直了  喜欢玉莹和孙白杨            
(4星)	 看完金枝不看宫斗!            
(5星)	 每个女演员的演技都超棒，邓萃雯更胜一筹！            
(5星)	 大爱林保怡啊            
(5星)	 超爱的一部剧，里面每个女人都是一个传奇            
(4星)	 邓萃雯            
(5星)	 看了好几遍~~~还是很喜欢~~难得了，现在TVB不会再有这样的好剧了            
(5星)	 经典不多说            
(NA)	 高一的回忆哈            
(5星)	 黎姿，真美，女人的心计真恨！五体投地佩服编剧，何等高情商~            
(5星)	   美            
(5星)	 如妃的气场、让人心疼的安茜            
(NA)	 要会勾心斗角            
(5星)	 难得一部TVB制作相对精良的片子，也引发了一波后宫戏的热潮。至今都有《宫》这种模仿剧存在。可以说，在宫斗戏中，《金枝欲孽》已经是极致。而说到里面的女人，最爱的还是如妃，不仅是处于对邓萃雯的个人偏好，还是这个角色，抑或是演技，都绝对地胜出，也成了喜欢《金枝欲孽》的一个理由。            
(5星)	 淡淡的哀愁，深深的爱            
(4星)	 男人喜欢的都是求而不得的            
(5星)	 最佳后宫片  现在那些垃圾无法比            
(4星)	 这个确实是经典            
(3星)	 很说人说经典，我觉得就还好啊。很讨厌这本里的例子，反而可怜佘诗曼..            
(5星)	 挖的坑都填了 最后结局好喜欢！！            
(4星)	 甩宫心计N条街，很精彩的宫廷戏。一星给邓萃雯。            
(4星)	 非常好            
(NA)	 看了它以后，我爱上了后宫剧            
(5星)	 很喜欢，编剧很精彩，表演也很精彩，每个人物都刻画得很深刻复杂，没有脸谱化。            
(5星)	 最后才感人啊 只能带走一个            
(5星)	 我觉得超级好看的。。。            
(5星)	 为数不多喜欢的电视剧            
(4星)	 原本不看此片，不过为雯女，翻出来看看咯            
(5星)	 不错不错。            
(5星)	 要走庆幸你心中有爱，要流只怪我心中仍然有恨，如今就只有靠你，去完成我们海阔天空的心愿。这片子太虐人了～！5555555            
(5星)	 原来单方给与的爱也可以如此深刻            
(4星)	 真是一波未平一波又起。。这就是勾心斗角么。。            
(5星)	 宫斗至高经典            
(5星)	 看了两遍，一直寻找，但还是没找到比这更好的古装剧了。            
(4星)	 本科毕业离校的时候才在看，还下了几集回家看~            
(4星)	 好老的片子，但仍旧值得一看            
(4星)	 挺好            
(4星)	 烂尾            
(5星)	 香港TVB的顶峰！            
(NA)	 虎头蛇尾            
(5星)	 喜欢古装喜欢美人喜欢勾心斗角的人，绝对不要错过一部戏。戏里每个都是如诗如画的美人每个女人都善于算计。寂寞也好不甘也罢，她们装点了这华丽的后宫，上演一出永无归路的情爱纠葛，回肠荡气也凄美绝伦。那些凌厉手段，那些刻骨铭心且是《宫》《宫心计》能相比的？完全不是一层次的！            
(4星)	 要走，只因你心中仍然有爱；要留，因为我心中仍然有恨            
(3星)	 后宫戏~            
(5星)	 很经典            
(5星)	 经典的宫斗啊。。。            
(5星)	 港剧宫廷戏的巅峰之作！绝对经典！            
(5星)	 最喜欢最后如妃的那段独白            
(4星)	 前半段狠精彩 后面我总觉着混乱了……总体还是相当出色的            
(4星)	 这部电视剧真的很不错            
(5星)	 全五星，看了三次，最心疼的居然还是玉莹            
(5星)	 最近后宫宫斗剧越来越热门，但是我想我很难再看到像《金枝欲孽》这么精彩和深入人心的宫斗剧了。。。            
(4星)	 喜欢如妃            
(NA)	 TVB的老套剧情！勾心斗角！！！            
(3星)	 喜欢黎姿            
(4星)	 很不错的一出宫廷女人戏，黎姿和林保怡的感情戏挺不错的            
(4星)	 5星：一定要看！            
(4星)	 尔淳啊尔淳            
(5星)	 不爱宫墙柳，只被前缘误。            
(5星)	 情不清            
(5星)	 最近才看的..被人推荐了千万次的电视剧            
(5星)	 TVB的经典            
(4星)	 玉瑩小主            
(4星)	 这才是后宫剧 不是 大清后宫 功 美人心计 这种狗血言情剧            
(5星)	 喜欢TVB的，你们懂的            
(5星)	 谁是好人，谁是坏人……            
(NA)	 心生凄凉话尔淳            
(5星)	 这个可以算经典了            
(5星)	 小时候看港剧的时候都不明白为什么那么多剧都是林保怡当男主角，直到看完这部剧，才彻头彻尾地爱上了这个小眼睛的男人。我很俗，虽然同情后宫各个女子爱得辛苦，不过真正打动我的还是那个含着泪准备吃下毒药的孙白扬。            
(4星)	 林保怡情深感人            
(3星)	 与天斗与地斗，其乐无穷~~            
(5星)	 近10年最好的tvb电视剧            
(5星)	 很爱的一部，至少曾经沉迷那么久。            
(5星)	 好了 我终于提起心思追了 不愧是清宫斗的典范历时一个半月，断断续续下，终于把这戏看完了 只恨当年竟然就把它错过了内心很多感触 在那个时代 女人果然就只能是牺牲品无论你多狠，手段有多高，地位有多不可动摇 依然逃不过被男人掌控的命运保持心中有爱吧            
(4星)	 勾心斗角 香港人拍的得心应手            
(4星)	 肯定好看，只是我没看完。            
(5星)	 太经典~            
(5星)	 经典的每次看都有不同的感受~但都离不开一个伤字~            
(4星)	 闹那般啊。。。天天这样不要过日子了啊            
(NA)	 于是 我也看了……            
(4星)	 重新再看一遍之后总觉得人心始终是太过复杂的东西，有些东西问不出口更痛苦的是无法直视你眼眸。我祈盼时间能带走你心中对她那份不切实际的迷恋，却又害怕它也会冲淡我心中的不舍。世界总是这么残忍地展开。            
(3星)	 意淫历史            
(4星)	 感觉有点蛇尾了。            
(4星)	 当年各种追看            
(5星)	 我恨不得打6星！！！5星不够！！！            
(NA)	 好么。。。追着看。有木有？            
(4星)	 7年前的清宫戏，和现在的种种比起来，依旧经典~            
(4星)	 看過的最好的宮鬥劇            
(5星)	 经典啊            
(4星)	 学到很多，比如玉莹的装傻，安茜的智慧            
(4星)	 TVB永远能拍出有深度的片子。这是最爱的港剧。            
(5星)	 看了感触很深，一切缘于爱，更缘于错爱，注定不会大团圆。宫廷争斗争宠，勾心斗角，谁都不愿意，谁都不得已。尔淳，玉莹，安茜，如玥，都是争斗的胜利者，也都为爱而伤痕累累。            
(5星)	 太经典的一部剧，几位主演各具特色，爱玉莹的美貌，爱尔淳的悲情。            
(5星)	 我说真的心疼里面的每一个人 男人 女人。            
(5星)	 ssm演完这部就每况愈下了            
(5星)	 很好的一部剧，也是我年龄比较大后难得看的港剧            
(4星)	 精辟呐            
(4星)	 重温经典喂！！顺便听粤语~            
(NA)	 还行，就是……比较戏剧化            
(4星)	 不错            
(5星)	 女人不易做。钮钴禄·如玥威武~喜欢着玉莹的毒狠，亦钟情于福雅的与世无争，实在精分啊精分 ╮(╯▽╰)╭            
(5星)	 这是电脑里唯一的一直保存着的电视剧，在我看来，这部剧集几乎完美。后宫戏都是以这部戏为起点，可却很难再达到这样的水准。坏人不是生来就坏，好人也随时能成为坏人。            
(5星)	 无人不欲，有情皆孽            
(5星)	 女人掐架什么的最好看了            
(5星)	 我最爱的唯一爱的宫戏  三个女人 为i了各自的 爱人 亲情 在宫中争斗 最爱的也是爱一个人与被爱的感触 与当时的心境有关吧            
(4星)	 各位小主！            
(5星)	 大爱邓萃雯            
(5星)	 宫廷剧里面的鼻祖了~            
(4星)	 有了实景 TVB的剧顿时气势多了            
(5星)	 绝对的经典            
(NA)	 可算看完了~哎！要是不弄死幾個編劇也沒辦法收場了吧~            
(4星)	 服装好看~宫斗戏里比较好的            
(5星)	 每一个人物都极致饱满，这才是最神的地方。我们各有各得喜欢，我们本就是不同的人，不同的命运，不同的性格。我们各有各的活法，说不清谁对谁错，只是那个地方，结局生来注定。逃不开的是注定这一件事。            
(5星)	 活下来的，才最痛苦            
(5星)	 港剧宫斗绝对的经典！喜欢黎姿！！！            
(5星)	 最喜欢的一部TVB，喜欢邓萃雯，帝王家的女人活得不容易。            
(5星)	 目前觉得最有感觉的宫廷戏            
(5星)	 后宫戏就喜欢这一部~~~            
(4星)	 本来以为结局会不够激烈，结果，要不要这么惨。。。            
(4星)	 alililili            
(3星)	 不觉得特别好看。            
(5星)	 一直被模仿，从未被超越。喜欢邓萃雯，就是从金枝欲孽开始。            
(4星)	 经典！之后的所有后宫之战都不如这部！            
(5星)	 后宫斗争最精彩的最好的至今为止。            
(5星)	 每集都有经典的对话~最后最让人心疼的是如玥，没有选择与爱人奔走天涯而是留在深宫，是那么的无奈。            
(5星)	 女人呐~            
(4星)	 华丽丽的皮草宫装把眼睛都闪花啦!!            
(5星)	 真好看啊 还没看过瘾就完了 结局真是悲惨 姐又开始迷tvb了。。。玉莹 尔淳 如妃 安茜 福雅 其实都是真性情的女子 开始觉得有心机的女人并不讨厌甚至有些喜欢了 最后玉莹和白杨紧紧相拥着死在一起真是让人动容 唉。。            
(NA)	 TVB            
(5星)	 雯女最棒！            
(5星)	 那时正热映，她们问我喜欢谁，尔淳。无论结果怎么样，心中一定要爱。为什么爱金枝欲孽，因为她在内心争斗中完整地表现了错综复杂却又不失纯真的感情。            
(NA)	 很好看            
(5星)	 不爱宫墙柳，只被前缘误。花开花落自有时，总赖东君主。            
(5星)	 黎姿美的很类~            
(5星)	 还是和爷爷一起看的 晕            
(NA)	 古装港剧无法超越的经典！可以学到很多东西……            
(4星)	 衣服真好看            
(4星)	 话说才知道金枝的翻译是 war and beauty..            
(5星)	 两天时间看完了，一边看一边去贴吧求助剧中的玄机，实在是抓不住各种勾心斗角哇~自行忽略掉俩男主颜不够给力这一瑕疵，好看！            
(3星)	 情节还行 只是看得我好累            
(NA)	 已经成为TVB一个时代性的标志了，我觉得这部剧的成功除了题材新颖之外还专门跑到内地影视城取景，就整个显得进步了，一分钱一分货的道理。最爱看这种勾心斗角的戏。            
(5星)	 经典中的经典，后宫争宠剧的鼻祖            
(5星)	 看过的宫廷电视剧中我觉得最好的。            
(5星)	 因为这部剧，喜欢上了林保怡，隐忍而炽热的爱。            
(5星)	 喜欢困于宫中十年看尽各种斗争的如玥和安茜，心疼如玥。其实里面的女人都是个悲剧啊，唉....重看几次都觉得好看啊~越看多次越发现剧中小角色也感情性格丰富，像香浮，福雅，皓雪....            
(NA)	 女人            
(4星)	 大家都好凶猛！没有《宫心计》那么美型捏…如妃凉凉气场好足！！好喜欢孙白杨！！大叔好讨厌嘤嘤嘤……            
(5星)	 宫斗剧的永远。            
(5星)	 喜欢这部，当时特别喜欢里面的咏叹调            
(4星)	 宫廷剧中的经典咯~            
(5星)	 看过的港剧里唯一记住的几个之一 宫廷戏的佼佼者            
(5星)	 后宫片第一~~            
(4星)	 宫廷女人斗心剧最高成就。            
(5星)	 tvb近年来难得的经典之作            
(5星)	 关于女人勾心斗角的启蒙篇。。。。            
(5星)	 近几年中，tvb剧中斗得最过瘾，最淋漓尽致的一部戏。除了尔虞我诈，勾心斗角之外，片中各色人物对于不同他人赋予的一片真心也能打动观影人。            
(5星)	 还是觉得宫心计比金差远了            
(5星)	 确实很不错。。且不管它和正史的距离，就单单演员演技来看。保怡大叔啊！！！！            
(5星)	 又看一遍，tvb的古装剧确实不够大气，但已经很经典了。            
(5星)	 我爱后宫戏~~~            
(5星)	 更不解释            
(5星)	 经典的后宫争斗            
(3星)	 尔虞我诈的看的人好累            
(5星)	 这貌似是我最后喜欢看的一部港剧了，大学我一共就看了这么一部让我有感觉的戏，以前多么爱恋tvb啊，但是不知道是时代变了他们要与时俱进呢，还是水准越来越差，我已经不再喜欢现在tvb拍出来的片子了            
(3星)	 = = 我看不太去...就提前把剧情介绍都看完了 看得心纠            
(4星)	 看得不睡觉了!!!             
(5星)	 孙白杨，一部女人戏中的同样出彩~            
(4星)	 美女很多 、            
(5星)	 这样的人生没有赢家，无欲则刚才是王道~            
(5星)	 问世间有几多痴情儿女？？？            
(NA)	 我喜欢向孙白杨那样儒雅的男人，可能是因为我性格很MAN吧，呃，温文尔雅，挺好的            
(5星)	 应该是TVB不可错过的电视剧了            
(NA)	 要得到男人的心，最下乘的方法就是千依百顺，这样会让男人觉得索而无味；中乘的方法是若即若离，让男人觉得可望而不可及；最上乘的方法就是求而不得　　　　天上的风向变了，地上的草木也跟着折腰，这就是生存之道　　　　既然已经选择，就不要再回头。人也是这样，放开了就不要再记得 　　            
(5星)	 很经典的一部剧···最后一集超感人！！！            
(5星)	 你不會再看到比這更好的宮鬥 卻又不僅僅是宮鬥            
(5星)	 只为黎姿            
(4星)	 玉莹是开始对皇帝最忠心的女人，却有了别的男人的孩子，尔淳一心想着孙白飏从未爱过皇帝，却有了皇帝的孩子世事弄人啊！            
(5星)	 好剧！完全没有“看了这个场景就知道接下来要发生什么”的感觉。            
(4星)	 典型的TVB宫廷戏。             
(5星)	 爱黎姿~            
(5星)	 我觉得没办法超越了。            
(NA)	 寒假又补看了一遍！！！好看的死呐！！！            
(5星)	 不知道是第几次看这部剧了，是因为之前看了宫才勾起了我对金枝的回忆。虽然已看了多次，但还是看完后很难受。可能是因为里面以假乱真的情，也可能是里面让人无尽叹惜的人，抑或是那些千真万确的事实，不论是在剧中还是在现实社会。            
(5星)	 宫斗剧之巅峰~让之后的许多宫斗剧显得弱爆了            
(4星)	 很经典的。。            
(4星)	 宫斗戏里数上乘之作              
(5星)	 难以超越的宫斗经典            
(4星)	 诚如冬日饮雪水，含笑饮砒霜            
(5星)	 问苍天，有几多快活儿女            
(4星)	 為何燒到猛火裡，我都不介意伴隨?            
(5星)	 阿佘同gigi            
(NA)	 为它的长度兼宫斗题材兼大热过很抗拒过一排 无比无比庆幸自己最终没错过。。30集一晃就过去了 咏叹调和笛子二重奏都是mp3必备歌。。然后好开心女人演了这个虽然冬天到横店拍这个把女人搞病了。。据说创世纪也曾请过女人 愿意相信771是有和女人合作的心吧。。可惜了 对剧本身 = =我对经典总是无言 下            
(4星)	 有些怨念。。。            
