http://movie.douban.com/subject/2190931/	刑事侦缉档案IV
(NA)	 看完徐飞，特别喜欢big big world             
(3星)	 虐啊。            
(4星)	 我多希望你是永远拥有我家钥匙的女人。知不知道我为什么喜欢听这首歌，知不知道我为什么喜欢吃金梅片，你明明知道我喜欢你，我知道你对我也是有感觉的，我们为什么不给彼此一个机会呢？这个世界上除了爱情以外，还有很多其它的东西。人是要向前走的，不能永远都活在回忆里面。             
(5星)	 现在的TVB 再也没有这样的好剧了~            
(2星)	 难道这部是琼瑶剧嘛，感情戏多过茶            
(4星)	 扣掉的一星因为电驴佘            
(5星)	 TVB刑事侦缉档案里面最具现代感的一部， 案情也相对复杂， 经常多个案例平行发展， 主人公之间的爱情故事也很好看。            
(3星)	 结局太虐啦            
(2星)	 看到阿佘被劈腿坚定弃了…小三上位神马的最恶心人            
(4星)	 看那个时候萱萱、佘诗曼的着装打扮，都觉得很好看。我的审美还是停留在十年前呢。剧情、人物都不错。            
(5星)	 TVB的经典啊··话说我最爱的就是古宣配了··这一部太虐了··            
(4星)	 其实《刑事》系列中最好看的还是I和II，III出现了严重疲态后，IV以全新班底和故事出击，其实还是挺不错的。当中最令人印象深刻的是古天乐和宣萱两人很有爱的感情线，经过那么多风浪，最后还是不能在一起。。。            
(4星)	 终于看完全部四部            
(5星)	 他妈的太好看了！！！！！            
(4星)	 我希望你永远都是拥有我屋企锁匙的女人            
(5星)	 最后一集看得真是异常难过。            
(5星)	 和徐敏静一样 住在我心底的武俏君            
(5星)	 我好纠结，两男四女，各个都爱。但是在当年我更愿意心疼俏君和唐心。俏君的爱满是阳光，炙热、温暖、洒脱，而唐心却爱得卑微、沉寂、孱弱。尽管结局没有大团圆，但是徐飞最后沉沉地拥抱、唐心墓前子山的陪伴，也少许宽慰了些。            
(NA)	 不好看太闹心了            
(4星)	 感情真纠结真无聊            
(5星)	 我的天，這情節也太狗血了，我從頭糾結到尾。當古仔抱着那個芊芊說感情是要經過比較才分得出輕重，在生死關頭我最放不下的還是你的時候，我還是堅信結尾一定跟那些陳詞滥調的偶像劇一樣，他一定是因為愧疚。所有人的大團圓，除了武俏君。可男主和女主就是應該在一起的，電視劇都是這樣演的不是麼？            
(4星)	 我记得有李珊珊？            
(4星)	 为什么要换人，我还沉浸在大勇和jess里面无法自爬            
(4星)	 很伤感的结局，很无奈的离别            
(3星)	 和之前三部没有联系，而且很不好看            
(5星)	 古宣真的好痛心啊~~~~他们分开因为太爱对方了 不如一次了断~~~   要是有续集就赞咯！！！！求续集求续集、、、、我知道不可能喇            
(NA)	 个人推测，徐飞八成是金牛座的。。。            
(4星)	 TVB就那么几张脸。            
(NA)	 让我最不能接受的是徐飞和俏君这场遗憾的爱情            
(5星)	 怎么看都觉得徐飞是个混蛋！！！！！            
(5星)	 无敌了，这部剧真的是难以言语的痛苦，为什么飞君最后不能在一起，编剧居然那么狠心！我痛心呀，我心爱的俏君呀，我心爱的宣萱呀。            
(5星)	 这么多年过去了，我依然觉得徐飞应该和俏君在一起            
(5星)	 俏君&amp;徐飞，江子山&amp;ManT^T             
(5星)	 老实讲 对宣萱是这一部先改观 佢同古天乐嘅对手戏真系好精彩 而向海岚 我就觉得都几靓 对她冇啲唔好嘅印象 不过冇发挥啫 花瓶一个陈锦鸿一向都系咁个角色 都唔出奇 最失望就系佘诗曼 虽然我唔系好钟意佢 但系都有期待啫 可惜……             
(5星)	 记得那时内地引进时叫正气，TVB必看刑侦剧！            
(5星)	 俏君*徐飞            
(4星)	 剧情很喜欢，人物也很好，但结局太让我怨念了……            
(4星)	 什么鸟屎结局啊             
(NA)	 1999—2011，再看还是那么喜欢，两个男主角的爱情都太崎岖了，看的我心痛            
(5星)	 相濡以沫不如相忘于江湖~~            
(4星)	 悲催的君飞恋            
(NA)	 无言的结局，我觉得古天乐和宣萱就没有一部戏走到了最后。            
(3星)	 破案部分还行…… 可是感情戏太纠结太狗血…… 或许现实的确是这样残酷的，可是看完了还是心里一团火冒出来！            
(5星)	 最后的最后 我相信 徐飞一定是爱俏君的 但责任使他不能对不起芊芊 所以 一向明理的俏君怎么会为难他们两个呢 最后一幕 俏君去徐飞那儿搬东西 把钥匙还给他 他给了她最后一个拥抱 我知道 她的心就此锁上 最美的风景已经走过 余下的 都是人生            
(5星)	 君飞恋终未果，却让我记住了《big big world》            
(5星)	 武俏君应该被选为世界女人典范！            
(5星)	 君飞恋 要有多遗憾。            
(5星)	 tears are falling from my eyes.            
(5星)	   古天乐是个不爱洗杯子的警探，还要吃调解情绪的药物~是这个系列塑造人物的突破~            
(NA)	 君，遇到飞是她一生的劫            
(4星)	 感情戏太苦过头了吧。最后的结局也太莫名了            
(5星)	 为毛最后徐飞没和俏君在一起啊！为毛最后子山没和man在一起啊！虐心大局啊！其实最后是徐飞和子山在一起了吧！！！            
(5星)	 再也回不去的黄金年代—九十年代            
(4星)	 改个名字会更好！            
(4星)	 剧情还不错 除了让人蛋痛的两段三角恋！            
(5星)	 古天乐好帅啊！！！！宣萱好美！绝配啊！！！李珊珊也不错！            
(3星)	 喜欢不起来。。            
(4星)	 作为一部50集的电视剧，能让人看完，我觉得它就成功了。虽然每个案子都有固定的模式，虽然结尾如此的不给力，但作为消磨时间的话，还是不错的。            
(5星)	 跟前面的没啥关系嘛            
(5星)	 不想给予该剧任何的标签，任何的标签都不适合。12年了，再次看，还是会狠狠地哭，说有谁错了麽？他和她和她，都是在自己的认知中追寻自己想要的。依然喜欢MISS MO，那样的一段爱情，令人叹息。            
(NA)	 徐飞为什么没和俏君在一起。。。失落            
(5星)	 又是经典了|遗憾！过了那么多年终于知道故事结局了，哎，遗憾！            
(4星)	 好早的剧 也还挺爱的            
(5星)	 50集看著雖恐怖 照現在上網追的這種速度也是很快的事情 照朋友所說古天樂好像到了秒到我的成熟男人的年紀了            
(4星)	 就是欺骗所有人也骗不了自己的心。不想要跌宕起伏的命运，只想平淡地度过此生。我以为我可以做唐心或俏君，不希望是MAN.            
(5星)	 我挚爱的武俏君。            
(4星)	 徐飞和俏君。永远的心痛啊。            
(4星)	 佘佘在里面很清纯的说。这是俺的初中回忆。            
(4星)	 这是个什么结局啊。。。我讨厌一切电视剧魂一样存在的人物。。。人不出现影响力一直在很讨厌的            
(5星)	 芊芊一出现点都不好看了            
(4星)	 啊呀呀君姐姐            
(5星)	 郭晋安演坏人还是很帅的。但是徐飞没能和武俏君在一起，恨啊。            
(5星)	 最让人心痛的结局            
(NA)	 其实貌似是没看过的            
(5星)	 超级棒！古天乐那时真是很拼啊！宣萱样子好像一直都没变过一样的。。。真希望他们俩个最后结局能在一起的啊！~~~真是太经典的港剧了！怀念。。。            
(4星)	 回顾经典，难以释怀            
(5星)	 那个时候宣萱还很年轻，古仔也没有皱纹，佘诗曼估计刚出道……            
(5星)	 经典            
(5星)	 永远的飞君。。。            
(5星)	 曾经的经典，现在已无法逾越            
(NA)	 很好看！            
(4星)	 曾经回答过的一个问题——最后古仔的选择是否正确？            
(3星)	 和12怒汉有一个相似的情节            
(5星)	 止不住的追了下去            
(5星)	 帅！            
(4星)	 看到短评说：这样的结局我无法接受。我想说：这样的结局我也无法接受。 哈哈            
(5星)	 徐Sir那么帅那么帅那么帅呀！！！！            
(5星)	 经典中的经典！！！看了5遍，倒背如流~~~还是想看~~好看死了啊！！徐飞太帅了！！！！            
(3星)	 因为狗血的感情戏减一星……            
(NA)	 深深地记得 徐飞和俏君。            
(5星)	 最爱系列。。。            
(5星)	 只要一听见Big big world，徐飞和俏君就会出现在眼前，还有唏嘘            
(5星)	 永远的君飞恋，顶            
(NA)	 很喜欢            
(5星)	 各个方面都值得推荐            
(4星)	 最讨厌的结局！！！结局能重拍么？！            
(5星)	 爱两难。            
(5星)	 感情好像挺复杂的。。。喜欢那个大小姐。。。            
(5星)	 当你不能和回忆抗争的时候 也许放弃也是一种解脱            
(5星)	 十年后再看　依然唏嘘            
(5星)	 续集拍的也很好，延续了前几集的精彩，那时白白的古天乐也很帅哦~            
(5星)	 从首播到现在徐飞与Miss武的爱情让我一直念念不忘，而心理专家在我心中一度非常向往。现在重看了后，反而是MAN的复杂纠结心理让我特别的有感觉。PS. 戏中的案件很精彩，与曲折的爱情相得益彰。            
(4星)	 里面的2段3角感情太纠结了,最不喜欢唐心,结婚前和好朋友的老公告白,间接导致了后面Man一系列悲剧,还是看案子好,感情看起来太复杂            
(5星)	 好看。            
(5星)	 似乎看过的样子= =。。            
(5星)	 于最爱之人，相忘于江湖。于次爱之人，相濡以沫。            
(4星)	 当年滴刑侦剧多好看！为毛现在的像狗屎……            
(5星)	 很多年前在电视上没看全过，因为用了这系列的名字却完全没关系的人物，心理还是抵触这样的。如果看完这部，我想说，这部比前三部更好看！案子更有意思。徐飞和武俏君，让人觉得可惜            
(3星)	 其实还好，比起前三部陶大宇版的感觉差多了            
(5星)	 一直觉得徐飞和俏君是我心目中最好的一对，所以至此期待五的到来            
(NA)	 十年间，不知道看过多少遍，还是喜欢。喜欢那个潇洒干练，有点傻的俏君            
(5星)	 直到现在看到最后俏君和徐飞分手的那一幕还是哭的稀里哗啦的            
(3星)	 不喜欢除了武翘君以外的其他3个女主....            
(3星)	 重温之后，介狗血的剧情啊！            
(4星)	 07年夏天看的.不如前三部.只是感情戏.分久必合,合久必分,赚了不少眼泪吧.            
(4星)	 喜欢徐飞跟俏君，结局令人唏嘘，big big girl。。。。            
(5星)	 徐飞&amp;miss wu            
(5星)	 只是第四部没有前三部的原班人马，不过也很好看            
(5星)	 因为结局，从此以后超级烦向海岚            
(5星)	 永恒的经典，永恒的遗憾            
(5星)	 每一个案子都很经典，陈锦鸿和古仔真帅~~  哎，青春真美好！            
(5星)	 神剧！！！古天乐与萱萱的组合已堪称经典！            
(4星)	 青涩的阿舍和宣萱            
(5星)	 我很喜欢宣萱～！看到结尾的时候我居然看着宣萱哭我也哭了！            
(NA)	 飞君啊~~            
(4星)	 对芊芊是责任，对俏君就没有责任吗？            
(3星)	 最后一幕是为了老婆大人准备的？            
(5星)	 一系列的看着看着就看到4了。汗。最后都不想看下去了。&gt;///////&lt;烦。TAT 我的飞君！！！好了就这样子了。PS.我对唐心的讨厌程度是越发上升了！！！            
(4星)	 老实说，刑事4有小小失望，如果不是这个名字我会更爱，感情戏太多，以致我连一个完整的案子都不记得            
(4星)	 重温。            
(5星)	 这不是我要的结果！！！            
(3星)	 唉，虽然看完了，还是觉得前几部比较好，这部戏就该刻上陶大伟的名号。。            
(5星)	 爱着的时候，在一起的时候，我能说我爱你一辈子，永远不要分离。 　　可是这也是这阵时，难保遇到下一个更爱的人而忘记了之前对你许下的诺言。 　　整个世界有几亿人适合我，所以爱情也只是我遇到你的时候多巴胺分泌的缘故。 　　到最后总是会化为亲情与责任。             
(5星)	 徐飞、武俏君；子山、唐心~~~~            
(4星)	 其实 好想萱萱和古天乐是一对哦            
(4星)	 重温经典。一直平静，直至结尾徐飞的选择让我落泪。            
(5星)	 纠结            
(5星)	 如果你懂，无需多说～            
(5星)	 大爱最爱。            
(5星)	 就是爱宣萱            
(5星)	 最后的结局实在很难接受.感慨啊..            
(4星)	 看了就停不下来的片子，剧情满紧凑的，当时就郁闷，为什么就不能让徐飞和俏君在一起呢！！！            
(4星)	 小娜说不错。/原来有50集呢，够看一阵子了，不过听小娜讲、看了剧情简介，发现感情戏很纠结啊！/果然很纠结，好喜欢徐飞和俏君这一对，一边看一边担心他俩会分开，哎~~~/知道结局会是这样。不管！支持飞君！            
(NA)	 几乎动用了全台的演员，50集，N多离奇案件，N多感情线，郭晋安的最终Boss是亮点            
(NA)	 糖心            
(4星)	 结局仓促而悲催。唐心死的时候，miss wu离开的时候，我总是绝望般地期待故事会有转折。哎，如果注定是过客，我宁愿不要遇见。            
(3星)	 看到当年跑龙套的杨怡~！！            
(5星)	 喜欢古天乐和宣萱啊！！！~~~            
(NA)	 最爱武俏君            
(4星)	 难两全啊，编剧太狠了            
(5星)	 像完全和前三部不相干似的，不过仍旧非常好看！陈锦鸿和古天乐 两种类型 同样有型！            
(4星)	 好喜欢唐心如呀~~唉唉~~扣掉一颗星!            
(5星)	 ＴＶＢ经典～            
(5星)	 酷毙了的徐sir，萌翻了的飞君恋            
(5星)	 悲催的结局            
(5星)	 让我纠结了这么多年。。。古仔，我还是爱这时候的你            
(3星)	 徐飞，徐飞，请你和MISS武在一起            
(4星)	 爱上那首big big world~            
(5星)	 美女好多            
(4星)	 徐飞，子山```哎哟哟。想起来就伤心。不喜欢心如和芊芊，当然，有演员的因素。            
(4星)	 結局太遺憾啦，我可憐的俏君.....唐心那個賤女人死了是我唯一的安慰，如果她和江子山結婚就太沒天理了，李珊珊接的角色沒一次看的順眼的            
(5星)	 老娘的最爱！！！神剧！！看了N遍  从小到大！！！江子山！！！！            
(4星)	 结局能再囧点吗            
(5星)	 最近又在重温。有时候感情是不受控制的。            
(5星)	 即使相爱不一定在一起，生活中除了爱情还有别的很多东西。每一个案件背后，是形形色色的人物，体现出感情的复杂和命运的诡谲。            
(5星)	 不该信。            
(5星)	 看得我超级纠集的一部啊...乐乐帮宣萱绝对是没有能牵手的情侣中让我最最怨念额一对了...            
(5星)	 最后的结局太悲催了 徐飞和俏君为什么不在一起 啊啊啊            
(4星)	 可惜当天放开你的手，再不能回头。            
(4星)	 结局令人感慨万千。            
(5星)	 只是这个结局。。呃。。            
(5星)	 始终钟情阿MAN。曾一度痛恨唐心以至于痛恨李珊珊不得了。我心目中完美的江SIR与阿MAN的完美组合就这么分开了，后来阿MAN被绑架的时候，看着子山为MAN那么紧张，真是感动得不得了。可惜还是没能重新在一起。杯具！            
(5星)	 绝对的神剧。我的最爱。            
(4星)	 值得一看            
(5星)	 神剧！            
(5星)	 徐飞&amp;武俏君            
(NA)	 小时候当恐怖片看            
(4星)	 探案系列是TVB的拿手戏，每次明知很俗套，但是人人爱。            
(5星)	 结局相当无比之不爽。。。            
(3星)	 明明和前三部没关系 还要叫刑事侦缉档案IV真搞不懂编剧是怎么想的~不如前三部好看 不过蛮喜欢古天乐和宣萱的真是太衰了~喜欢的唐心死了 喜欢的俏君没有和徐飞在一起……这编剧真是的╭(╯^╰)╮            
(5星)	 一直不愿意再看最后的几集，不愿接受唐心的死，俏君和徐飞的分开            
(4星)	 想起来了，这是我看过的古天乐的唯三之一（喂！你够了。）            
(NA)	 50集 可算看完了            
(5星)	 古仔和宣萱的情侣搭档太经典了，无人超越~            
(5星)	 果然是经典剧，情节安排得很好，穿插的感情戏也不错！可惜提前看了最后一集，最后Miss武和徐飞还是没有再一起，讨厌死那个芊芊了！徐飞太过分了，如果舍弃不了芊芊就不该和miss武在一块，在一块就要舍弃过去，就因为这样，剩下的20多集看不下去了！            
(5星)	 为数很少的TVB拍到第四部还维持着如此高水准的系列剧，每集都是经典，重温完。            
(5星)	 重温了这个当年很喜欢的剧。            
(5星)	 重温之后还是纠结，突然想起一句话，如果知道结局是分手，当初还会不会在一起……我想俏君给了我答案            
(5星)	 这套系列我只看过这一部，相信其他的也不会超越我对这部的钟爱的了！两个男主角的感情线都那么吸引人，再加上精彩的案情！经典！            
(3星)	 很明显没前三部好看嘛，很蛋疼的剧情            
(NA)	 经典            
(5星)	 只是迟到了一步            
(4星)	 还算是不错的一部片子            
(5星)	 永远刻在心中的港剧，无论是俏君的温柔与善解人意，徐飞的执着与冲动，子山的随心而爱，唐心的乐观笑颜是我一辈子的怀念            
(5星)	 又是黄伟声!!!!!!他写的结局都那么惨!!!!            
(5星)	 还想再看一遍。爱得刻骨铭心。            
(5星)	 揪心            
(5星)	 过去的TVB实在太美好！现在的……哎……            
(3星)	 虽然都系叫刑侦，但已经完全换过晒人啦…… 锺意古仔同宣萱…… 好可惜他们唔可以喺埋一齐。《Big Big World》当年劲红啊            
(4星)	 十年后的重温让我的心又如当年一般久久不能平静。必须说TVB的刑侦剧时代已经过去，因此多年前那些剧集就成为了记忆中永恒的经典。《刑》系列是幼年的我钟爱推理剧的出发点。此剧中我更在意的是那一段感情，那一首big big world和Miss武那一句“没关系，我习惯了”之后我留下的眼泪            
(4星)	 居然在几天之内把刑侦4温习了一遍，50集刷刷的看完了.而且，我被感动了...            
(NA)	 好欣赏宣萱和子山            
(5星)	 喜欢这一系列的！            
(5星)	 很多人都纠结于俏君和徐飞的感情，但我怎么只顾着看破案            
(5星)	 人的心是会容纳两个人的，但总有一个更不能舍弃。这部戏让我明白什么是遗憾。            
(5星)	 sorry,这个结局我不能接受。            
(NA)	 古天乐真的好帅            
(4星)	 这个无语的结局- -减一星            
(3星)	 看tvb的意义和情怀远远超过了片子内容本身            
(5星)	 因为这剧喜欢上了佘诗曼，实在是太喜欢阿MAN了。她和陈锦鸿很配。            
(5星)	 喜欢古天乐和宣萱那段。            
(NA)	 徐飞终究是紧张芊芊多一点，注定了俏君只能选择潇洒的转身，心疼啊!!这种结局，我知道没法说什么，只是真的很替俏君感叹：为什么第一个遇到的不是我？            
(5星)	 只要出新的就看，喜欢宣萱和古天乐的故事！~            
(NA)	 很喜欢古仔和宣萱，剧情很赞！        演的很真                 
(4星)	 飞君十年            
(4星)	 结局为何如此狗血= =            
(5星)	 七个证人，各自有各自的隐瞒，都作了假证。第十八集 后面的感情戏也很好看。            
(5星)	 我的飞君恋，哎。。。。。。。            
(5星)	 对里面的背景音乐痴迷不已，可是怎么也找不到出处。            
(5星)	 徐飞TAT            
(5星)	 又见悬疑又见破案又见古天乐和宣萱            
(2星)	 长那么大只一部港剧《刑事》让我欲罢不能, 但这部真是....embarrassing            
(5星)	 大爱这部 虽然有情人没能终成眷属 可是也支持徐飞的选择             
(5星)	 当年是日夜追着看啊 古仔和宣萱在一起多好呢            
(5星)	 让我怀念的经典拍档~~曾经 一度痴心于成为一名心理学家。。。            
(5星)	 宣萱和古天乐的组合很好耶            
(5星)	 看了一遍又一遍的最爱啊            
(5星)	 希望古天乐和萱萱在一起啊..结局我不大喜欢~~55            
(4星)	 换主演了还蛮不习惯的~~~            
(4星)	 喜欢唐心,好喜欢好哦!            
(5星)	 儿时的记忆            
(4星)	 一部错过了很久的好片，看完这部才知道为什么这么多人支持古天乐和宣萱配            
(4星)	 这个结局挺可爱的...江SIR和武俏君在一起            
(5星)	 最爱 没有之一 徐飞啊~你对不起俏君~            
(5星)	 恩 我觉得是刑事侦缉档案中最好看的一套啦~            
(5星)	 一直不明白为什么这是刑侦4，古萱配的经典！            
(5星)	 这不是不是有趣点啦剧情上 也不记得~\(≧▽≦)/~啦啦啦            
(5星)	 经典续集            
(5星)	 因为这个片子喜欢上了萱萱            
(4星)	 刑事侦缉的经典，古仔太帅咯            
(3星)	 无奈            
(5星)	 最喜欢的电视剧，最喜欢古萱，忘不了俏君的热情与洒脱            
(5星)	 多年之后，错综的案件已经不记得了，那些隐忍，煎熬，纠缠不清的爱，渐渐沉淀，在每一个想起他们的时候心疼得不行。如果我们还懂得痛苦，那是因为，我们有爱。            
(4星)	 一颗星扣在李珊珊宣萱佘诗曼向海岚 女主角没一个招人待见的            
(NA)	 俏君，徐飞，唉~            
(4星)	 纠结的感情啊            
(5星)	 终于看完了。。。港剧的巅峰捏~~            
(4星)	 不喜欢佘诗曼的角色。更不希望芊芊回来啊！            
(NA)	 导演有初恋情结，一同学评价的            
(5星)	 会定期翻出来回味，已不下10遍的剧。大爱它的两条情感线。            
(4星)	 很好看，案件比之美剧毫不逊色，竟然还是九十年代的剧。            
(5星)	 武俏君，用力爱过，然后坚强说再见。            
(4星)	 呀 宣萱            
(4星)	 有些事情一辈子都会放在心里。。。。            
(4星)	 生离，死别。            
(5星)	 没有课的大四让我重新看了一遍。            
(4星)	 徐飞武俏君。            
(4星)	 “失恋嘛，我已习惯了。”            
(5星)	 最经典港式侦探片，相对于前三部的粗制滥造，情节经得起推敲，人物塑造鲜明。            
(4星)	 最后，可怜了宣萱            
(5星)	 太喜欢武俏君了，自立自强，敢爱敢恨！！            
(5星)	 miss武啊miss武            
(NA)	 责任与爱的取舍，那无奈的拥别，让我唏嘘不已。            
(5星)	 喜欢陶大宇和郭可盈的搭配，所以带着一点点的抗拒开始这一部。结果发现很多闪光点，宣萱饰演的心理医生说话总是很温柔，可又总是一语中的。看别人的感情故事，无论是主角的还是配角的，都深受启发。人不那么主观，不只关注自己，真的可以看穿看透很多东西。突然发现以前看过这部戏，只是当时太小看不懂            
(4星)	 当年熬夜看完的，还不错            
(5星)	 重温中            
(3星)	 宣萱同学超pp，不过不喜欢古哥的角色。最后几集超拖沓。很久没看过港剧，还是不喜欢冗长的主题曲和到处穿插的情感戏。            
(5星)	 我印象最深的一部。插曲BIG BIG WORLD印象深刻。好喜欢阿佘里面的角色。还有古天乐与宣萱戏中的恋情。有时间我会再重温一回。            
(5星)	 若不是这样的结局，我会记忆这么久吗？君飞恋啊~心中永远的遗憾~那时疯狂的看网友续写的文章啊~直接导致开启我看小说的漫长岁月~            
(5星)	 至今无法释怀的结局最爱当年的古仔和萱萱            
(5星)	 经典，但遗憾的是始终没看全。。。            
(3星)	 为什么我就是喜欢唐心这种遭天劈的女人，哎呀呀~            
(NA)	 大爱飞君            
(5星)	 最爱古仔！！！依旧心疼Miss Woo ~~~            
(5星)	 MISS 武。。。。。            
(4星)	 好喜欢陈锦鸿啊~~~只是这结局也太那啥了吧。。。            
(5星)	 刑4…永远的飞君恋…            
(4星)	 好看啊 好长啊作孽的miss武啊 阿佘真是好清新 好纯情啊 哈哈 好看！！！            
(5星)	 徐飞+完美武俏君            
(3星)	 和前三部没法比。。况且结尾雷到我了            
(4星)	 结局让我诧异了...古宣...            
(5星)	 不是原班人马竟然也能创造经典。。。为这个系列画上了一个完满的句号了。            
(5星)	 宣萱和古天乐真是太让我纠结了。。。            
(5星)	 bigbigworld            
(5星)	 ICAC~~            
(3星)	 君飞恋没能萌到我  倒是唐心和子山的爱情让我着迷  这是李珊珊最让我喜欢的角色            
(NA)	 ！！！            
(4星)	 我痛恨编剧安排的结局。纠结了N年            
(NA)	 有缘无分            
(NA)	 非常喜欢的一部!徐飞,和俏君,子山和MAN            
(4星)	 结局让我知道了什么是濡以沫不如相忘于江湖             
(5星)	 最喜欢这部了。但是只看了大概有3遍。也收藏过碟子。但是搬家的时候又要我送人了。我说以后收藏好的。这是一定的。呵。            
(5星)	 案件非常精彩，尤其是孤岛上的，又惊奇，又出发了两位主角的爱情。两位主角的爱情真的是刻骨铭心，我难以忘怀，只是爱情和责任，真的是难以抉择，就是这一抹遗憾，让我对这部剧久久不能忘怀~            
(NA)	 我不喜欢结局            
(5星)	 50集 我看下来 看之前我知道结局 我以为我看到最后我会很伤 可是没有 我觉得对俏君 退出是轻松的 因为总会有人比较她的牺牲比你伟大 徐飞我相信他爱芊芊同样是那么多 他不是只因为责任 而子山和俏君 若他们能开始 有什么不好呢 不要因为开始的设定而局限了这种可能性            
(5星)	 案情推理麻麻，多有借鉴之处，但两段三角关系塑造得很好，特别是飞君恋，至今想起还是感慨万千，不过现在重新翻出来看，终于觉得原来这真的是最好的结局，这段感情，俏君已经尽了全力，所以没有遗憾。            
(4星)	 爱情世界中，没有绝对的对与错。看了这部剧之后，很不感冒佘。其实徐心中一直有旧爱，他不能否认，那么为什么要开始，那么为什么要挽回。如果只能说明徐心中有武，那么这样的结局实在太悲伤。            
(5星)	 看了难过            
(3星)	 评分给低主要是因为是个悲剧，我真讨厌这结局。            
(NA)	 呜~为什么最后徐飞不是跟俏君一起！！！接受无能！！！            
(3星)	 讨厌的结局。。            
(4星)	 看了一半，不忍心继续看下去……            
(3星)	 當時看的時候真希望子山和婉蘭在一起...            
(4星)	 古天乐和宣萱也很配啊~~不过是个杯具。。            
(5星)	 结局真是有点不忍心看啊.,            
(3星)	 这部电视剧其实很好看。。可最开始让我兴起看这部电视剧的只因里面有某个人的影子。。。            
(4星)	 很喜欢，百看不厌            
(NA)	 貌似也看了些  反正结局看了            
(NA)	 她比烟火寂寞            
(4星)	 一直以为自己没看过，原来只是大陆放的时候换了个名字。。。            
(5星)	 不得不提，郭晋安虽然出现了不到五集，我却因为这部片子对他有了好感……            
(4星)	 相濡以沫 不如相忘于江湖。。。。江sir和miss武走到一起，只能无奈江湖太小。            
(5星)	 最爱看徐飞与俏君的对手戏。可惜深爱的两人最终还是没有走到一起。这部片子看了好几年了，内心也为结局纠结了好多年            
(4星)	 貌似很多人追捧至极，不过结尾让人喷饭之            
(3星)	 讨厌感情戏。。。。            
(5星)	 一直喜欢的剧。            
(4星)	 郑东成...念念不忘...            
(5星)	 这部比较纠结，虽然换了演员，可还是很好看的说，男主女主最后没能在一起，心里面那个难过啊            
(5星)	 最后一集的最后一段，看得我哭了。            
(4星)	 有遗憾~才完美~            
(4星)	 我想我也会爱上徐飞，然后又会成全他和芊芊，虽然我也很不喜欢芊芊。但是爱情有时候真很小气，没办法多一丁点。最后一幕俏君还钥匙给徐飞，真的很替他们惋惜，也许这样能比拥有徐飞更好，因为不论谁留抵，都会是另个人的影子。            
(NA)	 虽然是刑事侦缉系列,但是主角人物变演员总是觉得没有之前精彩.            
(4星)	 因为最后俏君最后没跟徐飞在一起，所以扣分            
(4星)	 喜欢古宣配，还是宠物情缘的结局可以接受，这个太让人心痛            
(5星)	 为什么TVB现今没有这么好看的片子了            
(4星)	 ~~            
(4星)	 同上。            
(5星)	 嗯。。。看过很灵的，，，但是有点忘了~            
(5星)	 这个还用说么，经典中的经典。            
(NA)	 股仔年轻时多青涩。            
(NA)	 classic....            
(4星)	 东抄西抄 哼            
(NA)	 还行。            
(5星)	 君飞恋~~            
(5星)	 没看全了。            
(5星)	 之前大概是過於關注前三部了，當然，那也是至今都很難再在TVB里見著的經典了。而當我第二次看完第四部後，感覺至少在劇情上，是比前幾部更細膩的。武俏君，文婉蘭，唐心（如），徐飛，江子山.....每一個都很喜歡。只是，結局過於悲傷。他們都一樣。心裡永遠有個疼痛的牽掛。            
(4星)	 小时候追看            
(5星)	 心胸再宽阔的女生，还是需要人疼爱的。            
(5星)	 徐飞和俏君，太经典呀！            
(5星)	 很喜欢两位帅哥陈锦鸿跟古天乐他们两的合作非常满意            
(5星)	 50集啊 我不是要这个结局！！            
(4星)	 爱宣萱才给四星            
(5星)	 古天乐和宣萱！            
(4星)	 案子肯定不能和美剧的比。。。但还是很好看的。。。知识结局很难过，让人心疼~            
(4星)	 挺好看的，很喜欢宣萱，不过没想到唐心如会死，好可惜啊            
(5星)	 古天乐 宣萱 绝配！            
(1星)	 巨讨厌古天乐            
(5星)	 好喜欢MISS wu啊            
(4星)	 看在是99年的 不说你老土了吧            
(5星)	 宣萱~~~~~超干练型，和古天乐太配了            
(5星)	 我一直只记得引进的译名《正义·正气》~大爱里面的古萱配~很是遗憾            
(5星)	 经典中的经典            
(3星)	 还是陶大宇和郭可盈搭档，堪称经典。            
(5星)	 经典系列~            
(5星)	 这个棒啊，让我理解了感情是没法控制的，于是徐飞非常讨人喜欢            
(4星)	 徐飞和武俏君真是可惜...            
(5星)	 经典的案情，和为此唏嘘的爱情们            
(5星)	 大爱噢大爱            
(5星)	 虽然当年的收视和口碑都比不上前三辑，但到最后能让人记住的爱情不是张大勇和高捷,却是子山的那一段纠结,和徐飞的那一段抉择.古天乐最鼎盛时期最成功的代表作.            
(NA)	 这部很好看            
(5星)	 徐飞 武俏君~~~            
(5星)	 知道是这样的结果，依然很心痛啊。。。。“得额了，我惯了”，有点嘢冇办法额，冇的改变，唯有自己慢慢承受啦。。。            
(5星)	 相当经典~            
(3星)	 因为此片我还去买金梅片吃了，结果越吃越饿，然后吃好多，人都胖了……觉得很不划算……            
(4星)	 重温完。。。三遍            
