http://movie.douban.com/subject/1761707/	天桥风云 모델
(5星)	老片，剧情很虐心。却一直很喜欢。
(5星)	第一部韩剧
(5星)	看的第一部韩剧啊，远均哥〒▽〒
(5星)	那时的设计师之梦
(5星)	当初喜欢死了
(5星)	那个时候深深迷恋的小政哥啊~
(4星)	初中时候,因此而爱上模特。
(4星)	看的第一部韩剧
(5星)	很喜欢很喜欢的一套连续剧，也因为这个剧觉得里面的苏志燮好可爱，事实证明我的眼神真不错，小小得瑟下
(4星)	看过的第一部韩剧，觉得张东健挺酷的，那时读初中。
(NA)	认识了张东健
(5星)	my love,巨经典
(4星)	最爱的韩国电视剧，之一
(5星)	最喜欢的韩剧
(3星)	记忆中不错就是有点抽
(3星)	很早的韩剧……
(5星)	不是所有的韩剧都是无厘头的搞笑爱情题材，小小年纪就记住了远钧。。
(5星)	最爱，当时看了很多遍
(5星)	原来太爱一个人是会失忆的
(5星)	00年看的片子 当年还不知道金南珠整过容 只觉得张东健好帅 韩宰硕好温柔～ 对了 如果我没记错 崔智友女神也曾在里面跑过龙套(?!)
(3星)	当年的大爱。。可惜张东健以不复当年了。。
(5星)	最爱远钧哥。。ps，苏苏呀~~~
(4星)	喜欢金南珠哦
(5星)	金南珠。張東健。韓宰錫。
(4星)	最早一批韩剧！
(4星)	浮华世界 机关算尽 人情冷暖 难忘那个深情的男子赵远均  
(4星)	小政哥。
(5星)	最经典的韩剧
(5星)	对我来说这是韩剧永远的经典，也是我最早接触的一部韩剧。
(5星)	看过的第一部韩剧，只有经典，没有超越
(NA)	我看的第一部韩剧啊！那时候觉得很好看呢！
(4星)	ZM很喜欢……所以去看了~~~不错的片子，可惜对于我没那么震撼
(4星)	第一部看的韩剧,剧情已记不清了
(5星)	我只能说太经典  无法抹去印记
(4星)	貌似是我看的第一部韩剧，隐约记得当时每天守着电视很着迷来着，始终觉得韩载硕比较帅
(5星)	第一部韩剧，好看好看。 
(5星)	说实话，远钧死的时候我哭了。。。很多人说不好看，但是我还是觉得老经典的。。。。
(4星)	三人行，必有狗血剧情。
(5星)	看的第一部韩剧，理应满分啊
(5星)	看到第一部韩剧 果断爱张东健~~
(NA)	看的第一部韩剧！小政
(4星)	高中暑假放的，那时很喜欢看，韩宰锡好像一直演痴情悲剧男也。。。。。
(4星)	小时候的晚间电视剧。印象是明争暗斗的一群人。
(NA)	至爱，至爱。
(3星)	早期韩剧，因该剧认识张东健。当年风靡大江南北～
(5星)	这部剧老早了。。。就是从这部剧开始觉得张东健帅的！金南珠在里面的表现也不错哈~
(5星)	这个也是经典！
(4星)	看得断断续续，没看到结尾
(3星)	这是我最早看过的韩剧~~
(5星)	经典经典！！！！！
(5星)	看的第一部，现在也很喜欢
(4星)	看的最早的韩剧之一啊~~
(4星)	呀呀呀  我的第一部韩剧  
(4星)	应该是我看的第一部韩剧吧。
(5星)	T T 远均锅~~远均锅~~载锡锅~~载锡锅~~
(4星)	韩剧的开端
(5星)	第一部迷上的韩剧。从小感觉自己和李政的人生很像，这样的人生很痛苦。You hate him，you become him。
(4星)	现在看来是有点粗制滥造。
(4星)	我能说不好吗？这是真正把我带入韩剧的先锋剧诶。。
(5星)	1998. 韩剧第二部。演员的成名作。
(4星)	那时候还觉得挺好看的。。
(NA)	忘得一干二净了
(5星)	记忆中经典韩剧，那时候觉得小政怎么就这么帅啊。
(5星)	经典啊经典~
(5星)	看的第一部韩剧，不知那时有没有上小学，至少那时不知道另一个宋庆龄是谁
(4星)	小郑哥
(4星)	我看的第一部韩剧，貌似
(5星)	说实话，真的是看棒子剧长大的。而这部无疑是经典中的经典。无可替代。
(5星)	最早看的韩剧，感慨最深的一部。挚爱赵远钧。
(3星)	这个...小学时期在睡觉前看妈妈满心期待地看...不想自己先去睡觉于是一起通了一遍    小理正   是这么叫来着吧？ 哈哈哈 
(5星)	狂愛那個時代的化妝
(5星)	当年的最爱
(NA)	看的第一部韩剧
(4星)	我看过的第一部韩剧。我喜欢赵远钧啦~
(5星)	小学看的，当时觉得是我看过最好看的电视剧~
(3星)	好老的韩剧了，当时觉得好好看！
(3星)	很久以前，接触到的第一部韩剧
(5星)	天桥归来不看韩剧，我心目中韩国偶像剧的巅峰之作。
(5星)	凤凰追剧
(5星)	还是很喜欢，金南珠很漂亮啊。
(NA)	百看不厌。
(5星)	重温启蒙韩剧，大概是不太懂剧情的年纪，只记得当初和C小姐为了李政和赵远钧各自为政，张东健那么明媚的笑一下就觉得什么都能放下了，那之后就再没有让我心动的韩剧了。
(4星)	小学时候看过的
(5星)	第一部韩剧，看过N次！ 超赞！
(4星)	韩剧前三名
(NA)	小时候狂追的剧啊~
(5星)	天啊！小时候那个爱看啊！看了怎么也得5遍了！
(5星)	记忆中最爱的一部韩剧。今天我们是朋友，明天是敌人。当你发现谁才是值得你去珍惜的人时候，你已经没有机会好好的在一起。
(5星)	一個時代的經典~
(3星)	很经典的韩剧啊
(5星)	小学的时候看这部剧挺有意思，开始的时候喜欢远钧，但在他死了之后又开始喜欢小政。而且当时真的好喜欢金南珠啊，现在也是。
(3星)	看的第一部韩剧
(3星)	唉，男二的爱情真是悲催
(5星)	太经典了
(4星)	其实那时候苏志燮就出道了。。
(4星)	金南珠啊~
(NA)	那个年代最红最火的片子~
(5星)	我最最早看最喜欢的韩剧
(5星)	和姐姐一起看的~
(4星)	很早的时候 我还小学一年级的时候吧浙江台就引进了 当时的我根本看不懂 当我五年级的时候 再看发现这部剧真不错
(4星)	第一次看棒子剧...各种都不错..就是内容有点阴....丑陋面略有扩大...收尾首得感觉有嗲刮三... 不好也不坏..
(NA)	经典经典，我的韩剧入门剧
(3星)	可能看的比较晚，所以体会不到那种当时经典的感觉，怎么都理解不了庆琳为什么选择李政，真为远钧这样的绝世好男人悲哀。
(5星)	当时想怎么会有这么好的剧！！！
(3星)	很久远了。。
(NA)	经典巨作
(5星)	今天突然想重温，然后觉得……果然还是经典的好看啊！！
(NA)	小政哥
(4星)	很小的时候看过,当时很喜欢,不过一直对韩载硕的男模比较有爱...
(3星)	看过的最短的韩剧。
(4星)	断断续续看的，很可惜远均和庆琳的爱情没有等到开花结果就以悲剧收场了。
(5星)	13年了，这三个人仍然活在我的脑海中，所谓经典也不过如此
(NA)	不大吸引
(5星)	心里永远的梦
(4星)	本人看的第一部韩剧。。。
(4星)	杯具啊 韩载硕咋就一命呜呼了呢
(4星)	看的第一部韩剧。。。
(NA)	老妈天天候在电视机前，哪里好看…
(NA)	小时候看的~~只记得张东健很帅
(4星)	苾顺，我拿这个名字做过笔名
(4星)	这是小学啊还是初中啊看的来着 情节都忘光了 不过我还记得大家都是中毒的黑嘴唇儿~ 哈哈~Over~
(5星)	韩剧经典。
(4星)	围绕模特展开~
(4星)	那是在遥远的高二，文理女生都喊他小政哥！！！
(4星)	...不解释
(4星)	当年看的时候喜欢死小政哥了~
(5星)	这么多年来，这仍是我最喜欢的韩剧，并且不想给个之一，也是我完整地看过次数最多的韩剧。只是我一点儿都不迷小政哥。喜欢听庆琳喊远均的声音。从他们俩相遇的那一刻起，我便一直坚定地认为他们会在一起，不管中途多少坎坷，甚至最后远均终于为她而死掉了。他们终是相爱的。
(5星)	真的是太太太太好看了，当年看得我欲罢不能
(5星)	永远忘不了赵远均，那个为爱付出为爱牺牲的傻男人。自己买了碟珍藏。每每看到最后，都泪流。
(5星)	刚开始接触的韩剧
(4星)	太多感人的桥段，都是关于赵远钧，为结局扣一颗星，怎么可以让他这么苦逼！从这个剧开始一直喜欢韩载硕，讨厌张东健
(5星)	经典
(5星)	韩剧启蒙！ 里面所有人性格刻画都很丰富
(3星)	腹黑什么，最惹人爱了
(5星)	最近因为某些原因，开始重看，很多很多小时候的记忆涌现出来，真想回到那个时候，真的很美好
(5星)	感觉是我看到第一部韩剧 
(5星)	当年的当年很喜欢，真实而残酷的梯台风云，爱恨纠葛，最早的韩剧经典~
(4星)	鼻祖。。
(4星)	仍是迄今最爱的韩剧，不过现在也不看韩剧了，最美好的真的只在旧有的回忆中。
(NA)	看的第一部韩剧……
(5星)	金南珠应该是韩国女艺人假脸代表No.1吧，排第二的应该就是金晶恩了吧...
(5星)	我擦 小时候的记忆哇。
(5星)	启蒙级的韩剧
(5星)	看的第一部韩剧，当年很喜欢金南珠啊。
(4星)	小时候看的，韩剧总是那么虐。好不容易有幸福了，又毁了！当年超爱韩宰锡。
(NA)	时间久远的都忘记剧情了。。。
(5星)	初中的回忆啊
(4星)	对于这场三角恋。。。真是没话说了。。。
(3星)	最早时候讲model的，很是经典，现在的韩剧啊，不来塞，想当初的喜欢多了！！！
(NA)	这是看的第一部看的韩剧，小学四年级和姐姐在她同学家看的，走的那天还收到了姐姐送的365颗星星
(NA)	唯一喜欢的韩剧
(NA)	最早接触的韩剧之一
(5星)	经典啊
(3星)	比较正的一部韩剧，喜欢张东健
(NA)	第二部看的韩剧，第一部是星梦奇缘！
(4星)	这么多年了 还是很喜欢啊！
(4星)	十年前看的时候很喜欢 10天前看就没劲了…
(5星)	最经典的
(4星)	第一部韩剧
(4星)	多久以前
(NA)	哎呦我那时候是多迷这个……
(5星)	启蒙教科书
(4星)	现在看当年的化妆，我的个天啊。。。
(5星)	哎呦呦，当年远均哥的死不知道“赚了”我多少眼泪。。呜呜。。韩剧中的经典。。。
(4星)	很多年后我看到金南珠整容前的照片，我惊诧了。。。
(5星)	韩剧鼻祖呀
(5星)	经典啊，好久好久以前看的啊
(3星)	当时想韩载锡怎么那么苦
(4星)	以前觉得这部片子超级好看
(3星)	小学的记忆
(4星)	韩剧巅峰时期的力作丫，斗的很精彩，现在的韩剧感觉有点残。。。剧情
(5星)	最喜爱的韩剧之一
(NA)	帅哥美女云集。
(5星)	经典
(5星)	N年前超喜欢的片子
(5星)	大爱国语配得超好
(5星)	看的第二部韩剧
(4星)	还记得我很小的时候天天守着电视看《天桥风云》的时候~张东健~~~~
(NA)	各种爱恨纠葛复仇,小时候看没觉得什么,翻到现在想起来觉得好累人好纠结
(4星)	经典了。
(4星)	这是我人生中的第一部韩剧~
(5星)	没办法 对我影响太深。。。喜欢金南珠，究竟谁是那个可怜的人，谁又是那个可爱之人，远钧最终还是赢得了庆琳的心哦 不过人已亡。。。 
(3星)	讲的什么基本都忘了....= =
(NA)	绝对真实的人生，无论是什么样的出身，有什么样的才能，一样要面对实施的复杂艰难。
(5星)	绝对经典。
(5星)	也算很早进入中国的韩剧了，跟《星梦奇缘》同时期吧，当时家里能收到凤凰卫视中文台，很迷这部片子，T台秀很精彩！
(5星)	金南珠+韩宰锡+张东健
(NA)	这部剧上编剧的立场一度让我很疑惑的 = =
(5星)	回忆
(5星)	经典！
(3星)	乱
(5星)	我有碟！！！初二时候花了１５０快买的！！！天价碟啊．．
(5星)	张东健实在是太帅了~~~
(5星)	我那多梦的青涩时代啊。
(5星)	喜欢这里的韩载锡，比夏娃里面帅多了，虽然还是喜欢张东健更多。可以根据自己的选择去挑结局，33和36任选
(5星)	完美远钧，完美天桥风云！爱你不解释！！！
(3星)	  小学的时候在电视上看到的，貌似里面有个设计师还是啥的~~个男的好人妖啊~~
(NA)	全家剧之一啊 我的高中
(4星)	没给5星只是因为长了点。好看
(4星)	算我印象最深的第一个韩剧。。。。韩宰硕那个角色我好心疼。。。。
(4星)	看的第一部韩剧。虽然现在看起来有着拖沓的通病，但这并不妨碍它成为韩剧中的经典。赵远钧绝对是最让人心疼的男二，结局真的能让人郁闷死。
(4星)	后来知道金南珠整容的shock啊
(5星)	经典 剧中人物的性格都很真实
(5星)	经典啊！！！小政哥，远均，两个男人，舍去哪个都不行啊
(NA)	爱爱爱
(5星)	喜欢赵远均
(NA)	很喜欢的一部，ost也很赞
(5星)	每个角色的性格都很丰满，有好有坏又爱又恨。
(5星)	小时候看时 记得那个模特为了追喜欢哥哥的照片而被撞。。。
(5星)	经典
(5星)	远钧~
(4星)	这是一部喜欢上男二号的韩剧。果然，在韩剧中喜欢男二号是很可悲的事情。。。
(5星)	到现在为止 我觉得还是最好的
(NA)	童年回忆。= =
(NA)	我的韩剧起步。
(4星)	古老的韩剧啊~~男二到哪里都是悲剧男二，杯具
(5星)	那时候真的很迷
(5星)	哈哈 这部片子当年好火哦~
(4星)	看得人虐心 剧情很曲折跌宕
(5星)	赵远钧、李政、宋庆琳，韩剧之经典啊！
(4星)	看过的第一部韩剧,那时候还不知道金南珠是整出来的
(4星)	很早很早之前看得了，当年的青葱少年都老了
(5星)	我妈最爱的小政哥和我最爱的远钧哥
(3星)	很多俊男靓女
(5星)	hold me  just hold .
(5星)	我都记不清是小学还是初中看的了。男二啊，怎么能那么默默付出…
(4星)	记不住了……
(5星)	对我来说是韩剧的鼻祖级人物。。。
(5星)	当年的超爱！
(NA)	记忆很久远
(5星)	凤凰卫视台、   好吧。
(5星)	超爱的韩剧，，还是以前的好看 ，，，那会好萌韩宰锡
(4星)	被车撞死的那个很喜欢来着。。
(4星)	李政和庆林还是没能在一起。
(4星)	看的第一部韩剧，然后就一发不可收拾了。
(4星)	其实现在剧情基本记不得了，当初上学也是断断续续地看，只记得自己第一次喜欢上了电视剧里的大坏蛋……
(4星)	很久的片子了，我很喜欢，差不多认识韩剧就是从这里开始的
(3星)	蛮灵的韩剧。。又是三角恋女主角幸福呀。。勾心斗角时尚故事。。
(5星)	那是一个无可替代的作品
(5星)	韩剧启蒙篇，其实剧情完全忘了
(4星)	经典~偏爱赵远钧~
(4星)	很经典的一部韩剧！
(3星)	小时候看的时候就觉得走秀很眩
(5星)	韩剧启蒙，难忘的中学时代……
(5星)	远钧，你在天堂还好吗？你的庆琳很想念你
(5星)	好多年前看的，后来又专门买了碟收藏，很好看！最喜欢庆琳开始时的青涩美丽，一直留在我记忆深处，不曾老去。
(5星)	最美好的回忆...
(5星)	忆童年的片子啊
(5星)	喜欢金南珠和韩宰硕.
(NA)	小时候喜欢
(NA)	看的第一部韩剧
(4星)	最早时候接触的韩剧
(NA)	我看的第一步韩剧
(5星)	我的第一部韩剧已经不记得谁演的了，对于剧本身也只有模糊的印象了
(4星)	韩剧最初的接触
(5星)	我和韩剧的第一次亲密接触。非常好看
(4星)	哇，高中时期看的剧
(5星)	之于我，韩剧如斯
(4星)	真正意义上看的第一部韩剧,那时候就记得拿着一本书在屋子里走来走去
(5星)	我唯四看过的韩剧之二 宋庆琳 小郑哥 和赵远钧的物语 我无法忘怀 那些我钻在被子里看着你们哭你们笑的日子
(5星)	我韩剧的启蒙老师。5年级的回忆。
(4星)	许多年前电视台里播的，总之是跟着看完了！
(4星)	经典韩剧
(3星)	人生中的第一部韩剧
(5星)	很喜欢~没理由··
(4星)	最喜欢看的韩剧,,,
(5星)	可是从这部开始喜欢韩载锡张东健的哦
(4星)	基本上，通过这个片子，爱上了韩载硕。
(4星)	哎哟喂，小时候追的韩剧啊
(4星)	最早接触的一部韩剧  张东健TUT
(5星)	这部最好看
(5星)	如痴如醉
(5星)	那时的他们，如此年轻的容颜
(5星)	经典啊经典！我真正意义上看的第一部韩剧！当年还是湖北卫视的配音版~张东健，金南珠，李政宰……
(5星)	不喜欢女主播里的佑振，爱的盲目痴情。但是喜欢赵远均，虽然结局是同样的，但是在小时候远均的死足足让我流了泪水，那时不知情为何物的我彻底为这个男人流了所有的泪水。
(5星)	韩剧启蒙大片！以后什么蓝色生死恋这样的都得靠边站。真是特别不错的韩剧！那时候我就开始喜欢苏志燮了。谁像你们，等他演《对不起我爱你》时候才意识到他的帅。
(5星)	我非常非常喜欢的一部电视剧，不是那么的迷恋李政，真的很爱韩载硕和金南珠
(4星)	很老很老的韩剧，当时很喜欢
(5星)	经典
(3星)	我唯一看完的韩剧
(5星)	好吧。在我心中这部剧跟棒子无关。大爱！
(5星)	小学的时候看的，很经典。
(4星)	我所认为的韩剧的开创之作。一扫95年之前的沉闷，也成为了后来韩剧无法超越的内外兼修的经典。
(5星)	一直藏在电脑里舍不得删掉。赵远军，你永远是我的最爱啊。宋庆琳，你怎么就没好好珍惜啊。扼腕。。。喜欢模特的风华吗？喜欢T台的伸展吗？想要了解人间的温情冷暖吗？看看这部片子吧 
(5星)	看的第一部韩剧
(5星)	迷失的时候  看看她们的执着
(5星)	经典。
(NA)	第一次觉得韩剧写得真好~
(5星)	经典 不只是偶像剧
(NA)	。。。。。。。。。。。。。。。。。宋庆龄
(5星)	这部剧算是韩剧的经典！
(5星)	经典老韩剧。。。
(5星)	回忆给他加了颗星
(5星)	金南珠很有魅力
(4星)	COOL
(5星)	哭死我了.......
(5星)	很小的时候看过  印象不深 但直到很好看
(4星)	很经典的韩剧了。
(5星)	我看得第一部韩剧，从此知道……果然不一样。
(4星)	当时很酷  小政哥~
(5星)	喜欢远钧哥。
(4星)	哎呀..我看的第一部韩剧啊...我的初中啊...
(NA)	再也无法超越的韩剧，在我心中。
(4星)	对于我来说的韩剧经典
(4星)	不论是佑振还是远钧，都让人心碎
(5星)	小学六年级的中午档，哈哈~~~
(4星)	现在在看第二遍，看到秀儿，我突然觉得，有些时候，真的不是努力就能成功的
(5星)	爱啊~~
(5星)	这是我看的最早的一部韩剧
(3星)	知道是一部经典的韩剧，看了书，却看不进去电视剧~~
(5星)	久远的回忆啦，当初还是在ziyangtai看完的，对我而言韩剧的开山之作呐
(4星)	看的第一部韩剧
(5星)	初中时的大爱。
(4星)	韩剧中的经典 也是我看的第一部韩剧.
(4星)	第一部韩剧
(5星)	唯一的韩剧。我的最爱。我的最爱。我的最爱。
(4星)	很早的时候看的，那时候觉得金南珠很美，远钧很好。
(3星)	同学看的时候路过看的部分
(5星)	经典
(4星)	看的第一部韩剧
(4星)	韩剧启蒙系列
(4星)	错综简单的恋爱关系
(NA)	断断续续看过，我始终不觉得张东健帅，不过他的发型好过安在旭。
(3星)	很小的时候看的。。。没多大印象了。。只觉得那会很红。。。而且一度我都还蛮喜欢金南珠。。。。现在没什么感觉了。。
(4星)	在这剧里第一次知道整容这个概念. 后面的韩剧就拍得不这么好看吸引人了.
(4星)	小时候好喜欢啊……
(NA)	那时候第二天上学全在那说  现在我很怀旧
(4星)	事实证明经典总是好看的
(5星)	我那永远的小政哥~
(5星)	还是儿时看的如痴如醉的韩剧，不知重看了多少遍，大爱韩宰锡和金南珠……
(4星)	我看的第一部韩剧。。小学六年级时天天守着电视机。。。
(2星)	小时候从电视上看过部分。忘了情节了，好像不喜欢
(NA)	很过瘾
(5星)	想当年。。。。。。
(NA)	看的第一部完整的韩剧，上初中时每天中午放学就赶回家看，也包括那时吃饭点没什么其他好看的，挺久远的记忆了，还是没能太看得懂，就记得三个主角好曲折的关系，结局早已不记得了
(5星)	喜欢张东健
(5星)	最早看过的韩剧吧~也是初中的启蒙！奇怪的是这些人现在通通没有老......
(4星)	这个很经典的
(4星)	当张东健还是bachelor的时候...
(4星)	电视一天十级连播,不看白不看贝,跟着老妈屁颠屁殿的慢慢看,可是把模特圈写的也太黑暗了吧,最早写潜规则的剧啊 
(5星)	多么经典啊，在当时看来真是太时尚的一部偶像剧了~
(5星)	唯一不能割舍的韩剧！
(5星)	经典
(5星)	看的第一部韩剧....
(5星)	小时候看过印象最深刻的韩剧...
(NA)	看过的第一部韩剧，印象就是他们的嘴唇都是黑的！！
(NA)	剧。对冗长、有不必要极至悲喜的韩剧有过敏症。但是这是唯一一部会每集不漏追看的韩剧。也许其中“养眼”的演员是主要原因。
(5星)	小时候的经典韩剧。还是喜欢李政这样的坏男人。
(4星)	那时候的经典吧
(NA)	曾经那个永远的远钧
(4星)	第一部韩剧
(5星)	张东健啊张东健
(4星)	有点真实~
(5星)	中学时代最美好的回忆
(3星)	当年看最初几集时完全沉迷，后来零星看到后边的，觉得很操蛋
(4星)	韩剧也就早期的能看得下去
(5星)	我看的第一部韩剧，中文卫视看的，那时还小不太懂，已经很喜欢，后来又看过几次，才理解了李政。
(3星)	肯承认自己整容的金南珠，有勇气
(4星)	那时候觉得金南珠整得已经很漂亮了，现在。。。
(4星)	男主都很帅。金南珠也很有气质
(NA)	初三的时候看了一遍～高三的时候又看了一遍～总会有一些细节触到心里最柔软的地方～
(4星)	小时候看的，那时候觉得金南珠真漂亮啊，但是我更喜欢韩载锡演的那种男人，但是最后胜利是属于小政哥的……
(5星)	看的第一部韩剧啊……
(NA)	現實那完美的慘澹
(4星)	不记得是不是第一部深入人心的韩剧了。总之，张东健的表现真的不愿意错过。
(5星)	挺悲剧的
(4星)	小时候看的。。。张东健。。。
(4星)	韩国老牌帅哥、美女云集呀。
(3星)	那个年代的
(3星)	当时觉得剧情无比混乱。不过我的模特启蒙知识就是从这里学到的。
(4星)	人物、线索众多，却处理地很好。像女主那样又漂亮、又能干、又能斗的女生真是少。后来才知道廉晶雅和张东健在现实中曾是一对，看戏时总觉得两人之间怪怪的，原来是男女间的怨。
(4星)	个人觉得很经典
(4星)	经典中的经典
(4星)	九十年代的韩剧，那时候看的也是浑天黑地的。
(5星)	麻豆
(4星)	哥看的第一部韩剧 那会还小学吧
(5星)	彼时超迷恋
(5星)	高三的时候，只能偷着看。
(5星)	相当迷恋当年张东健演的李政~
(5星)	我妈最喜欢一部剧呢
(5星)	我曾经的经典  怀念许久
(NA)	看的第一部韩剧~~~怀念~~感慨于韩国人表达感情的细腻！
(5星)	第一部韩剧 韩载硕在心中留下很美好的印象
(5星)	大爱
(4星)	这是我看的第二部韩剧，因为有张东健和韩载硕....
(4星)	我都看了5遍
(4星)	接触的最早韩剧之一。
(4星)	原来这么长！
(3星)	也曾喜欢过张东健
(5星)	老片中的经典，以前年幼无知，常常感叹，金南珠怎么能长这么漂亮...五官没得挑剔...后来才知道原来...
(NA)	初中看的。SO SO
(5星)	我就是小时候看了这个才学服装设计的
(4星)	小时候的回忆...
(3星)	好早好早的时候~~~
(4星)	早期经典韩剧
(NA)	久远的韩剧了
(3星)	鼻祖的鼻祖. 其实都不记得演的啥了,就是T台的事,唯一记得的是有个人好像叫小政哥.
(4星)	经典
(NA)	我知道它很经典，但它也太长，当时我太小。现在想看的话，又觉得它太旧。
(5星)	刻骨铭心的记忆。
(4星)	第一次看此剧，十几年前了，风格与国产或港台剧迥异，当时还狠狠地被迷惑一阵。
(5星)	看的第一部韩剧
(5星)	是我看的第一部韩剧，是很老了的，但真的很好看，看了很多遍了～我的远钧哥呀～
(NA)	赵远钧他长得好像我哥是唯一观后感= =
(4星)	看的第一部韩剧，有些小悲哀···但是，还是很好看~那时的金南珠、张东健····太棒了！赞一个~
(4星)	张东健真叫一个帅啊，喜欢韩载硕。。。
(5星)	那时的我爱的是韩载锡
(5星)	赵远均啊~~~
(4星)	情节很不错！~可惜东健哥哥演的不是好人！！~╮(╯▽╰)╭
(5星)	小学生时代..看的 麻豆门高西高～
(4星)	小学时看的韩剧。。。
(4星)	我承认，我也看过韩剧的，那时还没到2002年...李远钧那个角色演得不错。
(5星)	中学时代看过的最经典韩剧
(5星)	想当年,迷死韩宰锡....
(NA)	第一部接触的韩剧，但是觉得怎么每个人都长得这么像啊！
(5星)	韩剧的美好回忆~看远钧死了伤心了很长一段
(5星)	打开韩剧之路的一部剧，里面的卡司啊...真是太爱金南珠啦，就算整容又怎样啊，完美！
(4星)	妈妈的大爱
(4星)	我看的第一部韩剧！
(5星)	小时候最喜欢看的 韩剧了 最后都哭了
(NA)	可以说和当时的星梦奇缘一起算是韩流滴鼻祖吗？
(NA)	模特界的典范，许多不为人知的内幕，风光的背后是艰辛的汗水铸就。
(NA)	小学时候看的。。。貌似是我看过的第一部韩剧
(4星)	犹记得是凤凰卫视中文台夜间（康佳都市剧场？）播的。当时的张东健真年轻呐~亦邪亦正的李政这个角色很是讨我欢心啊！
(5星)	我小时候陪我奶奶一块儿看的，我一直以为女主角叫宋庆龄……我错了
(4星)	回忆中第一步韩剧，还想再看一遍
(4星)	还是在大学时看的，风靡一时的好像。
(4星)	童年
(4星)	first time
(4星)	小学看的。都记不清了。貌似很好看
(5星)	那么多年了，看了那么多韩剧，还是撼动不了它在我心目中的地位。。。
(5星)	我的最爱。
(NA)	绝对的经典
(4星)	儿时的回忆。
(3星)	小学时的最爱
(4星)	结局也真莫明其妙，其他还不错
(3星)	名副其实的第一部韩剧，这就掉进坑了。
(4星)	承载我很多回忆的电视剧，只能说还是以前的韩剧拍的有内容！
(4星)	很久之前的好作品，是带领我看韩剧的力作
(4星)	小学5年级就看了啊！。。珍爱
(3星)	妆好浓啊，一点也没觉得金南珠多好，那末多人喜欢
(4星)	哎呦 小学的时候 妈妈很迷的
(4星)	两大帅哥
(5星)	我最早看的韩剧
(5星)	啊。。。恩。。。
(4星)	好早看的电视剧。。。那时还小，不过有些剧情还是记得
(4星)	看了女主播以后 才来看的天桥风云~张东健在里面有和女主播中完全不一样的表现，虽然尹享哲在我心中已先入为主，但天桥风云还是很不错滴还有金南珠非常超前的BOBO头~
(5星)	疑似小学看的，对韩剧最初的记忆
(4星)	韩宰硕演的那个人太好了
(3星)	金南珠才是看点
(5星)	一直记得
(5星)	远钧啊远钧~
(4星)	看的第一部韩剧~
(5星)	我最爱的一部韩剧
(5星)	至今仍然是我最喜欢的韩剧
(4星)	太经典了。最早看的韩剧。美不胜收。
(NA)	复杂的关系
(4星)	最早接触的韩剧，她们都说张东健长的很好看
(5星)	不得不说 看多少遍都不会厌的韩剧
(NA)	我最早看过的韩剧之一，太迷死赵元均了，太好了
(5星)	太爱了。。。喜欢宋庆琳的学生头。
(4星)	很早之前看过的，感觉蛮不错。
(3星)	曲折起伏，但是太长了。
(4星)	哎呀呀~张东健啊~
(NA)	这是多少年前的事了……
(NA)	真的只看过一点点。。并且没什么兴趣
(4星)	那时的  女主角怎么都爱擦 紫色的口红啊 后来才知道  那叫流行
(5星)	再看一次。。
(4星)	最早看的韩剧,剧情全不记得了,但记得当时因为这个一度很喜欢张东健.
(3星)	当年的金南珠确实让我眼前一亮，韩国整容最成功的估计就她了，
(5星)	至今难以忘怀的一部韩剧，男女主角演得实在太逼真，让人又爱又恨。剧情有点黑暗。
(5星)	其实我忘记到底有什么好看,但张东健这个角色魅力超大超大- - 最后潦倒跪下来整理箱子的时候实在让人心痛啊.
(5星)	喜欢，小时候在家看的！
(5星)	很经典的！好看
(5星)	曾经的最爱啊
(5星)	神话剧 啧啧
(NA)	总早看的一部韩剧，跟我的职业息息相关
(5星)	记忆中的韩剧
(5星)	经典啊。。韩宰锡。。就是最苦命的那个。恨不得说一句，她不要你，我要你。唉。。
(5星)	第一部完整看过的韩剧，经典
(NA)	纪念纯真的岁月。韩剧，看了以后，会让你活在幻想的世界里
(4星)	看过的第一部韩剧
(4星)	这貌似是我看的第一部韩剧，里面的很多演员现在都淡出了，小时候迷的不得了
(5星)	找男人就得找张东健那样的！
(4星)	喜欢张东健，喜欢金南珠
(5星)	因李政而爱张东健。
(5星)	绝对是最最经典的韩剧
(5星)	很喜欢张东健啊
(4星)	勾心斗角 顶尖的诱惑 悲哀
(4星)	从那时喜欢金南珠
(1星)	何止一个烂字得了啊   人烂剧情烂   玛丽隔壁的  金南珠烂片一如既往
(4星)	结局不好的样子。。。
(NA)	看了又看
(NA)	会有种心灵的撞击，于是，我决定再看一便``
(NA)	这里好多人都是我第一次看，但是我第一次就喜欢上张东健，金南珠了，经典啊
(5星)	我喜欢的赵远钧 为啥又被车撞死了。。。悲催
(3星)	我能说其实我一直没看懂么?
(5星)	小时候迷得不行~~
(3星)	好像很久以前的了~
(4星)	小政哥
(3星)	没印象！只知道女主角没整容前无比难看！
(5星)	迄今为止 唯一一部看过三遍的韩剧
(NA)	很早看的 有點兒長 不過應該算是最早看的韓劇之一了 情節曲折 比較喜歡
(5星)	最早看的韩剧之一，也是最喜欢的
(4星)	韩剧最高境界
(5星)	这部 已经超过了一般韩剧的深度！
(5星)	看到最后只觉得心酸了，太喜欢李政这个人物了！
