http://movie.douban.com/subject/1786743/	老房有喜
(NA)	 矮油 曾经一直觉得他们是一对            
(4星)	 经典！好看！            
(4星)	 那时少年各种剧~~~            
(5星)	 至今为止还在我电脑里面存着的电视剧，那个夏天，那个老房子，那些邻居，那些回忆。。张信哲的《我是真的爱你》穿插在剧情中，真的是太完美了。。            
(NA)	 赵薇和苏有朋的外形当时真是水嫩嫩啊.            
(3星)	 拿时候很喜欢 有的点也很感人            
(5星)	 当年还珠的副产品啊！！！可是还是很有爱啊！！！            
(3星)	 算带一点喜剧吧。            
(4星)	 真心喜欢。回味无穷            
(3星)	 剧情一般，但当时超级无敌喜欢苏有朋            
(5星)	 记得以前很迷赵薇的电视哈            
(NA)	 那时的苏小朋，那时的吉祥   那时的回忆            
(NA)	 当时的赵薇算是当红炸子鸡            
(5星)	 我就不信在这个年代没有对赵薇这两个字不感冒的、、、            
(4星)	 很久以前的夏天，看过了《还珠格格》，就迎来了《老房有喜》。当时觉得赵薇和苏有朋真是金童玉女啊，真配啊真配。我记得小鹏在雨中等待吉祥时扬起一脸固执和青涩，记得中秋节月下他们拥抱的场景。朱桦版的《月亮代表我的心》很好听，欢快地唱着他们相爱的年轻时光。            
(3星)	 嘿~            
(5星)	 比情深深雨蒙蒙好多了。。。。            
(4星)	 我一直对结局耿耿于怀。            
(NA)	 想了好久才想起确实有些印象。那时的赵薇还很年轻            
(3星)	 苏有朋在里面太帅了 尤其是淋雨那段 我崩溃了崩溃了            
(3星)	None
(3星)	 逻辑推理有问题            
(5星)	 很有感觉的一部电视剧。。这种淡淡的老上海的感觉真的很棒~两代爱情故事也精彩，人物都很有个性~经典啊！相比之下，甚至比还珠还要更得我心啊~            
(3星)	 看到徐家汇教堂前面取景的那场顿时觉得好亲切！            
(5星)	 我喜欢在特定地点特定时间发生一些美好的事情            
(4星)	 回忆啊！！！            
(NA)	 那时候断断续续看，没怎么懂，几代人的爱恋。。。最后不知道有没有在一起            
(3星)	 梦的苏小鹏和吉祥。还有早熟的小海燕            
(3星)	 回？不回？……其实回头想想各个角色都很有爱            
(3星)	 辣个时候多希望她跟苏有朋好！！！            
(4星)	 这么老的剧了 ...也能找出来~            
(NA)	 ”最近比较烦,比较烦..“ 家还有碟            
(4星)	 剧情都忘记了 好多年的了            
(4星)	 还是小时候看的了，邰智源好有趣            
(4星)	 哈哈 又一经典 记得别称好像是 表妹吉祥             
(4星)	 儿时的记忆啊~            
(2星)	 因为当时喜欢有朋的缘故，所以就看了下来。            
(4星)	 穿旗袍的你最美。            
(5星)	 我要你知道，这世界上有一个人是永远等着你的，无论什么时候，无论你是在什么地方，反正你知道，总有这样的一个人            
(5星)	 小时候最喜欢的电视剧~ 喜欢那时候老上海的感觉            
(4星)	 怀旧            
(NA)	 我要你知道 在这个世界上，有一个人是永远等着你的，不论你在什么地方，无论什么时候，总有这么一个人。            
(4星)	 记忆里的电视剧。            
(4星)	 人啊，总是留不住时光。            
(3星)	 1999年            
(4星)	 轻松可爱的剧            
(5星)	 只是为了那个时候的回忆            
(3星)	 苏有朋            
(3星)	 对我来说这部是有回忆在里面的。            
(NA)	 当年就觉得他俩肯定会在一起            
(4星)	 很喜欢赵薇和苏有朋这对，赵薇那时还蛮可爱的。            
(3星)	 好小好小的时候看的，小小的赵薇，苏有朋            
(3星)	 苏有朋苏小鹏什么的，哼。            
(NA)	 这也是小学的时候看的……！            
(4星)	 上海小人物的生活，很有人情味。            
(4星)	 当年他们还是那么水嫩嫩啊~~~            
(5星)	 印象中是一部很闹腾的戏。有趣。            
(5星)	 小时候总以为赵薇和苏有朋会发生点什么。            
(3星)	 已经记不清剧情了            
(1星)	 看这个完全是因为还珠的后遗症......现在想不到有什么好看的......            
(NA)	 表妹！            
(4星)	 当年的喜欢无法言表，苏有朋干净死了，现在为什么要弄得那么不干净，里面的人物太多了，先前发过一条微博，最震撼的是邰智源邰哥啊！            
(4星)	 很喜欢这部            
(3星)	 还珠后必看剧            
(3星)	 那个秘书苏吉利把人乐翻了，还有那个大爷，当年是五阿哥小燕子控0-0            
(3星)	 闲着不无聊的大妈大婶凑活着看看吧。            
(3星)	 记不得剧情了，不过幼年记忆里赵薇和苏有朋结局没在一起我哭了好久。（小时候的我真可爱（够了            
(3星)	 其实那时候他们演技还不够啊~            
(3星)	 初中爱看            
(4星)	 表妹吉祥 哈哈 不错 我当时说 苏有朋这样比古装好看 显得高点 妈妈小姨表示认同 我特别高兴 喜欢被她们夸奖的感觉 记忆中有他们手上一堆堆的手链            
(4星)	 那会儿他们都年轻            
(5星)	 那个上海的夏天，好想找到，那座老房。            
(5星)	 苏小鹏吉祥 李梅苏三神马的。。。            
(4星)	 怀念那段时光            
(5星)	 看完了还珠又看这个，小时候一直不明白还珠，情深深，和老房三个里的人为什么都一样--:            
(3星)	 表示不喜欢这个。            
(NA)	 儿时的记忆            
(3星)	 那时候就希望苏有朋和赵薇在一起，觉得他们爆配            
(NA)	 薇薇，你那异次元的声音呦            
(4星)	 小时候好爱啊。。。潘之琳现在也好漂漂的说            
(NA)	 回忆失去的童年。            
(4星)	 某个暑假的下午看完的。那时的生活很美好            
(3星)	 六年级的时候看的。            
(NA)	 前些日子还重温了一下想想当时的小鹏不知迷倒多少小女生啊！            
(1星)	 “我知道你一直想做个上海人，你知道真正的上海人是什么样子的么？傲气！！”我要吐了好么亲！！！！！！！！            
(4星)	 小时候可喜欢看这个电视剧啦            
(3星)	 居然是99年的。看来我真的老了！！！            
(NA)	 老妈最爱！            
(4星)	 那时候好喜欢片尾曲            
(3星)	 剧情都忘完了            
(5星)	 突然发现那时候的国产电视剧质量都是有保证的。。。            
(5星)	 小时候看的，当时的感觉很好。。。            
(5星)	 铭记一段时光，一段情怀            
(5星)	 真是爱死了，现在还会重看~！            
(4星)	None
(5星)	 纯。            
(3星)	 好像有点科幻悬疑我记得            
(4星)	 有朋啊，薇薇啊……            
(5星)	 不知道看过多少遍了，每当有闲暇时间，就翻出来看两眼。青春懵懂期的那个夏天，每晚扇着扇子，生活就像剧中一样。12年过去，再难看见这般有诚意的偶像剧了。赵薇&amp;苏有朋，最美好年龄的最美丽碰撞。            
(NA)	 哦哟！            
(4星)	 哦耶耶            
(NA)	 好早的剧了             
(5星)	 当年至爱，连小说也买了~嘻嘻~            
(5星)	 很好看。又是上海电视剧。            
(4星)	 当时还珠格格过后有掀起了乖乖虎风潮，天天等在电视机前面看，小燕子永琪很配嘛            
(3星)	 wow~那时看完还珠格格之后看见这个简直是...            
(3星)	 记忆中还行            
(4星)	 这部剧还不错啦,赵薇和苏有朋外形的巅峰期,故事也听好笑的..            
(4星)	 小时候老躲在家看 啧啧 各种回忆啊            
(2星)	 余热剧，猪吉祥，还有当时流行的单肩后背包            
(3星)	 小时候看的，没看全            
(3星)	 其实忘了讲什么的了 我只记得以前我一见到赵薇苏有朋在一起我就高兴            
(5星)	 这个世界 变了。            
(NA)	 我喜欢这电视剧 耐看            
(4星)	 那年夏天发生在那栋老房子里的各种故事。            
(NA)	 当时觉得赵薇应该和苏有朋在一起~            
(4星)	 其实对于这部电视剧已经记不太清具体内容了，只是因为当年小燕子太火了，自然而然就喜欢看她别的作品，也因为希望小燕子和五阿哥在一起，也就自然而然地想要赵薇和苏有朋在一起，也就是吉祥和苏小鹏。...            
(5星)	 小时候姥姥家的不朽传奇II            
(3星)	 童年的回忆很难忘 谢谢赵薇和苏有朋。            
(3星)	 小时候觉得苏有朋特帅。            
(3星)	 看过            
(NA)	 温情脉脉的剧情，貌似片尾是那首”最近有点烦 有点烦 有点烦“ 哈哈            
(4星)	 当年灰常喜欢的            
(3星)	 有点忘了            
(4星)	 好经典的说            
(NA)	 小时候可喜欢了~~            
(5星)	 这座老房，见证了两代人的喜怒哀乐            
(3星)	 借着还珠格格余温去看的。。。。。            
(NA)	 还记得吗            
(3星)	 还算不错，尤其那个吴有利~            
(3星)	 那时还珠刚演完            
(2星)	 说来很神奇，哪怕我看电影时再入戏，无论是赵薇还是苏有朋，只要一出现我就能马上脱离剧情，所以可想此二人共同出现的后果有多么惨烈。。。            
(3星)	 赵薇年轻时候的圆圆脸真的很讨喜！！            
(4星)	 唉！  真是小时候！            
(4星)	 以前好喜欢的，暑假放过好几遍，嗷嗷            
(3星)	 初中时喜欢赵薇和苏有朋。。。。没办法，为了他俩而看的。            
(3星)	 这真太久远了。。。            
(4星)	 最后居然还有一句张爱玲的话。。有一个人，会一直等着你            
(4星)	 小时候喜欢的啊~            
(2星)	 很久之前看过的，现在完全没印象了            
(4星)	 我绝对是电视小孩            
(4星)	 那会看觉得超好看啊！~            
(4星)	 那时候好喜欢他俩。。。            
(NA)	 只是记得那首歌曲而已了。            
(NA)	 为了赵薇看的。她的大眼睛。            
(3星)	 对张信哲的歌印象最深 曾经自己，像浮萍一样无依            
(NA)	 中学时超爱            
(4星)	 赵薇苏有朋的事例告诉我，感情只是两个人的事情，和别人的期待无关。话说从苏有朋同学的言行中，我真心觉得他have a crush on 赵薇。            
(4星)	 他们最后在一起真好            
(4星)	 当年就是巴巴盼望赵薇和苏有朋也能有段奸情看这电视剧的。谁知道后来乖乖虎玩成了基情。唉。            
(3星)	 喜欢过去的那一段            
(4星)	 赵薇 &amp; 苏有朋， 看了好几遍~            
(5星)	 反正当年就是爱死了他们两个~            
(5星)	 真是很体现老上海的韵味，那时候就为这部戏老想去上海读书。            
(4星)	 某一年的夏天，在期待还珠二快快到来的日子里，我发现了它            
(4星)	 当是迷恋啊 苏有朋帅死            
(3星)	 很多年以后看到这部电视剧，才发现里面居然还有赵薇，居然还是主角，哎哟喂            
(4星)	 好看！嫩得很!            
(5星)	 少女的爱情            
(4星)	 当时因为赵薇和苏有朋看的、、、、            
(4星)	 忘记了。。。。            
(5星)	 哎哟喂！！！            
(3星)	 老上海的故事，其实当时年纪小，不懂得那些故事，只是因为赵薇苏有朋看的。            
(3星)	 又名吉祥表妹。            
(5星)	 重温童年的回忆，单纯温馨又好看～            
(NA)	 断断续续            
(4星)	 完全是还珠后遗症后的表现...如果现在电视上播我还是会义无反顾的看...            
(4星)	 吉祥的故事。很怀念那一段在电视机前舍不得离开去睡觉的时光            
(3星)	 赵薇现在是有味儿太多了...            
(4星)	 蛮好看的            
(4星)	 那时候觉得赵薇肯定会和苏有朋好了。。。            
(5星)	 这里的他们最萌            
(5星)	 懵懵懂懂，所有人。。戏里戏外。。             
(5星)	 上小学那会儿超喜欢超喜欢赵苏二人的，也盼着这俩人能戏里戏外都在一块，不过始终没能实现，有点唏嘘捏~~~            
(5星)	 大爱            
(3星)	 那时候以为赵薇和苏有朋是一对呢 囧            
(5星)	 对上海的印象始于此~            
(3星)	 回忆啊，那时候的苏有朋没有现在那么胖。            
(4星)	 好懷念那個時候哦            
(5星)	 突然很想重看 很想很想            
(4星)	 哈哈 我看过的~蛮欢乐的么            
(4星)	 可好看了.            
(4星)	 当时觉得苏有朋和赵薇就是天生一对啊            
(5星)	 已經完全不記得講了些什麽了            
(5星)	 因为回忆给的五星。当我还是个少年的时候，曾经因为对《还珠格格》中五阿哥和小燕子的感情戏感觉没过足瘾，而狂热地追过此剧。            
(4星)	 冲着这对银幕情侣看得，还算不错            
(3星)	 二愣子神马的~            
(4星)	 不解释            
(3星)	 受还珠影响            
(4星)	 穿越..............            
(3星)	 最近比较烦……            
(4星)	 我觉得这个电视剧还行···有点那种感觉····            
(4星)	 冲着赵薇看的            
(NA)	 原来管家苏爷爷是83西游记里的黄袍怪，李奶奶是邬君梅的妈妈！            
(5星)	 怀念小学时光~            
(5星)	 老纸的青春啊！！！！看完还珠之后看的这个！当时爱赵薇爱的要死要活的！多希望她和小鹏是一对啊！            
(3星)	 当年在姥姥家一大家子人的注视下看小鹏凑近吉祥慢慢吻上去……结局真不是一般的鬼扯！            
(4星)	 剧情都快忘了            
(4星)	 记得是电视台趁着大热的还珠后紧接着播的，那时的赵薇和苏有朋一脸的青春呐，当时觉得配极了！            
(3星)	 小时候记忆中很模糊的一部电视剧，现在又翻来看，忆起了那时的稚嫩。            
(3星)	 老剧。            
(4星)	 当时觉得还蛮好看的            
(4星)	 九岁。            
(4星)	 喜欢大家住在一个楼里。喜欢吉祥。            
(NA)	 童年记忆             
(NA)	None
(4星)	 他们到底是不是兄妹啊～最后有没有在一起啊            
(4星)	 有谁知道小苏忠谁演的啊，找不到啊            
(NA)	 嫩得不行啊  清新自然 爱得很            
(2星)	 记忆中的烂片。            
(5星)	 上次还翻出来看了两集 但是始终比不过美少女战士吧 至少小时候。。            
(3星)	 苏有朋那时候还是挺帅的            
(NA)	 那时候的赵薇简直是全民偶像            
(NA)	 记得当时偷偷的看啊，着迷~            
(4星)	 还珠格格后遗症            
(3星)	 那时我就被这两人迷住了            
(3星)	 结局狗血啊。。。            
(5星)	 小学时候的记忆了，美好回忆            
(4星)	 蘇小鵬比永琪還水嫩！            
(5星)	 老上海的故事真是吸引人。            
(3星)	 小海燕都长大了啊。还跟我一起军训呢。            
(5星)	 四个星给电视剧 一个星给它的制作人 珊瑚姐。。。豆子，这部电视剧是我们的偶像拍的啊~~            
(3星)	 那是小燕子时代的延续，五阿哥和还珠格格到了当下的上海老房子里继续恋爱            
(4星)	 小时候，觉得挺好看的            
(4星)	 赵薇粉丝，我            
(NA)	 前几年看的            
(5星)	 原来吴秘书就是邰哥~            
(5星)	 月亮代表我的心。喜欢季芹多过赵薇，我真怪。            
(2星)	 和姐姐一起看的，还珠格格影响下            
(NA)	 以前好喜欢啦，苏有喷也算是梦棕情人了            
(2星)	 挺一般的吧。那时候还珠热，看完还珠没过瘾，还想看赵薇和苏有朋。当时估计商业味儿比较浓。剧情什么的记不清了，记忆幽深的就是上海人的小房子什么的。            
(NA)	 现代版的五阿哥 小燕子            
(4星)	 当年很喜欢            
(3星)	 因为还珠才有的剧            
(4星)	 当年好喜欢的说            
(5星)	 北方人看到了很温馨的上海小市民生活            
(4星)	 印象里当时好像挺喜欢的            
(3星)	 我现在对这个剧的唯一印象就是那个小女孩好可爱。。。            
(4星)	 大概上海呆久了，爱上了小弄堂的风情            
(5星)	 童年的记忆            
(4星)	 那时超爱看的            
(4星)	 记忆            
(3星)	 赵薇和苏有朋竟然没有在一起，我以后再也不相信爱情了！            
(4星)	 这都是多久前的记忆了            
(NA)	 到最后，我也没搞明白，他们俩是不是不伦恋。            
(3星)	 一直把它当做现代版还珠哈哈哈那个时候看真的很喜欢            
(4星)	 青春的记忆            
(3星)	 好怀旧呀，那个时候赵薇还那么年轻。            
(NA)	 很久以前看的了，，            
(4星)	 不知怎么的，虽然后来再也没看过，想起来却是一种满满的喜欢。            
(NA)	 小时候小时候看的            
(3星)	 大陆偶像剧            
(4星)	 刚演完还珠那会看他们，就觉得天生一对            
(NA)	 。。            
(5星)	 那个大大咧咧的我            
(4星)	 10多年前的记忆了啊            
(4星)	 小时候就喜欢这部和家有仙妻好麽！            
(5星)	 现在回忆起来也觉得很温暖            
(NA)	 我们老了            
(4星)	 小时候很爱看            
(4星)	 纯真少年            
(5星)	 曾经很痴迷。            
(4星)	 觉得挺好看的~            
(NA)	 还是在电视上看的，完全是被还珠格格给带动看的剧。            
(3星)	 起码看过3遍。            
(3星)	 因为还珠格格的原因            
(2星)	 完全是在看完《还珠1》之后继续奔着赵薇跟苏有朋去的~            
(3星)	 吴有利~            
(4星)	 小时候的记忆啊             
(4星)	 那时候我很希望他们在一起            
(4星)	 朱桦那首月亮代表我的心 当时听来好时髦啊            
(4星)	 发现我已经记不起来任何一点情节了。。。            
(4星)	 多欢乐            
(3星)	 三代人在老房子里的故事，有点像王子找到灰姑娘一样            
(4星)	 挺不错的哈            
(4星)	 这部漏洞百出的电视剧当年我爱看得紧 = =            
(3星)	 看，好绿的一片草地呦            
(4星)	 配角蛮出彩的 从这部开始觉得湾湾的配角时好时坏啊            
(5星)	 不落俗套的偶像剧，其中穿插的民国时的李梅和苏三凄美爱情故事给人印象深刻，为赵薇和苏有朋量身定做的电视剧            
(5星)	 小时候看的。。童年回忆呢            
(3星)	 当时很好奇怎么做出两个一模一样的人的            
(4星)	 你们大概会觉得我很老土，我是想纪念一下！            
(4星)	 小时候里的“青春”            
(4星)	 印象很深刻的是里面的歌，最近比较烦比较烦比较烦            
(3星)	 表示那时候很喜欢他们俩这一对            
(5星)	 那时候超爱《老房有喜》里的吉祥。。。            
(NA)	 还珠格格吉祥~~            
(3星)	 我看这剧的时候太小了，现在想想那种调调的片子应该给现在这把年纪的我来看。            
(NA)	 这个太早了            
(3星)	 啥张镐哲啊，最近比较烦啊，月亮代表我的心啊，都那会儿学会的。哈哈            
(3星)	 Q小鹏            
(5星)	 好逗            
(4星)	 童年呀~！！            
(NA)	 当时是在姐姐的带领下看得            
(3星)	 看过两遍呢，青春无敌啊            
(5星)	 超~~有爱的设定            
(5星)	 真是好看，特别是配角，三弦、罗伯还有吴有利            
(NA)	 记得那个时候姐在大姨家，与大姨的邻居们一起看着啊~            
(4星)	 小时候印象较深了            
(5星)	 是有多爱小燕子和五阿哥的穿越版！！！！！            
(3星)	 OH MAN.            
(4星)	 当年是边做三角形面积计算题边看的            
(4星)	 突然看到有人提到这部电视剧，觉得好怀念啊            
(4星)	 突然好想重温下            
(3星)	 还成 当年我觉得还不错的其实            
(5星)	 OMG~当时很爱的~            
(3星)	 还记得小学暑假在家一边啃西瓜，一边看《老房有喜》，那是超喜欢苏有朋            
(4星)	 苏有朋好帅的说~            
(5星)	 邻家爱情，小燕子挥之不去的影子            
(4星)	 一段爱情的穿越，回荡在不同的心间。            
(5星)	 记的当时年少，就成了记忆里永远的美好            
(4星)	 99年......时间到底是有多快啊,里边剧情有记在心~~什么被狗咬,什么的            
(3星)	 是的，看过，是的，忘了            
(3星)	 我当年是怎么忍受这充斥着上海话的电视剧的            
(3星)	 吉祥猪            
(5星)	 这可是记忆里的经典啊～虽然当初没怎么喜欢。当初我还在读幼儿园……            
(3星)	 年轻粉嫩的赵薇啊            
(3星)	 挺老的电视剧了            
(4星)	 印象深刻啊。            
(3星)	 老上海的腔调~            
(NA)	 哎哎，世事变迁。            
(4星)	 当年看完后对上海无线向往。。。            
(3星)	 表姐那时候爱疯了            
(3星)	 这个其实不错的，以前一直追            
(5星)	 一直都挺喜欢的 挺老的电视剧了            
(5星)	 小学最爱电视剧⋯⋯（炯！请鄙视我）            
(3星)	 当年就是喜欢小燕子了，虽然这部实在一般。            
(5星)	 关于上海最初的记忆，送给已经身在上海多年的我。。。。            
(4星)	 挺好的            
(5星)	 我要你知道，在这个世界上总有一个人是等着你的，不管在什么时候，不管在什么地方，反正你知道，总有这么个人            
(3星)	 因着《还珠格格》，喜欢赵薇和苏有朋，所以也很痴迷的看这部剧。            
(5星)	 今天又播啦～            
(3星)	 以前对上海真的是有种特殊的向往            
(3星)	 苏有朋那时候好可爱            
(4星)	 有年头啊。。            
(4星)	 我们的五阿哥在这里要比还珠格格好多了            
(4星)	 最近比较烦。            
(4星)	 那时年纪小，现在想想都是温暖的回忆啊            
(3星)	 没怎么看。。。            
(4星)	 ono 那时候迷的是赵薇和苏有朋~~好浪漫的上海故事 TT 最后感动到要死了。。。            
(4星)	 很温馨的片子            
(NA)	 格格吉祥            
(4星)	 当年不要太喜欢哦~~~~            
(NA)	 好古老的片子了。。。。。看到赵薇和苏有朋觉得很亲切，不过还是先看了还珠才认识他俩，才看这个的            
(4星)	 挺好玩的啊            
(3星)	 老片了            
(4星)	 儿时回忆            
(3星)	 还是当年的剧好看呀..我对上海所有美好的印象都留给这部剧了..            
(4星)	 差點忘了這個電視劇了··            
(4星)	 看的时候 才小学啊 那个时候 守着电视机觉得也很好            
(NA)	 那年流行苏有朋戴的那种编制手链，8根线编的            
(4星)	 和姐姐一起看过很多次。            
(3星)	 老上海…            
(4星)	 真的算童年的回忆            
(4星)	 我就不信那个年代的孩子里有对“赵微”这两个字不感冒的            
(4星)	 怀念啊            
(3星)	 我特喜欢小海燕            
(3星)	 忘记演什么了。            
(3星)	 最近比较烦比较烦比较烦。。            
(5星)	 那是你们值得怀念的年代。            
(3星)	 一直弄不清楚这部戏是先于还珠格格拍的，还是之后。最清楚的是主题曲：最近比较烦比较烦比较烦~            
(3星)	 青春啊，青春            
(4星)	 卧槽啊！我那时候可喜欢这片儿啊！！！！            
(4星)	 小时候的回忆，五阿哥跟小燕子穿越后传  迷倒了小学时的我            
(4星)	 记得当时萌的是苏有朋和那个未婚妻，一心想着他俩成啊= =            
(NA)	 啧啧啧。。老怀念了。。。            
(1星)	 无聊的老房            
(4星)	 小时候 记忆时光            
(3星)	  那時蘇有朋，趙薇我都還蠻喜歡的，故事情節不記得了，卻還記得那個主題曲            
(NA)	 表妹和表哥的故事哟            
(NA)	 不知那时何来的精神看的电视剧，现在不再可能            
(4星)	 记得那时候很喜欢            
(NA)	 我也觉得，真的很好看，对于12岁的我            
(5星)	 新月如眉            
(4星)	 小时候看的时候还觉得老兴奋了。            
(4星)	 迷小燕子的岁月看的            
(3星)	 感觉很一般，《还珠》火了之后涌现的次品            
(4星)	 童年回忆啊！            
(NA)	 我记得我小时候还蛮喜欢看的            
(4星)	 好多遍            
(3星)	 就是还珠的番外啦~            
(4星)	 有邰智源            
(NA)	 .......            
(3星)	 当时多年轻啊            
(3星)	 还珠余热-未消之时。现在只记得苏有朋很帅，和那首比较烦的片尾了。最近比较烦            
(4星)	 小海燕现在成超级大美女了            
(3星)	 要不要这么怀旧的            
(3星)	 那时就为看赵薇来着。当时觉得发黄的照片太酷了， 现在早已经有了PS囧            
(3星)	 还珠周边剧。            
(NA)	 奇葩。。            
(3星)	 我囧            
(NA)	 大一暑假            
(4星)	 回忆......            
(3星)	 当年应该是随便看看吧…            
(4星)	 看了不太记得了，好像都没有看几集，但是想重温。“月亮代表我的心”，光听歌我肯定早都听腻了，就是因为这部剧，这首歌一直给我一种皎洁月光的深蓝色的美好            
(4星)	 我一直以为他俩是亲兄妹的关系 汗！            
(NA)	 还珠后的焦点~            
(5星)	 ...            
(3星)	 小燕子的时代            
(2星)	 还曾瞎想过赵薇和苏有朋            
(5星)	 原来叫老房有喜啊，最近比较烦，比较烦，比较烦            
(NA)	 我的逝去的童年的美好的回忆呀&gt;&lt;            
(3星)	 龟速啊            
(NA)	 太老了，今天是怎么了，一直在怀旧。想起躺在床上，假闭眼睛偷看电视的情景，外婆还说“小思怎么一直翻来翻去的，是不是要尿床啊？”~呵呵            
(4星)	 苏有朋是我幼年心目中的白马            
(5星)	 小时候的经典，1998年的上海的夏天！            
(2星)	 哇~            
(4星)	 当时觉得他俩就是一对儿            
(5星)	 我绝对是狗血电视剧的大粉丝。当年是多么希望赵薇和苏有朋真地在一起！            
(3星)	 主题曲不错～            
(4星)	 他俩没在一起。。。。            
(3星)	 让我怀念的，是90年代上海的弄堂风光，那些石库门的人来人往，和上海耳语。还有是那段&lt;最近比较烦&gt;的童年时光...至此后，就没有看过上海本土电视剧，时光飞逝，快乐不再...            
(3星)	 这个纯属是因为看了还珠格格            
(3星)	 继还珠格格后五阿哥和小燕子拍的又一部央视大剧！我突然发现自己的收藏怎么走这种风格啦？            
(4星)	 - -            
(NA)	 邰爷啊。。。哈哈            
(4星)	 不好说，反正很经典的。            
(4星)	 因为赵薇和有朋所以才会看。。。。            
(3星)	 那个时候还挺喜欢赵薇的            
(4星)	 看得很舒心，那时觉得他们好配            
(4星)	 那时候的赵薇和苏有朋都很青涩啊&gt;&lt;            
(4星)	 所以我妈那时候叫我给狗狗起名字我毫不犹豫起了个吉祥，然后有了如意后续，么么么            
(5星)	 当时没看懂刘德华是怎么一回事= =            
(4星)	 我就是喜欢看这个啊. 我现在都有时间翻出来看一下. 我一直有个疑问. 既然苏小鹏不是苏三的孙子。为毛那么像苏三！            
(4星)	 当年超爱的~~~            
(4星)	 好喜欢苏有朋            
(3星)	 老房子里的故事。            
(4星)	 另类还珠            
(4星)	 当时很喜欢这部电视剧,尤其是在看过还珠之后,特别希望他们仍然是一对.            
(3星)	 没怎么看完整，不过口碑记得是不错的，总在同学中谈论            
(4星)	 又一部儿时回忆啊..            
(3星)	 啥也没记住，就记住爱到后来男女猪脚竟然变成兄妹了。虽然是一场美丽的误会。            
(4星)	 表妹吉祥，表哥如意。            
(3星)	 当年某同学天天来学校再现剧情~            
(5星)	 谁没年轻过！            
(NA)	 邰哥曾经也是戏剧咖~            
(4星)	 好像忘了剧情了            
(NA)	 超爱看的！虽然里面普遍发油擦多了            
(NA)	 好老了            
(5星)	 哈哈 当时就觉得赵薇又跟苏有朋搞在一起好好            
(3星)	 这算是看的第一部偶像剧。。            
(3星)	 想当年。。。            
(3星)	 当年觉得很复古            
(4星)	 挺特别的一个电视剧 有赵薇谁不看啊！            
(3星)	 现在想想，这个剧真是很狗血。            
(NA)	 那时赵薇多青涩            
(3星)	 小学看的～！            
(3星)	 当年看得那叫一个欢乐            
(3星)	 他们也曾青涩过。            
(4星)	 看的支离破碎，不过看了结局，喜欢赵薇，我也不知道为什么。就是喜欢            
(5星)	 是假再看一遍！            
(NA)	 赵薇苏有朋啊！！哎            
(NA)	 夏天啊            
(5星)	 我的少年岁月。            
(3星)	 冲上海才加满三星            
(4星)	 童年的回忆啊            
(3星)	 。            
(4星)	 时光不解释            
(3星)	 让人想起童年里简单而纯洁的时光。            
(3星)	 现在想来也没什么意思            
(3星)	 看完《还珠格格》再看这个，一直觉得赵薇跟苏有朋能在一起            
(3星)	 记得从当时听同桌一个劲儿说老房有喜，老房有喜的，我说什么玩意儿，后来我就回去看了几眼。赵薇苏有朋《还珠格格》之后的新作，其实那时上海还没有那么孤傲。            
(5星)	 啊。童年。。。            
(4星)	 早期偶像剧            
(4星)	 不管怎么说，还是我的偶像剧启蒙呢 喜欢上海的味道            
(3星)	 冲着还珠里的两个主角看的，也是往事了            
(5星)	 人生中看的第一部电视剧。            
(3星)	 九十年代版的罗密欧与朱丽叶。那时候很希望苏有朋和赵薇能在一起。。            
(3星)	 记得很多年前是在还珠后面放的= =            
(3星)	 我觉得比《还珠格格》正常点            
(3星)	 很遥远的一部剧了。。。。            
(3星)	 曾经很喜欢呢            
(3星)	 呵呵～当时看着挺乐呵的～            
(5星)	 那时的喜剧，做的的确精致的多。不仅笑料精心，就连世情也淋漓。尤其是上海人的那种斤斤计较和小市民习气写得真是入骨。音乐也俏皮。现在还有人认真做事吗？而我又可以写出让人感动的作品吗。所谓感动既是充分和用心的营造戏剧性和人性。那么，我会努力感动自己和他人，只是仍需努力。            
(4星)	 那时可喜欢他俩了~~~            
(NA)	 当年的片子            
(3星)	 这里面苏有朋还行            
(5星)	 当时很喜欢呢            
(4星)	 冲着当年对赵薇的热情，所以给四星            
(4星)	 小清新            
(5星)	 重温老房有喜，小鹏的阳光，吉祥的开朗，无数的温暖，欢笑，动容，凄美的旧上海爱情故事，法国梧桐的小道，以及张爱玲最喜欢的那一句：我要你知道，这个世界上有一个人会永远等着你．无论是在什么时候，无论你在什么地方，反正总会有这样一个人。            
(4星)	 此时的苏有朋好帅。            
(4星)	 伦家那时候好喜欢这个片子            
(4星)	 前两天的夜间讨论才刚提到它……            
(NA)	 当年觉得小燕子跟苏有朋绝配。。            
(4星)	 年少时的回忆。。。            
(5星)	 当时我跟姐姐说会永远喜欢苏有朋 可随着我岁数的上升 我知道永远不能随便说            
(4星)	 剧情有点别扭            
(NA)	 这么多年了，我一直惦记着那个没看成的结局。T.T            
(4星)	 小海燕 吉祥 那个喜欢赵薇的时代            
(4星)	 当时不知道有多喜欢呢~            
(3星)	 很莫名，不知道在讲些什么。            
(3星)	 吉祥~            
(NA)	 小时候好迷恋啊· 哈哈··            
(5星)	 无限的回忆啊            
(3星)	 岁月不饶人。。            
(5星)	 很喜欢，就是很喜欢。            
(NA)	 小时候   姐姐最喜欢            
