http://movie.douban.com/subject/4922426/	绝望主妇  第七季 Desperate Housewives Season 7
(5星)	 很阴谋，很精彩，很过瘾。结局让人张大了嘴巴。            
(5星)	 beth这角色太好了            
(5星)	 难道还有第八季？最后一集怎么意犹未尽的感觉⋯⋯？            
(3星)	 这一季是换编剧了还是怎么的太sui 了。最后Tom终于有底气和Lynette分居了。            
(5星)	 嘛时候出第八季，那个detective看起来挺nice的啊？            
(4星)	 总有一种已经扯不下去的感觉            
(3星)	 刮了胡子又瘦下来的Carlos真还挺帅的 The world is a scary place, it&#39;s even more terrifying if we have to face it alone.            
(3星)	 这条街上从来不缺强悍的女性            
(5星)	 又是悬念，悬念呀！            
(3星)	 这季无悬念,蛮无聊的.bree新对象好看啊,流口水ing            
(4星)	 还算有个 力挽狂澜的 好结局~            
(5星)	 为什么为什么，lynette 会和 tom 要分开            
(4星)	 已经快要被剧情气死了，尤其是lynette，怎么会这样的            
(NA)	 听说结局是惊天大扭转，果然···卡洛斯杀了人，主妇们联合起来掩盖了这个秘密···            
(NA)	 紫藤街老是死人啊……            
(5星)	 看完第七季很感慨啊            
(4星)	 这一季说实在的看点不多            
(3星)	 依旧很喜欢~            
(3星)	 最后一集又有些前四季的感觉~            
(NA)	 其实我还有最后一集没看            
(5星)	 一起追的            
(4星)	 多数男人都是tom，而多数女生却难以匹敌lynette             
(5星)	 哎~好压抑的一季            
(5星)	 希望一直播下去！            
(5星)	 没想到第七季了还是这么好看～            
(4星)	 还不错的一季。bree和orson有点可惜。            
(5星)	 依然好看            
(4星)	 哎连Lynette和Tom都要分居了            
(3星)	 ctv啊，我发现你以后浪费了多少时间啊            
(4星)	 应该是看的最长的电视剧了吧。。都还没有完。。也真的有很多很不错的东西值得看，爱Gaby啊~一直记得Tom说心疼Lynatte，甘愿退步让她觉得in control那一段，没想到最后他们也到了这一步，是不是婚姻都总有这一天？如果最后他们分开了，我就真的完全不信这些了。            
(4星)	 又是一季的结束了，时间飞逝            
(3星)	 大结局处理得好乱            
(5星)	 gaby跟lynette，终于明白了要怎样守护家庭。            
(5星)	 每一季的最后一集都让人纠结啊！Lynette和Tom会离婚吗？唯一的一对了木有离过婚的，编剧太狠了。            
(4星)	 最后两集相当给力。期待后续。            
(5星)	 太霸道了            
(4星)	 - -每次都最后集拍这么好看为哪般！            
(5星)	 结尾比较好，中间兜了个大圈总算回到轴心，还会接着看            
(5星)	 最后两集amazing！            
(5星)	 一直追到第七季还看不够 每一集都有亮点            
(3星)	 烦死编剧= =毁谁别毁我的LY            
(4星)	 后几集苏三没那么讨厌了，和Paul之间还蛮感人的。然后L反而变得很烦。哦我爱死这个finale了！            
(5星)	 这部陪我5年的电视剧~一条紫藤巷，一群极品女人！我爱你们。            
(4星)	 这部剧里最帅最体贴的麦克，每集却出来打酱油。            
(5星)	 真是太好看了啦！！！！！！！！！！最后一集真是纠结死我了！！！！！！L和T真的要分手吗？？？？？？？不要啊！！！！！一起走过这么多年！！！！！！！！！            
(5星)	 我唯一一部追了这么多年都没有放弃的剧~~~完结的那天我会不会泪奔T-T            
(5星)	 第7季多了Vanessa Williams这位主妇,个人十分喜欢这位演员            
(5星)	 megan的男人还是不错的。。。。。            
(5星)	 是我品位提高了还是越拍越差了。。感觉看前两分钟就能推测后两分钟呀又多看了几集 STILL MY FAVORITE TV SHOWS OF ALL TIME!!            
(5星)	 开始恶补！！！            
(5星)	 迷死了，每一集结束都是一次煎熬的等待，编剧的强大在于矛盾与冲突永不断档            
(5星)	 唯一能引起我兴趣的美剧。可能因为不管是叙事和表演都有太多好莱坞黄金时代的影子。            
(5星)	 第七季重现往日精彩啦            
(4星)	 我在想 到了下一季 不会又是susan先受不鸟良心的谴责吧……            
(5星)	 充满了日常生活的琐碎和温暖，小细节大道理，再加上每一季悬疑主线~~喜欢renee这个角色，痛快不做作，一定程度上弥补了edie的离开            
(4星)	 gaby越来越可爱了R女王出现了。OHOHOHO您应该早点来的            
(5星)	 没想到lynette会走到这一步。。。婚姻真的是坟墓吗？觉得最不可能出现婚姻问题的，都出现了。。。            
(5星)	 每一季的内容都很精彩            
(5星)	 每一集都超级感动，Gaby，susan，bree，lynette，每一个家庭主妇都在成长，对孩子，对朋友，对爱人，支持，理解，一起奋斗。七季中最好的一季！！！            
(4星)	 还是那么好看，还是有各种的友谊和谎言。期待第八季！！！            
(5星)	 下一季。下一季。期待！！！            
(NA)	 情节很连贯            
(4星)	 ----2011.05.18            
(3星)	 消遣还是可以的。why ask。。。最后一集Bree的枣红色晚装真靓~~~DH快结束了，bones也快结束了，mentalist想弃了，没美剧看了。。。            
(5星)	 It is wonerful            
(4星)	 palo yang就这么死咯？期待下一季。。。。            
(5星)	 诶......            
(5星)	 虽然susan关于kidney的情节让我觉得好假，但是很喜欢vanessa williams！虽然我总是被剧情的重口味吓到，但是还是喜欢housewives的火辣身材、完美的家务和紫藤街的阳光            
(4星)	 结尾BREE惊艳了            
(5星)	 Our lives are breif, that&#39;s why it is important to search for meaning. We learn every step we take forward, but we should never forget to stop and to check ourselves.            
(5星)	 拍到第七季了，还是很不错的~~            
(4星)	 第七集完了，我在惦记Mike            
(4星)	 第七季告结，期待第八季~            
(5星)	 我不要carlos去坐牢，我也不要tom夫妇离婚！            
(4星)	 又是新一季前漫长的等待            
(NA)	 第一集到现在...我的口语提高了很多            
(4星)	 第七季没什么亮点。很平淡。            
(4星)	 这几个女人都很强大            
(4星)	 就是更新太慢,,            
(3星)	 一般般啊            
(5星)	 最后一集却将立意骤升            
(5星)	 20110518   0915  看完了第23集   改为5星  共同的秘密            
(NA)	 suddenly find it is a good show .!            
(4星)	 beth竟然……            
(5星)	 想起一句话，Everybody has a gay friend，Lee太有爱了…… 看似回归远点的一切，所有人大聚会，有人死了，有人在闹离婚            
(NA)	 interesting            
(5星)	 别人苦追绯闻吸血鬼，我还是喜欢主妇们            
(4星)	 至少结局让我知道还会有第八季的。。。            
(5星)	 陪我走过七年的美剧！我会依旧追下去！            
(4星)	 still in the runpaul yang事件终于了结了 模范couple的tom和lynette也要分开了么            
(NA)	 从第一季开始跟啊！！！都跟了好多年了吧！！！            
(NA)	 重新追！            
(4星)	 本季特色是平淡出新。BTW，卡洛斯刮了胡子基本没认出来。            
(5星)	 big fan            
(5星)	 看着还是很开心的~都第七季了            
(5星)	 几年了啊。。。            
(2星)	 我比较讨厌那几个做作女            
(5星)	 第八部赶紧粗来啊！！！！！！！！！！！！！！！            
(5星)	 学习！            
(4星)	 荡气回肠的7季啊             
(5星)	 期待第八季，L&amp;T应该会和好~            
(5星)	 更新太慢啦。16集真的很精彩，好久没看到这种节奏的剧情了。            
(5星)	 亲爱的主妇们。you will always have a piece of my heart. I hope u&#39;ll be all right.             
(4星)	 迫不及待地想看 继父那个事在下季该如何解决~Tom&amp;Lynete会如何收场下季还会有啥子主线，是Bree新欢么？超棒的ending            
(5星)	 越拍越好看了            
(5星)	 越看越不能自拔啊，我喜欢！            
(5星)	 跟了好幾年的連續劇，看似瑣碎的家庭劇卻一點也不淩亂，每集的主題鮮明，全劇線索串聯的也很順暢，且每集都有發人深省的問題擺在你面前，從中也能看到一些文化差異。            
(4星)	 ep 17            
(4星)	 看DH是习惯了            
(4星)	 最后一季了，貌似finale里面calos会复仇啊~其实也是越来越不好看了~但是毕竟有感情，要看完咯~            
(NA)	 刷剧什么的。。            
(4星)	 Gabrielle变成熟了            
(5星)	 dh永远是我的最爱。            
(3星)	 还没完~~~            
(4星)	 就连tom和Lynette都要分手了……            
(5星)	 1.感动的点依然不少。2.Paul从善的部分有点点突然但的确该停止了。3.如果Tom和Lynette真的就这样分开了的话，我真的再也不相信爱情了。 4.Susan:&#34;May we have many many more (good times).&#34;【110402--110525】            
(4星)	 年月逝去。            
(5星)	 江郎才尽了。歇了吧。至少留个回忆            
(5星)	 最近看总是眼泪婆娑的            
(5星)	 期待下一季~~~gaby的stepfather居然是betty的father~~惊~~最后一刻才认出来~            
(NA)	 Beth...诡谲plus 心疼...            
(NA)	 坐等更新            
(5星)	 一如既往            
(5星)	 ╮(￣▽￣&#34;)╭ 每个主妇都是身怀绝技必要时候可以变身杀人不眨眼的killer.....            
(5星)	 穿越姐纠结~~            
(4星)	 24 全            
(5星)	 就是喜欢看。            
(4星)	 比第六季好看不是一点半点。carlos换人了还是整容了？没以前的好了。lynette越来越喜欢，不过仍旧是最喜欢Gaby。再回头看一看第一季，立马感受到岁月啊。            
(5星)	 等的人急死了            
(5星)	 搞笑又能让人明白呢很多事，值得看，同时适合学英语的人            
(NA)	 强势追上进度。            
(4星)	 看到后来越来越混乱 自己看不下去了。仍记得和文郁一起看的时候在想那些OOXX的事情。            
(NA)	 fhfkj            
(NA)	 原来追美剧是会追出感情的！            
(4星)	 晦气的wisteria lane            
(5星)	 好期待啊第八季啊！！！            
(5星)	 最爱这部美剧 我就是爱看女人戏 各种纠结 阴谋 邪恶 外加良心发现 欲罢不能啊 看看人家美国女人怎么就这么潇洒呢 放开我 罪恶的绳索            
(5星)	 没的评 就是好。看好它能在长度上超过老友记。            
(4星)	 昨晚熬夜看了四集，为什么我总是不知道克制自己呢？            
(NA)	 编剧怎么在欺负我的智商……失望了，失望了            
(NA)	 只有GABY还能勾起我的兴趣  咋整            
(5星)	 revenges and new secret            
(4星)	 “平静”的“生活”。            
(5星)	 最后一集居然看到哭。二十年，到现在还是害怕看离婚。            
(3星)	 杀时间。。。            
(4星)	 还是一样的好看~            
(4星)	 强大的主妇们~~~一直在绝望里生存。            
(5星)	 为什么，在最后一集的时候，哭的是这么难过~            
(5星)	 Tom还是和Lynette分开了..            
(5星)	 超好看。追到第七季了。能编出这种剧本的神人啊。。。            
(4星)	 aa……me gustan mucho las mujeres latinamericanaspero我不要再早晨補作業了！！！等你完了我再看?            
(NA)	 追到7-12.。。。。            
(5星)	 Lynette的婚姻啊咋办呢            
(3星)	 这群以susan为首的徐娘就算老把事业线露出来大家也都看不到性感了。            
(5星)	 结尾亮！            
(4星)	 Lynette越来越讨厌，喜欢社么都做主，遇事儿总是强出头的女人让男人厌恶            
(3星)	 摆脱惯性。。。放弃。。。            
(2星)	 无聊时的调剂。超慢速超清晰的美音，练习听力的好帮手。            
(5星)	 这季结局太赞！！！            
(NA)	 剧情有点墨迹            
(5星)	 我最爱的美剧，没有之一。            
(NA)	 淅淅沥沥的看过            
(NA)	 超级喜欢            
(NA)	 精短而深刻            
(5星)	 看到第七季仍然有看下去的欲望，虽然没有第一、二季故事那么扣人心弦，但是仍看的津津有味。gaby倒是一如既往的sexy，待人接物我还是喜欢lynet，还有bree也是冷静成熟型。姐弟恋终究是没有结果的，另外magenfox的lg演技真是烂到家了。susan就是个悲催，会有个悲催结局            
(4星)	 这一季剧情一般！            
(5星)	 每一季都有每一季的感动~~~            
(4星)	 = =            
(4星)	 这个是追着看的，战线拉久了感觉就连不上了，最后几集连着看的感受是，tom在穷的时候就败家，富了又抛弃妻子……主角们老得厉害了            
(5星)	 追了这么久 不知7季是不是个头....            
(4星)	 看着看着发现之前的很多情节都忘了，正好每周一集等的郁闷，于是开始回顾之前的几季，发现像看新片一样的津津有味。            
(4星)	 看上瘾了，期待第八季            
(4星)	 又一季结束 而已            
(4星)	 Tom这种男人去死吧！！！            
(3星)	 Tom和Lynette都要分了，我再也不相信爱情了....            
(NA)	 暗潮涌动，但凡想害人，总能憋出坏点子            
(5星)	 和紫藤街的主妇们一起成长~这就是生活 我们不绝望~            
(4星)	 好大的坑，连最被看好的Tom Lynette组合也面临解体的危险            
(5星)	 大爱            
(5星)	 我热爱的主妇们，再加一个willamina            
(5星)	 甩GG十条街！下一季啥时候出啊~等死人啦~            
(NA)	 继续苦等第八季……            
(5星)	 我觉得这个真得好好看!!!            
(4星)	 不知不觉第七季了……            
(5星)	 表面的光鲜是给别人看的，内心的伤只有自己知道。            
(5星)	 一如既往的喜欢            
(5星)	 哎呀好好看            
(5星)	 喜欢gaby            
(5星)	 旁白标准的美语，开头结尾让人深思            
(5星)	 一直在追 很喜欢            
(4星)	 看来还有第八季= =，顽强啊~            
(3星)	 我随便看得其中几集都这么有教育意义呢？呵呵~~            
(3星)	 太长了……            
(4星)	 隔了好长时间才来补~额~前面真滴好多都忘了~这一季到中间才开始陆续精彩~L和T的关系好让人揪心哪！            
(4星)	 威女王            
(NA)	 七季，十一年，paul家的那件事终于有了个彻底的了结。。。最后的那个装着gaby继父的箱子，。又仿佛让人回到了第一季。。。主妇们一起齐心协力互相帮助神马的最有爱了。。            
(4星)	 美国肥皂剧嘛 打发时间 锻炼口语            
(5星)	 龌龊或伟大 本就是人性 生活本身所学到的道理 远比一部尝试告诉你道理的好莱坞大片来的更深刻            
(4星)	 不喜欢新出现的那女的，很丑的，又和Tom有一腿，哎。Zach和Paul的回归让人多了些期待，Susan做透析很令人伤心，或许这才是现实，虽然发生的很离奇，可是悲剧时刻都在发生，这就是生活。            
(3星)	 总算完了..            
(4星)	 结局高潮啊！coming coming !!            
(4星)	 你終於捨得出新的啦。ZACH長大變得好帥。            
(5星)	 喜欢gaby            
(4星)	 果然可以一口气秒杀一季美剧 好看 依然大爱Julie 我的梦中情人越来越美了            
(NA)	 生活如此 真实            
(5星)	 第二次去看它的拍摄地还是激动到飞起。            
(4星)	 Susan你快死了吧            
(4星)	 结尾真是水……瞎搞啊瞎搞            
(5星)	 第10集很牛叉啊            
(4星)	 追主妇已是一种习惯了~            
(4星)	 喜欢            
(4星)	 虽然我对这部剧感情很深，但它也确实开始坑爹了。            
(NA)	 一直在看，现在已经觉得无趣了。鸡肋啊鸡肋            
(NA)	 今天才惊觉 我已经追看这部剧七年了啊~            
(5星)	 第七季仍然让我看的欲罢不能，绝望边缘，原来我一直都在。。。            
(5星)	 我想我会一直看下去            
(4星)	 追来追去也只有它和迷失没有让我失望了！by the way:gossip girl俨然成为一部烂剧！            
(5星)	 一直在追寻 从来未停止            
(5星)	 依旧很给力呀，吼吼，同样的家庭电视剧，棒子国，内地片怎么差别那么大捏?Bree好美，矮油，下夜班边吃零食抱着电暖袋看电视剧什么的，太舒服鸟~~~~~~~~~~            
(NA)	 很生活            
(5星)	 四季五季情节比较牵强，后面剧情又开始丰满了。。。            
(4星)	 有点追不下去了。。。            
(5星)	 妈的这叫bind friends together吗??妈的lynette跟tom不分开不行吗???            
(NA)	 从第一季追到第七季~~            
(3星)	 打发时间，练练听力            
(NA)	 很经典很生活            
(4星)	 主妇什么的 嘿嘿 真是那么多女人一台戏啊一台戏 整个人生了都 还可以            
(5星)	 love it more than I can say            
(3星)	 花了3个晚上看完绝望主妇. 总体感觉一般, 不是你得了癌症就是我得换肾, 某老公有了新外遇,生活离不开柴米油盐,外加一些病痛折磨, 然后你身边有你爱的, 你想爱不能爱的, 以及你不能爱的.  就在这些事情里不断循环,不断纠结. 关键是你是否可以看破, 看透了.             
(4星)	 哎，lynette真是太可惜了……我还是最喜欢gaby，then bree。那谁，susan还是全程傻比……这一季不太给力但还是深深被她们的友情和母爱感动，尤其是gaby在面对grace的时候，我那眼泪水哗哗的……ps.felicia这人演的太好了太令人讨厌了……感觉她过阵子又要冒出来= =            
(3星)	 这个好东西多了就会变的有那么一点尴尬。            
(5星)	 爱死~~~~            
(5星)	 恶补了两个星期，终于追上了第七集，现在期待更新。            
(NA)	 我居然还在看。。。            
(5星)	 刚看完  发现这个片子越拍下去越有看头了 每个人的缺点 闪光点都很有意思  最重要的是大事件上相互帮助的精神&amp;琐事上偶尔算计的俏皮            
(5星)	 费丽莎和那个继父都太变态了……L太强悍了！B让人又讨厌又喜欢！贝丝可怜……            
(4星)	 Paul的人生岂止狗血二字了得 Lynette和Tom都分手了 再也不相信爱情了~            
(NA)	 纠结的主妇            
(4星)	 最后的结尾让人感觉主妇们又回来了。            
(5星)	 看过            
(4星)	 告别第七季，迎接最后一季。            
(4星)	 跟成习惯了 继续追吧            
(3星)	 我唯一追到第七季的肥皂剧.            
(5星)	 讲述四个妇女邻里间的生活故事，学习美国的习俗。            
(5星)	 从本科跟到现在的电视剧            
(5星)	 一直跟.。。            
(5星)	 你们这些女人，大爱~~~只是，Susan，你的命运也忒跌宕了吧？            
(3星)	 还没决定下季是否继续追。            
(5星)	 剧情错综复杂穿插在一起，这个编剧实在太伟大了，每个故事之间编织得真是巧妙，从第一季看到第七季，没有丝毫厌倦感，每次观看的感觉都是不看则已，一看就停不了了，哈。            
(4星)	 如此结局，佩服米国银……            
(4星)	 看了这么多季不得不追下去            
(4星)	 生活中的一切~            
(NA)	 坐等第八季。            
(5星)	 只看过前4季，后面没来得及看，绝对要看，我就是从这里喜欢上那个情妇的            
(5星)	 美国女人            
(5星)	 经典持久不衰滴引人入胜呐！！！            
(5星)	 没追了。完全是在炒剩饭。不过还是打个五星。我的第二部喜欢的美剧。第一部当然是 六人行了 哈哈            
(4星)	 是非具有戏剧性            
(3星)	 ……追不下去鸟            
(4星)	 gay都会看的~            
(5星)	 美剧达人告诉你，现今爆米花美剧最好的就是这部，她一定能成为像《老友记》一样的经典            
(5星)	 继续期待第八季            
(5星)	 承载了我无数美好的回忆            
(5星)	 追了你这么多年~我的青春都给你了~            
(4星)	 这么女人怎么就不会老呢~            
(5星)	 期待下季回归            
(5星)	 很好笑，消闲的好剧            
(4星)	 很乱，gaby的戏比较有张力            
(5星)	 这个必须看……第一季追到现在我容易么我。            
(NA)	 第七集了，让我下全吧〜〜            
(NA)	 还是喜欢老友记            
(5星)	 一直在追着看，编剧很牛很强大，每集的最后都有悬念，大爱！            
(4星)	 就是我最喜欢看的美剧。            
(5星)	 DH首先完结。太喜欢Bree说&#34;That&#39;s not gonna happen&#34;时的眼神了！expecting the next season!            
(5星)	 俺最喜欢的美剧果然还是这部。。。            
(5星)	 太好看了            
(5星)	 呼呼。。等待第八季            
(5星)	 5星评价...不解释            
(5星)	 依旧好看~~~            
(3星)	 越来越爱Gaby，甚至爱你的小任性小自私，希望你能永远幸福下去。。。            
(4星)	 注入些新血液，剧情越来越离奇了，不过还是一如既往的喜欢~            
(5星)	 虽然我只看到第三季，可是绝对是值得看的经典之作。。            
(5星)	 从第一季追到第七季，从没有失望过            
(3星)	 这个剧我真的快要不追了，越来越散，越来越无聊。每周的例行公事，但不在期待了。            
(5星)	 很精彩 大家一起隐瞒了这个秘密 期待下一季            
(5星)	 到了第7季，人物关系开始混乱起来，各位主妇的生活动荡不安，就像一周去看望下老朋友一下，每周看一集~~            
(5星)	 7年了，阴谋不断啊，女人们都老了            
(3星)	 哪有这么多八卦可以折腾的？            
(3星)	 一度追不下去了，又想想停了可惜，越来越木有新意            
(5星)	 第八哦~快出来哦~            
(5星)	 从大学追到毕业工作的一部剧。里面的女人们越来越有味道，有故事。            
(5星)	 DH都八季了……继续期待！            
(NA)	 追了两年了            
(5星)	 作为第七季，剧情虽然有硬凑的地方，但还是不错了。看了前六季，能不看第七季吗？            
(2星)	 七季因为无聊基本全看了，我无法理解那些说情节有新意的人是有多弱智和缺乏洞察力。一部很俗套的喜剧，我无法理解勒奈特和机智有啥关系。            
(4星)	 这个必须有！            
(3星)	 越来越墨迹……            
(3星)	 食之无味，弃之可惜            
(4星)	 苏珊别走!            
(5星)	 现在看着海报对Renee真是讽刺啊……这角色也太龙套了吧            
(2星)	 拜托早点收尾吧！！！！浪费一群演员。。。            
(5星)	 让主妇们绝望的事儿还是一件接一件，couples有分有和。有DH陪伴的日子还是十分nice的~  期待第8季！            
(NA)	 很好            
(5星)	 爱死了！            
(5星)	 好好看的一季            
(3星)	 拖吧～            
(5星)	 能把喜剧凶杀悬疑家庭融合到一起的故事。            
(5星)	 最爱看了            
(4星)	 好嘛~婊子们的友情嘛~还是很感人的嘛~            
(4星)	 怀念大学寝室里四个人坐在四台笔记本前一起倒数三声同步追剧的时光～            
(5星)	 绝望主妇永远都不会让人感到平淡！！！            
(4星)	 喜欢这几个妞~尤其是eva            
(4星)	 有些人 有些事的出现 是为了主线需要 但是他们出来得太突兀了            
(4星)	 后半段过于平淡。结尾可预知性太强。            
(NA)	 依旧钟情CARLOS!!!!            
(5星)	 最后一集，伤了……            
(5星)	 我觉得这不仅仅是一部给女人看的戏，不管任何年龄，任何性别，看完了以后都会有一些感悟的。            
(5星)	 最后两集很精彩！太期待下一季了！            
(2星)	 这一季太无聊太肥皂了。。。之所以还在看完全都是惯性。。。            
(3星)	 第六季都要看得我睡着了，有强迫症吧，竟然还要继续看~怎么还不砍掉            
(5星)	 结局弥补了所有瑕疵，前所未有的巨大悬念            
(NA)	 美剧都快要完结了%&gt;_&lt;%Gaby的继父是UB的爸爸，出现又死的太突兀了。L和Tom要离婚，果然不能共富贵。还是Renne可爱。剧慌啦剧慌啦            
(3星)	 快结剧吧            
(4星)	 第七季终于完结了，昨晚看了结局：Gaby很歇斯底里。Susan很圣母幸运Lynette很过于固执Bree很冷静自如            
(5星)	 依然精彩            
(5星)	 那么多年都没变。青春啊。青春。            
(5星)	 推荐是因为标准美语……            
(NA)	 有时对剧中的人物性格很难理解，轻松搞笑的成分很多            
(5星)	 生活中的哲理            
(5星)	 那个chaos有点像以前大飓风的情节。。。            
(3星)	 我觉得 剧情越来越狗血~            
(5星)	 一个礼拜一集，太慢啦。太吊胃口了            
(5星)	 很喜欢Desperate Housewife            
(4星)	 这个结尾帅毙了            
(5星)	 好吧，每个家庭都有谋杀经验了。。。。。            
(4星)	 everyone has pain ,but only a selfish bitch checks out,and passes it on to everyone else.it&#39;s my way of saying my choose life over deathwhy ask            
(NA)	 谁说主妇不性感！            
(5星)	 虽然觉得不如以前了 不过每周回家还是最先看这个~！！破锣杨可别死啊~~            
(5星)	 不出十季对不起我一片痴心啊~~~~            
(4星)	 是每集开头和结尾的独白吸引我一直看到了第七季            
(5星)	 已经成为我生活的一部分了~~            
(4星)	 说实话这一季的几条主线都不喜欢。。。惯性吧 继续看下去            
(NA)	 DH已成习惯。            
(NA)	 对英语口语学习很好，还能学到很多人生哲理，很有趣哦！            
(NA)	 一直在追看，喜欢每一个主妇，可惜可爱的edie得罪了编剧被写死了，唉，以后就没有多大意思了，编剧貌似也创意不多了，可是每集也总有点新意可以混混。            
(5星)	 感动常在            
(4星)	 虽然是肥皂剧 但是还是很有生活教育意义的。            
(5星)	 最后一集太给力！！！            
(5星)	 必须跟下去            
(3星)	 越拍越远离最开始的风格了            
(NA)	 最喜欢Gabrielle，每剧开始结尾都是经典            
(5星)	 期待第八季~~            
(5星)	 上周看完了 哎 不说不好的 总之还是期待下一季！            
(NA)	 从大学看到毕业，还在更新。。。            
(NA)	 练英语口语的初级教程            
(5星)	 大爱~·            
(4星)	 忠实粉丝，这剧总能让我感叹许多人生的变幻无常。            
(4星)	 Gaby真漂亮            
(5星)	 编剧呀  真是绝了！            
(4星)	 喜欢归喜欢，可以完结了啦~            
(3星)	 这季极其无聊            
(NA)	 我爱死了！这部剧注入我太多的情感了            
(5星)	 每季必死一个人啊~~下一季真是最后了么            
(5星)	 第七季追完了，第八季还遥遥无期啊，如果有一天停播了我也不想活了！......            
(5星)	 每集都好看            
(5星)	 仍然璀璨！            
(4星)	 第十集太高潮了，期待来年            
(5星)	 弟弟爱那帮美国老娘们的唧唧歪歪，可是就是很美国，看着还挺过瘾，时不时来点大boss，出点大风波，就是这个感觉，温馨而刺激            
(5星)	 喜欢gaby            
(4星)	 永远有你们            
(5星)	 还要拍到第几季去？大一看到现在。。。            
(4星)	 MJ最可怜，有个空有其表的老爸，一个只会制造麻烦的傻大姐老妈            
(4星)	 一天结了两部剧。又开始无尽的等待下一季了。这个结尾也太太太狗血            
(3星)	 开始沦为肥皂剧。更加厌恶Lynette。不够spicy就又杀人了，互相包庇的这条街紧密联系，离不开彼此了。            
(5星)	None
(4星)	 快编不下去了            
(5星)	 不要结束~            
(3星)	 美式生活方式和价值观的植入剧，不再看了            
(3星)	 看到第7季,前面都快忘记光了            
(5星)	 确实经典~            
(3星)	 就那样呗            
(NA)	 有点点超现实 还是很快乐很温馨的美剧\n每次看的时候都能忘记现实中的烦恼琐碎 很凌空\n\n七年前Mary Alice的自杀涉及到的人都死得差不多了吧\nLynette对Tom一向指手画脚的夸张 但这样的结局还是让人感觉好惋惜            
(5星)	 太爱了，好看            
(2星)	 对于越写越没意思的电视剧还不如趁早来个大结局比烂尾更有意思            
(4星)	 好喜欢susan和Gabrielle            
(3星)	 跟得有点厌了            
(5星)	 我的最爱又回来啦            
(4星)	 好多美剧都是出于习惯了~            
(4星)	 http://www.douban.com/minisite/qiyi/有高清播出地址奇艺高清，悦赏品质。            
(NA)	 打发了多少时间            
(5星)	 是一部我最爱的美剧~~gaby~~sexy~~            
(5星)	 Where you would find the sparking side of the housewives            
(5星)	 意犹未尽啊 我的主妇们            
(2星)	 我终于还是放弃此剧了。。。唉            
(4星)	 TERI和HUFFMAN都要走了，DH终于也快到头了。            
(4星)	 啊~ 演员老得真快- -| 不过我还是想看第八季            
(5星)	 第一季到第七季8 我一集不落的看完了  喜欢 很喜欢            
(5星)	 超爱的~            
(NA)	 每周一集真是让我等的心发慌。。            
(NA)	 养眼，惊喜            
(5星)	 #17            
(3星)	 JUST TO KILL TIME            
(5星)	 希望每天出,永远不完结            
(5星)	 叫Chuck的怎么都那么迷人呢~            
(NA)	 12.5快来吧！            
(5星)	 最后一季了，不跟了，再不结束，要烂了！            
(3星)	 忍不下去了，我弃剧了            
(5星)	 看什么都没多大兴趣，除了这个。出的太慢了            
(4星)	 矮呦、、、好多伏笔……  神马时候第六季？！！！            
(4星)	 看到最后十分不喜欢lynette            
(5星)	 看DH已经成了一种习惯。            
(NA)	 看到三。。。            
(5星)	 第八季快点吧            
(4星)	 前面的一般，后面几集越发精彩~~~            
(5星)	 大爱            
(NA)	 很有人生的感觉，5个主角都是那么让人又爱又恨的。人性的真实在这部片子里很好的反映出来了。自私与无私，友情与利益。。。看完后才发现，人不是用好与坏来区分的。            
(5星)	 适合任何人群，任何心情，任何时间，任何地点观看的东东。            
(3星)	 7  close            
(NA)	 不错~早已看过...            
(3星)	 SUSAN没落了            
(NA)	 越来越精彩            
(4星)	 Susan讨厌死了！！！换你妹的肾，换个脑子还差不多！            
(4星)	 那么久没看，对这部剧又有热情了～            
(4星)	 最后属于循环么……但不知道下一季还能编点儿什么呢，感觉这一季好多问题太简单解决了。。。。lynnet不要那么轻易和tom分啊。搞毛啊。            
(5星)	 lynette…感谢放弃美剧一年后，dh依旧这么精彩            
(4星)	 第7季了啊，从第2季开始就一礼拜1集的慢慢追到现在，我最爱的剧集啊，因着片头片尾那些让人思索的话语，因着那些幸福或悲伤的生活            
(5星)	 DH又来了超震撼的结局~所以第八季逃不了了~~~            
(5星)	 追了好多年的剧啊~~~            
(5星)	 独好女人故事。            
(3星)	 结尾很好 齐心协力            
(5星)	 总能从其中透视出人性的种种            
(NA)	 好看            
(5星)	 从第一季追到第七季 真的很有趣教会我很多生活的哲学            
(3星)	 Lynette和Tom都要分开了....Carlos杀人了....Paul Young来了又走了...=。=            
(5星)	 爱死你了            
(4星)	 susan还是一如既往的SB。            
(5星)	 2人看了前6季，一个人要怎么看第七季……            
(4星)	 这部最后变成凶杀片了。。。主妇们不容易啊！他们的配偶里面，一开始我觉得mike不错，现在觉得还是carlos可靠啊。。。            
(5星)	 果然把人联系在一起的是秘密吗另唯一一对没有经历分分合合的TL这季也狗血了            
(4星)	 连Tom 和 Lynette都离了……再也不相信爱情了……            
(5星)	 Gaby的亲生女儿还挺可爱，Susan经过这么多季越来越有意思了，这一季的悬疑气氛又开始浓烈起来~~            
(4星)	 每一季都有一个阴谋，每一季都有一个故事，未完待续，欲言又止，让我终究不能割舍，一如既往期待下一季。            
(4星)	 剧情越来越狗血，想哭都来不及~~~~都是贱女人            
