http://movie.douban.com/subject/2244363/	粉红女郎
(5星)	 有个暑假和爸妈一起看~            
(3星)	 刘若英影视作品里的感觉真是不对味儿。。            
(4星)	 奶茶的一个人的孤单……            
(3星)	 就记得还挺好笑的，刘若英影响深刻。。            
(5星)	 那时年幼但还是值得纪念            
(3星)	 我想我会一直孤单····            
(3星)	 冲着张延而看，不过刘若英还蛮灵的，而陈好演的万人迷则相当好玩。            
(3星)	 看了一阵子热闹            
(4星)	 开心。            
(4星)	 那个夏天的回忆            
(4星)	 虽然没什么内涵，但是我还是蛮喜欢的，结婚狂，万人迷，男人婆，哈妹            
(5星)	 小时候看的。。其实那个时候还不觉得陈好有多漂亮。。            
(4星)	 那时候看的时候挺好啊            
(4星)	 唉~那个时候的陈好真的是很万人迷啊！！            
(3星)	 小学的时候就有看过了 ，很搞笑 。那时候 觉得陈好很美 。            
(NA)	 多看电视剧真的会变傻吗？貌似看了不少……虽然是以前            
(4星)	 啧啧~            
(3星)	 一群坏蛋说我是结婚狂，后来我真觉得自己是了。            
(5星)	 好喜欢方小萍            
(5星)	 火了四个人。            
(3星)	 现在想想这剧真的好挫啊！！！！！！！！！！！！            
(4星)	 - -            
(4星)	 很搞笑            
(4星)	 豆瓣给分是不是苛刻了。多好看啊~~很少有大陆电视剧可以塑造人物如此鲜明和成功！！            
(NA)	 刘若英好丑！            
(3星)	 四个清新亮丽的女孩            
(NA)	 看了好多遍            
(5星)	 四个女人的故事真的很耐看，包括男女演员。            
(4星)	 笑着哭~            
(NA)	 这给力，都记忆犹新了。            
(4星)	 四个女人都很有个性，房东龚喜更是让人十足惊艳的角色啊。。。只是唯一遗憾的是主旋律作怪导致过于突出刘若英。。。其实本来是能拍成sex and city这样的好片的题材。。。被泱泱大国国情毁了。。。            
(5星)	 吃得苦中苦方为人上人            
(2星)	 粉射女优。            
(3星)	 奶奶貌似很喜欢看呐···            
(3星)	 挺有意思的 形势也很新颖            
(4星)	 也是小时候的回忆            
(4星)	 哈哈哈哈哈~居然这个也有…            
(4星)	 那个时候很喜欢去日本那两集连大叔也觉得很帅，也喜欢刘若英骂胡兵臭鸡蛋，神经病，感觉很真实，更爱《一辈子孤单》            
(3星)	 陈坤在里面又很娘，，，            
(3星)	 蛮搞笑的。。陈好好性感。。刘若英好傻。。哈·            
(2星)	 呐里！？居然卡司里面有厂花 为毛完全没有任何印象只记得奶茶的龅牙            
(3星)	 结婚狂很可爱哈~~刘若英演技不错。            
(3星)	 那年的这几个女人还看的顺眼            
(4星)	 看这部戏的时候是幸福的。。。            
(4星)	 我觉得我们国产古代片很有水平的啊~~~            
(NA)	 因为刘若英我也沦陷过            
(3星)	 非典时期的记忆之一            
(3星)	 印象还是很深的。。刘若英。            
(NA)	 当年还真是有空啊。。            
(2星)	 无法欣赏            
(4星)	 偶爸爸喜欢陈好。。。。。            
(5星)	 这个我还是很喜欢的Hoho.当年全家一块儿窝着看。            
(3星)	 呃⋯⋯            
(4星)	 只为刘若英和“一辈子的孤单”。            
(2星)	 麻麻            
(3星)	 这个居然流行过，我不干承认            
(2星)	 陈好从此“万人迷”，刘若英真是甘于牺牲啊......            
(4星)	 小时候的寂寞~            
(3星)	 雷剧的开端.....            
(4星)	 喜欢刘若英~我会一直孤单            
(4星)	 我的奶茶啊。            
(NA)	 现在才发现我看过好多莫名其妙的国产片啊            
(4星)	 在我感觉我认识奶茶就是从这里开始的            
(4星)	 内时候还挺喜欢看的。。            
(4星)	 蛮搞笑的            
(3星)	 初中时代  呵呵。            
(5星)	 不食人间烟草            
(3星)	 当年我妈不给我看这个 我还很郁闷            
(4星)	 原来刘若英就是当年的结婚狂，哈哈            
(NA)	 一辈子的孤单            
(4星)	 喜欢刘若英~            
(3星)	 绝对的经典。            
(4星)	 性格迥异的四个女人，我不想再以回顾当年的感觉写评论了......            
(5星)	 年少无知的时候觉得真好看。。            
(NA)	 喜欢刘若英大概就是从这部片子开始的            
(5星)	 我想我会一直孤单。            
(5星)	 我想我会一直孤单，喜欢这首歌            
(2星)	 刘若英啊……跟弱智一样……接片太失败            
(4星)	 蛮好玩的，我喜欢万人迷            
(5星)	 好            
(4星)	 挺好看的，怎么分这么低，红了陈好，也认识了刘若英@各种TV            
(4星)	 看的时候并不认识刘若英，之后才知道知道的她。很颠覆。            
(5星)	 小时候真的好喜欢看！！！！！！            
(4星)	 当年觉得很好看啊= =、、、            
(4星)	 一个假期租碟看的。。。我曾经都看了神马            
(4星)	 接着卧槽。。。挖噶里乃 粟米马森            
(4星)	 小时候超喜欢万人迷的经典台词！            
(3星)	 看这部剧的时候我还是个青葱少女啊啊啊啊啊~~~            
(5星)	 同样不知看了多少遍……            
(5星)	 我很喜欢这个诶~            
(1星)	 看过的            
(5星)	 搞笑，我很喜欢            
(4星)	 哎呀，初中时候的记忆！当时被陈好震住了，忒美了。。。            
(4星)	 当时真的是一部很经典的片子。刘若英的表演有些过了。对陈好没感觉，薛佳凝不错。            
(4星)	 蛮有亮点当时            
(3星)	 现在想想，其实当时看剧时的感觉如今的一个字超级形象的能表达，雷。。真的很另类啊。。。            
(3星)	 跟书本还挺像的            
(4星)	 那时候对妖娆女无感 喜欢哈妹的性格来着            
(4星)	 曾经相当喜欢，还买了朱德庸的全套漫画            
(5星)	 这个也可以有？            
(4星)	 经典！结婚狂，童年回忆            
(4星)	 我要结婚我要结婚吃的苦中苦，方为人上人            
(4星)	 万人迷为什么长那样还有人迷呢，这是困扰我多年的一个问题。            
(5星)	 以前的国产多好            
(5星)	 搞笑+经典！            
(3星)	 只是感动于某些故事。。。            
(4星)	 这个时候开始认识奶茶的 ...小时候 天天等着看 ~   从那起喜欢上了刘若英 而不是方小萍~~            
(4星)	 好电视剧啊，当初的我看的是那么的来迈。。            
(NA)	 快乐的喜剧，却看到哭            
(5星)	 呵呵 经典的结婚狂 万人迷 和 男人婆            
(4星)	 后来，我才发现。刘若英很有气质            
(5星)	 里面的演员都红了，经典！            
(5星)	 也有感人的地方            
(NA)	 不觉得搞笑。            
(5星)	 心中的经典之作……            
(4星)	 好玩儿            
(4星)	 随便看看            
(3星)	 史了个丢了个皮的            
(3星)	 对刘若英的龅牙婆印象挺深刻，挺喜欢每集之前的真人版漫画            
(3星)	 想当年这部剧很火……            
(4星)	 我那个时候觉得这个剧好时尚的。。。            
(4星)	 陈好的万人迷真是经典~            
(4星)	 奶茶            
(5星)	 很久以前看的了，很好看撒~~            
(4星)	 依然启蒙片级别            
(4星)	 打发时间的好东西呀～但有些还真的蛮感人的。            
(5星)	 那时这部剧多时髦阿  我同学现在还天天唱我想我会一直孤单呐            
(3星)	 挺搞的··            
(2星)	 好幼稚            
(3星)	 刘若英演的结婚狂好像痴呆            
(3星)	 03            
(4星)	 当时觉得很好看            
(4星)	 纪念一下.            
(4星)	 小时候，被美女吸引了去！            
(5星)	 结婚狂            
(3星)	 喜欢刘若英演的。            
(NA)	 小时候很风迷哈            
(5星)	 小时候喜欢哈妹，中途还喜欢过何如楠，大了一点开始对万人迷憧憬，发现最最喜欢的还是结婚狂            
(3星)	 有情人终成眷属。            
(NA)	 伴随我走过中考岁月            
(2星)	 挺扯的片子。。捧红了万人迷。。            
(5星)	 我就是觉得这个很好看            
(5星)	 很经典的片子            
(3星)	 愉悦            
(5星)	 那个时候很兴啊！            
(4星)	 结婚狂啊            
(NA)	 好喜欢好喜欢，萝莉时期姐那个啼笑皆非啊。            
(2星)	 我是看不进去            
(NA)	 其实我曾经也是电视剧女王！！！！！！！！！！            
(3星)	 高一时候的电视剧~            
(4星)	 其实是部很有想法的片子。            
(5星)	 我爱你们四个，尤其是男人婆和结婚狂。            
(3星)	 喜欢奶茶            
(4星)	 现在再回去看就觉得很难看了            
(3星)	 结婚狂 万人迷 哈妹 男人婆 龚喜 好快乐的时光~            
(4星)	 这部片子在同学的大力推荐下看的，只记得女主各有特色。            
(2星)	 哈妹儿~~            
(2星)	 有夸张…当年还是会追看…刘若英演得很好            
(3星)	 回忆            
(4星)	 蹉跎            
(4星)	 爱上刘若英            
(1星)	 确实很无聊 可以0            
(2星)	 开头还好，越到后面越滥情            
(5星)	 让人感到温暖的电视剧            
(5星)	 太经典了！我爱粉红女郎！            
(4星)	 那时候觉得好好看啊 还跑去看朱德庸的漫画            
(3星)	 刘若英演的很棒~            
(4星)	 小时候最喜欢看了- -            
(NA)	 哦~~我还看过这个            
(NA)	 陈好啊，你唤起了…            
(3星)	 哈哈~            
(3星)	 刘若英 太适合了            
(NA)	 好久看的，我都不记得了。            
(4星)	 虽然制作有点粗糙。好像剪得很厉害。有点断断续续的。但是很经典。            
(5星)	 人生如戏~幸福的方小萍~            
(3星)	 前半部好看，后半部不知所云!倒是陈好，演完这部戏真把自己当万人迷了，每部剧都脱离不了那个影子。            
(NA)	 好看！当年看的无比欢乐~~            
(3星)	 我只记得狂想结婚的奶茶 和竟然可以把屁股扭成那个样子的陈好            
(4星)	 還行            
(4星)	 当时看觉得很有新意。            
(3星)	 情节拖沓，喜欢万人迷的至理名言，四个女人一台戏。            
(NA)	 奶茶            
(4星)	 超搞笑 羡慕她们的友情            
(4星)	 囧            
(5星)	 就是喜欢 一看就有很幸福温馨粉红的味道~~            
(3星)	 雷            
(3星)	 蛮无聊的            
(4星)	 奶茶和陳好喜歡-0-            
(3星)	 哈哈，很搞笑很好玩。            
(3星)	 因为此剧刮起了一阵漫画风            
(2星)	 两字，不爱看。            
(4星)	 以前好喜欢            
(3星)	 陈好，风情万种            
(4星)	 那个时候追了好久。            
(4星)	 我忘了这个漫画的作者了，我还看了他好多的作品。            
(3星)	 老稀罕龚喜            
(5星)	 很难集结这么多的大牌演员了！            
(2星)	 这个放到现在来看该算雷剧了吧？            
(5星)	 红极一时的万人迷。这电视剧真不错。            
(4星)	 初中十一假还是五一假看的已经无从考证  是从那以后开始知道原来似水年华里的英就是结婚狂            
(NA)	 笑笑吧   总有一天会结婚            
(4星)	 那时火得来~~            
(4星)	 这部我基本一集也没落下，可见当时是多么空虚            
(4星)	 颠覆性出演            
(3星)	 劉若英是加分了，那陳好是減分還是加分呢？？怎麼都是老鄉來的。。。            
(5星)	 感觉蛮搞笑的~最喜欢万人迷了~            
(4星)	 这个片子我没什么印象，只是那几首插曲直到今日还在触痛我。            
(4星)	 插曲当年都好喜欢啊            
(3星)	 当年的极品！！╮(╯_╰)╭            
(3星)	 結婚狂 男人婆 萬人迷 天真妹            
(4星)	 其实，现在想想还是觉得蛮有意思的，4个人每一个都那么喜欢            
(4星)	 初中的暑假看的 当时也是很火的啊 喜欢刘若英的片尾曲            
(3星)	 当年红极一时            
(3星)	 一般            
(4星)	 上初中的时候断断续续看过一点。现在再看，竟回忆起了我上初中时候的上海。这里面的许多场景太上海了，一看就知道是上海的哪里，还有人的造型──那些我曾经觉得是美女装的衣服，原来已经土了……            
(4星)	 刘若英演的特别好！            
(4星)	 喜欢片头片尾的小短片，很朱德庸式幽默            
(3星)	 风靡一时的漫画            
(4星)	 喜欢~我喜欢刘若英。            
(3星)	 - - |||   薛佳凝不錯 ， 劉若英不錯，陳好不錯，胡兵還好吧            
(5星)	 当时还把万人迷语录都抄下来了            
(NA)	 看了两遍~第一次是和家人一起看的~都看得很开心呢！有些熟悉剧情了都~            
(5星)	 奶茶我想我会一直孤单            
(4星)	 捧红了万人迷            
(4星)	 万人迷的话都是经典啊            
(4星)	 我很向往一栋房子有四个房间，然后和好朋友们一起住            
(3星)	 东看一集西看一集            
(4星)	 挺喜欢薛佳凝的            
(4星)	 很多年前看的，03年吧，国产电视剧短一点就好了            
(3星)	 经典的，让我认识了陈好，之后她所有的戏都没有突破，说她是花瓶？谁说的，长相很一般，唱歌也是KTV里最普通的。            
(NA)	 哈哈哈            
(3星)	 糊里糊涂就看了            
(4星)	 在幽默中体会爱情。丑女也有春天。            
(5星)	 真把奶茶给。。。            
(2星)	 有点OVER            
(4星)	 算是很成功的漫画改编了吧~搞怪中也总有感人温情~怀念那时看这戏的情景~            
(3星)	 雷剧！那个时候觉得陈好演得真好，刘若英的片尾曲成了经典呢。4个女人各有特色，还算是不错的。@Home            
(NA)	 很喜欢的一部电视剧，现在还是觉得不错~            
(3星)	 刘若英的结婚狂的形象真是深入人心啊。            
(4星)	 刘若英真的好搞哦，还有那里面一堆人            
(4星)	 刘若英无敌啊            
(3星)	 好搞笑            
(3星)	 不知道影响了多少人            
(2星)	 扯。            
(NA)	 没有方小萍就没有好老婆~~            
(4星)	 当年那个喜欢啊            
(3星)	 当时可是最喜欢男人婆呀。。。。            
(3星)	 当初追着看~现在想想没啥好看            
(5星)	 百看不厌= =            
(2星)	 以前对张延观感挺好的~~~还有刘若英……真是毁人不倦那~            
(4星)	 翘pp，为陈好加一颗星            
(3星)	 捧红了陈好~            
(3星)	 当年红的要命。            
(5星)	 喜欢刘若英。            
(4星)	 刘若英演得真好……张延真帅……            
(4星)	 ………………想当年看过不下十几遍            
(3星)	 瞎闹鬼            
(4星)	 介个好看些 当时热播的时候很新颖            
(4星)	 老谭  ....            
(3星)	 记得某段时间，所有台都在放这一部剧            
(NA)	 当时很红阿~！            
(3星)	 那时每天晚上很早做完作业            
(2星)	 自毁形象            
(4星)	 哈哈哈，这个经典片~~            
(1星)	 难看死了！            
(5星)	 高中时候很红的电视剧，不过没看过，读了研究生才开始看，很喜欢，四个姐妹生活在一起很温馨，也是非常夏天的感觉，也是少数几部看了让我期待夏天的片子            
(4星)	 纵然旁人觉得这个电视剧里的她那么恶俗，但我还是那么喜欢她。她是结婚狂，我也是。            
(3星)	 还是漫画比较得我心            
(4星)	 很好笑。            
(5星)	 薛佳凝啊~陈好啊~爱            
(4星)	 纪念下小学时光            
(2星)	 怎么那么白痴的 - - 吐血            
(4星)	 属于我们这一代的记忆。。            
(5星)	 想要问问你敢不敢，像你说过那样的爱我。。刘若英当初从哪儿冒出来的            
(4星)	 我喜欢看中间的模仿漫画的部分            
(4星)	 在我家装数字电视后完整的看了，不错的喜剧~            
(NA)	 N台联播啊            
(3星)	 我mark的越来越搞。。。            
(3星)	 呵呵。            
(4星)	 我对于有印象的电视剧从来舍得大方            
(4星)	 陈好在上面的造型跟特点，真的很像我表姐，哎，妖不是错，让人着迷更不是错。刘若英自毁形象也不错，挺真实的，感叹奶茶也可以很有笑点。友情的主线铺成的也很好。            
(3星)	 还是哈妹最正常            
(4星)	 不错看            
(2星)	 我喜欢漫画些。。。            
(5星)	 当时就觉得陈好特别美~！。。            
(3星)	 喜欢哈妹。            
(3星)	 喜欢奶茶,没什么理由的            
(4星)	 嘿嘿，四个女人一台戏            
(5星)	 很爱很爱            
(3星)	 天啊这海报-。-            
(4星)	 整体还不错。。。女性的悲哀            
(3星)	 绝对的。小时候的难忘记忆。            
(3星)	 看到后面就看不下去了。            
(4星)	 刘若英在这里的表现还是挺出彩的，其实几个女的都演得不错，男主角换人就跟好了，对胡兵实在喜欢不起来            
(3星)	 打发时间的很好选择。            
(4星)	 当时很喜欢看呢            
(4星)	 作为泡泡剧还是很温暖呀 很生活            
(2星)	 非常讨厌            
(4星)	 我的理想是介于男人婆和哈妹中间的女人            
(4星)	 某个国庆节的湖南卫视。            
(5星)	 好看！！！            
(3星)	 曾经遍布整个暑假的经典~            
(4星)	 还是N年前看的，现在还能记得。。。            
(NA)	 最爱小萍~            
(4星)	 刘若英太百变了            
(4星)	 很喜欢里面的女人。薛佳凝除外            
(3星)	 我到现在还是记得结婚狂的造型，我只想说，刘若英真的不该接这个角色，诶，直到现在我都不敢看她的脸            
(5星)	 喜欢刘若英的表演            
(3星)	 小时候挺爱这部剧的~~满有意思的            
(4星)	 为了结婚狂和万人迷~            
(4星)	 2003            
(5星)	 看了不止好几遍啊~大爱！            
(5星)	 大家来恋爱 很有爱的片子~            
(5星)	 非典的时候，放长假，电视台在播这个。大家都一起看。当时觉得很好看，并且很多话很精辟。然后过了这么久，在电视上看重播，妈哟，里面的衣服怎么这么丑啊，哎，这就是时尚不够，不够经典，但是台词还行。            
(4星)	 心情不好的时候看看确实是个好选择呢~            
(3星)	 漫画改编的不错。当时喜欢互相给对方对号入座 最喜欢哈妹非得说我像男人婆！哪儿他妈像！            
(3星)	 挺开心的一部剧。            
(2星)	 很奇怪这部剧为什么那么火，无数台在放，每当此时，我爸立即关电视：“小孩子！不许看这么乱七八糟的东西！会被教坏了！”            
(3星)	 刘若英。。            
(3星)	 无厘头+讽刺            
(NA)	 有段时间电视台必播的节目            
(5星)	 记得小学我们四好朋友还自以为是的对号入座来，呵呵，我不幸“沦”为结婚狂！ 哈哈            
(3星)	 最讨厌看到HB。。。不过陈好可算是靠万人迷熬出头啦            
(5星)	 四个女的我都爱，猜想编剧是以大学同寝室友为原型塑造的。            
(4星)	 小時候看還是帶給我挺多歡樂的            
(4星)	 哈哈，很搞笑            
(NA)	 4、5年级时看得吧，反正觉得它特别逗。             
(3星)	 看了前一段就木意思不看了            
(5星)	 到现在还很喜欢            
(5星)	 当时觉得很好看            
(4星)	 挺傻的            
(4星)	 喜爱那种单纯的感觉，觉得自己蛮像结婚狂的，这个世界，有很多我们无法改变的事情，但是，我们还是要快乐的活下去，不是嘛~            
(3星)	 曾经很火，很喜欢张延            
(3星)	 只是很喜欢那首片尾曲  一辈子的孤单            
(3星)	 剧情一般，但是觉得陈好真美。            
(3星)	 刘若英，总让我哭。。。            
(3星)	 好多年前的了啊~            
(5星)	 2003            
(3星)	 感觉这部把朱德庸漫画拍的比较成功            
(4星)	 万人迷....            
(4星)	 恩，恩我想我会一直孤单            
(NA)	 4            
(2星)	 现在想想这是何其脑残 ╮(╯▽╰)╭            
(5星)	 经典中的经典啊~            
(4星)	 现在想起来十分土 但是就是十分好看 不道外            
(NA)	 百看不厌啊。但是奶茶在里面好傻。            
(2星)	 会笑。。。但是觉得夸张了 不现实             
(4星)	 捧红了很多人呢。我觉得有些拖沓。            
(4星)	 分这么低。。当时看得人很多啊            
(4星)	 都是儿时的欢乐来源            
(4星)	 哈哈            
(4星)	 其实还是挺搞笑的             
(3星)	 那年，你们成全了我们所有的话题。            
(4星)	 初二暑假和老弟一起发撒的时候看的-___,-            
(4星)	 结婚狂，男人婆，哈妹和粉红姐姐？            
(4星)	 四款女郎，四种人生，供您选择。            
(4星)	 万人迷当年还是很美的 其他的几位 也都颇有姿色            
(4星)	 现在还有台再演            
(3星)	 靠谱的漫画改编~成功塑造的四位女主            
(5星)	 该片的出现兑取当时的小荧幕算是不小的冲击吧~形象非常经典夸张~            
(4星)	 挺装的,不过还不错            
(3星)	 话说当年明明的帖子里还提了它。            
(3星)	 山寨味很浓。            
(3星)	 没看完 = =             
(3星)	 当时咋就那么喜欢呢？            
(4星)	 朱德庸的幽默            
(3星)	 每个女郎都很有特点。            
(3星)	 结婚狂~~~            
(4星)	 很喜欢结婚狂和哈妹            
(4星)	 我的少年时代……            
(4星)	 很经典的青春剧            
(2星)	 发现我真的什么烂剧好像都看过～            
(3星)	 不喜欢奶茶在里面演傻傻的，陈好因此剧爆红            
(4星)	 陈好啊            
(4星)	 蛮有创意的，四个迥异女孩在一起的故事什么的。            
(5星)	 当时觉得胡兵真帅~现在怎么这样了            
(5星)	 都说啦，我喜欢女人的故事            
(2星)	 不太记得了 现在定是不会看的 当年应该喜欢吧            
(4星)	 想當年呀...            
(5星)	 搞笑是因为投入的演出            
(3星)	 看了这部戏后就不喜欢刘若英了，太毁形象了。            
(NA)	 当年可 爱看了            
(3星)	 戆嗨嗨            
(5星)	 太经典了~~~            
(4星)	  结婚狂被说苦瓜脸  记忆犹新               
(3星)	 觉得很傻            
(4星)	 12            
(5星)	 只想到了结婚狂的小龅牙。            
(4星)	 陈好就适合演演这种的SX            
(NA)	 不知道在说什么。。            
(4星)	 当时的万人迷很风骚。。一辈子的孤单很好听            
(4星)	 第一次这种形式            
(4星)	 当时陈好可是大火了一把            
(NA)	 這海報真是，詮釋了什麽俗的極致            
(3星)	 当时很迷~            
(4星)	 初二暑假，记忆里好的不行，第一天放假晚上家里就没人，某卫视首播，，            
(5星)	 很不错的电视剧，那时大家都看疯了。朱德庸很有才啊。            
(4星)	 奶茶太可爱了。。。这几个完全不同的女生很有意思。我个人认为奶茶很突破。好多人甚至是因为这个电视剧喜欢奶茶的，喜欢她傻傻的走路和说话的样子。喜欢结婚狂痴痴的感情观。总之很喜欢            
(5星)	 连着几年都不看电视剧了，除了这部我还是在小学的时候就很喜欢的剧，以前真的是不懂，还一直以为到了最后一集方小萍才和王浩有了联系，现在回想起来才发现原来从日本行开始就已经有暗示了。            
(3星)	 打发时间            
(4星)	 我想我会一直孤单。            
(4星)	 结婚狂。。。            
(5星)	 好玩哎            
(3星)	 数年前看，万人迷是那么风情万种；几日前看，万人迷是那么粉饰过度。            
(3星)	 打发了好多时间。            
(4星)	 中考失败的暑假深夜在床上看的笑翻过去            
(NA)	 看过几遍，喜欢            
(4星)	 当年朱德庸很红啊~            
(4星)	 很爱刘若英。。。。            
(5星)	 真的很好看。。。            
(NA)	 刘若英突破形象 陈好一鸣惊人            
(4星)	 陈好美啊 刘若英太强了            
(3星)	 初一？            
(NA)	 很喜欢            
(3星)	 那個時候還每天等著看的 還很迷的 沒想到這麼多年過去了 覺得還是很有特點的其實            
(4星)	 我想我会一直孤单，这一辈子都那么孤单            
(3星)	 那时还不喜欢刘若英，还很讨厌胡兵，最喜欢哈妹和恭喜，哈哈哈。            
(5星)	 小时候没有看懂 再一次看这部的时候 发现女人还是需要笨一点 聪明反被聪明误 越是要故意的表现 就越是那个哗众取宠的小丑吧 呵呵            
(NA)	 当时很爱            
(3星)	 小时候真是啥都看过            
(4星)	 我爸口中乱七八糟的电视剧，当年迷的不行            
(3星)	 ....作为曾经看过电视剧的证据么            
(5星)	 改编自朱德庸的漫画，让奶茶火了起来一直到现在，还有“万人迷陈好”。            
(2星)	 曾经的品位            
(NA)	 小时候觉得真好看 尤其是结婚狂在日本那段            
(4星)	 经典啊            
(3星)	 我妈长时间见到刘若英会怪叫一声“这不是大牙吗”            
(3星)	 纯属娱乐            
(3星)	 万人迷，男人婆，结婚狂，哈妹~            
(3星)	 是有些好笑。            
(4星)	 其实。。我喜欢万人迷。。            
(4星)	 当时红极一时··            
(4星)	 人物都非常非常非常特别            
(3星)	 有点扯，不过还好            
(4星)	 还行吧，捧红了几个人~~~            
(NA)	 孤单来孤单去，中间插曲很有印象            
(5星)	 忘了是哪年出品的了，不过那年夏天有这部剧真是添色不少啊，很值得一看！            
(5星)	 很心安理得地给5分。6年后的再次重温有了许多新的认识与认知。            
(4星)	 奶茶            
(3星)	 漫画改编 奶茶演得到位 陈好非常得抢镜            
(4星)	 这部电视剧 给了幼小的我一个绝对万人迷陈好  很长一段时间我都认为她是最美的            
(5星)	 当时怎么看都不厌~~陈好好漂亮            
(3星)	 给奶茶的~~            
(3星)	 晚餐时段。。。            
(5星)	 每次重播我都会跟着看            
(5星)	 看了好多遍还会笑            
(4星)	 童年的回忆啊            
(4星)	 纪念高中那段放假的岁月            
(5星)	 就是这部，让我喜欢上了【方小萍】。            
(4星)	 消遣            
(3星)	 非典时期的唯一记忆。            
(2星)	 前期有点意思，后面超鸡肋。。。            
(4星)	 我不太喜欢方小萍            
(4星)	 比较好玩吧            
(4星)	 呵呵喜欢张庭            
(2星)	 很无语的笑点            
(3星)	 额            
(4星)	 四个不同性格的人，演绎出的，是让人喜欢。            
(4星)	 很喜欢            
(5星)	 这片子不错！            
(4星)	 算是内地让人印象深刻的都市剧之一吧，以前很多同学的绰号都来源于此剧。            
(NA)	 那时陈好挺好的            
(3星)	 刘若英有勇气！            
(4星)	 有够癫的。都多少年了啊            
(4星)	 讲的是四个女人阴错阳差住在了一起的故事，还有一个色色色房东。。。            
(4星)	 张世啊。。。            
(4星)	 一部很有创意的片子  在内地就是需要这样多的创意            
(3星)	 奶茶的表情很有喜感，以至于看她的恐怖片还觉得她是在演结婚狂，呵呵，好可爱~            
(4星)	
(3星)	 陪我度過中考前非典放假的日子。            
(NA)	 呵呵，当时自己很肤浅的吧，还迷上过纯情的陈好一段时间呢，哈            
(5星)	 觉得很赞            
(4星)	 里面四个女滴都很喜欢哦！~            
(4星)	 这部电视剧以后开始习惯陈好的眼睛~一直怀疑为什么结婚狂的运气能那么好的~            
(4星)	 很逗啊，看了好几遍            
(NA)	 奶茶～            
(3星)	 额……方小萍超多人爱，好像是讲这个= =            
(3星)	 将无厘头进行到底！            
(4星)	 小学时超爱超爱~~~            
(NA)	 我想我会一直孤单            
(4星)	 上小学时看过N遍的，但为什么海报如此洋气...            
(3星)	 改编得挺好的~~~~            
(2星)	 纯粹很恶搞~            
(4星)	 我觉得蛮好看的啊            
(3星)	 刘若英真漂亮。            
(5星)	 童年.很搞笑.喜欢这种幽默.            
(4星)	 好看的~~！            
(3星)	 结婚狂            
(3星)	 刘若英的角色太毁了= =            
(3星)	 当年觉得薛佳凝比陈好好看多了            
(4星)	 其实我最喜欢的大概是男人婆？片尾曲还是蛮经典的。            
(3星)	 很红的片子，相比较我更喜欢看绘本~~            
(4星)	 确实带给我们无数欢声笑语、亦捧红了全部主角、这就是成功。            
(4星)	 年轻人，年轻的感情。喜欢他们打扮起来的漫画片段！            
(3星)	 这四个人搭档还蛮难得的。。。            
(2星)	 我很无语  做作~            
(5星)	 青春懵懂时看的            
(2星)	 當初看得時候還是很著迷的, 對於那個時候來說已經拍的很好了啦...            
(5星)	 刘若英的歌            
(3星)	 无聊时看看还不错。            
(2星)	 o(╯□╰)o            
(3星)	 当时可喜欢哈妹了。XDDD            
(4星)	 爱情励志，堪称经典            
(3星)	 其实也好多年了。印象最深是刘若英的 我想我会一直孤单 这样孤单一辈子。            
(NA)	 搞笑的。。。很早的轻喜剧            
(4星)	 我弟弟说我长得像结婚狂            
(4星)	 刘若英，谢谢你            
(3星)	 也算是无厘头了            
(1星)	 该怎么说呢。。剧情烂的要死。人没一个好看的。。。            
(NA)	 呵呵，学学，其实人生不过……            
(3星)	 无法超越的万人迷~            
(3星)	 zzz            
(5星)	 从这部剧开始认识了奶茶 怎知后来她会成为我心中的一个角落            
(3星)	 有39集这么长么？？            
(3星)	 不喜欢            
(4星)	 奶茶演得真好~            
(3星)	 您让我说什么好            
(4星)	 当时很喜欢看，喜欢万人迷！            
(3星)	 75分            
(3星)	 一个人的孤单。。。            
(3星)	 我怎么看过这么多电视剧。。。            
(4星)	 我爸那时好像有点喜欢万人迷，虽然他不承认，哈哈~偶还是喜欢男人婆刘若英~也记住了那首歌，一个人的孤单            
(5星)	 没什么评价，挺好看的。休闲佳作            
(4星)	 不一般的电视剧，童话一般，很喜欢，从此喜欢上朱德庸哈哈            
(3星)	 最讨厌把喜剧整成狗血            
(4星)	 第一次认识刘若英从这部开始，当年很红额            
(3星)	 四个完全不一样的女人~            
(3星)	 一直不喜欢刘若英            
(4星)	 tv            
(1星)	 无聊            
(4星)	 童年回忆。            
(NA)	 很成功的闹喜剧            
(5星)	 刘奶茶结婚狂 哈哈            
(2星)	 wtf- -。            
(3星)	 只要看着笑就可以了那时            
(3星)	 有小亮点但是拖得太长了……            
(5星)	 陈好和刘若英的表现很出乎意料            
(4星)	 挺好看的~            
(3星)	 看过一段，只记住了万人迷            
(5星)	 赞奶茶            
(5星)	 主角是台湾的好看电视剧            
(5星)	 只要功夫下得深，铁杵磨成绣花针。            
(4星)	 当时觉得挺好看            
(3星)	 随便看看。            
(5星)	 这么好看的片子为啥给分这么低？！            
(3星)	 这张剧照放得太囧了            
(3星)	 捧红一系列人也是算有本事的~            
(4星)	 友谊，是我对你一辈子的承诺            
(4星)	 蛮有意思的            
(2星)	 这个系列都不感冒            
(3星)	 那时候还蛮喜欢陈好的            
(3星)	 里面的女人都很有特色。            
